,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
firetruck,1.1382976,1.1873863,1.2142652,0.680226,1.1869209,1.2088932,1.136539,1.1506699,0.90559155,1.1107763,0.96635157,1.2350895,0.81596196,0.8375432,1.1032681,0.91690934,0.9299569,1.1644766,1.2199528,1.273001,0.98540056,1.1797872,1.0260826,1.1095828,1.1950969,1.2238193,0.7350233,1.0603914,1.0035416,0.89724815,1.2329171,1.1332788,0.8892213,0.9333263,1.208168,0.8969425,1.2170242,0.84136283,1.0731415,1.279988,0.9890939,1.242157,0.84217626,0.997226,0.8460723,1.0795356,0.85016793,1.0818884,1.2455989,0.7311542,0.71836746,1.1127341,0.0,1.0588988,1.0665973,1.1391859,1.1908486,1.1923516,0.8166867,0.86163247,1.1552695,1.2302432,1.1809812,1.0306118,0.66015863,1.0375158,0.8416034,1.2043197,0.95654833,0.735126,0.79691654,1.0057667,1.2411579,0.8270192,1.1333143,0.82436526,1.0987505,0.7912971,0.8176023,1.2543168,1.0623777,0.9173515,0.6449596,1.1734055,1.2116777,1.1262705,1.1885849,1.0663267,1.2032453,0.99459815,0.8099277,0.72319126,0.72761714,0.8844152,1.2556212,1.251483,0.9768284,1.1952322,1.1590297,1.1337615,1.2524881,0.76900625,1.1484032,1.116752,1.1621175,0.91859555,1.02997,0.9095753,1.02494,0.7900053,0.7991525,1.0424703,0.7267504,1.1995251,0.81860954,1.1876837,0.9241766,1.0719146,0.7968451,1.2119426,0.85172474,1.2612033,1.0930405,1.0130118,1.1672652,1.1228864,1.0631518,0.8084077,0.92021567,0.827608,1.3756883,1.1264652,1.0134687,1.1144191,1.144705,1.1479807,1.0892692,0.7311434,0.9958238,1.1846436,0.82804084
fish,0.73848486,0.97872585,0.9709812,1.2087128,0.8729114,0.95189106,0.93190396,1.0702568,1.1159416,0.93206257,0.99001825,0.95804375,1.1137344,1.1305726,0.7956419,1.0141376,0.55178463,0.9717596,1.0562185,1.021126,0.99828076,0.8924449,0.9311214,1.0332856,0.82944965,1.1164554,0.7721852,0.8956142,1.0746447,1.2501466,0.9469064,0.96179354,1.1536682,1.0068362,1.0440584,0.98238385,0.89214945,1.119248,0.95718765,0.89326084,0.88968754,1.0580165,1.0493773,1.0188416,1.1999378,1.0162631,1.1615186,1.0183033,0.9954872,1.0904592,1.1280851,1.0197171,1.0588988,0.0,1.009766,0.87990105,0.74838734,0.5209611,1.0349733,0.9066461,1.0483763,0.94553435,1.0404136,0.72087395,1.1650856,1.0156021,1.1431086,1.0418977,0.86662114,1.022863,0.8054936,1.0992807,1.0852746,1.0916328,0.8608326,1.2458248,1.0049863,1.1549215,1.0443327,0.89758015,1.0484673,1.0605812,0.8445053,1.0622088,1.0173486,0.97313356,0.9846469,1.028681,1.0226871,1.1145735,1.0803411,1.1686296,1.192105,0.9599077,0.92612284,0.8978639,0.9187664,0.8923075,0.9249663,0.9338034,1.0052527,1.0319932,1.0502332,0.98489124,1.0006613,1.187438,1.0041008,0.8674457,1.0831598,1.0403148,1.109807,0.750201,1.2263157,0.8417822,1.1129494,1.0834811,1.1512253,1.1169469,1.0963398,1.0008339,0.9295347,0.9035568,0.768471,0.98099923,0.7377878,0.95841306,0.8055536,1.013516,1.202357,1.1948491,0.8441695,1.0968713,0.9978426,0.8205795,0.9488235,0.809979,1.0337373,1.0056329,1.1776786,1.0742816,1.1614414
flower,0.9252263,1.1135297,0.7891146,1.1801301,0.7764579,0.8655369,0.8466623,0.8096405,1.170866,1.1734242,1.218367,1.0838213,1.1884215,1.0658004,0.74318355,1.1416314,0.9167734,0.7768039,0.71612525,0.87166965,0.941657,1.285036,1.0602672,0.66798496,0.87552494,0.8964224,0.8413688,1.3217108,1.1041903,1.101435,1.0357752,0.8151903,1.1667913,1.1664729,1.0434767,0.94759893,1.2139428,1.1391083,1.074357,0.95071155,1.2031815,0.7285788,0.995824,0.67813724,0.83622146,1.0797524,1.0234842,1.1512275,0.90061176,1.0314591,1.1003314,1.1635383,1.0665973,1.009766,0.0,1.1340564,0.87032354,0.8870578,1.0440434,1.0584004,1.074334,0.7634004,1.1950643,1.066703,1.1161641,0.9340116,1.1873434,0.87721705,0.9425788,0.977185,1.1831069,1.1748583,0.7607455,1.257432,0.9275067,0.9618397,0.90491855,1.0649623,1.0432435,0.8733541,0.85176957,1.0063868,0.9182503,1.0468192,0.91456246,1.1004517,1.1559205,1.1936915,0.9965869,0.9107187,1.129492,1.1381792,1.2360462,1.1297269,0.9423545,0.9921356,1.2227381,0.9641411,1.086424,0.45503628,0.9947062,0.9943388,0.7189059,0.7004386,0.76717436,0.7563039,1.1930331,0.85604703,1.023067,1.0669721,1.1713264,1.0436788,1.2031835,0.7978586,1.2122881,1.0280303,1.10934,0.93567693,1.1051188,1.0183109,1.045067,1.1360013,0.8846383,1.1066412,1.1008635,0.9689622,1.1142172,0.72255194,1.0843182,1.0712508,0.848693,1.06471,1.2863026,0.91567475,1.0012193,0.6727608,0.7904749,0.94083714,0.7672626,0.97774535,0.8871865
foot,0.8579568,0.58119226,0.85185957,0.90333575,1.0357488,1.0155659,0.95709044,0.9895342,1.3592131,0.9565397,1.20253,0.69826144,1.143908,1.0096117,0.9408829,1.1292174,1.1272545,0.9616938,1.0305287,0.94791496,1.1243774,0.88734126,0.91902095,1.1815027,0.7860934,0.8352219,1.1017598,0.5384578,1.0614995,0.9849559,0.8647882,1.2162251,0.8595085,0.74814343,1.1776514,1.115258,0.88084984,1.1792071,1.175235,0.878652,1.1165395,1.025693,1.0753646,0.9193529,1.1908208,0.9667747,0.9958887,0.53716415,0.90438443,1.1666386,1.2566893,0.4769249,1.1391859,0.87990105,1.1340564,0.0,0.88012695,0.8499563,1.2533636,1.1662536,0.7878275,0.7326741,0.95840967,1.0129303,1.1962776,1.2050607,0.6464749,0.74460685,1.2717564,1.0799994,1.2307513,0.8958958,1.175704,0.71604633,0.98769087,1.179604,1.2063317,0.84577626,1.0439217,0.85979825,1.1200027,0.89443636,0.8798103,1.0351638,0.8369875,0.91917145,0.5807537,0.6767842,0.703897,1.2057298,1.1330633,1.1374004,0.8858813,1.0905633,0.9598009,0.90882754,1.017041,0.6285923,1.0818887,1.0520859,1.108574,1.0241904,0.9380231,1.0829349,1.0206804,1.2137439,1.0057545,0.88776916,1.277014,1.2001082,1.0472941,1.0201794,1.1349337,0.5855799,0.7855506,0.7532528,1.2307079,1.3354588,1.3171365,0.6489324,1.1460326,0.8605674,0.88236666,1.1573833,0.84664476,1.1668644,0.8318324,0.93692493,1.2409735,1.3984568,0.9446712,0.4885593,0.7142026,0.91000915,0.8922189,1.090008,1.1431918,1.1887623,1.0463824,0.92947775,1.250773
fork,0.8099776,0.9830426,0.76606864,1.4018157,1.0391246,0.9592053,0.8588867,0.69573015,1.2560391,0.9792415,1.1554675,0.57347894,1.30793,1.2705024,0.62650543,1.3414307,1.0351206,0.46983945,0.6476688,0.55611134,0.8336642,0.90886176,0.86435467,0.7811372,0.60800564,0.6405315,0.8120378,0.8574167,1.0911317,1.2205669,0.7428355,0.6683215,1.1775725,1.1933148,0.92514527,0.6227525,0.70502716,1.4866216,0.97950697,0.5223614,1.019486,0.6719308,1.3813089,1.1347543,0.9473918,0.7916338,1.3315465,0.96710175,0.99052763,1.3930037,1.3788221,0.89034414,1.1908486,0.74838734,0.87032354,0.88012695,0.0,0.7184671,1.0200275,1.0857022,0.84673727,0.7817852,1.0145938,0.86230636,1.3765453,1.1324145,1.1929336,0.7472173,0.98555756,1.3430138,1.2174072,1.3312695,0.8572851,1.4029657,0.3447669,1.1693103,0.73938906,1.2753218,1.1114668,0.8399671,0.9645919,1.3083163,1.1207216,1.0289354,0.76722026,0.81819266,0.69991946,1.0914431,0.7509818,0.92880404,1.2813417,1.4649298,1.4118156,1.0226499,0.4895364,0.46095455,1.1960833,0.54061586,0.9220271,0.70003295,0.57878417,1.3881578,0.8891132,0.88200986,0.61216825,1.1140394,1.0723293,1.0872611,1.2687124,1.2031921,1.3583622,0.60583186,1.5461223,0.7407738,1.3725057,0.62347335,1.3791057,0.8475802,1.427671,0.7430278,1.2294519,0.81815106,0.69623363,1.003539,0.35119355,0.8734516,0.9607465,1.1479852,1.3996962,1.4546951,0.7163867,0.8864104,0.88035536,0.56633383,0.7722976,0.9926465,0.64361924,1.0517732,0.73066306,0.833686,1.0583316
frog,0.20815152,1.0341384,0.730838,1.3689259,0.72879726,0.7986127,0.74627906,0.95903754,1.3542006,1.0338032,1.1508399,0.82819515,1.3705877,1.2179228,0.43271255,1.2642621,0.7457435,0.8402582,0.8149861,0.82225883,1.0391762,0.98288906,0.9611578,1.0074767,0.23828006,0.9191301,0.9281513,0.95742667,1.0660303,1.3062203,0.7778347,0.9031464,1.1813165,1.1308546,1.1133941,1.0707455,0.79495096,1.3404529,1.0437474,0.73194873,1.0328674,0.8223937,0.9826732,0.81355226,1.1536757,1.1071141,1.1652066,1.0731115,0.8685826,1.1721284,1.232581,1.0315455,1.1923516,0.5209611,0.8870578,0.8499563,0.7184671,0.0,1.1048977,1.0611,0.9548322,0.8300438,0.9742876,0.86412305,1.315892,1.1004231,1.3063571,0.7596677,0.73758733,0.9595037,1.0586588,1.1858308,0.94256073,1.26664,0.9153478,1.2790089,1.0282953,1.2739322,1.068559,0.72384727,1.0485729,1.1450324,0.94504166,1.043032,0.9239385,1.0075576,0.9488699,1.0401397,0.8838928,1.2043808,1.2234682,1.2765346,1.3144109,1.1864128,0.81898844,0.81279004,0.95396924,0.90124774,0.9603859,0.7014556,0.9456146,1.0024601,0.7633455,0.9649045,0.8600086,1.1546403,1.0950918,0.7628629,1.1318666,1.0807272,1.1948534,0.6225036,1.376054,0.7389145,1.3158503,0.8289435,1.2427087,1.2227823,1.2971745,0.84344935,1.137387,0.7303249,0.89650524,1.0733265,0.73553413,0.8877283,0.8155987,0.9780739,1.3340268,1.3611865,0.5942573,1.0259386,1.1363419,0.9194652,0.95867413,0.53901774,0.96658987,1.0635471,1.0392408,0.9614069,1.2162971
giraffe,1.0644855,1.1409439,1.1628025,0.9434832,1.111516,1.0851551,1.1174288,1.0358598,0.85839814,0.68166363,0.8506237,1.057254,0.94318974,1.0240635,1.0471139,0.95053774,0.9660899,1.1996214,1.1022296,1.1214213,1.1542168,1.1345348,1.1725092,1.1381363,1.0946345,1.1659157,0.8073452,1.2540052,0.70999974,1.0400989,1.1826794,1.0113677,1.0679212,1.1538473,1.0837142,0.9004016,1.1805452,0.99492276,0.9874753,1.1244531,0.94879687,1.1461194,0.89810306,1.2282205,0.8915907,1.0843531,1.0684937,1.171108,1.2555265,0.8357429,0.806008,1.2322017,0.8166867,1.0349733,1.0440434,1.2533636,1.0200275,1.1048977,0.0,0.9894885,1.0674611,1.2099519,0.7570474,1.192729,0.8576392,0.8395736,1.1044238,1.1820776,0.8645494,0.80359936,0.8113806,0.8585638,1.1492126,1.0394052,1.0505857,0.89077413,0.949112,1.0535156,1.1101316,1.1886661,1.1583208,1.178391,0.97732097,0.95315504,1.1384275,1.2303277,1.1225489,1.0689963,1.1850038,0.8930732,0.8017881,0.8959525,0.98305625,1.0930634,1.0995246,1.1511436,0.97964597,1.133513,0.95399606,1.1284862,1.0708375,0.98816574,1.1447785,1.0989413,1.0603516,0.9707083,0.5026774,1.0924124,1.0133721,0.9872532,1.1125988,1.0408394,0.8376538,1.2055632,1.1403391,1.1448225,0.7568778,0.96005553,0.80109674,1.1588871,0.5900731,1.1248676,1.1678568,1.0668617,1.0640724,0.99778295,1.2174765,1.0772799,0.88515645,0.86583185,1.1841884,1.2345573,1.009475,1.1589295,1.2321421,1.2010733,1.0367544,0.6133121,1.0718089,0.99535304,0.8355423
glass,1.1357747,1.0090262,1.2336694,0.7995961,1.0331889,1.1294961,1.079921,1.2105908,0.68063056,1.1069639,0.8421337,1.3067731,0.9851516,0.9316993,1.163994,0.9743539,0.96039313,1.1530416,1.09605,1.1755295,1.00544,0.9442015,1.1159538,0.95231,1.1923444,1.2166153,0.9211571,1.0335604,1.1106594,1.070713,1.0259758,0.8624222,1.0093069,0.9874653,0.73190576,0.98260415,1.0280889,1.0285312,0.97308236,1.2950733,0.8269596,1.0582521,0.97735345,1.0595084,0.9066757,1.1562248,1.0179914,1.0577142,1.0289513,0.9034089,0.84273535,1.0855892,0.86163247,0.9066461,1.0584004,1.1662536,1.0857022,1.0611,0.9894885,0.0,1.1916554,1.2005672,1.1037186,0.7399163,0.8406147,0.95702446,0.81336236,1.2597649,0.8853303,0.99746984,0.8483245,1.1469253,0.753636,1.0106026,1.0772436,1.0489185,0.842014,0.91396147,0.85327053,1.0413015,0.78980815,0.9270706,0.94420743,1.222041,1.1524745,1.0192683,1.1445479,0.9521756,1.2096392,0.9655833,0.95123345,0.9173283,0.96395093,0.8383771,1.3056066,1.2993364,0.83770734,1.3131342,1.0437307,1.0294783,1.0390497,0.9948858,1.147286,1.0591277,1.2083893,1.0313605,1.0668058,1.0069901,0.94705653,0.8907294,0.96870846,1.024863,0.90701437,1.0715201,0.9270164,1.1557328,0.9475892,0.82830095,0.9798201,1.2984287,0.9385716,1.202678,0.9869941,0.6749454,0.9040482,1.1314859,0.8582856,1.0444319,0.9317907,0.74589187,1.0418776,1.1655684,1.1213695,0.91583985,1.0950096,1.0729746,1.007135,0.90067244,1.1212502,1.2293564,0.92347646
glasses,1.1214898,0.86023194,0.44094622,1.2458056,0.8319707,0.6765632,1.0428293,0.9732947,1.4417145,0.9278093,1.3719937,0.49427688,1.432478,1.3112595,0.98024625,1.4620377,1.1994402,0.9365202,0.488828,0.49595082,1.2720494,0.9168644,1.1584469,1.0798979,0.7773135,0.66974473,0.9652068,0.6058205,0.98591846,1.3288598,0.8970024,1.0220394,1.0370635,1.0392091,0.99507487,1.0560273,0.9014873,1.4142945,1.2030007,0.32285357,1.3397504,0.5483959,1.3505688,1.1847663,1.2101208,1.0926836,1.2656126,0.4856652,0.60141194,1.3365729,0.97494256,0.37109882,1.1552695,1.0483763,1.074334,0.7878275,0.84673727,0.9548322,1.0674611,1.1916554,0.0,1.0130675,0.88527197,0.8622296,0.99332017,1.2227054,0.9661219,0.30420184,1.1359707,1.2544743,1.3605998,1.1563306,1.0130082,1.2290685,0.8763814,1.2386258,1.0472732,1.1585534,1.2738886,0.5437198,1.1525232,1.322073,1.1258352,0.8952784,0.25760174,1.1987312,0.29270768,0.46584463,0.32464516,1.2983376,1.2332214,1.3512465,1.22705,1.3231096,0.37917787,0.41365814,1.1435126,0.8606528,1.0601412,0.979325,0.6735177,1.3109088,0.55201364,1.2167912,0.90592927,1.3024817,1.0653495,1.2182796,1.3036182,1.2930745,1.1500269,1.1129315,1.2793403,0.92034656,1.1173081,0.72231776,1.1563184,1.2305901,1.3110647,0.1714682,1.2081069,0.65670276,1.1488866,1.1373484,1.0044037,0.883857,1.0315032,1.330498,1.2157184,1.4737632,0.6782496,0.33276236,0.6310399,0.9926109,1.2069098,1.0669281,1.1867459,1.0525352,1.0151273,0.162292,1.1378171
glove,0.8326124,0.7783405,0.790637,1.0728574,0.7637596,0.892158,0.748038,0.68167907,1.301053,1.1393605,1.2255939,0.9136849,1.2236217,0.902516,0.77870786,0.9096123,0.9799882,0.8139508,0.7870831,0.89402294,1.0395317,1.0379968,0.8051096,0.80263215,0.83555615,0.77300024,1.0072895,0.9970776,1.2281222,1.0379726,0.93187183,0.97899437,1.0000355,0.989458,1.108246,0.89978766,1.054177,1.1561704,1.06761,0.9029629,1.18151,0.80413806,1.1270204,0.6169858,1.1194617,1.0436561,0.912609,0.9595318,0.88447064,1.272885,1.3589823,0.90720594,1.2302432,0.94553435,0.7634004,0.7326741,0.7817852,0.8300438,1.2099519,1.2005672,1.0130675,0.0,1.0977491,0.96343124,1.3312755,1.1002886,1.0188241,0.7387632,1.0763534,1.22781,1.2472467,0.89680064,0.9332236,1.0994565,0.9361632,1.1500754,1.0758533,1.1141397,1.0746362,0.87760127,0.9913918,0.6594298,0.98175025,0.8870814,0.7969892,0.7422407,0.9442493,1.0811623,0.83140886,1.0089986,1.1080837,1.0887868,1.1660409,1.1032689,0.94332534,0.9568628,1.1148546,0.6325837,1.04211,0.85085064,1.0552715,1.1439205,0.8194377,0.60777867,0.79959756,0.9909183,1.1602135,0.93227136,1.0313194,1.1776855,1.0373114,0.99117064,1.2456288,0.4881866,0.997059,0.8549886,1.3116214,1.1538271,1.2600514,0.8198934,1.240593,1.0927563,0.7383221,1.2090755,0.97534186,1.049648,0.9225291,0.758126,1.2716444,1.329162,0.78164256,0.8724648,1.0416194,0.8476728,0.56302464,0.7141727,0.9023735,1.0209439,0.8394613,0.9578267,1.180356
grass,0.9307389,0.9857651,0.9383686,1.1341839,1.0278708,0.89175916,1.1400226,0.9522859,1.0513722,0.37748003,0.7884241,0.62940645,0.98388284,1.1032633,1.034239,0.9619764,1.0540166,1.1393005,1.0394309,0.9499901,1.1526313,0.93326294,1.0712153,1.1598997,0.9322016,0.80837524,1.0071207,0.9974233,0.38848472,0.9826817,0.8833414,1.0773852,0.9377548,1.0670383,1.018043,1.0478861,0.705373,0.9936188,1.0431045,0.86100584,0.77425635,1.0130366,1.0705777,1.2551917,1.1408826,1.0562762,1.1535901,0.98657393,1.0151544,0.9866526,1.0560615,0.9959836,1.1809812,1.0404136,1.1950643,0.95840967,1.0145938,0.9742876,0.7570474,1.1037186,0.88527197,1.0977491,0.0,1.2342274,1.0621257,1.0907547,1.0659046,0.90700114,1.0723072,1.0079396,1.0431008,0.8623993,1.1511271,0.92079616,1.1310405,1.1547171,0.9769043,1.1896983,1.2733068,0.9651459,1.1774942,1.1475325,1.1766213,0.72918713,1.0205463,1.0167462,0.8067837,0.99237245,0.895046,1.137702,0.91029346,1.0762036,0.94795144,1.164921,0.89422894,0.91003126,0.93561095,0.7724866,0.8958187,1.1197624,0.982111,1.1120011,1.0722975,1.1912136,1.0920812,1.2087034,0.36786163,1.1355501,1.2011704,1.1474148,1.1102505,1.1628723,0.9785789,1.1610698,1.1654127,0.87218064,1.0697109,1.0828758,1.1071668,0.8814429,0.88625944,0.73174787,1.2297033,1.0417,1.0180185,0.92544454,1.0957875,1.1847024,1.0079623,1.0414747,0.96502924,1.049469,0.9476201,1.1490034,1.0564817,1.2145331,1.1676468,0.96215785,1.0159599,0.8754163,0.9814567
gum,1.0868877,1.0600059,0.93207264,1.0653942,0.80979156,0.9232587,0.9789376,1.0727513,1.0226746,1.2213464,1.112526,0.9986499,1.2941016,1.0496682,1.122828,1.2078695,0.9035052,0.7953696,0.83398896,0.91903347,0.9540417,0.75600874,0.98792905,0.92526996,1.0087672,1.1128432,0.9484463,0.72026527,1.2737417,1.3456788,0.81435907,0.98583645,1.2450095,1.01195,0.93030834,0.9823616,0.86734164,1.296395,0.8297857,0.8117684,1.0312713,0.88004816,1.2380891,1.0151383,1.1008668,1.1020463,1.0600098,0.8784865,0.70579475,1.2412643,1.0184497,0.78981066,1.0306118,0.72087395,1.066703,1.0129303,0.86230636,0.86412305,1.192729,0.7399163,0.8622296,0.96343124,1.2342274,0.0,1.0562015,0.9344717,0.92154974,1.0131773,0.866817,1.2321303,1.1461496,1.2668825,0.86989796,1.2606704,0.97897005,1.2293653,1.0594431,1.0357784,0.8797961,0.8135576,0.6818615,0.9849248,0.9881343,1.1758077,0.75224155,0.98717844,0.85506004,0.88326347,0.91426325,1.154534,1.1939423,1.094107,1.2620771,0.78129125,0.8679762,0.8519818,0.934288,1.1539693,0.79546976,1.0654047,0.8232118,1.2031647,0.8714727,1.1349434,1.077164,1.0435848,1.282527,1.123805,0.9899152,0.7899201,1.0808488,0.8798716,1.2661276,0.9976437,1.0325571,1.0806181,1.2175828,1.063924,1.1543825,0.8610226,1.1445687,0.8786373,0.89048827,0.8757397,0.9899019,0.9764786,0.59588104,1.2409701,1.2477237,1.1389129,0.7868688,0.84780645,0.9033151,0.7192242,1.0178347,0.77214265,1.0538877,0.94880563,1.2622621,0.89058894,1.1516063
hair,1.2761267,1.0960011,1.3465934,0.54807305,1.1607549,1.2164956,1.2299541,1.400528,0.8182851,1.0656382,0.92917585,1.376873,0.85867834,0.61892265,1.2712922,0.849001,1.0488881,1.4783819,1.381577,1.4681505,1.2343568,1.0904078,1.2264005,1.3156806,1.3687712,1.4508295,1.1090266,1.0817962,0.9171297,0.9784147,1.2755378,1.1259091,0.931051,0.9311264,1.089956,0.92677635,1.3013511,0.7320404,1.0058165,1.3982767,1.0231031,1.4200287,0.7045955,0.9177966,0.99249554,1.2049494,0.70170003,0.9187026,1.1156962,0.67182213,0.2295655,0.961679,0.66015863,1.1650856,1.1161641,1.1962776,1.3765453,1.315892,0.8576392,0.8406147,0.99332017,1.3312755,1.0621257,1.0562015,0.0,0.95556873,0.6187675,1.1212844,1.0584145,0.75229466,0.75231767,0.8682537,1.2241296,0.68682694,1.2357793,0.9173702,1.1520641,0.69195616,0.835343,1.1943138,1.0836083,0.80396986,0.9186781,1.1130632,1.1829119,1.3308635,1.0465254,0.7781861,1.2090726,1.1105887,0.6730536,0.5027295,0.66497296,0.99543774,1.373558,1.3694725,0.8384484,1.4465358,1.1528566,1.1959273,1.3780837,0.75734925,1.054802,1.1895621,1.3244863,0.97928506,0.95392174,0.96237636,0.876172,0.8780954,0.48479134,1.2006747,0.4390301,1.2849265,0.6963425,1.341456,0.74667346,1.1628952,0.6720252,1.2378056,0.78890145,1.2252048,1.3068607,0.97652173,1.306761,1.1256577,1.120654,0.8733715,0.66135085,0.7632679,1.4030035,0.98775357,1.0236881,1.1673214,1.3654644,1.1729089,1.353192,0.9251839,1.2598319,1.1607922,0.89076674
hamburger,1.0577615,1.1891025,1.2037618,0.93815696,1.1459533,1.162247,0.9520496,1.1151967,0.70228195,1.0718601,0.85221505,1.277836,1.0230407,0.8900963,1.1297896,0.83707386,1.0240247,1.0645008,1.1548352,1.184077,0.94351983,0.9904653,0.99158895,1.0215795,1.1683779,1.3065586,1.103864,1.1525514,1.0946443,1.115485,1.04711,1.051709,1.1566961,1.0400486,0.99970424,1.0288668,1.0912714,0.93565136,0.9087735,1.2236459,0.9199813,1.1814758,0.9462996,0.9918912,1.0192716,1.0802832,0.9538436,1.2584412,1.0976347,0.9634892,0.91569746,1.2338829,1.0375158,1.0156021,0.9340116,1.2050607,1.1324145,1.1004231,0.8395736,0.95702446,1.2227054,1.1002886,1.0907547,0.9344717,0.95556873,0.0,1.0780733,1.2799459,0.8972984,1.0281458,0.8952107,0.9201049,0.90106046,1.0401154,1.097391,1.0382289,1.0268239,0.96103185,0.83460444,1.1699749,0.8871533,0.9613667,1.0590302,0.9996388,1.155814,0.9389096,1.2546746,1.1323347,1.2262185,0.9755654,0.9518988,0.87349653,1.0117769,0.7936106,1.2037407,1.1999966,0.99684083,1.2733307,0.835935,1.0550387,0.9213453,0.9917366,1.1121751,1.0163897,1.0901734,0.8866336,1.0013324,1.1072948,0.7214072,0.6822588,0.99291724,1.0246701,0.86907685,1.1462001,0.9899026,1.2150493,0.9232688,0.85557747,0.88758355,1.2814445,0.86215657,1.0834428,1.075807,0.9746275,1.1577742,1.0196631,1.0149547,1.033401,0.75112045,0.6899556,1.1899772,1.2319949,1.0653422,1.063045,0.9784505,1.0210992,0.92442745,0.8965836,1.1944208,1.1853882,0.9701343
hand,1.2988685,0.7327243,1.2684777,0.29681897,1.1483827,1.2458913,1.174433,1.3533673,0.90327704,1.0446663,1.0692931,1.1676911,0.9096142,0.74751437,1.3301263,0.9123821,1.1524706,1.3064611,1.3743461,1.4008238,1.1783088,0.93529755,1.0810441,1.3579309,1.3503872,1.3250209,1.1772678,0.6858355,1.0636574,0.9959349,1.1299527,1.1925175,0.8453435,0.81500983,1.0544753,0.9390187,1.1959232,0.91891235,0.99066263,1.2663195,1.087841,1.3805647,0.9815828,0.8962223,1.0970365,1.0888832,0.90679467,0.5511154,1.0709563,0.9260659,0.71704197,0.48852533,0.8416034,1.1431086,1.1873434,0.6464749,1.1929336,1.3063571,1.1044238,0.81336236,0.9661219,1.0188241,1.0659046,0.92154974,0.6187675,1.0780733,0.0,1.1058664,1.1938038,1.0255314,0.911034,0.9202532,1.2208191,0.6587491,1.0518132,1.0843569,1.1441567,0.50641906,0.7129952,1.1792629,1.1301183,0.58753586,0.9463129,1.1346501,1.006924,1.1185681,0.75002027,0.6048648,0.977947,1.138165,0.78112316,0.79375756,0.76521444,0.88123,1.2562776,1.2015816,0.7330877,1.1608073,1.104394,1.2414919,1.3177489,0.98868895,1.1110631,1.1469991,1.2579768,1.1146857,1.0596101,1.0261439,0.9772975,0.9799666,0.7448047,1.1219966,0.69494826,1.003048,0.56149524,1.1738635,1.0136244,1.1561835,0.9795042,1.0477915,1.0196109,1.2056246,1.1689389,1.0587857,1.0540353,1.170309,0.86648583,0.93970037,0.9160436,0.93348974,1.3299495,0.54565936,0.7969706,0.79610336,1.1809882,1.2469833,1.2671977,1.1131161,1.1972926,1.1076959,1.0726272
hat,0.9244777,0.72522753,0.28857636,1.3780117,0.59690785,0.56030273,0.8874705,0.7668363,1.5474498,0.9376355,1.4404839,0.5503653,1.4997487,1.2702427,0.75587803,1.5091215,1.0600642,0.7818303,0.4041357,0.42922235,1.2053194,1.0600494,1.1483407,0.8061876,0.5649091,0.4789148,0.9137002,0.7980707,1.0625905,1.246351,0.85944796,0.9396582,1.1040076,1.137228,0.96603006,1.000743,0.8661692,1.4833547,1.2592413,0.43024313,1.352948,0.436908,1.3383962,0.93876386,1.221303,1.0879463,1.2397407,0.59429824,0.4809801,1.4409719,1.1765907,0.49448115,1.2043197,1.0418977,0.87721705,0.74460685,0.7472173,0.7596677,1.1820776,1.2597649,0.30420184,0.7387632,0.90700114,1.0131773,1.1212844,1.2799459,1.1058664,0.0,1.0548356,1.2581666,1.4992175,1.1817255,0.8439267,1.3102403,0.8762165,1.2759696,0.93766916,1.2865897,1.3388557,0.46270442,1.0859822,1.2498683,1.0360026,0.801371,0.26956272,1.1308043,0.448366,0.66627866,0.28816032,1.2208719,1.227723,1.41377,1.3280157,1.4285936,0.52014303,0.56226075,1.1770916,0.66899025,1.1538846,0.7906855,0.70470715,1.3002046,0.35499823,0.9305055,0.7151862,1.2212604,1.1390107,1.047297,1.4109505,1.35465,1.2174914,1.0897472,1.403301,0.67224646,1.2145677,0.55219585,1.3450997,1.1952863,1.4909887,0.27524817,1.3564948,0.76302147,0.9922366,1.2314979,0.9702945,0.9820514,1.0085801,1.1341747,1.315276,1.6035082,0.42243093,0.4500246,0.84691083,1.0052369,1.0911099,0.80392563,1.03876,1.0912075,0.83960533,0.4021213,1.1943594
