,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
dog,0.6330848,1.1909832,1.2850285,0.78166187,1.1360086,1.109865,0.9608287,1.2963376,0.72563016,0.6997861,1.3358403,0.726368,0.7456094,0.8062362,0.56187695,0.81401825,1.1077642,1.3453356,1.3730713,1.1844783,1.2669418,0.9496917,1.4172357,0.9142231,1.2927635,1.1025441,0.94026273,0.92630935,1.0816243,1.2749773,0.81692636,1.2447718,0.7590258,0.7597172,1.207538,1.3921025,0.8382542,1.440836,0.0,0.909942,1.1638784,1.2683699,0.69480467,1.2976002,0.7486956,1.2533915,1.0393803,1.0396525,1.0832608,1.3269234,0.8943704,0.9668501,1.2425324,0.76509476,0.738706,1.1799042,0.7548889,0.9151458,1.1623727,0.7927202,0.82575405,0.72060394,1.0411383,0.658167,1.3158461,1.2728494,1.3685907,1.1739416,0.62032306,1.0762341,1.4032129,1.0549753,1.2009293,1.152326,0.959228,0.7508787,0.7101742,0.7002208,0.78830177,1.3847581,1.4041176,0.8476354,1.0941534,0.82419497,1.0212135,1.4528463,0.6655326,1.086993,0.89967227,1.2343792,0.95667267,0.7806016,0.82106674,1.2891276,0.5989318,0.94086355,1.095535,1.1983308,1.324114,0.9047246,1.3705055,0.5745841,1.2452945,0.9934208,1.2347856,1.3253391,0.9718437,0.87214535,0.6269397,0.72617805,1.2729275,1.2708976,0.9053102,1.2868242,1.203366,0.9913063,0.822713,0.8816711,1.1940244,1.0173094
doll,0.9873329,1.0737538,1.197891,1.0468588,0.9705329,0.96384263,0.9548223,0.9868291,1.1748229,0.88269854,1.1898847,1.0120221,0.89143234,1.0179785,0.9010184,1.1463529,0.9317385,1.109968,1.1442419,0.9768591,1.0622442,0.729,1.1038142,0.89802057,1.228796,1.1352993,1.080125,1.242952,0.827839,1.0603061,1.0475408,0.9413206,1.0574389,1.0507854,1.019569,1.1913936,0.7126383,1.0899959,0.909942,0.0,1.0552468,1.1441162,0.7822823,0.9403852,1.0597409,1.1010791,0.9293491,0.8723313,1.038554,1.064307,0.76665163,0.8663383,1.2061532,0.91758394,1.1821847,0.92899114,0.9858908,0.922416,1.1509361,0.9709776,1.1338286,0.87671745,0.96324795,0.9006647,1.1334398,1.0423062,1.2385525,1.0345951,0.70591354,0.9119811,1.1650081,0.9771866,1.0587564,1.1990469,1.061022,1.0057602,0.9054821,0.9936489,0.9098704,1.2052711,1.1797826,0.8376306,1.1380937,0.9668842,0.9117219,1.1053854,0.9222416,0.91044796,0.83097744,1.0782773,1.0121121,0.7670955,1.0353767,1.061973,1.0283898,0.9567604,1.2633121,0.9889387,1.2366806,1.1530411,1.1858875,1.1855744,1.1843922,1.0408343,1.135907,0.9996316,1.10972,0.23995614,1.0052655,0.95783544,0.95911497,1.1823448,0.96376485,1.0586485,0.6243474,1.0051335,0.9905203,0.9612371,1.2115595,1.0785195
door,1.1938114,0.78048,1.0011365,1.1368642,1.0261399,1.0664843,1.2042122,0.86820334,1.0027833,1.0936912,0.97071695,1.1226717,1.1167588,1.0084038,1.2670782,1.0960532,0.80852807,0.84945035,0.92550457,0.82519937,1.0196166,1.0949435,0.7642626,1.0198995,0.72452676,0.9445037,0.9949512,0.9982877,0.7531012,0.7724364,0.94202673,0.9212718,1.0633321,1.0731936,0.9479972,1.0051436,0.88210404,0.90572333,1.1638784,1.0552468,0.0,0.7084726,1.0970553,1.0025625,1.0773275,1.0632885,0.99260116,0.90775186,1.0006436,1.029012,1.0404574,1.0464097,1.0338317,1.2135633,1.0599684,1.0189118,1.0190437,1.1913328,1.085137,1.0274656,1.0934569,1.2073175,0.93706274,1.2924227,1.0127795,0.6093048,0.8367407,0.8827906,1.2242719,0.8845941,0.9882251,1.0781919,1.0775766,0.9640946,0.8388477,0.9459575,1.2404442,1.0881357,1.0124735,0.9687762,0.9616287,0.93054736,1.0038359,1.1837374,0.87186944,0.9601253,1.1128196,1.0319712,1.0890564,0.9059402,0.65965366,0.92041403,1.0865811,1.0315976,1.1114308,1.0996084,0.9160389,1.0880176,0.75732696,1.065048,1.07474,1.0854467,0.9491174,1.1209778,0.9775166,1.0633377,1.133057,1.0680159,1.1465828,1.1491114,0.92210525,1.07591,1.136158,0.87647223,0.9902686,1.0306884,1.0547643,0.93947256,1.0661912,0.85852224
drawer,1.0459803,0.97872436,1.0132582,1.1448896,1.1526909,1.156898,1.2624402,0.7236471,0.83670735,1.089996,0.58732605,0.8271781,1.1325709,1.1293844,1.1945927,0.9690219,0.95484245,0.99217445,0.7477177,0.6119367,0.7601733,1.0836353,0.86814964,1.0535264,0.68451375,0.8505079,1.0671983,1.0006578,0.6736281,0.99552566,0.9035609,1.0436933,1.1058552,0.9914322,0.8894588,0.88546413,0.9136501,1.013391,1.2683699,1.1441162,0.7084726,0.0,1.1032202,1.0982058,1.122329,0.92563367,0.993065,1.0763321,1.0196749,0.8189118,1.0957386,1.1282445,0.965982,1.1156511,0.9447085,1.1005319,1.1260111,1.080182,1.0536855,1.0463858,0.95639575,1.1941049,1.0967612,1.2276137,0.85023826,0.6115113,0.8411509,1.0443494,1.2708514,1.0896765,0.93552804,0.97461957,1.0117071,1.026718,0.7244719,1.1044314,1.1339515,1.046821,1.0055281,0.82892954,0.8369229,1.022449,0.7529547,1.0629207,1.0150665,0.87515837,1.0791563,1.0108505,1.0409008,0.95061594,0.9270717,1.0342269,1.1386335,0.9690996,1.1474955,1.0602465,1.0037056,1.0591735,0.66375905,1.0191973,0.88666606,1.0252147,0.9823688,1.082254,0.9383684,1.045012,1.0160087,1.187714,1.1555632,1.1382636,1.0456291,0.9265266,0.9257751,0.8997151,1.1193267,0.90659314,1.04579,1.0367115,0.9179335,0.863106
dress,0.85463464,1.1045457,1.2932706,0.8349744,1.1201813,1.1331289,0.9601646,1.1238859,0.9084533,0.92136055,1.1086206,0.82553875,0.6426953,0.8071422,0.6792826,1.0312777,1.191154,1.2769499,1.2792581,1.0648015,1.0842216,0.9381484,1.2130244,1.0599071,1.0877705,1.1702819,1.0686846,1.0690386,0.88643557,1.2777971,0.7298585,1.1624423,0.8085064,0.9303903,1.0988587,1.297621,0.89867187,1.3326625,0.69480467,0.7822823,1.0970553,1.1032202,0.0,1.1833712,0.7926005,1.0512065,1.1906083,1.1004492,1.060443,1.11473,1.1068723,1.0255599,1.1729131,0.54485095,0.9581087,1.1116488,0.5838083,0.7873541,1.0099453,1.0727211,0.9993358,0.59262705,1.023995,0.6086819,1.187425,1.1410955,1.3409989,1.13882,0.55606973,1.2137276,1.2637453,1.0614092,0.9848699,1.2872248,0.8939356,0.9141699,0.4331087,0.5569809,0.85163885,1.2972207,1.3200183,1.0289237,0.9143651,0.8414977,1.0518181,1.3376838,1.0697933,1.1176616,0.7803633,1.2602818,0.98587173,1.0352881,0.8197558,1.2444634,0.60779834,0.8313158,0.87531346,1.1921563,1.3137784,1.0322659,1.2269928,0.8835393,1.3043039,0.95563173,1.0307798,1.2851747,0.9940448,0.78903115,0.56753856,0.84877956,1.2244473,1.0718375,0.85225254,1.2291025,1.1698653,1.0222116,1.0100559,0.95942,1.1106608,1.0392702
egg,1.1276255,1.0794193,0.9024312,1.0374926,0.44322276,0.47489518,0.7550217,1.0210057,1.1867595,1.2194571,1.0264935,1.2017368,0.9598639,1.1275874,1.317586,1.1544907,1.0130203,0.97644097,0.9013122,1.1171062,0.77807546,1.0122352,0.86797297,1.0542475,1.2456044,1.116678,1.0595529,1.2053288,1.2903066,0.7205162,1.2180427,0.5271282,1.1884732,1.2444775,0.84504366,1.077034,1.2263621,0.71557677,1.2976002,0.9403852,1.0025625,1.0982058,1.1833712,0.0,0.973907,0.8120291,0.9938363,1.0022614,1.1040831,0.91954476,1.022292,0.6202079,1.0386729,1.0852442,1.2113488,0.6537026,1.0577084,0.8353295,0.9699031,1.0933752,1.0743484,1.122579,0.93986297,1.1576554,1.0696981,1.1985414,0.93505484,0.93993735,1.0881168,0.98907125,0.75041014,0.9415812,0.9240896,1.0547518,1.0940627,1.1932231,1.1462367,1.2143912,1.072276,1.1088834,1.078943,0.9527156,1.2374468,0.9784503,1.0829554,0.65152484,1.1097726,0.62517333,1.1026727,1.0832479,1.0339669,1.0017126,1.1975089,1.0369475,1.1270223,1.1608154,1.0191007,0.82556754,1.021738,1.0919316,0.96639603,1.1854224,1.0436624,1.1579459,0.5842984,0.6853226,1.004233,1.0887201,1.1163099,1.0220621,0.67020214,0.9338011,0.975377,1.0025334,0.966673,0.9453923,1.0202614,1.1616199,1.0195312,1.143608
face,0.84969336,1.1174012,1.0815388,0.79242086,1.0399944,0.9654962,0.939107,1.239333,0.8791975,0.8530657,1.1679454,0.88293,0.7153473,0.8861762,0.8900756,0.91169727,1.1505654,1.2168955,1.2958591,1.1278199,1.0751036,1.0100831,1.195964,1.144565,1.2401748,1.1973029,0.98415744,1.03345,1.1750773,1.1131724,0.7599242,1.0522437,0.95774573,0.87172157,1.0424143,1.2423289,0.9326716,1.1915712,0.7486956,1.0597409,1.0773275,1.122329,0.7926005,0.973907,0.0,0.90058434,1.1505417,1.1283953,1.1837668,1.100903,1.14252,0.8173332,1.0070504,0.95010877,0.9261876,1.111901,0.4545697,0.7553669,1.124785,1.0956602,0.92972356,0.8421605,0.9622306,0.8731908,1.1565847,1.2512915,1.2208967,1.0373007,0.8387552,1.1629407,1.0289627,1.0337609,1.1181047,1.0658675,0.84914994,0.9932158,0.8610964,0.9223501,0.81898665,1.2091893,1.2475533,1.079548,1.1703169,0.8524296,1.0891337,1.20967,1.0372498,1.0830117,0.98985696,1.2652869,0.9473466,1.1366137,1.0451311,1.2548211,0.5839399,1.0572145,1.0667934,1.1024302,1.225833,1.0090904,1.1636386,0.8783511,1.1390119,1.2181019,0.99605125,1.1785977,1.064231,0.9633688,0.5643307,0.7837994,1.1116375,1.0153208,0.8937031,1.2564425,1.1691506,0.92136955,0.86703205,0.91722023,1.032779,1.0658281
finger,1.269633,0.80605614,0.6012667,1.0223581,1.0390167,1.0049832,0.9640905,1.0842817,1.3026918,1.2856116,0.58892924,1.277359,0.9603328,0.90289956,1.1871762,1.2970972,1.0887259,1.0184608,0.89552,1.0407194,0.5120244,1.2149897,1.086988,0.976311,0.9461277,1.0446421,1.0551924,1.0081534,1.1613793,1.1523609,1.1348767,1.137357,1.0577391,1.16379,0.69910586,0.60149676,1.436391,1.0178,1.2533915,1.1010791,1.0632885,0.92563367,1.0512065,0.8120291,0.90058434,0.0,0.8449046,1.0381591,0.8896863,0.3529005,1.0679862,1.183582,0.42147362,0.93314695,1.1124774,0.7689462,0.77306426,0.4591542,0.59357363,0.9251574,1.2800808,1.1488719,1.0594457,1.1073779,0.93326414,1.0904008,0.9382461,1.2867078,1.0456009,1.2437297,0.3503374,1.1568632,0.7282784,1.0273958,1.1862856,1.2351656,0.9375806,0.957289,1.2512095,0.5848601,0.8091775,1.1185782,0.7293199,1.0911291,1.158777,0.995277,1.0183563,0.76650286,1.2464681,1.056539,1.27089,1.1718204,1.2874172,0.9263428,1.0671849,0.88595337,0.559636,1.287519,1.0956558,1.1534175,0.36110806,1.3277206,0.9503667,0.85690963,0.58481264,0.9191319,1.1636505,1.2741773,1.0673605,1.2985,1.1600627,0.13082439,0.74755764,0.76543194,0.9677179,1.3335857,1.1711696,1.2576562,0.26538765,1.0849724
fish,0.96535975,0.76262873,0.70452744,1.2317861,1.1069882,1.1317286,0.9200776,1.0499077,1.2707274,1.3170538,0.92659736,1.3067712,1.2019255,0.99818105,1.1875372,1.2769132,0.93257445,0.82132524,0.8183777,1.0539899,0.5694567,1.1484623,1.027932,0.53473157,0.9335638,0.824319,1.059279,0.99260944,1.2357364,0.94048816,1.29575,1.0306587,1.1831418,1.3529586,0.46026695,0.68242383,1.3054385,0.83495265,1.0393803,0.9293491,0.99260116,0.993065,1.1906083,0.9938363,1.1505417,0.8449046,0.0,0.7399945,0.9924391,0.8038826,0.40108925,1.2341022,0.82028043,1.1559988,1.1345215,0.9322853,1.115406,1.1586374,0.7700299,0.8411118,1.2828269,1.2509329,1.0521833,1.2775159,0.81255734,0.97478956,0.73121417,1.1626896,1.0464711,0.7601342,0.74040115,1.0758755,0.9362223,0.90943825,1.2926152,0.8253171,1.2187554,1.1512297,1.2529263,0.73637915,0.7736356,0.83184135,0.9578651,1.0030868,0.84995574,0.9072255,0.921071,0.9140269,1.2506372,0.7784913,1.2198765,0.78170836,1.0656908,0.79164594,1.3148826,0.79689443,1.007638,0.8972004,0.996647,1.1863558,0.657366,1.1178422,0.810864,0.9117562,0.84191275,0.82330835,1.0682386,1.1438131,1.3426982,1.299839,1.0700333,0.7756351,1.1363575,0.7001989,0.7591815,1.2102422,1.0991234,1.2297901,0.8645467,1.1234456
flower,1.0526991,0.9721199,0.83400714,1.1855885,1.0095543,1.0106392,0.89531946,0.96444577,1.1045407,1.1828964,1.190419,1.2197124,1.2536376,0.98276424,1.264756,1.1976057,0.92602646,0.8235865,0.8532275,1.0415624,1.0370142,0.87387556,0.9058889,0.821358,1.0109252,0.8423226,1.0316606,1.0839814,1.0301785,0.9596437,1.0591819,0.9437313,1.0743731,1.2032537,0.92982334,0.97056884,1.0254817,0.77686155,1.0396525,0.8723313,0.90775186,1.0763321,1.1004492,1.0022614,1.1283953,1.0381591,0.7399945,0.0,0.9805809,1.1427252,0.73769194,0.99259883,1.0440779,1.1896994,1.0867093,0.8827585,1.0392971,1.1348039,1.0294735,1.0011452,1.092856,1.2461134,1.0021733,1.2615423,1.0465691,0.9139135,0.9103183,1.0130426,1.0280255,0.7391948,1.00385,1.0175217,1.0977379,0.92423433,0.997912,0.9579728,1.2432506,1.1005192,1.164362,0.98156524,0.9298993,0.8313895,1.1825393,1.0305717,0.12192273,1.0380429,1.0187963,0.91812104,1.0567343,0.826621,0.8429195,0.809213,1.0164409,1.0145164,1.2162143,1.062614,1.0909215,0.9661959,0.88904774,1.1844604,1.0189191,1.1031086,0.92143816,1.0889173,0.96945906,0.9464895,1.1238209,1.0027769,1.2228734,1.193668,1.0248877,1.0601363,1.1924623,0.9176391,0.8213695,1.1247469,0.7837696,0.8827802,1.1050647,0.97546816
foot,1.0978006,0.8015719,1.0243148,1.1401021,1.0120282,1.0779545,1.1505088,0.91510135,1.0992657,1.19139,0.9033582,1.1332421,1.0631036,0.96160144,0.99959517,1.2049469,1.034542,1.0417364,1.0205063,0.94238234,0.9478566,1.0880293,0.9956114,0.88296187,0.93929935,1.0110205,0.7287577,1.0242652,0.96378046,1.0188819,1.069078,1.0496756,1.0644282,1.121298,0.93074095,0.9767833,1.1325622,1.0630046,1.0832608,1.038554,1.0006436,1.0196749,1.060443,1.1040831,1.1837668,0.8896863,0.9924391,0.9805809,0.0,0.8253937,1.0016383,1.117954,0.9601633,0.817286,1.0933509,0.97199315,1.0329527,0.91505957,0.887081,0.95981014,1.0962416,1.0064782,0.9545654,0.92022854,1.0747378,0.9381203,1.0017395,1.0548862,0.9780328,1.041889,0.980909,1.0256083,0.9106704,1.0514082,1.026689,1.0366101,0.93056035,0.9317318,1.2423004,0.9140942,0.9545502,0.9629468,0.85158074,1.1691694,1.0042965,1.0515667,1.0603163,1.0442141,0.98078465,1.0223395,1.0574968,0.9528041,0.9637507,0.96740454,1.1449122,0.73924303,0.7924437,1.0175499,1.021017,1.0953292,0.80269575,1.1389922,1.0448098,0.5913311,0.9893736,0.8835319,1.0119926,1.1166646,1.122471,1.2496027,1.0251665,0.856743,0.9251931,0.8572949,1.054192,1.1389824,1.1845571,1.0493758,0.862136,0.93730426
fork,1.224073,0.77714795,0.7142416,1.0625148,1.113135,1.0681465,1.0273856,1.0195957,1.2774639,1.3809165,0.5245181,1.2873304,1.1461519,0.94877446,1.2573733,1.2946522,0.94870883,0.9542337,0.8061749,0.89635223,0.45860606,1.1880282,1.0329852,0.87798226,0.8817966,0.9961366,0.9649455,0.98267996,1.1031212,1.0360336,1.2880806,1.1213377,1.0233867,1.3254428,0.66087705,0.48829246,1.3568196,0.99374974,1.3269234,1.064307,1.029012,0.8189118,1.11473,0.91954476,1.100903,0.3529005,0.8038826,1.1427252,0.8253937,0.0,1.0262922,1.1332704,0.58513165,1.1053339,1.2097328,0.8193443,0.9364796,0.654758,0.7711245,0.95786524,1.200863,1.1604165,1.0384043,1.2054883,0.5899402,0.96422815,0.7472682,1.1851331,1.2654806,1.12486,0.4918543,1.0225687,0.7681662,0.98144644,1.2233614,1.1557285,1.0928845,1.1278998,1.1883076,0.4283421,0.5425079,1.0785288,0.75173306,1.1457748,1.2319791,0.81345856,1.0580549,0.8512605,1.3060718,0.9778346,1.2779882,1.1146412,1.277245,0.72653157,1.2129393,1.0852895,0.66563195,0.97516423,0.90052414,1.1794449,0.44897795,1.3111331,0.8463487,0.92598444,0.8467901,0.58151823,1.1000173,1.206008,1.2145308,1.2637153,1.0804051,0.40016466,0.6955625,0.6071985,0.9636605,1.2148445,1.2684627,1.2427503,0.47182065,1.1544718
frog,0.9240824,0.934562,0.8909844,1.2803407,0.99655986,1.0390115,0.9432088,1.0381522,1.3239015,1.1797506,1.1088183,1.3280199,1.0631723,1.0030332,1.1673129,1.2677399,0.7288406,0.8720547,0.9874732,1.0092151,1.0600802,0.98135066,1.0524247,0.18302906,1.0568678,0.95147175,1.0057245,1.0501901,1.2057503,0.91887605,1.2593396,0.9249363,1.0078741,1.3177798,0.9860961,0.8197887,1.1694616,0.8615975,0.8943704,0.76665163,1.0404574,1.0957386,1.1068723,1.022292,1.14252,1.0679862,0.40108925,0.73769194,1.0016383,1.0262922,0.0,1.020603,1.0625849,1.1230997,1.1549317,0.80872136,1.2097882,1.1830046,0.848367,0.79675484,1.1053826,1.0854402,0.9554574,1.2068944,0.98228806,1.0177361,0.85288066,1.0658993,0.9121666,0.67741334,0.96819174,1.1521361,1.0373302,1.0265591,1.3382201,0.76708484,1.1597489,1.2234999,1.0541196,0.9200899,0.91014326,0.8744018,1.1744642,0.97803247,0.8529354,0.9772555,0.7666303,0.88189065,1.112172,0.8147011,1.1103336,0.83934516,1.0813569,0.7618816,1.2198846,0.9447423,1.2514068,0.92889893,1.0994694,1.2446349,0.88834274,1.106142,0.9632119,0.91931355,1.0810463,0.8753995,0.96328884,0.94786686,1.2888919,1.1755246,0.91349995,1.0600128,1.0629067,0.9745291,0.5437548,1.1765219,1.0692643,1.0701119,1.0504957,1.117253
glass,0.8601459,1.2667476,1.2645268,0.8296261,0.72369933,0.7673917,0.73089033,1.0778288,0.87068915,0.95591724,1.2517661,0.9067743,0.91185474,1.0110393,1.0633242,0.89694214,1.0413201,1.221035,1.1351943,1.0765018,1.1515151,0.789456,0.98336786,1.0744598,1.3659532,1.2047577,0.8962852,1.1664591,1.1443574,0.8788078,1.0015093,0.7609497,0.8699137,1.0077546,1.126265,1.372362,0.87147534,0.9598227,0.9668501,0.8663383,1.0464097,1.1282445,1.0255599,0.6202079,0.8173332,1.183582,1.2341022,0.99259883,1.117954,1.1332704,1.020603,0.0,1.3272728,0.99090207,1.1025515,0.7814628,0.9571392,0.821835,1.2909725,1.2375559,0.81713367,0.8827147,1.0176572,0.9665048,1.1607496,1.2338176,1.1796905,0.8598604,0.92513716,0.9960448,1.2580729,0.7425965,1.0596111,1.2071677,0.809051,1.093394,1.0291536,1.1073521,0.7562052,1.3694178,1.2624772,1.0177673,1.3078787,0.8458662,0.9554413,0.78748506,1.1199187,0.92679065,0.946161,1.3026412,0.83680964,1.0298034,0.95396024,1.1479585,0.89333874,1.2477077,1.2587065,0.71859837,1.0668218,1.0982462,1.4178352,0.92239,1.2376771,1.2583927,0.99112046,0.75804615,0.93141407,0.92487025,0.933269,0.6746708,0.78011847,1.3772953,0.82877064,1.2427732,1.1294543,0.62489545,0.9289715,0.87854,1.3011068,1.0813864
glasses,1.4565554,0.5800317,0.2627958,1.2216594,1.0895772,1.0737576,1.139185,1.0622295,1.2690842,1.3019822,0.5786481,1.4113902,1.2475406,0.88934004,1.188536,1.2556608,1.1368247,0.651348,0.61665416,1.0822457,0.70073354,1.3471664,0.9786748,1.0003101,0.67727643,0.7581969,1.1772423,0.7663046,1.2113448,0.97376597,1.2075357,1.1029776,1.074209,1.2425622,0.82933235,0.33160543,1.4281892,0.7366713,1.2425324,1.2061532,1.0338317,0.965982,1.1729131,1.0386729,1.0070504,0.42147362,0.82028043,1.0440779,0.9601633,0.58513165,1.0625849,1.3272728,0.0,1.1701143,1.0973642,1.0293661,0.8242941,1.0042962,0.40555787,0.988558,1.2944193,1.2501891,1.1179438,1.2986037,0.8274327,0.98294663,0.5963017,1.2241497,1.2549437,1.0273373,0.25981587,1.2257727,0.76892686,0.44642675,1.3237867,1.0610262,1.1800331,1.127044,1.4255638,0.35829353,0.58775723,1.0961627,0.82441634,1.3537574,1.1266711,0.8838759,1.0905887,0.8454208,1.3982706,0.63001764,1.2802368,1.1452144,1.2638988,0.7979144,1.1854634,0.9958036,0.5878904,1.2777967,0.81821895,1.1118731,0.288862,1.2040131,0.39164644,0.9374715,0.7966877,1.0356262,1.1706189,1.2941115,1.2845087,1.3579376,1.168787,0.2612903,1.1376234,0.72010046,0.8088137,1.3978153,1.1586916,1.2511636,0.19129032,1.0884501
glove,0.71647555,1.1720756,1.3596108,0.62207437,1.0018286,1.0962483,0.81840354,1.0647907,0.89485544,0.8712977,1.0343281,0.7358199,0.3965063,0.9850136,0.4391508,1.0398393,1.2412015,1.4651482,1.4086428,1.116963,0.98733544,0.99277055,1.281458,1.1331468,1.244643,1.222357,0.8938645,1.148701,0.96974987,1.4486486,0.72791994,1.2043484,0.9249749,0.78194076,1.0836759,1.3787745,1.0168691,1.4883444,0.76509476,0.91758394,1.2135633,1.1156511,0.54485095,1.0852442,0.95010877,0.93314695,1.1559988,1.1896994,0.817286,1.1053339,1.1230997,0.99090207,1.1701143,0.0,0.9868874,0.99706876,0.92182577,0.577669,0.7891908,1.0564814,1.0593226,0.3140536,1.1135714,0.21696049,1.2828436,1.2734127,1.5124005,1.2183264,0.26860988,1.3613474,1.2510726,0.8477732,0.8859439,1.3933947,0.8728081,1.1502091,0.069072604,0.5013987,0.8614117,1.3964627,1.4337271,1.1145359,0.61563146,0.7588566,1.1674674,1.4120567,1.0286387,1.0788699,0.6110232,1.4566875,1.0000701,1.13596,0.64200133,1.2759776,0.5465147,0.4274131,0.90543497,1.213693,1.5087904,1.0383931,1.1913216,0.9981869,1.4126511,0.5913669,1.0325437,1.2559874,0.9209244,1.0039455,0.44247413,0.8630672,1.2490389,0.96428853,0.61020637,1.1493546,1.3402882,1.1186372,0.89828265,1.0130957,0.99996287,0.9739624
grass,0.8275733,1.1800504,1.083399,0.8423497,1.1833947,1.1569788,1.041287,1.198423,0.6293929,0.6263608,1.110857,0.6343673,1.0074983,0.9224684,0.73686147,0.59264314,1.1614791,1.2629496,1.1285377,1.1215808,1.1482576,0.90995187,1.273674,1.1004678,1.0828929,0.9151723,1.06212,0.7340608,0.96742064,1.1470228,0.9131677,1.1550891,0.9775147,0.6386393,1.2089567,1.179056,0.81945187,1.2650338,0.738706,1.1821847,1.0599684,0.9447085,0.9581087,1.2113488,0.9261876,1.1124774,1.1345215,1.0867093,1.0933509,1.2097328,1.1549317,1.1025515,1.0973642,0.9868874,0.0,1.2663574,1.0222245,1.0528779,1.130656,1.0592605,0.7428332,0.9414706,1.0611385,0.83074665,1.2118698,1.0290726,1.032945,1.1200567,1.0026529,1.1203549,1.1545542,1.0135732,1.1053972,1.0281514,0.9013934,0.9772901,0.93995744,0.85724056,0.9257534,1.1590042,1.1947793,1.0504324,0.9676235,0.9764028,1.0565888,1.2150388,1.0083591,1.0865908,1.0758859,1.1219525,1.0762215,1.0203198,0.8451892,1.2385443,0.88671976,1.0082252,1.024602,1.11556,1.0739901,0.7373246,1.1511933,0.61133254,1.0400959,1.1015675,1.0589862,1.2577788,0.8640353,1.0002747,0.86950934,0.7644818,1.1732757,1.0934057,1.0897126,1.1876192,1.2651715,0.8869313,0.8307519,0.92809004,1.1303617,0.8493766
gum,1.0777806,1.0266625,0.84676695,1.1510407,0.829779,0.882098,0.7609966,0.85010517,1.2846293,1.2949101,0.9656319,1.2750572,0.944836,1.015863,1.2796041,1.2527376,0.7480378,0.8433383,0.99563026,0.94088095,0.9243368,0.98681235,0.7960642,0.8580894,1.1374933,1.1301271,0.9867581,1.2219814,1.2124162,0.929981,1.2337635,0.85753536,0.8645135,1.3291078,0.87243414,0.85026544,1.229286,0.7358105,1.1799042,0.92899114,1.0189118,1.1005319,1.1116488,0.6537026,1.111901,0.7689462,0.9322853,0.8827585,0.97199315,0.8193443,0.80872136,0.7814628,1.0293661,0.99706876,1.2663574,0.0,1.153773,0.77683496,0.97284025,1.0187187,1.1522119,1.0783921,0.7547236,1.078335,0.9912783,1.1032373,1.0958488,0.8667613,0.8684159,1.0029119,0.8058646,0.99737895,1.0053214,1.1027336,1.2299252,1.0880504,1.0616541,1.2088652,0.88374126,1.001761,1.0139058,1.0767156,1.1228633,0.7894282,0.9831184,0.73333955,1.0062387,0.74223006,0.99703664,1.0442927,1.0449617,1.1085804,1.2067416,0.80757725,1.1955557,1.063431,1.0573086,0.8504474,1.1406667,1.2020833,0.9255849,1.2216564,1.089708,0.9137197,0.8727764,0.69127476,1.0061022,1.1008192,1.171507,1.0604962,0.7178987,0.917953,0.670207,0.94671357,0.7908728,1.1293889,1.0896397,1.0589111,0.94021636,1.1998161
hair,0.9030367,0.9035084,1.0687762,0.87243897,1.1209247,1.0653656,1.0774167,1.2909396,0.91731596,1.021041,1.1233497,0.95123833,0.8152919,0.75005305,0.92133826,1.0532818,1.2292786,1.2101582,1.3124765,1.1536739,0.9683542,1.0438193,1.2236611,1.1291323,1.1803882,1.1490893,0.9191955,1.0128947,1.1115872,1.1064636,0.7992023,1.1288843,0.9416393,0.9807651,0.9627709,1.2157936,1.030377,1.2592285,0.7548889,0.9858908,1.0190437,1.1260111,0.5838083,1.0577084,0.4545697,0.77306426,1.115406,1.0392971,1.0329527,0.9364796,1.2097882,0.9571392,0.8242941,0.92182577,1.0222245,1.153773,0.0,0.6633397,1.022475,0.93323535,1.0104592,0.91277677,1.0316746,0.9127278,1.2041126,1.193316,1.2040718,1.0995038,0.8960873,1.1805844,1.0064982,1.08476,0.87472224,1.092657,0.9071593,0.91698223,0.84565294,0.7604477,0.9509391,1.114217,1.1922369,1.0095189,1.0396926,0.8970393,0.9945849,1.2751565,0.9437134,1.0878218,1.0158125,1.2294308,0.9569309,1.0405129,1.0500758,1.3102486,0.6614226,1.1141741,0.7728392,1.2211313,1.2014824,1.0245999,1.0892622,0.9974728,1.1234547,1.1534591,0.90861183,1.1938138,1.0518392,0.98966646,0.65992796,0.97565925,1.2255352,0.8812053,0.8877898,1.1709653,1.2339492,1.0283726,0.9754526,1.0085522,0.82869446,0.9911016
