,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
book,0.98993427,1.2349901,1.1682103,1.265327,0.979406,1.0037835,1.0123649,0.71230507,0.94507873,0.9806461,1.0061233,0.82887125,1.1700618,1.0530938,0.95331925,1.0269988,0.0,0.7354752,0.8305112,0.30584347,1.0253512,1.058733,0.65009123,0.99739796,1.0149069,0.9052794,1.0956035,1.3200613,0.8966615,0.9462858,1.0768095,1.1236472,1.0276544,0.99383855,1.0547229,1.0390931,1.0683706,1.1065875,0.8423995,0.88381284,0.7555312,1.2336854,0.7007079,1.1251624,0.834167,1.001973,0.882271,1.0551302,1.2237854,1.1450348,1.084771,1.1704903,1.0290005,1.1478231,0.9339043,1.1404805,0.8875225,0.884747,1.1740267,0.9203911,1.1548074,1.0592802,0.6482407,1.2255183,0.8446203,1.0855196,1.1032342,0.9986729,1.0087659,1.094955,0.8166918,1.2944415,0.9410154,0.88816965,1.159521,0.9955684,0.879363,0.7256212,1.0906589,1.0654331,1.1000063,1.1265407,0.7183627,1.1694436,1.1762763,0.9794964,0.8651447,1.1899675,1.105578,1.2978928,0.59441334,0.91318494,0.82398045,1.0481286,1.0221931,0.88059795,1.09343,1.011056,0.74667907,0.98927546,1.1611836,1.1693623,0.8689984,0.91740024,0.7298384,1.0751475,1.0051496,1.0064305,1.1203241,0.6405755,1.2099872,1.0117337,1.0852019,0.86740947,0.9504364,0.8103256,0.97926795,1.0942137,0.9235476,0.86916184,1.1147101,0.9374995,0.94141984,1.1820196,0.88737756,1.2014658,0.8987535,0.8354521,0.9444573,1.1963836,0.95673025,0.8164022,0.8200111,0.5488409,0.70855117,0.9580004,1.2197753,1.0129858
bottle,0.9491171,1.0699279,0.6228883,1.3749572,0.66961133,1.0517037,0.8294161,0.62135816,1.3050123,1.3942206,0.64061654,1.3035097,1.5230064,0.83570504,1.3913527,1.2819084,0.7354752,0.0,0.46338928,0.8382343,0.8120227,0.8450825,0.2708854,0.7458409,0.43274057,0.78062415,1.2088156,1.2692276,1.1696103,0.7429036,1.2613922,1.23785,1.0385772,1.348661,0.90095043,0.89896715,1.3986702,0.9401527,0.5036204,1.298209,0.0858649,1.0645583,1.0547842,1.3043423,0.98623484,1.038163,1.1992741,1.2380221,0.84000564,1.3002577,1.1979015,1.1918697,1.1538224,1.1043043,0.47004414,1.0237124,0.5990136,0.91331446,1.2132895,1.0464237,0.5876223,1.3877068,0.5667982,1.3080325,0.7443785,1.3931177,0.6855315,1.1264741,1.2719404,1.3060777,0.7849086,1.4193549,0.60529673,1.1522108,0.87491304,0.9613785,0.8394135,0.568272,1.4709469,1.1936883,0.8624852,0.5825429,0.86085635,0.9364283,1.2613997,0.9697501,0.961171,1.2969291,1.4058908,1.4459375,1.1469848,0.5726578,0.7969837,0.77564067,1.1508613,0.83920753,1.2300619,0.9319367,0.6043689,1.10897,0.6156275,1.2508105,0.8779556,0.7164332,1.0463526,1.0536615,1.1199342,0.7514744,1.1877614,0.90195286,1.4174662,1.1672406,1.2595747,0.86369073,1.2252882,0.6278239,1.3402429,0.6487163,0.36593473,1.0112853,1.0833504,0.6363763,0.662667,0.59145546,0.98745424,1.4063947,1.236039,0.69584084,0.87121284,0.88528025,0.74985504,0.98144,0.69182825,0.5432085,0.92819506,0.78109807,0.68977183,1.0136281
bowl,1.004135,1.1957564,0.73022527,1.3699573,0.69740885,1.0254213,0.7769176,0.5352993,1.0393282,1.3674955,0.7802802,1.1696765,1.5418459,0.9062592,1.3564361,1.182674,0.8305112,0.46338928,0.0,0.89932936,0.6329137,0.9864711,0.60052514,0.82946116,0.6703829,0.7740135,1.1065733,1.3150237,1.1754198,0.6396051,1.3602502,1.2727957,0.7754078,1.3510278,0.69130313,0.82111883,1.4009829,0.96240264,0.6254316,1.3105162,0.34436095,1.0292985,0.6861695,1.3409495,1.104794,1.2023075,1.1187624,1.3815298,0.8776676,1.3997731,1.3001627,1.1781772,1.1958698,1.1436422,0.67147434,1.1463275,0.6191532,0.9387443,1.2670077,0.9859975,0.7860477,1.3144752,0.6252164,1.4371054,0.4498633,1.319013,0.77365506,1.1400328,1.2068679,1.3842894,0.8148372,1.4922574,0.6106801,1.241962,0.66864324,0.7370542,0.6144,0.86187905,1.3501141,1.1569816,0.731084,0.79744315,0.7149317,1.079839,1.2423564,0.8131874,0.80015534,1.3366879,1.4624572,1.5125029,1.0183657,0.6511404,0.73922527,0.6837929,1.1227561,0.7738573,1.0224711,1.0210311,0.14980352,1.1203456,0.7159647,1.235581,0.92131263,0.7311863,1.1578956,0.99519557,1.1284597,0.6135447,1.335893,0.6956811,1.5097387,1.0604752,1.2337584,0.8261157,1.2628076,0.51820993,1.306068,0.739473,0.6006947,1.1136963,0.7520374,0.46018666,0.69113165,0.7459393,1.1175408,1.4678234,1.1197553,0.5823841,0.7494873,0.99890554,0.84265673,0.95994,0.74901116,0.7103648,0.86109924,1.0157796,0.87935203,1.0438532
box,1.1658738,1.2540066,1.2922624,1.1089149,1.1408656,0.941975,1.1162533,0.69146574,0.755064,0.83740443,1.1678165,0.7046491,1.076627,1.1665473,0.8978313,0.9324998,0.30584347,0.8382343,0.89932936,0.0,1.0947019,0.9918523,0.614768,1.1547767,1.0474457,1.0208576,1.1329303,1.2540019,0.7846519,0.99203366,0.8727699,1.0516847,1.06932,0.8851154,1.1265025,1.0955917,0.92021024,1.1963781,0.9973874,0.7082106,0.8692913,1.2023615,0.70027196,1.0724267,0.96345085,0.898882,0.85580146,0.9843659,1.3244369,1.0145842,1.017559,1.2269238,0.9394233,1.2343065,1.0827029,1.2440941,1.0346495,1.089228,1.1271745,0.84502184,1.2963796,1.0794281,0.8929723,1.1169081,0.89067394,1.0678818,1.2585247,1.0366926,0.9589299,0.94504285,0.65261513,1.1270952,1.0535005,0.74128664,1.0703511,1.0211984,0.9343258,0.6109692,1.0132987,1.005707,1.1700461,1.289439,0.77414125,1.2409945,1.105108,0.99821734,0.75215286,1.182539,1.0410273,1.1351826,0.64785594,1.0104737,0.8555455,1.2103095,1.0663159,1.0688833,1.1259761,1.0135434,0.8597406,1.0309762,1.3000772,1.1113478,0.9353007,0.89914364,0.6582744,1.0666403,1.0454503,1.0946963,1.0942194,0.7555895,1.0775865,1.0628275,1.0331109,0.8304546,0.7531639,0.8458149,0.7757648,1.2883074,0.9893244,0.9718504,1.0602235,1.0307095,1.0200204,1.3109119,0.9953755,1.073202,0.734588,0.9862636,0.96284115,1.3065515,1.070259,0.83188117,0.9649219,0.74600255,0.56738126,0.9757137,1.3162297,0.9076836
bread,0.97104216,0.9205028,0.78028274,1.1317346,0.87294567,1.199915,0.7815491,0.53856844,1.2518334,1.4266007,0.8970821,1.1912602,1.2733374,0.93807536,1.1945136,1.2061697,1.0253512,0.8120227,0.6329137,1.0947019,0.0,1.0486857,0.889322,0.89543736,0.8108334,0.97282934,1.0644022,1.2190236,1.241869,0.90150166,1.3727248,1.1819824,1.0342835,1.2435187,0.3087421,0.12180066,1.3753124,0.61060363,0.80715096,1.4022472,0.7973311,0.8138114,0.9765529,1.2656951,1.0806565,1.2193775,1.0033022,1.2585654,0.7676162,1.3217388,1.2231737,0.9461052,1.3084368,1.1487268,0.78956306,0.94941366,0.45494628,0.9775485,1.2578703,1.1696959,0.82215846,1.2467413,0.75661635,1.260557,0.5110451,1.1783985,0.7683356,1.139053,1.1361957,1.3740048,0.9984597,1.3935769,0.7911735,1.1578897,1.114234,0.4707721,0.77677757,0.98061186,1.257025,1.2180405,0.4527642,0.9237217,0.9149933,0.9962335,1.057451,0.9634125,1.1109793,1.1126189,1.3045838,1.347748,1.1477798,0.822007,0.8345384,0.744008,1.1155308,0.77695656,0.67901707,1.1375694,0.52747273,1.1282864,0.71174365,1.0837239,0.78075266,1.0370896,1.3100728,1.00726,1.134158,0.5854038,1.080954,0.91714084,1.4001224,0.86739165,1.1594605,0.99139196,1.3552334,0.9150332,1.298049,0.722373,0.87279487,1.0005563,0.625196,0.643703,0.91831374,0.69799286,1.1002651,1.3959224,1.2692034,0.8494699,0.4585517,0.84710044,0.45430386,1.1293385,0.82793677,0.95026326,1.0943823,1.085118,0.87091684,1.2055602
broom,0.9503853,0.79043955,0.9918621,1.0437025,1.0372313,1.180723,1.0052762,0.91399837,1.2572552,1.1501431,0.85461545,0.9817697,1.1873105,0.8724363,1.1571741,1.1763284,1.058733,0.8450825,0.9864711,0.9918523,1.0486857,0.0,0.8331249,0.9075848,0.49477786,0.99665713,0.9385852,0.9471178,0.72366,0.98395735,0.8519659,1.0579871,0.9746302,1.1958869,1.0043248,1.0775576,1.1504852,0.7129538,0.67283887,1.0610548,0.8717302,0.8758263,1.1874163,1.1097177,0.98596513,0.73732036,0.83853793,1.0382323,0.92149186,1.066182,1.2609371,0.90224653,1.1627226,1.073551,0.81358045,0.9235547,0.80530155,1.0362929,1.1536194,1.2200992,0.85067385,1.2006605,1.0880877,1.146078,1.057157,1.1840181,0.8751845,1.1715348,0.9983696,1.1540027,1.0323194,0.94244796,0.6491906,0.83867764,0.8973343,1.039128,0.998288,0.9973162,1.2827971,1.1330976,1.0816398,0.9990986,1.0040118,0.81593347,1.1103336,1.1999758,0.86047524,1.1545362,1.2233069,0.8853163,1.1293577,0.6579267,0.64318925,0.91835713,1.151416,0.7983202,1.3325332,0.907801,0.91876996,1.1483442,0.9633012,1.2003098,0.6722485,0.98884827,0.97106576,1.1184313,1.1473078,0.8288019,0.9830561,0.9276191,1.2281724,0.9390219,0.9572524,0.64569736,0.99561775,0.7890153,0.9979918,0.8864321,1.0092051,0.92046875,1.2035149,0.6477397,0.7625578,0.9425251,0.846649,1.2069973,1.2948687,0.9368573,1.0245367,0.90508866,0.8850018,0.83930516,0.6976668,1.0486678,1.2041131,0.2199921,0.8790311,0.86645454
bucket,1.0752941,1.1021322,1.0311328,1.1962668,0.9000483,1.0486048,0.9788466,0.6154898,1.1047795,1.213993,0.96863455,1.1224878,1.3223298,1.0594945,1.1863999,1.1472378,0.65009123,0.2708854,0.60052514,0.614768,0.889322,0.8331249,0.0,1.0050255,0.5942332,0.81828475,1.1432004,1.2098026,0.9311085,0.7828156,1.0520256,1.0775796,0.9953258,1.2136772,1.0080699,0.91994065,1.2349923,0.9773704,0.86458576,1.081041,0.2706635,1.1004782,1.0042396,1.1958497,0.9802393,0.8966412,1.0775852,1.1541322,1.0620245,1.1360775,1.1762288,1.2068346,1.0518434,1.236484,0.7321826,1.1832478,0.8022247,1.0650586,1.1582146,0.91109335,1.0448368,1.2316417,0.83062446,1.2111549,0.7368077,1.2436261,0.95366377,1.0659276,1.1289507,1.1777829,0.64769137,1.2619772,0.95478,0.96828985,0.8489125,0.98945475,0.8493562,0.2692567,1.2899804,1.1263047,0.9412831,1.0605623,0.70895034,1.0741299,1.2099806,0.9629873,0.7510259,1.2635949,1.2797625,1.2491469,0.8863055,0.8942895,0.9535821,1.0592883,1.0884261,0.9964219,1.2087551,0.90053374,0.73610944,1.0477667,1.0331179,1.1363319,0.8400384,0.67772555,0.9142051,1.0401562,1.0564369,0.9785153,1.0830787,0.93025804,1.2532084,1.0925069,1.1989008,0.8883711,1.0318967,0.6598323,1.1508843,1.0690079,0.7579636,0.8993332,0.99474555,0.82539064,0.7358065,1.0413364,0.9036252,1.261445,1.0965129,0.8526374,0.8834629,1.1085134,0.8476598,0.9405415,0.71928596,0.7485357,0.86078334,0.804317,1.1064365,0.88031924
butterfly,0.13129085,0.87467724,0.6573902,1.2458221,0.8547318,1.1686108,0.46487093,0.9798684,1.3543327,1.4000702,0.49445325,1.3201805,1.3851852,0.095302165,1.2910969,1.1514999,0.99739796,0.7458409,0.82946116,1.1547767,0.89543736,0.9075848,1.0050255,0.0,0.62513304,0.73731685,0.9580455,0.9844052,1.2362068,0.9449995,1.2939501,1.1839383,0.9203788,1.1958945,0.7202066,0.93562585,1.4050322,0.7318356,0.46257728,1.4206188,0.69991404,0.77570766,1.187086,1.1808089,1.0928675,1.1534826,0.92644984,1.2375801,0.7514079,1.3318145,1.1160524,0.99908566,1.272258,0.4250278,0.6533956,0.7890977,0.61176324,0.15741837,1.2558444,1.3935577,0.49595433,1.3247681,0.59453225,1.2661812,1.0906419,1.3804731,0.57113683,1.0530107,1.3032591,1.130202,1.2042885,1.25894,0.47471237,1.2557715,0.9953929,0.87215185,0.90699387,1.2421157,1.4294738,1.2332261,0.97821724,0.5908072,1.0400081,0.7897103,1.2265407,1.0664517,1.1686208,1.0628846,1.338154,1.183439,1.2610477,0.51403165,0.7079748,0.44027412,0.99532163,0.62686145,1.2783136,1.0386878,0.79028904,1.0515839,0.6138267,1.2689464,1.0745169,1.0699646,1.294045,1.0465091,1.0473958,0.5672712,1.2801405,0.8975225,1.2640002,1.0373294,1.0111223,0.98379254,1.3464904,0.7071685,1.4188373,0.54857534,0.73792934,1.2440232,1.1717918,0.6484227,0.8723361,0.64431536,1.066628,1.299545,1.4302704,0.82907706,1.1290342,0.7797179,0.7554612,1.0943764,0.6484616,0.8203583,1.2522879,0.88725835,0.6661866,1.0848906
can,0.7255747,0.7550531,0.6030643,1.2001069,0.7906832,1.2083881,0.74968827,0.69342405,1.4497938,1.4615698,0.43241513,1.2132215,1.459029,0.7054516,1.4119159,1.3585634,1.0149069,0.43274057,0.6703829,1.0474457,0.8108334,0.49477786,0.5942332,0.62513304,0.0,0.8500354,0.9385739,1.0034809,0.86976516,0.7565419,1.1689395,1.2804551,0.75368345,1.3304834,0.68655086,0.9008978,1.4100909,0.5040159,0.41721618,1.366879,0.4225316,0.76362157,1.2695149,1.388062,1.1107899,0.90470254,0.82967865,1.2683034,0.66514546,1.307127,1.3194705,0.87268066,1.363283,0.9379352,0.60648483,0.7717726,0.4635204,0.81499195,1.2876859,1.3254708,0.4521911,1.3766049,0.7053568,1.300092,0.9672649,1.3695526,0.56039417,1.2450533,1.367025,1.3330559,1.0222559,1.2287898,0.47759032,1.0791879,0.8425369,0.9312668,0.9550658,0.9562832,1.5212215,1.3686248,0.89615273,0.60146093,0.978321,0.6587287,1.2116191,1.0688426,0.9412792,1.2184278,1.4560306,1.1609,1.2241611,0.48225367,0.6484347,0.5304534,1.2369462,0.53365165,1.3680464,1.0244416,0.7633073,1.2258031,0.48599112,1.2755239,0.75524235,0.89559627,1.16656,1.1006702,1.2381368,0.503226,1.1624169,1.1185968,1.428246,1.0311781,1.0823746,0.9392788,1.2981517,0.5779027,1.3977939,0.5075194,0.616827,0.88825387,1.2257481,0.5948501,0.76830566,0.52897835,0.9245474,1.4532253,1.5290799,0.8741093,1.0252988,0.68603945,0.57987136,0.99393535,0.45385027,0.8723037,1.1839863,0.48145843,0.577111,0.92170316
car,0.7081499,1.0012616,0.9402749,1.2827108,0.8894746,1.0921934,0.85320234,0.7437397,1.1824023,1.2156374,0.8221605,1.1914816,1.3235636,0.7702006,1.1648877,1.0125766,0.9052794,0.78062415,0.7740135,1.0208576,0.97282934,0.99665713,0.81828475,0.73731685,0.8500354,0.0,0.9759357,1.0336031,0.96634054,0.7942176,1.1387054,1.0434996,0.9842507,1.176218,0.9578304,1.0683187,1.3029709,0.88221604,0.8794424,1.0755345,0.70278615,0.9765873,1.0284652,1.0624399,0.899466,0.8923224,1.0538616,1.1862165,0.9046395,1.1472163,1.1412421,1.1327212,0.99224854,0.8962291,0.6057686,1.1588595,0.8505086,0.67573524,1.1367393,1.0607601,0.9172968,1.2525531,0.7757673,1.2285451,0.8758626,1.2488885,0.82650626,0.86257315,1.1863737,1.1988933,1.0039331,1.2603314,0.90456283,0.9971722,0.91516143,0.91874814,0.91509193,1.056866,1.3355932,1.0156475,0.85080385,0.94404763,0.8633965,0.9561125,1.2150857,1.0764705,0.844491,1.0854012,1.2960317,1.233675,1.1167045,0.8724332,1.0313832,0.8542701,0.96617085,0.8846123,1.1535969,0.7704114,0.77432954,0.8524258,0.8963554,1.2795136,0.9231399,0.82982993,0.98570365,1.0315644,0.8340907,0.93031174,1.1366359,0.90771717,1.270093,1.0344999,1.1865133,0.9718861,1.0527415,0.6467302,1.2535124,0.97216946,0.9308993,1.17002,1.0267293,0.8195291,0.7349116,1.016156,0.7876444,1.2588096,1.268307,0.8725879,0.96312755,1.0427042,0.91597354,1.1295413,0.77734345,0.8200644,1.0562998,0.84144425,1.0109473,0.736367
carrot,0.86283815,0.8177439,0.82511914,0.9653186,0.96629435,0.97482824,0.82170427,1.091086,1.150455,1.122827,0.9024141,0.9485861,0.95984894,0.94654477,0.99579483,1.1657882,1.0956035,1.2088156,1.1065733,1.1329303,1.0644022,0.9385852,1.1432004,0.9580455,0.9385739,0.9759357,0.0,0.8446509,0.80375123,1.1605902,0.9030636,1.0725756,0.76508987,0.9968411,0.98948216,1.1035563,0.98202926,0.6157553,0.9989525,1.118737,1.1718751,0.80839974,1.1328185,1.0435935,1.0672126,1.0778484,0.7689588,1.0764897,0.7954751,1.12641,0.9970308,0.7884604,1.1205671,0.82522994,1.1248455,0.80846405,1.0795527,0.88069224,1.1572931,1.1977341,0.8787644,0.91839147,1.0168906,0.8992653,1.1746521,0.9359894,0.85459715,1.0773506,1.0589974,0.8643848,1.1559227,0.88680947,1.0446373,0.98100716,1.0833994,1.0469854,0.97463065,1.1053287,0.98189896,1.049114,0.9757418,0.9512568,0.96357816,0.8150015,0.8586448,0.8554458,1.0112065,0.97364193,1.0545068,0.76775813,1.0839947,1.0685345,1.042426,0.80516803,0.9782076,0.7256113,1.1163058,1.0345533,1.0943197,1.0798428,0.8530098,1.2667497,0.96035737,1.0592335,1.0466644,1.0588157,1.0717514,0.95657295,1.161184,1.1422846,0.9113612,0.9734879,0.8845187,1.150441,1.0758128,0.9649562,1.0558667,0.9146913,1.0819924,0.96410125,1.0117432,1.0640581,1.112462,1.0031136,0.7949953,0.9495438,1.1965389,1.0312632,1.1155355,0.8773124,1.0926702,0.98285335,0.88167924,1.1200914,1.1325514,0.90955424,0.95984524,1.0295533
cat,0.7811965,0.97840375,1.1211091,0.79371226,1.1844956,1.1182244,1.1836492,1.2145152,0.995065,0.7724502,0.8710469,0.93908554,0.8279797,0.92037535,0.8564798,0.8255122,1.3200613,1.2692276,1.3150237,1.2540019,1.2190236,0.9471178,1.2098026,0.9844052,1.0034809,1.0336031,0.8446509,0.0,0.87771523,1.1799619,0.80609596,0.7954204,0.80640155,0.8185407,1.02343,1.2146248,0.844332,0.9412232,1.2092077,0.91609573,1.2688743,0.84090906,1.1931717,0.5553853,1.1818008,0.87208176,1.0892801,0.93545663,1.0254925,0.9068622,0.94420755,1.0053201,1.0126023,0.7408188,1.0739412,1.0699598,1.2131491,0.96109456,0.73821366,1.0275491,0.95274043,1.0766127,1.3337855,0.7979076,1.2182592,0.993003,1.031705,1.0505149,0.74698895,0.6855053,1.2559537,0.56820965,1.1307218,1.0278372,0.9377116,1.1408451,1.2091806,1.1348548,0.9735287,0.974142,0.9994198,1.0013733,1.2346383,1.0313189,1.0733025,1.2231967,1.034636,0.48785508,0.8808639,0.6119089,1.1528109,1.1780573,1.2441056,1.0585583,0.9581675,1.0551028,1.0133932,0.9439985,1.3801594,1.0443408,0.9352499,0.8883432,1.0395502,1.0127254,1.0379534,0.82341325,1.0387082,1.0125511,0.98075163,1.3653618,0.8016568,1.1037966,0.8364881,1.1868163,1.0162983,1.0974704,0.9926397,1.0845371,1.1230267,1.1227133,1.1547325,1.2748336,1.127041,1.1115401,0.9930015,0.8545712,1.0502324,1.2659276,1.1823602,1.0729392,1.1869569,1.1947349,1.0539174,1.3533609,1.1855873,0.96930456,0.9958197,0.8063198
chair,1.1479859,1.1038651,1.4010291,0.96096534,1.3898768,1.1307554,1.2785935,0.7628393,0.8623488,0.5894302,1.088716,0.41917574,0.96645343,1.1683407,0.8020421,0.91155845,0.8966615,1.1696103,1.1754198,0.7846519,1.241869,0.72366,0.9311085,1.2362068,0.86976516,0.96634054,0.80375123,0.87771523,0.0,1.1245617,0.5343823,0.93973345,0.9138841,0.80134916,1.0580046,1.2240667,0.5654983,0.93909836,1.2381364,0.4449544,1.1575453,1.1327909,1.0140761,0.9228062,0.98149586,0.55781066,0.572489,0.9000145,1.3485054,0.7985933,1.1749802,1.1620924,0.8833232,1.1517833,1.2013515,1.2171264,1.1399323,1.2341694,0.9206964,0.9587857,1.2590723,0.99434435,1.2944257,1.0478944,1.194263,1.0480666,1.2490604,1.0991968,0.82291126,0.8381416,0.90025043,0.6969588,1.2110466,0.2843231,1.020381,1.1648123,1.223275,0.89624596,0.9771841,0.8190343,1.2791802,1.3421956,1.0043269,1.1512954,1.2245528,1.1825323,0.53102964,1.1112797,0.94516695,0.6380945,0.8522277,1.2724569,1.1877987,1.1698242,1.1458114,1.0151705,1.2278113,0.8741447,1.1652019,1.0992314,1.2967966,1.1246171,0.76003206,0.85578084,0.65047556,1.0974988,1.0917575,1.0901601,0.97521734,1.135089,0.88201886,0.92836547,0.9159694,1.0154395,0.60389847,0.79874295,0.5317808,1.2950265,1.1546147,0.85896987,1.2065217,1.2187722,1.1916801,1.337939,0.6882451,0.87187994,0.829292,1.2605884,1.0530876,1.3452414,1.0780735,1.0730295,0.9906635,1.1043817,0.9815797,0.46472842,1.3605479,0.6404631
clock,1.0142246,1.1422688,0.92014945,1.1979728,0.8520021,0.9739361,0.9780722,0.82201284,1.0394776,1.1959009,0.97134143,1.1853948,1.3386537,1.0109375,1.2558548,1.11641,0.9462858,0.7429036,0.6396051,0.99203366,0.90150166,0.98395735,0.7828156,0.9449995,0.7565419,0.7942176,1.1605902,1.1799619,1.1245617,0.0,1.1081165,1.1672914,0.8218025,1.0222034,0.8974925,0.97940934,1.2638302,1.0577509,0.91299236,1.1313883,0.7132525,0.93765205,0.9415481,1.2008015,1.068202,0.8008523,1.0114764,1.223258,0.99880993,1.1484913,1.0689919,1.1558319,1.022566,1.1683955,0.7711563,1.1692948,0.76415634,0.99452174,1.1596901,0.76123095,0.9766651,1.3055406,0.7985696,1.1035173,0.6912771,1.2126055,0.9001556,1.0347631,1.1697989,1.2915239,0.8379263,1.2748067,0.84371704,1.0635228,0.50006384,0.9198637,0.8595665,0.9421061,1.3042215,0.95587265,0.8905655,0.94343156,0.8348542,1.033428,1.0840673,0.661302,0.7816436,1.1455077,1.3219457,1.3188384,1.0071267,0.816662,0.8837216,0.9417146,1.0368189,1.0593694,1.1250813,0.9456537,0.68114114,1.0192147,0.9968282,1.1434457,1.0280247,0.75455415,1.0741311,1.0459816,1.0173852,0.80186826,1.0822377,0.83606446,1.247205,0.9993043,1.2218184,0.7979393,1.1087568,0.8601701,1.1816465,0.99279296,0.85896873,1.0616416,0.88132,0.6942574,0.60342306,0.90880275,1.1075802,1.2455778,1.1225207,0.8682799,0.9169415,1.073787,0.85866797,1.0846274,0.8461765,0.93567616,0.95869744,1.0263237,0.96346194,0.8015865
closet,1.2265487,1.1446031,1.3255574,0.87730294,1.3949822,1.0851415,1.2816777,1.0802597,0.7230311,0.49110377,1.3041451,0.75128466,0.7884704,1.2624034,0.80155975,0.82638425,1.0768095,1.2613922,1.3602502,0.8727699,1.3727248,0.8519659,1.0520256,1.2939501,1.1689395,1.1387054,0.9030636,0.80609596,0.5343823,1.1081165,0.0,0.83534896,1.073798,0.78664625,1.2450036,1.3022988,0.5912968,1.1909498,1.3868761,0.4655785,1.3019022,1.0458902,0.97603995,0.8232068,1.0250901,0.3173597,0.6991562,0.84813464,1.3790596,0.53743696,0.8095951,1.1584128,0.61084694,1.1595588,1.2457037,1.1845384,1.3434174,1.274973,0.74901354,0.75579786,1.3204479,1.0284063,1.4546709,0.7252738,1.2136129,0.98753256,1.3390629,1.0958929,0.8260896,0.67481816,0.88212645,0.62992746,1.346168,0.5559821,0.93930775,1.2270503,1.2355425,0.8827905,0.94727415,0.6140324,1.3284132,1.2851988,1.1297307,1.2004304,1.0380545,1.1184576,0.64494354,1.0235453,0.82426643,0.6209564,0.92954904,1.3612351,1.3056285,1.2749203,1.1117282,1.318111,1.152151,0.8133449,1.3598564,1.096686,1.3686047,0.9797911,1.13104,0.9308114,0.5784563,1.0669503,1.085132,1.3250672,0.9466588,1.2177223,0.6525217,1.0526652,0.96372795,1.104574,0.35796022,1.0448891,0.55877036,1.3936946,1.1342747,1.0339779,1.0819706,1.4172598,1.2313194,1.3519449,0.8753185,0.59701335,0.6933358,1.3027472,1.1358838,1.2924547,1.2691922,1.1813906,1.1962441,1.2510153,1.0158744,0.7702013,1.2974633,0.60963595
coat,1.1023701,1.1536741,1.3234699,0.896896,1.2940973,1.0641083,1.212447,1.0744305,0.7972919,0.6806762,1.2476052,0.9799237,0.7153916,1.1599492,0.7723584,0.8175646,1.1236472,1.23785,1.2727957,1.0516847,1.1819824,1.0579871,1.0775796,1.1839383,1.2804551,1.0434996,1.0725756,0.7954204,0.93973345,1.1672914,0.83534896,0.0,1.192595,0.8864527,1.1899688,1.0632005,0.7859621,1.2099562,1.3598351,0.6868465,1.2519726,1.2141123,0.9739398,0.6480943,0.8719789,0.93632543,1.1666917,0.69800717,1.2959332,0.65374446,0.9511077,1.2040485,0.73755544,1.0006906,1.165614,1.156168,1.2635343,1.161832,0.82784307,0.87085545,1.3005953,0.834039,1.3378532,0.90778005,1.061884,0.9155403,1.2984767,0.92921513,0.8289958,0.7162772,0.9726225,0.65013784,1.3033717,0.93576556,1.1826617,1.176274,1.2422965,0.9523297,0.7578294,0.8948468,1.04329,1.2694294,0.95176315,1.2042363,1.019761,1.1996458,0.92935634,0.7356732,0.64163756,0.6930411,0.89549595,1.3017566,1.2840962,1.2847822,0.9399251,1.3330903,0.9537208,1.0332636,1.2805016,0.9225252,1.2317429,0.7958633,0.99072033,0.97590154,0.90020293,0.9666389,0.9245999,1.3092952,0.72620076,1.1443952,0.6913989,1.076827,0.93916774,1.086057,0.77278554,1.1480062,0.79838026,1.3800465,1.2097409,1.0535119,0.99926275,1.2918994,1.0912869,1.274187,0.99658334,0.672102,0.8031918,1.2674075,1.0922633,1.2587326,1.1708386,1.0842028,1.0734872,1.2324917,0.98901975,1.1486865,1.3000153,1.019806
