,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
boat,0.9385741,1.019881,1.1840426,0.78383803,1.0851179,1.1304976,1.1490339,1.29608,0.76565593,1.1218442,0.70135045,1.1602166,0.7234148,0.80710787,1.1516355,0.86548865,0.0,1.1273001,1.3598965,1.2742844,0.882733,1.2619724,0.9974598,1.3014272,1.0904539,1.2179298,1.0515698,1.1417577,0.95530844,0.8216821,1.2400954,0.818035,1.1323961,1.0543511,0.71113276,1.0333306,1.1436512,0.9824132,1.3531401,1.1281514,0.87278116,1.2158498,1.0555582,0.7406346,0.8863287,0.9588096,1.1864239,0.7185168,0.8484239,0.8104758,1.095356,1.3233658,0.76585805,0.9757273,1.0330648,0.9996492,1.1765425,1.0767722,1.0668063,1.100864,0.91356575,1.2114997,0.8360966,1.2881193,1.0581586,0.8192296,0.75435317,1.1707695,0.6188771,1.0265807,0.88107675,1.263279,1.0365883,1.0796559,1.0625193,0.78772485,0.7338709,0.8969222,1.0980898,1.2850763,1.2514949,0.99552596,0.9972041,1.3102233,1.0562602,0.97390443,0.8641763,0.57729304,0.98038185,1.016896,0.9876355,0.98411244,0.7967529,0.9558755,0.9213038,1.0837482,1.2656037,1.2535343,0.91143143,0.8640897,1.1806853,0.978348,1.1870806,0.94703406,1.0066266,0.9858277,0.9510326,1.2268829,1.2239088,0.94996566,0.62122226,1.0145308,0.81976324,1.2642525,0.8792435,1.0339842,0.7733882,1.1421009,1.0297067,1.2464159,0.85701513,0.9972068,0.9976547,0.90407896,0.91498125,1.2782993,1.052239,0.5388613,0.95862937,1.1396886,1.1129478,0.93155086,1.0087821,1.2142744,1.2096819,0.97055215,1.0113384,1.1807649,1.273519,1.0385777,1.2282655,0.9049938
book,1.0141803,1.1196157,1.0409929,1.2653098,0.9989459,0.9477843,1.085961,0.7107395,1.1866434,1.1027368,1.2430961,0.8187582,1.072162,1.2498758,0.9982217,1.1553766,1.1273001,0.0,0.70647764,0.70645297,0.6669683,0.95709926,0.820256,0.6251525,0.85902214,0.77740484,0.9529601,1.0365455,1.2511402,1.0658926,0.8603895,1.23457,0.9283358,0.70079565,1.240474,1.0618181,0.67200077,1.0580636,0.73301214,0.83994687,1.2887156,0.99162793,0.8602438,0.83990127,1.2904922,1.154546,1.0433619,1.3913974,1.2491419,1.1792843,1.1083846,0.8268602,1.1231077,0.7057666,0.8978164,1.0989782,1.0024621,1.019088,1.2982347,0.78138554,1.2769245,0.897552,1.1705546,0.8917219,1.1006802,0.923721,1.3294809,0.78932416,1.3130393,0.64096296,1.0921164,1.0227468,0.94133633,1.0269039,0.7965952,1.1681845,0.9384729,1.0345144,0.9485132,0.85831654,0.7528606,0.9799476,1.2043586,0.90856594,0.69939077,0.97026,1.2706113,1.3805394,0.683562,1.063888,0.60019886,0.6081774,1.1258724,1.1910764,1.0109993,0.8990813,0.801638,0.7026211,1.1666886,1.1786355,1.0561018,0.9180668,0.50982535,0.7649446,1.1958389,1.1365951,1.1688603,0.9420923,0.9266287,0.72198224,1.3654561,0.97460216,1.2568794,0.93263453,1.215356,0.82088494,1.2276493,0.8912401,1.2518612,0.94913036,1.1522161,1.0144994,0.7043726,1.0845613,0.8944959,0.9449696,0.96612877,1.3577716,1.0520473,0.72740257,1.066288,1.0972345,0.7387565,0.7134108,0.79020154,0.86904883,1.0628589,0.7816869,0.821334,0.8242661,0.91435933,1.0248191
bottle,0.94764096,0.99089825,0.57045794,1.4851301,0.79443973,0.68568957,1.0303233,0.6943053,1.4392354,1.0211709,1.5294331,0.48479807,1.5369244,1.5090549,0.7411371,1.441423,1.3598965,0.70647764,0.0,0.44669735,1.2517285,0.5929867,0.8007938,0.47886252,0.5244054,0.43153965,0.9970138,0.7571014,1.3019652,1.3315473,0.7613434,1.2562515,1.0358353,0.8974258,1.4991045,1.2346188,0.33620727,1.3338015,0.10400671,0.93407017,1.3284746,0.8223258,1.053815,1.332603,1.3177732,1.1374271,0.65906215,1.383038,1.3327279,1.1765151,1.1121478,0.44496155,1.0783134,0.7467269,0.7944879,1.2885927,0.54546803,0.93694395,1.2619898,1.0041809,1.3358779,0.7718027,1.4286786,0.37320364,1.0431386,1.1939193,1.2898079,0.82723624,1.4474745,0.5359839,1.3125772,0.90371096,1.2090497,0.7760482,0.995921,1.4653864,1.0750918,1.2724603,0.91091937,0.39619362,0.7260847,1.1216134,1.1801237,0.27169514,1.0140563,1.1494277,1.4415869,1.435318,1.1624928,1.1608037,0.59011364,0.5790322,1.2856138,1.3560107,1.0813998,1.1736851,0.34524536,0.522275,1.0824425,1.0242108,0.63213414,1.0119581,0.52709794,1.1173791,1.0867957,1.1831175,1.2515724,1.0614986,0.6982173,0.73506176,1.4998939,0.89439344,1.231533,0.54315716,1.265873,1.0150379,1.3809571,0.5002749,1.2525961,0.51353616,1.154805,1.2957504,0.69223493,1.1496994,1.2273781,0.462072,1.0162663,1.4487759,1.3458288,0.7203045,0.7142998,1.0884786,0.6079228,0.6407318,0.5838702,1.1456832,1.0695641,0.7888017,0.59041774,0.83063567,0.38466835,1.2381232
bowl,1.1084583,0.83667386,0.4152664,1.4145128,0.88822186,0.8373283,0.8625079,0.5303367,1.2653298,1.1085571,1.5071086,0.5971757,1.3489048,1.562293,0.82212245,1.4164275,1.2742844,0.70645297,0.44669735,0.0,1.0253866,0.46141255,0.90051633,0.50615513,0.69601154,0.46388435,1.0143101,0.6520533,1.3762064,1.2918067,0.81676066,1.3283663,0.87743723,1.0385523,1.4461899,1.1151677,0.47730166,1.3658016,0.43416035,0.8577468,1.3929029,0.9642949,1.1784066,1.0532006,1.450877,1.1428242,0.6155832,1.5043163,1.3903248,0.9933576,1.0447477,0.7859149,1.0470403,0.6266347,0.88842803,1.1891181,0.6805954,0.8597779,1.3335303,0.9575398,1.4586158,0.706383,1.3210578,0.46688008,1.0957564,1.156375,1.4143988,0.90431345,1.3668382,0.46245372,1.3798114,0.8033226,1.0164212,0.4085672,1.0996878,1.4783733,1.104849,1.1256686,0.85193545,0.6513033,0.7371419,1.2118325,1.043546,0.5051917,0.8674441,1.1234734,1.5159223,1.4430377,1.132714,1.1027045,0.6187908,0.60626185,1.2662268,1.2677488,0.96417147,0.9509454,0.7165706,0.30113947,1.2059723,0.90768677,0.6108705,1.0917845,0.4991126,1.222359,1.1914618,1.1691427,1.3048372,0.93467045,0.7319231,0.68343025,1.5475445,0.84536237,1.222379,0.56485224,1.3393773,0.72995555,1.4114827,0.535807,1.2839677,0.5458005,1.2071352,1.0578932,0.53581023,1.2051109,0.86427355,0.45572835,1.0992609,1.5050192,1.2370338,0.3680657,0.76601094,0.9004461,0.6960759,0.6079298,0.7138749,1.085826,1.2103361,0.923563,0.7129595,0.93463844,0.6781423,1.3308764
box,1.0480943,1.237622,1.3531623,0.93391067,1.1461409,1.1700884,1.0790389,0.65837616,0.68136716,1.0797111,0.70248187,1.2299932,0.51046467,0.9196615,1.2212886,0.77344227,0.882733,0.6669683,1.2517285,1.0253866,0.0,1.3365315,1.0408126,0.7395545,1.2340026,0.8812191,0.981771,1.3348463,0.908016,0.51939446,1.1014415,0.8852267,0.8055953,0.8770074,0.7250211,0.9446608,1.2577666,0.61857414,1.2553742,0.956269,0.8858258,1.0400311,0.8334574,0.29316366,0.9823343,1.209617,1.3411471,0.9916003,1.066327,1.1970373,1.0260757,1.1554731,1.0340526,1.0546668,1.0553443,0.773745,1.3515439,1.1781225,1.006661,0.9714366,1.0839335,1.1350436,1.0156571,1.2977128,1.1240542,0.9198411,1.1068842,0.74142414,0.89011264,1.121975,0.59968776,1.0671458,0.93727165,1.2345026,0.84689415,0.86010134,0.92291915,0.807166,1.0536007,1.342581,0.96981615,0.9206623,1.1217326,1.355712,0.59852725,0.97901946,0.9762972,0.9591692,0.7852807,1.0094162,1.0834866,1.1004026,0.901678,0.9391065,0.8917265,0.9569076,1.1445751,1.1478685,1.0515138,1.190969,1.1915637,0.6038817,0.7970611,0.68568337,1.1515105,0.99543965,0.97034645,0.95784056,1.2925558,1.0053877,1.016757,0.968923,1.0066963,1.1680561,0.9221071,0.60644805,0.8329286,1.2483873,1.0441382,1.2260504,1.0554159,0.9244793,1.066068,0.9943942,0.93772477,1.3390456,0.6570666,1.0203934,0.79843986,0.9860869,1.3650147,1.199068,1.1049887,0.9831019,1.0869572,0.51232314,1.0173587,0.9532879,1.1416374,0.7669865,1.3399746,0.859178
bread,0.9545125,0.7328499,0.2973268,1.3985956,0.9243818,0.89466166,0.8956646,0.8619712,1.5438266,1.0213373,1.6088498,0.4577433,1.4970206,1.4870187,0.67860126,1.4831457,1.2619724,0.95709926,0.5929867,0.46141255,1.3365315,0.0,1.0935304,0.952235,0.59680426,0.68301195,1.2722945,0.15481246,1.3020456,1.5158141,0.9928837,1.4313066,1.1973367,1.1351715,1.5101004,0.8282085,0.40230227,1.5483267,0.52319026,1.0078967,1.3755707,0.97807306,1.2898843,1.2695724,1.4008791,0.8075047,0.30652642,1.3833351,1.2088373,0.61338806,1.1051689,0.8467917,0.764732,0.74105537,0.66942084,1.3097974,0.36700428,0.75024635,1.3450933,0.766702,1.3306481,0.54960656,1.1188722,0.43048483,1.1145902,1.1762995,1.3319978,1.1011035,1.350723,0.54254127,1.414479,1.0163969,1.0458717,0.4126972,1.2421443,1.3412907,1.2398318,1.2550765,0.52654654,0.5535741,0.90942746,1.2089932,0.7307097,0.3662631,1.251826,1.2498058,1.484613,1.3421214,1.2578459,0.89850277,0.77660894,0.7344715,1.0319736,1.3237252,0.94803774,0.9750818,0.83130515,0.27351862,1.1695714,0.5449438,0.52219504,1.2920294,0.79063344,1.4039828,0.9556473,1.2541202,1.2477447,1.0001864,0.46783972,0.74813354,1.460448,0.7898814,1.0757337,0.5260166,1.3637109,1.3290024,1.5265565,0.32292938,1.3587749,0.49974895,1.0581714,1.0070056,0.6339643,1.258757,0.85736436,0.2003119,1.3119923,1.3884684,1.3466029,0.60175884,0.38760495,0.48502457,0.8451184,0.7994604,0.7440734,1.3803507,1.2190539,1.1284975,0.98917454,1.2310728,0.5065846,1.4494193
broom,1.0044357,1.0821611,1.1493909,1.2341554,1.0582312,1.0189201,1.0157963,0.9094417,1.0367067,1.0945133,1.1926801,0.8953881,1.1052423,1.2525493,0.8544927,1.1393088,0.9974598,0.820256,0.8007938,0.90051633,1.0408126,1.0935304,0.0,0.82897854,0.89082277,0.74302554,1.0963831,1.1064168,1.1772051,1.066067,0.8744865,0.74153554,0.9819004,0.9600627,1.240124,1.2044156,0.6550143,1.0329274,0.7792251,1.0099232,1.2510147,1.095847,0.68561995,0.8474988,1.0705522,1.1252409,1.0439562,1.0997801,1.2100445,1.2372564,0.97261703,0.91126597,1.1266447,0.6048805,1.0664262,1.2398845,1.0349842,1.1977369,1.0577261,1.0729926,1.2062836,1.1603835,1.2400358,1.031479,1.0749518,0.3323998,1.1575241,0.9889665,1.2135233,0.5810256,1.0755826,0.76586664,1.1678414,1.1671089,0.8658547,1.3276479,0.21588218,1.0959041,1.0134434,0.98083925,0.8448016,1.0016756,1.2137636,0.98812884,0.9295082,1.013657,1.1796484,1.1838982,0.99502456,1.1228774,0.4886216,0.48842382,1.2037512,1.1547523,1.0395813,1.1320547,0.8353721,0.9462633,1.1685137,1.226312,1.1110883,1.0319585,0.7799721,1.0247424,1.0993481,1.0990084,1.1606264,1.0749192,0.88688505,0.73226047,1.2607472,1.131278,1.0855972,0.81267333,0.76563305,0.80541146,1.208902,1.0161704,1.1795173,0.9202773,1.2128216,1.2486227,0.62605774,0.87972677,0.9053885,1.0060028,1.0243524,1.2557677,1.2281456,0.91062254,1.010821,1.0835193,0.5919294,0.7689605,1.0302149,1.1299216,1.0651357,0.8898234,0.92922956,0.5378253,1.0149328,0.9323065
bucket,1.1783813,1.1295015,0.872655,1.3631122,0.750051,0.6923191,1.0767325,0.37235045,1.1668246,1.147313,1.2872831,0.89572966,1.2178456,1.2491406,0.98346174,1.1825292,1.3014272,0.6251525,0.47886252,0.50615513,0.7395545,0.952235,0.82897854,0.0,0.92306226,0.3346339,1.0280287,1.045905,1.3019075,0.9982469,0.65761197,1.1105306,0.7133992,0.88698405,1.2660958,1.039307,0.81059206,1.029056,0.57975173,0.8297641,1.2554016,0.8137258,0.9105628,0.91175824,1.1992902,1.183955,0.91231465,1.3997295,1.268532,1.2752453,1.118936,0.73415834,1.1055517,0.85513675,0.95386845,0.9673687,1.006164,0.99151886,1.2942102,0.91140187,1.3044673,0.7860153,1.3111649,0.70964944,1.1064998,1.0833591,1.3152039,0.6110392,1.2892225,0.84375465,1.0559126,0.7961156,1.0744593,0.8756812,0.6934158,1.2155722,0.9424097,1.0286388,0.96065825,0.85433304,0.66662776,1.1603098,1.2494452,0.84474087,0.690034,0.9937904,1.2939109,1.3605105,1.0120804,1.0543158,0.8292912,0.85563755,1.1667043,1.2198719,0.9690468,1.0263598,0.68963814,0.77958554,1.111693,1.1394676,0.7974837,0.7050896,0.6274064,0.8568522,1.264255,1.1356364,1.2016666,0.9780745,0.8901168,0.86300075,1.3935513,0.8103435,1.1369379,0.7840915,1.1824114,0.7616663,1.233803,0.8241318,1.2469807,0.6358594,1.2088797,1.1482446,0.83922297,0.9973899,1.0877888,0.8648344,0.7637663,1.3737814,1.1952997,0.6684618,1.0135322,1.1921293,0.8269349,0.6312769,0.5708609,0.9910524,1.1055984,0.7064203,0.7932116,0.71070766,0.9977222,1.0934885
butterfly,0.26196605,0.8501901,0.618477,1.4167147,0.8869875,0.84319776,1.0029136,0.96722543,1.4371731,0.90977776,1.3914901,0.49480987,1.407792,1.4431057,0.33435732,1.2791399,1.0904539,0.85902214,0.5244054,0.69601154,1.2340026,0.59680426,0.89082277,0.92306226,0.0,0.71401983,1.0645199,0.69879127,1.076084,1.3850611,0.90470195,1.2426509,1.2210541,1.0591868,1.3983793,1.0845826,0.43336803,1.3747623,0.5578927,1.0598986,1.085952,0.8472475,1.153741,1.217548,1.2904286,1.1512673,0.7645526,1.1994241,1.2937679,1.0291831,1.1018714,0.62607217,0.9073987,0.7336947,0.2376265,1.365252,0.6496298,0.857786,1.1933428,0.9901033,1.3479853,0.8714521,1.4017113,0.5763402,0.82894963,1.1070739,1.2157257,1.1096195,1.2521938,0.54781055,1.3284212,1.0628473,1.2344472,0.7151573,1.2263775,1.337795,1.0756963,1.1877077,0.725217,0.7154497,0.8119768,1.1445253,1.0988296,0.6333461,1.1927025,1.0818487,1.3935555,1.2068048,1.2127731,1.1704448,0.6885515,0.6595609,1.0684832,1.1782339,0.9245767,1.215466,0.5661542,0.5728023,0.88019246,0.86278754,0.7815478,1.1204839,0.7217928,1.2644925,0.9544589,0.9506815,1.3155457,1.1691198,0.6573175,0.66918683,1.3704945,0.86485636,1.0806423,0.6596527,1.2017742,1.1623003,1.3659897,0.47403508,1.1840421,0.7540035,1.0335035,1.225162,0.65524304,1.0345626,0.98477274,0.64963675,1.02414,1.2987176,1.4081415,0.73089767,0.79530007,0.9155009,0.7090585,0.73844975,0.569953,1.2273825,1.0650692,0.9824502,0.9204362,1.0133917,0.65587145,1.2169142
can,0.97202414,0.9604366,0.6782742,1.4272735,0.9524083,0.8484478,1.135545,0.49692535,1.3179464,0.99746007,1.327929,0.4492532,1.1303833,1.4133749,0.75743777,1.3113718,1.2179298,0.77740484,0.43153965,0.46388435,0.8812191,0.68301195,0.74302554,0.3346339,0.71401983,0.0,1.0496598,0.7537266,1.2196553,0.926394,0.8348028,1.0577685,1.0343449,1.0717397,1.3173721,1.014569,0.48846453,1.1727204,0.4144441,1.1456149,1.3040197,0.9732256,0.87978506,0.85543114,1.250132,1.0866693,0.6248867,1.2908921,1.366735,1.0659837,1.2124411,0.823592,0.6910627,0.79091775,0.8600178,1.3066099,0.58505845,0.9950369,1.2489363,1.0066711,1.4213097,0.9070076,1.2736771,0.4831164,1.1731437,1.0398389,1.3363514,0.9404303,1.1254979,0.66039187,1.1134324,0.8012042,1.3109543,0.7768446,0.9229861,1.3960121,0.9437665,1.0809077,0.63284504,0.72046095,0.7231711,1.3539221,1.0884804,0.6538574,0.74553657,1.2321379,1.359719,1.1451797,1.1614767,1.089276,0.74806774,0.7304373,1.0510554,1.2427634,0.6665715,1.2504297,0.66981614,0.6261854,1.1421745,0.7968799,0.74671894,0.9317465,0.5987829,1.0357913,1.0657697,1.2578075,1.4128761,1.2106729,0.69902384,0.90328765,1.402796,0.764238,0.87134814,0.55020195,1.0585877,0.8684173,1.3859383,0.45939505,1.3640801,0.7012377,1.1314119,1.3569313,0.70477176,1.1015743,0.98946625,0.5810998,0.9642404,1.3894347,1.3528101,0.6415727,0.72021043,0.9819073,0.8339235,0.6077629,0.7606839,1.2360713,1.1889083,1.008764,0.8541405,0.5687866,0.7463273,1.1702921
car,0.9941797,1.1119483,1.2021711,0.9355573,1.056466,1.0651653,1.1180276,1.0426115,0.7610663,0.73683906,0.76465744,0.92629063,0.7914735,0.89525306,1.1987967,0.8777534,1.0515698,0.9529601,0.9970138,1.0143101,0.981771,1.2722945,1.0963831,1.0280287,1.0645199,1.0496598,0.0,1.2834216,0.8244003,0.74588466,0.99168324,0.8846415,1.0696902,0.9857323,0.8918106,1.2507172,1.0863762,0.8104335,0.98808795,1.0511923,0.9469316,1.1099639,0.93229836,0.9901266,0.94288236,1.1811562,1.2723596,0.98647946,0.95411766,1.2632,1.0443566,1.0280175,1.1532142,1.17156,1.155677,0.84540236,1.1010183,1.1667663,0.70387626,1.185942,0.8845461,1.1411159,1.110702,1.054939,0.9743332,1.0530568,0.7580541,1.1350338,0.9226067,1.1451713,0.9561841,1.0117574,0.9816184,1.2104007,1.0053766,1.0481151,1.1162083,0.85726845,1.1485652,1.0162939,1.0966233,1.0153556,1.1511267,1.0781717,0.7659121,0.90661937,0.8494383,0.94867545,0.93131393,1.180939,1.0563424,1.0585778,1.0000315,0.8783321,1.0800558,0.99876434,0.9573818,1.1297693,1.0360235,1.18475,1.2228861,0.9263906,0.9451055,0.87583137,0.93849146,0.96252745,0.94790506,1.0430464,1.2447004,1.1431024,0.8944434,1.0829853,1.0793898,1.2000438,0.8646048,0.76558083,0.8148747,1.1610711,0.75349647,1.2790232,1.0332463,1.0590994,1.1871548,0.9517804,1.1355186,1.1840464,0.9353102,0.9086173,0.8229751,1.0692617,1.2836611,1.3106568,1.0381501,1.1439557,1.1136001,0.8640012,0.7552279,0.8611945,0.46596843,0.9131911,1.0084144,0.6552342
carrot,0.99769026,0.69225216,0.35920632,1.3595567,0.9309825,0.88135076,1.0083914,1.0299313,1.5107418,1.0297011,1.5405037,0.51142824,1.4334555,1.3475324,0.7077402,1.4699582,1.1417577,1.0365455,0.7571014,0.6520533,1.3348463,0.15481246,1.1064168,1.045905,0.69879127,0.7537266,1.2834216,0.0,1.3177552,1.4743766,1.0540478,1.3637956,1.3074434,1.1648753,1.4393957,0.8575281,0.4835416,1.5495648,0.67666113,1.1103157,1.3632612,0.99599636,1.2369652,1.2432837,1.3207543,0.6819982,0.21792448,1.2915583,1.1229076,0.38760448,1.1545607,0.9258071,0.6351639,0.82996863,0.70776343,1.385525,0.32880807,0.7336097,1.3713793,0.6659763,1.2503461,0.7922933,0.9418438,0.50856996,1.0544062,1.1367439,1.2235521,1.2034357,1.2694439,0.6578984,1.3983825,1.0955493,1.1599871,0.45791602,1.207836,1.2243814,1.174846,1.1852975,0.51278836,0.60353106,1.0115616,1.202246,0.53047466,0.4655223,1.3017571,1.2596145,1.3832471,1.1886115,1.2790486,0.8685959,0.8529732,0.8193894,0.90728253,1.2327161,0.8847,1.0877835,0.93279505,0.53195196,1.1270416,0.44280618,0.5442817,1.2805593,0.89619535,1.3716145,0.92084616,1.2007425,1.3022902,1.0769278,0.48925793,0.79162276,1.3259401,0.7702551,0.93754315,0.59449565,1.2671593,1.3837292,1.446247,0.3322667,1.3840489,0.47002697,0.99153477,1.1167967,0.71833307,1.223921,0.9257517,0.15707022,1.3140267,1.2331425,1.4073637,0.7208178,0.29074955,0.31420285,0.919059,0.90182835,0.7714635,1.4041586,1.2149239,1.1615862,1.0597323,1.2321916,0.55496657,1.3678762
cat,0.7003194,1.0644614,1.3171844,0.7838913,1.1617367,1.2050976,1.0689082,1.2095262,0.80143315,0.69952404,0.59008247,1.094813,0.7185656,0.7831465,1.0255518,0.6416395,0.95530844,1.2511402,1.3019652,1.3762064,0.908016,1.3020456,1.1772051,1.3019075,1.076084,1.2196553,0.8244003,1.3177552,0.0,0.8032535,1.182489,0.7922231,1.0752934,1.1174376,0.6549259,0.9590699,1.3267951,0.7374906,1.2684636,1.0961963,0.28081882,1.0650029,0.9929998,0.9677406,0.8193397,1.1366857,1.2894349,0.49123526,0.7910771,1.198991,0.9626304,1.1539221,0.9200192,1.3224264,1.0006411,0.8992814,1.1663808,1.1362362,0.5511587,1.2130162,0.7453661,1.1754407,0.98534614,1.261973,0.82216966,1.1288593,0.76110417,1.1172225,0.7474554,1.3807125,0.8709334,1.0331328,0.99746615,1.2973195,1.0344915,0.8445546,1.1293,0.8783578,0.9769409,1.1883541,1.1730717,0.983152,1.0704275,1.2507875,1.0696509,0.9225532,0.7513972,0.7495327,0.99454767,0.9495419,1.3241588,1.3163254,0.9072236,0.76159495,0.86731553,1.0610187,1.1248506,1.3512956,0.6682148,1.0684031,1.2217162,0.9366631,1.2481731,0.93966794,0.6772523,0.7487377,0.846552,1.0700113,1.2815082,1.3055482,0.7161653,1.1001546,0.9644093,1.236602,0.78577113,1.0320965,0.7671061,1.2135655,0.5817083,1.364896,0.9887437,1.0073162,1.3563926,1.0480834,1.0669799,1.3321402,0.80040646,0.7603516,0.77342516,1.3190863,1.2622952,1.2009627,1.2796186,1.2295455,1.2608471,0.92635447,0.8404776,1.1158988,1.130734,1.0515733,1.1494782,0.81568307
chair,1.1046548,1.1780837,1.4640651,0.6038118,1.1863415,1.2149956,1.1414787,0.9079893,0.49891245,1.0069537,0.30197108,1.252156,0.17770964,0.68787384,1.3169599,0.63116896,0.8216821,1.0658926,1.3315473,1.2918067,0.51939446,1.5158141,1.066067,0.9982469,1.3850611,0.926394,0.74588466,1.4743766,0.8032535,0.0,1.2146524,0.60530627,1.0464195,1.029315,0.32340604,1.0838833,1.4208739,0.3151909,1.3045863,1.296966,0.79968596,1.105402,0.6897551,0.45831072,0.6858597,1.1231261,1.4073606,0.6926203,0.89330304,1.2203908,1.0283003,1.322303,0.96034676,1.2707355,1.3570378,0.8283782,1.3621032,1.3093984,0.72426283,1.2751726,0.8387237,1.2853746,0.8831286,1.3743142,1.1076229,0.8687652,0.782068,1.0756711,0.42667687,1.388056,0.25273275,1.0293738,1.0655786,1.4075086,0.8616801,0.88175166,0.9237816,0.7843379,1.1914682,1.375931,1.133743,1.0671939,1.130874,1.4017732,0.6146883,1.0662923,0.632439,0.57299626,0.83760726,1.1672322,1.30408,1.3111573,0.9064415,0.7960832,0.79021686,1.1010246,1.2362422,1.4142947,0.97237444,1.1875986,1.3817463,0.7640753,1.0801255,0.61218244,1.0319412,1.0175927,0.9057883,1.2055619,1.3598764,1.3298949,0.5943974,1.1302812,0.7739216,1.2675978,0.6697643,0.69025236,0.510744,1.396194,0.74818563,1.4425869,0.9464893,1.0647581,1.3176403,1.0016596,1.0767976,1.4576286,0.7677114,0.6520465,0.5706681,1.2537314,1.382623,1.3265252,1.2823737,1.1368815,1.330981,0.79200995,0.8864176,1.029776,1.013142,0.65981233,1.3340343,0.6539527
clock,1.1102326,1.1296734,0.9260081,1.2544761,0.7848197,0.7511785,1.0818839,0.75288963,1.1143967,1.0660536,1.2574463,0.9717203,1.3201,1.245818,0.9414548,1.2096257,1.2400954,0.8603895,0.7613434,0.81676066,1.1014415,0.9928837,0.8744865,0.65761197,0.90470195,0.8348028,0.99168324,1.0540478,1.182489,1.2146524,0.0,0.9906385,0.63482195,0.8359724,1.302328,1.0866034,0.82337016,1.0960101,0.79245645,0.6846303,1.2369001,0.9327632,0.8264233,1.0973108,1.2683161,1.068237,0.8549873,1.3222547,1.1550518,1.252662,1.0636723,0.70118624,1.2643485,0.6948571,0.9454433,1.0217032,0.9622262,1.0356609,1.089389,0.9705988,1.1362448,0.8018572,1.3170186,0.71022975,0.98696125,0.9927817,1.1932361,0.84519684,1.3531337,0.77376956,1.1701704,0.5231476,0.9875772,0.9516146,1.0535718,1.2392433,1.0549318,1.1390673,1.0653256,0.86574906,0.80569893,0.9850663,1.1898375,0.90597713,0.86413276,0.9254497,1.2965878,1.3870168,1.0060737,0.99979943,0.6909687,0.72392476,1.2551562,1.2068014,1.1339304,0.9707417,0.80653405,0.82487416,1.1378018,1.1152836,0.86176705,0.9122594,0.78153574,1.064412,1.1483421,1.0848931,1.1570998,0.9363719,0.8526922,0.7595814,1.3167613,0.91919935,1.3066901,0.8698773,1.0768975,0.9005575,1.1416105,0.92097235,1.1297472,0.6828159,1.1495109,0.97693515,0.7267318,0.7115045,1.1226796,0.98582613,1.0442103,1.2984192,1.1402804,0.6163578,1.0712084,1.1363564,0.8117696,0.87683904,0.7517698,0.9965264,1.0027359,0.85561633,0.90259695,0.95886976,0.9529552,0.91293895
