,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,1.0602367,1.414186,1.4203607,0.90836656,0.6781438,1.3808192,1.3802897,1.3709042,0.8465847,0.39839262,0.0,1.4319053,0.45724308,0.5405595,1.3224802,0.22233438,0.6605243,0.9603661,1.4235582,1.3069403,0.56899583,1.3205707,1.0333972,1.2455497,1.3826778,1.3554387,1.0475963,1.1014631,0.81864035,0.69901067,1.2130272,0.6490778,0.6795043,1.2259125,0.90548575,1.1733782,1.1789763,0.37623435,0.7766061,1.4802871,0.3639604,1.3984687,1.0618469,0.78271,1.0376377,0.8010262,1.027773,0.58341974,0.9750792,1.4368687,0.7498954,1.324878,0.9102127,1.3515036,0.8480636,1.0090308,1.4355931,1.2709963,0.65792143,1.4435948,1.5007281,0.66113037,1.4136384,0.6751592,1.2528746,1.0341535,1.4794393,1.083937,0.64496243,0.7794894,1.0083683,0.69938016,1.5174932,0.7138739,1.0475616,1.2036371,0.92409045,0.9680909,0.8320611,0.77593946,1.0949833,0.7720891,1.1516943,1.285366,1.4551218,1.1936932,1.3830246,1.1156131,1.4204597,0.7923291,1.4375547,0.44045192,0.6638549,0.9848503,1.0787504,1.4955587,1.4562303,1.3229059,0.9280056,1.2224177,0.9401281,0.84185386,1.2198377,1.0721135,1.3187875,1.3342838,1.0038695,1.0737787,1.3893161,0.5767142,1.0879765,1.4239438,0.8810383,1.4525601,0.49739224,0.85907304,0.7758758,1.4197559,0.51654047,1.2394733,0.4276731,1.4809717,0.49514902,1.3976953,0.71978366,0.8434396,1.5283666,1.0657561,0.79854715,1.2618488,0.67924654,0.54369664,0.35015178,1.2391355,1.4098935,1.2539624,1.067084,1.1355361,1.2820375,0.62944245,0.70247614,1.057464,1.0399605,1.3596619,0.728936
belt,0.9128545,0.3922022,0.7083677,1.3274852,1.2681671,0.78047246,0.8216748,0.8100959,0.9818648,1.323998,1.4319053,0.0,1.3237764,1.4364026,0.5735901,1.4235084,1.2937942,0.883333,0.32029337,0.5593788,1.2735994,1.0036727,0.99012405,0.8277,0.49260622,0.30230272,0.8812248,0.8844987,0.97160614,1.060647,0.8762449,1.3144311,1.3424388,0.40685225,1.003008,1.0443459,1.0933069,1.3959767,1.3978426,0.19543016,1.4040544,0.5301074,1.2234972,1.3620069,1.1875237,1.0931898,0.8102225,1.4017329,1.2000808,0.54249334,1.2903256,0.81804967,1.1367998,0.5019167,1.1878513,1.1003815,0.5920056,0.73508465,1.3182214,0.3111651,0.7328071,1.1417385,0.76891756,1.3899422,0.9922581,1.1912771,0.5005286,1.156016,1.4130902,1.23999,1.1810757,1.2297499,0.4494794,1.1770954,0.94990474,0.7937512,1.2909496,1.1821488,1.1059086,1.4688246,0.885336,1.3878176,1.004603,1.1217225,0.3413533,0.76657695,0.61731607,0.8268237,0.6699181,1.1658769,0.833086,1.4062674,1.2255522,0.8124918,1.2292542,0.33139563,0.44928753,0.89113647,1.3217049,0.42998785,1.2439117,1.1953285,0.7836414,1.0785052,0.66937566,0.9661117,1.068828,0.96117574,0.70987904,1.3468583,1.2269975,0.62247753,1.1624155,0.72598404,1.4026885,1.2827768,1.113696,0.8893563,1.1666166,0.3808534,1.3520205,0.22859597,1.3137825,0.2423802,1.288522,1.2145911,0.6002184,0.9494982,1.2761642,0.7919599,1.4810472,1.419567,1.5306519,0.9040126,0.61953485,0.7848797,0.99849266,0.7717799,0.82908577,1.3026457,1.2436901,0.90510434,0.91622627,0.28172415,1.1037384
bench,1.0865663,1.3947011,1.4757311,1.0040514,0.6922617,1.4443309,1.4125625,1.4302084,0.79987633,0.37589526,0.45724308,1.3237764,0.0,0.8028715,1.2481595,0.5082602,0.82892454,0.8767679,1.4254912,1.205739,0.472569,1.2855066,0.7564813,1.1419891,1.3838805,1.0960485,1.1020224,0.90672535,0.79273254,0.3448168,1.2428814,0.5743706,0.7990432,1.1609609,1.0166789,1.1647499,1.0888717,0.24072719,0.7321861,1.4670179,0.36108077,1.3013853,1.0101901,0.75518185,1.1197118,0.6898897,0.72732866,0.7128635,1.0546545,1.3669639,0.88369215,1.2624617,0.96394444,1.4035394,1.1038975,0.96346724,1.3071121,1.3081241,0.91537505,1.4465038,1.368862,0.83321154,1.4574472,0.84790516,1.2072749,0.9856747,1.4275634,0.98308027,0.6579995,0.85820746,1.0194997,0.69505537,1.3430572,0.4788078,0.937112,1.1473739,0.83304954,1.0457352,0.87151015,0.79825133,1.0107596,0.80051005,1.2389195,1.2017863,1.4587806,0.99029154,1.3458734,1.0854815,1.4319253,0.5707032,1.3988626,0.746744,0.69627225,0.8199319,1.1025568,1.3856269,1.3326535,1.1902063,0.78341234,1.0382748,1.1231629,0.8534195,1.2403734,0.9032879,1.3395658,1.4256456,0.92016214,0.8670089,1.3972368,0.6664883,0.9247207,1.2887356,0.8950778,1.403735,0.7104679,0.81399775,0.7729191,1.2400585,0.61984926,0.9691887,0.6388844,1.4251355,0.6209508,1.3504083,0.83108866,0.9811994,1.3822473,1.0297458,0.7934857,1.3444812,0.71950066,0.65095717,0.50177014,1.2434095,1.4207373,1.1782008,0.9404715,0.97382355,1.4170578,0.81194425,0.9161597,0.9084337,0.7843441,1.434059,0.6826772
bib,1.1254538,1.3741412,1.3682642,0.8009616,0.6444867,1.3005359,1.2758265,1.2792883,1.0075725,0.74343854,0.5405595,1.4364026,0.8028715,0.0,1.3415874,0.4296844,0.8425456,1.1141692,1.4468048,1.4244741,0.8685991,1.2167329,1.0986241,1.2777693,1.3979466,1.4547039,1.1454291,1.0786582,0.9737584,0.96929586,1.2417428,0.8430178,0.64682335,1.3735472,1.0094843,1.125792,1.1039778,0.69958663,0.48092026,1.4959315,0.6970482,1.4330759,0.98815864,0.89357567,0.8497517,0.97360545,1.216004,0.44855464,0.8403976,1.3472507,0.78748065,1.0847614,0.92984384,1.3648083,0.9561805,0.7010108,1.3998106,1.2705959,0.8913706,1.3818003,1.0800748,0.88339347,1.2940186,0.5609724,1.0673435,0.6962414,1.3544481,1.0134935,0.82076573,0.7083512,1.0861866,0.6681724,1.4589713,0.8929718,1.1031549,1.1266321,0.8998794,0.9501033,0.9602172,0.57299465,0.9686104,0.87807775,0.9860965,1.0840514,1.3726108,1.0917364,1.1663767,1.0176051,1.3741914,0.979454,1.2584012,0.28091204,0.6642954,1.1350102,0.97077596,1.4454324,1.3852665,1.0736198,0.89436865,1.2133387,0.9553766,0.93548805,1.2972976,1.0481266,1.2970763,1.1968623,1.0410991,1.161987,1.3542956,0.7275551,1.0094621,1.352455,0.41175216,1.3742235,0.37039655,0.6194499,0.7320411,1.2662511,0.77646357,1.404692,0.7161183,1.4140844,0.80118525,1.4608327,0.5125648,0.9264673,1.4529005,1.0954459,0.91762936,1.048068,0.7436632,0.40426338,0.6259658,1.2783899,1.2244934,1.0193814,1.0383519,1.0134244,1.2525434,0.8665744,0.8546914,1.099675,1.1599975,1.3662417,0.86700666
bird,0.29558283,0.7330297,0.8777517,1.2289178,1.2427844,0.92143315,0.97813797,0.82061243,1.0983925,1.3017198,1.3224802,0.5735901,1.2481595,1.3415874,0.0,1.3354129,1.2537507,1.0061866,0.7353603,0.86197644,1.2581748,0.87964123,1.0151689,0.9787096,0.1062547,0.7250682,1.0242534,0.9484274,0.77473056,1.1584364,0.97859544,1.2289792,1.1784662,0.68413925,1.0672786,0.97343326,1.0630511,1.2597244,1.2707338,0.5929538,1.3012717,0.8485333,1.1138444,0.9564165,1.067216,1.0950851,0.9525578,1.2924321,1.1763178,0.7348717,1.1992978,1.0254102,1.1888865,0.43961638,1.1460974,1.1013762,0.67897886,0.19950503,1.2700382,0.72706234,0.6785684,1.1178733,0.7898892,1.3257879,0.95246625,1.2255365,0.6994086,0.9636987,1.2532579,1.101162,1.1655128,1.1067722,0.6423798,1.2205867,1.0395665,0.98187464,1.0437313,1.0044931,1.1181037,1.1789705,0.79672563,1.1050619,0.9807375,1.0133613,0.7430499,0.8128407,0.7577717,1.0202063,0.8107519,1.1969172,0.7988193,1.3705604,1.0904223,0.9021876,1.0488373,0.6256338,0.68129325,0.93291426,0.9843216,0.70901835,1.0681165,1.1159748,0.8556874,0.9084194,0.7960215,1.007791,1.0455215,1.0647373,0.75621665,1.2594373,0.90444034,0.64539456,1.171685,0.63938266,1.3326461,1.1855192,1.0148618,0.84326756,1.2325807,0.7298962,1.2873943,0.59859383,1.1997186,0.6853293,1.2678587,1.1774199,0.6116855,0.89366907,1.1100814,0.9573019,1.168395,1.3506904,1.3972119,1.0111496,0.8717895,0.8817942,1.037888,0.83232105,0.7558574,1.2584317,1.1998097,1.0173295,0.9231108,0.8080313,1.1504397
blanket,1.0204134,1.4304953,1.4465084,0.8898683,0.6972911,1.3517933,1.3458056,1.3258656,0.844351,0.48747265,0.22233438,1.4235084,0.5082602,0.4296844,1.3354129,0.0,0.65856266,0.98379916,1.4595706,1.3359141,0.69129425,1.2832944,1.0892761,1.2915096,1.4235818,1.415824,1.0581722,1.0738523,0.79991686,0.796901,1.2004421,0.7268051,0.6855602,1.281462,0.8549398,1.1295048,1.1160179,0.41950345,0.62516177,1.499686,0.47264528,1.4601142,1.0346872,0.79196227,1.0066457,0.9513858,1.1202841,0.5910481,0.96715474,1.4504617,0.86544746,1.3248584,0.92984605,1.3055375,0.89538276,0.8579966,1.4319768,1.2547952,0.76064706,1.4604042,1.3100426,0.72151494,1.3463588,0.7081016,1.2681286,0.9790573,1.4498727,1.0611935,0.6383627,0.7164449,1.0618119,0.62966967,1.529192,0.7898028,1.0576918,1.1607302,0.9024681,0.8321132,0.98982555,0.56468475,1.1333334,0.7844517,1.1746215,1.1937048,1.4439708,1.0088893,1.3554275,1.1164279,1.4431504,0.8326247,1.404464,0.37968123,0.6659436,1.0150644,1.0425818,1.5071992,1.458009,1.274771,0.9056696,1.2005402,0.89306957,0.860526,1.2415205,1.0383292,1.3474666,1.3529129,0.9510429,1.0795964,1.3724415,0.69019973,1.0380424,1.3921301,0.7294688,1.4336414,0.5008837,0.69844836,0.7829909,1.3307108,0.5911785,1.298307,0.50138855,1.4541473,0.5280704,1.409007,0.6137174,0.89490235,1.5309782,1.1525223,0.7597526,1.2218897,0.6518789,0.5424764,0.43510842,1.221692,1.4292617,1.2196889,1.0058827,0.8865949,1.2829177,0.65669537,0.76364046,1.0908785,1.1466349,1.3954232,0.768929
boat,1.1083585,1.2784991,1.2292435,0.7979816,0.7686091,1.1590545,1.1194379,1.1803892,1.0916963,0.5000895,0.6605243,1.2937942,0.82892454,0.8425456,1.2537507,0.65856266,0.0,1.0764785,1.2559135,1.1928259,0.8946233,1.1317703,0.96363103,1.2063022,1.2745712,1.3063564,0.99316055,1.0900425,0.99415,1.0031284,1.0168248,0.81171286,0.8597655,1.2379124,0.7009324,1.0020376,1.001789,0.8625617,0.8951081,1.2684836,0.77540946,1.2643962,0.86443436,1.0211189,1.1842235,0.877594,1.0764999,0.8685695,0.95874435,1.4035187,0.91526717,1.1742294,1.0093007,1.2875642,0.916273,1.0699353,1.1044322,1.2036662,0.80407643,1.2929742,1.42257,0.80089855,1.238283,0.8394722,1.1959903,0.9568739,1.3450049,1.1333258,0.69655126,0.9880392,0.9573981,0.8769695,1.1014352,0.9273905,0.7927443,1.0815846,1.0830505,0.97686535,1.0242772,0.9111085,1.1075047,0.95304215,1.0715648,1.1013584,1.3376915,1.2949262,1.0480356,1.1198704,1.2520841,0.7542878,1.2205293,0.7828194,0.9412736,1.1038728,0.98376495,1.1296388,1.0708549,1.1516483,1.0664182,1.3425994,0.84105766,0.94143575,1.0728986,1.1341226,1.2501954,1.306562,1.1145108,1.0356883,1.2727323,0.7164995,1.128002,1.2291244,1.0007725,1.0778459,0.7838976,0.97885704,1.0121185,1.0739347,0.56803226,1.1552277,0.63767177,1.403069,0.8136905,1.2584171,0.86203766,0.7118757,1.1385907,0.8318294,0.69458914,1.2173324,0.9126497,0.80990946,0.62973535,1.1050136,1.2769457,1.1742315,0.8286118,1.2782888,1.2437967,0.69839084,0.8996122,1.0502565,1.0039134,1.2424757,0.7482475
book,1.0449424,1.1023712,0.9453975,1.0543269,1.2544546,1.0078802,0.9481398,0.82752985,0.5377486,0.98582554,0.9603661,0.883333,0.8767679,1.1141692,1.0061866,0.98379916,1.0764785,0.0,0.7810066,0.6512473,0.38395172,1.0037602,0.9465256,0.5901786,0.97206897,0.76062816,0.8196939,0.9639839,1.2798774,0.79984456,0.83459264,1.0895458,1.1938866,1.00593,0.95445615,0.8137723,0.8474997,1.1230915,1.2325273,0.84801227,0.9340578,0.69915247,1.0750747,1.1531339,0.9265069,0.8020483,0.48315787,1.1924694,1.2237935,1.0402304,1.2438322,1.1908625,1.0938181,0.94077337,0.84922713,1.0517303,0.6777468,0.9901052,0.8361932,1.1128972,1.0008491,1.140562,0.8606565,1.2811513,1.0821673,1.2018003,0.85768557,1.1313678,1.0140692,1.0914186,0.7379866,1.3156955,0.7223772,0.8846684,1.0506305,1.2494341,1.1857079,1.0487047,0.76472664,1.1620775,1.1092993,1.1390684,1.0898591,1.0419587,1.1128188,0.5056603,1.0629741,1.3231516,1.1085856,0.7825632,0.9992661,1.1351573,1.3373878,0.27545416,0.9647209,0.8345363,0.8235577,1.1787424,1.1986564,0.83061886,1.0902952,1.0287381,0.74824053,1.0965754,1.1724913,1.1494162,0.76296425,0.5770681,0.9856479,0.8923797,1.13591,0.9128369,1.0639304,0.82688236,1.2989246,0.96650565,1.2320758,0.82404506,1.2002777,0.55955356,1.1779519,0.9530049,0.9191096,0.863593,1.145439,1.0973504,0.78767586,1.1225193,1.1741049,1.0480253,1.0164051,1.2176876,0.969555,0.85215414,1.1631563,1.1715933,0.9747409,0.6036402,0.7818006,0.6993898,1.0408932,0.78506446,0.9168206,1.0453812,1.0222484
bottle,1.0794688,0.64014316,0.57336247,1.1884198,1.3697209,0.6362367,0.68878883,0.65148914,0.8970326,1.3543228,1.4235582,0.32029337,1.4254912,1.4468048,0.7353603,1.4595706,1.2559135,0.7810066,0.0,0.51982605,1.2199241,0.99008787,0.9502118,0.47777867,0.62191755,0.34809816,0.7888978,1.0461676,1.185389,1.0689491,0.74508405,1.2034461,1.2542601,0.7066068,1.0092728,0.92928183,0.986071,1.4271933,1.43129,0.19419372,1.3375301,0.23432863,1.1932468,1.2641095,0.9744113,1.0156348,0.9295525,1.2955146,1.2730647,0.66544324,1.2764106,1.0362734,1.1413133,0.6853307,0.9501298,1.2437402,0.6049632,0.9099535,1.1156225,0.4722584,0.75138813,1.0836473,0.74152756,1.3631065,1.071842,1.375011,0.44905668,1.1725291,1.3358102,1.1741906,0.81840694,1.4298351,0.47633678,1.1786473,0.9838405,1.0128089,1.4033616,1.2002814,0.88031834,1.4885193,0.9980876,1.3205868,1.057506,1.1510113,0.4654112,0.7636435,0.77435637,1.1758132,0.5982848,1.1559192,0.71702415,1.3594836,1.3379173,0.88651556,1.1638657,0.35545027,0.45400786,1.0922657,1.3599205,0.8134022,1.1384338,1.0660862,0.82902586,1.0201328,0.7635896,0.8947518,0.9583618,0.86910194,0.57738435,1.1559792,1.2114077,0.781305,1.1759803,0.74155813,1.4434149,1.3452362,1.3036313,0.7741029,1.1859027,0.48423874,1.2849319,0.42626572,1.2288017,0.18660468,1.3097458,1.222811,0.5838022,1.0808878,1.2747444,0.7790457,1.3766094,1.4201088,1.3926888,0.77538854,0.77542293,0.9805324,1.1166008,0.7887353,0.5358261,1.210232,1.1352699,0.89188796,0.76190233,0.2917447,1.1532459
bowl,1.108058,0.78923416,0.6921306,1.1333112,1.3354659,0.6423997,0.6474699,0.62210536,0.59479004,1.0924778,1.3069403,0.5593788,1.205739,1.4244741,0.86197644,1.3359141,1.1928259,0.6512473,0.51982605,0.0,0.94453657,0.706301,1.040118,0.44052517,0.8105887,0.46868747,0.9109419,0.9245627,1.230831,1.0404094,0.58593315,1.2750764,1.4510019,0.5020809,1.0457586,0.6464348,0.63227904,1.3705393,1.3827038,0.5403925,1.2773376,0.33201063,0.8431264,1.2780299,1.1328402,1.1813518,0.7900347,1.4476541,1.2754003,0.65070045,1.3985151,1.1087135,1.2586175,0.80152166,1.0213486,1.2051393,0.5701293,0.9428137,1.0342422,0.7851647,0.85396934,1.2146472,0.7606566,1.5039649,1.0363146,1.3262476,0.6846862,1.2212784,1.1700352,1.2626826,0.65916854,1.4311929,0.5691407,1.0959498,0.71988684,1.1185691,1.2705353,1.0365895,0.90898263,1.3716167,1.0946127,1.3643115,1.1345708,0.7627479,0.7670287,0.62107956,0.9168525,1.1993307,0.7084774,0.9245288,0.8952441,1.4124188,1.4451741,0.6674404,0.8931379,0.6252552,0.6823065,0.9489419,1.3420806,0.75654495,1.0291934,1.1726483,0.3850068,1.1608192,0.7302452,0.8931174,0.8552718,0.68586624,0.75959533,1.3135507,1.2537544,0.57127404,1.2333537,0.7477486,1.5379364,1.190478,1.3703767,0.6967873,1.2354195,0.49078286,1.3576018,0.60230875,1.2786722,0.50940573,1.2702565,0.81662107,0.5153004,1.0578172,1.2268053,0.85937405,1.3081517,1.462177,1.187009,0.48326492,0.96900374,1.1514754,1.0018704,0.6975595,0.7931907,0.75774986,1.2160587,0.9567638,1.0733123,0.68927795,1.2016852
box,1.1012949,1.3381407,1.2460526,0.93129957,0.99661857,1.2947206,1.2055863,1.1728237,0.4743541,0.60178626,0.56899583,1.2735994,0.472569,0.8685991,1.2581748,0.69129425,0.8946233,0.38395172,1.2199241,0.94453657,0.0,1.1954079,0.8627713,0.7616824,1.2867912,1.0153176,1.0404799,0.9346429,1.1432518,0.55395913,1.0743,0.7626691,0.95772797,1.0999689,0.9800777,1.0034087,0.96748346,0.7159128,0.99821395,1.2981037,0.4819795,1.0091648,1.0194668,1.002807,0.9763701,0.69022673,0.45013392,0.92375827,1.0935683,1.3306161,1.0086944,1.2722378,0.92480046,1.2699157,0.88069344,0.98210305,1.100973,1.1844138,0.75739086,1.4088742,1.3382694,1.018714,1.1435654,1.0268176,1.1002102,1.0949738,1.2245576,1.1255221,0.75640434,0.9256338,0.76964986,0.9972225,1.1657631,0.5788499,1.0543277,1.2346824,0.97831756,0.98216265,0.6950114,0.90962034,1.0522716,0.8741036,1.1372577,1.1436425,1.4244727,0.85341746,1.3011788,1.2129716,1.3428185,0.610365,1.2551588,0.8803569,1.0082965,0.57144964,1.0238707,1.2554138,1.2034683,1.2147602,1.0119418,0.99432695,1.0948182,0.886979,1.0288371,1.1081395,1.3887215,1.3005983,0.75725466,0.64383787,1.2662172,0.6445843,1.0959228,1.2047234,0.99809974,1.1230855,0.94509757,0.8240948,0.99537367,1.0916035,0.8943402,0.86904365,0.89928997,1.3089806,0.7997254,1.2879591,0.89961517,0.9089217,1.2157103,1.0323802,0.9617383,1.229123,0.75303876,0.86788195,0.61963016,1.0271853,1.3788664,1.2072365,0.9607471,0.8996228,1.0885031,0.5768559,0.88118315,0.88924104,0.9266516,1.3732417,0.8741466
bread,0.95573777,0.8611686,0.8227955,1.0329568,1.2301269,0.7916572,0.85671264,0.46748966,1.0170946,1.3468952,1.3205707,1.0036727,1.2855066,1.2167329,0.87964123,1.2832944,1.1317703,1.0037602,0.99008787,0.706301,1.1954079,0.0,1.2092981,0.95154965,0.85159665,0.9879233,1.0517323,1.0483396,1.1598723,1.3242829,0.81824815,1.256377,1.2255967,0.84339,1.1629206,0.33601463,0.73574185,1.3420918,1.0116684,0.94994617,1.3788526,0.91843516,0.72062933,1.0834637,1.0313882,1.219975,1.0193518,1.3121933,1.1175362,0.6838423,1.1236119,0.9796144,1.0970802,0.82341105,1.0303216,1.114177,0.7346122,0.83085793,1.1126245,0.90094763,0.80025554,1.2021952,0.8646586,1.2468399,0.6361198,1.1198715,0.9264136,1.0586112,1.2556646,1.2860945,0.9597176,1.3196024,0.8543,1.2162633,0.9276198,0.9504382,0.6685039,0.82537293,1.1215571,1.0806417,1.105263,1.0865302,0.8352641,0.25433624,0.92985415,0.9258541,0.85112244,1.0334427,0.7623761,1.1278496,0.718146,1.3425641,1.332578,1.0584031,0.22964752,0.9875301,1.0208797,0.709015,1.1180407,0.9843954,0.583309,1.1460352,0.29793978,1.0900967,0.6430963,0.7216837,0.9508071,1.0166999,0.7025665,1.2842333,1.0323749,0.5565382,1.0965616,0.9067088,1.3530982,1.1217309,1.2084296,0.877911,1.3843901,1.0480214,1.3266835,0.8256982,1.1686602,0.8758694,1.2316204,0.77553403,0.6810471,1.1242719,1.183468,0.85606605,1.2176967,1.356851,1.1540966,0.8182795,0.93145233,0.99237794,1.2456723,0.99822956,0.9031521,0.8206059,1.1607492,1.1211833,1.2182475,0.9624609,1.2999551
broom,1.0990944,1.058547,1.1461513,1.1565137,1.0625823,1.2681212,1.2240824,1.0492657,0.7836564,0.8949939,1.0333972,0.99012405,0.7564813,1.0986241,1.0151689,1.0892761,0.96363103,0.9465256,0.9502118,1.040118,0.8627713,1.2092981,0.0,0.8486335,1.0999776,0.6534383,1.1187105,0.89398766,1.0128431,0.5888038,1.0449172,0.6509273,1.1145545,1.0400523,0.89261043,1.1138691,1.0306516,0.9071898,1.1713407,0.9466443,0.75113016,0.89431083,1.1171482,1.0181527,0.9551843,0.61941427,0.78290397,1.0028598,1.0784538,1.1698508,1.1685627,1.0413338,1.1479281,1.2635345,1.1165144,1.0044966,0.82607454,1.1420215,1.1635408,1.0571429,1.0953709,1.1000097,1.1411434,1.1340072,1.0635004,1.0941617,1.0284622,1.1298931,0.7453716,0.8791939,0.9886856,1.0497359,0.74680424,0.744246,0.8802255,1.0016845,1.166187,1.0703821,0.8283211,1.1337724,0.45897818,1.0507482,1.1500332,1.1657838,1.1513746,0.8592576,0.87771535,1.075748,1.2324536,0.7378894,1.0298128,1.0705569,0.8757769,0.9501165,1.2200037,0.8260308,0.7942851,1.0174364,1.0255201,0.8740148,1.3551618,0.97606677,1.1387869,0.97402173,1.199706,1.2390563,0.83560956,0.86340225,1.0806258,0.81897044,1.089263,1.0474089,0.8856921,0.77035344,1.121581,1.0005076,0.9284076,0.5821279,0.8395548,0.8529179,1.0611433,1.04913,1.083566,1.0982224,1.1527023,1.1885324,0.81411445,0.7832791,0.9124738,1.0391045,0.8655648,1.0062608,1.0675591,1.0971987,1.1189687,1.009649,0.8349031,0.8563957,1.0609231,1.121461,1.1394541,0.8856884,0.20264411,1.0909715,0.873449
bucket,1.1790645,1.0190622,0.7701795,1.0267919,1.3070371,0.78816414,0.7210176,0.7776853,0.5448113,1.0977411,1.2455497,0.8277,1.1419891,1.2777693,0.9787096,1.2915096,1.2063022,0.5901786,0.47777867,0.44052517,0.7616824,0.95154965,0.8486335,0.0,0.92411184,0.4368919,0.9120473,0.9860521,1.2813747,0.8270173,0.6461642,1.0384626,1.2169012,0.80759025,0.99188304,0.7852063,0.73221993,1.247477,1.3284845,0.77062243,1.0810299,0.14995205,0.96132886,1.1663102,0.87910485,0.87702656,0.68181837,1.2073876,1.2763638,1.0040063,1.3119745,1.1824551,1.2094104,1.0053611,0.9340876,1.1437587,0.79485345,1.0433989,0.89393944,1.0654002,0.89219,1.1657397,0.8271707,1.3712752,1.1552767,1.3320179,0.6980843,1.1420909,1.0606717,1.011871,0.39672875,1.391801,0.7665342,0.9512922,0.8429314,1.2113684,1.2938329,1.1453588,0.43973088,1.3051858,1.0310388,1.2030662,1.1318082,0.96905595,1.064707,0.6363051,1.0063701,1.3519411,0.92912006,0.8341212,0.810586,1.2332531,1.3063953,0.73425627,1.0169024,0.7872735,0.7911339,1.0896071,1.2452762,0.9311691,1.1807327,0.99330425,0.79688096,1.0011241,1.0675048,0.97138625,0.72662807,0.5535845,0.81966794,0.9896553,1.1417807,0.9103498,1.1050813,0.83784676,1.3677688,1.070196,1.267942,0.7213891,1.1485268,0.6428898,1.2648307,0.90351033,1.1704952,0.7935984,1.216128,1.0497355,0.78152645,1.0393459,1.1771051,0.9605448,1.0953857,1.2749248,1.1258142,0.5549975,1.0931652,1.1351832,1.0524509,0.69533724,0.6711447,0.92973363,1.1283349,0.84218806,0.80178046,0.9489873,1.0616417
butterfly,0.3687502,0.60470796,0.7984245,1.2372072,1.3369153,0.8520906,0.9154892,0.7603089,1.0828873,1.367121,1.3826778,0.49260622,1.3838805,1.3979466,0.1062547,1.4235818,1.2745712,0.97206897,0.62191755,0.8105887,1.2867912,0.85159665,1.0999776,0.92411184,0.0,0.65954554,0.96187073,1.0150961,0.8605889,1.189577,0.94040084,1.2954073,1.2075408,0.6586126,1.0526694,1.0102752,1.0976989,1.370089,1.3668125,0.45744115,1.3611958,0.7644763,1.1679193,1.0611888,1.075327,1.1339327,0.91181135,1.3509884,1.1545943,0.629861,1.2054915,0.968891,1.1790653,0.29982793,1.1298969,1.0914919,0.60212946,0.17251348,1.2744734,0.57753754,0.6636908,1.1402391,0.68491656,1.361882,0.8553322,1.2596991,0.58129185,1.0156564,1.3466355,1.1192617,1.2154799,1.1483977,0.57633954,1.2485669,1.054814,0.92138267,1.1140625,1.0522003,1.167553,1.2795688,0.84873796,1.1397252,0.91791445,1.0509325,0.6114641,0.8331857,0.66802585,0.9784237,0.72955346,1.2666239,0.70129025,1.4411833,1.1542926,0.94324476,1.0696471,0.5583317,0.64395005,0.90424216,1.0913597,0.6628692,1.0666755,1.1340374,0.83082706,0.96616745,0.72646856,0.8983133,1.0065014,1.0777323,0.66538304,1.292048,0.9908913,0.6642075,1.2326947,0.55022633,1.3586216,1.2140076,1.0798788,0.83790886,1.2563205,0.7152409,1.3106657,0.44634467,1.2798022,0.5850117,1.3140237,1.221716,0.5234786,0.8681369,1.1982527,0.89983445,1.2160602,1.4091313,1.4753625,0.90790004,0.76566786,0.8413938,1.0674782,0.87879914,0.6312132,1.2799412,1.2215686,1.0194813,0.9747021,0.6570596,1.1957376
