,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
egg,1.2168553,1.1612815,0.5036708,1.1914696,0.45956385,0.76262575,0.7792436,1.1991171,1.2466824,1.207433,1.4503851,0.72499704,1.450701,1.237169,0.97706926,1.3124778,0.8764811,1.0122014,0.8408334,0.6847619,1.1451031,0.71806943,1.2372794,0.96133757,0.7891673,0.9884865,1.0142394,0.79500294,1.2679124,1.4110742,0.9942748,0.9260744,1.3044884,0.8563589,1.2523363,0.8188957,0.9433515,0.7918391,1.4571021,0.73949105,0.6736757,1.3482188,0.79557484,1.0974201,1.301431,1.2364316,1.1930655,1.1043419,1.363308,0.7071755,0.0,1.2494893,1.1382681,0.63751936,1.1894813,0.7688345,0.90816927,0.8086839,0.9160354,0.76083815,1.0980581,1.0849533,0.6809072,0.66357964,1.17441,0.48012936,1.1432248,0.8422953,0.9965795,0.67333585,1.2732489,1.1466684,1.297381,0.96608335,1.315107,0.94018525,1.3853099,0.98317266,0.63754493,0.8753789,1.1871418,0.9459692,0.9096893,0.8170624,0.6401353,0.6970253,0.6917361,0.8314086,0.6558471,1.3420197,1.2547781,1.4002174,1.316226,1.1794343,0.7805073,0.75348496,0.6022449,0.93428445,1.0187513,1.1142783,0.75238186,1.2556785,0.75143313,1.3097004,1.0532527,1.2755004,0.98274946,1.0149482,1.0209985,1.3434877,0.91356546,1.1648555,0.8536563,1.0139303,1.3209683,0.6883239,1.3115292,0.6473197,0.78487027,0.7331829,0.78648484,1.18652,0.69533545,1.3051662,1.287905,1.3163829,0.493725,0.60903406,0.733008,1.0543467,0.7317941,0.7208402,0.91023135,1.1179554,1.0499204,1.1381695,0.6934341,1.2781472,0.8098269
elephant,0.6922632,1.0166696,1.319458,0.68196964,1.282743,1.0790713,1.1588581,1.1192787,0.7683729,0.3001197,0.44354993,1.1609043,0.711029,0.76747286,1.1541991,0.4978829,1.210649,1.3803803,1.2794912,1.4155264,1.2293273,1.0024397,1.0132629,1.3792647,1.3261967,1.3219715,1.0962769,1.2286093,0.4223107,0.7895686,1.2022557,1.2500942,0.74702793,1.1027266,0.7482915,1.0608525,1.2346992,1.200043,0.6180758,1.2085512,1.4367573,0.90131503,1.3411691,1.0044813,0.65252376,0.99176806,1.1159252,1.2859215,0.66432923,1.0259883,1.2494893,0.0,0.7860635,1.1720467,0.8191486,1.2399216,1.2410727,1.1806494,1.3393564,1.3661867,0.4993366,0.70387274,1.2146637,1.3325038,0.6350555,1.3704494,0.7353035,1.2106247,0.90766203,1.2941353,0.6452287,0.96426547,0.6043353,1.170615,0.57667553,1.407668,0.9860779,1.1154201,1.1426444,1.130619,0.77429575,1.1618271,1.0387939,1.2540784,1.1615372,1.4082822,1.251365,1.0169495,1.3279103,0.9013059,0.53553236,0.47301626,0.5961567,1.0113996,1.4376915,1.414618,1.3350413,1.0918406,0.6741655,1.0194719,1.2710152,0.77770853,1.2499561,1.0036509,1.2794322,1.0522251,0.6674201,1.0544282,1.2319467,0.38977516,1.2508417,0.8311031,1.3895087,1.0771602,0.72016484,1.2939826,0.47806162,1.4186981,1.1679399,1.2314053,1.355163,1.0879283,1.2424049,0.99432933,0.422274,0.6899066,1.4252,1.2628267,1.1233968,0.98530036,1.3751795,1.4429653,1.3434751,0.85222554,1.2036982,1.2127783,1.1830552,0.83544225,1.071755
face,0.73433053,0.95978856,1.2428665,0.69437367,1.0877271,0.982442,1.0567669,1.1818198,0.8290119,0.8416047,0.6652436,1.2806861,0.789857,0.8861951,1.3185344,0.737893,1.2060771,1.2933018,1.2852385,1.3762988,1.1631228,1.2199898,0.9617242,1.3830706,1.2750123,1.411891,1.1193402,1.0394855,0.8054075,0.83420503,1.0512155,1.193016,0.80777144,1.0402939,0.7058244,1.1645164,1.2445526,1.0615528,0.68979174,1.1233468,1.3677222,0.86256576,1.3391051,0.9474233,0.74244523,0.9842428,1.0912402,1.0662998,0.83156186,0.83489704,1.1382681,0.7860635,0.0,1.0674698,0.9147153,1.3393869,1.063853,1.1639687,1.3751662,1.2748097,0.81293845,0.6600536,1.1152338,1.3716612,0.82925195,1.2316587,0.26256216,1.1413925,0.7207375,1.1408664,0.7704344,0.9398164,0.6896391,1.1338484,0.6683642,1.3949203,0.97513676,1.291842,1.0149536,1.1055082,0.66533744,1.1191721,0.9943574,1.2671032,1.090483,1.3529816,1.2078172,0.5654719,1.2744977,0.92781264,0.67533004,0.6186293,0.67328846,0.98056775,1.3854778,1.3414799,1.2854128,1.2825985,0.87893134,0.9633359,1.3460186,0.89981425,1.0802426,1.008672,1.2535257,1.0029342,0.9960985,1.1527479,1.1750513,0.5290983,1.2106284,0.99982667,1.3504827,1.1584287,0.76350945,1.2523961,0.8062465,1.3057883,1.1035063,1.1514645,1.3843509,0.99977916,1.1722698,1.092646,0.5319863,0.7357522,1.3208222,1.0593505,0.98959506,0.9481055,1.3526719,1.3125534,1.377233,0.8002245,1.072007,1.2393544,1.142789,0.8663616,0.9997736
finger,1.323518,0.7732481,0.7899646,0.92342204,0.7948417,1.1014676,1.0972898,1.2494018,1.261991,1.0771016,1.3444433,0.53733945,1.3142083,1.1212955,1.0524253,1.224932,1.1185797,1.2088562,0.9783449,0.8962722,1.229558,0.7617241,1.1286402,1.1166153,0.8669947,0.9858553,1.2018874,0.5576482,1.2624533,1.2522637,1.0739254,1.1265558,1.2706438,1.0067713,1.1337986,0.94282585,1.0134373,0.956681,1.2543086,0.9203948,0.7751189,1.3357446,0.9425602,1.152068,1.328626,1.2275507,1.0908724,1.032323,1.1768404,0.3293854,0.63751936,1.1720467,1.0674698,0.0,1.2578298,0.98846024,1.1653465,0.32783616,0.8810016,1.0117755,1.0783046,1.1244314,0.5036986,0.57930994,1.2478534,0.5752723,0.9014832,0.8733025,0.4334731,0.55979496,1.3325673,1.3668207,1.168265,1.16649,1.0051771,0.9070214,1.2860587,1.0825329,0.89554524,0.95726806,1.1675384,0.8933906,1.1804434,0.7248578,0.37938964,0.761989,0.3867966,0.49233043,0.76925445,1.342192,1.2491438,1.1347,1.0296795,1.1806101,0.8086841,0.8273468,0.847361,0.9194039,1.1083302,1.269166,0.987474,1.3414592,0.6614243,1.0764631,1.1251527,1.2155137,0.85972464,1.1467289,1.1661127,1.1136607,0.8540027,0.83923733,0.8577229,1.2163389,1.2561076,0.6140042,1.3302039,0.8727724,0.93120366,0.76006097,0.88698506,1.2306546,1.0123646,1.3005182,1.1010252,1.3780113,0.79745036,0.27606297,0.4367835,0.87712264,0.7405391,1.0857558,1.212261,1.2532818,1.2030317,0.98864275,0.5716379,1.2641222,0.6744931
firetruck,0.80657583,1.015371,1.2901757,0.92293435,1.1791811,0.9979118,0.97678155,0.856238,0.78236544,0.898413,0.7915639,1.3189731,0.7544788,0.918907,1.1597747,0.84668577,1.0401243,0.91676587,1.173385,1.2086248,0.85547113,1.3069844,0.83397365,0.9909421,1.1763928,1.1359377,1.0584407,1.0747658,0.9257185,0.7542745,1.0374892,1.1051896,0.8266928,1.0089668,0.9931147,1.1728476,1.0857925,1.0731843,0.94031554,1.1903621,1.240448,0.62169003,1.1735256,0.921445,0.8994555,0.90139705,0.88899875,0.8593093,0.9299041,1.223748,1.1894813,0.8191486,0.9147153,1.2578298,0.0,1.1923504,1.0040216,1.2421441,1.2070093,1.126788,0.9241029,0.80896485,1.3583539,1.237216,0.8171563,1.2150041,0.9743536,1.1506132,1.031491,1.3780098,0.8311079,0.7669261,0.9722165,0.9382627,0.98849595,1.2542287,0.7236956,1.1602976,1.0660683,0.885378,0.82696617,0.9333895,0.9218911,1.1880035,1.2109395,1.2475911,1.3927283,1.0656496,1.264215,0.79525137,0.8371192,0.80073994,1.0272136,0.8803929,1.3009126,1.27122,1.2406842,1.2017109,0.86178446,0.87079906,1.2210652,0.8919393,1.1337662,0.96384114,1.0929035,0.7998784,1.1025546,1.0435778,0.9282384,0.9310266,1.176955,1.042974,1.2149397,0.95399,0.5743456,1.3432779,0.71107876,1.2570548,0.9272189,1.1253527,1.2483567,0.92781186,1.0647105,0.87939286,0.9451974,0.6820178,1.2505025,1.3441538,1.1961439,0.8835355,1.2212093,1.0742309,1.034438,0.8795202,0.92067146,1.0730693,1.2874234,0.7454457,1.2640778
fish,1.0193043,1.2802613,0.6568612,1.277358,0.87284106,1.0878668,0.92826384,1.0348727,1.4370178,1.3395975,1.4747403,0.58365935,1.5215187,1.2033321,0.5103915,1.3102584,0.7291938,0.83393514,0.653782,0.6342566,1.1752555,0.61652815,1.2707863,0.8716207,0.36703402,0.7037155,0.9073616,0.90231574,1.0189443,1.437058,1.0592613,0.7341348,1.2801434,0.71350074,1.4696805,0.6811359,0.68678594,0.91469264,1.5018849,0.53948593,0.51519316,1.3857945,0.64241433,1.2046099,1.2405773,1.3150513,1.0135913,1.1086792,1.4159625,1.0844072,0.7688345,1.2399216,1.3393869,0.98846024,1.1923504,0.0,0.8514872,0.82775813,0.53443825,0.42469704,1.1447325,1.1601634,0.6390731,0.6194726,1.1668928,0.49801826,1.4048021,0.7405145,1.239519,0.7248173,1.1175481,1.2037598,1.3918118,0.9750668,1.4887683,0.5560539,1.31822,0.68804014,1.0942254,1.0234791,1.1940433,0.9296006,0.96492946,0.7414848,0.8067993,0.621224,0.61910313,1.2525625,0.5932343,1.3520367,1.0938406,1.5231214,1.4533012,1.1699693,0.42974114,0.47059488,0.70467347,0.6575198,1.1010797,1.0715195,0.55968845,1.0794215,0.9308555,1.29036,0.86169076,1.2294098,0.9953198,0.6778687,0.85304385,1.5208902,0.7377881,1.2218773,0.5822808,1.0669229,1.3908494,0.5912051,1.1818871,0.5613129,1.0172683,0.840971,0.49535322,0.9585295,0.774727,1.2163801,1.5036371,1.5211322,0.59185106,0.78212845,0.9370711,1.1472443,0.64164835,0.6603445,0.7379353,1.1299982,0.94269973,0.96875226,0.68086684,1.1294174,0.7743887
flower,1.0072885,1.044293,0.6993545,1.1496531,0.83877814,0.8314267,1.0733804,0.86374444,1.1954483,1.2003984,1.253129,0.89789927,1.2816672,0.9516007,0.7484559,1.2023818,0.7086099,0.7696566,0.77530235,0.94710743,0.9670311,1.0200512,1.173465,0.7259241,0.8416116,0.8397619,0.7200376,1.0759522,1.0962899,1.2787757,1.0268764,0.71961874,1.1363232,1.0663593,1.2571027,1.1969854,1.0094621,1.0337341,1.258171,1.0107492,0.8430602,1.0229084,0.8053163,0.91812754,1.0254592,0.94946486,0.98663276,1.1207886,1.0592237,1.2286001,0.90816927,1.2410727,1.063853,1.1653465,1.0040216,0.8514872,0.0,1.1261947,1.0884637,0.7660778,1.1775507,1.2554376,0.99765784,0.85890186,0.94921124,1.1369462,1.1447582,0.92834216,1.1927412,0.9320556,0.9924347,0.92011017,1.1681411,0.7155962,1.3721447,0.9555899,1.0167773,0.95156157,1.0706245,1.0561045,1.1721481,1.2152007,0.94491965,1.0315722,1.1429622,1.0540018,1.1048465,1.1493167,0.83158255,1.0700313,1.0293865,1.2189875,1.3490484,1.1307023,0.8897018,0.8929123,0.9400712,1.0375688,1.0385575,0.27151906,1.0301425,0.8949901,0.82031846,1.0297579,0.8466244,0.8935405,1.1494186,0.76585245,0.707405,1.2617064,0.9078789,1.1877148,0.8586565,1.115091,1.174038,0.92295724,1.1082351,0.8958382,1.1387475,1.2630854,0.7618491,0.72239316,0.6266936,0.87359023,1.2166756,1.1464313,0.8794948,1.0294075,1.2786424,1.2783178,1.0777181,0.59792376,0.9579435,0.82957816,0.7948724,1.0371078,1.007668,0.91457915,1.0449271
foot,1.184438,0.82446617,0.92908037,0.9512723,0.9991626,1.2238837,1.0878447,1.2166698,1.3335457,1.0775347,1.365782,0.6062006,1.2622497,1.035298,0.8196999,1.2484943,0.9856633,1.123394,0.96389574,0.96042806,1.2278764,0.8692688,0.9984769,1.035505,0.7273433,0.9470118,1.1126263,0.6468364,1.2331667,1.1897159,0.96419466,1.0932696,1.260746,0.9365105,1.0903347,1.0690446,0.91276795,1.0361985,1.2697852,0.9372051,0.7953155,1.3028662,0.9465813,1.2593616,1.2606893,1.1399462,1.0174077,1.0736531,1.0405028,0.6147413,0.8086839,1.1806494,1.1639687,0.32783616,1.2421441,0.82775813,1.1261947,0.0,0.71593165,0.8772278,1.0880768,1.1657195,0.6922898,0.61738735,1.2737192,0.61651856,1.0260121,0.91505337,0.6862607,0.679092,1.1652008,1.3065227,1.03152,1.1517029,0.92901826,0.82071674,1.1893636,1.033632,1.098536,0.88219213,1.108592,0.88168675,1.185499,0.9168749,0.5840776,0.6797852,0.5208725,0.75519603,0.91574454,1.298981,1.1851435,1.1060371,0.9313672,1.165624,0.76765615,0.83115065,0.97009486,0.9171422,1.1451409,1.2412045,0.9780665,1.1436672,0.7684839,1.1124465,1.0665829,1.1542933,0.92322624,0.96602964,1.0869907,1.1277765,0.6900956,0.73583007,0.73746324,1.2954452,1.2062628,0.71833146,1.297881,0.92613256,1.0271165,0.8304863,0.80301344,1.1864977,1.0038778,1.0764511,1.1403241,1.4205198,0.8639779,0.5081117,0.5647883,0.8772937,0.64713514,1.0117381,1.0526857,1.306471,1.1023059,0.864131,0.7459178,1.2273215,0.7245126
fork,1.1979811,1.1201093,0.94340444,1.3052242,1.0837532,1.276247,0.8880604,0.8268037,1.2252791,1.2634315,1.4368438,0.6458927,1.2364438,1.1675481,0.7186914,1.328987,0.95731485,0.7028694,0.87836665,0.597242,0.82154155,0.8129674,0.9452352,0.84356356,0.5255742,0.68876266,1.0778625,0.8172627,1.2977517,1.213915,0.8703668,0.78618175,1.2972661,0.9276589,1.3731012,0.77399784,0.50548923,0.8843206,1.4131035,0.72128415,0.5617187,1.1899879,0.7972795,1.1655688,1.3847439,1.1432772,0.89046264,0.7262962,1.3608029,0.99534863,0.9160354,1.3393564,1.3751662,0.8810016,1.2070093,0.53443825,1.0884637,0.71593165,0.0,0.55381817,1.1976616,1.2194939,0.7122674,0.72212344,1.3802946,0.5928789,1.3685474,0.860966,1.1221606,0.66123307,1.3372595,1.2173036,1.3953743,1.0586996,1.3243014,0.19042683,1.1073598,0.6082345,1.1285837,0.8221674,1.2577896,0.7346649,1.0486709,0.8042409,0.9115771,0.46760595,0.5234282,1.1921909,0.7870477,1.115489,1.2493525,1.5004816,1.3171891,0.8990835,0.3261096,0.46293718,0.6967752,0.6839213,1.1621668,1.167633,0.4898486,1.2862637,1.0225155,1.0752478,0.5851269,1.0900528,1.0792791,0.9681004,0.7779113,1.4702781,0.6724803,1.1460484,0.5765658,0.88963217,1.3164196,0.68332237,1.3176303,0.7112758,0.81935203,0.64215106,0.53577375,1.0304285,1.0299547,1.1298889,1.4421579,1.3922963,0.6527991,0.85123914,0.8723154,0.9880409,0.5029536,0.861155,0.50599533,1.3195903,1.045844,0.6716341,0.80979764,1.2051566,0.7477827
frog,0.85632706,1.185713,0.70820165,1.3450055,0.79887676,0.9560956,0.80417424,1.0848378,1.3661534,1.3750131,1.4788276,0.8330364,1.4442792,1.0949548,0.5032088,1.3989763,0.64801097,0.7570646,0.8464318,0.7871216,0.94698316,0.8726466,1.0874606,0.89589965,0.27638352,0.9061415,0.94226426,0.97713506,1.2100205,1.3644644,0.978783,0.7711977,1.274948,0.8788976,1.3587166,0.9351599,0.7910693,0.880013,1.4633887,0.62060523,0.64652854,1.3263683,0.8300066,1.2409029,1.171346,1.0152367,1.0160669,0.95993614,1.3420603,1.0850805,0.76083815,1.3661867,1.2748097,1.0117755,1.126788,0.42469704,0.7660778,0.8772278,0.55381817,0.0,1.1725618,1.2617593,0.82996356,0.74510086,1.2441777,0.653467,1.360223,0.84947765,1.1825763,0.7432361,1.0299785,1.1424009,1.3260976,0.920096,1.4321256,0.54794663,1.2888275,0.89598083,1.0530065,0.9355399,1.0932238,0.8842264,0.7854625,0.9272114,0.9857405,0.7094233,0.77169335,1.1633319,0.71496624,1.2760172,1.1337483,1.4872357,1.4018424,1.0020251,0.575066,0.63876426,0.73876715,0.9323776,1.1274576,0.9765857,0.73363924,0.95632964,0.83085287,1.1459296,0.73795366,1.0901774,1.1121961,0.600572,0.6556971,1.4692652,0.7130035,1.2766167,0.7101269,1.184429,1.3573759,0.7585198,1.2628042,0.6836943,0.793602,0.87402666,0.612476,0.9275333,0.7844478,1.0094414,1.4429314,1.4008973,0.6340903,0.9086343,1.0476114,1.0643649,0.80754477,0.47251916,0.7113149,1.1718674,0.8904238,0.9418011,0.83926463,1.1879427,0.89694476
giraffe,0.76413536,1.041223,1.2398643,0.8438096,1.176753,1.1204109,1.0663472,1.1708621,0.927612,0.74101734,0.6849137,1.1064718,0.825485,0.875237,1.1022238,0.5976759,1.1146014,1.2178584,1.2654345,1.2954882,1.1084516,0.9986854,0.96609616,1.2893236,1.1349568,1.23869,1.0814327,1.0400602,0.69905394,0.87038636,1.0807197,1.2500205,0.88286656,1.0147732,0.7835252,1.0382175,1.1382208,1.0075548,0.7608381,1.1110387,1.2737767,0.946381,1.3002164,1.091888,0.7100214,1.0595186,1.1513027,1.1451262,0.7665441,1.015191,1.0980581,0.4993366,0.81293845,1.0783046,0.9241029,1.1447325,1.1775507,1.0880768,1.1976616,1.1725618,0.0,0.9468855,1.186109,1.2053813,0.88633776,1.1471262,0.8179317,1.220191,0.9322035,1.2088696,0.7157147,1.0401058,0.8622898,1.2139697,0.7133672,1.2837651,1.008993,1.2187881,1.0404037,1.0704957,0.8005949,1.0261656,1.0837952,1.1816759,1.1079704,1.2302054,1.0977094,0.9546715,1.2062674,0.99990314,0.55741876,0.6158278,0.67963564,1.0164752,1.2948656,1.258086,1.2280153,1.006771,0.692319,1.0466194,1.2256807,0.78701377,1.1178868,0.9667557,1.2176633,1.0044546,0.72777355,0.9612081,1.0921268,0.640772,1.1203479,0.94105935,1.3074315,1.1302507,0.7984704,1.2261236,0.72569185,1.2294531,1.0483072,1.0945208,1.3363628,1.0858152,1.1076903,1.0179715,0.6704509,0.90338224,1.299789,1.1615597,1.064525,1.001841,1.2178065,1.2944587,1.2341471,0.96653366,1.1116515,1.140043,1.1356622,1.0064414,1.0517056
glass,0.7039691,0.9091544,1.3941035,0.7031552,1.2236602,0.82411784,0.7808784,1.0513808,0.53960484,0.8324815,0.62793124,1.3408186,0.72550887,0.9515056,1.2190479,0.7160444,1.129869,1.2010249,1.393983,1.3576059,1.0171869,1.282897,0.9358463,1.3058085,1.2855641,1.4383454,1.1780455,0.9391875,0.7201226,0.80276954,1.0040871,1.085508,0.8268622,1.0047269,0.79801553,1.0765911,1.0405838,1.0184921,0.7100297,1.2377675,1.4614581,0.8513244,1.379789,0.7405514,0.8334198,0.97468024,0.9990265,1.0558436,0.9115259,0.9170549,1.0849533,0.70387274,0.6600536,1.1244314,0.80896485,1.1601634,1.2554376,1.1657195,1.2194939,1.2617593,0.9468855,0.0,1.2976665,1.2910733,0.8825008,1.126664,0.64668334,1.220189,0.66348827,1.416551,0.817354,0.84898925,0.75449055,0.88616574,0.6938087,1.3080683,0.93962,1.0049065,0.81611174,1.1221914,0.51745546,1.0990163,0.73461723,1.3465229,1.1740413,1.3086772,1.282619,0.83952105,1.4037457,0.82217073,0.68563795,0.6845256,0.79045194,0.83712167,1.4248717,1.4706743,1.230863,1.2809647,0.74462557,1.0822711,1.2924232,0.9282825,0.9814301,1.0125623,1.2777014,0.97020155,0.9869171,1.0569427,1.0482364,0.6465553,1.2064266,0.99158466,1.3157146,0.8068313,0.80318487,1.4334514,0.68034613,1.4437102,1.0360824,0.9774937,1.3049145,0.94098663,1.3262482,1.0742772,0.69359434,0.58423316,1.3089957,1.2912703,1.0305275,0.67490685,1.2755315,1.4112542,1.1673669,0.9334895,1.1995702,1.1883457,1.3438531,0.8847896,1.1088707
glasses,1.4631144,1.1713756,0.3999133,1.0908675,0.8202019,1.1975756,1.2809976,1.1582555,1.4900591,1.2032359,1.5059332,0.3523717,1.5689828,1.3102518,0.89598984,1.4671541,0.9994281,1.0624729,0.4195087,0.50959027,1.3044348,0.46562356,1.3765541,0.98076856,0.6572746,0.64620745,0.9712789,0.92351156,1.1950244,1.4434105,1.1910224,0.9474971,1.2516232,0.9745549,1.3523557,0.65567505,0.8953837,1.0950408,1.4766448,0.5743785,0.39297688,1.46016,0.4159171,1.2396479,1.3881787,1.4061762,1.068712,1.0742214,1.4003301,0.5909594,0.6809072,1.2146637,1.1152338,0.5036986,1.3583539,0.6390731,0.99765784,0.6922898,0.7122674,0.82996356,1.186109,1.2976665,0.0,0.6078,1.2385578,0.5458266,1.0538169,0.5983868,0.99391323,0.18255866,1.3580186,1.3357227,1.314418,1.1236136,1.3805192,0.6561895,1.3566773,0.87021637,1.1525189,0.99145854,1.4303855,1.0536001,1.1437757,0.38340533,0.31664908,0.63974315,0.233684,0.6544002,0.42558575,1.4045607,1.2840871,1.468956,1.3014963,1.3666164,0.4486518,0.3644145,0.7506375,0.8415806,1.2809548,1.2203525,0.47977793,1.3341383,0.98582804,1.2574608,0.85792816,1.3201243,1.0048906,1.111669,1.1324549,1.3566798,0.8511872,1.1420867,0.6414724,1.1488029,1.4283669,0.15143096,1.3360512,0.4907518,1.0033807,0.8732814,0.5065786,1.1857727,0.8920719,1.3572823,1.2899201,1.5608331,0.6158731,0.17288709,0.46605742,1.1583486,0.6679665,0.7406851,0.95457006,1.2195543,1.0698439,0.9858241,0.10142231,1.2174058,0.47160405
glove,1.2997184,0.86823016,0.553781,1.1615957,0.73346734,0.98323435,0.8485634,1.1200948,1.452795,1.2935051,1.5292656,0.51327384,1.5050018,0.9553617,0.7814249,1.2978163,0.84130585,0.8992865,0.63204616,0.6151021,1.1960244,0.7379639,1.2684356,0.75687104,0.6252339,0.7092134,0.9473175,0.8678131,1.3319664,1.4502947,0.9221835,0.91273177,1.3775811,0.9164219,1.3710504,0.9326198,0.88594306,0.95134526,1.4380623,0.8024617,0.5827631,1.3623663,0.60105604,1.1685332,1.3573346,0.96349764,1.14076,1.1034389,1.2084017,0.857362,0.66357964,1.3325038,1.3716612,0.57930994,1.237216,0.6194726,0.85890186,0.61738735,0.72212344,0.74510086,1.2053813,1.2910733,0.6078,0.0,1.2968508,0.49165463,1.3489302,0.69796884,0.78695923,0.5500084,1.3206189,1.2909629,1.3943266,0.927511,1.3146665,0.7499006,1.3399792,0.89100766,0.9499848,0.95778644,1.1874734,1.0571493,1.0955365,0.693419,0.66808295,0.52339923,0.6115454,0.9549067,0.6955756,1.3862401,1.2578335,1.3230133,1.3699398,1.1936144,0.61948794,0.60283434,0.6932491,0.57864285,1.1378433,1.0661722,0.7461285,1.2283218,0.65819776,1.1264651,0.960053,1.1180391,1.0901892,0.8913638,0.9740156,1.4192518,0.63854694,0.93553,0.52330196,1.1290809,1.4129004,0.50762784,1.3628217,0.6510839,0.9182189,0.90115577,0.53904223,1.0749288,0.788131,1.0762954,1.4460242,1.5333638,0.46939552,0.49662328,0.83034873,1.0749394,0.541104,0.6108948,0.84028065,1.2544138,0.9674942,1.0651863,0.6586445,1.2870382,0.88221365
grass,0.82017267,1.000146,1.1691008,0.8596796,1.1704124,1.0019026,1.1198814,1.1240929,0.79837334,0.719557,0.5747588,1.2666423,0.8019656,0.8885355,1.1695175,0.79935944,1.0840554,1.1933398,1.1427503,1.2772725,1.1400898,1.1070225,1.0186503,1.2552979,1.2417578,1.2563882,0.8333232,1.1326894,0.66753,0.92528284,1.1577238,1.0707759,0.73085904,1.0409963,0.8530888,1.0669608,1.2790997,1.1175263,0.7261751,1.1812145,1.2780745,0.8646792,1.2203223,0.9161296,0.78107995,0.9700775,1.0466062,1.2653399,0.8366077,1.1923039,1.17441,0.6350555,0.82925195,1.2478534,0.8171563,1.1668928,0.94921124,1.2737192,1.3802946,1.2441777,0.88633776,0.8825008,1.2385578,1.2968508,0.0,1.3711015,0.83183986,1.179566,1.0445001,1.2950773,0.7821586,0.8242897,0.80443096,1.0669072,0.94334984,1.3470929,0.92946947,1.0739939,0.9895752,1.1315706,0.89832574,1.1477664,1.0078585,1.1481346,1.1621504,1.3892803,1.3126943,1.050303,1.1811559,0.9714322,0.7657414,0.7039762,0.89794105,0.9827427,1.3076458,1.25782,1.21445,1.2171144,0.89525044,0.74218976,1.238635,0.85652006,1.2077712,1.1086497,1.2325019,1.0297406,0.9049909,1.028283,1.0729873,0.6646933,1.3487453,1.1079545,1.3257642,1.0004717,0.73700714,1.2764078,0.55815154,1.2305076,1.1788421,1.2813003,1.323087,0.82869285,1.0629108,1.0203613,0.69541085,0.6343042,1.3104761,1.2759738,1.2223685,1.024508,1.405708,1.2145311,1.2572559,0.31177676,0.7677542,1.2090731,1.1613162,0.6486437,1.1392742
gum,1.256725,1.1896588,0.61040527,1.1865368,0.6231418,1.1050128,0.7786504,1.239052,1.4022689,1.3504395,1.5415592,0.5734141,1.4912032,1.2499642,0.9796582,1.2939155,0.93362415,0.9143966,0.7426499,0.5556101,1.2065418,0.62488717,1.1577151,0.95290244,0.4671694,0.92505413,1.1538827,0.71929747,1.3495709,1.411458,0.920714,1.0249794,1.3741899,0.7248293,1.2705514,0.73167163,0.77013505,0.7588484,1.5110381,0.5059918,0.4654504,1.4911548,0.69046164,1.2850007,1.3934712,1.3476508,1.1553199,0.969489,1.3911297,0.70831627,0.48012936,1.3704494,1.2316587,0.5752723,1.2150041,0.49801826,1.1369462,0.61651856,0.5928789,0.653467,1.1471262,1.126664,0.5458266,0.49165463,1.3711015,0.0,1.2206271,0.68660975,0.9280628,0.57259375,1.3719205,1.3773956,1.3741523,1.0891559,1.2236007,0.6776495,1.4629428,1.0685027,0.9519451,0.85217404,1.0699918,0.7416566,1.0199896,0.72383845,0.4773804,0.45924157,0.48366845,0.8292788,0.6783911,1.4237905,1.2801152,1.4385383,1.2341914,1.1348737,0.50462264,0.5052241,0.7061393,0.81563115,1.0135247,1.3556334,0.5678692,1.380608,0.8401631,1.2866204,1.0326924,1.2703955,0.9851192,1.086721,1.0618229,1.4084783,0.7319056,1.0242658,0.70009816,1.1252344,1.399413,0.51969415,1.3184766,0.45214045,0.7826911,0.55252814,0.67272294,1.3085159,0.8116189,1.3958211,1.402685,1.4933739,0.44390547,0.47272885,0.49842507,0.8021134,0.4676242,0.68466294,0.7130927,1.3734473,1.1545668,1.1003942,0.5562098,1.4071958,0.7616414
