,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
purse,0.87701464,0.93617386,1.1245902,1.123461,1.0483685,0.8638683,0.9977997,0.7031497,0.8980951,0.913839,1.0350087,0.96457225,0.88531065,0.8714032,0.951994,0.94805586,1.0579604,0.9439109,0.7141326,1.0683298,0.48948246,1.0507895,0.7661078,0.97687525,1.1652616,1.115445,0.72402936,1.0463685,1.1063521,0.9629158,0.9040615,1.1100905,1.0411761,0.9268032,0.9992779,1.1563067,0.85318476,0.71105206,1.1004084,0.82415766,0.93621325,1.1837932,0.98855793,1.2417934,1.0313306,0.90816975,0.9356465,0.9011151,0.70200676,1.0420802,1.162092,0.696992,1.0837938,0.7514493,1.2520695,1.0209589,0.9709885,0.97992283,1.059245,0.81803536,0.96639967,1.0785788,0.927415,1.0375843,1.0628633,0.90649116,1.0195079,0.75840753,1.2331139,1.2730201,0.75285864,1.0161548,0.8675077,1.0675124,0.91072303,1.0139003,0.9864761,1.077663,1.0326611,0.96527666,1.212773,0.80419874,0.9395217,0.8768425,1.214258,0.95662147,0.0,1.0647849,1.1215203,1.2477283,1.0856307,1.0810642,0.7613466,0.966369,0.90482825,1.0650781,0.9245062,0.86141986,0.9566089,1.1806161,1.1468861,0.8187537,0.98757595,1.0276713,1.239776,1.0568554,0.8853621,1.0189742,0.9301674,1.0569334,1.1721791,1.0638751,0.74441946,0.68885726,0.8393069,1.0910354,0.80406314,0.9674751,1.1312096
refrigerator,0.66857123,1.2513487,1.5053232,0.56570035,1.4490154,1.4453654,1.3955339,0.9220776,0.304003,0.5790986,1.208312,0.6830623,0.68469054,0.6803148,0.8379094,0.9384327,1.3511434,1.1351116,0.71904397,1.4874871,1.0066118,1.1967473,0.849713,0.8086218,1.3529402,0.9171155,0.6666155,1.1978891,0.52709705,0.6954443,0.643319,0.95636624,1.5013769,0.51205593,1.3897109,1.3082883,1.2943659,1.2201933,0.44291663,0.8230437,0.95673865,1.517135,1.2209214,0.92912585,1.3725102,1.0698972,1.1687812,1.2632862,1.2149976,0.47193182,1.3356366,1.181492,0.79777646,1.1824112,0.964063,0.851936,0.98516256,1.3946917,0.8395171,1.0342551,0.6784066,1.3194244,0.6024754,1.2850423,0.7689517,1.2912223,0.9357399,0.9398293,1.0888517,1.4776852,1.1387173,1.3924296,1.3995438,1.5399935,0.28553855,0.8018182,0.7081441,0.82981604,0.82560176,1.3262049,1.3164934,0.96651626,0.87242025,1.018784,1.3550959,1.2229581,1.0647849,0.0,0.69921535,1.2756093,1.4077297,0.63901997,1.2229735,0.70638674,1.2895181,0.5063194,0.5956448,0.9385842,1.5768316,0.93337226,1.4245028,0.90654135,1.2095153,1.3988864,1.3040365,0.9509635,0.8529665,0.45395768,1.3733615,1.5148098,1.3355203,1.1179684,1.1106198,1.3118224,1.0174689,0.8644083,0.62126607,1.4870188,0.5122356
rock,0.93129903,1.1189822,1.289341,0.7761952,1.2550771,1.2693582,1.2769344,1.0178552,0.7886756,0.6993532,1.0180405,0.69235265,0.83874536,0.78479743,0.81586033,1.1558683,1.2625415,1.2816406,1.0391939,1.2564523,1.2415568,1.0619565,1.0723836,0.78438926,1.1257629,0.67694014,0.8001252,1.1462033,0.6120435,0.8271742,0.7338164,1.0501853,1.296677,0.7997979,1.3053172,1.2319243,1.1238631,1.1685363,0.7389977,1.0565602,0.73306453,1.2164854,1.0778587,0.8486354,1.2485843,1.1367013,1.2507588,1.234499,1.2076874,1.0201085,1.0393132,1.2633806,0.7915599,1.2626777,0.8828667,0.9655895,1.0376842,1.0966352,0.75356424,1.2854023,0.7958427,1.2494045,1.0070336,1.2003716,0.93827224,1.1387174,1.022926,1.0626726,1.013087,1.161378,1.195992,1.116661,1.1714076,1.2723906,0.8961192,0.84125614,0.7761356,0.9788766,0.9665427,1.2573559,1.1503882,0.92201114,1.0519806,1.2384038,1.0940633,1.2074178,1.1215203,0.69921535,0.0,1.0172743,1.2936519,0.71219087,1.1092137,0.8277495,1.1752617,0.90271115,1.0859329,0.9950564,1.2278448,0.72811186,1.2031988,1.0253519,1.1594591,1.2845004,1.024837,0.9641506,0.88922685,0.76736796,1.2665497,1.2047431,1.0581673,1.0647997,1.158355,1.2791646,1.3293948,0.831996,0.95497125,1.232029,0.52110803
rooster,1.3705268,1.1359483,0.56814367,1.2348349,0.822224,0.99373966,0.8731549,1.2602408,1.3594463,1.303993,0.63662356,1.2897573,1.3091388,1.3383795,1.1700852,1.1181314,0.6525654,0.92128885,1.2968056,0.64538956,1.16379,0.56835204,0.93201697,1.1111225,0.6193549,0.93322307,1.3371899,0.9501316,1.2202425,1.2356869,1.2589748,1.2791729,0.6629148,1.354911,0.694392,0.5397526,1.042973,1.2056408,1.2259159,1.1716005,1.0009102,0.50352556,0.84356356,0.9116693,0.8158895,1.1519777,1.1593589,0.92944354,1.0629182,1.2596866,0.65885806,1.0862627,1.1214926,1.1396354,0.86931884,1.260636,1.1260589,0.76176137,1.112248,1.0611416,1.1292689,0.7992958,1.2549334,0.738708,1.1905094,0.73876846,1.1525342,1.3120588,0.85196185,0.4981072,1.1459094,0.70926505,0.84227,0.6206312,1.2118775,1.2865083,0.97395027,1.1323671,1.2663321,0.8550238,0.6527066,1.174123,1.2239683,1.1329918,0.4071443,1.1189768,1.2477283,1.2756093,1.0172743,0.0,0.72011125,1.1167222,1.11677,1.0328063,0.7735533,1.216858,1.2264367,1.2955946,0.5146481,1.0263784,0.6923958,1.2037376,0.65865874,0.69172204,0.5419113,0.9461473,0.9945307,1.3695099,0.8837421,0.65682864,0.5916468,0.94357276,1.1499884,1.1061727,1.1297212,1.1732659,1.3345469,0.78231764,1.1215448
scissors,1.3980305,1.1007044,0.38540137,1.4560874,0.58071995,0.7573168,0.476413,1.0664184,1.483429,1.5356817,0.8673211,1.429111,1.4534366,1.5105486,1.364326,1.0796438,0.3630845,0.68859816,1.2046827,0.49844277,0.8981439,0.8421128,0.8561978,0.9822279,0.4590782,1.2240214,1.3349212,0.6249444,1.2056583,1.2552975,1.4656993,1.2425107,0.36989522,1.3962135,0.3326937,0.5087289,0.91691417,1.0424887,1.1686907,1.0554174,1.0179485,0.3963337,0.8524647,1.1877893,0.76626813,1.1747625,0.87205577,0.61490434,0.9219868,1.2635195,0.70345247,0.99339783,1.3369043,0.95963377,1.1780463,1.2546661,1.2624321,0.7314483,1.2889504,0.8911863,1.4355912,0.3624854,1.1729143,0.4639837,1.256394,0.9188102,1.0913833,1.3410282,1.0688514,0.35000622,0.86862147,0.7415014,0.78437316,0.42410326,1.352015,1.3573887,1.3575829,1.2426038,1.2623234,0.600286,0.5202684,1.2614136,1.1076853,0.8894541,0.5318326,0.78916085,1.0856307,1.4077297,1.2936519,0.72011125,0.0,1.4148016,1.0080221,1.3260198,0.5577878,1.3427114,1.2085702,1.1622498,0.4334265,1.2074654,0.40098912,1.3209873,0.8695299,0.3914914,0.59021455,1.0037133,1.3038783,1.4703499,0.58466274,0.7272531,0.5553025,0.8136767,0.91379243,0.7760975,0.9063345,1.118497,1.127824,0.53152794,1.2882211
shirt,0.66845465,1.0876541,1.3891137,0.35407996,1.3848436,1.4275159,1.4105816,1.2361485,0.7356295,0.5446302,1.2046242,0.8006104,0.67130446,0.65974814,0.86288494,1.1272445,1.4598882,1.4544524,1.082993,1.3796763,1.3613893,1.128281,1.3102376,1.0710706,1.2162256,0.8840342,0.8348227,1.3641503,0.787436,0.88111717,0.432585,0.82926065,1.5383775,0.84311414,1.5161648,1.1863985,1.2874563,0.9989687,0.8756636,1.2286313,1.0577478,1.3641102,1.1034597,0.55364,1.1466422,1.1222255,1.2165165,1.433772,1.2686559,0.9095123,1.0681632,1.0885222,0.7663413,1.2836947,0.638314,0.805225,0.7432351,1.0618777,0.489671,1.2687937,0.34369195,1.5326004,0.90790474,1.4803286,0.7852285,1.1127256,1.0465286,0.8140397,0.81797636,1.2743951,1.3796954,1.11882,1.1746966,1.4172976,0.8122362,0.47050166,0.40115976,0.83415747,0.77573514,1.4550037,1.3019577,1.0408796,1.0112815,1.2909775,1.1699729,1.2784177,1.0810642,0.63901997,0.71219087,1.1167222,1.4148016,0.0,1.2184156,0.470712,1.4076467,0.69480425,0.9939951,1.0216904,1.4950438,0.8255193,1.4231218,0.8015586,1.2106239,1.5307316,1.2945838,1.0529745,0.6807244,0.6318794,1.4151331,1.1375082,1.2456449,1.1964624,1.3310797,1.3909009,1.271346,0.8938633,1.0496427,1.3417878,0.741665
shoe,0.996477,0.93733096,1.1021227,1.1436483,0.9520021,0.88323057,0.8656762,0.90975964,1.1259189,1.0511814,1.0285494,0.98734695,1.0850068,0.9634259,0.9949525,0.95663,0.922918,0.912574,1.0168753,1.0614133,0.780872,1.0843514,0.96884143,0.9745101,1.1454741,0.9737472,1.0191975,0.79637617,1.0847441,1.0910221,1.1395683,0.9167708,0.96924686,1.0847936,0.9376733,1.1198254,0.73080003,0.8305279,1.1299276,0.9651657,0.9877562,1.1159599,0.88864183,1.1912167,1.0246527,0.5147337,0.86925405,0.8098424,0.7807182,1.1247586,1.0609556,0.60883516,1.1094791,0.7738546,1.1471303,1.0686737,1.0550604,0.9038041,1.0848213,0.83577806,1.1038346,0.8893739,1.0584248,0.9889941,1.00763,0.9714776,1.0246993,0.7111211,1.1259181,1.1521959,0.6601126,1.0435971,0.86950845,1.0257487,1.012198,1.0810847,1.12462,1.0494177,1.0698547,0.8851211,1.1723714,0.7898064,0.93087906,0.84918356,1.1543922,0.82940435,0.7613466,1.2229735,1.1092137,1.11677,1.0080221,1.2184156,0.0,1.0927978,0.8418784,1.1548414,1.0278974,0.99181694,0.6239944,0.9850696,1.0611725,0.8481701,1.0975043,0.8811186,1.0877496,0.9185988,1.1541994,1.1528081,0.8414008,1.015893,1.1913085,0.9839956,0.6040597,0.76919156,0.964146,1.0288665,0.8906757,0.82508266,1.2062151
shorts,0.86766785,1.0105908,1.2989001,0.58651537,1.420896,1.3862176,1.3555934,1.2533898,0.860818,0.6478632,1.0699284,0.8771992,0.7360935,0.6889798,0.9467249,1.1351581,1.3830321,1.4151471,1.1214942,1.2617689,1.2794666,1.0233527,1.0928371,1.0364245,1.0982231,0.7435646,0.8687122,1.4434355,0.6836928,0.9706102,0.5790225,0.9658108,1.4478066,0.9887913,1.4453695,0.94729966,1.2319118,1.0196518,0.83051383,1.1478568,0.788205,1.3361783,1.1870718,0.82787484,1.1137981,1.1625679,1.2741299,1.3177099,1.2821265,1.0282482,1.0749066,0.8231208,0.96279603,1.3129654,0.7053524,0.9927607,0.7915294,1.0047938,0.7307022,1.1674534,0.2118845,1.3885715,0.77174723,1.4036238,0.68890345,0.97396547,1.063801,0.64411503,0.9592973,1.2418679,1.1833696,1.0569894,1.1071924,1.3527565,0.70053834,0.58087,0.117732644,0.9185092,0.95584285,1.3404745,1.2275176,0.770579,1.139965,1.3259308,1.099451,1.3369215,0.966369,0.70638674,0.8277495,1.0328063,1.3260198,0.470712,1.0927978,0.0,1.2264603,0.9511889,0.96025527,0.92450917,1.2834694,0.96395177,1.4152361,0.6180807,1.0595719,1.3836238,1.2704723,0.85311365,0.55826735,0.8342613,1.462637,0.99634063,1.0200282,1.3179636,1.1039509,1.4709272,1.2151842,1.0320681,1.0069118,1.3078079,0.8291232
shovel,1.3542826,1.0156964,0.74908984,1.4316399,0.91243505,0.79830164,0.70203567,0.9868257,1.3171884,1.5328354,0.8485764,1.3004025,1.4604495,1.5023793,1.3345828,1.030239,0.62522095,0.54021436,1.0049448,0.67482555,0.7214341,0.8409402,0.76298153,1.0001795,0.7271289,1.0062175,1.1993499,0.7431762,1.0508549,1.2649565,1.50914,1.277462,0.59656984,1.3543621,0.5426273,0.7218817,0.85779756,0.973468,1.0579262,0.8121699,0.8433597,0.7046292,0.848809,1.1896489,0.89776134,1.1199968,0.9883808,0.3469286,0.77325803,1.1852795,0.66161877,1.0175452,1.3577585,0.97319174,1.0840188,1.373101,1.1199318,0.8028747,1.2921133,0.7296453,1.4271247,0.35960984,1.0046239,0.53539586,1.2897004,0.7102739,1.085272,1.2936289,1.1711498,0.84981513,0.76914823,0.66926676,0.81774235,0.6315508,1.2055666,1.4105352,1.3013422,1.2504953,1.3741643,0.5314053,0.6436906,1.0405105,1.0318094,0.6062895,0.78402793,0.8650575,0.90482825,1.2895181,1.1752617,0.7735533,0.5577878,1.4076467,0.8418784,1.2264603,0.0,1.2650224,0.9291493,1.1003172,0.4649921,1.1040224,0.7156881,1.1593931,0.79758894,0.14340878,0.82253814,0.87089777,1.2658564,1.4352624,0.7092957,0.8256929,0.6041701,0.9524079,0.8125845,0.904787,0.6480993,1.1236485,0.92089283,0.65228343,1.2276332
shower,0.617282,1.2117538,1.4221044,0.5701989,1.3040962,1.3195425,1.3031472,0.9444806,0.49234295,0.60078347,1.2595654,0.6783752,0.74988616,0.72262466,0.7653597,0.8726344,1.3089634,1.216315,0.6457668,1.3821945,1.1013769,1.1789759,1.077027,0.9555045,1.3219609,1.1012738,0.7138709,1.1586369,0.8461244,0.8345431,0.6406816,0.8597474,1.388749,0.5514604,1.3568279,1.1943498,1.2257414,1.1264509,0.7180266,0.9309019,1.2599907,1.401337,1.1172539,0.90407324,1.2628545,0.924174,1.1014829,1.3072528,1.1183305,0.63753635,1.2985814,1.1902242,0.723824,1.1312653,0.9802525,0.79518294,0.9729194,1.3772867,0.8330743,1.0859059,0.8065932,1.3200924,0.5299614,1.2171974,0.87991786,1.1964065,0.94024396,0.92675245,1.0177333,1.361282,1.2125462,1.329842,1.2590591,1.428153,0.74581885,0.8106208,0.888065,0.7514801,0.7792741,1.3197489,1.1790642,1.0482608,0.8400545,1.097657,1.2812965,1.13107,1.0650781,0.5063194,0.90271115,1.216858,1.3427114,0.69480425,1.1548414,0.9511889,1.2650224,0.0,0.79891694,0.98429924,1.5016615,0.8894399,1.2875055,0.9341038,1.2518537,1.3577776,1.3034585,1.1260504,0.9848569,0.41847557,1.2965361,1.4111911,1.2673032,0.95944905,1.2169473,1.1623517,1.0228636,0.81255186,0.7417034,1.4050579,0.67935133
sink,0.8462795,1.0595034,1.2239276,0.9095647,1.2351338,1.0772089,1.2000918,0.91580516,0.3904208,0.8838605,1.0731716,0.8160894,0.93051535,0.94091773,0.94296473,0.891166,1.0974779,0.6875856,0.7204636,1.2193711,0.7295322,1.0565983,0.81335044,1.0106161,1.3034848,1.114273,0.76664984,1.017293,0.94959,0.8654654,0.9581634,1.0255859,1.1561968,0.85752475,1.0783948,1.2056317,1.1602161,1.1362706,0.70080775,0.7002728,0.97534007,1.2507108,1.1908742,1.118988,1.1052492,0.89857215,1.0463271,0.8517162,0.920643,0.71194863,1.2407664,0.9341737,1.0329462,0.9084281,1.095551,1.02987,0.94125265,1.282928,1.0790122,0.92914593,1.0035032,1.0249591,0.7594017,0.9509044,0.873483,1.057987,0.9737683,1.0431032,1.1088607,1.3339994,0.80715656,1.1340073,1.2130654,1.2722595,0.5810477,1.0204245,1.0044917,0.9851186,1.0313263,1.0256478,1.1088288,0.8165173,0.9100833,0.5264599,1.2904477,1.1170492,0.9245062,0.5956448,1.0859329,1.2264367,1.2085702,0.9939951,1.0278974,0.96025527,0.9291493,0.79891694,0.0,0.88786495,1.2078671,1.1095355,1.1653343,0.823625,1.0556962,0.9880887,1.0952096,0.98964316,0.98827624,0.7167188,1.0965344,1.2665887,1.222155,0.94329846,0.83348405,1.0169055,0.6273109,1.0316092,0.70560193,1.3416463,0.963049
slide,0.8311203,0.79871464,1.2177556,0.91708267,1.1812245,0.8528348,0.8916677,0.8791307,0.7136001,0.8684602,1.1436527,0.8453337,0.75065386,0.8216661,0.5776825,0.90620214,1.3584802,1.1460783,0.76147145,1.1491377,0.9530829,1.1770762,1.1062233,0.99587333,1.1543667,1.0928717,0.7303382,1.2577689,0.9703543,0.63165474,0.84360456,0.9094274,1.0229812,0.77427816,1.2775298,1.1414636,1.1510385,0.9034624,1.0078053,1.0289279,1.0243516,1.3193941,1.2370871,1.10954,1.1123558,0.8715134,1.0735157,1.0188774,0.84021,1.0375255,1.2055091,0.8876757,0.69339675,0.8090532,1.1520896,0.94446594,0.9270789,1.2220895,0.97464085,1.0964217,0.808782,1.1861535,0.85735524,1.3141365,0.91603506,1.1590767,1.0416961,0.81387997,1.0104522,1.3509463,0.85893095,1.0909495,1.2746742,1.1935368,0.97338533,0.7700709,0.9566127,0.8931174,0.95360833,1.0050629,1.1046064,0.92400855,1.0844657,1.0178542,1.3102877,1.0211408,0.86141986,0.9385842,0.9950564,1.2955946,1.1622498,1.0216904,0.99181694,0.92450917,1.1003172,0.98429924,0.88786495,0.0,1.2811563,1.0074527,1.1582149,0.87598205,0.89205694,1.1847333,1.3506646,1.1368781,0.8395875,0.8271537,1.1616786,1.140337,1.1057044,0.93182635,0.8724875,0.6973493,0.99121684,1.0080587,0.97084683,1.0266215,0.95208323
slipper,1.5390265,1.0539018,0.4122972,1.5326291,0.5674336,0.66676337,0.5528029,1.1514142,1.601217,1.5904322,0.5805192,1.4227779,1.5974767,1.5464116,1.3362243,1.1100209,0.33647186,0.554033,1.2874541,0.45791376,0.777241,0.6092067,0.7058989,1.0297793,0.61525625,1.0138446,1.3863494,0.6708912,1.2882364,1.4284457,1.5583794,1.2992685,0.3399002,1.5520554,0.33065772,0.55874467,0.75158644,1.0088365,1.2866656,0.96673864,0.8336481,0.38690352,0.79147184,1.2404698,0.70513606,0.9751232,0.9375142,0.51151985,0.85589033,1.3993568,0.67868125,0.78241843,1.3852237,0.94963616,1.1918945,1.3909367,1.2174888,0.68433946,1.2804892,0.8013918,1.4475297,0.34965605,1.3542099,0.41456693,1.2809299,0.6812939,1.1699264,1.3126856,1.135504,0.44936204,0.75925004,0.62924683,0.6705918,0.37937117,1.3652091,1.5015856,1.2878661,1.3489285,1.4039567,0.4664973,0.5951196,1.0130949,1.1870289,0.8630934,0.5112461,0.836833,0.9566089,1.5768316,1.2278448,0.5146481,0.4334265,1.4950438,0.6239944,1.2834694,0.4649921,1.5016615,1.2078671,1.2811563,0.0,1.1490487,0.43275374,1.1832986,0.7225647,0.3273098,0.44363475,0.8621136,1.2262069,1.6450574,0.52879053,0.5623206,0.5791745,0.891049,0.77432865,0.79128015,0.87589985,1.2452195,1.1818126,0.42515755,1.4118412
snow,0.8416921,1.1563599,1.2075677,0.87224245,1.1517768,1.17226,1.1637057,1.0213075,0.8780102,0.66799307,0.9856318,0.758392,0.9537526,0.6208122,0.7874278,0.99897933,1.175626,1.1479514,1.103506,1.2261819,1.2297574,1.0973332,1.2122128,0.9311484,1.1568413,0.7810134,0.8766053,0.9777316,0.8873445,1.0000632,0.7880103,0.951536,1.1086745,0.81461453,1.2375793,1.0718268,1.0437878,1.0981339,1.043703,1.1494592,0.98785543,1.1878381,1.1221092,0.8932892,1.2302897,0.84564865,1.1407954,1.1115196,0.9841074,1.0165845,1.1577903,1.1854846,0.78592575,1.1741028,1.0533644,0.98596627,1.1074868,1.1889769,0.7019597,1.2313964,0.9460078,1.087804,1.099381,1.135628,1.0360861,1.1610472,0.97101563,1.0508724,0.9936752,1.1387402,0.95553195,1.1286296,1.1192292,1.2173711,0.9574581,0.9545773,0.9692001,0.78595364,0.98326814,1.1141634,1.0581094,0.80447006,1.0149764,1.0385038,1.1271878,1.0363408,1.1806161,0.93337226,0.72811186,1.0263784,1.2074654,0.8255193,0.9850696,0.96395177,1.1040224,0.8894399,1.1095355,1.0074527,1.1490487,0.0,1.0956028,1.1034904,1.1764998,1.1175203,0.9978828,1.1539297,0.98998004,0.77886915,1.1126754,1.2838166,1.0860032,0.95981455,0.95375407,1.1483421,1.225717,0.9298441,1.1188971,1.1268842,0.84034646
soap,1.4282079,0.99540246,0.37637687,1.4291201,0.4406343,0.6372628,0.4872504,1.0563323,1.4281847,1.4732873,0.7388945,1.304775,1.4170964,1.4468672,1.2426664,1.0239657,0.3007233,0.505194,1.1445174,0.37413514,0.9038408,0.86281407,0.85994107,1.0525777,0.5217421,1.188114,1.3517523,0.6307764,1.2718164,1.2143027,1.4536631,1.2632699,0.28851104,1.3692615,0.32384717,0.62955433,0.94755155,1.137332,1.2816795,0.99999577,1.0504235,0.3176366,0.92255586,1.1843601,0.80944055,1.053095,0.9151389,0.67301774,0.9944054,1.2242155,0.8491488,1.1212008,1.204037,1.0250661,1.2621253,1.31096,1.343725,0.9333638,1.1967654,0.8289288,1.4958447,0.3759756,1.3273494,0.40974176,1.3310444,1.007008,1.0819163,1.4746027,1.0654505,0.36357784,0.87127185,0.807495,0.862818,0.4056158,1.3905082,1.4269396,1.4382782,1.2681066,1.3350555,0.5713463,0.3537079,1.2224748,1.1334047,0.80735713,0.5774417,0.8017918,1.1468861,1.4245028,1.2031988,0.6923958,0.40098912,1.4231218,1.0611725,1.4152361,0.7156881,1.2875055,1.1653343,1.1582149,0.43275374,1.0956028,0.0,1.3993425,0.7824545,0.44834626,0.33526307,1.112456,1.2849387,1.4507756,0.55567044,0.76587486,0.6391581,0.644508,0.9406854,0.7643956,0.83253455,1.1478467,1.2440532,0.5633042,1.2914302
sock,0.73391926,0.7195701,1.2569457,0.651914,1.3965061,1.2165662,1.313189,1.1321015,0.9585067,0.74346995,1.221242,0.7582985,0.6725527,0.7305999,0.97717655,1.0085826,1.4159638,1.2721527,0.9878723,1.185435,1.1209178,1.1391706,1.1225415,1.1843085,1.2398161,0.8560294,0.8677033,1.406615,0.9495152,0.93904185,0.7295069,0.83707434,1.3168004,0.98862666,1.3984592,1.0908993,1.0473751,0.88186246,0.94073266,0.96706057,0.9896177,1.3524213,1.070352,1.0520052,0.94300795,0.9513871,1.106949,1.1655755,1.065899,1.0638862,1.1372648,0.41830683,1.0664754,1.0185915,0.83364636,0.95011735,0.64943445,1.0702335,0.94685054,1.1216449,0.5154711,1.291527,0.7355009,1.3331945,0.66829276,0.84014374,1.0854322,0.43129754,1.0101378,1.2963948,0.87953746,1.0111473,0.9541694,1.3052876,0.7517706,0.56431746,0.5992918,0.8629471,0.9308995,1.1612732,1.2461202,0.6996832,1.0771781,1.1964924,1.2293575,1.210224,0.8187537,0.90654135,1.0253519,1.2037376,1.3209873,0.8015586,0.8481701,0.6180807,1.1593931,0.9341038,0.823625,0.87598205,1.1832986,1.1034904,1.3993425,0.0,1.1225947,1.3313663,1.3463035,0.9177793,0.76486266,0.8348184,1.3740969,0.8718178,1.0728437,1.1425728,0.8473168,1.2390141,1.0024309,1.1220676,0.8738543,1.2020065,0.98365766
soup,1.1933095,0.86496717,0.71389633,1.2051728,0.8789161,0.8539578,0.74064934,1.0529585,1.2648995,1.3507416,0.71203387,1.3738683,1.1380434,1.3174889,1.0562925,1.0755883,0.93375444,0.685933,1.0369229,0.50051856,1.0055317,0.6217336,0.9612846,1.1931721,0.86335,1.0270238,1.2873658,1.1102213,1.1521307,1.03916,1.2946486,1.1789588,0.7671448,1.2545959,0.8320946,0.7746347,1.0292065,1.0565305,1.2811521,1.036538,0.85104287,0.7028737,0.9974125,1.144031,0.8012365,1.0138526,0.96433824,0.802478,0.91753775,1.1283898,0.8789885,0.98747647,1.1882228,0.9260702,1.1162328,1.1786438,0.9606128,1.043286,1.2692671,0.80826235,1.1230829,0.8887242,1.1735315,0.9210481,1.0023844,0.8732947,1.0875814,1.1785119,0.9281375,0.8294362,0.97684723,0.72759813,1.0233032,0.5945126,1.0795121,1.1674225,1.0483057,1.1725074,1.1946325,0.8443071,0.75836754,1.0829649,1.1980296,0.9304054,0.798838,0.94965845,0.98757595,1.2095153,1.1594591,0.65865874,0.8695299,1.2106239,1.0975043,1.0595719,0.79758894,1.2518537,1.0556962,0.89205694,0.7225647,1.1764998,0.7824545,1.1225947,0.0,0.6849502,0.82737184,1.0423824,0.942764,1.3511527,0.8761134,0.7223309,0.652616,1.1221524,0.98808956,0.9567508,0.74378085,1.119962,1.3178289,0.87760323,1.1839615
spoon,1.4231474,0.994799,0.48151886,1.5550559,0.6082046,0.61943215,0.5158087,1.0442234,1.4265662,1.6701299,0.7588486,1.4481041,1.5247793,1.6169889,1.3665459,1.067999,0.3755132,0.32334387,1.145118,0.4686001,0.66747355,0.78013563,0.73869216,1.0124412,0.6264705,1.0805805,1.3686459,0.56036323,1.1659553,1.305685,1.6710614,1.3168423,0.42081726,1.4844346,0.30162513,0.60072213,0.86991584,1.0839437,1.1889812,0.89860255,0.87631416,0.45100033,0.8571768,1.2458854,0.8378903,1.0458333,0.89278173,0.35614133,0.8067058,1.168414,0.69826984,1.0820957,1.4340382,0.92371154,1.207252,1.4235128,1.2358071,0.80839765,1.386013,0.6644902,1.5646892,0.2223512,1.220417,0.3548894,1.3153107,0.7555668,1.071474,1.4352593,1.1837884,0.6120179,0.7582543,0.6739633,0.7821491,0.38836735,1.3151155,1.5032908,1.4592466,1.3092835,1.4309936,0.46483403,0.4854089,1.1577735,1.0635606,0.51460147,0.65500516,0.7742983,1.0276713,1.3988864,1.2845004,0.69172204,0.3914914,1.5307316,0.8811186,1.3836238,0.14340878,1.3577776,0.9880887,1.1847333,0.3273098,1.1175203,0.44834626,1.3313663,0.6849502,0.0,0.5828508,0.90178925,1.3450065,1.564035,0.49725252,0.7692931,0.5755209,0.8563424,0.8201772,0.8152673,0.6552032,1.1263584,1.0447092,0.56008434,1.3235584
sprinkler,1.4854535,1.1368854,0.49024737,1.4220332,0.5843402,0.835768,0.7527612,1.1161737,1.358362,1.3280555,0.509973,1.1821418,1.387984,1.331593,1.2063707,1.030604,0.37376285,0.63499665,1.2413954,0.638195,0.91928446,0.63147277,0.6884857,0.9883321,0.71777296,1.0324717,1.280732,0.7052828,1.1926155,1.245292,1.3557876,1.2862238,0.4472046,1.333129,0.45739043,0.69372845,1.0166,1.266195,1.1092229,1.0368054,0.8559754,0.41709912,0.99696684,1.1438401,0.8690296,1.0354295,0.9899016,0.78840554,1.0254191,1.1862041,0.89739364,1.1042738,1.1544346,1.102451,1.1684974,1.2770314,1.3157545,0.912693,1.1016504,0.94179755,1.3946414,0.50962836,1.342972,0.37887442,1.2418952,1.0150322,1.0724264,1.4729612,1.0370376,0.46350163,0.923424,0.84241784,0.9390965,0.6314933,1.2536706,1.4039209,1.2622234,1.1617537,1.3007598,0.7700312,0.48273802,1.055334,1.1140095,0.88710153,0.5736668,1.032697,1.239776,1.3040365,1.024837,0.5419113,0.59021455,1.2945838,1.0877496,1.2704723,0.82253814,1.3034585,1.0952096,1.3506646,0.44363475,0.9978828,0.33526307,1.3463035,0.82737184,0.5828508,0.0,0.96832556,1.2900256,1.3610681,0.70928746,0.85879254,0.6745055,0.70263064,0.9445403,0.9525347,1.0641315,1.0060976,1.1492877,0.7651922,1.164107
