,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,1.2631888,0.8076199,0.5827972,1.0061963,0.7108179,0.75785714,0.96079475,1.0420005,1.2473544,1.0614183,0.6245908,1.0666424,1.193424,1.0477744,1.2018734,1.202809,0.7593975,0.9312098,1.2762029,0.92332685,1.0364876,1.0950694,1.0490979,0.83557117,1.0719576,0.62392145,1.1782808,0.9658507,0.8037939,1.1042852,1.1488191,1.0885892,1.0524061,1.2138295,0.5512792,1.2233945,0.7615793,1.107214,1.3045708,1.1458673,0.9650969,0.9274032,0.8946413,0.86749804,0.8656151,1.0323956,1.0799954,0.54688853,0.941269,1.0971316,0.7486291,1.1254934,1.2483492,1.209896,0.7718723,1.0260639,1.0966785,1.1183256,1.000864,0.9220474,0.71906877,1.1512632,1.1575851,1.1146977,0.99878603,1.1494739,0.9808986,1.0794193,0.7800796,1.1338872,1.0707288,1.2122022,1.0917791,1.154522,0.5252881,0.99262077,0.6200569,0.5579971,0.0,1.1464916,1.0643213,1.0252687,1.0888305,1.2711698,0.55084,0.8133663,0.96702737,0.8477442,1.086229,1.1667349,1.0480393,1.1781031,0.8775121,1.04419,1.0172541,1.1739086,0.9965437,1.1267922,1.1904488,1.218511,0.74843943,1.0409467,1.153848,0.7162424,0.7897304,1.0424662,1.2469436,1.1007802,0.5901603,0.7691712,0.8777652,1.2202231,0.97100693,1.289087,1.2585392,0.9176053,1.1540238,0.9987463,0.57391906,0.69329023,0.98511446,1.0655361,0.92932194,1.2494156,1.0463849,1.044074,0.5506079,1.0960367
oven,1.0100701,1.0002074,1.4349657,0.9301239,1.3901227,1.3302872,1.3811129,0.8162083,0.6589631,0.83502734,0.986891,0.7409738,0.8857657,0.8193859,0.8660276,1.1238769,1.1821697,1.0516601,0.80272055,1.2171221,0.6887511,0.9038684,1.1685009,0.8885121,0.5962939,1.1444317,0.93524516,0.57725805,1.2609398,0.6386758,0.7707909,0.9756065,0.8344834,1.07079,1.3291198,0.64499515,1.1993371,0.83667785,1.0238625,1.1874508,0.61621034,0.75795543,0.9838791,1.0193616,1.2698538,0.8192693,1.0828881,1.266968,1.2302961,1.2431653,1.059123,1.0923463,1.3748147,0.56610477,1.249845,1.0581149,1.018316,1.1734685,1.0500292,0.9885674,1.2892733,1.1439332,0.57630324,0.7863704,0.8803443,0.7619422,1.1377584,0.8433417,1.2167437,0.9404303,1.2590007,0.9038208,0.9740666,1.0650876,1.3107386,1.1159961,1.2416716,1.1267829,1.1464916,0.0,1.2005365,0.7909497,0.68733233,0.9532692,1.3077595,1.3036271,1.0691749,1.0359833,1.1407909,1.1167047,1.1208893,1.2143638,1.2351074,1.1353105,0.8111913,0.18459278,1.0447737,1.214155,0.921033,0.99698967,1.1564468,0.76661146,1.1302878,0.7184427,1.0786477,0.5223967,0.7226371,0.9173445,1.3291347,1.2949829,0.9382159,0.984856,1.1249558,1.1697639,0.6730237,0.8881998,0.729162,1.2702591,1.3422363,1.2260351,1.1519728,1.0720968,1.419318,0.7138348,0.9721911,0.8386399,1.2898958,0.711007
owl,0.8116962,1.2149606,0.85508347,1.1629153,0.78106534,0.8130698,0.7919039,1.0694764,1.1139171,1.0280328,1.0127066,1.155272,1.0046102,1.0131598,1.1303685,0.93474233,0.91335666,0.96902376,0.9979528,0.7985553,1.164479,1.1330676,0.9736717,0.8990677,1.0844233,0.944609,0.983779,1.213373,0.8873775,1.1203946,1.0718044,1.1522309,1.0612708,1.037851,0.84131664,1.0485525,0.9496113,1.0685018,0.85645473,0.70463204,1.1288178,0.98696846,0.91818625,0.92008567,1.0990391,1.0443755,0.980653,1.0000352,0.7993211,1.0057036,1.037659,1.1485302,0.59026647,1.1934441,0.8180071,1.1234772,1.0356488,0.93088156,1.001554,1.2186569,0.84736055,0.7853725,1.162815,1.0196055,1.0363972,1.0644373,1.0700393,1.1079911,0.992316,0.98372215,1.036199,1.0985842,1.044483,0.9388943,0.812597,1.0410671,1.029208,0.9113376,1.0643213,1.2005365,0.0,1.0699916,1.0813358,1.0218892,0.8844337,0.9572855,1.1855612,0.9905251,0.9956785,1.0355668,0.9386247,0.7645918,0.8770312,0.98962474,0.9543047,1.2432853,1.1077176,0.8621707,0.8847875,1.1398711,0.9133939,1.1046873,1.0072645,1.030429,1.037462,1.1071396,1.1455038,1.1030091,0.9120435,0.83082855,1.1770045,1.1580559,1.1389244,0.77373624,1.0149525,1.1189685,1.0999562,0.9202358,0.97455966,0.9029543,1.1739483,1.0276082,0.72250056,1.1569062,1.0907056,1.1453061,0.87767243,1.067527
pajamas,0.7143142,0.93639505,1.1734315,0.43453848,1.291322,1.2998378,1.1933926,1.2692258,0.7578878,0.41531628,0.94119114,0.51639,0.32414258,0.29120576,0.93451947,1.0974841,1.5276833,1.4580932,0.9637622,1.411293,1.1454813,1.3094556,1.1870055,1.3709574,0.9283524,0.98774827,0.90662307,0.88394487,1.5600615,0.7972126,0.9995678,0.89157486,0.49075234,0.9031244,1.3896812,0.66875243,1.5333749,1.1959082,0.97802025,0.982028,1.073697,1.3573074,0.5984214,0.9240867,1.2307646,0.51674044,0.91266817,1.1062827,1.0905769,1.4773227,1.0002568,1.3753697,1.1104833,0.6143047,1.1832817,0.77681255,0.8072984,0.9153112,0.81720996,0.6031067,1.3193048,0.9120883,0.77179164,0.33066308,1.2252584,0.41714454,1.5690162,1.295559,1.5921395,0.8488411,1.2813376,1.1354967,0.51441795,1.2727137,1.2751998,1.1132686,1.0833195,1.3558946,1.0252687,0.7909497,1.0699916,0.0,0.42880833,0.71192753,1.3624262,1.2917733,1.3015584,1.0061537,1.1682382,1.3672866,1.4383433,1.1543131,1.3909162,1.2920163,1.3404075,0.8855851,0.8384409,1.069197,0.7229882,0.91216874,1.3848567,0.18194413,0.9297963,0.70164096,1.5571623,0.84206766,0.93480605,0.6823988,1.3936311,1.4352891,0.74719465,0.90420496,1.6036803,1.2008365,0.49901092,0.36312425,0.5279458,1.484716,1.2058182,1.2423973,0.9234051,1.1544152,1.3502614,1.1240077,0.9969702,1.4874164,1.3122883,0.8719484
pants,0.8103262,0.81811005,1.3027596,0.6294824,1.3260204,1.3148092,1.2286282,1.195602,0.8597175,0.5833591,0.94811195,0.61919594,0.71155375,0.47075403,1.0297164,1.2779491,1.3194534,1.4063452,1.007436,1.304847,0.8229235,1.206602,1.0522147,1.2154454,0.8377791,0.926165,0.9373133,0.6465823,1.4641603,0.77879876,0.99628735,0.979606,0.5186718,0.86093426,1.3608797,0.8458712,1.3948812,1.184736,0.93264914,1.0417674,0.85279685,1.2179239,0.66378343,0.810012,1.3250785,0.5918932,0.9848804,1.0621165,1.0947527,1.3757031,0.8595065,1.3239167,1.2136941,0.767036,1.1070623,0.787193,1.0078177,1.1927195,0.6912996,0.78613955,1.2111918,0.9259808,0.7865929,0.46383476,1.2041423,0.13035333,1.3800418,1.106671,1.4252104,0.8959809,1.4087696,1.126622,0.6618988,1.2140924,1.2767994,1.12482,1.0611948,1.2071643,1.0888305,0.68733233,1.0813358,0.42880833,0.0,0.9402834,1.3788937,1.3271779,1.3041356,0.9649523,1.236669,1.3014748,1.407339,1.1175468,1.2631707,1.0752597,1.2978442,0.76365846,0.9796603,1.0474669,0.74224997,0.98094845,1.313225,0.36287516,0.9337366,0.44157684,1.3317862,0.7341658,1.0174571,0.8537377,1.3238902,1.2964187,0.6407046,1.025695,1.4468546,1.2120738,0.5467917,0.49683255,0.696508,1.5134494,1.1649086,1.2607625,1.1129805,1.0937335,1.4854751,1.1726869,0.98754704,1.2312686,1.2408158,0.88567257
paper,0.53167236,1.2335043,1.2898345,0.7035341,1.311103,1.2926795,1.2399901,1.0788295,0.64326215,0.6536036,1.2916452,0.71467024,0.390105,0.753021,0.7996661,0.30008078,1.4053574,1.3009951,0.38879508,1.3411957,1.0663465,0.98540974,1.1181782,1.2823067,0.9448514,1.2871193,0.81763136,1.0497304,1.3453116,0.7285433,0.8651039,0.8617955,0.8146293,0.8572639,1.4157774,0.53483075,1.3956128,1.1445626,0.8796937,0.95751315,1.0564113,1.1814673,0.97623515,1.1630039,1.177752,0.8578452,0.8157494,1.3846074,1.2455325,1.1020533,1.2221972,1.2164273,0.8708281,0.6864378,1.313773,1.0701623,0.7134866,0.5886743,0.96205705,0.8579395,1.3778464,0.8176339,0.8990881,0.727594,1.2502688,0.84900486,1.3716482,1.0251604,1.3479128,0.8348603,1.0407164,0.5709284,0.80972886,1.036549,1.3820059,1.122789,1.3758397,1.3891926,1.2711698,0.9532692,1.0218892,0.71192753,0.9402834,0.0,1.406683,1.2177353,1.1859162,1.1564841,1.064832,1.0166609,1.109434,0.8335086,1.3285444,1.224945,1.1155336,0.82968414,0.8568264,0.9701713,0.8921701,0.82063985,1.407398,0.7034745,0.9561891,1.2223688,1.5274065,0.89189667,0.76225203,0.75266004,1.5072577,1.4267905,1.1435264,0.7968387,1.4127815,1.0627046,0.7402834,0.8523707,0.5488904,1.185431,1.4366171,1.3427398,0.9264081,1.1498199,1.1223876,0.95290774,0.8396771,1.2688825,1.4789548,0.77492774
pen,1.3607689,1.0401615,0.46267617,1.252059,0.5209409,0.65316015,0.74533904,1.092458,1.4133842,1.4011745,0.706196,1.4016457,1.4228785,1.3440205,1.249193,1.1587629,0.41852367,0.7404019,1.3840497,0.73791444,1.111058,1.036341,0.972148,0.6461527,1.1845028,0.6786789,1.3025473,1.2266679,0.5004465,1.34676,1.2118552,1.115344,1.3468411,1.2936224,0.035475135,1.475663,0.4239413,1.0591658,1.2792288,1.1804037,1.1413745,0.8543121,1.1290176,0.91942346,0.8469146,1.252131,1.1813868,0.49764532,0.5791392,0.81818855,0.8687557,0.75945467,1.0208105,1.3873777,0.48147118,1.0598866,1.1860193,0.95795166,1.0901554,1.1479919,0.4209547,1.1170065,1.2506051,1.3595644,0.83199596,1.3627838,0.5386358,1.0270792,0.45860064,1.2371501,1.0308567,1.2474864,1.3989913,1.1206969,0.17833781,0.9146893,0.49657118,0.5450721,0.55084,1.3077595,0.8844337,1.3624262,1.3788937,1.406683,0.0,0.3352322,1.0427696,1.0006908,1.0614575,0.97432137,0.8792522,1.0519247,0.816759,0.9331402,0.8550008,1.3312547,1.1747271,0.8949444,1.33196,1.2923691,0.39381027,1.391852,1.1005872,0.9819816,0.419263,1.2002356,1.3227515,1.2834154,0.2182551,0.39963746,1.0592664,1.2924469,0.5571028,1.1274928,1.3382378,1.250713,1.4109387,0.7133113,0.39913112,0.2680918,0.80942166,0.9730556,0.59341806,1.2072877,1.1881849,0.77854717,0.22724736,1.2986627
pencil,1.2641991,1.0288688,0.7786824,1.1582831,0.7936294,0.79492664,0.821457,1.1161119,1.2749921,1.3308033,0.81582904,1.3029941,1.1834279,1.3019437,1.1592515,1.0290047,0.7406516,0.9313629,1.2602546,0.86253023,0.8921343,0.97906935,0.90456235,0.87737226,1.2034267,0.6768011,1.2810292,1.2132719,0.68534154,1.2656522,1.1482781,0.9249505,1.2832108,1.1353757,0.28279728,1.3626876,0.72458756,1.0727476,1.2148328,1.063197,1.0793213,0.8387551,1.1215544,0.9716605,0.91200864,1.2907131,1.111602,0.60738194,0.6729763,0.88714415,0.93081206,0.5864192,0.9912081,1.2920203,0.764303,0.96972096,1.1559327,0.907048,1.1492949,0.9566904,0.82764673,1.0289344,1.0954174,1.2824345,1.0700495,1.3261597,0.5229114,0.9834006,0.6334746,1.2042512,1.0514593,1.0783155,1.231559,1.0723096,0.64356005,0.89225066,0.6328258,0.79773635,0.8133663,1.3036271,0.9572855,1.2917733,1.3271779,1.2177353,0.3352322,0.0,1.0323659,1.0243398,0.96794796,0.9881061,0.91597974,0.9256661,0.895786,1.0372999,0.9516846,1.2284998,1.1321982,0.95159507,1.2835529,1.2020689,0.62368345,1.3200252,0.97573483,1.1103312,0.63193494,1.1193465,1.1733351,1.1889396,0.6113227,0.6865692,1.0028318,1.1833622,0.6144953,1.0084077,1.2313713,1.1840396,1.3208271,0.8231484,0.62135106,0.3348171,0.30014056,0.9360402,0.76183474,1.1377704,1.0965841,0.73322237,0.596063,1.2466563
penguin,1.252027,0.84193027,1.0040089,1.2839355,0.9234866,0.8521589,0.8914258,0.8723114,1.1410754,1.2735205,1.1435899,1.2745705,1.2315556,1.2790896,0.9141751,1.0313181,0.7646872,0.6752481,1.059876,0.78685594,1.0015143,0.65228325,0.91058654,0.89860845,1.0291464,1.181094,1.0182762,1.0880435,0.7123488,1.1795532,0.8762062,1.1611147,1.2257055,1.0485824,1.0383073,1.2228632,0.6953947,0.8491473,1.055019,1.0052778,0.9424922,1.0009017,1.1681387,1.2132688,0.49610984,1.1145897,1.0802091,1.0988827,1.1209624,0.71805215,1.0410213,0.8171889,1.0452981,1.0531662,1.1493977,1.0054873,1.1641595,1.2239318,1.2272737,1.2671173,0.9834159,1.3099008,1.1297423,1.2634836,0.8464748,1.3328595,0.7219755,0.9286767,0.74145937,1.0588658,0.6087403,0.8649129,1.0951785,0.7623329,1.0268679,0.6619617,1.1033356,0.9156116,0.96702737,1.0691749,1.1855612,1.3015584,1.3041356,1.1859162,1.0427696,1.0323659,0.0,0.7315684,0.73041606,0.7767458,0.71487606,1.1407591,0.6372956,0.80337906,0.85889685,0.994277,1.0743489,1.1808442,1.14974,0.90551114,0.9556347,1.2906787,1.072795,1.1940593,0.77045083,1.1399084,0.99645174,1.1529028,0.834326,0.86386657,0.9474849,0.8657907,0.5742231,0.86919725,1.3338926,1.2804446,1.2575299,0.6016968,1.0553385,1.0175412,1.0790461,0.6707547,0.9359938,0.7818934,1.0612926,0.7566315,1.0879785,1.0777217
pillow,1.1887331,0.7657926,1.1705055,1.1176201,1.1413568,1.0900888,1.0105342,0.79439056,1.152027,0.74437535,0.744782,0.9498828,1.024907,0.6452442,1.0743881,1.0150561,0.9553201,0.8997489,1.0596173,0.94187856,0.90983015,0.9405833,0.91554195,0.8404583,0.90053624,1.0995815,1.0550275,0.72095263,0.93981624,1.0370657,0.9190568,1.1108732,0.8104264,1.0652636,1.034562,1.096923,0.95494366,0.95627415,1.088534,1.0271982,0.7882267,0.8910413,1.040213,1.1783087,1.0218346,1.1163036,1.1293387,1.05797,1.1174033,0.94520926,0.8550111,0.9380416,1.0825025,1.2595223,1.0810695,0.78893983,1.1997181,1.2159799,1.1709749,1.1805238,1.0739415,1.081831,1.0944473,0.8313821,0.97281295,1.0590199,0.9475345,1.0112956,0.93790215,1.1752026,1.0121403,0.89647776,0.9818255,1.0215503,1.0480833,0.42793745,0.96845806,0.8436525,0.8477442,1.0359833,0.9905251,1.0061537,0.9649523,1.1564841,1.0006908,1.0243398,0.7315684,0.0,0.9229364,0.976103,0.90372837,0.9675704,0.9221198,0.898372,0.8783779,1.0378593,1.0527728,1.212635,1.0042417,1.1884359,1.064362,1.1074934,1.0613781,0.9680411,0.92367566,1.0163206,1.1013323,1.1338017,0.8449089,0.9871998,0.67335975,1.1789517,0.913419,0.99740845,1.0770991,1.0388579,1.129086,0.9415711,1.0427324,0.96217245,1.1520877,0.41826314,1.1310451,0.9666426,1.0455823,0.94096243,1.0824699,1.0740689
pizza,0.97995466,1.033504,1.0182803,1.0974269,1.0583605,1.0887272,0.77918404,0.80149454,1.0617002,1.1574244,1.1767076,1.1763431,1.1082306,1.1936653,1.1381071,0.903473,1.0121261,0.84372747,1.0139849,0.4298182,1.1369157,1.0654377,1.0228459,1.1130265,1.1208359,1.0778879,1.0078363,1.2710745,0.9307276,1.1976368,0.99831027,1.0141654,1.1818161,0.7385011,1.0668771,1.1178457,0.96961236,0.7283859,0.933746,0.8210372,1.1318696,0.9271865,1.1546882,1.1508884,0.86404353,1.1702371,1.0207174,1.0552918,0.89532363,0.8136314,1.132712,0.85314095,0.88790506,1.072571,1.1092273,1.0354556,1.1042181,1.0064093,1.2165955,1.0119945,1.1741265,0.9926957,1.0863824,1.2268485,0.9742411,1.2264704,0.7855061,1.0610685,1.0373282,0.971773,0.7777225,0.9914965,1.056434,0.40964186,1.0886966,0.86969674,1.0917796,1.0033517,1.086229,1.1407909,0.9956785,1.1682382,1.236669,1.064832,1.0614575,0.96794796,0.73041606,0.9229364,0.0,0.9383245,0.46354032,0.9513427,0.6594274,1.0036697,0.91665035,1.1483849,1.1241994,1.0454059,1.0363246,0.8226752,1.0560478,1.1989143,0.9683194,1.2929734,0.985416,1.2247276,0.93423295,1.1573441,0.9990763,0.9293768,1.182431,0.74398685,0.8159043,0.9249224,1.26615,1.2210994,1.1224821,0.74975574,1.0155292,1.0424502,0.9622668,0.8788831,0.98218983,0.75382984,1.0818125,1.0177908,1.1336008,1.1334591
plant,1.1522124,1.0815051,1.0054616,1.2352711,0.9238719,0.9480679,0.86520207,0.8681946,1.1493678,1.2771062,1.1775112,1.2680583,1.2249081,1.3318114,1.0954113,0.8793623,0.70301837,0.9148932,1.0108595,0.96556604,0.93700355,0.7528272,0.82955945,0.8974552,1.0057304,1.2690687,0.94214565,1.1075366,0.71636325,1.1014137,0.870346,1.1262553,1.2399095,1.0108634,0.98812276,1.161943,0.7063482,0.94663024,0.92069215,0.94800407,0.92213035,1.0031188,1.1858864,1.2546947,1.0151272,1.2778578,1.0075463,1.1893268,1.1718407,0.20654958,1.0890547,0.8735289,0.7366363,1.0986369,1.0792507,1.0997553,1.0755906,1.0638367,1.090801,1.2452718,0.9448913,1.0548767,1.1565837,1.2860863,0.69518304,1.2913072,0.7636431,0.6549109,0.598923,1.069496,0.81263494,0.863159,1.2459768,0.8748642,1.0330765,0.9167884,1.1452993,0.9434591,1.1667349,1.1167047,1.0355668,1.3672866,1.3014748,1.0166609,0.97432137,0.9881061,0.7767458,0.976103,0.9383245,0.0,0.8578917,0.9158438,0.85182786,0.6500898,0.8734048,1.0013448,1.0962658,0.8452035,1.1139326,1.1027489,0.8336432,1.3008307,1.0308692,1.300796,0.8083816,1.1121691,1.0582607,1.2273273,0.97606546,0.82040715,1.2396598,1.0716447,0.6912731,0.6702899,1.2665925,1.2716198,1.2473943,0.7801951,1.0773945,1.0984843,1.1177384,0.85154194,0.8594595,0.96454895,0.6543122,0.5952957,1.056921,0.882094
plate,1.1871037,1.0421045,0.855965,1.3676744,0.82449126,0.8545374,0.7441025,0.75419223,1.1845652,1.3463141,1.1565125,1.4178572,1.3030751,1.3785354,1.0639899,0.8151183,0.7532831,0.3463738,0.92597246,0.23826313,1.1283847,0.83582294,0.96370435,0.78638214,1.1935575,1.1752796,1.1967633,1.2423981,0.63867366,1.275449,1.0692115,1.1596892,1.4135754,0.9309021,0.8588693,1.2444499,0.68515116,0.50653434,1.1463794,0.94554067,1.0720818,0.7932162,1.2648753,1.2113649,0.7465302,1.3469846,1.0824568,1.079476,0.96499056,0.69170153,1.0701793,0.6591961,0.8632026,1.2943544,0.9866536,1.1095691,1.2229018,1.0485755,1.2588358,1.3263625,0.95273113,1.109466,1.210032,1.4320074,0.8810139,1.4702456,0.5840609,0.97041804,0.72835165,1.1441057,0.5750447,0.86426425,1.3124095,0.32215416,0.9361947,0.79863864,1.0543387,0.9521005,1.0480393,1.1208893,0.9386247,1.4383433,1.407339,1.109434,0.8792522,0.91597974,0.71487606,0.90372837,0.46354032,0.8578917,0.0,0.9306558,0.66995263,0.90809536,0.71032387,1.1350299,1.2209861,1.0574076,1.2530564,0.9730076,0.8717709,1.4324558,0.9465757,1.3197879,0.6614851,1.2488083,0.96566725,1.2441902,0.7575348,0.6568196,1.2159078,0.7206712,0.54171586,0.8768377,1.3598068,1.4074992,1.3127923,0.41473663,0.98280674,0.9173194,1.1478424,0.8029735,0.7678325,0.6012479,1.1015582,0.878186,0.93945944,1.2685139
pony,0.6969644,1.068428,1.1257818,1.0809739,1.0952766,1.0458676,0.9146373,1.0472953,1.1050055,1.1491877,1.0972098,1.1892173,0.9339947,1.1379607,0.97136915,0.7706007,1.0694895,1.0773612,0.9267976,0.95153344,1.0138923,1.053831,0.89679646,1.1189682,1.010214,1.0125676,0.92200756,1.1381878,1.0022675,1.1070523,1.0682937,0.9981454,1.1631119,0.94002753,1.0383725,1.056835,1.0941112,0.9951634,0.82753897,0.7807488,1.106006,1.0195843,1.0679466,1.0234207,1.101213,1.1616999,0.9375422,1.0646737,0.89533234,0.8943892,1.1139886,0.9097992,0.6101026,1.1918803,0.993728,1.0544993,1.013269,0.9189883,1.0098013,1.0686716,1.0880262,0.17927182,1.1398693,1.1774237,1.1517272,1.1578319,0.9895259,1.0109048,0.9983888,0.9471398,0.9061119,0.89018565,1.0582082,0.9864844,1.1036519,0.97191316,1.0045993,1.0240581,1.1781031,1.2143638,0.7645918,1.1543131,1.1175468,0.8335086,1.0519247,0.9256661,1.1407591,0.9675704,0.9513427,0.9158438,0.9306558,0.0,0.9961764,0.9660284,0.9887287,1.1714753,1.0319706,0.80812407,0.97401685,1.0299047,1.0690669,1.1655141,0.9293883,1.2350165,1.0858636,1.1633993,1.0705254,1.0197779,1.1037476,1.0605787,1.1494957,0.9974181,0.9843467,0.83095664,1.1452752,1.1651704,1.1704296,1.0035868,1.0720444,1.0073395,0.9923001,0.9481647,0.92138404,0.98446995,0.974041,1.0436444,1.0992595,1.0430231
pumpkin,1.209359,0.85353,0.7549377,1.3202403,0.72584015,0.7305891,0.8035364,0.8953703,1.3782821,1.4513416,0.9575584,1.4485502,1.3600085,1.4342523,1.2197318,1.1505284,0.69392353,0.68634,1.2337813,0.48620653,1.0807588,0.9445223,0.9040078,0.8586101,1.106786,0.7358664,1.1120206,1.1824341,0.6147227,1.3090495,1.0850556,1.1086093,1.337122,0.86042655,0.79249966,1.4290788,0.7156887,0.9244616,1.0348665,0.83484983,1.0242394,0.89483327,1.2365508,0.81325895,0.6769522,1.2409555,1.0834804,0.72859055,0.73985666,0.745697,0.8619138,0.85453314,0.95507246,1.1999581,0.8497291,1.0497341,1.3376524,1.1163244,1.0015243,1.0851054,0.75528955,1.0809312,1.2991111,1.4404912,0.83199215,1.344385,0.7499691,0.98428774,0.7823387,1.0738794,0.79149365,1.0396072,1.0872927,0.6130687,0.7075909,0.91829634,0.79514325,0.70036983,0.8775121,1.2351074,0.8770312,1.3909162,1.2631707,1.3285444,0.816759,0.895786,0.6372956,0.9221198,0.6594274,0.85182786,0.66995263,0.9961764,0.0,0.8427112,0.9943919,1.2243835,1.2393141,0.7941407,1.090407,1.018961,0.80443764,1.3515453,1.0639747,1.0740756,0.7142383,1.3409197,1.1799572,1.3952414,0.6787255,0.7184104,1.0462382,0.9869007,0.69475496,0.94454557,1.3926201,1.3060728,1.4236491,0.7107935,0.6563079,0.8263068,1.0663855,0.9083901,0.9027168,1.002899,1.145709,0.86826456,0.7930578,1.2705989
purse,1.1620419,0.9203435,1.0423942,1.2959051,0.9273553,0.95022255,1.0121576,0.77716184,1.3405695,1.2621217,1.069466,1.2923499,1.3022578,1.221895,1.0358709,1.0573101,0.564739,0.94021416,1.0265584,0.8946559,0.85893166,0.8257195,0.66352665,0.7238188,1.0417972,1.2397679,0.96194685,0.8703891,0.67727995,1.1468259,0.95212716,1.0986639,1.1734995,1.134863,0.94673365,1.2199893,0.6776798,0.9833186,0.8440862,0.9280454,0.9064555,0.88594466,1.1681265,1.1264356,1.0902125,1.1239395,1.1136847,1.1105222,1.1678808,0.4734608,0.94970894,0.78128386,0.8881062,1.2560986,0.9863318,0.9842302,1.2323135,1.1836591,1.1177189,1.2882979,0.76112115,1.0121508,1.1283966,1.1203929,0.76998186,1.1530646,0.5804491,0.64129245,0.60050243,0.98315394,1.0075119,1.0291022,1.1685483,0.9295589,0.9827781,0.8282577,0.98423356,0.8137518,1.04419,1.1353105,0.98962474,1.2920163,1.0752597,1.224945,0.9331402,1.0372999,0.80337906,0.898372,1.0036697,0.6500898,0.90809536,0.9660284,0.8427112,0.0,0.7620512,1.143851,1.2640746,0.887995,1.0973516,1.3033673,0.6348611,1.2606113,0.9463214,0.97903335,0.59376717,1.1310264,1.266565,1.2605102,0.76975536,0.76423067,1.051085,1.2709789,0.62629455,0.80577314,0.9752382,1.2383229,1.2786636,0.8333889,0.9456681,1.067553,1.2466302,0.76511276,0.85739994,1.0479937,1.0390382,0.5856695,0.7919758,1.1273825
radio,1.2290274,1.0634094,1.0016433,1.3032513,0.9086869,0.9150649,1.0536687,0.60907423,1.145212,1.2129921,1.0064282,1.2246287,1.3115461,1.24569,0.9219361,0.82209265,0.6576615,0.68893945,0.76810044,0.87180936,0.9505306,0.73931515,0.91956943,0.5510707,0.95557845,1.1971364,1.079181,0.92746437,0.68595725,1.0443226,0.95434123,1.0779248,1.220763,1.2195537,0.8665186,1.0691445,0.7355155,0.86281043,1.044992,1.0015218,0.9068579,0.47496223,1.2439588,1.1498911,1.0296316,1.3015808,1.1137512,1.1273108,1.1853294,0.78779,1.0906252,0.7254367,0.98534286,1.1815817,0.98169494,1.1274881,1.1797059,0.96548057,1.1937757,1.3080007,0.8455215,1.1244395,1.1003997,1.2417818,0.72189283,1.3332611,0.60828257,0.8193207,0.6545905,1.1098456,0.87556976,0.7514341,1.372224,0.9363239,0.960558,0.98545986,1.055139,0.8436761,1.0172541,0.8111913,0.9543047,1.3404075,1.2978442,1.1155336,0.8550008,0.9516846,0.85889685,0.8783779,0.91665035,0.8734048,0.71032387,0.9887287,0.9943919,0.7620512,0.0,0.8749132,1.1879691,1.1368537,1.1552593,1.2360455,0.7626785,1.3219767,0.9895892,1.0800717,0.66278255,0.97275347,1.0966164,1.2428001,0.7818109,0.77489626,1.1565549,1.1954155,0.6416657,0.99233127,1.071867,1.321472,1.1998377,0.6517859,1.0397538,0.8955937,1.1532805,0.92677283,0.7780708,0.7312321,1.036959,0.6626726,0.8030964,1.117926
