,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cup,1.4394511,0.56908965,1.1613182,1.3686152,0.49138516,0.7837138,0.8430269,1.0545264,1.3306212,1.465446,0.5596445,1.4977258,1.5433457,1.2833924,1.0517952,1.1211424,1.0972755,0.17227763,0.41677153,1.2576953,0.64371365,0.48994362,1.1823905,0.56282616,1.0450422,1.2833432,1.0394396,0.84519637,1.2246382,1.1791574,1.1769425,0.9357898,1.2678566,1.2461147,0.33020198,1.4019289,0.0,1.1265583,1.1177937,1.0262394,0.80623937,1.3038852,1.0750121,0.85485756,1.1907598,0.9788172,0.76365554,0.9818522,0.67640007,0.49300307,0.8135829,1.1974133,0.7957135,1.230375,1.2879708,0.9079064,1.3399835,0.8131275,1.4349308,0.42988896,1.4302138,1.0333322,1.3852402,0.52977794,0.66047406,0.45127147,1.1376562,0.9437058,1.0951012,0.7879293,1.4752989,0.81854224,0.76116455,0.42882288,1.0476892,0.89574873,1.1224821,0.4908644,1.2930999,1.0786942,1.56572,1.5027165,1.3920484,0.5696726,0.446409,0.9613738,0.9094409,0.9466668,0.96306217,0.9818947,0.88032645,1.3827913,1.356697,0.83099854,0.8466674,1.1123416,1.5202439,0.6353148,1.4478992,0.80263925,1.3491267,0.7898279,1.1666234,0.34207344,1.1977005,0.45298028,1.0595334,0.74120665,0.6312696,0.78387415,1.2259505,1.303515,1.467637,0.34585232,0.7915474,0.93039477,1.3770137,1.0229625,0.3226229,1.2358085,1.1038809,0.75307244,0.57166183,1.3618741
dog,0.80074525,1.1086898,0.90614754,1.0648198,1.0668837,1.1432835,1.1169124,1.0953655,1.0568886,0.83479047,1.2065675,0.87577516,1.002077,0.6316441,0.9987502,1.0965111,0.98992944,1.1549845,1.1572331,0.9624672,1.0816884,1.1431699,0.9863849,1.1743574,0.99019015,0.089782834,1.0002829,1.0952572,0.91792476,0.7170455,1.1727232,1.0820957,0.8799339,0.9804851,1.247337,0.9526074,1.1265583,0.0,0.75532615,0.9942249,1.1848435,1.0963022,1.1415023,1.0501044,0.92393684,1.21206,1.1808486,0.8447255,1.1558138,1.1301318,1.0091716,0.9701938,1.1305368,0.9690708,1.0250627,1.2181897,0.9408659,1.0087796,1.07668,1.1193963,0.94043475,1.0289198,1.0494279,1.2095646,1.0195866,1.1724098,1.1165142,1.0676584,1.01016,1.0397359,0.8828385,0.9101504,0.92178404,1.2319244,1.0071485,1.2600001,0.90920603,1.1468914,0.960738,0.9344995,0.9516434,0.92961097,1.0092541,1.2155949,1.2198029,1.0629904,0.9871078,1.0444041,0.79801327,1.1014603,1.1364783,0.9622388,0.9858577,0.599714,0.98234135,0.99834305,0.9452471,0.97835857,1.0514308,1.0604571,0.94036007,1.1446217,1.1245027,1.1437345,0.9763754,1.0813122,0.8636911,0.98417383,1.1080341,1.0946081,0.8306834,0.83025795,0.8102062,1.0966136,1.2539724,1.032384,0.91547734,1.0125012,1.1077917,1.0333477,0.98490584,0.76011044,1.2057738,0.86058116
doll,0.90765166,1.0741905,1.0271986,1.040894,1.0318635,1.0663929,1.1070169,1.0558159,1.296453,0.92133415,1.1617994,0.98853785,0.76967174,1.1319187,1.1526656,1.0493296,0.7804565,1.076888,1.1108043,0.93253124,1.0255686,1.0236688,1.1135587,1.1608536,1.1555599,0.8772672,0.9798008,0.76248586,1.0824242,0.85930544,1.1754951,0.97568744,1.0491819,0.8033843,1.1675278,1.0448629,1.1177937,0.75532615,0.0,1.1682358,1.0839467,0.94457614,1.1434203,0.75886655,1.0184648,0.89292294,1.1772783,0.9509722,0.84019226,1.1265211,0.84033644,1.1400107,1.060071,0.6617568,1.1191083,1.0424689,1.0213606,0.97154856,0.83590895,0.96884567,0.9404836,1.0339191,1.03095,1.1889204,1.0384374,1.2814505,0.85368955,0.9602695,1.0029789,1.1154435,0.51365346,0.79468244,0.88918746,1.165861,1.0082084,1.0494742,0.9548776,1.0169479,1.1975961,0.93599147,0.8836865,0.9031018,1.0134976,1.1895947,1.1101072,0.9787865,0.9318531,0.9822044,0.9877855,1.1065995,0.89269984,0.84374356,1.3149903,0.86909604,1.0124803,0.90257764,0.9574893,0.9511428,0.86743903,0.9806796,1.1291895,1.3852676,1.0229505,1.0987937,1.1910114,1.1716115,0.73301995,1.0038103,1.097132,0.93240577,0.704835,0.8852989,0.96994853,1.0455258,0.98436844,0.90454674,0.90537024,0.98305595,0.8241092,1.0570556,1.0854546,0.9092675,1.067926,1.1725945
door,1.0676157,1.1689379,1.1323198,0.94520617,1.1381329,1.1688752,1.1350952,0.8823725,0.70750916,0.9118145,0.98258036,0.8744522,1.1941344,1.1775692,0.9109015,0.96551895,1.1568701,1.0045222,1.1058342,1.0074811,1.070037,0.9970345,1.1957784,0.6828174,0.73473847,0.94303185,0.7671237,1.0883765,0.30274355,0.94836044,0.9506525,1.2252342,0.79332054,1.2253143,1.057391,0.8879492,1.0262394,0.9942249,1.1682358,0.0,0.8159609,0.9116625,1.1027856,1.0994534,1.0605793,1.1585827,1.1459076,0.95167583,0.9965153,0.9292935,1.229342,0.8926322,1.1126547,1.2683362,1.1634009,1.2515252,1.1046562,1.1271157,1.1036569,1.1013263,1.0303224,0.98825365,1.180036,0.9732172,0.58160496,0.6899439,0.9724594,1.034958,1.1779026,0.9038743,1.2555959,0.97541445,1.195293,1.1078258,0.8875216,1.0378349,1.0553023,1.1340113,0.64735216,1.1500839,1.0237392,0.9607582,1.0450453,1.0576237,1.1124177,1.1253577,0.80174387,1.1193316,0.8733879,1.1112442,1.1346581,1.0636253,0.4980538,0.98424757,1.0603808,1.0072044,0.98617584,1.0577121,1.1124,0.9652424,0.4789415,0.7889478,1.0077884,1.0562167,0.9658177,0.9182113,0.88578606,1.0696086,0.96042347,1.1292799,1.0141735,1.0704883,0.92120063,1.1341835,1.1708995,1.0428045,1.0721209,0.9410416,1.149845,1.1289668,0.8916757,0.793448,1.1279013,0.5382506
drawer,1.206381,0.924507,1.1575308,1.1648536,0.96176314,1.0410942,1.0178154,0.60951656,1.0526564,1.2258811,0.619056,0.99140024,1.2797121,1.3118962,1.02009,0.753796,0.995104,0.8169811,0.86395025,0.9473982,1.0366737,0.7656752,1.1100644,0.6011776,0.9054992,1.2557969,0.60498595,0.9227724,0.98074937,0.9086709,0.94414216,0.964322,1.0587213,1.2137363,0.7013712,0.9123801,0.80623937,1.1848435,1.0839467,0.8159609,0.0,1.0564082,1.0480638,0.9882483,1.1756778,0.89102906,0.8262678,1.1721702,0.82815635,0.84258235,0.92925954,1.2510865,0.8472758,0.96392024,1.2462798,0.8651445,1.1360427,1.1334066,1.1760762,0.8085995,1.1147875,1.0902121,1.2338688,0.79778934,0.8004813,0.68084514,0.9774206,1.0362256,1.1363215,1.0206845,1.2895266,0.8820186,1.0396085,0.8679964,0.7309601,0.7280785,1.0595806,0.8956469,0.9653711,1.1120627,1.2778988,1.1436489,1.2170116,0.81374925,0.78180957,0.948185,0.78071594,1.1638668,1.1140615,1.1030563,1.0277569,0.9516646,1.0623564,0.8591801,1.0152853,0.8678607,1.2855289,0.8403648,1.1126549,0.9167791,1.1317872,0.77587163,1.06692,0.64727604,1.2001774,0.8322644,1.0686096,0.99381906,0.9553276,1.0275904,1.0673206,1.2834274,1.1882534,0.75396776,0.8154121,1.0982337,1.2951686,0.7900999,0.7627777,1.1137912,1.0959924,0.72646135,0.67762524,1.094311
dress,0.8863528,1.2524481,1.1006905,0.58334666,1.3305979,1.1813668,1.0808505,1.1621749,0.9704803,0.9017225,1.1243119,0.8440239,0.69691277,0.99490696,0.945037,0.7530415,1.1754903,1.1978848,1.3256747,1.0524619,1.300924,1.1387569,0.993768,0.91161776,1.0266653,1.018082,0.9872278,1.1150899,0.835843,1.0382484,0.9035004,1.2067397,0.9267664,1.0224253,1.2024635,0.99129564,1.3038852,1.0963022,0.94457614,0.9116625,1.0564082,0.0,0.84061664,0.96529615,1.0471014,0.845507,1.1855718,1.0934238,0.9435733,1.264699,1.2309165,0.89700806,0.91563636,0.7106539,1.0644414,1.1564579,0.7313305,1.2842977,0.69281745,1.0345985,0.7296336,1.0107859,0.6939049,1.1851362,1.199188,1.089121,0.77393055,1.1241555,1.1401321,1.1894046,0.7684287,1.1026219,1.2473419,1.0689627,0.89711267,0.711136,0.89321566,1.2130953,0.85471916,1.1210353,0.46657002,0.39012885,0.9592581,1.0848389,1.12132,1.1037694,0.9574671,1.1974975,1.1583135,1.1742449,0.8631859,0.73286563,0.80476433,1.1754596,1.2316852,1.1081395,0.45748222,1.1935502,0.53272617,1.1184714,0.894532,1.1375242,1.0146756,1.2198045,0.97338134,1.2394923,0.9623084,1.1998937,1.1904197,1.0030705,0.8169226,0.8794478,0.9483545,1.3256354,0.8462956,0.90223867,0.9465922,0.81652635,1.3885806,1.157574,1.0456233,1.1188872,0.9552531,0.8895969
ear,1.0118113,0.8867059,1.0315406,0.99435335,0.965685,0.8447692,0.94335574,1.2538893,1.2183658,1.1613486,0.98983085,1.1615182,0.94048345,0.9598958,1.1049012,0.8720615,1.148053,1.0281225,1.1391454,1.1754853,1.1387818,1.1481905,0.9402717,0.9390895,1.2919908,1.1492022,1.2081169,1.0485032,1.1433047,1.155578,1.0580177,0.96898293,1.1408025,1.0053381,0.8584389,1.2199214,1.0750121,1.1415023,1.1434203,1.1027856,1.0480638,0.84061664,0.0,0.86338717,0.8664565,0.5466846,0.9585887,1.1355557,0.9411386,1.1600654,0.9913444,1.0899768,0.5252427,0.74265635,1.1044112,0.7921427,0.6857876,1.1152545,0.709829,0.75871867,1.0395749,1.0545807,0.97662467,1.1064445,1.2157556,1.0295434,0.80300915,1.1767,0.93774366,1.1563804,0.94538015,1.0914932,1.0113475,0.7291494,1.1048748,0.56793666,0.692785,0.9698751,1.1500328,1.0233253,0.9819756,0.8727037,1.1011157,0.85375273,0.80206263,0.8521009,1.0897274,1.1355728,1.1511214,1.1454779,0.7868259,1.1547703,1.1394333,1.0931721,1.1252302,1.0750921,0.93701696,1.0272303,0.9239626,1.0751598,1.1601115,1.2097199,1.0947044,0.83954084,1.1135035,1.1405843,1.1356584,1.1718271,1.1344914,0.80523646,1.183139,1.0646636,1.1347415,0.9078822,0.49671227,0.7780848,0.98852813,1.0624069,1.0723077,1.1762319,1.1264596,1.1763281,0.6416261,1.1487659
egg,1.2409542,0.6356121,1.134964,1.237851,0.56372195,0.726467,1.0595691,1.2517126,1.3113372,1.1634679,0.9471085,1.2365024,1.2160919,1.0711492,1.01216,1.029087,1.1224518,0.8707998,0.92083913,1.1317148,0.96352917,0.9085456,1.2151227,0.8992006,1.2176905,1.1124636,1.081816,0.9262332,1.0975738,1.2120432,1.1542373,0.9337972,1.2241226,1.0482459,0.8778363,1.3344707,0.85485756,1.0501044,0.75886655,1.0994534,0.9882483,0.96529615,0.86338717,0.0,1.037003,0.79242945,0.9572678,1.1138532,0.7576381,1.0443733,0.96186167,1.0290527,0.8167156,0.9815477,1.2303352,0.925984,0.8935347,0.948959,1.0459673,0.6881567,1.1584662,1.0578038,1.150811,0.98642164,1.0389085,0.9303275,0.8545234,1.1393988,0.76611346,0.736532,1.0326868,0.99712217,0.84502363,0.73417145,1.0895867,0.8592983,0.80361664,0.31635725,1.2970014,0.9927033,1.1782774,1.0707877,1.2365828,0.9127977,0.84945077,0.74359405,0.83593714,1.137686,1.0264472,1.1998016,0.6219579,1.2083263,1.3354528,1.0200337,0.9891939,1.1201969,1.1430482,1.0304927,1.0671322,0.9650712,1.2766489,1.231124,1.1092777,0.8864604,1.1624224,0.87340313,0.9195599,0.9456606,1.0314398,0.7483835,1.029332,1.0940466,1.215056,0.7639873,0.700172,0.83064,1.2175599,1.1043589,0.78880405,1.3022597,1.1705356,1.0631412,0.79412335,1.2328498
face,0.72200173,0.9642221,0.8940727,0.98001546,1.0218469,1.0378536,1.0576674,1.1368153,0.9729245,0.8427124,1.1100272,0.9426664,0.8910706,0.89622426,0.9516359,1.1749513,0.9777625,1.1980096,1.2080785,0.9701912,1.1517452,1.2519569,1.0083154,1.181424,1.0038648,0.8320738,1.0835744,0.9900551,0.89344764,1.0449703,1.0372822,1.0658875,0.9065454,1.0333923,1.1424383,0.9720261,1.1907598,0.92393684,1.0184648,1.0605793,1.1756778,1.0471014,0.8664565,1.037003,0.0,1.0391117,1.0359281,1.0168595,1.2251034,1.2282115,1.0322188,0.98971564,0.7105043,0.933945,0.91941315,1.0284045,0.5787655,1.0597997,0.9413338,0.984729,0.77796334,0.9069898,0.91232944,1.2502449,1.244057,1.2067734,1.2052802,1.1715525,0.9071905,1.1593113,0.936951,1.2012676,0.97357917,1.0402632,1.2088339,1.1250755,0.8548974,1.0860633,0.95690036,0.75873893,0.8960126,0.80751973,0.91055995,1.1637467,1.170057,0.9183618,1.1468817,1.1266135,1.0502712,1.040615,1.1262472,1.0706265,0.9454206,0.89039695,1.1183317,1.0024304,0.6968165,1.2384653,0.9272239,1.0751396,0.90455985,1.0912995,1.1442522,1.1789687,0.8176528,1.1455458,1.2172103,1.1973367,1.232257,1.2093265,1.068033,0.6674249,0.8482448,1.0176005,1.014094,0.9795492,0.9201529,1.2160475,1.1525936,0.96090126,0.9532203,1.1747491,1.1113739,0.8877709
finger,1.2553315,0.82052046,1.1160325,0.9965352,0.9515936,0.9628809,0.9866178,1.2429577,1.3339409,1.283773,0.813927,1.2064563,1.0793035,1.1080068,1.1297783,0.86130667,1.1298239,0.90864426,1.107147,1.2491109,1.1461525,1.083427,1.0614269,0.8599052,1.3880647,1.2924783,1.1268829,1.0915294,1.2965236,1.2328299,1.0963669,0.9170658,1.2258155,0.9731924,0.6775511,1.3455677,0.9788172,1.21206,0.89292294,1.1585827,0.89102906,0.845507,0.5466846,0.79242945,1.0391117,0.0,0.91590935,1.18279,0.5641058,0.98687035,0.8720068,1.2755716,0.5713599,0.72502506,1.0780481,0.72379893,0.81805646,1.1673014,0.3942752,0.68791246,1.1126596,1.1558013,0.99117106,0.85833037,1.1759003,0.9650244,0.5304156,1.0933625,1.0821738,1.1143315,0.92169297,1.0638509,1.1248789,0.62611926,1.0296682,0.4730199,0.68562734,0.9213516,1.2760118,1.1651411,1.0987442,0.99879426,1.1737908,0.64973074,0.6305926,0.85456204,0.94354737,1.1214268,1.1874558,1.1980429,0.5655359,1.1768708,1.311043,1.0149536,1.144593,1.0925665,1.0596058,0.9569189,0.92029357,0.99889654,1.2806501,1.0940657,1.1840656,0.7182967,1.2001872,1.0596082,0.8858453,1.1397725,1.0489826,0.7889199,1.1451908,1.1088333,1.285922,0.94594914,0.17304969,0.7664966,1.0509853,1.0202105,0.9575307,1.2532512,1.1634381,1.0943743,0.46202308,1.2795653
fish,1.0201374,0.6083535,1.2597642,1.1946295,0.7139034,0.5876033,0.7024166,1.1530696,1.2309763,1.2647874,0.3992954,1.363313,1.2283769,1.1572306,0.6450487,1.0336529,1.0657339,0.7158212,0.94087416,1.222387,0.9120827,0.80072963,0.7541889,0.6883872,0.90205723,1.161961,1.0730249,0.8029829,1.2686415,1.258127,0.9241725,0.8102161,1.210978,1.1718934,0.42156482,1.3346627,0.76365554,1.1808486,1.1772783,1.1459076,0.8262678,1.1855718,0.9585887,0.9572678,1.0359281,0.91590935,0.0,1.0815139,0.9140132,0.8780241,0.46333653,1.2433438,0.83807456,0.95782787,1.1511638,0.6095252,1.1295911,1.13795,1.225131,0.6853546,1.2428602,1.1388204,1.2687931,0.8371365,1.0823386,0.7024572,1.0393836,1.0808843,1.0561188,1.0453627,1.166696,0.8846747,0.94912136,0.5998489,0.84623206,0.7367159,0.86127555,0.6760872,1.2867858,0.8135202,1.2934232,1.2407546,1.1626586,0.53385735,0.5452348,0.7931535,0.7796422,1.1957886,1.1024306,1.1895586,0.9792623,1.2725294,1.2438587,0.74518,1.0570134,1.0559998,1.2750742,0.9484716,1.2619473,1.0790397,1.3049839,0.83863246,1.0245516,0.57861155,1.0898064,0.6196281,1.1626909,1.058071,1.0663036,0.95412,1.1511855,1.2375765,1.3754925,0.75346416,0.7169275,0.8680105,1.2421017,0.86933017,0.62177503,1.3096356,1.0630829,1.1101432,0.7068656,1.2131001
flower,0.9068409,0.9918818,0.853279,1.0990828,1.0182024,1.0370542,0.8923463,1.0457349,1.0862664,1.0741786,1.1323758,1.0212042,1.0637141,1.0351421,1.1840351,1.1199815,0.95854855,0.97561926,1.0994084,1.0202005,0.9806026,1.0273896,0.95230055,1.0636789,0.87055415,0.902721,0.9877795,1.1487638,0.9634416,0.8127595,1.0301352,1.0105985,1.0450594,0.98065764,1.0989078,1.0243032,0.9818522,0.8447255,0.9509722,0.95167583,1.1721702,1.0934238,1.1355557,1.1138532,1.0168595,1.18279,1.0815139,0.0,1.0729342,0.99598235,0.9539703,0.88114107,1.1644596,1.2024751,1.0258942,1.1403226,1.014649,0.95621717,1.0669035,1.102504,1.1229715,0.75719476,1.1476364,1.0358785,0.8177653,1.0002594,1.1126578,0.8619467,1.0966233,1.083445,1.1081679,0.87107486,1.02103,1.1072993,1.151183,1.1916643,1.0523583,1.1507275,0.9405842,1.0212473,1.0368352,1.0509806,1.0027313,1.0832564,1.0511324,1.0155807,1.1446732,0.8282177,0.18906158,1.0514385,1.0542345,1.1106474,0.9795408,0.93537515,0.9853231,1.0857247,1.0354548,1.047086,1.1158472,1.0636983,0.9419423,1.0251108,1.071949,1.1312844,0.95832217,1.0324956,1.0254991,1.0078621,1.0287943,0.85784113,0.9733192,0.988615,1.0090618,1.1581417,1.2259424,1.0010769,0.95236874,1.1073745,1.0213065,1.0213774,0.6156002,0.848361,1.2287012,0.81078136
foot,1.3656564,0.8258179,1.232158,1.0578947,0.9147153,0.99034613,0.92296505,1.1086733,1.3648282,1.3769901,0.62187517,1.2954974,1.2541807,1.2505542,1.0366148,0.88863707,1.1053467,0.6415282,0.9022321,1.2524366,0.90224683,0.8144919,1.1763003,0.57500046,1.1223788,1.2597593,0.97914463,1.1074774,1.16411,1.127339,1.0987885,0.97046083,1.2262352,1.0333745,0.62383014,1.3739058,0.67640007,1.1558138,0.84019226,0.9965153,0.82815635,0.9435733,0.9411386,0.7576381,1.2251034,0.5641058,0.9140132,1.0729342,0.0,0.67268604,0.9525404,1.2447987,0.7824185,0.87598175,1.2575356,0.9424564,1.0863142,1.0013376,0.9055301,0.6207992,1.293884,1.1970336,1.1657364,0.6797422,0.7513869,0.8110934,0.77386725,0.957111,1.2242626,0.9883989,1.143621,0.7679081,1.0422175,0.678023,0.92785585,0.68816113,0.9132862,0.7680559,1.2667061,1.1799062,1.2433822,1.1749563,1.2771099,0.6800411,0.6036279,1.0190159,0.70176125,1.080542,1.0564097,1.1670507,0.69048905,1.1686858,1.3158405,0.8520471,1.0761592,1.1028582,1.2400757,0.7610563,1.1253573,0.8997178,1.2958648,1.0176561,1.1035544,0.5779674,1.166767,0.8034742,0.81614125,0.977148,0.82122236,0.66905314,1.1197456,1.244699,1.3841159,0.8498833,0.506686,0.85473514,1.290367,0.8900374,0.7652214,1.3110508,1.1686304,0.86816376,0.56046593,1.2779127
fork,1.3903384,0.8742734,1.0874313,1.220951,0.84962475,1.0461423,0.90727293,1.0077968,1.2857206,1.4241564,0.61336166,1.4595503,1.40682,1.2350808,1.1654422,0.9686701,1.01605,0.51872885,0.53156626,1.2434767,0.5982955,0.86092573,1.1706889,0.7346407,0.93864614,1.2640896,1.101434,1.0034479,1.2238818,1.1462033,0.98783237,0.94231755,1.3309513,1.1230506,0.5092852,1.3667723,0.49300307,1.1301318,1.1265211,0.9292935,0.84258235,1.264699,1.1600654,1.0443733,1.2282115,0.98687035,0.8780241,0.99598235,0.67268604,0.0,0.92693734,1.2168487,0.88996196,1.2839426,1.1906055,1.0465313,1.3023815,0.7610404,1.3015807,0.7459147,1.3582261,1.2047035,1.3002422,0.15936333,0.5769225,0.5434974,0.93754107,0.6728192,1.3399775,0.86848783,1.445441,0.80318815,0.95165503,0.702413,1.0617754,0.86255354,1.1065955,0.85151905,1.222882,1.1203867,1.4644952,1.5199404,1.2239256,0.60053724,0.55243707,1.1525047,0.8834007,0.68080795,0.9706841,0.6927862,0.94646597,1.3390774,1.2720119,0.815431,0.81607723,0.85611194,1.4674808,0.67829823,1.3193756,0.56554633,1.2826034,0.7499074,1.0656312,0.5330731,1.2049285,0.56619275,0.99907726,0.69977385,0.15580416,0.87519014,1.1440191,1.2823114,1.4416953,0.7433671,0.9179338,0.93543535,1.2303611,1.0618808,0.69053686,0.989992,1.0164205,0.65014297,0.71703976,1.2681706
frog,0.9737809,0.5828376,1.1548529,1.2675905,0.6554316,0.6552904,0.7877061,1.1992718,1.317724,1.2959406,0.75234324,1.3555253,1.1176718,1.2022072,1.0546411,0.9847805,0.9651869,0.7775768,0.9311317,1.1422553,0.8057346,0.7514457,0.7891646,0.99303603,1.2125653,1.1475374,1.1248366,0.67468727,1.3668427,1.159021,1.1710522,0.76512474,1.2430226,1.0547752,0.6229204,1.3113506,0.8135829,1.0091716,0.84033644,1.229342,0.92925954,1.2309165,0.9913444,0.96186167,1.0322188,0.8720068,0.46333653,0.9539703,0.9525404,0.92693734,0.0,1.3594756,0.9367442,0.93674314,1.1461016,0.59225065,1.1288753,0.9933361,1.1893902,0.7753117,1.2172475,1.0372877,1.3056673,0.9672468,1.042107,0.87523067,0.9872988,1.0040668,0.9015703,0.99672276,0.983393,0.7240722,0.8568234,0.77678454,0.9499294,0.8809819,0.96916634,0.87134176,1.3212407,0.73215175,1.3106649,1.2679763,1.1547513,0.8004105,0.74416286,0.70809275,0.9824908,1.0281359,0.9126687,1.0944152,0.91848457,1.159016,1.3805492,0.6971049,0.9591393,0.97485703,1.2911077,0.8660347,1.3324468,0.9609745,1.2977742,1.0565228,1.1184587,0.69709665,1.1855625,0.8256067,1.0952091,1.0037918,1.0611769,0.8657356,1.0778079,1.1569884,1.3017578,0.74161255,0.7859128,0.85790205,1.1095206,0.94540215,0.44062608,1.1919076,1.0122018,1.0453404,0.81458104,1.3093779
glass,0.79938394,1.2647262,0.91082156,0.83399117,1.1894027,1.0427973,1.1041366,0.92546594,0.65519613,0.7207763,1.376142,0.7420319,0.8208602,0.8601703,0.98831755,1.1363753,0.9534283,1.2941055,1.1196647,0.8120148,1.0745335,1.0804492,0.9036626,1.1268829,0.91432035,0.82681006,0.97786015,0.92164147,0.74184567,0.8817774,0.91462135,1.1086783,0.8480356,0.84592986,1.453553,0.72373205,1.1974133,0.9701938,1.1400107,0.8926322,1.2510865,0.89700806,1.0899768,1.0290527,0.98971564,1.2755716,1.2433438,0.88114107,1.2447987,1.2168487,1.3594756,0.0,1.2674905,1.1973351,0.9221165,1.1506588,0.989689,1.022353,0.87161326,1.4040071,0.9192831,0.7238783,0.859337,1.2361404,1.0085652,1.0915678,1.2114664,1.0968043,0.81414586,0.9302678,0.916263,1.154093,1.0386212,1.3211696,1.0916473,1.229328,1.050139,1.0996526,0.60867536,0.92345935,0.74508005,0.835417,0.734938,1.3434414,1.4063628,1.0075736,1.185304,1.013217,0.9472104,0.9395748,0.9970472,0.91444194,0.61025566,1.3169276,0.9193957,1.0115489,0.7658531,1.2152761,0.8950712,1.0554808,0.71594244,0.9420872,0.9620484,1.4401529,0.6264722,1.205128,1.0075634,0.9800463,1.0940188,1.0866156,0.9312639,0.8602406,0.6217533,1.2009274,1.3584373,1.1084571,0.89835536,1.0668931,1.3780634,0.849227,1.0406034,1.1320046,1.4103131,0.7215427
glasses,1.1934131,0.73862576,1.1303144,1.1344045,0.8587927,0.9028997,0.9326069,1.2893922,1.3579128,1.2704355,0.6827221,1.3262407,1.194755,1.1566386,1.017008,1.0342516,1.1632901,0.7454063,1.0048014,1.2279366,1.0495669,1.0485605,0.9972421,0.7410844,1.2368373,1.1594852,1.1315128,0.99386185,1.1858354,1.2476172,1.0623744,0.9859666,1.183649,1.1243367,0.5479325,1.3785602,0.7957135,1.1305368,1.060071,1.1126547,0.8472758,0.91563636,0.5252427,0.8167156,0.7105043,0.5713599,0.83807456,1.1644596,0.7824185,0.88996196,0.9367442,1.2674905,0.0,0.8056787,1.1798009,0.891594,0.6439524,1.1060886,0.912256,0.38672203,1.1096414,1.182786,1.1285049,0.8095921,1.1498206,0.84473664,0.95632297,1.109001,1.1890922,1.1717108,1.1560099,1.0683223,1.0111253,0.41906637,1.1251802,0.40768725,0.75672984,0.7840253,1.2743742,0.9909894,1.1668658,1.0484774,1.218694,0.57971144,0.5400413,0.8724927,0.9327278,1.173759,1.2036314,1.2002566,0.8646057,1.3046241,1.2738727,0.9135966,1.1585923,1.0959387,1.0566317,0.94443905,1.0417079,1.0090195,1.2662423,1.0728595,1.2446556,0.5246364,1.1190941,0.8251405,1.168818,1.1229789,0.9817607,0.8977647,1.1844724,1.0496222,1.3063914,0.72395015,0.37501323,0.79604703,1.2394648,1.0896195,0.8694857,1.3105128,1.145865,1.0577946,0.3506881,1.2310983
glove,0.7062509,1.097233,1.1440864,0.7836707,1.2251283,0.9993345,0.90830994,1.0916837,1.1967252,1.0058115,0.9469578,0.926593,0.6651598,0.9777061,0.99359804,0.820448,1.0437618,1.1034809,1.3110977,1.0278302,1.3145329,1.0730233,0.9140781,0.9321182,1.1570961,0.9445828,0.94862616,1.0165728,1.1635029,0.96603775,0.88334966,0.95785093,1.0170956,0.7883615,0.99378216,1.0329651,1.230375,0.9690708,0.6617568,1.2683362,0.96392024,0.7106539,0.74265635,0.9815477,0.933945,0.72502506,0.95782787,1.2024751,0.87598175,1.2839426,0.93674314,1.1973351,0.8056787,0.0,1.1527864,0.71726286,0.739925,1.3125997,0.6465251,0.84406847,0.87388253,1.0884084,0.86730516,1.2118452,1.3632048,1.2361891,0.8398465,1.1828917,1.0210806,1.2611904,0.36898226,0.9743878,1.1421788,0.98153454,0.6877041,0.8218402,0.8143121,1.1449792,1.003369,0.9555154,0.7173966,0.5902682,0.9686702,0.9169673,0.9403123,0.89193106,0.8419335,1.2957911,1.2611547,1.2967821,0.8998775,0.7187802,1.122752,0.8712603,1.2609689,0.93991417,0.77328455,0.98502696,0.7241264,1.142237,1.1671861,1.2332906,1.0654309,0.9434745,1.1508794,1.2039748,0.8551119,1.2757348,1.330309,1.0353413,0.908722,1.0552356,1.0396628,1.0321332,0.67289466,0.8698353,0.8735079,0.61020684,1.0943614,1.223444,1.2459011,1.0465341,0.79281986,1.1949221
