,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
lamp,1.3483034,0.5935328,1.366648,0.6404749,0.4853472,1.120064,0.8462377,1.2388475,1.3967692,0.6844393,1.0158576,1.3746371,1.2190038,1.4273936,1.0961745,0.48058414,0.69919366,1.2535114,0.8232957,0.5234518,0.6538421,0.9800502,0.9894927,1.076074,0.6562281,0.847586,1.1943434,1.0073074,1.1114902,1.3151094,1.1395804,0.4913016,1.1254503,0.5339374,0.89717114,1.0904921,1.1514013,0.77402604,0.848706,1.273072,0.7612667,1.009913,1.239647,0.89862156,1.0130774,0.9668564,1.230001,0.49221647,0.9207028,0.9989646,1.2715425,0.87926173,1.2210494,1.0466629,1.0995034,1.2114509,1.3053586,1.371033,0.8732844,1.1557939,0.9654282,1.4456897,0.5494252,1.1818482,0.0,1.1843282,1.129885,0.7024516,1.1599576,1.1852283,1.2003746,0.6617926,0.71817553,0.67225504,0.6197009,1.0884149,1.2462138,1.2905176,1.3463895,1.3151529,0.56070966,0.63743156,1.1447246,0.6356275,0.95006466,0.85434103,0.9377603,0.6149516,1.4314787,0.8532607,1.1378417,0.864096,1.237061,1.1219357,0.995759,1.4038357,1.2148327,1.4000767,0.543762,1.1224531,0.8023391,0.87692505,0.6048931,1.0422527,0.70053923,0.99476135,1.2260202,0.49203622,1.0603907,1.0199678,1.2742666,1.2557098,0.6763103,1.0517442,0.74478745,1.0551325,0.72363997,0.807981,1.1238885,0.55687165,0.72030544,0.91313404
meat,0.78610563,1.2197387,0.9723286,1.169761,1.2296069,0.744853,0.98619515,0.9094654,0.8701618,1.2659552,1.046481,0.94868755,0.70708406,0.86655533,0.9318406,1.2725953,0.77550256,0.86485434,0.8477075,1.2277483,1.2502189,1.0927498,0.9308846,1.005714,1.2426665,1.1002574,0.843737,1.2213976,1.016954,0.99986297,0.66130096,1.3772364,0.94275314,1.3093002,0.931286,0.82351655,0.8968909,1.1643921,1.0960696,0.8509236,1.0748181,1.1149322,0.97500086,1.2829788,0.9014752,0.85331136,1.1934549,1.3008366,1.1470349,1.0033364,0.85273105,1.3195299,1.2039105,1.0094134,1.1434975,1.0651132,0.67740077,1.035799,1.1602607,1.0297711,1.2650058,1.0551908,1.3435044,0.9819789,1.1843282,0.0,1.0249248,0.97821033,1.1041003,1.0004784,0.5768509,1.2896951,1.2458498,1.3792655,1.2021029,0.9691799,0.61854744,0.91176504,1.1063591,0.84263635,1.3663721,1.3515277,0.7709727,1.3193325,0.68179584,0.90683985,0.48397166,1.2512605,0.71163744,1.0558099,0.97626835,0.7579227,0.560825,0.73201096,0.7894796,1.0117692,0.8466529,1.1189767,1.3054777,0.9775282,1.0172175,1.0660195,1.421466,1.0848198,1.2811629,1.1393276,0.3577842,1.2257617,1.0209508,1.0534526,0.92564094,0.73947895,1.1553569,1.3037727,1.2964145,1.066138,1.2809298,1.1470236,0.5603419,1.2520101,1.3887362,0.9047799
melon,0.933225,0.59618974,0.954436,0.57404125,0.78522885,0.88286763,1.2860368,1.095029,1.0871577,1.1025109,1.2376899,0.9958367,0.93505454,1.0854421,1.081097,1.1266774,0.9272027,1.05448,0.99724114,1.1557645,1.3129328,1.0269414,0.794111,1.054098,1.2632954,0.77626145,1.1857442,0.89372617,0.89757365,1.097753,0.92327356,1.0932565,1.1892322,0.946504,0.9540583,1.0155522,0.9394529,1.2793045,1.0701337,1.1523384,0.67636836,1.1430985,0.97659314,0.903563,1.0878321,0.9890432,0.915715,1.2125725,0.87797517,1.0660073,0.85744214,0.9239858,0.88345134,0.9884996,0.80553746,0.9162215,1.0638802,0.8064527,0.93037844,1.1130195,0.8351523,1.0195205,1.1906114,1.1413169,1.129885,1.0249248,0.0,1.1268615,0.9024384,0.92794883,0.8812257,1.0411074,1.1447585,1.0049311,0.80839306,1.2603524,1.002436,1.1276445,1.140156,1.0734435,1.1403311,1.0936323,0.8567732,1.1087099,1.0385492,0.954092,1.1130756,1.0000513,1.0421299,0.94041896,1.2287252,1.0164218,0.99368924,0.99190533,1.1581094,1.0722445,1.0918179,1.0282073,1.1203911,1.0933864,1.1017632,0.8974327,1.0914669,1.0339134,1.1150947,0.9591937,0.8492199,1.2018361,0.9139844,1.0776632,1.0453814,1.052032,0.83358586,0.806239,0.95822954,0.9006092,1.1993433,0.8809898,1.0160788,1.3111727,1.0090702,1.0783619
milk,1.1194237,0.9321722,1.1745512,0.9124475,0.8584759,1.0034772,0.7331692,1.1306102,1.1350257,1.0473766,0.8501585,1.1878685,1.1500664,1.2527144,0.70093346,0.7367107,0.8195089,0.74680245,1.0499518,0.4791165,0.73291254,0.8997881,0.9630619,1.0782918,0.87218726,0.92115337,1.1217061,1.2102101,1.221849,1.177627,0.980063,0.9501476,0.8624382,0.74242395,0.91708314,0.8902376,0.90377855,0.9291224,0.933713,1.1095554,1.0172839,1.1266053,1.0824971,1.0783564,1.1904478,0.8151361,1.2445855,0.9348663,0.9956123,1.0111108,0.9198145,1.1556449,1.1859295,1.1042612,0.9830199,1.1644558,0.9539605,1.2130506,1.0245677,1.1662762,1.1218864,1.3443537,1.0090355,1.1102483,0.7024516,0.97821033,1.1268615,0.0,1.2132742,0.97947824,1.0726923,1.0712264,0.79147947,1.1165476,0.8828867,1.00205,1.0798106,1.1285537,1.301508,0.9499541,0.9828558,1.0052402,0.90249956,1.0420097,1.010029,0.79585177,0.89215136,0.9939898,1.1466191,0.7503841,1.0148766,0.8507775,0.9868675,1.0055909,0.956702,1.2133523,1.2417654,1.2933578,0.88863546,1.1401443,0.9399213,0.7784243,1.0341003,0.91407424,0.9637149,1.126528,1.0196108,0.98535734,1.0036114,0.72589326,1.1219931,1.0578495,0.83758295,1.1889901,1.1270504,1.0383291,0.79277116,0.79226434,0.94987893,0.77996594,1.1131794,0.8692032
mitten,0.7925295,1.0759326,0.7801846,1.0953041,1.1185496,1.1500201,1.1795466,1.1832842,1.010581,1.0145904,1.0306176,0.6932554,1.1273627,0.81669176,1.1320186,1.1887418,1.2306432,1.0781381,1.1436307,1.1355939,1.0128251,1.2070912,0.8818479,1.064952,1.0806208,1.2202573,1.0134765,0.79156595,0.34157908,0.7832533,1.0392987,1.0463843,1.1779292,1.08273,1.1407068,1.2517167,1.0475123,1.1044306,1.0332005,0.8042173,1.1555694,1.0211658,1.1316506,0.7593706,0.94617474,1.1041943,0.77862674,1.078536,1.0671817,1.071603,1.1040927,0.9367163,0.45671898,0.88326186,0.8001333,0.9426257,1.0741987,0.6574963,0.9027034,1.0157408,0.8629393,0.6457557,1.0544337,0.8226554,1.1599576,1.1041003,0.9024384,1.2132742,0.0,1.151423,0.8774152,1.0960026,0.95432204,0.78262514,1.0658258,1.0969905,1.0891412,0.83009434,0.58945477,1.0767229,1.0299412,0.99601895,1.0460278,0.9870704,1.1869506,1.0520395,1.2629654,0.95876396,0.9566044,1.2409021,1.1262441,1.1718427,1.1085521,1.1069667,1.1632627,0.7699195,0.59563255,0.73241186,1.0313622,1.1698165,1.3333837,0.96407187,0.93434304,1.067108,1.132008,0.5493381,1.0775964,1.1658803,1.0941392,1.0496079,0.8647775,1.2167168,1.2350135,0.7250803,1.0365132,0.8661418,0.8360462,1.2171199,1.1267267,1.1236005,0.8341954,1.1602297
motorcycle,0.72883666,1.1083598,1.0490237,1.0119257,1.0323318,0.9833397,1.0489211,0.9687932,0.8176663,1.1168902,1.0273939,1.0696068,0.8612655,0.90951073,0.9480438,1.1489645,1.1058106,0.9599229,1.1258192,1.1426405,1.1294326,0.84238845,1.0234829,0.75115716,1.1094153,0.79034686,0.85171294,1.1091863,1.1372111,0.949853,0.93924546,1.2674557,0.8759444,1.1500646,1.019745,0.685204,0.7495449,0.91305214,1.0000541,1.025864,1.0913326,1.0766068,0.89991784,1.2575608,1.1102545,0.9090525,1.0825752,1.2730983,0.9355753,0.9216439,0.77930903,1.0701706,1.0658747,1.103438,1.011209,0.93013567,1.0539477,1.0819067,0.99031454,0.83688354,1.0944018,0.96015584,1.2421569,1.0130603,1.1852283,1.0004784,0.92794883,0.97947824,1.151423,0.0,0.91963106,1.0984353,1.0503125,1.3306801,1.0351152,0.9778309,0.7572276,0.99551713,1.0528654,0.9552549,1.303454,1.2890906,0.99259394,1.1306937,1.0334653,0.838475,1.0742801,1.1646401,0.9534841,0.74919444,0.96085304,0.9117865,0.966625,1.0986924,1.0597477,1.0285982,1.125412,1.0269797,1.2035669,0.9889638,1.1358317,1.0975246,1.160854,0.91907203,1.1424338,1.0703113,0.9210544,1.226543,0.9770048,0.79930544,0.9934352,0.9511862,1.0936917,1.1372497,1.1671244,1.0022968,1.0888433,0.87489307,1.0116599,1.1037978,1.2655104,0.89731216
muffin,0.67198354,1.1831632,0.8140439,1.1075702,1.2094514,0.9858384,0.9786117,0.95075476,0.8813076,1.273171,0.9490399,0.8428508,0.7396343,0.82049,0.939208,1.3088408,0.99094635,0.95287746,1.0383185,1.1946995,1.0878428,1.1118485,0.8061359,0.8906112,1.0705266,1.097739,0.86562556,1.1132321,0.88430345,0.9129417,0.8816415,1.3442686,0.96096957,1.3572855,1.123821,0.78797483,0.77111185,1.1082854,1.1045591,0.8416576,1.1702253,1.0875045,1.0761337,1.0857476,0.7705231,0.932541,1.0899849,1.2380016,1.1517246,1.0979086,0.85074186,1.2472413,0.90707123,0.99259895,1.0793988,0.97800916,0.8135159,0.8330145,0.9912863,1.0328267,1.1279365,1.0003542,1.2860494,0.87955165,1.2003746,0.5768509,0.8812257,1.0726923,0.8774152,0.91963106,0.0,1.2314677,1.0712603,1.1444119,1.1053728,1.0468861,0.6296433,0.9508606,1.047411,0.9354297,1.3030077,1.2773652,0.89131635,1.1704684,0.9046223,0.87293506,0.84521204,1.0577871,0.7018956,1.0416951,1.0270103,0.8607948,0.77238274,0.91006124,1.0113391,0.9802658,0.7243352,1.0076963,1.3259943,1.0737771,1.1899334,1.0625224,1.3247036,1.1787658,1.201499,0.9557214,0.71511984,1.2748606,1.062241,0.9885103,0.9740208,0.82154226,1.1793871,1.1032367,1.2027452,0.95939696,1.1103884,1.245349,0.8254112,1.2009221,1.2822243,0.8834386
nail,1.3928201,0.42400694,1.2467121,0.5086539,0.5106451,1.181954,1.0773591,1.3886718,1.3480877,0.50142455,1.2751334,1.2646319,0.9297878,1.3579459,1.173142,0.26313424,1.0532063,1.4396237,0.72947514,0.83046603,0.8733469,1.0787328,0.9608195,1.0908586,0.9341565,0.83272016,1.2651447,0.71528935,1.1759785,1.3382301,0.9837407,0.22876823,1.2905995,0.5509651,1.1217556,1.0541754,1.055038,1.0906798,1.2124316,1.3308718,0.71209335,1.1230075,1.0418591,0.7143452,0.86628133,1.1714123,0.979156,0.6616744,0.85568595,1.0237097,1.4017746,0.39538527,1.0326099,1.0719469,0.97094834,0.9009576,1.312619,1.1920079,0.5894981,1.0708086,0.74429184,1.2802316,0.5223701,1.3213476,0.6617926,1.2896951,1.0411074,1.0712264,1.0960026,1.0984353,1.2314677,0.0,0.80744743,0.5717728,0.42467952,1.2888248,1.2036837,1.3450291,1.2219504,1.2996268,0.42473662,0.5552161,1.3367779,0.5939551,0.85667443,1.1381218,1.1829202,0.33662844,1.37747,1.0029889,1.355863,1.0283965,1.3182392,1.2828658,1.272862,1.3033593,1.2631819,1.1519401,0.3370713,1.1882935,0.9724585,1.0601614,0.44280148,1.0832529,0.7381067,1.018373,1.3572395,0.51393855,1.2110775,1.1550218,1.3008344,1.3472443,0.7630503,0.5949412,0.2126534,1.0275968,0.83750415,0.7940172,1.4357108,0.9386463,0.31357193,1.225346
napkin,1.1822866,0.8262214,1.2363672,0.8429839,0.62946206,0.9246198,0.7320054,1.2054896,1.2539502,0.7508607,0.83041394,1.3748121,1.2012584,1.1859398,0.906636,0.6353486,0.81408495,1.0182638,0.8248878,0.46308768,0.5582586,0.93352723,0.94103634,1.1111745,0.6614995,0.983275,1.248145,1.0870489,1.1023109,1.0812366,1.0107491,0.635593,1.0667503,0.56034726,0.9406237,1.1178471,1.1160729,1.0123222,0.8757862,1.1822538,0.8407881,1.0538951,1.4366496,0.96876967,0.87218404,1.1069142,0.9376382,0.61844987,0.811394,1.0554901,1.2132462,1.0178742,0.71473765,1.0962172,0.97136235,1.3559542,1.2270929,1.2483711,0.891881,1.1626451,0.76426387,1.2982483,0.60650253,1.0905366,0.71817553,1.2458498,1.1447585,0.79147947,0.95432204,1.0503125,1.0712603,0.80744743,0.0,0.8084576,0.6187259,1.0861889,1.2237687,1.3560117,1.1026471,1.1807625,0.6952715,0.7094678,0.94820815,0.5195219,0.9843699,0.99735117,1.05023,0.7296797,1.3253372,0.80146927,1.190366,0.97990865,1.1952105,1.2591043,1.1637125,1.2953095,1.0351012,1.2297447,0.6354209,1.3004024,0.7585008,0.7481215,0.55202967,1.122369,0.68838567,0.8207375,1.2834151,0.6713929,1.1253799,0.8527435,1.3401077,1.346291,0.6069473,1.0110515,0.8272613,1.0166028,0.11591548,0.7643733,1.2377979,0.64149594,0.8175268,1.1891475
necklace,1.345103,0.62346077,1.0864654,0.7973858,0.74169666,1.1415898,1.1959558,1.3958299,1.4501287,0.6272522,1.0239635,1.0235556,1.0744618,1.3249252,1.252682,0.68488723,1.0584127,1.3985109,0.73495615,0.86657643,0.73595333,1.2309296,0.79480153,1.123367,0.7976663,0.94248056,1.2440763,0.5635792,0.90955937,1.3188833,0.9315435,0.4112019,1.4492637,0.7125282,0.97776705,1.2520698,1.1799031,0.9498438,0.9036355,1.181302,0.7163428,1.0275548,1.1232058,0.36617118,0.8022095,1.2281053,0.7095523,0.42211032,0.92617923,1.1102184,1.4747837,0.38963926,0.81925416,1.0393413,0.89180094,0.8961816,1.3271368,0.8329693,0.6963921,1.1384666,0.66340977,1.2104537,0.38991123,1.1954229,0.67225504,1.3792655,1.0049311,1.1165476,0.78262514,1.3306801,1.1444119,0.5717728,0.8084576,0.0,0.666385,1.2842138,1.2747545,1.2734925,0.99772716,1.3970809,0.35404706,0.34505934,1.1927624,0.53018206,0.9306804,1.1496208,1.181908,0.44802058,1.3139201,1.0531691,1.286509,1.1086437,1.4113727,1.3281918,1.2159529,1.211576,1.1231232,1.0519395,0.5147641,1.2452682,1.049441,0.94556975,0.5278845,1.1703186,0.7181574,0.9457527,1.3732024,0.49622792,1.3116813,1.2243642,1.2755604,1.4544454,0.95060444,0.38334358,0.51162755,0.9755486,0.8035761,1.0626343,1.3704629,0.86339414,0.27394652,1.2448651
orange,1.3270626,0.29010552,1.3011799,0.28062713,0.2939285,0.9996555,1.0853028,1.4757375,1.4355243,0.6424272,1.2138344,1.3770907,1.0118582,1.4333224,1.1633806,0.39160484,0.79437804,1.3408656,0.6154103,0.6544684,0.8424202,1.1055675,0.7203899,1.2320395,0.91390276,0.8206171,1.346026,0.8068841,1.2208706,1.4341011,0.8721993,0.4179021,1.3867828,0.40687883,1.0173051,1.1085306,1.0861536,1.1006811,1.1675287,1.3220184,0.52379096,1.2669383,1.2359912,0.8087991,0.9579716,1.0655041,0.9256552,0.66267663,0.8262158,1.0823947,1.2151083,0.6990668,0.97349036,1.1640468,0.90528446,1.1251266,1.3123865,1.1929371,0.72937006,1.1873004,0.78928876,1.3889859,0.5825913,1.2815623,0.6197009,1.2021029,0.80839306,0.8828867,1.0658258,1.0351152,1.1053728,0.42467952,0.6187259,0.666385,0.0,1.3990684,1.2538576,1.4192718,1.3348937,1.3867923,0.597772,0.62968284,1.0451033,0.5902836,0.7735681,1.054755,1.0457273,0.38525945,1.4055609,0.9303657,1.4337913,0.9636986,1.241153,1.220362,1.2986405,1.4098555,1.2717947,1.2745777,0.4634636,1.3416529,0.94153035,0.8096319,0.5057319,1.1512978,0.7504109,1.0223687,1.2127316,0.59715104,1.16908,1.0333494,1.3984647,1.3446772,0.4907211,0.6594573,0.4921794,1.0947651,0.745664,0.67671186,1.331259,0.9292086,0.5528283,1.2631263
oven,1.105603,1.4298712,0.75953764,1.419487,1.3149546,0.99105567,0.80582726,0.374798,0.65889984,1.1160928,0.8023232,0.9412403,1.1737274,0.72150934,1.0874463,1.2567322,0.9840639,0.7629232,1.3042532,1.0423615,0.8238765,0.8105627,1.2322662,0.8979906,0.832445,1.1936653,0.73157215,1.2286642,1.0874423,0.7102518,1.3281134,1.3335924,0.5755185,1.2539339,1.0698478,1.1048676,1.094864,0.5349843,0.62288225,0.7871485,1.3264544,0.67967427,0.95471054,1.2640562,1.262475,1.0039368,1.1126182,1.2162305,1.3767166,1.0172001,0.72938776,1.3276218,1.1922896,0.9389566,1.2150338,1.0312098,1.0387365,1.0699601,1.2471834,0.95011246,1.1101043,0.7461791,1.2867059,0.8311348,1.0884149,0.9691799,1.2603524,1.00205,1.0969905,0.9778309,1.0468861,1.2888248,1.0861889,1.2842138,1.3990684,0.0,1.1069072,0.7936275,0.7105933,0.8693999,1.248342,1.2841549,0.9026063,1.1213939,1.2842324,1.0287839,0.99954766,1.3502676,0.8959932,1.0241487,0.1030097,1.2140515,1.0445641,0.8761399,0.8358251,0.6451875,1.097268,0.71454895,1.3198159,0.5143707,0.6989094,1.1434149,1.3410287,1.0047127,0.9595066,1.1012604,0.90556943,1.24347,0.81116796,1.0280621,0.76179063,0.73220444,1.2775376,1.3203273,1.2852153,1.0951004,0.9917854,1.3181474,0.669,0.77175915,1.3584718,0.63385653
owl,0.5241106,1.2526107,1.0149806,1.2126185,1.3028436,1.0137582,1.0141417,0.95707506,0.81908786,1.2610708,1.0238928,0.76734024,0.54245746,0.7480094,0.9194736,1.2669833,1.1621852,0.99974376,1.0135626,1.2513622,1.2773743,0.9718819,0.8579533,0.66261375,1.2650023,1.0262632,0.8354678,1.1864116,0.9883126,0.83599794,0.7959878,1.3885546,0.8893238,1.3577139,1.0152965,0.5984039,0.8734026,1.0501633,1.1453315,0.7302972,1.1332525,1.0355147,0.87002856,1.2166927,0.6402901,0.90823734,1.2257416,1.3090484,0.9960284,0.65064275,0.8839491,1.2009411,1.085742,1.0422897,1.2678323,0.97601056,0.7808099,1.0781959,1.1628159,0.6075955,1.2135768,0.9411847,1.2847435,0.9511376,1.2462138,0.61854744,1.002436,1.0798106,1.0891412,0.7572276,0.6296433,1.2036837,1.2237687,1.2747545,1.2538576,1.1069072,0.0,0.8370963,0.9648167,0.8685565,1.3885958,1.3869183,1.0895705,1.2234696,0.83972174,0.94725096,0.93345904,1.1955884,0.6842286,1.0080688,1.0330755,0.79220563,0.69419277,1.0420709,1.040623,0.9538532,0.76654696,0.97621316,1.2906442,0.97796136,1.2333161,1.2278681,1.309876,0.9367487,1.1847224,1.0567181,0.8398486,1.2548332,1.0500344,0.9230621,1.0004033,0.90928847,1.2435775,1.2434156,1.1590844,1.1670676,1.2442423,1.1415261,0.93162686,1.2643168,1.3346431,0.907047
pajamas,0.7369478,1.4266741,0.727986,1.3471234,1.3630091,1.1955274,1.0485963,0.718761,0.5911477,1.2574505,0.9606448,0.35648584,1.0742241,0.52965134,0.9836641,1.3889697,1.320042,0.83838236,1.4204264,1.3185282,1.2264398,1.0368576,1.2203541,0.9377924,1.2057203,1.1969752,0.7214174,1.1694896,0.7943576,0.54123974,1.2892963,1.4258127,0.7177905,1.3907648,1.1787218,0.97230405,0.7776514,0.8932352,1.0843263,0.34128165,1.4278476,0.82662594,0.7429424,1.1887035,1.0594795,1.0028647,1.0551718,1.4248127,1.2097442,0.87746084,0.90449387,1.2862747,1.0365739,0.8475754,1.1639653,0.882617,0.8656218,0.8745503,1.0717857,0.77626234,1.2996463,0.5151507,1.4481163,0.81591994,1.2905176,0.91176504,1.1276445,1.1285537,0.83009434,0.99551713,0.9508606,1.3450291,1.3560117,1.2734925,1.4192718,0.7936275,0.8370963,0.0,0.62333536,0.741746,1.3931762,1.3973796,1.1272736,1.2992272,1.2880864,1.0469131,1.1897237,1.3577626,0.63289654,1.1617192,0.7405265,1.1660058,0.9369124,0.83706534,0.949951,0.48549938,0.76228994,0.69409126,1.4359753,0.67789733,1.2441052,1.1163231,1.4113125,0.8845167,1.2364106,0.9693204,1.0017283,1.4793938,0.9089708,0.94587827,0.18160278,0.67715806,1.4101166,1.2000762,1.3473527,1.0649635,1.1944879,1.1515567,0.8974588,1.1489608,1.341582,0.83017564
pants,0.8517097,1.332813,0.6821153,1.2992997,1.36058,1.0898112,1.2326177,0.76801753,0.7243725,1.1070232,0.9506618,0.65075415,1.1215782,0.5244782,1.180767,1.3190632,1.3729973,1.0160782,1.221239,1.2794247,1.0169691,1.1245548,1.0836271,0.88709956,1.0909994,1.2242208,0.8057898,0.9589144,0.7019154,0.62587893,1.1249228,1.290739,0.9748749,1.3005395,1.1845695,1.126547,1.0816593,0.89764965,1.0076585,0.57527906,1.2511569,0.7429234,0.92943144,1.02355,1.0365458,1.1310744,0.77569085,1.2427901,1.1586161,0.8892122,0.9669786,1.0303316,0.74922776,0.8308189,1.1303687,0.8690213,1.0671132,0.8119179,1.1189885,0.6897636,0.94527215,0.24750364,1.1839796,0.7574139,1.3463895,1.1063591,1.140156,1.301508,0.58945477,1.0528654,1.047411,1.2219504,1.1026471,0.99772716,1.3348937,0.7105933,0.9648167,0.62333536,0.0,0.9283997,1.2193902,1.2096384,1.0570942,1.0898179,1.2438414,1.195163,1.2614299,1.1835829,0.8502026,1.2134354,0.70750505,1.2395734,1.0880654,1.0587897,1.1644946,0.3526944,0.81636435,0.302415,1.215923,0.8623136,1.2279694,1.1586779,1.176444,1.0700336,1.0929524,0.9196559,1.136342,1.2512115,1.0117682,1.0318074,0.72384477,0.9982454,1.4059598,0.9573529,1.1711141,1.1626115,0.9926946,1.3482152,1.0598044,1.1123439,1.0505092,1.0860101
paper,0.83803755,1.3942888,0.84382904,1.2985952,1.2928882,1.0957282,0.9012116,0.68175143,0.6711087,1.232214,0.79002297,0.71902984,1.0238628,0.69406706,0.28895378,1.358748,1.222669,0.41157568,1.3730764,1.2128406,1.2506582,0.94814074,1.1878549,1.0028157,1.2523265,1.1287965,0.82149804,1.1276962,1.0045009,0.7087755,1.1257896,1.3756142,0.70488477,1.4268162,1.1743388,0.92688435,0.9416915,1.1458437,1.0490423,0.84915066,1.3447353,0.98325574,0.83513266,1.2730339,1.0622263,0.9840688,1.058856,1.3898772,1.1434212,0.964288,0.7628615,1.3027086,1.0555199,0.68188,0.9349353,1.0033952,0.4188378,0.883137,1.2141795,0.946443,1.23241,0.7783815,1.4045665,0.8934152,1.3151529,0.84263635,1.0734435,0.9499541,1.0767229,0.9552549,0.9354297,1.2996268,1.1807625,1.3970809,1.3867923,0.8693999,0.8685565,0.741746,0.9283997,0.0,1.2989991,1.3165216,0.9588327,1.3263402,1.2069447,1.0955602,1.0236351,1.4168878,0.5660428,1.0547372,0.86829233,1.0780873,0.64126515,0.8409354,0.7713398,0.74225116,0.84226835,0.8825857,1.4412024,0.7741219,1.12893,1.1686773,1.3966367,0.7165334,1.2087419,1.051403,0.8994674,1.4643289,0.8318255,1.0256947,0.712287,0.57231194,1.2532496,1.2947867,1.2759361,0.94391274,1.1587222,1.1020764,0.8415615,1.2879016,1.3832803,0.91542566
pen,1.4321238,0.5785616,1.21343,0.7053418,0.580158,1.1593711,1.0218529,1.3709478,1.473447,0.4264393,1.0220418,1.3486452,1.1753652,1.4550768,1.0641997,0.39626944,0.946713,1.289876,0.6640732,0.7334434,0.7051983,1.0771838,0.9685762,1.1596283,0.694743,0.9353162,1.3189592,0.7687498,1.1107854,1.3639406,0.97155565,0.10673833,1.3286109,0.5358155,1.0139799,1.2216126,1.1976718,1.0254288,0.8602397,1.4217005,0.8324295,1.0648767,1.1973722,0.6033699,0.8431473,1.2249295,0.8559298,0.25360638,0.8771296,1.1060803,1.5141513,0.5828177,0.9697228,1.0074925,0.91318107,1.1028857,1.2394168,1.0563221,0.7743587,1.1826239,0.7738472,1.3784933,0.15512896,1.2582388,0.56070966,1.3663721,1.1403311,0.9828558,1.0299412,1.303454,1.3030077,0.42473662,0.6952715,0.35404706,0.597772,1.248342,1.3885958,1.3931762,1.2193902,1.2989991,0.0,0.05356908,1.1831958,0.39529395,0.8463467,1.1410135,1.0671537,0.51279354,1.3973429,0.93075395,1.3196566,1.0468633,1.3861499,1.2362316,1.0305469,1.3657372,1.1691796,1.2023159,0.33568168,1.3029817,0.8187321,0.93173784,0.38578546,1.0819318,0.5804608,0.924539,1.3383421,0.3382529,1.2311043,1.2136726,1.2987282,1.3982766,0.7641851,0.71274614,0.4359262,0.85950017,0.70062166,0.8265315,1.3694987,0.68464243,0.3634963,1.2334012
pencil,1.3788253,0.61516035,1.1777673,0.7336014,0.6378621,1.0813279,1.0589114,1.3881376,1.473607,0.50994563,1.0013387,1.3204391,1.151194,1.446881,1.0354697,0.5220518,0.9565731,1.2511042,0.61259884,0.79049873,0.7606422,1.0938126,0.92595303,1.2027587,0.66991997,0.9169273,1.3275008,0.7310927,1.0942321,1.3709124,0.87327075,0.19292939,1.3508832,0.5660269,0.9665089,1.2273945,1.1862392,1.0412486,0.7989079,1.4112959,0.81947327,1.0822234,1.2063746,0.56350976,0.82236624,1.2263174,0.7645584,0.2763456,0.83492094,1.1336212,1.5138586,0.58976406,0.92030764,1.0400686,0.83350366,1.1078978,1.2276486,0.9574733,0.8157847,1.2263168,0.7379865,1.3780339,0.17561698,1.2347591,0.63743156,1.3515277,1.0936323,1.0052402,0.99601895,1.2890906,1.2773652,0.5552161,0.7094678,0.34505934,0.62968284,1.2841549,1.3869183,1.3973796,1.2096384,1.3165216,0.05356908,0.0,1.1025244,0.45358706,0.787937,1.141871,1.0400639,0.5551136,1.3765254,0.9246563,1.3351346,1.0590699,1.3574035,1.2125665,1.0121156,1.3561983,1.1458447,1.1871434,0.40128034,1.3450642,0.8445606,0.88997304,0.4120468,1.13223,0.67134875,0.9109347,1.2885957,0.37328064,1.2385641,1.2233033,1.3126221,1.4024217,0.7196806,0.6639832,0.5142892,0.841202,0.73577034,0.8005749,1.3457682,0.71868676,0.3953693,1.2670053
