,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
muffin,0.8020525,1.0971972,0.9880021,0.9192657,0.929579,1.0585598,0.9567522,1.2659564,1.2009032,1.0122733,1.2341913,1.0347596,0.83549935,1.1181881,1.0407195,1.272908,1.1298041,1.2561393,1.3384683,1.1952574,1.1163535,1.0620944,1.2625233,0.90522504,1.1484028,1.0160329,0.9799695,1.0433633,1.2408395,1.1533593,1.0021023,1.188981,1.0701822,1.1138947,0.9701686,0.92828965,1.1659553,1.048589,1.3212872,1.1435051,0.94733113,0.6940298,0.68625546,1.0817964,0.97846985,0.7567234,0.77228606,0.91735214,1.0156108,0.665534,0.72503275,0.89965093,1.0990012,0.91033596,1.0822524,0.835733,1.1514723,0.9149164,0.85872674,1.0708183,1.047536,0.5854677,0.6855095,0.82787263,1.1781453,0.89964575,0.7030659,0.9628028,1.1419015,0.90007895,1.2566,1.0653888,1.272566,0.41057086,0.932755,0.7880652,0.74418104,0.68821603,0.0,0.98917836,1.2571115,1.1999323,0.77622133,0.9314823,1.1793799,0.9980133,0.94135255,0.90421015,0.9830315,1.212409,1.1900034,1.14849,0.69265026,0.8309791,1.0938901,1.1143644,1.2642496,0.8526477,1.0797048,1.0480654,1.115408,1.1531291,0.7840802,0.78824013,1.1968089,0.8141726,0.9540779,0.8979331,1.2732668,1.0096812,1.2113407,1.2189455,0.9938251,1.1407706,0.8914422,0.9164134,1.166438,1.3030511,0.97880256,0.8594563,1.1459786,1.2007458,0.79126257,0.91535807,1.1899037,1.3274028,0.9198797,1.2674474,1.0953712,1.2609243,0.9911894,1.1550434
nail,1.3239841,0.94606626,0.17225105,1.43349,0.827958,0.52168274,0.7772487,1.1617811,1.3085886,1.4505992,0.52666134,1.4366045,1.448314,0.9951858,1.4692433,1.2371942,1.1683975,0.444826,0.6575496,1.3407679,0.5984771,1.1635373,0.92480034,0.9692246,0.60951084,1.1922424,0.6299173,0.97305834,1.2802804,0.78314924,1.2928222,1.1630924,1.1900958,0.5786152,1.3633044,0.71167207,0.20902348,1.4720821,0.5962746,0.939366,1.087152,1.3152583,1.289396,1.1494293,1.0874463,1.2213142,0.5878274,0.514272,1.1620803,1.0435771,0.54016197,0.63781154,0.8548093,1.1755855,0.75022876,1.0662731,1.3076695,0.2122848,1.1378229,1.1822323,0.61674255,0.98675984,1.0681858,0.71010506,1.0602401,1.2675307,1.2948608,1.3489394,1.1432894,1.3535409,0.86584127,1.3815038,0.7563219,1.2553906,1.4054725,1.3001616,1.2020359,0.75100017,0.98917836,0.0,0.8146446,0.8192527,0.2301783,0.41982496,1.044153,1.0191078,1.4523593,1.3029794,1.4280045,0.29998744,0.36584175,0.95734257,1.0967433,1.4075918,0.65720814,0.8928105,0.512576,1.1980752,0.64697516,1.3885608,1.0039712,1.2734139,1.1590027,1.2870468,1.2524261,1.3122039,1.1482922,1.345793,0.8579932,1.2576517,1.2376277,1.2877045,0.3582108,1.1984814,0.64011955,1.1000513,0.92529607,0.7811705,1.4502274,1.3470316,1.46011,0.6259359,0.31766748,0.6618933,1.1970192,0.7588915,1.0073028,1.118738,1.1741633,0.91691643,0.22267938,1.0912226
napkin,1.2106934,0.64710957,0.79312646,1.364771,0.94637686,0.87936705,0.6380848,0.68600434,1.2604296,1.3062401,0.7656702,1.2987168,1.3991938,0.7664397,1.1942769,1.0798492,0.89461577,0.6392049,0.48616505,1.0498133,0.48069203,1.0730717,0.8527121,1.0933459,0.72730374,1.1949213,1.0511729,1.1667604,0.85102785,0.74856615,1.2224648,1.138597,1.2252668,0.6012527,1.2303274,0.86510223,0.75331974,1.2890493,0.6167893,0.7065011,0.8710024,1.1515226,1.1343814,1.0691453,0.9903435,1.3578371,1.0254152,0.836173,1.1768798,1.348031,1.00412,0.9528298,1.0084836,1.1535125,0.81027734,1.014409,1.345735,0.88809526,0.88167596,1.0407441,0.9335423,1.3369842,1.264135,0.87018013,0.938373,1.2228045,1.3169713,1.4183304,0.9977842,1.3950224,0.8902117,1.1252792,0.59898376,1.2797282,1.160207,1.0989139,1.2562559,1.1867671,1.2571115,0.8146446,0.0,0.66944385,0.8568703,0.8795955,0.901881,0.99451184,1.4221792,1.3228967,1.176146,0.72387594,0.7253562,0.71451974,0.9945752,1.1154695,0.5012099,0.929743,0.42742407,1.0682237,0.7854448,0.96854526,0.7320664,1.0730387,1.0346411,1.3422468,1.0524076,1.394516,0.8808776,1.2982863,0.61222607,1.1454582,1.1477829,1.2767926,0.6674465,1.1173236,0.73736566,0.9861057,0.683458,0.6976187,1.2797964,1.4434649,1.2231305,0.6405855,0.7741524,0.9763053,1.2043523,0.06478149,0.9418795,0.925026,1.1584256,0.78740346,0.9261886,1.0104022
necklace,1.1882343,0.7624122,0.779476,1.330701,0.80981857,0.796531,0.8495017,0.76805764,1.3143954,1.3092848,0.6453246,1.3436756,1.2181132,0.80158806,1.1325296,1.1247301,0.750531,0.6909712,0.70676696,1.1085277,0.7386211,1.080475,0.7380339,0.9185859,0.66502464,1.2486244,0.8093786,1.0673424,1.0605645,0.66010594,1.298196,0.9394535,1.0989367,0.7542593,1.387898,0.77597356,0.6679071,1.3582145,0.67657423,0.79822975,0.9025005,1.253181,1.1476943,1.1980684,1.0154631,1.2663549,0.85805774,0.97456694,1.1530968,1.3419228,0.9352513,0.86636317,1.0226289,0.95825845,0.81448627,0.91323096,1.228085,0.77706575,0.94860107,1.0540621,0.60711586,1.2856988,1.1301258,0.8524817,1.0081776,1.2375938,1.2488431,1.2078243,0.8517369,1.2216967,0.9269576,1.2934502,0.7787359,1.3359281,1.2478709,1.1435456,1.3758821,1.0158433,1.1999323,0.8192527,0.66944385,0.0,0.80882114,0.884197,0.9662592,0.875464,1.2407057,1.1530191,1.0984765,0.66950303,0.7109924,0.732896,1.0330826,1.1444743,0.7565709,0.85698706,0.6704502,1.123542,0.8609663,0.89310765,0.72378826,1.2090795,1.0108168,1.1340096,0.81828123,1.3497609,1.0365218,1.1620675,0.7070452,1.3274581,1.2543766,1.2370317,0.66128737,1.2024348,0.85819495,0.9401425,0.75975204,0.7597042,1.2455468,1.3788803,1.337152,0.64018047,0.7963964,0.9258713,1.021991,0.60036623,0.86128795,0.9776365,1.1560216,0.8619292,0.737436,1.1261742
nose,1.3640386,0.8896298,0.31719458,1.382939,0.7024926,0.50243235,0.82002133,1.1193564,1.3796742,1.4147437,0.6084368,1.3993056,1.4142796,1.0010827,1.4364183,1.3033689,1.1373124,0.55344033,0.6911513,1.3145064,0.69764143,1.1379077,0.8379492,0.966062,0.54770654,1.280911,0.65527743,1.05495,1.2651663,0.7760495,1.3580961,1.2549998,1.2500622,0.6806587,1.3568182,0.7395358,0.41938794,1.4527277,0.64554304,0.97470766,0.9460914,1.2032534,1.132057,1.2407548,1.0227113,1.1657617,0.50014675,0.5423567,1.1959851,1.0306203,0.53709006,0.722066,0.99115336,1.0572424,0.81363446,1.0747787,1.3765216,0.3276931,1.0229635,1.2372425,0.6555156,0.94610214,0.96562403,0.68010044,1.1396054,1.2565265,1.196127,1.3441278,1.0390165,1.2639825,1.0846379,1.3715535,0.81623757,1.2068954,1.3167164,1.2153354,1.2054367,0.7439911,0.77622133,0.2301783,0.8568703,0.80882114,0.0,0.456914,1.0459467,1.0638777,1.3961921,1.2150662,1.3929644,0.49387866,0.52062905,0.9250769,0.9293804,1.2770097,0.7524401,0.95786595,0.5863967,1.0964813,0.66147155,1.2962857,0.9598317,1.3147771,1.1062388,1.1914091,1.2804198,1.2586775,1.1197809,1.2661114,0.84174716,1.3240334,1.2915891,1.3223938,0.44121575,1.3297876,0.48728347,0.9866796,0.8232973,0.875092,1.3053924,1.3031986,1.4780779,0.6166861,0.28735882,0.72770846,1.300287,0.8282972,0.9569671,1.1045871,1.2332776,0.9436764,0.35919976,1.136574
orange,1.1670132,0.7807908,0.32640576,1.2876643,0.5175177,0.40391892,0.714421,1.1408055,1.2702398,1.3912501,0.706748,1.3688526,1.3025509,0.9567936,1.3740792,1.2237864,1.13044,0.65829015,0.70347023,1.2915158,0.62965107,1.1119294,0.9035056,1.0286695,0.75499904,1.1256441,0.62781656,1.0126351,1.3480275,0.86727566,1.3482711,1.1820304,1.174016,0.71777844,1.3623717,0.8017093,0.5113824,1.4488955,0.67805815,0.94263774,0.94582534,1.2384353,1.1526055,1.2536479,1.1958767,1.058238,0.81491697,0.53047013,1.1244452,1.0753305,0.7536366,0.780027,0.92618316,1.1193469,0.96520114,0.93582755,1.2414582,0.61271846,1.1068674,1.0537492,0.7752821,1.0537642,1.0670967,0.69305265,1.1118197,1.2229948,1.1952662,1.2474599,1.0497282,1.2408975,0.96835345,1.372242,0.9148954,1.1853962,1.2085547,1.1727387,1.1512111,0.9662367,0.9314823,0.41982496,0.8795955,0.884197,0.456914,0.0,1.1032416,0.8308947,1.3147713,1.2501987,1.3779392,0.6189413,0.5974853,0.9307137,0.9950165,1.2915642,0.6439088,0.9986468,0.635303,1.1136303,0.28454614,1.3195676,1.0951158,1.3171537,1.094688,1.2248509,1.1557885,1.1875588,1.158726,1.1883001,0.7523592,1.2676606,1.2897902,1.1546931,0.58477676,1.2354625,0.7691426,1.0705849,0.9438833,0.91847134,1.3200651,1.2646439,1.4131914,0.6367973,0.55892444,0.8670103,1.188011,0.86449707,0.8920863,1.0648865,1.1196873,1.0602883,0.5570762,1.1685994
oven,1.0455779,1.0858333,0.98803496,1.1439021,1.0846477,0.95068926,1.0774245,0.7012688,1.1679795,1.0936447,0.7923215,1.0201278,1.1937902,1.0597425,1.0887276,1.217612,0.75076604,0.8611757,0.8329975,0.6876646,0.97777534,0.9415836,0.8793448,1.11445,0.70540774,0.9883352,0.88435334,1.0711195,0.75326645,0.8886034,0.96116966,0.90178907,1.1153456,0.9275101,0.9267845,0.8999614,0.8823695,0.95617,0.8347355,1.0029119,0.94045615,1.1160127,1.1252705,0.89372796,0.45615184,1.1327631,1.0076092,1.0738602,1.1311008,1.1843433,1.0211979,0.9410231,1.0116615,0.9976303,0.89397407,1.0584861,1.0999521,0.995419,0.99389726,1.0193977,0.7789915,1.1976473,1.0919348,1.0516989,0.910367,1.1730933,1.1955277,1.1603022,0.9740593,1.0686487,1.0488812,0.87677526,0.8943016,1.2044472,1.1446037,1.0864695,1.0643287,1.1594805,1.1793799,1.044153,0.901881,0.9662592,1.0459467,1.1032416,0.0,1.0541903,1.1710691,1.0882655,0.9053931,0.8575693,0.8613621,1.0221472,1.0118177,0.98763657,1.0063257,0.82452595,0.8399603,1.0142313,1.1094043,0.73069406,0.7234657,0.7488855,0.9960959,0.9610404,1.0510062,1.133537,1.1011007,1.0811405,0.992225,1.0413662,1.0582417,1.1971906,0.92749965,1.0806646,0.89839816,0.9635833,0.9798019,0.9910058,0.94266385,1.1169858,1.0432615,0.93936014,0.9911552,0.9022272,1.0189155,0.81574756,0.9588775,0.8641338,1.0679891,0.7461511,0.9239412,0.8885746
owl,0.868226,1.009104,0.95438635,1.1370027,0.68463504,0.82697845,1.0457265,1.0314891,1.014706,1.0462945,1.0204084,1.1559451,0.95163476,0.8252405,0.95777863,1.0869616,0.9796021,1.1163695,1.0213262,1.0899584,0.94506025,1.1000085,1.0255814,0.9614415,1.1135477,0.75011325,0.96874905,0.78198314,1.2352508,0.7334645,1.0584534,0.7762809,0.9432871,1.0163715,1.2082756,1.142816,1.0660275,1.128105,1.0051495,0.9412685,0.75993323,1.0791101,1.026461,0.9911513,1.203586,1.1279669,1.1236441,1.0353563,1.0612954,1.0752192,1.2254826,0.80467135,0.91118944,1.1599243,0.98462653,0.7873186,0.733205,1.1170988,1.1599462,0.8600057,0.8722371,1.1358943,1.1519694,1.007099,0.9838393,0.92417735,1.0505397,1.1098609,1.0155131,1.2321067,0.97130144,1.2279567,0.95344526,0.9905607,0.7639938,1.1380413,0.974406,1.1704328,0.9980133,1.0191078,0.99451184,0.875464,1.0638777,0.8308947,1.0541903,0.0,1.0713277,1.2318325,0.97661984,1.0919697,1.0789545,0.852862,0.96813816,1.0778539,0.9058763,1.0851048,1.0124958,1.0029175,0.9229424,1.0993466,0.93298477,1.0714568,0.84228677,1.1334364,0.8500165,1.1514549,1.039593,1.1225519,0.99370176,1.007234,1.081777,0.9841505,1.1071343,0.87684846,1.1082388,1.1930667,0.9755318,0.7889739,1.0784581,1.182098,1.0466555,0.8321698,1.15694,0.9123079,0.90833044,1.0191667,0.9195971,0.94803894,0.9861794,1.2038703,1.1597422,0.9718641
pajamas,0.85631484,1.176671,1.4952438,0.32124054,1.2215041,1.4183452,1.3387735,1.196434,0.6956498,0.31250417,1.4693042,0.45227695,0.15879083,1.2843208,0.3261801,0.8360363,1.0118107,1.4573547,1.523788,0.89232373,1.399644,1.1088365,1.2845526,1.213954,1.4971508,0.783346,1.3176758,0.94361323,0.8518676,1.3120201,0.79133594,0.9762475,0.75625336,1.4488307,0.54035914,1.2424252,1.5502145,0.47758317,1.4827247,1.2203381,1.1239581,0.72603613,0.7217647,0.9927274,1.1867584,0.5773505,1.2850751,1.337816,0.62657094,0.63520426,1.2190504,1.3842337,1.0877889,0.8275349,1.4054835,1.1400077,0.68380487,1.4567348,0.92207676,0.951343,1.364742,0.807837,0.7918596,1.3284001,1.0560436,0.7559538,0.73762506,0.15460694,1.0164067,0.418463,1.18277,0.8999653,1.5187919,0.71213937,0.6233474,0.74188423,0.8381223,0.9953864,0.94135255,1.4523593,1.4221792,1.2407057,1.3961921,1.3147713,1.1710691,1.0713277,0.0,0.52592623,0.6436901,1.5420382,1.5410825,1.3419068,1.0262444,0.5522541,1.3661278,1.2739118,1.5724745,0.9604076,1.284313,0.8010415,1.3189929,0.8687543,1.1541128,0.6269084,1.0122045,0.26516598,0.89620596,0.38364673,1.3938549,0.69908947,0.88806355,0.7287845,1.5631062,0.7532035,1.4746635,0.9679611,1.3399271,1.4342694,0.6121779,0.23639446,0.46021706,1.4488479,1.4547567,1.205724,0.8819866,1.483151,1.1365689,1.1217632,0.82468385,1.4111042,1.4320698,0.993349
pants,1.0184149,1.229903,1.3782569,0.62632555,1.2949231,1.3824958,1.2218677,1.1149302,1.0152792,0.77412236,1.117499,0.57943004,0.6166133,1.303948,0.7131218,1.0285779,1.2384831,1.3212854,1.3960394,1.0378158,1.335627,0.9007658,1.2012576,1.1560047,1.0114794,0.89153695,1.0595099,0.7071031,0.7997669,1.4274409,0.9175928,1.0047826,1.0304022,1.286243,0.5361128,0.9531899,1.3691943,0.73846054,1.4410164,1.3146825,1.2997757,0.811641,0.92184895,0.9454138,0.91089684,0.4061923,0.9216582,1.2318032,0.41508555,0.7632026,1.0112015,1.1822479,1.2726706,0.64217687,1.2253299,1.2879319,0.9659555,1.1837082,0.7106993,0.99648905,1.2991068,0.7587941,0.7106267,1.1553767,1.1884313,0.785738,0.79516214,0.43926573,1.0819294,0.14105487,1.0131215,0.756045,1.3681028,0.8210832,0.8466694,0.67043704,0.8265851,0.92990935,0.90421015,1.3029794,1.3228967,1.1530191,1.2150662,1.2501987,1.0882655,1.2318325,0.52592623,0.0,0.93706816,1.319004,1.3006645,1.2716744,0.91388685,0.5635738,1.3133063,1.1923385,1.4094915,0.91254455,1.2809539,0.81004155,1.2761178,0.84080267,1.2174053,0.4925183,1.0988374,0.46834588,0.9083041,0.34792387,1.3168437,0.99645907,0.99653906,1.0161912,1.2064787,0.9326748,1.1647247,0.7211556,1.2139945,1.3220778,0.72364414,0.41933525,0.7055023,1.5151149,1.0931932,1.1452647,0.9709138,1.3069948,1.3863118,1.2334927,1.0512304,1.0426099,1.1709852,0.8682501
paper,0.73261774,1.17355,1.437163,0.59422934,1.1609595,1.297726,1.2117038,1.0239437,0.79377514,0.60928524,1.3819189,0.74388474,0.5243249,1.1164137,0.5169912,0.811229,0.36665606,1.405871,1.3915839,0.60329056,1.2934103,1.1064826,1.1360909,1.0130329,1.3672248,0.90636474,1.2277539,1.1181266,0.95588046,1.1142792,0.8455652,0.88947135,0.7002766,1.3013307,0.8544618,1.0760473,1.3989525,0.7029916,1.3642602,1.0832726,0.92956465,0.842683,0.83083993,1.0523852,0.76694775,0.84841514,1.2475553,1.2463881,1.0285623,0.9449872,1.1397765,1.1266166,0.98562896,0.78352076,1.1023825,0.919138,0.76460385,1.3966694,0.8600803,0.892972,1.0013448,1.0168477,0.82399327,1.2516255,1.1007636,0.9536471,0.84931016,0.81546706,1.110104,0.7860856,1.0881104,0.83275247,1.2987615,0.8632104,0.78685725,0.75773823,0.9140575,0.96729124,0.9830315,1.4280045,1.176146,1.0984765,1.3929644,1.3779392,0.9053931,0.97661984,0.6436901,0.93706816,0.0,1.3803722,1.3917909,1.1721474,0.9016992,0.6926495,1.2567613,1.0318583,1.2688442,0.9621028,1.3358101,0.7060874,1.0943129,1.013165,0.9599119,0.85394514,0.777843,0.8125892,0.86497426,0.7281907,1.3195525,0.9062468,0.8930717,0.8083448,1.4554155,0.80439246,1.3569372,0.8593213,1.2450755,1.2134509,0.77832407,0.8404877,0.57230186,1.3353398,1.3666129,0.9248488,0.71638745,1.183056,0.9247258,0.77539015,0.8616377,1.2507178,1.411144,1.124478
pen,1.2402064,1.0241466,0.34834754,1.4777596,1.0023363,0.6394444,0.7231167,0.930775,1.3608575,1.4991528,0.18326378,1.4146267,1.5736256,0.8919731,1.5031857,1.158387,1.0129335,0.51604116,0.578417,1.2242696,0.5923623,0.86842734,0.85557663,0.8075237,0.39398825,1.1618096,0.45275378,0.9166959,1.086749,0.8159487,1.3489828,0.98423004,1.210948,0.46322715,1.4085188,0.6876173,0.06659746,1.463359,0.5987642,0.95309925,1.1671951,1.3717835,1.425457,1.1483568,0.8514604,1.3176557,0.6312598,0.7031257,1.226637,1.2777635,0.63383794,0.48487055,0.91562486,1.1588924,0.55927896,0.98597693,1.3727636,0.25522494,1.1402619,1.126369,0.5171081,1.1420254,1.1157314,0.73808825,1.0144206,1.2921295,1.333093,1.4404598,1.1701221,1.3422693,0.667805,1.2791703,0.61996144,1.3473601,1.5053401,1.3603376,1.2572193,0.9375801,1.212409,0.29998744,0.72387594,0.66950303,0.49387866,0.6189413,0.8575693,1.0919697,1.5420382,1.319004,1.3803722,0.0,0.044762015,0.88498455,1.0851704,1.3729434,0.6522831,0.7435146,0.30069757,1.2335215,0.84707785,1.2618895,0.9152163,1.2352452,1.0696362,1.3196232,1.0775635,1.4168985,1.2256706,1.3842419,0.80102134,1.3858027,1.1809644,1.3528557,0.29202527,1.1754355,0.6304947,1.0915865,0.92719233,0.5594739,1.4351723,1.4451573,1.4865069,0.6226169,0.48630512,0.7097212,1.0136496,0.609106,1.0510666,0.98938185,1.2104222,0.61702496,0.22770786,1.0837953
pencil,1.1977736,1.0333582,0.36418486,1.4953035,0.97033995,0.6385734,0.66736317,0.9472355,1.3381327,1.4661887,0.19887394,1.3810678,1.5666887,0.8878298,1.4708128,1.1502506,1.0263466,0.5584631,0.5817591,1.2299744,0.60157895,0.83335316,0.82319313,0.7599231,0.40731025,1.154295,0.392008,0.95666003,1.0835099,0.80969095,1.358655,1.0221608,1.2223346,0.4522782,1.3886391,0.6914449,0.08048499,1.4450034,0.624146,0.9759026,1.1593003,1.3783145,1.412298,1.1889149,0.85465366,1.2898674,0.67350996,0.6612996,1.2278361,1.3079407,0.62944114,0.447434,0.96895057,1.1908493,0.6329541,0.9296359,1.4029753,0.2998888,1.1391156,1.1092553,0.52809685,1.174473,1.1677074,0.6994642,1.0391327,1.2796868,1.3197103,1.4484016,1.1836725,1.302325,0.6745532,1.2815205,0.68093985,1.331316,1.4674935,1.3080286,1.2200112,0.9377332,1.1900034,0.36584175,0.7253562,0.7109924,0.52062905,0.5974853,0.8613621,1.0789545,1.5410825,1.3006645,1.3917909,0.044762015,0.0,0.8665858,1.0754813,1.3412799,0.6623676,0.7517967,0.27485836,1.200921,0.84355533,1.2612433,0.9492778,1.2786669,1.0397518,1.2924889,1.0679371,1.4065088,1.2428027,1.3690279,0.8206623,1.370746,1.188693,1.3288016,0.28033018,1.1930065,0.65097785,1.0886546,0.9666904,0.6030804,1.3885475,1.423425,1.4741024,0.609537,0.492347,0.68808776,1.0398374,0.6098201,0.9938316,0.91757,1.2324271,0.64279747,0.262254,1.131598
penguin,0.98872966,0.7389716,0.86690634,1.3580948,0.8193302,0.7764218,0.9542588,0.9137588,1.1146928,1.2717645,0.8839705,1.3205012,1.3365138,0.13924396,1.2955601,1.0459473,0.92708397,0.72865665,0.7582421,1.176782,0.8199874,1.0794187,0.9116818,0.6410569,0.8939621,1.184094,1.1128122,1.102135,1.1532954,0.5775907,1.1617197,1.0379791,1.0555308,0.93945265,1.3229029,1.1049011,0.86546314,1.3092319,0.7012158,0.67710304,0.8473456,1.1660038,1.117188,1.0544311,1.2280658,1.3876659,1.1178145,0.91997916,1.2070042,1.2363251,1.1589329,0.9512113,0.94604504,1.2498013,0.94824153,0.6411581,1.2251701,1.0005008,1.194929,1.0544989,0.9977558,1.1675757,1.3726085,0.8226961,0.6988476,1.0025858,1.1739682,1.267571,0.9632512,1.3444744,0.98408496,1.2379689,0.6215169,1.1566448,1.1829288,1.2721933,1.3401499,1.2007644,1.14849,0.95734257,0.71451974,0.732896,0.9250769,0.9307137,1.0221472,0.852862,1.3419068,1.2716744,1.1721474,0.88498455,0.8665858,0.0,1.1462601,1.3482972,0.8382028,0.7583804,0.80515516,0.910737,0.78908634,1.1149514,0.70396465,1.1265843,0.61616623,1.3469315,0.948862,1.3108873,1.0678093,1.3155494,0.55608636,1.1344188,1.1328639,1.052143,0.7939579,1.120464,0.8306589,1.168459,0.5524616,0.6898917,1.1506028,1.2446562,1.2917871,0.64806855,0.9773677,1.081166,1.21252,0.6624858,0.81704766,1.0549399,1.0406399,0.8008586,0.9450734,1.0809588
pig,0.91113573,1.0293539,1.0544419,0.9175363,1.02696,1.0980659,0.8869472,1.0114344,1.144563,1.0764804,1.039414,0.99935794,1.0072035,1.1107413,0.9866445,1.1189982,0.9840777,1.126042,1.0678642,1.0621765,0.9179469,1.0295224,1.0533289,1.0756088,1.0249804,1.0234779,1.0276653,0.9985515,1.1268691,1.068079,1.1896658,1.1108587,1.1033312,0.9356923,1.0345222,0.77059674,1.097212,1.0181962,1.1346436,0.979342,0.988547,0.73130715,0.799901,1.1937873,0.8607951,0.87236804,0.93039304,1.0340894,1.0450987,1.1099969,0.8774488,0.9255945,1.1401675,0.71797013,0.9886246,0.97045815,1.1889755,1.0624986,0.770868,0.9852082,0.9528422,1.105067,0.69891274,1.0075972,1.2395296,0.94330066,0.8262782,1.1282889,1.0603381,0.83014035,1.0522889,0.98009604,1.2007723,0.96080285,0.9756256,0.83983874,0.896638,0.9448725,0.69265026,1.0967433,0.9945752,1.0330826,0.9293804,0.9950165,1.0118177,0.96813816,1.0262444,0.91388685,0.9016992,1.0851704,1.0754813,1.1462601,0.0,0.8157688,0.8768724,1.1642611,0.98207927,0.84803694,1.050957,0.9026115,1.0710725,1.1552473,1.0243192,0.87166667,0.9255736,1.0449595,0.97087467,0.86869305,1.055246,1.2076856,1.1563127,1.0856932,1.0297545,1.186687,0.9973956,0.78847605,1.0405318,1.0992404,0.9939439,1.0998541,1.1078422,1.0686563,0.95054686,0.95622534,0.97299516,1.0178137,0.9377052,0.97596437,1.1658561,1.0885086,1.1092222,1.133585
pillow,0.8516053,1.1781795,1.4092977,0.668564,1.1522205,1.3137012,1.125201,0.9563596,1.0125496,0.5232066,1.2207003,0.57027817,0.51987636,1.2999837,0.4360416,1.0263532,0.9452887,1.4214336,1.3544257,0.878342,1.3156422,1.0208231,1.0722055,1.1240464,1.0743076,0.9271748,1.1078169,0.9688351,0.6878955,1.3219147,0.86766183,1.1002886,0.9770037,1.3398827,0.42849684,1.021667,1.4406223,0.57690465,1.3973829,1.205398,1.1234813,0.74738896,0.6099101,0.9905773,0.8346931,0.6551785,1.0599126,1.233361,0.75127697,0.9027238,1.115275,1.1148722,1.2090791,0.7424101,1.2528629,1.0859725,0.9451887,1.3404399,0.72447217,1.0088613,1.1990427,0.95799756,0.7930522,1.0075926,1.2128997,0.9778724,0.78000045,0.6868841,1.11034,0.5397692,1.1469276,0.76350224,1.3961928,0.659657,0.46064675,0.6341502,0.75667894,1.0695225,0.8309791,1.4075918,1.1154695,1.1444743,1.2770097,1.2915642,0.98763657,1.0778539,0.5522541,0.5635738,0.6926495,1.3729434,1.3412799,1.3482972,0.8157688,0.0,1.2892518,1.2639191,1.3394158,0.9340161,1.2661606,0.6156259,1.1604909,0.89724755,1.1586283,0.61987966,1.071714,0.6535961,0.932855,0.5220037,1.3335196,0.95827854,1.0228527,1.049106,1.3034136,0.926732,1.2360198,0.75711507,1.2631279,1.3779564,0.6875142,0.6550247,0.58409524,1.3622191,1.2023933,1.0394359,1.0128684,1.1713078,0.99868995,1.0628693,1.0537759,1.1598406,1.353899,0.9299774
pizza,1.113549,0.8119698,0.6023892,1.368349,0.86949384,0.8124724,0.5201683,0.93572015,1.2859013,1.4078598,0.7724334,1.4713702,1.4111441,0.85044295,1.3525128,1.2304031,0.98980826,0.5739565,0.61685777,1.135896,0.019465327,1.1244782,0.90904534,0.9849513,0.7783605,1.204609,0.9195403,1.1368108,1.1935548,0.68440455,1.2443634,1.1744255,1.1720358,0.29331094,1.3707439,0.50848126,0.60221255,1.4199665,0.7023547,0.7543699,0.95539784,1.1342515,1.1473871,1.1788589,1.1077628,1.3390119,0.94687617,0.86035144,1.2288389,1.2125736,0.9453367,0.8781952,0.90035164,1.2149587,0.8608673,0.91392267,1.2451767,0.772768,1.1437737,1.1221097,0.83359176,1.200771,1.2080154,0.92997414,0.959584,1.1819316,1.2915896,1.3238115,1.0052831,1.3570671,0.8762362,1.2639297,0.7942815,1.1819756,1.1981921,1.2789521,1.1840161,1.0783985,1.0938901,0.65720814,0.5012099,0.7565709,0.7524401,0.6439088,1.0063257,0.9058763,1.3661278,1.3133063,1.2567613,0.6522831,0.6623676,0.8382028,0.8768724,1.2892518,0.0,0.8101442,0.3894325,1.0747494,0.5790292,1.151694,0.9896452,1.1483226,1.0055069,1.1848725,1.0583773,1.373048,1.1061392,1.3109448,0.6617137,1.2370934,1.2982948,1.2298822,0.641975,1.1767404,0.8267737,1.184344,0.86009216,0.7755065,1.3213382,1.3586527,1.3307393,0.64734095,0.8001552,1.0587975,1.1902535,0.49428284,0.8663337,0.9529153,1.1167608,0.9269739,0.74422115,1.1565865
