,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
motorcycle,0.7937646,1.1175587,1.0661069,0.9727722,1.1674658,1.1674074,0.96583873,1.0603652,0.8874744,0.951447,1.0826018,0.8335724,1.051979,1.204875,1.0354068,1.2406584,1.2374799,1.1711543,1.1897433,1.1237463,1.089513,1.1819677,0.932755,1.2040668,0.5499662,1.248889,0.636852,0.94561255,1.1706607,0.78226066,0.91129255,1.1774609,0.8027097,1.0189741,1.1732986,0.8017044,1.2219479,0.7321965,0.987604,0.9805945,1.0998874,0.8182778,1.1449504,1.0230778,0.7086403,1.1014938,0.9775569,1.1482198,1.1515367,0.90031517,0.5414896,1.1206725,1.0508739,1.001863,0.7744018,1.0664971,0.95866275,1.1040502,0.8769084,0.9187554,0.97417,0.93658125,1.1955138,0.80153304,1.1388779,0.7261042,1.0084952,0.0,1.0811194,1.1277672,1.1155235,1.2310028,1.1500266,0.9971066,1.0399946,1.2064209,0.9478685,0.8133562,0.9927314,1.225813,1.176558,1.0064551,1.0936458,1.1471363,1.2087601,1.1106665,1.0515229,1.2312897,0.82579166,1.1713128,1.2011982,0.90607065,0.97689605,0.82706153,0.9497486,0.9109879,1.1223375,0.92819935,1.1598123,0.8638942,1.1197504,1.2641969,1.1191009,1.1065961,0.622809,0.7565961,1.0633254,1.1852483,1.17737,1.2296653,0.77121377,1.2242879,1.1124835,1.1194522,1.1263882,1.1896641,0.6573824
mouth,1.3022968,0.51583207,0.8794382,1.0362451,0.9838454,1.073914,1.0829812,1.1676974,1.3013134,1.2857957,0.53415704,1.3077526,1.1394424,1.0008433,1.1534408,1.0706946,0.96016055,1.2192435,1.1571892,1.2073317,0.6728883,1.0465947,1.30352,0.7726912,1.2936026,0.84256744,1.0633289,1.2689935,1.207246,1.1566601,1.0428286,1.0995134,1.280982,0.8481132,0.7178783,1.3812871,1.1248864,1.19951,1.1869438,1.1999774,1.1595379,1.1530472,0.8711161,0.3700595,0.9495491,0.51867694,0.83404684,0.94203943,0.82847095,1.1766404,1.206121,0.5036709,1.0864525,1.0618186,0.8980599,0.86723113,0.7845979,0.71033365,1.1511989,1.1760719,1.3083904,1.0901785,0.7689426,1.3022292,1.1921957,0.9501164,1.2287031,1.0811194,0.0,0.86884505,0.541159,0.98747844,0.33701122,0.49609095,1.0268329,1.1445179,1.1481421,0.9240353,1.2317514,0.82165164,0.8360616,1.1329017,1.0817456,1.0785468,0.98723495,1.2110937,1.2016532,0.8132231,1.2826927,1.0402644,0.6893475,0.99316764,1.1995997,1.1748333,1.2039047,1.0204221,0.9459276,1.2901464,0.500681,1.1695268,0.79377496,0.8585128,1.1763128,0.8194207,1.3567553,1.1422837,1.1944759,1.0947365,0.51254916,0.702284,1.0936706,0.9648764,1.209478,1.1570542,1.1077285,0.2985425,1.1858013
muffin,1.099494,0.9135007,1.0483974,1.0300425,0.772727,1.0005403,0.8793738,1.1017672,1.0568355,1.1639316,1.0549998,1.1761888,1.0427228,1.0075301,1.1111581,0.8715925,1.1736208,1.1450735,1.1178437,1.1430292,0.7156089,1.0837091,1.0635965,1.046644,1.2732772,0.75011754,1.1177034,1.2999027,1.1060247,1.0810146,1.1712986,0.5135518,1.1290388,0.5450262,1.0532217,1.1977551,1.1440811,0.8999448,0.733158,1.1811637,1.1463253,1.1374468,0.70016944,0.70034754,1.0961719,0.811444,0.88560444,0.8261237,0.99658453,0.9968995,1.2376372,0.9259457,0.9063947,0.8370554,1.0289513,0.943507,0.88973963,0.90137535,1.1592903,1.1503129,0.97646755,1.088599,1.0906945,1.1765078,1.1404492,0.992213,0.9078282,1.1277672,0.86884505,0.0,0.9024367,1.1045926,0.84276855,0.83450794,0.7644794,1.1992081,1.0974349,1.0521715,1.0627766,1.0608226,1.0532727,1.0192746,0.65601313,1.1510764,0.837538,1.1054479,1.0594778,0.7221532,1.2353352,0.76025033,0.91648954,0.884726,1.2419014,1.1128227,1.1276997,1.0771425,1.1933064,1.0180316,0.85686076,1.2376611,1.1073092,0.8814719,1.0163969,0.9953766,1.1763248,1.1144742,1.0451901,0.9614772,0.7343168,0.82995,1.0316508,1.1332273,0.9483125,0.8582116,1.2579663,0.8881794,1.2326951
nail,1.46676,0.4996891,0.3217901,1.3277818,0.4365744,0.7000363,1.2806387,1.1201184,1.3960873,1.4442582,0.4953819,1.4890902,1.3600975,0.98781765,1.407548,0.9875251,0.6282365,0.80670846,1.0028766,1.222204,0.5334342,1.0439178,1.4763918,0.6924845,1.3454053,0.44392836,1.2336949,1.3141783,0.907238,1.3178676,1.2455318,1.0387547,1.464729,0.9965392,0.2301079,1.5154037,0.7491524,1.429263,1.2423856,1.2563095,1.205828,1.2719157,0.55460083,0.6385052,1.070329,0.76488566,0.56673837,0.5240936,0.8898844,1.2674611,1.2441843,0.46663296,1.2915976,0.87856555,1.0974356,0.85372853,1.1801531,0.69744384,1.2445499,1.3185374,1.2366693,1.4226377,0.43302262,1.407124,1.0986104,0.9123012,1.3065639,1.1155235,0.541159,0.9024367,0.0,0.7306982,0.6617085,0.92286366,0.84348583,1.1645687,1.4043474,1.1222616,1.410455,0.4140613,0.38914692,1.388372,1.0054408,0.9169011,0.8023968,1.353608,1.187846,0.35248834,1.362639,0.66567224,0.3817752,1.0894974,1.2802562,1.3173845,1.311312,1.3791833,0.7127508,1.3337414,0.36457378,1.1945139,0.5733525,0.7448473,0.9503567,0.56109756,1.4125669,1.3169566,1.3959259,0.84375405,0.40620595,0.56785196,1.2961152,0.7150164,0.88437104,1.0355241,1.0538852,0.47068477,1.2681359
napkin,1.5301524,0.8697766,0.78524053,1.4915103,0.7984189,0.7079151,1.363609,0.6890607,1.236494,1.4952421,0.6366476,1.2953167,1.3761959,0.59566194,1.3008299,0.7440309,0.21703851,0.61964977,0.5149889,0.9376481,0.46766257,0.56506383,1.2664323,0.5284239,1.4243869,0.6160394,1.2231125,0.89220035,0.7070334,1.15289,1.1173337,1.1935844,1.3925161,1.2140088,0.5079616,1.4578241,0.51322746,1.5440058,1.2625896,1.0079572,0.8309069,1.356195,0.7586893,1.1571028,1.363946,1.0026001,0.6635614,0.57373667,0.4479428,1.4186964,1.3930491,0.5866697,1.4183602,1.1344175,1.351614,0.76239944,1.444715,0.9845236,1.2342842,1.2561674,1.3345265,1.3982741,0.36702818,1.0959725,0.9306795,1.1719711,1.4556571,1.2310028,0.98747844,1.1045926,0.7306982,0.0,1.0513306,1.3335104,1.076122,0.66626155,1.3683443,1.3267325,1.230257,0.42334092,0.5275986,0.9849872,0.8040677,0.70107734,0.39044893,0.89857656,0.60589606,0.66590077,1.0820719,0.58638674,0.57626987,1.0967851,1.1957806,1.4601512,1.2346163,1.3572316,0.45095026,1.140314,0.5812327,1.0382795,0.5669641,0.62680745,0.80451137,0.6266097,1.4923213,1.4739695,1.2659869,0.941368,0.869282,0.8972038,1.353442,0.016248345,0.9802784,0.56182617,0.72039104,0.7972894,1.146208
necklace,1.1717004,0.62163526,1.0169749,0.930788,1.0817391,1.0572333,1.0403569,1.2057467,1.2025125,1.270894,0.53171706,1.2485253,1.0416071,1.0822934,1.1256363,1.0813129,0.9937672,1.2586105,1.2773168,1.1564081,0.7009801,1.0712299,1.1854469,0.7297015,1.3899603,0.8543134,1.1243294,1.1459576,1.2703971,1.2159114,1.0238338,1.1298348,1.1948056,0.8406235,0.7917708,1.3241597,1.1722223,1.1120327,1.1250005,1.167966,1.0951632,1.0807552,1.0070957,0.4230734,0.9822226,0.49785888,0.8382077,0.9820923,0.85339284,1.1401157,1.2970603,0.55024993,0.89253366,1.101565,0.90852404,0.8699972,0.7216228,0.77390516,1.2140282,1.085425,1.2367411,0.95436084,0.8287923,1.1424841,1.1412628,0.95527804,1.1129589,1.1500266,0.33701122,0.84276855,0.6617085,1.0513306,0.0,0.48352075,0.9889686,1.1403987,1.0673661,0.7293784,1.1265138,0.9097253,0.9073642,1.0459733,1.1308509,1.0598397,0.96415865,1.1300685,1.2801046,0.91461265,1.3258836,1.0438972,0.755247,1.0264106,1.1281389,1.029337,1.1767117,0.91179454,1.043462,1.2128028,0.5890429,1.2217476,0.8995604,0.84189636,1.2752147,0.85991645,1.2904813,1.0225282,1.1722108,1.1707144,0.57426286,0.64904237,0.9555117,1.023468,1.2902722,1.1244057,1.021678,0.33847916,1.2853539
nose,0.9442187,0.8226048,1.1872314,0.72961694,1.1938205,1.2441592,0.9433868,1.2052954,0.989103,0.8858577,0.9019332,0.9259613,0.8653543,1.3043246,0.9388605,1.192801,1.3203645,1.2879062,1.2944815,1.1033654,1.0530113,1.2115893,1.0335883,1.0657556,1.0422505,1.125566,1.036812,1.0692439,1.3899264,0.95626837,1.0357156,1.0166479,0.8592428,0.80005664,1.205317,0.9099786,1.3236924,0.7980386,0.8812504,1.118531,1.1489179,0.88609433,1.0735041,0.62537897,0.7449198,0.66647476,1.1223899,1.2332661,1.2041748,1.0100381,1.0317774,0.9283705,0.71920276,1.0571879,0.6297815,0.958296,0.5205626,0.8136115,1.0889324,1.018842,1.0412165,0.7793392,1.2709196,1.0636952,1.2318552,0.94363505,0.89241624,0.9971066,0.49609095,0.83450794,0.92286366,1.3335104,0.48352075,0.0,1.0184857,1.2028326,0.84644186,0.65034413,0.912408,1.299703,1.2831345,0.9288403,1.1258464,1.1964425,1.239969,1.0911347,1.2152798,1.1586058,1.0963144,1.2562119,1.0683384,1.0548998,1.171218,0.86235607,1.0782547,0.7274972,1.2856433,1.0669296,0.9524691,1.1766379,1.2397804,1.1251142,1.2647362,1.1430864,0.92079306,0.83254886,0.9982118,1.205355,0.6961723,0.97972536,0.86684203,1.3018692,1.2463384,1.238394,1.2216816,0.70860404,1.0364372
orange,1.0855443,1.0102478,0.9047821,1.0871465,0.6803506,0.80324423,0.97195363,1.084086,0.97864723,1.1212498,0.9900214,1.0981956,0.97175944,1.0822799,1.1243783,0.81177676,1.0270342,1.048561,0.95491415,0.94825506,0.90716106,1.0033846,0.96664745,0.9702242,1.1796995,0.717261,1.146578,1.1225489,1.020617,1.1477524,1.1081829,0.81135833,1.1240771,0.98687816,0.99425316,1.1412957,0.96764004,1.125611,0.9575466,1.1227101,1.0896677,1.0924733,0.60173905,0.7348554,1.0640684,0.9404809,0.90380436,1.1519127,1.0811212,0.9948533,1.159411,1.097961,0.8827291,0.62088144,1.0939151,0.96033096,1.0305259,0.94350773,1.0914688,1.107022,0.8474588,1.1389666,1.1125804,1.1438351,1.044213,0.88557017,0.88455117,1.0399946,1.0268329,0.7644794,0.84348583,1.076122,0.9889686,1.0184857,0.0,1.07178,1.1267666,1.0079758,0.9091523,1.1005251,1.1054764,1.0283856,0.9704376,1.0697001,0.9127888,1.0017822,1.0568508,1.00621,1.1889924,1.017498,0.9651222,0.9681495,0.95358264,1.1043401,1.1042649,1.1205252,1.0621517,0.9319965,0.9103684,1.1042377,0.96928424,0.96491885,0.9757591,1.0709419,1.0986248,1.1918522,1.082557,0.53155684,0.86473155,1.0074728,1.0230091,1.0940291,0.844125,1.0207355,1.115949,1.0437248,1.1598088
oven,1.1985347,1.0557195,1.1032193,1.205792,1.0521066,0.9051926,1.2083178,0.70505506,1.185417,1.1739222,0.95900524,0.8885838,1.1414814,0.90769535,1.0448525,0.8619702,0.80066115,0.66816175,0.71061337,0.671963,1.0634426,0.5924589,1.0415572,0.62307596,1.1772487,0.9746465,1.0546296,0.7679182,0.8206279,0.85916924,0.96574056,1.0903921,1.0488943,1.2321677,1.0173254,1.0312222,0.6324085,1.2184894,1.0516183,0.6508057,0.7242998,1.0944738,1.0710286,1.1959829,1.2009352,1.096016,1.061374,0.9663465,0.7962947,1.2142903,1.151085,1.0625039,1.1475942,1.0704255,1.1751571,0.9552014,1.2321941,1.097589,1.0859083,1.0008711,1.0664067,1.0982808,0.9715542,0.8516206,0.8778913,1.2433497,1.1671314,1.2064209,1.1445179,1.1992081,1.1645687,0.66626155,1.1403987,1.2028326,1.07178,0.0,1.1170558,1.0973817,1.04649,0.9509054,0.987257,0.87679493,1.0071641,0.7347479,1.0029799,0.6271699,0.5530779,1.0150057,0.6393478,0.9189875,1.0260012,1.0929337,0.9350725,1.2105107,1.1259708,1.1379317,0.8513857,1.1860816,0.9709163,1.0707693,0.9183804,0.92617303,0.8583366,0.9283904,1.1453938,1.226722,1.0620111,0.8713581,1.0667645,1.1725734,1.1432389,0.6731997,0.9696751,0.88322544,0.5935453,1.0431703,0.89327025
pajamas,0.592751,1.2072868,1.2949411,0.52082884,1.3639776,1.3900406,0.8616026,1.2171357,0.5778142,0.3905645,1.2266688,0.6599363,0.588408,1.3766787,0.45924187,1.1692322,1.276447,1.3347981,1.2171392,0.8219125,1.3706188,1.0556159,0.77218795,1.3506575,0.7225406,1.4279046,0.8429141,0.85926855,1.3607097,0.82518584,1.0147271,1.1073358,0.49502915,1.0653263,1.4305415,0.57719004,1.3711209,0.56338793,0.7618848,1.0879655,1.1582216,0.7216806,1.3019326,1.1074966,0.8995481,1.0925938,1.3010241,1.4492853,1.369673,0.7823467,0.8474151,1.4048463,0.5675107,1.0420616,0.889081,1.264914,0.71168554,1.2565249,0.89715147,0.6376331,0.89163256,0.11887181,1.3903288,0.9168733,1.3117167,0.95981133,0.7460726,0.9478685,1.1481421,1.0974349,1.4043474,1.3683443,1.0673661,0.84644186,1.1267666,1.1170558,0.0,0.5573441,0.6592476,1.4382404,1.4552331,0.5495246,1.1066588,1.233236,1.2436411,0.78834116,1.1771724,1.4524039,0.9721879,1.482218,1.3378747,0.98295724,1.0565892,0.51916695,0.6444539,0.20162386,1.3645217,0.75651854,1.341687,1.0388403,1.2597333,1.2297418,1.343019,1.3027982,0.65327644,0.540171,0.5505797,1.1907256,1.2803649,1.2174422,0.762156,1.3351243,1.1526427,1.201698,1.3058968,1.1579325,0.89601016
pants,0.6910389,0.9836828,1.2358902,0.70435345,1.2629408,1.3087109,0.9814454,1.2865361,0.83109164,0.780211,1.0709776,0.69841087,0.78226197,1.3464651,0.8148274,1.2367495,1.3579293,1.3794663,1.3553535,0.9715883,1.1786667,1.0565933,0.92128265,1.1584984,0.87995243,1.2368292,0.8948988,0.8600802,1.4253986,0.9328036,0.97314465,1.1153898,0.58170134,1.0103105,1.3096391,0.79310125,1.377099,0.73632526,1.0583858,1.0550377,1.1504936,0.5963116,1.201881,0.9090297,0.70668834,0.87437546,1.2017921,1.3676333,1.2513684,1.0205594,0.95812196,1.1281282,0.6311483,1.1569849,0.68767524,1.1576135,0.76825714,0.96783054,0.9763141,0.61168593,1.0771482,0.48743826,1.3344843,0.89926714,1.3025717,0.80611366,0.8801416,0.8133562,0.9240353,1.0521715,1.1222616,1.3267325,0.7293784,0.65034413,1.0079758,1.0973817,0.5573441,0.0,0.9076095,1.4151938,1.3905916,0.6684452,1.1975316,1.1831285,1.2732493,0.89756167,1.3375425,1.3394705,0.96430844,1.3597412,1.1993731,1.0592521,1.0245703,0.5030337,0.90158564,0.49459112,1.2704412,0.9354323,1.0992206,1.0534966,1.1747168,1.2336159,1.402897,1.2045416,0.7750188,0.550087,0.89177835,1.2336731,0.9867931,1.161874,0.894324,1.270084,1.3241342,1.2959954,1.20212,0.950152,0.8940201
paper,0.5376411,1.308785,1.3268538,0.6966047,1.1907575,1.2062025,0.762684,1.1953943,0.59306794,0.58999586,1.3143065,0.7885051,0.53295076,1.2028191,0.6678503,1.0276147,1.0759233,1.3417455,1.0831535,0.8028522,1.3359947,1.2302039,0.6882554,1.3486756,0.7077038,1.3966327,0.9150173,0.9726467,1.1196327,1.0138398,0.8517615,0.85017216,0.7597282,0.8929583,1.3748593,0.68351436,1.3490193,0.7454676,0.89027816,0.9990743,0.86718917,0.7620816,1.1538914,1.1231769,0.9793198,1.076421,1.074331,1.4621253,1.211148,0.65722066,0.73941654,1.4526275,0.70630103,0.7541562,1.0068831,1.0004385,0.7250822,1.2880774,0.78868294,0.86858356,0.84908974,0.62126505,1.3662541,0.9569866,1.0815284,0.98232055,0.782035,0.9927314,1.2317514,1.0627766,1.410455,1.230257,1.1265138,0.912408,0.9091523,1.04649,0.6592476,0.9076095,0.0,1.3876346,1.3900995,0.7905555,1.0149258,1.0849841,1.0898474,0.91252184,1.0680755,1.4612546,1.0838736,1.4045513,1.3392059,0.9413363,0.9027857,0.8201175,0.62844706,0.7110601,1.2899042,0.65045273,1.3770074,0.8907757,1.2833761,1.1433675,1.1783527,1.3859003,0.7568035,0.78881264,0.71987355,1.0868601,1.3075912,0.95851505,0.60833263,1.2546315,1.1082594,1.1318648,1.3321967,1.3109666,1.0407759
pen,1.5127596,0.7147958,0.49266958,1.3639129,0.67935586,0.70632267,1.2461998,0.8974096,1.4149461,1.484777,0.63440984,1.4558406,1.3810241,0.5893733,1.341879,0.9305496,0.32936478,0.6423264,0.7782378,1.1233114,0.55161476,0.9447878,1.3339442,0.64624476,1.3572192,0.51059055,1.2376711,1.1522814,0.6675476,1.29808,1.0930101,1.1107681,1.5176973,1.1327509,0.1257292,1.5171397,0.5357739,1.4952469,1.265559,1.080285,0.87485623,1.3505468,0.7092955,0.9693056,1.274749,0.93521434,0.546013,0.39046735,0.56157106,1.32588,1.2948343,0.47441065,1.4206946,1.0798556,1.2994238,0.75515014,1.3308134,0.9157268,1.2344732,1.304441,1.3274632,1.4973602,0.09925693,1.2572232,0.79432714,1.1622131,1.4171877,1.225813,0.82165164,1.0608226,0.4140613,0.42334092,0.9097253,1.299703,1.1005251,0.9509054,1.4382404,1.4151938,1.3876346,0.0,0.06715894,1.333487,0.9588014,0.7586837,0.63341963,1.2136564,0.97498643,0.37555182,1.2519103,0.56330496,0.50548315,1.0551227,1.0647625,1.4633245,1.2389145,1.4711818,0.56142646,1.3249863,0.4907161,1.0651913,0.59247136,0.6509602,0.74830884,0.6372981,1.4572202,1.4692178,1.3422143,0.9066474,0.70428884,0.7025118,1.2646278,0.43328142,0.9203118,0.85330284,0.6834643,0.63665164,1.2463074
pencil,1.4359021,0.70047003,0.438666,1.3647535,0.62417436,0.66912633,1.1921792,0.9253901,1.3898057,1.4696277,0.6353362,1.450302,1.3809125,0.61143875,1.3636721,0.9924613,0.4609226,0.6480209,0.8954021,1.2224369,0.64337254,1.022065,1.3052212,0.6340655,1.2993541,0.5114965,1.1865345,1.1881154,0.64982694,1.2880061,1.0459193,1.1190076,1.5040269,1.095582,0.13894641,1.4889482,0.5863883,1.4625994,1.2992316,1.0392262,0.89306766,1.3487746,0.7306878,0.9471625,1.2220769,0.9616667,0.51908314,0.38410103,0.6374225,1.2905562,1.2384113,0.4797482,1.4497647,1.0682185,1.252936,0.6916394,1.3487797,0.9032402,1.2076547,1.3014746,1.280951,1.5173284,0.17762303,1.2318678,0.7531921,1.0904169,1.3929334,1.176558,0.8360616,1.0532727,0.38914692,0.5275986,0.9073642,1.2831345,1.1054764,0.987257,1.4552331,1.3905916,1.3900995,0.06715894,0.0,1.3816358,1.0286512,0.7601956,0.75835776,1.2906299,1.0478936,0.34213763,1.2542288,0.54448473,0.5135973,1.069725,1.0676825,1.4356992,1.2344849,1.4985301,0.6182612,1.3033967,0.50492316,1.0609045,0.597383,0.7074876,0.71838695,0.64949375,1.4069917,1.4370695,1.3839266,0.92643607,0.69067293,0.7069906,1.2835921,0.53253514,0.9421139,0.9556222,0.6674729,0.68301404,1.2023171
pillow,0.7880331,1.227802,1.325696,0.76516867,1.2994246,1.1708195,0.99781436,1.0162425,0.7706963,0.6943984,1.0262825,0.62230015,0.8488319,1.132161,0.5521147,1.0431439,1.1157376,1.3156519,1.0233732,0.90732396,1.1108139,0.8111378,0.8762316,0.98983413,1.014154,1.2794943,0.7629185,0.69840217,1.2750064,0.8284053,0.97748524,1.1453168,0.5409869,1.0996611,1.3464135,0.76509166,1.2696042,0.64430416,0.84230256,0.96304727,0.95724756,0.8848567,1.2036403,1.1927978,1.1695235,0.9865631,1.0992255,1.2866709,0.9140631,0.99100256,1.1455661,1.1250591,0.6651782,1.1756514,1.0841962,1.1304625,0.85127926,1.0490127,1.0103213,0.76047844,1.1410433,0.48643714,1.2392434,0.87834626,1.1683794,0.97252494,0.9461683,1.0064551,1.1329017,1.0192746,1.388372,0.9849872,1.0459733,0.9288403,1.0283856,0.87679493,0.5495246,0.6684452,0.7905555,1.333487,1.3816358,0.0,1.06875,1.2007897,1.0760869,0.60233223,0.9684717,1.3061342,0.9636643,1.2334512,1.1548324,0.9796832,1.0194918,0.9218695,0.7589884,0.64704794,1.0787357,0.8623264,1.0092908,1.0359801,0.97671545,1.0054668,1.235817,1.1509469,0.92576617,0.847498,0.69817877,1.1838185,1.2077323,1.1853172,0.9683214,0.96284926,1.1870947,1.0987126,1.0443248,1.1337198,0.9309034
pizza,1.1242857,1.1467124,0.95812154,1.1238612,0.8580109,0.99080503,0.9344378,0.87179226,1.1102637,1.0860425,1.0277408,1.112055,0.9910174,0.99643075,1.0489421,0.6759683,0.8243717,0.8731786,0.9036707,1.0169513,0.50296605,0.9783129,1.0727959,1.0450898,1.1831118,0.9192946,1.2224089,1.1832106,0.7837663,1.0488932,1.2132444,0.64263856,1.1680073,0.5387075,0.98138595,1.163071,0.90459967,1.1379575,0.9369427,1.151314,1.10116,1.1544281,0.8480835,1.1017721,1.1129794,1.1160734,1.0584755,0.8435043,0.95786107,0.98187643,1.1109612,1.0893055,1.0858483,0.83099407,1.1398602,1.022251,1.1016074,1.1349202,1.0608678,1.1233382,0.989073,1.1122955,0.9586189,1.0827161,1.0829338,1.09067,1.0566341,1.0936458,1.0817456,0.65601313,1.0054408,0.8040677,1.1308509,1.1258464,0.9704376,1.0071641,1.1066588,1.1975316,1.0149258,0.9588014,1.0286512,1.06875,0.0,0.9126461,0.42241693,1.0286961,0.77472043,0.9463623,1.0620326,0.8490562,0.989563,0.9665499,1.2107991,1.1310468,1.0403024,1.0599862,1.0300013,1.0004147,0.92606634,1.1323286,1.0813302,0.87544674,0.92075396,0.9791933,1.1435009,1.1425285,0.9041396,0.920404,1.0527401,0.91809845,1.113051,0.82276154,0.84499943,0.46856558,1.1368697,1.0867563,1.1762202
plant,1.179172,0.9741663,0.8471712,1.2873209,0.91310036,0.7926476,1.1544122,0.7929214,1.2450521,1.2504407,0.92858225,1.1019589,1.0946594,0.8376624,1.208847,0.94119006,0.7419599,0.66310716,0.8160205,0.9505417,0.8921579,0.8087198,1.1434425,0.76707566,1.2321476,0.8647802,1.25014,0.9678136,0.6753583,1.0331583,1.0516341,1.0715339,1.211504,1.1571555,0.8063398,1.1994325,0.61189675,1.2663927,1.0863829,0.94702744,0.9233132,1.1813871,1.0081546,1.1225023,1.116591,1.120075,0.9992412,0.75201356,0.820964,1.1648489,1.1592658,0.91143036,1.2128793,1.0565405,1.1224765,0.88519454,1.2566022,0.99854475,1.041495,1.1032679,1.0832531,1.2514464,0.80003315,0.9854551,0.85878575,1.1046715,1.2011349,1.1471363,1.0785468,1.1510764,0.9169011,0.70107734,1.0598397,1.1964425,1.0697001,0.7347479,1.233236,1.1831285,1.0849841,0.7586837,0.7601956,1.2007897,0.9126461,0.0,0.89070654,0.8884154,0.8170436,0.809152,0.931549,0.7595538,0.9147704,0.9979859,0.9768804,1.18138,1.160592,1.2278075,0.85077554,1.2203488,0.9172865,1.0637745,0.9354656,0.8327283,0.77798754,0.8421865,1.1694283,1.2216997,1.1662866,0.9082515,1.0107003,1.0300449,1.1448841,0.6986506,0.9030258,0.7927514,0.7192787,0.94287246,1.0974655
plate,1.3534355,1.0023621,0.89359295,1.3185284,0.90558654,0.88623804,1.0891392,0.924948,1.0160487,1.2822707,0.7957736,1.190995,1.175352,0.8409465,1.2026427,0.61736625,0.32402444,0.8960093,0.6785629,0.844921,0.290519,0.86120695,1.1158063,0.79053915,1.3063874,0.76623976,1.2520128,0.9848382,0.90248966,1.225638,1.1733048,0.9521582,1.2536086,0.8100764,0.70127785,1.2779126,0.8540378,1.3717623,1.1800772,1.1365427,0.9198235,1.285826,0.80798364,1.0231173,1.3139529,0.95865506,0.81100845,0.80891746,0.730417,1.1920508,1.302215,0.7924181,1.1791393,1.014414,1.3465075,0.9218335,1.2398067,1.1804359,1.1860785,1.3023064,1.1074493,1.2568979,0.492257,1.1000036,1.1116346,1.0282097,1.2009044,1.2087601,0.98723495,0.837538,0.8023968,0.39044893,0.96415865,1.239969,0.9127888,1.0029799,1.2436411,1.2732493,1.0898474,0.63341963,0.75835776,1.0760869,0.42241693,0.89070654,0.0,1.0019654,0.7121136,0.83575976,1.2225952,0.81325316,0.6826088,1.0472049,1.2875576,1.3478241,1.1289768,1.1852483,0.7811574,0.88272846,0.6940141,1.0791446,0.78336436,0.76895297,1.0266024,0.808283,1.2831753,1.3633382,1.048312,0.92723787,0.97332615,0.77892685,1.1712011,0.41331148,0.99202013,0.26369,1.0439159,0.85694,1.2556697
purse,0.91088784,1.2579995,1.224164,1.0765179,1.3017498,1.1037954,1.0317847,0.761328,0.97486526,0.90441954,1.1643023,0.7150128,0.88492644,1.1623244,0.7836976,0.91239035,0.9422965,0.919024,0.5467762,0.45252156,1.1464655,0.29289114,0.7849275,0.9958296,1.095371,1.1385849,1.153008,0.78103673,1.0935246,0.8783218,1.1657043,1.0416825,0.7308868,1.2020507,1.3065856,0.83280355,0.871439,0.9441511,0.8694422,0.9841123,1.0304309,0.94974995,1.2060994,1.2211199,1.1607575,1.176542,1.2821637,1.2579786,1.1479366,1.0342642,1.0864762,1.2826514,0.70088935,1.0611384,1.1694658,1.2250373,1.0802293,1.1137867,1.0366696,0.84053093,0.8690323,0.76774085,1.1484789,0.7915438,1.1153523,1.1058258,0.82771885,1.1106665,1.2110937,1.1054479,1.353608,0.89857656,1.1300685,1.0911347,1.0017822,0.6271699,0.78834116,0.89756167,0.91252184,1.2136564,1.2906299,0.60233223,1.0286961,0.8884154,1.0019654,0.0,0.7767142,1.2613145,0.9151656,1.1396904,1.173739,0.90670586,0.93253595,0.9948324,0.8987486,0.7903253,1.0772504,1.0177888,1.169444,1.1348337,0.9692334,0.9566969,1.1047032,0.9546441,0.8319226,1.0116827,0.75457025,0.8941504,1.2645686,1.2063006,0.9355973,0.8842378,0.91167,0.89888567,0.8414708,1.0824759,1.0650781
