,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jeans,1.0602137,1.2103157,0.6434058,1.0978168,0.98869544,0.9707924,1.0858662,0.86126506,0.9230587,0.56127334,1.1687343,0.7996143,0.510486,1.1746913,0.47558832,0.8479134,0.9759706,1.4537895,1.3839202,0.9376214,0.9477599,1.2084455,1.3084408,1.3314373,1.2380792,0.9067967,0.876924,0.6999249,1.3626118,0.8328307,0.64426214,1.0515668,0.8183794,0.9788907,0.5578214,1.2444515,1.3980036,0.786782,1.443046,1.23531,0.92320675,0.7683838,1.0029544,1.0507754,0.8476424,0.791219,0.981516,1.154681,1.0193107,0.9345126,1.2239527,0.90959847,1.0266267,1.105369,1.2540755,1.3273773,1.0348029,0.78241,0.80709475,1.3015132,0.54984075,1.2384536,0.8417283,0.5770229,1.1975257,0.8998333,1.2211416,0.41576028,0.0,0.7751269,1.2642177,1.4939578,1.0245374,0.86307937,0.55246663,0.9212649,1.0712843,1.3591964,1.1641972,1.1015126,0.91887534,1.1136025,1.066934,0.99577886,0.45482552,0.9870702,0.79923046,1.3608005,1.2732755,1.1034687,1.0491805,0.972661,0.98774314,0.98489606,1.4511924,1.1221491,1.0517067,0.91199785,1.3867283,1.0889821,1.2392762,0.6308561,1.0008541,0.47302032,0.73969066,0.4294119,1.3693683,0.91344386,1.0010325,0.78229284,1.301631,0.9341883,1.3252687,0.64110255,1.1918496,1.4951717,1.2687918,1.0470339,0.76262224,0.36950874,0.6957047,1.3726869,1.0740373,1.2508383,1.2529805,0.9576431,0.9432732,1.0385449,1.0463288,1.1105222,1.2628155,0.9849234
knife,0.93167555,1.2289224,0.7194755,1.0401839,1.0903366,0.86154354,1.0848812,0.71236575,0.7554845,0.78502774,1.1725341,0.8346895,0.7124346,0.88805413,0.8599301,0.73502755,0.7283841,1.4031007,1.2384409,0.824533,1.0082517,1.2581246,1.2858093,1.4178705,1.1045582,1.0304573,0.8702333,0.86488974,1.3138237,0.7994496,1.0986112,0.9827713,0.7370597,0.9214484,0.8196462,1.0603772,1.3329396,0.7453604,1.3638492,1.3358614,0.81596506,0.984982,1.2751071,0.9485345,0.7843826,0.9539795,1.2551186,1.274288,1.0497787,0.8113587,1.1948398,0.8884845,1.1895647,1.0972483,1.2109294,0.90815175,0.95070845,0.72984666,0.9354435,1.3003422,0.95518553,1.0925964,0.93410116,0.73432875,1.3952833,1.0306569,0.971211,0.7568149,0.7751269,0.0,1.2255049,1.2664777,0.94013286,0.6939441,0.8903294,0.7214037,1.1132205,1.3710221,1.1697308,1.28105,1.0113801,1.2067146,1.0134894,0.79448026,0.8315573,0.9575879,0.3619305,1.270084,1.2218187,1.1807344,0.9104831,0.9911684,1.2284291,0.8174604,1.4244151,0.7943374,1.2182093,1.0117095,1.2747219,0.960266,1.2033191,0.8023475,0.76402235,0.7541243,0.90737873,0.73507255,1.3024621,0.8159351,0.8120134,0.5410465,1.4459178,0.89217263,1.2713103,0.78674334,1.0286099,1.2760248,1.2421603,1.0734683,0.9370352,0.7824348,0.59499925,1.3256276,1.268075,1.280402,1.0350797,1.1862199,0.9707202,0.8142206,0.9331129,1.0302831,1.3377023,0.81920004
ladder,1.1941133,1.1427375,1.2541944,1.193515,0.99858403,1.2016143,0.9674254,0.9290575,1.150976,1.0930899,0.93320787,0.9565347,1.3165702,1.1760498,1.1769948,1.1543156,0.9044819,0.6533897,0.8368217,0.93926454,1.0818083,0.8153852,0.98188204,0.69049656,0.638026,1.1043954,1.2539637,0.8953782,0.7008822,0.91814655,1.0727988,1.0703055,1.0746868,1.2663137,1.1000782,0.98291934,0.8326503,0.892616,0.6954378,0.7481766,1.2144127,1.1553725,0.749899,0.74800426,0.91802824,1.0197085,1.0425715,0.99650806,1.2382741,1.1663393,1.0589552,1.2093046,1.1002791,1.2158495,0.88653535,0.8460411,1.2794092,1.1769812,1.1567863,0.98410183,1.1492515,1.1248698,1.2212714,1.2471936,0.81608117,1.1835691,0.888662,1.2517946,1.2642177,1.2255049,0.0,0.50079274,1.3070574,1.2603562,1.2410804,1.002745,1.1092062,0.9208997,0.74706584,1.0220029,1.1951146,1.095647,0.77750885,1.2558419,1.2169795,1.0052122,1.1704158,0.8266125,0.8851599,1.0020977,1.1064074,1.0793275,0.8130128,1.1695243,0.69097984,1.2055875,1.1355033,0.9930007,0.5938377,0.60256344,0.83820784,1.1635208,0.87944865,1.2428607,1.1643564,1.1853092,0.60628474,0.9187376,1.0350758,1.0747914,0.6969044,1.191612,0.6789788,1.1763153,0.9524695,0.687405,0.57250583,1.1364836,1.0111655,1.261703,1.0043329,0.83284086,1.029648,1.0323734,0.79441154,0.8151089,1.0011449,1.1022605,0.8974971,0.6158552,0.958651,0.8129647
lamp,1.0701686,0.94214463,1.3734236,1.0366156,0.9221174,1.2730198,1.0977702,0.9636662,1.1186128,1.3484875,0.79537684,1.1771408,1.4359765,0.92023253,1.3788065,1.1630188,1.0651944,0.5057343,0.62815523,1.1612742,1.143435,0.8359414,0.6865364,0.61322623,0.56827366,1.0542859,1.0927193,1.1213269,0.57009554,1.1494503,1.2071881,1.0688311,1.0926278,1.1788595,1.3335707,0.87734485,0.63188165,1.1710485,0.47267473,0.7856683,1.2188431,1.3315462,0.8984231,0.8863249,1.1219553,1.1091553,1.0871999,0.7651621,1.047592,1.0648918,0.92279625,1.2503507,0.9756221,1.1593099,0.90525204,0.5557318,1.2334406,1.1908038,1.2023523,0.7875364,1.3168769,0.98519564,1.2288079,1.3713036,0.69079113,1.0959913,0.57297856,1.448416,1.4939578,1.2664777,0.50079274,0.0,1.2372812,1.4318384,1.4158301,1.1367013,1.0839407,0.7283184,0.66068804,0.8602871,1.1691216,0.95388925,0.92848516,1.1477895,1.4362738,0.9898355,1.2601932,0.62277764,0.74287367,0.953213,1.1768341,1.1772856,0.80762315,1.2690296,0.55819786,0.9653791,1.1239299,1.052841,0.5313189,0.7388843,0.75453305,1.248565,0.93708307,1.4133453,1.32499,1.3963851,0.6389998,1.0486195,0.849985,1.2765558,0.54670614,1.1665691,0.5771246,1.3297193,0.70282495,0.32853317,0.700739,1.0251287,1.2027776,1.4465971,1.3310438,0.6799616,0.91348743,0.81870306,0.69088614,0.817145,1.1832008,0.99635804,0.99342114,0.6171586,0.7499254,0.9181315
meat,0.89053214,0.968102,1.0530705,1.0025775,1.0752854,0.98932487,1.0976413,1.1108123,0.768786,0.9987758,1.17898,1.0970802,0.82646495,0.698079,0.959943,0.91265327,1.0333464,1.2176467,1.1535671,1.035704,1.0536305,1.1885703,1.1188706,1.3495046,1.0360287,0.97746176,0.8772378,1.1801534,1.060577,1.0008892,0.89428747,1.0624157,0.9819317,0.7635816,1.0323787,0.94845366,1.1699836,1.1081166,1.2755625,1.0457292,0.4168713,0.6943371,1.0404516,1.1582909,1.1324363,0.9935639,0.9099288,1.1991584,0.9686303,0.7849009,0.9549137,0.84008324,1.1929077,0.7177144,0.7395226,1.2194648,0.6361147,0.90575147,0.93526477,1.072145,1.0253962,1.0556747,0.9521714,1.102606,1.1544274,0.9623739,1.1306396,0.8461355,1.0245374,0.94013286,1.3070574,1.2372812,0.0,0.95550716,0.94157434,0.94595516,1.0350232,1.0923768,1.2943783,1.2182059,1.0460526,1.0999618,1.1776434,0.6684508,0.94712126,1.0590812,0.9266116,1.1950961,1.1744505,0.8668618,1.0426987,0.72945,1.2346665,0.35309017,1.1158205,0.7957582,1.1331233,0.91724336,1.2362075,1.1532106,0.97480106,0.9750069,1.0491369,0.9118328,0.86804676,1.1020279,1.1680864,1.0617023,1.0736599,0.89559567,1.3241546,0.8360003,1.1877656,0.9883303,1.2334679,1.182046,1.1720561,0.99334764,1.0336628,0.95561886,0.94040424,1.0769024,1.2472252,1.1558739,1.168996,1.2421603,0.89751464,0.99159837,0.8861101,1.2741973,1.1798548,1.1363184
melon,0.94309986,0.9783702,0.7803865,0.8293303,0.8920836,0.36588842,0.9080582,0.7939025,0.9004557,0.9222461,1.2638539,0.8600899,0.8096795,1.0554339,0.9125975,0.7227441,0.90688044,1.3601465,1.0014286,0.7448746,0.8122091,0.9032811,1.2458117,1.2853225,1.1096177,0.97927505,1.0930187,0.9884207,1.3234973,0.8791137,1.0219074,0.9699105,0.8861032,0.7052266,0.98928684,1.1187913,1.3728855,0.87978846,1.2977735,1.2325102,0.7934983,0.92895085,1.1147557,1.0672088,0.854635,0.99224097,1.0229962,1.2504867,0.8770398,0.9884602,1.2941678,0.9617695,1.2457645,0.8769393,1.0321194,1.1257527,0.73133224,0.84895396,0.78256917,1.4227296,0.865578,0.93303394,1.0034508,0.7938634,1.1419506,1.2317065,1.1310734,0.94420636,0.86307937,0.6939441,1.2603562,1.4318384,0.95550716,0.0,0.77299356,0.9201955,1.1395705,1.348166,1.179238,1.3278993,1.0486819,0.9704354,1.1218896,0.9087102,0.84512985,0.9715009,0.75577927,1.3741271,1.3066416,1.1569743,0.4268005,1.0028424,1.2229222,0.80816585,1.3464086,0.8196708,0.9943505,1.0186462,1.2447816,1.174342,1.182457,0.91996855,0.80933046,0.95114183,0.7641723,0.67131305,1.0774546,0.8996542,0.8140485,0.55162746,1.336953,0.81082845,1.220492,0.79057884,1.1157492,1.3848951,1.0538433,0.9482438,0.9039748,0.9062042,0.77293926,1.1224407,1.2455915,1.3809179,1.0242257,1.2088575,0.80993855,0.819996,1.0349126,1.1942099,1.4325536,1.094326
mitten,1.052652,1.1510482,0.5918537,0.9116619,0.7811037,0.8147412,0.9181963,0.99566185,0.8972477,0.6344939,1.2912536,0.912261,0.27678752,1.1766827,0.32785153,0.8898777,0.8968545,1.4824716,1.3454754,0.858659,0.88022864,1.0822906,1.3224772,1.4691706,1.2970644,1.0068394,1.1369908,0.765162,1.3065741,0.9258661,0.6309621,1.1368701,0.9529186,1.0183274,0.74673694,1.1869104,1.4861205,0.82048464,1.4658055,1.265773,0.8718743,0.81578565,0.8492087,1.0843767,1.0034835,0.8147224,1.003257,1.3137754,0.9359329,1.0126401,1.2381967,0.9720099,1.1921737,1.0154667,1.0057514,1.3195145,0.7510444,0.8552624,0.6875383,1.4505986,0.16317195,1.1713592,0.9725201,0.58653146,1.164555,1.0464354,1.184563,0.6009368,0.55246663,0.8903294,1.2410804,1.4158301,0.94157434,0.77299356,0.0,0.9253218,1.0638307,1.3872007,0.909461,1.2106488,0.9672819,1.0615948,1.2568058,0.956141,0.15687525,0.99780846,0.7032298,1.4989944,1.4371997,1.1319271,0.9260087,0.5927727,0.7887959,0.8163565,1.4349788,1.1110665,1.0410147,0.77128303,1.4466158,1.2105832,1.2723297,0.81229526,0.8528651,0.60653484,0.60476106,0.7070919,1.3046,0.89302164,1.0504553,0.7956015,1.3532,0.89332736,1.2699261,0.38111973,1.2715814,1.4179602,1.2476645,0.96049017,0.88158715,0.66652185,0.666549,1.3190606,1.0817484,1.328002,1.243028,0.66077995,0.61930186,0.9687267,1.088412,1.1894557,1.4515395,1.0954198
motorcycle,1.0441269,1.1812502,0.88056135,1.0339087,1.0063492,1.0954344,1.1070454,0.82163596,0.9930821,0.64538026,1.3235521,0.69269395,0.83374345,0.8523626,0.8882513,0.8589581,0.96635926,1.297537,1.3016624,0.84623796,1.1571728,1.2848938,1.2812281,1.2953835,1.1204675,0.99140316,1.0342561,0.63771236,1.1729345,0.65987843,0.7236773,1.0483575,1.0184712,1.2601143,0.5887079,1.1199354,1.3577397,0.6504202,1.2949249,1.1969054,0.868901,0.8867527,1.1123098,0.73347354,0.80123174,0.8711431,1.0356059,1.3314269,1.0720687,1.0640912,1.2239418,0.67541426,1.3509253,1.0214765,1.0004654,1.1795044,0.8219518,0.8577688,1.0431491,1.2560877,0.84855044,1.2777395,0.8502951,1.0658395,1.311595,1.0405931,1.1790023,0.71971637,0.9212649,0.7214037,1.002745,1.1367013,0.94595516,0.9201955,0.9253218,0.0,1.2081535,1.2770128,1.1914133,1.3874359,0.97574925,1.0227447,1.1207054,0.9975532,0.89315087,0.8082735,0.7705497,1.2989829,1.2224264,0.99700314,1.0821568,1.0232285,1.1070644,0.8719314,1.1577355,1.030427,1.1681788,1.0104222,1.2623124,0.7104271,1.024804,1.0269074,0.87051433,0.66169256,0.7877463,1.015868,1.2958765,0.7638184,0.99478185,0.7596977,1.4165,0.83327234,1.2145417,0.91548157,1.1318667,1.2730546,1.1605045,1.0225105,0.73209727,0.6782955,0.7020469,1.2937288,1.290041,1.3038937,1.2887613,1.1328428,0.86742824,1.0472344,0.95116305,0.82210386,1.3378135,0.7206898
mouth,1.069161,0.754632,1.0418539,0.9508266,1.1418649,1.0212159,0.8615217,1.2948766,1.155769,1.2928199,0.7821829,1.2690402,1.1581926,1.112716,1.2056309,1.2621658,1.1656234,0.85959864,0.959979,1.1417089,0.90378505,0.94326985,0.8869589,0.8611288,1.117427,0.90202665,1.1127815,1.3005128,1.0050125,1.2967912,1.1860776,0.8608686,1.0591167,0.8124124,1.1980462,0.9060216,0.6823509,1.3500836,0.81404257,1.018462,1.1308596,1.2048758,0.9888756,1.2200333,1.241424,1.1356823,0.881171,0.6959616,0.8010129,1.1013515,0.38168693,0.88918406,0.48210406,0.8982129,0.9928987,0.9901263,0.98547864,1.2430451,1.0323085,0.475245,0.97177756,0.38599956,0.8512432,0.8696228,0.7338393,0.7795163,1.1175746,1.1356653,1.0712843,1.1132205,1.1092062,1.0839407,1.0350232,1.1395705,1.0638307,1.2081535,0.0,0.65293336,1.0335919,0.44751036,0.452699,0.89879763,0.9736934,1.1830766,1.1620456,1.2243094,1.2516506,0.8213067,0.8312241,1.0110085,0.99351305,1.0761584,1.097136,1.1069463,0.8465099,1.11737,0.8568803,1.0046195,0.95976526,1.2935896,1.0733215,1.0794634,1.1352589,1.0964588,1.0836893,0.9138448,1.0652627,1.2011154,1.1871206,1.3024012,0.7100036,1.258646,0.96829724,0.9975916,0.8818265,0.988983,1.1356283,0.8895248,1.1905649,1.0875756,1.3727205,0.7580876,0.42258537,0.5092063,0.8764051,1.0543848,1.0865961,1.0745872,1.1178253,1.2240758,0.6078224,1.1971532
nail,1.1302395,0.65992075,1.2728467,0.7574569,1.0497134,1.2307307,1.0360819,1.4193438,1.1969892,1.4431612,0.65555,1.405247,1.4647698,1.0084374,1.4249451,1.3401434,1.2444913,0.23372304,0.6528787,1.2986195,0.9977523,0.7943269,0.71488845,0.47769868,0.86347103,1.093451,1.0608811,1.445285,0.64855117,1.3200543,1.1699861,1.0441234,1.2382967,1.0998871,1.3580916,0.96539676,0.13513517,1.5210929,0.3012539,0.8201996,1.1779505,1.3209687,1.0776422,1.2310737,1.3898635,1.1558591,1.0496422,0.46907854,0.92715526,1.0911479,0.44900882,1.0837767,0.40584636,0.9969595,0.8543191,0.90652466,1.3047957,1.3085868,1.2173927,0.28665078,1.3421187,0.44797426,1.0287226,1.2388257,0.6194048,0.8220607,1.1095432,1.3458545,1.3591964,1.3710221,0.9208997,0.7283184,1.0923768,1.348166,1.3872007,1.2770128,0.65293336,0.0,0.91014266,0.4291504,0.9151849,0.8132303,0.9003734,1.1969715,1.4014661,1.2459335,1.4039389,0.23916924,0.2330299,0.90229994,1.1814268,1.1490533,1.0581772,1.212408,0.50726813,0.99541444,0.8339731,1.1136843,0.5366778,1.2158368,0.7393181,1.2415501,1.2216308,1.3460251,1.3148788,1.1999199,0.75780225,1.3138974,1.2730646,1.3845475,0.4366114,1.2642658,0.7425911,1.3058363,0.7757354,0.5816243,0.9022885,0.98278725,1.3135052,1.3659873,1.5055119,0.46604902,0.37623292,0.1978268,0.53500295,0.9951459,1.2365465,1.2336733,1.106057,1.0943521,0.26376367,1.2593343
napkin,0.95540947,1.0941734,1.1322042,1.1145176,0.8722175,1.0646384,0.88602674,1.1319369,1.290808,1.0856897,0.9013527,1.0216321,0.9579826,1.0447859,0.8629021,1.3132974,0.9302906,0.7302413,0.8366709,0.83435035,0.9312738,0.78219837,0.9194488,0.6594025,0.7294649,1.0391257,1.2237066,0.88721216,0.82841736,1.1755506,1.0412415,0.9919265,1.1353647,1.094401,1.1620773,0.91826916,0.81729615,1.0231395,0.67448074,0.87218493,1.2800949,1.2023451,0.78453004,0.9479576,1.0144497,1.1272631,1.0452877,0.8199092,1.0607039,1.2907116,0.99139273,1.3178147,0.91165715,1.0590553,0.8970589,0.78013825,1.2538388,1.0679364,1.1673214,0.95921206,0.8330954,0.9123727,1.2303109,1.1344224,0.7748074,1.0573478,0.94124794,1.2355374,1.1641972,1.1697308,0.74706584,0.66068804,1.2943783,1.179238,0.909461,1.1914133,1.0335919,0.91014266,0.0,0.8995375,1.1212044,1.0930847,0.9510191,1.1697991,0.98891246,0.98321,1.006229,0.8596236,0.92541015,0.98237675,0.97555065,1.0233592,0.19965482,1.2092096,0.7431233,1.145589,1.0879779,0.7778579,0.76103497,0.9077685,0.8790971,1.1221728,1.0935248,1.2272215,0.9812825,1.0344408,0.85422945,1.0710263,1.1088835,1.3098657,0.66615415,0.9983498,0.68015647,0.8664253,0.9320778,0.7120218,0.93648046,0.9824668,1.0895834,1.2924961,1.0929178,0.92611957,0.86140555,0.8946128,0.858232,0.11719322,1.1231551,0.9887255,1.2530946,0.81219316,0.8840884,1.0349689
necklace,1.218748,0.8162319,1.0924664,1.0016673,1.0914671,1.1314746,0.96596456,1.3444209,1.1762774,1.388321,0.6373845,1.3518445,1.2345649,1.2360252,1.2613208,1.3168077,1.3096203,0.53457505,0.8975465,1.3238721,0.90881896,0.9074949,0.7566736,0.5987616,1.0280085,0.91508275,0.9512512,1.3430865,0.9753359,1.3380549,1.1521221,0.9339608,1.0400246,0.8243388,1.2338979,1.0033287,0.38851774,1.4270957,0.56407475,0.93576777,1.3228183,1.2861977,1.0782486,1.17654,1.3067825,0.9708762,1.0398887,0.31819856,0.90647036,1.0350199,0.4362775,1.057702,0.29601526,1.1254247,1.0727385,0.84690714,1.4071941,1.2840918,1.0654082,0.26910675,1.1336358,0.56789756,0.83974844,0.9134773,0.65753573,0.6993749,1.000317,1.1714268,1.1015126,1.28105,1.0220029,0.8602871,1.2182059,1.3278993,1.2106488,1.3874359,0.44751036,0.4291504,0.8995375,0.0,0.5889294,0.9160485,0.8929787,1.1837045,1.1758466,1.258755,1.4128485,0.46131235,0.500705,1.0527836,1.1781248,1.1833446,1.0050365,1.3143517,0.7144995,1.1802541,0.7112861,1.0581018,0.7425069,1.2119153,1.0299885,0.9038924,1.2184151,1.1053296,1.3737051,1.0415312,0.91390723,1.2809799,1.2067273,1.3854849,0.5042402,1.310719,0.81562406,1.1760042,0.8558581,0.7884801,0.9743553,1.0319633,1.2495321,1.0858276,1.5114183,0.8057184,0.3511448,0.2887982,0.79384124,0.9740776,1.3118203,1.1439712,1.1319736,1.0535194,0.2846055,1.1448481
nose,1.1324512,0.8183671,0.783316,0.8174197,1.1030258,1.0241736,1.0399188,1.1591283,1.128818,1.1119082,0.99135613,1.0377169,1.0210974,1.1373634,1.1367567,1.192495,1.1969526,1.1099367,1.1803148,1.1513647,0.9398977,1.2354763,1.1103588,1.1009874,1.3276999,0.86834437,1.0634918,1.0419985,1.25665,1.117336,1.1196182,0.7025579,1.0330671,0.8854766,0.91492176,1.1067004,1.0333949,1.1502626,1.0579752,1.0806402,1.1373086,1.041807,1.1098031,0.99980736,1.0094526,0.9967629,0.8683127,0.7904986,0.69623744,1.0729978,0.51834553,0.5927156,0.5652327,0.9822468,1.2129662,1.0707501,1.0750399,1.2105559,0.9109762,0.6007448,0.9182327,0.7007848,0.54362243,0.6695784,0.9744024,0.8284074,1.0476453,0.9898407,0.91887534,1.0113801,1.1951146,1.1691216,1.0460526,1.0486819,0.9672819,0.97574925,0.452699,0.9151849,1.1212044,0.5889294,0.0,0.8845957,1.054666,1.1907371,0.99634343,1.0162523,1.128446,1.1284453,1.0758896,1.0711571,0.9849129,1.0851047,1.1335442,1.1974536,1.0792072,1.2357608,0.83505803,1.1890072,1.1744584,1.1931596,1.1330075,0.92771906,1.1585461,0.8843552,1.1281974,0.77469885,1.230466,1.0309917,1.0948414,1.1421732,0.9641825,1.1642363,1.0224739,0.96385735,1.0017512,1.126929,1.1694942,0.85993654,1.0087202,0.79284847,1.2099258,1.0685061,0.4977461,0.8195689,1.1707222,1.1470537,1.1236562,1.1329708,1.1577405,1.1150681,0.8628296,0.99206054
orange,1.0185381,0.49534416,1.0044667,0.4242059,0.60608685,0.8878423,1.0183237,1.0565472,1.1426886,1.2018335,1.0289553,1.1371298,1.1886109,1.0914105,1.2167559,0.98891765,1.0729365,0.93361175,0.8273235,1.0890251,0.75610405,0.94962114,0.9502325,0.9950237,1.0931953,0.87437856,1.078095,1.1639154,0.9935681,1.1307232,0.9973419,0.94298285,1.1926885,1.0089998,1.1844977,0.9234369,0.92650133,1.2506856,0.8421409,1.0027473,0.9429443,1.1008459,0.90714467,1.1086812,1.133916,1.0111834,0.88381743,0.8814966,0.49356258,1.1191187,0.9823261,0.99810135,0.87421346,0.88024807,0.8591809,1.0937307,0.839169,1.2665125,0.9393538,0.99505997,1.0492318,0.71629506,1.0039036,1.0411985,0.8306185,1.0591743,0.9944648,1.2426698,1.1136025,1.2067146,1.095647,0.95388925,1.0999618,0.9704354,1.0615948,1.0227447,0.89879763,0.8132303,1.0930847,0.9160485,0.8845957,0.0,1.056323,1.1537256,1.1678809,1.0565954,1.1713076,0.9805818,0.99597585,1.0212024,0.7505312,1.1006151,1.1291008,1.038207,0.9624202,0.8521376,0.75848675,1.1693455,0.97010785,1.1056421,1.041522,1.1908002,1.090528,1.153929,1.0784744,1.048815,1.0273993,1.2035981,0.941337,1.1128068,0.93612367,1.1511554,0.9412059,1.1114137,0.8975233,0.9538391,1.0476203,0.78373164,1.0158473,1.1498319,1.2115201,0.85124654,0.75994986,0.9062123,1.002376,1.1519356,0.973824,1.0187118,1.0175123,1.1680179,0.9725711,1.0884259
oven,1.0066682,1.0589914,1.1004515,1.2603029,1.2119973,1.0296375,0.82595956,0.88090366,1.2004344,1.0703592,0.75509703,0.8843534,1.266457,1.0884138,1.1562421,1.0517772,0.9609771,0.7866696,0.8941733,0.82491004,1.0576705,0.86220217,0.88316435,0.53926253,0.9618927,1.0077516,1.0157864,0.8982961,0.93655694,0.8869006,1.1527548,0.7516779,1.0141422,1.0718701,1.054405,0.9168854,0.7389058,0.85810864,0.7444713,0.98077506,1.255465,1.2520888,1.128577,0.8750587,0.60549307,1.1866584,1.0352736,0.83150727,1.2252786,1.1827731,0.8658837,1.0929407,0.8828897,1.1419523,1.1196417,0.8841327,1.2508941,1.0629447,1.1965667,0.81164974,1.1831058,0.96398664,1.0970813,1.1238902,0.9712547,1.0442352,0.9589868,1.1122111,1.066934,1.0134894,0.77750885,0.92848516,1.1776434,1.1218896,1.2568058,1.1207054,0.9736934,0.9003734,0.9510191,0.8929787,1.054666,1.056323,0.0,1.2479682,1.2486511,1.0793797,1.1197717,0.6974468,0.6996112,1.0439773,1.01751,1.1962619,0.963752,1.2788072,0.90023696,1.0333679,0.9828564,1.0791894,0.65664184,0.7176977,0.9046826,1.1631618,1.1192622,1.1746402,1.1534235,0.9956914,0.9570057,0.93360436,0.9715141,1.1516969,0.8322463,1.2120998,0.93230176,1.0798869,0.82326925,0.90252554,0.97505295,1.0366791,0.95926476,1.0777705,1.0586748,0.9152398,1.0061578,0.8141327,0.88422966,0.9954482,1.1753807,0.8866768,1.0895041,0.68013227,0.7213162,0.9148091
owl,0.86065733,1.1156365,1.0275145,1.0583807,0.9055452,0.8890143,1.0343326,1.0968535,0.24392343,1.005278,1.0700473,1.1677711,0.83774954,0.84019417,0.85211253,0.7025359,1.1441295,1.24482,1.1600533,1.1485771,0.85604316,1.1255044,1.0399821,1.2464755,0.8879507,0.93525934,0.41039878,1.1547091,1.1071757,1.0153786,1.0134082,1.2262954,0.6478282,0.6398293,1.0583551,1.0453664,1.2301388,1.0393237,1.2458458,1.0733377,0.7343404,0.7551038,1.2075515,1.1432483,1.2017192,0.9317288,1.0383453,1.1709268,1.1330509,0.24986899,1.1667237,1.128467,1.2040315,0.9350609,0.9955349,1.0490304,0.9511013,0.62903094,0.89226973,1.1754991,1.110151,1.2756245,1.0928268,1.0840149,1.0359436,0.8471139,0.9748642,0.8994331,0.99577886,0.79448026,1.2558419,1.1477895,0.6684508,0.9087102,0.956141,0.9975532,1.1830766,1.1969715,1.1697991,1.1837045,1.1907371,1.1537256,1.2479682,0.0,0.9167495,0.9123521,0.98393404,1.2193953,1.2559485,1.0424079,1.0761852,0.9246317,1.1089376,0.6645083,1.1349292,0.94729614,1.0620296,0.91676426,1.2051188,1.0211356,1.1594177,0.6750002,1.1023769,0.9589447,0.9276612,1.1736832,0.9805667,1.1617161,1.1015552,0.82402813,1.1888372,0.6617488,1.245719,1.0328593,1.1650386,1.1385859,1.0274395,1.1679602,0.9934666,0.9920234,0.9709474,1.1573013,1.3225963,1.2491204,1.2121671,1.1559035,1.0198407,0.908196,0.7813829,1.237607,1.1864617,0.99710757
pajamas,1.1783876,1.2704792,0.49756348,1.0102974,0.81723666,0.9608455,1.0900323,0.9106309,0.840165,0.4684198,1.379538,0.88012636,0.17357081,1.2024091,0.23118222,0.88330346,0.871325,1.5057427,1.3795736,0.91806376,0.9895222,1.2158123,1.4248446,1.5275488,1.2422268,0.97519773,1.0193499,0.69462353,1.3245325,0.83803666,0.5541178,1.1888937,0.975299,1.0647126,0.570366,1.2557597,1.5155213,0.71812797,1.5327051,1.2002239,0.8394708,0.6632705,0.92798185,1.0431734,0.94988614,0.643,1.1083217,1.3486576,1.0505209,0.9249612,1.2641599,0.9073259,1.20568,1.1492221,1.0710145,1.3727484,0.9114502,0.7322989,0.8062947,1.4410264,0.3484943,1.2981265,0.8815894,0.5125172,1.3262292,1.0273322,1.2760761,0.45284218,0.45482552,0.8315573,1.2169795,1.4362738,0.94712126,0.84512985,0.15687525,0.89315087,1.1620456,1.4014661,0.98891246,1.1758466,0.99634343,1.1678809,1.2486511,0.9167495,0.0,0.9493158,0.62830776,1.4684241,1.4081146,1.2006018,1.0737593,0.65791893,0.80103815,0.7749066,1.4703898,1.0546566,1.092239,0.8123785,1.4325004,1.1303034,1.3204106,0.7087885,0.90706104,0.3879608,0.74749076,0.7020488,1.2860307,0.8507829,1.015122,0.7205367,1.4817911,0.8083056,1.3291199,0.5900976,1.3803487,1.4306273,1.1954899,1.0888199,0.86221486,0.48015773,0.54719615,1.4480357,1.1469893,1.3415792,1.2747205,0.7016282,0.73981637,1.0381147,0.95965344,1.2092927,1.4462838,0.9921612
