,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ear,1.326409,0.9431342,0.89936477,1.3038177,1.2638836,0.76916814,0.6459067,1.2109714,1.0967847,1.2792625,1.2691326,1.3632373,0.6229987,1.143542,1.39262,1.1972197,1.2906541,1.3034725,1.2408319,0.67249477,1.2046862,1.4608724,0.723019,0.3583274,0.72122383,0.9083666,0.490214,1.1296153,0.52817875,1.0195911,1.0178694,1.0036929,1.1326462,1.0307055,1.1120145,0.98104036,1.178313,1.2417396,1.2129697,1.0480516,0.541151,1.311347,0.812554,1.1428154,1.2782506,1.1927748,0.88731885,0.9868293,1.0193795,1.1678045,0.0,0.7451353,1.1133379,0.47249985,1.0407445,0.3701799,0.638607,0.92633104,0.7313539,0.8054551,1.360796,1.22329,1.3332657,0.33816588,0.6913974,0.87659264,1.0740627,0.7985341,1.2045584,0.90349793,0.49561948,1.2805095,0.99069667,1.3160489,0.94448304,1.0907925,0.76746404,1.1281056,0.93796563,0.5894319,1.1602317,1.0643702,1.1282933,0.948033,1.2679001,0.65537083,0.88213104,0.4308638,0.9710535,0.2872417,0.33290076,0.9931526,1.1159842,0.9185644,1.2538837,0.99316293,1.4641564,0.54267603,0.5661719,1.0238515,1.1015395,1.0143479,0.7992152,1.2760427,0.9203884,1.1818441,0.8609473,1.1168927,1.1452297,0.7472539,0.59113955,1.1777809,1.0537636,0.9836118,1.2613246,1.2227248,1.1815836,1.137492,1.3044176,1.0998154,0.95235,1.2870128,1.3124712,0.4299242,1.2601686,0.69635177,0.730094,1.2676642,1.0074124,0.8243698,0.87625587,1.0497185,1.350785,1.2654951,1.476351,1.0659167,0.23204494,0.53233045,1.0469983,0.987189,1.0936,1.39568,1.2542459,0.95288795,0.60414433,0.38893616,1.0672572
egg,1.366103,0.88241863,0.47252148,1.1261495,1.3565997,0.28001642,0.31242812,0.88775927,0.9821524,1.070147,1.2228752,1.4593003,0.8572484,1.4146312,1.4329727,1.2059835,1.4748951,1.2084029,1.0590756,0.60751534,0.8225998,1.2375829,0.63671017,0.80219615,0.544413,0.7976612,0.75383735,0.9482043,0.9464976,1.2873945,1.2437938,0.6260277,1.1023706,1.1867917,0.7382381,1.1738333,0.8604766,1.0655284,1.4001808,1.1580864,0.6440542,1.4569888,0.54301584,1.0124748,1.0529684,1.2215092,1.008066,1.0876348,1.1536278,0.9823952,0.7451353,0.0,1.2612529,0.5635025,1.16838,0.75567186,0.8978832,0.8062537,1.0377377,0.68833494,1.0918212,1.1661249,1.2573854,0.71413344,1.1120249,1.0652426,0.67512906,1.1108817,1.2927616,1.169457,0.8437557,1.172133,1.0627735,1.3838156,0.8669187,1.3923211,0.84857196,1.3835614,0.5364527,1.0536814,1.1545938,0.67534775,1.0461614,1.251254,1.172646,1.0000434,0.67782676,0.53660905,0.7581363,0.8614856,0.506378,0.52630466,1.3318155,0.9827778,1.4354935,1.3318157,1.3333464,0.6404903,0.65407425,0.90756446,0.91061085,1.1519483,1.1166589,1.1048348,0.8094733,0.8335129,1.0501007,0.8923528,0.92299116,0.7856829,0.7696079,1.2808356,1.200579,0.86765945,1.2733355,1.0679055,1.444124,1.2678872,1.3026378,1.1779761,1.0026695,1.005825,1.2415662,0.7326087,1.3723438,0.6076666,1.0477464,1.0043344,0.7762226,0.5919758,0.6410308,1.2175597,1.3078138,1.1505678,1.4370528,0.8300077,0.50417006,0.73662883,1.101154,1.0411338,0.97735894,1.0090759,1.1718361,1.084244,0.9480183,0.63770366,1.1980935
elephant,0.796147,0.97907907,1.1105602,0.9156681,0.68481636,1.101536,1.194856,1.0106883,1.1410681,0.9167937,0.8011305,0.6967381,1.1629347,0.973722,0.59059954,0.8783261,0.66150546,0.8667244,1.0553527,1.2644408,1.1907165,0.98334366,1.177663,1.1017687,1.2631235,1.1438406,1.1730161,1.0719724,1.1837015,0.71536976,1.0577555,1.2016478,1.0194958,1.1477698,1.1317658,1.0339324,1.1444861,0.9613959,0.8244662,0.95100915,1.2387373,0.9530617,1.3113341,1.0800302,0.9530827,0.89737594,1.0294462,1.0815666,0.91389626,1.0890365,1.1133379,1.2612529,0.0,1.1930083,0.9288261,1.1142219,1.181386,1.2174397,1.0061305,1.2655671,0.98684454,0.910431,0.85771906,1.1948987,0.9549499,0.74411714,1.289091,1.0153569,0.8397478,0.86414236,1.139914,0.8542862,0.9855441,0.76336884,1.1669772,0.672948,1.1916777,0.97713506,1.2536081,0.8894604,0.99835247,1.1016877,1.1215457,0.77788115,0.79100204,1.0656115,1.1817936,1.1880138,1.1368306,1.0601652,1.167085,1.1976389,1.0750104,0.9937635,0.49681282,0.7121479,0.8761251,1.2641871,1.2288331,1.0282321,1.0156767,0.76007783,1.0848137,1.0868655,1.20228,1.1696153,0.9626666,1.0371003,1.1996491,1.242313,1.1649847,0.9411307,0.7399951,1.1345903,0.96597826,0.9377694,0.7210337,0.98994017,0.6913591,0.9797427,1.0216408,0.99991417,0.73232895,1.1995188,0.68840104,1.2112402,0.8924232,1.000008,1.1902361,1.2332501,1.1847447,0.9549653,0.68328905,0.82874316,0.90625423,1.0609525,1.1502042,1.1666937,1.0024573,0.9664491,1.0165324,1.0280428,1.0650029,1.061396,1.2967306,1.2060696,0.9141599
eye,1.3630358,0.9131087,0.7035391,1.3526294,1.4125166,0.62095976,0.5314648,1.159119,1.0469309,1.2324615,1.2032051,1.4265434,0.5833682,1.286238,1.4318597,1.2059125,1.421946,1.2394272,1.0822185,0.64704454,1.1600047,1.4213991,0.72245944,0.486867,0.6212188,0.789947,0.56358576,0.9210847,0.7564594,1.0922799,1.2675141,0.78606856,1.1480156,1.1607404,0.98837525,1.0803319,1.0443317,1.1043534,1.3600383,1.1783937,0.40549904,1.4549723,0.71861964,1.1094573,1.2547566,1.2772785,1.0379643,1.0651449,0.98412925,1.0641516,0.47249985,0.5635025,1.1930083,0.0,1.0564067,0.540964,0.5087627,0.7481539,1.0270538,0.70197743,1.2381659,1.1629689,1.3288383,0.24240786,1.0476549,0.8932421,0.9323951,0.8485067,1.274028,1.148804,0.5649614,1.1426235,0.98543143,1.331962,1.0356066,1.3479712,0.84523654,1.3324709,0.7128243,0.8908464,1.2384393,0.8057703,1.1877455,1.3067861,1.1850005,0.7279886,0.7647743,0.31971878,0.9547281,0.51546305,0.28794175,0.8140631,1.247393,0.9291337,1.4076262,1.2613468,1.4609408,0.4143176,0.4584238,0.8291367,1.134325,1.1484535,1.0634462,1.1753082,0.8077282,1.070763,1.0270942,1.1233909,1.1412872,0.5569749,0.49762,1.2665677,1.1414278,0.90632033,1.4334728,1.2922181,1.2840378,1.234659,1.3613056,1.1478573,1.1472398,1.2548671,1.322283,0.3723532,1.2391081,0.6269928,1.0574851,1.2660074,1.0593348,0.5111377,0.77704513,1.2090386,1.3943701,1.140748,1.561566,0.9249212,0.36730814,0.42577666,1.1848326,1.0951705,1.0725541,1.2695031,1.1520622,0.9431626,0.75002384,0.35278362,1.0975962
face,0.73473907,1.0199,1.174353,0.9748109,0.77507603,1.0730458,1.1559019,1.1318716,1.2996733,0.95419794,0.8902806,0.7191614,1.2951474,0.9060815,0.81845665,1.0462631,0.84214616,0.93853974,1.0791106,1.2387503,1.2342489,0.95990187,1.2157125,1.1045569,1.3466868,1.2505746,1.2686555,0.9972196,1.0852576,0.89374995,1.0764148,1.1963025,0.90700895,0.7087277,1.0713726,0.8813523,1.11779,0.9583913,0.6140595,1.0432163,1.2919652,0.8762652,1.2804774,1.0500128,0.9704823,0.8356737,1.020909,0.8735813,1.0709982,1.1171447,1.0407445,1.16838,0.9288261,1.0564067,0.0,1.0388379,1.202238,1.1878701,0.9970148,1.3590235,0.99909604,0.7764616,0.86462617,1.0797292,1.0433025,1.119032,1.2244626,0.32452017,0.97010565,0.8192382,0.71539277,0.9789808,1.0121629,0.5358077,1.2721704,0.7760308,1.3579879,0.9119479,1.2341503,1.1157036,0.866451,1.1560568,1.095454,0.8660195,0.86733204,0.73285544,1.2058494,1.1074836,1.3945702,1.0815529,0.93937355,1.2118682,1.0078156,1.0350146,0.77127194,0.7858011,0.87785643,1.2900265,1.2812904,1.0609951,1.2247645,0.87089115,1.1094294,1.016947,1.1778294,1.2697142,1.06708,1.1648879,1.1976538,1.2358495,0.99596685,0.7400564,1.0960786,1.1926669,0.88804543,0.97919047,0.6928965,1.0294598,0.4747193,0.98640966,1.1832057,1.0125048,0.80669177,1.2730575,0.92602885,1.2871683,1.04645,1.0270026,1.3020725,1.1866547,1.1697116,0.99795586,0.5447846,0.80841494,0.9160158,1.1025122,1.0791185,1.1586697,1.026846,1.1253297,1.164217,1.1598794,0.8547255,0.9252937,1.1481066,1.2285074,0.9236023
finger,1.305425,0.7271441,0.8375657,1.190932,0.99291015,0.75987804,0.77393246,1.0473044,1.0969822,1.2600615,1.2639508,1.360095,0.7501281,1.1961827,1.3588995,1.3065213,1.3295834,1.2495656,1.1488664,0.81553125,1.1878215,1.319875,0.7521613,0.5649565,0.8511558,0.98049754,0.7441,1.1353782,0.46075165,1.1591561,1.166298,1.0977556,1.1707648,0.9893358,1.0757567,0.86907995,1.0918444,0.9891425,1.2501838,1.0530634,0.61786526,1.3574395,0.8631212,1.1298765,1.2484459,1.2410676,0.8575818,1.1022592,1.063733,1.1441436,0.3701799,0.75567186,1.1142219,0.540964,1.0388379,0.0,0.733147,0.9942263,0.5700782,0.75975764,1.3085462,1.2768095,1.2973858,0.5091165,0.6148376,0.94810086,0.8340887,0.8051516,1.1070416,0.47233266,0.6316737,1.3556519,0.9779385,1.2056926,1.0372295,1.0864214,0.6794725,1.2236799,1.009125,0.699598,1.0723021,0.9847325,1.121764,0.9226772,1.2831614,0.5347871,0.8949956,0.5519298,0.9605642,0.40568072,0.41118395,0.95117825,1.2304848,1.073974,1.1550908,1.0611999,1.3582164,0.57767445,0.58150065,1.0663003,0.9400915,1.0737865,0.92484826,1.1467019,1.016,1.1477733,1.0450641,0.9478956,1.1234746,0.8489144,0.58981895,1.261364,1.1430094,1.1038604,1.1162236,1.2033024,1.1597384,1.1019129,1.2117639,1.0000088,0.86565584,1.2565184,1.3269166,0.54730386,1.3541168,0.73145425,0.6500254,1.1951623,0.9189652,0.94757533,0.8345547,1.1612961,1.2592974,1.2649158,1.4318365,1.0827721,0.16125137,0.63370645,0.88662606,1.0091614,1.1175921,1.2780772,1.1882063,0.93489516,0.8466269,0.52672064,1.1675624
fish,1.1136098,1.0682766,0.8529141,1.2498775,1.4392605,0.88387483,0.76722735,1.0851694,1.0426389,1.2538717,1.2020354,1.4044617,0.4278643,1.0930696,1.4466739,0.9442179,1.332184,1.1937699,1.1119202,0.8316958,1.1348944,1.442661,0.7112481,0.48021096,0.7705214,0.62241536,0.5668824,1.0558401,0.6068263,0.95739186,1.2285794,0.9073562,1.1843065,1.0731262,1.0203835,1.0295136,1.0144285,1.1499848,1.3693504,0.9303612,0.3986659,1.3909343,0.8304932,0.9811956,1.3310084,1.1773636,1.0774055,1.1047649,0.9552154,0.88387036,0.638607,0.8978832,1.181386,0.5087627,1.202238,0.733147,0.0,0.7746232,1.0153807,0.5989311,0.9988233,1.1146048,1.1690581,0.39721113,0.8854613,0.85002226,0.91068137,1.0248399,1.151935,1.2200222,0.8232257,1.0974602,0.98424196,1.360484,0.9557922,1.2637287,0.63587075,1.2078856,0.8537157,0.7520051,1.010424,0.72438574,1.2449136,1.1878066,1.1461821,0.9463348,0.750576,0.5521321,0.85194343,0.5354945,0.70013165,0.8204209,1.1181796,0.78539497,1.4822165,1.2613559,1.4315906,0.41814542,0.44158852,0.73653275,0.95093405,1.0184871,0.8506386,0.9307792,0.8621571,1.0479981,0.878768,1.0040176,1.1246898,0.6587069,0.5730642,1.2731429,1.1531242,0.6975802,1.2245891,1.3090038,1.1522584,1.0103292,1.432962,1.1863372,0.8856362,1.3130946,1.4214311,0.4079197,1.210746,0.60806125,1.0291393,1.2522044,0.9770574,0.72056603,0.8631669,1.0687783,1.4666377,1.2524447,1.4739807,1.0236712,0.599866,0.3983283,1.1372371,0.9659673,1.1011704,1.349647,1.1786802,0.9677889,0.72274345,0.4855221,1.137544
flower,1.3319476,1.0408643,0.6858371,1.1757855,1.4469867,0.85722625,0.653146,1.0170872,0.75346076,1.2147243,1.2235862,1.4499837,0.663944,1.343277,1.4240823,1.0539943,1.4601407,1.1274934,0.90729314,0.42765856,0.9194157,1.1852049,0.8534735,0.87481093,0.6446451,0.7133785,0.5939825,0.71046954,1.0553659,1.2455146,1.0998443,0.55583084,1.0277767,1.15271,1.2587484,1.251461,0.9744252,1.1761979,1.420859,1.14718,0.47818637,1.3216159,0.5786727,0.8683176,1.2508818,1.229188,0.9099972,1.0041949,1.1373733,0.87640685,0.92633104,0.8062537,1.2174397,0.7481539,1.1878701,0.9942263,0.7746232,0.0,1.2560738,0.66501206,0.93867904,1.0271763,1.1033785,0.5981939,1.2230356,0.9902658,0.91603106,1.1169778,1.2059746,1.3381054,0.85700065,1.0260733,1.3131351,1.3398254,0.8211371,1.5075843,0.95264,1.1535558,0.59325516,1.1096513,1.0831149,0.78571177,0.8556569,1.3963034,1.1105132,1.1313871,0.78538835,0.5680518,0.7901866,0.9600647,0.8722264,0.8568436,1.206984,0.72803694,1.4708527,1.3943903,1.3001063,0.5372174,0.5025263,0.80228543,1.0120577,1.104066,1.1754874,1.0060989,0.23632318,0.9605755,0.95543265,0.9667981,0.90215343,0.544556,0.8879447,1.1430595,1.2235695,0.54396445,1.2031795,1.1839951,1.2741507,1.1720186,1.3833108,1.1224123,1.2115993,1.1811326,1.3275461,0.7313288,1.2485112,0.70761377,1.3272947,1.1498674,0.87879175,0.48048568,0.5451616,1.2038108,1.3718858,1.188092,1.3441978,0.9681582,0.84120345,0.59131455,1.2277691,1.184809,0.971964,1.0987382,0.8964205,1.0121042,0.7556303,0.55012226,1.0491508
foot,0.88464,0.73263144,1.1882142,0.9095473,0.6831782,1.01984,1.1828941,1.0164009,1.1151721,1.2404104,1.0177593,1.0174347,1.181843,0.96921545,0.9222369,1.0148424,0.8823308,1.0706928,1.2238795,1.2099506,1.1771092,1.0472404,0.83720905,1.0216904,1.1990018,1.054901,1.1502342,1.2665389,0.75633126,0.96407527,1.0155085,1.2942264,1.1386254,0.8700591,1.0124626,0.69799864,0.9809415,0.886045,0.9087658,0.79607284,1.2221345,0.9682201,1.1688824,1.1314956,1.0057147,0.87035346,0.85824335,1.1006134,1.1779158,1.1075792,0.7313539,1.0377377,1.0061305,1.0270538,0.9970148,0.5700782,1.0153807,1.2560738,0.0,1.0381169,1.0470939,1.0128343,1.144347,1.1263328,0.4439323,1.1410509,0.9807017,0.8119417,0.8165606,0.47042233,0.9676048,1.2346156,0.87509674,0.98331094,1.0098865,0.77665186,0.9621261,0.9617071,1.246378,0.7177427,0.8457483,1.2785852,0.9633637,0.5727086,1.2618752,0.7873001,1.0343897,1.1628581,0.95988995,0.80467683,0.8556472,1.2003336,0.972988,1.0751642,0.8064942,0.8926954,0.9852038,1.1420984,1.1552688,1.0725629,0.9151655,0.9693552,0.72734237,0.9840274,1.1843667,1.2778314,0.9665622,0.908988,1.0240897,1.2986525,0.9272828,1.1642064,0.9240167,1.1018016,0.78676283,0.98567957,0.8038819,1.0853621,0.99033976,0.7230423,0.85876584,1.1342366,1.0693892,1.0505234,1.0714632,1.1617631,0.32411242,0.97675616,1.0010375,1.1846254,1.1636555,0.7979146,1.0097579,1.0958235,1.0182427,1.2216185,0.71912485,1.2017553,0.8294191,0.83422536,1.0356692,1.2209727,1.1562558,0.94755787,1.0098547,1.0820726,1.1638278
fork,1.4089056,0.9231175,0.8623434,0.97485214,1.3954821,0.9832359,0.8740479,0.8229914,0.8041786,1.073353,1.2772956,1.5835915,0.663795,1.3258039,1.478989,1.1857116,1.561131,1.133227,1.0038806,0.56732994,0.6594565,1.2930901,0.8135193,0.7540338,0.6482939,0.80770665,0.61474943,0.8675734,0.9263956,1.3008163,1.0249021,0.66819453,1.1166396,1.2328064,1.0193082,0.98601884,1.013911,0.98956335,1.5420713,1.096519,0.42917538,1.3859942,0.47207546,1.0074537,1.1900144,1.3490739,1.1184078,1.0275573,1.1437474,0.8745615,0.8054551,0.68833494,1.2655671,0.70197743,1.3590235,0.75975764,0.5989311,0.66501206,1.0381169,0.0,1.1981443,1.2029047,1.1578689,0.58265084,1.1563717,0.9777022,0.7985027,1.2188226,1.1886322,1.1191087,0.9520179,1.1425079,1.0346843,1.5064971,0.8758693,1.4955039,0.24932665,1.2576842,0.4418308,1.0511247,1.2235384,0.8833529,0.9396161,1.4345808,1.2135463,1.006615,0.8458017,0.6829322,0.5221971,0.72279996,0.7628893,0.8770776,1.1938627,0.9551676,1.4832215,1.3901918,1.3451369,0.30340075,0.27755642,0.9687516,0.8647541,1.2028984,1.0208142,1.0885279,0.63831496,0.6630447,1.0711244,0.90114415,0.8039433,0.67412174,0.83010566,1.2849686,1.1536094,0.7965232,1.24958,1.1405576,1.512183,1.0085244,1.3787373,1.1058925,0.5760533,0.97725195,1.3859347,0.59865755,1.4628024,0.57398033,1.086043,1.0232083,0.24068618,0.5329337,0.8120134,1.1828575,1.3992788,1.2935034,1.3434808,0.9283356,0.7051011,0.6664611,0.65380704,0.94731367,1.1071033,0.916597,1.1739287,1.0827067,0.5317809,0.53181183,1.0921215
frog,0.58340013,1.1585897,0.722466,0.90796494,1.0480711,0.908867,0.9856039,0.6121311,1.1416607,1.1659652,0.6365735,0.9527889,1.2748746,1.1144981,0.7594588,0.7078561,0.8893248,0.9221957,0.8429304,1.2819606,1.1806154,0.71557474,0.87139606,1.355328,1.2174573,0.6562542,1.4112966,1.0962164,1.0800654,0.9982601,1.3421257,0.92979974,1.2053744,1.1153874,0.97498745,1.0885469,0.6796917,0.9045305,1.0191765,0.6958881,1.3055044,1.0887419,1.3292872,0.84746456,0.9272995,0.7861935,0.7989328,1.2297127,1.051842,0.8393276,1.360796,1.0918212,0.98684454,1.2381659,0.99909604,1.3085462,0.9988233,0.93867904,1.0470939,1.1981443,0.0,0.8825046,0.8603309,1.3924276,1.0023044,1.2308707,0.69119924,1.1106093,0.7273048,1.0255873,1.2511163,0.81605726,0.83051825,0.9493388,1.1088507,1.084293,1.3028013,1.2015253,1.1517893,1.2911866,0.63211006,0.93122476,1.0092647,0.8054285,0.7809489,1.1265144,0.8034079,1.3583575,1.1763576,1.3334088,1.2240093,0.75405234,1.0282767,0.56184345,1.027901,1.2523434,0.6827531,1.3046055,1.3008637,0.7233457,0.7745795,0.93829006,1.2422154,0.6049606,0.9236125,1.1281408,0.96628654,0.72925705,0.98635584,1.3194487,1.0131569,1.2193532,0.99854547,0.6092231,0.8551897,1.0272883,0.8672886,0.7168124,1.0462475,0.94533217,1.2080977,1.1197035,0.91787624,1.3293512,0.8698807,1.1872675,1.194335,0.96643543,1.1635118,1.0498502,0.82102394,0.9222781,1.0312974,0.85926473,0.9184638,0.68813694,1.3333615,1.326728,1.0499889,1.2020016,0.5780663,0.9782635,1.004756,0.9075104,1.3300872,1.3204092,1.2476985
giraffe,0.4496497,1.0335876,1.1397904,0.9450369,0.8734676,1.1716734,1.239256,1.0271817,1.0928645,1.0280714,0.8680996,0.860036,1.3001835,0.9770616,0.87425315,0.7605458,0.8906617,0.9539253,1.0743383,1.2077521,1.1108226,0.9506166,1.1198511,1.2548636,1.3268213,1.046373,1.2679615,1.020735,1.2207376,0.7155571,1.0807066,1.062426,0.9009733,1.0134784,1.1080849,1.0490484,1.0088384,0.97608674,0.8904356,0.94796795,1.2653725,0.8570204,1.207784,0.64545804,0.9374722,0.5083198,1.0949433,0.989658,1.1592247,0.83243954,1.22329,1.1661249,0.910431,1.1629689,0.7764616,1.2768095,1.1146048,1.0271763,1.0128343,1.2029047,0.8825046,0.0,0.8446701,1.2421002,1.2365885,1.0439728,1.2432313,0.99742913,0.91299707,1.0614595,1.2113829,0.7847012,1.1164775,0.8888841,1.0623081,1.041469,1.2332525,0.7962116,1.0471141,1.1943291,0.7478289,1.1247485,1.038993,1.0095325,0.76580125,1.0883312,1.0493389,1.173132,1.1336206,1.3084161,1.149177,1.149395,0.9411491,0.93806183,0.8908299,1.0589495,0.8961681,1.2817354,1.2577189,0.9699468,1.1839424,0.6814471,1.1391742,0.8853902,1.0284212,1.1681519,0.7139926,1.0622092,1.0871536,1.1708734,1.1538408,0.91316503,1.0432283,0.8227523,1.0026423,0.92763543,0.90729845,1.0799595,0.89716566,1.0750383,1.1715021,1.0681739,0.86106724,1.360096,0.8552089,1.1971965,1.1283407,1.048979,1.1181376,1.1078824,1.1358062,1.0486752,0.8990644,0.81279856,0.8402205,1.1928711,1.2864311,1.1780856,1.0461011,1.1123431,1.0957404,1.0701402,0.8777355,1.0025262,1.1290731,1.3081131,0.9677386
glass,0.74293226,1.2052314,1.2318177,0.8612137,0.73962486,1.1404555,1.183153,0.9171879,1.0256221,0.7858192,0.898644,0.761212,1.3127403,0.8865645,0.69183135,0.7598973,0.742486,0.9033617,0.95802295,1.243815,1.117759,0.8033752,1.2136664,1.3094548,1.3045927,1.2805271,1.3346268,0.91217315,1.0179449,0.7306704,0.96841806,1.1430571,0.8629843,0.8949823,1.0019866,0.7421399,1.160303,0.9126456,0.87285936,0.76805246,1.3194143,0.7329569,1.2630994,0.9891424,0.9213543,0.9393089,1.0502732,0.9276552,1.0522368,1.0244845,1.3332657,1.2573854,0.85771906,1.3288383,0.86462617,1.2973858,1.1690581,1.1033785,1.144347,1.1578689,0.8603309,0.8446701,0.0,1.3335645,1.090204,0.8265953,0.9391007,1.0292082,0.7869001,0.849043,1.2830329,0.85067654,0.8900499,0.88630676,1.0771947,0.85949683,1.1212977,0.7265582,1.142206,1.1395353,0.92036134,1.1272507,1.0026968,0.8659152,0.6396521,1.1135769,1.2527342,1.3401284,1.1404722,1.3241026,1.3167136,1.1878335,0.81064343,1.051744,0.74672836,0.8768073,0.70787686,1.2969615,1.3002687,0.9824704,1.018622,1.0076685,1.1262497,0.8956069,1.1324798,1.0854722,1.014883,1.1534859,0.9926651,1.2402078,1.1818297,0.68381536,0.8766742,1.1300396,0.71964705,0.99252605,0.7954498,0.63961905,0.80934674,0.9528889,1.1247885,0.8309188,0.7758262,1.409385,0.6639105,1.3304114,1.1258975,1.0353937,1.1141505,1.1564317,1.2985731,0.87116957,0.83515096,0.7816952,0.69211745,1.1158429,1.418688,1.3162651,0.7683844,1.0165616,0.9544623,0.86837125,0.885325,0.9739087,1.182235,1.3410385,0.75335693
glasses,1.5078766,0.9620629,0.80501807,1.402811,1.5178652,0.76116365,0.546422,1.2274394,0.94635713,1.2102116,1.3253106,1.4939022,0.3139267,1.2796574,1.561667,1.2734835,1.4886434,1.3224692,1.0502691,0.44229704,1.0876888,1.501914,0.7528769,0.26070935,0.5050543,0.8171392,0.24830848,0.876185,0.7204104,1.0881741,1.1159257,0.7804167,1.1115501,1.1230444,1.1833284,1.1553512,1.2057364,1.2447302,1.4141531,1.231897,0.17822981,1.4886074,0.5295645,1.111355,1.4003992,1.3652844,0.97370785,0.9852168,0.9582044,1.0526946,0.33816588,0.71413344,1.1948987,0.24240786,1.0797292,0.5091165,0.39721113,0.5981939,1.1263328,0.58265084,1.3924276,1.2421002,1.3335645,0.0,0.9934097,0.7708278,1.0431144,0.83638877,1.3630557,1.2105455,0.42234576,1.2448758,1.1264124,1.3824067,0.93022287,1.3701701,0.6876824,1.236265,0.66168475,0.7762445,1.3740163,0.75247127,1.1497924,1.3667309,1.2074469,0.78917736,0.8350998,0.15594494,0.8310012,0.33920646,0.3680004,0.9138297,1.2383646,0.8864493,1.4892911,1.2500813,1.5962193,0.2173369,0.23204064,0.8510522,1.1739603,1.1520042,0.9457973,1.3025672,0.71604836,1.0353417,0.97205454,1.1541866,1.0967857,0.38848126,0.5040029,1.1995825,1.1866332,0.8874426,1.4621099,1.3515328,1.3332272,1.1724954,1.4239037,1.2056214,1.0394757,1.275859,1.4160064,0.1975894,1.3303398,0.51649696,1.0574154,1.3652086,0.95165914,0.51406336,0.7718501,1.2271818,1.4677503,1.2474413,1.6152915,0.9546361,0.30006945,0.18144834,1.1977197,1.0623734,1.1070068,1.3131669,1.1996725,0.9698286,0.5391089,0.13698119,1.037787
glove,1.0128533,0.83324283,1.1312041,1.1088405,0.7746853,0.8981281,0.9696521,1.0148921,1.0881317,1.3129053,1.0309885,0.92879826,0.8133087,0.85875905,0.95551395,0.9454658,0.7405636,1.2320673,1.2299745,1.0964956,1.344486,1.177133,0.90829813,0.94864583,1.0590032,1.0530617,0.9614596,1.2132049,0.57414114,0.9381231,0.9142353,1.2920884,1.1691756,0.7866657,1.0694855,0.8115237,1.1528953,1.0790315,0.81835294,0.8816711,1.0621189,0.9880466,1.1911922,1.2084916,1.2158065,0.971442,0.5284418,1.0973024,0.9733947,1.158323,0.6913974,1.1120249,0.9549499,1.0476549,1.0433025,0.6148376,0.8854613,1.2230356,0.4439323,1.1563717,1.0023044,1.2365885,1.090204,0.9934097,0.0,1.0502665,0.96773255,0.880316,0.8962616,0.5688714,0.76061594,1.2153901,0.76704353,0.86558396,0.9676613,0.58984244,0.90266144,0.9731202,1.3462168,0.50455016,0.90101933,1.2382116,1.0864515,0.26111042,1.267748,0.8221493,1.0810424,1.0878114,0.918643,0.69303703,0.9192633,1.1374894,0.9426246,0.9854146,0.78577447,0.7052493,1.1511302,1.0171945,1.0549994,0.9131336,0.8762854,1.0173104,0.53687954,1.1236389,1.1876241,1.37542,0.95876336,0.9011452,1.084618,1.0985799,0.8341806,1.097476,1.0070783,1.1303257,0.848289,1.1518348,0.61055374,0.83517885,1.064433,0.7355046,0.9379546,1.2918521,1.1650512,0.7755588,1.0227436,1.0724058,0.30708563,1.1771464,1.11022,1.1919651,1.1102991,0.5944341,1.0732898,1.2034835,1.1410898,1.1546458,0.69414705,1.0908633,0.91684175,0.64521086,0.8335614,1.3921847,1.1921061,0.9651077,0.9727535,0.8868997,1.155283
