,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,0.74379385,0.6998472,0.7568244,1.0552257,0.94049835,0.80099,0.97248465,1.2101412,1.1153541,1.2413803,0.8407702,1.2218912,1.0840687,0.95911014,1.1391081,1.283716,1.0576706,1.0478619,0.9690094,1.2148601,0.77388203,1.0273728,1.2646265,0.8735057,1.0375192,0.6519305,1.0494175,1.1472837,1.0748385,1.0988041,1.1352124,0.87683326,1.0535147,0.8769993,1.0017698,1.2088215,1.0330389,0.7036215,1.2454929,1.1112031,1.0889323,1.1756805,1.2024382,1.0970943,1.0548171,1.0637424,1.1115503,0.3470387,0.6199961,0.92131513,0.81891,0.8039937,0.48525494,0.85370654,0.9465371,0.5099523,0.83362687,1.192366,1.055912,1.2001863,1.1793354,0.406906,1.1175611,0.8362208,0.60762364,0.9649862,0.6926728,0.82748044,1.2466977,1.1799694,1.2406204,1.1264231,1.1041194,1.116719,1.0314909,1.0997498,1.0679464,1.129184,1.1413469,1.129909,0.8825145,0.59575045,1.0401313,0.54595405,0.0,0.6973194,1.135838,1.1047028,1.1844921,0.9780963,1.2527782,0.684839,0.6963994,0.95072377,1.0672312,0.9476223,1.0784262,0.98718375,1.2064211,1.1533436,1.1564053,1.079652,1.0199412,1.1960211,1.0732536,1.0306518,1.2376546,1.156498,1.1524063,0.97528964,1.2346362,1.122858,1.0232296,1.2247041,0.6545523,1.0456755,1.0358125,0.89385045,0.8282383,1.0139802,1.12122,0.60615176,1.1892316,1.0547262,1.2416466,1.0923326,0.28936315,0.4922474,0.9698299,0.95650923,1.1826096,1.2708726,1.1688647,1.0078219,1.1723257,0.6698573,1.0124784
orange,1.0066416,0.17979765,0.84254265,1.3858535,0.5259432,0.54504377,0.8485305,0.96991557,1.1695684,1.4311165,0.69007283,1.4015216,1.4146085,1.2423556,1.3494165,1.3682134,0.86924314,0.544692,0.45221335,1.4346712,0.60606545,0.8256238,0.975702,0.55515325,1.0243064,0.6571698,1.1541704,1.3539436,1.2513735,0.71254534,1.3704747,0.98061496,1.1550763,0.7182262,0.9214593,1.4719479,1.0356032,0.29610908,1.5023568,0.70489705,1.1288352,1.2183409,1.2055812,1.3239996,1.2567881,1.4275619,1.2787517,0.47737598,0.3785094,1.0148025,0.760572,1.1468832,0.7535188,0.64403844,0.46025205,0.91773325,0.7272647,1.1666093,1.2139249,1.0957332,1.3682903,0.5036016,1.0475664,0.7894318,1.1418023,1.1868217,1.1675113,0.8583609,1.1490299,1.2338905,1.3523076,1.1928613,1.4278908,1.3997421,0.92023045,0.85544574,0.98220986,1.1383193,1.3280699,1.0403829,1.010263,0.17070442,0.66595393,0.8277179,0.6973194,0.0,1.1756411,1.1674569,1.4232796,1.320329,1.3200505,0.3335744,0.460711,0.7154906,1.4357474,0.6741702,0.7888,0.8381525,1.0473729,0.9687428,1.4171759,0.7901614,0.67468065,1.2618611,0.69806933,1.2009864,1.3365936,1.4022064,1.2091069,1.3156998,0.9380655,1.2442465,0.8689473,1.41101,0.3962487,1.0249317,0.68238807,0.9007798,0.57112277,0.8639159,0.88299876,0.38629854,1.2675006,1.2878836,1.4333125,0.76003534,0.591038,0.5308771,1.0533155,0.60074663,0.8775081,1.2767434,1.1276089,1.1033341,1.0209581,0.2454617,1.164492
oven,1.1186458,1.1743087,1.1308781,1.0621868,1.0961374,1.0987681,1.2300992,0.82838464,1.0662333,1.0386717,1.0012177,0.99861723,0.94095266,0.938233,1.0222416,1.0136606,0.97625107,0.9078983,1.030802,0.8542152,1.1692116,0.9618181,0.77954334,0.917005,1.0702033,1.1823744,1.1474774,0.7555793,1.005177,0.95489883,0.6772358,0.97234493,1.0079409,1.0077612,1.0349531,0.93774104,1.0822499,1.1882608,0.8744706,0.9751261,0.9386117,0.94710684,0.9454429,0.92162997,0.7263126,0.9288383,0.9218859,1.1709255,1.1806295,1.2196847,0.99688363,1.0425308,1.2018373,1.133371,1.073372,1.0032214,1.0315224,1.1267467,1.0326126,1.1007617,1.0186636,1.1619709,1.0200076,1.1202573,1.1052157,1.0969491,1.1906772,1.1343433,1.0007156,0.99781495,0.928723,0.96424276,1.0662355,1.1430924,0.79429746,0.8952944,1.2153119,0.8715434,1.1290802,0.99168444,1.197159,1.2000085,0.8380865,1.2243792,1.135838,1.1756411,0.0,1.1019237,1.0287945,1.0534132,0.8537998,1.1991577,1.1898838,1.15075,0.9507412,1.091797,0.8922176,1.1229045,0.8665664,0.9483848,0.95248425,0.867137,0.9614116,0.624138,1.0178362,0.9499522,1.0904211,0.9592597,0.898993,1.0454481,0.82287675,0.9458823,1.0191927,0.9283237,1.1504222,0.9839685,1.0182678,1.0384839,1.1160611,0.97108805,0.86992157,1.2408879,0.9072351,1.1147233,1.0609454,0.99087125,1.163023,1.1582415,1.0359117,0.8547028,1.0216507,0.99793446,0.98001534,0.82169807,0.80931926,1.1847848,0.7191618
owl,0.9559154,1.2364838,0.9986613,0.82803786,1.0582715,1.0854137,1.0863333,1.0844705,1.0359969,0.8073273,1.2823982,0.8760319,0.751982,1.2065701,0.718246,0.7917249,1.2074938,1.2585645,1.3068116,0.8224517,1.1535263,1.160413,1.0451863,1.326731,1.0381932,1.1399755,0.8417368,1.0291761,0.91115725,1.0813719,0.8562462,1.0242474,0.8818214,1.1590406,1.0591924,0.91572773,1.0800267,1.2873842,0.84648144,1.1327306,0.97421503,0.86303675,0.96619415,0.9776234,1.0038674,0.9823439,0.8959149,1.1523025,1.1994987,0.9860078,1.079995,1.0112169,1.1709211,1.1920345,1.2114496,1.1751773,1.1654372,0.87883794,0.94250107,0.43572688,0.6912615,1.2238634,0.978803,1.0702019,0.9980941,0.82721615,0.87944376,0.90967613,0.9600276,1.0179666,0.91001004,0.95709467,0.9267542,0.8354551,1.0319511,1.0655986,0.99242866,0.9915069,0.6981089,0.8766859,1.0712812,1.2702358,1.3003023,0.97637016,1.1047028,1.1674569,1.1019237,0.0,0.7839583,1.0232853,0.7775283,1.279223,1.2068326,1.1923374,0.8547592,1.0132859,1.2334847,1.1666936,1.1019838,0.9772137,0.89407104,1.2626867,1.159024,0.9768582,1.0871868,0.80363715,0.7674073,0.8590285,1.0145793,0.9612309,1.0854944,0.8122182,1.1903565,0.8995032,1.357096,0.913573,1.193017,0.8741598,1.2572516,1.1116064,1.1457865,1.1899663,1.0307591,0.78415835,0.690113,1.1274124,1.239044,1.2018564,0.8199014,1.3730326,1.0097566,0.7880976,0.9461697,0.91850036,1.0647423,1.2806154,1.1167357
pajamas,1.2212211,1.3508949,1.1903266,0.40522492,1.322905,1.4146272,1.1887838,1.2102714,0.8914241,0.329818,1.3657804,0.67524457,0.36644566,0.91708297,0.4980868,0.49877495,1.3082951,1.4760947,1.5590577,0.7814232,1.4047091,1.339499,1.2652618,1.4682192,0.8279133,1.2408166,0.72850156,0.8606078,0.8754499,1.2881988,0.7712099,1.3516246,1.0194982,1.3879385,1.247554,0.32529104,1.1599988,1.474776,0.41219723,1.406734,0.99988747,0.9887333,0.8750379,0.7700943,1.0181543,0.6634953,0.44023788,1.4205409,1.3752466,0.89018863,1.3260058,0.65204585,1.2038518,1.3583121,1.4050379,1.141006,1.4945357,0.9273906,0.93143153,0.87451875,0.7198036,1.3892506,1.1244836,1.2456503,0.716228,0.78646964,0.7866218,1.0823876,1.0014148,0.92217577,0.4762391,0.975859,0.3269626,0.70122033,1.3407913,1.3050442,0.9493731,1.0941222,0.6938641,1.0315479,1.2054169,1.3565966,1.4706297,1.1992644,1.1844921,1.4232796,1.0287945,0.7839583,0.0,0.5120446,0.7463699,1.4340131,1.4153705,1.3272474,0.63426834,1.2711191,1.3014915,1.3057308,1.1089326,1.0494199,0.7550237,1.2867715,1.2565056,0.99964076,1.3221843,0.6469544,0.7931251,0.14560342,0.8963753,0.46356893,1.2631996,0.70729446,1.2233864,0.5868434,1.4597838,1.0555931,1.3677635,0.9897821,1.3320037,1.4353898,1.3092289,1.2205672,0.7635468,0.2117356,0.48590106,1.3293436,1.2498658,1.3603483,1.0449029,1.5270205,1.242252,0.8197902,0.8132279,1.040917,1.2685472,1.4319236,1.0885912
pants,0.9918879,1.2826743,1.0484993,0.49542123,1.3151335,1.2264545,0.98623997,1.2721512,0.578511,0.57627326,1.0442438,0.5811186,0.6063828,0.78393424,0.67677283,0.82544863,1.1695879,1.4827795,1.3356419,0.8432259,1.1256403,1.3551662,1.3402302,1.2613499,0.9044056,0.93061274,0.7013842,0.7668409,0.877333,1.3901196,0.83436275,1.10052,1.0655178,1.2962481,1.2485993,0.45099485,1.0738428,1.2732095,0.56407857,1.35963,1.1264536,1.0287621,1.0927223,0.83872926,0.9524765,0.58055174,0.80186874,1.172357,1.2300483,0.7822522,1.3239257,0.7638416,0.8532542,1.2981732,1.4569352,0.95131385,1.2883904,1.02832,1.0093815,1.0665717,0.8889315,1.191021,1.0862007,1.2185131,0.79107,0.72154677,0.7362183,0.9579333,1.1705433,1.0761967,0.6302966,1.0203928,0.17195535,0.62364054,1.2055645,1.3827018,0.8824823,1.2043723,0.73545957,1.0148215,1.0062962,1.2367558,1.3379654,0.8947007,0.9780963,1.320329,1.0534132,1.0232853,0.5120446,0.0,1.0028312,1.2617056,1.2487607,1.206379,0.5119196,1.1592882,1.2527753,0.9921268,1.2696581,1.1068778,0.679824,1.2507657,1.3148751,1.0007837,1.3545914,0.8910571,0.8935244,0.49427116,0.99153256,0.1723935,1.3557923,0.83511573,0.93292266,0.6326175,1.2401185,1.0353385,1.3299546,0.9281248,1.1643301,1.2329061,1.352894,1.092424,0.7905619,0.55553293,0.6959185,1.3011314,1.0324353,1.1437992,1.0234957,1.2802107,1.2996777,0.9731934,1.0713937,1.0671959,1.3235118,1.2493619,1.0272837
paper,1.0694466,1.3971728,1.2802482,0.7988646,1.2447237,1.2021598,1.1047757,1.0281576,0.84089166,0.661163,1.2872024,0.8529383,0.7769185,1.1149621,0.7168409,0.6428696,0.7160698,1.1689457,1.3475528,0.50661707,1.4061766,1.1056658,0.9014069,1.3500036,0.98210335,1.1584065,1.0329852,0.83708555,0.77113736,1.1210335,0.798271,1.1050142,0.7590892,1.2181504,0.96188587,0.79929566,0.9163833,1.284497,0.7402423,1.1479052,1.0662932,0.8104589,1.0274601,0.9631301,0.862788,0.888856,0.8879625,1.4062997,1.3181267,1.1433803,1.1953609,0.99398744,1.2374544,1.1167607,1.3331674,1.2540176,1.0708022,0.82731014,0.7570153,0.933458,0.7383997,1.4397805,1.0135065,0.9125588,1.0721787,1.000937,0.93473554,1.1570764,0.9151113,0.91982305,0.74834925,0.8498761,0.8731378,0.5980991,0.83662796,0.9245623,0.9916696,0.8263426,0.7665528,0.9085235,1.1998935,1.4058638,1.1175039,1.2814232,1.2527782,1.3200505,0.8537998,0.7775283,0.7463699,1.0028312,0.0,1.2943085,1.1960628,1.1448765,0.8414744,1.2817543,1.0921005,1.1075311,1.0719922,0.9947156,0.8168678,1.1040256,1.1868593,0.9227207,1.3185713,0.860113,0.642095,0.8215095,0.8788642,0.95644593,0.98164976,0.9107214,1.0226974,0.79152584,1.4124879,0.9892541,1.1624548,1.0001762,1.3042336,0.94265234,1.0396394,1.3441503,0.9106169,0.8720941,0.59525967,1.1843724,1.3659396,1.217349,0.72197974,1.1887386,0.96168655,0.6894567,0.89574414,1.0661612,0.8727181,1.4556298,0.92248154
pen,0.8951991,0.36143702,0.9586927,1.3886466,0.6523235,0.7101065,0.9190237,0.9193556,1.1607132,1.482261,0.47540754,1.3830166,1.4840654,1.1545488,1.3483052,1.3980612,0.6583778,0.5160388,0.39504075,1.4097018,0.6347108,0.5323741,1.0874215,0.38127565,1.0052383,0.57404417,1.1548676,1.3118775,1.3375059,0.76716226,1.3217225,1.0067848,1.0039433,0.8507932,0.9132343,1.5264754,1.1112989,0.096546054,1.5763938,0.7918934,1.2386554,1.3576031,1.2815866,1.3635691,1.2139649,1.4267312,1.3800962,0.5351239,0.5222049,0.943602,0.8620151,1.2605714,0.61799276,0.63703895,0.43703318,0.8267704,0.45501566,1.2521174,1.1542885,1.1573691,1.4445766,0.3920594,1.0357233,0.7117204,1.1663635,1.2364951,1.123552,0.95931464,1.1977491,1.1254073,1.3128073,1.2855513,1.3495771,1.2125883,0.9591382,0.7513442,1.1178865,1.1636624,1.3942537,1.0554597,1.0542964,0.26055837,0.59440625,0.5535869,0.684839,0.3335744,1.1991577,1.279223,1.4340131,1.2617056,1.2943085,0.0,0.0843966,0.74889183,1.4040601,0.78474754,0.64867073,0.80160177,1.1734419,1.1380618,1.2825274,0.6940557,0.6977265,1.3266642,0.6754451,1.2846122,1.1486723,1.4542322,1.1316398,1.2797362,0.92272335,1.2684233,0.77864504,1.4560014,0.22345412,0.9379281,0.9187779,0.8425753,0.51660395,0.7994067,0.8568964,0.3637939,1.2872231,1.3123382,1.5068927,0.8589335,0.5905807,0.46838093,0.8303906,0.44941813,0.9318867,1.2886522,1.1652464,1.0517602,0.8394849,0.18305004,1.1486996
pencil,0.869508,0.49820083,0.9026468,1.3201749,0.711884,0.7115111,0.88726604,0.8939028,1.1887208,1.4592208,0.51757354,1.3865728,1.4867189,1.1117392,1.305168,1.319682,0.6056353,0.58491147,0.43960154,1.3310498,0.63539463,0.49816924,1.0460751,0.53298,1.0933628,0.57503134,1.2501752,1.3022568,1.2720072,0.7701293,1.3207021,0.99144036,0.97255546,0.84125525,0.86125153,1.5425364,1.0835699,0.20259202,1.5658617,0.78743756,1.2284493,1.3177712,1.2876191,1.3028785,1.2458826,1.4394577,1.3975041,0.5560672,0.57162786,1.0155517,0.8686714,1.3324258,0.5412125,0.6647184,0.548279,0.82002074,0.47056663,1.1557276,1.0955162,1.1394148,1.432096,0.47945786,0.9304481,0.67154837,1.2298766,1.1544034,0.98839897,0.9600127,1.2377511,1.0789188,1.3124609,1.2822764,1.3362737,1.1192561,0.8879765,0.72679305,1.1219361,1.1714356,1.3011286,1.0746967,1.0101857,0.45344132,0.615278,0.56595373,0.6963994,0.460711,1.1898838,1.2068326,1.4153705,1.2487607,1.1960628,0.0843966,0.0,0.75968134,1.3463604,0.8188237,0.708773,0.77476716,1.1745903,1.0975106,1.2250977,0.75832427,0.7625421,1.3438588,0.72781193,1.3140067,1.0502771,1.4726212,1.0978086,1.2006687,0.87879246,1.2917869,0.83320546,1.4301302,0.3200661,0.9688176,0.9332695,0.8697156,0.61795956,0.7680081,0.85800004,0.5027349,1.2810156,1.3019984,1.4341657,0.839418,0.5974231,0.50020444,0.7641582,0.48919392,0.8645495,1.1885183,1.1862388,1.035523,0.78303564,0.35712266,1.1644292
pickle,0.928486,0.71216905,0.82055455,1.3100514,0.54388803,0.6319786,0.49363035,0.96207064,0.9950462,1.3419971,0.8072683,1.343106,1.3550792,0.9659512,1.3766757,1.2013586,0.7511511,0.84063435,0.72540903,1.190109,0.7408118,0.8942813,0.9961058,0.73851687,0.94244415,0.6713511,1.1312306,1.3175706,1.1398616,0.8369635,1.2236254,0.91375154,1.0373992,0.6998448,0.75012374,1.373424,0.7536333,0.62255234,1.3565452,0.8009743,1.1194923,1.1092747,1.1682436,1.1984248,1.1116296,1.2594259,1.2325392,0.86990875,0.71034193,1.0423324,0.7308985,1.1449659,0.7745496,0.7103902,0.82090914,0.97854835,0.82492125,0.66931075,1.0696788,1.1519125,1.1390032,0.8262,0.9264755,0.63242316,1.1208932,1.1858581,1.1288247,0.9808516,1.028174,1.1048244,1.2581434,1.0641162,1.2805753,1.1419659,0.880048,0.91675663,0.4894029,1.0577002,1.1021638,0.8869139,0.7558274,0.8148869,0.79063106,0.970564,0.95072377,0.7154906,1.15075,1.1923374,1.3272474,1.206379,1.1448765,0.74889183,0.75968134,0.0,1.2530451,0.90714526,0.8248181,0.76486075,1.0534756,0.8431163,1.3433216,0.9748095,0.93464875,1.2556381,0.8755411,1.1774316,1.1229761,1.3013722,1.2022395,1.2540753,1.1265976,1.2977476,0.83651704,1.2566347,0.74028623,1.0482948,0.8243775,0.9539611,0.59629047,0.7473725,0.9496536,0.75894964,1.1942841,1.1656489,1.3567288,0.7620008,0.82558525,0.7342135,0.9256627,0.702209,0.7518257,1.1558645,1.0764713,1.1416597,1.0331173,0.8107317,1.088844
pillow,0.9902252,1.410999,1.0678284,0.53204125,1.2765894,1.1781638,1.0983611,1.0882567,0.75290227,0.4256456,1.1310465,0.5186754,0.61801034,0.744187,0.29225695,0.8698909,1.04604,1.4470304,1.4171554,0.6211613,1.2526977,1.3326735,1.0687683,1.2636735,1.0462053,1.0255057,0.845024,0.5650706,0.82131934,1.4325173,0.6768396,1.0148205,0.96647286,1.3935122,1.2199332,0.41593313,1.1600909,1.3837237,0.4818021,1.3358257,0.9972485,0.8761087,0.9885764,0.439429,0.8932981,0.3941648,0.7567322,1.3056977,1.3708603,1.0071386,1.3738074,0.9346502,1.0274884,1.2568598,1.4672382,1.087478,1.2233315,1.0044289,0.8916772,1.0644712,0.91607034,1.3065147,0.86091745,1.1682451,0.9184274,0.6653116,0.7714725,0.81944674,1.1854943,1.0148839,0.67458063,0.94775635,0.39815962,0.79244435,1.0376867,1.3963952,1.0147874,1.0981784,0.65727127,1.0329481,1.0855386,1.4241124,1.1683884,1.1237454,1.0672312,1.4357474,0.9507412,0.8547592,0.63426834,0.5119196,0.8414744,1.4040601,1.3463604,1.2530451,0.0,1.1418632,1.3251292,1.1326047,1.1082532,1.1092916,0.5381521,1.1904979,1.2937157,0.89532447,1.3777592,0.775298,1.0064625,0.6747145,0.9535892,0.4476174,1.3167214,0.85260665,1.0994585,0.57413816,1.3989305,1.0273913,1.3591766,0.75485957,1.2776536,1.2017336,1.3306373,1.2422162,0.8326176,0.76865536,0.49626422,1.3142071,1.1794729,1.3241184,0.9455693,1.2082074,1.1526191,0.9286232,1.1065738,0.9694782,1.2812023,1.4014087,1.0018845
pizza,0.9828249,0.70888567,0.8105907,1.2405288,0.7815701,1.0055765,0.7505911,0.95674366,1.2638346,1.2820241,0.86580634,1.2559621,1.2161117,0.99857646,1.158188,1.3703892,0.89581376,0.83323514,0.7326243,1.1766293,0.1726085,1.0260358,1.0993043,0.85896397,1.0635988,0.78566504,1.0727878,1.241638,0.8610586,0.8514898,1.2258627,1.119181,1.1155746,0.40371335,0.88168144,1.285471,0.7345937,0.7423267,1.3429582,0.91272575,1.0946506,0.9018252,1.0782131,1.0395651,1.2014625,1.1939032,1.1454577,0.73320556,0.6989395,0.99241996,0.69264007,1.2065763,0.959257,0.8320711,0.7509875,0.95949674,0.82996494,0.96310455,1.1456478,1.0782007,1.2030628,0.80154324,0.89251673,0.9136472,1.1592586,0.7641536,1.0924538,1.0621761,1.1078044,1.2265699,1.267513,1.0515851,1.2024074,1.2154219,0.94045097,1.1226957,1.1273971,1.1133713,1.1707277,0.96424603,0.6138167,0.70528126,0.7713933,0.8474542,0.9476223,0.6741702,1.091797,1.0132859,1.2711191,1.1592882,1.2817543,0.78474754,0.8188237,0.90714526,1.1418632,0.0,0.8758173,0.69276595,0.9353277,0.94205326,1.0865741,0.8782915,0.86078835,1.1982541,0.7426015,0.9892203,1.2374032,1.2587585,1.1327417,1.1646287,1.0768471,1.2611284,1.1607459,1.3656075,0.7175523,1.0395406,0.812912,1.0332243,0.9742901,0.801504,0.9593551,0.87591994,1.1380211,1.1106191,1.19957,0.886241,0.8377683,0.7365698,1.0519887,0.7676176,0.8781062,1.2740422,1.167215,1.0598276,1.1850684,0.6649803,1.1233014
plant,1.0673065,0.6913167,1.0920047,1.3825421,0.7813574,0.91443866,1.0997833,0.7689532,1.2320515,1.3529456,0.6998553,1.2400655,1.2763896,1.0445594,1.3135834,1.3019629,0.7834786,0.4548496,0.6949524,1.2239095,0.87739885,0.6593583,0.97715557,0.5243679,1.0458074,0.99967337,1.2101,1.0686997,1.2576627,0.66082287,1.0282819,1.095128,0.9940873,0.86338055,0.89203435,1.3120176,1.0489434,0.6469664,1.3216298,0.84118646,1.0971278,1.2503662,1.0878001,1.2391406,0.992788,1.2710919,1.2607214,0.90851027,0.8794919,1.0368509,0.82011557,1.1802466,1.0429883,0.8770566,0.5271528,0.97130835,0.67656755,1.1150602,1.0778662,1.1188735,1.2456503,0.72408676,1.1150715,0.9617085,1.1680964,1.3040589,1.3180803,1.1472154,0.9431615,0.97098213,1.1452508,1.1022987,1.3470787,1.2483878,0.85991096,0.71365047,1.161717,0.8906244,1.3612187,1.0342937,1.084645,0.70374775,0.6629852,0.8821344,1.0784262,0.7888,0.8922176,1.2334847,1.3014915,1.2527753,1.0921005,0.64867073,0.708773,0.8248181,1.3251292,0.8758173,0.0,0.9895253,0.95048183,0.9847,1.112746,0.61914295,0.585805,1.030146,0.61247027,1.1595111,1.1985197,1.2484342,1.0346036,1.3173405,0.7704223,1.1222808,0.9661232,1.2763019,0.644578,1.0151175,0.92242527,1.0596828,0.82941914,0.885242,0.72403955,0.85591227,1.0040439,1.2489456,1.3966323,0.8866643,0.95514816,0.860286,1.100657,0.5689885,0.97378427,1.2627745,0.98626775,0.96871513,0.7121065,0.65524507,0.9739163
plate,0.96492094,0.8818938,0.90811026,1.178555,0.98717856,0.94392383,0.6698033,0.9592061,0.67599994,1.1356784,0.81535274,1.0350739,1.2644205,1.003463,1.1766963,1.0198606,0.6920473,0.9841182,0.45371133,0.97234935,0.5276644,1.0453509,1.0409693,0.8226916,1.1547954,0.8272449,1.1653678,1.0380564,0.70761216,0.9247646,1.2146125,0.79894835,1.1252654,0.6591071,0.9711814,1.1686959,0.6219401,0.7723079,1.1706921,0.842458,1.1971787,0.6791805,1.2163426,1.1848388,1.0829201,1.08225,1.2123308,0.9056034,0.83620393,1.1045951,0.93803203,1.2032583,0.7977351,0.9466954,0.99145746,0.99754864,0.7393216,1.087886,1.0303363,1.1638033,1.1560712,0.9403274,0.97685295,0.963849,1.2389948,0.9298307,1.0634446,1.2206113,1.2006805,1.1088698,1.2729226,1.0306512,1.1272739,0.8901718,0.9133516,1.1128441,0.86883974,1.0519075,1.1272106,1.0398207,0.66372,0.87815934,0.7362397,0.8761011,0.98718375,0.8381525,1.1229045,1.1666936,1.3057308,0.9921268,1.1075311,0.80160177,0.77476716,0.76486075,1.1326047,0.69276595,0.9895253,0.0,1.1466377,1.0061327,1.1676117,0.9543806,1.1506169,1.1317639,1.0311267,1.127327,1.1617066,1.2355859,1.1414043,0.99053997,1.170141,1.2021399,0.44361585,1.2416755,0.79361385,1.0109183,0.8385544,1.1362013,0.6718961,0.52595806,1.0436276,0.83271515,1.1944962,1.1284356,0.8946349,0.8434274,0.9685303,0.8403492,1.0483983,0.6795582,0.9708652,0.8324901,1.2103802,1.0535814,1.2205002,0.8201926,1.1596644
pony,0.9833881,1.0492512,1.0130731,1.1962565,0.9877381,1.0617371,1.2155172,0.831228,1.206611,1.0747631,1.0480523,1.0107526,1.1144408,0.87517434,1.0949123,1.0665644,1.0403179,0.8759887,0.96005374,1.0836352,1.0508908,0.9736219,0.8721908,1.0149138,1.090651,1.2465979,1.0431378,0.9710721,1.0989128,0.8578887,1.0583274,1.0451233,1.1736906,0.9463171,1.0865452,1.048116,1.0930451,1.190048,1.0464079,0.92239314,0.2556848,0.9394975,0.17270398,0.83435166,1.0399703,1.0871105,0.93353117,0.9921426,1.0496795,1.0864968,0.8806857,1.105883,1.2604189,0.95316494,0.8557432,1.0303395,1.1098152,1.0664358,0.9389001,1.034321,1.0838995,1.0751028,0.83731943,1.2262431,1.1324521,1.081269,1.2326643,1.1550992,0.48572117,0.9053243,1.1420088,1.017987,1.2487345,1.3223028,0.9580217,0.92300236,1.2202015,0.9303089,1.2869859,1.0859022,0.9904636,1.0819834,0.8269766,1.289779,1.2064211,1.0473729,0.8665664,1.1019838,1.1089326,1.2696581,1.0719922,1.1734419,1.1745903,1.0534756,1.1082532,0.9353277,0.95048183,1.1466377,0.0,0.98158306,1.1265705,0.90095806,0.89250845,0.8952935,0.70940924,1.0653284,1.1955581,1.1218752,0.89351726,1.222515,0.7608304,1.061279,1.1789479,1.0360174,1.0526165,1.0471274,0.83636177,1.1642698,1.1013016,0.9947188,0.7755102,1.1980803,1.0092059,1.1866474,1.1228001,0.9121712,1.1250831,1.1305157,1.3143241,0.962188,1.0167705,1.0741059,0.8792894,0.9031436,0.87666285,1.0829604,0.8920227
pumpkin,1.1299512,0.9330086,0.87236106,1.1625426,0.6201027,0.79550666,0.81383216,1.0313243,1.1625187,1.0917156,1.2029365,1.2054094,1.0414623,1.1276798,1.0608143,0.85132563,1.0051532,0.8681096,0.8915337,0.92869115,0.9455505,1.0466866,0.5277304,1.1753563,1.1411667,1.0672868,1.2945985,1.2710276,0.935902,0.94059706,1.1632121,1.0452428,0.98861724,0.8852799,0.8662703,1.1335552,1.0132091,1.0767858,1.1465766,0.6268182,0.93841016,0.90865546,0.8818103,0.90097934,1.2483147,1.1732044,1.061862,1.0634599,0.96704143,1.2035339,1.0217795,1.0770538,1.0912349,0.9532001,1.0030766,1.168052,1.1883365,0.6338769,0.96788114,1.1470543,0.85723984,1.1893935,0.8205166,0.80471,1.0937053,0.9724916,1.027158,0.7009907,1.1060345,0.8789998,1.0996513,0.7290593,1.1145102,1.2542875,1.086417,1.018698,0.8016474,0.9251143,0.68516594,1.0784051,0.9990774,1.0773247,1.1152915,1.1358758,1.1533436,0.9687428,0.9483848,0.9772137,1.0494199,1.1068778,0.9947156,1.1380618,1.0975106,0.8431163,1.1092916,0.94205326,0.9847,1.0061327,0.98158306,0.0,0.9242001,1.0662179,0.9046248,1.1201789,0.84303963,1.0492742,0.94510716,1.0923564,0.95621264,1.0842341,1.0151252,1.1298093,1.12952,1.0722245,1.157649,1.1179729,0.7071953,1.0475689,1.1258341,1.1455299,1.041229,1.051443,0.9803273,1.1211302,0.9278127,0.7020126,1.0714861,1.1210009,0.9364924,1.1278995,0.47900826,0.71634245,0.9207073,1.0245941,1.0417862,1.1479242,1.081193
