,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pajamas,0.86315274,1.1022637,1.4502114,0.5197696,1.2169447,1.3942621,1.2672601,1.320253,0.83285725,0.9621349,0.32497668,1.0706778,0.44860935,0.2555492,1.2112801,0.4460231,1.043218,1.4304595,1.4747825,1.0888422,1.3751225,1.2872248,1.2840767,1.38835,1.0809507,1.3826177,0.949821,1.0112607,1.3998585,0.88398683,0.57515514,1.2174122,0.84253436,0.45295417,1.0751493,1.6015961,0.72676194,1.4773631,0.91309905,0.9264325,0.8848756,0.99970865,1.1781769,0.17181325,1.156275,1.467861,1.0209764,0.65526134,1.2163924,1.4673045,1.3304889,1.2294475,1.4241693,1.179812,0.78835315,1.0808734,1.281377,1.341877,0.5320329,0.97898626,0.8476966,1.3560688,1.1327136,1.2239451,0.49954855,0.9370053,0.5225125,1.4607189,0.609569,1.3291872,0.8857825,0.88297665,0.94087774,0.9681372,0.95355666,1.4185581,1.454081,0.72980356,0.96921957,1.1771399,0.9148745,0.6879869,0.0,0.5248948,1.1193459,1.4865911,1.5473518,0.82142055,1.1907047,1.3204588,1.436857,1.058279,0.63858396,1.0321282,0.90810454,0.98624593,1.2480472,0.941431,0.50906074,1.3547895,0.30366004,1.015434,0.6028637,1.3321325,0.7924582,0.9131792,0.76382136,1.4621875,0.9240263,1.0067941,0.86203146,1.4174492,0.9972152,1.0734265,0.35895097,0.62623835,1.5166969,1.2252662,1.2337062,1.346169,1.4299418,1.2319396,0.87286687,1.3114827,1.400492,0.7232907
pants,0.91239846,1.0356035,1.2918319,0.5691527,1.2923758,1.4054178,1.1849233,1.2938112,1.0604893,0.87614703,0.59716785,0.84751403,0.4516554,0.57857245,1.1766721,0.5720321,1.1679525,1.3745121,1.2464737,1.1751783,1.1941082,1.142244,1.1959172,1.0760229,1.0388485,1.1432817,0.89996946,0.91372395,1.3405597,0.90429586,0.5799435,1.1167448,0.8291037,0.5908709,1.0364372,1.456494,0.9120524,1.2179937,0.9626286,0.8701415,1.05179,0.9530842,1.2071553,0.52498955,0.8367706,1.2586906,0.88847363,0.88880825,0.919337,1.333328,1.3871717,0.9027864,1.3630785,1.1992803,0.89703196,0.9722779,1.0596222,1.2591141,0.8606764,0.9635143,0.7404311,1.2426716,1.1752255,1.1082703,0.5900129,0.8977132,0.60607517,1.3173376,0.80796635,1.2049494,0.6719824,0.8982253,0.972686,0.9228728,0.8227203,1.2664458,1.1325927,0.6579735,0.97498953,1.1055859,0.9047688,0.93049556,0.5248948,0.0,1.0618318,1.3787512,1.3495297,0.6599283,1.2337159,1.1529053,1.4227074,1.1104974,0.84611106,1.0631973,0.9549282,1.0597895,1.2513653,0.92425954,0.6387263,1.4071716,0.60277146,1.1603642,0.40206838,1.3845663,0.8636273,1.1391853,0.9002341,1.2598746,1.0616876,0.72419554,1.0673355,1.4283946,1.1240809,1.0676217,0.37464464,0.84625465,1.4546293,0.96279967,0.90946716,1.3439727,1.196815,1.4286062,1.1280979,1.1450692,1.2216218,0.9645442
paper,1.0155894,0.97769624,1.096395,1.0297085,1.0235207,0.9938454,1.0646564,0.6842525,0.83739215,1.2040825,1.1352234,0.7811384,1.0643308,1.0404966,0.9527552,1.1247877,0.75776345,1.0229368,0.88942415,0.70596874,1.011141,0.8343754,0.96320945,0.7817631,0.9921018,0.9548926,1.1663303,0.9477031,0.8762955,0.82999337,1.1622698,1.1423093,0.96568537,1.0505598,0.98289484,0.81015265,1.0315235,0.9521548,1.1181926,1.2457237,1.0422106,0.69455856,0.5660807,1.1204578,1.0921059,1.0056331,1.1714424,1.063869,1.0047952,1.0023569,0.9873268,1.0292544,0.8476634,1.0990466,0.9977581,1.1528257,1.0246103,1.0739623,1.0410811,1.2080948,0.99075675,1.087641,1.0939287,1.0281351,1.1167212,1.0261667,1.022123,0.64436424,1.075446,0.7676073,0.89660525,1.0962495,1.0753331,1.1028914,1.0896075,1.0541637,0.8651938,1.061093,1.1253005,0.9532168,0.8135813,1.1470168,1.1193459,1.0618318,0.0,0.7461333,0.89305764,1.0276107,1.0336497,1.0450653,0.9532317,0.9898444,1.0729234,0.9607291,0.9676811,0.7770478,1.0791473,1.1621599,1.0940224,0.9395418,1.0765711,0.999151,1.0909582,0.84835815,0.94419223,0.8235909,1.1801988,0.947719,0.9687802,1.0520926,1.0286862,0.80871755,1.0363328,1.0746771,1.1511242,0.9847833,1.006243,1.0688088,1.0124855,0.78463995,0.90652096,0.9816733,0.915252,0.93375826,1.1172708,0.9540887
pen,1.213475,0.8572693,0.7328066,1.4061209,0.9252075,0.59415555,0.8079365,0.5739739,1.2679756,1.0339916,1.4530752,0.81358635,1.4221532,1.4805858,0.894771,1.371912,0.8199892,0.4853201,0.66882163,0.8792784,0.8103903,0.59107494,0.9816273,0.48919535,0.76031345,0.7446785,1.0675952,0.9437914,0.4815017,0.9804376,1.1828486,0.7168212,1.0999405,1.2845757,0.9723057,0.23791778,1.2580769,0.57312727,1.193581,1.1389431,1.0585034,0.9716669,0.85771215,1.4289528,0.97689265,0.681248,0.9743541,1.3190373,0.870676,0.506197,0.7527939,0.84598315,0.42736983,1.0464332,1.247735,1.0069542,0.7121682,0.78112423,1.367915,1.3011471,1.2732625,0.6575607,0.8867323,1.0068307,1.325242,1.3487768,1.3359073,0.5023923,1.3027673,0.6170515,1.1658727,1.3133208,1.181123,1.2029028,1.2024732,0.487746,0.4588114,1.0928888,1.2063019,1.1120609,1.1300596,1.3426644,1.4865911,1.3787512,0.7461333,0.0,0.29305387,0.923447,0.9774299,0.7427277,0.6959235,0.984568,1.3556812,0.8462038,1.1067647,0.94706345,0.9306282,1.2505987,1.2826015,0.7184599,1.4526426,1.0372107,1.3101703,0.7290673,1.1196009,1.2128866,1.3644047,0.3649556,1.0997902,1.054089,1.2613473,0.54840755,1.0817012,1.0160036,1.4364986,1.2728155,0.44631892,0.828634,0.9188535,0.5890319,0.4395988,0.79050237,1.240881,0.6297052,0.48551637,1.1393338
pencil,1.2101845,0.8638445,0.71650505,1.4362972,0.96477664,0.66928643,0.7110199,0.66388977,1.288472,1.0965096,1.5453138,0.8615031,1.5126042,1.5014625,0.8267866,1.4526671,0.9450701,0.58769524,0.6326451,1.0622294,0.76441467,0.47292948,0.92895293,0.50194526,0.90792567,0.6097608,1.1474994,0.88584256,0.5216724,1.1427968,1.2373846,0.79388595,1.2217771,1.4261057,0.98679066,0.1820128,1.2604371,0.5887423,1.2548604,1.1585615,1.0402824,1.0479381,0.9014715,1.4786966,0.8417577,0.5058769,0.97572935,1.3072568,0.77725595,0.42380184,0.7062743,0.728758,0.26012498,0.95792294,1.3076148,0.89780706,0.7508193,0.76667684,1.3788626,1.2354614,1.2046583,0.6294025,0.88508713,0.8671206,1.3986455,1.2601686,1.4221486,0.43625456,1.2834069,0.6930523,1.0550492,1.2512078,1.2324264,1.1180924,1.1185478,0.51268876,0.4093607,1.0604018,1.1102973,1.0932715,1.2245193,1.3271753,1.5473518,1.3495297,0.89305764,0.29305387,0.0,1.0222157,0.9808892,0.6938146,0.6110859,1.0364538,1.3464622,0.9415857,1.2314329,1.0338179,0.82354116,1.2668449,1.3061203,0.66615224,1.4384719,1.1169621,1.270703,0.61480486,1.19422,1.2089535,1.3598709,0.49405038,1.1723403,1.0849009,1.1717849,0.5118612,1.138391,1.0485499,1.4677994,1.3378904,0.39927852,0.7309587,0.7627684,0.5164242,0.39945126,0.8326538,1.1937449,0.6409986,0.48600125,1.2819066
pillow,0.97732806,1.0396938,1.0379373,1.0309662,1.1860386,1.1189914,1.0227789,0.9356995,1.3280667,0.8742409,0.6995332,0.7678791,0.5887409,1.0245519,1.009404,0.43729544,0.89773834,1.0500697,0.89684546,1.0204295,0.9958907,1.0137714,1.0856224,0.8069232,0.84450585,1.0643511,0.7999836,0.8357259,1.0476532,0.91167307,0.92380834,0.90443027,0.9588344,0.4979499,1.1029704,1.0319269,0.8619553,1.0114143,1.0130657,0.8117977,0.89248705,0.9916446,1.146675,0.95166785,0.9155227,1.0234708,0.92136145,1.1195105,1.0008605,0.8753194,1.1148028,0.92232186,1.0269642,1.1488647,1.129755,1.0996351,0.8438643,1.0632178,1.1644613,1.1201465,1.0637076,0.96184844,0.9797967,1.107142,0.53797656,1.0818771,0.7345077,1.1427261,1.0242785,0.9645739,0.9677003,1.0475644,1.0688487,1.1226643,0.8796199,1.0083305,0.8185607,0.8677919,1.2303354,1.1330636,1.0227407,1.0768751,0.82142055,0.6599283,1.0276107,0.923447,1.0222157,0.0,1.0699313,0.9337173,1.1186893,0.8992067,0.99858224,0.8644882,0.87809646,1.0725521,1.0267398,1.1264249,1.0062845,1.1401443,1.0556,1.0660074,0.7373321,1.2111604,1.0329577,1.3481898,1.1735048,0.87735206,1.1332632,0.8443414,1.2437667,1.2264154,1.2352905,1.0199159,0.8994263,1.0720739,0.9703664,0.9607761,0.9068683,1.2727962,0.8385854,1.1499599,1.3255419,0.8998728,0.8669572,1.0082937
pizza,1.1430883,1.002541,0.8153308,1.2233783,0.841053,0.86643,0.7585953,0.8522275,1.0931901,1.1253221,1.2120107,1.1854647,1.2678968,1.1706104,0.9495152,1.1474198,0.8790049,0.90949476,0.93285954,0.97696704,0.42318553,1.1598592,0.93312705,1.1418524,0.9428555,0.9448027,1.1166253,1.0991249,0.9180446,1.1258259,1.1471153,0.8818549,1.1602,1.238477,0.9240679,0.88786554,1.0530014,0.9696368,0.76207197,1.0503582,0.8784894,1.18495,1.0955424,1.1618075,1.0781679,0.8057265,1.1038617,1.1193208,1.0926362,0.8936511,0.70422596,1.0224876,1.0246232,0.7981707,0.906302,1.1095346,0.9241917,0.79205024,1.1378146,0.6042609,1.1432306,0.95309764,0.8980985,1.1276522,1.0918541,0.93760544,1.1483378,1.0797561,1.1796279,1.0465975,1.230603,1.0673647,1.0070277,1.1150537,1.0588192,0.9690827,1.0540313,1.1565529,1.1473097,0.9198483,1.1375319,0.8804877,1.1907047,1.2337159,1.0336497,0.9774299,0.9808892,1.0699313,0.0,0.8903723,0.60750353,0.9753476,0.93359023,0.95021373,1.0088384,1.0540036,0.8688562,0.75797385,1.109593,0.8182179,1.2007264,0.93047154,1.1475071,0.97316134,1.2177454,1.0290865,1.1229082,1.0483875,1.0201702,1.0320585,1.0215572,0.98978883,0.9816734,0.81640816,1.2068291,1.1375403,0.7200734,1.0351121,1.0610981,1.0008762,1.0248169,0.7261689,0.9444216,1.120721,0.9627436,1.1897447
plant,1.0488068,0.984171,0.7762439,1.3823206,1.1256781,0.97237074,0.6750953,0.6701231,1.4131927,1.0422645,1.411598,0.97369796,1.3275515,1.3426201,0.7775749,1.3113968,1.0512382,0.71487665,0.95153147,1.1321055,0.88044965,0.74473476,1.1545447,0.6208935,0.9052211,0.87607336,0.99246323,0.7944341,0.6560263,0.89127386,1.1141256,0.93961954,1.1836152,1.279525,0.9643322,0.6734166,1.1215533,0.7347836,1.038288,0.87542844,0.9017129,0.89218915,1.0621526,1.2195326,0.8073505,0.8680331,0.98319274,1.1982474,0.9189875,0.72085905,0.5463537,0.8381492,0.7079162,0.82493436,1.1011925,0.98196906,0.72009885,0.96613854,1.228099,0.9890865,1.1986039,0.693879,0.8325026,0.98200256,1.2079555,1.218204,1.3889489,0.81869316,1.192107,0.73453176,1.0893885,1.1036054,1.2478616,1.0948584,0.9335325,0.8252853,0.42453742,0.94975996,1.174065,1.1819873,1.0156189,1.1773431,1.3204588,1.1529053,1.0450653,0.7427277,0.6938146,0.9337173,0.8903723,0.0,0.86418635,0.84701115,1.2924459,0.8547082,1.0711439,0.8588395,0.6871689,1.0965866,1.0809401,0.9242703,1.3194855,0.9758838,1.2081885,0.9799844,1.0375034,1.3901398,1.440846,0.6391984,1.160817,1.082369,1.3467098,0.9036732,1.0838873,0.840915,1.2464504,1.3226473,0.67650986,0.8032603,0.87300056,0.9487314,0.40987623,0.94943064,1.3863218,0.50903654,0.5982392,1.1534883
plate,1.3417838,0.8484096,0.6137884,1.5096986,0.54797006,0.4301536,0.8686883,0.6488359,1.1142665,1.1246854,1.5408975,1.0273794,1.5440927,1.4597619,0.9336526,1.4206744,0.9597138,0.5684739,0.40945828,0.9720317,0.6224537,0.95747,0.50800586,0.77772987,1.0272217,0.7217481,1.1267078,1.086998,0.40555507,1.0945297,1.2704066,0.59168136,1.2828574,1.4887698,1.1056796,0.565288,1.1343038,0.5472678,0.9003962,1.1151103,0.97994655,1.1090575,1.0221491,1.4142284,0.96005046,0.4237656,1.0511653,1.2670941,0.9687748,0.64626396,0.68379444,0.91994023,0.6726719,0.8692861,1.197354,1.0065601,0.7379184,0.55950797,1.3431854,1.0524274,1.2773525,0.5748956,0.87345237,1.0817634,1.4078104,1.0333718,1.4441767,0.7831083,1.3700492,0.68392783,1.26499,1.116037,1.0972295,1.1636723,1.0359691,0.6011565,0.7209213,1.123329,1.1064265,0.70874107,1.216079,1.1777049,1.436857,1.4227074,0.9532317,0.6959235,0.6110859,1.1186893,0.60750353,0.86418635,0.0,0.9585582,1.2617341,0.8749268,1.0719496,1.1075975,0.78660655,1.0688831,1.2789875,0.6032384,1.4456408,1.0468606,1.3369684,0.67400384,1.2081656,0.99215204,1.2415924,0.7291881,1.1903003,0.9960834,1.0116143,0.71083415,1.0517217,0.90314585,1.4968038,1.399904,0.29531038,0.87448835,0.91254437,0.793845,0.7057823,0.6499804,0.99348503,0.8994491,0.64088684,1.3057191
pony,0.9151961,0.969139,0.954261,1.1292652,0.96385753,0.99069625,0.9439925,0.96117747,1.1791546,0.95824796,1.0890787,1.0284567,1.0805691,1.1652615,0.8727158,1.0564319,0.97575694,0.9707069,1.0021157,1.0828942,1.0094101,0.9547628,1.0668272,1.005777,0.8208905,1.0327355,0.7862646,0.8890383,0.9246003,1.0096493,1.09361,0.9896805,1.1205399,1.0333024,0.98221564,1.0172609,0.9851568,0.9375737,1.0221542,0.6045584,0.76819444,1.028582,1.0699898,1.0414151,1.1023548,0.9870658,1.0791824,1.0361242,1.0924269,0.860255,0.93874985,1.0516281,1.067145,0.8357005,0.9883871,1.0449327,0.9144297,1.0246487,1.069424,1.0795488,1.1419469,1.0109533,0.36939698,0.9714386,1.0434666,1.0754998,1.168607,1.0749564,0.9685244,0.8515608,1.0718288,1.0908283,1.0237094,1.0990984,0.9303218,0.98436815,1.0517986,1.0958996,1.004335,1.0106195,1.0335988,1.0677795,1.058279,1.1104974,0.9898444,0.984568,1.0364538,0.8992067,0.9753476,0.84701115,0.9585582,0.0,1.123617,0.99812776,1.0867547,1.0309757,0.71578807,1.0117158,1.09224,0.9987125,1.1820908,1.0251276,1.0637045,1.0757002,1.0848695,1.1738148,1.1113399,0.9654623,0.8985185,1.0475693,1.1087503,1.0423831,1.0262333,0.7808533,1.1133446,1.0533856,0.91172856,1.0112742,1.0747777,1.1060559,1.0352454,0.9136082,1.2153864,0.9041136,0.8388094,1.1018431
pumpkin,0.66477644,1.0731282,1.1688557,0.66008425,1.0659395,1.2019373,1.0342978,1.2832327,0.8565506,0.8947839,0.6243321,1.001631,0.71736264,0.6144655,1.113656,0.6945373,1.0334,1.3640368,1.2205478,1.1292254,0.9827925,1.2789354,1.1298026,1.3911476,1.090274,1.1982305,0.9761956,1.1484472,1.3513907,1.2221977,0.8583412,1.171796,0.8025368,0.80596703,1.0267855,1.3901379,1.0124868,1.3870604,0.8963883,1.0066109,1.0190018,1.1802113,1.1436615,0.77434707,1.1253307,1.2648594,0.98767525,0.8709434,1.0898914,1.2666132,1.1430669,1.1601329,1.3225197,1.0292424,0.8568833,1.0434209,1.2344086,1.1448689,0.86582226,0.8690011,0.858325,1.2459241,1.1364646,0.99095803,0.6995089,0.8191922,0.5574775,1.3263463,0.7980571,1.3318949,0.9610593,0.9193336,0.89132625,0.99715024,1.0062355,1.2589144,1.3402647,1.0646889,0.97184825,1.0350351,1.0656024,0.14766139,0.63858396,0.84611106,1.0729234,1.3556812,1.3464622,0.99858224,0.93359023,1.2924459,1.2617341,1.123617,0.0,1.1157465,1.0638921,1.1202751,1.1947315,0.8556683,0.9158327,1.2072799,0.6967626,0.97479063,0.70488775,1.286068,0.9987699,0.93390197,0.64048123,1.3095506,0.8903483,0.9723288,0.80127615,1.3007827,1.0012277,1.2011712,0.7645693,0.76891494,1.3121357,1.2037205,1.1683189,1.2495081,1.2892593,1.1942878,0.8994829,1.4200338,1.3295828,0.8777815
purse,1.1074798,0.9450701,0.9709947,1.2760656,0.8838735,0.8347038,0.92012894,0.61422634,1.2314968,1.1533158,1.1869928,1.0253398,1.2019448,1.1156398,1.005281,0.9872558,0.8995048,0.6875762,0.8582466,0.7261313,1.0953234,0.8804388,0.969911,0.77680564,0.89631444,1.0234498,1.0401986,0.90914077,0.8097738,0.91845524,0.93713844,0.97524446,1.1512513,1.0246661,1.1265993,0.8629505,0.99381137,0.8824195,1.1833755,0.9752236,0.8183609,0.906763,0.96492064,1.0297278,1.03601,1.0135809,1.0816003,1.1616741,1.1590028,0.94296354,0.8475458,1.028941,0.83015954,0.92676604,1.2833798,1.1613054,0.6909956,1.009735,1.1300018,1.1741424,1.2758709,0.6035569,0.820987,1.0703243,0.82615733,1.1337148,1.1530471,0.9458425,1.1010526,0.8461231,1.1969192,0.9480956,1.0660942,1.1588279,1.0570132,0.97505677,0.77948225,0.95127994,1.2207832,1.113164,1.0464801,1.1238393,1.0321282,1.0631973,0.9607291,0.8462038,0.9415857,0.8644882,0.95021373,0.8547082,0.8749268,0.99812776,1.1157465,0.0,0.72101885,0.9151091,0.87401277,1.2871679,1.0045466,0.8924741,1.1243498,0.7632962,1.0213935,0.79782563,1.111597,1.1712992,1.2844005,0.85211647,1.1150603,1.0736954,1.148653,0.8794752,1.1204157,0.9672497,1.0955715,1.2171575,0.7962157,0.9612972,1.0999105,1.007793,0.794119,0.7217103,1.1088184,0.5940025,0.8766889,1.1443286
radio,0.92357516,1.2257068,1.1503515,0.9947005,1.0238639,1.0875492,1.0413446,0.8509646,0.9332888,1.1455555,0.8545691,1.077331,0.83399594,0.986882,1.0314983,0.8505164,0.8095212,1.0336865,1.0344357,0.62140673,1.159541,1.1180186,0.965223,1.03001,1.051141,1.1845325,1.0201769,0.908428,1.0741528,0.8156907,1.0946195,1.035552,1.0823109,0.800604,0.9957937,1.1613071,0.74441725,1.1230502,0.86818963,1.0218909,0.9707963,0.83160734,0.8932133,0.92486554,1.1208009,1.1765435,1.1926872,0.94891024,1.2440418,1.1677287,1.0790873,1.2673397,1.1097901,0.9598094,1.006842,1.1549301,1.0614954,1.1031529,0.9318559,0.9063836,1.1252387,0.9877939,1.1277605,1.1403154,0.8090962,0.8707201,0.96848273,1.061775,0.9649659,1.027094,1.131609,0.81044376,0.91963583,1.1048608,0.95367134,1.2250166,1.1272053,1.0477585,1.2068644,1.0739154,0.72773194,1.0876346,0.90810454,0.9549282,0.9676811,1.1067647,1.2314329,0.87809646,1.0088384,1.0711439,1.0719496,1.0867547,1.0638921,0.72101885,0.0,0.8534143,0.9864723,1.152583,1.048012,0.9796582,1.0123925,0.8023342,1.0529902,0.9302449,0.9943665,0.9028005,1.0102912,1.1085837,0.97677547,1.0479665,0.93192744,1.0817993,0.9444533,0.916122,0.9695628,0.85013855,1.1125356,1.2660253,1.1469332,1.120696,1.1569912,0.88266575,0.87926775,0.8379346,1.1595155,0.9354975
refrigerator,0.83593917,1.2325151,1.232974,0.9582622,1.2066383,1.1365572,0.9891065,0.92449266,0.58586127,1.093019,0.9485216,1.0745614,0.98927355,1.0904346,1.0899726,1.0643584,0.8569485,1.0914966,1.2043421,0.5879544,1.175038,0.81259453,1.0882994,0.7583686,0.9763846,1.1785828,1.0097305,0.66838837,1.0162841,0.42132622,0.98065543,1.2152817,0.98869807,0.9117935,1.0483322,1.04862,0.71725005,1.1482117,1.0176203,1.1063541,1.1601268,0.27957857,0.5369993,1.056013,1.2860363,1.2256052,1.0294918,1.075587,1.3506103,1.2308958,0.9449643,1.3101848,0.92627835,1.1393204,1.0206375,1.2699649,1.3021846,1.4068818,1.0060382,1.0301385,1.2695811,1.1170251,1.0977123,1.126567,0.923594,1.0310392,1.0543735,0.8648134,0.734859,0.9046615,1.1172712,1.016866,1.2337252,1.2618291,1.1969062,1.2976546,0.892007,1.2823137,1.1699982,1.0616319,0.24920028,1.1071315,0.98624593,1.0597895,0.7770478,0.94706345,1.0338179,1.0725521,1.0540036,0.8588395,1.1075975,1.0309757,1.1202751,0.9151091,0.8534143,0.0,1.095888,1.0937754,1.0525331,1.0238184,1.0251464,0.9534815,1.0989668,0.90573025,0.46444893,0.66472435,1.0439086,1.1685412,0.92657435,1.3370631,0.98221874,0.9229176,0.7665765,1.092271,1.0121782,0.70629364,1.1679927,1.3240671,1.3046442,0.8948424,0.91303563,1.0195622,0.73448306,0.7325799,1.2699938,0.62610775
rooster,0.9370496,1.09122,0.85338914,1.3235189,0.9883275,0.9041535,0.75548524,0.7943752,1.2743639,0.9004097,1.2465873,1.134347,1.2712649,1.2851497,0.63919437,1.2326065,0.91840285,0.82161456,0.94374025,1.0137583,0.8485432,1.0320574,1.0562787,0.9818313,0.93208367,1.0019883,0.75602674,0.94788986,0.66649055,1.1147494,1.1454716,0.9308642,1.1160448,1.2299085,0.9987547,0.89422435,1.0093203,0.9280769,1.1157777,0.57918155,0.7997266,1.06289,1.0641618,1.2094729,1.0075489,0.79526114,1.0209473,0.98563546,1.1288875,0.66590345,0.6232534,1.0230556,0.9126549,0.5538273,1.1191691,0.9758654,0.8607614,0.9531693,1.0649366,0.91179675,1.2434869,0.7042466,0.6485798,0.9940847,1.1736888,1.1197244,1.2877464,1.022816,1.1925366,0.8772269,1.1816671,1.0973328,1.1535366,1.1279325,0.903051,0.8478153,0.89382696,1.107009,1.1043341,1.1554134,1.1405001,1.0939338,1.2480472,1.2513653,1.0791473,0.9306282,0.82354116,1.0267398,0.8688562,0.6871689,0.78660655,0.71578807,1.1947315,0.87401277,0.9864723,1.095888,0.0,1.1665615,1.1503543,0.9213717,1.2743012,1.0141985,1.2359109,0.9467887,1.164734,1.2520667,1.2254905,0.7781073,1.052732,1.1466258,1.1061094,1.0070448,1.0915362,0.64154416,1.1675375,1.196605,0.7182119,0.9676754,0.91421425,1.0955827,0.87068087,0.8414252,1.2057812,0.8156239,0.72977895,1.1399788
sauce,1.056874,1.1515493,0.9558653,0.8620839,1.0145826,1.159533,1.1437931,1.2898047,0.8210028,0.8376904,0.9010997,1.0630168,0.8731992,0.84249175,1.1006222,0.9665975,1.083748,1.2330074,1.0720639,1.1527568,0.95781255,1.2007788,0.8937795,1.2787557,1.1162795,1.0133473,0.92314035,1.1890106,1.2646898,1.1149989,0.9705233,0.97460467,0.88434124,1.0145329,1.0414675,1.260451,1.0276015,1.0927751,0.5911815,0.97722626,1.2278812,1.1878868,1.1084157,0.92438567,1.1473303,1.1023203,0.8980315,0.9513941,1.1540068,1.1807225,1.0852056,1.1295047,1.2959056,1.0595987,0.60911584,1.0367826,1.227284,1.0703866,0.9711046,0.46274638,0.938906,1.3412027,1.0925977,0.98930454,0.9354555,0.7065371,0.9167919,1.1877148,1.008987,1.215471,1.0579455,0.84073216,0.92864764,0.9387675,1.0054628,1.1757082,1.267925,1.1116036,0.85137045,0.7790095,1.0053692,0.84818983,0.941431,0.92425954,1.1621599,1.2505987,1.2668449,1.1264249,0.75797385,1.0965866,1.0688831,1.0117158,0.8556683,1.2871679,1.152583,1.0937754,1.1665615,0.0,0.8928347,1.1234168,0.90219903,1.0617229,0.9640449,1.1454309,0.9414236,0.8334652,0.7306506,1.2379489,0.8699148,0.9907852,0.83615446,1.1382179,0.83458984,1.039569,0.9483152,0.9050569,1.2075721,1.2174104,1.0601225,1.1366023,1.2767519,1.1837677,0.8613464,1.3406336,1.2597198,1.0428243
scarf,0.965407,1.1192076,1.2961152,0.7744178,1.2220435,1.3006968,1.1328763,1.1961285,0.99883837,0.90839475,0.775653,1.0810357,0.74182606,0.44210273,1.1513158,0.84048927,1.1228385,1.275177,1.3719791,1.1367782,1.204184,1.1396897,1.2748842,1.1888683,1.0487641,1.1769278,0.91974723,1.0916945,1.1788791,0.96350574,0.49101734,1.1713114,0.7915911,0.7883041,1.0283891,1.3555406,1.0390795,1.283001,0.89020234,0.8753486,1.0789328,1.0188761,1.1261101,0.35507607,1.0079675,1.2692608,0.9125591,0.7310307,1.0934633,1.2649192,1.1608,1.0821122,1.2871729,1.1459259,0.83152395,0.9076832,1.1687083,1.2749655,0.5522618,0.9449348,0.9008263,1.1496608,1.0455552,1.1335886,0.74305934,0.9653245,0.88349354,1.2889937,0.947854,1.1685921,1.0131944,0.96541,1.0620205,0.85945934,0.93551445,1.2120848,1.2258569,0.56101245,0.9611539,1.1487819,1.0021764,0.9595576,0.50906074,0.6387263,1.0940224,1.2826015,1.3061203,1.0062845,1.109593,1.0809401,1.2789875,1.09224,0.9158327,1.0045466,1.048012,1.0525331,1.1503543,0.8928347,0.0,1.3144337,0.45385408,1.0403762,0.852928,1.2822542,0.9189598,1.0477444,0.9464518,1.2533953,0.96456945,1.096133,1.0278435,1.2730243,1.0024742,1.0153878,0.43056393,0.8941401,1.323203,1.0373378,1.078971,1.252315,1.2274334,1.2852154,1.0413055,1.1308771,1.1697897,0.8161367
scissors,1.1776127,0.9619851,0.8816582,1.3849008,0.7006929,0.7244183,0.84554684,0.7442611,0.9627899,1.167229,1.3471706,1.006967,1.3539855,1.4165777,0.8522234,1.2657006,0.81330776,0.7383536,0.7484623,0.8786421,0.9902233,0.74374455,0.665668,0.95122325,0.9353057,0.78275996,1.179973,1.0528355,0.89697284,1.1254961,1.2987932,0.7876078,1.2558018,1.2745633,0.90986794,0.47938842,0.9983222,0.8681204,1.038517,1.2068537,0.8795196,1.1406779,0.80287313,1.3651242,1.1071513,0.7924484,1.1474445,1.3423434,1.1298819,0.82516205,0.75384676,1.0279188,0.67226976,0.7651422,1.1453921,1.1741145,0.7522447,0.5022831,1.3411388,1.0980885,1.2109196,0.8786223,0.82616866,0.8197131,1.295802,1.1577668,1.2320458,0.5098022,1.1542344,0.93552184,1.2465743,1.1369497,0.8397237,1.1638538,1.170211,0.94539773,0.92224026,1.1942683,1.1873709,0.90652907,1.1662365,1.128896,1.3547895,1.4071716,0.9395418,0.7184599,0.66615224,1.1401443,0.8182179,0.9242703,0.6032384,0.9987125,1.2072799,0.8924741,0.9796582,1.0238184,0.9213717,1.1234168,1.3144337,0.0,1.4236269,0.811271,1.3178806,0.47110784,1.2178795,0.8303211,1.0757492,0.8303647,1.0145887,0.88653946,0.9254139,0.3799368,1.0721691,0.9052487,1.4679275,1.2004775,0.6338461,1.0772656,1.137286,0.40759206,0.9295751,0.50452435,0.7665454,0.809422,0.90645444,1.2483373
