,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pumpkin,1.0884553,0.880325,0.85082376,1.195254,0.3870833,0.5748949,0.8766484,0.87102145,1.2389662,1.2021732,1.2827896,1.131543,1.2792047,1.180975,0.96426857,1.1570576,1.165668,0.9682103,0.8366202,0.7572932,0.8508364,0.74149835,0.70290834,1.0201873,1.0156927,1.0918103,1.1722374,1.2066133,0.99949324,1.1913106,1.1993873,1.1163802,1.1180367,0.9523316,1.1988461,0.90969175,1.057213,0.94708294,1.1052299,0.9047175,1.0094267,0.9288106,1.1884197,1.036321,1.0616287,0.9387488,0.7401933,1.0495387,0.9654164,0.66923153,1.134175,1.0162812,0.9810422,0.8467961,1.1264708,0.9343266,1.0841457,1.0369197,1.2088608,1.0857489,1.1856205,1.2932918,1.0589541,1.1686428,1.0509908,1.1873345,0.9683004,0.7771424,1.0534657,1.0060712,0.93302214,0.92602843,0.9818321,0.97655505,0.8083413,1.0461756,1.2666428,1.2690392,1.006525,0.9365295,0.92593926,0.6537338,0.9939462,1.182976,0.7121422,0.8758178,0.0,0.79793024,0.8382931,1.0863377,0.7639478,1.0436398,1.059494,1.2955432,0.85943836,1.2066548,1.1294165,1.2084553,1.0072372,1.0493045,0.9172848,0.9253926,0.9306344,1.0877764,1.0122546,0.90850735,0.95840484,1.2455959,1.1962534,0.80518866,0.93112516,1.0895771,0.96216285,0.9040204,0.7784383,0.75940907,1.0039448,0.9060844,1.2167311
purse,1.2431822,0.71851736,0.8266986,1.4011283,0.8131092,0.674503,1.1490525,0.52389514,1.3157625,1.1716402,1.2270198,0.8002467,1.2021728,1.2572048,0.8739643,1.0008137,1.3298548,0.72723293,0.64382565,0.58237207,0.69918287,0.88712645,0.4262823,0.6271206,0.96187377,1.1556176,1.0541714,0.9767896,0.8113747,1.1498712,1.1243482,1.0077792,0.98798275,0.78946054,1.1260873,0.6810118,0.93464476,0.8265327,1.2199478,0.8647453,1.1472578,0.9818898,1.231965,1.2250402,1.2180804,0.8580157,0.7335852,1.1284213,1.0512638,0.5338602,1.225044,0.8857012,0.79585606,1.1168479,1.2620602,0.8916889,1.3528327,0.78823733,1.1146678,1.2980838,1.0036441,1.3228312,1.1238428,1.0648891,0.96473074,0.7337688,1.1610091,0.8979226,1.2806573,1.2796397,0.8830445,0.5408241,0.65793216,0.98775387,1.1834943,1.1670046,1.2822998,1.2856585,1.0059506,0.6266968,0.77346057,1.0295203,0.5814569,0.98611194,0.8554172,1.0592958,0.79793024,0.0,0.32977712,1.1376996,0.72311044,0.9281569,1.1480542,1.3627625,0.6688185,1.314982,0.9491578,1.2303944,1.0781745,1.2244308,0.65508085,0.79986805,1.1844116,1.3140368,1.0562899,0.7138856,0.6785574,1.2657003,1.3010137,0.578555,0.9422535,1.2073046,1.2402946,0.5610598,0.69727725,1.01318,0.5536057,0.77637976,1.1789958
radio,1.1676077,0.7391784,0.8808458,1.3161203,0.90591395,0.7129519,1.129789,0.55110824,1.2625791,1.2171142,1.3281016,0.82310855,1.2349869,1.283617,0.90854245,1.1990604,1.221132,0.5597336,0.5994388,0.55346924,0.5887406,0.91658115,0.41816878,0.43534875,0.89914536,1.1424155,1.1795164,1.0024699,0.75807667,1.1604624,1.1563853,1.0205905,0.9934726,0.7960067,1.1068559,0.5312526,1.0693941,0.85223794,1.1399072,0.74292755,1.1699352,0.95552707,1.3380854,1.1976457,1.2275239,0.85381573,0.7564745,1.1439431,1.0190187,0.6282305,1.091471,0.9519254,0.9404471,1.0908182,1.2505221,0.85187745,1.3068292,0.88681215,1.2402043,1.2264509,1.1600796,1.3953983,1.054487,0.99055487,0.8635621,0.8016906,1.0302812,0.8814812,1.3139136,1.3727376,0.8864566,0.66641736,0.7748159,1.0118146,1.2434971,0.990734,1.3544474,1.3152621,0.90387714,0.61482054,0.7341063,0.9742526,0.5960026,1.1244334,0.8900483,1.0251076,0.8382931,0.32977712,0.0,0.98946726,0.73092556,1.0065861,1.1406205,1.3821561,0.77684116,1.3165277,0.9660312,1.1928099,0.96209365,1.202448,0.7546724,0.9434901,1.1046988,1.2394551,1.0088266,0.72578007,0.70452654,1.3397055,1.2545052,0.5825811,0.98723096,1.220994,1.2138197,0.72322166,0.756601,0.90068674,0.39487004,0.8771149,1.0655705
refrigerator,0.92342424,1.2084271,1.4376307,0.8583676,1.1283916,1.3402879,1.2168055,1.0015473,0.4735613,1.0466005,0.74540114,1.3298742,0.8329867,0.98400444,1.2887092,0.9317063,0.8110471,0.969031,1.2729406,1.2454529,0.768853,1.2337332,1.1612949,0.7669657,0.9560695,1.228302,1.0674483,0.62992835,0.85826325,0.45336288,1.0237803,0.84231555,1.0612354,1.4046636,0.5633599,1.1659937,1.0686599,1.145371,0.3012215,0.62115735,0.90222657,1.1628383,1.1348625,1.0232747,1.3318813,1.3269621,1.1763917,1.257799,1.1133323,1.1785804,0.8323891,1.3385653,1.3306599,1.258516,0.8639181,1.1844645,1.0859121,1.228157,1.0644174,0.8266653,0.845075,0.92264384,1.0683239,0.47873622,0.93984985,0.9583738,0.7415507,1.2759142,1.0116038,1.1030862,1.4063903,1.147621,1.2623221,1.2022327,1.1094973,0.21870238,1.0177544,0.90434796,0.6301617,1.2721918,1.3066177,1.1292825,1.2955831,1.2056834,1.1145264,0.96109366,1.0863377,1.1376996,0.98946726,0.0,1.0802494,0.74463266,0.85934126,0.86157095,1.1619612,0.9483645,0.9441593,0.47787178,0.6790835,0.8519038,1.510696,1.450454,1.0431634,0.9002504,1.2308191,1.2492162,0.85305285,0.80810815,0.61143225,1.3344121,1.3969562,1.0111446,1.0547929,1.0849447,1.1020266,0.72984844,0.6782259,1.432246,0.5707079
rooster,1.1318097,0.84775805,0.8059056,1.2167649,0.87521386,0.7975373,0.8122625,0.9737987,1.2783022,1.1085832,1.2875062,0.93049455,1.327319,1.1795797,0.7722765,1.1532859,1.2673583,0.87821877,0.73863506,0.6137108,0.99916434,0.71132994,0.6608027,0.837993,1.0334033,0.97397095,1.009414,1.144594,1.0155472,1.1530349,1.2538347,1.1626395,1.0177449,0.8345552,1.2329838,0.6986342,0.8670796,0.89681035,1.1421498,1.0535891,1.0777,0.9776284,1.2105036,1.1320059,1.1430933,0.8308346,0.62400305,1.0534903,1.0510098,0.36559582,1.1443703,0.92273843,0.9784214,1.0420218,1.1061487,0.86814487,1.22795,0.987967,0.9969931,1.1711121,1.1173981,1.2106261,1.1085397,1.1043633,0.98235404,0.91590554,1.0107149,0.59631914,1.1850274,1.0858904,0.9478689,0.63997555,0.7588514,1.0759325,1.0103762,1.0930685,1.2400833,1.2074075,1.0184798,0.7849542,0.8317219,0.74573374,0.8137615,1.0792164,0.77668095,0.95694745,0.7639478,0.72311044,0.73092556,1.0802494,0.0,1.120754,1.1425929,1.2114153,1.0285339,1.2107055,0.90405655,1.2172383,1.0283512,1.2889872,0.8517009,0.9592889,1.0393852,1.1749085,0.93438417,0.8437859,0.93089557,1.2154524,1.260265,0.6584284,0.9963524,1.2228453,1.1609225,0.67389005,0.9497199,1.0235736,0.8981915,0.8503918,1.1232482
scarf,0.9350642,1.0460634,1.3584368,0.8750327,1.036384,1.2681584,1.3107681,1.0094589,0.7593706,1.1180323,0.73644954,1.2717978,0.7563207,0.94617105,1.3160775,0.5715104,0.9100724,1.0671875,1.1593075,1.2930677,0.97090375,1.1261154,1.097021,0.8942721,0.90899795,1.2657785,1.099463,0.66152227,0.99423856,0.78715885,0.9288755,0.78635645,1.045663,1.280929,0.7534302,1.155488,1.0003486,1.017602,0.7840188,0.9444427,0.9438775,1.1235063,1.0168142,1.1289911,1.2433343,1.3150213,1.3029734,1.1344341,0.99390334,1.2430489,0.87667364,1.3006043,0.92080754,1.248807,0.86681044,1.0559088,1.0449791,1.0955135,0.8884146,0.9222834,0.55889606,0.8431975,0.97392863,0.74947894,1.0136561,0.94751614,0.83841276,1.2641156,0.91888285,1.1467191,1.3360273,1.0273333,1.24692,1.1621301,1.2022882,0.734005,0.83448863,0.80824,0.91989166,1.139821,1.2141978,1.2165463,1.1716884,1.1549495,1.1109419,1.0049777,1.0436398,0.9281569,1.0065861,0.74463266,1.120754,0.0,0.91713345,0.8258069,0.9923359,0.8266269,1.0026509,0.80639535,0.8799747,0.851442,1.3330032,1.2195294,1.028768,0.98963886,1.16688,1.1986108,0.9237202,0.66064245,0.6932577,1.2430329,1.2404753,1.0020092,0.94220436,0.86940515,1.1003017,0.84531355,0.78290564,1.2617378,0.84236866
scissors,0.872725,1.0087659,1.4337056,0.80001926,1.007617,1.2112013,0.9067195,1.0172367,0.63539034,1.0604371,1.0094157,1.298029,0.9515916,1.0637805,1.2667203,1.0935277,0.75311565,1.0201912,1.2818987,1.1858304,1.0009084,1.0579375,1.0928265,0.9898147,0.7776685,1.2462187,1.1222413,0.9875701,0.48143333,0.9429232,0.8443501,1.0301948,1.0514369,1.2543004,0.8718797,1.2706958,1.1733531,1.1072017,0.9127013,0.672621,0.9708027,1.2075455,1.0023476,1.1080824,1.3551769,1.1943716,1.2826486,1.2313284,0.53010803,1.1233178,0.6187843,1.2829533,1.1161592,1.1343945,0.9634979,1.2047522,1.0632755,1.1823063,1.0986005,0.41339123,1.1363217,1.0510278,0.42782736,0.9683778,1.0739479,1.167551,0.82101554,1.1459199,0.88987505,0.99335164,1.3698187,1.2282289,1.2913183,1.2094841,0.93794805,0.81509244,1.0242354,1.0547633,0.8486646,1.1241672,1.2933757,1.032687,1.2150387,1.1975281,1.1186786,0.7239256,1.059494,1.1480542,1.1406205,0.85934126,1.1425929,0.91713345,0.0,1.0414608,0.87292564,1.0956497,0.8745769,0.90482175,0.5294869,0.6704554,1.3413839,1.326503,0.2901833,0.5903059,0.99708414,1.313166,0.9938311,1.1069189,0.92209864,1.0755488,1.3736255,0.6885778,0.45193267,1.1996489,0.98102725,0.86259717,1.0117482,1.3380328,0.9823452
shirt,0.851311,1.2606919,1.3265924,0.39435768,1.160184,1.4473257,1.1478255,1.3360766,0.8014196,0.753388,0.6074316,1.2174001,0.6901109,0.668692,1.2958295,0.6352804,0.7723014,1.2875861,1.3727527,1.5244049,1.2397783,1.2707186,1.473641,1.2403482,1.0297724,1.0406188,0.72430754,0.81917393,1.2810497,0.7857003,0.7235529,0.81166387,1.1010866,1.4548837,0.8594966,1.4173706,0.8514556,1.1131549,0.8045373,1.270234,0.8215923,1.0889845,0.723606,0.7604172,0.908696,1.3742194,1.3907874,0.84607166,1.2456405,1.4855368,0.9252391,1.1226977,1.0044217,1.1642773,0.4219398,1.1370448,0.7266127,0.9804984,0.6475622,0.8992241,0.45190215,0.42117798,1.1928647,0.89269483,1.2168709,1.0774976,0.90867555,1.3115695,0.70680344,0.7402997,1.3277836,1.276374,1.1481271,1.0299952,1.0584457,0.91341186,0.57014525,0.36704922,1.0247468,1.4790827,1.3933092,1.2611792,1.3737577,1.0406964,1.1824455,1.0622324,1.2955432,1.3627625,1.3821561,0.86157095,1.2114153,0.8258069,1.0414608,0.0,1.1522086,0.41104263,1.0446398,0.791933,1.0834682,0.9078359,1.4073161,1.2101002,1.2018623,0.91479707,1.2965457,1.3644255,1.2393804,0.17659807,0.666176,1.5314019,1.1249545,0.7975017,1.0956863,1.1762698,1.2891026,1.0905346,1.1876851,1.333421,0.86029863
shoe,0.9765677,0.77346665,1.1680427,1.1642153,0.8430262,0.9695965,1.0866963,0.5922857,1.176047,1.1540561,1.0968215,1.2147532,1.0708874,1.0355396,1.0938009,0.98133767,1.0031078,0.9224371,0.85152984,0.9433368,0.77960646,0.9667587,0.694867,1.0467929,0.95918727,1.2439569,1.1811029,1.0125886,0.97989833,1.0776422,1.0260906,0.9734008,1.1145649,1.1095852,0.9032158,1.0573933,1.0366744,0.74152505,1.1355157,0.95042074,1.0568947,0.9362592,1.1311444,1.1196109,1.1600506,1.1017791,1.0255265,0.9997418,1.0155997,0.8922249,0.9080682,1.1204758,0.65849936,0.77827364,1.1107024,0.93433315,1.0293542,0.74308777,1.0652105,0.9634323,1.0313178,1.0687596,1.0214196,1.0499803,1.1622926,1.1646066,1.0253441,1.1127055,0.76364666,1.0794215,1.1743104,1.079336,1.0267028,1.0975255,0.93962157,1.1802416,0.9499967,1.0911514,1.0129086,1.0162799,1.040602,1.0763118,0.9765582,1.1220927,1.0335785,1.0200666,0.85943836,0.6688185,0.77684116,1.1619612,1.0285339,0.9923359,0.87292564,1.1522086,0.0,1.1102273,0.91808265,1.1753463,1.1300379,0.79087734,0.9132743,0.89109117,0.9355931,1.055037,1.0606467,1.1137966,0.7329573,1.0897567,1.0813503,0.9167036,0.9996316,0.7924093,0.8119997,1.0083072,0.5928736,0.9090145,0.781164,1.1065012,1.2285885
shorts,0.8608443,1.1170279,1.2089324,0.6207717,1.1138153,1.3808641,1.147534,1.264506,0.8694079,0.9962993,0.679893,1.1399963,0.6456387,0.82893515,1.2554812,0.69680065,0.8582906,1.268087,1.3013964,1.3651333,1.2112296,1.1442846,1.4242203,1.2752504,1.1205521,1.0036248,0.99805194,0.80454254,1.2936828,0.7817243,0.8812266,0.7965938,1.1554894,1.3677914,0.9210545,1.3187126,0.93668115,0.94076157,0.82655776,1.1652168,1.0081602,1.0682786,0.84634537,0.86877316,0.83194107,1.3283828,1.3531601,0.77580017,1.2495341,1.4460195,0.9153054,1.0592477,0.8813162,1.0361394,0.7700473,0.998126,0.76910007,1.0498261,0.7619285,0.9088459,0.6058046,0.4354385,1.1832376,0.93753827,1.1973608,1.1021485,0.9690398,1.1962646,0.6548388,0.74776936,1.2427664,1.2286478,1.1484394,1.0136234,0.98288405,0.8351859,0.6479515,0.09263778,1.064861,1.3760151,1.3069376,1.1970208,1.3229272,1.1298629,1.1681328,1.0388035,1.2066548,1.314982,1.3165277,0.9483645,1.2107055,0.8266269,1.0956497,0.41104263,1.1102273,0.0,0.925606,0.8676965,1.0709196,0.940806,1.279799,1.0000228,1.1994852,0.9098523,1.2311718,1.3180205,1.2556645,0.3994286,0.67465186,1.3518279,1.0190887,0.88808453,1.0446523,1.1461973,1.2920505,1.0293994,1.2531989,1.2249521,0.9429771
shovel,1.1514927,0.9825794,1.1430717,0.9642163,1.0964898,1.1720843,0.9088289,0.878713,0.947447,1.1576566,1.0704366,1.0280496,0.8805348,1.0562285,0.984864,1.1210499,1.0736606,0.9646483,1.0885932,0.93303585,1.0032012,0.9656668,0.8973372,0.92775697,1.0783443,0.99299,1.1976143,0.78737175,0.7968636,0.9734032,1.1119272,1.0560311,1.0228186,1.0852859,0.9390457,0.9600984,1.0525295,0.8380215,0.94160855,0.87099504,1.1592054,0.8853607,1.1988789,1.2521142,1.0190319,1.0781943,1.0471072,0.8396431,0.8919905,1.0153127,1.0315397,1.1433713,0.8169001,1.104909,1.1602361,0.8466201,0.9708794,1.0733205,1.0900434,0.87136495,1.0262299,0.88820446,0.822345,0.82324934,0.9991719,0.8969642,0.9730099,0.88086724,0.856807,1.0904562,1.248727,0.8821889,0.8920471,1.1857146,1.0305946,0.9203627,0.97012466,0.90620464,0.8860596,1.0556273,1.0953773,0.944007,1.0628837,1.052539,0.9475174,1.0293132,1.1294165,0.9491578,0.9660312,0.9441593,0.90405655,1.0026509,0.8745769,1.0446398,0.91808265,0.925606,0.0,1.0770504,0.91306764,1.0610895,1.0755496,1.0029314,0.76295996,0.95639384,0.8754483,1.1534299,1.0309974,1.0363424,0.9595339,0.93704045,1.0318952,1.0340397,0.91968095,0.92935705,1.0933415,0.9581637,0.8775674,1.0892905,1.1284436
shower,0.8007762,1.1843754,1.3666874,0.83516973,1.1510816,1.2752132,1.2246778,1.1224656,0.258407,0.88388056,0.5214491,1.2869707,0.64573073,0.9158872,1.3000144,0.77868295,0.64991516,1.126116,1.3026685,1.3838983,0.9547028,1.351678,1.3198297,0.9820334,0.96190286,1.2616389,0.89818716,0.7471135,1.0395705,0.36005354,0.8699,0.68955845,1.0988328,1.3490391,0.6542268,1.2344358,1.0049262,1.1568155,0.34129655,0.84417427,0.88517255,1.1026673,0.853361,0.9731708,1.2647376,1.2934904,1.3128601,1.2413243,1.102539,1.3021865,0.783357,1.2292317,1.346789,1.3077773,0.8364015,1.3030274,1.0753336,1.2307093,0.9021278,0.8930746,0.8498105,0.9197463,1.1296706,0.70423305,0.9424959,1.0473372,0.9615233,1.324636,1.053527,1.0354742,1.2634426,1.2571745,1.3633661,1.143123,1.2147075,0.55482215,0.89523154,0.9022605,0.83631897,1.220962,1.2029402,1.2464056,1.2851093,1.0859398,1.2115715,0.90668046,1.2084553,1.2303944,1.1928099,0.47787178,1.2172383,0.80639535,0.90482175,0.791933,1.1753463,0.8676965,1.0770504,0.0,0.6859839,0.73535824,1.4148026,1.3420341,1.0944072,0.8199464,1.2241067,1.1535026,1.0517585,0.77157843,0.61337364,1.3046188,1.3024472,0.94895154,1.0595075,1.2183461,1.1888946,0.94682336,0.87690496,1.3319093,0.46890956
sink,0.85728586,1.0513295,1.4056163,0.97103494,0.87992644,1.0759966,0.9556439,0.95105356,0.45106876,1.0603956,0.94782895,1.1510496,0.8924475,1.1860499,1.2267259,1.0653301,0.759182,0.9298731,1.2658781,0.93200004,0.822595,1.0930389,1.0637176,0.86603564,0.7948302,1.1671935,1.1233777,0.9351511,0.6526923,0.7730911,0.8992129,0.961143,0.9537773,1.222685,0.9027592,1.0868068,1.2657733,1.2889694,0.6897147,0.56895363,1.01842,1.2406155,1.0750523,1.1276519,1.368953,1.1408913,1.220994,1.2720029,0.7373494,1.1095264,0.7363854,1.3697348,1.4141347,1.27753,1.0618279,1.1687496,1.1371373,1.2781776,1.0480303,0.73528963,1.1282692,1.1415286,0.63283366,0.93605435,0.8655075,0.97357726,0.8387667,1.0476899,1.1447195,1.0985453,1.2998952,1.1454365,1.3098618,1.1531342,1.0812949,0.60560656,1.233133,1.0515974,0.71055126,1.1410751,1.2302235,0.93257254,1.1230172,1.1287092,1.1141131,0.23957622,1.0072372,1.0781745,0.96209365,0.6790835,1.0283512,0.8799747,0.5294869,1.0834682,1.1300379,1.0709196,0.91306764,0.6859839,0.0,0.8685128,1.3546392,1.4070479,0.61025286,0.7788764,1.0060594,1.2165625,1.1562951,1.063159,0.85233164,0.9849392,1.3724797,0.996296,0.85838926,1.1542257,1.1809522,0.64041436,1.0059824,1.3250701,0.74345845
slide,0.7157718,0.9608999,1.428702,0.9059451,0.7980785,1.1466985,1.087529,0.8374335,0.6535535,1.1024818,0.6051364,1.5471299,0.6607502,0.8639264,1.4660635,0.90441155,0.3255489,1.008367,1.2575886,1.3353317,0.6306136,1.1701937,1.095913,1.2797955,0.9223686,1.3445029,1.166932,0.71559954,0.9991412,0.74159,0.7385433,0.83191967,1.2647461,1.3966607,0.43615472,1.3400772,1.0624422,0.94583875,0.86137366,1.0045261,0.87518656,1.1013259,0.95646703,1.0316014,1.3527547,1.3838363,1.3688135,1.381845,0.9261246,1.2710658,0.5880014,1.4165425,1.0931616,0.97310907,0.8663142,1.281956,1.0324484,1.0486147,0.93783903,0.7216539,1.0730361,0.87599236,0.975667,0.73913145,1.2955592,1.339942,0.8405086,1.3024623,0.66599154,1.0081913,1.387859,1.5252221,1.4561908,1.3774097,0.93248975,0.8827344,0.80707973,0.9965649,0.92098296,1.2422417,1.3284314,1.1647687,1.4103808,1.3033231,1.2829903,0.9099059,1.0493045,1.2244308,1.202448,0.8519038,1.2889872,0.851442,0.6704554,0.9078359,0.79087734,0.940806,1.0610895,0.73535824,0.8685128,0.0,1.4964626,1.2638037,0.9024163,0.64738756,1.3131061,1.2973493,0.8531071,0.85240597,0.51741505,1.1718297,1.4479656,0.5661114,0.5576693,1.4472711,0.64290315,0.57076365,0.9739089,1.4696729,0.96051836
slipper,1.329839,0.85383576,0.19566178,1.3756304,1.0401537,0.47031194,0.90451497,0.9300486,1.513849,0.97522146,1.5187017,0.2695036,1.4510854,1.3419591,0.3538304,1.3257617,1.4715515,0.93187696,0.41718906,0.4891752,1.2415854,0.92155796,0.6873439,0.8371891,1.1458403,0.55937743,0.9763182,1.3886483,1.0277565,1.4160097,1.2911892,1.3455117,0.8250214,0.18013388,1.5308464,0.5069128,1.062365,0.98792434,1.5043347,1.0767133,1.3204811,0.814867,1.0755786,1.09661,0.5170257,0.33193618,0.46743774,0.60957724,1.0304691,0.60698795,1.4751408,0.31399304,0.7925494,0.8433324,1.4214766,0.88083684,1.1021641,0.8219186,1.1019492,1.4298346,1.2706537,1.342612,0.9930723,1.4224849,0.802552,0.76425004,1.401793,0.6128867,1.3380945,1.105187,0.16684222,0.52438736,0.53676736,0.6440595,0.9893046,1.4923134,1.3753049,1.2832265,1.2652138,0.39946842,0.29686582,0.88245475,0.47982788,0.6531334,0.724315,1.2340271,0.9172848,0.65508085,0.7546724,1.510696,0.8517009,1.3330032,1.3413839,1.4073161,0.9132743,1.279799,1.0755496,1.4148026,1.3546392,1.4964626,0.0,0.38341653,1.1354184,1.3876396,0.68826324,0.3208238,0.9745208,1.4513917,1.5775326,0.5317475,0.30553627,1.3332431,1.1987739,0.69363695,0.9580158,1.4561517,1.0662591,0.1941626,1.3538785
sock,1.2619493,0.8476861,0.37432754,1.2343297,0.958926,0.69761527,0.9285687,0.9916865,1.441747,1.0404423,1.3872589,0.6708754,1.3071169,1.0661855,0.686332,1.1868687,1.2922388,1.0707681,0.57157505,0.71261084,1.198996,0.8316039,0.7929529,1.0221453,1.254453,0.7708298,1.0967609,1.2864349,1.2148379,1.3311163,1.2250291,1.2835813,1.015092,0.5623799,1.3743117,0.6867126,1.1262155,0.76797396,1.4015813,1.1483437,1.2282469,0.69614476,1.0318168,1.0198429,0.4522816,0.68934876,0.6860323,0.6001953,1.0934047,0.8253579,1.3655264,0.5824207,0.4188534,0.5893637,1.291135,0.8307963,0.92218906,0.7954924,1.077146,1.3442686,1.1311955,1.1007601,1.1326804,1.3513751,0.9849101,0.8938652,1.2870419,0.6899847,0.98073703,0.92717147,0.5294,0.7553586,0.69474727,0.83872664,0.87382376,1.4101392,1.0237697,1.0774531,1.2835542,0.72021306,0.71617496,0.9923138,0.7578782,0.9125079,0.84780717,1.2558352,0.9253926,0.79986805,0.9434901,1.450454,0.9592889,1.2195294,1.326503,1.2101002,0.89109117,1.0000228,1.0029314,1.3420341,1.4070479,1.2638037,0.38341653,0.0,1.094939,1.2823963,0.7165861,0.73725545,0.93338025,1.2069768,1.381047,0.7228641,0.36589265,1.0509354,1.0070988,0.8650925,0.9004793,1.3656327,1.1208785,0.49288076,1.3746545
spoon,1.012874,0.9740834,1.2131412,0.96693903,0.8853644,1.0013139,0.6815832,1.0565431,0.8090154,1.0495977,1.257065,1.1548346,1.1493673,1.1620779,1.0993752,1.2369295,0.95289165,1.0365778,1.0832971,0.97352636,1.0969678,0.8335848,1.004553,0.93860066,0.75536734,1.108698,1.1136934,1.1473985,0.6178055,1.1700681,0.9871247,1.1619606,1.0013386,1.0180678,1.1606209,0.99934125,1.2539437,1.1355255,1.0707728,0.6375406,1.0785989,1.0011647,0.9922341,1.1630545,1.1306134,1.0152681,1.1564152,1.0891674,0.30897814,1.0340983,0.81926894,1.1937579,1.0129358,0.9944851,1.1422238,1.0500393,1.0219406,1.2149149,1.1289226,0.5368088,1.2265596,1.1909101,0.3124318,1.1544816,0.8665662,1.1362584,0.92637396,0.86040837,0.979154,1.0063682,1.1746825,1.1053929,1.1394501,1.1140288,0.86712444,0.9997123,1.1601883,1.1937578,0.90994096,0.9702615,1.1020087,0.7789395,1.0574589,1.1706865,1.0348034,0.79683495,0.9306344,1.1844116,1.1046988,1.0431634,1.0393852,1.028768,0.2901833,1.2018623,0.9355931,1.1994852,0.76295996,1.0944072,0.61025286,0.9024163,1.1354184,1.094939,0.0,0.7908307,0.65335953,1.2382004,1.0632026,1.2596481,1.1257745,0.89275146,1.1366658,0.8867953,0.45288616,1.1311377,1.0781814,0.9298501,1.1047815,1.107232,1.0546716
sprinkler,0.88596433,1.0428963,1.3370024,0.7177622,1.0101084,1.244076,0.97122514,1.1133587,0.80375826,1.168308,0.86487734,1.4262795,0.9089442,0.83525896,1.2893697,1.0304484,0.6624659,1.1188972,1.2636297,1.2834287,1.0196254,0.9668493,1.2294477,1.2091445,1.1384645,1.0802727,1.1992825,1.0025257,0.83086145,0.8123243,0.94309235,0.98702514,1.2030181,1.322669,0.768365,1.2914045,1.041563,0.94511235,0.7549779,0.95011866,0.82025445,1.0487958,1.1350223,0.92303634,1.1070294,1.2411941,1.2958884,1.0826925,0.90806913,1.243067,0.43800938,1.2541251,1.1476318,0.9428817,0.8719906,1.0802498,0.70939445,1.0960879,1.04897,0.5562078,1.1705786,0.9119592,0.84340084,0.9880989,1.2408693,1.3215986,0.7801627,1.2076569,0.73512244,0.9744352,1.3022335,1.4082568,1.2661687,1.1624175,0.8891889,0.83284277,0.8490553,0.9520844,0.93715405,1.1915985,1.2715392,1.1460141,1.3611953,1.3044685,1.1753595,0.85093,1.0877764,1.3140368,1.2394551,0.9002504,1.1749085,0.98963886,0.5903059,0.91479707,1.055037,0.9098523,0.95639384,0.8199464,0.7788764,0.64738756,1.3876396,1.2823963,0.7908307,0.0,1.1890829,1.304318,1.0076463,0.93172044,0.7506306,1.2031094,1.1971354,0.73619723,0.68959296,1.3632073,0.9752337,0.80097413,1.0858067,1.2687503,1.0311211
stick,1.1785102,0.98858565,0.7620881,1.1520274,1.1054684,0.86751074,0.80902064,1.1281002,1.1478512,0.9614786,1.423002,0.6886047,1.2936883,1.1919702,0.64371,1.2619852,1.2892864,0.9505716,0.8376633,0.77911663,1.20607,0.7889761,0.8510215,0.84678763,0.97164047,0.7387153,1.0459001,1.2827979,0.89102817,1.3260287,1.2014464,1.2520158,0.86544436,0.5246619,1.371493,0.777524,1.201545,1.0568361,1.2000029,0.84313434,1.2134539,0.8385445,0.9823862,1.1944592,0.7192301,0.6510243,0.7969401,0.7998278,0.6830102,0.81486434,1.2597258,0.88402843,0.84076214,0.8281757,1.3371506,0.8804085,0.95797056,1.090018,1.1193948,1.0772398,1.204634,1.2281771,0.597007,1.2119766,0.6661079,0.8972922,1.1755553,0.6985876,1.1863438,1.0753917,0.78886133,0.72660685,0.85119796,0.89986664,0.95473,1.1656884,1.1683799,1.2381365,1.1003946,0.65477294,0.7491056,0.75196767,0.6783376,0.92142415,0.7963559,1.0401701,1.0122546,1.0562899,1.0088266,1.2308191,0.93438417,1.16688,0.99708414,1.2965457,1.0606467,1.2311718,0.8754483,1.2241067,1.0060594,1.3131061,0.68826324,0.7165861,0.65335953,1.1890829,0.0,0.92717123,1.003099,1.3233261,1.3901209,0.7540181,0.7079336,1.1435522,0.846965,0.81421053,1.1169906,1.2316395,1.0638753,0.75569135,1.0105678
