,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pickle,1.1225456,0.5743957,0.9606588,1.3898567,1.0386729,0.73297083,0.7902851,0.6132226,1.3117285,1.3194199,0.64760554,1.3399863,1.3996013,0.9010188,1.4424262,0.99715936,0.8286712,0.49645364,0.9277222,0.62922573,1.1846234,0.51028085,0.679632,0.84869564,1.1217514,0.84029186,0.8179995,1.2415528,0.8651885,0.9399734,1.3653028,0.91948223,0.42193627,1.2915578,0.5417032,1.1817917,1.3068044,0.9969964,1.0710802,1.2906312,1.405262,0.96898216,1.2049432,0.8453862,0.5479002,1.1431572,1.2152165,1.1006048,1.2213787,0.49781632,1.0635661,0.86205494,1.2148347,1.267361,0.5769651,0.98279935,1.1516329,1.2677608,1.3835876,0.87780863,1.2531595,0.7556913,0.69752383,1.2797639,0.8246038,1.1846457,1.15904,0.6488758,0.8512697,0.81068015,0.93677074,1.303905,1.2583132,1.1852014,0.4194432,0.43546027,0.0,1.0082171,1.3283367,0.93979436,0.84702885,0.68189746,1.1043034,0.8745557,0.86693877,1.1752393,1.0689906,1.2862958,0.8825815,1.3869373,1.3321455,1.1141196,0.8436594,0.97515553,1.2167739,1.3255097,0.6771157,1.268896,0.617723,1.194912,1.0405793,0.9323658,1.0605018,0.882937,0.5533223,1.1776702,1.3450378,1.3711745,0.63691044,0.8510945,0.9950861,1.155216,0.83133554,0.8730253,1.2466959,0.7980304,0.72135097,0.6031541,1.0933388
pillow,1.1622158,0.8346815,0.9060165,1.0217748,1.1031268,1.1105759,1.1096213,1.0294987,0.9950142,0.75583696,1.1115992,0.6860547,0.7708849,1.118099,0.6137378,1.0114497,1.181365,1.0935417,1.0180318,1.0367619,1.1131923,1.017292,0.9679289,1.107998,0.94954777,0.7820262,1.2391028,1.0241152,0.9636198,1.0693432,0.5026384,1.12605,1.1289259,1.0348306,1.0490987,1.169613,0.987355,0.9169971,0.82372576,0.9782487,0.9267509,1.0428587,1.0637851,0.932587,0.96393204,0.9741534,1.0562733,1.2323625,0.9967107,1.0068262,0.7346085,1.1358854,1.0650225,0.96809274,1.0389466,0.95431924,1.1371392,1.0999861,0.8088815,1.0862664,0.9664105,1.0790555,0.99285054,0.6387334,1.0464218,1.0281297,0.7884316,1.1206548,0.74742436,1.0244308,1.0073757,0.8001812,0.924796,1.0377512,1.0628152,1.0986669,1.0082171,0.0,0.9236578,0.9202851,1.2190228,1.0811411,0.95889074,0.7837327,1.0658121,1.0185591,1.06743,0.7645698,1.1321794,0.9067084,0.9609329,1.0006279,0.9674773,0.97379297,1.2220576,1.0965462,1.0712649,1.0661994,1.106784,0.87844634,1.0685519,1.1726575,1.1169138,1.050133,1.1297865,0.92134356,0.8687597,1.1092775,1.0986453,0.91913164,1.1364436,1.1033616,0.7068198,1.0856519,1.1766572,0.75247717,0.85356593,1.018544,0.920821
pizza,0.8189394,1.2860136,0.9677158,0.7730197,1.1258093,1.2860441,1.28075,1.2567009,0.6907239,0.6069657,1.0239944,0.64781374,0.6523626,1.1142911,0.48688215,1.1409807,1.1111517,1.3508561,1.0029172,1.2808949,0.8241004,1.2516242,1.2019377,1.2124174,0.7293444,1.1050563,1.1321416,0.8754408,1.1942949,1.1889473,0.6986369,1.1470646,1.3234166,0.71746826,1.3126595,0.8431227,0.97545516,1.11349,0.8378216,0.8262147,0.6089019,1.1806132,0.89685315,1.1482275,1.2633896,0.93342125,0.726255,1.00974,0.897194,1.236769,1.1937299,1.2635853,0.97134674,1.0478417,1.2913494,0.778468,0.98556715,0.7966769,0.734088,1.0182419,0.8185259,1.1615398,1.1245713,0.7031438,1.1797944,1.0839409,1.1151375,1.1685457,1.2193305,1.1971818,1.0822647,0.5329529,0.7738511,0.9563024,1.3280168,1.2903918,1.3283367,0.9236578,0.0,1.0236177,1.2054368,0.9989588,1.1221018,1.1469041,1.159148,0.9020845,1.140181,0.75284505,1.2521174,0.67607903,0.95734805,1.0106796,1.1769755,0.95444834,0.9282462,0.7641389,1.2446885,0.6066345,1.287648,0.9450276,1.2016025,1.0744292,1.1324495,0.98630893,1.2841489,1.0712746,0.5880995,0.7145999,1.2375773,1.2321467,1.0751086,1.1137162,1.2001721,1.2242224,0.85286236,1.1482564,1.1692578,1.2647357,0.8885269
plant,1.1191058,1.1623983,0.8610549,0.9254732,1.0766054,1.1388553,1.1038888,1.1235499,0.95041436,1.0628803,1.1540573,0.94351816,1.073668,1.0088953,1.0069268,0.9987757,1.0445408,1.228212,0.9027938,1.0707531,0.9898321,1.0528358,0.92337394,1.25948,0.9931283,1.0237305,1.2000802,0.76163566,0.9736111,1.0381731,0.84103304,1.1556385,1.1850829,0.86423016,1.0329231,1.135354,1.0229206,1.0064101,0.69916356,1.0126227,0.9515844,0.86989164,1.0155977,1.2963548,1.0798726,0.38138604,1.068013,0.9476559,0.88593566,1.2081808,1.0810918,1.1654264,0.9583973,1.0970931,1.1602985,1.2445568,0.79368055,1.1902512,0.9715741,1.1177773,0.8488409,0.8787174,1.2332835,0.96807694,0.9339115,1.0016476,1.0391326,1.2008226,1.2189412,1.1485391,0.93253356,0.93769723,0.94760406,1.0643163,1.1578844,1.1237179,0.93979436,0.9202851,1.0236177,0.0,1.1382037,1.1444607,0.9433631,1.0675831,1.010455,0.8193874,0.7729048,1.002103,1.0826328,1.1096117,1.0992581,0.7451219,0.9776593,1.0037915,0.98407966,1.0137484,1.3150172,1.0198833,1.1182692,1.0506169,0.9329801,1.1016926,0.8702301,1.1658989,1.1575589,0.82876855,1.0646493,0.88211745,1.1531484,1.2844076,1.176009,1.0977898,1.1801208,1.0061361,0.9184295,0.6866146,0.84914404,1.0876424,0.42711473
plate,0.9282654,1.1151237,0.82820475,1.0522033,0.8181134,0.88063985,0.75966406,0.9683735,0.9254302,0.9946961,1.0166398,1.0944115,1.0428141,1.0460116,1.1500386,0.8101227,1.0253851,0.7150918,1.0288461,0.96988195,0.9718646,0.9953077,0.9050234,0.9045785,1.2360345,0.9915677,0.84453535,1.1283531,1.0012565,0.843709,1.1647421,0.7991981,0.91613185,1.0735866,0.87849236,0.5693998,1.1018,1.0991147,1.1280189,1.0698946,1.2295821,0.86648035,1.1003374,1.0536618,0.9603443,1.0823447,1.1033221,0.9263368,1.1097598,1.0742061,0.99403644,0.7938969,1.2050357,1.034718,0.9217811,1.0950196,0.9626744,1.0625039,1.1386788,1.0509948,1.1489795,0.98722786,1.0514216,1.1092215,0.6982654,1.0991418,0.89914066,0.9044249,1.0337644,1.1613016,1.0020972,1.1835202,1.2472464,0.8280581,0.96506983,0.94900554,0.84702885,1.2190228,1.2054368,1.1382037,0.0,1.0082674,1.0946639,1.1772757,0.9588813,1.153811,0.9098762,1.2456448,1.0331482,1.1674454,1.1592815,1.0327758,0.9719168,1.1332202,0.47426212,0.94058514,0.9795702,1.0462227,0.90608054,1.1827011,0.8740602,0.9500953,0.9433551,1.1081524,0.82927173,1.1249136,1.2684786,0.916277,0.8039014,1.0559797,1.0055096,1.0404388,1.0727656,0.8488281,0.7859937,1.117098,1.1701283,0.95484936,1.1154968
pony,0.882691,0.67337817,1.1658388,1.2534056,1.1512138,1.0006001,1.0556619,0.6274101,1.1690633,1.2095435,0.6316326,1.1031647,1.2375755,1.1948504,1.2560136,1.085583,0.96301955,0.66299033,0.88979495,0.84682846,1.0325054,0.7305882,0.8831339,0.8906943,1.0944271,0.87330663,0.9143244,1.1583697,0.90491855,1.0762749,1.2207553,0.81492037,0.66710055,1.1957861,0.8692718,1.1910276,1.2655761,1.0755326,1.0805157,0.89621174,1.1487787,1.2216895,1.042897,0.72871566,0.6099646,1.0496966,1.0128145,0.94377273,1.151883,0.68714005,1.1637632,1.052773,1.1218157,1.1132005,0.8237211,0.44493127,1.048944,1.0744314,1.1223698,0.8256943,1.1045431,0.92769384,0.5241805,1.134943,1.113673,1.082963,1.2089301,0.91455287,0.8591771,0.8977656,0.9287825,1.1753621,1.1074888,1.0632468,0.67351663,0.65058064,0.68189746,1.0811411,0.9989588,1.1444607,1.0082674,0.0,1.053237,0.9081273,0.8076532,1.0084012,1.248178,1.1446241,1.0034763,1.0397719,1.1153604,1.1066853,1.0914383,1.0892022,1.1847986,1.2672231,0.67587173,1.1302677,0.83490354,1.1020374,1.1701043,0.96878684,1.0447848,0.73193705,0.8382558,1.1756915,1.0721377,1.268441,0.9652792,0.784496,0.8803059,1.1692256,0.859493,1.174241,1.2671059,0.94740784,0.9073185,0.8992257,1.1595523
pumpkin,1.0702739,1.0035449,0.9347617,1.0910498,0.94724214,1.0035543,0.86398387,1.1112939,1.1734443,1.0909681,1.2591199,1.1415731,1.0457616,1.0905179,1.0556401,0.9569238,1.0907812,1.1021175,1.0177962,1.0028815,0.95090073,1.037731,1.1327026,0.9383358,1.0550234,1.136441,0.9119713,0.9161289,0.5813744,0.7302731,1.1226301,0.8164811,1.1350231,1.1808974,0.9880302,1.1007048,0.83708555,0.9563937,1.0714325,1.035594,1.1009753,1.0531722,1.0682737,1.0051551,1.0203344,0.985066,1.0786047,0.95762223,0.84841156,1.0890746,0.83220303,0.8876402,0.9577823,0.83742046,1.1736135,1.1757962,1.0234072,0.9668204,0.9716782,1.0425552,1.2340851,1.0167238,1.1208528,1.02988,0.7625673,0.93887556,0.73262066,1.1473316,0.9055029,1.0637518,1.126041,1.0224465,0.9836061,1.0219531,1.1333759,1.1159636,1.1043034,0.95889074,1.1221018,0.9433631,1.0946639,1.053237,0.0,0.90761745,0.9931043,0.9759151,0.9009352,1.0619656,0.9947672,1.1070428,0.8153063,0.84529614,0.8644218,1.1612628,1.119488,1.122953,1.04726,1.1448569,0.99754983,0.7856528,0.6364267,1.0047857,0.95127857,1.0912769,0.9994718,0.9783414,1.1443486,1.0939386,1.0879046,0.860274,1.0560044,0.9717338,0.8387103,1.0106146,1.1019082,1.1285766,1.0189236,1.1466726,1.197078
purse,1.1520083,0.6643373,1.1475357,1.2971308,1.0247291,0.9020103,0.8984547,0.72837615,1.4229378,1.3724409,0.9477486,1.2855816,1.2455626,0.9365764,1.2469852,1.1799972,0.9016008,0.6619834,0.907302,0.71356255,1.1380745,0.6700965,0.79939264,0.8957296,1.0229639,0.83211255,0.94369274,1.1368101,0.9421076,1.0086988,1.2262639,1.0839608,0.68522793,1.3686118,0.74095917,1.2769511,1.0074862,0.6053968,1.1186326,1.1441222,1.1416855,1.0593212,1.2460325,0.8499428,0.7132946,1.0566782,1.2702266,1.0620791,1.0193708,0.67832816,0.90939784,0.9680749,1.0505487,1.0475296,0.7132161,0.9008831,1.0879081,1.1141733,1.0382059,0.84489113,1.2068249,0.95783365,0.7349348,1.0812593,1.1533324,1.0322336,1.0350935,0.79930127,0.75053823,0.6129981,0.9291247,1.1289315,1.0224538,1.3367214,0.6549791,0.7517396,0.8745557,0.7837327,1.1469041,1.0675831,1.1772757,0.9081273,0.90761745,0.0,0.8950571,0.9961673,1.0550817,1.082733,0.66123664,1.0840554,1.0107127,1.0951499,0.8214591,1.0008825,1.3807249,1.2530074,0.6326356,1.2770463,0.6291856,1.0163733,1.1349696,0.86647487,1.103842,1.0414162,0.72157085,0.8538619,0.97043705,1.399594,0.81023633,0.7626168,0.90581024,1.1007992,0.65982914,0.78355074,1.3994441,0.89477134,0.51675785,0.5342483,1.302733
radio,1.0277361,0.83519095,0.99270576,1.1745715,1.0620447,1.0402848,1.0914707,0.7785263,1.2336189,1.2959566,1.0156729,1.2399105,1.2504065,1.0058488,1.3218257,0.8178104,0.86628,0.8612484,0.75290775,0.82922775,0.9691938,0.82652164,0.93662816,1.0083579,1.2668408,0.93471646,0.82020205,0.9933754,0.8414135,0.8975953,1.2322997,0.92921543,0.7616539,1.1399926,0.7928182,1.03183,1.169731,1.0432755,0.99654686,0.9779491,1.2722871,0.9509014,1.1299093,1.0289357,0.84650064,1.0438718,1.0877984,0.98277295,1.1345369,0.94456923,1.1169305,1.0294956,1.1633475,1.1227142,0.9577068,1.0317812,1.0062262,1.21691,1.2456626,0.7665047,1.1733828,0.7008426,1.0122492,1.2231506,1.039048,1.0466444,1.2197828,1.0387777,0.9092928,0.87479985,0.6805725,1.2282143,1.1647004,0.9667479,0.7508053,0.6880402,0.86693877,1.0658121,1.159148,1.010455,0.9588813,0.8076532,0.9931043,0.8950571,0.0,1.0086781,0.9522758,1.2605789,0.59772325,1.2523129,1.1031873,1.1054305,0.74224496,1.1128746,0.95106024,1.1642321,0.9027533,1.1424489,0.86706424,1.0634851,0.9244175,0.76464295,0.97069526,1.0457103,0.9408878,0.8865781,1.2410953,1.2205857,0.9582577,1.050654,0.98856336,1.020646,0.83625734,0.8427508,1.1535609,0.97345734,0.6254499,0.82990324,1.0223192
refrigerator,1.1923593,1.1099958,1.0622652,0.81153786,1.1724912,1.2261498,1.1294621,1.0675435,0.8951839,1.0718336,1.2248168,0.8982787,0.95463574,1.0485667,0.95945925,0.90503657,0.9805955,1.204653,0.63526016,0.9787305,1.0975161,1.0278413,1.0756464,1.2265707,1.0396092,0.93855184,1.1233802,0.69937605,1.0372536,1.1625062,0.8396028,1.1615092,1.3082839,0.8567181,1.0700042,1.1255054,0.85047597,0.76933104,0.700824,0.78592384,0.76502436,1.0678458,0.83193,1.2179108,1.3083808,0.7583454,1.0596399,1.037314,0.9069417,1.2568494,1.1440132,1.32779,0.61997306,1.0236865,1.1736057,1.0677679,0.93979025,1.1384716,0.90438914,1.1477827,0.74101156,1.0836617,1.0025988,0.9344971,1.1046274,0.802177,1.15913,1.2792089,1.0939597,1.0747349,0.7148255,0.7083386,0.8640315,0.91131,1.2425344,1.2677004,1.1752393,1.0185591,0.9020845,0.8193874,1.153811,1.0084012,0.9759151,0.9961673,1.0086781,0.0,0.96300256,0.9000236,1.1489934,0.9372555,1.0090269,0.93534,1.0448382,1.0276614,1.0154963,0.9327134,1.2260375,1.0645176,1.139188,1.0376531,0.9877059,1.0989248,1.058853,1.1286486,1.1712928,0.68934023,0.8203374,0.71003306,1.1927356,1.1508766,1.1168149,1.1608838,1.1517913,0.9755898,0.8992139,0.910135,0.93600714,1.1610178,0.82650125
rooster,1.1036795,1.129135,0.8844273,1.067777,0.7977218,0.919606,1.0793484,1.0590472,1.1204326,1.1873448,1.2340016,1.230805,1.0584235,0.87545204,1.1215599,0.9310606,1.0603755,1.0835831,0.9427129,1.0599449,0.89698887,1.08321,0.80989456,1.1563778,1.0552905,1.1577675,1.0154715,0.93032277,0.9155369,0.7667582,1.0994796,1.0160108,1.119699,1.0365058,0.94227743,1.1191194,0.7786008,0.80170584,0.9856671,1.1890616,1.0740142,0.16716677,1.0413259,1.2843056,1.0749853,0.8468196,1.2251986,0.7148057,0.87115633,1.1737844,0.98383754,1.0160046,0.964267,1.0930153,1.0622498,1.3106804,1.0214865,1.1912737,1.1560379,1.2116787,1.1568433,0.86261934,1.2346823,1.0074741,0.8454088,1.0110714,0.9218017,1.1153187,1.0705757,1.1062376,1.0088176,1.0230013,1.0157862,1.053483,1.0777428,1.0954019,1.0689906,1.06743,1.140181,0.7729048,0.9098762,1.248178,0.9009352,1.0550817,0.9522758,0.96300256,0.0,1.1997682,0.9269231,1.2514501,1.0648636,0.7030221,0.8844955,1.1449804,1.0215104,1.1068567,1.0572867,1.1640912,1.0473437,1.0607163,0.8269016,1.0034239,0.8546345,1.2372619,1.0302265,0.7979781,1.1726627,1.032411,0.82985985,1.1734922,1.0709759,1.0890977,1.0286043,0.59950686,0.9628961,1.0502794,0.9772417,0.9865464,0.90817505
scarf,0.9215154,1.1333394,1.0726156,0.68150634,1.1456119,1.2446932,1.0212053,1.2791389,0.7731563,0.6976064,1.16548,0.6948334,0.55936944,0.9897337,0.44914687,1.1969224,1.2352614,1.4267641,1.2771559,1.398031,0.90125525,1.390666,1.2777035,1.1290201,0.7666276,1.157885,1.1926775,0.9222641,1.1029274,1.2072759,0.61907685,1.0936433,1.3796692,0.7471724,1.4431405,0.89890766,0.83345985,0.92408234,0.9873998,0.9774897,0.5251894,1.1981246,0.86527634,0.9897277,1.2017379,0.9358673,0.8586241,1.0108732,0.9574493,1.1806073,0.91863716,1.1682628,0.65986377,0.7525563,1.2147512,0.9220481,0.90752125,0.7300875,0.616328,1.1912608,0.81266576,1.2728626,1.1065505,0.6471586,1.131748,0.97318083,0.93760705,1.2234749,1.1249689,1.0906525,1.2496467,0.54850894,0.7121476,1.0387223,1.365035,1.3986273,1.2862958,0.7645698,0.75284505,1.002103,1.2456448,1.1446241,1.0619656,1.082733,1.2605789,0.9000236,1.1997682,0.0,1.2023578,0.5883145,0.82616436,0.988212,1.2767937,0.8209379,1.0042362,0.8007375,1.3274845,0.84478104,1.3563274,0.7794359,1.1015481,1.1810861,1.0956045,0.974603,1.3539109,0.9940343,0.5603651,0.77759385,1.3787413,1.0534097,1.0693436,0.89996386,1.121749,1.2522308,0.90732765,0.96098346,1.3032854,1.3595505,0.8234922
scissors,1.0598532,0.77240735,1.1022686,1.3436075,0.9458229,0.896769,0.922601,0.76532316,1.3941753,1.3287666,1.0062258,1.3335847,1.2554055,0.8261193,1.3013718,0.87844926,0.996892,0.8106985,0.92676723,0.8569464,0.8937106,0.8589139,0.8044887,0.86474097,1.1428819,0.99976563,0.8015965,1.2160525,0.9160653,0.83823925,1.3898203,0.9258073,0.6064473,1.2500353,0.8080908,1.125913,1.0349894,0.8797098,1.1765832,1.2005315,1.3815838,0.887014,1.273161,0.94187003,0.7112944,1.0862819,1.1480062,0.93163276,1.1487767,0.7613096,0.97669894,0.86456454,1.1757498,1.0505029,0.8408504,1.0575852,1.0060161,1.1418658,1.2365018,0.6324365,1.2085788,0.7668294,0.89097416,1.2321821,1.071788,1.1731874,1.1056298,0.95174974,0.7507632,0.7489512,0.8946233,1.2842755,1.225535,1.0737106,0.66180396,0.6864574,0.8825815,1.1321794,1.2521174,1.0826328,1.0331482,1.0034763,0.9947672,0.66123664,0.59772325,1.1489934,0.9269231,1.2023578,0.0,1.2796972,0.96843463,1.1235684,0.649081,0.99771464,1.1562009,1.16386,0.7286006,1.2339017,0.76773417,1.0062349,0.99292064,0.5365916,0.90176696,0.9533692,0.8767141,0.8862379,1.2467247,1.3441528,0.8126407,0.92392397,0.8637742,0.7345464,0.68284297,0.6876428,1.2636871,0.9823465,0.5910274,0.6309332,1.2191831
shirt,0.6803349,1.2682385,1.0963423,0.554217,1.1628742,1.2406212,1.0879802,1.2831852,0.742757,0.67443377,0.96007866,0.6915153,0.6146099,1.1710446,0.59936917,1.2589375,1.2763875,1.3739378,1.3379658,1.3896569,0.96313816,1.3824033,1.3166783,0.9839973,0.8220592,1.1318207,1.2231703,0.9932697,1.344057,1.1912513,0.6230886,1.033478,1.3171774,0.9302909,1.4554684,0.8707005,0.90181315,1.0879494,0.98756987,0.7685017,0.4546492,1.274427,0.7099483,0.76161754,1.1835904,0.9232389,0.7613567,1.026343,0.97071004,1.1988881,0.9134244,1.0546222,0.8202239,0.6740185,1.1928308,0.6797106,0.7402917,0.67288435,0.60071075,1.0864275,0.707145,1.3813035,0.9638344,0.8856875,1.162789,0.9620428,0.84275806,1.1721792,1.1593379,1.0656651,1.2458502,0.7758293,0.7064768,1.0173197,1.3444906,1.3760283,1.3869373,0.9067084,0.67607903,1.1096117,1.1674454,1.0397719,1.1070428,1.0840554,1.2523129,0.9372555,1.2514501,0.5883145,1.2796972,0.0,0.74449205,1.0250533,1.3987077,1.0528947,1.016561,0.7938068,1.1932034,0.73399377,1.3139461,0.9530771,1.2509753,1.115606,0.972599,0.89819765,1.2977889,1.1800983,0.35649067,0.83806354,1.4319267,0.8490359,0.8819166,0.958727,1.2701449,1.4304223,0.9491596,1.0567987,1.4149894,1.3724453,1.0059134
shoe,0.88286114,0.97970885,1.0621095,0.88689387,0.7129726,1.1533405,1.0583794,1.2098628,0.85846233,0.9558283,1.1314834,0.83466816,0.73001015,1.119427,0.7666445,0.9761483,1.1710033,1.2986047,1.2645452,1.2350872,0.90434957,1.3653275,1.0499462,1.1091087,0.9596214,1.0852755,1.1532407,0.94205004,1.1885579,1.1505376,0.88727343,1.0477155,1.2493584,0.9532722,1.3238782,1.0449365,0.72054696,1.0673925,1.088829,0.8683606,0.81710076,1.1142697,0.9777335,0.858583,1.0692532,0.946481,0.9255863,0.88771623,0.7361438,1.1896561,0.7135768,0.90088594,0.9351618,0.58737975,1.2122273,0.9724136,0.8910349,0.8211688,0.59636474,1.0795861,0.8254984,1.3065299,1.00064,0.8799403,1.0571125,0.85077393,0.71147525,1.2939124,0.8431307,1.0742348,1.076734,0.7367126,0.62019205,0.9512274,1.3583796,1.3582157,1.3321455,0.9609329,0.95734805,1.0992581,1.1592815,1.1153604,0.8153063,1.0107127,1.1031873,1.0090269,1.0648636,0.82616436,0.96843463,0.74449205,0.0,0.95421803,1.0646876,1.0442734,0.97928965,1.0005646,0.999738,1.086384,1.3359184,0.42503428,1.1575689,1.1201967,1.0420791,0.8610534,1.4068897,0.94030434,0.8266749,0.94573045,1.3385422,0.85172105,0.87500113,0.5176863,0.923059,1.0433997,0.92294985,1.084716,1.1991513,1.1862658,1.1311495
shorts,1.0473192,1.1265645,0.91736454,0.9178264,1.0684671,1.1262174,1.0546559,1.1700622,0.9736596,1.0251745,1.1201361,0.9803705,1.0113832,1.0572832,0.96129996,1.0689634,1.1419368,1.1379063,1.0232921,1.1859528,0.95126164,1.1601936,0.9887793,1.2648972,0.94818985,1.1200693,1.0926704,0.9556174,0.97668695,0.8404207,0.9353798,0.86249995,1.1995044,0.9331423,1.140882,1.117118,0.85957295,0.98936874,0.7771449,0.92702097,0.83939534,0.87566787,0.9888236,1.1882908,1.0852597,0.8469336,1.0401206,0.84124005,0.67065847,1.1344057,1.0752379,1.1339234,0.89443433,1.0424744,1.1407229,1.1526976,1.0148245,1.0812145,0.78654134,1.2265517,0.9324023,0.95013833,1.1698313,0.83400154,1.0020713,1.0610155,0.94922364,1.123439,1.200265,1.1579456,1.114731,0.9161491,0.76668215,1.0899161,1.1538512,1.1256126,1.1141196,1.0006279,1.0106796,0.7451219,1.0327758,1.1066853,0.84529614,1.0951499,1.1054305,0.93534,0.7030221,0.988212,1.1235684,1.0250533,0.95421803,0.0,1.1455562,1.1184,1.0453247,1.0870827,1.1581333,0.96104795,1.0466958,1.0768934,0.87484527,1.1631039,0.831641,0.94347364,1.1778862,0.8504871,1.0633292,0.92353344,1.1333585,1.2112226,1.1284605,1.0741243,1.1747873,1.0641735,1.0384126,0.92168736,1.0599746,1.1306378,0.9092397
shovel,1.1607133,0.962355,1.0694283,1.2357092,0.96296406,0.93029225,0.8674923,0.782348,1.1608362,1.1875064,1.1239301,1.2054758,1.2194375,0.8465265,1.2525055,0.8428352,0.8079859,0.7879472,0.629062,0.6322322,1.1238259,0.7254972,0.7775605,1.0589714,1.1998425,0.8350643,0.77344465,1.1273978,0.8097812,0.9567516,1.2131819,1.1536413,0.8299756,1.0694989,0.5909065,1.0932138,1.0410937,0.87951803,1.0842186,1.0924486,1.3540034,0.80350447,1.2065887,1.2301154,1.0294263,1.0237225,1.2388128,1.172444,1.1751857,0.9456381,0.96750426,1.0700334,1.198823,1.2226064,1.0022783,1.1716745,1.1356122,1.02932,1.324229,0.7779341,1.1766168,0.8098477,1.1146562,1.0959179,0.9718881,1.0293595,1.0642536,1.0083795,0.9317369,0.9996326,0.61609185,1.2141356,1.1905292,1.0202334,0.8277726,0.8068002,0.8436594,0.9674773,1.1769755,0.9776593,0.9719168,1.0914383,0.8644218,0.8214591,0.74224496,1.0448382,0.8844955,1.2767937,0.649081,1.3987077,1.0646876,1.1455562,0.0,0.96491873,0.93065983,1.0571345,0.93817115,1.1984026,0.7758378,1.0095197,0.70628256,0.76716214,1.0436761,1.1290631,0.8356694,0.878923,1.3072283,1.1389787,0.7072425,1.1460079,1.0801934,0.9943228,0.8474097,0.6633321,0.9870018,1.045096,0.67091626,0.75195545,1.1001899
shower,1.0418608,1.0048299,1.0672438,0.8913971,1.1889939,1.2775488,0.92139584,1.0580764,0.7271013,0.8079658,1.1365565,0.7547462,0.73949933,0.85134155,0.77737653,1.043306,1.1321673,1.2127559,0.9660403,1.1350554,0.9349849,1.0662541,1.0255731,1.0591834,0.6181173,1.0021554,0.9335925,1.0165927,1.083898,1.1894441,0.93566346,1.0994138,1.1496983,0.7589998,1.1526613,1.0571777,0.9424255,1.1674327,0.76617974,0.9671218,0.8343038,1.04756,1.055643,1.1761825,1.1757128,1.0988382,0.7941465,1.1446514,1.0450222,0.9536994,1.1439381,1.2881856,0.81659985,0.9800213,1.1741835,0.92119366,1.1206734,0.698316,0.93375665,0.71054524,0.68465203,1.0303792,0.97476226,0.82583314,1.1300216,1.142699,1.2089752,1.1401522,1.1328323,1.1159734,1.0192813,0.9246726,0.87612695,0.9366336,1.1092476,1.0764987,0.97515553,0.97379297,0.95444834,1.0037915,1.1332202,1.0892022,1.1612628,1.0008825,1.1128746,1.0276614,1.1449804,0.8209379,0.99771464,1.0528947,1.0442734,1.1184,0.96491873,0.0,0.9809396,0.9924385,1.2133869,0.9410908,1.1404529,0.99071294,1.0969026,0.9735046,1.1447058,0.79221356,1.1916972,1.1332805,0.8800158,0.939486,1.1713948,1.1813991,1.1319103,0.90544236,1.160172,1.2749159,0.9990312,0.7393844,0.9809525,1.1345147,0.7032395
sink,0.7333537,1.3786464,0.72938275,0.6622406,0.9720117,1.1957422,0.9427695,1.2549245,0.46366215,0.657905,1.242681,0.7421926,0.80194044,1.0241529,0.81914324,0.7793627,0.89156145,1.2440329,1.0141076,1.157855,0.85066164,1.3071046,1.2005028,1.2418387,1.0637506,1.0159031,1.0679034,0.89340514,1.0233094,1.0808259,0.79417855,1.0004798,1.3710707,0.63717425,1.2190028,0.45706546,1.0420763,1.3734484,0.90531135,0.8241221,0.9069598,1.0057381,0.9536778,1.3254538,1.3629787,0.9446771,0.90758336,1.0134408,0.9235478,1.4864029,1.098363,1.0309542,1.0089118,0.9399167,1.4104164,1.0795021,0.8209013,0.9192984,0.9595712,1.0505933,0.83441514,1.1010815,1.3742323,1.0059525,0.80198157,0.8167716,0.9426519,1.3390538,1.3270689,1.4265952,0.8788589,0.9609159,1.1006026,0.71085644,1.410845,1.2922815,1.2167739,1.2220576,0.9282462,0.98407966,0.47426212,1.1847986,1.119488,1.3807249,0.95106024,1.0154963,1.0215104,1.0042362,1.1562009,1.016561,0.97928965,1.0453247,0.93065983,0.9809396,0.0,0.5641526,1.4893043,0.7573265,1.2723206,0.9828535,0.7419366,1.1082506,1.0632173,1.1610298,1.309005,1.0417317,1.0336541,0.49823856,1.2079945,1.401359,1.16871,0.8714591,1.3673701,1.1214137,0.3366689,1.0969343,1.2412767,1.3730364,0.8192856
