,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
nail,1.1917431,0.6723569,1.2844088,0.83824724,0.4374907,1.1422833,1.243468,1.3440192,1.4163275,0.45622396,1.4835051,1.3598894,1.0899811,1.2896107,1.1821526,1.1384734,0.30660927,0.91536725,1.4244995,1.0002953,1.2880024,0.47833902,0.6520264,0.34378684,1.1649055,1.4368858,0.50505483,1.2468164,1.2445318,0.86824656,1.4210756,0.8365268,0.3261903,1.447477,0.7795272,1.0334904,0.8466239,1.0901521,1.2702801,1.0223844,1.0000556,0.9797828,0.49196684,1.2462506,0.48346937,1.0130048,0.8188992,1.0986471,0.69248146,0.8396063,1.1689565,0.40946734,1.330549,1.084377,1.0508455,1.0632975,0.46347082,0.8062001,1.0567052,1.2099445,1.1432759,1.2600836,0.8337462,1.3288637,0.5976271,1.3207545,1.1547005,1.4246877,1.1361614,0.9523461,0.0,1.3136592,0.44071853,0.6017126,1.341865,1.2060745,1.4187282,0.8349885,0.709763,0.4983976,1.2387098,1.0826814,0.8606013,0.6365471,0.7738269,0.6933315,1.2364362,0.7516691,0.80522215,0.6494741,1.3315461,1.2420433,1.2099965,1.3844337,1.1815214,0.31019783,1.2387471,0.6154895,1.2512844,1.2921485,1.2620357,1.4462321,0.8129597,0.33225572,1.1632355,1.2283512,0.8674495,1.3869381,0.92281514,0.9753655,0.37816882,1.1949587
napkin,0.9551869,1.1364307,0.71698296,1.104383,1.2879195,0.8914407,0.7447609,0.7476665,0.7103539,1.2356107,0.5226513,0.89606816,1.0015925,0.5455642,0.95248604,1.0560694,1.2804778,1.0721277,0.9560795,0.90494746,0.9005679,1.2512603,1.2878175,1.2371343,0.924882,0.84122396,1.3066177,0.7916105,0.8106809,1.0708638,0.8060144,0.92761344,1.1846266,0.93799216,1.1428527,1.0999104,1.1988027,1.1439602,0.8677609,0.92337435,1.0793047,1.028098,1.201807,0.89590496,1.1178526,0.9829321,1.1722091,1.0082477,1.016355,1.2696954,0.8302908,1.2282304,0.7583013,1.0298973,1.0765209,0.8414548,1.313412,1.2224472,1.0072074,0.94714594,0.9881252,0.78879106,0.854856,0.9456712,1.1482912,0.593716,0.9949098,0.81075394,1.1167561,1.1070693,1.3136592,0.0,1.0402027,1.1044896,0.9039383,0.75721097,0.7275065,0.9856431,0.9739425,1.2017978,0.47961783,1.0964568,1.0011364,1.1161206,1.1071262,1.2349089,0.80268884,1.1674879,1.279293,1.234899,0.9355393,0.9407251,0.92838246,0.7938555,1.0849532,1.3129543,0.85135484,1.3169668,0.85851705,1.0661172,0.9418969,0.8235691,1.2504141,1.2010229,0.7412507,0.62370014,1.3551042,0.84447485,1.2049279,1.1111455,1.2617354,0.8792865
necklace,1.2145975,0.9209031,1.1570754,1.0507135,0.66211784,1.2137563,1.111577,1.3282032,1.3544528,0.38040316,1.4521984,1.2816087,1.0226138,1.1039861,1.1777918,1.1849082,0.5297375,1.1440523,1.4298203,1.1627201,1.2093602,0.41836268,0.8803239,0.5109035,1.0174166,1.2341821,0.7127599,1.0074415,1.0079706,0.7946283,1.3702738,0.7414178,0.41604686,1.3370267,0.90060115,1.1030743,1.0585029,1.1094885,1.0267317,1.0201093,0.8957104,1.025404,0.8311602,1.1401784,0.57778835,0.87235224,0.890722,1.0664395,0.43046665,1.0351409,1.108494,0.57873046,1.2247546,1.2423062,1.0849909,1.0757875,0.6446742,1.0210034,0.8972252,1.0102059,1.1268384,1.0874817,0.61927503,1.2281117,0.5193856,1.357557,1.1662898,1.3842062,1.0958714,0.98952127,0.44071853,1.0402027,0.0,0.7677144,1.2611398,1.0979781,1.3889961,0.8942594,0.68036073,0.6997787,0.96217984,0.9803833,0.972359,0.7225372,0.64892054,0.58133286,0.9925068,0.90847665,0.84685916,0.769384,1.2292117,1.2306405,1.1568809,1.4143338,1.1853389,0.5133651,1.1528873,0.8147605,1.2415954,1.2304076,1.2372622,1.4757828,1.0579027,0.6441384,1.1451807,0.9079752,1.1418834,1.4290504,1.0054449,0.74768364,0.5500151,0.9994653
orange,1.1709919,0.33920193,1.1143194,0.684875,0.43299896,0.6226001,1.149074,1.251612,1.3195593,0.78020895,1.3094349,1.2744327,1.0733703,1.1713374,1.1617382,1.0445244,0.6728651,0.83368796,1.2594805,0.84172606,1.151059,0.838457,0.8115754,0.5278075,1.1241475,1.3490343,0.79069555,1.2228367,1.1869118,1.0197227,1.3564479,0.95401907,0.694515,1.3843749,0.7545804,0.82425517,0.94571257,1.1285844,1.0778835,1.1089143,1.0050845,1.082041,0.3368441,1.255686,0.7189171,1.0149078,0.7889273,1.1383638,0.8662245,0.8822689,0.9491597,0.86619216,1.2857369,0.8440518,1.1527207,0.98529726,0.6955971,0.92255753,1.0144807,1.1171842,1.0955807,1.2115432,0.9733433,1.3196027,0.6482242,0.9824853,1.0468022,1.2834468,1.1706228,0.85078734,0.6017126,1.1044896,0.7677144,0.0,1.2970371,1.165746,1.2719672,0.9395117,0.8702925,0.45276296,1.1197292,1.0493588,0.65707684,0.5919657,1.084964,0.82131183,1.2018391,0.80515194,1.0371091,0.8233947,1.2863686,1.2454956,1.2383931,1.2460525,1.2787251,0.76810336,1.227134,0.6737742,1.0967767,1.2215706,1.2958101,1.3460414,0.68080366,0.5777183,1.0967305,1.1285267,0.9167242,1.2887795,0.9541022,1.1842668,0.8797928,1.1724179
pajamas,0.879405,1.2974001,0.7222027,1.0194086,1.4049406,1.0706291,0.975143,0.6756466,0.46668398,1.2312534,0.6647283,0.29104996,0.9204833,0.6940725,0.9426507,0.9638509,1.4014704,1.2023381,0.76399344,0.9444982,1.0210961,1.3741952,1.2604697,1.3840452,0.9180449,0.72567236,1.3544017,0.8974501,0.6990215,1.2085636,0.43332428,1.138258,1.4243605,0.6580106,1.3052871,1.0782465,1.1304857,0.89695597,1.0708044,1.0930867,1.1198986,0.9626604,1.2656426,0.76002204,1.2446773,1.1861154,1.2941184,0.79127336,1.2352473,1.1727039,1.0517756,1.1983681,0.73243165,1.1251286,0.74858004,0.9704751,1.418743,1.1403732,1.1494305,0.79715055,0.8891467,0.60730606,1.2495087,0.79125357,1.4830179,0.81649834,1.1016104,0.5878552,1.0438231,1.2363589,1.341865,0.9039383,1.2611398,1.2970371,0.0,0.7077914,0.685034,1.2851473,1.3280015,1.3233209,0.76838547,1.177281,1.1893417,1.1692439,1.2741029,1.2270842,0.9684473,1.2828772,1.2195618,1.3549299,0.23121774,0.7228389,0.9615643,0.71417177,0.7102438,1.3424373,0.76919687,1.4265472,0.9953242,0.97659034,0.48117548,0.5807628,1.2641566,1.3326674,1.0269881,0.84523827,1.1270436,0.7906836,1.0873991,1.2407664,1.2364565,0.8630428
pants,0.97976124,1.2924587,0.7933068,1.1139162,1.4400282,0.98992866,1.0366278,0.80524665,0.78205085,1.1030605,0.7138274,0.8147454,0.9830442,0.79186785,0.9553434,1.10658,1.4131176,1.2372783,0.9089482,0.6700591,1.0418605,1.1537503,1.4425297,1.2499149,0.84385407,0.6882462,1.3613579,0.65542084,0.7318591,1.1493814,0.6893577,0.9644343,1.3028234,0.87507105,1.2756546,1.2186733,1.2212873,1.0229201,0.9000501,0.97132707,0.97926295,0.7938502,1.123209,0.7059524,0.8523997,1.2254843,1.3893013,1.0720248,1.0649618,1.199998,1.1027173,1.003736,0.5892945,1.2200032,0.75721335,0.69172776,1.2920353,1.244833,1.287514,0.77529275,1.046194,0.21899629,1.0307121,0.8246366,1.4430248,0.7584058,1.2770599,0.5043536,1.0054945,1.2527978,1.2060745,0.75721097,1.0979781,1.165746,0.7077914,0.0,0.78746814,1.1973188,1.1446767,1.1851299,0.76309216,1.1817179,1.2673314,0.93537945,1.1589131,1.2491931,0.8961752,1.3614645,0.9615697,1.214709,0.7281783,0.76960206,0.83094794,0.8341427,0.99494624,1.1973591,0.7301277,1.3212891,1.1376894,0.92061245,0.717596,0.87838006,1.4165506,1.1258863,0.9914,0.58071214,1.4679546,0.83522165,1.2219217,1.0867428,1.125112,0.98779136
paper,0.85302544,1.2122327,0.7621355,1.0703712,1.4135189,0.9179308,0.9559807,0.52350533,0.5189396,1.3444521,0.5374398,0.5963305,1.0098681,0.8456239,0.8435558,0.43334872,1.370039,1.098337,0.40746862,0.9769033,0.78934467,1.4732275,1.2247465,1.4647245,1.0733199,0.8103198,1.2251861,1.0118468,1.0025192,1.0600694,0.57507306,1.1889343,1.3590333,0.55033195,1.190367,0.9912832,1.0321211,1.1111329,0.9203378,0.8297267,1.2584047,0.9536964,1.321454,0.87912554,1.2838669,1.1465197,1.1393055,1.0876076,1.3174491,1.0000688,0.9276744,1.294878,0.88650066,0.87142926,0.8829453,0.91934156,1.5213101,1.0376209,1.1083068,1.087022,0.90754414,0.84368306,1.2893678,0.6543841,1.3421346,0.8051199,0.86030686,0.7515995,1.0248692,1.1345817,1.4187282,0.7275065,1.3889961,1.2719672,0.685034,0.78746814,0.0,1.0554135,1.1152883,1.3195692,1.0069087,1.0323831,1.0468477,1.2540419,1.3907282,1.2822051,1.0422612,1.1447718,1.1840131,1.2511749,0.7510057,0.9970759,0.9661227,0.48140013,0.7853054,1.5579566,0.9643355,1.372812,0.90375394,0.9493806,0.6694298,0.33256125,1.2325397,1.423498,0.85004115,1.0916938,1.0676614,0.584449,1.1127198,1.3372555,1.369219,0.89866143
pen,1.1906489,0.9378216,0.9364175,1.0900613,0.9063097,1.0996319,1.0508244,1.2271003,1.2896252,0.7898723,1.1988448,1.2226996,1.1245148,1.179386,1.0690793,0.8291359,0.7036603,0.96724516,1.0450042,1.2161169,0.72632337,0.871975,0.7461997,0.7643725,1.1900765,1.2078774,0.8613224,1.2092836,1.1717689,0.7607453,1.2983353,1.0528566,0.32437986,1.1368892,0.7454175,1.0444672,0.95497465,1.0782759,1.089439,1.0424805,0.99493706,1.2082679,1.0302219,1.2747016,0.88119507,0.8757012,0.95801145,1.0495536,0.9094914,0.8855119,1.0517564,0.93761563,1.2223502,0.82834613,1.2744958,0.95838636,0.9906056,0.9436628,0.8463817,1.1140027,1.0375142,1.3167087,0.4109661,0.96061665,0.84326357,1.2670883,0.86252105,1.2751215,0.9724453,1.0280097,0.8349885,0.9856431,0.8942594,0.9395117,1.2851473,1.1973188,1.0554135,0.0,0.12932432,0.95618254,1.2205402,0.9282989,0.9703613,0.97634006,0.88223124,0.9067311,1.1301824,0.9360355,0.7066567,0.49705428,1.3656578,1.148502,1.0892888,1.1915185,1.1220893,0.79199517,1.07092,0.8138647,1.0164697,1.095541,1.283849,1.0292666,0.9062538,0.8367548,0.38757408,1.2003186,0.82328737,0.98397523,0.8708204,0.9030795,0.8008661,1.2221593
pencil,1.2038254,0.91110986,0.93511903,1.0892198,0.84923214,1.07322,1.1355271,1.2541033,1.3298042,0.6546708,1.2745017,1.2828536,1.1444017,1.1852291,1.0564183,0.94249856,0.69128484,1.0081322,1.1877837,1.1327354,0.85819894,0.8054328,0.82754326,0.7294267,1.1940002,1.3207692,0.7845764,1.2105764,1.1433833,0.65781534,1.3735011,0.990188,0.22979653,1.2560036,0.8183072,1.0428739,1.0180445,1.1515205,1.0885906,0.99631834,0.9902387,1.1596241,0.941329,1.2855369,0.7342615,0.81587327,0.94912446,1.1076851,0.7763337,0.89785385,1.0811304,0.81665874,1.282014,0.9522998,1.2112852,0.91423434,0.9160652,0.99354774,0.8084362,1.1444793,1.1025081,1.2489262,0.3515389,1.0514957,0.7040582,1.2509788,0.99142843,1.2936819,1.0062326,1.0277787,0.709763,0.9739425,0.68036073,0.8702925,1.3280015,1.1446767,1.1152883,0.12932432,0.0,0.8690052,1.208138,0.9054568,0.9361406,0.89505786,0.8948729,0.85542005,1.134108,0.9419321,0.7368101,0.43439293,1.3739815,1.1954695,1.0465678,1.2196227,1.1818627,0.68928033,1.0427125,0.7916944,1.0622524,1.1804521,1.2871602,1.1308749,0.95642024,0.70936596,0.4594332,1.206666,0.95272374,1.1165836,0.98748773,0.89631736,0.72404075,1.1793828
pickle,1.2288157,0.5718903,1.2714798,0.8882181,0.51684827,0.5348723,1.1205248,1.3188722,1.3819815,0.61546206,1.3908806,1.2726696,1.0223123,1.1837268,1.17307,1.069777,0.5945848,0.9156492,1.2978743,0.9158013,1.1716666,0.5699519,0.8193439,0.5753756,1.0819151,1.2659478,0.7589584,1.2222761,1.1349652,0.9318859,1.3995111,0.87938607,0.64950436,1.3181332,0.8180647,0.8460173,1.0194788,0.9992978,1.0356318,1.1078551,0.82796735,1.0774214,0.5460043,1.2640085,0.65977585,1.054993,0.87473094,1.1070957,0.822798,0.8435552,1.0613878,0.7113162,1.286793,0.99962837,1.1198323,1.0687394,0.57451165,0.9845538,1.073466,1.0026133,1.0994377,1.2607131,0.95648265,1.2396172,0.70689297,1.154153,1.054107,1.2868758,1.1724246,0.81017065,0.4983976,1.2017978,0.6997787,0.45276296,1.3233209,1.1851299,1.3195692,0.95618254,0.8690052,0.0,1.0903181,1.0720142,0.8401168,0.62302935,0.85686177,0.78590703,1.2086983,0.86101544,0.8352997,0.7536297,1.3652685,1.1644486,1.226883,1.3156129,1.2223535,0.56099355,1.2197949,0.66529346,1.2215033,1.1883976,1.3257309,1.3914566,0.80119485,0.57679325,1.1069264,1.0366697,0.91124904,1.3215487,0.9630586,0.9744386,0.7197112,1.2376895
pillow,0.96427083,1.2211598,0.82639,1.1238515,1.2785277,0.96162295,0.6710958,0.98998046,0.5109583,1.0783362,0.79241663,0.8075485,0.90736455,0.15782982,0.9628586,1.1676466,1.2670951,1.247202,1.1455543,1.0414063,1.115705,1.0413496,1.2449758,1.2243454,0.76438546,0.6159697,1.2616808,0.5902157,0.773198,1.1172991,0.59339535,0.7885845,1.2378752,0.8515576,1.2467524,1.1833729,1.1349534,0.93297994,0.9275221,0.997819,0.8870169,1.0230153,1.2053858,0.77373374,1.1028857,1.0617613,1.2841243,0.8450698,1.0237125,1.1713457,1.0771799,1.1241488,0.63297516,1.2746526,0.9692281,1.0367423,1.2152835,1.1646453,1.0978508,0.76414764,1.0649447,0.7460138,1.0043641,0.9262671,1.1966529,0.8107102,1.1563092,0.65545225,1.0615722,1.1713924,1.2387098,0.47961783,0.96217984,1.1197292,0.76838547,0.76309216,1.0069087,1.2205402,1.208138,1.0903181,0.0,1.0549836,1.2425892,1.0316097,0.94073427,1.065176,0.81521493,1.2983761,1.0855979,1.2816963,0.8075908,0.76406735,0.9655958,1.0911565,1.1061214,1.1128979,0.7571229,1.1964998,1.1455699,1.0512315,0.9220547,1.0810324,1.2650228,1.1782904,1.1346849,0.36735392,1.368442,1.1504647,1.113071,0.9606711,1.1162062,0.8669275
plant,0.9321856,0.9380317,1.0130885,1.0704979,0.9192227,1.096391,0.948977,1.1460092,1.1280911,0.98037803,1.1397551,1.1714872,1.0740896,1.1598672,0.96684897,0.93675923,0.91262454,1.0237707,1.1052473,1.2349424,0.9320332,0.9836469,0.93427956,0.99890786,1.0257058,1.0776602,0.97904897,0.945605,1.045926,0.7518835,1.0716671,1.0185416,0.9365652,1.0498132,0.922507,1.1855551,0.9349536,0.9941428,0.91978234,1.0159268,0.9491436,1.1141671,1.0343573,1.0701445,1.1046813,0.9210811,0.41133678,1.0004826,1.0202507,0.912803,0.9638542,1.0386713,1.1348214,1.0968059,0.9249,1.1078799,0.93723726,0.9307251,0.9169878,1.0003603,1.0355625,1.2547568,0.9397805,0.99714524,0.85482347,1.1152707,0.8751932,1.2023468,0.8665547,0.9954424,1.0826814,1.0964568,0.9803833,1.0493588,1.177281,1.1817179,1.0323831,0.9282989,0.9054568,1.0720142,1.0549836,0.0,1.1010321,1.0766575,0.82018507,0.85451716,0.81173277,0.8900341,0.89838,1.0131475,1.0687128,1.1311855,0.9509025,1.2187393,1.1589313,1.0640326,1.1357825,0.86350775,1.0384159,0.8242751,1.0921646,1.1357566,0.99867034,1.0689491,1.0653048,1.0915378,1.0457633,1.1721286,0.9602688,0.78220224,1.0997167,0.6593493
plate,1.2106913,0.56447124,1.0919868,0.5726751,0.6585702,0.79605794,0.8998941,0.92468244,1.2148726,1.0837424,1.1684154,1.0245577,1.1761653,1.2228482,1.0836604,0.93360746,0.83788145,0.38211018,1.0494082,0.7188069,1.0184587,1.090594,0.9617726,0.85252756,1.2277691,1.3684635,0.70015734,1.3300952,1.2548015,1.0961753,1.340257,1.0296088,0.9190105,1.2230971,0.7248379,0.53547776,1.055446,1.1478226,1.0368325,0.82515097,1.2182723,1.0208228,0.7132752,1.2739931,0.8123626,1.1094469,0.8719633,1.0718869,1.034938,0.96170187,0.7463565,0.9981612,1.2350059,0.43522865,1.1742446,0.74573535,0.85401046,1.0379443,1.090774,1.357999,1.0524079,1.27245,0.9825956,1.1960607,0.71594584,0.86815464,0.90949744,1.2350014,1.2613504,0.8092058,0.8606013,1.0011364,0.972359,0.65707684,1.1893417,1.2673314,1.0468477,0.9703613,0.9361406,0.8401168,1.2425892,1.1010321,0.0,0.9089959,1.2798115,1.0449613,1.228076,0.7488055,1.2482419,0.8358575,1.1961286,1.0877826,1.1465638,0.8328408,1.0406992,0.9488852,1.0966945,0.76366425,0.8449062,1.2170185,1.1730664,0.95888746,0.3978668,0.79166543,0.8394048,1.3693893,0.63363254,1.0163487,1.134091,1.3132567,0.9540675,1.126059
pumpkin,1.1470137,0.7620278,1.2245072,0.71255505,0.7664884,0.94287276,1.0773782,1.2241256,1.309557,0.7269224,1.3101965,1.2598987,0.9576883,1.1248075,1.2358721,1.159661,0.82867587,0.9746406,1.2526981,0.84935045,1.1864765,0.67025703,0.99253494,0.5600498,0.8822862,1.1343236,0.9275809,1.1456317,1.0670869,1.0261996,1.2612816,0.7924175,0.7346846,1.2325155,0.9435402,1.0005065,1.0346777,0.8786026,1.069644,1.1820662,0.91156614,0.85115147,0.64798003,1.1076615,0.61822546,1.0130755,1.0478721,0.98430336,0.7750133,0.8968478,0.93596184,0.73756444,1.0366385,1.0250257,1.0468646,0.919841,0.7405793,1.0350714,1.0435971,1.0014734,1.1768782,0.9828401,0.8812925,1.1715764,0.94037235,1.1446505,1.2625418,1.0756571,1.15164,1.0572594,0.6365471,1.1161206,0.7225372,0.5919657,1.1692439,0.93537945,1.2540419,0.97634006,0.89505786,0.62302935,1.0316097,1.0766575,0.9089959,0.0,0.93009466,0.9082521,1.2223077,1.088494,0.8801376,0.7204659,1.1908478,1.0787445,1.1324942,1.2607987,1.1815171,0.7023517,1.0629203,0.7964442,1.1334149,1.058367,1.2154567,1.3201449,1.0018439,0.6868084,1.1460593,0.8822659,1.0519888,1.282129,1.079226,0.99547046,0.77208585,1.1595979
purse,1.1698202,1.0990938,1.195563,1.2080332,0.8167108,1.2263732,0.8445733,1.4335847,1.3568256,0.5850998,1.3072132,1.3467221,1.0410721,1.1263423,1.1181269,1.0793413,0.59099436,1.1368551,1.2578421,1.3379893,0.98143053,0.4074024,0.7880214,0.7179419,1.0766388,1.0019192,0.76752675,0.8764139,1.0169412,0.82815844,1.2653217,0.85056496,0.6787591,1.121466,0.7946768,1.2130023,0.8976535,0.9526287,1.0084181,1.017968,0.758113,1.2344154,1.049845,1.1551561,0.9674817,0.90990096,0.7970649,0.9513946,0.8400227,1.056672,1.0082079,0.8180401,1.113309,1.2542789,1.2294886,1.2381146,0.57976264,0.8627624,0.91778445,0.90381604,1.1819257,1.2227837,0.7408259,0.93416625,0.68357587,1.3422422,0.9748151,1.2849658,0.88150835,1.0121939,0.7738269,1.1071262,0.64892054,1.084964,1.2741029,1.1589131,1.3907282,0.88223124,0.8948729,0.85686177,0.94073427,0.82018507,1.2798115,0.93009466,0.0,0.5915981,0.846564,0.8065698,0.68631357,0.8247002,1.259177,1.0442917,1.046325,1.4627979,1.2221911,0.60145074,1.1445929,0.7690824,1.1380745,0.936019,1.2901244,1.4058678,1.0617961,0.8725214,1.1372875,0.8037654,1.0172222,1.2858623,0.7563039,0.11964595,0.66535723,1.1190153
radio,1.1193671,0.9381951,1.1549886,1.1160815,0.6369804,1.1822284,0.98182464,1.2729381,1.2836344,0.49293286,1.3541434,1.3579566,1.0283834,1.1912408,1.1207417,0.90778846,0.44139206,1.0404724,1.2324606,1.3254485,1.0157323,0.55284953,0.6287509,0.76162934,1.0216954,1.1217108,0.66020364,1.0294831,1.1856447,0.9023271,1.2474351,0.9109823,0.6015271,1.2680268,0.7509051,1.0795522,0.9058962,1.0126785,1.0027891,1.0450252,1.0346833,1.0543892,0.94815373,1.1836305,0.937208,0.76130855,0.81073534,1.1065798,0.7555307,0.96866345,1.0866207,0.8449872,1.2435403,1.0397556,1.0898612,1.2204615,0.68176556,0.8810792,0.76625025,1.1386932,1.1116056,1.2758777,0.892488,1.2454411,0.55107105,1.3385053,0.8787335,1.3576791,0.93924606,0.9644049,0.6933315,1.2349089,0.58133286,0.82131183,1.2270842,1.2491931,1.2822051,0.9067311,0.85542005,0.78590703,1.065176,0.85451716,1.0449613,0.9082521,0.5915981,0.0,0.8569466,0.8300408,0.82323015,0.8539611,1.2649355,1.2248547,1.1653018,1.3419092,1.2089328,0.66915256,1.2761269,0.830926,1.2251483,1.1230298,1.2538211,1.3483,0.8855712,0.85327935,1.2423027,1.0854927,0.8436849,1.2506998,0.753482,0.6244116,0.8293308,0.99288934
refrigerator,0.9971104,1.2307951,0.9023911,1.2750397,1.2236784,1.1421497,0.9256727,0.9095047,0.85666716,1.1438861,0.7933151,1.0798535,0.9655874,0.9109857,0.9479223,1.12516,1.0358112,1.1289157,0.96519566,1.1636676,0.83647764,0.99517006,1.2352953,1.1996195,0.83937335,0.75598395,1.1927736,0.55284905,0.8486399,1.0501145,0.8341642,0.90874255,1.2091343,0.8962378,0.95755833,1.1592348,1.0922704,1.0767113,0.70858514,0.96517664,0.9144469,1.0101299,1.2632574,0.8911078,1.2249756,0.966143,1.0349702,1.008939,0.9914721,1.3375598,0.91383356,1.1264473,0.9959815,1.2178351,0.83536774,1.1119133,1.1666957,1.1152983,0.98304313,0.90165913,0.9965662,0.9179368,0.9087674,0.9344927,0.9925641,0.93117446,0.8914997,0.99805707,0.9238286,1.1737638,1.2364362,0.80268884,0.9925068,1.2018391,0.9684473,0.8961752,1.0422612,1.1301824,1.134108,1.2086983,0.81521493,0.81173277,1.228076,1.2223077,0.846564,0.8569466,0.0,1.1669945,1.0075892,1.3325717,0.95030487,1.0853428,0.814335,0.9129816,0.8452735,1.2519292,1.0050993,1.2589874,0.940447,0.93221265,0.9900642,1.0043906,1.2329179,1.2952696,0.9457263,0.7734609,1.2664689,0.93355024,1.0139728,0.70930564,1.2509326,0.6633215
rooster,1.0791132,0.63263685,1.1613936,0.88460374,0.48136514,1.0507964,0.991608,1.1137106,1.3172252,0.79048264,1.2087197,1.2168235,1.1031361,1.341423,1.1478944,0.9039288,0.7074701,0.78407466,1.1464927,1.1618564,1.0009886,0.8910532,0.6676768,0.656456,1.3290992,1.4017568,0.579304,1.2370298,1.2177279,0.90427136,1.3359467,1.1076691,0.7579286,1.2794785,0.7263778,0.91517043,0.72308254,1.0730069,1.0486399,0.82611954,1.0157107,1.135066,0.8225235,1.2748666,1.061822,0.9382392,0.2631033,1.1646523,1.0662451,0.8542208,0.9626661,1.0036705,1.3722239,0.82747203,1.3220223,1.1939223,0.5845888,0.67676187,0.9059958,1.185,1.0790101,1.4497286,1.064873,1.1910113,0.5806159,1.1236553,0.8614961,1.4248946,1.0399171,0.55558604,0.7516691,1.1674879,0.90847665,0.80515194,1.2828772,1.3614645,1.1447718,0.9360355,0.9419321,0.86101544,1.2983761,0.8900341,0.7488055,1.088494,0.8065698,0.8300408,1.1669945,0.0,1.0268373,0.79217774,1.2423633,1.2300571,1.1559724,1.1820104,1.2328697,0.79571027,1.2924986,0.6813737,1.0187217,1.0533452,1.168852,1.1613995,0.65593433,0.777861,1.1484785,1.3595275,0.72921467,1.1503332,0.8741344,0.90138113,0.83241147,1.2228403
scarf,1.2115335,1.1334288,1.1518017,1.2455258,1.0222502,1.1940318,1.1710804,1.3038064,1.2227651,0.6995895,1.2774839,1.2446073,1.1571077,1.1326817,1.0568826,0.91367024,0.7916736,1.1928295,1.0630152,1.1828482,1.0239941,0.57632124,0.8901124,0.80403525,1.0799755,0.983617,0.9298528,0.9332824,1.0881165,0.7785505,1.1312457,0.9117114,0.7008168,0.9889347,0.9281602,1.240558,0.94995403,0.8952739,0.9980399,1.0592046,0.806898,1.0830562,1.0420101,1.111198,0.80547565,1.0217011,1.0669992,0.9519359,0.9015167,0.87601554,1.1403464,0.7718227,1.0328515,1.064775,1.0113777,1.0677074,0.82800776,0.939158,1.030238,0.9262523,1.1026666,1.0818057,0.795955,0.8464862,1.0085686,1.3381898,0.9993103,1.0688498,0.90293795,1.0548036,0.80522215,1.279293,0.84685916,1.0371091,1.2195618,0.9615697,1.1840131,0.7066567,0.7368101,0.8352997,1.0855979,0.89838,1.2482419,0.8801376,0.68631357,0.82323015,1.0075892,1.0268373,0.0,0.7291031,1.2992961,0.97767556,1.0364113,1.3420193,1.0946904,0.6649767,1.0608823,0.8333036,1.2196338,0.89577323,1.255213,1.2352823,1.1293505,0.8733599,0.979099,0.9495106,0.98796093,1.0831339,0.8195318,0.6885664,0.72506315,1.1792173
scissors,1.1574227,0.8315346,1.2154269,0.8558802,0.73623264,1.0408362,1.073339,1.3003286,1.389866,0.6442489,1.3519514,1.285782,1.1766943,1.2615094,1.1292027,0.97595984,0.73456824,0.90625304,1.1823475,1.0811093,1.0837567,0.65908206,0.6628272,0.5550458,1.1858637,1.2521884,0.7400554,1.3386908,1.1995721,0.85793054,1.4077106,1.0753545,0.39766884,1.2219303,0.89400315,0.9347775,0.9377323,0.95586014,1.1454413,1.018676,0.9465496,1.1182396,0.8706436,1.1928312,0.68092686,0.9349505,0.84497476,1.0379659,0.7788036,0.5624435,1.0577667,0.80665684,1.3152068,0.8945955,1.270359,0.9407058,0.7192538,0.9067555,0.9195037,1.1367939,1.1289672,1.2982208,0.64798445,1.1649933,0.7024165,1.2714818,1.067542,1.2887156,1.039845,0.8477176,0.6494741,1.234899,0.769384,0.8233947,1.3549299,1.214709,1.2511749,0.49705428,0.43439293,0.7536297,1.2816963,1.0131475,0.8358575,0.7204659,0.8247002,0.8539611,1.3325717,0.79217774,0.7291031,0.0,1.387816,1.171834,1.1830826,1.2176619,1.1495125,0.5518139,1.1042602,0.50027627,1.0806326,1.107645,1.3501406,1.2495837,0.82341594,0.6325928,0.7954014,1.2236485,0.6969975,1.1683438,0.94445217,0.8721985,0.6624564,1.207949
