,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
bottle,1.5550547,0.92635345,0.73210377,1.3845229,0.77640116,0.65800226,0.6201637,1.0248483,1.399681,1.2113998,1.4413359,0.49506325,1.4213464,1.4751167,0.7100706,1.4067315,1.1325567,0.0,0.63801116,1.3198843,1.0338907,0.30222976,0.78833437,0.14227176,0.7341254,0.851566,1.2944026,0.9420805,0.94808745,0.6666496,1.0002168,0.77591455,1.0307612,1.2503339,0.8331313,1.414452,1.1908553,0.42096448,1.2856967,0.21036708,1.1523316,0.9969232,1.1035259,0.9059337,0.9314805,1.1851684,0.64180857,1.229176,1.340262,0.9369306,1.1248552,1.5050243,1.1102469,1.0818229,1.2435352,1.2334332,0.70656985,1.0104967,0.79241633,1.2616749,1.2925556,1.2935328,0.5038187,0.9279784,1.2364781,1.2536514,0.5522878,1.3493118,0.5729465,1.2916441,0.66824055,1.2914017,0.7208751,1.2631943,1.1736555,1.0535316,0.6549744,0.49102104,0.9790094,0.50486946,1.2421471,0.66158843,0.5382657,1.138834,1.419035,1.3853533,1.5156981,1.2204429,0.5062777,0.59774125,0.6372588,1.0633276,1.122603,0.71009165,0.94736326,1.2838683,0.5842459,0.4379313,0.99524164,1.1641473,0.77422076,1.3443725,0.78644085,0.93517506,0.779168,1.3778507,0.8643706,1.2491672,0.6136392,1.3659518,1.2671927,0.46202224,0.686687,1.2598593,1.1224418,0.7216198,1.0486435,0.63348085,0.48585987,1.0186412,1.4178243,1.4432874,0.48144436,0.7127117,0.5656957,1.1545697,0.94191647,0.97822344,1.1206824,0.4656675,0.4730696,1.1503894,1.2767178
bowl,1.4134047,1.1934841,0.73703396,1.3170595,0.9040375,0.7891774,0.78380024,0.60450256,1.1474322,1.150428,1.3299346,0.7422242,1.2209798,1.4211221,0.9872769,1.2713343,1.0567447,0.63801116,0.0,1.14341,0.839764,0.4858508,0.95472246,0.62412167,0.96131283,1.0398848,1.252897,0.8368062,0.8251044,0.75943846,0.9973375,0.6523869,1.0638332,0.9308873,0.8341358,1.2964847,0.98239344,0.76331,1.2508345,0.37331456,0.92428315,1.0048082,1.206348,1.0381771,0.8612694,1.2205929,0.76053774,1.1986411,1.3036244,1.1501639,1.1237488,1.2884474,1.0555402,0.9506826,1.2007239,1.0577465,0.9989616,1.1071373,0.8241989,1.282146,1.1222258,1.2652297,0.6932903,0.95264953,1.0858675,1.278414,0.7101953,1.3676323,0.57524264,1.2356764,0.78746337,1.106546,0.94370013,1.340275,1.1347765,1.1319602,0.86716545,0.8814422,0.74464595,0.7871323,1.2850561,0.79187906,0.6993482,1.072872,1.4247823,1.3208871,1.2878745,0.93172514,0.7510637,0.79781055,0.76824653,1.0267985,0.92200154,0.7429241,0.33079755,1.202918,0.8218463,0.63018686,1.125387,1.1784872,0.8472413,1.1322778,0.78316444,1.070071,0.7679258,1.3917038,0.8556897,1.2616208,0.81884897,0.6901962,1.2965896,0.67534333,0.6788676,1.296727,0.79215443,0.5214674,1.0720135,0.71294653,0.8369411,0.971152,1.3406045,1.0777801,0.3830225,1.0436447,0.84893525,1.1149006,0.7618406,1.024598,0.7546385,0.8669312,0.8015566,1.0729884,1.2181375
box,0.6784311,1.2435352,1.2486608,0.66881204,1.099888,1.1960335,1.4388212,0.41488636,0.54922545,0.97574264,0.53671753,1.4793915,0.48346645,0.6457354,1.4080162,0.7468984,0.4489969,1.3198843,1.14341,0.0,1.2744348,0.87895715,1.1647285,1.2777874,0.9565829,1.301069,1.0296714,0.8026686,1.2155367,1.3734591,1.1272244,1.2301732,0.8449281,1.0192349,1.123464,0.647412,1.089119,1.4313228,0.27217442,1.3051302,0.7248876,1.101267,0.9234417,0.82993627,0.6901288,0.90953004,1.323446,0.9379479,1.0160481,1.2908669,0.54247236,0.6891907,0.88848716,1.0074173,0.88001096,0.64638263,1.3901334,1.1910332,0.7675393,0.9463942,0.8029768,0.89982045,1.4738811,1.1499822,0.47386736,0.71681815,0.94905305,0.91968125,1.2885207,0.37274098,1.1922611,0.7985563,0.8176397,0.8309258,0.6823158,1.1271735,1.227583,1.4317374,1.0760753,1.4584239,1.0496321,1.342432,1.0954537,0.92903894,0.6792964,0.8917913,0.44885272,1.0015792,1.3670913,1.3218172,1.403976,1.0715286,1.2112527,1.185841,1.1145644,0.8493254,1.128811,1.2669268,1.2761068,0.73298734,1.2371373,0.9736796,1.4089444,1.1200881,1.0870882,0.7870105,1.0953579,1.0679377,1.3084632,0.7291668,0.37326437,1.4605457,1.3463562,1.0087638,1.1296917,1.2186552,0.9464896,1.3473111,1.3458259,0.69491535,0.72819257,0.51975083,1.1993691,1.4453524,1.34404,0.8309018,1.0801091,0.38652313,0.8159083,1.3258592,1.4735107,0.93999064,0.98217994
bread,1.2485986,0.91782415,0.8526187,1.1999066,0.932829,0.939999,0.7431192,1.1470387,1.3262955,1.2796677,1.3839574,0.92130727,1.4010892,1.2208527,0.7691927,1.284169,1.1005464,1.0338907,0.839764,1.2744348,0.0,1.1720698,1.036073,1.0488924,1.0754379,0.8768701,1.1969135,1.2259681,0.5993391,0.81581,0.8119226,0.8055737,1.0686978,0.22853708,0.9285044,1.359222,0.21327579,0.8761492,1.3032675,0.95245814,1.0636387,0.9393412,1.0717002,1.1656929,1.0342127,1.2473992,0.74401176,1.1498017,1.0859067,0.9395854,1.102611,1.2046406,1.0820768,1.0518571,0.95034075,1.226444,0.95095634,1.0375597,1.0594827,1.1705338,0.8516289,1.0952054,0.8291265,0.95473355,1.2211298,1.3110435,1.2335322,1.280755,0.8995994,1.2751598,1.0743409,1.0568826,1.1213014,1.2201191,1.2017119,0.96310157,0.8844842,0.8905728,0.8157789,0.98719436,1.0577985,0.71264255,1.1015596,1.0769612,1.3452162,1.3102486,1.2264562,0.30362582,0.9688097,0.9076866,0.6591966,1.1948593,0.11344385,1.030967,0.48685777,1.0116652,1.109499,0.8861559,0.9187677,1.1815004,1.0284306,0.60117257,0.6337259,1.0030358,1.0471352,1.3035188,0.9845975,1.1483816,1.0115345,1.0244861,1.349443,0.818179,0.85895836,1.1353644,0.8045567,0.913667,1.1033667,0.9011896,0.93465555,1.1057397,1.3868423,1.1434486,0.7660713,0.8684702,0.8473252,1.1180831,0.9064784,1.0958834,0.55695736,1.1071875,0.9289482,1.2754729,1.2797194
bucket,1.3296767,1.1306151,0.8739681,1.2342436,0.8834338,0.7907945,0.94590396,0.6203648,1.1229714,1.1667478,1.2046175,0.8802188,1.1146718,1.2619541,1.0355356,1.2262186,0.8226077,0.30222976,0.4858508,0.87895715,1.1720698,0.0,0.8961041,0.35289025,0.80985165,1.052043,1.2636358,0.6508076,1.0264103,0.93588156,1.0438209,0.8445631,0.8538293,1.1821604,0.8196738,1.1943586,1.2060646,0.8548469,0.919963,0.37408173,0.90648454,1.0298247,1.0101696,0.72180337,0.70889455,1.1387553,0.88250285,1.2365816,1.4099448,1.1848953,0.9326032,1.2871131,0.9806389,0.99017864,1.1211238,0.9791685,1.0884538,1.0402108,0.64588207,1.276617,1.1675817,1.2376515,0.7753247,1.0122519,0.9752819,1.0830269,0.50885123,1.3480008,0.73148453,0.968166,0.7638153,1.1409944,0.47631747,1.1674088,0.9317279,1.2028373,0.90902954,0.95338565,0.86691487,0.8253484,1.2857146,0.916837,0.5262919,1.0164818,1.3241543,1.2921668,1.2793235,1.1507378,0.8248544,0.9129852,0.929524,1.0000099,1.2025049,0.74572307,0.85478854,1.2127783,0.6407004,0.6489618,1.1612114,0.9411052,0.84874535,1.2865273,1.1058036,0.97644204,0.74835527,1.2886747,0.8175901,1.311915,0.8362302,1.0020663,1.0016639,0.7753395,0.8923786,1.2751129,1.0421485,0.71249115,0.9869799,0.8692882,0.8982907,0.70735383,1.3121803,1.1809849,0.5821109,1.1007944,0.8607267,1.0187832,0.80453706,0.7085916,0.95057887,0.72717386,0.90461695,1.0372775,1.2576087
butterfly,1.1741533,0.9961665,0.82280385,1.2874218,0.9612982,0.8402332,0.8008512,0.8658239,1.3104411,1.1252095,1.177432,0.860837,1.2525389,1.1881658,0.8472102,1.1199962,1.0468625,0.78833437,0.95472246,1.1647285,1.036073,0.8961041,0.0,0.8690429,0.9165014,0.9423017,1.1664506,1.0971304,0.9181414,0.90393585,0.8653856,0.9172144,0.9197362,1.1318605,0.7418636,1.2149345,1.0953451,0.81393754,1.1067619,0.8727131,1.1161709,0.8300628,0.9891835,1.1408665,0.99953985,1.0512842,0.88881093,1.0332501,1.2342074,1.0556952,1.150653,1.2064805,1.0434753,1.0468347,0.742503,1.1545479,0.98960215,0.9600825,0.7579886,1.2124659,1.134554,1.2112992,0.6656723,0.7553086,1.1404725,1.009605,0.915099,1.2095594,0.86409295,1.1092792,0.85791254,1.3441397,1.1764343,1.103173,1.0953679,1.083782,0.99768,0.8708388,0.93140787,0.82259274,1.2269849,0.88259697,0.9920946,0.7936952,1.1493975,1.2986263,1.1639749,1.0909564,0.79978085,0.85390943,0.9257932,1.0406075,1.0149493,0.8144537,1.0387971,1.171976,0.7878412,0.81894934,0.99311477,1.1817712,0.64932233,1.1993941,0.8962331,0.7890854,0.65574336,1.2027981,0.783859,1.179692,0.9333914,1.2329597,1.093049,0.6690264,0.98825514,1.004417,1.0991397,0.8521845,1.0190351,0.8538095,0.9150364,0.94953454,1.1958884,1.2510637,0.8384853,0.98361886,0.9679062,1.0250963,0.86253023,0.87063026,1.0476043,0.91952074,0.8142786,1.1410304,1.0195391
can,1.5360526,0.9211001,0.8313443,1.4058189,0.92606753,0.7719137,0.61223793,1.0133648,1.3079138,1.1537076,1.3987895,0.41924965,1.3191122,1.5363169,0.66699135,1.3897303,1.1017249,0.14227176,0.62412167,1.2777874,1.0488924,0.35289025,0.8690429,0.0,0.69142884,0.8143501,1.2525102,0.8618218,0.92370033,0.6684517,1.073029,0.78027284,1.0205123,1.2592313,0.812473,1.3454132,1.2234917,0.38066483,1.1910468,0.21790248,1.2628965,1.0234442,1.1813834,0.7432859,0.7728058,1.199148,0.77120334,1.228958,1.3412858,0.93359727,1.1076715,1.5372269,1.1584142,1.1024201,1.3219724,1.3152184,0.66072077,1.0699881,0.9752935,1.2723523,1.3615942,1.3429079,0.58712035,0.9646452,1.2332455,1.2221835,0.6213144,1.3565042,0.5667287,1.1530643,0.64344156,1.3420749,0.84425837,1.3536193,1.1832358,1.0269992,0.51381,0.51837677,1.0041655,0.48384655,1.274837,0.7591344,0.3486461,1.190363,1.4337095,1.3588992,1.4671446,1.2373308,0.513769,0.574635,0.63963544,0.99966496,1.1139435,0.7079422,0.9120694,1.3532306,0.64354527,0.4432788,0.9821883,1.0985528,0.8339269,1.3782859,0.7578672,0.95542747,0.80288017,1.3867648,0.92797565,1.2204844,0.52224994,1.3404717,1.2250874,0.49388885,0.6402362,1.290492,1.0752437,0.7320494,0.98109585,0.5169742,0.44531143,1.0087153,1.4139973,1.474148,0.5418259,0.73047435,0.50398153,1.2185228,0.9710794,1.0763142,1.146732,0.35009015,0.5104619,0.99363416,1.2119317
car,1.340032,1.0090666,0.80368304,1.2066001,0.9163379,0.79868555,0.6328366,0.8720933,1.1474485,1.1588857,1.1871929,0.6478424,1.1319027,1.2681662,0.81631404,1.2607512,0.88600296,0.7341254,0.96131283,0.9565829,1.0754379,0.80985165,0.9165014,0.69142884,0.0,0.75740147,1.0570554,1.1249299,1.0819633,0.8519823,1.1864971,1.007306,0.79235476,1.2115893,0.95897114,1.2067055,1.1909838,0.69665015,0.8474633,0.8231777,1.1464698,1.0106117,1.0212586,1.0824803,0.94588953,1.1036929,0.9762962,1.1515287,1.0522496,0.9040167,0.7315697,1.2658985,1.1236295,1.1742656,1.0073348,1.116684,0.8033544,1.0356028,0.83319014,1.0836778,1.1689651,1.1036859,0.8618429,1.0117527,0.8699952,0.9565568,0.9214736,1.1918799,0.885366,0.7939162,1.0893081,1.1573942,1.1265552,1.1246783,0.7730712,0.96001166,0.80976087,0.689273,1.1994059,0.85573584,1.1832634,0.8898006,0.8419138,1.2434492,1.2478484,1.251775,1.1775818,1.2131944,0.7800888,0.80521226,0.7315195,1.0280379,1.0397655,0.973654,1.0410916,1.1658555,0.94120467,0.5477674,0.9923623,1.1887791,0.8485653,1.2278316,0.78135,0.9679602,0.766117,1.2035227,0.87081754,1.0375106,0.91327715,1.3237834,0.82445395,0.5327264,0.6987332,1.1027358,1.1043801,0.99723214,1.0672054,0.79097086,0.71643496,0.8814117,1.2004597,1.2679651,0.7362323,0.8691973,0.7853424,1.2112945,1.1762402,0.7349144,1.1186085,0.7794886,0.77159095,1.121401,1.1323614
carrot,1.3554583,0.47580367,0.79261434,1.0618435,0.9129354,0.75402796,0.5313071,1.1188452,1.2462227,1.1188394,1.4091996,0.59789133,1.2954227,1.3473866,0.64100933,1.3843683,1.149113,0.851566,1.0398848,1.301069,0.8768701,1.052043,0.9423017,0.8143501,0.75740147,0.0,1.077974,1.1271372,1.0135198,0.87391937,0.8739872,0.83452916,0.80180013,1.0739425,1.0914361,1.355854,0.97239274,0.6041654,1.2443495,0.9168385,1.1837212,1.1111317,1.0820603,1.197073,1.0248064,1.2346308,0.8607632,1.2243901,0.97014034,0.3186227,1.25807,1.3239655,1.1197118,0.9154115,1.0238804,1.276845,0.5514352,0.81674016,1.0503132,1.1649855,1.200311,0.71567816,0.8712574,1.1158888,1.149736,1.2947371,1.206452,1.1673856,0.83164525,1.1318405,1.1125875,1.0330966,1.1829503,1.0079005,1.2577708,0.70659316,0.6725821,0.59507644,1.1703682,0.4975838,0.83839345,0.72981507,1.0619018,1.2322766,1.3223846,1.257716,1.3189528,1.1274959,0.6410035,0.5823271,0.51312304,1.0251292,0.89874524,1.0471064,1.0638916,1.1040833,1.24374,0.9607974,0.68404627,1.3651819,1.0824965,1.1583567,0.713687,0.8961168,0.7559645,1.28923,1.0628725,0.9911616,0.89412606,1.1917862,1.2316705,0.58853865,0.6616579,0.9832744,0.86382747,0.8892972,1.1277399,0.5025126,0.6163371,1.1663332,1.3525625,1.3795093,0.7792753,0.40959704,0.53791183,1.0830758,1.1613643,1.1346784,1.2000445,0.8847132,0.6560126,1.1082323,1.1141917
cat,0.64731383,1.1076987,1.1601007,0.92180026,1.1591687,1.1750461,1.1972216,1.1968344,0.7786512,0.6688868,0.8287297,1.0451199,0.76552695,0.7716033,1.0357778,0.7765639,1.0344532,1.2944026,1.252897,1.0296714,1.1969135,1.2636358,1.1664506,1.2525102,1.0570554,1.077974,0.0,1.1196915,1.1471167,1.1099646,1.0280976,1.0579075,0.8611695,1.1151588,1.1450553,0.8234381,1.0890547,1.2374719,0.94670886,1.2913487,0.9517226,0.7207837,1.0209721,1.0804708,1.2928507,0.9197452,1.2273666,0.7921895,0.74253064,1.1723278,0.9717265,0.87089634,1.0162586,1.1055044,0.87331045,0.8974948,1.1004683,0.95303553,1.1916633,0.8773393,0.9453918,1.0178871,1.2493335,0.85430104,0.98242867,0.79311144,1.1143326,0.79379946,1.2657481,0.9620595,1.0918381,0.87353474,1.0745991,0.8251784,0.8935625,1.0302902,1.1095791,1.1960195,1.0636189,1.1778369,0.911436,1.1926835,1.137661,0.91619194,0.7885198,0.7614011,0.87800175,1.1217748,1.2724338,1.2952635,1.1607981,0.85064656,1.1209532,1.0744251,1.233294,0.87152314,1.0313653,1.2053087,0.97257376,0.9950316,0.9472823,0.9487203,1.0976995,1.0467345,1.2350522,0.78005815,1.0610424,0.8080751,1.0741161,0.9696208,0.82900107,1.2437034,1.0126712,0.8151934,0.93549347,1.2643646,0.87098473,1.2052349,1.1998779,1.0993915,0.6776048,0.93347573,1.3382136,1.221025,1.1354654,1.05813,1.1075052,1.2326281,1.1934896,1.0684373,1.1955112,0.7274747,0.6679671
chair,0.91565704,1.0434806,1.2929422,0.88496244,1.1701976,1.1857213,1.3109756,0.70167875,0.8240954,1.063962,0.92023134,1.2580616,0.65102243,0.89971226,1.2512939,0.8384856,0.9631256,0.9420805,0.8368062,0.8026686,1.2259681,0.6508076,1.0971304,0.8618218,1.1249299,1.1271372,1.1196915,0.0,0.9193156,1.2400725,1.0473268,1.1291476,0.8891496,1.1589813,0.7512351,0.8669251,1.0406096,1.2559794,0.7359803,0.93576574,0.9605818,1.1346889,0.8874581,0.5888963,0.60069215,0.8157101,1.2704082,1.1817721,1.2007601,1.0716398,1.0321382,0.951949,0.83220434,0.8247292,1.2061069,0.9260631,1.2437482,0.788504,1.0190016,1.0126237,1.099113,0.8541553,1.0488565,1.1415212,0.9541545,0.75597495,0.84536916,0.94203013,1.0426598,0.79091877,0.98755705,0.9505436,0.7677326,0.84199333,0.86687446,1.1037383,1.0605847,1.3243507,0.8519759,0.9976754,1.1006448,1.3055677,0.6802793,0.958299,0.9781466,0.8216612,0.8750343,1.1187801,1.11447,1.1100926,1.3098506,0.80429643,1.2923722,0.98270124,1.0437382,0.9659942,0.8614846,1.0634313,1.1426991,0.7045603,1.0866753,0.9949668,1.2893453,0.9562957,1.0642989,0.90006644,0.98080164,1.0451218,1.0244898,0.8000948,0.884605,1.2627071,1.2176095,0.9587418,1.0199307,0.9351716,0.8746974,1.0512947,1.1996764,0.5880225,0.91439736,0.92568797,1.129835,1.1982834,1.1284267,0.86915654,0.70586234,0.9675975,0.9887535,1.0166125,1.2433118,0.81038433,1.0245247
chips,1.1072232,0.9782346,0.9945722,1.2591472,1.02702,1.019267,0.85182524,1.0069528,1.209442,1.2127938,1.2510902,0.94860107,1.2027547,1.1184046,0.922083,1.0588117,1.1900129,0.94808745,0.8251044,1.2155367,0.5993391,1.0264103,0.9181414,0.92370033,1.0819633,1.0135198,1.1471167,0.9193156,0.0,1.0049306,0.9413767,0.8576033,1.0121161,0.8366996,0.614022,1.196805,0.5456527,0.93584186,1.2390007,0.92339605,1.1245731,0.9361572,0.949234,1.0622299,0.94846386,1.0173308,0.96721166,1.0984924,1.2061051,1.0838288,1.1213957,1.0728885,1.017206,1.0895883,1.0237432,1.2043142,1.0384476,0.623115,0.9966793,1.2107033,1.0377581,1.1936598,0.742653,0.898901,1.1291878,1.005258,1.1323388,1.2031857,0.8999809,1.2074862,0.9928242,1.1899939,1.1371571,0.9268045,1.1264124,1.1570995,0.8026014,1.0233468,0.47504961,0.8878099,1.1191739,0.9574055,0.916507,0.87048066,1.239297,1.0772637,1.2275867,0.8474645,0.9820954,0.95238924,0.8507134,0.80628306,0.71095747,0.92256993,0.7630378,1.0460119,0.8068558,0.912786,0.90397215,1.1085194,0.8710949,0.857775,0.7937979,0.8934086,1.046301,1.2314363,0.76237744,1.0742893,0.8709832,1.0601491,1.3398821,0.8594405,0.94231486,1.0484593,0.8659898,0.92951596,0.98722357,0.8160855,0.98011357,0.92608863,1.2747676,1.2530406,0.9050246,1.0214189,0.96107143,1.1901691,0.47303313,1.1672136,0.7707631,0.9930223,0.98157173,1.2207438,1.2285835
clock,1.4597983,1.041246,0.75478935,1.3892137,0.77002424,0.78841764,0.63969797,1.2333353,1.2147381,1.1405202,1.3857608,0.4410053,1.4566908,1.3728445,0.643919,1.4053423,1.1644715,0.6666496,0.75943846,1.3734591,0.81581,0.93588156,0.90393585,0.6684517,0.8519823,0.87391937,1.1099646,1.2400725,1.0049306,0.0,1.0506877,0.57771057,1.1879262,0.98851526,1.0097815,1.3921909,1.0132346,0.47715545,1.422721,0.46587682,0.9097948,0.96628344,1.2503743,1.1162419,1.0665159,1.3313277,0.5890073,1.0521864,1.1127542,0.9370384,1.1069385,1.3141699,1.2534035,1.0597581,1.0745826,1.2164025,0.60928136,1.3151894,1.0009168,1.1782901,1.0910124,1.2741387,0.6349875,0.92041683,1.2924134,1.435778,0.84763265,1.3143351,0.69523734,1.4276377,0.6688331,1.1820557,1.0764539,1.4152353,1.2767181,0.971048,0.7034151,0.40374136,1.0879234,0.7262219,1.1453273,0.6971632,1.0071847,1.0760235,1.3745055,1.3729746,1.2705232,1.0276078,0.6511623,0.6696338,0.6687505,1.2390144,0.856405,0.90538967,0.7371211,1.2296164,0.9520446,0.5984471,0.8487677,1.3202169,0.8582611,1.1053013,0.39133197,1.181475,0.7969221,1.3395275,1.0724201,1.1657989,0.68580556,1.093409,1.2955608,0.48050046,0.5185573,1.245003,0.69148326,0.76481056,1.0245774,0.785058,0.5284959,1.317584,1.3414829,1.2222722,0.57270503,0.73581237,0.57777125,1.1490167,1.1781894,1.139507,1.1134063,0.62814105,0.47353828,1.1458203,1.1018755
coat,0.9905103,1.0144413,0.97287357,0.97678846,0.9299303,0.92446905,0.9719378,0.92313856,1.2078106,0.949523,1.139591,1.0159394,1.2067603,1.053315,0.90409136,1.0652558,0.9678135,1.0002168,0.9973375,1.1272244,0.8119226,1.0438209,0.8653856,1.073029,1.1864971,0.8739872,1.0280976,1.0473268,0.9413767,1.0506877,0.0,0.96802336,0.93421793,0.8583495,0.88338244,1.1926877,0.7781625,0.9816696,1.1476581,1.0471562,1.0129603,1.0008953,0.99301434,1.0771388,1.1058984,1.1237016,0.9023318,0.80685395,1.0971847,0.90598595,1.1350745,1.0814637,1.0563024,0.9587433,0.9239228,1.1375649,1.041487,0.8929138,0.87110794,1.1887071,0.917265,0.8501711,0.9599167,1.0149752,1.1398362,1.1443582,1.0896586,1.1606171,0.9472575,1.1642569,0.88583505,1.0862247,0.93473554,1.0943207,1.1628898,1.0115807,1.0383302,1.0054619,0.88548315,0.9832328,0.9699042,0.9060975,1.1466919,0.834088,1.092094,1.147869,1.0439605,0.8910521,0.93113065,0.9227866,1.0118482,1.0543734,0.8445146,0.9826369,0.9768169,0.9602121,1.0433127,1.0178026,1.1038562,1.1846248,1.0157057,0.96614194,1.03615,0.94452274,1.0208467,1.1427505,1.017397,1.1972009,1.0866178,1.0809819,1.1941013,0.9862636,1.0955919,1.0617447,0.985958,0.9306375,1.1044418,0.9793323,1.0046895,1.0991603,1.1382651,1.1027579,0.9912891,0.85559386,1.0733632,0.97874105,0.7959591,1.0083665,0.97897243,1.1521841,0.965995,1.0329354,0.9445074
coffee,1.4128402,1.0905544,0.67403436,1.3746843,0.65588784,0.6418375,0.8311146,1.0418954,1.1860842,1.1526712,1.3678368,0.7067739,1.3679305,1.4011194,0.7125023,1.3549145,1.0543685,0.77591455,0.6523869,1.2301732,0.8055737,0.8445631,0.9172144,0.78027284,1.007306,0.83452916,1.0579075,1.1291476,0.8576033,0.57771057,0.96802336,0.0,1.0340133,0.902358,0.93107784,1.3952717,0.9611501,0.65141606,1.3546934,0.63075984,0.7151285,0.8816148,1.1941926,1.0250677,0.9145045,1.3346903,0.5281428,1.1396748,1.2568758,1.0173062,1.1552817,1.3072538,1.242176,1.1320577,0.9184157,1.1716336,0.8562699,1.264642,0.86289865,1.2538455,1.0950264,1.2448837,0.6823067,0.83967245,1.2021248,1.3971202,0.89636505,1.3559594,0.7619927,1.3194959,0.7335429,1.0534836,1.0318215,1.3654193,1.1939602,1.0537829,0.75011295,0.7705345,0.9698678,0.80138195,1.1169723,0.57816076,0.94502974,1.0119127,1.4130088,1.3943908,1.2643843,0.9354596,0.83950734,0.7975062,0.59611094,1.1872624,0.82781136,0.8580479,0.7275688,1.0485723,0.9270404,0.7100632,0.85553557,1.2725247,0.8162348,1.1703618,0.59364533,1.0653261,0.75619626,1.4352655,1.0055075,1.218574,0.72242546,1.0017337,1.3204794,0.6344172,0.7571135,1.2132505,0.52632374,0.78493404,1.0933045,0.84037626,0.7408937,1.2593694,1.4236801,1.273066,0.48475385,0.9157198,0.6659882,1.1987501,1.0339472,0.9749082,0.98424983,0.80679065,0.7548694,1.0749054,1.16698
comb,0.98633635,1.0034622,1.1115707,0.9641404,1.0726713,1.0467756,1.0639602,0.79802966,0.86722285,1.0862381,0.9862251,1.0779278,0.82684433,0.9882787,1.134562,0.9157418,0.78314203,1.0307612,1.0638332,0.8449281,1.0686978,0.8538293,0.9197362,1.0205123,0.79235476,0.80180013,0.8611695,0.8891496,1.0121161,1.1879262,0.93421793,1.0340133,0.0,1.0497521,0.8586131,1.0119724,0.9363806,1.0713105,0.86358607,1.1515138,0.9658128,1.1355517,1.0898334,0.98798513,0.844792,0.9240471,1.1761872,1.1003231,1.0815439,1.0044739,1.033813,0.957232,1.0762897,0.83478224,0.9498148,0.98372114,1.2412833,0.8217627,0.7754198,1.1469433,1.0866529,0.9022121,1.2695862,1.1776248,0.8549209,0.86247563,1.0321777,1.0778571,0.9198134,0.82190144,1.145803,0.90283024,0.82072175,0.77872485,0.9324127,1.0122412,0.95616615,1.2268816,0.97161365,1.0648413,1.0790772,1.0955848,1.0176755,0.9734295,1.0186,1.0429971,0.93148315,1.1136978,1.0875461,1.0563399,1.0653858,0.82044834,1.0427858,1.0910803,1.0900867,0.9753643,1.0526164,0.9786104,1.1515383,1.0986261,1.0886885,0.992789,1.1961758,0.8510571,0.8354423,1.0705189,0.92296267,1.0008461,1.0031371,0.95628214,0.8366674,1.0128967,1.0612817,0.8169349,0.95847076,0.89804137,0.95271885,1.014196,1.1646912,0.8449313,1.0957508,1.0444251,1.0201246,1.1182069,0.9438526,0.8253736,0.93168515,0.8902011,1.0399947,1.0207145,1.2162696,1.0218512,0.98521733
cookie,1.0759698,1.0444902,0.9621522,1.1060014,0.9363872,1.0047698,1.0369126,1.0375534,1.1173757,1.195839,1.190656,1.1996908,1.201787,1.0062665,1.0261801,1.1553199,0.9395189,1.2503339,0.9308873,1.0192349,0.22853708,1.1821604,1.1318605,1.2592313,1.2115893,1.0739425,1.1151588,1.1589813,0.8366996,0.98851526,0.8583495,0.902358,1.0497521,0.0,0.9959953,1.1948273,0.32248282,1.2132277,1.1179564,1.1367497,0.87142503,0.9637365,1.0380632,1.0446006,0.9720695,1.1019905,0.84350324,1.0586396,1.0383501,1.0945953,0.9824343,1.0076435,0.95986223,1.0305467,0.87858236,1.0028117,1.1598468,1.1227783,0.9709052,1.022267,0.80012316,1.0209999,1.0816815,0.9992775,1.0927173,1.184935,1.1963034,1.1821644,1.1245463,1.1203336,1.0736481,0.88817894,0.9844417,1.1693032,1.0165213,1.0094256,1.0580375,1.1418169,0.8678648,1.263264,1.0301464,0.85423243,1.1626021,1.0055214,1.1416003,1.1737591,0.9904543,0.068446875,1.2381289,1.2050929,0.88575673,1.2521966,0.12119621,1.0877846,0.5459997,0.8418969,1.1878762,1.0714723,1.0222946,0.97560954,1.1395286,0.5762014,0.9032216,1.0814261,1.140664,1.1095179,0.9956091,1.0727265,1.2188902,0.84154886,1.1835188,1.1078918,1.0543952,1.129235,0.7693585,1.0276078,1.065999,1.1621583,1.1864433,1.0483639,1.1964136,0.9118613,0.9368944,1.1038864,1.0770639,1.01269,0.96302813,0.9886818,0.54479825,1.3160684,1.203548,1.1575029,1.2333993
