,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,0.94968253,1.0974464,1.0616338,0.92024213,1.0372692,0.62610316,1.1020982,1.0504122,1.0471222,1.0877199,0.723377,1.1847266,1.038151,1.1278968,0.98191357,1.0615075,0.91228443,1.0098176,0.7332736,1.0721171,0.87853736,1.0580778,1.1542002,1.1429234,0.4571501,1.1379141,1.0622125,1.0231079,0.97036517,0.9135046,0.8784987,0.63876665,0.98620474,0.55077314,1.0549831,1.0730988,0.9533613,1.0813985,1.0235169,1.0177723,0.98784065,1.0520028,0.9325181,0.95567983,0.9543863,0.93053657,1.1004908,1.1003182,0.9838055,1.0170591,1.0261964,0.98012394,0.94840735,0.74817693,0.97971255,0.91983795,1.0662103,1.0467741,1.2064285,1.0229453,0.93608505,1.2705679,1.0067674,1.1274614,1.0083952,1.0741638,0.9626694,1.090845,1.1444924,1.0840361,0.0,1.1009338,1.1054512,1.2249192,0.942133,1.0817078,1.094523,0.9692391,1.0469211,1.0919726,1.1111022,1.0242956,1.0124876,1.0560707,0.96649116,1.0225912,0.8701319,1.0335349,1.2147267,0.94622797,1.0529687,1.1651558,1.0458665,1.1605921,1.025498,0.7775028,1.0172918,1.0650886,1.1139414,1.1271403,0.9754751,0.9828042,0.88263065,1.0272694,1.0124946,0.998943,1.1132447,0.7200185,1.0368143,1.0431503,1.2273126,1.1096553,1.102905
oven,1.1754887,1.0555687,0.88658714,1.1467326,1.0004517,0.98601073,1.0566388,0.58387685,1.0801504,0.9402433,0.8059391,0.97727185,1.1322818,0.9495206,1.0215224,1.1616418,1.10306,0.9055873,1.0517112,0.8676988,0.9355184,1.1775064,0.9078529,0.74396235,1.0463476,0.76329017,0.6860288,1.0563077,0.8068263,0.759252,1.0706873,1.211241,0.97197384,1.0348961,1.1873305,0.626923,1.1421007,0.8663359,1.1519313,0.5221821,0.84706134,1.0815451,1.1491832,1.0425398,1.1846956,1.1299186,1.2841041,1.0875294,0.98115206,1.1872885,1.0017947,1.0441985,1.199162,1.0794418,0.9363677,0.942839,1.1988986,1.1584271,0.5825555,0.9331582,0.8305218,1.0138922,1.1384722,1.0004174,1.1452262,0.8523134,1.2905804,1.0363797,1.0462958,1.107493,1.1009338,0.0,1.0357463,0.662579,0.9091052,1.0755062,1.0428214,1.146519,0.6914469,0.9971688,1.0669646,0.99861544,0.95817524,0.44862664,1.1599531,1.1759284,0.7964153,0.9340073,0.9920124,0.80168045,1.0429562,1.0299327,0.98758703,1.1073667,1.0693725,1.211858,1.2400427,1.048542,1.0958517,0.9160222,1.1434071,1.1304252,1.2078613,1.2765398,0.91141903,1.0024929,1.1284662,1.2474465,0.90531063,0.71386254,0.8944069,1.1607115,0.8464779
pajamas,1.2533984,1.2650061,0.4314363,0.9717368,1.1804522,1.1282347,1.2228787,0.93656194,0.5172213,1.090781,0.768803,0.5311567,1.3707864,0.5189341,0.9732737,1.3091242,1.16817,0.7802314,1.153862,1.1049707,0.9484671,1.4106784,1.2736666,1.0741032,0.96062964,0.7979846,0.7813529,1.2999265,0.8066508,0.8306019,1.2687061,1.2660805,0.47988212,1.0114208,1.3726951,1.0807673,1.2950208,0.9801454,0.8036612,0.993002,1.3279287,0.54054314,1.2652235,0.78255796,1.0112542,1.3503932,1.0868866,0.89756995,1.213513,1.1500322,1.0818852,0.9848472,0.7668762,1.0867894,0.6811064,0.61734694,1.2013514,0.51300836,0.73129696,0.6844086,0.7250352,1.3964033,0.9688158,1.3051674,0.776955,1.0232322,1.2878971,1.1062158,1.1505315,1.1608243,1.1054512,1.0357463,0.0,1.0727328,0.8085363,1.2997568,1.3012674,1.3045284,0.6902988,0.6756716,1.3496718,1.0656853,1.0890996,0.8750789,1.3383983,1.1788625,0.9075257,0.25764775,1.1278441,0.66393286,0.7789281,1.1921229,0.9725113,1.2580496,0.972583,1.3141708,0.7895633,1.3393279,1.1699771,1.1553385,0.4259513,0.74171907,1.2827078,1.0266823,1.0795662,0.8817996,1.3028725,1.285579,0.7815524,0.9762562,1.3488326,1.2751849,1.0260655
pants,1.1057068,0.65917814,1.2449815,1.1650294,0.69158196,1.1888367,0.86895245,1.0198872,1.3410252,0.6050618,1.0676076,0.9617293,0.99206895,1.2188889,1.2060704,0.88047814,1.0894396,1.2020986,0.795012,0.88018334,1.0792898,0.9868521,0.6911716,0.9680879,1.1515571,0.823148,0.95509416,0.9402099,0.9062425,0.9403252,0.9118633,1.1681898,1.284811,1.2259171,0.8399628,0.93421215,0.89555275,0.924429,1.2739633,0.83084816,0.8982506,1.1520296,0.9121971,1.1491878,0.9475814,1.0509471,1.1896274,0.99731666,1.02188,1.1165947,1.0043352,0.9447612,1.2114784,1.2022531,1.0089077,1.1477929,0.8275481,1.3321102,0.7897269,1.1765239,1.1315391,0.6595076,1.2523141,0.697777,1.2325437,1.1162897,0.9782431,0.94853014,0.6185062,0.85272074,1.2249192,0.662579,1.0727328,0.0,1.2085494,0.87102693,0.9795874,1.0574713,0.679577,1.1860281,0.8137426,0.83138347,0.86750466,0.88959813,1.0572909,0.99279696,1.0036373,1.0951269,0.85561514,0.88504994,1.2123501,0.702869,1.0570314,0.67810404,1.1949463,1.0103039,1.2181865,0.8292657,0.8243855,1.0100579,1.3486646,1.295461,1.1380905,0.93150854,0.7393546,1.1833355,0.8153744,1.1996231,1.0290108,0.87501866,0.6994746,0.8132187,0.7893317
paper,0.96934146,1.4286697,0.59916204,0.9325802,1.3935726,0.9075161,1.2922809,0.9069907,0.4379241,1.3179103,0.8059102,0.69741696,1.1664889,0.42938387,0.20439172,1.4157692,1.3142475,0.23719257,1.2853374,1.1958286,1.0256326,1.2690983,1.4416447,1.1275878,0.85769457,0.9332767,1.0086646,1.226789,0.9481865,0.82995343,1.2589194,1.0502528,0.6862984,0.7336703,1.4669878,1.0191512,1.3870744,1.0440819,0.71460724,0.96681124,1.1797243,0.8378986,1.2643744,0.934762,1.1218312,1.3857467,1.0238336,0.7675094,1.0018537,1.0767394,1.1483767,1.2483721,0.91814715,0.5547011,0.9649961,0.5307641,1.4629276,0.73354805,0.7593085,0.51542515,0.8592247,1.4360392,0.8761602,1.3064188,0.71836793,0.9190703,1.4772795,1.2863517,1.4565926,1.3925679,0.942133,0.9091052,0.8085363,1.2085494,0.0,1.4486097,1.3495412,1.0769355,0.9723636,0.45079774,1.3594038,1.1963977,1.112211,0.7981274,1.0878866,1.1698415,0.70316607,0.7750205,1.1676213,0.9394634,0.6536895,1.3806345,0.7221539,1.5495162,1.0055351,1.3432847,0.8789943,1.225357,1.1778729,1.2153795,0.5904745,0.4775048,1.2245888,1.286035,0.971935,0.47287577,1.4038672,1.031947,0.581077,0.8919717,1.356944,1.4610667,1.0806298
pen,1.0854281,0.55861837,1.4300213,1.2692113,0.8095868,1.1272731,0.7150599,1.2428988,1.4446554,0.5678699,1.204018,1.1953979,0.81534874,1.4759008,1.2610853,0.41245437,0.6169891,1.482336,0.56745815,1.0270911,1.2043252,0.7039,0.6755593,0.95442176,0.98156756,1.242825,1.2793713,0.5944846,1.1129729,1.1002343,0.71857023,1.1061184,1.4518045,1.1026584,0.16903865,1.1488173,0.3231603,1.2376382,1.4556767,1.2417507,0.74595135,1.3020778,0.8868385,1.2248504,0.7736411,0.38066256,1.0436448,1.2234374,0.7826756,0.93507004,0.88656974,0.6037287,1.2005565,1.025549,1.1523893,1.236671,0.42003918,1.3257071,1.2436892,1.2209095,1.2034706,0.6147306,1.3226038,0.69676495,1.4176211,1.2057673,0.42876112,0.907921,0.37700552,0.5747716,1.0817078,1.0755062,1.2997568,0.87102693,1.4486097,0.0,0.2141074,1.1367097,1.1448635,1.2821013,0.45884776,0.6527108,1.1398039,1.2617965,1.1469152,0.7350148,1.1072319,1.3992739,0.86227226,1.1430917,1.2146164,0.6505672,1.2336771,0.33749592,1.0501133,0.6892606,1.2436554,0.71336335,0.8666243,1.0712554,1.3891219,1.4240084,0.786347,0.6833728,0.99258775,1.2549831,0.4754486,0.97064126,1.2343823,1.1593273,0.7380634,0.24534988,0.9564355
pencil,0.9408255,0.6993334,1.4074607,1.0854361,0.9252986,0.97451913,0.7090477,1.2166039,1.3619428,0.81161517,1.227008,1.178943,0.83902246,1.3853495,1.0840452,0.50717616,0.74148583,1.305361,0.7009476,1.0193685,1.2383934,0.7610165,0.7011593,0.8976382,0.95333344,1.2365878,1.2616829,0.64485,1.1165804,1.1430621,0.67320436,0.97370684,1.4143649,1.0118096,0.3399837,1.0679438,0.46714908,1.1349857,1.3322868,1.184648,0.84331167,1.3204076,0.87275237,1.1791726,0.91631687,0.56375444,0.9508074,1.2747859,0.758502,0.7349994,0.83918166,0.7374168,1.1840674,0.8719425,1.1550739,1.2591686,0.55162597,1.2740695,1.2731714,1.1922598,1.1932063,0.6316159,1.2379899,0.74192387,1.3815157,1.1472028,0.601671,0.94197625,0.5460801,0.6433316,1.094523,1.0428214,1.3012674,0.9795874,1.3495412,0.2141074,0.0,0.99325025,1.2894408,1.2122679,0.58042455,0.79909915,1.1371436,1.1728505,1.0082071,0.74571174,1.2524214,1.4174519,0.84114957,1.2403,1.1519935,0.84695774,1.1933255,0.5284982,1.1348786,0.7353088,1.2505331,0.8110137,0.86563766,0.9343568,1.3096281,1.3450356,0.70045,0.8439825,1.0160222,1.1709559,0.64642155,0.8576608,1.2427762,1.0879914,0.83425915,0.45799315,0.9667701
pig,0.52418804,1.0294857,1.3194473,0.8945914,0.99055827,1.0474217,0.7328448,1.0335778,1.2414693,1.0935241,1.2006435,1.1691989,0.72544384,1.2387974,1.0137309,0.9705125,1.023207,1.0289762,1.0141177,0.94421303,1.0638894,0.72992337,0.9219872,1.0058961,0.9844953,1.1295543,1.1473626,0.9758951,1.1291121,1.1036088,0.81211776,0.84487563,1.2887223,1.0799943,0.9380851,0.9774187,1.0180799,0.9423739,1.0113485,1.0719813,0.89776015,1.2225664,0.8521285,1.0801147,1.1028726,0.92384076,0.7950274,1.1097653,1.0632169,0.62194145,0.8696619,1.2282524,1.0392182,0.9479226,1.2901745,1.306869,1.0395805,1.2038643,1.2308605,1.2699789,1.1432165,0.75837225,1.0179611,0.9633244,1.0632826,1.0019381,0.9194639,0.9409518,1.0832108,0.977158,0.9692391,1.146519,1.3045284,1.0574713,1.0769355,1.1367097,0.99325025,0.0,1.3271397,1.1894418,0.9208663,0.9487583,0.7607342,1.1446363,0.026367784,0.8616458,1.1616805,1.3206134,0.9200379,1.2988421,1.2557,1.0022372,1.0892018,1.0068426,1.0617595,0.851014,1.1127692,0.85963047,0.7878163,0.84903616,1.1538959,1.114313,0.8784344,1.0916446,1.056996,1.100586,1.0398912,0.75305724,1.1045091,1.0758693,0.8890967,1.0661496,0.9457991
pillow,1.2775253,0.9991763,0.75445336,0.95752287,1.0575924,1.0316187,1.2413766,0.88964677,0.9492555,0.69988245,0.5417292,0.7401029,1.2673534,0.89263463,1.1268463,1.3538231,1.2001822,1.0245372,0.8926251,1.044582,0.92880595,1.3256712,1.090919,0.9827226,0.917649,0.3438908,0.62244266,1.3837385,0.68260276,0.7991119,0.9555768,1.3715222,0.58765906,0.97230184,1.265341,0.8119673,1.2842436,0.6688824,0.9812098,0.8805054,1.0132437,0.89462173,1.2102284,1.0304551,0.7934742,1.2055833,1.3727465,0.81449556,1.0801616,1.1441679,1.1664058,0.87430155,0.78122807,1.1868677,0.6465672,0.6928507,1.0373389,1.0248195,0.6821561,0.8292066,0.70433134,1.2431457,1.1019113,1.2310871,0.8027519,1.0461661,1.3159907,0.95638055,0.9287271,1.0392516,1.0469211,0.6914469,0.6902988,0.679577,0.9723636,1.1448635,1.2894408,1.3271397,0.0,1.060252,1.113576,0.8731729,1.0559163,0.7395491,1.3516917,1.2550373,0.76568073,0.68002594,0.98320293,0.4668733,1.0024511,0.95744306,1.0865844,0.8887008,0.9892132,1.3136127,0.82625145,0.98245347,1.1908302,1.2090155,1.0289131,1.1388812,1.3368803,0.909024,0.8979093,1.1136849,1.298027,1.4178015,0.95445347,0.8898847,1.1311164,1.1159143,0.9937278
pizza,1.0948366,1.3560162,0.4767235,0.91698587,1.3353934,1.1051654,1.3136599,0.88373786,0.2862674,1.3341017,0.9558332,0.6160451,1.1505299,0.25921714,0.6592585,1.2367845,1.3282609,0.52729553,1.359047,1.1102933,1.2266679,1.1734467,1.452926,1.0596707,1.064463,0.9245242,1.1113625,1.105898,0.95404357,0.94411284,1.213234,1.1461917,0.5812317,0.9169156,1.3991528,1.0982895,1.3745383,0.9861591,0.8173079,0.9682211,1.2894592,0.7742974,1.1798497,0.84347355,1.2483534,1.190378,0.8982279,1.0457929,1.0319856,1.0812231,0.9237741,1.1417347,1.0931511,0.9048044,0.93784255,0.6645126,1.3970574,0.5707474,0.73391116,0.603414,0.88592243,1.2738507,0.97022545,1.1688592,0.95445275,0.92219925,1.4094348,1.2556825,1.3133613,1.3271632,1.0919726,0.9971688,0.6756716,1.1860281,0.45079774,1.2821013,1.2122679,1.1894418,1.060252,0.0,1.2538733,1.364425,1.1431807,0.8436738,1.1894808,1.2203985,0.98835665,0.5942321,1.1975323,0.902549,0.5561998,1.2448454,0.8978549,1.4528482,0.88075554,1.329602,1.1074852,1.1676354,1.1885272,1.1384579,0.5541862,0.3993069,1.283014,1.2710654,1.2252653,0.6577067,1.2683146,1.2422774,0.7459858,0.78135395,1.2779423,1.3349565,0.934536
plant,0.9733512,0.6130096,1.3843611,1.2502482,0.8213158,1.1779308,0.83073324,1.2354834,1.3817627,0.71321607,1.3194947,1.2387941,0.7275968,1.4181657,1.2403738,0.31749034,0.72861826,1.4277723,0.81213635,0.9796477,1.1938194,0.62463516,0.5728733,0.96681076,1.0593518,1.1655549,1.2025423,0.47463274,1.1374327,1.1707258,0.7323775,0.98556453,1.356282,1.194334,0.4533286,1.0701249,0.4092846,1.0209976,1.375059,1.1092583,0.8531724,1.2828538,0.85012674,1.1616455,0.8219466,0.47573364,0.87990266,1.143823,1.025682,0.934248,0.943738,0.8070979,1.2222652,1.1509924,1.1897535,1.2802395,0.48138785,1.3006852,1.2290962,1.304084,1.231667,0.48011827,1.1959527,0.52182096,1.3321424,1.1553227,0.5036703,0.90540373,0.60238093,0.7285092,1.1111022,1.0669646,1.3496718,0.8137426,1.3594038,0.45884776,0.58042455,0.9208663,1.113576,1.2538733,0.0,0.81908005,0.9822348,1.1835077,0.93578947,0.8099538,1.2839415,1.4263353,0.8256377,1.1819762,1.2856046,0.7423924,1.3081956,0.45572102,1.13047,0.7354301,1.1906409,0.74826294,0.91285694,0.9208759,1.3596586,1.3607389,0.8838919,0.7523562,1.0812784,1.3655245,0.48942685,0.98613554,1.2900772,1.1025584,0.74512374,0.42080414,0.9774741
plate,1.0381358,0.5710016,1.3371543,1.08045,0.601425,0.99376196,0.71003354,1.0473574,1.3879907,0.42634082,0.82697827,0.9139452,0.9959545,1.3806968,1.095912,0.9636068,0.5776777,1.1655636,0.4924255,1.0408269,0.7024595,1.0199579,0.71958584,1.0587062,0.8120664,1.1196966,1.0591229,1.0279703,1.0831461,0.93827164,0.8952665,1.1729628,1.3176515,0.982164,0.5355878,0.95895135,0.71809435,1.2309375,1.2417407,1.110028,0.6476482,1.2038536,0.8413461,1.2924725,0.79712844,0.8565122,1.2411689,1.0341188,0.8924557,0.9026822,1.1154274,0.96637183,1.0108595,0.90189564,1.1781465,1.109773,0.7489811,1.2777978,1.1676757,1.2437832,1.1518601,0.81249684,1.2408582,0.831444,1.1834695,1.1933577,0.71806717,0.70308954,0.7152851,0.8134033,1.0242956,0.99861544,1.0656853,0.83138347,1.1963977,0.6527108,0.79909915,0.9487583,0.8731729,1.364425,0.81908005,0.0,0.8952094,1.1498518,0.97642505,0.90303254,1.0046958,1.3237141,0.96924967,1.1784413,1.1971385,0.63979673,1.114801,0.62892616,1.149697,0.81482196,1.086709,0.9340322,0.90692425,1.1822668,1.2966245,1.3729678,0.98003864,0.7729255,0.7768309,1.1752856,0.8706192,0.95751685,0.8472674,1.1699735,0.85872793,0.7662183,0.76219875
purse,0.96517354,0.8164374,1.1955407,1.0468907,0.83180386,1.1094664,0.67454517,1.0179259,1.2244271,0.90747374,1.0438018,1.0603278,0.993862,1.1710503,1.1226798,0.98839957,1.0640373,1.1053784,1.0624423,0.8287927,0.9599395,1.0233525,0.81292206,1.0906088,1.135915,1.0864781,1.0221741,1.0264401,1.0520169,0.98821926,1.0430098,0.9095812,1.2234285,1.1216328,1.04828,0.76338667,1.0215865,1.0398875,1.0739383,0.86551297,0.84989953,1.0189548,0.94559586,1.1209005,0.9356844,1.0984249,1.0209695,0.8452314,0.98988867,1.0801618,1.1661519,1.1053804,1.0213752,1.0979106,1.1879694,1.1573453,1.0634549,1.1321942,1.0481979,1.2032964,1.2734346,0.8648629,0.9582381,0.8847204,1.0162174,1.0624698,0.9338279,0.89003485,0.9569963,0.91309464,1.0124876,0.95817524,1.0890996,0.86750466,1.112211,1.1398039,1.1371436,0.7607342,1.0559163,1.1431807,0.9822348,0.8952094,0.0,1.0677395,0.7303159,0.92375517,1.1692749,1.1424774,0.9630684,1.1884465,1.105088,0.8468698,1.053033,0.99626744,0.94219875,0.9458745,1.0689969,0.84506464,0.9191749,0.9393,1.2045343,1.1776097,1.041478,0.93832046,0.8762021,1.1501565,0.97446203,1.0101662,0.9867492,1.0384449,0.9277289,1.0113229,0.9091413
refrigerator,1.1378919,1.2827749,0.74660575,1.0145136,1.1684989,1.0563633,1.1388544,0.60206425,0.76059604,1.041193,0.7023878,0.88570035,1.1786962,0.7652824,0.8674825,1.1721315,1.213476,0.7617483,1.1369011,0.75105894,1.06764,1.1991379,1.0187465,0.73864096,1.1411812,0.7715494,0.6319419,1.0858808,0.669035,0.70555645,1.1522057,1.1939231,0.65666926,1.0096575,1.3533317,0.50634074,1.208391,0.8244773,0.987649,0.4289378,1.0186545,1.0064039,1.2594175,0.8798013,1.318722,1.1526954,1.0807232,1.1119127,1.0486,1.223242,0.9263887,1.1503375,1.191674,1.0304326,0.83127534,1.0030875,1.3120039,0.98389095,0.74127305,0.8747651,0.59235024,1.0491132,0.97959346,1.052085,1.0933927,0.84753186,1.3909767,1.089167,1.2538385,1.283726,1.0560707,0.44862664,0.8750789,0.88959813,0.7981274,1.2617965,1.1728505,1.1446363,0.7395491,0.8436738,1.1835077,1.1498518,1.0677395,0.0,1.164734,1.2742338,1.021023,0.73259145,1.1642808,0.73783094,0.9024078,1.0846823,1.0932134,1.3167326,0.96964794,1.2903537,1.1661041,1.228245,1.2090523,0.8268646,0.8686234,0.8946491,1.3327987,1.3199867,1.2175126,1.0128193,1.2108932,1.3615246,1.0384234,0.926804,0.9017206,1.3413646,0.82754993
rooster,0.5593474,1.0029919,1.3225379,0.90762925,0.9809006,1.0373433,0.6955415,1.0539007,1.2503787,1.1315362,1.2295027,1.1937444,0.6875613,1.245764,1.0187085,0.956479,1.0255423,1.0506643,1.0332648,0.93296295,1.0487063,0.69632614,0.9081048,1.016404,1.0171049,1.1682198,1.1170301,0.9523738,1.15535,1.1595607,0.8027232,0.8201366,1.3116636,1.0835378,0.9514883,0.9936483,1.0190871,0.9722854,1.0265201,1.0620549,0.87391543,1.2063961,0.81524324,1.1014901,1.0866222,0.9285956,0.8165451,1.0729499,1.0694989,0.67172503,0.923975,1.245497,1.05771,0.98055667,1.3112588,1.3039136,1.0593907,1.208863,1.2114612,1.2736845,1.1999148,0.7302613,0.99918884,0.9471332,1.072554,1.0054859,0.9018861,0.9261941,1.068608,0.98667294,0.96649116,1.1599531,1.3383983,1.0572909,1.0878866,1.1469152,1.0082071,0.026367784,1.3516917,1.1894808,0.93578947,0.97642505,0.7303159,1.164734,0.0,0.8710241,1.1823137,1.3358465,0.9034973,1.3117045,1.2217785,1.0055989,1.0612167,1.0134166,1.0483197,0.83088565,1.1110357,0.84305626,0.7554325,0.81036806,1.1634194,1.1194127,0.84448344,1.0775996,1.0288551,1.1278476,1.0235263,0.7455367,1.0987698,1.0709199,0.8609542,1.0815752,0.9778788
scarf,0.97639424,0.8558158,1.3068484,1.1555609,0.84744817,1.0737486,0.7887953,1.222463,1.1962754,0.8530097,1.0654992,1.2603894,0.8390311,1.2318721,0.93452543,0.68856096,0.8253186,1.0769025,0.83480656,1.0472395,1.0371624,0.7954126,0.73180485,1.186119,0.9722222,1.2334546,1.1788951,0.86698884,1.1833637,1.1153296,0.938498,0.8446294,1.2966094,1.0976062,0.51327145,1.0853362,0.6429743,1.192101,1.1515789,1.263947,0.8265538,1.120248,0.9238852,1.1793737,0.96754587,0.82861507,0.8282369,1.1109705,0.9528311,0.89956695,0.9246145,1.0496824,1.0383469,0.8363371,1.2369257,1.2853067,0.73599225,1.1827615,1.2627282,1.263102,1.1452734,0.85697204,1.1168287,0.8656018,1.1475933,1.2118297,0.67360854,0.99908215,0.8134705,0.92941475,1.0225912,1.1759284,1.1788625,0.99279696,1.1698415,0.7350148,0.74571174,0.8616458,1.2550373,1.2203985,0.8099538,0.90303254,0.92375517,1.2742338,0.8710241,0.0,1.0264562,1.2792131,0.9693974,1.2682371,1.1713698,0.8078482,1.0308232,0.76767296,1.1287171,0.8203026,1.0467728,0.8919671,0.8778185,1.0216347,1.1674458,1.0895102,0.6934917,0.9629697,0.78619295,0.95357513,0.6576199,0.622819,1.1953316,1.1857735,0.89497113,0.7209532,1.0785807
scissors,0.9996449,1.1845248,0.8667673,0.99106044,1.1387154,0.8530083,1.129337,0.9004125,0.907351,0.9990007,0.71197885,0.90842,1.2142789,0.8628688,0.79717714,1.3162558,1.0696129,0.69247603,0.9773572,1.203391,0.8444624,1.2523422,1.2938534,1.1030425,0.7263815,0.89444655,0.8802873,1.287987,0.9845986,0.6888777,1.2600715,0.9707821,0.877491,0.8493978,1.1107286,1.0235865,1.1698759,1.1135846,0.9054302,1.079016,1.0097015,0.9211943,1.3206491,0.89154553,0.97604764,1.2515199,1.1689099,0.9134579,0.9285438,1.0474722,1.06871,0.87905455,0.7763438,0.7929968,0.87845314,0.65204823,1.1180294,1.0190976,0.78816974,0.7702501,0.7496589,1.3639776,1.1045731,1.2629607,0.78883195,0.9507271,1.2668434,1.2939157,1.1226795,1.0964984,0.8701319,0.7964153,0.9075257,1.0036373,0.70316607,1.1072319,1.2524214,1.1616805,0.76568073,0.98835665,1.2839415,1.0046958,1.1692749,1.021023,1.1823137,1.0264562,0.0,0.8435482,1.0584468,0.84969646,0.98901474,1.0801181,0.7407312,1.1591126,1.1072702,1.2076263,0.93671584,1.1682527,1.1517318,1.2185829,0.9726632,0.81609917,1.0164368,1.1351421,0.78731513,0.6143062,1.1573747,0.8269707,0.682396,0.9772244,1.1641924,1.1528016,0.96457124
shirt,1.2278838,1.3533072,0.38085473,0.8929351,1.2142808,1.1013039,1.3577764,0.8427583,0.48442554,1.2225333,0.7957213,0.697214,1.3100028,0.5241388,1.0198302,1.3575168,1.287007,0.7996751,1.2962041,1.0535157,1.0138531,1.3609226,1.393642,1.0159636,1.1111372,0.7319611,0.76933694,1.2479588,0.6948393,0.85755354,1.2859757,1.2747803,0.38817704,1.0878892,1.5332531,1.0537311,1.4147245,0.8649732,0.83417463,0.82870924,1.3500146,0.51217246,1.2899232,0.53510123,1.122272,1.3215239,1.1590693,0.9652631,1.1902025,1.1914523,1.0364723,0.88022596,0.8682195,1.2259283,0.5242249,0.6433688,1.2860379,0.5224374,0.57384723,0.6846758,0.6461854,1.4246342,0.9326533,1.3144836,0.80108887,0.9293526,1.3659844,1.2126483,1.2670602,1.1846898,1.0335349,0.9340073,0.25764775,1.0951269,0.7750205,1.3992739,1.4174519,1.3206134,0.68002594,0.5942321,1.4263353,1.3237141,1.1424774,0.73259145,1.3358465,1.2792131,0.8435482,0.0,1.2468218,0.5128395,0.7175876,1.2329845,0.9889894,1.3890808,0.8634442,1.3570073,0.89366966,1.3112588,1.2142177,1.1278374,0.40067005,0.733235,1.3047897,1.1389987,1.2008295,0.9262609,1.3135664,1.3858774,0.8897308,0.9099259,1.3238761,1.3807287,1.0276618
shoe,0.9465414,1.0076286,1.2626837,1.0892293,1.1343179,1.0078111,0.7977838,1.1312535,1.2337054,0.992757,1.2442628,1.093987,0.9395052,1.1712052,0.9910191,0.88947403,0.8355392,1.0791919,1.0313166,1.1163273,0.99997,0.87584275,0.73731357,0.86320794,1.0299611,0.8824344,0.8656814,0.95688933,1.0908772,1.1110082,0.84004223,0.98336345,1.219294,1.0779591,0.9009857,0.9348214,0.9128327,0.85663366,1.1768807,1.1418602,0.8258984,1.2052618,0.8555278,1.0909894,1.0523496,0.9739064,1.0856276,0.9754933,1.0427215,0.82429266,0.9121652,0.9714282,0.9768273,0.99378866,1.1803576,1.1698539,0.84410393,1.228026,1.03886,1.0629636,1.1895847,0.85389733,0.91101384,0.9832006,1.0653777,0.80097723,0.9237363,0.9364798,0.82383794,0.7650949,1.2147267,0.9920124,1.1278441,0.85561514,1.1676213,0.86227226,0.84114957,0.9200379,0.98320293,1.1975323,0.8256377,0.96924967,0.9630684,1.1642808,0.9034973,0.9693974,1.0584468,1.2468218,0.0,1.1505902,1.1731256,0.8853255,0.961023,0.50011736,1.2119037,1.0010777,1.007758,0.9334233,0.8775707,0.6941923,1.2309506,1.212412,0.7428747,0.9739325,0.9528163,1.1145139,1.0256877,0.85454965,1.0478026,0.9819693,0.95212716,0.7971146,0.99837625
shorts,1.2896779,1.1688273,0.628074,1.0227726,1.1027387,0.9669277,1.3550012,0.8206052,0.79347205,1.0155202,0.6457002,0.9413027,1.2499082,0.84237087,1.1765661,1.234833,1.2124085,1.0231117,1.0537643,1.0411358,1.0116922,1.291162,1.2309582,0.9023869,0.9638826,0.6832607,0.74947953,1.1825732,0.7133171,0.8018334,1.0965793,1.2326131,0.6066709,0.9922321,1.306534,0.9940271,1.2601409,0.8763093,1.0010976,0.92151505,1.1967518,0.7396569,1.1996815,0.9179131,0.8906747,1.1181159,1.2888222,0.93641526,1.069806,1.248761,1.0520749,0.84145266,0.94473696,1.2982826,0.6295339,0.6996868,1.0423974,0.8572926,0.72013676,0.7612821,0.5958437,1.290439,0.983695,1.2764175,0.81379986,0.95826596,1.2399306,1.1115482,1.0251309,1.1244805,0.94622797,0.80168045,0.66393286,0.88504994,0.9394634,1.1430917,1.2403,1.2988421,0.4668733,0.902549,1.1819762,1.1784413,1.1884465,0.73783094,1.3117045,1.2682371,0.84969646,0.5128395,1.1505902,0.0,0.99274784,1.1504053,1.0253564,1.0665061,0.846926,1.2579818,0.77394456,1.1009722,1.1514416,1.1810254,0.88694346,0.94084626,1.2232254,0.980773,1.0262579,1.0164509,1.2502499,1.3751919,0.951778,1.0106906,1.1845869,1.1535504,1.0385461
