,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,0.8151236,1.1288404,1.1829237,1.2128656,0.79401684,1.1532022,1.2252733,1.1840588,1.053883,0.64888406,0.3265972,0.5503924,1.0496407,0.9485585,0.79765195,0.9801358,0.60823965,0.77867544,1.2120272,1.2381352,1.2883868,1.1895491,1.2918406,1.100868,1.3590254,1.1704724,1.2081336,0.8726423,0.992765,0.85161066,1.0679067,1.2617352,1.1656244,1.0802709,0.90623146,1.262311,0.8703823,0.9689496,1.0779864,0.8170127,0.98136866,1.1842109,0.9339592,1.2866793,1.154445,1.0248644,1.1589392,0.9792384,1.1156923,0.7587788,1.0222268,1.1595109,0.0,0.9688663,1.0969112,0.8486898,1.1698922,1.1613775,0.9025586,1.2007694,1.1235082,1.1768366,1.1250272,1.1129227,0.75327665,1.3034755,0.97982645,1.1614583,1.0482953,1.1555536,0.91336495,0.63394976,0.8102945,0.64834607,1.2414216,0.64923704,1.2626216,0.92727536,1.138291,0.7081051,1.0547218,1.1634915,1.1157147,0.92571855,1.0456771,1.1011624,1.2158778,1.0328357,1.2152797,1.1557186,1.1458577,1.2116286,0.8850159,0.48739153,0.6724028,0.77181137,1.0154006,1.2019827,1.2344022,0.9014569,1.1614808,1.0707256,1.1697122,1.2654256,1.1682351,1.3246744,0.9916932,1.1933727,1.1939772,1.2214037,1.2482157,0.9018577,0.4692788,1.1816087,1.0719907,0.70969725,1.1016195,0.73783416,0.9279154,0.9158795,1.3076999,0.71895903,1.00599,0.53615606,1.1508156,0.4370432,1.2878354,0.97718686,1.1836197,1.235984,1.232898,1.2365427,0.978184,0.7343213,0.8309741,1.2653385,1.1620127,1.1001619,0.9621686,1.1145402,1.2919815,1.1277474,0.68306255,0.78541255,1.0492494,1.1215664,0.74571675
face,0.7841847,1.1588622,1.0832424,1.0231948,0.7193229,1.1970278,1.1855531,1.0528181,1.2290149,0.9090874,1.0314871,0.8023032,1.2662592,1.1041223,0.50723004,1.1965811,0.991778,0.83174336,1.0929508,1.3679252,1.3301744,1.0444884,1.212579,1.129848,1.2464064,1.1516205,1.3813429,1.0450417,0.82370067,0.88357925,1.2946166,1.233825,1.1478847,1.0825096,0.8217181,1.3192506,0.94085205,1.009815,0.77700657,0.81227505,0.9110008,1.2764273,0.95161086,1.3336565,0.9937277,0.9546721,0.9126803,0.88747203,1.0761265,0.64220893,0.78897464,1.0992541,0.9688663,0.0,0.93032575,0.7870953,1.2928956,1.0884624,1.0331627,1.3262386,0.91778153,1.1309111,0.67808926,1.1076292,0.89088225,1.0994644,0.23026037,1.0777969,0.714853,0.96879023,0.9198868,0.91412175,0.9796308,0.5798234,1.1943331,0.7745863,1.3103651,0.9887582,1.292303,0.8698598,1.2062695,1.0421025,0.9441006,0.9067241,1.0284919,0.7120698,1.1874785,1.0532516,1.4051976,1.0162454,1.0298419,1.1677837,0.9467757,0.998964,0.6256248,0.78831124,0.92034996,1.2972836,1.2690613,1.0048805,1.150907,1.0985894,1.3725746,1.1191888,1.0889822,1.3178244,0.9345484,0.9342374,1.0984638,1.1454744,1.2978647,0.98492324,0.97953486,1.2084657,0.98084617,0.8486346,1.3356544,0.5403564,1.0955292,0.907753,1.3216697,0.7783208,1.1920998,0.7581945,1.1676369,0.8990028,1.2696364,1.2368387,1.0681143,1.4078197,1.1781299,1.1612093,0.98335767,0.5633463,0.8563133,1.2136272,0.91297597,1.0213029,0.9845306,1.3109444,1.1645756,1.144693,0.84343624,0.9002943,1.0906887,1.1314807,0.8810368
finger,1.405418,0.4768985,0.57358575,1.1633846,0.90485096,0.8536061,0.8290715,1.0685412,1.3087583,1.3410577,1.126385,1.3686562,0.6739408,1.2157925,1.0496982,1.1409259,1.3080873,1.3140473,1.1491387,0.84689665,1.1311533,1.3199363,0.9812039,1.0079701,1.0758483,0.9137487,0.7597831,1.2244778,0.8470224,1.259718,1.1290761,0.9292348,0.82417256,1.2461221,1.068123,1.0335476,1.0449834,0.8012657,1.1268984,1.3010101,0.78217995,0.5886611,1.4171472,0.8386379,1.3206552,1.2441065,1.0902452,1.1846509,1.0378277,1.0003599,0.29170936,0.5087961,1.0969112,0.93032575,0.0,1.242389,0.8201735,1.2679586,0.767975,0.93860817,1.1737571,1.0313209,0.41808128,0.5064799,1.2744558,0.74549687,0.93599284,1.1365583,0.398553,0.56171143,1.1958346,1.1232221,1.2971637,1.1828316,1.1908667,1.0136642,0.9321608,1.3225641,0.96959466,0.98660964,1.000708,1.0996287,1.2712684,0.96423095,1.3805768,0.34526682,1.0989279,0.5578547,0.9564996,0.26133978,0.4774593,0.66459554,1.3036153,1.2443208,1.2061527,0.98188126,1.2102222,0.5811005,0.5440399,0.8045784,1.1502209,1.0970753,0.99566215,1.2214444,1.2124894,1.0424902,1.0807804,0.5471858,1.1566104,1.1673427,0.92443585,1.3405876,1.2462076,1.0808594,1.2888634,1.1724737,1.0600753,1.1445436,0.9760332,0.8262576,0.63825965,1.3342586,1.092122,1.2748533,0.37692267,1.2469934,0.694874,0.6200832,1.0012999,0.7739355,0.86801827,0.55703026,1.2668667,1.1600368,1.4072742,0.9573683,0.09916413,0.37675273,0.6514251,1.0175548,1.062109,1.349819,1.2847891,1.2659879,1.25919,0.43059516,1.2402819
firetruck,0.8563752,1.2131982,1.1625378,1.1102775,0.8791299,1.0998068,1.1659226,0.98461896,1.0256232,0.8504105,0.9192889,0.7583642,1.2030824,1.0211341,0.8259853,1.1588628,0.95374453,0.78746617,0.8638839,1.2201734,1.1362936,0.90931326,1.1236688,1.0628202,1.1892188,1.1550698,1.2290032,0.8281161,1.0871457,0.98698425,1.0919905,1.0503013,1.1235523,0.8468777,0.8237271,1.1456621,0.8114026,1.0841833,0.80812377,0.81728435,0.89863205,1.1848116,0.8025948,1.2319905,0.92731726,1.0453305,0.9462662,0.87643135,1.0836394,0.8975491,1.1669302,1.2027726,0.8486898,0.7870953,1.242389,0.0,1.1753637,1.0050113,1.2027035,1.1950034,0.9487501,1.1504804,1.1333185,1.2935089,0.8085124,0.99389076,0.8366286,0.8626576,1.096866,1.2353776,0.9161631,0.7756895,0.86765826,0.75208867,1.0773919,0.9239391,1.1685646,0.8409042,1.1973383,1.0366422,1.0806305,1.0178711,0.83866906,1.1130314,0.88179755,1.0951132,1.0525159,1.1255895,1.2463336,1.2928874,1.1629084,1.1627709,1.0009223,0.9231267,0.73470354,0.97362673,0.88248307,1.2253991,1.233482,1.1381396,1.0886054,1.0233679,1.188519,0.9185702,1.0379498,1.1618274,0.84469855,1.1777202,1.0418658,1.1674794,1.2093076,0.896186,0.9252178,1.1750298,1.0104358,0.9890389,1.176195,0.7363314,1.1686575,1.11589,1.340903,0.6962174,1.1445686,0.6971724,1.2810541,0.7177367,1.2466661,1.2554331,1.020408,1.2888998,1.1765875,1.1825985,0.89024657,0.77976936,0.80549616,1.1560376,1.2468525,1.1809615,1.0346107,1.1931522,1.0060899,1.0277431,0.75825584,0.7371248,1.008209,1.2219937,0.80024004
fish,1.3100706,0.5814786,0.6028363,1.0118238,1.4652144,0.60053563,0.5672514,0.93016076,1.1548572,1.4004422,1.0132177,1.4709485,0.30727613,1.326986,1.4982789,0.6104211,1.2142351,1.1800911,0.96434414,0.51123124,0.7395364,1.3486426,0.6939053,0.8107419,0.8393212,0.59244275,0.56271863,0.74171954,1.2352517,1.1133444,1.0660596,0.46404153,0.52740955,1.3308475,1.2610321,0.862218,1.0139117,0.9743671,1.2268045,1.3915404,0.939751,0.3242966,1.4668086,0.5254918,1.1659533,1.0378782,1.1165774,1.3427086,1.1660956,1.455587,0.882789,0.5324928,1.1698922,1.2928956,0.8201735,1.1753637,0.0,1.028606,1.1861749,0.57446927,0.68559027,1.0021725,0.8110619,0.7628192,1.0664378,0.68476087,1.3199023,0.88163245,1.2685759,0.55141604,1.1726964,1.0621865,1.2288194,1.4774525,1.1349832,1.4555858,0.63846785,1.3974237,0.54447395,1.46381,0.81236356,1.0303452,1.2928741,1.2507734,1.0473475,0.9398313,0.8147689,0.531223,0.64067686,0.6767206,0.66818917,0.60995877,1.3739798,1.0629723,1.5246688,1.4109465,1.2921813,0.3408618,0.40697265,0.8558627,1.0013123,0.8423374,0.4730693,0.87423825,1.0096262,0.6613364,1.0539287,1.0729427,1.0523825,1.205506,0.6427493,1.4107053,1.2503214,0.8284668,1.3635054,1.440011,0.80281216,1.5099733,1.157682,1.2561362,0.620141,1.4235443,0.8153217,1.4430627,0.4653207,1.2042873,0.43641806,0.9061745,0.6989422,0.39579862,0.79753566,0.7174601,1.1590827,1.517374,1.520941,0.7948557,0.71265644,0.666518,1.0083474,0.7495815,0.7330364,1.3842562,1.080333,1.0549496,1.2598642,0.4426391,1.1743635
flower,0.83707476,1.2331216,1.1637763,0.8136233,1.1086137,0.9304377,0.99254006,0.8182986,0.81604576,1.0289665,1.1085817,1.0286299,1.2408248,1.0918448,1.1097969,0.8810293,0.9503377,1.0877542,0.94673187,1.0011191,0.9226265,0.90465665,0.9928001,0.92284995,1.0161821,0.77903605,1.0986829,1.1030811,1.0517727,0.9800708,1.0500013,0.94659054,1.0114927,0.8867568,1.1685693,0.9025049,0.96207243,1.0174832,1.0233363,1.0411724,1.0389377,1.1498253,0.8938066,1.0550399,0.698745,0.9183473,0.94548273,0.9815147,1.0712887,1.155632,1.1898007,1.1528572,1.1613775,1.0884624,1.2679586,1.0050113,1.028606,0.0,1.0508596,0.9406623,0.9149198,0.85926795,1.236844,1.1646883,0.980056,1.0097046,0.9870974,0.9992211,1.1003683,1.1706643,0.8528122,0.9764534,1.0331444,1.1144756,0.8132122,1.2255182,0.98251617,0.9908278,0.7590778,1.1411078,0.93884087,0.78581864,0.90766937,0.9457572,0.9318911,1.22788,0.85769755,1.2122858,0.86281425,1.2594768,1.0637573,1.1404923,1.0702909,0.90475726,1.1156541,1.2010949,0.9117508,1.1075288,1.1136565,1.0995685,0.85384667,1.0032549,0.9116187,0.9006151,0.17208946,0.9581569,0.95317024,1.2077388,0.82117665,0.9166793,1.0779145,0.98195165,0.9511165,0.7688234,0.7900648,0.96552336,0.89473486,1.1341541,0.9575547,1.1610776,1.1256769,0.99954766,1.0402546,1.0979177,1.3010703,1.0636444,1.0766188,1.1338276,0.9833588,1.0446802,0.8866135,1.023633,1.066967,1.1261687,0.9266641,1.1418537,1.3062922,1.2284336,1.045375,0.8411126,0.9715141,0.8509141,0.9115998,1.1627392,0.8702605,1.2125146,0.92476964
foot,0.8598457,0.8872113,1.182406,0.99831766,0.7961196,1.1816362,1.2183411,1.068998,0.8143006,1.1577417,0.9717546,0.9388345,1.1304926,0.9769106,0.78171027,1.0473521,0.6547948,1.1774553,1.1277695,1.1424401,1.1128263,1.0258182,1.1450524,1.0657697,1.087991,1.069801,0.9928817,1.2729499,0.87716955,0.9474476,0.9985334,1.1443383,1.1911808,0.9716529,0.9706562,1.0245385,1.0253944,0.93363374,1.0984029,0.9169321,0.95983887,1.1632783,1.026232,1.146294,1.1249413,0.9289637,0.9641733,1.0895386,1.0718031,0.79224294,0.8412773,1.1393795,0.9025586,1.0331627,0.767975,1.2027035,1.1861749,1.0508596,0.0,1.0848144,1.1369667,1.0678802,0.9528184,0.56527746,1.1682059,1.0442305,1.0039364,1.1410772,0.6742272,0.9725894,1.1235579,1.1114014,1.1674271,0.92602307,0.9055303,0.7178941,1.1236352,1.0476028,1.1760566,0.61887693,1.0443405,0.9939634,1.0132014,0.5520265,1.1591322,0.9533038,1.0783283,1.1756941,0.9017599,0.86167634,1.0361478,1.1941683,1.0498416,0.8761681,0.8847722,0.72644186,1.0332983,1.1154237,1.1086603,0.9933284,1.0935427,1.0793039,0.8389226,1.1119941,0.97497064,1.1626446,1.1105739,0.76654685,1.001466,0.71951556,1.0815598,1.1016108,1.0000083,0.9037703,1.0824158,0.6483341,0.8923377,0.8938016,0.1772666,0.6333538,0.9575479,1.2219175,1.189802,1.0753886,0.91464657,1.0522542,1.1654043,0.35154855,1.1648436,1.082422,0.9010365,1.0425295,0.9773494,0.8926483,1.09903,1.1683577,0.77252674,0.94398654,0.90436965,0.7780057,1.2030127,1.0141469,1.2221187,1.1747866,1.011941,1.0748829,1.1500163
fork,1.4563545,0.7763636,0.7461747,0.9747998,1.3983548,0.768233,0.7494767,0.7808989,0.8571346,1.2827402,1.0712119,1.4924039,0.608564,1.2625165,1.4882059,0.7955903,1.3148344,1.2735541,0.96234477,0.5293294,0.4304645,1.2179368,0.496153,0.93996394,0.7929499,0.7069119,0.6778612,0.9627833,1.338258,1.2591867,0.99058574,0.6289491,0.5423224,1.245943,1.3764135,0.80170166,1.0668648,1.0331935,1.2478728,1.4688996,1.175816,0.48861086,1.3459547,0.5528364,0.9367439,1.156966,1.1254942,1.3119985,1.0262097,1.4938786,1.0260108,0.73873705,1.2007694,1.3262386,0.93860817,1.1950034,0.57446927,0.9406623,1.0848144,0.0,0.9328223,0.71287054,0.8694705,1.0419012,1.2666494,0.93868625,1.3476661,0.87806284,1.19637,0.7860875,0.93195266,1.1123654,1.0188909,1.5174559,1.0195647,1.5441556,0.14281547,1.2612402,0.4574026,1.4149711,0.9113169,0.89281106,1.1172471,1.3848724,1.0209447,0.98168415,0.717301,0.80046195,0.6224226,0.8117623,0.8938176,0.709389,1.156194,1.2157569,1.4973775,1.5036769,1.240663,0.35762906,0.35363603,1.029021,0.574798,0.92940766,0.660345,0.7426441,0.88312846,0.36325145,1.1186665,0.97121555,0.8198305,1.0649631,0.62485087,1.2010769,1.2408895,0.9198686,1.1646612,1.3364317,0.51867425,1.5298417,0.98052627,1.3252985,0.59360725,1.3601091,0.8038269,1.4002805,0.6766625,1.2938375,0.6134919,0.95868087,0.8101703,0.112992525,0.653891,0.8999058,1.2662139,1.5528849,1.3406321,0.65777266,0.89716995,0.7804632,0.91833085,0.8278562,0.77195704,1.0486344,1.2509446,1.2785027,0.9923586,0.6533669,1.2716633
frog,0.6969749,0.83120406,0.7959017,0.842556,1.337729,0.8452152,0.7567285,0.72736263,1.0637573,1.280884,0.97228366,1.1770406,0.95795065,1.3418672,1.1343138,0.7329419,1.0310112,0.9662992,0.7980742,0.9964723,0.93310934,1.1035259,0.7274496,1.1382092,0.98225635,0.5918533,1.1253926,0.8485249,1.0454226,0.94105756,1.2992688,0.70503956,0.8336514,1.2388835,1.081847,1.1724414,1.1319026,1.1336503,1.085693,1.1230419,0.8588443,0.8655697,1.0773927,0.98573464,0.95959187,0.79579735,0.60385007,1.2999113,1.1697111,1.262212,1.1138896,0.91089904,1.1235082,0.91778153,1.1737571,0.9487501,0.68559027,0.9149198,1.1369667,0.9328223,0.0,1.0718368,0.95120245,0.8837316,1.0993391,0.7238804,1.0596982,0.8114102,1.228293,0.7830355,1.0410451,0.7804829,1.0224628,1.2092657,1.0748936,1.292665,0.95737016,1.1769654,0.94418776,1.3621557,0.9875014,0.8896374,1.0573847,0.9247775,0.98210925,1.0419942,0.7922498,0.95040196,0.9600371,1.0235538,1.001842,0.8932696,1.3600094,0.84986115,1.1935345,1.2989094,1.1558914,0.94237673,0.93505824,0.9588789,1.0099125,0.6563981,0.74434865,0.78348225,0.925831,0.94393474,0.75483316,1.0661459,0.88178855,0.9467813,0.8057243,1.4051088,1.1594033,0.6882772,1.1573226,1.1876273,0.9400119,1.2451884,1.034733,1.3199427,1.0411736,1.1634881,1.2144715,1.1244723,0.90884113,1.1793853,0.89132965,1.1903365,0.71264195,0.9036452,0.81490743,0.9463186,0.9415996,1.2353042,1.1906662,0.805226,1.0801123,1.0080094,1.1471149,0.97357094,0.47832537,1.2287002,1.104015,0.90576893,1.1991777,0.9097771,1.2005223
glass,1.2809253,1.0168148,0.77923954,0.93745273,1.2335188,0.77594364,0.7671851,0.9627297,0.88380706,1.1637259,1.1223806,1.2440339,1.0030487,1.1326693,1.2101314,0.80464375,1.2470756,1.164205,1.0733317,0.67902076,0.64422494,1.0688393,0.6991347,1.1003972,0.74172163,0.9097076,0.9450336,1.0096533,1.1312993,1.0628873,1.0118515,0.98813486,0.83384657,1.0823697,1.1552315,0.68686974,1.2099038,0.9654174,1.1861253,1.211867,1.1684601,0.94554114,1.1541322,0.657054,0.80922127,0.97928864,0.9946799,1.1776509,1.0959471,1.1659214,1.0289068,0.8970956,1.1768366,1.1309111,1.0313209,1.1504804,1.0021725,0.85926795,1.0678802,0.71287054,1.0718368,0.0,0.929687,1.1194432,1.1136686,1.063364,1.1119391,0.8716004,1.0914217,0.96288383,0.9499387,1.0694468,1.1672521,1.2266891,0.7866733,1.3041716,0.8760214,1.1911232,0.7522756,1.2308863,1.016097,0.957348,1.0440271,1.1880946,0.8553351,0.99334204,0.7084224,0.97682387,0.9600885,0.9974498,0.8635982,0.7817818,1.054585,1.1566813,1.2291119,1.2578747,1.1519166,0.9134729,0.88951063,1.0073401,0.883207,1.0018656,1.0511812,0.922302,0.8901525,0.7778401,1.0800852,0.8479807,0.8574941,0.97278345,0.79759383,1.0358719,1.0621253,0.74778056,0.9478327,1.1810048,0.8076305,1.2271537,0.9751266,1.1929245,0.83129454,1.0763125,0.9788689,1.2104074,0.9216079,1.1261026,0.6958994,1.0823531,1.041676,0.7564554,0.88683194,0.87386256,1.1037793,1.2211112,1.0683329,0.7425861,1.0342542,1.059128,1.1362051,1.0986375,0.84797454,0.85876465,1.1207849,1.1835363,1.0086277,0.9042641,1.1141317
glasses,1.3875701,0.5754223,0.58208126,1.2218164,1.1702383,0.8718472,0.8245461,1.1508931,1.2716539,1.3757854,1.0765154,1.3685063,0.5843645,1.2774378,1.0976225,1.0237973,1.3263566,1.2902935,1.1139421,0.7539964,1.0978155,1.2508664,0.931214,1.0105051,0.98376745,0.8773258,0.71997094,1.0301312,0.8249279,1.1397873,1.1631027,0.98037726,0.75412667,1.2032169,1.0464089,0.98919296,1.129354,0.98877865,1.1195784,1.2636917,0.82258296,0.5647404,1.3645482,0.75093055,1.3082823,1.0991,1.0524558,1.1561458,1.04789,1.0749912,0.35515064,0.5224813,1.1250272,0.67808926,0.41808128,1.1333185,0.8110619,1.236844,0.9528184,0.8694705,0.95120245,0.929687,0.0,0.76043224,1.2446314,0.8344734,0.6960113,1.029271,0.81330645,0.3581648,1.1463672,1.1294742,1.2271683,1.1742104,1.1882453,1.1649631,0.96045536,1.2987459,0.9014724,1.2164106,1.0586542,1.2304913,1.2245004,1.1913016,1.180202,0.40251267,1.0124085,0.4935727,1.009407,0.22526205,0.5175935,0.7060888,1.2489562,1.196841,1.2171735,1.0919541,1.27266,0.58903253,0.57989264,0.68999887,1.255211,1.0635655,1.0124846,1.1716835,1.1280788,1.0756973,1.0651147,0.5961981,1.2081493,1.0762992,0.7926178,1.2804382,1.2832155,1.0434194,1.2843397,1.2239661,0.95946515,1.160132,1.0769871,0.9843966,0.5826422,1.2435324,1.1394935,1.3282375,0.40459287,1.2540948,0.6872459,0.9347395,1.000142,0.76315665,0.86370337,0.7659102,1.1138301,1.1923676,1.4311658,0.8752806,0.35054624,0.49069297,0.91310364,1.0923139,0.95205986,1.3568206,1.2322075,1.1071558,1.1949145,0.31758738,1.2134812
glove,0.98319936,0.50883,0.8029934,0.9761827,0.92029154,0.9616013,0.93495953,1.0092278,1.1279094,1.4102573,1.0376363,1.3096998,0.79626477,1.1318909,0.9990712,0.88287866,0.9403411,1.3546009,1.1468796,0.898101,1.1302083,1.2332674,1.0334357,1.0517728,0.9067541,0.91660273,0.86266774,1.0039251,0.84189904,0.9776911,1.0736656,0.91397095,1.0073712,1.2047144,0.8435754,0.9991019,0.9743469,1.0034443,1.0856311,1.1828231,0.7579866,0.82873845,1.3178469,0.9063771,1.272239,0.9113383,0.80478495,1.3004144,1.1219767,0.99665153,0.6156984,0.767887,1.1129227,1.1076292,0.5064799,1.2935089,0.7628192,1.1646883,0.56527746,1.0419012,0.8837316,1.1194432,0.76043224,0.0,1.3200245,0.7001889,1.0451603,1.1212986,0.58229345,0.61625284,1.2688892,1.168364,1.3017638,1.1363813,1.0280268,0.8664369,1.0754788,1.2463742,1.1097362,0.8573152,1.0681826,1.0743083,1.2175825,0.4582426,1.0876923,0.82107604,1.0699501,0.87123424,0.70777,0.6079046,0.84423524,0.8943755,1.2322419,0.99281245,1.0764333,0.8414507,1.2156942,0.84610444,0.838061,0.74125266,1.1771253,1.0341804,0.6221405,1.151016,1.0786718,1.0720665,1.105441,0.6515792,1.1119487,0.8443107,0.7875806,1.2931812,1.2607892,0.6877913,1.2684717,0.99649686,0.9768666,1.0452756,0.6635686,0.7194052,0.71013,1.4526955,1.1359859,1.3472459,0.58394814,1.2056673,0.87012404,0.4286725,1.0043794,0.8605528,0.7187673,0.7652976,0.81259507,1.0493226,1.4132028,0.97946787,0.51148635,0.6813526,0.6916049,0.7057622,0.9865123,1.3041899,1.4075587,0.97677594,1.2485193,0.6954638,1.3699726
grass,0.73412377,1.3728814,1.2873366,0.9837629,0.85264707,1.1974957,1.2237802,1.1339698,1.0995797,0.6874001,0.8711746,0.6181218,1.2056558,0.774515,0.8329531,1.0389804,0.8194448,0.58280146,1.1031578,1.2524514,1.2386727,0.98506916,1.290115,0.7810222,1.2567095,1.1870015,1.27789,0.85993695,1.1006925,0.7884761,0.96923184,1.1961212,1.1730356,0.8716255,0.9020015,1.177031,0.9348358,0.98018646,0.83340406,0.7005701,1.0500207,1.2712389,0.8348878,1.2855966,0.9860448,0.8797705,1.1183267,0.7634603,1.0686368,0.80196464,1.2531098,1.2382957,0.75327665,0.89088225,1.2744558,0.8085124,1.0664378,0.980056,1.1682059,1.2666494,1.0993391,1.1136686,1.2446314,1.3200245,0.0,1.2034876,0.90267926,1.0733511,1.1042441,1.3244843,0.8756118,0.86727035,0.84279495,0.7467137,1.1246086,0.86154854,1.2658157,0.79058784,1.1902007,0.8679372,1.0802419,1.0806386,0.9808005,1.0861379,0.7718036,1.2345896,1.187368,1.1585473,1.2237318,1.3251636,1.2099869,1.2906871,0.8745577,0.84228706,0.7461662,0.8891243,0.89602095,1.2791098,1.3162899,1.0786675,1.1356931,1.043214,1.2185147,1.1474566,0.9298109,1.2255268,0.96977085,1.2263756,1.1378697,1.1834033,1.2461028,0.81926847,0.59425384,1.1302999,0.95152855,0.9053457,1.2256691,0.7661435,1.1519763,1.0503646,1.257201,0.63992715,0.8974393,0.6331509,1.3428361,0.55535424,1.2151122,1.2569317,1.1339631,1.2997911,1.087962,1.2414638,0.8451249,0.7803818,0.679578,1.291178,1.3210833,1.2489266,1.1202435,1.1479027,1.2182906,0.9700739,0.3142618,0.804169,0.8588966,1.2746198,0.45814818
gum,1.1545936,0.7227293,0.7580471,1.0117562,1.2686238,0.66709626,0.70913094,0.9151399,1.0701501,1.3049731,1.214385,1.3270777,0.84390515,1.1687771,1.1257958,1.1291635,1.2344596,1.0470034,0.61234343,0.8662778,0.9324317,0.95821464,0.94379616,1.0253335,0.8100394,0.7388421,0.92475927,0.9001982,0.8971539,1.2708161,1.2598338,0.779848,0.73957,1.1104541,1.0678418,0.89724225,0.66074836,0.9718493,0.9677545,1.2827821,0.78736836,0.6034407,1.0731307,0.79926217,1.0484321,1.1861886,0.89141345,1.3147148,1.0071732,1.3474696,0.8625744,0.7457016,1.3034755,1.0994644,0.74549687,0.99389076,0.68476087,1.0097046,1.0442305,0.93868625,0.7238804,1.063364,0.8344734,0.7001889,1.2034876,0.0,1.1718059,0.8669975,0.91502666,0.75227153,1.2033923,1.117414,1.0841838,1.3193855,0.963545,1.2689027,0.92772055,1.2714322,1.0371779,1.318066,0.9265628,1.0030025,0.99469787,0.995375,1.1079597,0.7818809,0.9305556,0.73366785,0.952374,0.8097422,0.79546154,0.82845646,1.3531915,1.1531779,1.2637157,1.306931,0.9037223,0.70819926,0.69437194,0.9983511,1.0033932,0.9568107,0.8719828,0.9397058,1.1432115,0.84545743,0.91329104,1.0079345,1.0390353,1.0303243,0.80250967,1.3743861,1.1457459,1.0592656,1.1071435,1.2010099,1.0270916,1.3299869,0.96354437,1.1725752,0.92847776,1.3314059,1.1067249,1.1987029,0.64798677,1.2042501,0.6745355,0.8654107,0.81531954,0.8230622,0.9039032,0.5616663,0.95232713,1.3389356,1.2127022,0.7945952,0.73717475,0.60781455,0.6785804,0.9792615,0.5283596,1.1915889,1.2433299,0.99894416,1.3639277,0.70541775,1.2798675
hair,0.76848984,1.2014799,1.1741502,1.0938483,0.69571495,1.2445832,1.239716,1.156407,1.2264872,0.9273777,1.0094547,0.80040187,1.2503489,1.0126921,0.55956423,1.0889928,0.9716576,0.95792615,1.1645534,1.3114705,1.4134959,1.06071,1.2945166,1.0513554,1.2950718,1.2237285,1.2895198,1.0612584,0.7430763,0.7742037,1.1578945,1.2849834,1.2245202,0.9682845,0.7974358,1.2599614,0.85127294,0.95876575,0.75944966,0.7925927,0.8526367,1.3068035,0.95216644,1.3532538,1.0563505,0.85458696,0.9316704,0.81227684,1.0833983,0.5524684,0.7612732,1.1257824,0.97982645,0.23026037,0.93599284,0.8366286,1.3199023,0.9870974,1.0039364,1.3476661,1.0596982,1.1119391,0.6960113,1.0451603,0.90267926,1.1718059,0.0,1.0909454,0.75219715,0.88650745,0.9118358,0.96485996,1.0014015,0.56049126,1.1726583,0.70093155,1.3356122,0.9424093,1.2934246,0.81786466,1.1663533,1.1254125,0.97393113,0.8440789,1.0236799,0.84576446,1.2174709,1.085164,1.3778447,0.9647595,1.0110161,1.2158916,0.9574172,0.96851444,0.6196983,0.663375,0.9721445,1.2939357,1.2900951,0.8199772,1.2152208,1.149609,1.3679776,1.189614,0.9184586,1.4072901,0.9406523,0.8856035,1.1889201,1.0889783,1.2834837,0.9287379,1.0167199,1.0290841,1.009101,0.84585524,1.2774622,0.5075209,1.0882682,0.788452,1.1987087,0.77366287,1.1814741,0.8142378,1.1810961,0.87216556,1.2996403,1.1637571,1.1474863,1.4083794,1.1432244,1.1345365,0.8971742,0.5117053,0.9042722,1.3242435,0.91303366,1.053386,0.9984956,1.2897084,1.3122678,1.1312274,0.8892177,0.89569515,1.0148757,1.1121991,0.86831766
