,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,face,finger,fish,flower,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shorts,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
can,1.4139348,1.1364498,1.0985777,1.2337271,1.1537893,0.49929988,1.2797135,0.7403145,1.1931033,1.3181102,0.6751189,1.2568846,1.2021481,1.1485562,0.6304993,0.83616006,0.3940525,0.5695657,0.99221116,0.43315625,0.75790775,0.0,0.68056035,0.5625051,1.0019711,1.0809405,0.3211795,1.2088585,1.3138276,1.350332,1.1862433,1.3964808,1.0492765,0.5685898,1.1168044,0.4627087,1.225349,1.1056284,1.0041326,0.9443334,0.6483019,1.0257165,1.265187,1.1473712,0.77696097,1.0097867,1.0605433,1.1966197,0.9357919,1.0173998,1.1485378,1.3330698,1.316296,0.69523585,1.2938807,0.9675138,1.4210013,1.4546546,0.96359086,1.1668482,0.42024755,1.2238057,0.8613882,0.6243918,0.32913542,1.1832733,0.99391776,0.8084882,0.25000405,1.4670429,1.1940992,1.2459383,0.70365727,0.7888742,0.8720367,1.1097916,0.4502207,1.2389274,0.94418126,0.984079,0.75000405,0.59167343,0.9119216,1.1178877,1.4453675,1.1911768,1.038192,1.1748483,0.52450067,0.59112775,0.93193,1.0479088,0.85826665,1.4410627,1.3326035,0.71302015,0.71612865,0.8371532,1.3519685,0.42776275,0.95640755,1.071548,1.2986555,0.6958222,0.69924176,0.94527483
car,1.3264506,1.099219,1.0197155,1.1740122,1.0471015,0.77008474,1.1437098,0.9506475,1.319913,1.2285224,0.8171293,1.3642433,1.2497889,1.2249553,0.61177003,0.92245406,0.567947,0.60267377,1.2073934,0.9217048,0.63806415,0.68056035,0.0,0.69252473,1.0099713,1.0624232,0.5969589,1.2054777,1.3235986,1.3024113,1.2426867,1.33231,1.1476073,0.65059304,1.2605615,0.57729983,1.063185,0.9438972,1.1664488,1.0793586,0.70746446,1.0048578,1.1117276,1.1390274,0.60638124,0.8366009,0.967177,1.1440071,0.896344,1.084978,1.1875709,1.147581,1.3514403,0.6921172,1.1259985,1.0191407,1.2938299,1.3814789,1.0173697,1.2056389,0.6426012,1.2283788,0.42923504,0.6239347,0.84549564,1.2224387,1.0098517,0.9804999,0.6112583,1.3878534,1.1783326,1.1859789,0.705101,0.8058139,0.7291905,0.89207786,0.568246,1.0639307,0.79699516,1.0725576,0.7521194,0.59622854,0.7238953,1.1312349,1.2818205,1.2403069,1.2066048,1.1923833,0.637889,0.79331577,1.0814223,0.97851145,0.868924,1.27611,1.3134918,0.65476924,0.7905957,0.8297417,1.3219934,0.8705769,0.77338064,1.019598,1.1375711,0.9586884,0.6642033,0.9685478
carrot,1.4023404,1.143671,0.9650298,1.238826,0.9686981,0.5092815,1.1001532,0.9862716,1.4423727,1.4325824,0.74978447,1.3729022,1.286092,1.3641833,0.59773034,0.91833526,0.28444517,0.6040516,1.2291409,0.9383234,0.6904415,0.5625051,0.69252473,0.0,1.0632685,1.190698,0.4286542,1.1802096,1.2620105,1.3390958,1.2408985,1.3906994,1.0392587,0.3849839,1.3188539,0.45514852,1.083038,1.0241019,1.2544485,1.2497954,0.93138355,0.9297881,1.1632507,1.0185913,0.6345027,0.9719225,1.0427082,1.2389057,0.6396149,1.1219529,1.1128095,1.1160022,1.2499576,0.39677978,1.1247114,1.1430675,1.3547046,1.4853001,1.1330562,1.2705324,0.6671018,1.1860565,0.9320103,0.3702551,0.6491773,1.2061588,1.086952,0.70702475,0.626262,1.3757768,1.2618272,1.2161229,0.64545894,0.6691717,0.9073932,1.0274187,0.62251174,1.1096331,0.7367439,1.1448874,0.99115086,0.6826865,0.883941,1.0945545,1.278753,1.225388,1.4281032,1.2003713,0.32921505,0.41928685,1.1923121,0.963001,0.97387624,1.3369855,1.2782282,0.70584196,0.5919882,0.7749256,1.3696098,0.7376116,0.8375721,1.0914516,1.1014991,0.99399364,0.4458065,1.146061
cat,0.8443872,1.078855,1.2164344,0.9800724,1.1910274,1.1826931,0.98067963,1.257823,1.0296766,0.76948875,0.9298935,1.0777614,0.90737754,0.92613125,0.9716092,1.208462,1.101848,1.1048694,1.1385006,1.1400173,0.95898694,1.0019711,1.0099713,1.0632685,0.0,1.2637182,1.0615536,0.9118259,0.9197085,0.9664005,0.884882,0.8469058,1.0736262,1.0667536,1.0139041,1.2065533,0.6359509,1.0786332,0.8208891,1.043314,0.9828254,0.9987635,0.94525194,1.0284282,0.9859067,0.95575535,1.070343,0.9725265,0.9499394,1.0629493,1.2834637,0.76367944,1.1733148,0.9265266,0.8778152,1.1454885,0.97233284,0.7148653,0.7897012,0.978226,1.1417402,1.0250835,0.9830023,1.0856017,0.9569854,1.1105628,1.123882,1.1174126,0.9571448,0.97422063,0.7531526,1.0758159,1.0985135,1.157777,1.1889849,0.9627327,1.053593,1.0165718,1.1811646,0.8901948,0.9804655,1.1447754,1.179284,1.205673,0.86026955,0.86312574,1.0538056,0.9513732,0.96794856,0.88759625,0.96026623,0.9048041,1.0554732,1.0095271,1.098706,1.1700424,0.9330565,0.838334,1.0484921,0.9595368,1.3106687,1.1505692,1.0140308,0.9680728,0.9778961,0.89896184
chair,0.972168,0.88370526,0.9067263,0.9368273,0.9540906,1.0609651,1.0319561,0.87027526,0.67505884,0.87759286,1.30732,0.709079,1.0634122,0.79032165,1.1244404,1.062659,1.1901466,1.1906246,0.9217074,0.86468387,1.0689753,1.0809405,1.0624232,1.190698,1.2637182,0.0,1.1278069,0.88396835,1.088107,0.8123094,1.0242208,0.7732158,1.0560334,1.2908103,0.7853841,1.0526707,0.963497,0.84370285,0.9298666,0.80849785,0.9934752,1.1789248,1.0027084,1.241523,1.1972262,0.8898795,1.0512713,0.8789425,1.2221359,1.1364756,1.0910485,1.1031263,1.1360726,1.183107,1.0577891,0.99538136,0.98980916,1.0950489,1.0601404,0.93361735,0.96191347,0.9120757,0.8933152,1.1728125,1.0936977,0.9862625,1.0284519,0.9749832,1.056479,1.0150108,1.0748746,0.84493935,1.3241934,1.2818329,0.635361,0.84731936,1.0894,0.79459333,1.0066482,1.0296745,1.0020658,0.8001783,0.93211526,0.9439436,1.0262731,1.1210407,0.77825665,0.8321792,1.2325735,1.2050276,1.0986362,1.2988064,0.9301349,0.96473646,0.8374148,0.9615687,1.3031756,1.2097089,1.0291892,1.0475439,0.7242074,1.0274588,0.82072467,0.811713,1.2538124,0.86310685
clock,1.3438787,1.1809294,0.9815796,1.1864955,0.9961944,0.43214703,1.2736418,0.8594903,1.4461054,1.3887173,0.7012274,1.4501523,1.2498491,1.2791713,0.54176986,0.979955,0.2822804,0.584956,1.2777686,0.79824686,0.48203528,0.3211795,0.5969589,0.4286542,1.0615536,1.1278069,0.0,1.2049962,1.323884,1.4644772,1.3427898,1.4395653,1.1611332,0.5119931,1.3262378,0.40995705,1.1852478,1.145331,1.1321106,1.1279231,0.8245139,0.9217174,1.1327199,1.1602321,0.69862497,0.8803525,1.0560268,1.1596955,0.72723925,1.2116683,1.2600683,1.1997119,1.3798351,0.53260493,1.1568652,1.0326165,1.3668536,1.5519245,1.0695442,1.1678323,0.3379209,1.2554553,0.82190007,0.41088486,0.44553393,1.2276027,1.057464,0.7338503,0.3896531,1.4261357,1.328088,1.1789011,0.7297739,0.77873755,0.7749923,1.017175,0.43514824,1.235768,0.76495904,1.2066178,0.92582357,0.4994532,0.77478385,1.1756597,1.3247156,1.267719,1.2930045,1.2109368,0.37576342,0.51524216,1.1320015,1.0752747,0.868995,1.384702,1.3880947,0.7245326,0.6211594,0.7526237,1.3632197,0.6468245,0.9135433,1.196907,1.177665,0.9503488,0.51847804,0.96573144
closet,0.8182016,1.0574837,1.1449109,1.0076387,1.1636058,1.2810252,1.0466142,1.0162978,0.8366834,0.5595469,1.2007897,0.8195597,0.8959182,0.8881172,1.2472646,1.1983641,1.3166561,1.3985407,0.9573374,1.0269855,1.1654712,1.2088585,1.2054777,1.1802096,0.9118259,0.88396835,1.2049962,0.0,0.9096527,0.69492495,0.8955108,0.6638524,1.0739738,1.3443443,0.700744,1.3332341,0.9613157,1.1218811,0.7057597,0.88966995,1.0924608,0.99570394,0.9384961,1.235814,1.3352861,0.8395152,1.1974144,0.5784571,1.1717781,1.2382556,1.2011082,0.8906046,1.1605512,1.2578285,0.9032328,0.9906811,0.84964377,0.8777124,0.86040556,0.36152184,1.0937604,0.94507533,1.0557528,1.2963161,1.1557627,1.0609207,1.153641,1.1800075,1.0737637,0.88326234,1.0186269,1.0974945,1.3497543,1.357179,1.2115805,0.86790043,1.3563745,0.9765926,1.1735637,0.9191781,0.9974962,0.9527879,1.0380135,1.1018707,0.82991064,0.92939305,0.9528394,0.874047,1.2861726,1.1360887,1.0916386,1.2435535,0.9047481,0.9492241,0.75394917,1.2938375,1.3093481,1.0407035,0.9900454,1.1289983,1.2272892,0.9515088,0.7581601,0.8647946,1.2521226,0.7981321
coat,0.690279,1.0234886,1.1062586,0.6463038,0.9930668,1.2293856,0.93212914,1.1877582,0.9168248,0.9269843,1.0980409,0.9462353,0.9098439,0.96889794,1.1643379,1.153909,1.3262506,1.320002,0.9137781,1.149347,1.1005118,1.3138276,1.3235986,1.2620105,0.9197085,1.088107,1.323884,0.9096527,0.0,0.9414029,0.8496586,0.80756354,0.9307659,1.27947,0.96134365,1.3498285,0.9475195,0.8608703,0.97334,1.1000075,1.0879387,0.94700694,0.9148521,0.7604394,1.2099073,1.116644,1.0407476,0.8556905,1.0250882,0.95239824,0.9608212,0.87019765,0.7932098,1.2026446,0.9247115,0.9950025,0.89340144,0.54876244,1.093041,0.83151627,1.3232657,0.8266194,1.2487271,1.231457,1.1197457,0.87984204,0.9503961,1.0930147,1.2715812,0.65551585,0.9317224,0.93724936,1.1798837,1.183344,1.2619369,1.1023347,1.258767,0.914834,1.1101706,0.93297905,1.0968024,1.3694091,1.1831619,1.0019118,0.86800265,0.6423878,0.9610078,1.0259202,1.2183346,1.28207,0.8693204,0.9131364,1.0371786,0.82818764,1.0256249,1.2520595,0.9584152,1.2141052,0.7891818,1.0715654,1.1825516,1.0260805,1.0619977,1.01666,1.1524273,1.1641823
coffee,0.79863226,1.0747461,1.1014291,0.96773505,1.0428696,1.3451364,1.0153404,1.0454108,0.58622557,0.5683785,1.2758985,0.5060996,0.85399675,0.75635976,1.2876921,1.0918447,1.4307663,1.3299761,0.7251887,1.0399466,1.3419261,1.350332,1.3024113,1.3390958,0.9664005,0.8123094,1.4644772,0.69492495,0.9414029,0.0,0.62983006,0.54918706,0.9631629,1.441837,0.6316761,1.327656,0.92282057,1.0612069,0.71247286,0.7886267,1.1854876,1.2195443,0.88427055,1.1190021,1.4147077,1.0576767,1.0528183,0.80781376,1.2862495,1.0540957,0.88159645,0.95907927,0.88860655,1.367746,0.9481961,1.026362,0.7414902,0.71280855,0.8808739,0.8133426,1.3313769,0.8724207,0.9607901,1.4189404,1.3893164,0.91190803,1.0372862,1.2923898,1.3237295,0.71103746,0.7856275,0.9161704,1.3814795,1.246514,1.2524054,0.97716236,1.3383566,0.85207903,1.2998683,0.9514442,1.0880196,1.2471002,1.2153466,0.900345,0.7603042,0.9393436,0.7190026,0.83844954,1.4047565,1.2164962,1.1563696,1.1892672,1.0702801,0.7115062,0.38493055,1.3058637,1.4418223,1.0265017,0.8432634,1.2914461,1.1082642,0.86077476,0.8045867,1.0068964,1.4192289,0.8943175
comb,0.9477905,0.99430925,1.1325411,0.96772414,1.0660162,1.2585738,1.0235566,1.0778852,0.75352126,0.71312743,1.0730407,0.6808661,0.8493142,0.70550144,1.2118459,1.1152985,1.3210988,1.2010086,0.8886825,1.0470469,1.3651447,1.1862433,1.2426867,1.2408985,0.884882,1.0242208,1.3427898,0.8955108,0.8496586,0.62983006,0.0,0.67682916,0.95295775,1.242028,0.8342848,1.3581809,1.0325991,1.1359222,0.744438,0.8327623,1.1863021,1.0742587,0.85886836,1.0783795,1.2493056,1.1520323,1.0997573,0.81798804,1.0952253,0.8323916,0.95933884,0.8632845,0.9558114,1.1943355,1.1472344,1.0341964,0.8694644,0.58753866,0.95893645,0.8577905,1.2780983,0.7897647,1.0495757,1.2770479,1.1057583,0.93334544,1.0332319,1.1950353,1.2502524,0.8519006,0.7745453,0.96400905,1.1776142,1.1335375,1.2229439,1.0588459,1.2485453,0.9960386,1.2641315,0.95889354,1.0358479,1.2115268,1.2456605,1.0344578,0.9447477,0.9047257,0.67283714,0.8408965,1.2469274,1.1719176,0.99602395,1.0637472,1.0992482,0.8106589,0.87472165,1.2653008,1.267442,0.9510475,0.9014811,1.0033735,1.2987747,1.0354656,0.98685807,1.050745,1.2495599,0.9206727
couch,0.81559753,0.94864225,1.1680306,0.77409023,1.0952781,1.3900536,0.96333,1.1726489,0.6519723,0.481283,1.2407093,0.3651352,0.7358131,0.61761653,1.3788295,1.3188555,1.5290046,1.3725641,0.96207625,1.2133508,1.3917445,1.3964808,1.33231,1.3906994,0.8469058,0.7732158,1.4395653,0.6638524,0.80756354,0.54918706,0.67682916,0.0,1.1505053,1.5282027,0.76971865,1.4867641,0.9911918,1.17004,0.53032124,0.8890078,1.2028805,1.0536535,0.6730925,1.1200088,1.4197681,1.1154855,1.2753334,0.86267155,1.1574876,1.0822157,1.1459417,0.7554579,0.9156244,1.2954695,0.8944793,1.1056783,0.4402356,0.38319242,0.9285605,0.7695459,1.4026511,0.6255433,1.0639651,1.3862011,1.2820241,1.0581669,1.0976262,1.2472765,1.3159922,0.59179926,0.8178774,0.9536453,1.4649205,1.4393141,1.1891832,1.0564394,1.4695277,0.9971503,1.306429,0.85589623,1.112148,1.2559652,1.353468,1.0857973,0.57538795,0.68303794,0.78072023,0.55664915,1.4331694,1.300288,0.91752064,1.181887,1.1763413,0.48759943,0.7092694,1.4061701,1.3530314,1.1219481,0.91975754,1.1838971,1.3832984,1.0997572,0.85131854,1.0179629,1.4136193,0.84305716
cracker,0.99069494,1.1117903,1.0393497,1.0755384,1.0020931,0.9934166,0.91224676,0.7206509,0.97151023,1.162363,1.0713172,0.8930785,1.1215949,0.8792279,1.1309898,0.60805595,1.02763,1.0319524,0.66268885,0.8896896,1.1002812,1.0492765,1.1476073,1.0392587,1.0736262,1.0560334,1.1611332,1.0739738,0.9307659,0.9631629,0.95295775,1.1505053,0.0,0.9707623,0.8560691,0.9734838,1.0609033,0.92075646,1.2243973,0.9256333,0.97828245,1.0856495,1.1279534,0.8067299,0.99669945,0.9675602,0.7314111,0.9837406,1.2072698,0.8413917,0.5442764,1.168896,0.75832015,1.1924279,1.0875502,0.88243353,1.1600595,1.0981501,0.91992295,0.9792987,1.0992432,0.97658396,1.1693665,1.1393259,1.0038258,0.9332316,0.8998312,1.123498,1.1003149,0.98694223,0.9151318,0.92353666,0.8844783,0.7462087,0.8863916,1.0209208,0.9868336,0.9831628,1.0760407,0.9522632,1.0780783,1.1139313,1.0689558,0.7926362,1.2624681,1.1855761,1.0050515,1.1292038,1.2028893,1.0848973,1.0748408,0.8419725,1.0046456,1.074807,0.87857985,0.9192287,1.0717978,1.2462319,0.7224499,0.8812453,0.77356493,0.7120169,1.0536897,0.9291863,1.1836984,1.1970046
crayon,1.3764095,1.1816386,0.98321855,1.269074,0.9422221,0.5019715,0.91035545,1.0631738,1.5118847,1.4512806,0.43913865,1.4570823,1.2605993,1.3795283,0.6569338,0.5433552,0.24635845,0.38431108,1.0138314,0.88229805,0.7428119,0.5685898,0.65059304,0.3849839,1.0667536,1.2908103,0.5119931,1.3443443,1.27947,1.441837,1.242028,1.5282027,0.9707623,0.0,1.3938541,0.44639915,1.2548152,1.082077,1.3359112,1.3850372,0.9254473,0.9840739,1.1812217,0.9027454,0.3323766,1.128371,0.75200754,1.3980482,0.6380751,0.8116499,0.82864136,1.230207,1.1149076,0.41253066,1.3059235,1.1209577,1.3929033,1.4525621,0.98525447,1.3051888,0.7418082,1.3780459,1.022767,0.30754822,0.55931175,1.0425267,1.0366206,0.7941756,0.61224174,1.3340256,1.3354813,1.156044,0.18982881,0.31996268,0.9346073,1.1741664,0.43200743,1.296529,0.70696247,1.1049063,0.94035107,0.85883904,1.000763,0.9795467,1.3553815,1.1811855,1.3736335,1.3135338,0.26470208,0.43686163,1.0310303,0.7017235,1.2004856,1.3688474,1.2895077,0.5036338,0.5125247,0.7140454,1.208873,0.60509634,0.77263415,0.9100422,1.2429229,1.1290641,0.41580093,1.2336804
crib,0.7088936,1.1035126,1.0303342,0.9072925,1.1040798,1.3421218,0.96464336,0.5808822,0.26758456,0.5400479,1.2231106,0.67147607,0.90177536,0.6997708,1.2661598,0.9665657,1.329673,1.3275142,0.5207056,0.6415616,1.2840121,1.1168044,1.2605615,1.3188539,1.0139041,0.7853841,1.3262378,0.700744,0.96134365,0.6316761,0.8342848,0.76971865,0.8560691,1.3938541,0.0,1.2559245,1.0451396,1.1523557,0.84460187,0.86615294,1.1951404,1.2520692,1.000705,1.1876054,1.4235077,0.9802846,1.034297,0.8195815,1.3580638,1.124287,0.83861446,1.0517437,0.93197745,1.4232508,0.9654075,0.95625985,0.8196138,0.86858964,0.9924048,0.7928455,1.1799207,0.85754645,1.1211274,1.3922799,1.262109,0.8314667,1.1692923,1.154499,1.2194991,0.67266965,0.9762409,0.79660755,1.3313041,1.2261825,1.209542,0.98002446,1.2999226,1.0120891,1.214418,1.0225168,1.069396,1.0809648,1.1666569,0.83970374,0.88031137,1.0213286,0.8674358,0.86642694,1.4275682,1.2310201,1.2314754,1.1938486,1.0157189,0.86031175,0.48151696,1.203598,1.4608746,1.166553,0.75102144,1.2167883,1.0579064,0.80544066,0.7970661,0.92396045,1.4633054,0.96662974
cup,1.4520848,1.1126829,0.95174587,1.2717804,0.9083524,0.47510457,1.1705445,0.72249126,1.3407865,1.517542,0.73571974,1.3194909,1.2852682,1.2868067,0.56547606,0.73563486,0.25921845,0.34853595,1.0589136,0.63639736,0.595888,0.4627087,0.57729983,0.45514852,1.2065533,1.0526707,0.40995705,1.3332341,1.3498285,1.327656,1.3581809,1.4867641,0.9734838,0.44639915,1.2559245,0.0,1.1702569,1.0327574,1.3482676,1.1848773,0.82652366,1.0032439,1.1947484,1.0636191,0.59907097,0.9626356,0.930234,1.3146255,0.8209395,1.0386983,0.9693846,1.2838234,1.2360773,0.527645,1.1982771,1.0289037,1.3693571,1.5715072,1.1969243,1.3624405,0.5272895,1.2661438,0.8651093,0.452407,0.6840349,1.2239116,1.0205439,0.8450668,0.5250253,1.4192514,1.2773759,1.2075026,0.58424985,0.59736156,0.6050727,1.068631,0.45414084,1.1884953,0.7131153,1.1208875,0.8234016,0.5921153,0.76467305,0.9790827,1.3431498,1.2254417,1.2920579,1.2512722,0.46854222,0.6503594,1.0975807,0.9040903,0.9741972,1.3698288,1.2551411,0.46523154,0.659466,0.88831395,1.3322618,0.7120572,0.57725394,1.0191144,1.1904716,0.8766389,0.5651576,1.2317625
dog,0.8937098,0.82467777,1.0339136,0.9918936,1.0401793,1.2074513,1.014304,1.133533,0.93639994,0.9262731,1.1830599,1.0324564,0.99360204,1.0442569,0.97452104,1.1893816,1.2007275,1.2615964,1.0968969,1.2247105,0.9001779,1.225349,1.063185,1.083038,0.6359509,0.963497,1.1852478,0.9613157,0.9475195,0.92282057,1.0325991,0.9911918,1.0609033,1.2548152,1.0451396,1.1702569,0.0,0.4918722,1.0480809,0.85880536,0.98583204,1.0415002,1.0599273,1.1124856,1.1296432,0.929091,1.035031,0.8315967,1.1686774,1.1753844,1.145122,0.78606343,1.1199673,1.098977,0.65323293,1.0586648,0.9507004,0.8915635,1.0906508,0.96048486,1.1199538,0.99867696,0.94270444,1.2351658,1.2294793,1.092874,1.0467185,1.0741004,1.1775296,1.0049046,0.835951,1.0306962,1.2563826,1.2156234,1.0269127,0.87368023,1.236158,0.19169503,1.0498562,0.97688985,1.0389512,1.0873227,0.8377757,0.94213516,0.9040057,0.9847076,1.0798495,0.986543,1.1525818,1.0814974,1.0035325,1.1568704,0.8274924,0.9291332,0.9847391,1.1954392,1.1464841,1.0700979,0.97599596,1.169519,0.8619065,1.0658002,0.96571493,1.0564022,1.186116,0.9889659
doll,0.9561806,0.8727919,1.0086281,0.94969743,1.008272,1.0948694,1.0874004,1.0719419,1.0411774,1.2090154,1.1831193,1.1236634,1.0578663,1.228241,0.93876225,0.95374256,1.049555,1.191758,0.9665624,1.0391767,0.9436394,1.1056284,0.9438972,1.0241019,1.0786332,0.84370285,1.145331,1.1218811,0.8608703,1.0612069,1.1359222,1.17004,0.92075646,1.082077,1.1523557,1.0327574,0.4918722,0.0,1.2407821,0.8755501,0.8666256,1.0493457,1.1872109,0.9595176,0.8166084,0.8283281,0.8889865,0.9943736,1.1693606,1.0394869,0.8982096,1.1770003,0.9970996,1.1348246,0.91008615,0.96950555,1.1644224,1.0914384,1.0796372,1.1006445,1.0557848,1.1501793,0.91986156,1.1291106,1.1928536,0.9600989,0.90944743,1.0270383,1.0900582,1.0016739,0.9706077,0.90702444,1.0241222,1.0073768,0.8509809,0.65226734,1.0115409,0.33304787,0.9725566,0.8866269,0.94130105,1.0532933,0.75071526,0.8510537,1.1181371,1.0087472,1.1106843,1.1512948,1.1549877,1.1968642,0.99095577,1.0982348,0.7116481,1.0686641,1.0727403,0.9607039,1.0783198,1.3131831,1.0533788,1.0851752,0.5969755,0.9586061,0.8545497,0.8948684,1.1256223,0.97740966
door,0.8109175,1.0966322,1.2065066,0.98199445,1.1814238,1.2084157,1.0595847,1.127188,0.6953139,0.5911155,1.1020179,0.73335004,0.8056398,0.76927423,1.2230368,1.2852371,1.32342,1.3324957,1.0133532,1.0488344,1.262325,1.0041326,1.1664488,1.2544485,0.8208891,0.9298666,1.1321106,0.7057597,0.97334,0.71247286,0.744438,0.53032124,1.2243973,1.3359112,0.84460187,1.3482676,1.0480809,1.2407821,0.0,0.7229486,1.0871178,1.1249712,0.88556015,1.2029439,1.3836255,0.9580044,1.283343,0.7653481,1.1541303,1.1502125,1.2859455,0.89724827,1.0894821,1.2890426,0.9347919,1.1155767,0.7721001,0.71241736,0.7955066,0.6200451,1.0434573,0.7785443,0.9620254,1.2904348,1.0039877,1.0681739,1.0438838,1.0591753,0.8505379,0.82024693,0.8726219,0.9849212,1.335904,1.3118427,1.2719073,0.9888881,1.23425,1.0637925,1.2390585,1.0139499,1.058467,0.9504428,1.1803575,1.200091,0.79549265,0.8563137,0.73160714,0.6924395,1.2451597,1.122524,0.99644154,1.3124707,1.0385259,0.85484177,0.8359525,1.3808271,1.3215159,0.8776481,1.0058631,1.0676054,1.3849947,1.1863298,0.8897462,0.9005563,1.2845391,0.44555122
drawer,1.0126319,0.93124735,0.9795805,1.0650406,1.0357431,1.1109065,1.2228347,0.8322922,0.6341478,0.85249543,1.2199377,0.7552353,1.0811749,0.73657686,1.1591257,1.0483888,1.3294235,1.2552586,0.9333915,0.9089291,1.1356298,0.9443334,1.0793586,1.2497954,1.043314,0.80849785,1.1279231,0.88966995,1.1000075,0.7886267,0.8327623,0.8890078,0.9256333,1.3850372,0.86615294,1.1848773,0.85880536,0.8755501,0.7229486,0.0,0.8208061,1.1074071,1.1350907,1.1379858,1.2572742,0.9853131,1.1413238,0.677115,1.2897387,1.0414023,1.050716,1.1455003,1.0112014,1.3483341,0.89805555,0.7960326,1.0819966,1.0677332,0.8935251,0.7708169,0.929003,0.9072005,0.8966043,1.3113148,1.080376,1.001803,0.8009534,1.0205103,0.90045124,1.0683762,0.8155762,1.0010453,1.2877122,1.2053078,0.93078494,0.9457303,1.1278403,0.7520404,1.1575894,0.9115751,0.9515369,0.86745167,0.8330843,1.0001272,1.1320052,1.1289474,0.6676823,0.9885721,1.2985804,1.1877648,1.0046707,1.2951523,0.76008165,0.99460524,0.9280149,1.2239857,1.3508712,1.1394141,0.9520973,1.0541235,1.0812201,1.0349202,1.0060691,0.83338934,1.3464549,0.7938998
dress,1.1256155,0.9477914,1.0761377,1.1323148,1.1250823,0.9102208,1.0923558,0.98713064,1.0860418,1.1817528,1.0153159,1.1515231,1.145815,1.0649555,0.8667265,0.8784889,0.8900861,0.8815008,1.0539322,0.6246321,0.8296427,0.6483019,0.70746446,0.93138355,0.9828254,0.9934752,0.8245139,1.0924608,1.0879387,1.1854876,1.1863021,1.2028805,0.97828245,0.9254473,1.1951404,0.82652366,0.98583204,0.8666256,1.0871178,0.8208061,0.0,0.9218827,1.1760157,0.97814053,0.7947834,0.9581198,1.0130225,1.1017613,1.0068151,0.9616786,1.0517557,1.1541739,1.1997291,0.9222435,1.0077353,0.94511324,1.275399,1.1241249,0.8556098,1.042491,0.77814925,1.0874604,0.906463,0.9450019,0.7177005,1.1465937,0.99142903,1.1224291,0.6666904,1.3760369,1.0566761,1.1836764,0.92621255,1.0534046,0.69720745,1.048515,0.7558439,0.98079157,1.0318643,0.7865792,0.8007677,0.7803205,0.8042054,1.0216248,1.2838613,0.96029663,0.83431387,1.1445612,0.8971129,1.0263801,0.75937927,0.8941451,0.85280865,1.243773,1.2990954,0.8385408,0.7332197,1.0822638,1.217512,0.67174923,0.9043695,0.91831726,1.256354,0.7649294,0.87305427,1.1320975
ear,1.0845615,0.82230985,0.8936976,1.038464,0.9526547,0.9476647,1.0925698,1.1220324,1.286315,1.1476886,1.0447165,1.1939981,0.9434082,1.1404768,0.9600341,1.1900502,1.0657101,1.0344622,1.2705308,1.0560634,0.8740029,1.0257165,1.0048578,0.9297881,0.9987635,1.1789248,0.9217174,0.99570394,0.94700694,1.2195443,1.0742587,1.0536535,1.0856495,0.9840739,1.2520692,1.0032439,1.0415002,1.0493457,1.1249712,1.1074071,0.9218827,0.0,0.99748546,0.6923994,0.8757652,1.0750468,1.0436978,1.0229902,0.62165713,0.89169276,1.1245934,0.72644377,0.7918581,0.861195,0.9015376,0.94700557,1.0673985,0.98306805,1.0795791,0.9975297,0.92199874,1.0206478,1.0971271,0.8870949,0.8696348,1.0631794,0.96451443,0.9850981,1.0160544,1.2536483,1.0109015,1.0866977,0.9317951,1.052132,0.9422456,1.0887346,1.031229,1.1075315,0.92881465,0.99206156,1.0208714,1.0250952,0.8535013,1.1506429,1.0294856,0.9119019,1.0211531,1.1022404,0.9779794,1.1119871,0.704297,0.7168193,0.98616165,1.1390752,1.2548437,1.0070611,0.5268284,1.1475126,1.067942,0.96415776,1.1200601,1.1790317,1.1781155,0.95408785,0.6271429,1.0986668
