,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
ear,1.3164937,0.7475573,0.82192767,1.0908991,0.93612427,0.8661239,0.89035213,1.258141,1.3259339,1.0493566,1.3424946,0.8232688,1.3776371,1.1167346,1.1052918,1.2555895,1.2310958,1.1038973,0.9427451,1.0310282,1.269357,0.8762662,1.0620859,1.1462983,0.9933049,1.0046269,1.2066648,0.9371648,1.262723,1.2212299,0.9280701,1.2139611,1.1417973,1.0719738,1.002007,1.1307414,1.2937573,1.2662476,0.8292805,1.3490319,0.9068497,1.1254694,1.276039,1.1101625,1.1789603,1.0967586,1.1643981,0.9966656,0.0,0.5858919,1.0172935,0.45179188,0.9449071,0.46657985,0.986794,0.94161063,0.5883388,0.9015275,1.0974696,1.0220774,0.5261512,0.9617608,1.1513398,0.9361526,0.9287451,0.79731447,0.72891164,0.6590449,1.0398234,0.95086735,1.2082012,1.1029034,1.1104703,1.1139909,0.9507924,1.2981498,0.927287,0.7787677,0.9751576,1.1806223,1.1035411,1.1918437,0.49338984,0.98904234,0.7004826,1.0158564,0.5528832,0.5203446,0.73423994,1.1770028,1.1797884,1.185204,1.1201531,1.157622,0.8601433,0.88710815,0.6965151,0.88669205,1.1202443,1.1354592,1.0719676,0.79296714,1.0463043,1.1461079,0.9640843,1.1024652,0.780563,1.268207,0.8806542,1.1658821,0.8481927,0.86420304,1.1237761,1.1449088,1.002126,0.9137434,0.71970713,1.2685361,1.182222,1.2883551,0.7001083,1.2081338,0.9468112,1.0263996,0.88082385,0.8939437,0.8352314,1.3306372,1.1407946,1.0643876,1.3399866,0.9362387,0.52915204,0.7126949,1.0965683,1.0951338,1.1474518,1.2614629,1.0649629,1.2430273,0.6300844,1.1310663,1.2223889
egg,1.4716723,0.63034475,0.5220923,1.1661223,0.6459505,0.5064399,0.6220905,1.4273719,1.4938428,1.2414724,1.5126444,0.6809565,1.5628725,1.1943011,1.1917763,1.50249,1.3948536,1.1381387,0.7093464,0.7929251,1.3339281,0.48853493,1.1670767,1.0276326,0.9456636,0.8661003,1.3114091,0.6959011,1.2920783,1.3488619,0.7241044,1.3902447,1.199892,1.2757413,0.7314856,1.2419834,1.3978534,1.3353227,0.6101188,1.605611,0.66447437,1.1755762,1.2943683,1.1235144,1.3378785,1.1224498,1.2866967,0.97774535,0.5858919,0.0,1.2359519,0.49738127,0.99167925,0.41772532,0.83044523,0.9218896,0.41531694,0.7444643,1.0997907,1.1481879,0.554948,0.94726974,1.3177099,0.7965936,0.9751332,0.56125003,0.8939313,0.47736746,1.2031077,0.8605213,1.3661959,1.2154219,1.0803874,1.233053,0.6937723,1.4621491,0.81004274,0.7977768,0.8970798,1.242825,1.3156455,1.3836486,0.40286326,0.89347416,0.40111458,0.90845704,0.42118186,0.45866323,0.2500676,1.3638811,1.2825968,1.3206244,1.097933,1.3121558,0.67881316,0.7407347,0.6638531,0.62336373,1.1865529,1.1477214,1.0341917,0.75139314,0.87887126,0.8627678,1.135821,0.8151735,0.6380409,1.4390736,0.93268293,1.227453,0.47917616,1.0430267,1.2319245,1.1889216,1.0919838,0.9549542,0.52357477,1.4390082,1.1933041,1.4684834,0.40877473,1.3340561,0.50519705,0.90074074,0.6592054,0.8520485,0.69393694,1.4607193,1.2287883,1.2330306,1.504756,0.77199566,0.35093725,0.52010554,1.1744692,1.1827476,1.1197945,1.265991,1.3265619,1.3780335,0.5105304,1.3848474,1.3096125
elephant,0.5379609,1.1393616,1.2693136,0.78803813,1.178956,1.3282329,1.38035,1.1128237,0.5957443,0.46476537,0.44337708,1.3778291,0.7320427,0.7825211,1.0769815,0.6936867,0.82728034,1.2897474,1.3932155,1.368597,1.0793453,1.2025316,1.1430888,1.2741996,1.2998437,1.4558303,0.9079364,1.1830415,0.7931713,1.0127844,1.2632465,0.6655932,1.1254079,0.9117876,1.1341116,0.725406,0.65114504,0.7649755,1.3726548,0.60442,1.3615615,1.2868786,0.80177176,1.1371477,0.7836526,1.0516587,0.809177,1.230598,1.0172935,1.2359519,0.0,1.0805913,0.717644,1.188012,1.2586784,1.3268838,1.164528,1.4559549,1.188148,0.764874,1.0642693,1.2756857,0.581719,1.368927,0.7630601,1.223159,1.0074381,1.2384828,0.9529895,1.2998285,0.90824354,0.822981,0.9269515,0.81683683,1.342999,0.7146096,1.2686982,1.1397302,1.1940095,0.95074147,0.8488939,0.6386845,1.061841,0.91120744,1.1669352,1.4486711,1.3454504,1.0316174,1.2527075,0.8543421,0.6647917,0.76378816,0.87229395,0.90882975,1.4160652,1.3635751,1.251828,1.340169,0.9564188,1.2793132,1.1732178,1.3802552,1.360311,1.1504308,1.3467696,1.3395832,1.2619042,0.70858175,1.1836194,1.0113268,1.1000639,0.9327332,1.0102087,0.73863006,1.155141,1.0678566,1.4113051,0.7527629,1.0656774,0.45963955,1.3235873,0.47827232,1.421032,1.0466335,1.4066789,1.1768597,1.2789419,0.8541194,0.6766793,0.6913297,0.6513806,1.2741153,1.2173028,1.1525964,1.0467383,1.2868085,1.1612563,1.151183,0.5802921,0.98844016,1.3476756,0.6120058,0.6646562
eye,1.3522975,0.8027463,0.7550156,1.1844282,0.7503824,0.7962501,0.75462496,1.2983556,1.3500059,1.1103003,1.3824104,0.7957169,1.470913,1.1793759,1.1730666,1.261288,1.2808471,1.0890906,0.93150383,0.91118294,1.2292643,0.7208128,1.0926547,1.1513575,0.9364375,1.0026542,1.2094723,0.8942418,1.2478203,1.3582252,0.7150015,1.2838099,1.1658316,1.0684249,0.90566975,1.2125874,1.3519672,1.2109789,0.75391364,1.4101794,0.84120214,1.1358831,1.2611973,1.0997559,1.2371931,1.0586114,1.24757,0.99037623,0.45179188,0.49738127,1.0805913,0.0,1.0060346,0.5268038,0.909601,0.93746924,0.52891916,0.84347546,0.9497551,0.994106,0.3331715,1.0021012,1.2182406,0.8204785,1.0087177,0.6924808,0.83726305,0.6688777,1.01842,0.94142467,1.268751,1.2178895,1.0339519,1.2339017,0.8357461,1.367123,0.8647469,0.8677845,1.0132799,1.20202,1.2255075,1.2032717,0.45153606,0.99107194,0.621512,0.98055524,0.574233,0.40011096,0.59854454,1.2529914,1.1439474,1.2487465,1.2074529,1.1922654,0.752941,0.8157892,0.6782848,0.7984179,1.1193056,1.1000123,1.0183644,0.81897527,0.9937041,1.0976176,1.087176,0.8730092,0.56138885,1.3511562,0.9474642,1.174425,0.7202606,1.0478107,1.1024827,1.2495654,0.94711107,1.0002795,0.7370994,1.3183584,1.1863087,1.3755841,0.5861144,1.2123098,0.8005367,1.0364331,0.81481504,0.8310021,0.87158704,1.3212713,1.2652402,1.1834064,1.4533648,0.7881824,0.5459715,0.6654768,1.1404508,1.1292125,1.0809742,1.2869079,1.1841255,1.3097663,0.49343032,1.2199066,1.2150232
face,0.7790052,1.1560473,1.2088614,0.84364,1.1951792,1.2566624,1.2320707,1.1543409,0.9175728,0.73954916,0.8318907,1.2821686,0.9831124,0.7113835,1.0968577,1.0001737,0.9399476,1.1669877,1.3683062,1.3124559,1.0580387,1.1292534,1.2620016,1.2593758,1.1474372,1.431824,0.96775,1.0247897,0.8595623,1.192167,1.1281675,0.93010044,1.1844099,0.8985041,0.9391525,0.7792718,0.844428,0.87769884,1.3403109,0.8920636,1.317625,1.1173303,0.87886703,1.0953605,0.9146351,1.0532856,0.80963504,1.2092986,0.9449071,0.99167925,0.717644,1.0060346,0.0,1.0573506,1.1522691,1.2849267,1.0061023,1.3391209,1.0259755,0.7375761,0.73016787,1.155342,0.83874106,1.1440206,0.38538086,0.9551347,0.81979394,0.8658294,0.97153574,1.2002367,0.9980584,0.8765235,0.980073,0.84687406,1.3212897,0.91177636,1.3457534,1.1589049,1.118383,0.8761342,0.9253074,0.81808126,0.79396546,1.0149812,1.1231563,1.428041,1.2350606,0.9079344,1.004963,0.8828192,0.8255428,0.7508823,0.835819,0.865605,1.3522615,1.3626648,1.147848,1.2636821,0.97536755,1.337093,0.98537207,1.3021903,1.1525086,0.9698919,1.2290025,1.1015315,1.3059567,0.8348475,1.1497222,1.0203054,0.9600327,1.0042902,1.1383688,0.6241778,1.1393416,1.006469,1.3220412,0.84143233,1.1125194,0.83638835,1.2611048,0.90363765,1.2591579,1.0260705,1.3677177,1.2563208,1.26142,0.92242783,0.69430995,0.7554303,0.8708352,1.2357712,1.0327691,1.037872,1.0319821,1.3337191,1.1438433,1.0746822,0.7912244,1.1349326,1.3012106,0.8267407,0.8929086
finger,1.3336896,0.36719716,0.8435546,0.78443384,0.9861763,0.8748269,0.80231893,1.3488635,1.3938695,1.1738033,1.4077442,0.77525204,1.452933,1.0202613,1.2304552,1.3807702,1.3321028,1.1322826,0.9468286,1.0762154,1.3057927,0.7794159,1.1563509,1.2174662,1.1114962,0.9850091,1.4099834,0.81423706,1.3008857,1.3103448,1.0212836,1.3374543,1.2266691,1.2035263,0.94330263,1.0670161,1.3449938,1.2043772,0.774029,1.4798697,0.94536823,1.1733521,1.306885,1.0989054,1.2062199,1.079792,1.1348354,1.080408,0.46657985,0.41772532,1.188012,0.5268038,1.0573506,0.0,1.0207249,0.98650515,0.21466875,0.83352095,1.198049,1.1082038,0.5579903,0.7045301,1.3310449,0.8515624,0.98296034,0.78660476,0.32069796,0.6755743,1.183695,0.96097267,1.287968,1.1044112,1.2238467,1.0071375,0.74255484,1.3538852,1.0729824,0.55598795,1.0076714,1.2279502,0.9747391,1.3780826,0.43007743,0.8381288,0.63809574,0.9506966,0.4448942,0.47079504,0.64165586,1.2436514,1.2930274,1.1328888,0.9560413,1.1129848,0.76127243,0.78364545,0.67951,0.8706268,1.0955415,1.1792914,1.0124294,0.76881516,1.0098175,0.9818778,1.0609363,1.1254742,0.6466727,1.3415945,0.95887995,1.2865138,0.60792273,0.9108807,1.1895348,1.0569849,0.8699409,0.7301581,0.6314238,1.2953831,1.1949873,1.3596003,0.5712709,1.2843004,0.8424419,0.7113656,0.7963406,0.92371,0.88375485,1.3595457,1.1106308,1.19497,1.4231808,1.0627236,0.1610763,0.6159394,0.9459745,1.0936339,1.2436122,1.2606854,1.2625954,1.268853,0.6166916,1.2661135,1.2277913
fish,1.235571,1.0539259,0.44340104,1.4308977,0.6105303,0.36928093,0.6246238,1.1975645,1.3446295,1.0670828,1.4175456,0.42167544,1.362709,1.4182962,0.748472,1.1483316,0.9861858,0.8595691,0.547228,0.67149913,1.2335885,0.75376725,1.0428413,0.83420086,0.6547835,0.748528,0.74675417,0.94597095,1.0809374,1.1787299,0.6201477,1.3200966,0.99940896,1.0941582,1.0960215,1.298862,1.3625234,1.2442439,0.42651153,1.3998154,0.6288054,1.0296272,1.0840845,1.0968655,1.3102088,1.2163328,1.4160581,0.65069497,0.986794,0.83044523,1.2586784,0.909601,1.1522691,1.0207249,0.0,0.6282756,1.1327639,0.6279052,0.7589881,1.1796006,1.0342436,0.9080665,1.0284114,0.73176455,1.2037426,0.7915406,1.2775112,0.7727206,1.1296992,0.78962827,1.279735,1.325319,1.1642876,1.4079909,0.66267765,1.3976723,0.59656346,1.1769712,0.80764437,1.2159629,1.2107103,1.1748462,1.042679,1.0508022,0.564167,0.86784494,0.69293404,0.8319071,0.8141804,1.3819482,1.0046495,1.3838532,1.382159,1.2318598,0.46954846,0.5680858,0.6886952,0.5871724,1.0345446,0.76280797,1.0542548,0.6874517,0.7460268,0.84947395,1.1729802,0.80065435,0.74643356,1.3936889,0.67382586,0.8476444,0.9010175,1.225683,1.070628,1.4265573,1.17084,1.3245624,0.676394,1.3158078,0.928779,1.37894,0.52296394,1.2985848,0.60648024,1.2373941,0.5360129,0.8838313,0.5286257,1.2699593,1.4096007,1.031418,1.472636,0.71790063,0.95001864,0.66323614,1.0480554,0.9525552,0.952492,1.1993127,0.905077,1.2501386,0.66151303,1.0889751,1.1447434
flower,1.2959356,0.9867534,0.7095954,1.3987715,0.7960218,0.65475905,0.70479715,0.9356519,1.270508,1.276971,1.4264427,0.6713556,1.3191094,1.3879884,0.7530399,1.1820996,1.296149,0.8423301,0.5299128,0.7229431,1.1000451,0.7534015,0.72260225,0.802632,0.5251256,0.60936624,0.9611596,1.0430318,1.1969504,1.0546571,0.5192286,1.1936623,1.050121,1.0225873,1.0619302,1.3446422,1.3865366,1.2331436,0.6528903,1.3117886,0.57523423,0.84381217,1.1985052,0.9347662,1.1015309,1.1006474,1.3505274,0.60409045,0.94161063,0.9218896,1.3268838,0.93746924,1.2849267,0.98650515,0.6282756,0.0,1.079809,0.44590378,0.77217436,1.1906109,1.0743928,0.9934686,1.2492312,0.9473786,1.2802954,0.9502276,1.2332133,0.8338617,1.0107063,0.6318198,1.2130966,1.2401664,1.0526389,1.3996499,0.68922436,1.2283183,0.47652698,0.9762374,0.8339548,1.1179031,1.1770536,1.1817772,1.1174581,0.9991643,0.8344351,0.6215334,0.67028296,0.9599692,0.9452133,1.2801983,0.947067,1.3880485,1.30004,1.142102,0.60567784,0.6696496,0.6898773,0.69340813,1.0372667,0.6233667,0.97194827,0.13065523,0.8165432,1.1101584,0.88014513,0.81892323,0.6334121,1.2348957,0.7148392,0.76582295,1.0758864,1.2596564,0.9585405,1.4096808,1.0661917,1.2201551,0.6472942,1.1498907,0.93119085,1.4561758,0.7460407,1.2631712,0.57533306,1.2113681,0.5141087,0.7100976,0.60955334,1.2861016,1.3859582,1.1246244,1.3509691,0.864635,0.93992174,0.7964488,1.1192921,0.8258149,0.9954742,1.0305495,1.0860817,0.92168975,0.7307855,1.1500139,1.2082045
foot,1.2668271,0.44102573,0.9231367,0.7960673,1.1085393,1.0292301,0.82985973,1.3917456,1.3090428,1.1460767,1.3122545,0.8241626,1.3707211,0.98591363,1.2033627,1.3522587,1.3581474,1.2141298,1.0476166,1.1514856,1.2992728,0.78566515,1.159785,1.3230133,1.0745182,1.0387098,1.410186,0.7683028,1.1683637,1.290089,1.1012676,1.2636381,1.2220687,1.1640053,0.93234944,1.0557525,1.2579279,1.1507267,0.8624803,1.432568,1.0470366,1.2628765,1.1671972,1.1603117,1.1915661,1.1094105,1.0181159,1.0555998,0.5883388,0.41531694,1.164528,0.52891916,1.0061023,0.21466875,1.1327639,1.079809,0.0,0.86217606,1.1901006,1.139426,0.5280899,0.74054366,1.3298275,1.0086886,0.8952329,0.75268424,0.5220059,0.6306575,1.1452234,0.94931215,1.2384892,1.0066913,1.2201854,0.8784506,0.727141,1.2799312,1.0936222,0.5662167,1.096077,1.2432059,1.0162959,1.3076863,0.4254856,0.860103,0.72746474,0.94982725,0.4957453,0.5537191,0.68924403,1.1589919,1.2678713,1.0400256,0.79335093,1.1276699,0.84600586,0.8964921,0.7239959,0.94982827,1.1822714,1.2405872,1.0376011,0.80706674,1.0657173,0.9889702,1.000871,1.1175051,0.73846704,1.2913038,1.0071077,1.2526778,0.4726352,0.83375376,1.2178329,0.99414355,0.6871494,0.62581015,0.6557808,1.2670352,1.198758,1.2621698,0.55338067,1.2329737,0.89095414,0.575796,0.8530886,0.915431,0.9898958,1.239228,1.0380118,1.2360563,1.3614037,1.1523612,0.20853066,0.6688358,1.0371413,1.0994226,1.329488,1.3001493,1.3109959,1.236014,0.6690546,1.318409,1.177551
fork,1.4538858,0.88560086,0.5831722,1.3981683,0.83299243,0.64528817,0.5044853,1.0087749,1.2983253,1.420358,1.5766319,0.5189071,1.3693738,1.4889041,0.79141337,1.3659811,1.3143914,0.80375874,0.39402616,0.5823894,1.1835796,0.6358828,0.6796839,0.76276696,0.4889207,0.55987215,0.9857151,0.91918033,1.2550431,1.0781499,0.51588535,1.2372372,1.0472894,0.9748183,1.027697,1.3476851,1.51106,1.297895,0.3531183,1.4102749,0.44192964,0.9010174,1.2605714,1.0475457,1.2539991,1.0092703,1.4987993,0.6661345,0.9015275,0.7444643,1.4559549,0.84347546,1.3391209,0.83352095,0.6279052,0.44590378,0.86217606,0.0,0.93182194,1.2027541,0.9045873,1.0288508,1.3860652,0.84485793,1.3429921,0.83105755,1.1942348,0.8069845,1.005637,0.7329622,1.2422966,1.3644972,1.0716658,1.4721863,0.3274778,1.2878926,0.3954382,0.9968477,0.8089264,1.2397299,1.3950883,1.2367742,0.95225054,1.0653334,0.6192612,0.53130674,0.5269538,0.9377607,0.79499245,1.1709616,1.1811236,1.5492353,1.380852,1.2809163,0.24633884,0.27268696,0.76978344,0.5641024,1.183496,0.7350558,0.87258184,0.41703397,0.5600594,1.105417,0.9765779,0.77296257,0.6752924,1.2765392,0.87853646,0.98483515,0.88220215,1.2543064,0.7869366,1.5034876,1.1236696,1.293861,0.5007472,1.2202808,0.74984634,1.4945748,0.44946712,1.3918107,0.42117083,1.1023343,0.16025907,0.62118864,0.5754176,1.2852875,1.4876391,1.2054771,1.474947,0.7432359,0.75808287,0.626002,0.87828976,0.8523096,1.0224582,1.0526928,1.2534162,0.92418116,0.47405684,1.3149812,1.3430948
frog,0.834309,1.1457369,1.0440341,1.3122534,0.8025962,0.8941482,0.7477357,0.8812651,1.2293459,1.0161618,1.2170869,1.0483994,1.2049209,1.270601,0.557827,0.98882437,1.0068107,0.71071744,1.0415295,0.8014157,0.8313328,0.8208666,0.95545465,0.87866294,0.4196359,1.0542763,1.0391241,1.0937804,0.8914441,1.0717287,0.79421,1.27798,0.9008727,0.97811705,0.7447791,1.0001799,1.1694267,0.98316085,1.0154961,1.1264851,0.97235495,0.7774772,0.8389872,0.6018247,1.2737885,1.01369,1.2420775,0.90084517,1.0974696,1.0997907,1.188148,0.9497551,1.0259755,1.198049,0.7589881,0.77217436,1.1901006,0.93182194,0.0,1.116738,1.0865531,0.76687443,1.1146903,0.73508,1.1445823,0.966569,1.1739297,1.0039145,0.82889926,0.6051082,0.89822674,1.2008592,0.9751659,1.3178407,1.1364205,1.1880752,0.8797632,1.3036568,0.8661037,0.9583985,0.87499154,1.070775,1.0441703,1.097054,1.1858082,0.8906274,1.1738884,1.1394864,0.9778823,1.1910281,0.8157734,1.2551664,1.3070612,0.95601237,0.9888306,1.038605,0.99289685,0.8880209,0.56209755,0.80484825,0.7752815,0.9714418,0.8789358,0.9365629,0.8829323,0.6095292,0.7840237,1.270406,0.89885175,0.4657182,1.2085896,1.0444005,0.7726307,1.3126343,1.0038251,1.3291075,1.1731799,1.2180753,1.1143119,1.2065041,1.1036898,1.1212631,0.8608695,1.1523709,1.0420089,0.7838706,1.0025237,1.0150989,1.3094423,1.0825409,1.1496308,0.66133696,1.1753998,1.0912683,1.1487986,0.82671607,0.52292943,0.7853825,1.0559757,1.1007131,1.0068959,1.1694987,1.0847781
glass,0.8394493,1.1206348,1.3496389,0.83450896,1.1196558,1.2224396,1.3257284,0.8920155,0.83906174,0.8390641,0.8758549,1.4361527,0.91576165,0.7991514,1.0213149,0.94953203,0.9489175,1.1504965,1.1861504,1.0781537,0.96005726,1.1923807,1.1082219,0.91932523,1.1535041,1.1453922,0.8529024,1.1303478,0.89440405,0.9495633,1.0743968,0.83417326,0.9589621,0.79856086,0.83833325,0.856101,0.94662267,0.79690206,1.4438385,0.7208683,1.1351119,0.9614249,0.9102987,1.0225892,0.8334379,0.9459255,0.8787454,1.0486299,1.0220774,1.1481879,0.764874,0.994106,0.7375761,1.1082038,1.1796006,1.1906109,1.139426,1.2027541,1.116738,0.0,0.71968865,1.02512,0.9740051,1.0186546,0.69691354,1.1918821,0.76076096,1.0603591,0.9190058,1.203628,0.8232163,0.9538959,0.55362016,0.8884603,1.3208187,0.84026223,1.2023464,1.0260319,1.084762,0.8223469,0.79917467,0.69848037,1.0676258,1.1567286,1.2827806,1.2623296,1.2274697,0.8754277,1.1144813,0.8094704,0.9076293,0.8515117,0.93978834,0.8538999,1.3979881,1.3268734,1.2140905,1.2662461,1.0169832,1.1865704,1.0000023,1.2708799,1.0700289,1.1957057,0.9089577,1.088924,1.2479112,0.7623416,1.0773442,0.91003877,1.183562,0.9502994,0.85156405,0.79783064,1.001956,0.9490203,1.3413994,0.80177814,0.8296758,0.9343973,1.4126781,0.87566984,1.219185,1.1170129,1.3037032,0.97184527,1.3461063,0.71156883,0.81582415,0.99163985,0.76301676,1.1038369,1.1829646,1.223696,0.8250964,1.1798967,1.1131189,0.78116035,0.962563,0.83152944,1.2319777,0.81447494,0.9888789
glasses,1.2972051,0.81971467,0.872892,1.0644045,1.0195086,0.9717806,0.8969481,1.3086431,1.3156987,1.0915178,1.3443737,0.8922838,1.3578756,1.0128434,1.1526549,1.2979852,1.2369994,1.1561226,0.9864859,1.045642,1.2180574,0.86251247,1.1738669,1.2042382,1.0215,1.0669491,1.2036804,0.7880931,1.1637843,1.2836308,0.94709367,1.2192022,1.1411707,1.0784808,0.9364468,1.1441739,1.2580974,1.145429,0.89924926,1.3369445,0.95222473,1.1888194,1.1703414,1.1082042,1.1458443,1.0925337,1.0616786,1.022953,0.5261512,0.554948,1.0642693,0.3331715,0.73016787,0.5579903,1.0342436,1.0743928,0.5280899,0.9045873,1.0865531,0.71968865,0.0,0.9775563,1.2071332,0.9866365,0.5986965,0.63861704,0.7153174,0.45372653,1.0473429,0.99776775,1.2335396,1.0925452,1.08684,1.0694325,0.89410037,1.2258258,1.0661645,0.8307819,1.0696082,1.1585084,1.1729736,1.1596644,0.5047546,1.1007346,0.73327965,1.1325994,0.53903735,0.47684622,0.63252723,1.1250407,1.1128446,1.0752388,1.0268801,1.1771339,0.8852342,0.9057657,0.7784703,0.9644094,1.1828021,1.2191935,1.0099318,0.9103095,1.0710983,1.1168694,0.98029757,0.8681899,0.8952872,1.2084963,0.9854642,1.1750042,0.687921,0.9761046,1.1194477,1.0248007,1.0238191,0.8557033,0.7350908,1.2331324,1.1698171,1.3376794,0.7018552,1.2398982,0.946838,1.0573782,0.86927646,0.99934226,0.9834439,1.1842463,1.1054463,1.1206161,1.330167,1.0200808,0.5883892,0.706144,1.0529126,1.2306798,1.2036123,1.2471659,1.1606356,1.2326272,0.58834875,1.1683536,1.2130642
glove,0.882898,0.7682104,1.1329365,0.9064132,0.9323845,0.97674054,0.9843299,0.9325659,1.3622069,1.1104,1.1571611,0.95111793,1.0834687,1.0566685,0.8556684,0.8157825,1.1058002,0.9830885,0.99441904,1.0372514,1.0643182,1.0510925,1.1217555,0.9289843,0.97214204,0.7888558,1.1458011,0.86767894,0.90577877,1.0181708,1.1855077,1.3515835,1.0209634,1.1261425,0.9601366,0.932439,1.0370201,1.0050199,1.0687795,1.1525514,1.0107317,1.0128301,0.8694374,0.7006606,1.2422588,1.1717215,1.0065016,0.9658952,0.9617608,0.94726974,1.2756857,1.0021012,1.155342,0.7045301,0.9080665,0.9934686,0.74054366,1.0288508,0.76687443,1.02512,0.9775563,0.0,1.2978628,0.81735456,1.1124042,0.9895705,0.67220277,0.80786717,1.1670974,0.7932932,0.980142,0.8862456,1.100874,0.8016696,1.1278417,1.2508851,1.13833,0.8830855,0.98987085,1.1077528,0.42994642,1.1233982,0.9594169,1.0430558,1.1050591,0.7749089,0.941849,0.9045753,0.93175614,1.1033529,1.081149,0.94745874,0.8351206,0.9906381,1.0524247,1.1029093,0.8857794,1.0861363,0.8175993,0.69312155,0.9882601,0.9768481,1.0628009,0.90935373,0.7109403,0.9207615,0.7897794,1.2442464,0.85529935,0.744959,1.0051943,0.7918574,1.1283823,1.0662006,0.52386594,0.7425343,0.95942765,1.2496142,1.130012,1.2069173,0.98472995,1.2402294,1.0142068,0.62470007,1.0910869,0.9008503,1.1060762,0.8129878,1.0320966,1.2477905,1.2447274,0.94738626,0.7563125,1.143191,1.0069933,0.60055023,0.93103933,1.0014557,1.2901021,1.0113285,0.8411509,1.2221754,1.0616431
grass,0.7487569,1.2052017,1.1913767,0.90545446,1.126929,1.2093256,1.3085036,1.023596,0.7475535,0.6162441,0.5391997,1.2332658,0.6369585,0.8177698,1.0673422,0.749982,0.49194455,1.1047997,1.308935,1.2933413,0.9916243,1.2801964,1.0712984,1.2062069,1.2133892,1.334502,0.81754273,1.1727562,0.86387,0.85767514,1.1915481,0.7753037,0.91129667,1.0399926,1.1450204,0.9098415,0.63606066,0.91076124,1.2733843,0.6345358,1.3214145,1.1105536,0.84442633,1.0523595,0.8207387,1.0889763,0.7679894,1.0769824,1.1513398,1.3177099,0.581719,1.2182406,0.83874106,1.3310449,1.0284114,1.2492312,1.3298275,1.3860652,1.1146903,0.9740051,1.2071332,1.2978628,0.0,1.2137158,0.9125511,1.1863661,1.1199572,1.2982429,0.9070096,1.1422772,0.9042909,0.9165818,1.109638,0.9117352,1.3433731,0.7277116,1.257627,1.2023795,1.144013,0.97117233,0.9374821,0.7991474,1.2041255,1.0632707,1.2060544,1.344102,1.3471546,1.1444029,1.2784818,0.94133335,0.7820319,0.7456415,0.9654672,0.8968136,1.320388,1.2945173,1.2014792,1.2212442,0.9909758,1.1535795,1.1136106,1.3033895,1.223717,0.98292357,1.2344064,1.2220933,1.2512403,0.7968392,0.9743045,1.0235245,1.185362,1.0768081,1.0409423,0.79004645,1.1865622,1.1388772,1.3306804,0.7935616,1.0952529,0.54071665,1.2999978,0.6641413,1.3553936,1.176906,1.3607947,1.2633376,1.169363,0.7947876,0.78929156,0.47615016,0.6041159,1.2041448,1.3134564,1.247064,1.096912,1.206306,0.99525595,1.0415068,0.3908373,1.0352796,1.3356348,0.5340906,0.676038
gum,1.2946937,1.021617,0.7669169,1.2965367,0.5380239,0.59017444,0.689222,0.89433885,1.3838658,1.3048818,1.3941761,0.8062974,1.3124107,1.2826107,1.1207789,1.2093296,1.0474302,0.39677846,0.7030344,0.6549375,0.6811619,0.7781389,0.9554718,0.600412,0.872702,0.82485294,1.1183599,0.8103886,1.2915218,1.1788225,0.7171601,1.2334081,0.98084843,0.9093383,0.7220307,1.1582184,1.3294476,1.1594824,0.62339485,1.2602849,0.6962822,0.7953671,1.2629333,0.84258497,1.340327,0.92603564,1.3242877,1.0220225,0.9361526,0.7965936,1.368927,0.8204785,1.1440206,0.8515624,0.73176455,0.9473786,1.0086886,0.84485793,0.73508,1.0186546,0.9866365,0.81735456,1.2137158,0.0,1.239473,0.78608936,0.9623775,1.0145698,1.0697541,0.9290309,1.0291374,1.3208342,0.90688694,1.3108883,0.83652717,1.3251822,0.9330967,1.1028488,0.87384516,0.80293775,1.0881954,1.289897,0.898273,1.0438844,0.7816719,0.7934377,0.9149848,0.92086077,0.73988426,1.2560985,1.1812365,1.2869122,1.3585684,0.7992447,0.69649255,0.72293466,0.9567323,0.7103069,0.90492636,0.942711,0.87087506,1.0195584,0.72571445,0.8321662,0.98659396,0.7645289,0.8123461,1.363239,1.0062768,1.1290886,0.9862407,0.9486864,0.80933046,1.3784636,1.0018333,1.2486683,0.87777823,1.2656806,1.1021342,1.3999939,0.79324436,1.1878268,0.6764412,0.93393123,0.8364286,0.8410171,0.8049111,1.1734589,1.3439157,1.153854,1.228466,0.45734012,0.84125555,0.80249745,0.71361977,0.8226459,0.44745177,0.7515652,1.2356673,1.2505955,0.7185341,1.3137171,1.2858942
