,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
drawer,1.2404138,1.0120304,1.0737245,0.948339,1.0972027,1.0170158,0.95134604,1.1046662,0.8657428,0.8278967,1.2643682,1.0544491,0.6955826,0.71226263,1.2403361,1.1034075,1.1295949,1.0394458,0.70875585,0.9527126,0.872293,0.6547826,0.89525324,0.8838231,0.9166262,1.0850644,0.69733465,0.93684995,0.95276,1.1737013,0.8383563,0.7837455,0.91082203,1.0571954,0.7744429,0.82050765,1.0005642,1.0368495,0.887994,0.82751954,0.87089527,0.8762709,0.80995774,1.1510793,1.1698034,1.2520347,0.7352037,0.0,1.1436673,1.0888981,1.2089468,1.0481006,1.226238,0.9178037,1.1932623,1.0103911,0.9611439,0.9563066,1.0903404,1.092924,0.80996114,1.1473075,1.0065117,0.9279907,1.1447011,0.9719934,1.1902461,1.1615447,0.8995667,1.2118261,1.015342,1.083941,1.146425,1.054443,1.295522,0.99653596,1.1735017,1.0363368,1.028682,0.6640723,1.012746,0.81110656,1.1096927,1.0393943,1.138284,1.1866858,1.0113783,0.73613954,1.1209421,1.0004206,0.9195651,0.8861993,0.98232895,1.0810242,0.69676113,1.3410865,1.1500045,1.0476694,0.61788905,0.7307608,0.7719344,1.0905695,1.0323313,1.1743838,0.91118616,1.1284761,0.97882265,0.6605875,0.87617576,0.97669077,1.0568808,0.82589716,0.46351278,1.0380919,0.7698712,1.0913603,1.2238729,1.0997435,1.1738993,0.8397379,1.1897242,1.1332979,0.9528918,1.0031642,0.97668463,0.6196253,1.1351504,0.88466716,1.1312423,1.0323107,0.891712,0.9016623,0.89006895,0.86486804,0.9497296,1.0815916,0.9109889,1.2274892,0.983942,0.91890895,1.0677446,0.90801024,0.9843332,0.91782343,1.0928369,0.8645401,1.1649462,0.97076595,0.8170035,0.8675432,1.0847387,0.70789635
dress,0.8448678,0.98877037,1.2162726,1.4343491,0.37190253,1.2688314,1.3707014,1.2093534,1.2486551,0.6549494,0.8515528,0.6177976,1.3490385,0.73542655,0.21258903,1.3392167,0.7053497,0.8427328,1.1515486,1.4545437,1.4873612,0.90486944,1.319047,0.9778782,1.2667508,1.3443468,1.4097757,1.0801973,1.054927,0.93268186,0.97301346,1.311627,0.8000836,0.48109126,1.3315582,1.0491065,1.3501831,0.594653,0.9505378,1.4774597,0.6917163,1.4581492,1.0965269,0.9835482,0.96543604,0.88700527,0.82064307,1.1436673,0.0,1.0328442,1.0082988,1.1536102,0.8521826,1.2601428,0.6766051,0.9892613,0.72880507,1.4784424,1.2154998,0.93005216,1.4423382,1.3190148,0.9270395,1.1718079,0.72960234,1.0508664,1.0070187,0.9035457,1.2463797,0.60936177,1.2786008,0.6561997,1.2855887,0.80118334,1.1047902,0.84344375,0.48950922,1.1326094,0.38565707,1.4135308,0.8701823,1.4745744,0.7619705,1.1702192,1.1985693,0.60149586,0.97602487,1.2760173,1.0016204,1.2985954,1.3597239,1.0584697,1.2045166,1.1897697,0.82412535,0.8304779,0.29109442,0.3960001,0.8743551,1.4766643,1.4567385,1.2475939,1.1157249,0.75842357,1.3135152,0.93806297,1.3023452,1.4479322,1.3279067,1.1309683,1.3137171,1.121628,1.4043524,1.2144057,0.79113585,0.878765,1.3026915,1.1514167,0.4304222,1.049074,0.23880816,0.9527467,0.46221757,1.0845506,0.8840776,1.0203452,0.6614044,1.3461683,0.7851514,1.3463638,1.321302,1.2641003,1.42067,1.1347314,1.0449858,1.3189753,0.7020067,0.28594708,0.59877145,1.400391,1.0051762,1.2545857,0.8710185,1.3814173,1.2333361,0.8788451,0.92481375,1.1241697,1.0276667,1.355037,0.9021058,1.1171837
duck,0.90463585,1.2331482,1.1387464,1.0327084,1.1123292,1.0168508,1.1146113,1.1495788,0.9362081,0.99113995,0.92801136,0.9749084,1.2366387,0.95193905,1.0880989,0.4381255,0.97376585,0.8967099,1.0186442,0.9598516,0.91346645,0.99962217,1.1961359,0.9298103,0.90627396,0.7972831,1.1489608,0.870371,1.2503141,0.72677535,0.84365684,0.8632537,1.0379754,1.067463,1.0530334,1.1224916,1.1124201,0.98468655,1.2194268,1.1343956,0.9704375,0.9035133,1.0996734,1.0730176,0.66402555,0.79272294,1.027805,1.0888981,1.0328442,0.0,1.0326676,1.0461473,1.110738,1.1059341,1.0695918,1.1830287,1.0339152,1.0593652,0.9383472,1.0403416,0.87333935,0.87629867,0.96086717,1.1235005,0.9438303,1.1739588,1.0831275,0.92589515,1.1286826,1.0510103,1.1049832,1.1455488,0.98782784,0.99392295,0.68619,0.8994369,1.1145695,0.95477825,1.1526666,1.0199159,0.9941033,0.7484269,0.98926026,1.116737,0.8291817,1.1495612,1.0226876,1.2460535,1.0266792,1.1488066,0.9963455,1.3150706,1.2114019,1.0970494,0.9776117,0.9711567,1.0977316,1.1128267,1.054194,1.0834776,1.0508629,0.6116165,1.184408,1.0628844,0.99595994,1.0525051,0.90988016,1.0257285,0.9252519,1.22768,1.1687881,0.80182683,0.86947215,1.0510142,0.9973229,1.0016322,0.5665019,0.99937373,1.1815248,0.993363,1.0572193,0.92943907,1.1960541,0.7889961,0.9168581,0.95204043,0.87371725,1.1986334,1.1028659,0.88790214,1.1999559,1.1364653,0.848034,0.6294146,1.1087626,1.0013282,1.157479,0.98569775,0.927638,0.9180923,1.1581165,1.1770849,1.0651028,0.98881185,0.84562063,0.8846499,0.8824497,1.0285411,0.79344237,1.070713,0.81657517,1.343377
ear,1.0772363,0.6457775,0.7362141,1.0160936,0.9274871,0.9441121,0.8871825,0.8576869,1.1934842,1.3278968,1.0283914,1.2946572,0.90166044,1.3008422,1.0487334,0.96025664,1.2258345,1.2653978,1.1836064,1.0867113,1.0820987,1.3014286,0.8242517,0.9521612,1.1980631,1.0349705,1.0448273,1.20587,0.62968373,0.99679893,1.1497022,1.1294078,1.158471,1.0109128,0.99344915,1.1054292,1.0602071,1.2413092,0.9012268,0.9767119,1.3605825,1.1167727,0.86326027,1.0556282,1.0038701,1.0747483,1.1560814,1.2089468,1.0082988,1.0326676,0.0,0.7693788,1.0109204,0.7539834,0.9192237,0.4388731,1.225293,0.9246466,0.995459,0.92306924,1.0125555,1.087286,1.0668036,0.95024544,1.0834591,0.67958194,0.70053494,1.144896,0.9994201,0.9005811,0.84829193,0.622477,0.8020315,1.2173345,0.848382,1.2423146,1.1488883,1.0740007,1.0090015,1.0464127,1.2212976,0.99427354,1.01626,0.9753365,1.1333063,0.82695115,1.1059625,0.8553215,0.7060392,0.8595715,1.0083917,0.48158896,0.5969719,0.75994515,1.161966,0.9952202,1.1151679,0.97452027,1.1302489,1.0055957,0.97126937,0.9255387,0.7199709,1.0863957,1.1566008,1.1028329,0.91449344,1.1070774,0.9715637,0.68867195,0.7897583,1.1231431,1.1326671,0.6640501,1.2427855,1.0459933,0.9077258,0.92247844,0.89627707,1.1639743,1.0671037,1.074158,0.7496858,1.0255182,1.0845456,1.1944124,1.2909963,0.8134817,1.1574066,1.0660173,0.9002006,1.0010873,0.9319643,0.978191,0.8699332,0.9260936,1.203376,1.131106,1.3349257,1.1823646,0.47656864,0.61506927,1.0986861,1.0492386,1.1766031,1.2638298,1.1392183,1.2296977,1.12558,0.75849444,1.100837,1.0287154
egg,1.3211348,0.62227,0.15256584,0.8235512,1.1788183,0.3187459,0.42293,0.7298847,1.0392809,1.3972011,1.1471815,1.4087111,0.8806048,1.4818404,1.2492177,0.99917215,1.3622813,1.3638182,1.1636992,0.75666183,0.6434121,1.3348902,0.57693315,1.1669962,0.9686448,0.87492585,0.9230947,1.1402712,0.5216552,1.2104849,1.2881389,0.68297744,1.3605562,1.2874701,0.8446015,1.223278,1.1270603,1.3775295,0.9305736,0.69593567,1.5170518,0.6994052,0.87518877,0.98487854,1.1853967,1.0282924,1.3691249,1.0481006,1.1536102,1.0461473,0.7693788,0.0,1.2577105,0.6087849,1.0514746,0.60930353,1.2789552,0.76855063,0.9254571,1.0670773,0.8853702,0.96266514,1.1861368,1.1285316,1.1740649,0.7204547,0.97633564,1.2453454,0.79707885,1.0577234,0.79806435,1.0157043,0.6777769,1.2866232,0.9532857,1.3020656,1.3512232,0.8017044,1.3337526,0.9489892,1.3413334,0.7518929,1.1979024,0.6629968,0.924308,1.1181792,1.2423892,0.85954523,0.8413323,0.51428473,0.9818767,0.71172905,0.40536368,0.15419745,1.3138579,1.1506242,1.3103907,1.2767713,1.2402768,0.76599693,0.7544209,0.89639866,0.657538,1.0842984,1.0845163,1.1091559,0.96439236,0.72189367,0.8658236,0.5012752,0.4159838,1.1473777,0.8318704,0.54314154,1.407689,1.150888,0.9719003,1.0852791,1.2247752,1.2179106,1.2742534,1.1992565,1.0918878,0.67351913,1.2422249,1.1926724,1.3017927,0.5826366,1.3118572,0.59382266,0.859331,0.90106887,0.73551136,1.0803072,0.92858946,0.5668938,1.244812,1.205387,1.3982465,0.69326425,0.56738895,0.6384388,1.2423861,1.00697,0.9164345,1.2563818,1.2514408,1.1430049,1.3574672,0.657452,1.3130503,1.1749749
elephant,0.8763894,1.1691467,1.2277567,1.0970557,0.8743156,1.1527594,1.2412786,1.1470535,1.2320881,0.7033253,0.30781758,0.7749324,1.0910865,0.98606676,0.8317189,1.0804408,0.7441145,0.62300986,1.3015106,1.2640643,1.3366996,1.1582906,1.2442316,1.2616841,1.2617574,1.1347084,1.2464947,0.95227474,1.1661931,0.854507,1.1569034,1.2262558,0.9332328,0.82454526,1.222381,0.8941986,0.9176277,0.878165,1.0391512,1.215673,0.86651057,1.3411274,1.1983534,1.1529465,0.9703125,1.110555,0.906716,1.226238,0.8521826,1.110738,1.0109204,1.2577105,0.0,1.0984076,0.8109621,1.156564,0.8550414,1.0786151,1.2368143,1.010129,1.2270923,1.1295673,1.0307759,1.0048602,0.83420193,1.0169486,1.1386656,0.68268055,1.2581393,0.87556183,1.2383009,1.022442,1.0828837,0.7143758,0.9876058,0.9672089,0.5870868,1.2528669,0.7782587,1.1711568,0.94129926,1.2286153,0.9098348,1.2135822,1.1781504,0.9423922,0.8631845,1.1856301,1.0545919,1.1228122,1.2697666,1.1177497,1.1816869,1.1999276,0.9192232,0.4229884,0.72303855,0.8006379,1.1303627,1.183521,1.2057607,1.0395347,1.137983,0.942363,1.1515466,0.6958214,1.1974841,1.3639421,1.2134252,1.1125529,1.203917,1.2881739,1.3359388,1.1123039,0.77916545,0.74006927,1.124066,0.8589273,0.7355369,1.1023028,0.8482545,0.95379514,0.95671636,1.1917989,0.69191,0.98273826,0.6852063,1.1725905,0.5111226,1.3643795,1.0402207,1.0956434,1.2455003,1.1640285,1.1222007,1.2657831,0.82723355,0.72356355,0.9063503,1.2662337,1.1947525,1.1403724,0.9449904,1.2335722,1.1840613,1.2090961,0.65106547,0.8865553,1.1768391,1.2222838,0.7976562,1.0154884
eye,1.3339587,0.78641677,0.5385099,0.82317805,1.2080506,0.6272827,0.69069695,0.81103647,1.0996317,1.3419204,1.0834814,1.3784127,0.69087154,1.4184893,1.2697054,1.0583888,1.3518275,1.2864537,1.1481326,0.8673025,0.8192795,1.2975273,0.6709277,1.1374898,1.1238487,0.9213226,0.8207347,1.0946095,0.62901205,1.1983279,1.3547328,0.6044698,1.2466545,1.2810893,0.64456606,1.0541608,0.97770613,1.3626387,0.89525694,0.66705495,1.4270039,0.8830991,0.8133892,1.1183212,1.2295119,1.1993939,1.2239993,0.9178037,1.2601428,1.1059341,0.7539834,0.6087849,1.0984076,0.0,0.94177735,0.66593134,1.2229645,0.72406036,1.0240204,0.98829484,0.8539279,0.9881434,1.1735849,0.9906917,1.2022182,0.4259801,0.9951894,1.1714368,0.8021846,1.0154152,0.8411255,1.0424062,0.6724593,1.1732461,1.048872,1.2430365,1.2943354,1.0603034,1.2965027,0.7989314,1.2737403,0.7307036,1.162514,0.96754545,1.1164362,1.2124146,1.1448709,0.6551751,0.93751204,0.62162715,1.0220313,0.5698002,0.48768395,0.57169205,1.1967416,1.143194,1.289329,1.2682511,1.1035578,0.6692771,0.70346063,0.8809522,0.78709,1.0507857,1.0495209,1.1118366,0.93185776,0.7537539,0.7296851,0.60646904,0.70548654,1.1894697,0.6897292,0.57775706,1.2677369,1.1533681,1.0126517,1.1260836,1.2565387,1.075693,1.2862419,1.104047,1.04062,1.0287724,1.0848851,1.0903379,1.3212361,0.5453602,1.1518296,0.9185789,0.8000345,0.8121995,0.80105364,1.1043093,0.94069403,0.8613801,1.2119474,1.2808162,1.3968197,0.7943546,0.6923642,0.5388011,1.1502284,1.0205789,1.0988399,1.3753753,1.2109421,1.0572721,1.2671518,0.5508677,1.2177219,0.8891749
face,0.8274865,1.1681037,1.035623,1.236938,0.7203242,1.1436945,1.2664604,1.168026,1.3381344,0.90044683,0.9118687,0.8157257,1.3099508,1.015006,0.58968395,1.2837425,0.95094764,0.90865374,1.1837718,1.356797,1.356612,1.0785685,1.1601285,1.0950493,1.3219355,1.0694212,1.4127536,1.1153951,1.0177488,0.8855023,1.2580743,1.184128,0.80771744,0.6781025,1.2919245,0.93974507,1.2220029,0.81488365,0.9400262,1.3634022,0.91427,1.384558,1.0135295,0.7834891,0.89729404,0.921275,0.88044345,1.1932623,0.6766051,1.0695918,0.9192237,1.0514746,0.8109621,0.94177735,0.0,0.9235393,0.77173316,1.3006375,1.1796943,0.9919897,1.3652263,1.0965424,0.92409265,1.0731496,0.6854392,0.5809052,1.160652,0.8613314,1.1083881,0.1891855,1.1993138,0.7362082,0.939142,0.894634,0.94683003,0.9470212,0.78785384,1.0723097,0.8038446,1.3916061,0.9643854,1.4136231,0.8142661,1.1555833,1.0894246,0.6751462,0.8825504,1.207031,0.84437656,1.0842237,1.4872224,0.96518123,1.0289037,0.99871945,0.9345682,0.9160023,0.6805518,0.74527466,0.9886951,1.365194,1.3669083,1.2433063,1.1796927,0.64687145,1.4234769,1.0106599,1.1779733,1.3546239,1.2448684,0.9146638,1.1452962,1.3519473,1.298252,1.1232332,0.9080993,0.8500904,1.1641959,1.1106929,0.79237235,1.0780202,0.48916042,0.9853757,0.88475364,1.1751854,0.90951025,1.0943422,0.7439703,1.1862215,0.8046421,1.269954,1.3565867,1.1716897,1.3854169,1.1923953,1.1029637,1.2313107,1.0745132,0.5949522,0.8138194,1.312018,0.8641414,1.064393,0.94360626,1.4928782,1.1803122,1.0590174,0.8242412,1.1467985,1.0951982,1.1782259,0.8539158,1.1859947
finger,1.2987332,0.4477092,0.56143224,0.9786918,0.80699325,0.9009162,0.8289925,0.73195016,1.1719496,1.3338909,1.1329097,1.3538774,0.79841113,1.3525244,1.0822129,1.1886352,1.3439665,1.3664148,1.1528792,0.94946337,1.0698038,1.3349719,0.6504569,0.8758118,1.2019172,1.1016521,0.9541795,1.2536198,0.30073327,1.2613286,1.2205628,1.0232177,1.226863,1.1073562,1.0563449,1.0964835,1.0829448,1.2931498,0.8885436,0.7501117,1.4628468,0.98120946,0.65058386,1.1425402,1.2664243,1.1203817,1.1919249,1.0103911,0.9892613,1.1830287,0.4388731,0.60930353,1.156564,0.66593134,0.9235393,0.0,1.2226366,0.9357686,1.1416435,0.72724044,0.83685124,1.1948781,1.1701787,1.0319359,1.1914709,0.52264804,0.69707143,1.2370361,0.95668805,0.9103861,0.82442385,0.3797903,0.74241334,1.2898328,1.007358,1.3251543,1.2786248,1.0930094,1.0237244,0.8297251,1.2609044,1.0137476,1.1029602,1.0068542,1.1828264,0.9283721,1.2906348,0.75496554,0.96612823,0.68372715,1.0363543,0.32019883,0.5557449,0.5877154,1.239153,1.1469848,1.0874447,1.0127031,1.0804186,0.7761176,0.74481404,1.0840964,0.49874258,1.1130891,1.1619298,1.1563207,1.053801,0.97660834,0.82273793,0.4390813,0.59529054,1.1767331,0.9975048,0.61466974,1.287041,1.1581241,1.1326519,1.0853434,0.9413091,1.1009605,1.0871385,1.020072,0.7849542,1.0183483,1.1983056,1.1713833,1.3123527,0.5507617,1.232588,0.89905536,0.90556574,0.9793696,0.790419,1.048164,0.8537886,0.8834732,1.2454371,1.0861065,1.3949652,1.1209285,0.08384675,0.44838428,0.97119963,1.0640681,1.2156733,1.3345183,1.245829,1.2621005,1.2154366,0.6155477,1.2558295,0.9518567
firetruck,0.82102144,1.3260063,1.2741433,1.2909758,0.7863115,1.2926042,1.3191967,1.1679077,1.156705,0.69288766,0.93762875,0.71644616,1.2864574,0.7024887,0.749318,1.161613,0.9012559,0.8912943,1.0000349,1.2833016,1.3169421,0.779588,1.1707618,0.9800025,1.1479187,1.164217,1.2280562,0.99418616,1.1819485,0.87373626,0.98980606,1.2715187,0.53800064,0.63091195,1.2359271,0.9330282,1.1709555,0.68714225,1.0926433,1.3358653,0.6453325,1.3027035,1.0265515,0.87316245,0.8214547,1.0667919,0.6864445,0.9611439,0.72880507,1.0339152,1.225293,1.2789552,0.8550414,1.2229645,0.77173316,1.2226366,0.0,1.3692986,1.1352341,1.0541601,1.261488,1.1187184,0.9386612,0.9499569,0.757079,1.052984,1.1341879,0.88520455,1.125082,0.7540034,1.1099066,0.9563452,1.2506145,0.82951176,1.115408,0.8218443,0.73988914,1.002194,0.67782056,1.2535175,0.7969663,1.3472741,0.9488013,1.1580085,1.0572727,0.7971281,0.7702093,1.2006817,1.0392866,1.261061,1.3386543,1.2552626,1.2194434,1.260066,0.65018904,0.9511316,0.6644562,0.6401069,0.8761035,1.3390518,1.345301,1.2085588,1.2119902,0.88123524,1.2835733,0.956335,1.204818,1.2893145,1.217765,1.1990762,1.2715588,1.0999154,1.1418982,1.2940434,0.61075383,0.9512309,1.1415027,1.1566162,0.83669126,0.95485693,0.65072966,0.98051924,0.8839704,1.1550379,0.8323024,0.9548561,0.72144103,1.3098589,0.8106344,1.187994,1.3056734,1.126311,1.2953701,0.9834222,0.9940649,1.2817856,0.8216303,0.6455511,0.65846443,1.2864208,1.2108274,1.233668,0.82707804,1.32991,1.1524484,0.82419485,0.8751466,1.0484945,0.8214046,1.3376174,0.8311614,1.0608969
fish,1.1221542,0.8653097,0.62447256,0.49721956,1.4782028,0.580081,0.5757784,0.70026344,0.9652046,1.4650769,1.1471912,1.4193883,0.38479042,1.4340343,1.5284562,0.64008,1.3216455,1.1037747,0.9046621,0.5024991,0.58377266,1.3678131,0.5793732,1.2105309,0.96886563,0.66883045,0.595969,0.8538814,0.8780526,1.0920037,1.2258846,0.68436456,1.3743958,1.4493234,0.8637788,1.0008819,0.6876942,1.4133036,0.98533523,0.28515446,1.5609642,0.64589584,0.98893857,1.1379752,1.1142207,1.2394017,1.3377775,0.9563066,1.4784424,1.0593652,0.9246466,0.76855063,1.0786151,0.72406036,1.3006375,0.9357686,1.3692986,0.0,0.8964402,1.0877544,0.5767343,0.5608278,1.1950692,0.7894757,1.382062,0.89337003,0.9922776,1.0684828,0.6850196,1.3158023,0.7067435,1.3217398,0.5701408,1.2300328,0.84189093,1.3759533,1.3811982,1.0835942,1.4726721,0.5409293,1.3217552,0.5535585,1.1999136,0.8969278,0.96863973,1.4013789,1.1009495,0.6880958,1.0993247,0.49564958,0.660617,0.78377664,0.77013206,0.7001591,1.3602756,1.1358893,1.523493,1.4600602,1.1827456,0.26111704,0.30615103,0.6761472,0.76779187,1.3097532,0.6215972,1.0674233,0.7953125,0.62939924,0.6616915,0.8578261,0.5242443,1.0633497,0.7745132,0.89685506,1.3775744,1.0783561,0.8087129,0.90346056,1.4360471,1.0373592,1.5125173,1.1387081,1.3036335,0.9182971,1.2577748,1.0552156,1.4013746,0.4319315,1.215059,0.7594738,0.6713695,0.62283707,0.5637972,0.8941214,0.9200768,0.7332904,1.2198433,1.4588304,1.5710849,0.65615094,0.91800267,0.5895642,1.14744,0.5927118,0.9473461,1.3772727,1.0765299,0.79850715,1.220968,0.537665,1.210641,0.9628885
flower,1.1013353,1.106573,0.95403546,0.7799399,1.2371004,0.7276404,0.77546597,1.0127436,0.6732342,1.1795367,1.1487151,1.2155977,1.057605,1.1873548,1.1377665,0.87453824,1.0648247,1.2092221,0.7311673,0.757884,0.7750548,0.8682337,1.0108098,1.0622181,0.77752393,0.7344055,0.9161416,1.0045968,1.1764101,1.0736638,1.0398817,0.7807675,1.0968391,1.247946,0.83224785,1.0104989,0.86887956,1.2111024,1.0084112,0.860942,1.0517769,0.76040924,1.0179845,0.90933144,1.0321887,0.9182888,1.1482638,1.0903404,1.2154998,0.9383472,0.995459,0.9254571,1.2368143,1.0240204,1.1796943,1.1416435,1.1352341,0.8964402,0.0,1.0880914,0.8599912,0.76827896,0.9526511,0.94196254,0.96518975,1.2072808,0.90170085,1.0965226,0.6960621,1.1235005,0.95136094,1.1816827,0.92450386,1.1873829,0.8614744,1.0499055,1.195457,0.8922713,1.3667967,0.97492754,1.081288,0.7172251,1.1766992,0.7859671,0.6731774,1.0905446,1.0257945,0.97642225,0.894654,0.93054926,0.73130655,1.1670657,0.9746341,1.0152978,1.1773934,1.0074767,1.2342087,1.3269649,0.89885026,0.9499406,0.932021,0.8920554,1.0857592,1.1445854,0.82963175,0.8934891,0.5862021,0.8424534,0.9083995,1.1373748,1.0411155,0.761077,0.87393564,0.9017706,1.1800265,1.1156887,0.7443357,0.9006864,1.1632174,1.0240383,1.2259288,1.0469053,1.2962043,0.7897397,0.98237944,1.0398624,1.1792533,1.0471598,1.1593426,0.72939134,0.94800466,0.9917635,0.85713357,0.9966177,1.0191443,0.68621844,1.1385654,1.2351156,1.0521252,0.7488589,1.1026572,0.99975955,1.0247395,0.74311817,0.7077433,0.8872916,1.0582314,1.0309606,0.998873,0.9578463,1.0729069,1.0342709
foot,0.9192263,0.84501106,1.0797026,1.1514479,0.8849791,1.1474808,1.1611762,0.7994387,1.067592,1.1223761,0.96743363,1.0396461,1.1255307,1.067768,0.86341906,0.99716306,0.8896397,1.1295764,1.0069647,1.193675,1.2074084,1.0140551,0.9751859,0.91620797,1.0691531,1.0450413,1.176949,1.1829017,0.70745635,0.9878951,1.0944642,1.1100978,1.0746099,1.0839446,1.0840008,0.95590746,1.0371261,1.0214165,0.9150196,1.1123654,1.0449039,1.1665286,0.8885473,0.91509116,0.9526854,0.9932288,1.154299,1.092924,0.93005216,1.0403416,0.92306924,1.0670773,1.010129,0.98829484,0.9919897,0.72724044,1.0541601,1.0877544,1.0880914,0.0,1.0776232,1.0108789,1.0840242,1.0533311,1.1259159,0.9330694,0.39900964,1.1612937,0.9523979,1.0120993,0.92388725,0.7420955,1.004685,1.0811645,1.0554127,1.0939674,1.0332392,1.0485119,0.86848426,1.0340943,0.9886863,1.1765208,0.9310569,1.0370446,1.0239547,0.6889848,1.0917294,1.0963229,0.9753337,1.178164,0.9263834,0.9411494,1.007752,1.0395547,1.0919081,0.9525534,0.9498589,0.88237554,0.9274579,1.1172961,1.1230477,0.989627,0.7811992,1.0109776,0.8436961,1.0398222,1.0905986,1.0566063,0.9031449,0.9013398,0.98952025,1.0186713,1.1011083,0.94234157,1.162842,1.0459964,1.019209,1.0864049,0.90750885,0.885753,1.0188348,0.1250515,0.8858312,0.9789126,1.0820104,1.161649,1.102541,0.9900805,1.1608192,1.1257038,0.9894422,1.0877897,1.024168,0.9666516,0.9230527,1.1146919,1.0020869,1.0143739,1.1096944,1.106355,0.60931045,0.9399591,0.9512396,0.86236167,1.0190604,0.99077535,1.1258231,1.2168838,1.0985194,0.9925546,1.1511893,0.92324305
fork,1.455041,0.88700956,0.87003845,0.6641125,1.3350873,0.89634037,0.83878356,0.7635516,0.7421261,1.2628688,1.2454671,1.5207338,0.61600393,1.280119,1.4907279,0.67091894,1.4156606,1.1602194,0.83578265,0.5123237,0.506206,1.1946412,0.7359533,0.8657404,0.81164706,0.74976814,0.64595926,0.81948096,0.883645,1.2515724,1.0099254,0.59912586,1.2001059,1.3659592,0.84402007,0.81353915,0.61274326,1.5401535,1.1396723,0.4196275,1.3372551,0.52896017,0.83131826,1.2225287,1.2328528,1.169362,1.26492,0.80996114,1.4423382,0.87333935,1.0125555,0.8853702,1.2270923,0.8539279,1.3652263,0.83685124,1.261488,0.5767343,0.8599912,1.0776232,0.0,0.83638644,1.1966078,0.79493666,1.1391611,0.8967205,0.9757942,1.269938,0.85408247,1.3135419,0.6638615,1.1093063,0.707469,1.2800057,1.0284147,1.236529,1.4352168,1.0268571,1.4760518,0.17587662,1.1718041,0.39465976,1.2618467,1.0266259,0.92502373,1.4257684,1.117137,0.8282827,1.1440796,0.69175124,0.59124017,0.7951019,1.0169636,0.88730675,1.1200392,1.2243992,1.4959168,1.464424,1.0452754,0.30341834,0.28578317,0.74969614,0.8121813,1.3190687,0.6966488,1.1411661,0.78816855,0.4159426,0.7887941,0.8853187,0.68355185,0.8140531,0.5470445,0.8278544,1.144962,1.2723024,0.78819674,0.73577964,1.3049914,0.7654853,1.4832394,1.1076787,1.3334699,0.8690913,1.1689835,0.7768675,1.3960087,0.5930697,1.278795,0.6539793,0.75239766,0.87886465,0.15012944,0.8467771,0.9378034,0.8055074,1.2483419,1.4969659,1.4121611,0.70883167,0.8994101,0.6207296,0.74681795,0.62265897,0.979383,1.0987508,1.2141984,0.93001056,0.88503593,0.52410793,1.2514818,0.90242124
