,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
egg,1.3737667,0.6228615,0.3756591,1.2161076,0.5848409,0.7535831,0.70957655,1.0867162,1.4384373,1.0857091,1.4819512,0.77666056,1.442939,1.3051326,0.8622449,1.371392,1.1263655,0.87567115,0.56076205,0.64805305,1.3599576,0.5346042,0.96884716,0.959334,0.7662507,1.2822435,0.77755773,1.2098134,1.2351629,0.52935255,1.3459958,1.1751066,1.3317528,1.2086895,0.9417691,1.2612593,1.4154879,0.83718026,0.5586707,1.5754387,0.6735064,1.0070305,1.233795,0.82421756,1.3261,1.1443162,1.1702735,0.9846326,0.7839166,0.0,1.2055374,0.5898756,0.99747396,0.4555416,1.2952638,0.68776304,1.1095575,1.1008824,0.7807924,0.81263435,1.3667946,0.5487117,0.7447271,1.2023559,0.7311656,1.0687813,0.8245926,0.9622685,0.41089213,0.86987007,1.2803087,1.3158984,1.2286295,1.3625284,1.0250201,1.2822659,0.56123704,1.0802583,1.1012712,1.1108751,1.0853819,0.8858167,0.2557755,0.74366105,0.47036374,0.862854,0.19894344,1.4359429,0.9591977,1.3807759,1.2616942,1.1542507,0.62978446,0.6568193,0.6145336,0.8755714,1.1332185,1.1183109,0.923157,0.79531807,0.49879766,1.1532242,0.77940524,1.4218944,1.2165289,0.8811147,1.1357172,1.2085173,1.3274767,0.92274594,1.2657166,0.8736906,1.2259066,1.0637393,1.3018609,0.4837231,1.339375,0.8409476,0.74669635,1.2634225,0.65734684,0.7995211,0.8210123,0.89704996,1.2767994,1.3547204,1.5087006,0.5526577,0.24271345,0.8443508,1.1760515,1.0085657,0.81376314,1.3657846,1.2218132,1.2749798,0.90109146,0.42097855,1.2965497
elephant,0.85630274,1.1302257,1.1173701,0.8186872,0.99359953,1.0222251,1.1089442,1.0343405,0.7622585,0.5301624,0.6462225,1.0706346,1.1928046,0.84869045,1.1823223,0.5796172,0.96600366,1.2379603,1.2094235,1.2001281,1.1229771,1.2197149,1.1677756,1.1265028,1.3094921,0.78452337,1.0841713,0.9483106,1.1364084,1.1814795,0.99089205,0.8194053,1.0388159,0.79234326,1.0193194,0.99466765,0.7979396,1.1787851,1.133952,0.96605444,1.2329152,1.0893106,1.0050744,1.1647089,1.1314182,1.2110108,0.9414208,1.194447,1.0424601,1.2055374,0.0,1.0107154,1.0095334,1.1045011,0.99630564,1.1815696,1.0437605,0.9120683,1.1786878,1.1491698,0.82546556,1.0904738,1.0707525,0.7831746,1.1467366,1.0278376,1.1553237,0.98476624,1.2321441,1.1101556,0.9660262,0.69897795,1.2177749,0.7259039,1.0437711,1.2628961,1.2350899,1.0415003,0.89513594,0.8740072,1.0915852,0.84823334,1.097858,1.2155473,1.1739043,1.007235,1.1728749,0.91231084,0.9940168,0.73113006,0.86153686,1.0005038,1.114147,1.1068027,1.0893725,1.0389824,1.1420184,1.0694605,1.1930513,1.2583547,1.1451014,1.2609773,1.2707928,0.9335875,0.78351223,1.2687423,0.8689983,0.9752378,0.7554028,1.0198811,0.7933587,1.2461799,0.85109234,1.0566913,0.6814545,1.1679493,0.78773546,1.1281159,1.0591336,0.93919384,1.2414658,1.054468,1.1075804,1.0585078,0.881945,0.85330397,0.88812065,1.1902457,1.2126915,1.0779485,0.9069976,1.0168405,1.2101866,1.1435678,0.8539233,0.7373515,1.265585,1.1382946,0.93719214
eye,1.2509238,0.9496342,0.5849073,1.1379278,0.8678504,0.9469104,0.84425473,1.2239155,1.208743,1.0248865,1.265799,0.725686,1.277866,1.1810213,1.0268638,1.2179605,1.0856686,1.0756971,0.85412765,0.8900468,1.2485406,0.95555145,1.1052622,1.0151435,0.85600036,1.1196263,0.727295,1.0881371,1.2262015,0.7110687,1.2320993,1.1614867,1.1950858,1.0472528,0.9311584,1.1566948,1.1871805,0.8600988,0.7293422,1.3893297,0.94636124,0.9642318,1.1549288,1.1019455,1.1219347,0.98604137,1.0487515,1.1191142,0.6763704,0.5898756,1.0107154,0.0,0.8782439,0.6722157,1.1100144,0.8273318,1.1750425,1.0155244,0.91721267,1.0129347,1.1633577,0.34231263,0.8927113,1.0554577,0.92379355,0.92832613,1.0853987,0.905491,0.67357713,1.142607,1.2120212,1.2188034,1.0850235,1.1388434,0.9015588,1.2137469,0.83846223,1.0510328,1.1268436,1.1435537,1.1161169,1.0435699,0.5421671,0.96639633,0.514093,0.84141684,0.6950604,1.1606897,1.0326308,1.2295974,1.0747102,1.1749982,0.71272767,0.78967404,0.78942263,1.065804,1.1432403,1.1399004,1.0910642,0.81108963,0.836605,1.2435606,0.8482091,1.2141223,1.1478966,1.0767797,0.97301507,1.2128658,1.1673266,0.8861119,1.1031833,0.9851575,1.0927894,0.96173304,1.2575061,0.639933,1.1536024,0.70696115,0.9540198,1.1444271,0.9128056,0.8272183,0.90045536,0.76502526,1.224053,1.2370278,1.3511217,0.8096268,0.54840636,0.80076414,1.1862499,1.1039747,1.134369,1.3989601,1.168916,1.1152277,1.0306455,0.5971033,1.100307
face,0.8885628,1.16947,0.99252397,0.9160393,0.9669174,0.9595854,1.0546523,1.3366859,0.9036319,0.97503847,0.83307266,1.2951684,1.128915,0.76658267,1.1641643,1.0402179,1.1629725,1.2399246,1.2191087,1.3092538,1.0195082,1.233755,1.1947323,1.0233545,1.3242695,0.8806641,1.0552313,0.91446006,1.2753773,1.1104548,1.0425434,0.8954226,0.98234963,0.920902,0.92367774,1.1126361,0.8564002,0.9803574,1.2714324,0.91915286,1.2785275,0.9606958,0.9263753,0.8355712,0.9670444,1.1974953,0.68466115,1.1815267,1.0165952,0.99747396,1.0095334,0.8782439,0.0,1.0928693,0.7101327,1.2245742,1.0508907,1.1487384,1.3021079,0.9895972,0.65872157,0.67796534,1.1219792,1.0768563,1.0827588,0.2611307,1.0652941,0.7847142,1.037263,1.1320583,0.95239615,0.7261392,0.9113221,0.77699304,1.1505975,1.1163859,1.3129764,1.0458856,0.8927029,0.8937665,0.80127156,0.920553,0.9700275,1.4358133,1.1099168,0.9935635,1.0669228,0.98772025,1.0530984,0.7611532,0.8208293,1.0870764,1.2447064,1.2665523,1.0307566,1.3588924,1.0992514,1.0252489,1.1685252,1.1195301,1.1282046,1.2579677,1.2443838,0.9556886,1.0715449,1.0712814,0.7743746,1.0877929,0.60623354,1.2297617,0.86637443,1.1398444,0.78369266,1.2312099,0.8149816,1.1806101,0.8270167,1.1360962,1.2678063,1.018243,1.2939308,1.1120417,1.1241078,1.1314448,0.9641788,0.6367886,0.8302226,1.236526,1.039772,1.0079157,1.0905375,1.4131572,1.0598688,1.2103862,0.9061742,0.83715415,1.2773637,1.0767045,0.8734821
finger,1.2552505,0.54378533,0.6568017,0.82794285,0.9155215,0.99575776,0.81140625,1.1706765,1.3731788,1.0641657,1.4342512,0.7699618,1.2774627,1.1673971,1.0452825,1.2557725,1.0033616,0.9023254,0.767378,0.8613231,1.2704179,0.7779738,1.0133218,1.0763551,0.8152908,1.2447972,0.6376847,1.2412112,1.1374285,0.7756549,1.2830461,1.1982244,1.2997293,1.0530403,1.0545303,1.2248027,1.377096,0.80301124,0.6098648,1.482091,0.7918005,0.9622376,1.2430379,0.90564966,1.2696183,1.0129715,1.1413901,1.1559782,0.61254233,0.4555416,1.1045011,0.6722157,1.0928693,0.0,1.3445609,0.77387816,1.1713,0.8592786,0.68972147,0.9337774,1.3111587,0.58739877,0.48692453,1.2103536,0.6917354,1.1210552,0.91969895,0.4357338,0.62187564,1.0310566,1.2015744,1.2224094,1.2544907,1.175774,0.80555975,1.1899744,0.8198174,1.0718927,1.1249118,0.88078177,1.1466634,1.0138205,0.5244768,0.66779447,0.482108,0.9619324,0.626045,1.2696705,1.043494,1.2506888,1.1468027,1.0885367,0.61707985,0.6555617,0.902302,0.90770257,1.123054,1.1473726,0.9444812,0.9072168,0.83377814,1.1612916,0.90324354,1.3057457,1.2128814,1.0037377,1.0656277,1.0386146,1.2334023,0.7987876,1.0964308,0.8544761,1.2359936,0.98326457,1.3520647,0.6482029,1.3074257,0.8443531,0.5583756,1.2580298,0.60164154,0.8723633,0.46568894,0.8279872,1.3081917,1.309794,1.4280912,0.7715448,0.23889983,0.61693835,0.89248,0.83169603,0.9333471,1.2248297,1.2368038,1.2394596,0.96254194,0.55614406,1.2264427
firetruck,0.9281054,1.2632225,1.1985159,0.98157156,1.0232409,0.97036904,1.2199667,1.0972133,0.83529246,0.9871096,0.7684392,1.3006845,0.7399434,0.878981,1.1900084,1.0511979,1.040354,1.1378117,1.1851784,1.2095916,0.8272331,1.3532819,1.0280366,1.0511992,1.2277436,0.6931753,1.1909564,0.99565667,1.1373581,1.2103571,0.8070523,0.7898613,0.81134033,0.92001194,0.9608017,0.8904343,0.81052697,1.1434767,1.2883866,0.6041205,1.2080486,1.1935117,0.99820775,1.0432767,0.81588626,1.0790696,0.8339112,1.13086,1.2437102,1.2952638,0.99630564,1.1100144,0.7101327,1.3445609,0.0,1.2624885,0.46836507,1.1621526,1.3236543,1.1735702,0.6548281,1.1208647,1.3145332,0.9111937,1.0768883,0.7643262,1.1420919,1.0514852,1.3738475,1.174311,0.791791,0.8098146,0.82242477,0.89163774,1.2132964,0.9478177,1.3030417,0.9621567,0.9560967,1.0511307,0.76611304,1.0835273,1.2168691,1.4570394,1.3364651,1.0763274,1.195518,0.87364125,1.1245902,0.8125514,0.93942565,1.0053891,1.2854654,1.2745486,1.1133299,1.3626411,1.0941738,0.42768264,1.1799281,1.2573189,1.1683497,1.0643492,1.2039393,0.8467907,0.99025667,1.194223,0.9176903,1.0461425,0.78547454,1.265302,0.90266347,1.1712309,0.85835063,1.1945976,0.7376554,1.2706279,0.67004865,1.1568269,1.318717,0.93388605,1.4079255,1.0812765,1.2188491,1.1557417,0.77533454,0.73360854,0.6500537,1.266211,1.3678392,1.1445584,1.0442343,1.4146149,1.016539,0.94133097,0.35501373,0.7287984,1.2098465,1.2494732,0.7350433
fish,1.3275919,0.9464211,0.5199054,1.4186875,0.9081969,0.9777763,0.63642263,1.0363407,1.5418411,1.1048645,1.5746491,0.42836666,1.2809058,1.4301747,0.5067198,1.3182266,0.8835082,0.64232486,0.5179913,0.54992956,1.3392943,0.57546264,0.87863266,0.75802976,0.6156763,1.0238625,0.8551587,1.0358963,1.1135565,0.7102252,1.3863299,1.268889,1.2563658,1.2201107,1.046041,1.2629894,1.4677477,0.8694267,0.42871326,1.497423,0.6159182,0.9354077,0.9912255,0.91091627,1.394899,0.97748774,1.452077,0.61657554,0.8015492,0.68776304,1.1815696,0.8273318,1.2245742,0.77387816,1.2624885,0.0,0.96063256,0.87566066,0.5411259,0.54154885,1.4742138,0.83822334,0.7735745,1.0956326,0.6380676,1.2949488,0.8386378,1.2268589,0.5016572,0.6920227,1.3418591,1.5737922,1.1537585,1.550358,0.8700223,1.2565262,0.48951185,0.9501973,0.92827874,1.2245384,0.82434684,1.0354872,0.66918963,0.54970837,0.6696062,0.73750275,0.6316347,1.3607162,0.83770376,1.4825916,1.4845226,1.1222345,0.46328044,0.5300272,0.6146776,0.5149641,0.8840706,0.98323095,0.7614314,0.66696846,0.62630165,0.91013503,0.639426,1.4018044,1.1750857,0.64429253,1.3343204,1.0220301,1.5745579,0.70651186,1.4563426,0.70273346,1.4635714,0.8500626,1.5437449,0.45936906,1.3696768,0.6226181,0.90023565,1.2885066,0.55894077,0.95892286,0.872358,0.77182096,1.0832071,1.5591819,1.6157573,0.5771222,0.66600156,0.88216275,1.1270955,0.7278974,0.73250866,1.083323,1.2264038,1.1224961,0.7570762,0.5561335,1.2493098
flower,1.0429319,1.0356891,1.1294179,1.0497023,0.96914726,0.9694495,1.1324482,0.91597146,1.0616347,1.1211214,1.0239697,1.0481665,0.86594677,1.0572248,0.90812373,1.0693917,1.1074115,0.91627216,0.9679811,1.0252095,0.93541074,1.0191741,0.97258097,0.9199108,1.0286984,1.0064569,1.2587657,0.9472977,1.030503,1.0287414,0.86363244,0.9944291,0.985288,1.1097444,0.994122,0.9919743,1.0288568,1.143049,1.0809358,0.83130896,0.92996705,1.0561378,0.98518497,0.92228544,0.9593848,1.115723,1.0877793,0.9258098,1.1657274,1.1095575,1.0437605,1.1750425,1.0508907,1.1713,0.46836507,0.96063256,0.0,0.9717779,1.0718575,1.0150833,1.007165,1.171731,1.1571507,1.1749767,1.0116026,1.0157595,1.04636,1.1253215,1.0877573,0.85462916,0.9831235,1.0915365,1.0334568,1.2169573,1.2069898,0.91726536,0.9116706,0.9515862,1.0521106,1.0373168,1.013868,1.0647976,1.1218442,1.0724628,1.1940787,0.9531672,1.0649545,0.9892244,1.033473,1.0540078,1.224425,0.9249599,1.0850791,1.0814857,1.1130668,0.97323143,0.95271826,0.033016324,0.9417988,1.0659354,1.0461099,0.8978313,0.97477466,0.9487561,0.986881,0.9078337,1.2025573,0.9973351,1.1451766,1.0176569,1.1317459,1.1171962,1.0299433,1.1566938,0.95617133,1.1349902,0.9402332,1.1417121,1.1024919,1.0141795,1.1394684,1.2069197,1.1260843,1.150497,0.9778285,1.0528204,0.9520524,1.0709926,1.1872602,1.1546358,1.0494723,1.0902381,0.8786468,0.828536,0.21952027,1.0582341,0.92612845,1.0756278,0.77141213
foot,0.82612956,0.7143987,1.0899681,0.952949,1.1182947,1.0853167,1.0070895,0.93478864,1.135514,1.0009886,0.99344873,0.90579736,1.0500025,1.0518917,0.87435615,0.79271185,1.0545791,1.0227067,0.9948014,1.0516905,1.1323595,0.89386183,0.9814392,0.99528337,0.9884177,1.0427892,1.0690231,0.88607216,1.0102941,1.043481,1.0703927,1.0395292,0.9781165,0.9702615,1.0836729,1.0315254,1.0038673,0.96450806,0.9416173,1.0867317,0.9555829,0.9581719,0.8741684,0.9761542,1.0732244,1.1361206,1.1932223,0.97491276,0.9499863,1.1008824,0.9120683,1.0155244,1.1487384,0.8592786,1.1621526,0.87566066,0.9717779,0.0,0.94428414,0.90322655,1.1538184,1.0829803,0.8374158,1.0386161,0.9781387,1.1655183,1.0682827,0.9575356,0.997919,0.8720343,0.961114,1.126665,1.0544004,1.0864152,0.9928592,1.113024,0.96699524,1.1643112,0.9709671,0.79883134,1.0502466,1.0065027,1.1219684,0.84072185,1.0400596,0.8951698,1.1491694,1.1315747,0.96223575,1.0230795,1.0889857,1.047263,0.9564632,0.94805723,1.0885913,0.73846316,0.83448684,0.9535889,0.9756266,1.0166457,1.0477517,1.0208831,0.96239084,1.0993769,0.8549421,0.92459255,1.1665208,0.90361893,1.1648335,0.67785996,1.090484,1.0984395,1.1115161,1.0520688,1.0948004,0.9689103,1.027223,1.1679688,0.55338776,0.9899892,0.91777927,1.0577043,1.0014702,1.1298852,1.0408152,1.1607761,1.1355848,1.0735602,0.90925705,0.99882805,0.96009886,0.65943027,0.96886396,0.97327304,1.0502137,1.0533998,0.89837337,0.9701,1.0109168
fork,1.444683,0.8348223,0.7548006,1.2242187,1.2685194,1.2998345,0.59559983,0.9227836,1.2724462,1.2040703,1.5700306,0.5488314,1.1397153,1.423,0.6093543,1.3208433,0.8772639,0.5636299,0.63071966,0.5628526,1.1897249,0.5287264,0.98217595,0.8491998,0.61275405,1.1070505,0.89671206,1.2526784,0.9388699,0.65617615,1.2227693,1.1691508,1.2254367,0.9489783,1.0828629,1.1762763,1.5034506,0.67085075,0.50740224,1.405752,0.639465,0.9960021,1.2327709,1.0434062,1.1558571,0.8507793,1.4482884,0.82090414,0.9277195,0.7807924,1.1786878,0.91721267,1.3021079,0.68972147,1.3236543,0.5411259,1.0718575,0.94428414,0.0,0.7637361,1.4352772,0.856477,0.73162967,1.1258326,0.7878319,1.358509,0.74188995,1.064751,0.68412244,0.7902049,1.223552,1.4731447,1.3039398,1.4760759,0.3166449,1.0652989,0.49972177,1.0102115,1.0522399,1.3201725,0.9838888,1.2007606,0.7965237,0.3556882,0.65224504,0.8897731,0.8027302,1.0810771,1.0510628,1.4480786,1.4206347,0.9010152,0.45258474,0.45529032,0.6886916,0.5513926,0.8245072,1.0608087,0.46122825,0.8432118,0.7810831,0.8621012,0.6093284,1.0707088,1.1666546,0.8335511,1.198435,0.97391886,1.4631324,0.76105404,1.3882345,0.52178526,1.401794,0.54282045,1.4896504,0.5706188,1.3066524,0.6978013,0.8487087,1.1613686,0.19829845,0.8518672,0.7252015,0.96529996,1.2449367,1.524555,1.4489937,0.5773653,0.74002826,0.8877868,0.8546027,0.6315055,0.984169,0.8920932,1.3131409,1.0778478,0.6774688,0.62355304,1.20103
frog,1.0023903,1.0418842,0.54357684,1.2899444,0.9451563,1.0491031,0.35174626,1.0904133,1.4202551,1.1143148,1.3373103,0.94405544,1.362874,1.2288088,0.6393891,1.1747648,0.98757005,0.76227033,0.82753193,0.90318865,1.0581928,0.66812956,0.967089,0.57882386,1.0691319,1.057864,0.9241526,1.0525968,1.2483468,0.7784729,1.306813,1.1171829,1.3023024,1.1580899,0.83705807,1.1228204,1.3012302,0.7842292,0.740963,1.2524443,0.90658724,0.9928679,0.95083874,0.55529654,1.3829584,1.2149098,1.2856321,0.7496762,0.96347135,0.81263435,1.1491698,1.0129347,0.9895972,0.9337774,1.1735702,0.54154885,1.0150833,0.90322655,0.7637361,0.0,1.2021172,0.9620678,0.9231641,1.1967559,0.61851406,1.1403502,0.74799204,1.1154565,0.72423327,0.7523433,1.0839019,1.3172638,1.2025532,1.4197748,0.9635166,1.1762626,0.77453125,1.0810499,0.75371265,0.90375406,0.6869323,0.84192324,0.91729146,0.8199315,0.9893541,0.66363627,0.77381086,1.3638943,0.892646,1.2886856,1.4235749,1.1439258,0.8427177,0.8215745,0.6230141,0.7793963,0.7813778,1.0847955,0.78354025,0.8244048,0.781095,0.90107775,0.7565457,1.3948287,1.0940945,0.65410686,1.2773845,0.72507954,1.4025836,0.84178567,1.4517009,0.8973934,1.2832512,1.1643494,1.2608492,0.76373374,1.2586511,0.80110073,1.0095611,1.1396437,0.63737166,0.98211515,0.8291096,1.1050733,0.9665527,1.357863,1.3253148,0.583629,0.9355877,0.80614495,0.985121,0.90289944,0.4354195,0.9845461,1.1771238,1.0148933,0.85096383,0.8813208,1.2891321
glass,0.7238385,1.2450284,1.3652544,0.823869,0.9899314,0.92980784,1.264261,1.1214232,0.5807945,0.887665,0.6059462,1.5979967,0.8916056,0.59515214,1.3313931,0.8698079,1.0425589,1.3370926,1.4891074,1.3631716,0.696525,1.4535669,0.917427,1.1240602,1.4902692,0.8712259,1.1187825,0.9833606,1.1201905,1.25226,0.7787126,0.7394557,0.67798835,0.7329055,0.9528592,0.88924783,0.72284985,1.1316159,1.5430372,0.55972373,1.35173,1.1142191,0.99553543,1.1129109,0.8274745,1.153353,0.7176569,1.0968195,1.1664877,1.3667946,0.82546556,1.1633577,0.65872157,1.3111587,0.6548281,1.4742138,1.007165,1.1538184,1.4352772,1.2021172,0.0,1.178389,1.2343097,0.80240583,1.0574281,0.686567,1.137198,0.84373903,1.5472132,1.2845416,0.67117286,0.5802132,0.68331385,0.67185605,1.0987817,0.8956611,1.4764466,0.9083478,0.84589446,0.75790316,0.94176036,0.95316845,1.3342562,1.5462779,1.4741614,1.1714826,1.3755181,0.68766654,0.9573839,0.6262373,0.7410308,0.9120649,1.5344739,1.5147914,1.3218771,1.5344336,0.9896244,1.0244906,1.152791,1.4080431,1.4854156,1.1115875,1.4293463,0.6955674,0.8893136,1.2599549,0.83821666,0.8139166,0.60658866,1.3919761,0.68583447,1.1942458,0.63280886,1.1018617,0.4532075,1.5688426,0.624301,1.3013532,1.2608411,0.6087307,1.3992295,0.9657029,1.1608075,1.1837707,0.85610884,0.5912293,0.4183622,1.3960323,1.450746,1.0659856,0.76471937,1.4319911,1.1125765,0.8193736,0.77328885,0.81993806,1.3396728,1.4802479,0.7291565
glasses,1.3315326,0.983481,0.5629897,1.0857718,0.9921575,1.0863616,0.8212581,1.2379191,1.2887244,1.1097507,1.377455,0.7301496,1.3348999,1.1440427,1.0190318,1.308543,0.9930327,0.99142706,0.7392076,0.8823682,1.2936313,0.8523044,1.0803632,1.0687312,0.8233481,1.0803384,0.69947565,1.1723418,1.198633,0.8010699,1.26526,1.209708,1.2463967,1.1061203,1.0017523,1.2091278,1.2796621,0.8316884,0.6242892,1.4236903,0.8807927,0.86954147,1.1723238,0.9565824,1.1938198,1.0062205,1.0273103,1.2346625,0.673288,0.5487117,1.0904738,0.34231263,0.67796534,0.58739877,1.1208647,0.83822334,1.171731,1.0829803,0.856477,0.9620678,1.178389,0.0,0.8333864,1.1098385,0.928929,0.6827601,1.0060357,0.77278805,0.4780814,1.0462743,1.2587665,1.1589093,1.2039007,1.1252366,0.8552148,1.2723068,0.87237453,1.1520553,1.1258748,1.2090672,1.0021869,1.087623,0.4196385,0.9194416,0.2835691,0.997629,0.67320997,1.1985252,1.1102697,1.1811658,1.0445335,1.2185371,0.6076493,0.67581695,0.69558406,1.0636337,1.2320446,1.1108522,1.097217,0.84166384,0.73155165,1.210809,0.88686717,1.2300448,1.2721114,1.0405784,0.8801094,1.1326069,1.0816269,0.8378917,1.1068585,0.7932742,1.1730621,1.0508739,1.326277,0.5215669,1.2742136,0.7596587,1.0314301,1.2832041,0.77088475,0.85695183,0.7524043,0.7546751,1.2161872,1.153041,1.4133143,0.7964669,0.45697856,0.7462275,1.0897778,1.0910985,1.0579666,1.3916593,1.162702,1.0700302,1.0481719,0.39387047,1.1926736
glove,0.9131735,0.5828487,1.0287446,0.7810153,1.0383689,1.0828353,0.85412294,1.0898738,1.3189437,0.9800956,1.2891946,0.83955264,1.131498,0.90616965,1.0474981,0.97075194,0.861483,1.0763353,1.043146,1.0797905,1.2431905,0.9198968,1.0715194,1.1095823,0.93795824,1.1119587,0.7054444,1.0608639,1.0330524,1.0116786,1.3493503,1.1310431,1.2059249,0.9643586,1.126343,1.2221384,1.204223,0.74238646,0.9749479,1.3114305,0.9995916,0.7758908,0.9871934,0.7962251,1.2857679,1.0712755,0.97841996,0.9086318,0.63428396,0.7447271,1.0707525,0.8927113,1.1219792,0.48692453,1.3145332,0.7735745,1.1571507,0.8374158,0.73162967,0.9231641,1.2343097,0.8333864,0.0,1.0732169,0.89594674,1.0919925,1.0112789,0.49991173,0.75212044,1.0059768,1.2614031,1.1426316,1.0229591,0.89376265,0.8280437,1.1214676,1.0121405,1.0223105,0.99075425,0.5775127,0.9841561,0.9489771,0.9229721,0.50863254,0.76218957,0.9796973,1.0272839,1.1724695,0.7677833,0.8993505,0.883337,1.0405285,0.9502972,0.9900927,1.1430308,0.7048634,1.0912179,1.1304997,1.0380762,0.8528172,1.1427453,1.0136873,1.0100224,1.2348996,1.0838883,0.8117593,0.9345256,1.1451764,1.0147108,0.6037753,0.8600358,0.7995525,1.2042333,1.0179689,1.3038743,0.93423414,1.2749231,0.98631823,0.37833595,1.1897161,0.6561868,0.98813325,0.7356766,0.8805367,1.1380141,1.167403,1.3608525,0.97414935,0.5008117,0.76977265,0.8874543,0.5955148,1.1098111,1.1209514,1.284303,1.1299006,1.0731579,0.8176988,1.3308783
grass,0.86349547,1.1554863,1.1788659,0.9076556,1.1204772,1.0889848,1.1722383,1.1037894,0.7411077,0.6879528,0.78635085,1.0507526,0.9094831,0.9437824,1.0892584,0.8554307,0.87528384,1.2372473,1.2228216,1.1429973,1.0747223,1.1706234,1.1527685,1.1029354,1.1531742,0.79586715,0.985856,0.9223999,1.0217617,1.1919372,0.9431537,0.88769245,0.9741098,0.8893982,1.0123953,1.0302511,0.83367693,1.0155289,1.1683024,0.88436353,1.2754462,1.06538,0.92700005,1.2191261,0.9464663,1.0009029,0.85382247,0.90902627,1.0811778,1.2023559,0.7831746,1.0554577,1.0768563,1.2103536,0.9111937,1.0956326,1.1749767,1.0386161,1.1258326,1.1967559,0.80240583,1.1098385,1.0732169,0.0,1.2834532,0.9955834,1.175726,1.0767795,1.2487695,1.0897349,0.8592856,0.8205584,0.91391635,0.75455976,0.91944075,1.0846466,1.260524,1.0270599,0.9872704,1.1535411,0.9477795,0.97246546,1.1611348,1.2279139,1.1328757,1.2212359,1.1981317,0.8909491,0.8725811,0.8228617,0.7614536,1.1316252,1.1243982,1.1353433,1.0573245,1.1559114,1.0575879,1.1284692,1.1453838,1.064293,1.1354228,1.1819844,1.2574518,0.8889347,0.90781415,1.1058815,0.8478998,1.0410695,0.7624749,1.173926,0.7963342,1.0681442,0.84389293,0.8677923,0.8046087,1.1427003,0.6922879,1.0495044,1.1103749,0.9350429,1.1399925,0.98069423,1.1321282,0.9089089,0.93384683,0.8771266,0.86068535,1.2650311,1.2466974,1.161374,1.0655696,1.2108068,1.289988,1.1008279,0.9458895,0.7591526,1.247139,1.1664934,0.90597725
gum,1.3633995,0.9642139,0.6784226,1.2283818,0.8275184,0.92284614,0.73344755,0.96071327,1.3854825,1.2047188,1.3908696,0.9636625,1.1859403,1.1327976,1.0518972,1.3129809,0.782172,0.5007174,0.7087219,0.68482506,0.78695536,0.81839484,0.5857281,0.9944432,0.92609847,0.8517651,0.787148,1.3087516,1.2646339,0.7438046,1.2419004,1.0934465,1.1386254,0.94235367,0.93400013,1.0965633,1.3886139,0.8713895,0.5974338,1.1338702,0.7243402,1.1538764,1.2887381,0.79939187,1.3248183,1.07216,1.40158,1.0085788,0.9143475,0.7311656,1.1467366,0.92379355,1.0827588,0.6917354,1.0768883,0.6380676,1.0116026,0.9781387,0.7878319,0.61851406,1.0574281,0.928929,0.89594674,1.2834532,0.0,1.2070081,0.60674316,0.87541634,0.8535131,1.0285529,1.0791199,1.3345731,1.2201409,1.4074233,1.0060859,1.2293701,0.89280605,0.84949327,0.8401312,0.98009306,0.7299232,1.020173,0.7241795,0.84585905,0.90902036,0.8021184,0.7059156,1.3345152,1.1860921,1.269673,1.4219213,0.8435105,0.7124396,0.70275426,0.8020549,0.92690706,0.9443322,1.0970383,0.7576884,1.1234798,0.9285083,0.8999995,0.7940032,1.3718264,1.0903609,1.0643041,1.3184321,0.7152827,1.443655,0.8965169,1.3125317,0.9429927,1.2772967,1.1446126,1.3010063,0.7733215,1.2973602,0.76253617,0.9256038,1.1075094,0.7587873,1.0586779,0.624518,0.98000246,0.8703861,1.380518,1.2040744,0.5591341,0.75190425,0.5737235,0.6581759,0.8824592,0.42585403,0.8837976,1.2144203,0.935724,1.0233055,0.80162996,1.2685864
