,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hand,0.98572266,1.1554465,0.46186632,1.2409414,1.2036525,0.8860173,1.110939,0.9792414,1.0369343,0.97344327,1.2286835,0.9412951,0.6673407,1.2620999,0.8886137,1.1161734,0.9617985,1.3479947,1.2376357,1.0680498,1.0490074,1.1405984,1.2160233,1.3609949,1.310992,1.2512277,0.7082938,1.1406139,1.2661765,1.2482638,0.9620001,1.057085,0.9198361,0.95413494,0.9599503,0.98594856,0.99623704,1.2120483,1.1949948,1.294891,0.87586504,1.2627037,0.90498763,0.95405436,0.984194,1.1805879,0.95681214,1.2425499,0.96155775,1.0918703,0.2837326,1.1947006,1.1538744,0.7178109,0.63147855,1.1687247,0.60608727,0.80591595,0.5546363,1.0404494,0.8027774,0.0,1.2183499,1.3667425,0.97161573,0.8345423,0.75558305,0.60684115,1.0802437,1.2021232,0.4624936,1.0293888,1.1944736,0.75963676,0.8461362,0.983194,1.2395773,0.8200474,1.0112257,1.2176554,1.2335062,1.0891558,0.65671146,0.79837424,1.1638886,1.0915058,1.2306291,0.9003446,1.1782954,1.0173494,1.1900034,0.91681373,1.2979162,1.1977198,1.345706,1.1336025,1.0550629,1.0118754,1.0523971,0.83581823,0.6355824,1.1342417,0.81185293,1.0852935,1.0304459,0.8307514,0.98052067,1.1194723,1.1768048,0.5918318,0.9009401,0.93181443,0.9485928,1.0048238,1.1574435,0.81288844,0.94069695,1.2535204,0.5214205,0.7838478,0.49205005,1.2764142,1.1500568,1.1628207,0.96372324,0.99416876,1.1745329,1.1160647,1.0043015
hat,1.5181067,0.22562611,1.4915851,0.7943212,0.58375686,0.8168063,1.1700897,1.513655,1.1496502,1.5453291,0.36356676,1.5648702,1.4086304,1.0496126,1.4979413,1.1261046,1.2295786,0.2871021,0.8490362,1.3344223,0.6755895,1.2075415,0.8541542,0.47185355,0.30175412,0.67914605,1.160475,1.2241341,0.86506355,0.6302843,1.2361715,1.352013,1.2544233,0.74221253,1.3703991,1.4948364,1.0510031,0.2773142,1.3242161,0.5229703,1.4164063,0.9083439,1.146722,1.3494529,1.1901704,0.7365419,1.0342865,0.28279674,1.3628837,0.8597479,0.7058078,0.60155374,1.0836439,1.0876676,0.990451,0.92842376,1.4791992,0.47889078,1.2236627,0.7891315,0.8953131,1.2183499,0.0,0.58658665,1.3525088,1.2419214,1.458747,0.8600153,1.2931933,1.0178558,1.256113,0.8959257,1.1201942,1.2756057,1.2561927,0.29539794,0.9511513,0.38890952,0.80033344,0.3426031,0.8271067,1.1277446,1.452956,1.2166132,0.93098867,0.4878266,0.436944,1.111705,0.96247107,1.0346051,1.0208558,1.1047755,0.78995085,0.7825123,0.4687686,0.331208,1.3537236,1.3470323,0.9482969,1.0209864,1.30069,0.46435678,1.156691,0.4431795,1.3512398,1.2255175,1.4080529,0.15283537,0.7160223,1.2871673,0.9404484,0.7761879,1.3077741,0.5410501,1.1702113,1.2511903,1.5584652,0.68106323,0.52776176,0.67984545,1.3956834,0.92248964,0.7698891,1.1248347,1.1798284,1.0934131,1.0333589,0.21137738,1.2061371
horse,1.2809429,0.70922136,1.4742563,0.69162464,0.68515223,0.95142764,1.1774273,1.4522505,1.1398112,1.4554527,0.81294566,1.5152538,1.4401283,0.5967737,1.3706642,1.0397047,1.107198,0.5024446,0.78033435,1.1634748,0.7316653,0.9893443,0.8729668,0.19257808,0.57014763,0.59596443,1.2688798,0.8358842,0.9241137,0.58133,1.0794436,1.1353523,1.4268737,0.6044394,1.2571434,1.3981848,0.93304455,0.69420624,1.1936995,0.5579327,1.1394846,0.5010155,1.0379248,1.2850763,1.140669,0.8295226,0.99126524,0.6653963,1.3634915,0.87852067,1.133747,0.7094296,0.7758327,1.0507884,1.1214694,0.75243306,1.3683486,0.9522129,1.262793,0.85100925,1.1841216,1.3667425,0.58658665,0.0,1.2888536,1.2614954,1.4863837,1.0379996,0.98667884,0.74917984,1.343333,1.0909655,0.96042764,1.3282773,1.249072,0.9016141,0.8250785,0.7668472,0.9908186,0.72132003,0.67324233,0.9818009,1.5061004,1.3914995,0.9351957,0.7001302,0.7490275,1.0922623,0.86098313,0.9086437,0.69104207,1.0842813,0.18041283,0.6732861,0.35992992,0.7836004,1.1932915,1.2238268,0.9001983,0.978917,1.4685147,0.75737226,1.3093243,0.5987216,1.19072,1.2934413,1.2385026,0.66577196,0.9793082,1.3322738,1.0092355,0.74829954,1.1920291,0.7721304,0.838782,1.3701464,1.4310814,0.7492194,1.0006096,1.1048362,1.3596818,0.8071406,0.82787406,0.9421483,1.0587535,1.0436702,0.771785,0.7366376,1.1303725
hose,0.6131359,1.3977685,0.73108125,1.0205733,1.4008793,1.3170576,1.1203953,0.5711855,0.9461513,0.56857914,1.2134184,0.55124915,0.9016883,0.82587034,0.74294245,0.74559057,0.9940359,1.3382863,1.3313583,0.95922506,1.3996396,0.80031663,1.3497247,1.2833216,1.3925118,1.2659519,0.99729514,0.5852246,1.0789381,1.3435959,1.0200425,0.8919847,0.8036444,1.4329087,0.87367356,0.61516964,1.2323768,1.3794303,0.5823873,1.3848016,0.97893816,0.77359617,0.9334493,0.63461936,0.9959262,1.3004855,1.0146441,1.3607194,0.4893306,0.97719425,1.178802,1.1253684,1.1659553,1.0427947,1.1976477,1.0285952,0.78554404,1.1813619,0.9187811,1.2973049,0.83046675,0.97161573,1.3525088,1.2888536,0.0,0.7769512,0.572686,1.3094251,0.8542086,1.0806338,1.007531,1.0507934,1.1018214,0.9702464,0.9242636,1.2426361,1.289285,1.4056718,1.0520536,1.3765574,1.1967089,0.7691447,0.7655958,0.72794247,1.1856476,1.3572216,1.3389869,1.0582652,1.2380558,1.1695213,1.2037646,1.1810552,1.1066941,1.1840659,1.3082049,1.2176687,0.6773069,0.7240978,0.9183373,0.9995907,0.6905688,1.2906855,0.8601799,1.1819412,0.68996227,1.0473738,0.57784784,1.3842233,1.1767352,0.8913871,1.216058,1.3916647,0.87221664,1.2931535,0.8874329,0.65749055,0.59966934,1.288112,1.2572497,1.0912697,1.0123138,1.3168765,1.216182,1.1381261,0.9751434,0.9053082,0.87594396,1.2464881,0.8585303
jacket,0.7484776,1.3571868,0.5921045,1.2640266,1.3800015,1.2002659,1.0134897,0.66404456,0.92856205,0.64172876,1.1245973,0.6522524,0.57440656,1.0094872,0.775764,0.79822594,0.91645205,1.2899249,1.294003,1.0165431,1.3645054,1.0869496,1.2468941,1.2985225,1.2539091,1.121146,1.0130286,1.010362,1.1447494,1.2775626,0.9729711,0.936184,0.8756316,1.2150047,0.8183263,0.64162713,1.179151,1.3196265,0.981432,1.3388417,1.0082119,1.1444303,0.9823815,0.70479465,0.99546474,1.10379,1.0181977,1.3110614,0.70691484,1.0074776,1.0994941,1.1086642,1.1485101,1.0237302,1.04575,1.1376064,0.6483791,1.1095167,0.7935059,1.3489462,0.8467594,0.8345423,1.2419214,1.2614954,0.7769512,0.0,0.48132032,1.0751386,1.0293446,1.1299428,0.8151529,0.95878947,1.18027,0.88352525,0.8521544,1.2549068,1.2648742,1.2307048,1.0677361,1.2047201,1.1586698,0.96766067,0.48241127,0.39192206,1.2279987,1.2977798,1.3214347,1.0338854,1.1799719,1.0957024,1.1859913,1.0518012,1.1945068,1.1515077,1.2991205,1.2545788,0.7959373,0.88754,0.95035905,0.91673595,0.44954103,1.1527394,0.4437788,1.1935744,0.9642529,0.8680556,0.90832245,1.2575967,1.2076118,0.90964836,1.2072759,1.2360414,0.8156882,1.27621,1.0790874,0.57031536,0.6931348,1.2690653,1.1976374,1.0759729,0.95040256,1.2502408,1.2519352,1.1026177,1.0349643,0.96431935,1.1299548,1.1568636,0.8820994
jeans,0.49114215,1.5298004,0.49568766,1.3223348,1.5515413,1.3447001,0.9615706,0.471151,0.7533107,0.47826195,1.2963023,0.41170597,0.41620123,1.0205942,0.5679412,0.8485142,1.0192422,1.5513821,1.4929233,0.9844649,1.4712176,1.0019317,1.4144429,1.5427351,1.493542,1.242292,0.96550816,0.84464335,1.1799536,1.462805,0.89002967,0.8635918,0.7232819,1.4223136,0.7022607,0.50788975,1.2384427,1.5532539,0.8860201,1.6072564,1.019875,1.1501646,0.8603845,0.6592023,1.0264747,1.1982985,1.0324798,1.4947153,0.47638667,1.1070371,1.0688695,1.2387562,1.1901498,0.8436632,1.101826,1.190348,0.6614436,1.1822267,0.6496856,1.406259,0.7814594,0.75558305,1.458747,1.4863837,0.572686,0.48132032,0.0,1.183785,1.0110602,1.3080463,0.7126175,1.0549202,1.1875191,0.68651915,0.76709783,1.3506954,1.1594203,1.3301176,1.001941,1.5108693,1.3010691,0.9255405,0.29670596,0.2632882,1.324132,1.4991174,1.4897277,1.0267369,1.0803111,1.2175783,1.2368393,1.206289,1.2856679,1.1837085,1.4754632,1.3897536,0.755905,0.5160054,0.9541606,1.1060197,0.33126748,1.2343448,0.3343042,1.3025968,0.7183516,0.8890091,0.6576743,1.4502554,1.2747115,0.6238971,1.2561266,1.4542965,0.91866213,1.4327985,0.9408701,0.44891995,0.5784029,1.4812007,1.1590288,1.0483918,0.8629828,1.1408638,1.376276,1.1936284,0.8271662,0.9356036,1.1399635,1.3501596,0.8097575
knife,1.3641274,0.83860433,0.9349029,1.2717087,0.8275718,0.661518,1.1388881,1.1654634,0.9897826,1.3145007,0.8290218,1.2751138,1.1248717,1.2005855,1.1786141,1.2735233,1.1047256,0.8226381,0.85476947,1.256649,0.77729523,1.0958776,0.9198449,0.96899205,0.80559844,0.9891819,0.7970732,1.3639493,0.98747545,0.88480043,1.1070235,1.1429565,1.0470247,0.8107988,1.0374367,1.3541259,0.9598097,0.56661797,1.4284426,0.8524966,1.0501598,1.306247,1.251375,1.212988,1.050164,0.79908985,0.97908473,0.72775114,1.1909838,1.1662159,0.51849127,0.90484816,0.95731544,0.8313161,0.31342554,1.2068783,1.0220789,0.77115417,0.9488568,0.8623235,1.21241,0.60684115,0.8600153,1.0379996,1.3094251,1.0751386,1.183785,0.0,1.0385733,0.96383435,0.87036586,0.9682516,1.0778189,1.1841608,1.1244028,0.7645296,1.0371214,0.65883946,1.0169827,0.7656299,0.8916117,1.2834903,1.1231092,1.0730822,0.7506161,0.42369646,0.5744503,0.8774147,1.0600722,0.90044886,0.9393102,0.7642658,1.094773,1.1716492,0.9879319,0.9159638,1.1832899,1.184686,1.1986625,0.72097605,1.1477883,0.87457657,1.0563784,0.81730765,1.3114173,0.7089196,1.1214489,0.7007831,0.8601106,0.7730422,0.8928141,0.35144287,0.98512983,0.95306027,1.2611798,1.2559228,1.2810516,0.9302144,0.6567136,0.6957487,0.37951654,1.0198897,1.0192505,1.0729564,1.1306871,1.1630195,1.0394886,0.7511022,1.1797285
ladder,1.0392236,1.311941,0.8607654,1.1128283,1.2444062,1.0698318,0.881806,0.87685823,1.1590005,0.8767419,1.1944526,0.73435485,1.0660632,0.95216286,0.8778115,1.1012958,0.93068606,1.073159,1.1019363,0.8548583,1.1928897,0.41802478,1.0052913,1.1395559,1.0029415,0.95478356,0.9886311,0.9031464,0.6939961,0.99835205,0.54810417,0.6184543,1.0555116,1.1451076,0.93704724,0.84514,1.0524042,1.1233987,0.77872634,1.0503722,1.0550076,0.92914295,1.0001905,0.5668674,0.7876705,1.0438498,1.2017477,1.2435801,0.9367124,1.0435759,1.2161775,1.2791415,0.73421806,1.0601192,1.0318726,1.1288704,1.1136855,1.1577215,1.188746,1.1635753,1.129676,1.0802437,1.2931933,0.98667884,0.8542086,1.0293446,1.0110602,1.0385733,0.0,0.67985046,1.076302,1.2020833,0.7773051,1.1623797,1.2196964,1.2935085,0.9835992,1.1152614,1.3358595,1.1755365,0.70160306,1.0880529,0.98112905,1.0390502,0.9670191,0.9992124,1.0177666,1.0724576,0.9385468,1.055758,0.71329105,1.1310229,0.9797734,0.93741846,1.0682636,1.28732,0.58722365,1.0412512,1.1387737,0.90746284,1.1234727,1.1718811,1.0566415,0.9956359,0.6986726,0.94721586,0.7714469,1.247477,1.1933827,1.0145088,1.1482975,0.986269,1.080232,1.24159,0.79526794,1.0779339,0.8057872,1.1781379,1.2406735,1.2211051,0.96214116,0.9788734,1.0685239,0.8561257,0.8888311,1.0118433,0.40739202,1.2634106,0.73788214
lamp,1.2820647,1.0465602,1.271737,0.92036706,0.7995422,1.1277422,1.1471725,1.0530163,1.0998472,1.103927,0.92860144,1.1428568,1.2336323,0.9439075,1.1239774,0.9666926,1.1393573,0.7623904,0.80888975,1.0424296,1.004677,0.729705,0.7994083,0.7681869,0.802366,0.87045604,1.2315153,1.0456458,0.88111717,0.53425336,0.96688426,0.7848391,1.2165331,1.0187042,1.1851685,1.0998374,0.99099946,0.91801786,0.90887594,0.7734721,0.9547609,0.9159794,1.201894,0.8872638,0.6893696,1.0044379,1.1251651,0.8460797,1.0806018,0.9431926,1.19582,1.1033385,0.693296,1.1208507,0.87852365,0.9757403,1.1047684,1.0091215,1.3760948,1.0567106,1.1444385,1.2021232,1.0178558,0.74917984,1.0806338,1.1299428,1.3080463,0.96383435,0.67985046,0.0,1.2619812,1.1611865,0.8236432,1.3663077,1.2637565,1.0118326,0.97552055,0.9390897,1.1218091,0.9144863,0.7079509,1.1189917,1.290083,1.2791965,0.85453963,0.853343,0.88406664,1.2363265,0.89732784,1.0528055,0.6828586,0.9423534,0.8012053,0.9693391,0.8526073,1.0513318,0.8952948,1.1153948,1.1427221,0.94758207,1.2875555,1.1458037,1.2492127,0.905132,0.9623825,0.94985706,0.95275897,1.0375159,1.1294773,1.225853,0.9361096,0.75396854,0.867507,0.98030704,0.9736579,1.1718711,1.0448483,0.87751496,1.1840304,1.1120569,0.9739418,1.0155541,1.0043766,1.0164332,0.9811813,0.97278816,0.63215107,1.0222706,0.8910482
meat,0.83476067,1.1280612,0.537141,1.260171,1.2293234,1.1061664,1.009604,0.9277964,1.019086,0.90400803,1.2450503,0.7871091,0.62964433,1.2174579,0.8302915,1.1223199,1.0046569,1.331811,1.2401938,1.0572699,1.0661569,1.0863264,1.2247616,1.3432178,1.3221102,1.1998141,0.701269,1.043945,1.193363,1.3317344,0.9299372,0.9771137,0.956331,1.0169445,0.86025006,0.89278495,1.017734,1.3124033,1.1367952,1.3447523,0.8154432,1.2228522,0.7918404,0.9287246,1.091656,1.1674318,0.8650962,1.2569253,0.95231044,1.1178182,0.7097679,1.0930842,1.0432737,0.859991,0.93330187,1.2111484,0.6993787,1.018353,0.60605204,1.2226195,0.8447386,0.4624936,1.256113,1.343333,1.007531,0.8151529,0.7126175,0.87036586,1.076302,1.2619812,0.0,0.9501598,1.1514155,0.63449454,0.5358954,1.025661,1.1164283,0.9617424,0.92122126,1.192485,1.3456559,1.0641254,0.6087174,0.7263792,1.280386,1.2584846,1.3005527,0.77007043,1.0285014,0.9302182,1.0793396,1.0748506,1.3382754,1.1459945,1.2566005,1.1473207,1.018031,1.0127301,1.0574784,1.0314374,0.6750826,1.1824104,0.7555108,1.1615509,1.0191007,0.8969684,0.9358494,1.2149767,1.1200802,0.6850011,0.9001539,1.1100018,0.93508995,1.037324,1.0160428,0.81142354,0.9071873,1.3028647,0.79251564,0.90218645,0.77928996,1.1263024,1.2291524,1.2140716,0.9809667,0.93377733,1.1587762,1.1257241,1.0254161
melon,0.96187645,0.7904779,1.0881348,1.0049553,1.0006193,0.828098,0.90157884,1.0714499,0.9166707,1.1114794,0.822902,1.1158059,1.0630294,0.96551466,1.1080809,0.9463385,1.0307791,1.0830768,1.0785136,1.0694975,0.9475275,1.15577,1.0735251,1.096998,1.0076581,0.99501336,0.79239637,1.1210837,1.0620477,0.9389715,1.1767521,1.2183523,0.9426589,0.9602533,1.0178622,1.1040529,1.0609708,0.8263278,1.0931448,1.124668,1.051363,1.150179,1.0716419,1.0461267,1.123708,0.9378223,0.71715385,0.89673495,1.111737,1.0458575,0.93461853,0.73865587,1.0172611,1.1169376,0.9717753,0.8238057,1.0228729,0.91210216,0.91886723,0.95584196,0.97131044,1.0293888,0.8959257,1.0909655,1.0507934,0.95878947,1.0549202,0.9682516,1.2020833,1.1611865,0.9501598,0.0,1.1529455,0.7769006,0.83618844,0.9857729,1.2193459,1.0155113,0.70535755,0.8047924,1.1715586,0.87264013,1.0650967,0.9570343,1.0992298,1.0450003,0.9854956,0.5292947,1.1252311,0.8718926,1.0477926,1.0173652,1.0784218,1.2318995,1.0328921,0.95098364,1.1229115,1.0204679,0.83241665,0.89081067,1.0299587,0.9653427,0.9904199,1.1377529,1.1589043,0.9951453,1.1738949,0.94805443,0.652756,1.0664995,0.9727396,1.0489192,1.0146048,1.0356433,1.2241822,1.0995145,1.1468021,0.8833953,1.01863,0.8833327,1.0749032,1.1939343,0.9192202,1.0971717,1.1200198,0.9260054,1.2481011,0.92781615,1.057205
milk,1.1243453,1.1079535,1.1422199,0.9754662,0.91041803,1.010112,0.9630804,1.019449,1.1495216,1.0595585,1.0937998,1.0427984,1.1555815,0.97476846,1.0224612,0.98546344,0.99750406,0.88356864,0.74353015,0.7235037,0.9017668,0.84043014,0.47597057,1.0557992,0.85844123,0.96582806,1.0531553,1.0025703,0.8575042,0.98458236,0.96677643,0.83205855,1.111806,0.966781,1.0289437,1.0918658,0.9690947,1.0712365,0.98268586,0.70000625,0.85051703,0.9685403,1.1596092,0.97462803,0.9742785,0.79348505,1.138762,0.9988902,1.0607251,1.0533282,1.2653508,1.1809269,0.8642932,0.9711996,0.9867557,1.1031026,1.0736176,1.2269652,1.1331222,0.89365757,1.1235048,1.1944736,1.1201942,0.96042764,1.1018214,1.18027,1.1875191,1.0778189,0.7773051,0.8236432,1.1514155,1.1529455,0.0,1.1180414,1.0627613,1.140271,0.70883775,1.1446891,1.1499865,1.046896,0.8136954,1.1278963,1.2125357,1.2707224,0.85495174,1.069463,1.0562484,1.0719074,0.8176803,1.0048678,0.8485646,0.88951784,0.95342016,0.8099671,0.85539484,1.2058951,0.88170415,1.1016927,1.1935794,1.031097,1.2631345,1.0334618,1.24323,1.0753461,0.97650915,0.8221638,0.8526223,1.1406696,1.041829,1.0390224,0.8358264,0.91688496,0.9639498,1.0640852,0.9374428,1.16797,0.9416245,0.8658858,1.2168409,1.281859,0.89266133,0.7229268,0.89313716,0.83304393,0.89385253,1.0046121,0.731231,1.2179911,0.99911064
mitten,0.3971629,1.1628013,0.70910555,1.0988663,1.2376438,1.0592533,0.6930743,1.0224845,1.0061281,0.89674926,1.3098805,0.8641611,0.6617151,1.147803,0.7136204,1.0597483,0.8349048,1.3964359,1.3047009,0.82044256,1.0686506,1.1127589,1.1865488,1.3161323,1.4041045,1.2305863,0.73606724,0.9555353,1.2060211,1.2886453,0.9280451,1.0751822,0.7379065,1.029996,0.7677303,0.9152533,0.8463097,1.296036,0.946729,1.4100811,0.8261821,1.2011399,0.5931519,1.0670878,1.0491726,1.0256755,0.78403485,1.3703108,0.9648251,1.1135329,0.9685046,0.9654534,1.0075035,0.83615744,1.1203779,0.7334554,0.7939567,1.1904274,0.47892195,0.95521367,0.8619454,0.75963676,1.2756057,1.3282773,0.9702464,0.88352525,0.68651915,1.1841608,1.1623797,1.3663077,0.63449454,0.7769006,1.1180414,0.0,0.76055926,1.2604402,0.96522206,1.211179,0.8195122,1.393335,1.3611151,0.8907399,0.6757229,0.8027514,1.2115337,1.3695562,1.3716488,0.62780285,0.91828084,0.91071045,1.0476769,1.1878394,1.2731081,1.0022588,1.3099852,1.219902,1.1355108,0.8546017,0.86065006,1.061937,0.7962166,1.0633891,0.80697393,1.2494253,1.0176541,1.1301254,1.0399129,1.3051865,0.9255203,0.73016006,0.9061208,1.3028922,0.90582514,1.2003999,0.89801395,0.91672385,0.93094975,1.1920149,0.98283935,1.0541856,0.94108295,0.922753,0.9562008,1.0533135,0.9896831,0.90562606,1.2913617,1.2839768,1.0891564
muffin,0.7372472,1.121702,0.8202293,1.0763386,1.1080093,1.111388,1.0304091,0.80870754,0.99700004,0.8195096,1.1671164,0.8469372,0.8006019,1.130513,0.89339143,0.9615338,0.9073608,1.2855736,1.0352834,0.9050726,0.99526155,1.1555012,1.1113106,1.2592813,1.3295312,1.2214265,0.82156914,0.9749915,1.1700072,1.2170978,1.079588,0.9949899,0.9933057,0.96935374,0.8236324,0.8480293,1.0576116,1.336533,0.947268,1.2240244,0.7492784,1.1142673,0.7983866,0.9618365,1.0481646,1.1786968,0.9365381,1.2326741,0.9291953,1.0407794,1.0161886,1.0514617,1.1640024,0.9897298,1.1348891,1.0218832,0.7532721,1.1713574,0.791487,1.2078209,0.93089086,0.8461362,1.2561927,1.249072,0.9242636,0.8521544,0.76709783,1.1244028,1.2196964,1.2637565,0.5358954,0.83618844,1.0627613,0.76055926,0.0,1.0988904,1.1077082,1.2369162,0.96570355,1.0994462,1.2936211,0.9310684,0.79797363,0.87315917,1.1426126,1.3356198,1.3052459,0.73259103,1.1334574,0.8387546,1.2045699,0.8793133,1.1541195,1.1351808,1.2283404,1.1256264,0.9182778,0.8107333,0.9796374,1.0492327,0.7859868,1.2490883,0.90499914,1.2612213,0.9980094,0.90382487,0.86499405,1.2906007,1.0624566,0.8969986,0.97024107,1.2078393,0.93411237,0.9732984,1.1362332,0.84398776,0.8188138,1.1505213,1.0709419,1.1130928,0.9576117,1.125037,1.1288972,1.0711312,0.95757496,0.926499,1.2401949,1.2409811,1.0485451
nail,1.4821272,0.23596245,1.3136501,0.950123,0.5243143,0.84847623,1.3056014,1.3487613,1.0790573,1.3721893,0.6002384,1.4299275,1.264428,1.2641108,1.4394095,1.1653008,1.2676198,0.3895856,0.8766152,1.3257911,0.65460825,1.1570017,1.0174929,0.67158043,0.60162127,0.9196707,1.0563966,1.3005567,1.0256181,0.74744457,1.2557259,1.3097005,1.1857251,0.8095449,1.2581564,1.362146,1.0816404,0.40245628,1.3075706,0.5887474,1.2569962,1.0925121,1.1487268,1.3124485,1.2008406,0.9625337,1.0444174,0.2884615,1.1693295,0.88341165,0.5120514,0.7667738,1.1850144,1.1078779,0.89520895,1.1210833,1.2645308,0.4796034,1.2659652,0.8275647,0.89308673,0.983194,0.29539794,0.9016141,1.2426361,1.2549068,1.3506954,0.7645296,1.2935085,1.0118326,1.025661,0.9857729,1.140271,1.2604402,1.0988904,0.0,1.1230431,0.41608638,0.7509457,0.33929873,1.0281955,1.1782821,1.2867539,1.225308,0.91870356,0.5740359,0.5079428,1.1579977,1.1397258,1.0555637,1.1511741,1.0217276,1.0214865,1.1071389,0.81829214,0.27353585,1.3156551,1.2517258,1.0953658,1.0727508,1.1397214,0.730268,1.1933722,0.5822921,1.2511051,1.1899819,1.3244269,0.32053185,0.8172721,1.1585085,0.8252479,0.77849925,1.1203831,0.44304192,1.3176343,1.1052959,1.3535926,0.76638573,0.4020455,0.5038603,1.1057988,1.1355573,0.9299957,1.2157092,1.1506165,1.1189365,1.202146,0.2002474,1.1923114
napkin,1.0478692,0.9896964,1.1234603,0.8546207,0.84329927,0.94203824,0.7744939,1.1542212,0.98358715,1.1266116,1.06457,1.1050843,1.0846963,0.9966589,0.8856137,1.1144727,1.0081339,0.87631065,0.73439354,0.88121474,0.85557044,1.0565798,0.6914559,0.89731157,0.83270144,0.8369485,1.0888995,0.9466119,0.8240018,0.9367097,0.8556611,0.95921934,1.1164081,0.8492518,1.147782,1.1170152,0.86793727,0.9942998,1.0421228,0.76956034,1.0191238,0.87851125,1.0119356,1.1606908,0.9850683,0.8713639,1.1625917,0.9403261,1.1677611,1.1208801,1.2282293,0.9966682,0.8685521,0.7226672,1.1017567,1.0045118,1.2625705,1.1828629,0.9503328,0.8463253,1.295043,1.2395773,0.9511513,0.8250785,1.289285,1.2648742,1.1594203,1.0371214,0.9835992,0.97552055,1.1164283,1.2193459,0.70883775,0.96522206,1.1077082,1.1230431,0.0,0.99064815,1.0953873,1.0507503,0.8203517,1.1126446,1.0951949,1.1745379,0.88291496,0.9285827,0.98292726,1.0504411,0.46362197,0.9716982,0.8389862,0.9803365,0.8978658,0.49895865,0.6371805,1.1686449,1.0745065,1.0022053,1.0762603,1.1678084,1.2889159,0.83071226,1.0966425,0.9667498,1.0164125,0.94957376,0.99301285,0.95126706,1.0249268,0.9694843,0.96860963,0.8540032,1.1811037,0.99168146,0.6272462,1.2739588,1.1673353,0.8431659,1.0906497,1.272815,1.053538,0.03225887,0.8283454,0.73013973,0.9819293,1.1479039,0.82411224,1.1138865,1.1381131
necklace,1.5529497,0.41991997,1.297054,0.9487554,0.6613284,0.7567785,1.1596962,1.4660076,1.1126703,1.5240314,0.69732773,1.4973079,1.1332861,1.1714431,1.4215126,1.2313068,1.2914844,0.5988859,0.9739645,1.3445013,0.67986715,1.0881383,0.95010126,0.69905007,0.53933513,0.84520245,1.0155275,1.3185068,0.9462154,0.6858696,1.0725086,1.2859613,1.1905363,0.65328646,1.319916,1.4900973,0.9146993,0.51731384,1.4320886,0.6849135,1.3138839,1.0687805,1.1839786,1.2558942,1.1277164,0.7617961,1.1497484,0.58345675,1.3191614,0.9473046,0.40277827,0.95129794,0.99572444,0.96945786,0.6816495,1.0861937,1.3721478,0.39089048,1.2296987,0.8907106,0.88309973,0.8200474,0.38890952,0.7668472,1.4056718,1.2307048,1.3301176,0.65883946,1.1152614,0.9390897,0.9617424,1.0155113,1.1446891,1.211179,1.2369162,0.41608638,0.99064815,0.0,0.9351668,0.537596,0.85270965,1.1792207,1.2622169,1.1171988,1.0151764,0.5108827,0.59300035,1.1022203,0.9886108,0.9985681,0.9408357,1.1094737,0.99015373,0.8550542,0.7156833,0.5009204,1.2924277,1.3380454,1.0284555,0.91972494,1.1003802,0.57270926,1.0292169,0.46975422,1.27854,1.1343687,1.3588238,0.32862335,0.9136604,1.0113968,0.8231836,0.5748356,1.214704,0.51117826,1.1998403,1.1534622,1.5062457,0.86290115,0.26210612,0.4787951,1.0701419,0.9866594,0.9745995,1.186584,1.1364546,1.1927866,1.0020404,0.43876106,1.1721171
