,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jeans,0.65680563,0.95948696,1.4230491,0.52149904,1.3364309,1.3953086,1.1537797,1.4181981,0.82030594,0.5697322,1.2217919,0.5959176,0.5288458,0.79871017,0.7993849,0.9386489,1.3808613,1.4204633,1.517262,1.1044695,1.4414442,1.4192976,1.3302758,1.2963578,1.0183047,0.9063428,0.57961035,1.2277858,0.67443615,1.0605949,0.38464665,1.1676297,1.5109328,0.8186656,1.567167,0.81475496,0.9391528,0.77631706,0.8825718,1.3902135,0.5804024,0.98962575,0.91231006,1.391927,1.3401647,0.9827106,1.4399388,1.3271062,1.0126697,1.2234191,1.1549387,1.3197144,0.7733699,0.81006444,1.3260239,0.8507371,0.58856606,0.6671322,0.0,1.5255868,0.83435106,1.5166507,0.80249536,0.74110734,0.6124411,1.2861071,1.3393013,1.3266948,1.2430699,1.354411,0.9268727,1.2101169,0.07387328,0.050077915,0.99648595,1.4301775,1.5007303,1.1724309,1.0274602,1.4543136,1.42921,0.73538244,1.0566002,1.4248569,1.342573,0.9307579,0.74220693,0.90148777,1.4350911,0.3666407,0.94210076,0.5939195,1.3966076,0.72189015,1.0827682,1.3977035,1.0022333,1.2955252,1.128335,1.4361488,1.1032995,1.255041,0.6336506,0.7402419,0.7707803,1.5381849,1.0789624,1.3161582,1.0155247,1.1682715,1.4205937,0.8846758,0.89542425,1.3673179,0.9839139
knife,1.393293,0.82966864,0.5202615,1.4878618,0.5381699,0.6412882,0.7439142,0.6398429,1.3335235,1.5797404,0.54106873,1.247751,1.5000355,1.3614194,1.2467101,1.204386,0.62777257,0.44170344,0.45736802,0.9865022,0.5047853,0.5694254,0.3153032,0.68738914,0.981498,1.199087,1.3058767,0.8465197,1.2964325,1.03123,1.5161273,0.9760334,0.32912886,1.424882,0.37442827,1.3381637,1.2640991,1.2939079,1.0904443,0.63785607,1.3164866,1.2167561,1.0118008,0.538695,0.7619337,0.84691674,0.2900418,0.9284343,1.2919323,0.6994026,0.8645677,0.88240343,1.3859446,1.3226309,0.55900735,1.2100319,1.4989965,1.3725427,1.5255868,0.0,1.3216566,0.36826748,1.2600133,1.422519,1.3648717,0.82449466,0.53627324,0.65964895,0.573184,0.51681644,0.82444084,1.026856,1.5569804,1.4472162,1.2060906,0.15134275,0.3054453,0.78745955,1.2490982,0.35118163,0.61243653,1.3987043,1.0463177,0.53075135,0.68761283,1.1971534,1.2364583,1.2998905,0.43101227,1.5320779,1.0733174,1.2044168,0.55541646,1.3315876,1.0175838,0.31366354,1.1835327,0.70339835,0.92699146,0.23787463,0.9527446,0.93631756,1.3062031,1.0863348,1.2908709,0.44718528,0.88911057,0.6608053,1.1053214,0.7437848,0.8139556,1.0116931,1.2102065,0.50235784,1.1803887
ladder,0.82455325,1.3590438,1.4513462,0.9320939,1.4886656,1.3735163,1.2521572,0.8537022,0.7005937,0.5723136,1.384513,0.5668744,0.82933736,0.9017739,0.8062828,0.7533985,1.2225525,1.3057058,1.2064368,0.80682564,1.4295802,1.0922068,1.2569144,0.9052736,1.2378352,0.80216277,0.36636186,1.0456476,0.59623444,0.8816687,0.65905356,1.2796342,1.4743298,0.48407102,1.3647178,0.862182,0.8673871,0.457646,0.7623831,1.3159883,0.8469233,1.0364432,1.3540219,1.3693056,1.0354111,1.4392744,1.1341063,1.2352089,0.72910374,1.4150211,1.245081,1.3131633,0.9517085,1.0848483,1.3995402,0.918781,0.47410047,0.8671243,0.83435106,1.3216566,0.0,1.2063696,0.7689537,0.914798,0.74894106,1.2659016,1.5087955,1.1699126,1.4300326,1.5008365,0.737886,1.0735654,0.77816725,0.89682776,0.87805533,1.3939884,1.3556739,1.0420272,0.81254923,1.2498118,1.140128,0.9366904,0.73583066,1.0176579,1.2778906,0.47139108,0.92882484,0.9362412,1.2029765,0.843565,0.9694612,0.92340887,1.0834072,0.8011708,0.8719163,1.4758053,0.8961185,1.3877243,1.1198192,1.2413561,1.2657998,1.0608333,0.58212584,1.007434,0.4805497,1.2996001,1.3902731,1.4636695,1.0084167,1.1507419,1.1914542,0.87401897,0.20629346,1.4723673,0.60035634
lamp,1.4795411,0.99003774,0.5581922,1.4033906,0.6253478,0.61391485,0.7491914,0.67859477,1.2575675,1.5545307,0.5787595,1.3108624,1.4411137,1.34045,1.2811999,1.2376502,0.8358636,0.46572924,0.62253284,1.0624049,0.4986933,0.5906946,0.33317482,0.70035064,0.96367943,1.1528845,1.285851,0.8272935,1.1203768,1.1518555,1.4993786,0.97460055,0.3966456,1.3998716,0.40026402,1.3152962,1.2993231,1.072305,1.0803188,0.555186,1.2768677,1.1589139,1.09827,0.51303697,0.77582985,0.9799735,0.5448515,1.016449,1.2017255,0.6405039,0.951332,0.96684545,1.2365496,1.3137627,0.6146757,1.1747626,1.437845,1.2475966,1.5166507,0.36826748,1.2063696,0.0,1.2488163,1.47401,1.3826768,0.7300578,0.5300938,0.66128266,0.53002405,0.52049804,0.8475883,1.0411922,1.5151458,1.4213581,1.2309921,0.4074763,0.31983256,0.8911521,1.1695923,0.33787382,0.45394832,1.3356091,1.1329693,0.5909512,0.5847143,1.082076,1.234721,1.2760181,0.57002,1.4623845,1.2025717,1.163868,0.6642008,1.2164198,0.7913256,0.4894188,1.1091489,0.69546705,1.0050716,0.48474127,0.9237679,0.85938436,1.2635438,1.1663088,1.3788409,0.58876956,0.9810105,0.6483808,1.0601485,0.8018408,0.9771076,1.2476865,1.1969734,0.5271179,0.8939998
melon,0.81573606,1.1632999,1.3289316,0.8873194,1.2319711,1.1969054,1.0084417,1.1216667,0.6977161,0.72940373,1.3298556,0.8625691,0.84218335,0.86679196,0.98494613,0.8751285,1.3258351,1.3020537,1.0039877,1.0397044,1.1328793,1.1360731,1.3495142,1.1977899,1.1049876,0.851988,0.8424843,1.0421596,0.86007935,0.7902559,0.79500043,1.1415145,1.4050114,0.7320429,1.3140917,0.8498167,0.97933435,0.80477333,0.9095184,1.1781317,0.91918963,1.0042069,1.1393703,1.257582,1.1154435,1.2505467,1.1551117,1.1173613,0.67167306,1.2548461,1.146193,1.2408637,0.9120816,0.93835783,1.3691574,0.97670186,0.70537806,0.8984199,0.80249536,1.2600133,0.7689537,1.2488163,0.0,0.8641285,0.84658706,0.96673816,1.3426808,1.32357,1.3634751,1.2665714,0.9164037,1.046444,0.8047768,0.8693724,0.9435953,1.3081368,1.330273,1.30719,1.0171392,1.2842801,1.1105022,0.6085755,0.99291754,1.258757,1.2165194,0.7926308,0.8057206,0.8694438,1.2462065,0.82064223,1.0525098,1.0412588,1.1914093,0.7658753,0.894999,1.3454226,0.99539983,1.1722721,1.1025004,1.1961685,1.1126382,0.9637349,0.83224857,0.9484007,0.70662796,1.1658027,1.2535353,1.265926,1.009282,1.3132083,1.2019736,0.6453017,0.74545765,1.3694491,1.0087467
mitten,0.63466674,1.06637,1.3544053,0.80349624,1.2710625,1.1619662,1.0900006,1.2281892,0.9130566,0.7611827,1.4112267,0.92407656,0.68071204,0.5303422,0.8696449,0.99350286,1.2269714,1.3910372,1.3187774,1.0167081,1.3299093,1.2676154,1.4188716,1.3486974,0.93230265,0.97511977,0.90978265,1.12024,0.98918426,0.9714484,0.7347644,1.018088,1.4190813,0.84716815,1.3917481,0.819448,0.5755707,0.99956965,1.0499004,1.3242917,0.81737477,0.90338707,0.89515185,1.3854265,1.0998439,0.94977796,1.3358908,0.87383175,0.9646523,1.334836,0.8079765,1.0316767,0.8898589,0.6057562,1.2096615,0.97432756,0.93601847,0.6858339,0.74110734,1.422519,0.914798,1.47401,0.8641285,0.0,0.76628196,1.0573505,1.3154504,1.0181526,1.2721958,1.3789642,1.1975825,0.97856605,0.6937325,0.8223911,0.83143556,1.3980722,1.4186262,1.0309534,0.91332877,1.386967,1.3394301,0.64699197,0.77199775,1.3038971,1.2790254,1.010377,1.0480193,0.6464636,1.2138035,0.741855,0.659746,0.8346065,1.2431284,0.9803842,1.1403629,1.3648565,1.0029254,1.1947924,0.8099598,1.3969591,1.0852447,0.90268093,0.82490945,0.97941077,0.858495,1.2721964,0.8085215,1.1502346,0.8878203,0.9553243,0.94831264,0.93861663,0.8707384,1.3046085,1.0827364
motorcycle,0.719232,1.1842822,1.3212821,0.8223372,1.2582941,1.2703336,1.2160106,1.276554,0.99323124,0.6940875,1.2910869,0.7777125,0.8625472,0.7122865,0.9161556,0.97864175,1.2215214,1.2644587,1.3134601,0.97174126,1.3061788,1.3179443,1.3192563,1.2144252,1.110763,0.87914455,0.62328404,1.0477967,0.730146,1.0560277,0.6307967,1.1428154,1.3658719,0.8318459,1.3743091,0.8052857,0.9217667,0.71113074,0.8684721,1.232612,0.71788585,0.9361278,1.0554936,1.3687112,1.1480986,1.117698,1.3856618,1.1243962,0.98974395,1.2559819,1.0792491,1.1424588,0.8404839,0.9105342,1.2216219,0.99720275,0.54569936,0.9375765,0.6124411,1.3648717,0.74894106,1.3826768,0.84658706,0.76628196,0.0,1.1632285,1.2730634,1.3451328,1.3294544,1.2910881,1.0225873,1.0789888,0.6367357,0.6496443,0.9568389,1.346731,1.3302796,1.1980312,0.97244805,1.3181801,1.4424381,0.7942523,0.92047155,1.1793978,1.1792107,0.93868756,0.85262305,0.7677614,1.1985377,0.80543536,0.8028227,1.0173627,1.2248013,0.7897301,1.2240654,1.341888,1.0298432,1.2306052,0.9711186,1.3663387,1.1542794,1.1391876,0.2634077,1.0455413,0.7826559,1.2983611,1.0913342,1.1765847,1.0642747,1.2699236,1.1259983,0.92409086,0.6914413,1.2786582,0.99727976
muffin,1.336322,1.100922,0.74854845,1.2606882,0.6728189,0.6466761,0.6503704,1.0288692,1.1041187,1.3490689,1.0562035,1.314332,1.1551726,0.95276725,1.2335489,1.2526332,1.0371667,0.7657968,0.741995,1.0573463,0.25007868,0.78735286,0.90086895,0.9716412,0.8765446,1.1160432,1.3301442,0.85663027,1.2309833,1.0941275,1.3383076,0.72985053,0.7729819,1.3204235,0.6967102,1.1341709,1.092477,1.1918187,1.1664424,0.5690249,1.1497735,0.95745164,1.0689379,0.85695434,0.75671977,1.0500779,1.0059583,0.8756119,1.0604424,0.96148384,0.94003195,0.8535297,1.0364267,1.0896097,0.7812097,1.1614277,1.2744379,1.122284,1.2861071,0.82449466,1.2659016,0.7300578,0.96673816,1.0573505,1.1632285,0.0,0.8156265,0.81936264,0.95580417,0.5871884,1.1362137,0.9492106,1.2660868,1.2696241,1.1074985,0.82168305,0.75323004,1.0346195,1.1696873,0.7294201,0.73361385,0.98045236,1.1474919,0.9000379,0.7138461,1.0587949,1.0279819,0.92237794,0.88180596,1.1875232,1.1428853,1.1660658,0.81496155,1.1992089,0.94284743,0.9614863,1.067143,0.73483926,0.99839836,0.8910561,0.972213,0.91762656,1.1454893,1.2128124,1.2742572,0.70190465,0.98714274,0.8284939,0.9494311,0.88350576,0.8445758,1.0797715,1.1851192,0.88193446,1.209871
nail,1.4497612,0.5534691,0.17948818,1.2034137,0.38728547,0.5694337,0.86881995,1.0621926,1.4171416,1.5383712,0.43357313,1.3658944,1.3958433,1.237584,1.3189149,1.3296816,0.8551085,0.3753972,0.8523022,1.2269732,0.45349485,0.8322394,0.53645253,0.84674937,0.86255515,1.2665437,1.3914063,1.0455463,1.3779445,1.3057133,1.3800282,0.74296796,0.22179627,1.5416037,0.4530493,1.2636409,1.2828844,1.3941071,1.2655332,0.29610717,1.2043191,1.1550987,0.64035803,0.5777805,1.0954635,0.5654584,0.7557473,1.0823162,1.3526624,0.24440998,0.8322274,0.75637895,1.0511817,0.9815178,0.43822992,1.2100333,1.4017193,1.287243,1.3393013,0.53627324,1.5087955,0.5300938,1.3426808,1.3154504,1.2730634,0.8156265,0.0,0.8646474,0.2829585,0.21864843,1.1353302,1.1106492,1.3790097,1.2601204,1.3878629,0.44267845,0.33434665,0.9776117,1.313151,0.54918563,0.82880753,1.2663924,1.3098154,0.83532584,0.38803375,1.3459489,1.1057484,1.1258945,0.86747277,1.3537349,1.1460743,1.0609682,0.942861,1.3098153,1.15649,0.25977588,1.2017393,0.6987965,0.94188684,0.65527636,0.74784875,0.90602875,1.3623034,1.1705166,1.5281612,0.71276796,0.62041634,0.35417253,1.1474118,0.87211996,1.004641,1.3490169,1.5032346,0.16927874,1.2034597
napkin,1.1881475,1.0603582,0.88245547,1.3662564,0.7839519,0.66201246,0.6634573,0.50833553,1.166777,1.3534372,0.9375563,1.1637377,1.2992909,1.1204063,1.0019574,1.1328685,0.7677448,0.799891,0.65150404,0.8774998,0.72055066,0.48025614,0.5753734,0.7288446,1.0670986,1.1592196,1.1396834,0.9058784,1.1694247,1.0900679,1.3255529,1.0132984,0.795793,1.2577796,0.60897785,1.2086296,1.0058752,1.1383203,1.1412585,0.9313152,1.2685453,1.2083826,1.1148648,0.75959766,0.6970334,0.9442059,0.68882406,0.79351556,1.207186,1.0564212,0.5479334,0.90098536,1.334322,1.2275431,0.6288349,0.97252446,1.3893336,1.1470506,1.3266948,0.65964895,1.1699126,0.66128266,1.32357,1.0181526,1.3451328,0.81936264,0.8646474,0.0,0.9178662,0.8965545,0.9106435,1.0314637,1.3279264,1.2684884,1.0785772,0.7077695,0.73903704,0.38093114,0.9724822,0.57378954,0.70295674,1.354846,0.70426035,0.5980782,0.940294,1.0080141,1.1782103,1.0943387,0.70678055,1.3526903,1.0008867,1.0458616,0.60379255,1.2667019,0.87162817,0.75062025,1.10567,0.8077987,0.67818236,0.72467035,1.0811461,0.8325934,1.2295254,1.0414768,1.1864378,0.6524017,0.9208811,0.94058084,1.0461873,0.085626066,0.7574869,1.1947651,1.0822631,0.93779415,1.0969151
necklace,1.3658781,0.4042976,0.37725997,1.1889609,0.63246787,0.7653047,0.94124347,1.0725439,1.3384941,1.5015552,0.37380612,1.339036,1.1916013,1.2902604,1.2139499,1.2632207,0.9115447,0.5370874,0.99585485,1.2433803,0.6304134,0.91642225,0.513072,0.90700555,0.8023002,1.2449203,1.377412,1.0626196,1.2507186,1.253554,1.314335,0.7712531,0.33413446,1.502507,0.6301451,1.2802181,1.2923077,1.3166159,1.1675087,0.5089978,1.1790667,1.1231236,0.5792223,0.572379,1.1077724,0.53045726,0.71702874,1.1072569,1.3866543,0.20649093,0.95350456,0.88487715,1.0232744,0.965708,0.4974122,1.1127653,1.4002092,1.1437994,1.2430699,0.573184,1.4300326,0.53002405,1.3634751,1.2721958,1.3294544,0.95580417,0.2829585,0.9178662,0.0,0.39014828,1.0751405,1.1004984,1.2688867,1.1388,1.3516415,0.44454557,0.49149156,0.96793604,1.2699105,0.6079568,0.73042405,1.285438,1.3014421,0.9443994,0.54568535,1.3530972,1.1313261,1.2047982,0.83308756,1.1770523,1.151094,0.942581,1.0152156,1.2810382,1.0684495,0.26626903,1.1269541,0.7967909,1.05209,0.644539,0.65014577,0.9975664,1.3288226,0.99691707,1.4881461,0.8821605,0.6787363,0.41521478,1.0974258,0.9367158,1.1250191,1.3270673,1.4887784,0.24905849,1.09346
orange,1.439573,0.6661133,0.16112566,1.3105755,0.27215272,0.48063838,0.70800734,1.0860088,1.4116583,1.5341754,0.45027423,1.370059,1.4179263,1.2218244,1.3375974,1.3078182,0.80380785,0.38241124,0.8254656,1.2325442,0.23052573,0.830029,0.5501193,0.84116757,0.66786456,1.3203528,1.4427547,1.0290297,1.3481812,1.3159506,1.4331257,0.6272107,0.18791616,1.5118611,0.42781687,1.3673964,1.3118471,1.3994262,1.2521205,0.21035618,1.226114,1.0888697,0.8101237,0.51398736,0.9063799,0.69147336,0.7682199,1.0135429,1.3408623,0.3764422,0.9552706,0.75451577,1.1364413,1.1622303,0.42286777,1.2355285,1.4253802,1.32444,1.354411,0.51681644,1.5008365,0.52049804,1.2665714,1.3789642,1.2910881,0.5871884,0.21864843,0.8965545,0.39014828,0.0,1.1646844,1.0400205,1.4029859,1.2709476,1.368636,0.4494499,0.38852215,1.0360277,1.3001513,0.52001506,0.73462176,1.2629251,1.3014402,0.8577802,0.35255086,1.3963727,1.0927881,1.1395096,0.7922113,1.3722806,1.2486768,1.1373215,0.86352897,1.3340251,1.130844,0.35502672,1.2052766,0.60308635,1.0670203,0.6264048,0.81776834,0.87881476,1.3500136,1.1350325,1.5427468,0.6566098,0.8303435,0.42589462,1.0020525,0.9005246,0.9213353,1.3045505,1.4932822,0.3055756,1.251294
oven,1.1298373,1.0745457,1.1795938,1.1594708,1.1937523,1.0270115,0.97872645,0.6741928,0.91069007,1.0556966,0.876482,0.74577117,1.1821424,1.1738232,1.0498296,0.9666787,0.99290144,1.0254189,0.90268296,0.7892128,1.087604,0.71990633,0.520858,0.7925282,1.1638801,0.98932505,0.68844134,0.9792538,0.56123453,0.8121208,0.9687992,1.2713499,1.1078556,0.92564017,0.9786891,1.1009965,1.1593678,0.5414057,0.6764492,1.1823814,0.9693962,1.2365552,1.1148326,1.0820237,1.0466988,1.1160254,0.83025056,1.3036938,0.95615613,1.1520302,1.0533636,1.1651458,1.1838291,1.1596339,1.1555029,1.1008672,0.929865,1.0692058,0.9268727,0.82444084,0.737886,0.8475883,0.9164037,1.1975825,1.0225873,1.1362137,1.1353302,0.9106435,1.0751405,1.1646844,0.0,1.1778988,0.99715185,0.86897916,1.0320913,0.8726463,0.92372894,0.9826874,1.0916467,1.0139568,0.90168864,1.1483808,0.8913201,0.66261905,1.1220293,0.4945004,1.0741029,1.2006959,0.91955966,1.1264431,1.042759,0.97769576,0.77701735,0.9542275,0.79349875,0.97825927,1.1579757,1.1274135,0.9477386,0.8900277,1.1540104,1.2059556,0.83006287,0.98989666,0.8177779,0.98609155,1.1200111,1.2615786,1.198738,1.0036731,1.1960759,0.9404625,0.70745957,1.0840499,0.79532266
owl,1.0145764,1.1324862,1.0490612,1.1808032,0.9518589,1.0310816,1.0381514,0.92448395,1.0786531,1.01911,1.1476045,1.16715,0.9763553,1.0205189,0.9969674,0.9767062,0.8207031,1.0614657,0.94698834,0.9650463,1.0120788,1.110248,1.1348921,1.0627327,1.0653843,0.82013416,1.1856823,0.7569966,1.1070822,0.9109653,1.1381491,0.9811359,1.0160972,0.9873412,1.0112374,0.8133596,0.8851061,1.1635569,1.1125534,1.0213985,1.1125262,0.43037498,1.1357919,0.9265866,0.8207916,1.1328039,1.003301,0.39401078,0.93096024,1.0569261,1.123787,0.9120895,0.9143644,1.1041846,0.878942,0.94428825,1.0608605,1.1098156,1.2101169,1.026856,1.0735654,1.0411922,1.046444,0.97856605,1.0789888,0.9492106,1.1106492,1.0314637,1.1004984,1.0400205,1.1778988,0.0,1.1576592,1.2202693,0.9557056,1.0281682,1.0597425,0.96699727,0.91204643,0.9903195,0.9717509,1.0229311,0.9479905,0.96629477,1.0661391,1.1387719,1.0917764,0.9574274,0.94642085,1.0555813,0.9295334,1.1866868,0.9934722,1.1044232,1.1017531,1.0609277,0.78212005,0.8618994,1.124725,1.0206996,0.97288287,0.97437245,1.1408209,1.0312045,1.0703136,0.86207527,1.0703137,0.99303526,1.0124836,1.055473,0.6403172,1.0100302,1.0572354,1.1142972,1.0303017
pajamas,0.6380364,1.089048,1.4339461,0.49412924,1.3869075,1.4328644,1.2725208,1.4222475,0.8058295,0.49550045,1.3318417,0.6547668,0.43570113,0.77441204,0.7416762,0.90104944,1.3835208,1.3969768,1.4650044,1.0711255,1.4586079,1.4806747,1.4274142,1.3382668,1.0737132,0.9215147,0.6331389,1.1939924,0.6821729,1.0181549,0.40131658,1.2156419,1.5373869,0.72541666,1.5651102,0.8235918,0.8334945,0.764222,0.9115082,1.3720394,0.5560516,0.89415693,1.008746,1.4263059,1.3237832,1.1065525,1.4804473,1.3052802,0.9689517,1.2733082,1.2124524,1.3250718,0.7392259,0.8320789,1.373649,0.828618,0.5903093,0.5975685,0.07387328,1.5569804,0.77816725,1.5151458,0.8047768,0.6937325,0.6367357,1.2660868,1.3790097,1.3279264,1.2688867,1.4029859,0.99715185,1.1576592,0.0,0.13733023,0.92690074,1.4690756,1.4927139,1.1726115,0.9831996,1.4813652,1.4342376,0.70880044,1.0185783,1.4014177,1.3084633,0.90589863,0.83972085,0.921143,1.4535263,0.31195718,0.9034621,0.6800573,1.430732,0.71407187,1.1083864,1.4777474,0.87804973,1.3107407,1.1605392,1.468901,1.1205045,1.1615196,0.6545378,0.80342215,0.76715326,1.5476712,1.1029888,1.3645456,1.0237511,1.1621435,1.3649896,0.8676484,0.8826244,1.3824153,0.9307928
pants,0.7760093,0.92055166,1.349604,0.63141686,1.2703313,1.3255426,1.1151989,1.3683584,0.861801,0.6808085,1.139118,0.67174697,0.6023333,0.8780053,0.8335129,0.9502583,1.3493543,1.3506637,1.4681504,1.1048112,1.3753661,1.3539134,1.2130673,1.237752,1.0330529,0.92933667,0.62861115,1.190197,0.65068865,1.1054404,0.46997434,1.1582553,1.4372336,0.9084047,1.4885565,0.8506597,1.0077963,0.79298353,0.9300033,1.3176543,0.5743395,0.9983036,0.9040718,1.3203888,1.32591,0.92708576,1.3816082,1.3257189,1.075998,1.1536614,1.1510354,1.3039669,0.7912539,0.8925766,1.2262613,0.8558842,0.65614367,0.71763784,0.050077915,1.4472162,0.89682776,1.4213581,0.8693724,0.8223911,0.6496443,1.2696241,1.2601204,1.2684884,1.1388,1.2709476,0.86897916,1.2202693,0.13733023,0.0,1.0483134,1.3605006,1.4412712,1.1426104,1.0579705,1.3762764,1.3661726,0.8219699,1.0824765,1.3619595,1.2764355,0.9313229,0.7444837,0.9580085,1.397757,0.44317096,0.9517069,0.5780157,1.3550147,0.7848455,1.0635431,1.3066517,1.0619886,1.2573323,1.1279447,1.3564664,1.0666676,1.2545918,0.6485783,0.7265885,0.83646685,1.4924698,1.0553548,1.2667739,1.0805018,1.1244683,1.4096316,0.9244095,0.95559037,1.2951691,0.9687694
paper,0.7932268,1.2556658,1.285661,0.84794486,1.2490051,1.0619181,1.1512765,0.93707645,0.7625681,0.6680735,1.2173561,0.8152205,0.7782539,0.91311026,0.89758646,0.8438285,0.6793469,1.231478,0.9757724,0.73992044,1.2608104,1.0779676,1.2418653,1.229962,1.0917878,0.93266344,0.95204353,0.99843895,0.8809533,0.7334176,0.8855885,1.1594205,1.332169,0.59786844,1.1660235,0.9256705,0.7630628,0.9373529,0.83154017,1.3182214,1.0100584,0.88387656,1.1426349,1.1900405,0.9135835,1.266701,1.1441444,0.95043695,0.73517823,1.3603886,1.1253791,0.8327645,1.0332983,0.9623952,1.3312904,1.0365235,0.91347504,0.9373499,0.99648595,1.2060906,0.87805533,1.2309921,0.9435953,0.83143556,0.9568389,1.1074985,1.3878629,1.0785772,1.3516415,1.368636,1.0320913,0.9557056,0.92690074,1.0483134,0.0,1.2137752,1.2385693,1.0578277,0.72342724,1.3255589,1.027701,0.85110575,0.84185493,0.9967257,1.2808645,0.93075275,1.0170336,1.019652,1.0894353,0.8828732,0.9435407,1.1500256,0.9971262,0.86744785,0.9070809,1.342783,0.88265383,0.99170846,1.0161895,1.1452124,1.1748449,0.94321305,0.95533097,1.0790348,0.58302397,1.0061163,1.1333275,1.2776206,0.95610636,1.1286491,0.8849826,0.64692336,0.86646175,1.3644304,0.95899355
pen,1.4048858,0.7287704,0.48432994,1.3603005,0.5094783,0.6756432,0.7714766,0.77612776,1.3966773,1.5483352,0.41094768,1.2094834,1.4710917,1.3253169,1.2839507,1.2604678,0.63790685,0.5156301,0.627096,1.058104,0.4611342,0.7269019,0.33717132,0.79167217,0.9235867,1.2230186,1.3222197,0.9310811,1.3070487,1.0629029,1.452143,0.94655514,0.28572738,1.4486791,0.5008169,1.3383236,1.2603675,1.3505108,1.0752146,0.63765895,1.2738466,1.1625537,0.88953656,0.42839217,0.86443806,0.7326551,0.36521077,0.93382955,1.340403,0.5915294,0.86005425,0.84411204,1.3204753,1.2256114,0.59032047,1.2079948,1.4654088,1.3305417,1.4301775,0.15134275,1.3939884,0.4074763,1.3081368,1.3980722,1.346731,0.82168305,0.44267845,0.7077695,0.44454557,0.4494499,0.8726463,1.0281682,1.4690756,1.3605006,1.2137752,0.0,0.27800763,0.8540308,1.3151186,0.47099793,0.67127895,1.3687203,1.1308057,0.64879847,0.6921946,1.3090959,1.151514,1.3221109,0.51676744,1.4762993,1.1115028,1.1947031,0.6737927,1.3069143,1.0781108,0.21422148,1.1606934,0.66597366,0.9281259,0.22491974,0.9224707,0.99511236,1.3243687,1.1023145,1.3580768,0.5581027,0.81330824,0.6078265,1.0724763,0.76669496,0.8797626,1.1222322,1.3068067,0.45390147,1.1888918
pencil,1.4547998,0.94073635,0.27062035,1.3086478,0.5418271,0.7224765,0.87726307,0.7894193,1.3703545,1.5283526,0.5322095,1.3028126,1.4980004,1.2785122,1.3178002,1.2852732,0.72835493,0.16764903,0.63592017,1.0277009,0.44037187,0.7529867,0.3840773,0.7897847,0.92089546,1.2255743,1.3400258,0.97129416,1.2667243,1.1355356,1.4854763,0.95079416,0.16031384,1.4211301,0.29985613,1.3433614,1.2836635,1.2557156,1.1719092,0.35398465,1.2011744,1.1522616,1.0199101,0.49682748,0.8030865,0.9187747,0.6534958,1.0352172,1.2089112,0.52312917,0.92504233,0.86730576,1.2739342,1.2434257,0.5567217,1.2367452,1.3966327,1.2917697,1.5007303,0.3054453,1.3556739,0.31983256,1.330273,1.4186262,1.3302796,0.75323004,0.33434665,0.73903704,0.49149156,0.38852215,0.92372894,1.0597425,1.4927139,1.4412712,1.2385693,0.27800763,0.0,0.9519772,1.3036373,0.37356246,0.674973,1.3555756,1.1757848,0.58048475,0.388139,1.1745808,1.2838886,1.2672257,0.56268847,1.4885756,1.1636293,1.2222322,0.68390304,1.2940462,1.0642916,0.352139,1.0978715,0.6460853,0.98162794,0.51097095,0.9655603,0.8014255,1.3285193,1.2382243,1.4317322,0.64575475,0.8915433,0.54120505,1.0662811,0.8179339,0.91405916,1.2672315,1.280422,0.31380618,1.1152986
