,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
face,0.89722735,0.7324265,1.1740563,1.1972094,0.6439196,1.2551541,1.304235,0.88031566,1.3645712,0.8899323,0.6811935,1.3274449,1.1241723,0.7010418,1.2298322,0.8620852,1.2066699,1.3502278,1.2374376,1.3379418,1.0735719,1.1089995,1.2873958,1.4047604,1.1803637,1.3729206,1.0847555,0.8174734,0.96660376,1.2270641,1.2864988,0.97147804,1.0859836,1.0499588,1.0903368,1.1510015,0.77613735,0.8800671,1.3779805,0.77701926,1.3360938,0.9948303,1.0546277,0.97470164,0.9712343,0.84929717,0.7131288,1.2081048,0.7984641,1.2293295,0.80210793,0.0,0.8821933,1.3482072,1.2214437,0.99619126,1.0163431,1.1820557,0.7727326,1.1505225,1.2312579,0.8895357,1.3281827,0.19433033,0.73025006,0.9223778,0.7344974,0.9468105,0.9569993,0.94225204,0.76761776,1.0413753,1.1622429,1.3558303,0.9582877,0.873639,0.9966522,0.8824377,0.8923199,1.1779745,0.8721222,1.0887804,1.338211,1.0845703,0.61073375,1.1267164,1.1100295,0.7751409,0.69271004,0.7859065,0.81996536,1.3298614,1.3204256,0.82759887,1.1748892,1.1675017,1.0380268,1.1035028,1.3478104,0.8970094,1.1761265,0.9691833,1.2479234,0.916618,0.9803132,0.92219186,1.220932,0.585781,1.192016,1.0295216,1.2640269,0.73609316,1.199744,1.0054662,1.4131937,0.87916386,1.1366155,1.1304781,1.0678539,0.93086267,0.93817025,0.8750826,0.8145391,1.1563221,0.81146157,1.3394792,0.8647704,0.84730387,0.87336546,1.3016782,1.3683741,1.150737,0.8976002,1.2574655,0.89931685,1.3095894,1.1298237,0.88743114
finger,1.0404698,0.39920783,0.9027145,1.0204768,0.84546334,1.0319166,0.9899141,0.7929559,1.2181737,1.3237588,1.3191472,0.82321626,1.2551177,1.1763599,1.1351047,1.2843002,1.2991233,1.0789783,1.0428332,1.0527902,1.2790712,0.98126006,1.1057826,1.123959,1.0157512,1.1824843,1.1314273,0.8201493,1.020082,1.2054054,1.1057994,1.1544352,1.037488,0.96044827,1.1226486,0.87752044,1.2431759,0.85664976,0.86678964,1.332647,1.022357,0.89960027,1.0503621,0.9109575,1.0723414,1.2224619,1.136677,1.054524,0.69927967,0.88708955,1.0444049,0.8821933,0.0,0.94285524,1.0815313,0.34283745,0.6998655,1.0574281,0.5659264,0.78864056,0.65780044,1.2177893,0.958005,0.9005709,0.26355773,0.8545594,1.1115346,1.2766196,1.2122077,1.1229523,1.133988,1.0209185,1.2165825,1.0706632,0.6982478,1.0382156,0.7007918,1.1693971,1.0168034,1.2194508,1.1038289,0.7253723,1.0929406,0.58339036,0.5044939,0.89517546,1.1651943,1.1003995,1.1406372,1.0190674,1.1740837,0.829306,0.96038955,0.89091194,0.78316104,1.1150789,1.1031015,1.1359965,1.0533031,1.0466994,0.83156514,1.2502282,1.0940953,1.2493825,1.109453,0.7705556,1.1013861,1.081495,1.0449376,0.9799748,1.1356509,1.1699656,1.1941781,1.3404719,0.8596973,1.1040443,1.0331136,1.0121872,0.9132713,1.2162323,1.133887,1.2477598,1.0675192,1.192143,1.3744428,1.047473,0.22269845,0.46531898,0.95927745,1.1632864,1.0873333,0.82139874,1.2014544,1.0857984,1.1245613,1.1811357,0.5753883,1.2753766
fish,1.0212253,0.98650485,0.3893392,0.8676906,1.5192108,0.6313301,0.3903463,0.94264436,0.7920644,1.3797063,1.5320078,0.5573225,1.1974051,1.4476235,0.58500016,1.3440782,0.8788031,0.45093322,0.4337604,0.30494207,1.2008243,0.8961043,0.89070886,0.54595584,0.58764166,0.7047824,0.94328696,1.2777745,0.82868195,1.1697383,0.70828336,1.0678192,0.7239126,1.0412357,1.0973144,0.9540945,1.3694111,1.158141,0.2324431,1.4394169,0.46194768,0.76027507,0.9030868,1.2352985,1.2527959,1.3770318,1.413782,0.72780776,1.0719726,0.7753675,1.2733127,1.3482072,0.94285524,0.0,0.714349,0.87207484,0.9507883,0.69211376,0.9328766,0.5183865,0.86902165,1.2537123,0.509032,1.3386412,1.2323388,0.6601823,1.2080016,1.3145638,1.2308578,1.1515304,1.4191148,1.0700834,1.0736688,0.52710783,1.1121569,1.218606,0.9595631,1.2080927,1.2686116,1.1397988,1.3457005,0.41137004,0.805684,0.71876323,0.9977235,0.5673739,1.0927048,1.1725979,1.4756933,1.3605695,1.2814214,0.32076836,0.29491532,1.2917211,0.77546066,0.8107033,1.0551136,0.9020883,0.34402788,1.218638,0.5892906,1.2753482,0.65789175,1.3186519,1.1415122,1.0539813,0.9536442,1.4669474,1.0889266,1.1981922,0.9667275,1.4113104,0.7842403,1.238858,0.39661258,1.1893015,0.43045056,1.1525702,1.0499842,1.2456399,1.3180366,1.2899431,1.340445,0.9761465,1.5580628,0.4623314,0.69874936,0.8114734,1.3157812,0.8236563,0.44023514,0.9402658,1.1857735,0.9641308,1.1867652,0.93753844,0.61473924,1.302614
flower,1.0734316,1.197176,0.66541386,0.78651243,1.3730788,0.72657335,0.6840403,1.2285696,0.7505912,1.2641248,1.3143933,0.8404725,0.8647841,1.2410858,0.6443494,1.2084947,0.9214579,0.752959,0.68128026,0.7174309,1.025404,0.993952,0.8439895,0.70625937,0.7261868,0.74219626,0.79607785,1.34745,1.0765975,0.9109903,0.7172338,1.0512575,0.9060308,1.084876,1.0525018,1.0262038,1.2893889,1.2127861,0.73985606,1.2122988,0.6962993,1.0012382,1.0646095,1.0069597,1.1039407,1.1893278,1.2572542,0.76101774,1.1181941,0.8837303,1.2156984,1.2214437,1.0815313,0.714349,0.0,0.9987147,1.0749458,0.79376805,1.0258471,0.8210628,0.9501833,0.96520615,0.69779736,1.2146904,1.2121104,0.791466,1.1442409,1.2135191,1.2004516,1.0086473,1.3476365,1.3427266,0.84223926,0.6686442,1.2347944,1.0961494,1.1723135,1.1054878,1.2438846,0.88878906,1.1747576,0.8371047,0.83987576,0.99718255,1.0406255,0.7486787,0.94254553,1.1536611,1.336082,1.3717002,1.2567863,0.80943704,0.77493393,1.2015063,0.82583773,1.051624,1.0785289,0.39796227,0.6501954,1.1418557,0.63300896,1.149474,0.9050089,1.1148574,0.9089662,1.164419,1.0373026,1.3185076,1.0109718,1.1412656,0.9460864,1.2343596,1.011078,1.1745507,0.7417912,1.1494007,0.82979155,1.1522703,1.0683032,1.0199208,1.1839001,1.1377352,1.2244205,0.6111038,1.2199212,0.7036154,0.99263376,1.0857044,1.2941428,0.8585787,0.6391414,1.1043129,0.65978324,0.735812,0.92790157,0.7738781,0.92594343,0.98936045
foot,0.97105736,0.49947655,0.9682797,1.0115271,0.89802927,1.0690953,1.0449239,1.0092322,1.0164298,1.3106987,1.2999697,0.7493309,1.1249635,1.1517197,1.0825185,1.2660912,1.2367349,0.9613215,1.0229981,0.9892902,1.1534439,0.9892579,1.006358,1.0169249,0.959883,0.98715734,1.0947931,0.98885477,1.005032,0.99589336,1.0240757,1.0488569,1.0299124,0.9386262,1.0850421,0.93076247,1.1870787,1.0316232,0.8580705,1.2788675,1.0233028,0.83222395,0.9596297,0.90417606,1.1123836,1.2131608,1.1250572,0.9586013,0.83770156,0.9860988,1.0400575,0.99619126,0.34283745,0.87207484,0.9987147,0.0,0.88098115,1.0367862,0.6993538,0.75039,0.6144055,1.2641859,1.0156925,0.95497537,0.36307323,0.79944503,1.0395316,1.281456,1.1536949,1.1651853,1.0928929,1.0758966,1.0827907,0.98856395,0.82384026,1.0974166,0.9010972,1.124792,1.0561016,1.13358,1.1774948,0.8518391,0.94343644,0.628937,0.7146132,0.97510815,0.9756623,1.1059967,1.1319116,0.99787956,1.1950802,0.83839923,0.92725265,0.9916837,0.83646643,1.0536227,1.112023,1.058246,0.9867891,0.9706744,0.8932782,1.2173581,0.9334103,1.2111717,1.2087411,0.7550572,1.0871148,1.1118819,0.7936193,0.8544533,1.0538565,1.240054,1.1852192,1.331383,0.6701451,1.1800022,1.0633062,0.89235836,0.95801014,1.2214103,1.1691507,1.2060345,1.0849407,1.1111598,1.3043675,1.0000383,0.283773,0.73584473,1.0310886,1.0039068,1.0413927,0.823789,1.2360477,1.0666839,1.0895452,1.0238395,0.5750263,1.2697985
fork,1.0510916,0.8052148,0.9830324,1.0619568,1.0427289,1.0246811,0.9407074,0.96505827,1.160312,1.1628815,1.1796812,0.9086546,1.1470755,1.1664667,1.0019445,1.1434113,1.2082627,0.9705632,0.99038756,1.0478151,1.1580927,1.034059,0.8177301,1.0290384,1.0085208,1.0700613,1.1512164,0.8892527,0.9433338,1.0965738,0.9910351,1.1103168,0.9461446,1.0339999,1.0928537,0.8027988,1.2080591,0.9706533,0.8171473,1.1802928,0.99058014,0.8682053,1.0377588,1.1541452,1.0711384,1.138883,1.1463583,0.94004565,0.91338027,0.9881131,1.1208698,1.0163431,0.6998655,0.9507883,1.0749458,0.88098115,0.0,1.1411846,0.75127435,0.74076164,1.0266151,1.0834253,1.0151573,1.0073338,0.7944193,0.90358835,1.005049,0.95175976,1.1462128,1.0843818,1.1635004,0.8698119,1.0239516,0.90159243,0.8928529,1.108006,0.95944124,0.9755794,1.1361958,0.88684636,1.1093119,0.77771914,0.95739466,0.73773164,0.7714575,1.0472081,1.1555207,1.2304394,1.1629199,1.0958827,1.0179158,0.6935805,0.80571395,1.0538412,0.97379756,0.9949082,1.050441,1.0516268,0.9793205,1.0988727,0.92056364,1.1727083,1.0694491,1.1857977,1.05244,0.9895078,0.9268604,1.1315219,1.1419058,1.0309482,0.7950355,1.0886985,1.0096195,1.1617377,0.9995621,1.0132198,1.0041785,1.1183598,0.85198224,1.0692211,0.9922471,1.2290355,1.0433004,1.1114652,1.1902342,1.0288346,0.72142917,0.7024034,0.8638363,0.997813,1.0933435,0.89769095,1.1326513,0.9902397,1.1092302,0.917414,0.7875987,1.1479299
frog,0.644586,1.1716169,0.8978518,0.68431944,1.2745198,0.75010765,0.8099732,0.7590186,0.92984784,1.2238512,1.1967762,1.0444636,1.1394836,1.0781853,0.7735585,1.0797498,0.82208467,0.9623474,0.999094,0.8582088,1.0914414,0.8489312,1.0011698,0.8859173,0.49043703,1.1134473,0.930678,1.1168337,1.1667076,1.1496651,0.82453334,1.1206677,0.95066094,0.9996305,0.91816306,0.84910023,1.1634738,0.9901036,0.90528804,1.1698747,0.84061843,0.93658847,0.84863734,0.7411488,1.1758642,1.0866746,1.174593,0.96505356,0.9807231,0.88085043,1.2510717,1.1820557,1.0574281,0.69211376,0.79376805,1.0367862,1.1411846,0.0,1.1262903,0.9532207,0.59347117,1.1101382,0.53206694,1.1993178,1.0539422,0.97719544,1.2408032,1.0717232,1.0072273,0.9619635,1.2025893,1.1429061,1.1124126,0.9665824,1.2077693,0.9884212,0.7818422,1.0998008,0.70228934,1.1112607,1.0487584,1.078438,0.90087295,1.1149378,1.1064216,0.9054277,1.1426624,0.91665876,1.2172607,1.2605317,1.0619605,0.9719441,0.9727167,0.95785356,0.6766695,1.0848135,1.0796367,0.7973145,0.9120065,1.1572256,0.94661915,0.861506,0.9448464,1.2669718,0.93604153,1.124872,0.7408052,1.2324983,0.8659513,1.2538466,0.9022855,1.2232454,1.1594745,0.96536905,0.8397541,1.1514575,0.9633814,0.969096,0.8104619,0.8323247,1.0846777,1.0195993,1.2698283,0.9831361,1.1923048,0.8281933,1.0806477,1.0937109,0.971057,0.90251297,0.548896,1.0904675,1.0294064,1.0253772,1.0411755,1.0582056,1.057639,1.216711
glass,1.2358592,0.54453933,0.7957877,1.0426958,1.1322681,0.98548025,0.88383484,0.9157998,1.019173,1.2968976,1.2883567,0.6838501,1.1588581,1.1348584,1.0618482,1.2783642,1.2035613,0.9447909,0.91743094,0.9074285,1.2467384,1.0868198,1.0723507,1.0129323,0.9758718,1.0666981,1.0709482,0.974093,0.9705073,1.1726438,0.98049074,1.0272821,0.9924077,0.8717637,1.2036595,0.9282247,1.207557,0.91721004,0.7471882,1.2117696,0.8988979,0.88059855,1.145766,1.1071521,1.1511598,1.2282491,1.1144594,0.9449836,0.7700526,0.9453391,1.1169016,0.7727326,0.5659264,0.9328766,1.0258471,0.6993538,0.75127435,1.1262903,0.0,0.5682446,0.95099413,1.2182707,0.943615,0.7905397,0.8066006,0.66652673,1.015946,1.2450536,1.2421107,1.1326296,1.1632372,1.077157,1.1242403,0.92599946,0.89117646,1.1229054,0.8718767,1.0661858,1.1876496,1.1960773,1.1652355,0.58353364,1.1123381,0.6136271,0.458951,0.8205407,1.0986128,1.0970443,1.150869,1.0516143,1.2020131,0.7216445,0.8287424,1.0140115,0.9101156,1.0677679,1.0015355,1.1096243,0.886034,1.077026,0.7587019,1.2443849,0.9617697,1.2151434,1.2506146,0.80869174,1.1585877,1.1212109,1.2154438,1.0080065,1.1423804,1.1995504,1.091474,1.3380728,0.8405457,1.2071037,0.9465117,1.171697,1.1252434,1.1541457,1.1272181,1.1920862,1.1263562,1.0518948,1.3182819,0.88838947,0.42411923,0.45335215,1.1184349,1.1372595,0.98594844,0.8242721,1.2283081,1.0435199,1.0923321,1.1098304,0.4827478,1.2540898
glasses,1.2872899,0.8384813,0.4599539,0.8627205,1.463903,0.66298366,0.51187336,1.134835,0.7838383,1.5238492,1.5743186,0.40514898,1.2863758,1.3363862,0.7388836,1.4870355,1.1495566,0.646978,0.5040207,0.52715594,1.2768099,1.0705525,0.8200469,0.7131401,0.72812915,0.8046818,0.9627969,1.2882705,0.86563843,1.1079175,0.6543229,1.075563,0.9898768,0.9270499,1.1937147,0.9928589,1.4673716,1.2205287,0.3289429,1.470185,0.5879332,0.6793724,0.96902806,1.2166547,1.2230227,1.4138528,1.3587992,0.54438895,0.8437431,0.798519,1.306348,1.1505225,0.78864056,0.5183865,0.8210628,0.75039,0.74076164,0.9532207,0.5682446,0.0,0.9406337,1.2904878,0.6992892,1.050067,1.1126179,0.33348888,1.0021653,1.2750475,1.2644463,1.1886861,1.4032702,1.1165577,1.0477661,0.4480136,1.0972008,1.3180381,1.0274024,1.1885937,1.4338675,1.036812,1.2703,0.30799925,0.92007816,0.41542315,0.6919074,0.63439846,1.0087677,1.3066703,1.4524832,1.3175511,1.3909528,0.31792694,0.4762324,1.2965062,0.78173923,1.034155,1.041181,1.0023674,0.46379864,1.2316706,0.49500215,1.299995,0.7265901,1.3108667,1.2423058,0.8140881,0.80467445,1.3938848,1.1471928,1.123389,0.9165761,1.4041576,0.9702818,1.4577516,0.38176268,1.2748837,0.6271459,1.2894676,1.0301952,1.2188507,1.3460809,1.3037643,1.2791257,0.95666754,1.5435258,0.51392233,0.46115565,0.66080195,1.2561834,0.963055,0.57326055,0.9086005,1.2778049,0.88262725,1.1369474,0.85351723,0.21583533,1.4132769
glove,0.81099445,0.7706417,0.9909309,0.6747321,0.9907606,0.88533753,0.90702784,0.84147894,0.9117482,1.3427291,1.293268,0.80207455,1.1596402,0.97360975,0.98819107,1.0481938,1.0168464,0.97895676,1.0698113,0.9922422,1.068343,0.75219065,1.1425619,0.8844817,0.8671371,1.0219203,1.0773897,1.0353001,1.1459144,1.1366463,1.0481321,1.0994431,1.0364021,0.9205475,0.89163923,0.79738164,1.1304233,0.88997996,0.9692057,1.319921,0.8557619,0.88663495,0.8512799,0.48231107,1.2391497,1.1418176,1.08948,0.9611507,0.9514736,0.88389134,1.2727556,1.2312579,0.65780044,0.86902165,0.9501833,0.6144055,1.0266151,0.59347117,0.95099413,0.9406337,0.0,1.3153342,0.733665,1.1794094,0.6057917,0.8399599,1.2210476,1.3133246,0.8521279,1.0082272,1.0315346,1.1149197,1.2633657,1.1351647,0.9979775,0.9398814,0.6315283,1.1817786,0.4680438,1.1934016,1.1389068,1.0601966,0.68351984,0.803678,0.86760175,0.9798707,1.025298,1.0082896,1.0233029,1.0117964,1.2015411,1.0334997,1.0798825,0.94342935,0.7024636,0.89965355,1.1173145,1.0836365,1.0668223,1.1339928,0.91228527,0.934605,0.9701377,1.2034655,1.0868682,0.6744983,0.92388475,1.0594679,0.6311526,0.824878,1.124282,1.4101707,1.2184728,1.1187406,0.69691414,1.4053346,1.1675719,0.64245886,0.687989,1.1725982,1.1638826,1.1579958,1.0863285,1.0353097,1.314477,0.9411105,0.7592402,0.9984478,0.99368477,0.72379404,0.7880238,0.8026086,1.293993,1.028263,1.1591969,1.1697955,0.7743503,1.3960202
grass,0.94784266,1.1216258,1.1904908,1.2136292,0.8795515,1.1338196,1.215948,1.0220982,1.2457976,0.6808958,0.675562,1.3708537,0.7264027,0.90808374,1.1198969,0.829262,0.9076333,1.298145,1.1566699,1.2250628,1.0219538,1.2815282,1.0910826,1.268926,1.1754931,1.2232206,0.94886863,0.90984374,0.9192604,1.0537043,1.2219208,1.0779254,0.97221977,1.1575352,1.1799117,1.1797602,0.8584717,1.0305226,1.3047891,0.76746964,1.2841635,1.1775548,0.86662763,1.1042895,0.8688895,0.842033,0.9123712,1.1998277,1.0822113,1.1639441,0.75342846,0.8895357,1.2177893,1.2537123,0.96520615,1.2641859,1.0834253,1.1101382,1.2182707,1.2904878,1.3153342,0.0,1.2839006,0.91943467,1.0877185,1.29423,0.9028561,0.6240833,0.98553264,1.0431877,0.7960392,1.0598129,1.0905503,1.221081,0.96141124,1.0244709,1.1503955,0.9431398,0.9863767,0.8745022,0.7176091,1.2068746,1.2504169,1.2996204,1.107645,1.2088478,1.133167,0.8135553,0.8230042,0.85677886,0.84040314,1.2892256,1.2221634,0.904677,1.1896733,1.1986746,0.83230245,0.75463814,1.210429,0.90099055,1.2404536,0.92532736,1.2965174,0.86174834,0.79238105,1.217293,1.0832038,0.8157843,1.1196204,1.0426145,0.89120334,0.6510565,1.0257391,0.70136607,1.33323,0.72410595,1.011084,0.96876484,1.137949,0.72988975,0.65790087,0.62376904,0.8257098,0.63552165,0.6431776,1.2546737,1.2895174,1.1965511,0.92418754,1.1973978,1.2520292,1.1688606,0.49083674,1.0065961,0.7913069,1.0083114,1.3410146,0.66538554
gum,1.0969832,1.151848,0.42918426,0.64396846,1.4353387,0.45563853,0.402852,0.8296649,0.7141434,1.3615024,1.4749746,0.7127101,1.2638344,1.2931918,0.6432294,1.3152016,0.71375346,0.5459046,0.5413163,0.40845108,1.1021222,0.88082254,0.9568766,0.47281188,0.5499736,0.7979319,0.84948546,1.236288,1.1959896,1.1721233,0.4949612,1.2569172,0.938809,0.97900933,1.0076809,0.75946146,1.3794625,1.0907645,0.496306,1.3876299,0.3419978,1.0638927,1.2018322,0.9768604,1.2429558,1.294259,1.3161016,0.74452686,1.0808915,0.58982253,1.3791908,1.3281827,0.958005,0.509032,0.69779736,1.0156925,1.0151573,0.53206694,0.943615,0.6992892,0.733665,1.2839006,0.0,1.3402163,1.1275554,0.72923625,1.3600445,1.3058945,1.3425232,0.8783771,1.4413501,1.1734731,1.0910419,0.6398864,1.290031,1.0151986,0.79722166,1.1143484,1.1306279,1.1485977,1.1675758,0.68962604,0.8407518,0.93764323,1.0818266,0.5285628,1.1221571,1.1406401,1.4069773,1.4558017,1.2784076,0.6390495,0.6381415,1.2840024,0.6241537,1.0261813,1.1150817,0.8866847,0.42632794,1.2130303,0.53063804,1.1104163,0.8259853,1.3116803,1.105318,1.1166166,0.734456,1.4428668,0.93959284,1.3044703,0.9430939,1.3741521,0.936676,1.1236119,0.567964,1.2643247,0.66402423,1.0919197,0.8337611,1.1852078,1.2866232,1.2509558,1.46475,0.9513334,1.488786,0.3675043,0.89389646,0.9256368,1.1033242,0.88782454,0.24221015,1.0449711,1.2096778,0.83250517,1.1311299,1.0572202,0.7795383,1.3431253
hair,0.93948424,0.7159338,1.1862601,1.188741,0.66865975,1.2651621,1.3156081,0.9023446,1.3232378,0.9195697,0.77783126,1.2548916,1.1015986,0.6900569,1.2436292,0.94195706,1.2534609,1.358826,1.2678127,1.3686275,1.0970081,1.0640175,1.3085144,1.4069124,1.1653304,1.3364575,1.0943748,0.8857281,0.89122105,1.208981,1.2969643,0.9472559,1.025111,1.0404805,1.039629,1.1180155,0.82890594,0.9050144,1.3594245,0.82600653,1.3674821,0.825478,0.97508746,0.94573706,0.97542995,0.8816664,0.698484,1.0413647,0.7846294,1.2585766,0.8100586,0.19433033,0.9005709,1.3386412,1.2146904,0.95497537,1.0073338,1.1993178,0.7905397,1.050067,1.1794094,0.91943467,1.3402163,0.0,0.7546295,0.7253928,0.62472194,1.0098234,0.9268959,0.94959724,0.74245644,1.0569571,1.177514,1.3482296,0.9523996,0.91135836,0.9626909,0.940085,0.9128035,1.1663029,0.89016443,1.0971693,1.3342487,0.99450755,0.70068073,1.1416717,1.0830152,0.8745144,0.65431756,0.7365119,0.8667656,1.3114319,1.3257569,0.8483248,1.0650512,1.1698445,1.0137807,1.1089996,1.3520107,0.87970793,1.1842482,1.0217354,1.2184343,0.92279875,0.98723596,0.84230065,1.2179747,0.5349293,1.198771,0.9109289,1.2911534,0.8124176,1.2310388,1.0477899,1.3757603,0.9175548,1.1904309,1.1308467,1.0951716,0.9921051,0.9991292,0.9350042,0.7260696,1.1607877,0.8721408,1.3761425,0.8691319,0.89160067,0.9054166,1.3101254,1.3982785,1.0692954,0.89144266,1.2632604,0.9107932,1.3062385,1.0534298,0.91500854
hand,0.80327046,0.48260355,1.2527819,1.0649388,0.52219874,1.2224004,1.3192145,0.82348,1.3388059,1.0964938,0.99064416,1.1339232,1.1806827,0.8848382,1.3185589,1.0436,1.2452788,1.258369,1.2933819,1.325726,1.1349626,0.93362,1.227098,1.3511863,1.2071434,1.3382605,1.1367579,0.69928247,1.0941877,1.1876116,1.2626337,1.135959,1.0999645,1.000372,0.99197906,0.88140243,1.0172269,0.7961153,1.2760832,1.0483127,1.2999818,1.0121932,1.0364126,0.7112831,1.0422431,0.98907197,0.8780538,1.2028564,0.72361314,1.1542673,0.89919627,0.73025006,0.26355773,1.2323388,1.2121104,0.36307323,0.7944193,1.0539422,0.8066006,1.1126179,0.6057917,1.0877185,1.1275554,0.7546295,0.0,1.1173339,1.053954,1.0656725,1.0450665,1.0559422,0.8347748,0.97527707,1.2226245,1.3863003,0.83050793,0.9107663,0.72635674,0.9895143,0.70119286,1.1553433,0.89819276,1.1367645,1.2245724,0.83060586,0.644632,1.2103016,1.1329327,0.9269938,0.8456124,0.8822021,0.90327257,1.2058194,1.2756946,0.77459836,0.9630112,1.2160895,1.0810134,1.1493332,1.3467224,0.960829,1.1656021,0.9954865,1.2506994,1.0679218,1.0095196,0.8717278,1.0399994,0.8176722,0.8591441,0.942881,1.1566589,0.9844216,1.2802775,1.1505316,1.1735888,1.0458148,1.2600269,0.8744404,0.7193212,1.0850135,0.9503762,1.0124217,0.9684058,1.2411062,1.0360748,1.3604125,0.5264592,0.7371059,0.7133915,1.2443823,1.3188877,0.8308832,1.0836902,1.1762276,1.0364405,1.2819042,0.9268534,1.1410087
hat,1.2303858,0.84785056,0.5088225,0.7630333,1.428047,0.61327845,0.4621889,1.0734909,0.7798785,1.4210594,1.5070719,0.54915,1.2114027,1.2448373,0.75029945,1.4263046,1.0889229,0.7893521,0.65567005,0.61144745,1.1905186,1.0109583,1.0672501,0.69748414,0.77046114,0.77448726,0.9328628,1.4031101,0.8849739,1.1185759,0.7270587,1.0135118,0.9491005,0.9921681,1.151757,1.0245346,1.3366367,1.234507,0.60056955,1.4048557,0.62636507,0.61648613,0.93775815,1.0622789,1.2170273,1.3529844,1.2550483,0.4762547,0.8854789,0.7611633,1.2832727,0.9223778,0.8545594,0.6601823,0.791466,0.79944503,0.90358835,0.97719544,0.66652673,0.33348888,0.8399599,1.29423,0.72923625,0.7253928,1.1173339,0.0,0.92442477,1.4285035,1.1440008,1.1139934,1.3456271,1.2698665,1.1017473,0.6772174,1.1819313,1.1689888,0.96818185,1.1893117,1.2468835,1.158841,1.2169647,0.49008346,0.87776834,0.5408795,0.695166,0.60504603,0.98131216,1.294113,1.3131473,1.2209802,1.4181187,0.6473708,0.74180514,1.2881972,0.68846834,0.96893704,1.0479555,1.0212116,0.5989043,1.2317677,0.5139944,1.1907543,0.7566313,1.2425134,1.1175799,0.72090495,1.1099089,1.2290416,1.0596843,0.9858827,1.1680574,1.3571978,0.974035,1.3386539,0.50905395,1.2146256,0.7775724,1.1987762,1.0591644,1.2967756,1.4509652,1.3108838,1.143459,0.96433246,1.4926064,0.54760855,0.53745157,0.809983,1.3565589,0.9309173,0.65539014,0.9750498,1.2155778,0.9855483,1.0452427,1.0298024,0.3765775,1.2942417
horse,0.9645467,0.97764057,1.1425594,1.1310263,0.7948581,1.232877,1.2102534,1.0191298,1.1069562,0.8966474,0.87410784,1.0836835,0.9789707,0.7738073,1.1549286,0.96069086,1.2507558,1.3156857,1.1747055,1.2690936,1.1189523,1.0702062,1.1697762,1.296268,1.1544733,1.1206349,1.1666791,0.9947163,0.4978727,1.0304751,1.2696102,0.8210751,1.108922,1.1416265,1.0609523,1.148289,0.9371911,0.94897586,1.2068,0.9166929,1.2866905,0.6423904,0.7404453,1.0465844,0.8800126,0.9398378,0.7272326,0.9158404,1.0382658,1.2133261,0.48006535,0.7344974,1.1115346,1.2080016,1.1442409,1.0395316,1.005049,1.2408032,1.015946,1.0021653,1.2210476,0.9028561,1.3600445,0.62472194,1.053954,0.92442477,0.0,1.0240247,0.8843294,1.053477,0.68826675,0.948662,1.0777289,1.165139,0.8585589,1.0786839,1.0510076,1.0319518,1.0274254,1.0852501,1.0439284,1.0529054,1.1641653,0.89984024,0.9879753,1.1934048,0.8731352,0.975964,0.689995,0.6251018,1.0028524,1.190668,1.2412874,0.94566244,1.022603,1.083952,0.7770648,1.0991545,1.2582171,0.74869657,1.0916514,1.1451979,1.0736451,0.798741,1.0330787,0.9101592,1.2260598,0.6159756,1.1828221,0.679375,1.1682153,0.8221692,1.1153625,1.0196425,1.2016349,0.83182955,1.0881484,1.1379505,1.1308705,1.0237577,1.0156606,0.98078734,0.67813367,1.0745574,0.8894607,1.3211509,1.045326,1.0473565,1.0440054,1.1748528,1.3805578,0.8934437,0.90076905,1.0990257,1.0188364,1.0712849,1.0153806,0.9024568
