,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
duck,0.625885,1.065881,0.9683506,1.2051861,0.8516904,0.89237446,0.967932,0.95023346,1.060641,1.0731018,1.1213826,0.98411876,1.0872196,0.23452485,1.1299536,0.9743171,1.0304695,0.9826389,0.97988296,1.0851574,0.98708224,0.96555734,1.0009831,0.89239,1.037343,0.8575982,1.2009903,0.85343087,1.0457164,0.9519058,0.9387407,1.0461596,0.8605138,1.0635802,0.9964588,1.0208551,1.2262328,1.076607,1.0649735,1.078415,0.97618276,1.0345663,0.7899326,0.8384651,1.0770242,1.1889055,1.114911,0.0,1.1052631,1.0519756,1.1214164,1.0361655,1.2425483,0.91481286,0.8795917,1.2355963,0.9741267,0.48165727,0.9883853,1.1295085,0.997385,1.0020941,1.1059517,1.0492989,0.98899585,1.1903054,0.9863291,1.0581151,1.0383356,1.1451302,0.96986294,1.1531708,1.1275458,0.9314237,0.8846576,1.0953069,0.9789011,1.0440228,1.1200095,1.0049474,0.7581034,0.8930092,1.1053885,0.9931517,1.2287343,1.1474473,0.9518166,1.0856055,0.52266586,1.1237686,1.1968033,1.0925025,1.0132424,1.0523047,1.112665,1.1145438,1.1679194,1.0034884,0.8746587,0.9385573,0.8942256,0.9146296,0.9062057,0.94804794,1.0763564,0.78741,0.6625793,0.9925878,1.1234742,1.0594925,1.1102998,1.1170211,1.1729635,0.8968512,1.0290719,1.0507972,1.0373317,1.0649383,0.97612005,0.953532,1.0797702,1.008593,0.9580862,0.7622189,1.0006996,1.0099673,0.93540335,1.0771513,1.06779,1.0535185,0.93194497,1.222835,1.27319,1.1338043,1.077315,0.881235,0.9839565,0.93180317,0.9596542,0.8512574,0.9452961,1.111166,0.9527477,1.0630684
ear,1.0577548,0.98403734,1.0173512,0.86725074,1.1210147,1.0747005,1.0218663,1.1641372,1.1395512,1.0640877,0.82921416,1.1606214,0.99175113,1.1167579,1.0288613,1.1518304,1.0680668,1.1529822,1.1181407,1.1601517,1.015756,1.1325264,1.209992,1.0280259,1.1565676,1.1747432,0.874406,1.1376808,1.1659319,1.0971806,1.0112321,1.0791941,1.0262933,1.0244043,1.0147495,0.80908716,0.6972772,1.0446367,1.0391152,0.9858342,1.1054565,1.0956845,1.0618603,1.0057303,1.0989379,0.9262466,0.925405,1.1052631,0.0,0.9407298,0.9662351,0.9335549,0.66277766,1.0539293,1.1403055,0.691445,1.0919709,1.0387629,0.89362425,0.7142748,0.9391748,1.1097924,0.9204694,0.755636,1.0923182,0.7686139,0.7889666,1.0095937,1.0605261,0.9660876,1.1503131,0.9242673,0.9159397,1.1466029,1.1364721,0.9544394,1.0343046,1.146821,0.95734394,1.1282729,1.0708659,1.1330355,0.8985067,1.0633587,0.5445929,0.5575565,0.9890632,1.0792594,1.1373546,0.99109006,0.9324606,1.0293198,1.077677,0.99428564,0.95050955,0.93718874,1.0326409,1.0684533,1.078121,1.1157095,1.166785,1.0766742,1.0632491,1.0560263,1.0958277,1.0976024,1.0435866,1.1044768,0.7533687,1.0213233,0.9792836,0.96645534,0.89797837,1.1677599,1.1264582,1.1475953,1.1055427,0.9578832,1.0467796,1.1154318,1.102402,1.0486615,1.0711713,1.0446184,1.025487,1.0120106,1.0329251,1.0323162,1.0538846,1.0897539,1.0773917,0.6918855,0.69748247,0.9019222,1.1057256,1.1205263,1.0358152,1.0431052,1.0568225,1.1442938,1.133995,0.75284255,1.1438774,1.0071237
egg,1.2309045,0.7446146,0.57020676,1.0938474,0.5642748,0.49963534,0.8110026,1.0290852,1.2652014,1.2368947,0.95220625,1.2736516,1.1916628,1.0655738,1.1244817,1.1325289,0.88254696,0.9073002,0.87328506,1.2378905,0.6647499,1.0313998,0.97926855,0.8431246,1.1624894,0.9424234,0.73743564,1.0852796,1.2798005,0.97555286,0.7674421,1.3271669,1.0067108,0.995942,1.1843429,0.70057976,0.88832384,1.2299275,0.9068489,0.87097365,1.3465564,0.85511124,1.1086053,0.9843014,1.2432854,1.1232696,1.0623484,1.0519756,0.9407298,0.0,1.205195,1.0989083,0.7295617,0.81300986,1.0469632,0.9076911,1.075663,1.0051209,1.0104728,0.8843352,0.99090415,1.1471573,0.6131416,1.0806271,0.5491618,0.92052263,0.8831804,1.1927384,1.0741118,1.2380862,0.96040773,1.2312123,0.8990654,1.2745612,0.89732623,1.0947001,0.42039585,1.003321,1.0875136,1.1537308,1.1989092,0.92530644,0.7893824,0.9487037,0.85825956,0.82079095,0.6118696,1.1413308,0.9505118,1.1872292,1.1976455,0.9903967,1.050074,0.90163696,0.91948366,1.0920049,0.927841,0.76393586,1.0444177,0.81430787,1.1566144,0.71996343,1.146081,1.0067062,1.2274579,1.0104188,1.2005479,0.9735895,1.11393,1.1644418,1.2314394,1.1190114,1.1313912,1.151453,1.154683,1.1384393,1.2047937,0.88690186,1.0112659,0.94655544,1.0348704,1.0100794,1.040431,1.2022806,1.063954,0.846594,1.2349296,1.202581,1.059337,1.1904984,0.5374857,0.74123263,0.7456996,1.0251386,0.99240154,0.8674936,1.0406566,1.1030047,1.1076295,1.1219225,1.1682136,0.83926976,1.1916187,1.2230928
elephant,0.6427588,1.1788623,1.3648642,0.7431716,1.2583013,1.3625479,1.2149775,1.2143143,0.67149705,0.59735173,1.259991,0.89147604,0.73622847,0.9793435,0.6059111,0.77657527,1.4046469,1.3809942,1.276485,1.0565281,1.3850734,1.1987144,1.2783191,1.3193893,1.2396666,1.249821,1.0665741,0.7799845,1.0137095,1.1573805,1.3095543,0.7653822,0.9268388,1.1085526,0.88763493,1.1694189,1.014496,0.81173277,1.0438691,1.2717004,0.7326457,1.3822134,0.91349834,1.1170899,0.8618932,1.1025662,0.74037224,1.1214164,0.9662351,1.205195,0.0,0.87404734,1.1009676,1.3205428,1.1607717,0.9190075,1.2897935,1.0653177,0.8830124,1.1989138,1.1999712,0.622092,1.4234654,0.874073,1.1692547,0.96241313,1.2666467,0.6377305,1.0380238,0.45422524,1.2866573,0.51822215,1.2248373,1.0220779,1.3385451,0.99390864,1.1880741,1.115733,0.8058994,1.0558223,1.0473858,1.1421733,1.1871239,1.0363034,1.1199969,1.0270371,1.2846483,1.0472004,1.1472818,0.73028994,0.65836006,0.8883048,0.99957377,1.261713,1.2112014,0.9426886,1.1150346,1.2591391,0.96118414,1.3613498,1.0302393,1.3204026,1.0920993,1.195868,0.9671546,0.8718556,0.77264607,1.1925521,0.8066739,0.89792156,0.6571726,0.92843604,0.70212877,1.0485581,0.6993622,1.0063803,0.5814495,1.2812924,0.565723,1.2244864,1.0561563,1.0323013,1.2703388,0.8918295,0.9278935,1.2546694,1.1176459,0.67614627,0.72926736,0.6510245,1.369077,1.2002169,1.1078709,0.99024075,1.0771617,1.3721642,1.0943348,0.7321105,0.9479714,1.0096928,1.1017469,1.2492743,0.7511705,0.57958364
face,0.7376257,1.3254861,1.2424283,0.70802194,1.2215143,1.3276538,1.1086614,1.285154,0.81284237,0.6276054,1.3334945,1.0934293,0.47007596,1.0003841,0.767822,0.92566854,1.3215535,1.3677863,1.2329866,1.0077422,1.3186028,1.3198574,1.2563894,1.3604983,1.3569683,1.2654014,1.0486346,1.0966296,1.175015,0.9773477,1.283076,0.7915069,1.0117027,0.923367,0.985411,0.94561714,1.1073853,0.73259836,0.9690123,1.3847954,0.6778124,1.3836501,1.0838447,1.042568,0.92075235,0.99092054,0.7551845,1.0361655,0.9335549,1.0989083,0.87404734,0.0,1.0496283,1.3653669,1.1827137,0.89905024,1.297953,0.9271313,0.9046042,1.0978626,1.3483472,0.76969945,1.2481523,0.2676928,1.0158548,0.7923614,1.0204728,0.5305234,1.0142556,0.791154,1.2669675,0.7479427,1.3489082,1.0952435,1.4004365,0.9600277,1.0574138,1.0190632,0.93314034,1.218658,0.99791306,1.1360782,1.1951783,1.2187759,1.1792985,0.6699591,1.1819634,0.91221416,1.2412021,0.5838151,0.74540377,0.79461884,0.78834015,1.3429426,1.289947,0.864642,1.2073476,1.1447518,1.031001,1.2896473,1.1379731,1.2748561,1.1895652,1.1619089,0.8406909,0.9370756,1.0359037,1.3078682,0.9834653,0.9766046,0.48365283,1.1004349,0.8970842,1.2080715,0.6845639,1.1929638,0.7526343,1.3624792,0.81496334,1.18245,1.2833855,0.86914396,1.3082876,0.8857461,1.0555301,1.2283307,0.9840585,0.60976493,0.7103131,0.68048495,1.2734338,1.1049376,1.0686371,0.92784786,1.3348453,1.280061,0.95693445,0.8173901,1.1342576,1.0401639,1.198381,1.2449553,0.89776677,0.71181166
finger,1.3339324,0.71097165,0.80214834,0.7331863,1.0570923,0.9333959,1.0142237,1.1554211,1.360786,1.3185673,0.62815255,1.2694967,1.1703954,1.22746,1.2041669,1.3716292,0.9370118,1.0216789,0.9939357,1.3017871,0.7227823,1.1422825,1.2652591,0.84920937,1.1094874,1.0853618,0.387797,1.0998914,1.2780364,1.2087002,0.84072185,1.2763186,1.1190399,1.0066737,1.0903394,0.74386036,0.46855903,1.225859,0.92615384,0.703893,1.3448892,0.8686218,1.0121374,1.0329065,1.1824471,0.84575045,1.0534364,1.2425483,0.66277766,0.7295617,1.1009676,1.0496283,0.0,0.80937636,1.1526264,0.42422962,0.88156974,1.1873889,0.65996873,0.534272,0.62561184,1.2353956,0.5325129,0.8780172,0.9447836,0.32915688,0.75889975,1.0307577,1.2388388,1.1536431,1.1455458,1.0305659,0.617236,1.2914591,0.9987146,0.8159201,0.974362,1.1462791,0.90424395,1.196615,1.2913572,0.97247946,0.62923837,1.0760144,0.3786025,0.4771458,0.786871,1.1686788,1.1290956,1.1321161,1.0907676,1.0998522,1.2198974,0.65439403,0.60854113,0.9344319,0.8411084,0.9860099,1.2016361,0.95309824,1.0649475,0.97170687,1.2309219,1.0774761,1.2717276,1.2040646,1.2325606,0.9504866,0.8633442,1.1209755,1.1309583,0.9849301,0.971678,1.2903047,1.2396508,1.102132,1.3715528,0.6546818,1.1674469,1.0134292,1.0659379,1.1508386,0.8971344,1.3207929,0.9867236,0.86688703,1.203047,1.1375077,1.147813,1.2819005,0.92617923,0.18193388,0.46228945,0.80116045,1.0279456,1.141638,1.2399155,1.2903746,1.2843575,1.167978,1.2951133,0.5059047,1.2551719,1.083985
fish,1.3537657,0.5969321,0.2689209,1.4210783,0.7126644,0.47474718,0.7026491,0.9090494,1.4041269,1.5404404,0.51180935,1.2608354,1.5328023,1.0148011,1.3506016,1.1471965,0.52853626,0.40055513,0.41359818,1.2716355,0.32681882,0.7506002,0.7650155,0.41964203,0.84893084,0.46881026,0.8564856,0.94255185,1.272675,1.0281638,0.43837297,1.4542482,0.8858852,1.0875854,1.2841995,0.8249302,0.75628734,1.5149459,1.1571987,0.19032502,1.5397469,0.30774736,1.0343637,1.1230903,1.324006,1.2220418,1.3648105,0.91481286,1.0539293,0.81300986,1.3205428,1.3653669,0.80937636,0.0,0.8546512,1.1234825,0.75339067,0.96316123,0.9394072,0.42807978,0.8273257,1.2568835,0.3586051,1.342963,0.9386424,1.2475107,0.5697272,1.4354728,1.2127435,1.3516983,0.7522569,1.4916757,0.40774417,1.1927718,0.390028,1.2770343,0.89234406,1.1049416,1.440678,0.9783768,0.9397021,0.82951367,0.28748065,0.8713323,0.73955345,1.1210294,0.4006269,1.4094079,0.81985795,1.5742961,1.5127505,1.3251009,1.2687724,0.23272365,0.31596327,1.2647021,0.9182775,0.734542,0.9951585,0.39990175,1.0019615,0.58002234,1.0965835,1.0368215,1.4463799,1.1390357,1.1927632,0.6442107,1.1657358,1.0783411,1.5834965,1.1747265,1.3731537,0.9553147,1.4106182,0.8554946,1.3529835,0.266932,1.2286999,0.8564794,1.0151207,1.14977,0.674363,1.2572681,1.0892608,0.3716262,1.2932858,1.5057952,1.3099468,1.5321975,0.4325304,0.5958907,0.61957514,1.3143895,0.7445824,0.5088023,1.2723124,1.1752398,1.1453615,1.0261644,1.0029933,0.41504073,1.2779517,1.3608258
flower,1.169196,0.9848278,0.77832454,1.2735187,0.7702863,0.83383524,0.98256505,0.7790263,1.164934,1.2456397,1.0492736,0.9714813,1.2656887,0.8671099,1.2267004,1.0936174,1.001042,0.7586776,0.99425244,1.0229651,0.86046624,0.8752303,0.8940452,0.9305222,0.8401907,0.77003276,1.1811241,0.9162295,0.92755437,0.9200404,0.9392599,1.1601273,0.9423472,1.1501466,1.1510962,1.2510812,1.1399813,1.2199107,1.152725,0.94628716,1.1564709,0.8520866,0.85979545,0.9693779,1.0514166,1.2231069,1.2246567,0.8795917,1.1403055,1.0469632,1.1607717,1.1827137,1.1526264,0.8546512,0.0,1.2320486,1.0298113,0.9773717,1.2509241,1.0268259,1.0115212,0.86709607,0.9242819,1.181755,0.98003215,1.1578093,0.8895278,1.0629756,1.029734,1.0912411,0.8186831,1.2515765,1.1506557,0.8897931,0.81597275,1.1099467,0.9161532,0.9472452,1.1260425,0.90114367,0.84855634,0.9492805,0.97073585,1.0623639,1.0974871,1.1464533,0.94895744,1.0883778,0.6797687,1.2587811,1.2431142,1.2255151,1.0727406,0.9730051,1.0371323,1.2584305,1.1457586,0.83021027,0.43441164,0.9881538,0.7988615,0.66634756,0.9229845,0.91060346,1.057335,0.84810853,0.96978223,0.75441206,1.0678266,1.1379943,1.2304614,0.9545038,1.1823289,0.87912965,1.1255126,1.1054738,1.1414076,0.8998508,1.1019943,0.96113616,0.8967443,1.1268629,1.0848815,0.9881075,0.9282969,0.6758775,0.884739,1.1851654,1.0325432,1.1664904,0.93010795,1.0521052,1.1002746,1.2402182,0.9301647,0.8412024,1.0949616,0.48209703,0.8708387,0.77243555,0.8460374,1.0069202,0.8907878,1.191132
foot,1.0528306,0.9629283,1.1192911,0.49222946,1.2218449,1.2322401,1.027392,1.259368,1.0973324,1.0384322,0.87947243,1.1405878,0.9526465,1.2052637,0.9373506,1.1939814,1.0822182,1.2516131,1.2077771,1.1432817,1.0525258,1.2174841,1.3040026,1.0733887,1.1484551,1.27752,0.6012522,1.0970927,1.2119374,1.1566675,1.061181,1.068341,1.1508456,1.0187341,1.0101527,0.756825,0.56088895,0.9663513,0.9121703,1.0611292,1.1177522,1.162714,1.0082003,1.0210801,1.0917807,0.84480476,0.89938897,1.2355963,0.691445,0.9076911,0.9190075,0.89905024,0.42422962,1.1234825,1.2320486,0.0,1.0968374,1.1593907,0.72404766,0.88748497,0.71157837,1.0741143,0.914001,0.7762726,1.0474484,0.3756373,1.0311388,0.89120394,1.1762422,0.9546211,1.2459037,0.7267547,0.89612913,1.2296284,1.2626251,0.71138287,1.0524812,1.168205,0.8194876,1.1180087,1.2395747,1.1161575,1.000585,1.021763,0.6551045,0.7097087,1.0539958,1.036731,1.1970525,0.88623327,0.7396164,0.92961144,1.0516814,1.0337589,0.9781808,0.95153075,0.89666724,1.097722,1.1511254,1.1710491,1.054378,1.1729681,1.1310105,1.1476587,1.1179302,1.1057533,1.1211964,1.0888115,0.79823035,1.0309107,0.8940442,0.7434139,0.7138423,1.2498982,1.0393037,1.1719097,1.1383591,0.904885,1.0117111,1.1536441,0.9516244,0.98426706,1.1377549,1.1365834,0.94504505,1.0646274,1.0990062,0.9617617,1.0274369,1.0332236,1.2262828,0.3922267,0.7476176,0.84890556,1.0588067,1.3190436,1.107748,1.1265885,1.2167919,1.2037683,1.2266206,0.86416864,1.1767653,0.921228
fork,1.1675245,0.878164,1.0105036,1.095368,1.1123796,0.9534784,0.8822987,0.9621669,1.1656821,1.2786056,0.7517733,0.90152824,1.3150417,0.9418417,1.2691914,1.1369827,0.6449126,0.87281287,0.7093909,1.0491451,0.82725453,0.60821414,0.90499896,0.77391887,0.8541017,0.7983283,0.8538794,1.0999389,0.83219194,0.9716758,0.8308425,1.1442653,0.950167,0.96113,0.90466213,1.0855223,0.991479,1.2496282,0.8910451,0.7295648,1.1726964,0.7878983,0.9877275,1.125282,1.1146452,0.892743,1.2186606,0.9741267,1.0919709,1.075663,1.2897935,1.297953,0.88156974,0.75339067,1.0298113,1.0968374,0.0,0.93738556,0.963243,0.8902435,0.88139415,1.3304195,0.7482381,1.2395294,0.9300457,0.92551214,1.0419253,1.1650432,0.9003325,1.3498762,0.9275532,1.259319,0.5651331,0.84133863,0.68349624,1.0871537,1.0122584,0.983808,1.1737508,0.74152833,0.96496046,1.0306047,0.9725421,0.75778687,0.8824521,1.0894637,1.0380298,1.0594625,0.9372647,1.2874385,1.3058767,0.9870218,0.8693942,0.61746144,0.6182476,0.7304772,0.8940659,0.85807604,1.046333,0.59141916,0.8607529,1.0270194,1.0394957,0.9143635,1.1210122,1.1363573,0.9253269,0.8511826,1.1210399,0.933426,1.3364999,1.1102698,1.1866908,0.6155368,1.301823,0.7349457,1.3019104,0.86326385,1.2540778,0.936616,1.0598108,1.0644239,0.13088554,1.0119702,0.8118377,0.9928078,0.8727945,1.2641635,1.2138045,1.1078885,0.91008973,0.95216167,0.95354843,0.6480504,0.8247629,1.0064161,0.8643116,1.3184611,1.071842,1.0152879,0.7206277,0.8961561,1.0838351,1.2476971
frog,0.4667945,1.1471895,1.0133362,1.0817007,0.90898234,0.9962753,0.8856563,1.1486863,0.94149864,0.91439176,1.2445099,1.1087347,1.0316559,0.3887124,1.0108687,0.82340837,1.126614,1.1229938,1.0422128,1.1096888,1.0877506,1.0667152,0.97388566,0.88623637,1.2642199,1.0014486,1.2125012,1.0732994,1.1998942,1.001769,1.0915573,1.0515442,1.033556,1.0368166,0.97402054,1.0125667,1.1478506,1.0592332,1.0340023,1.1296308,0.9447018,1.1918554,0.993478,0.92411697,1.252296,1.2383702,1.1213847,0.48165727,1.0387629,1.0051209,1.0653177,0.9271313,1.1873889,0.96316123,0.9773717,1.1593907,0.93738556,0.0,0.99733335,1.1903577,1.0074793,0.879933,1.0644183,1.0226678,0.92884666,1.0560895,1.1090344,0.9100002,0.8871309,1.0860329,1.1365672,1.0486218,1.1596062,1.0791818,1.0555793,1.2371995,0.84688675,1.0452892,0.9517621,1.1154207,0.6921907,0.9693964,1.1314411,1.0319952,1.3027589,1.094344,1.1015787,1.2372608,0.7393318,1.0515053,1.1625508,0.9959228,0.917819,1.1135824,1.1584966,0.88849854,1.2965488,0.9409876,0.8057567,1.0955315,1.1257592,1.0105945,0.91926515,1.0134683,1.1899321,0.86582947,0.6930144,1.1411738,1.182853,0.6631653,1.0651792,1.0678133,1.223055,0.8314801,0.9530515,1.1365519,0.8166416,1.1294281,0.8169179,1.0492489,1.1532097,0.9610462,0.9138248,0.32292974,0.9149313,1.0337073,0.91795814,1.0041578,0.9291448,0.9636589,1.0017872,1.225637,1.1874101,0.8365377,1.2184212,0.8070675,1.0094789,0.8495113,0.98234195,0.88414776,0.9844101,1.1731627,1.1419476,0.8551793
glass,0.886297,0.9180914,1.0496669,0.7219127,1.1901076,1.0596097,0.8879858,1.2786233,1.0623127,1.0779736,0.93322414,1.0961895,0.87179977,1.0248551,1.0080138,0.9664721,1.0600619,1.1453823,1.0694499,1.1376282,0.9700039,1.1822703,1.1743169,0.9204559,1.1567142,1.0671729,0.68280214,0.9851734,1.262797,1.1737534,1.0784233,1.0849477,1.027243,0.9388356,1.0068672,0.704507,0.8163898,1.0291463,0.81800866,1.019435,1.1222621,1.0552619,0.99934524,1.0865465,1.0757653,0.8731158,0.8446266,0.9883853,0.89362425,1.0104728,0.8830124,0.9046042,0.65996873,0.9394072,1.2509241,0.72404766,0.963243,0.99733335,0.0,0.92009836,0.8491953,1.0205098,0.768021,0.8865133,0.9682359,0.6771778,1.0171472,0.9909549,1.0501891,0.88066334,1.1359385,0.7964206,0.9006248,1.2564393,1.2185016,0.9012946,1.0015655,1.1069994,0.91206396,1.1432979,1.0026779,0.9964675,0.9993135,1.0438608,0.83366984,0.81306565,1.0030981,1.0841426,1.103453,0.94940907,0.8657037,1.0454315,1.1167581,1.0008031,0.93930805,0.764224,1.0130773,1.0802506,1.179353,0.99298155,1.0052553,1.1775218,1.184758,1.1797867,1.0862387,1.1504472,1.0944865,1.060739,0.88367283,1.0507408,0.8871952,1.0418313,0.8293071,1.1961818,1.0156924,1.0654029,1.0052267,1.0338826,1.0392369,1.0177269,1.1913872,1.0176497,0.96044976,1.1295475,1.0087992,1.1145556,1.0877067,0.94446874,1.076128,0.98975205,1.0787144,0.8086875,0.84413713,0.8068771,1.1158041,1.1433202,1.0723218,1.1075025,1.2220546,1.1809139,1.2444837,0.9522599,1.162698,0.8854071
glasses,1.4708536,0.6337707,0.44694096,1.1672391,0.9250844,0.77204376,1.0147675,0.97804236,1.4507992,1.441,0.26294357,1.265633,1.325174,1.2613323,1.374892,1.4383051,0.7224867,0.5853224,0.53695124,1.3273597,0.48747158,0.979541,1.0981588,0.6172265,0.9269362,0.70506424,0.86335456,0.9046724,1.2317885,1.2472947,0.38952738,1.2980096,1.0766906,1.1143796,1.1454434,0.79851866,0.57719004,1.3596474,1.1858513,0.24091303,1.4235687,0.42093343,0.94155854,1.1248068,1.1816758,0.95266837,1.2198303,1.1295085,0.7142748,0.8843352,1.1989138,1.0978626,0.534272,0.42807978,1.0268259,0.88748497,0.8902435,1.1903577,0.92009836,0.0,0.7829509,1.2802988,0.49917376,0.89837646,1.1508226,1.047949,0.35762727,1.22435,1.31779,1.2400165,0.92211944,1.3053138,0.34188247,1.2149616,0.502121,1.061112,1.165371,1.1720307,1.3510981,1.1456395,1.043388,1.0657408,0.14461958,1.128045,0.3267064,0.712734,0.5369592,1.2064207,1.0475093,1.3656609,1.2569852,1.3273966,1.2686663,0.2474919,0.23556983,1.1387062,0.87328297,0.8744699,1.1856818,0.613935,1.0343927,0.71401274,1.1977428,1.0524772,1.2590799,1.2918214,1.2445382,0.6919112,0.873002,1.1632156,1.3179495,1.2274475,1.1323737,1.2220742,1.2935005,0.90275836,1.4994729,0.22331041,1.2390292,0.9486313,1.1678033,1.24736,0.8410496,1.3105341,1.1526301,0.5166186,1.2051693,1.2757993,1.2865226,1.4306142,0.6082467,0.36276305,0.36331636,1.2776704,0.9752049,0.8156463,1.3461361,1.2676734,1.1825399,1.1302897,1.1591897,0.08607566,1.2680866,1.2441669
glove,1.1756563,0.68807656,0.87941694,0.88547444,0.916131,0.880036,0.9792762,0.909745,1.3508816,1.3174777,0.602487,1.1224188,1.1381606,0.9729506,1.033102,1.2898287,0.87413085,0.8744639,1.0459783,1.1073229,0.8131912,1.0859492,0.98065,0.84077555,0.8610977,0.9529119,0.876505,0.88710326,1.0792884,1.1254778,0.88513494,1.304576,1.2268629,1.0546733,1.0525035,1.0569532,0.7964818,1.0817461,1.0227332,0.8177489,1.3608341,0.84945774,0.7552141,0.7473576,1.2250662,0.91122025,0.9912036,0.997385,0.9391748,0.99090415,1.1999712,1.3483472,0.62561184,0.8273257,1.0115212,0.71157837,0.88139415,1.0074793,0.8491953,0.7829509,0.0,1.3320372,0.7115694,1.2097015,1.0143836,0.6862954,0.7419649,1.1910142,1.1185957,0.9829405,1.0271163,0.96133476,0.79257447,1.234088,0.8678798,0.74258316,1.0405773,1.1484725,0.5680025,1.1155913,0.87903553,0.976047,0.84605086,0.8150301,0.6693631,0.9181134,0.9695947,1.0605276,0.81913114,1.0373989,0.922083,1.1455979,1.261559,0.82735395,0.8543583,1.0291178,0.6926644,1.0080512,1.1897553,1.03917,0.84994376,0.8594741,0.6215603,0.84110135,1.1530136,1.0689431,1.0869945,0.84875906,0.7537042,1.0785656,1.0908604,0.52385896,0.8458712,1.1366998,1.3883462,1.0478153,1.3483374,0.5451459,1.3954426,0.79779375,0.5636907,1.1954063,0.87279254,1.1882393,1.0650835,0.8559617,0.8994111,1.1039588,1.3123527,1.3710213,0.89317685,0.6107188,0.90910673,0.9265745,0.7505575,0.87741894,1.1753416,1.3601599,0.97140694,1.1189442,1.179707,0.6350141,1.2872909,1.1197156
grass,0.60510635,1.2049996,1.270416,0.89824975,1.0781384,1.1869621,1.2022421,1.2158104,0.70986605,0.62982225,1.4216428,0.9234218,0.75883853,0.92360884,0.6869048,0.60452306,1.3952503,1.313274,1.2032077,1.0096537,1.3647345,1.1858687,1.1418899,1.257999,1.2699215,1.1536132,1.1907758,0.890203,1.0631691,1.1327459,1.2737508,0.8419378,0.87266755,1.1114186,1.0289252,1.1390384,1.1718646,0.8407903,1.0544488,1.314766,0.71794856,1.3522449,0.9098237,1.0348979,0.8987049,1.2245165,0.9153082,1.0020941,1.1097924,1.1471573,0.622092,0.76969945,1.2353956,1.2568835,0.86709607,1.0741143,1.3304195,0.879933,1.0205098,1.2802988,1.3320372,0.0,1.3723664,0.8709856,1.160597,1.0443536,1.2810372,0.561542,0.8125874,0.7438825,1.2375559,0.7295154,1.3846523,1.0870754,1.3294148,1.0659102,1.0831424,1.0088856,0.9070537,1.0653789,0.9371363,1.1308155,1.2126676,1.2086998,1.3149998,1.0815625,1.260842,1.0668049,1.0707502,0.8034351,0.88249105,0.90832484,0.9879906,1.3095855,1.3039674,1.002473,1.2954983,1.1717393,0.66224676,1.3000795,1.0741051,1.2197236,1.146093,1.1669309,0.93545926,0.7886832,0.9269123,1.067106,1.109988,0.9529748,0.76489943,0.888904,0.94718367,0.9498474,0.64390135,1.1289253,0.4259857,1.2862937,0.6636864,1.1732314,1.057297,1.0406277,1.3732071,0.7816311,0.9635736,1.1643056,0.95561415,0.70282966,0.501919,0.61807424,1.2447963,1.3160323,1.2253752,1.0244317,1.2826314,1.1211762,1.0955704,0.48220527,0.983361,0.8209392,0.94450176,1.3295362,0.8088838,0.6803692
