,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
belt,1.3271433,0.5192423,0.92031693,1.052065,1.0682285,0.9751838,0.98653436,0.8304392,1.2599642,1.3179612,0.0,0.98882663,1.1501068,1.1435142,1.2000897,1.1635163,0.850101,0.8984013,0.85112476,0.93711156,0.8313014,0.9882033,0.96040964,0.7960253,0.77325404,1.0244653,0.86156404,0.99753547,0.9418287,0.8258413,1.239291,0.8302542,1.1508797,1.1472746,0.7438626,1.290592,0.8357083,0.9856529,0.98497915,1.0101402,0.89679277,1.1179577,1.1628857,0.789817,1.2806054,1.1303694,0.66405267,0.91485685,0.9338507,1.1118395,0.5500905,0.723577,1.1944895,1.2104214,0.644294,0.55940163,1.3868067,0.75974333,1.1269804,0.79363394,0.7182229,1.2664732,0.9757653,1.0321723,0.99784505,1.1098049,0.60073423,0.9918236,0.777362,1.0652275,0.8528305,1.1141871,0.9079973,1.246423,1.049142,1.0369117,0.854783,0.6456356,0.53208315,0.966387,0.89518225,1.0907103,1.1154041,0.98775977,1.3465701,0.58104163,0.8214049,0.74822575,1.0535789,0.96426564,0.75452316,1.014498,1.1299129,0.8637248,1.0149455,0.9735111,0.6488436,0.99083006,0.7452538,1.1425987,1.0902451,1.1777176,1.0076516,1.1300299,0.96659136,0.8924179,1.1235665,1.3550053,1.0954199,1.2916466,0.5894487,1.2861385,0.99569297,0.59966695,1.1413726,0.61232376,1.2577615,0.904036,1.1098367,1.0647982,1.3285728,1.2682588,0.8904583,0.7007209,0.8442571,0.7568495,0.7587029,0.945714,0.887202,1.3051583,1.2361258,0.99034894,0.870232,0.38026,1.2819389
bench,1.0344566,1.0763404,1.219021,1.0732127,1.2048721,1.1414826,1.043931,0.848554,0.74703896,0.88521737,0.98882663,0.0,1.1447446,0.9686369,0.9751631,0.9085362,0.79330134,1.1264782,1.0230279,0.6234327,1.0194947,0.8719018,0.9108574,1.0850816,0.7567384,0.86269265,1.1140264,1.0437529,0.3136084,1.1181705,0.9143022,0.9061462,0.6984705,1.1823548,1.050796,0.678063,1.0920409,0.9630994,1.0320793,0.87511003,0.79423136,1.0680197,0.996381,1.2044392,1.1395133,1.13233,1.2096359,0.79299235,1.0796319,0.866115,1.0212125,0.93571526,1.1073741,1.0513188,1.1456482,1.0228854,0.91339123,1.1769152,1.1256745,1.1781971,1.125616,1.0029249,0.972597,1.0230542,1.0700468,1.0486742,0.9014861,0.7056268,0.99008715,1.0964369,1.1681808,1.0376422,1.1527828,0.8308892,0.78385353,1.0438365,1.1931978,0.94680107,1.1561897,1.2004839,0.7836691,1.1845081,1.1615328,1.0653042,1.0910612,1.014222,1.0546737,0.9885414,1.0307735,1.0393413,0.8540579,1.0285203,0.9912702,1.0022258,1.0949223,1.2177078,0.9030389,0.9959358,1.182903,0.87198544,1.0230968,1.2027357,0.96409756,1.1150365,1.1283227,0.9985855,0.81283015,1.0211409,0.8571919,0.9533888,1.1205971,1.0928653,1.0568591,1.0335933,1.061298,1.0238991,0.9648806,0.80221164,0.8211612,1.0287949,0.91117555,0.24917674,1.166473,1.1867588,1.1962276,1.0697006,0.84376293,1.0329592,0.644861,0.9413935,0.8660871,0.67127585,0.7308863,1.1418546,0.83496064
bib,0.693375,1.203985,1.3410461,0.6010863,1.2947,1.3501254,1.2261887,1.2528958,0.87677085,0.7390535,1.1501068,1.1447446,0.0,1.0795854,0.7188702,0.9077411,1.2946994,1.375331,1.454577,1.1316437,1.340233,1.2634169,1.265638,1.224715,1.3681488,1.195365,1.2852883,0.96437466,1.2911389,1.3787341,0.9170115,1.2796353,0.8159064,0.80443364,1.4263421,0.8848079,1.4269621,1.071749,0.903376,0.99659973,1.2184341,0.2660116,1.0544306,1.1874628,0.7959732,0.7624552,1.0320824,1.1727678,1.2248846,1.1588931,1.0515151,1.3115114,0.9704234,0.99200094,1.2374475,1.169624,0.8244223,1.1950839,0.58853376,0.81552327,1.0094327,0.6518581,1.0077564,0.73610425,1.0301958,0.5834781,1.3064704,1.304338,1.5047889,0.70255595,1.287148,1.0278381,0.6123101,0.9548853,1.05578,0.9868593,1.306252,1.2909887,1.0376346,1.2566216,1.0961752,1.0961739,0.27944708,0.45072424,0.7202844,1.2642925,1.3241634,1.1341811,0.83354414,0.8228522,1.1937139,0.8516847,1.1607629,1.4136152,0.8060341,1.2122068,1.1878109,1.035558,1.1622907,0.97022045,1.2112696,0.76369727,1.0693985,0.23170465,0.8142545,0.53452563,0.9783002,0.9155302,1.1649021,0.69597995,1.3663732,0.99381965,1.2146062,1.1927245,0.9972151,1.4538612,0.9643461,1.1536138,0.8328986,0.6701796,0.651285,0.8304703,1.4166739,1.1847932,0.9750276,0.9680287,1.2159665,1.3386796,1.2162277,0.8796357,0.87946546,1.0997235,1.3685291,1.2912878,0.90893364
bird,0.70708334,1.1829053,1.1147451,1.0175374,0.9397016,0.98444194,1.0326424,1.0669062,0.8875768,1.0231034,1.1435142,0.9686369,1.0795854,0.0,1.0244886,0.94761413,1.1131861,1.0769122,1.0845263,1.0405833,1.1848148,1.0410299,0.87158215,1.1136785,1.1948993,0.9724974,1.1930104,0.9377148,0.98117393,0.9957896,0.9961522,0.93111753,1.0884755,1.014611,1.1130413,0.9494974,1.1257862,0.97721595,0.94948226,1.1377698,1.0601733,1.070088,0.100307226,1.2061806,0.9609334,1.0499398,1.2119685,1.0697552,0.8449683,0.9242722,1.3257768,1.1843696,0.3904469,0.995486,1.2419415,1.0137554,0.8895094,1.0193697,1.0419565,1.138174,1.0701458,0.9687511,0.8733262,0.951818,0.9881131,1.0682874,1.0012572,0.9991448,1.0766863,1.1566117,1.0692867,1.0225402,0.95876336,0.96728325,0.744647,1.126306,1.1942489,1.1805053,1.2469848,1.1616776,1.1638155,0.89634365,1.0721915,1.1268854,0.99499804,1.1472262,1.2123452,0.90836394,1.156931,1.0595342,1.3040358,1.0169791,0.8331747,1.0392822,1.0361543,0.93192184,0.8782245,0.93048376,1.2650673,1.1016698,0.86471117,0.88487136,0.6360785,1.0429822,0.911698,1.1164726,0.7944044,0.91818,0.9860011,0.8953431,1.1743853,0.8935218,0.97736514,1.0404534,0.9276643,1.0370781,0.48412967,1.1322405,0.9206028,1.0074763,0.90833706,0.8709396,1.0020769,1.214134,1.1934744,0.9610791,1.1006415,0.82085544,0.94558066,0.88751376,0.94140273,0.98269725,1.0103115,1.2001452,1.0157888
blanket,0.60546404,1.2975473,1.424721,0.80837965,1.2988063,1.3739976,1.1538898,1.1323472,0.669567,0.2604226,1.2000897,0.9751631,0.7188702,1.0244886,0.0,0.80177486,1.0949014,1.3895538,1.3582288,0.9255683,1.286628,1.1818345,1.182289,1.2998018,1.2768424,1.144167,1.3468003,0.8906882,1.025601,1.3334038,0.59944266,1.1431752,0.56277305,0.8955561,1.3730481,0.53322226,1.4319007,1.1018007,1.0439669,0.9260506,1.1651336,0.8657093,1.0139558,1.3727983,0.8218943,0.95616424,1.2364146,1.0799854,1.0951908,1.1717209,1.1557282,1.2606936,0.9788897,0.7820504,1.4156003,1.1837127,0.79076964,1.1822844,0.91606,1.0365287,1.2601082,0.8578066,0.9561889,0.4169507,1.1707757,0.7030303,1.101863,1.0672057,1.3816315,0.91593426,1.229839,1.0462135,0.6452167,0.9705621,0.9900218,1.0420809,1.3742951,0.9491619,1.3238958,1.309756,1.1054232,1.2904528,0.52329725,0.6135657,0.7365496,1.1820037,1.3435333,1.1228856,0.9278045,0.90224624,0.8629276,0.76282763,1.0973121,1.3197272,0.95948374,1.275126,0.82860947,0.93059033,1.3344972,0.91647416,0.9854406,1.0085512,1.0134572,0.7146186,0.84476894,0.81783766,1.0025293,0.8058591,1.021511,0.62716764,1.3909184,0.8514257,1.263771,1.1943521,0.92963815,1.3263564,0.9235778,1.1603379,0.790475,0.5992549,0.8116874,0.726532,1.3605951,1.3429065,1.1092861,1.0620627,0.6388335,1.2468545,1.0080042,0.8773227,0.750773,1.1448905,1.2349116,1.4660268,0.732811
boat,0.27393574,1.2170161,1.0814244,1.182633,0.86489785,0.9297332,0.59574676,1.0438437,0.8193138,0.9010272,1.1635163,0.9085362,0.9077411,0.94761413,0.80177486,0.0,0.9249234,0.94187325,0.9391806,0.97807693,1.0762967,1.0463254,0.7830726,1.2362992,1.1395121,0.9155576,1.1272746,1.232382,1.060201,1.0156717,0.9207268,0.95660955,1.0683024,1.1230544,0.937486,0.8521335,1.0649086,1.1688967,0.9617657,1.2399288,1.0572014,0.88309294,0.940251,1.1848378,1.0036036,1.0289772,1.2516246,1.1161001,0.6160774,0.9774667,1.1922805,1.1732819,0.6493567,1.0651052,1.2463815,1.1331785,0.6387081,0.91704035,1.0430226,1.1740032,1.1181283,1.0706253,0.87160444,0.99810517,0.9330408,1.1449915,1.1109207,1.0517699,1.1963559,1.1826053,0.8866511,1.0000867,0.9229123,1.1400453,0.933982,1.1586136,1.1806957,1.1056293,1.2671645,1.0677757,1.2830398,0.9719476,1.0292044,1.0842787,0.91727066,1.1738096,1.0335205,1.1217395,0.96311945,1.020547,1.2101297,0.82655656,0.96909326,0.9313341,1.038368,1.0290426,0.8936738,1.0485377,1.1593962,1.1987923,1.0806379,0.93756187,0.6913683,1.0693735,0.84918797,1.1551034,0.796497,1.0505009,1.0047979,0.20645452,1.1265607,1.0811882,0.96076095,1.1084765,0.96581084,1.065052,0.91688144,1.0243994,1.0506612,0.9338501,0.75548315,0.80666494,0.96456563,1.1998107,1.2250446,1.0020025,0.9145068,0.5962571,0.9498447,0.969781,1.0642971,1.071985,1.2207043,1.196154,1.0801042
book,1.1564181,0.9363868,0.86538917,1.2505085,0.835888,0.8884125,0.7106894,0.6113639,1.0201447,1.1618879,0.850101,0.79330134,1.2946994,1.1131861,1.0949014,0.9249234,0.0,0.66294885,0.6198918,0.5055213,0.7569485,0.9439405,0.87988174,0.87158453,0.7091645,0.78668344,0.93331945,1.2977499,0.81368005,0.78886026,1.2530385,0.73656756,1.064205,1.0696044,0.67775404,1.1505458,0.68903,1.1829486,0.9122536,1.0571673,0.7601975,1.2048438,1.0771391,1.0841376,1.1589754,1.2313097,1.0383092,0.8870967,0.7756602,0.96967167,0.9843038,0.79815346,1.109336,1.1482167,1.0027039,0.92812014,1.2912338,0.56792486,1.3270376,1.1043949,1.1196349,1.4029346,1.1802657,1.2609134,0.8615181,1.3246008,0.73119235,0.81011254,0.65532076,1.2884113,0.80223334,0.97565925,1.1140751,1.0317302,1.0644977,0.86826754,0.93712366,0.6855696,1.1188298,0.9165885,0.74561965,0.9532465,1.3278196,1.3747156,0.7443224,0.83496785,0.6552731,1.0694144,0.76741874,1.2006431,0.7077249,0.711728,0.9566587,0.4596719,1.2767816,0.88516504,0.7897067,0.90306944,1.0354701,0.91459304,0.9532473,1.1021585,1.0705327,1.3725312,0.9784565,1.3507555,1.1629343,1.1440518,0.7648058,1.1959987,0.80896294,1.1653159,0.8211816,0.9276107,0.895547,0.6760792,1.2770267,0.98828036,1.2585698,1.2532121,1.3400629,1.0893075,0.79382217,1.0465598,0.96858704,0.8815735,0.65715986,0.73228097,0.47372878,1.2508079,1.2172227,0.9312211,0.8843594,0.96521,1.0766102
bottle,1.3249238,0.8422015,0.32814145,1.5248482,0.29970062,0.33113408,0.502084,0.67799646,1.4435911,1.5373827,0.8984013,1.1264782,1.375331,1.0769122,1.3895538,0.94187325,0.66294885,0.0,0.22821736,1.0851074,0.5050455,0.7714616,0.6502555,0.80729425,0.49490768,0.6208525,0.4644996,1.2917612,0.9585552,0.39498383,1.2953069,0.6703688,1.4385785,1.3217034,0.25751674,1.4545875,0.10178429,0.82321167,0.9550655,1.1924891,0.83565533,1.2336583,1.0569626,0.6145661,1.2716941,1.2955345,1.1117529,0.8644676,0.65742815,0.72343,1.012289,0.80436134,1.0403713,1.1977463,0.5831825,0.58470815,1.3188913,0.5439476,1.3937445,1.3368695,0.76112026,1.4347284,1.2156695,1.4038074,0.8333801,1.5439785,1.0535339,0.7726252,0.24740559,1.3865231,0.62459946,0.85964257,1.3759508,1.2713777,1.0772946,1.1941,0.39501107,0.55127317,0.83592117,0.56377804,1.0379369,0.61946154,1.5372772,1.4732932,1.3127058,0.9736848,0.34927052,0.8337543,1.2576679,1.3178561,0.93665063,1.0984194,0.82970357,0.36494684,1.2795258,0.57847095,0.95547354,1.1444808,0.74688554,1.221353,0.8971349,1.1231437,1.0230479,1.4601598,1.1597857,1.3492788,1.1645614,1.349294,0.9337963,1.359554,0.3460052,1.2756854,0.435593,0.7715477,1.1099203,0.5613427,1.2345517,0.7619908,1.3549342,1.3481812,1.4087186,1.4388368,0.31925374,0.760636,1.1341853,1.0968931,0.7009891,0.31898928,0.98821414,1.2316571,1.3222814,0.8632608,0.77146655,0.47603405,1.3514245
bowl,1.3330929,0.74938,0.38335156,1.478784,0.4266125,0.38099515,0.57658887,0.69268346,1.213856,1.4603713,0.85112476,1.0230279,1.454577,1.0845263,1.3582288,0.9391806,0.6198918,0.22821736,0.0,0.9864581,0.38466918,0.8034303,0.47974122,0.80830145,0.41221273,0.70192796,0.4356531,1.2069154,0.9759906,0.47452748,1.2842231,0.7672311,1.3454533,1.2531652,0.28441036,1.3819375,0.11684364,0.82996786,1.0820932,1.204673,0.8049924,1.3352685,1.0914583,0.59226084,1.3089312,1.241879,1.0688891,0.9137057,0.6408418,0.85752434,0.9907175,0.631702,1.1325176,1.127168,0.50676835,0.74891245,1.2698594,0.69494724,1.3743603,1.3313053,0.7563033,1.4214792,1.2112439,1.3113699,0.9419414,1.5341998,0.9333916,0.89441764,0.29584587,1.3635403,0.6062003,1.0086739,1.4527282,1.2409279,1.2149599,1.1056304,0.35712248,0.54875624,0.81864524,0.49157155,0.96544874,0.81743014,1.5742096,1.4920311,1.310395,0.95886797,0.32292688,0.9521942,1.2278756,1.3078232,0.72956175,1.1402359,0.92879534,0.20507169,1.2653024,0.6228905,0.9578465,1.0879099,0.6737638,1.176532,0.7948485,1.1939691,1.0230798,1.4888098,1.2842107,1.3950298,1.1847819,1.265095,0.61485803,1.3214483,0.32680017,1.1846089,0.61644536,0.85212106,1.0608481,0.52884287,1.2200284,0.8672799,1.4125386,1.2905928,1.4073701,1.3739172,0.3649935,0.79612017,1.112802,1.1839967,0.6867705,0.44256783,0.8596873,1.2415798,1.3286998,0.91736305,0.82848096,0.47846174,1.3057213
box,1.0443046,1.0950608,1.2380131,1.1133193,1.1850123,1.1760164,1.0865154,0.6428618,0.44108224,0.89544755,0.93711156,0.6234327,1.1316437,1.0405833,0.9255683,0.97807693,0.5055213,1.0851074,0.9864581,0.0,1.1015192,1.007537,0.67045426,1.1216452,0.6228531,0.9512619,1.1927145,1.1375105,0.6959589,1.1018158,0.94443023,0.9850396,0.6950924,1.0979294,1.1733229,0.7274937,1.0617546,1.2856354,0.98642623,0.7904147,0.80951476,1.1052073,1.0364316,1.3189063,1.1401979,1.1160948,1.2114166,0.9270395,0.9389159,0.98211676,1.1146166,1.0150136,1.067802,1.0208092,1.3098605,1.1035253,1.1322467,1.0093409,1.1336448,1.1406538,1.1802843,1.2005111,1.0520082,1.0862902,0.8989851,0.9857865,0.88287365,0.8426253,1.0207945,1.1459088,1.0419685,0.9246067,0.97191346,0.77025414,0.89463353,0.9179858,1.3253357,0.91142124,1.2830027,1.2009203,0.5814579,1.164113,1.1219593,1.0626463,0.92669225,0.9884909,1.1258128,1.0883636,0.8103502,1.1476411,0.70205665,0.74640226,0.9979409,0.95655507,1.2287581,1.2022098,0.70105255,0.66481423,1.202158,0.6222663,0.9971165,1.0684204,1.0702823,1.0746439,0.94555706,1.0260401,1.0810937,0.9647899,0.6789564,1.0201498,1.2507579,1.1038582,0.9333129,1.0263599,0.8661459,1.0458401,1.0656629,1.0748415,0.91647226,0.9606441,1.1343405,0.7736509,1.1649551,1.3102529,1.0353798,0.98075694,0.788661,1.041306,0.5059786,1.0080031,0.95133007,0.79523563,0.83685696,1.2696825,0.85148793
bread,1.3001786,0.73619807,0.45996857,1.279486,0.6736672,0.5812378,0.5855286,0.82368547,1.3472463,1.347743,0.8313014,1.0194947,1.340233,1.1848148,1.286628,1.0762967,0.7569485,0.5050455,0.38466918,1.1015192,0.0,0.8485704,0.9773697,0.6964388,0.56869507,0.88075274,0.45590174,1.1107213,1.0829929,0.6422552,1.1633229,0.9735143,1.202602,0.9581847,0.3525226,1.386157,0.41534758,0.77257025,1.1704334,1.1086851,0.64906406,1.200085,1.1419584,0.48843026,1.2931124,1.1438284,0.9091429,1.0464469,0.81475997,1.0696276,0.79816544,0.3833083,1.2343485,1.0574415,0.4543231,0.76693714,1.3020928,0.82500005,1.227465,1.2014569,0.78971696,1.3347315,1.2972121,1.2621027,1.056615,1.3713205,0.91384745,0.97834444,0.41234815,1.113231,0.6200405,1.1299524,1.3576844,1.1560006,1.3289478,1.0224179,0.35689032,0.6064354,0.62941915,0.46512634,0.9789482,0.8392975,1.4370195,1.3019584,1.2629805,0.80206215,0.3621837,1.000709,1.0588509,1.1649091,0.6552543,1.2177864,1.121514,0.53692544,1.0672138,0.71824133,1.1533515,1.190081,0.524386,1.2294075,0.8481962,1.1260319,1.194402,1.3594078,1.2861849,1.2187079,1.3084124,1.2108331,0.9304441,1.3480892,0.3893245,1.1098175,0.9196093,0.8814536,1.2349182,0.7133714,1.2971236,0.8470241,1.3873214,1.2552722,1.3931633,1.4027226,0.5115774,0.6743164,0.93188757,1.2701414,0.76299226,0.7207155,1.0719887,1.2398413,1.3151699,0.9975894,0.8762881,0.48289406,1.294172
broom,1.2301154,1.0539593,0.9416063,1.2626595,0.87705934,0.8002077,0.83259,0.8928295,1.1649301,1.2402806,0.9882033,0.8719018,1.2634169,1.0410299,1.1818345,1.0463254,0.9439405,0.7714616,0.8034303,1.007537,0.8485704,0.0,0.85886025,0.9433394,0.6223173,0.85077935,0.74272037,1.1498743,0.69044507,0.6855539,0.9807968,0.9180249,1.2190338,1.3874879,0.56370723,1.0455674,0.7283443,0.9199477,1.1146377,0.8311269,0.7348409,1.0687528,1.1366467,0.92387086,1.2085091,1.180125,1.1316917,0.84928644,0.96991915,0.8126603,1.0780041,0.8075286,1.147038,1.1083604,0.9145223,0.970676,1.0166909,1.0998985,1.2060344,1.2223452,1.0763247,1.2164727,0.5945805,1.277482,0.97383046,1.2448634,0.7006084,0.5718473,0.52250946,1.2828444,0.9665802,0.97898203,1.3550476,0.85975707,0.9571276,1.2213191,0.9125055,0.7446321,0.9018771,0.93263316,1.0343797,0.9095954,1.335731,1.166854,1.1262221,0.6633282,0.80681354,0.9052225,1.2532595,1.1701875,0.81868213,1.1599159,0.84139633,0.7378925,1.2491682,1.0458074,1.0836642,1.1851773,1.0116336,1.0670537,0.9554264,1.0309876,0.9167999,1.2865605,1.1449733,1.0732092,0.4658785,1.0425142,1.0274454,1.1882759,0.87402266,1.0604705,0.94219124,0.942798,1.1329424,0.5434307,0.9373686,0.78931123,1.1129051,1.133429,0.8701557,1.0930405,0.8012371,1.008054,1.245708,0.8860773,0.8597402,0.8467347,1.0396025,1.0392741,1.0790952,0.8227359,0.24121553,0.934465,1.0030738
bucket,1.0215973,0.9206656,0.8337259,1.3669844,0.7220795,0.5540632,0.8067391,0.7858235,0.6635527,1.297808,0.96040964,0.9108574,1.265638,0.87158215,1.182289,0.7830726,0.87988174,0.6502555,0.47974122,0.67045426,0.9773697,0.85886025,0.0,1.0055511,0.5470835,0.8990911,0.8852884,1.1306728,0.85885876,0.7361454,1.0994346,0.90084255,1.227905,1.308368,0.75744015,1.0720619,0.55005276,1.0171536,1.0367937,1.185287,1.031918,1.1435745,0.9259326,0.9739343,1.2576114,1.18722,1.156641,1.038896,0.55299497,0.8517743,1.1197152,0.945457,0.83204746,1.1044748,0.99585307,0.82288426,1.0943997,0.86195016,1.248958,1.2042623,0.8715601,1.2681574,0.9172305,1.1135011,0.87939036,1.2610357,0.9833576,0.8914252,0.781324,1.3268795,0.79067427,0.88998765,1.0764678,1.1163194,1.0113597,1.1195769,0.927053,0.78192174,1.0500423,0.86867094,1.0448864,0.9740178,1.3816094,1.2479497,1.2681594,1.0450952,0.93618417,0.90525806,1.1642019,1.2117318,0.96647304,0.99857986,0.87083066,0.6269594,1.2775862,0.851616,0.78993505,0.92621034,0.999502,1.1380056,0.89876217,1.0987993,0.7732731,1.2770551,1.1541588,1.1563354,0.8739466,1.1442032,0.607507,0.95785356,0.8533003,1.1591659,0.5898425,0.7942753,0.92640716,0.8256899,0.9357747,0.883183,1.1897663,1.0930893,1.1580715,1.0538083,0.7077317,1.0262467,1.2217699,0.99237174,0.7777021,0.51641995,0.77101076,1.1292591,1.1737299,0.9343161,0.8888552,0.9107608,1.2194514
butterfly,1.2922747,0.7121215,0.73032045,1.1399283,0.9523511,0.7845296,0.9623287,0.9004655,1.2594023,1.2983057,0.7960253,1.0850816,1.224715,1.1136785,1.2998018,1.2362992,0.87158453,0.80729425,0.80830145,1.1216452,0.6964388,0.9433394,1.0055511,0.0,0.7702659,1.0073974,0.84405893,0.85833967,0.93356603,0.7072158,1.1999803,0.941998,1.1768209,0.98588425,0.7603153,1.2637177,0.74225104,0.78633624,0.9313013,1.0344971,0.88563985,1.0369085,1.0717435,0.73168737,1.35131,1.1861417,0.7650566,0.9840299,0.8807151,1.0634918,0.71697575,0.6349571,1.07217,1.0838134,0.6727276,0.594329,1.2722601,0.9106066,1.1763124,0.9170854,0.8327731,1.2616693,1.2241613,1.1850673,1.0344677,1.2078744,0.9560389,0.8820345,0.69057083,1.0921475,0.78987473,1.09772,1.0834557,1.0975057,1.2168138,0.8895714,0.70519495,0.66337407,0.6923705,0.78983474,0.8825716,0.87325674,1.3106163,1.2144309,1.0964961,0.7282376,0.7405906,0.7428075,1.0116713,1.1135256,0.7624707,1.2080233,1.0330995,0.760955,1.0796753,0.9280417,0.9717069,1.0415633,0.685082,1.1101238,1.0548321,1.0499271,1.1827114,1.2516849,1.2021673,1.0801704,1.2513254,1.1175268,1.0224433,1.3110145,0.640787,1.0717099,0.89412415,0.7653247,1.0404041,0.7664159,1.191331,0.7079227,1.254235,1.2834392,1.3460143,1.3193587,0.6921532,0.66707987,0.83930427,1.1020768,0.8389175,0.95483583,1.1144745,1.2459897,1.2758818,0.98615766,0.87583876,0.66330636,1.1699178
can,1.4679531,0.7686036,0.73869103,1.4089341,0.83158934,0.6464692,0.8730422,0.54145133,1.0123551,1.3544185,0.77325404,0.7567384,1.3681488,1.1948993,1.2768424,1.1395121,0.7091645,0.49490768,0.41221273,0.6228531,0.56869507,0.6223173,0.5470835,0.7702659,0.0,0.7901112,0.58340883,1.0968612,0.6597904,0.6521891,1.0832874,0.86978006,1.0733905,1.3493421,0.528246,1.1322929,0.36314338,0.8542024,1.1022615,0.8604523,0.79144657,1.2405652,1.1830964,0.69646674,1.3506986,1.2606028,1.1173627,0.81184655,0.8171971,0.81474924,0.91021395,0.55159676,1.3396463,1.0834376,0.67300725,0.6951339,1.3276114,1.0260015,1.3205549,1.3213681,0.79447526,1.3697667,1.194215,1.230011,1.0492733,1.2846693,0.95633125,0.636514,0.38592196,1.3258611,0.8413578,1.0267085,1.3773427,1.1689736,1.1313893,1.1670909,0.71394986,0.45048422,0.7889293,0.75060225,0.60247886,0.9494267,1.4583544,1.2265134,1.3832936,0.85237074,0.5925597,0.82745034,1.1971656,1.2951125,0.44559652,1.1549289,0.9405463,0.58194834,1.2121391,1.0154614,0.9312568,1.0118343,0.7298909,0.8675834,0.9980774,1.1642474,1.2018193,1.3092256,1.3445116,1.0164046,1.1786407,1.1496536,0.7016716,1.413135,0.6027601,1.1518852,0.74020267,0.8244403,1.1216019,0.70899326,1.2721052,0.7102388,1.2179363,1.1721828,1.3676211,1.2288666,0.7033383,0.92310864,1.160054,1.2365369,0.5991242,0.8157091,0.94608337,1.1334007,1.2357411,0.6153017,0.5276533,0.66265523,1.0250472
car,1.1815492,1.0975977,0.8017503,1.2673478,0.6817107,0.7878766,0.83803385,0.8994002,1.1268996,1.2150671,1.0244653,0.86269265,1.195365,0.9724974,1.144167,0.9155576,0.78668344,0.6208525,0.70192796,0.9512619,0.88075274,0.85077935,0.8990911,1.0073974,0.7901112,0.0,0.868485,1.1478549,0.80666,0.7795199,1.0950178,0.7581025,1.2357594,1.2601991,0.76819307,1.0634943,0.6802901,0.87137413,0.9036417,1.1197159,0.93822515,1.0981411,0.9894845,0.9452052,1.1252621,1.1152519,1.184,0.6265554,0.94083,0.7400007,1.0747695,1.0716443,1.0616587,1.106008,0.89982593,0.9102459,1.1091225,0.9180983,1.1099138,1.2222565,0.8834338,1.154261,1.0644033,1.1719203,0.9817734,1.213774,1.0781225,0.7691622,0.67530763,1.2653329,0.9552489,0.9906646,1.2636203,1.1194171,0.76573753,1.169116,0.8179181,0.8611266,1.0784688,0.9592949,1.084722,0.855363,1.2425883,1.2147012,1.1517557,1.1373031,0.77706504,0.9453933,1.2653921,1.1455336,1.082609,1.110407,0.80508125,0.6526901,1.2037488,0.87664753,0.8138925,0.9543381,1.0515943,1.074992,0.9085945,1.1037068,0.93628937,1.2234546,1.0275325,1.1467291,0.9779002,1.1546302,0.958073,1.166115,0.76607895,1.127372,0.8377838,0.98842406,1.0258636,0.7781935,1.1039006,0.8878824,0.8742535,1.0334829,1.1385062,1.0669926,0.7494502,0.98347074,1.2245584,1.1895149,0.88581437,0.7202788,0.9469376,0.9843313,0.96552247,0.37035966,0.80489016,0.878118,0.96705276
