,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bib,0.6905968,1.1430612,1.4382066,0.7340471,0.47041607,1.3617591,1.269648,1.278457,0.9259242,0.84188336,0.47828352,1.4650462,0.72364366,0.0,1.1464555,0.48063576,0.8907429,0.8873007,1.4725912,1.4723771,0.727366,1.3454875,1.2779841,1.2884662,1.1757387,1.4758325,1.085154,1.0735176,0.8761731,0.87590075,1.08276,1.4684267,0.7207843,1.1882324,0.84883916,1.2505825,0.5120562,1.098862,1.5166852,0.54463947,1.4283705,0.934416,0.70902145,0.7221729,1.0218076,1.2153757,0.34747106,1.3013074,0.8264073,0.7980617,1.2650931,0.8358214,1.2429453,0.89036727,1.1420827,1.3660778,1.0716615,0.8104095,0.70033777,1.2183855,1.0329057,0.6755281,1.0965879,0.7761167,0.8864716,0.8027183,1.2695518,0.8107603,0.82144415,0.8878423,0.58532226,1.0874203,0.51271,1.3132714,0.77223355,1.5123978,0.8719522,1.0208088,1.1484265,0.7787088,0.9909006,1.1178687,1.1754023,1.4066534,1.1433315,1.1988621,0.89342135,1.3044323,0.9982619,1.1976526,0.23982286,0.6499476,1.0115916,1.4923891,1.5008013,1.150403,0.9267634,1.1807106,0.68073624,1.0037663,1.2670026,0.85287553,1.0326648,0.9246963,1.3587548,0.9167974,0.7926427,1.208346,1.0303485,0.76158375,1.1434916,0.33251244,1.2082756,0.7926679,1.3053517,0.8041676,1.2117872,0.7404114,1.4618938,0.9226252,1.4021592,0.9052015,1.0319986,1.3342221,1.2883995,1.3044246,0.8366666,0.5117426,0.5849154,1.3240705,1.3100322,1.3365666,1.3753633,1.0480796,0.9989225,0.65264344,1.0494512,0.89422095,1.072149,1.2920353,1.3777864,0.9504129
bird,0.6764058,1.162708,0.96806973,1.0516529,1.1778207,0.9257993,0.8744188,0.9145067,0.93133456,1.1297706,1.1406006,1.037706,1.1995658,1.1464555,0.0,1.1279619,1.0666732,0.83213264,0.96127236,0.90945387,1.021463,0.8545279,0.9523604,0.9318721,1.0938711,1.0903368,1.1085708,1.1751348,1.1235402,1.1723146,0.9280316,0.8665407,1.1646249,0.9025534,1.0337962,0.92131734,1.0962286,1.0954819,0.9597075,1.1563118,0.9236668,0.9274333,1.1762099,0.9570506,1.1302391,1.1365292,1.0454091,0.96303153,1.1309551,1.0572146,1.1494143,1.0578542,0.5948611,0.8616645,1.1589074,0.8916522,0.17723835,0.9525869,1.0031103,1.0820186,1.124676,1.0692028,0.9132207,1.1328398,1.1134167,1.1603112,1.1050007,1.1186899,1.1670345,1.0871115,1.1114285,0.94147384,1.1422558,0.8705922,1.1250509,0.9140426,1.1264035,0.96301425,0.9181933,1.1029401,1.071098,1.0998886,0.87269074,1.0786091,0.9639078,0.9799116,1.1521523,1.0508705,1.158523,0.32867455,1.1415267,1.1976247,0.89269865,0.9958306,0.9949738,0.99717504,1.063982,0.96317744,1.0993341,0.80318457,0.87620795,0.98408186,0.9930752,0.92878276,0.9428966,1.1091673,1.1362859,0.18546438,0.9248548,0.9952884,0.91098446,1.0943829,1.0110074,1.1180964,0.92125016,1.1300429,1.0582657,1.0503635,1.0780994,1.0728543,0.9638189,1.1638188,0.82413185,0.8034427,0.85574424,1.0371093,1.1213698,1.1332455,1.128495,0.8890483,1.1345767,1.078271,0.9816398,0.9806307,0.9427755,1.0626638,0.9107086,1.1010977,1.010898,1.0637585,1.0850576,1.0359621
blanket,0.5817176,1.2338744,1.4529805,0.9685443,0.61137164,1.3328974,1.2815503,1.3975022,0.9557571,0.74864626,0.16652238,1.3709021,0.47879434,0.48063576,1.1279619,0.0,0.8982972,0.93523586,1.4686869,1.3867351,0.79120916,1.2889006,1.2035297,1.3522962,1.1195067,1.390209,1.0731204,1.0918938,0.83473307,0.75424886,1.109588,1.3971276,0.6938941,1.1843047,0.8426298,1.2066946,0.3028729,1.1655232,1.4706968,0.5354512,1.444054,1.0114766,0.68425643,0.7796262,0.87068254,1.0336077,0.66402423,1.296081,0.811993,0.9218341,1.3237901,1.0058907,1.1381226,0.95739377,1.2015371,1.3128028,1.1081614,0.705843,0.8157774,1.3018657,1.1181849,0.44925582,1.1853135,0.96963847,0.94226366,1.0106272,1.3135583,0.7498604,0.9179327,0.8164245,0.75938296,1.2004478,0.5822977,1.3053057,0.6887049,1.4021571,0.836307,0.99217194,1.2616887,0.9353979,0.9642025,1.1914206,1.2003851,1.3624885,1.0118973,1.3395735,0.9743841,1.3385711,0.8673346,1.1827059,0.3464507,0.6896155,1.0242686,1.4240234,1.4407092,1.1879348,0.96663713,0.81315774,0.44285393,1.0634058,1.2615036,0.9125455,1.0565774,0.99527246,1.3077658,0.84028614,0.7398631,1.2210623,0.96912724,0.94752014,1.2368906,0.6488751,1.1974707,0.8632377,1.3054793,0.6656386,1.1001658,0.62309915,1.4216602,0.82011026,1.4100256,0.97984695,1.0446243,1.3304807,1.2547251,1.253148,0.8144998,0.72582394,0.56534046,1.3791809,1.359998,1.341272,1.4165573,0.90859497,1.1400193,0.8360362,0.9314088,0.79985315,1.0334295,1.1687591,1.391826,0.81018174
boat,0.84363794,1.1537982,1.0682085,0.8254939,0.9079106,1.0168188,0.87040925,0.8734692,1.054406,0.8443735,0.95072126,1.0912985,0.8822748,0.8907429,1.0666732,0.8982972,0.0,0.9935809,1.2149916,1.1148868,0.92028284,1.1056793,1.0872997,1.0545068,1.046793,1.1963006,0.6915822,0.8045163,1.0055033,1.0560664,1.0529658,1.214177,1.0571582,1.129547,0.74129474,1.1034483,0.96909827,1.0862397,1.1063483,0.82098466,1.2102044,1.0405314,1.0138547,1.118555,1.0567315,1.02403,0.885826,1.0914015,0.95784545,0.89981025,1.2274094,0.81414187,1.0010545,0.85124856,1.152242,1.1732361,0.8450223,0.98763114,0.80629414,1.1211108,1.1162763,0.7381363,0.840446,0.9530183,0.8659117,0.999915,1.1299546,0.9712262,0.90138686,0.8555249,1.0048493,1.1596,0.8719316,1.1215117,0.9908699,1.2749078,1.0621783,0.63901395,1.1579479,0.84987503,0.93796897,1.0222087,1.0889419,1.1971717,1.1737502,1.3058438,0.90271556,0.96946836,0.9648374,1.1011319,0.88757545,0.9013512,0.9930047,1.1905775,1.1768551,0.8475752,0.92891145,1.1266117,1.0788871,0.74689066,1.0792745,1.0701053,0.8610048,1.089203,1.1793619,1.0077775,0.93904877,1.1597099,0.8716947,1.0940073,0.91026187,0.92842376,1.1310567,1.044451,0.97884667,0.9678736,0.9764237,0.7296891,1.2176135,0.90874755,1.2442279,1.0936754,0.9339088,1.2232684,1.0898159,1.1906605,1.0384446,0.98312867,0.9204143,1.0630312,1.2619866,1.1169266,1.0731828,1.216113,0.8602513,0.7937242,0.97941846,0.9934217,0.8703885,1.1641583,1.1945882,1.0448622
book,1.0772029,1.2552488,1.100489,0.9751264,1.0886823,1.0378546,0.9888132,1.034591,0.55534005,1.0753446,0.93188703,1.0481719,1.0812315,0.8873007,0.83213264,0.93523586,0.9935809,0.0,0.9639945,0.834831,0.46315765,1.0752844,1.0109614,0.8086522,1.092841,1.109761,1.0759008,1.1191404,1.2467413,0.9581848,0.96459556,0.9536516,1.0371994,0.71784997,1.0191457,0.9829055,0.8495858,1.1154711,0.91982883,0.90138614,0.8751916,0.72297406,1.323829,0.84441257,1.1732191,0.87485045,1.0903913,1.050883,1.141232,1.0901527,1.1511959,0.99309784,0.9569619,0.9601301,1.1595693,0.9469624,0.7417407,0.94388574,0.9624455,1.1801362,1.1996912,1.027239,0.61693335,1.1821846,1.1090217,1.0540478,1.1682752,0.99932206,1.1981906,1.0636504,1.1660972,0.84360814,1.0736531,0.9515639,0.9783138,0.9711472,1.1770618,1.0414332,0.8463964,1.1135286,1.078793,1.1558981,1.0756607,1.0836508,0.8658096,0.95364165,1.2322104,1.1009072,1.0654843,0.8685094,1.029529,1.2772021,0.37486482,1.0070766,1.0234286,1.1287041,0.9233192,0.9639535,0.992299,1.0701799,0.80283713,1.1087468,1.0337763,0.8336605,0.75909424,1.0487819,1.1836993,0.8561728,0.96275043,1.034575,0.8141825,1.1897975,1.0072434,1.1397235,0.8657036,1.0321453,0.87380946,0.9625403,1.1079345,1.1937156,1.0210005,1.2291256,0.98739815,0.8719935,0.98422486,1.0532527,1.0627741,1.2035456,0.8066314,0.7728075,1.1576346,1.1522138,0.93887365,0.84500766,0.57526815,0.6593205,0.96631724,1.0980207,1.1265312,1.0102473,1.082451,1.0372658
bottle,1.4893641,0.8978077,0.42423314,1.2439984,1.5418936,0.59111845,0.69903994,0.8143135,0.92920643,1.3142209,1.4951172,0.37342536,1.5008796,1.4725912,0.96127236,1.4686869,1.2149916,0.9639945,0.0,0.32978767,1.1770492,0.7901733,0.7421917,0.44525278,1.0400109,0.35681993,1.0322351,1.1235588,1.128773,1.1435949,1.0831473,0.402932,1.3480502,0.75134355,1.3375401,0.82069135,1.472011,1.0408564,0.19658947,1.5040741,0.24177372,0.9410698,1.322215,1.0871125,1.1154203,0.8748025,1.3795278,0.700286,1.292033,1.3212527,0.7673628,1.0729473,0.6050683,1.1524943,0.9525991,0.6767653,0.98432297,1.2722139,1.3707732,0.7755568,0.7490308,1.4393399,0.7371604,1.2847676,1.2485807,1.335181,0.62188417,1.3998855,1.4144549,1.3505205,1.3466392,0.7089538,1.5056965,0.6850718,1.3340086,0.36249393,1.2046138,1.0785159,0.59759355,1.3346746,1.2199928,0.9863123,0.93131846,0.3016122,0.6199035,0.48211873,1.2860943,0.66061336,1.2099944,0.87419325,1.5262277,1.431765,0.91350174,0.27114522,0.296013,0.9754389,1.2094783,0.6845948,1.3379524,1.1104132,0.7017384,1.0707573,1.0863667,0.96476424,0.47245276,1.2082661,1.1376363,0.7185148,1.2024616,1.1246227,0.75289714,1.4809805,0.76787174,1.0774031,0.6496616,1.3801407,0.83899236,1.4202403,0.29829025,1.1775774,0.15147638,1.001341,1.1631868,0.7063618,0.6238526,0.60076195,1.2555609,1.4591844,1.5092582,0.44433433,0.6024795,0.6370473,0.29163975,0.612042,0.8024335,1.3371992,1.031273,1.341968,0.990492,0.788085,0.30159914,1.1369609
bowl,1.4501598,1.0643958,0.47037774,1.0230703,1.5547175,0.477157,0.5744047,0.73940927,0.72359246,1.1956685,1.4611433,0.47747242,1.446193,1.4723771,0.90945387,1.3867351,1.1148868,0.834831,0.32978767,0.0,0.9123195,0.7041845,0.9633348,0.28322297,1.1051246,0.5999912,1.1114532,1.0313983,1.2582455,1.2226204,0.8779222,0.37579483,1.4749279,0.53584003,1.2875878,0.70717907,1.4336058,0.98604846,0.38003206,1.4392443,0.18827903,0.76429164,1.5050488,1.0726591,1.3167291,0.89075655,1.5063899,0.5146233,1.340691,1.3641593,0.8844579,1.1848884,0.6526667,1.1777133,1.0897889,0.7032682,0.86387175,1.23658,1.2427633,0.9414829,0.88367116,1.3965023,0.53712744,1.4096658,1.1177346,1.3029838,0.74794006,1.4453087,1.5373996,1.3540571,1.4479929,0.6622577,1.5750048,0.6885042,1.4644088,0.51621556,1.312625,0.8956496,0.64793295,1.1748855,1.2826774,1.0169326,0.772213,0.46007764,0.63919646,0.68219006,1.2969664,0.5815209,1.2293302,0.8703097,1.5650487,1.5845779,0.79078233,0.47498846,0.48823202,1.0481566,1.0872111,0.704172,1.2914325,1.2049638,0.31337154,1.242601,0.8287928,0.93015105,0.4145543,1.2871443,1.1163048,0.82350683,1.1262975,1.1800058,0.7346807,1.5892282,0.8079295,1.2929746,0.5447235,1.3415191,0.6120223,1.2855356,0.49856216,1.1637455,0.46623862,1.1181941,0.80447125,0.54042274,0.7196972,0.62280524,1.3908885,1.5638115,1.3997005,0.22639966,0.8061508,0.7759793,0.53297067,0.6953192,0.6611077,0.9801253,1.0855489,1.329177,1.1258637,1.039028,0.51781636,1.247635
box,0.9710439,1.3654332,1.2787781,0.8091526,0.91712826,1.1537855,1.0335466,1.1923903,0.24819142,0.86844486,0.7757789,1.2726061,0.776096,0.727366,1.021463,0.79120916,0.92028284,0.46315765,1.1770492,0.9123195,0.0,1.2434896,1.0408154,0.65118587,1.2022157,1.1846564,1.071214,1.0804111,1.2936938,0.7105465,0.96704745,1.1621144,0.78647655,0.7163999,0.9765573,1.0168536,0.7442343,1.1841,1.2307862,0.4901753,0.8800344,0.78062475,1.320432,0.6917758,1.0492831,0.80879533,0.97992766,1.0965763,1.0787957,1.0883399,1.3639411,0.88060325,1.2383097,0.89053065,1.3398259,1.1509696,0.96318376,0.90846294,0.7590929,1.3604321,1.214987,0.83980703,0.7596326,1.1975441,0.8573188,1.1327684,1.32245,0.8586614,1.1594778,0.939033,1.0343026,0.69414055,0.99479145,1.1191114,0.7013645,1.195068,1.1665077,1.0271529,0.85284114,0.9596841,0.991353,1.2500691,1.1288248,1.3173623,0.9679814,1.2382818,1.2354782,1.2177249,0.90250784,1.103472,0.88372517,1.1544728,0.6724768,1.2907215,1.3227926,1.2127383,0.7766887,1.1330404,1.0075066,1.095416,0.9757622,1.0991669,1.036013,0.63102674,0.8277347,0.8751167,1.120629,1.1336348,0.92488307,0.98440665,0.9153206,1.0623192,1.0994431,1.1465274,0.9172576,0.7649932,0.8335742,0.7069699,1.354333,1.1686984,1.1976061,1.1740363,0.99784166,1.0300075,1.1326935,1.229497,0.82663876,1.0609657,0.5768196,0.8916539,1.4008868,1.349312,1.1810648,0.956964,0.56130075,0.32046038,1.0624043,0.98902875,1.018498,0.9828205,1.3087659,1.0463774
bread,1.1741872,0.8141584,0.4933555,1.1141636,1.2695637,0.719637,0.7585545,0.3338734,1.1684084,1.3791358,1.4126098,0.82806087,1.4045906,1.3454875,0.8545279,1.2889006,1.1056793,1.0752844,0.7901733,0.7041845,1.2434896,0.0,1.024433,0.86012447,0.89998907,0.929804,1.1621523,0.7186699,1.2584112,1.3319676,0.6342675,0.8852476,1.4651654,0.9286937,1.2423074,0.628029,1.4208152,0.45640004,0.69688207,1.5103936,0.7816384,1.0087394,1.1708378,1.0382965,1.3040302,0.90102106,1.3530719,0.7684949,1.1238753,1.1658466,0.7021565,1.2877448,0.6768496,0.94134,0.80841815,0.81866944,0.76789105,1.0410526,1.2806792,0.7973687,0.7510313,1.3550494,0.7681623,1.1977628,0.95655763,0.9087824,0.853981,1.3400197,1.3223805,1.3506069,1.3287585,0.85994136,1.3157665,0.8886566,1.3778088,0.89494324,1.0027267,0.7394006,0.9765488,0.81929255,1.3091242,0.90363866,0.348432,0.7800014,0.9447554,0.66180927,1.0402652,0.5478744,1.3374825,0.63488287,1.4019549,1.2804868,1.0867014,0.8077449,0.7521765,0.77032983,0.6931842,0.8472496,1.1657935,1.0372663,0.6911395,1.161017,0.57200646,1.0923842,0.90776724,1.3373669,1.0733546,0.7962496,0.62551564,1.2044628,1.051272,1.4027867,0.8907777,1.1151469,0.8894657,1.3908913,1.200155,1.3194695,0.7231204,1.1757778,0.839206,0.9724259,0.8142738,0.8099874,0.9133558,0.6950267,1.3208582,1.3636737,1.4224231,0.72634524,0.70478535,0.6590241,0.9235114,0.97091997,0.8789201,1.2167965,1.1010959,1.2959322,1.0822728,1.183825,0.7810763,1.2801847
broom,1.1231849,0.87982816,0.96952164,1.2357637,1.2814746,1.1040685,1.0697104,0.9787826,0.9876696,1.1551588,1.2270114,0.7575548,0.9751133,1.2779841,0.9523604,1.2035297,1.0872997,1.0109614,0.7421917,0.9633348,1.0408154,1.024433,0.0,0.89130074,0.8239742,0.56972635,1.0662086,1.0133071,1.0433844,0.71643394,1.1876361,0.83773905,0.9788205,1.0396,1.0705565,1.0403588,1.2285863,1.0265352,0.67756003,1.135639,0.8055847,1.115166,1.0962504,1.013817,0.7850661,0.57669795,1.0620832,1.0779186,1.2537227,1.3054371,0.96436894,0.8939365,0.91367114,1.0065892,0.890215,0.57228935,1.0708356,1.1580119,1.2847797,0.9130904,0.93215024,1.1511886,1.1539748,1.1564888,1.2695024,1.1603127,0.93466043,1.1202414,1.1255422,0.792068,1.2103252,1.0014598,1.1529218,0.54668224,0.7073878,0.5478225,0.8507279,1.1662117,0.8467419,1.2022839,1.0997494,1.0316364,1.1239057,0.90460306,0.8289376,0.7017616,1.0987117,1.1308315,0.90527654,0.85591614,1.2788277,1.0308732,0.9745211,0.6512449,0.6051482,0.96870047,1.0252794,0.9137096,1.2560687,0.8474015,1.0516593,0.8704431,1.1937461,0.9040981,0.9080887,0.9507358,1.2147641,0.8979175,1.0148515,1.1716381,0.7115072,1.218435,0.8733252,0.90455776,0.5041778,1.200351,1.0242921,1.0337517,0.7479154,1.120473,0.7184915,0.8321522,1.1171395,0.689432,0.7707969,0.88184935,0.8974647,1.2311778,1.1511874,0.99131155,0.89138937,0.80981386,0.6364542,0.8321085,1.067495,1.2161936,1.0123209,1.1496438,0.9404783,0.39001894,0.8351357,0.9944579
bucket,1.3958005,1.0858439,0.65230435,0.9562198,1.4621769,0.63603723,0.615695,0.83055776,0.5288081,1.1811163,1.4025948,0.7577684,1.3409922,1.2884662,0.9318721,1.3522962,1.0545068,0.8086522,0.44525278,0.28322297,0.65118587,0.86012447,0.89130074,0.0,1.1809406,0.6144763,1.1266917,0.94477123,1.3419069,0.9762063,0.9508205,0.57934284,1.2925309,0.49320388,1.2715969,0.7832153,1.3727586,1.0573583,0.6541364,1.2413077,0.10378361,0.81252897,1.5158175,0.8188019,1.1799264,0.91958874,1.3571575,0.6809063,1.3049369,1.3117039,0.9718202,1.0996524,0.93602884,1.0503643,1.1293988,0.84198916,0.83778656,1.2371225,1.0985956,1.0123578,0.83554053,1.3830343,0.5799273,1.3529156,0.9526775,1.221048,0.82111126,1.3287778,1.477864,1.2312894,1.4009274,0.44656545,1.4938643,0.85943127,1.1921518,0.62851286,1.2733479,0.9039792,0.43037194,1.0316243,1.2342274,1.0644428,0.8892522,0.8057662,0.65829754,0.7391045,1.3123153,0.77136344,1.1352102,0.94021195,1.4625928,1.4816114,0.8492216,0.76212275,0.78132,1.0508908,0.99261254,0.82605034,1.3733594,1.1377866,0.61262524,1.1548116,0.8594892,0.75604725,0.49078333,1.1324282,1.2277107,0.82942986,1.1218282,1.0892912,0.76396286,1.467179,0.8978159,1.172531,0.5547148,1.2558985,0.6907936,1.1569848,0.7702284,1.2787552,0.5234628,0.9748189,0.88666856,0.72499645,0.76732063,0.7403106,1.1813525,1.4846257,1.2931614,0.3121475,0.93438077,0.9431022,0.67909557,0.6858014,0.5087911,0.85773,1.1431572,1.2941601,1.0637318,0.8773804,0.7864616,1.182172
butterfly,1.1212755,0.47058845,0.95444804,1.2593656,1.127934,1.096573,1.1371379,0.96395123,1.2652066,1.176548,1.1728709,0.65846163,1.035528,1.1757387,1.0938711,1.1195067,1.046793,1.092841,1.0400109,1.1051246,1.2022157,0.89998907,0.8239742,1.1809406,0.0,0.72920156,0.8756704,0.9113074,0.8991801,0.9634093,1.1991196,0.9632497,1.0492759,1.2545635,1.0363289,1.1499949,1.181781,0.84759784,0.82336456,1.1827505,1.1138244,1.1358174,0.8677475,1.1804624,1.0048369,0.6319702,1.2183802,1.1272717,1.0372174,0.9222142,0.6471783,1.1250079,0.8972845,1.0009216,0.60333216,0.8697553,1.1029786,1.1433588,1.1858103,0.49453533,0.7956186,1.107285,1.093542,0.81288064,1.2057737,0.85501564,0.6606294,1.0660076,0.930331,1.0436502,1.108092,1.3106191,1.0129067,1.045638,1.0730988,0.90912044,0.81397164,0.98675376,1.2115211,1.0430293,1.029015,0.75902224,1.2156034,0.81367373,0.928585,0.752849,0.84182626,1.0522387,1.019688,0.9122786,1.1598322,0.8813633,0.9391483,0.66766393,0.65604675,0.543138,1.047607,0.87411565,1.12793,0.99279165,1.132097,1.0376306,1.0093106,1.0876886,1.0519649,1.2014679,1.1810156,1.1122968,1.0181452,1.0924037,1.0319197,1.1626439,0.7397704,0.7352869,1.0292152,1.0690178,1.1242079,1.1174922,0.586711,1.0772432,0.9974465,0.837191,1.1965799,1.094068,0.9909461,0.91301256,1.0216938,1.0914093,1.1893272,1.1627283,0.64804983,0.5508862,0.9400534,0.9755536,1.2053655,1.2079135,1.0153037,1.0847566,1.0568233,0.976488,0.6865587,0.9991691
can,1.4350682,0.7415763,0.7291969,1.4144917,1.4875754,0.8917085,0.9709206,1.0015533,1.002132,1.1368184,1.4359461,0.2328754,1.1545144,1.4758325,1.0903368,1.390209,1.1963006,1.109761,0.35681993,0.5999912,1.1846564,0.929804,0.56972635,0.6144763,0.72920156,0.0,0.7885538,1.019132,0.9141662,0.76761127,1.2108105,0.5015132,1.1663966,0.94246495,1.2417237,0.99500173,1.4374897,1.0276875,0.4335338,1.357124,0.4640513,1.0851165,1.0862082,1.115722,0.7355442,0.44850647,1.3139244,0.9325661,1.2613158,1.3275547,0.7388309,1.0367885,0.779699,1.2693515,0.77117467,0.67670166,1.2078863,1.380627,1.4970071,0.7355927,0.6656214,1.363104,1.0934421,1.2024102,1.3206035,1.237251,0.5831695,1.286481,1.2393553,1.1709504,1.2297567,0.9975437,1.3318063,0.83545315,1.1013799,0.34653115,0.97158283,1.1662703,0.69606465,1.2853477,1.0806628,0.95188534,1.2185694,0.56956184,0.47766018,0.5369885,1.1852089,0.89855397,0.7934396,0.94616914,1.4722066,1.1114664,0.78702873,0.286183,0.34785867,0.7639739,1.2223983,0.53374577,1.4008095,1.0808746,0.94216627,0.95551157,1.0991728,1.0003438,0.4988246,0.9483658,1.1400311,0.9747291,1.2979581,1.1646967,0.9781267,1.3315709,0.64006096,0.8386675,0.7646905,1.3240426,0.7803347,1.2916746,0.28575164,1.0571327,0.356166,0.7586266,1.2796357,0.9235083,0.75754523,0.66467124,1.0023016,1.27719,1.4424255,0.7407875,0.6322951,0.5833773,0.5099207,0.55237365,1.1074253,1.4451544,1.015724,1.2662874,0.8329781,0.5093047,0.46438706,0.9753885
car,0.9817797,1.060363,1.0659587,1.0794567,1.0548761,1.1420081,1.0908184,1.0317901,1.0925553,0.92390394,1.0965874,0.7948395,0.87252825,1.085154,1.1085708,1.0731204,0.6915822,1.0759008,1.0322351,1.1114532,1.071214,1.1621523,1.0662086,1.1266917,0.8756704,0.7885538,0.0,1.0191784,0.8089674,0.865012,1.1883688,1.0358397,0.8571883,1.1465441,0.72932684,1.2450995,1.0885876,1.1428509,1.035475,0.7564028,1.1528641,1.1738853,0.77991056,1.1753147,0.923363,0.76871395,0.96526235,1.1812863,1.0454341,0.96773016,1.1507611,0.74931955,0.93272156,0.97035843,1.0523323,0.9624256,1.076796,1.2362392,0.9673288,1.0682352,0.9845743,0.8342421,1.1546968,0.96050864,1.0712074,1.123691,1.002017,0.91684735,0.72007567,0.8481887,0.97259086,1.0751274,0.95790803,1.073055,0.93872124,1.07196,1.0710405,1.0251338,1.1641349,1.0152662,0.4044633,1.0481527,1.3230164,1.0673261,1.0492201,1.1529837,0.94720066,1.1054126,0.72271323,0.9951068,1.0637829,0.8430411,0.9463718,0.96362543,1.0007558,0.7845434,1.0401118,0.9084814,1.1800728,0.6597028,1.2186245,0.83855355,1.1355428,1.0548619,0.8664178,0.86151266,1.0483655,1.0808145,1.0390223,1.0524628,1.1142645,0.959334,0.8072747,0.831911,1.2306035,0.9631333,0.9666301,0.8444629,0.9012088,0.9316181,1.059998,1.0366881,1.163105,1.2810535,0.9836254,1.1360601,0.64021045,0.92299944,1.057498,1.1318433,1.1412857,0.91657215,1.0375373,1.1190287,1.078687,1.0810791,0.8781809,0.8275251,0.46862948,0.7869949,1.0133227,0.9588564
carrot,1.1292069,0.8495318,0.8198328,1.0062091,0.99229014,0.9061131,0.90840375,0.69566727,1.1804576,1.0773752,1.1846492,0.9757915,1.0370091,1.0735176,1.1751348,1.0918938,0.8045163,1.1191404,1.1235588,1.0313983,1.0804111,0.7186699,1.0133071,0.94477123,0.9113074,1.019132,1.0191784,0.0,1.0789652,1.0908399,0.8339786,1.1521101,1.2161622,1.1799462,0.9132535,0.8759091,1.2124959,0.5144175,0.9485693,1.2151059,1.0139984,1.0704117,1.0664328,1.0957056,1.1234018,0.9314122,1.0553647,0.8796942,0.98840296,1.1018617,0.8075889,1.1554134,1.0227538,0.89087003,0.8531208,1.0219665,1.114774,1.0921297,1.1458453,0.970181,0.84829736,1.0764258,0.8804066,1.1094955,0.59320617,0.7156024,1.0322189,1.0984489,1.0684206,1.1128454,1.1423198,1.1018717,0.9989573,1.0348941,1.1383295,1.1424432,0.9161047,0.876825,1.0209146,0.6038152,1.1830422,0.91223,0.7574074,0.9794829,1.0215414,0.9624655,0.77142346,0.42234302,1.1027104,1.0425391,1.115799,0.9227848,0.97299993,1.0090733,0.97409576,0.72215533,0.8191868,1.087613,1.1655524,0.995281,0.9812641,1.0310396,0.41619527,1.1046952,1.2241546,1.149184,0.9980998,1.2005098,0.98214144,1.1566267,1.0317945,1.0864627,1.0515201,0.953005,0.92332107,1.1904591,1.1239482,1.0401164,0.9905787,1.0407122,1.1476806,0.79644024,0.9609705,1.0987916,1.0509915,0.8462348,1.1923693,1.1050373,1.1602885,1.0208619,0.9097006,0.7946291,1.0156091,1.0619029,0.9457191,0.9359558,1.138808,1.111065,1.0711402,1.1730239,0.97569305,1.1736095
cat,0.67955095,0.9081605,1.197799,0.98679805,0.9730826,1.1963099,1.2620151,1.2841659,1.2176499,0.6517571,0.8505826,0.8689379,0.8786932,0.8761731,1.1235402,0.83473307,1.0055033,1.2467413,1.128773,1.2582455,1.2936938,1.2584112,1.0433844,1.3419069,0.8991801,0.9141662,0.8089674,1.0789652,0.0,1.0760514,1.1959527,1.0721772,0.89881885,1.2882767,0.65850127,1.2007339,0.9246315,1.1433418,1.0947543,0.9747008,1.2921114,1.1502146,0.3927281,1.2836517,0.7334869,1.0568393,0.8803538,1.2161031,1.0214014,0.9814815,1.1066836,0.7147658,0.92376316,1.1384804,0.9778564,0.92352486,1.1479453,1.0203819,1.0423672,0.95689714,1.0056362,0.7325672,1.4051912,0.8292306,1.1847312,1.0763899,0.89508235,0.9694218,0.7139739,0.8530329,0.7838086,1.3241466,0.85367936,1.004065,1.0358139,0.97034246,0.96828556,1.1977531,1.1950629,1.0510134,0.8719398,0.9953901,1.2244868,0.9726072,1.0178547,1.0567465,0.8343328,1.124401,0.8206874,1.1011802,0.78103983,0.7433505,1.1297565,0.9413797,0.9820128,0.92922246,1.3241026,0.9547709,0.8458847,0.8373748,1.257368,0.98836416,1.107322,1.1386373,1.149043,0.8716053,0.55455583,1.0618428,1.2369682,1.1129477,1.0736606,0.74355674,0.9225389,0.8443324,1.2251562,0.9885564,1.0219188,0.99895316,0.8961725,0.37477368,1.021685,0.8725417,1.0588752,1.1953787,1.0003237,1.0726404,1.0578184,0.75021374,0.9876653,1.3021982,1.0443119,0.99147165,1.0879996,1.0105858,1.3641428,1.2162768,0.865821,0.9251207,0.81622994,1.0268873,0.9639673,0.733382
