,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
door,0.9628404,1.0980405,1.3282018,1.2617211,0.7559208,1.324738,1.2329152,1.2663963,1.1752145,0.3804791,0.8458058,0.70239276,1.0805898,0.56416875,1.012902,0.9724277,0.80032814,1.0723115,1.1929432,1.1506041,1.2946687,1.0592475,1.3098041,0.7883176,1.134345,1.159198,0.922291,0.782296,1.0636886,0.65589625,0.5758668,1.183557,1.0731174,0.57358974,0.90509886,0.9934558,0.96471775,1.2157084,1.221006,0.706503,1.0890317,1.2476963,0.64325213,1.1694629,0.9436338,0.8913419,0.8804312,1.1335472,0.0,0.75222504,0.79963094,1.3366847,1.0751945,1.403755,0.76629686,0.88466483,1.2198544,1.2326262,1.015922,1.0615515,1.1750821,1.3385277,0.7985147,0.88640165,1.1124254,1.2009856,0.9944743,1.4748828,0.8212851,1.2205325,1.0570982,1.184485,1.1526492,0.84836817,0.7522863,1.0388793,0.7638851,1.0629826,0.50136894,0.7978476,0.72453916,1.002915,1.2800477,0.9818852,1.094363,0.75446683,1.103202,1.2486823,1.1927153,1.1356221,1.2101676,1.1184112,1.3324348,0.42982483,0.9190723,0.79791987,0.7268736,0.95301837,1.1847025,1.1620505,1.1917738,0.9275218,1.2535788,1.0982482,1.2501955,1.1648936,1.2690351,1.242949,1.0250576,1.1033399,1.2464383,0.29900432,0.85793567,0.9809273,1.1689849,1.1608717,1.0084507,1.2024972,0.75013363,1.1928389,0.8734212,0.9324595,0.48282486,0.74611956,0.88579756,1.2833416,0.75212175,1.0868782,1.0857601,1.0559306,1.153918,0.9690126,1.2384785,0.69047713,0.72770995,1.0958136,0.81484693,1.3315364,1.2135994,1.194667,1.1063082,0.94569385,1.4246223,1.1909858,0.8374642,0.8662488,0.7008993,0.5638504,1.2331719,0.48030692
drawer,0.96014,0.8303255,1.2350931,1.0166715,0.8863619,1.1941355,1.1831664,1.0816172,0.772326,0.7772061,1.1173393,0.8729197,0.952607,0.4052273,1.0868466,1.0631831,0.8204997,0.9278065,0.7946955,1.1871108,1.121319,0.61245096,1.192615,0.6931462,0.9818772,1.107818,0.7139077,0.94264257,0.9425153,1.039922,0.3434981,1.2682412,1.1181638,0.805378,1.0555742,0.98754793,0.79232085,1.0356412,0.9883681,0.874378,0.91658443,1.0796303,0.7032148,1.0762575,1.041979,0.94892746,0.9032799,1.0054517,0.75222504,0.0,0.88842773,0.9945941,1.2146435,1.2975224,1.1288838,1.1326743,1.0356101,1.1381663,1.025054,0.9769233,0.8582183,1.1707773,1.0437123,1.104895,1.0477517,0.9247728,1.0074936,1.0879058,1.1076794,1.2682194,0.95244974,1.0872543,1.198459,0.7719982,0.9570656,1.0717052,0.7930044,0.941316,0.6032278,0.9362851,0.79286826,0.8661805,1.1233709,1.1043274,0.891749,0.9224659,1.0439223,0.9456849,1.1966186,0.99047244,0.95621926,1.1224731,1.1830506,0.45514166,1.2666707,0.9854706,0.8054713,0.7584117,1.0694443,1.0531671,1.0623463,0.7379708,1.3130487,1.0417235,1.1408219,1.2193794,1.108021,1.0077316,0.7469226,0.7964773,1.0862339,0.6728665,1.1730143,0.91419345,1.253523,1.2198604,0.9946434,0.94132507,1.039963,0.9632067,0.7806246,0.7445018,0.86100686,0.85246766,0.9501827,0.9513546,1.1326218,1.0130026,0.89291245,1.0544631,1.0366051,1.0080318,1.0112525,0.70420194,0.95794624,1.100757,0.94588834,1.0665102,1.0503343,1.0334594,1.1824319,0.8012566,1.0724744,0.76346314,1.0969542,1.0139942,1.0730145,0.58178806,1.1820464,1.0054476
dress,0.6217673,0.98541063,1.3702857,1.1511805,0.6467769,1.2878729,1.2561775,1.1857226,1.1093941,0.8444085,0.79913837,0.6636127,1.331309,0.7006075,0.49803925,0.892221,0.5823536,0.9823134,1.2291272,1.3015418,1.3352892,0.96141565,1.3067765,1.0556694,1.2262051,1.1664863,1.1665049,0.9366791,0.88804877,0.94931424,0.7838685,1.0146064,1.2982551,0.8202945,1.097385,1.2265338,0.9860012,1.2688812,1.1304624,0.7237207,1.0042486,1.4345391,0.6192704,1.3734536,0.8528484,1.047579,0.6008044,0.793833,0.79963094,0.88842773,0.0,1.0417955,1.3596375,1.3416402,1.0793369,0.80733323,1.1434379,1.0853747,0.91822886,0.8911838,1.171746,1.2689396,0.89827317,0.70365167,1.1843967,0.8558303,0.853788,1.3439124,0.74571216,1.1648724,0.8677417,1.1614003,1.0948758,0.96142876,0.4801004,1.0302024,0.4435867,1.262284,0.5474728,1.355842,0.6028636,0.8573153,1.2472123,1.0937003,0.60847306,0.7593087,1.0230166,1.0444889,1.3316996,1.1679327,1.2131025,1.1982219,1.399655,0.9304544,0.9826722,0.3502202,0.4323451,0.9871753,1.4322511,1.4468117,1.1498479,0.95686144,1.1762179,0.95836776,1.251022,1.0852244,1.2581289,1.0921383,0.8809118,1.3082573,1.2812877,0.81657577,1.0259919,1.0063884,1.0406859,0.98872644,0.42762685,1.297546,0.44093847,1.1115012,0.48447937,0.88680357,0.79839706,1.1594052,0.7807951,1.3196929,1.011019,1.1656017,0.9070576,0.9419822,1.3854678,0.91766155,1.2558613,0.7566033,0.4667127,1.0707517,0.80618644,1.4590076,1.1767398,1.2062994,1.3631036,0.8983443,1.3426608,1.1523732,0.94964665,0.8788281,0.86669016,0.888361,1.3157248,0.8424295
duck,1.1977978,0.8256312,0.751723,0.9343715,1.2134329,0.69252515,0.745729,1.0261751,0.9703734,1.3114191,1.0863379,1.1824005,0.7643999,1.1464515,1.1954598,1.0306602,1.1596694,1.0755459,0.8727032,0.825074,0.97174126,0.993519,0.8152011,1.0607742,0.8810659,0.9578484,0.7731385,0.9174838,0.9491537,1.0920721,1.0382718,1.1241431,0.9536287,1.2424632,1.0146255,1.1076895,1.0593011,0.91176295,1.061293,1.1597869,0.9851401,0.66761804,1.2538791,0.8113305,1.1163824,1.1464944,1.1108675,0.827237,1.3366847,0.9945941,1.0417955,0.0,0.8727416,0.8997539,1.1558626,1.1103748,0.74944735,0.74750334,1.0315838,0.98904115,0.9819566,0.816736,1.1517901,1.2138724,0.828824,0.7753039,1.0238063,0.5545086,1.1449851,1.0322917,1.0415313,0.7092815,1.0077698,1.2149248,1.1032645,1.0951279,1.0783615,1.194111,1.2133508,0.9374325,0.9935329,1.0321863,0.9933709,1.1602075,0.95930076,1.1806387,0.9742791,1.006537,0.6793699,0.97675836,0.6997324,0.8689569,0.7158162,1.2338868,1.1499606,1.1741464,1.067413,1.1216652,0.7548271,0.80853564,0.8372042,0.8544322,0.9446169,0.92490774,1.052089,0.99953943,0.7187296,0.84858227,1.0536678,0.85960066,0.7483802,1.3585525,1.2045996,0.9713309,1.1260117,1.1957742,0.9834208,1.0717373,1.1546028,0.99222076,0.9657866,1.1289173,1.2121724,1.1702545,1.0975938,0.62332135,1.1883192,0.7972412,0.88359207,1.1587689,1.120015,1.1928304,0.6731427,1.178509,1.1315035,1.1267378,1.2622902,0.7727056,0.7139202,0.7732327,0.9419808,0.9641657,0.66780305,0.994305,1.115947,1.0925531,1.109857,1.1506003,0.673071,1.2407771
ear,1.4054599,0.9650131,0.66045684,1.0244427,1.2664547,0.86308616,0.86824703,1.1012533,1.0540742,1.2320186,1.1147107,1.3034258,0.48264217,1.3214042,1.4091012,0.78463,1.3642001,1.2274575,0.85020745,0.43912446,0.88343126,1.1987699,0.5285654,0.9664938,0.85857564,0.9391007,0.71158314,1.033021,1.1758875,0.9776406,1.1789784,1.1192253,0.75328654,1.2073182,0.81047875,0.75549567,1.1178334,0.88802916,1.1822586,1.2616156,0.98081475,0.39348674,1.3820187,0.52624035,1.1993352,1.0499438,1.3194939,1.0365226,1.0751945,1.2146435,1.3596375,0.8727416,0.0,0.82003784,0.9654491,1.1259284,0.88531613,0.822801,1.0593791,1.1010473,0.9229527,0.9637048,1.0768801,1.3074155,0.7435922,1.0639077,1.2290347,0.8010777,1.1913948,0.95077926,1.2299018,0.7632193,0.9254373,1.2447368,1.3717275,1.0437878,1.415135,0.9415753,1.3007743,0.50387573,1.0479678,1.1932678,1.0277804,1.0224737,1.4314547,1.2725123,1.042938,1.1003889,0.30328476,0.78715277,0.72732925,0.694492,0.59752357,1.08485,1.0490217,1.3816249,1.392657,1.0611103,0.4240402,0.37712872,0.9747421,1.0017754,0.7009792,1.0332136,1.0221001,0.91153574,0.6484236,1.1165345,1.0200546,0.70792377,0.7190999,1.1845926,1.106889,1.0502079,1.101901,1.1982032,1.3717829,0.9860223,1.3607059,0.99273187,1.3558528,1.3231517,1.1458695,1.0524601,1.3325062,0.58576596,1.0899315,0.69928133,1.0563897,1.1954664,0.79815257,1.3063002,0.81576085,1.2330225,1.3710666,1.0798758,1.2582383,0.8161243,0.68494266,0.64800084,0.48393196,0.8246181,0.8748504,1.152981,1.0422597,1.1315923,1.0136298,1.0768943,0.3946147,1.0957289
egg,1.2630906,1.0263338,0.41904163,0.53302646,1.3265183,0.6135404,0.684882,0.41544873,0.9984235,1.3461626,1.2290665,1.4065026,0.9707146,1.4938624,1.2070949,1.2067286,1.3755075,1.104074,0.99574906,0.8294253,0.308531,1.1149795,0.4972002,1.201292,0.828029,0.9355132,1.0867158,1.314477,1.049712,1.2964935,1.4254186,0.48883957,0.7501443,1.3395774,1.0112102,1.049398,1.1689171,0.57651293,0.7447949,1.3838043,0.8471558,0.8029652,1.4852672,0.7429215,1.1975944,0.7180005,1.3691076,1.1052313,1.403755,1.2975224,1.3416402,0.8997539,0.82003784,0.0,1.0991626,1.205098,0.8594388,0.89485514,1.118149,1.1399852,0.9354954,0.75550205,1.1932087,1.2034972,1.0301142,1.1123018,1.2309656,0.60147065,1.2699721,0.5158285,1.1281352,0.95804316,0.92504317,1.2647797,1.434538,0.8787925,1.4221072,0.9769266,1.5047667,0.9342658,1.2523199,1.0667862,0.37369543,0.8502077,1.2059299,1.325544,0.9831669,0.7430902,0.8071623,0.80353606,0.97302467,1.0131584,0.36642247,1.3387157,1.056605,1.4450475,1.4208629,1.0648645,0.8976828,0.890715,0.66741043,1.1481538,0.62396985,1.1223083,0.28656518,0.9235933,0.6024145,0.81647325,1.2272289,0.9729418,0.83506155,1.3817219,1.0753556,1.0717509,0.58847255,0.47581935,1.3090185,0.9773411,1.4238286,1.014368,1.317398,1.1684315,1.2937746,1.0000074,1.2589455,0.9043343,1.1688857,0.8953784,1.1004205,0.56800765,0.72141707,1.0297027,0.85310596,1.4008822,1.414798,1.0863433,1.1217883,0.5335991,0.90572053,0.85662013,0.897539,1.0725566,0.72248256,0.7885897,1.1615169,1.254435,1.3118069,1.474196,0.85303473,1.3479052
elephant,0.88795936,1.1497713,1.0824966,1.1340849,0.916278,1.2471306,1.1857512,1.108904,1.1887515,0.5545315,0.7067045,0.8738166,1.0251771,0.9080291,0.888118,0.91726804,0.85264534,1.0183998,1.2730609,1.2047094,1.1208282,1.20174,1.173146,0.98382163,1.2590499,1.0697267,1.1661835,0.9976769,0.91911507,0.4758786,1.208451,0.91551095,1.1933905,0.8912377,0.8101146,1.2081454,1.0462773,1.1664301,0.9284554,0.9529878,0.81209326,1.0974956,0.9924803,1.2086186,0.9719088,1.1463754,0.9424907,1.2454207,0.76629686,1.1288838,1.0793369,1.1558626,0.9654491,1.0991626,0.0,1.0789938,1.0983537,1.1554853,1.0991474,0.9516813,1.0529715,1.0898817,0.7004211,0.8408032,1.062891,1.2188984,0.7872764,1.1459289,1.0797414,1.0834494,1.0674324,1.2091845,1.0606309,0.9399803,0.91241455,1.1365688,0.9531072,1.1301042,1.0450842,1.0421836,1.0601366,0.82236016,1.1653063,1.1381621,1.0961915,1.1264457,1.07215,1.1963315,1.046414,1.1692688,1.0287958,0.9917426,1.0876397,1.0471215,0.38085902,0.92430866,0.9420889,1.2070637,1.0756203,1.1029998,0.91491944,1.0436867,1.1394926,1.071828,1.127256,1.0921189,1.0449272,1.1092908,1.2689167,1.2858031,1.1106954,0.92893624,0.2233268,1.1573505,0.90291417,0.9450503,1.1206514,1.1700375,0.9384834,1.113484,0.97767293,1.0321884,0.8466189,1.0655832,0.7437731,1.107335,0.2852534,1.1724069,1.1120405,0.93180346,1.1859093,0.96153975,1.0771651,1.2274365,1.0081276,0.9725758,0.9297483,1.1608218,1.1135463,1.0632627,1.0696403,1.1496432,1.2495286,1.1935894,0.8062421,1.0214814,0.8417693,1.1475656,1.0728788,0.72894824
face,0.83130133,1.0381395,1.0655514,1.1362882,0.7530052,1.1101482,1.1830727,1.1705772,1.2633256,0.91201913,0.9427495,0.8666605,1.1524658,1.0374641,0.723953,1.0025643,0.9088512,0.95959175,1.2555684,1.2582755,1.3031664,1.1707141,1.1740478,1.1686362,1.2774858,1.1426904,1.277854,0.9762073,0.8189765,0.8941897,1.0832027,1.0632852,1.1888735,0.93932533,1.1476147,1.150635,1.0625317,1.072767,1.1159079,0.9148779,1.0984612,1.2395465,0.9155637,1.2921929,0.924314,1.0944213,0.76481944,1.0166813,0.88466483,1.1326743,0.80733323,1.1103748,1.1259284,1.205098,1.0789938,0.0,0.8965177,1.2133048,1.0243158,0.9274613,1.1111641,1.1545037,0.9815725,0.8069171,0.6196318,1.1241534,0.9208553,1.2106694,0.17358792,1.1013381,0.7348645,0.89338076,1.1725146,0.9860907,0.60325587,0.95597386,0.76005393,1.1805689,0.87521285,1.2606512,0.88091135,0.8730968,1.2131679,1.1148518,0.8400096,0.8940848,0.750787,1.0337588,1.0680251,1.3339746,0.94849724,0.67980707,1.145915,1.0855587,1.0476762,0.61922127,0.8026925,1.147532,1.2181897,1.1877782,1.1759688,1.1919484,1.0382328,1.039068,1.2557352,1.135278,1.0728176,0.9283108,1.1680737,1.1884426,1.0541536,0.9810645,1.0239024,1.1360277,1.0360292,1.0574625,0.67806894,1.2105526,0.4745733,1.0670406,0.8281077,1.1880807,0.92765313,1.1069144,0.95357287,1.1131668,1.0226272,1.1427779,1.1723986,1.0702895,1.2796139,0.81237733,1.2273879,0.9671204,0.52446926,1.0061274,0.89282185,1.249155,0.85975045,0.9603443,1.190719,1.3097141,1.278151,1.1617932,0.90953636,0.8740665,0.79450995,1.1256673,1.0021901,0.87598157
finger,1.2956234,0.3838519,0.64701986,0.9621295,0.91181386,0.85929817,0.9239947,1.0475782,1.3098716,1.3322108,1.0969005,1.3132942,0.73706615,1.2714946,1.1556026,1.1817045,1.276813,1.2615151,1.0309592,0.9124336,1.1335334,1.3147784,0.7309628,1.0821674,1.1217964,1.2087952,0.8504032,1.2413241,0.59620637,1.0437051,1.0739603,1.201895,1.043657,1.34578,0.88001657,1.1791061,1.1112982,0.7563776,1.0562766,1.3091763,0.88270843,0.62123436,1.4523207,0.8983195,1.2933472,1.2156291,1.0872914,0.7302393,1.2198544,1.0356101,1.1434379,0.74944735,0.88531613,0.8594388,1.0983537,0.8965177,0.0,1.016282,1.1994689,0.5089952,0.7035955,1.0608007,1.189301,1.326393,0.41746736,0.63924354,1.2910194,0.61653733,0.89988744,1.1232235,0.3681345,0.5868913,1.0741099,1.2764809,1.1405635,1.264263,0.99582285,0.99670506,1.3049059,0.94125104,0.7130507,0.8578085,1.0970219,1.2794583,0.8200014,1.2966306,0.6169011,0.8873767,0.5891959,1.0455804,0.33087158,0.5476791,0.65122443,1.2639863,1.1178219,1.1943415,0.9549843,1.1693726,0.6185629,0.65727293,0.74516416,0.88263774,0.7258847,1.2255635,1.2020347,1.1053298,0.48548192,0.8502571,1.2257612,0.914921,0.44908118,1.383503,1.0931813,1.1793703,1.211567,1.2700343,1.1012858,0.9761774,1.0593218,0.8470225,0.6687871,1.2323453,1.1764259,1.2692026,1.3275515,0.43955195,1.1935099,0.8360857,0.7042788,1.2863071,0.9260845,1.2831225,0.7776884,1.2813199,1.1307249,1.2812362,1.3913679,0.8980061,0.12231976,0.34516954,0.815479,0.9759326,1.0230194,1.2659354,1.1720831,1.2362175,1.2194868,1.1964328,0.42040557,1.2631845
fish,1.042475,1.0002897,0.7854779,1.0488124,1.3184949,0.7212565,0.73635626,1.0032897,0.9944883,1.3315269,1.1048185,1.3383086,0.73766035,1.2818398,1.3295108,0.6305207,1.2839458,1.1482993,0.8017718,0.6670529,0.9719717,1.1492927,0.7018823,0.8599819,0.8982103,0.5518952,0.7600156,0.7980139,1.0881727,1.0105859,1.2050252,1.0702615,0.7158123,1.3456346,0.97500724,0.9275281,1.0411636,0.92306906,1.036873,1.2725356,0.8245331,0.63131726,1.2963892,0.7654736,0.9537832,1.0367438,1.0659705,0.8573073,1.2326262,1.1381663,1.0853747,0.74750334,0.822801,0.89485514,1.1554853,1.2133048,1.016282,0.0,0.86801404,1.1239153,0.8472681,0.6402757,1.1233833,1.0547712,1.0043539,0.7993479,1.2168038,0.6651975,1.2311945,0.97465307,1.1309316,0.8035449,0.5929254,1.1292145,1.2918923,1.1528136,1.2558457,0.96724385,1.3975663,0.68048435,1.147494,1.2758008,1.005821,1.11026,1.0712541,1.1175497,1.1075356,0.91843224,0.7555624,0.7364727,0.8667713,0.88473856,0.74803805,1.181675,0.97618043,1.3222857,1.279722,0.96651375,0.61447173,0.6779583,0.8036553,0.7314245,0.78662694,0.6578269,1.0102067,0.65988314,0.8433373,0.829605,0.93599993,0.8144218,0.84782094,1.2420534,1.173467,0.635377,1.1731812,1.1485462,1.1736313,0.82120025,1.3382319,0.89275306,1.2071513,0.92340195,1.3002063,1.0880611,1.3167381,0.7141723,1.0496621,0.7980235,1.0183277,1.1917971,0.78078693,1.0577123,0.7407206,1.0804889,1.3232888,1.2444333,1.3547646,0.7575601,0.92833817,0.9064733,0.7347134,0.80968714,0.8137896,1.1662586,1.0297456,1.1601264,1.124594,1.0943823,0.79182017,1.1434149
flower,0.94359124,1.1231561,1.1160899,1.0361211,1.0714395,0.91030234,0.8502555,1.0194986,0.719693,1.1022763,1.0443064,1.0269644,1.1066151,0.98947823,1.089011,0.9805685,1.044946,1.0907456,0.8757802,0.93111575,0.99062556,0.7196506,1.1205728,0.9731115,0.79700387,0.7148634,0.95690036,0.6224108,1.1081877,1.1938729,0.9805706,0.84993356,0.9463462,0.9295204,1.0986137,0.842957,1.0184027,1.1367184,1.063537,0.92810404,1.1633706,1.1161488,0.9347396,0.9804566,0.8874576,0.9054183,1.034999,0.9117104,1.015922,1.025054,0.91822886,1.0315838,1.0593791,1.118149,1.0991474,1.0243158,1.1994689,0.86801404,0.0,1.0978539,1.2005756,0.895133,1.0427722,0.93390626,1.1856377,0.95346355,0.978351,1.0421364,1.0149646,0.99862987,1.074436,1.0181032,0.92177767,0.99780446,1.011051,0.84037036,1.1108451,0.9708604,0.9912683,1.0148124,1.1461027,1.1792727,1.0468982,0.8550953,0.9631079,0.8630099,1.0756744,1.0000153,1.2046576,0.9653841,1.2336305,1.1504555,1.1694642,0.99842554,1.0589064,0.99525297,1.1196752,0.8604667,1.083195,1.1108114,1.0311985,1.0577377,1.0004629,0.53200233,1.0122207,0.91807204,1.207234,1.00341,0.8237821,0.9871234,1.1556844,0.87574434,1.1539197,0.7382195,1.0083286,1.0090406,0.9291865,1.035566,1.0742052,0.9730279,1.1791354,0.997088,1.0934553,0.99179655,1.0482804,1.1886069,1.1267927,1.0362116,1.0193291,1.0706856,1.0547165,1.0344007,1.0112268,0.87908185,1.0153332,0.92451674,0.91632754,0.9990386,1.2016402,1.2194823,1.0373846,0.96175337,0.8878818,0.8285803,0.85924697,0.9428542,0.96512234,0.89789283,1.199175,0.906106
foot,0.8678571,0.4671901,1.1001421,1.0183372,0.6773943,1.1225877,1.1727531,1.0851035,1.2624373,1.0584692,1.0127056,0.9042462,1.0167495,0.9287022,0.8959623,0.97094977,0.825241,1.1227428,1.1369447,1.1730366,1.2624315,1.1416628,1.0816766,1.0831155,1.2205187,1.1202328,1.0426387,1.1631565,0.75710344,0.8919903,0.9754954,1.166658,1.2286618,1.1568534,0.8024701,1.1933167,1.031601,1.0278411,1.1256082,0.9478386,0.9445604,1.0820328,1.0832988,1.1769056,1.1690578,1.1057928,0.72466254,0.7397196,1.0615515,0.9769233,0.8911838,0.98904115,1.1010473,1.1399852,0.9516813,0.9274613,0.5089952,1.1239153,1.0978539,0.0,0.86428136,1.1721318,1.0908917,1.0993927,0.8086691,0.65877295,1.0481881,1.0357816,0.888866,1.2015915,0.4521438,0.9180658,1.0700204,1.0081377,0.94147646,1.1910818,0.70645165,1.0293242,0.9914136,1.1981975,0.5522466,0.7174752,1.1316173,1.1591045,0.5887646,1.0276287,0.7776047,0.89402294,1.0467427,1.0783035,0.79591656,0.8409102,1.1204196,1.1130906,0.96951926,0.890504,0.63376045,1.0415788,1.035789,1.0550088,0.9568581,0.8865521,1.0174953,1.2140764,1.2754757,1.1046506,0.90446186,1.060057,1.0677403,1.1919706,0.8294454,1.1588869,0.9129666,1.0443798,1.2033656,1.1925782,0.9106763,1.0310551,0.88028485,0.63005424,0.47597486,0.9450996,1.0377566,1.1706245,0.9755045,0.7821283,1.0289799,1.0982116,0.42597902,1.1857971,1.041074,1.1037782,1.1219773,1.0621657,0.9521577,1.2052897,1.1912527,1.2354141,0.54046804,0.7975131,1.0619224,0.9157869,1.2087363,1.221467,1.1190978,1.0549976,1.1100032,1.0728676,0.89457977,1.0996331
fork,1.1337906,0.78882724,0.8881129,1.0086386,1.1039312,1.1643287,1.1235344,0.90840447,1.0836123,1.1578265,1.1728165,1.3690425,0.8200453,1.1222658,1.2067211,0.76565135,1.251589,1.2100868,0.8961792,0.9168694,0.9342287,1.222645,0.80751836,0.5291214,1.080609,0.97759336,0.9001552,1.1451255,0.8415443,0.96623975,1.0467861,1.0330983,0.86828274,1.3343709,0.7865811,1.0989149,0.695133,0.8584481,0.7950555,1.3893881,0.61697084,0.6511013,1.3625839,0.8585333,1.0909424,1.1575216,1.2217473,1.0086985,1.1750821,0.8582183,1.171746,0.9819566,0.9229527,0.9354954,1.0529715,1.1111641,0.7035955,0.8472681,1.2005756,0.86428136,0.0,0.9877039,1.1206955,1.1682688,0.65411407,0.960834,1.3086764,0.8306143,1.097526,1.0853618,0.8553255,0.8392534,0.95402175,0.7600339,1.3287637,1.2268078,1.1742301,0.58042616,1.2310487,0.7624485,0.88223255,1.0116115,1.0637337,1.15076,1.085593,1.2582166,0.78961647,0.9576587,0.8135112,0.8280345,0.5476377,0.7910572,0.8783798,1.0151957,1.0476156,1.3067505,1.1896122,0.9839846,0.5624633,0.5745525,0.71507853,0.9118494,0.865096,0.81416774,0.9805827,1.0115972,0.7831918,1.0613146,1.0633148,0.8336602,0.7350165,1.222736,1.0794712,1.1354196,1.1135216,1.0642352,1.1148572,0.480749,1.2563128,0.8212919,0.94295764,0.68758285,1.2055926,1.0314881,1.279254,0.6738172,1.086566,0.9379135,1.0006504,0.9972291,0.41678524,0.9082306,0.8827683,1.1778054,1.3036153,1.2442713,1.3365228,0.9445878,0.6884744,0.6571693,0.6701315,0.77332735,1.138819,1.1857524,1.1950412,1.1810533,1.1088556,0.8949069,0.697801,1.2354466
frog,1.1146449,1.0563365,0.5745169,0.68790424,1.4396267,0.71154124,0.62187344,0.6177367,0.8511981,1.4370184,1.1807971,1.3608608,0.95612705,1.422843,1.2272071,1.0644697,1.3220848,0.9713821,0.7948607,0.8031118,0.86227775,0.9276527,0.69473803,0.99766856,0.8076407,0.6729293,0.9349503,1.0220706,1.1497022,1.2479501,1.2594217,0.8735782,0.7284662,1.2530626,1.1922727,0.9104512,1.0024296,0.7510419,0.764809,1.2983115,0.8639406,0.7552389,1.366766,0.87183285,0.8878575,0.94777554,1.1273314,0.6984818,1.3385277,1.1707773,1.2689396,0.816736,0.9637048,0.75550205,1.0898817,1.1545037,1.0608007,0.6402757,0.895133,1.1721318,0.9877039,0.0,1.2216423,1.2885976,1.0085814,0.8981676,1.1192046,0.52855045,1.2002734,0.8177836,1.1569954,0.83522654,0.74843055,1.0831809,1.3028547,1.0489383,1.3592443,0.83621633,1.4071643,0.9150153,1.3778728,1.1886512,0.63273406,0.9717124,1.0530866,1.1260306,1.1351624,0.79525495,0.9611508,0.86529875,0.96840197,0.958548,0.6369085,1.3114165,0.9173349,1.3415719,1.3495778,1.0709969,0.8191359,0.8451314,0.7247382,0.968421,0.7813252,0.6348663,0.7859452,0.78640676,0.7577947,0.58827907,0.9273975,0.8308234,0.91536766,1.4131199,1.2059457,0.77176774,1.0142568,1.0056185,1.1401913,0.6390393,1.3786747,0.7891394,1.3614883,1.0190544,1.307977,1.1236016,1.2084333,0.83282495,1.1785014,0.7657757,1.0249027,1.0176612,0.79984766,1.0246695,0.74876654,1.0954533,1.3495154,1.0507698,1.3030741,0.5042718,0.9946396,1.0168955,0.84525615,1.009737,0.38308895,0.896405,1.1497638,1.1528543,1.1717335,1.1317947,0.95228857,1.313108
giraffe,0.8347893,1.2293187,1.3246624,1.1440966,0.8774221,1.1770558,1.1638083,1.1562988,0.88788015,0.70363605,0.8037243,0.8207076,1.1605893,0.75721616,0.8957165,0.99011415,0.821977,0.93879205,1.144389,1.2186702,1.0681801,1.0542419,1.2710963,0.97192717,1.1624354,1.1096622,1.1725385,0.8508313,0.9801723,0.83471376,1.00246,0.92946804,1.1253755,0.79017043,1.0266403,1.0973736,0.78789043,1.284125,0.880954,0.8627246,0.9781704,1.2320685,0.73218167,1.188172,0.86219764,1.0045795,0.9470908,1.2487626,0.7985147,1.0437123,0.89827317,1.1517901,1.0768801,1.1932087,0.7004211,0.9815725,1.189301,1.1233833,1.0427722,1.0908917,1.1206955,1.2216423,0.0,0.660151,1.171015,1.2453529,0.84691256,1.174011,1.0136538,1.0523294,1.0559202,1.2758476,1.0929543,0.895887,0.9056163,1.017159,0.9505758,1.0791957,0.7858179,1.0783067,1.0142436,1.012412,1.1262026,1.0848019,1.0077872,0.9045643,1.0185246,1.1780062,1.1954877,1.1713094,1.2344499,1.1077641,1.3188734,0.8919413,0.67446136,0.8607954,0.9809352,1.014938,1.219307,1.2022767,1.1672906,1.1165342,1.1483225,1.0374904,1.0118089,1.0854154,1.3162209,1.1057979,1.1495084,1.182044,1.2095184,0.74368,0.6404889,1.0533745,0.84897125,0.8858758,0.8905982,1.1404967,0.8778875,1.1993405,1.0521493,0.96662587,0.8819182,0.9656044,0.7768128,1.2947981,0.6479646,1.2348468,1.1872178,0.8126593,1.1970581,0.81360936,1.1518927,0.95762706,0.9295867,0.87171394,0.83048224,1.2338352,1.2548804,1.1617986,1.103328,1.1780665,1.2437263,1.1125159,0.7635674,0.9308096,0.90386516,0.9772901,1.2493877,0.6316855
