subject_id,n_categories,mean_distance,std_distance,min_distance,max_distance
00320001,162,0.976555217546829,0.2786796798804081,0.013823344417322914,1.62564297387456
00500001,161,0.9823682436259847,0.2801813564258927,0.02672362887047175,1.6335078573207273
00560001,161,0.9686707754027231,0.2704521159821131,0.03856510028451432,1.605346295997923
00400001,161,0.9838941763022566,0.28482010127265917,0.012000268176047824,1.6789485221330533
00420001,161,0.9523161344656135,0.2832638499861484,0.03394988884021366,1.6321280103979317
00370002,161,0.980314991627822,0.27552517957419137,0.026381021074363353,1.6266234779926636
00510002,160,0.9709229554082863,0.27326594446842817,0.047942937012093956,1.6359941409549474
00430001,160,0.9627162374232673,0.28798216134917126,0.0065704051021618914,1.6126691290174537
00400002,160,0.9827113647412156,0.282396535809027,0.0469176102436718,1.672340822554042
00820001,160,0.9906342651512222,0.28674006501475263,0.031391658887395923,1.689233111982095
00240001,159,0.9695385198462476,0.28301234788677815,0.03984445355262789,1.6759836117506495
00370001,157,0.9630684992462769,0.27351501256582317,0.02148883423043091,1.63856382875467
00510001,157,0.9838018986261133,0.2710037088584486,0.03818475814821887,1.6636800946626629
00320003,156,0.9787783471884947,0.2706008086891872,0.02128204374342557,1.6342801046293887
00320002,156,0.9873448078001705,0.27960857412830936,0.02986561066286675,1.6577158960506466
00220001,155,0.963769214681912,0.2775988246167524,0.021973699114548606,1.6207177196292133
00720001,154,0.9809420005737288,0.26511139682973706,0.04177239592105497,1.61647373845474
00360001,153,0.980295446617729,0.2592704365543869,0.04959558232189032,1.6163262199022128
00400003,153,0.966474399408445,0.29083768455155146,0.028200834586064816,1.6263646369050389
00680001,152,0.9395355105522546,0.2431049409428058,0.05469086292543901,1.560800595536747
00590001,152,0.9519425278331013,0.24527800300448332,0.053914562132805655,1.573955044860996
00490001,150,0.9779768782548369,0.27421682519407387,0.050079298514526194,1.6262403431348846
00230001,143,0.9798768071826958,0.26849496939760636,0.05322820635742875,1.643461862622841
00390001,141,0.9702200416718962,0.2495974290080925,0.04465906022469113,1.5682337675989046
00460001,140,0.9564096532772306,0.2498433026382617,0.01482807742194625,1.576548894999571
00440001,134,0.9500055587795662,0.24841612926132028,0.05536222125002377,1.5715888432809155
00550001,132,0.9588987630373219,0.2589978616794296,0.045378996213004785,1.5919158492397263
00350002,123,0.962054323823975,0.24725975711214274,0.06081273612184146,1.6173222276245793
00430002,112,0.9204666354664128,0.2441645762569777,0.09224066699522604,1.5227704596674658
00350001,111,0.9632783454530858,0.23925064765191514,0.04066089195094613,1.497941877954526
00340002,99,0.9142334300238468,0.25754471172797805,0.03570548410708019,1.5220579367137206
00270001,55,0.9323731463095639,0.24411194118317886,0.04174373282445043,1.4089119465133066
