,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
fish,1.0122088,0.66572213,0.77750087,0.92067426,1.0759484,0.9179437,0.9411805,1.012626,0.9838611,1.151063,0.63946027,1.1999459,1.083532,0.69860196,0.99070483,0.95451427,1.1610701,0.82534313,1.17502,1.3948572,1.1322416,1.0429678,1.0787691,0.6884669,0.77715796,1.0817769,0.94510263,0.70112664,1.1210638,1.0305104,0.78225803,1.2170348,1.2369415,0.9977761,1.1873149,0.87550664,0.61413896,1.2162982,0.8284546,1.1660385,0.8922316,1.2229989,1.1018654,1.2061142,1.1172022,0.70034313,0.75813967,0.9322575,1.0957977,0.80844927,0.0,0.8265005,0.79233265,0.7614664,0.78363836,0.99943346,0.7299987,0.71171373,0.8488197,0.89243895,0.81162584,1.1137564,0.8305513,1.0083098,1.0650223,0.97228676,1.2635044,0.82519567,0.8355538,1.1609963,0.7722305,1.1277893,1.1251268,1.2300506,0.95949095,1.1167878,0.89379567,0.6691715,0.7296071,0.86614513,1.0940907,0.7502926,1.3191668,0.845263,1.1288943,1.0134475,1.0747379,0.5708196,0.6674404,1.1082987,1.0921032,0.9895118,1.2258544,1.0548707,1.2293749,0.9813972,0.98775077,1.2370558,1.1533985,1.2254374,1.0410892,0.8084432,1.258037,1.1234864,1.0209225,1.0687919,1.0570029,0.998811,0.86535597,1.1408117,1.2009647,1.1351584,0.633659,0.99813145,0.8441693,0.7217755,1.0983806,0.8952291,1.1263199,0.7184281,1.2230897,1.0652654,1.3115703,0.95636976,0.6505427,0.737825,1.1551405,0.6928927,1.1369324,1.2767036,1.044897,1.1708059,0.93707657,0.6172176,1.110842
flower,1.3519207,0.7141041,0.35098493,1.355072,0.84897375,0.74141,0.52333754,0.90641665,1.4162283,1.5406635,0.7040528,1.4611931,1.3098462,0.99429715,1.5406623,1.0880646,0.69106466,0.3029287,0.8408042,1.296102,0.796837,0.93623877,0.7740456,0.80130106,0.6095515,0.65479046,1.1350851,1.2442883,1.2058554,0.9890743,0.49187827,1.260479,0.9722201,1.2473551,1.5025096,1.1258299,0.4107368,1.3248892,0.38702178,1.0639915,1.3972952,0.9831181,1.2432065,1.196156,1.1866196,0.95023495,0.53573346,1.2606113,1.2025557,0.94051296,0.8265005,0.0,0.9945179,0.52614176,0.65010214,1.3494177,0.7716642,0.9731145,0.89868015,1.3130574,0.69755083,1.2865672,0.5943877,1.3083785,1.2980112,1.4485426,0.7415266,1.4487027,1.0100057,1.2069753,0.41582918,1.1552455,0.750556,1.1114309,1.3904569,1.1039145,1.0538075,0.59310246,0.6797277,0.8405769,1.1685079,0.4902842,1.272267,1.131936,1.2452393,1.4708035,1.0982064,0.4950521,0.5317775,1.1935245,1.1652954,1.1122358,0.8565124,0.41965616,0.80512244,1.2500057,0.48127007,1.2903265,0.59206885,1.297945,0.9472251,0.52100813,0.852569,1.1067151,0.76969874,1.4253087,1.1228423,1.3720331,0.5331621,1.2940627,1.287365,1.309874,0.40201354,1.1529478,0.7536731,0.98496455,0.88479894,0.71474844,1.3274647,0.42060912,1.0151691,1.4345818,1.49334,0.58322716,0.6742211,0.97391045,1.4054432,0.64336693,0.54333544,1.3458108,0.95809096,0.64587426,0.7543124,0.6523774,1.2166268
foot,1.0372325,0.8273241,0.8750961,1.0417732,1.2054815,0.9985573,1.0277277,1.1361315,1.2297556,1.2941412,0.73641926,1.3442025,1.0649648,1.0073053,1.1875257,1.1343149,1.1908842,0.98924774,1.274169,1.301105,1.1184682,1.1008904,1.1425112,0.801902,0.9295043,1.1967908,0.6345222,0.9962645,1.2182305,1.0823858,0.9385775,1.2661769,1.2558846,1.0633601,1.2618053,0.6519072,0.6862123,1.2122505,1.0022622,1.1574364,1.0561556,1.237577,1.2352135,0.98589295,1.123881,0.34493685,0.73572046,1.0095103,0.93415916,0.24858934,0.79233265,0.9945179,0.0,0.7389593,0.88412565,1.2225145,0.3823818,0.89628285,0.38445842,0.85499597,0.46480906,0.7024476,0.920683,0.94558626,1.215987,1.1154871,1.2412649,0.8914638,0.83391154,1.115389,0.97847825,1.1493921,1.1041636,1.0119783,0.9976233,1.1632309,0.76852006,0.5034036,0.9473634,0.4809656,0.47666484,0.6233419,1.3077939,0.865293,1.2055883,1.0151066,1.0849509,0.71594036,0.75784767,0.84974235,0.9348828,1.1432892,1.2073174,1.2202983,1.2772206,0.7791875,0.7909485,1.2645895,1.1701078,1.2581587,1.1502793,0.9184695,1.1939813,1.1039379,1.0134314,1.0816735,0.96359694,0.9248389,1.1017718,1.2397705,1.2555535,1.3151679,0.7421193,1.0797063,0.9030001,1.0791447,1.160343,0.9530447,1.1556956,0.6907632,1.310289,1.0540688,1.3510396,0.90168226,0.28114903,0.4753545,0.94540036,0.9154367,1.1847947,1.2607282,1.226245,1.2662804,1.1900076,0.34010684,1.1945972
fork,1.3963027,0.75409806,0.5176532,1.3295232,0.95649505,0.8557038,0.61581,0.90682906,1.4338157,1.5693123,0.6133404,1.5061374,1.385638,0.8862892,1.5881426,1.2605457,0.8248688,0.42820346,0.784636,1.3237747,0.7886275,0.90256906,0.7902413,0.6821004,0.66440374,0.88184524,0.9925749,1.2772813,1.2273896,0.87497795,0.50620157,1.343069,1.0322571,0.9241307,1.5413026,1.0047858,0.29082483,1.3582523,0.45724344,1.0169147,1.4414301,1.1149871,1.2984003,1.053806,1.333581,0.8389989,0.43336153,1.268246,1.237705,0.74987304,0.7614664,0.52614176,0.7389593,0.0,0.7171519,1.3468715,0.64325655,0.90701425,0.74613535,1.292701,0.61949456,1.1051545,0.63603866,1.2357684,1.1851512,1.4326906,0.90219915,1.3697553,0.56407404,1.2172871,0.4555385,1.0833378,0.90155977,1.0533065,1.3694621,1.1989069,0.9102718,0.5824895,0.6254389,0.66083896,1.0741291,0.55060315,1.2506037,1.1570858,1.3985522,1.4048755,1.1241812,0.26482475,0.27065438,1.1024605,1.0559161,1.1818429,0.8751769,0.7874377,0.78512853,1.1721967,0.6491914,1.2708845,0.7350742,1.2857258,1.1569331,0.6744454,0.9015925,1.228374,0.681616,1.4246743,1.0582613,1.2622584,0.40718818,1.408937,1.2162572,1.3739649,0.42624998,1.2715778,0.7190756,1.0161245,0.797289,0.29169786,1.2457887,0.5393567,1.1495185,1.3982075,1.4806082,0.55403614,0.58265704,0.6563213,1.0915818,0.6105309,0.7224178,1.2521473,1.3196018,0.9222982,0.65268415,0.3952735,1.3359206
frog,1.1253672,0.8027318,0.74847174,1.2322026,0.96972597,0.89650357,0.67423695,0.9307403,1.3794849,1.3043752,0.6778513,1.264334,1.1711371,0.7534325,1.2507775,1.0660338,0.7094889,0.7191062,1.0858079,1.1094,0.9110291,0.9416615,1.0024792,0.7514195,0.84348273,0.9795599,0.928214,1.1347209,1.0952345,0.94358206,0.7675922,1.2541499,1.0362121,0.9120465,1.2454425,0.78163505,0.6695375,1.13589,0.8092303,1.0688432,1.1014742,0.8097622,1.1844369,1.0469196,1.17823,0.92163223,0.8091184,1.1848469,1.0077851,0.8205898,0.78363836,0.65010214,0.88412565,0.7171519,0.0,1.4098308,0.7641088,0.7428122,0.778175,1.1921699,0.7321225,1.0219831,0.7626668,1.1462867,1.0072123,1.2941926,0.8074461,1.1531701,0.95164996,1.0574831,0.7459971,1.0184247,0.8398353,1.129704,1.0876915,0.98122525,0.85117406,0.8864995,0.8489327,0.84330034,1.1012675,0.8752683,1.2813872,1.0309185,1.197239,1.3022075,1.0426795,0.6365289,0.6631912,0.9976861,1.1032002,0.878325,1.0079415,0.8431822,0.95749664,1.1734841,0.8448378,1.0411904,0.8460755,1.2892679,1.1660571,0.45893866,1.0783436,1.174674,0.6851722,1.253222,0.8762496,1.2131075,0.7285625,1.3632874,1.2868941,1.0149721,0.65832746,1.236557,0.8894391,0.8009834,1.0390049,0.8715241,1.0779023,0.7564713,0.91599315,1.2812057,1.30583,0.74580526,0.7775375,0.9837759,1.1774274,0.84962237,0.5264144,1.2645397,1.2097887,0.955666,0.92582417,0.7686849,1.2222302
glass,0.71893203,1.1886001,1.3773391,0.7636732,0.9853928,1.0898414,1.2690601,1.0649238,0.5466948,0.62173045,1.3187199,0.7996544,0.7199698,1.1078466,0.6616702,0.9046409,1.1894071,1.2932643,0.9185911,0.83932376,1.17778,1.1101314,0.98044133,1.1850493,1.2733037,1.1337152,1.003347,0.7606912,1.0216501,1.0626593,1.2677515,0.86542714,0.9962222,0.95292246,0.7333084,1.0414176,1.4393888,0.8500308,1.1949852,0.94957304,0.800791,1.0455747,0.8462064,1.0343417,0.7918937,1.1871113,1.316684,0.74240875,0.8774978,1.2595959,0.99943346,1.3494177,1.2225145,1.3468715,1.4098308,0.0,1.2559456,1.1545386,1.2212389,0.7920229,1.3656398,0.92936486,1.3437576,0.9038902,0.79229146,0.7371287,0.98829275,0.8598585,1.0328869,1.0125709,1.1993811,0.9965309,1.1295257,0.8249547,0.818087,1.0061189,1.177137,1.3022487,1.1789459,1.2311577,0.9500644,1.3508918,0.81499666,0.84664094,0.7342073,0.7649393,0.8711264,1.4097228,1.3740704,1.0018495,1.0052669,1.0389841,1.1129439,1.1203449,1.0441028,0.9719073,1.3223431,0.84168285,1.2783211,0.78673553,0.97050345,1.3215451,0.96872157,0.81813174,1.26244,0.7458042,1.0340774,0.909613,1.2660822,0.7184137,0.6657017,0.8574049,1.4622612,0.69333756,1.1853486,1.0694627,1.1015947,1.1258401,0.8118665,1.3445613,0.92630845,0.7932128,0.58334047,1.266293,1.3870144,1.0772533,0.74777174,1.2308336,1.3270655,0.702376,0.77234817,1.1347874,1.1385989,1.3506714,0.80128276
glasses,1.1122823,0.7412854,0.65601873,1.1532507,1.1062784,0.9551799,0.953207,1.0050426,1.3297069,1.358263,0.5220647,1.3844782,1.1855117,0.70332325,1.2685772,1.1753721,1.0666854,0.72335124,1.1673757,1.3005327,1.1425993,1.115691,0.9852213,0.7730627,0.66619,1.0038296,0.97687036,0.9268936,1.087497,1.149001,0.6658566,1.2691613,1.1354321,1.0218098,1.2868801,0.8673931,0.5708907,1.2379184,0.7550316,1.239664,1.0688446,1.100094,1.1799741,1.0341682,1.1960716,0.3135352,0.7197932,1.1636436,0.78006524,0.5072052,0.7299987,0.7716642,0.3823818,0.64325655,0.7641088,1.2559456,0.0,0.806264,0.68158424,0.8442838,0.53377366,0.9205214,0.6252946,0.86146307,1.2375183,1.1608083,1.134273,1.0197729,0.90786636,1.1198946,0.6797968,1.1755112,1.0670451,1.1106491,1.1467216,1.1286662,0.9615877,0.47224092,0.9073188,0.52289224,0.7152767,0.5748712,1.2730575,0.9754411,1.2526716,1.0918516,1.1936882,0.5920796,0.6509708,1.1284364,1.0864514,1.1147985,1.1960421,1.0366181,1.1862769,1.0278933,0.7546086,1.1684802,0.940623,1.243364,1.1205338,0.8317816,1.0783288,1.197342,0.97054595,1.0974107,0.9299613,0.9884311,0.83332217,1.3180907,1.2772781,1.4050207,0.5445914,1.2280468,0.950721,1.0205438,1.1202642,0.85740995,1.2297637,0.7215254,1.2012582,1.1825314,1.4573268,0.7480131,0.36466604,0.7622712,1.1765668,0.8465166,0.98719895,1.3837267,1.2251799,1.054804,0.91776276,0.30270255,1.1775393
glove,1.1905129,0.8126048,1.0044609,0.97662216,1.0233892,1.0410061,0.9318407,0.8746613,1.2809938,1.1297328,0.73253316,1.0260072,0.9430315,0.7845206,0.9553769,1.2786685,1.0341625,0.95880973,1.1038765,1.0970194,0.98232365,1.1310383,0.83759445,0.79143846,0.6802956,1.0185261,0.75203586,1.1471344,0.87043744,0.90322614,1.071433,1.1575973,1.0325581,0.8252017,1.0961374,0.96579516,0.95959723,1.1081765,0.9318317,1.1208264,1.0275383,0.8561019,1.1676224,0.9891356,1.0739189,0.8309943,1.0406874,1.2022716,1.1896659,0.7330158,0.71171373,0.9731145,0.89628285,0.90701425,0.7428122,1.1545386,0.806264,0.0,0.9296825,1.1690847,1.0587792,0.7197226,0.65485525,1.0467108,1.1498772,1.0129164,1.1880065,0.7661822,0.87673414,1.0366304,0.95823634,1.1115097,1.1043551,0.9109284,0.5098572,1.1027527,0.87334645,1.0676482,0.5734204,0.76315564,1.0669668,1.1074908,1.1524861,1.1130857,1.0350311,0.9672751,1.0612638,0.9325757,0.9369607,0.97814226,0.857665,0.7355873,1.0809578,0.9820615,1.1440814,0.94988763,1.0594414,0.80723816,0.8798546,1.2533883,0.9968462,0.9210277,1.1251609,1.0783573,0.8970088,1.0609363,0.5253889,0.7106868,0.7321805,1.3146447,1.2007179,1.0072274,0.78819025,1.0976937,0.8581226,0.7345498,1.1378908,0.8186439,1.2006433,0.9721667,0.91645586,1.1016757,1.3421595,1.0448194,0.7376828,0.91411537,0.9046178,0.6371954,0.9146955,1.3309681,1.3119388,0.99523234,0.92570734,0.8500892,1.2572957
gum,1.1335508,0.798245,0.75765234,1.2691454,0.9795611,0.7182127,0.8253136,1.1465589,1.3428853,1.398983,0.86965144,1.371949,1.2597129,0.9732746,1.3505142,1.1712422,0.95093286,0.84414196,0.9977996,1.2410781,0.9588592,1.0305316,0.98986,0.6769137,0.9799071,1.2191381,0.45157075,1.2177073,1.3213854,0.99362785,0.8472283,1.326693,1.1322076,1.063216,1.3895508,0.559353,0.62323844,1.2928238,0.8618045,0.81669104,1.2269881,1.2060461,1.3943799,1.0292969,1.3440847,0.62611014,0.6169348,1.1093218,1.0649968,0.46300888,0.8488197,0.89868015,0.38445842,0.74613535,0.778175,1.2212389,0.68158424,0.9296825,0.0,1.0760641,0.48921603,0.7802941,0.9268182,1.1117327,1.2153794,1.312491,1.0753055,1.1322958,0.80604863,1.2015916,0.9517372,0.97009116,0.83097184,0.9116452,1.067088,1.187506,0.6881783,0.50319374,0.95386827,0.8137145,0.6638185,0.5935241,1.3955057,0.9525888,1.3932302,1.2629945,0.89681005,0.66812307,0.6799323,0.51014674,0.9342594,1.1372379,1.0841916,1.2022084,1.0104963,0.9399933,0.72151506,1.2865424,1.0305773,1.3750625,1.126977,0.84890676,1.0276351,1.2368715,0.9459341,1.3004322,0.9984231,1.1839535,1.03509,1.3233511,1.2205715,1.23563,0.734782,1.0521069,0.6628295,0.9386757,0.9803421,0.8531618,1.175463,0.54549235,1.2667245,1.2551872,1.3253055,0.6790314,0.48391163,0.32897758,0.8675071,0.99587876,0.96640855,1.131512,1.2937884,1.2434578,1.2593336,0.5207104,1.3425165
hair,0.37124503,1.2239759,1.2952814,0.5763801,1.235532,1.2231644,1.3372079,1.3181742,0.689631,0.66418946,1.2303053,0.89105535,0.7605887,1.0293089,0.62885946,0.79826814,1.3721297,1.4453725,1.4836297,1.1564633,1.2754521,1.0014347,1.4769558,1.0969195,1.398051,1.1488724,1.0443903,0.34646028,0.9855615,1.2097169,1.3616679,0.8874984,1.1389279,0.86987674,0.7390011,0.9078753,1.3573974,0.9244972,1.4976561,1.356931,0.2802838,0.9859169,0.8603756,1.1537579,0.76096517,0.67906827,1.352677,0.7351782,0.56151444,0.9040057,0.89243895,1.3130574,0.85499597,1.292701,1.1921699,0.7920229,0.8442838,1.1690847,1.0760641,0.0,1.1460887,0.6983286,1.2882469,0.49718148,0.91282654,0.6081077,1.2758056,0.64281094,1.109519,0.97640723,1.4127108,0.98338705,1.165352,1.0503073,0.7479702,0.9510024,1.0003666,1.0886985,1.467675,0.9619373,0.6749594,1.210153,1.0246247,0.42171133,0.78443015,0.6474985,1.2100902,1.3221054,1.3376067,0.9332746,0.91369575,1.165229,1.2010202,1.2364767,1.4428102,0.630954,1.2485609,1.0961844,1.3964425,0.81409705,1.0687882,1.1997427,1.2473347,0.9057481,1.3142679,0.47698444,1.1117303,0.854832,1.4863145,0.7816384,0.94825554,0.99565446,1.3790526,0.88936776,1.4248792,1.2578989,1.2530006,1.3413038,0.8212968,1.3270056,1.0900223,0.59348255,0.74973905,1.4933774,1.0408676,1.0467173,0.8178511,1.422397,1.4634733,0.90425634,0.7292727,1.1968163,1.2113004,1.0495113,0.73336756
hamburger,1.2305994,0.74099624,0.49837255,1.3450129,1.0057878,0.8103871,0.67322403,0.9230269,1.4371595,1.4777641,0.71207595,1.4776381,1.3501477,0.96862835,1.4459078,1.2140108,0.93066216,0.64576846,1.0049294,1.3282367,0.77526,1.0720955,0.9665935,0.6083722,0.8135634,0.9816062,0.8430244,1.2258493,1.2687505,1.0040758,0.6232387,1.3248827,1.1690717,1.2500883,1.415274,0.8436502,0.48838538,1.2645223,0.69956124,0.9640174,1.2933158,1.183111,1.3367532,1.0857992,1.3119524,0.6279424,0.47560692,1.1245407,0.9689494,0.6001634,0.81162584,0.69755083,0.46480906,0.61949456,0.7321225,1.3656398,0.53377366,1.0587792,0.48921603,1.1460887,0.0,1.1156225,0.730368,1.2225646,1.2911205,1.3537745,0.9260844,1.2561808,1.0068579,1.1537845,0.7771501,1.0094866,0.82370794,1.1091027,1.3040509,1.0957686,0.7169606,0.45461398,0.8841158,0.76588875,0.6629426,0.3842615,1.2940071,1.0413885,1.3823093,1.2879648,1.107311,0.582322,0.6313837,1.03924,1.1308329,1.1320026,0.8819718,1.0276372,0.90989983,1.0351838,0.5090579,1.282655,0.90731776,1.2990763,1.1187502,0.71072197,1.0341555,1.2304778,0.66159093,1.3358792,1.0126865,1.2123609,0.82417226,1.3681929,1.307373,1.3584538,0.48237276,1.2621628,0.74021065,1.0526706,0.94319135,0.87853515,1.2671723,0.4288947,1.2201207,1.2721753,1.4459428,0.5040484,0.44217026,0.61984766,1.2677372,0.8465787,0.7466608,1.2798692,1.259159,1.009447,1.1202521,0.43467087,1.3457084
hand,0.7194388,1.1570057,1.2932763,0.57606316,1.2016151,1.1589918,1.2156384,1.2854276,0.94813275,0.83820164,1.2000723,0.9704842,0.8003747,1.0381162,0.8428137,1.0243424,1.2708911,1.4187262,1.2839093,1.0517023,1.1619945,1.127777,1.3065989,1.090022,1.3737273,1.2380302,0.5590993,0.85175115,1.0934169,1.0920461,1.3840028,1.008541,1.1415539,0.706892,0.9130418,0.79490745,1.3102146,1.050573,1.4056376,1.2217548,0.653107,0.92897516,1.0084091,0.99119616,0.8663921,0.7721358,1.2664422,0.9292111,0.83106446,0.47880965,1.1137564,1.2865672,0.7024476,1.1051545,1.0219831,0.92936486,0.9205214,0.7197226,0.7802941,0.6983286,1.1156225,0.0,1.3263505,0.7525963,0.9339945,0.929371,1.2168617,0.71712005,0.7290432,1.0630965,1.3878899,0.99008894,1.1502526,0.7045956,0.4797876,1.0550777,0.93948746,1.1491984,1.3107028,0.89694667,0.58798885,1.2238194,1.0778196,0.8551433,0.855913,0.79234433,1.1288276,1.2693822,1.15942,0.67695534,0.6970637,1.1483996,1.1422858,1.2417693,1.2881967,0.6942967,1.1509914,1.1034327,1.2997394,0.9647119,1.0077978,1.1454166,1.1094195,0.92193586,1.2501888,0.7605811,0.8866029,0.79468083,1.2936697,0.9770252,0.8592613,1.0194743,1.3098962,0.983622,1.2855268,1.1781038,1.2000059,0.9607197,0.87646115,1.1794474,1.0680158,0.884054,0.85687757,1.3993115,0.83381504,0.78301907,0.36451077,1.361733,1.3255652,0.819898,1.030878,1.2521142,1.2839873,1.0933349,0.96877575
hat,1.425061,0.6497687,0.49455363,1.4415144,0.6325791,0.6208919,0.7024994,0.788206,1.4559771,1.3948472,0.54338306,1.3235022,1.3606999,0.850066,1.337513,1.2269449,0.7243577,0.46600193,0.7303896,1.1587448,0.90205956,1.0111612,0.5484213,0.7487242,0.38960522,0.7376187,1.1391956,1.2805552,0.9407975,0.96906483,0.47642744,1.2974023,0.882402,1.1567342,1.351543,1.1648744,0.524185,1.21122,0.43649042,0.8899302,1.3807528,0.99366647,1.3273878,1.0030888,1.2993529,0.8710604,0.5431215,1.2542673,1.2053671,0.86992025,0.8305513,0.5943877,0.920683,0.63603866,0.7626668,1.3437576,0.6252946,0.65485525,0.9268182,1.2882469,0.730368,1.3263505,0.0,1.1761682,1.297898,1.1844008,0.96656215,1.2543111,1.0907757,1.1055192,0.46344602,1.3288759,0.8547691,1.184176,1.2531585,1.1058921,1.0877768,0.635034,0.5281542,0.75322783,1.1909759,0.6092573,1.2712126,1.2212415,1.2994263,1.3482023,1.0093273,0.61111647,0.6746383,1.2499765,1.1963134,0.88550144,0.9911413,0.822491,0.78628623,1.243705,0.63718355,0.8677064,0.5503313,1.4137754,0.99862343,0.66794884,0.85639495,1.2264893,0.72308266,1.3112851,0.8258737,1.1572077,0.44640982,1.4398608,1.3520981,1.2235026,0.32871222,1.2646941,0.5308105,0.84441495,0.8870898,0.77299124,1.3000252,0.59412503,0.9872312,1.3218055,1.5463266,0.4725275,0.60459745,1.0061115,1.4666592,0.53102136,0.5516206,1.430081,1.317111,0.78288627,0.754146,0.55249166,1.3966863
horse,0.7264168,1.1199993,1.263829,0.70722866,1.1642799,1.2096716,1.3524747,1.1570024,0.7791137,0.7085243,1.0662756,0.696528,0.87109816,0.9882119,0.67279464,0.8601576,1.2533833,1.3057718,1.3359112,1.0038375,1.2785919,1.1165859,1.2362816,1.140971,1.1355397,1.1742282,0.9862091,0.5316324,0.68257916,1.1197897,1.2937145,0.707296,1.0400395,0.88690406,0.68771166,0.8328366,1.2920289,0.8845682,1.3477535,1.3367889,0.46208167,0.9586362,0.76269364,0.990489,0.9041859,0.7696941,1.3295481,1.0253894,0.63766176,0.86965996,1.0083098,1.3083785,0.94558626,1.2357684,1.1462867,0.9038902,0.86146307,1.0467108,1.1117327,0.49718148,1.2225646,0.7525963,1.1761682,0.0,0.8695029,0.573337,1.1835706,0.5492735,1.0870086,0.8986885,1.2683916,1.0153596,1.2749344,1.0410559,0.78929996,0.9768939,1.0833664,1.1457907,1.2722797,1.014105,0.8219253,1.2329087,0.9406655,0.8911678,0.86594164,0.5765377,1.1558932,1.2435162,1.2455482,0.9212975,0.9899179,1.1158158,1.2225945,1.2231159,1.3792527,0.66429186,1.2716942,0.9453819,1.2240431,0.783926,1.1212386,1.1400537,1.1355954,0.9930554,1.3600866,0.5225086,1.113024,0.70064396,1.3278091,0.8256157,1.0115349,0.956685,1.3208072,0.95767885,1.2804483,1.0263463,1.2927364,1.299295,0.8609003,1.2991011,1.0069222,0.66675115,0.74684936,1.45115,1.0215697,1.0592364,0.88472027,1.2311263,1.3665533,1.0221848,0.92174774,1.1818764,0.9121109,1.0868611,0.7269723
hose,0.7673531,1.1886792,1.3620726,0.8988762,1.0735354,1.1684964,1.180515,0.9885771,0.6735507,0.64322513,1.2372448,0.6707775,0.87644964,0.9118684,0.72307533,0.93155247,1.0818871,1.3436271,1.0601646,0.8466097,1.1501186,0.8732872,1.2269143,1.1747365,1.3902817,1.161209,1.0846864,0.85707355,0.89577115,1.1023192,1.1363109,0.8327624,1.0348662,0.68095124,0.70658004,1.015064,1.2907274,0.821609,1.3332787,1.0391237,0.74040043,0.9078363,0.7807253,1.0103182,0.9288535,1.2207782,1.2963984,0.8766268,0.91609544,1.277709,1.0650223,1.2980112,1.215987,1.1851512,1.0072123,0.79229146,1.2375183,1.1498772,1.2153794,0.91282654,1.2911205,0.9339945,1.297898,0.8695029,0.0,0.8565404,0.98809046,0.9682599,0.95679796,0.9224709,1.2042141,0.93863004,1.1919866,0.95861423,0.95979786,0.806157,1.0773258,1.3387877,1.2825354,1.1666968,1.0615839,1.3563973,0.9072995,0.97804826,0.90075946,0.8705186,1.0163339,1.2154454,1.1687242,1.024537,1.0581099,1.0362415,1.0805305,1.0623626,1.0087943,1.0554738,1.3943745,0.82428825,1.1570942,0.8363193,0.9459637,1.106977,0.99098325,0.912983,1.0312271,0.8696183,0.993655,0.9913519,1.106828,0.79252625,0.7975257,0.6589878,1.3387034,0.9715822,1.2842691,1.0655065,1.0263281,1.0798002,0.2260294,1.3588834,0.76543885,0.9208715,0.5519433,1.2294687,1.4147409,1.1542875,0.78972846,1.3064358,0.986468,0.7232891,0.898213,1.1653844,0.8878316,1.3301115,0.81399375
jacket,0.70754576,1.3225374,1.3778689,0.6439582,1.2071745,1.2920629,1.4048567,1.1935797,0.53265965,0.38768446,1.0837733,0.45308566,0.6254641,1.0516644,0.26648927,0.8076494,1.3869866,1.4467914,1.4348572,0.89049876,1.3382535,1.05519,1.2558949,1.1340721,1.1057233,1.208035,1.1134669,0.557486,0.61600053,1.1129007,1.4639235,0.54851216,1.0977066,0.9284909,0.42001748,1.030442,1.4322448,0.67353266,1.4866642,1.2712251,0.5015044,1.0371685,0.5738669,0.9437643,0.6908765,1.0019177,1.4699461,0.909538,0.7559658,1.157783,0.97228676,1.4485426,1.1154871,1.4326906,1.2941926,0.7371287,1.1608083,1.0129164,1.312491,0.6081077,1.3537745,0.929371,1.1844008,0.573337,0.8565404,0.0,1.1847593,0.32713938,1.1954534,0.77479935,1.4479883,1.0087823,1.2504802,1.0626689,0.5871146,0.9612038,1.1017864,1.2783785,1.1831107,1.1761391,0.9642471,1.368225,0.75152874,0.92082393,0.62326145,0.2838192,1.0774593,1.4306777,1.4473412,1.015727,1.0754578,0.9115881,1.2571647,1.3128966,1.4896826,0.83635134,1.4182996,0.6863034,1.3575374,0.5930252,1.1733606,1.3651075,1.3420188,0.8850421,1.2723038,0.21909392,1.0462112,0.40404224,1.3982935,0.62181777,0.91574323,0.7726116,1.4077837,0.9169214,1.2450638,1.0572127,1.2963939,1.4484377,0.85862845,1.4265065,0.9891528,0.20908642,0.58554155,1.554306,1.2947192,1.2522953,0.89075524,1.1214067,1.4456048,0.93061304,0.8094037,1.220983,0.980257,1.2668711,0.6655013
