,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.6118289,1.1792632,1.2114171,1.0983536,0.77895916,1.2305021,1.2810774,1.0207738,1.0900168,0.7822664,0.0,0.66996425,1.207844,0.85246474,0.8209965,0.8914821,0.69316405,1.0198925,1.1873391,1.2991805,1.31024,1.101514,1.099868,1.1124018,1.3152559,1.0708017,1.2653027,1.1612794,1.0036981,0.50219595,1.1239904,1.2446624,0.88985866,1.0100896,1.1839832,0.98241574,0.8831086,0.7395955,0.95917183,1.237346,0.91348666,1.3201901,1.110494,0.52825767,1.0053627,0.90638745,1.172633,0.94952667,0.88904905,1.2049263,0.6511385,0.9518666,1.14207,0.9371507,1.1514935,1.1610804,1.0485293,1.2868545,0.9906921,1.0229981,1.0357227,1.1327014,1.1595231,0.73731685,1.3010397,0.8456826,1.1345457,0.9675258,1.261812,0.82834023,0.7164403,0.8522017,0.7871603,1.1081476,0.71466714,1.1925831,1.0727316,1.2785844,0.7743921,1.007605,1.0978843,0.8384718,1.1193999,1.0750421,1.070869,1.1891944,1.2282037,1.217322,1.1585338,1.2284148,1.1316732,0.41534,0.8114248,0.70759994,1.0034273,1.259177,1.2270597,0.8829369,1.1465842,0.766846,1.0549946,1.0883597,0.9984471,1.29729,0.77857405,1.232408,1.1626008,1.1757398,0.97450715,1.0896838,0.7188938,1.248008,0.95701593,1.0113494,0.79631436,1.0189724,0.81898355,1.0349586,0.86705124,1.0925483,0.99771583,1.2594185,0.4972213,1.2395482,1.1774615,1.2704031,0.91747814,0.9398985,1.2126575,1.1586771,0.87479925,0.9087789,0.78166586,1.2594526,1.1735253,1.1161659,1.1666793,1.2094882,1.1832491,0.9309966,0.7920205,1.1538868,1.247877,1.1948614,0.86621135
bed,0.35104883,1.3566788,1.495012,1.2204607,0.47705686,1.4912174,1.4310851,0.8903741,1.1161653,0.52912176,0.66996425,0.0,1.4615827,0.6249846,0.43897903,0.97364783,0.124818325,0.9050768,1.0352789,1.6072766,1.5453283,0.7443235,1.5355508,1.0899993,1.5235254,1.1786237,1.3520652,1.2544148,1.1898714,0.5946567,0.9243045,1.5293313,0.5273139,0.82163835,1.1419814,1.1603913,0.9030806,0.12266213,0.94706017,1.5782486,0.39801955,1.6160443,1.1397738,0.5772081,1.0099659,0.5765641,1.0900767,0.61633253,1.0078964,1.4760951,0.5171022,0.74643755,1.3449318,0.7812338,1.5910838,1.2618763,1.1148077,1.575258,1.207541,0.79892373,0.8679067,1.3102134,1.2373035,0.6145294,1.5158606,0.70865244,1.4338806,0.9300897,1.4262332,0.7004692,0.5111394,0.8282681,0.2889071,1.0518179,0.30022764,1.4020002,0.76749676,1.5279503,0.74025744,0.9754884,1.0906447,0.669362,1.2888365,1.1588879,1.5221798,1.4697456,1.2275226,1.495621,1.1511962,1.4578209,1.0105448,0.5966871,0.37948924,0.30965996,0.7801457,1.502691,1.4701523,1.129332,1.4290009,0.63439363,0.7970317,1.2376838,1.111919,1.517679,0.68242496,1.5023754,1.0119137,1.3119915,1.2370855,0.91684353,0.96571505,1.5205003,0.9221202,0.8517168,0.42954493,1.0598454,0.4132266,1.1443496,0.5672864,0.9423529,0.9104228,1.5905397,0.29154456,1.3973262,1.2604868,1.5984519,0.82667947,1.3062366,1.4005775,0.8197516,0.38166368,0.7889768,0.34480208,1.5295764,1.4131978,1.4103725,1.3782598,1.2507973,1.3183383,0.63734996,0.76282346,1.1698346,1.1206548,1.5724438,0.5681094
belt,1.574308,0.7840954,0.41209853,1.0908558,1.4512988,0.7432984,0.7812392,1.2219547,0.78914344,1.2768619,1.207844,1.4615827,0.0,1.2624464,1.3845941,1.1496173,1.3797967,1.1337514,0.9810711,0.3406546,0.42530578,1.2187264,0.5450378,0.98026556,0.5174256,0.8909793,0.60593337,0.5756355,0.5687712,1.0847235,0.9706154,0.45975876,1.230264,0.9482501,1.1083237,1.0528898,1.2893974,1.3581855,1.2124751,0.18505138,1.3166035,0.327456,1.188673,1.4517756,1.2258141,1.2198029,0.7303265,1.3588063,1.0048178,0.63570094,1.1430941,1.3054082,0.643202,1.3122047,0.3501386,0.9294322,0.9471405,0.37587142,0.9683319,1.3551705,1.4584538,0.65295565,0.76534396,1.3536252,0.7628081,1.3185304,0.60422075,1.2664952,0.41813827,1.2457602,1.3942027,1.2397758,1.2615881,1.2179761,1.3006773,0.6157322,1.0390785,0.4589473,1.382307,1.0589904,1.1625425,1.4867578,0.6984857,1.0117974,0.56041837,0.34621465,0.56505466,0.47948277,0.7265453,0.5431104,0.91473883,1.4591532,1.4546492,1.3489102,1.3344382,0.23137951,0.22168636,0.7203327,0.67328095,1.4417744,0.72152096,0.8814221,1.0610179,0.6239692,1.3025267,0.7108679,1.0195459,0.599248,0.94811875,1.1651839,1.0319608,0.48126316,1.0246093,1.2759717,1.3184905,1.1752954,1.2945614,1.0882382,1.3982513,1.0943103,1.1834881,0.29397178,1.4183058,0.8425085,0.6764749,0.39920318,1.3870044,0.8037454,0.9465282,1.2292607,1.3851426,1.4117559,1.5316553,0.5288661,0.6215186,0.40019095,0.5229807,0.4272679,0.88189864,1.4406904,1.2778615,0.92765665,0.75453466,0.18119001,1.2861831
bench,0.8116629,1.2534733,1.4157774,1.1281117,0.93151426,1.3908821,1.3622627,1.036101,0.79545045,0.6637474,0.85246474,0.6249846,1.2624464,0.0,0.99882144,1.0721086,0.6836601,0.62640685,0.8881203,1.3019878,1.1854963,0.65992725,1.3092499,0.6146997,1.0581292,1.2209144,0.8864174,0.89736974,1.3095117,0.9959346,0.3647517,1.3970001,0.8603139,1.0664545,1.1148565,0.9859838,1.0670252,0.661258,0.91770273,1.3128345,0.514455,1.2932044,0.99970967,0.8809974,0.9894259,0.7810443,0.8816154,0.8873359,1.1845868,1.3471732,0.88525933,1.0773457,1.3698938,0.8407154,1.1250113,1.0006669,1.1342266,1.1720752,1.1922288,0.9012113,1.0318393,1.3462338,1.2290355,0.6685099,1.2972931,1.0549698,1.3058376,1.122879,1.3599918,0.7481648,0.8616784,0.7025833,0.86637795,0.99470323,0.82659495,0.88939023,0.5704976,1.1404963,0.9574668,1.3171504,1.0480168,1.0079031,0.87280095,1.2682883,1.3190398,1.4547583,1.1382332,1.1491225,1.3976156,1.402991,0.87308073,0.9099132,0.87547827,0.8107697,0.871932,1.201638,1.2329826,1.0277977,1.3197893,0.8979901,0.9658802,1.0808207,0.82125103,1.1912456,0.94848853,1.2728258,0.89476776,1.0225041,1.246287,0.80435157,0.8849336,1.376899,0.99266505,0.8595122,0.9544466,0.93223065,0.9154774,0.6631979,0.8652897,0.90281856,0.58954954,1.2812457,0.6801274,1.1602488,1.2626344,1.1942887,0.59909666,0.91026294,1.0820153,0.60643774,0.90449405,0.6812561,0.33967352,1.2838318,1.4049463,1.3892257,1.3065057,1.1411511,1.1679132,0.6469879,0.7381151,0.8409236,0.7831435,1.3761564,0.67505395
bib,0.46923018,1.0736034,1.438462,1.1369555,0.49243987,1.4132849,1.3152022,0.91248167,1.233616,0.8625811,0.8209965,0.43897903,1.3845941,0.99882144,0.0,0.8908717,0.38913596,1.0761075,1.046638,1.5993977,1.5400925,0.9401714,1.4329965,1.2015619,1.540564,1.0751085,1.4485937,1.331403,0.92291856,0.6706772,1.208543,1.4659952,0.72231257,0.80949485,1.1459599,1.2307224,0.871924,0.5674462,1.0024917,1.5179706,0.72647536,1.6057788,1.1516439,0.7258117,0.91587853,0.88251406,1.1558809,0.42670512,0.7687324,1.3534214,0.61798316,0.6765815,0.98127025,0.9051947,1.4874461,1.259723,0.93297493,1.48015,1.0865521,0.81175506,0.78414214,1.0455962,0.8708002,0.83562744,1.2603717,0.60959285,1.2517083,0.6189529,1.2219998,0.9065667,0.55512154,1.0264361,0.32311308,1.065625,0.32937658,1.3694963,1.0107232,1.5530922,0.7881679,0.93361056,1.1546835,0.47083718,1.2837238,0.8680637,1.4346688,1.3058611,1.2028418,1.2547631,0.91972953,1.4098687,1.1170572,0.6438215,0.21217924,0.3299029,0.7888401,1.4980626,1.486278,1.100774,1.2208762,0.66723394,0.90894014,1.1888757,1.2126615,1.4405594,0.513529,1.4299085,1.0091605,1.3142346,1.0889964,1.1327945,1.0389884,1.2992892,0.5283725,0.9476187,0.31202853,1.0397367,0.36934274,1.3030889,0.7847302,1.0823057,1.1138924,1.508234,0.6480124,1.4071796,0.9380634,1.5139953,1.0304261,1.3025095,1.2546916,0.9842093,0.33221352,0.9366862,0.70861965,1.4960966,1.0960892,1.0688798,1.2679769,1.2209023,1.3363154,0.817446,0.9135318,1.1252966,1.3081537,1.3776836,0.8303931
bird,0.59202754,1.0883772,1.2169836,1.0329782,0.9568391,1.1442326,1.0962871,0.8893679,1.0574491,1.0413883,0.8914821,0.97364783,1.1496173,1.0721086,0.8908717,0.0,0.9449422,1.0575016,0.7338836,1.2584919,1.2666608,0.8867304,1.0632634,1.0331081,1.2361745,0.77692163,1.2071781,1.1848671,0.95854706,0.87393165,1.0293195,1.1685494,1.0005913,0.9627046,1.0227274,0.8877975,0.8571684,1.0151358,0.9435062,1.1987988,0.89276,1.2653202,0.9788236,0.84364474,0.91809386,1.0539896,1.0562736,1.0034572,0.90970135,1.0902133,0.92421544,0.95713323,1.0026042,0.92224056,1.1461672,1.0262216,0.9346981,1.1529362,0.6793475,0.9244536,1.014864,1.0459559,1.0377703,1.0160271,1.1103423,0.9058984,1.0255649,0.9066878,1.1394658,1.0507216,0.9510418,0.9469533,0.9388325,1.0685325,0.96098286,1.1064947,0.9222719,1.086999,0.783566,0.9824655,0.9538,0.8100419,1.1564792,0.9528698,1.0624138,1.1557351,1.1057153,1.1676877,1.0083961,1.1919347,1.1748109,0.8092301,0.9836552,0.9218775,0.5644951,1.1687438,1.1494415,1.0194502,1.0773176,0.9674094,1.0356681,0.95872384,1.0942507,1.1053467,0.9206842,1.1404322,1.0262284,1.1073362,1.0030912,1.180019,1.0588398,0.93849725,0.9869151,0.89606285,0.94021523,0.9497259,0.93696225,1.0427873,1.0019525,1.0975493,1.0322767,1.1997554,0.93025196,1.1418645,1.0458914,1.1423779,0.982111,1.0690646,1.0809748,1.0035431,0.9815772,0.94750106,0.94262785,1.170601,1.0474241,1.0154637,1.1381404,1.1294032,1.0811893,0.88083637,0.99443716,1.0167494,1.063419,1.1734159,1.0283896
blanket,0.369514,1.2609955,1.4933248,1.2139164,0.6103877,1.4390191,1.3972143,0.83884126,1.0428468,0.64496565,0.69316405,0.124818325,1.3797967,0.6836601,0.38913596,0.9449422,0.0,0.85054815,1.0128622,1.5653341,1.5029337,0.77939916,1.4720411,1.0992506,1.4478748,1.1316804,1.2861164,1.2018526,1.1758283,0.64819396,0.964123,1.5220809,0.5536438,0.816687,1.0823613,1.1633093,0.89991945,0.26921612,0.9664606,1.5347382,0.49657965,1.5943432,1.1069753,0.587261,0.9638863,0.72933125,1.1102366,0.60564274,0.9220738,1.4676881,0.56087387,0.86527884,1.3381361,0.88812304,1.4617188,1.2332366,1.0536537,1.5133135,1.1229869,0.84872293,0.8980988,1.3150139,1.0034869,0.7261609,1.4170656,0.8254492,1.3902593,0.95295084,1.3463676,0.82410634,0.6646606,0.82912433,0.33536303,1.0582969,0.2727341,1.3511524,0.86834365,1.5173723,0.73934054,0.9567324,1.095926,0.5724231,1.2342991,1.1379911,1.4749029,1.4770062,0.97166306,1.391204,1.2098333,1.4664061,1.0486274,0.6754373,0.37809324,0.33786112,0.7815758,1.4515116,1.4521437,1.0471904,1.3484645,0.6827059,0.61612815,1.1675304,1.0687248,1.4359999,0.76172316,1.4531748,0.9024866,1.316519,1.2131656,0.9946403,0.92165947,1.4969125,0.7576235,0.9299075,0.49052787,0.96020573,0.4147941,1.1535797,0.69949305,0.9959938,0.89570063,1.4913833,0.36099565,1.379391,1.1027843,1.5371828,0.8946122,1.2229133,1.3450866,0.8357097,0.4898318,0.8775774,0.4869337,1.5121052,1.3972714,1.3717351,1.4040813,0.99152625,1.2850573,0.71942306,0.8289108,1.1361612,1.1744303,1.5185935,0.68189305
boat,0.8896285,1.1448183,1.1881673,0.9342717,1.1239998,1.1041609,1.1660099,0.81103677,0.9728847,0.81224275,1.0198925,0.9050768,1.1337514,0.62640685,1.0761075,1.0575016,0.85054815,0.0,0.8160593,1.1685809,1.0078919,0.71719795,1.2483709,0.90247077,0.9679961,1.2086333,0.93583375,0.82715464,1.1735288,1.2041448,0.84334916,1.1888844,1.0354984,1.2256036,1.0453974,0.9320787,1.0815247,0.9588619,1.061273,1.0701025,0.8200102,1.1702983,0.9647713,1.0622783,0.9051853,1.074665,0.9121252,1.0337669,1.2464756,1.2106268,1.1736983,1.1103246,1.2689672,0.82324445,1.0084447,1.1133387,1.1317505,1.1274543,0.8872503,0.7836022,1.022175,1.2791187,1.033415,0.76443905,0.9262248,1.1736455,1.1063787,1.1261977,1.2089617,0.79380983,1.1343149,0.7064065,1.0946583,1.0341988,1.0122266,0.8953002,0.91461587,1.1817029,0.9496428,1.0981737,1.0055838,0.96572155,0.8774468,1.0869443,1.2480793,1.2841349,0.9750539,1.1439232,1.2877402,1.1997571,1.1042846,1.0291693,1.0329236,1.045803,0.86890066,0.94959766,1.0044005,1.0427572,1.0762737,1.0417106,0.9693302,0.95508105,0.8490045,0.96184283,1.1117649,1.0518339,0.8482543,0.9473198,1.1887792,1.0577416,0.9706971,1.325053,1.0241996,0.6903819,1.1136823,0.7788389,1.1190317,0.59598684,1.0040473,0.8524694,0.41294217,1.0777344,0.89825374,1.1614227,1.0906253,1.0726793,0.6126934,0.9097073,0.97289836,0.71466786,1.1586303,0.7680452,0.73508584,1.0745974,1.3277149,1.2555908,1.2281665,0.9880915,0.68043363,0.75340474,0.83710104,0.7351097,0.9807881,1.251311,0.93890774
book,0.9050188,1.1006662,1.1103352,0.7736124,1.167766,1.0937909,1.0963203,0.85403967,0.79211444,1.0104551,1.1873391,1.0352789,0.9810711,0.8881203,1.046638,0.7338836,1.0128622,0.8160593,0.0,0.974507,0.91163385,0.4055488,1.06906,0.96126205,0.9294578,0.9377533,0.9308486,0.8882437,1.1196454,1.2516946,0.9213855,1.0223916,1.0578467,1.2634406,0.9197087,0.97818726,1.1050195,1.0460352,0.8343743,0.98519516,0.7979057,0.98472714,0.95427585,1.0517775,0.85903716,1.1170024,0.7802804,1.0462831,1.2057569,1.0929987,1.2449058,1.1643806,1.2153797,0.90474504,1.0231571,0.8862253,1.131827,0.9200481,0.72213715,0.5484163,1.0381823,1.1479591,1.0191935,1.0874988,0.7365159,1.1904703,0.99280125,1.0901768,1.1075004,1.1198624,1.2972636,1.0060532,1.1850611,0.96162796,1.2135155,0.77136344,0.79151875,0.98903406,0.92546904,1.136739,0.8173771,1.0665315,0.9498946,1.055941,1.0614707,1.1839831,0.89706695,0.9461601,1.2776458,1.1264373,0.87325287,1.0762773,1.102166,1.2062054,0.25940037,0.9050185,0.93037814,1.1498114,1.1065743,1.1841674,0.88749623,0.81534654,1.0161458,0.769372,1.2495908,1.1248991,0.84426033,0.7160821,1.175019,0.9881664,1.1051971,1.0107514,1.1677568,0.88139266,1.1934664,0.9440196,1.2064811,0.93682283,1.1080241,0.9888941,0.94199824,1.0072902,1.0320977,0.85441744,1.0036585,0.9397744,1.0757784,1.0407493,0.8619528,0.9013117,1.2132691,1.0958135,0.86330783,0.95226294,1.2619989,1.1260562,1.086818,0.90586674,0.7656995,0.6796082,1.1249486,0.9140991,0.91856384,1.1003624,1.0884668
bottle,1.6572807,0.7541995,0.27093267,0.96151876,1.5225532,0.46499574,0.5858483,1.2383901,0.82882833,1.3927526,1.2991805,1.6072766,0.3406546,1.3019878,1.5993977,1.2584919,1.5653341,1.1685809,0.974507,0.0,0.31316626,1.235282,0.38298142,1.0497004,0.30756998,0.8578312,0.47965872,0.6397,0.99180144,1.3446063,0.97796524,0.30801356,1.2905798,1.1012223,1.030756,1.0356526,1.2150611,1.5162609,1.2000654,0.22023475,1.4108472,0.062321305,1.0456283,1.4377322,1.0915575,1.2692517,0.9599227,1.3643951,1.1866553,0.52704275,1.380368,1.3180963,0.8852789,1.2668195,0.3510822,0.75425404,1.0752461,0.39888477,0.94737357,1.2325209,1.2482418,0.84537965,0.8294462,1.3271605,0.58409303,1.3755326,0.7051027,1.3934686,0.4922285,1.2258832,1.5049515,1.2805213,1.5075295,0.9247539,1.5715492,0.6734948,1.1278799,0.30790126,1.3682075,0.98680955,0.84951055,1.5568037,0.71097916,1.1188922,0.42724955,0.4045604,0.5860328,0.50624174,0.8765337,0.39254725,0.9398153,1.4894319,1.5276906,1.5889825,1.2943516,0.34763587,0.35770077,0.96829134,0.69935966,1.3762699,0.98037344,0.87784195,0.94030464,0.5189624,1.5109469,0.46501386,0.91958547,0.6165845,0.91137743,1.0396878,0.87101704,0.5275799,1.1789757,1.2705114,1.4925365,1.109836,1.5253372,1.0139986,1.333498,1.048849,1.1242896,0.26549578,1.4391127,0.38040465,0.76321656,0.3845755,1.3415124,0.7487464,0.8039751,1.128198,1.484829,1.3569744,1.532761,0.32692796,0.73619187,0.7311055,0.4275756,0.520906,0.6132822,1.4450271,1.2473241,0.87698936,0.7390007,0.27089036,1.3372478
bowl,1.599351,0.80975163,0.4688648,0.85017073,1.5517567,0.505365,0.52735263,1.1015826,0.72272676,1.1406753,1.31024,1.5453283,0.42530578,1.1854963,1.5400925,1.2666608,1.5029337,1.0078919,0.91163385,0.31316626,0.0,1.0749209,0.495856,1.0082949,0.25149006,0.96261984,0.52763534,0.61574817,1.0158484,1.3441724,0.97789454,0.3929019,1.3781981,1.2227888,0.76201427,0.9877526,1.0698254,1.4703946,1.1735361,0.42666662,1.3493515,0.18416262,0.8122997,1.4410598,1.0957412,1.2830093,0.78908527,1.4455626,1.2249734,0.45767254,1.3878173,1.3564806,0.92958075,1.2944808,0.51056,0.8469935,1.1262646,0.36355758,0.963967,1.2393785,1.1632867,0.9126601,0.8685803,1.3323349,0.5682933,1.4514662,0.7250438,1.3596919,0.5848723,1.2568187,1.5623193,1.1883323,1.5269403,0.8835876,1.5687144,0.5850235,1.1557512,0.51293266,1.2883637,0.95813733,0.9616231,1.4847822,0.758535,1.0759578,0.50848144,0.5269459,0.5347796,0.6751331,0.97691274,0.53891194,0.81630945,1.4784423,1.5667862,1.5740174,1.22761,0.45787597,0.46371484,0.9194362,0.7739432,1.3854964,0.8624777,0.7457383,0.91221666,0.22884542,1.5283748,0.6059302,0.89630044,0.5589958,0.88825303,1.0098417,0.88155156,0.7435244,1.2518203,1.2106177,1.5078089,1.0887079,1.5402956,1.0092298,1.2947574,0.7923856,1.0752981,0.37745583,1.4285384,0.54687846,0.7935409,0.31135583,1.2781128,0.830624,0.7438267,1.0997282,1.5064391,1.3202907,1.386624,0.19623935,0.862548,0.74276507,0.69565415,0.51534826,0.6527797,1.2095854,1.2982829,0.9809125,0.8897634,0.44746006,1.3472673
box,0.8342935,1.2159116,1.3917147,0.9597713,1.0111827,1.295437,1.2649482,0.86452305,0.56322145,0.6829681,1.101514,0.7443235,1.2187264,0.65992725,0.9401714,0.8867304,0.77939916,0.71719795,0.4055488,1.235282,1.0749209,0.0,1.3253179,0.8658185,0.93820363,1.1360649,0.7558427,0.9785849,1.159879,1.1123618,0.67800784,1.2770683,0.75950634,1.0287479,0.87918174,0.93630326,0.98463225,0.704475,0.8875324,1.3135186,0.44099808,1.1784279,0.85011816,0.93156374,0.84794605,0.7796817,0.4706549,0.88501984,1.0752175,1.2688997,1.1421187,1.0891887,1.3258057,0.72260517,1.3808129,0.9645198,1.119683,1.2412901,1.0024629,0.6950742,0.92728037,1.2528472,1.0967764,1.0643424,1.0069956,1.1087449,1.281522,1.0611612,1.2452434,1.0213994,1.1869671,0.9444386,0.92480004,0.8843864,1.0064815,1.0528158,0.59233224,1.1593801,0.8498592,1.1785743,0.7774517,0.8808811,1.0752003,1.0593793,1.2785493,1.4160609,0.9891318,1.1716557,1.2463216,1.3701969,0.58402056,1.0032576,0.93209875,0.98068786,0.52865225,1.2238246,1.2310326,1.1762766,1.3067,1.1416919,0.7943671,0.9343793,0.98032635,1.0394522,1.0865346,1.3047373,0.65251863,0.70822203,1.318092,0.72116745,1.2477112,1.302135,1.009683,0.8600059,1.0184764,0.93079627,0.954321,0.9787687,0.92996544,0.87250066,0.8694966,1.2946842,0.9524292,0.92149377,1.0975791,1.2692881,0.92754275,1.2451957,0.97202694,0.6358725,1.0082108,0.96825266,0.6706509,1.1370909,1.3964498,1.3044202,1.3337991,1.039903,0.89040893,0.5506904,1.0843318,0.89766735,0.7977035,1.3830996,0.91557753
bread,1.4616578,0.64538455,0.41887283,1.0186467,1.3901045,0.5236783,0.62378204,1.1403701,0.90079856,1.4338522,1.099868,1.5355508,0.5450378,1.3092499,1.4329965,1.0632634,1.4720411,1.2483709,1.06906,0.38298142,0.495856,1.3253179,0.0,1.0882977,0.596479,0.76117504,0.76140165,0.7987642,0.94741845,1.2222296,1.0837126,0.4291818,1.394352,1.0908062,1.13551,1.0634706,0.9814778,1.5013139,0.98933643,0.45748657,1.4726756,0.38947594,1.0287607,1.1432807,0.9715865,1.3071282,1.04731,1.3677642,0.9488993,0.51359725,1.2289762,1.2301021,0.7808906,1.3325348,0.4264332,0.8633648,0.89643395,0.47007865,0.84373826,1.2879227,1.3023726,0.854952,0.8315686,1.3247113,0.7551401,1.2716713,0.58648103,1.248291,0.55656064,1.2833068,1.3820257,1.3003585,1.4327391,1.0882726,1.4580853,0.6137179,1.2399596,0.5358946,1.0333083,0.87313557,1.0295173,1.3369819,0.8313115,1.1038566,0.08104169,0.48408437,0.5946953,0.6767994,0.88562894,0.43924028,1.0464685,1.3092648,1.4691381,1.466961,1.2698478,0.62737715,0.6120177,0.8533174,0.78827506,1.2445911,0.91980886,0.654957,1.0601265,0.4203974,1.3516791,0.47882283,0.94433,0.76341504,0.776284,1.1148785,0.7800412,0.54275334,1.1915295,1.3020004,1.4242744,1.1429137,1.3976176,1.1486413,1.365192,1.1730837,1.2566026,0.39687705,1.3773828,0.64881486,0.7847805,0.4414059,1.4041723,0.7224295,0.7685354,1.2433985,1.4000626,1.3493228,1.486213,0.4404093,0.6295416,0.73366904,0.5772035,0.5656369,0.7963995,1.4131074,1.2460715,1.0368237,0.98477817,0.41803706,1.3404154
broom,1.0986109,1.174381,1.1642373,1.0802617,1.1566328,1.1334372,1.1063286,1.0663596,0.76270574,0.9356815,1.1124018,1.0899993,0.98026556,0.6146997,1.2015619,1.0331081,1.0992506,0.90247077,0.96126205,1.0497004,1.0082949,0.8658185,1.0882977,0.0,0.8882159,0.98364335,0.7555556,0.72765577,1.0540851,1.1324605,0.4753278,1.146141,0.98486805,0.93107206,1.0583258,0.95680314,1.2465849,0.99941987,0.97089493,1.0420058,0.75449216,1.0361358,0.9007427,1.0059696,0.869628,0.8991482,0.8903985,1.0372279,1.0201114,1.1820953,1.1669062,1.1535444,1.1915025,0.93220955,0.9257136,0.8129803,1.1148579,0.88227403,1.0340328,1.1120763,1.0229447,1.0643237,1.0879915,0.9830866,1.1802139,1.1457566,1.1508758,1.1374757,1.0632212,0.9190999,1.1492643,0.87385106,1.1163442,1.0083771,1.1802136,0.8112984,0.6000227,0.7961241,1.0708221,1.2146608,1.0230542,1.0922133,0.73763347,1.1232438,1.0838894,1.2263038,1.0169286,0.96275824,1.1614308,1.148113,0.8958158,1.2099973,1.1414031,1.1320024,1.0087744,0.92491317,0.9437953,0.9110406,1.0271627,1.1491816,0.9376778,0.98663265,0.81126755,1.016352,1.0903007,1.0503867,0.8501681,0.92929876,1.0694886,0.8530391,1.1938183,0.9690214,0.9756762,0.9620484,1.1937851,1.0282449,1.1238983,0.6397118,1.0087442,1.0494413,0.7865659,1.1153293,1.1440903,1.0822804,1.128953,0.8414483,0.6070929,0.89989614,1.0967228,0.6130984,1.1419597,0.5899799,0.85407794,1.1276389,1.2020421,1.0871885,1.097238,0.9843991,1.0717072,0.95849746,0.92991906,0.7734901,0.43529218,1.0630106,0.8146391
bucket,1.5629838,0.6927257,0.6668024,0.91545796,1.5774943,0.61697435,0.6830853,1.1115727,0.5734439,1.2451136,1.3152559,1.5235254,0.5174256,1.0581292,1.540564,1.2361745,1.4478748,0.9679961,0.9294578,0.30756998,0.25149006,0.93820363,0.596479,0.8882159,0.0,1.0260838,0.2008977,0.5468766,1.1292764,1.3721244,0.69105506,0.5848743,1.2459307,1.1052529,0.820097,0.9757628,1.1884627,1.4094955,1.248313,0.56166226,1.1783952,0.23852968,0.83791196,1.3934401,0.9476732,1.234476,0.7437005,1.3174357,1.2222474,0.6472633,1.3875115,1.4065801,1.0530522,1.1632272,0.5570418,0.7285645,1.0731099,0.45920652,0.9467144,1.245443,1.2396438,0.9539362,0.74088186,1.3656946,0.7386341,1.465821,0.8068013,1.417263,0.5172976,1.1977773,1.5649158,1.1650225,1.4412451,0.90534914,1.5196372,0.7183325,0.9725657,0.43509614,1.3414865,1.179069,0.8866495,1.4702196,0.6357209,1.1528803,0.641728,0.7690625,0.50282454,0.54566467,1.0943967,0.69144475,0.71517396,1.4608475,1.4756593,1.5177224,1.2284281,0.5611818,0.64813673,0.90618604,0.8493229,1.435415,0.8034843,0.84746873,0.7652879,0.48127073,1.5152056,0.5591616,0.60241675,0.48886484,0.99023473,0.9279375,0.9117226,0.7124438,1.0775192,1.2306521,1.4868834,0.96860474,1.4638653,0.9462839,1.3143299,0.95311284,0.94593585,0.37005055,1.4423943,0.44886804,0.7468235,0.4678405,1.2151787,0.8212672,0.7106667,0.82816666,1.4619523,1.2845294,1.4149333,0.32363963,0.9520627,0.9838757,0.8545074,0.5159074,0.6506549,1.281682,1.25301,0.8115988,0.6101773,0.56184506,1.3192133
