,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,hose,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
paper,1.2210304,1.0255278,0.98955566,1.1302185,0.95115954,0.8005873,1.1259866,1.0661869,1.036938,1.1828258,0.80468845,0.83079094,1.1541083,1.0264157,0.9367145,0.3227775,0.828021,0.9621796,0.88498014,1.1146035,1.0132067,0.7875018,0.9060678,0.92908514,0.9307369,0.92591435,1.0959076,0.9749642,0.8269431,1.0863488,0.9464605,1.2433269,0.8097129,1.0651366,0.8524794,1.0686735,1.2063397,0.9484058,0.9658629,0.8691255,0.9994402,0.97554314,1.0548964,1.0112193,1.1350551,0.95303196,0.90831167,0.7759042,0.8620367,1.1867162,0.955371,1.0756575,1.0171801,0.9855921,1.1483756,1.1593119,0.91497767,1.1332569,1.0677421,1.1610587,1.166477,0.8409347,1.0005643,0.7083347,1.0201256,1.1336195,1.0823649,1.2337974,1.1990145,0.92587763,0.8860317,0.8996772,0.9768495,1.1832904,1.2665304,1.1942662,0.0,0.75437456,0.6904142,1.0396565,0.89109695,0.9734277,0.81985235,1.0074501,1.0156155,0.8314773,0.8783474,0.92954063,1.0385734,1.1802695,0.9136977,1.1832079,0.83310926,1.1774415,0.92744017,0.9932571,0.9773501,1.1028824,0.9933532,0.7833282,1.0374366,0.8445023,1.0088301,0.90871197,0.89435756,1.0104043,1.1498655,0.9593066,0.77575296,1.0615054,0.98299104,1.0324908,0.95735085,0.82904744,1.0538712,1.1221614,1.0962876,1.0163033,0.93384904,1.2201284
pen,1.3842008,0.9526334,0.70775944,1.2408975,0.61170125,0.5561432,1.3337517,1.1665678,1.4007249,1.4539506,0.4726807,0.97062045,1.3978355,1.3942348,1.2784674,0.5756113,0.2676804,1.18807,0.9797209,1.0984958,1.1212263,0.6372641,0.83713305,0.68331313,0.8104759,1.0665516,0.9175499,0.9851972,0.7193951,1.1000428,1.1641093,1.3410432,0.17203271,1.2427917,0.4697392,1.227661,1.2969413,0.92574847,0.9794797,0.9734623,1.1803933,1.0003788,1.1939553,0.70062953,1.3107163,0.5493746,0.47964686,0.8849469,0.6993233,1.4171196,0.50474113,1.0940417,1.042785,1.0301205,1.224281,1.2284461,0.5031658,1.1983571,1.2411393,1.2676978,1.2900937,0.42521352,1.0230858,0.30024654,1.3044585,1.4213285,1.0648847,1.2657793,1.2319772,0.3744582,0.91983956,0.3867826,0.7859659,1.2149605,1.3088734,1.3120096,0.75437456,0.0,0.093521595,0.7889602,0.7367517,0.8094232,0.71878296,0.5457187,0.6478643,0.7844598,0.41521156,0.77162004,1.1365138,1.1183308,1.0448508,1.3154321,0.841807,1.3425791,1.0748506,0.8607447,1.2152163,1.4562566,1.2882286,0.4135167,1.0144156,0.64560574,1.2374706,1.096447,0.88226086,1.0573955,1.2471886,1.3736458,0.8948951,0.71180254,0.8233451,1.0628155,0.90384316,1.0588411,1.4579931,1.0833017,1.2598071,0.60437787,0.6300939,1.2235634
pencil,1.3748264,0.92323804,0.7254994,1.2005837,0.6329622,0.5901255,1.2541393,1.1496818,1.3503033,1.470876,0.52259296,1.0127685,1.3878598,1.3819048,1.2842467,0.5856589,0.33886486,1.178602,0.9859972,1.0644351,1.026393,0.7192586,0.7931025,0.7787094,0.92149675,0.9935298,0.99861574,1.0287517,0.7180183,1.1408104,1.0971928,1.3932388,0.21277022,1.2434046,0.5257572,1.218594,1.2947263,0.9348844,1.0150727,0.94846714,1.1391066,0.96990395,1.1734552,0.6928583,1.3409975,0.5554655,0.56700534,0.775328,0.6640753,1.3735499,0.5735746,1.0809245,1.0074695,0.9775642,1.2142365,1.1754656,0.5955192,1.2254437,1.20782,1.2381263,1.2939862,0.57066417,1.0919636,0.30859447,1.2661265,1.3708199,1.0293621,1.292039,1.1954882,0.433747,0.9057282,0.428003,0.8439598,1.2818601,1.2579994,1.2935625,0.6904142,0.093521595,0.0,0.79755616,0.7938839,0.84099907,0.78503245,0.59437037,0.7008152,0.8555898,0.4805746,0.92346865,1.1015356,1.0423344,1.0313778,1.3017766,0.73414284,1.3457097,1.0844028,0.9199808,1.11562,1.4130156,1.282617,0.49090272,0.97907877,0.6888213,1.2108581,1.0227226,0.8929128,1.077156,1.2319509,1.3528488,0.8692234,0.7181851,0.82848686,0.96240014,0.91510135,1.0018791,1.4222865,1.0983099,1.2233453,0.66490495,0.6604868,1.2620399
pickle,1.1461887,0.6887572,0.46785617,1.1454915,0.6731977,0.6457133,1.0265117,1.3080199,1.274082,1.2906293,0.5858381,1.3014193,1.219467,1.2990657,1.2313342,0.96077526,0.84215814,0.9933747,1.2125459,0.57612365,1.0897753,1.0008014,0.6823735,1.0193263,0.7981577,0.8990014,1.0472474,1.202336,0.94400865,0.7283958,1.1265152,1.1813861,0.5708438,1.1411866,0.8774936,1.0894573,1.067689,1.1149178,1.2729406,1.1043872,0.8962862,0.8377622,1.0860174,0.7015933,1.2108406,0.5311547,0.7482495,0.98698735,0.6768751,1.1819837,0.6456114,1.0243453,1.1223441,0.70037264,0.9853044,1.0713315,0.7608909,1.1791003,1.2017702,1.1157963,1.1656941,0.9388045,1.2977369,0.92985004,0.9175855,1.1220349,1.1058475,1.1989688,0.9303737,0.5292878,0.94785917,0.5143775,0.757447,1.2761714,1.0928793,1.1647077,1.0396565,0.7889602,0.79755616,0.0,0.533391,1.0095026,0.7759179,0.6188877,1.0072563,1.1793394,0.7455536,1.2267056,1.065093,0.9460957,1.0390997,1.1603764,1.000158,1.1491104,1.1169509,0.988853,1.2304494,1.3083842,1.257876,0.7646247,0.8473588,0.7359683,1.0515072,1.1422601,1.0597773,1.2499225,1.2276914,1.3747426,1.0345873,0.636855,0.761093,1.2279137,0.970255,1.1001927,1.3069322,1.1074952,1.0342563,1.0894065,0.65533096,1.1678139
pillow,1.0213851,0.76682556,0.7806288,1.2265406,0.7229631,0.68854654,1.036238,1.0510281,1.3420966,1.0376358,0.62469125,1.0361855,1.2519274,0.9799175,1.2131801,0.70983636,0.83182716,1.1137831,0.9543852,0.66036475,1.2023705,0.8574687,0.6310749,0.83364356,0.81084526,0.78750247,1.0455276,0.9542491,0.9906538,0.8506969,1.0925137,0.91326916,0.55496323,0.8653545,0.8129437,1.1652465,0.984483,0.953175,1.061462,1.0700946,1.0606107,0.94076663,1.2479596,0.80600023,1.298172,0.52195257,0.74818826,0.9080466,0.68653107,1.395358,0.8049298,0.7446834,1.1018108,0.8431792,1.1615427,1.1575972,0.7113875,1.300219,1.1789002,1.2430038,1.0194864,0.73132914,1.022148,0.81060237,0.935454,0.95353293,1.0355017,1.3234248,1.0835255,0.6743288,0.678035,0.6697492,0.81159353,1.2292494,1.1889709,1.0798546,0.89109695,0.7367517,0.7938839,0.533391,0.0,0.97907925,0.6457487,0.6908747,0.7676867,1.0411909,0.7391711,1.0101818,1.0888832,1.1932862,1.094732,1.1231045,1.0045677,1.1453006,0.9956974,0.91625005,1.3255544,1.3399115,1.3338392,0.62606275,0.8906524,0.6594753,1.1112804,1.2025561,1.0266337,1.1503888,1.3047295,1.3063219,1.0357497,0.7119777,0.68932956,1.3699309,0.67610455,1.0161097,1.451604,1.1898763,1.1953176,0.9821347,0.6301669,1.2363797
plant,1.2640786,1.2037066,1.0235466,1.2852627,0.9738764,1.0194529,1.2898889,0.85026586,1.1659759,1.1439652,0.92299193,0.7431382,1.2098497,1.1199334,1.0078348,0.8590843,0.7989507,0.96657807,0.9608168,1.2555695,0.86574155,0.6073916,0.98989666,0.61401236,0.9437795,1.16385,1.0628242,0.7808378,0.97664094,1.1103219,1.0551115,1.1826413,0.90329933,1.0258197,0.83418393,1.0973551,1.1714721,0.8304436,0.81348026,0.9956674,1.1572819,1.0726708,1.2033885,1.1265037,1.1264145,0.99107623,0.81033397,1.0366232,0.8937629,1.154457,1.0223798,1.0607989,0.7249478,1.1432335,1.0869236,1.2894704,0.9426536,1.0138866,0.809984,1.0220468,1.2499512,0.81990016,0.8646146,0.68662816,1.129298,1.2622038,0.9672648,0.94762456,1.170125,1.0626112,1.0487508,0.9156383,1.1179978,0.96246886,1.3464177,1.3192098,0.9734277,0.8094232,0.84099907,1.0095026,0.97907925,0.0,0.9445916,0.95406747,0.7929009,0.7147699,0.75957894,0.74297047,1.0886736,1.1486464,0.9720654,1.0819601,0.94951427,1.2625723,0.8176085,0.92031485,0.8814627,1.1666844,0.973115,0.8623769,1.1292614,1.0110706,1.0290914,1.1509546,0.5453916,0.72912383,0.9533217,1.0610979,0.903561,1.1538618,1.0825149,1.1796683,1.0110352,0.94412786,1.2164438,0.7989687,1.088915,0.62109154,1.1695449,1.0539863
plate,1.3143666,1.1493968,0.6171252,1.3279386,0.74224305,0.5622357,0.95202965,1.0156982,1.0819881,1.2904305,0.7933767,0.90691847,1.2407371,1.2130704,0.91875076,0.61540556,0.61920506,0.7180201,0.98228335,0.88306236,1.1822319,0.65075,0.98312837,0.87907875,0.7693607,1.0614289,1.2881104,1.029267,0.74414593,1.095479,1.0604668,1.2576318,0.55191416,1.188482,0.53449094,0.83728445,1.2877243,0.8289666,1.130339,1.0646577,1.1903005,0.7553574,1.2059845,1.0854789,1.09728,0.9353955,0.6143958,0.9815764,0.7178353,1.0773468,0.9665518,0.853169,1.1653686,0.66690165,1.3023179,1.3303659,0.8273903,1.2677104,1.1839361,1.0306633,1.38379,0.79032767,1.1280146,0.7457236,0.67452574,1.1139925,1.195174,1.2946372,1.0816855,0.746935,1.0131667,0.7716028,0.9710027,1.1836919,1.2356858,1.408557,0.81985235,0.71878296,0.78503245,0.7759179,0.6457487,0.9445916,0.0,0.66863775,0.81102216,0.86635125,0.764686,0.9723848,1.0152248,1.0323516,0.85485786,1.3077768,0.7437853,1.3977846,0.940238,1.1142156,1.1703928,1.1058758,1.0485069,0.67591107,0.66918564,0.58313996,0.8640652,0.9654605,0.89493114,1.0922549,1.2120045,1.1980762,0.6300621,1.0511802,0.85124594,1.1443075,1.0673373,0.592364,0.93660414,1.182717,1.3128388,0.8926555,0.83031684,1.3278264
pumpkin,1.3991451,0.8546357,0.40155482,1.291128,0.25785697,0.44305968,1.187666,1.127343,1.4154332,1.4452615,0.58002156,1.1586665,1.3272719,1.4678102,1.3408589,0.7806696,0.4055398,1.067504,1.2007322,0.87768745,1.2875885,0.6447384,0.82457477,0.7497548,0.82119536,1.0201315,1.0309471,1.1414839,0.7709224,0.9976689,1.217692,1.3102398,0.34860742,1.3501451,0.55309653,1.1513789,1.1126008,0.81626123,1.240348,1.0470306,1.1016775,0.76291037,1.1214746,0.6133769,1.2501609,0.5409119,0.45903754,1.0126138,0.5328156,1.312735,0.41109872,0.894653,1.1955562,0.82038784,1.0949823,1.1691793,0.32739317,1.2597966,1.3595014,1.1699234,1.2880119,0.96908295,1.2918863,0.5155821,1.1366574,1.3197098,1.128531,1.3411062,1.0349152,0.22887123,1.0280725,0.30396205,0.648703,1.2170494,1.1768442,1.2791293,1.0074501,0.5457187,0.59437037,0.6188877,0.6908747,0.95406747,0.66863775,0.0,0.59851277,0.8416853,0.4601547,1.0622646,0.9952992,0.80908906,1.1786852,1.2644529,0.9554115,1.2710688,0.9944282,0.7843631,1.4013124,1.5266533,1.3939946,0.36431563,0.8504817,0.5120665,1.1641862,1.2627096,0.9048846,1.220613,1.3779919,1.4864242,0.91232014,0.4866463,0.737586,1.2327483,0.9876192,1.0275402,1.4858189,1.0866864,1.2429819,0.7639986,0.46131927,1.2865193
purse,1.1702801,1.1168306,1.014866,1.2872479,0.77733266,0.913908,1.320726,0.7271856,1.2533746,1.1129894,0.825788,0.9022665,1.0919816,1.0736775,1.1789348,0.79201293,0.53605574,1.209216,0.933818,1.1819289,1.123774,0.5855678,0.9092992,0.54742825,0.8719737,1.1864809,0.992665,0.7600934,0.9267505,1.1900592,1.1012257,1.0871909,0.6548959,1.0192033,0.75949305,1.2067631,1.1229451,0.7275436,0.80981743,1.0677766,1.1271467,1.141185,1.2395923,0.9032519,1.1646733,0.8463553,0.6349488,1.0602974,0.81051284,1.2988769,0.8460893,0.91151035,1.0599188,1.0692981,1.2126557,1.329047,0.6679526,1.1066202,1.1784434,1.2177249,1.1642296,0.7214676,0.85070795,0.49778813,1.278518,1.1887722,0.8750905,1.143176,1.1860093,0.82748216,0.8294976,0.71000826,1.0793023,0.9009526,1.2087182,1.1090667,1.0156155,0.6478643,0.7008152,1.0072563,0.7676867,0.7929009,0.81102216,0.59851277,0.0,0.65186507,0.55198145,0.76548094,1.0795623,1.105006,1.1909035,0.95717204,0.9089405,1.1642061,0.8492041,0.7266989,1.1646299,1.3279893,1.1790859,0.63792104,1.123546,0.739166,1.2621458,1.2552345,0.84377855,0.88528776,1.1243727,1.2286273,1.007311,0.9674344,0.9191158,1.2247413,0.72826606,0.9437096,1.3449098,1.0375491,1.1265175,0.4158517,0.9284705,1.0944924
radio,1.3699551,1.1810379,0.997272,1.2365761,0.8801501,1.002072,1.3399044,0.9362956,1.0983012,1.1943817,0.96902627,0.7466556,1.2766147,1.1904122,1.0500393,0.6413169,0.642884,0.93574333,0.94764453,1.3899708,1.1380911,0.48447698,1.047054,0.58216715,0.81394315,1.2855575,1.0646144,0.8033366,0.8565145,1.1854492,1.0806398,1.2043232,0.8525767,1.1064904,0.76298654,1.0068417,1.2602177,0.6227826,0.77612746,0.73057103,1.2369937,1.0060283,1.2177038,1.1728214,0.99865735,1.1251272,0.7947625,1.071954,0.83588946,1.1847652,0.96155465,0.9837483,1.1466955,1.1214548,1.2435017,1.3243308,0.9021472,0.9010607,1.2071983,1.0692478,1.230801,0.8474411,0.7949258,0.5261891,1.1987097,1.3609152,1.094046,0.9494473,1.2102562,0.9763837,1.134948,0.8557317,0.99675995,0.713943,1.2656205,1.291096,0.8314773,0.7844598,0.8555898,1.1793394,1.0411909,0.7147699,0.86635125,0.8416853,0.65186507,0.0,0.74630946,0.59097373,0.9319211,1.1934886,0.96484506,1.1634982,0.8519021,1.2984908,0.73821616,0.9060717,1.0904835,1.0896358,1.0743082,0.6828865,1.0330316,0.8658803,1.0780047,1.0905122,0.59410596,0.72623277,1.1371927,1.1421759,0.7438795,1.1301289,1.0243726,1.1489522,1.1378802,0.8341953,1.0800552,1.0591459,1.0042856,0.57110083,0.9530579,1.1156932
raisin,1.3811097,0.97385776,0.656258,1.3387505,0.55758107,0.6142538,1.2861491,1.1268448,1.4511856,1.4184513,0.5363352,1.0098733,1.3249018,1.3654354,1.2089181,0.71162206,0.4144678,1.127977,1.181964,1.0587187,1.173801,0.63348067,0.7669328,0.69684905,0.8310911,1.0769125,0.9492818,0.9877448,0.73132265,1.0082221,1.1367496,1.319983,0.39311302,1.3554536,0.62565416,1.2605336,1.1447436,0.8169511,1.0964414,1.1107954,1.1028576,0.9358397,1.1725928,0.70523834,1.3103963,0.47888404,0.4191234,1.0403554,0.59373486,1.3523712,0.5180044,1.0146904,1.093262,1.0768423,1.1414838,1.2622044,0.40714818,1.1742336,1.2731783,1.2585661,1.2998369,0.6810106,1.1528218,0.38554204,1.2491593,1.3655505,1.0777364,1.2174969,1.1099135,0.4655401,0.9648309,0.35910237,0.81032795,1.2079104,1.2667779,1.3660364,0.8783474,0.41521156,0.4805746,0.7455536,0.7391711,0.75957894,0.764686,0.4601547,0.55198145,0.74630946,0.0,0.9243028,1.0496424,0.9591452,0.9721606,1.1866977,0.940678,1.2618494,0.9786402,0.75082064,1.2234607,1.4862232,1.2638177,0.4406479,1.0222422,0.6107006,1.173146,1.2689816,0.8896654,1.0106971,1.2342868,1.4545441,0.9768723,0.7412876,0.7936597,1.2402824,0.87914693,1.0641035,1.4481919,1.0725245,1.2250565,0.626372,0.74714184,1.2832838
refrigerator,1.1516316,1.1881394,1.1445034,1.1870551,1.0905077,1.0803081,1.2499399,0.91087586,1.076561,0.9498871,1.033912,0.66095334,1.1942205,1.0409032,1.07245,0.82013154,0.7979547,1.0527674,0.7214956,1.3064222,1.1053495,0.68062896,1.0790042,0.5886365,0.88470095,1.1267797,0.92471063,0.63853073,0.9939618,1.0986773,1.0295802,0.93679446,0.9816285,0.8772914,0.86581826,1.1014932,1.165807,0.93318427,0.55962664,0.74462545,1.2306167,1.1579735,1.1815608,1.1217604,0.9215322,1.0928482,0.9412206,1.0617176,1.0926831,1.1364702,1.0684924,1.0947677,0.99980277,1.2473549,1.1234907,1.1697987,1.0130502,1.0137488,1.1131635,1.0858161,1.1876473,0.5551373,0.5667667,0.7235682,1.1746383,1.2604426,1.0052223,0.9768671,1.1105186,1.1189042,1.011539,1.0286499,1.0525837,0.546178,1.2401098,1.140048,0.92954063,0.77162004,0.92346865,1.2267056,1.0101818,0.74297047,0.9723848,1.0622646,0.76548094,0.59097373,0.9243028,0.0,1.1204387,1.1767921,0.98672634,1.113579,1.053802,1.1145208,0.94728315,0.81585866,1.0953771,1.043109,1.0648471,0.95477605,1.1224327,0.9356965,1.0869881,1.0748817,0.8049511,0.7643839,1.0488237,0.87438315,0.90961426,1.1666142,1.0166112,1.1667702,0.9697024,1.1025696,1.1333321,0.9721069,1.0328516,0.6717654,1.1665232,0.77581763
rock,1.0803953,1.189635,0.9273881,0.997498,0.864725,0.956911,0.99380374,1.0385501,0.9104861,0.7753959,1.1289785,1.0527942,0.887746,0.89059484,1.0150397,1.0531967,1.0350965,0.9566284,1.2410576,1.115605,0.9589965,1.1396021,1.0889242,1.2632841,1.1202685,1.2061198,0.87197936,1.1462202,0.94757855,0.9186391,1.209091,0.8916016,1.0989376,1.1320578,1.1444168,0.9827403,0.8582088,0.82293344,1.1173952,0.8584467,1.1035454,0.8022734,0.99617004,1.184358,0.887967,1.0954475,0.9587773,1.2368326,0.9981873,0.9897092,1.1154249,1.0206524,0.93629336,0.9572162,0.95473427,1.0800337,1.1203159,0.8954406,1.0063128,1.0947652,0.84657884,1.2306573,1.1009625,1.0430584,0.91831166,0.9716256,1.1488587,0.9386179,0.9207042,1.0450296,1.2247639,1.1205857,0.9410326,1.0254881,0.9891762,0.8824961,1.0385734,1.1365138,1.1015356,1.065093,1.0888832,1.0886736,1.0152248,0.9952992,1.0795623,0.9319211,1.0496424,1.1204387,0.0,1.0133629,0.9715243,1.0379188,0.9614306,0.9928897,1.0964761,1.2404658,0.9328864,1.023361,1.0128852,1.0478219,0.97276103,1.0229665,0.9048003,1.1485716,0.9071511,1.1644926,0.89302194,0.9143954,1.0324391,1.1602674,1.1818964,1.0598025,1.2344416,0.9653854,0.8988053,0.8735348,0.85990053,1.105515,1.0154449,0.8671644
rooster,0.9215846,0.9843453,0.77237344,0.9573746,0.89434814,0.8914329,0.9437398,1.2174084,0.8733088,1.0719569,1.007648,1.2689888,1.0311812,1.1964297,1.0347031,1.1909856,0.97342205,0.81339526,1.1700532,0.8868057,1.0678519,1.1556749,0.9226028,1.2732323,1.0797398,1.0072364,1.1397029,1.2582788,1.0088344,1.0670971,0.99037796,1.0817579,1.0463768,1.2609122,0.9402215,0.99921215,0.976089,1.0498664,1.1103132,1.1275713,0.9424101,0.8551208,0.8392794,1.0451399,0.83315283,0.9843432,0.9695918,1.0412667,0.8775747,0.6716204,0.90488577,1.1720746,1.1429788,0.921501,0.84724027,0.9508702,1.0023911,0.9270451,1.1666327,0.76900834,1.0803041,1.305194,1.2560885,1.0660135,0.8727274,1.0413849,1.1282039,0.9849817,0.67710006,0.8253509,1.1314142,0.97116226,1.0055674,0.91522974,0.921864,1.0823371,1.1802695,1.1183308,1.0423344,0.9460957,1.1932862,1.1486464,1.0323516,0.80908906,1.105006,1.1934886,0.9591452,1.1767921,1.0133629,0.0,0.88432187,0.95324063,1.0222338,0.96649957,1.2584414,1.1532543,1.0631453,0.8784253,1.089763,1.0636238,0.9649239,1.0848047,0.89332604,0.9470629,1.147963,1.2245839,1.0922996,1.0037998,1.1162864,0.92726326,1.0541859,0.924823,1.1239237,1.1366112,0.8440592,1.0381361,0.88693124,1.1167264,1.0145931,0.9495578
sauce,1.0887878,1.0711647,0.79733807,1.0745581,1.0054927,0.89446574,0.7971113,1.190931,1.0879917,1.2003529,1.089262,1.024047,1.0922766,1.1562847,0.9191355,1.0046109,0.9906544,0.65279984,1.0913156,0.9165764,1.0879403,0.9143399,1.0923922,1.1135535,1.041309,0.9199303,1.1368607,1.1713436,0.98284036,0.94960785,0.9089997,1.2351257,1.0420351,1.2675525,0.807641,0.86289364,1.1726371,1.076047,1.0057566,0.9799114,1.0529277,0.7010473,0.97235644,1.1737281,1.0775794,1.1338799,0.9709258,1.0010787,1.0349001,0.8124537,1.132611,0.9547388,1.0863544,0.90944266,1.0564198,0.96446615,1.1925013,1.0665832,1.0918924,0.85366666,1.1761855,0.8997265,1.1468298,1.0109252,0.7407143,1.0322137,1.0912385,1.0839092,0.7912086,1.129302,1.0330215,1.18467,0.8123683,1.1174636,1.0353453,1.183549,0.9136977,1.0448508,1.0313778,1.0390997,1.094732,0.9720654,0.85485786,1.1786852,1.1909035,0.96484506,0.9721606,0.98672634,0.9715243,0.88432187,0.0,1.1610026,0.95407903,1.0849098,1.0022136,1.0191613,0.965691,0.9080494,1.0268402,1.0956441,0.68923366,1.013578,0.61655545,0.82059765,0.9598558,0.9365634,1.039574,1.143623,0.82471144,1.1398581,0.97094935,0.9412041,1.1339353,0.89899135,0.86703956,1.1394712,1.1249683,1.0846952,1.0835123,1.1557196
scarf,0.55866146,1.0260346,1.3739645,0.7578869,1.3646662,1.3936071,1.0121176,0.7942233,0.8216507,0.6101189,1.1638303,1.1325718,0.4852184,0.6044194,0.92742425,1.2682819,1.3602067,1.2426249,1.0608695,1.039335,1.0188245,1.306967,1.1951836,1.1896616,1.1918268,1.1117563,0.810928,0.98986334,1.3070498,0.9765121,0.964764,0.5848727,1.3790405,0.69250834,1.4420974,1.1297545,0.61226636,1.1695602,1.0120145,1.114474,0.6923803,1.2721477,0.7721596,1.116554,0.86425716,1.2015152,1.2770252,1.15841,1.3363813,0.84013873,1.1453073,1.0778898,0.9403071,1.2363715,0.7219038,0.89693016,1.129988,0.82441473,0.8892012,1.0442308,0.6591895,1.2260461,0.9543309,1.3698885,1.1285125,0.73251104,0.90802443,0.80557764,1.0149056,1.3056705,0.94233596,1.2347591,1.2329398,0.7826183,0.68744224,0.61938643,1.1832079,1.3154321,1.3017766,1.1603764,1.1231045,1.0819601,1.3077768,1.2644529,0.95717204,1.1634982,1.1866977,1.113579,1.0379188,0.95324063,1.1610026,0.0,1.178682,0.45777023,1.0608536,0.87685,1.0332098,0.8477229,0.95726866,1.3415593,1.2147887,1.2733932,1.1223818,1.1494685,1.1409607,0.96967626,0.9412292,0.8377442,1.3465288,1.1730151,1.1997645,1.0296763,0.80810666,1.2948511,0.8855756,0.978542,0.81225157,1.1461859,1.2228673,0.7708066
scissors,1.2505718,1.1548945,1.0182072,1.229277,0.9699963,0.815716,1.104821,1.1113442,1.0931636,1.2216718,0.86224306,0.83085316,1.233094,1.1332365,0.8828689,0.8459801,0.7917913,1.0473789,1.1056126,1.1545765,0.8399595,0.8359824,0.8927219,1.0048376,1.0278977,1.0665637,1.2656279,1.0066632,0.8362206,1.1527138,1.0494088,1.2650607,0.706374,1.1488489,0.92018604,0.827247,1.1465158,0.6694585,1.1447413,0.99163324,1.0686113,1.0720608,1.1150719,1.001865,1.1652015,0.92503136,0.95502806,0.80168235,0.7323743,1.2602675,0.99928343,0.85693574,0.96844506,0.7831212,1.2038515,1.2044344,0.8868176,1.088162,0.83014673,1.1173306,1.1346798,0.9817567,1.0757494,0.71112525,0.9654066,1.0105132,0.9899622,1.064942,1.1766938,0.9582232,1.0958248,0.84122425,1.0790904,1.2151204,1.120797,1.2101625,0.83310926,0.841807,0.73414284,1.000158,1.0045677,0.94951427,0.7437853,0.9554115,0.9089405,0.8519021,0.940678,1.053802,0.9614306,1.0222338,0.95407903,1.178682,0.0,1.1951156,0.8332184,1.1411513,0.7880924,1.1379628,0.8211108,0.7619691,0.9088262,0.8591529,1.1403317,0.8757136,0.76602787,0.937242,1.0344605,1.178356,0.67911947,1.0929961,1.1015999,0.87760556,1.0490558,0.4386747,1.0459062,1.1018544,1.1121432,0.86904037,0.9505085,1.2334378
shirt,0.5113426,0.8409975,1.3532093,0.53359926,1.363677,1.3645818,0.9663165,1.0250763,0.87835735,0.56605756,1.2151986,1.1548607,0.44469476,0.7077513,0.93210113,1.3314939,1.4056568,1.2691802,1.1474211,1.0932741,1.055669,1.4129267,1.1868691,1.2937602,1.1139957,1.0056359,0.67810977,1.0509686,1.4103155,0.8658601,1.0366545,0.5244033,1.4186821,0.7911296,1.5112969,1.1287674,0.5312582,1.1875527,1.0443344,1.1525055,0.56554514,1.3326766,0.5250706,1.0298594,0.93235064,1.2105273,1.3673607,1.2185321,1.3265121,0.83686066,1.1140825,1.0698705,0.9635489,1.2130775,0.675049,0.58986837,1.1319878,0.8687924,0.91655827,1.053188,0.4573604,1.1761402,1.0278263,1.4877422,1.0705963,0.6786227,0.96432,0.856526,1.0157402,1.3046792,1.058278,1.2303535,1.1074915,0.8793934,0.49245661,0.42017353,1.1774415,1.3425791,1.3457097,1.1491104,1.1453006,1.2625723,1.3977846,1.2710688,1.1642061,1.2984908,1.2618494,1.1145208,0.9928897,0.96649957,1.0849098,0.45777023,1.1951156,0.0,1.176117,0.81958246,1.0227773,0.8547473,0.94415027,1.3865982,1.2692509,1.2837226,1.1629148,1.0630081,1.2215474,1.1214854,0.86273646,0.8309234,1.4283099,1.0132756,1.2945073,0.8733373,0.9720431,1.3295808,0.89187676,0.9678346,0.7543887,1.2823665,1.2576218,0.70530796
shoe,1.12494,1.0472741,1.0929952,1.1592295,1.0058516,1.0172058,1.0570192,0.95064855,1.1584175,1.1666025,1.0762483,0.72164965,1.1004459,1.0233476,0.95148903,0.8557561,0.97935563,1.026295,0.9561613,1.1545421,0.934402,0.74804866,1.0597439,0.77581155,0.91695875,1.0314747,1.1956828,0.817231,0.86996484,1.1467912,1.0134643,1.168006,0.9850494,0.92198896,0.9946866,0.8895804,1.13409,0.731043,0.8849397,0.9950911,1.1247711,1.1114079,1.1201684,1.037076,1.095248,1.0909435,1.0206596,0.96361387,0.9207742,1.161629,1.0630859,0.578057,1.1340023,0.83842784,1.1252571,1.0537692,0.9840885,1.0993612,0.93207645,0.98615587,1.0959818,0.9566541,0.7902589,0.9278159,0.97893214,0.9611823,0.91018313,1.031497,1.1456554,1.1342067,0.9180059,0.9762019,1.1330527,0.98982537,1.1270647,1.0706334,0.92744017,1.0748506,1.0844028,1.1169509,0.9956974,0.8176085,0.940238,0.9944282,0.8492041,0.73821616,0.9786402,0.94728315,1.0964761,1.2584414,1.0022136,1.0608536,0.8332184,1.176117,0.0,0.9128075,0.9572838,1.1229113,0.93819666,0.7184147,0.9424252,0.896913,1.1001985,0.9855538,0.8180132,0.72292525,0.98513323,1.1504599,0.7334951,1.0067419,0.95253384,1.0261575,0.97778547,0.639253,1.0853168,1.0581231,1.1082455,0.8063136,1.0304419,1.1820687
