,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stick,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
purse,1.3343923,0.8268763,1.3045964,0.81967515,0.80741024,0.77289236,0.61719716,1.1406453,1.1461824,1.0607499,0.9559097,1.3122063,1.164218,1.0827272,0.754895,0.5389228,0.66033185,0.83161676,0.9050057,0.9866555,0.4956038,0.9627527,0.5856769,0.83735496,1.2411337,1.3150164,0.7559191,0.717903,0.9764539,1.1079936,0.9474127,0.9137017,1.0249277,0.65949947,1.1438595,0.5852932,1.0488733,0.9390507,1.2682048,0.965969,1.2657232,1.3118708,1.2541834,0.81471044,0.79859304,1.3659098,0.7656615,0.8215278,1.0160073,1.323113,0.84929353,0.9103312,0.8046278,1.3977003,1.0230409,1.2298107,1.0445464,1.3300371,1.0424324,0.91357976,0.47001302,1.3469539,0.7924596,1.0084492,0.59464586,1.0510328,0.7135532,1.1086472,1.0742468,1.2103151,1.066171,0.8509858,1.0127836,1.3549725,0.8661683,0.8762853,1.2319636,1.1952772,1.0812292,0.9985593,1.0006456,1.1577227,0.6925069,0.7015731,0.7660172,0.83710814,0.0,0.9083407,0.89066315,1.1329464,0.7014668,1.2610749,0.7091817,1.2669231,0.7321991,1.0551797,0.88413584,0.7935768,1.2359838,0.96519107,0.9599193,0.7498425,1.2122327,0.99770945,0.9486843,0.63974637,1.1368334,0.66904163,1.2528994,1.1087568,1.0273385,0.8922631,0.5939828,1.011897,1.1550038,0.9499041,0.98399425,1.1609406
radio,1.349069,0.85423255,1.3421915,0.9319947,0.85557425,0.9392369,0.9786734,1.0849268,1.2270672,0.5531344,1.110133,1.1334889,1.2056103,1.2023838,0.9285701,0.7930367,0.7838544,1.0974221,0.8169786,1.0985417,0.745881,0.8048459,0.6647562,0.7295951,1.0591366,1.0880157,0.94505686,0.75413966,0.89242476,1.1275178,1.2413342,0.68251616,1.1473725,0.69043696,0.97291553,1.0601325,0.942147,0.50447685,0.86309314,0.9336136,1.2130413,1.0383432,1.0233235,0.9526141,1.0820683,0.7542949,0.695932,1.0469605,1.0084454,0.89447826,1.0463725,0.92696404,0.66772854,1.1145285,1.2890147,1.2129343,1.1148161,1.2351733,1.1388179,1.0811161,0.9839241,1.2703552,0.8269727,1.1164234,0.941613,1.1562736,0.9657016,1.2789614,1.167645,1.0937157,0.7933494,0.75489736,0.9313676,0.68967074,0.7514137,0.73707247,1.307578,1.2021414,1.1070952,0.75053895,0.7770584,1.0655245,0.9881752,1.0875301,0.729763,0.7764143,0.9083407,0.0,0.88044256,0.7998458,1.0129571,1.2890713,0.92820257,1.224475,0.83215415,1.0159283,1.2246075,0.7183285,1.1654311,1.0695155,1.095766,0.7188105,1.2198012,0.84040105,0.73053527,1.1674618,1.2450985,0.8171011,0.9914247,0.6760204,0.9767451,0.69498676,0.77590144,1.2052953,1.2107962,1.1433613,0.9435071,1.0763415
refrigerator,0.9804372,1.2892567,1.1228062,1.2266371,1.1807504,1.1128486,0.78381836,0.77813226,0.7590171,1.1279827,0.6617136,1.0165044,0.97929233,1.019765,0.96197957,0.8995323,1.0443183,0.8786689,1.0458761,0.88472724,0.94233376,1.1923071,0.7666929,1.0231487,1.0429487,1.0703102,0.4899174,1.0602465,0.34297794,0.68195933,0.929071,1.2209672,0.7725985,1.0053186,1.0476556,0.9437429,0.28164005,0.7023157,1.0698986,1.2179922,1.1763055,1.0741761,1.0979016,1.1767503,1.0152992,1.1219608,1.1041334,1.1143649,0.95556664,1.1084065,1.0734795,1.2092032,1.2324986,1.0395316,1.0575125,1.0857432,1.0409886,1.0861192,1.1315184,0.98482716,0.88145316,1.160972,0.9571956,0.7187989,0.80497193,1.134134,0.74817115,1.0538385,0.978476,1.0826559,1.1764433,1.0978143,1.1531415,1.1577251,1.2005854,0.310524,1.0112735,1.0712855,0.98709303,1.1543562,1.1651133,1.1307044,1.0056595,1.0444524,1.064137,1.1592606,0.89066315,0.88044256,0.0,1.0875547,1.1772392,1.0313026,1.1437635,0.91102326,0.96162254,0.70635176,1.0746962,1.2141179,0.99945766,1.0186841,0.94056016,1.114047,0.9767244,0.999258,1.1702192,0.7988063,0.8364403,1.227853,1.2137488,1.1166667,1.1760939,1.0834894,1.0798354,1.0404377,1.0764753,0.7539529,1.065754,0.6209786
rooster,1.098691,0.83285284,1.1626787,0.90254974,0.86267304,1.0294821,1.203974,1.1888041,1.1976025,0.85068035,1.1626086,0.9370498,1.163779,1.1772475,1.1267892,0.831885,1.0392078,1.3108473,0.91890335,1.1456022,1.0302371,0.71677554,1.0113405,0.8726628,0.9656914,0.79600674,1.0721433,0.90055925,1.009557,1.1595443,1.2194617,0.90402687,1.2245363,0.8182803,0.63195074,0.9143989,1.0344442,0.9098699,0.7982419,0.8611944,1.0143049,0.88641644,0.79663765,0.8707226,1.053496,0.6992801,0.8408718,1.0021216,0.9804221,0.7964927,1.057915,1.0675597,0.8315413,0.76245666,1.1890637,0.97293854,0.8569584,0.91345966,1.1758344,0.94438744,1.0738436,1.0894103,1.0160687,1.2163612,1.0166221,1.1259451,1.1358668,1.1498938,1.1734759,0.9863579,0.7999431,0.80210316,0.90431464,0.80671144,0.78508097,1.143145,1.0032302,1.0965018,1.1505275,0.9746345,0.961083,0.94736874,1.1468667,1.2077862,0.93137115,0.73451966,1.1329464,0.7998458,1.0875547,0.0,1.0521197,1.041962,0.91759914,0.99371845,0.95367825,1.2471888,1.2747858,0.8003345,1.1142317,1.0540496,1.1972027,0.8013893,1.0809197,0.90543425,0.6782281,1.18241,1.2315979,0.9743781,0.7124919,0.79221034,1.0010045,0.744084,0.96420527,1.2445216,1.0957102,1.1106851,0.7923758,1.1180247
scissors,1.2744296,0.8026483,1.2228247,0.91485345,0.9182198,0.77622116,0.7727664,1.1595709,1.1836972,0.9369479,1.1916218,1.3037586,1.1738975,1.0909497,0.71641904,0.79675835,0.7380239,0.96479946,0.95139176,1.0441556,0.6988017,0.8346422,0.8957804,0.7004552,1.1503078,1.2224461,1.0384736,0.7073309,1.2170647,1.2451825,1.0909271,0.6003668,1.0523332,0.7929517,1.1943027,0.7794683,1.3144534,1.1306579,1.1752429,0.95985067,1.1432158,1.2411109,1.1701163,0.82513154,0.85674846,1.2857641,0.60392797,0.8666338,1.0937926,1.1093147,0.77477527,0.9086083,0.8318247,1.3115295,0.9799452,1.1905868,1.1957083,1.2000217,0.8113042,0.966538,0.76257646,1.324455,0.72400063,1.0547495,0.69929266,1.042444,1.0111675,1.115046,1.1782713,1.1581516,0.91482496,0.83758795,0.84598005,1.2065277,0.959509,1.0612111,1.2825708,1.2535182,0.9672479,0.5766768,0.62517387,1.2386742,0.7108202,0.7950343,0.7344634,0.8404599,0.7014668,1.0129571,1.1772392,1.0521197,0.0,1.2343843,0.76397395,1.3279068,0.676175,1.0985689,0.8319166,0.62944484,1.0938568,0.99312484,1.0901628,0.6456703,1.1490026,0.9274588,0.9145408,0.9111408,1.1111698,0.5159869,1.1107053,0.8907864,0.6478021,0.8232211,0.60762644,0.9793374,1.1418571,1.0111736,0.843914,1.2139877
shirt,0.665745,1.3626523,0.62214804,1.2721035,1.3197002,1.2688024,1.2074805,0.7867534,0.6137947,1.1878299,0.8513272,0.3904177,0.44191557,0.7444072,1.242526,1.3994968,1.4856887,0.9352382,1.2160728,1.1145848,1.4458764,1.2753267,1.3011405,1.2871275,0.82757765,0.598879,0.99320483,1.342903,0.8727735,0.6408083,0.8599398,1.4282988,0.79529786,1.4672151,0.8040347,1.1870786,0.8628236,1.245875,0.927083,1.2813604,0.7589736,0.53840053,0.99751073,1.2754567,1.2054907,0.9232332,1.4951749,1.1230974,0.9911087,0.77586854,1.1022087,1.2175636,1.3601605,0.56286556,0.95128816,0.82889163,1.0203578,0.50827813,1.0233994,0.6418091,1.2902176,0.44601405,1.3529314,0.8266326,1.2991827,1.0583959,1.2210447,0.7565185,0.9102745,0.8084563,1.253057,1.4358249,1.1047407,0.93506515,1.3283195,1.1247923,0.17598045,0.4556988,0.93315303,1.376729,1.3793225,0.82237005,1.1531535,1.2393574,1.5038459,1.3433203,1.2610749,1.2890713,1.0313026,1.041962,1.2343843,0.0,1.2111049,0.42566067,1.461993,0.96336573,0.96729857,1.4399698,0.91355455,1.0266932,1.1075847,1.5127397,0.88113636,1.3089845,1.3161306,0.97517776,0.70099163,1.4424715,1.1257638,1.2155081,1.1498679,1.4089525,1.3457495,0.8777862,0.8203413,0.85000634,1.1553979,0.73285854
shoe,1.3375831,0.78500044,1.2563521,0.75041175,0.7177229,0.83203125,1.0007007,1.2622287,1.3288171,0.96280694,1.141494,1.0845339,1.2415918,1.3372107,1.0380765,0.68261015,0.65196466,1.2038753,0.7268605,1.099234,0.69986016,0.9012272,0.8487241,0.8478209,1.0786873,0.9952126,1.0114292,0.69824606,1.148089,1.2371931,1.0544168,0.87936246,1.2553587,0.68740195,0.81931645,0.772802,1.323671,0.9563521,0.7758802,0.96451473,1.1444681,1.1694133,0.93928826,0.7122844,1.0432903,0.86564326,0.6706056,0.9219108,0.860839,0.77973706,0.82479286,1.0678395,0.80503374,1.1334751,0.9748659,1.0405071,0.8145088,1.1746793,1.0934694,0.9864101,0.8421809,1.1651866,0.80529547,1.2144198,0.87170374,0.88392943,0.9964736,1.0538738,1.2442079,1.031851,0.92651653,0.74241894,0.82516474,0.83318186,0.8148844,1.0123878,1.1934948,1.1358826,1.2419269,0.96368927,0.9656566,1.1076691,0.8130655,0.94700277,0.68797946,0.81778574,0.7091817,0.92820257,1.1437635,0.91759914,0.76397395,1.2111049,0.0,1.2280892,0.7293233,1.1170892,1.2220708,0.48485017,1.2861636,1.0190005,1.0676882,0.5536933,1.2680099,0.85356987,0.8155557,1.054115,1.3730762,0.6429707,0.8258215,0.8211688,0.8651303,0.800534,0.90742075,1.1803493,1.2374227,1.1757765,0.677392,1.3610785
shorts,0.5542604,1.3210016,0.6468336,1.2155118,1.2780495,1.2869608,1.1977848,0.8383545,0.528915,1.1979837,0.7665329,0.5922543,0.5919203,0.8064922,1.259301,1.3846393,1.4693459,0.9592989,1.2271979,1.0822799,1.4760818,1.2528403,1.3060892,1.357418,0.841601,0.6922906,0.8958499,1.333574,0.7769388,0.5423218,0.81164,1.439136,0.77960086,1.4430838,0.8859413,1.2472712,0.75793874,1.1513321,0.98808974,1.212717,0.8552733,0.631532,0.9933581,1.3038852,1.2219265,0.8669597,1.4803269,1.1384652,1.0676123,0.89242595,1.0635668,1.2225728,1.3377634,0.60972905,0.92674446,0.87525004,0.9927253,0.62197965,1.0709096,0.7971301,1.3110288,0.3863371,1.3258944,0.79277575,1.2843685,0.97681636,1.1340457,0.72510296,0.86837167,0.9620073,1.2307247,1.3257934,1.1973994,0.97029597,1.2861502,1.0789487,0.3969556,0.42657167,0.9623879,1.3902328,1.367022,0.8486999,1.0988235,1.2291138,1.4647071,1.3257186,1.2669231,1.224475,0.91102326,0.99371845,1.3279068,0.42566067,1.2280892,0.0,1.3580866,0.9846369,1.0660644,1.380399,0.92971396,0.9306212,1.0945864,1.4602295,0.83956146,1.2587976,1.2881433,1.0637333,0.6993997,1.4597584,1.0156622,1.221683,1.2017087,1.3232794,1.3285469,0.916279,0.912661,0.8338026,1.1596779,0.75470835
shovel,1.3713255,0.8138937,1.2493081,0.91486317,0.8170161,0.86217237,0.92948943,1.2432175,1.4106247,0.78020173,1.1939006,1.3777453,1.4196764,1.0727944,0.8831091,0.52186704,0.5246246,1.3318557,0.9386093,0.8471776,0.5083283,0.73232865,0.58372474,0.5597858,1.1376626,1.3421769,0.88024426,0.70380753,1.0687714,1.3111842,1.1731586,0.47648764,1.3076234,0.5401671,1.1290381,0.898844,1.1502106,0.8667873,1.2761449,0.975032,1.1365348,1.4643837,1.0728513,0.6364281,0.87318635,1.2162461,0.46242177,0.8659841,1.019651,1.2249613,0.94124216,0.6825129,0.74192345,1.3980808,1.2316048,1.297822,1.1786429,1.341298,1.0533265,1.1179624,0.6554797,1.3777444,0.3495419,1.2357559,0.6933118,1.1121061,0.78066623,1.3814158,1.1103281,1.2522082,0.8636622,0.57997084,0.88440084,1.2105477,0.932826,0.8441361,1.3865296,1.3587685,1.2419952,0.5035634,0.49511534,1.2774011,0.80101246,0.7303321,0.5092139,0.7668725,0.7321991,0.83215415,0.96162254,0.95367825,0.676175,1.461993,0.7293233,1.3580866,0.0,1.0419619,0.8538773,0.47994387,1.1429676,0.9866437,1.0253538,0.3109212,1.065881,0.65267026,0.84893453,0.8311255,1.3791871,0.72619796,0.9559057,0.6002151,0.7540709,0.562339,0.8441229,1.4029417,1.0936501,1.1193422,0.647676,1.1875887
sink,0.8303479,1.3206593,0.9117265,1.2760546,1.189871,1.1519401,0.8743326,0.32325733,0.8347409,1.2003324,0.7745415,0.9492592,0.91429204,0.95387447,0.9645139,1.0730584,0.8411612,0.7622721,1.2555331,1.0129704,0.98720443,1.2588036,1.1231071,1.151336,1.0886079,1.0538646,0.9617811,1.1536319,0.8872223,0.844407,0.9075952,1.2732334,0.8940113,1.1245532,1.1834606,1.2081203,0.76674783,0.934137,1.0369142,1.1073742,1.0386024,0.9890805,1.1396418,1.1276172,1.0358996,1.1396825,1.1197696,1.0123379,0.7663431,1.0743347,1.0944998,1.1144431,1.3074118,0.98948765,0.8797959,1.0047085,1.0962102,0.95375717,0.9564293,1.0737387,0.8916715,0.950015,1.0074875,0.88235945,0.98839074,1.0264016,0.9806355,0.8869827,0.7887069,1.0022942,1.1820977,1.2140104,1.308703,1.1629555,1.2716324,0.48881721,0.9995662,0.92069435,0.88329166,1.1335708,1.1484966,1.0039665,1.1128501,0.89662886,0.958138,1.3307729,1.0551797,1.0159283,0.70635176,1.2471888,1.0985689,0.96336573,1.1170892,0.9846369,1.0419619,0.0,0.90973485,1.2519392,0.9315547,1.004765,0.7064958,1.112343,0.7465831,1.12152,1.3470631,0.8729812,0.64576757,1.137659,1.2605977,1.1394509,1.1220198,1.2642761,1.2521886,0.81305397,0.964997,0.77986705,1.2586352,0.8514945
slide,1.0538064,1.0999702,1.0025469,1.0859394,1.0912378,1.0225575,0.9000143,0.8103632,0.86582613,1.1463606,0.8437342,1.0771154,0.87084925,0.3840238,0.8727585,1.1019409,1.0380812,0.9031842,1.2329469,0.8984968,0.9297028,1.1479899,1.019744,0.9731227,1.0069185,1.1991886,1.0364621,1.1060953,1.0644075,1.0594525,1.0392348,1.0250131,0.8159362,1.1657181,1.2826248,0.89569193,1.0737576,1.104762,1.2986664,1.2188344,0.9410548,1.128388,1.2075137,1.1206398,0.9678238,1.3592798,1.1587094,0.8217161,1.1363484,1.2760704,0.9325918,0.8211118,1.0764226,1.217303,1.0711758,1.1519203,1.2592571,0.9730598,0.7461638,1.0490723,0.85235155,0.8834466,0.97456753,0.8437393,1.0227135,1.1352105,0.9571023,1.0272379,0.6695225,1.0732957,1.1250026,1.1128486,1.1768271,1.30543,1.1527808,1.027425,1.0155702,0.8669199,0.91155916,1.0122613,1.0156331,1.0189168,0.9613599,0.7861924,1.0786456,1.0599502,0.88413584,1.2246075,1.0746962,1.2747858,0.8319166,0.96729857,1.2220708,1.0660644,0.8538773,0.90973485,0.0,1.1011434,0.7889478,0.94883865,1.0017275,1.0858922,0.85465115,1.1269264,1.2481656,0.5973324,0.89081144,0.9790834,1.2002665,1.231662,1.0827969,1.1226426,0.8748634,0.9285891,0.67749417,0.9889068,1.1606543,0.8978008
slipper,1.449024,0.5358856,1.310177,0.7327874,0.63011146,0.70521694,1.0425719,1.4763477,1.5606954,0.63475263,1.3901753,1.3952885,1.4668086,1.2270992,0.88116527,0.5321336,0.48089105,1.4206012,0.70646477,1.2225437,0.4755224,0.5080835,0.6237831,0.58080953,1.0493625,1.2366936,1.1114222,0.55317175,1.3044508,1.4974004,1.2501408,0.3921321,1.4412603,0.40269196,1.0553504,0.82573843,1.4688795,0.9063161,1.0025955,0.858096,1.1706654,1.3134706,0.9078278,0.7015916,1.1347631,0.9030746,0.33282733,0.94536,1.044562,0.9357966,0.8110405,0.84451467,0.4766928,1.3370591,1.1145236,1.1078489,0.93917626,1.3404827,1.1374149,1.0802412,0.78691155,1.2874401,0.5229501,1.4171612,0.85252947,1.0601819,0.9789157,1.3333869,1.3553908,1.0914652,0.5846828,0.37493932,0.75607944,0.85840654,0.643981,0.9977589,1.4103621,1.275846,1.2417167,0.54958147,0.54020774,1.3084927,0.8034322,1.0140054,0.40998268,0.45451862,0.7935768,0.7183285,1.2141179,0.8003345,0.62944484,1.4399698,0.48485017,1.380399,0.47994387,1.2519392,1.1011434,0.0,1.2312148,1.068115,1.1205792,0.22337496,1.3801689,0.7115521,0.50816256,1.1232433,1.6148131,0.4109506,0.58423823,0.557042,0.82634974,0.36634392,0.7769224,1.41084,1.2915034,1.3551762,0.43789375,1.4473348
snow,0.8841402,1.1417158,0.8317809,1.0418941,1.0331788,1.199851,1.1361353,0.8268935,0.83187205,1.1363555,0.96273434,1.044222,0.95895845,0.726397,0.98875517,1.2090191,1.2036476,0.9073362,1.2771823,0.9064089,1.1979524,1.1753271,1.2087879,1.0921264,1.1461176,0.9220459,1.12011,1.1836092,0.99926215,0.95247513,1.0775113,1.1270962,0.8596399,1.2314373,1.1440276,1.2745769,0.8365679,1.085446,1.1200994,1.1248872,0.78088534,0.9566633,1.0683806,1.2304535,0.99566287,1.1432377,1.1898065,1.0443112,1.0784996,1.1457306,1.1520482,0.9220208,1.1901147,0.95443255,0.99530965,1.0032924,1.1691861,0.7838594,0.94791424,1.1374402,1.1175148,0.81627786,1.1688799,0.9130412,1.0697777,1.0193235,0.9536139,1.034546,0.7735389,0.9590881,1.0857784,1.2654953,1.1606084,1.1144778,1.1208955,1.0636104,0.97467583,0.852228,0.81672066,1.0695281,1.0704327,0.9368263,1.1309149,1.0428822,1.1754677,1.2411503,1.2359838,1.1654311,0.99945766,1.1142317,1.0938568,0.91355455,1.2861636,0.92971396,1.1429676,0.9315547,0.7889478,1.2312148,0.0,1.1418915,0.9598075,1.2524183,0.7465193,0.9456899,1.1757638,0.9656719,0.77435136,1.1400193,1.0894125,1.1609448,1.165961,1.2530668,1.1982625,0.86860186,0.6641667,0.9427519,1.2681509,0.6949617
sock,0.8711931,1.1633668,0.86884385,1.0280856,1.0316736,0.974407,1.0404812,0.9916788,0.89326364,1.1167194,1.0068604,0.94282156,0.9165803,1.0220425,1.0080756,1.1193211,1.0874181,0.9764766,1.0375764,0.9940279,1.0684949,1.1871625,0.9912494,1.0509336,0.88836586,1.0996721,0.88131064,1.1014802,1.0353713,0.7820554,0.8487294,1.1613544,1.0475596,1.1642648,1.0474681,0.9246068,0.9903881,1.0357646,1.0281339,1.1016476,1.0580095,1.0888995,1.0344236,0.96572584,0.97034466,1.0571768,1.1757454,0.7912715,1.1678534,1.1491115,0.64187956,1.092953,1.1107008,1.0449784,0.77313066,1.0235711,0.7257299,1.0461878,1.0029716,0.92562366,1.0150629,0.99769765,1.0253253,1.0526513,1.0091462,1.0377344,0.80907303,0.5279711,0.97419745,1.116127,1.1359981,0.9047853,1.0900743,1.1762254,1.1271852,0.99069357,0.95556945,1.0042652,1.0018994,1.1349345,1.1142743,1.0372202,0.68291986,1.0506332,1.0230409,1.0441297,0.96519107,1.0695155,1.0186841,1.0540496,0.99312484,1.0266932,1.0190005,0.9306212,0.9866437,1.004765,0.94883865,1.068115,1.1418915,0.0,0.93097776,1.1064355,1.0998051,1.0096587,1.1811469,0.98538876,1.0017278,1.0008914,0.9959518,1.0876769,0.9666562,0.9823634,0.93502164,1.0195563,1.0847023,0.9077661,0.9436002,1.0203953
soup,0.9487551,1.0408502,0.99000937,1.0031228,0.9530399,0.8792396,0.9851806,0.8697183,1.0455393,1.117797,1.0788116,1.1834476,1.0364347,1.0718762,0.81055003,1.0302728,0.7678143,0.8385574,1.0458186,0.95842016,0.9549919,1.1282014,1.098003,1.139528,1.1148112,1.2562783,1.1496099,0.9730036,1.0616186,1.0656574,1.0407311,1.1619796,1.066041,1.0087738,1.1580725,1.0598652,1.0146713,1.0121735,1.0798546,0.8416786,1.0865259,1.0244087,1.0337434,0.98824936,0.8803876,1.156121,0.993506,0.9322803,0.82813144,1.1301436,1.1331054,0.99447745,1.0967019,1.0943476,0.8998445,0.95953006,1.0436044,1.1196582,0.97747934,1.2024145,0.8200841,1.122781,0.91419905,1.1039964,0.99879867,0.90537435,0.89912087,0.964661,0.9745387,1.0386697,1.1020967,1.0502055,1.0396901,1.1472553,0.9068107,0.8708629,1.1035352,1.0819954,0.86723685,1.1283255,1.1087484,0.9819272,0.97468007,0.8913473,0.78272384,1.0521328,0.9599193,1.095766,0.94056016,1.1972027,1.0901628,1.1075847,1.0676882,1.0945864,1.0253538,0.7064958,1.0017275,1.1205792,0.9598075,0.93097776,0.0,1.0277605,0.9542062,0.9624474,1.1274388,1.0325975,0.9460427,0.9192374,1.0406979,1.1569524,1.1167444,1.1396499,1.0067537,0.8651397,1.014087,1.0478656,1.1702055,1.0842056
spoon,1.5283855,0.45033413,1.3878803,0.6725352,0.5595234,0.75882703,1.023906,1.4030436,1.5699444,0.62437385,1.3717179,1.463272,1.5523956,1.2662818,0.90803385,0.3895985,0.2878595,1.380301,0.783171,1.1214122,0.39887297,0.4696685,0.62923205,0.56754565,1.1648569,1.3058023,1.0909529,0.44014823,1.2806449,1.4822366,1.3114233,0.27586114,1.4258175,0.2592113,1.1246159,0.9059254,1.3742454,0.8531164,1.1102885,0.7413558,1.200584,1.4013762,1.0964833,0.6584837,1.0075561,1.050513,0.19231838,0.9157802,0.9863689,1.0457715,0.9826356,0.72910416,0.50776917,1.3999405,1.2546775,1.3275415,1.0929691,1.4186618,1.1430998,1.183568,0.6420085,1.4913944,0.31802148,1.3744566,0.6630968,1.1092225,0.9262017,1.4756377,1.295788,1.2413465,0.47103512,0.4088608,0.68986887,0.97115564,0.60107166,0.90189075,1.4787823,1.4429647,1.2761468,0.4018998,0.35552907,1.3534081,0.8866862,0.898088,0.25210834,0.45257938,0.7498425,0.7188105,1.114047,0.8013893,0.6456703,1.5127397,0.5536933,1.4602295,0.3109212,1.112343,1.0858922,0.22337496,1.2524183,1.1064355,1.0277605,0.0,1.3191863,0.5830999,0.4971373,1.0710418,1.5662837,0.42827237,0.8446456,0.53695464,0.83290154,0.37047857,0.7082131,1.3839498,1.2465261,1.2795064,0.50466853,1.426637
sprinkler,0.60262614,1.334264,0.8117058,1.258535,1.2877383,1.1871645,1.100642,0.5978521,0.6982057,1.2072761,0.6945965,0.9085917,0.7871088,0.79315996,1.191787,1.2998961,1.242615,0.90693116,1.4054097,0.8388023,1.3089342,1.2945015,1.3636678,1.2223058,1.0926114,0.8508493,0.99152243,1.2525698,0.88516176,0.75258595,0.9163545,1.3419778,0.8178241,1.3759402,0.99853027,1.2257459,0.72832125,1.1617471,1.076838,1.0574485,0.7874181,0.88573503,1.1258068,1.0692745,1.0072155,1.1293476,1.2788384,0.856967,0.9585062,1.065439,1.0788292,1.103152,1.3470713,0.8524258,0.86719215,1.0331692,1.1145217,0.74252087,0.6880079,1.0409743,1.1623636,0.7501659,1.2440995,0.8337461,1.1078454,1.0391165,1.1483655,0.8153398,0.554929,0.9865088,1.2517188,1.395255,1.2664241,1.1438661,1.313869,1.0957859,0.94938093,0.87582916,0.97580475,1.2355802,1.2497215,0.78306556,1.1642439,0.9320226,1.2436463,1.3768768,1.2122327,1.2198012,0.9767244,1.0809197,1.1490026,0.88113636,1.2680099,0.83956146,1.065881,0.7465831,0.85465115,1.3801689,0.7465193,1.0998051,0.9542062,1.3191863,0.0,1.149955,1.3981409,0.8206534,0.59086543,1.2897643,1.2279949,1.1958196,1.050698,1.4178578,1.2349986,0.8601987,0.76505464,0.6922709,1.2595565,0.6946265
stick,1.3309271,0.7830529,1.20588,0.8781512,0.81522465,0.9837881,1.0095878,1.1737009,1.3578842,0.68341243,1.2761858,1.2865741,1.30879,1.216973,0.93198997,0.690577,0.6877042,1.1991707,0.7113763,0.94963115,0.7651459,0.741118,0.72086567,0.62996715,1.0452489,1.127363,1.0506232,0.6515293,1.135021,1.175233,1.226766,0.58850825,1.2797658,0.61960846,1.0400035,1.0679055,1.0923419,0.75603336,1.0467691,0.9944903,1.050364,1.2796686,1.0838876,0.81978416,0.9359715,0.95470184,0.601475,1.0292121,1.050826,1.0815444,1.1465051,0.73144525,0.7661425,1.2401421,1.1947978,1.2260419,1.1700802,1.2658628,1.068952,1.1748327,0.8971358,1.2808475,0.6994178,1.269517,0.732846,1.0964068,0.9009061,1.4126692,1.3201046,1.151572,0.7419652,0.48493505,0.62886786,0.9584284,0.8822806,0.9220207,1.2909083,1.2559154,1.0874007,0.6688731,0.6377038,1.3185639,0.82179296,0.99691045,0.55109334,0.8167964,0.99770945,0.84040105,0.999258,0.90543425,0.9274588,1.3089845,0.85356987,1.2587976,0.65267026,1.12152,1.1269264,0.7115521,0.9456899,1.0096587,0.9624474,0.5830999,1.149955,0.0,0.6859231,1.1914905,1.4051495,0.7479831,0.8487576,0.67192006,0.9425256,0.48683703,0.9549281,1.2597141,1.0936178,1.2883632,0.7687788,1.1772617
strawberry,1.4303305,0.2975068,1.3584319,0.574083,0.5669918,0.7954552,1.1240382,1.4633979,1.4746935,0.5652715,1.4420127,1.3455739,1.4317745,1.2969637,1.0587023,0.6159397,0.5745138,1.2902751,0.5858234,1.1606084,0.65565634,0.32092512,0.7562206,0.68383026,1.0179203,1.1824964,1.2102798,0.5785656,1.2731212,1.4062036,1.3075248,0.42722595,1.3486687,0.40982783,1.0273565,0.87772864,1.3377986,0.9201785,0.91799265,0.5793202,1.1638529,1.188522,0.9578203,0.8030268,1.0529715,0.7538638,0.4996575,1.0774293,1.0484008,0.9839312,1.1525294,0.72044057,0.51537496,1.2332844,1.2852956,1.1792692,0.96731186,1.3263294,1.1675191,1.1738502,0.86891943,1.383454,0.8200037,1.346883,0.8981794,1.07874,0.97447693,1.464752,1.3515381,0.96783334,0.39397037,0.50804937,0.6981354,0.72401595,0.38214582,1.114285,1.2432957,1.2638173,1.2377023,0.6355916,0.5951794,1.3115268,1.0883466,1.1174765,0.56581724,0.33842492,0.9486843,0.73053527,1.1702192,0.6782281,0.9145408,1.3161306,0.8155557,1.2881433,0.84893453,1.3470631,1.2481656,0.50816256,1.1757638,1.1811469,1.1274388,0.4971373,1.3981409,0.6859231,0.0,1.3065543,1.5199244,0.5678474,0.68801534,0.7296486,1.0076209,0.4185847,0.7254678,1.2398412,1.2006791,1.3791783,0.68242186,1.3181605
