,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
finger,1.3183167,0.36171412,0.7061552,1.0944105,0.8856076,0.8676766,0.8571868,0.68929976,1.021543,1.4455633,1.0000335,1.3698032,0.61092013,1.3288004,1.1175282,1.1124729,1.30947,1.3253126,1.0909297,0.819317,1.0324078,1.3027556,1.1086018,1.2578497,1.1303194,0.9532989,0.8341335,0.9463277,0.48246026,1.1814969,1.1944606,0.83445156,0.784132,1.3275244,0.67460215,1.1684277,1.115369,1.1695864,0.91636926,1.3214273,1.1914133,0.58568764,1.4589177,0.81956744,1.165471,1.051807,1.2341123,0.9001247,1.2128316,1.0012925,0.38316524,0.6191744,1.1993608,0.60016155,1.1075224,0.0,1.27373,0.63886803,1.0488245,0.5840415,0.59222305,1.0673621,1.2500119,0.47441578,0.52967983,1.1123577,0.49804062,0.820541,0.7065211,0.43219554,0.6314808,1.3877676,1.0008632,1.3124835,1.1944835,1.202866,1.0785056,0.8063866,1.2316885,0.8520273,0.7124154,1.1460197,0.88861525,1.13249,0.91100955,1.3257222,1.2210089,0.53664345,0.74004376,0.44061923,0.4908064,0.62543416,1.068143,1.1038792,1.1488978,1.1000934,1.2994326,1.2186323,0.6536871,0.6316673,0.95169234,0.71566415,0.761057,1.0591449,1.1960683,1.1161954,1.0820054,0.9323409,0.53204083,1.2223647,0.9302528,1.1635612,1.054606,1.1001284,1.1785227,1.1510816,1.0250862,1.0988531,1.1391686,1.091941,0.877784,1.1644936,1.3214378,1.086732,1.2599032,0.47414315,1.294086,0.6132346,0.5948192,0.6991398,1.3510206,1.0817301,0.60150325,1.3321912,1.1052548,1.2572699,1.4147856,0.9404214,0.107462525,0.3264404,0.7780594,0.6674505,0.9837628,1.3073484,1.2781408,1.2843697,1.3526912,1.2275535,0.43697286,1.2668197,1.1872208
firetruck,0.9530217,1.3278422,1.2862701,1.1410842,0.91864496,1.2900498,1.2790556,1.292259,1.1247454,0.68413794,0.8636019,0.62574977,1.2151549,0.645086,0.9372934,0.9082123,0.7766074,0.66498125,1.1855391,1.2198642,1.2687161,1.0159768,1.1792258,0.9017165,1.0808827,1.1192323,1.1912904,1.01826,1.2850648,0.86865985,0.8588947,1.1829644,1.2749914,0.81459236,1.1221491,0.93947375,0.9593157,1.0787373,1.193192,0.6638349,1.098395,1.2513516,0.68292254,1.2754471,1.0282145,1.134182,0.83413523,1.12627,0.9368531,1.0661606,1.2767051,1.3273653,0.7062675,1.1484562,0.85661453,1.27373,0.0,1.3253162,1.0251956,1.1255648,1.2966287,1.2784941,0.9874058,1.1622223,1.3203818,0.7669833,1.3920648,0.9246831,1.2184426,1.1369535,1.1907454,0.4636817,0.7698829,0.8958453,0.827686,1.1593835,0.7769382,1.1888465,0.77163434,1.2387658,0.9856119,1.0812119,1.2997569,1.1251875,1.1111497,0.47510827,1.1140504,1.2140248,1.3166044,1.3052872,1.1396141,1.2533653,0.9958618,0.88776726,0.828073,0.83738256,0.9474557,1.0622975,1.2128332,1.2356567,1.0466509,1.2020237,1.0894728,1.1292229,1.0858383,0.88427377,1.2371567,1.0872461,1.2571537,1.0319072,1.1730764,0.9107266,0.76365274,1.0940691,1.0607408,1.0610609,1.0436244,1.0134004,0.79042614,1.0740151,1.0903667,1.0184265,0.8079771,1.024109,0.7729815,1.2673409,0.5961735,1.2948518,1.3191564,1.3300153,0.7336089,1.0393424,1.153743,0.80521715,0.7316486,0.72102606,0.6357254,1.308161,1.2839404,1.2848467,1.1656116,1.3006006,1.2790797,1.0413632,0.59893495,0.7734748,0.68090975,0.9103358,1.3048804,0.59396875,0.7223797
fish,1.1589168,0.5978596,0.37490427,1.08467,1.4590058,0.5052138,0.4744929,0.45782912,0.8488122,1.4691918,1.0740408,1.6652013,0.36466324,1.4186013,1.431772,1.0934119,1.5768394,1.2069204,0.8719815,0.34039456,0.51383585,1.2469037,1.1557736,1.182326,0.74861336,0.64631397,0.6013587,0.6312679,0.7292998,1.2188678,1.2593579,0.517356,0.3696835,1.4700269,0.71985805,1.2325628,1.2403702,1.2190185,0.7359978,1.5707353,1.2631204,0.1991955,1.591768,0.36552882,1.1587499,1.1601847,1.3490717,0.9918024,1.4438778,0.686036,0.6053546,0.4218446,1.4443431,0.6156368,1.3282732,0.63886803,1.3253162,0.0,0.7160036,1.0916946,0.45328695,0.7030331,1.3348546,0.68899393,0.64970547,1.2399089,0.29659635,1.3143739,0.52924085,1.2024115,0.55678433,1.3695729,1.3384727,1.1774983,1.4640987,0.9943505,1.532141,0.703171,1.2556825,0.4327786,1.1815501,1.1803244,0.564113,1.0435855,1.2953782,1.2886784,1.2974557,0.35739964,0.44812196,0.5840991,0.63374233,0.37507504,1.0602223,0.83839667,1.5343447,1.5276927,1.3839364,1.2227973,0.24749058,0.29476434,0.7834548,0.73115873,1.0191544,0.9851574,1.2172462,0.8563278,0.738026,0.92379993,0.41511583,1.2716666,0.68495226,1.2327404,1.252303,0.92445683,1.3158766,1.0447793,1.2080421,0.9550792,1.5174762,1.066431,1.2298687,0.8895521,1.4291577,0.9301979,1.0052359,0.30133587,1.2842369,0.321545,0.8532425,0.42456603,1.3868682,1.188652,0.47518277,1.454777,1.4324322,1.2756598,1.6143816,0.5126127,0.52517503,0.5394648,1.0787762,0.38653398,0.5502335,1.2465262,1.2681909,1.2087617,1.1954502,1.3396804,0.38046354,1.3606849,1.3172748
flower,1.0517235,1.0289637,0.71160555,0.9240111,1.3233135,0.7516973,0.8391708,0.88696027,0.67990494,1.2548406,1.2024066,1.3880795,0.84302753,1.1705178,1.2441549,1.0819145,1.4386882,1.1283762,0.75519335,0.5696168,0.67972565,0.9424095,1.1008384,1.0475878,0.6920261,0.54591,0.78715324,0.627613,1.1763579,1.0998102,1.0310612,0.77685976,0.83597153,1.1608284,1.0792396,0.98251647,1.1257395,1.0638946,1.0323875,1.3444734,1.1499457,0.75764865,1.1797551,0.64017403,1.022969,0.89455783,1.1651977,1.0431013,1.1888465,0.59505177,1.0755368,0.89653087,1.2711571,1.0167143,1.1505759,1.0488245,1.0251956,0.7160036,0.0,1.2005123,0.88215697,0.8456973,1.2033973,1.0142199,0.8307755,1.221664,0.90411437,1.2526779,0.9028434,1.2178522,0.71236587,1.0335166,1.2796574,0.9910314,1.3317223,0.84863406,1.4758039,1.0283735,0.8813305,0.5875429,1.3646464,1.1566145,0.76940584,0.82396084,1.311312,0.98294884,1.1453631,0.87273145,0.73058975,1.038843,1.008933,0.8793094,0.83319163,0.9535923,1.3240238,1.4319863,1.1503356,1.1071117,0.7723214,0.7673177,0.7521805,0.98467165,1.1242806,1.0465899,1.0853895,0.32841372,0.82163227,0.9845246,0.84166867,1.0727441,0.68036336,1.0498728,1.271674,0.7843069,1.164128,0.88536215,1.1206563,1.0152177,1.343184,0.8315203,1.2432567,0.8235507,1.201603,1.0892564,0.99444187,0.7128593,1.1598028,0.8585314,1.0997376,0.7992158,1.2123704,1.2177844,0.599574,1.0645034,1.2884828,1.0071383,1.2768492,0.7260659,1.0069507,1.0603219,1.2199558,0.7386315,0.71317446,0.9890606,0.77301246,0.96172047,0.8936434,1.0806911,0.8310844,1.0626285,1.154116
foot,1.0852559,0.59500766,1.1665049,1.0132989,0.5598239,1.195045,1.1711925,1.0277871,1.0462377,1.0575844,0.99010456,0.95767736,0.97928166,1.0209806,0.9013226,1.0202942,0.9106815,1.2119381,1.0795228,1.1683184,1.2251008,1.0781572,0.98248464,0.98771083,1.1942534,1.1886624,1.0104412,1.1714584,0.7243529,1.0941553,0.9407605,1.1476879,1.1821526,1.0147544,0.89567256,1.032456,0.9450118,1.0438406,0.9871297,0.92394835,0.9908892,1.0453877,0.9999709,1.1839132,0.99214417,0.8925025,0.95535743,1.0271177,0.8150277,1.2108727,0.83941853,1.0859193,0.90027684,1.0435749,1.0349203,0.5840415,1.1255648,1.0916946,1.2005123,0.0,0.94745755,1.1369879,1.045755,0.9312972,0.65978616,0.92708063,0.9747841,0.8786691,1.1145573,0.46636295,1.1350968,1.2276187,0.7180483,1.0896174,0.9268602,1.1116424,0.7768313,0.88424754,0.99376607,1.1655086,0.5772788,0.940986,1.1469524,1.0051731,0.64766526,1.2056148,1.0075153,1.0683553,0.9576486,0.83694303,0.9460627,1.0874629,1.0162455,1.1526471,0.8298262,0.8374287,1.0248787,1.044657,1.0662003,1.0178156,1.1463172,0.9571192,0.75964564,0.90167016,1.0349809,1.1532711,1.2034509,1.0338206,1.0207865,0.97734463,1.1511662,0.93756247,0.91969657,1.1351305,0.94095993,1.079565,0.8685453,1.1202976,0.9184637,0.800537,0.76007926,1.117701,1.0499885,1.0819807,1.124899,0.95089453,1.097911,1.0645477,0.36903965,1.0157405,1.1550211,0.77996415,1.0974174,1.0687597,0.99240285,1.1357739,1.0474137,1.2406638,0.62469536,0.76682055,0.7303242,0.9665419,1.1624963,1.12544,1.1772251,1.1355338,1.211196,0.91711164,0.96036834,1.0037794,1.066617
fork,1.1645712,0.66470957,0.703226,0.92401344,1.1449356,0.8145193,0.7669976,0.534406,0.9139846,1.3486067,1.1298634,1.4791456,0.5907543,1.3397512,1.2468396,1.1051968,1.4075094,1.2624807,0.7565851,0.75165343,0.7253256,1.1034751,1.0661864,1.0784085,0.9332596,0.8279773,0.73042345,0.9122948,0.54693323,1.1304691,1.1629528,0.6194899,0.72760415,1.3209411,0.6946251,1.1002063,0.8922264,1.1932676,0.76032186,1.3896992,1.1746869,0.46934468,1.3694737,0.695081,1.1468568,1.1266123,1.2025119,0.9035205,1.4076618,0.8913909,0.6535152,0.63954514,1.2591581,0.80286044,1.2267649,0.59222305,1.2966287,0.45328695,0.88215697,0.94745755,0.0,0.79930186,1.0302093,0.69624877,0.72415835,1.2417743,0.53814244,1.1261897,0.6394191,0.86625993,0.85447127,1.3486514,1.2398808,1.2353654,1.3375636,1.0521395,1.3335595,0.44059265,1.1424806,0.6625166,1.057147,1.1150092,0.81328326,0.99611944,1.1081994,1.2887628,1.1648896,0.7347535,0.6565536,0.55334866,0.8052945,0.62813514,0.9236376,0.98810637,1.3723986,1.3241136,1.156838,1.1937598,0.51969546,0.47964567,1.0388294,0.6271547,1.0511539,1.0051708,1.1231624,1.0035042,0.65165865,0.97540116,0.7855689,1.1383092,0.82032996,1.0657616,1.3099072,0.95789945,1.2098093,1.0801808,1.1924639,0.79884875,1.3565563,0.9462768,1.1337559,0.7460006,1.2786009,0.7374949,1.0934758,0.5816978,1.3569589,0.5547108,0.8458437,0.14076197,1.2195034,1.0083355,0.7723823,1.2962255,1.3232126,1.1513911,1.3226116,0.7583921,0.6599754,0.60084444,0.7157676,0.63275594,0.819668,0.9591209,1.3189237,1.2322197,1.3178082,1.0694056,0.56144136,1.314263,1.2053707
frog,0.57712585,1.0659645,0.8412081,0.96354604,1.2699069,0.8717538,0.8118435,0.65935093,1.0494316,1.3209974,1.0811205,1.3628957,1.0502667,1.3573147,1.120516,0.68436277,1.2834136,1.1585535,0.70869875,0.99022925,0.98313797,1.0393627,0.6228058,1.1489148,1.1469015,0.73493683,1.0963618,0.94773906,0.795737,0.7787494,1.3019018,0.68305457,0.8659129,1.2221442,0.9154619,1.2373185,1.102062,0.50176084,0.6789891,1.3411839,0.44708347,0.9069721,1.3130318,1.0246823,0.41854382,0.68130577,1.2145568,1.0240929,1.233775,0.94951975,0.7940303,0.90228224,1.1761014,0.91382384,1.0447917,1.0673621,1.2784941,0.7030331,0.8456973,1.1369879,0.79930186,0.0,1.1410122,1.0231252,0.9798242,1.1538639,0.7636808,1.1398613,0.7551634,1.1062672,0.9837737,1.2513213,1.1965225,1.056113,1.2917457,1.0234512,1.3681778,0.98171604,1.1952945,0.93277705,1.2616031,0.4317503,0.8509569,1.0439821,1.0289395,1.2606095,0.706408,1.020437,0.9283577,1.0216339,1.0309207,0.87035584,1.1520678,0.7394178,1.3276205,1.3623459,0.7262132,0.44636226,0.9298657,0.9831251,0.87868106,0.7674189,1.0943737,1.0431665,0.38937557,0.9819003,0.80804217,0.69414014,0.96888816,1.1093669,1.0034553,1.2306478,1.2119807,0.5528008,0.8295735,1.0015216,1.1191825,0.99502337,1.2998347,1.0281479,1.2204878,1.0596982,1.2916775,1.1890641,1.142931,0.94141513,1.121806,0.8110825,1.1457975,0.8353421,1.2038087,1.0405867,0.973243,1.1567605,1.2369128,1.1413901,1.2522782,0.8710221,1.0369325,0.96642494,0.9745623,0.9467996,0.6910752,0.96672446,1.1907139,1.1602314,1.2158931,1.2560718,0.9750738,1.2456361,1.2178723
glass,0.98934174,1.3805788,1.3057346,0.56565,0.76870507,1.072461,1.0021077,1.2137743,1.2428932,0.5914476,1.1142191,0.8139334,1.4946592,0.87293124,0.811817,1.0381161,0.83263385,0.5890243,1.0897968,1.2649028,0.861551,0.8049439,0.8424083,0.93166506,0.8733419,1.2825872,1.2934413,1.3452888,1.1069615,0.94278246,1.0491769,1.375891,1.2915223,0.750582,1.2164404,0.6789173,0.83560395,0.96079683,1.1224736,0.85564876,0.91674036,1.494618,0.7516208,1.0752438,1.0392445,0.912415,0.81477046,1.0528843,0.91265965,1.1949064,1.2527072,1.2537689,0.9401926,1.3436391,0.86074233,1.2500119,0.9874058,1.3348546,1.2033973,1.045755,1.0302093,1.1410122,0.0,1.2893281,1.2241511,0.9669341,1.192625,0.9088908,1.2749217,0.6946031,1.4201599,0.7947734,0.9991254,0.9045289,0.9289563,0.49653757,0.82266515,1.0319123,1.0064839,1.3287014,0.98524755,0.97660446,0.9011751,0.88220555,0.7214091,0.8272621,0.8107326,1.4183562,1.4128364,1.3122357,1.3382173,1.3958144,1.0366875,1.1946535,0.8539499,0.78337437,0.78272796,0.9355494,1.4886417,1.4328839,1.2298831,0.7340572,1.0551101,1.1623139,0.9124667,1.0809009,0.80805993,1.1645609,1.403872,0.905186,1.2654104,0.8184938,0.8971719,1.1155626,0.8862279,0.86432296,0.96827114,0.9190973,0.85853446,0.8964874,0.9659108,0.7644169,0.7420006,0.66618454,0.84136754,1.5207899,0.88697714,1.474773,1.1739117,0.9415618,0.40292668,0.87495446,1.3876845,0.80019474,0.9566051,0.68368816,0.56419617,1.1665099,1.3890555,1.1665787,0.5760051,1.480546,1.1100434,0.5561882,0.9357404,0.8731268,0.88468313,0.8594835,1.3866348,0.86066765,0.9768004
glasses,1.2650594,0.57322866,0.73852473,1.2247765,1.1244118,0.9510453,0.9838896,0.783136,1.0182841,1.3736066,1.0318285,1.314918,0.49049014,1.3257368,1.1684989,1.105372,1.2933776,1.3461905,1.0710583,0.7140256,0.9840559,1.2830776,1.2137411,1.1861094,1.1275846,0.966424,0.81542945,0.8757012,0.81032926,0.9520029,1.1738752,0.7994863,0.61828285,1.278043,0.6997582,1.1856802,1.1950572,1.1742241,1.06603,1.2342288,1.2055691,0.5374573,1.3900504,0.74824893,1.0749367,1.1357663,1.1834681,1.0128788,1.2519499,0.98176736,0.6310482,0.63449526,1.1808738,0.3332839,0.79302394,0.47441578,1.1622223,0.68899393,1.0142199,0.9312972,0.69624877,1.0231252,1.2893281,0.0,0.8100147,1.1443405,0.69364154,0.6236244,0.71569115,0.9012708,0.4583636,1.2642815,1.0303859,1.2480614,1.1445342,1.2502046,1.1703954,0.89087546,1.1785946,0.74380136,0.89006436,1.1207947,1.0520902,1.1253369,1.1902338,1.1697912,1.2193469,0.41850567,0.76179093,0.42323261,0.27868032,0.54202616,1.0526354,1.0241146,1.2307982,1.1225389,1.2460096,1.1917455,0.5141158,0.5423571,0.8184506,0.97074807,0.92966694,1.0725355,1.1448495,1.0976548,1.070675,0.9647114,0.6747225,1.1635976,0.81370616,1.1281099,1.2137971,1.0178623,1.1830933,1.1663277,1.0186167,1.0473981,1.0713487,1.144362,0.96866554,1.2420479,1.2994967,0.98347896,1.3263268,0.4130665,1.2549882,0.49561203,0.9333852,0.7980262,1.3232994,1.1610005,0.6214675,1.2308269,1.0526276,1.2400463,1.4130187,0.9121282,0.35985142,0.45761007,1.0942924,0.65476143,1.0503192,1.3264005,1.2185498,1.1937795,1.2557542,1.1221027,0.36151004,1.1726289,1.1469038
glove,1.141584,0.56218415,0.7792496,0.9815497,1.0145887,0.8638032,0.82348704,0.7570424,0.7268467,1.4376293,0.98991895,1.353872,0.5246154,1.3131311,0.9926414,1.0593903,1.1795647,1.3252894,0.992703,0.6258458,0.80266666,1.1320155,1.1140819,1.1680795,0.78074485,0.78327066,0.58728343,0.7461014,0.75450194,1.2738932,0.91334516,0.7896322,0.91594255,1.3165321,0.810284,1.0394155,1.1293757,1.2381727,1.0022489,1.2665672,1.2588363,0.710889,1.2794894,0.63433236,1.2107065,0.884929,1.2405268,1.0341673,1.1073338,0.6423024,0.77904564,0.76524967,1.2188181,0.915304,1.3275653,0.52967983,1.3203818,0.64970547,0.8307755,0.65978616,0.72415835,0.9798242,1.2241511,0.8100147,0.0,1.3519266,0.64713323,1.1686287,0.87690127,0.7841062,0.57574314,1.4065082,1.1808355,1.0955313,1.1225529,1.0388962,1.1003292,0.80816233,1.0815742,0.7323014,0.98397654,1.2600129,0.6547534,0.9365646,0.614928,1.1831137,1.2044374,0.80392015,0.45295668,0.7348709,0.88879246,0.8424616,0.84413624,0.979561,1.0980597,1.1119123,1.3871567,1.3001689,0.7528627,0.7663644,0.67710334,0.864139,0.879662,0.6716186,1.3056575,0.9488825,1.0307351,0.9358703,0.73358405,0.89211404,0.6396545,1.1388894,1.1877359,0.90416193,1.1803403,1.0597205,0.91441417,1.107122,1.1795601,0.7515547,0.79725873,0.9394023,1.3171198,1.0645833,1.0862657,0.49057317,1.4149154,0.75090563,0.36900187,0.6616737,1.3600366,1.2644013,0.764324,1.0046401,1.1921854,1.276283,1.4770651,0.82557404,0.577206,0.6864219,0.94228417,0.5148878,0.78096086,1.2490281,1.3410383,1.1545762,1.223145,1.05657,0.50374305,1.3931011,1.1582047
grass,0.9641524,1.1496036,1.2149764,1.0761292,0.90103483,1.1876992,1.2284666,1.2107885,1.2211059,0.7434708,0.7373414,0.7607645,1.2207538,0.83036596,0.967163,0.86811334,0.7803408,0.8505577,1.1995466,1.2927024,1.2169265,1.1434399,0.9970814,0.9876201,1.2188642,1.2183945,1.2941016,1.1696596,1.1591423,0.8542849,1.0911862,1.1567652,1.1412317,0.89055055,1.0437825,1.122413,0.94425637,0.98195827,1.0667095,0.8471682,0.9421379,1.2368416,0.92658436,1.2912085,0.9470951,1.1273654,0.8998954,1.04073,0.9234255,1.1331056,1.1092259,1.164319,0.4718448,1.0535523,0.9520134,1.1123577,0.7669833,1.2399089,1.221664,0.92708063,1.2417743,1.1538639,0.9669341,1.1443405,1.3519266,0.0,1.2069632,0.9146217,1.2186594,0.9685216,1.2809814,0.7827275,0.6493462,0.97744596,0.9142685,1.1019292,0.7643745,1.0902216,1.0986649,1.2844676,0.74564004,0.9213128,1.2537136,1.1671728,1.0598172,0.8351393,0.95712256,1.1668158,1.312253,1.1551303,1.1097984,1.1666027,1.1826955,0.8647411,0.8183572,0.8314134,0.9294973,0.9412012,1.1987922,1.2440945,1.1150901,1.1423749,0.87691236,1.153631,0.95387566,1.0873443,1.1362473,1.0144576,1.1937945,1.1548848,1.3129046,1.0151356,0.48300493,1.0959303,1.0278455,0.8297946,1.0853812,1.053423,0.8684834,1.1036978,1.0341734,1.0576315,0.8186638,0.97610706,0.95691293,1.2710416,0.5245546,1.1834579,1.2036972,1.3106081,0.7826915,0.74666715,1.1702002,1.093721,0.8709028,0.89820224,0.75824666,1.2094698,1.1497585,1.1631367,1.0945956,1.2999419,1.2733496,1.0308352,0.72584665,0.92027396,0.9064517,1.0945895,1.2636368,0.7535106,0.7148066
gum,1.2612197,0.6461732,0.28388864,0.8720554,1.2947825,0.43105805,0.42584074,0.37816828,0.968808,1.5231069,1.1097624,1.5087442,0.63674575,1.4158506,1.265175,1.1158334,1.4476124,1.1674061,0.835284,0.49523294,0.6468078,1.166427,1.0536743,1.2841923,0.962297,0.8073714,0.7830255,0.83836204,0.5674731,1.2183312,1.3682675,0.56021637,0.4015556,1.4084308,0.7444286,1.1580303,1.1386228,1.1813372,0.76041555,1.451766,1.2123886,0.3361714,1.5238528,0.49925923,1.1924309,1.0967716,1.3731165,0.96063185,1.4130075,0.9913766,0.551012,0.3044482,1.367291,0.53428394,1.2571813,0.49804062,1.3920648,0.29659635,0.90411437,0.9747841,0.53814244,0.7636808,1.192625,0.69364154,0.64713323,1.2069632,0.0,1.1847517,0.573987,0.94200283,0.65486175,1.4063559,1.3215871,1.2746413,1.4307137,0.97888637,1.3516655,0.85394657,1.3022387,0.6802733,1.0733162,1.1490809,0.53236324,1.0619323,1.1314324,1.3815479,1.1646347,0.3488624,0.60619354,0.67735183,0.553939,0.3475541,1.2092359,0.9982,1.4045603,1.3881731,1.2132838,1.2008271,0.45934486,0.46150744,0.96076,0.5336943,1.0628641,1.0312123,1.1709805,1.0982554,0.6796743,0.8902374,0.45367122,1.2405988,0.8496387,1.2795608,1.3053594,1.0232142,1.2550771,1.0842154,1.1879724,0.9968128,1.3811035,1.087985,1.2271028,1.0959492,1.3446393,1.0797832,1.1161224,0.43145847,1.2516408,0.42328048,0.7342808,0.5465854,1.3515437,1.1459994,0.5382959,1.4554291,1.3419298,1.1756227,1.4088717,0.49753433,0.45175803,0.4147914,0.82699955,0.5720591,0.44950747,1.101197,1.3504432,1.2675844,1.254483,1.3990525,0.45229077,1.385812,1.3246636
hair,1.046223,0.98294735,1.2497047,1.1455841,0.595734,1.282321,1.2482615,1.1667488,1.3340495,0.8777503,0.81840056,0.7431747,1.1346573,0.9449272,0.69986224,0.86948645,0.73333776,0.98577183,1.2755629,1.3352437,1.448951,1.1861253,1.0108569,1.0450613,1.419425,1.2399417,1.2880241,1.2239447,0.96812123,0.78911436,1.0441375,1.2627683,1.199519,0.8446861,1.0001386,1.1274376,0.9184735,0.99387914,1.1418186,0.76755756,0.95004207,1.2481557,0.93423283,1.4000297,0.93248206,0.9904112,0.88436294,1.1562783,0.7805675,1.3471441,0.9123788,1.1528194,0.87464,0.9097365,0.45297563,0.820541,0.9246831,1.3143739,1.2526779,0.8786691,1.1261897,1.1398613,0.9088908,0.6236244,1.1686287,0.9146217,1.1847517,0.0,1.1027107,0.62039053,0.9783972,0.96851313,0.7084158,1.1443379,0.69949603,1.181496,0.63435304,1.0888475,1.0732253,1.3683995,0.6330543,0.95090955,1.2497464,1.1424513,0.80427754,0.9336763,0.9564495,1.0538573,1.3695312,0.8595414,0.7534008,1.100195,1.2418163,1.0302124,0.707222,0.65922356,0.9451087,0.9999793,1.1987388,1.2174461,1.1842012,1.0060427,0.6774699,1.1474819,0.9744131,1.2180943,1.269644,1.0187031,1.0525223,1.048327,1.3672628,0.9676461,0.80786824,1.0982484,0.8667586,1.2615014,0.79536533,1.1191005,0.52077806,1.1596975,0.8270129,1.340309,0.9217386,1.0549705,1.250803,1.1665062,0.8628582,1.1815813,1.1229969,1.2780398,0.88513577,1.0139569,1.0559692,0.87515813,0.54515487,0.9339959,0.8286983,1.4603535,0.8178476,0.80598915,0.87040114,1.3083875,1.4157106,1.1471195,0.8713218,1.0992686,1.1327596,0.97278935,1.0490618,0.79432416,0.95353997
hamburger,1.1112196,0.62253666,0.5495585,1.0158844,1.2586435,0.5843559,0.6143439,0.61390024,0.879371,1.4266495,1.0795556,1.3983037,0.7305274,1.2951757,1.242145,1.1164105,1.3710196,1.2766489,0.8760032,0.7214457,0.74760723,1.2054269,0.94532204,1.1594285,0.96384376,0.72133875,0.8469688,0.80836654,0.64229685,1.0989544,1.2588398,0.5958264,0.5744453,1.3249328,0.81911826,1.1476344,1.1109327,1.0194478,0.8492041,1.3624542,1.0468895,0.5664585,1.4535973,0.68302995,1.0570173,1.1200821,1.292722,0.95258063,1.2832832,0.9123692,0.6643641,0.5419769,1.2797375,0.6472648,1.1160698,0.7065211,1.2184426,0.52924085,0.9028434,1.1145573,0.6394191,0.7551634,1.2749217,0.71569115,0.87690127,1.2186594,0.573987,1.1027107,0.0,1.0910226,0.6625114,1.2450894,1.1966925,1.1871517,1.3137333,1.0833082,1.3560789,0.93019277,1.2490604,0.7418001,1.1309885,1.0392389,0.7949191,1.0999758,1.2711895,1.2444735,1.0591514,0.5684223,0.7699715,0.7080059,0.66210955,0.5077461,1.048839,0.9385441,1.3202001,1.3357964,1.2112277,1.0404526,0.6297488,0.6498064,0.88162214,0.8876542,1.0212938,1.0719755,1.0106242,1.0266192,0.7464285,0.88490576,0.46246576,1.2305185,0.8049371,1.1810486,1.2336195,0.8749931,1.2352126,1.0729612,1.2109716,1.010811,1.292664,1.0615556,1.1908644,1.0613213,1.2759964,1.0317312,1.1391268,0.5340683,1.2503927,0.4529065,0.97943664,0.729201,1.3402382,1.1370221,0.5988108,1.4059811,1.2423728,1.1776638,1.3665258,0.5986429,0.6293886,0.69582134,1.1192156,0.71220684,0.7161549,1.1381369,1.2633173,1.1554773,1.164501,1.3020115,0.6318062,1.3017387,1.1979088
hand,1.0721625,0.84468466,1.1958797,0.8398702,0.38565367,1.1518428,1.1269276,1.0312015,1.280882,1.0487789,1.029239,0.936089,1.207789,1.0645692,0.7415465,1.0434104,0.89386207,1.0085789,1.0894051,1.3388464,1.2709736,1.0581332,0.87954396,1.1450074,1.317946,1.2764663,1.3090008,1.3091965,0.67563164,0.96396554,1.1201098,1.2958664,1.2790887,0.98993903,0.9923031,0.94055027,0.8430275,0.9449073,1.02546,0.9689418,0.91033995,1.2397206,1.0580192,1.2966053,0.9844501,0.8726351,0.9894418,1.0237604,0.9047303,1.243855,0.7922513,1.1395841,0.97524405,1.1025007,0.8117604,0.43219554,1.1369535,1.2024115,1.2178522,0.46636295,0.86625993,1.1062672,0.6946031,0.9012708,0.7841062,0.9685216,0.94200283,0.62039053,1.0910226,0.0,1.1917427,1.1640104,0.85104185,1.1167388,0.94564533,1.0355573,0.687934,0.93000007,1.12231,1.3626983,0.6214431,0.9267732,1.0513178,1.1194376,0.53150684,1.160332,0.93508524,1.1651456,1.272265,0.88196474,0.9672126,1.1866025,1.211617,1.1924536,0.77793366,0.7625494,0.8913988,0.9636708,1.2616376,1.1904637,1.1899526,0.6819617,0.65496194,1.1009632,0.91238266,1.209797,1.1113429,1.0207253,1.0622871,1.0245497,1.3179262,1.0368513,0.7989326,1.05593,0.85648966,1.0949422,0.8317784,1.0491779,0.76145786,0.97649693,0.7898327,1.0839434,1.0030134,1.0091767,1.1318457,1.1588551,1.071451,1.256171,0.82300174,0.97332597,0.8916868,0.8599769,1.1342325,1.0159582,0.86986876,0.9144169,0.86040854,1.347811,0.6534717,0.6486224,0.41671556,1.2852327,1.1991928,0.9132283,1.0630314,1.1662358,1.2600057,1.0547879,1.0630426,0.9934968,1.0568293
