,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,face,finger,fish,flower,foot,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soap,1.2543914,0.97284347,0.8786499,1.1655113,0.93326706,1.018034,0.8323568,1.0945406,1.2529974,1.4211591,0.68271184,1.3881223,1.2205284,1.3605111,1.2413787,0.93266153,0.561111,0.82530355,1.2050891,0.7898923,0.8604956,0.8364749,0.87537783,0.8152984,1.4270482,0.78372943,1.0245205,1.032318,1.3414512,1.1454209,0.637903,1.3986467,0.81319547,0.79630876,0.89901483,1.0668544,0.9689121,0.72801566,1.1788324,0.9699046,0.64417005,0.70424914,0.8499489,0.51212764,1.2118487,0.7944479,0.8641242,1.1707182,0.8900287,1.0103804,1.1673148,0.8050008,1.0343637,1.3061868,0.94020635,1.3760753,0.5785506,1.0953414,0.86697614,0.7368492,0.8099661,0.7100615,1.1510332,1.2085733,0.78551424,1.3493519,1.2611705,1.32954,0.6363607,0.6234275,0.87954974,1.009098,0.7507658,0.7645664,1.1128364,0.71878,0.8735988,0.6895586,1.004028,1.2704312,1.0321556,1.235201,1.043895,1.3050535,0.6421857,1.1711524,0.0,0.7888979,0.8536065,1.0576185,1.2083238,1.1936196,1.4390252,0.95878327,0.7793589,1.1122811,0.8531647,0.7848824,1.0920331,1.0862846,1.0613767,0.77249575,1.1712484
sock,1.1778997,0.75695956,0.7743225,0.8957317,0.9007362,1.0175878,0.6721554,1.0326049,1.337035,1.3824935,0.7108412,1.3034856,1.0697461,1.3021588,1.2548766,0.9830162,0.83499163,0.9483815,1.1941991,0.9723716,0.87394416,0.7853531,0.9803591,0.89221525,1.2511106,0.92690897,1.1417156,0.957391,1.3322123,1.0846673,0.6029182,1.3533607,0.9005371,0.84534746,0.8407959,1.1046077,0.75954175,0.60995215,1.254816,0.7365453,0.73142433,0.99904346,0.60428786,0.89511263,1.044445,0.7749972,0.655878,1.2469413,1.0061349,0.9939727,1.0456966,0.71654713,0.97967523,1.0390439,1.0125735,1.4127281,0.68130386,1.2037886,1.0468026,0.70028853,0.5445756,0.62380105,1.0926002,1.3500674,0.9651276,1.1478837,0.9244776,1.3161614,0.7235365,0.74924517,0.49213958,1.1119303,1.0661851,0.8826319,1.1916425,0.6967004,0.6214113,0.79399747,1.2239869,1.1209108,1.0797822,0.88891697,0.77776587,1.377228,0.75123525,1.285198,0.7888979,0.0,0.97834927,0.9940627,1.2802857,1.2237924,1.4531853,1.0308858,0.6057312,1.273814,0.75514543,0.9166875,0.9990998,1.2207965,1.0057566,0.6632414,1.2434593
spoon,1.052648,0.95256597,0.9341915,0.9691552,0.9682862,0.9158222,1.0298097,1.190783,0.9738356,1.1228564,1.1516939,1.1704012,1.1425532,1.1139009,0.99378455,1.1427066,1.0864885,0.8748107,1.1089693,1.0495389,1.0311973,1.0172539,1.0157818,1.0376632,1.1393092,0.89270765,0.8021169,1.0555757,1.1327521,0.95942,0.9817631,1.1916816,1.0762964,0.9098042,1.0778153,1.0991701,0.91516304,1.0953748,1.1376119,0.97531617,0.9759605,0.92536026,1.0901061,0.8194293,1.0098743,1.1249835,1.0089729,1.0863823,1.022638,1.0644369,1.0276695,1.0435793,1.0243894,1.0346406,0.83770686,1.09276,1.0644281,0.853493,1.0868826,1.1490645,0.95601964,1.1021638,0.96988314,0.8988279,0.85654545,1.164146,1.0318756,1.065395,0.9952164,0.99884164,0.99133766,1.0311882,1.0288193,0.8683719,0.8091707,0.9619172,1.064098,1.0186634,0.8658101,1.1268476,0.8989514,1.0076237,0.99680364,1.0132837,0.8693991,1.11669,0.8536065,0.97834927,0.0,0.7723344,1.1465386,0.9604418,1.1021254,0.9907062,1.0305089,0.9921741,0.8843521,0.9763677,1.0257553,1.0937837,1.0263511,0.96698034,1.162801
sprinkler,0.71988237,0.94452953,1.0500529,0.87947726,1.1737368,1.1950992,1.1680309,1.3000543,0.7082432,0.7550529,1.2341781,0.8949679,0.71976286,0.78842545,0.8976489,1.2939435,1.3247126,1.2696886,1.1996047,1.1780906,1.230456,1.2073249,1.2069376,1.123323,0.86999816,1.1718676,1.1636055,1.0543337,0.8345359,0.82591534,1.238713,0.99110126,1.343278,1.0164689,1.0811241,0.87055373,0.9800608,1.0813099,0.97295517,1.0017406,1.187412,1.2111796,1.0829253,1.0958349,0.98020476,1.1092615,1.1556025,1.0744188,1.1957575,0.92613536,0.907759,1.2590116,0.9299395,0.68386453,0.9736565,0.8493073,1.1600122,0.8684988,1.1057758,1.0888025,0.9460903,1.1289548,1.0999603,0.7276659,1.026776,0.8617764,0.7402589,0.90774214,1.2019616,1.1666878,1.0652889,1.1207861,1.2145971,1.1519022,1.060621,1.2320634,0.887627,1.1744684,0.9274883,0.8160038,0.9782079,0.6924701,0.8809534,0.88272023,1.2688262,0.9556745,1.0576185,0.9940627,0.7723344,0.0,0.96236086,0.9745829,0.77101016,1.2679567,1.0271975,0.9764924,0.9815446,1.3235492,0.9634222,1.0243373,0.9801549,1.130064,0.92251366
stroller,0.65190446,1.048464,1.212509,0.86326337,1.2489197,1.1983782,1.0721916,1.1493893,0.80317533,0.429371,1.3894947,0.69048613,0.6201844,0.44295812,0.9185819,1.1545523,1.3251371,1.2353749,0.8921335,1.1578666,1.2783805,1.1651242,1.1700425,1.1367912,0.75962055,1.1539643,1.209908,1.0555897,0.49202943,0.82996386,1.4386389,0.8088844,1.3848889,0.891045,0.8617822,0.9373738,1.2113065,1.2828361,0.73959476,1.1868314,1.2795355,1.2582865,1.2131982,1.068777,1.0793271,1.2323159,1.1287011,0.90648466,1.0312488,0.9487065,0.91519094,1.3059075,0.74196553,0.63620883,1.0719031,0.80173993,1.4370768,0.7753261,1.0786812,1.249585,1.05358,1.3781672,1.0209448,0.8318033,1.2743714,0.61738676,0.7458184,0.7369487,1.39275,1.301147,1.0495981,0.9386842,1.1943694,1.308674,0.9397352,1.3345006,1.1949565,1.1653941,1.0835819,0.70726496,0.74865955,0.8508339,1.0852009,0.70343435,1.3321091,0.91174036,1.2083238,1.2802857,1.1465386,0.96236086,0.0,0.8497318,0.5594465,1.3038515,1.26217,0.9226761,0.93039525,1.2681291,0.9005459,0.95401937,1.0147117,1.3976706,0.8867652
sweater,0.8470299,1.0371046,1.2426064,0.8400572,1.1933061,1.1473202,1.1200098,1.192305,0.75377154,0.69767785,1.3029668,0.622793,0.78981024,0.6397067,0.9066286,1.282231,1.2224288,1.2633026,1.0889388,1.2511076,1.2383101,1.1394322,1.1800389,1.0220499,0.7329653,1.1495082,1.1490059,1.015054,0.7939111,0.9922866,1.329731,0.8323487,1.2415961,0.97361,1.0886966,0.9393903,1.2188762,1.1793064,0.84165466,1.0915025,1.1949928,1.1808671,1.2124012,1.185237,0.707966,1.1337662,1.2000676,0.77247095,1.1604974,0.9568899,0.95571774,1.2607139,0.9514552,0.68767416,1.0574628,0.71344966,1.3002734,0.93371266,1.0486063,1.2579105,1.1046281,1.2312375,1.0195141,0.86450744,1.239643,0.62961423,0.7072145,0.82544076,1.2973773,1.2792134,1.1449037,1.049171,1.046081,1.2551551,1.0407022,1.3524935,1.0252527,1.1481593,0.9012402,0.5565716,1.0483062,0.8070724,0.9416045,0.6621517,1.3177862,0.81625533,1.1936196,1.2237924,0.9604418,0.9745829,0.8497318,0.0,0.63750243,1.1595709,1.1946399,0.7861619,1.1213917,1.2850308,1.074284,0.9888879,1.0145133,1.2824543,0.8362901
table,0.5492259,1.2310138,1.4056066,0.7635704,1.3124464,1.2314829,1.210157,1.2180203,0.3354249,0.14768255,1.5532484,0.33821929,0.5219498,0.20203722,0.69664276,1.2392914,1.5281196,1.3658581,0.8722711,1.2872151,1.3410866,1.2866528,1.3200109,1.1296835,0.45886064,1.37794,1.1691184,0.90597457,0.28006548,0.9386134,1.665444,0.50263786,1.4921004,0.98112327,1.1148807,0.8530636,1.2270842,1.4762015,0.77005714,1.2928178,1.4024018,1.4675597,1.33042,1.2913523,0.788061,1.4473014,1.3301991,0.69513047,1.2748667,0.9478322,0.9010331,1.556385,0.7459786,0.46811438,1.0931331,0.54829526,1.6015251,0.8786098,1.0801076,1.3475137,1.1112326,1.6186757,1.0113238,0.5123556,1.3704836,0.48155743,0.6110212,0.4481442,1.5431938,1.4801494,1.106969,1.0141375,1.2704163,1.3419447,1.0837831,1.522419,1.1700482,1.4057447,1.0629556,0.5886059,1.0307184,0.7212584,0.7718539,0.4549209,1.6263971,0.479765,1.4390252,1.4531853,1.1021254,0.77101016,0.5594465,0.63750243,0.0,1.3048244,1.4577972,0.8521263,0.98800594,1.4930344,0.7198854,0.89762557,1.0754973,1.6119839,0.6479662
tape,1.25401,1.1046331,0.7939462,1.2347718,0.72034365,0.7873234,1.0421487,0.6974072,1.2383631,1.3672988,0.6927405,1.2581881,1.3709269,1.397089,1.0324823,0.71096027,0.62145287,0.58078814,0.8421296,0.78387034,0.666491,0.71588665,0.7661636,1.0675994,1.254063,0.69078064,0.485281,1.0849977,1.2627637,1.1991165,0.7102865,1.086427,0.21728933,1.2748194,0.8943249,1.092907,1.0057504,1.0173863,1.2225528,1.0998702,0.8507572,0.7092416,0.98097503,0.8705982,1.0165329,0.8982158,0.7359597,1.0650029,0.8562906,1.2753735,1.2672211,0.71622413,1.160982,1.3729856,1.1462028,1.1372496,0.6516156,1.19647,0.855497,0.9328429,1.1472824,0.8664264,1.0028958,1.2132647,0.711345,1.2789396,1.4109836,1.123392,0.7141395,0.78603,1.1582191,0.9698144,0.84492415,0.5528893,0.8609496,0.7315469,1.2337542,0.954952,0.8964383,1.3480929,1.0317361,1.3486886,1.2065784,1.2639489,0.58743143,1.1315902,0.95878327,1.0308858,0.9907062,1.2679567,1.3038515,1.1595709,1.3048244,0.0,1.0271926,1.1091784,1.1185012,0.5676392,0.9730699,1.0988898,0.878467,0.7477098,1.2481622
toe,1.0878532,0.47623307,0.6298403,0.7877046,0.8716607,0.9770806,0.96465814,1.1932917,1.3685076,1.3685338,0.5928185,1.2905047,1.0769649,1.4010301,1.1674426,1.0794219,0.93988985,1.1022041,1.3345647,0.8175472,1.066522,1.0780282,1.0591667,1.0153409,1.3850174,0.96155596,1.1246084,1.166441,1.3066614,0.9367949,0.67210823,1.455918,0.97104245,1.0606326,1.0575048,1.1891372,1.0188513,0.29179597,1.0267583,0.1973868,0.84658206,1.0206982,0.5872938,0.90972,1.208892,0.4135061,0.8122673,1.2560565,0.8240436,0.63399875,0.5735224,0.63941693,1.1652479,1.0720872,1.1160914,1.322869,0.7584986,0.95482737,1.1931603,0.43376374,0.9796504,0.42870593,1.097784,1.3123145,0.87619746,1.1945436,1.0421495,1.4021547,0.7731726,0.7264066,1.0005354,1.054668,1.1056995,1.045435,1.2648885,0.9225662,1.020177,0.967079,1.1460674,1.0551113,0.9749468,0.9341343,1.1233673,1.3607813,0.7438366,1.2547832,0.7793589,0.6057312,1.0305089,1.0271975,1.26217,1.1946399,1.4577972,1.0271926,0.0,1.1705725,1.067582,0.9455889,1.1676669,1.1958725,1.1818473,0.40192872,1.3120527
toothbrush,1.0146252,1.073812,1.1034971,0.90536594,1.0918626,1.0250603,1.1552387,1.0145447,0.90757614,0.92450446,1.2030325,0.77036273,0.99182636,0.930937,0.84006464,1.1522359,1.0840538,1.2709929,0.913771,1.0339161,1.0466952,1.2262232,1.2066075,1.0736978,0.862802,1.2296045,1.0916476,0.8947966,1.0146054,0.7209344,1.0085695,0.8120328,1.1411928,1.1841831,1.280432,0.8970143,1.0785124,1.0933368,0.9517919,0.96740705,1.0016141,1.1105993,1.2342631,1.1852423,0.95729387,1.1847352,1.2381514,0.8061023,0.81747514,1.028295,0.744421,1.317139,1.1090918,0.93624324,0.70129114,0.7734158,1.2070656,0.8553228,1.1030296,1.1980295,1.2148776,1.1093181,0.9540802,0.84876364,1.1542612,0.7936065,1.0137193,0.7688818,1.136872,1.1304904,1.3133857,0.88754714,1.0964004,1.1678754,1.0578545,1.3422364,1.1174526,1.1035779,0.58207697,0.91423696,1.0821023,1.033684,1.1215798,0.57533693,1.2841746,0.9173223,1.1122811,1.273814,0.9921741,0.9764924,0.9226761,0.7861619,0.8521263,1.1091784,1.1705725,0.0,1.2004194,1.0032867,0.88126516,0.9423432,0.9278546,1.1672313,0.8893279
towel,1.0796843,1.0363607,1.0940075,1.0126122,1.1059991,1.0831939,0.89458025,0.976974,1.1652236,0.9332245,1.0479922,1.1104947,0.96073204,0.76024204,1.2225605,1.0157942,1.0136269,0.8926388,1.0546795,0.9966779,0.8796002,0.7439219,0.9305922,1.0610373,0.99484086,0.9692204,0.98415095,1.0475982,0.9230706,1.1081636,0.9947459,1.2132264,1.1217014,0.76138943,0.65854836,1.1533669,0.9781258,1.1222727,1.2213643,1.0563338,1.009002,0.99165744,0.8133162,0.7727986,1.1641512,1.1523374,0.61649865,1.1768907,0.92399615,1.1923703,1.1601179,0.809924,0.5059602,0.89260185,0.9722111,1.2522304,1.0657208,0.92677957,1.0428784,1.1024393,0.26911438,1.02861,1.1368165,1.201561,0.8365468,0.97559386,0.83041596,1.0680703,1.0804615,1.113564,0.333543,1.068019,0.99684745,0.9707748,0.7392956,0.9204389,0.8266876,0.8898854,1.1374372,1.1037232,0.80118334,0.9139781,0.89421844,1.0045288,0.7901437,0.9211339,0.8531647,0.75514543,0.8843521,0.9815446,0.93039525,1.1213917,0.98800594,1.1185012,1.067582,1.2004194,0.0,0.9345059,0.9279667,1.19028,0.9120957,1.1312761,1.2693253
toy,1.3511528,0.9777776,0.5332407,1.3573492,0.41431558,0.46175283,0.9045696,0.6859002,1.480785,1.5350482,0.6150085,1.4205961,1.5043232,1.5293895,1.2477676,0.5911689,0.4383334,0.5370767,0.6561792,0.7757267,0.5714148,0.8532785,0.69269156,1.0610974,1.4065809,0.6577536,0.6855884,1.1547555,1.3972518,1.1908846,0.39388883,1.2311991,0.4298569,1.2218819,0.7467548,1.2591085,0.9640045,0.9403209,1.2313846,1.1097912,0.82297194,0.6962886,0.9240704,0.6739703,1.2537569,0.84896433,0.7405574,1.1032077,0.5829065,1.2947373,1.2838737,0.533442,1.1604791,1.4959643,0.9694661,1.405724,0.6460271,0.9752413,0.90045995,0.8094753,1.192698,0.74173886,0.82768255,1.3831213,0.692438,1.4370837,1.4322736,1.2187872,0.5833141,0.662744,1.0923194,0.99364984,0.83274055,0.68291795,0.82858586,0.5653369,1.1513166,0.7873944,0.7105181,1.4190793,0.8171463,1.4245483,1.3815775,1.1907516,0.36081445,1.2392336,0.7848824,0.9166875,0.9763677,1.3235492,1.2681291,1.2850308,1.4930344,0.5676392,0.9455889,1.0032867,0.9345059,0.0,0.93673056,1.0983466,0.9828804,0.63982725,1.4129997
tray,0.99793464,1.1737868,0.9313522,0.9903468,0.99710244,0.9886822,0.82057524,0.9542642,0.9242174,0.8423964,1.0980619,0.86226404,0.81838584,0.88504845,0.7612768,0.7729169,1.1634777,1.0185654,0.68274355,1.0487093,0.92005587,0.9381148,1.1722169,1.0930694,0.9255823,1.1693313,1.0805595,0.8394535,0.883384,0.9729071,1.09898,0.7679591,1.1087923,0.94772065,0.93073666,1.1214391,0.8995805,1.0994996,1.0731988,1.033867,1.0795393,1.2518376,0.9147289,1.0199677,1.0460801,1.2053022,1.1059264,1.0414373,0.87382936,1.1150767,0.8560158,1.1903554,0.9247673,1.0034347,0.9216308,1.1370125,1.1669066,0.9880939,1.0113659,1.14483,0.94786096,1.18158,0.9943766,0.7697216,1.1406153,0.9962647,1.0192904,0.72277725,1.2306514,1.1612065,0.8837511,0.96692866,1.1278521,1.0116518,1.0537782,1.0849646,1.1078097,1.0690217,1.0075296,1.0273142,1.0371156,0.9599225,0.83195376,0.8841396,1.1601558,1.0429968,1.0920331,0.9990998,1.0257553,0.9634222,0.9005459,1.074284,0.7198854,0.9730699,1.1676669,0.88126516,0.9279667,0.93673056,0.0,1.1474221,0.9056494,1.1919184,1.073344
tree,1.0717247,1.0450803,1.0959533,1.0481756,1.051333,1.0141494,1.0931506,0.90781176,0.9473916,0.9663024,1.2128056,0.80325526,1.0132283,0.99401873,0.96899265,1.0223807,1.0810038,1.0992105,0.9345509,0.9635929,1.0391526,1.1163276,0.8580921,0.9316719,0.8852431,1.1309998,1.053188,0.9399786,0.9975544,0.9037525,1.2055907,0.79975975,1.1076686,1.0651999,1.061797,0.9154355,1.0318501,1.1641142,0.8341217,1.1345061,1.1096232,0.85050905,1.2321409,1.0439413,0.9094224,1.1586446,1.1657398,0.7601447,1.0181617,0.95671827,0.98355967,1.1931396,1.1216252,1.0373055,0.9933132,0.8343453,1.0832975,0.96218765,0.8581493,1.2249687,1.2032714,1.2316043,0.8766335,0.9494644,1.0965341,0.9985181,1.0538684,0.8648109,1.1443927,1.1975459,1.1999059,0.92252564,0.7980034,1.1532646,1.0256399,1.1145746,1.0912254,0.95151544,0.99551934,0.9339833,1.0593358,1.0328434,1.1102815,0.9511919,1.2154468,0.9619351,1.0862846,1.2207965,1.0937837,1.0243373,0.95401937,0.9888879,0.89762557,1.0988898,1.1958725,0.9423432,1.19028,1.0983466,1.1474221,0.0,0.9246805,1.2218896,0.5727813
vacuum,1.0693738,1.0219703,1.162721,1.1776556,1.1018528,1.0466752,0.9386374,0.6337528,1.1476232,1.1101246,1.0544536,1.0294181,1.1514513,1.0858653,1.0820731,0.88050705,0.9716391,0.934151,0.796264,1.1025213,0.67080945,0.508368,0.93132657,1.0979301,0.6636784,0.9683842,0.96825194,0.93407595,1.0685619,1.0395064,1.0382493,0.7067246,0.9161312,0.99845916,0.83810884,0.8517206,0.7753736,1.0252876,1.2515718,1.1470015,1.0826885,0.83952844,0.915891,1.063878,0.9891051,1.1246802,0.8996062,1.1551796,0.98036045,1.2217981,1.1233292,1.0356605,0.93324214,1.2096903,0.85986483,0.87428415,0.84377456,1.0413967,0.84349626,1.295366,0.8037344,1.0702657,0.9448443,1.0935085,0.89969575,1.1197939,1.1800721,0.9828153,1.1088777,1.1478976,0.9005213,1.0581203,0.8278959,1.0768107,0.6346821,0.9763298,0.7743366,0.99047524,0.8450593,1.2120603,0.9272106,1.0869794,1.0064915,0.98329824,0.99284345,1.2333188,1.0613767,1.0057566,1.0263511,0.9801549,1.0147117,1.0145133,1.0754973,0.878467,1.1818473,0.9278546,0.9120957,0.9828804,0.9056494,0.9246805,0.0,1.0759953,0.8864338
watch,1.2857664,0.8015644,0.6766782,1.1075747,0.7864517,0.9129078,0.9849245,0.97175115,1.498344,1.5473202,0.2596445,1.479051,1.3263661,1.5460527,1.1513377,0.89194083,0.56126213,0.7424779,1.2038792,0.8796836,0.9279261,0.9335165,0.88278,0.9177696,1.4259801,0.77512395,0.90846866,1.1406791,1.4709096,1.1125126,0.32917452,1.451896,0.5244084,1.1431856,1.0013151,1.2428249,0.9243349,0.4422599,1.1991007,0.64463943,0.7046808,0.8399453,0.6118512,0.98800313,1.0998547,0.34871638,0.6822098,1.2928635,0.8498665,0.86738145,1.0660069,0.3397839,1.216315,1.3095307,1.1132416,1.3218867,0.49273533,1.1527764,0.9939891,0.35885215,1.084775,0.28491747,1.1131017,1.3860308,0.77410114,1.363607,1.2208371,1.5236257,0.35691178,0.41946542,1.0231975,1.1888084,0.9610372,0.83012426,0.96063805,0.580604,0.97782874,0.8930626,0.97767,1.2672374,1.0147896,1.131314,1.3037622,1.4318364,0.37633228,1.3528712,0.77249575,0.6632414,0.96698034,1.130064,1.3976706,1.2824543,1.6119839,0.7477098,0.40192872,1.1672313,1.1312761,0.63982725,1.1919184,1.2218896,1.0759953,0.0,1.4165033
window,0.80134237,1.2091323,1.2954501,0.92354566,1.2412026,1.185859,1.1292508,1.0066156,0.52823544,0.67521393,1.3411751,0.67334616,0.86447626,0.75282,0.9283681,1.1826444,1.2093462,1.2785614,1.0032784,1.2230878,1.0501382,1.0780711,0.9481451,0.86413574,0.6191286,1.222693,1.2019945,0.89806294,0.71199065,0.91102636,1.398716,0.55139005,1.2695036,0.91938937,1.1402391,0.5576508,0.9591925,1.2061437,0.86219305,1.1709461,1.1698198,1.0838988,1.2639825,1.2409362,0.7557262,1.2336273,1.3662603,0.753376,1.275282,0.9211509,0.9572843,1.4382035,1.085952,0.8767359,1.023017,0.5532726,1.1313571,1.0572723,0.87851363,1.2363458,1.0968622,1.341578,1.0075417,0.58909297,1.2264225,0.8220233,0.8974273,0.8391717,1.3057503,1.3048627,1.1535771,0.99854916,0.92299646,1.2034589,1.2004879,1.2412946,0.8659853,1.1129594,1.1163522,0.777604,1.2136707,0.9600939,0.72935873,0.78423893,1.4883654,0.84924185,1.1712484,1.2434593,1.162801,0.92251366,0.8867652,0.8362901,0.6479662,1.2481622,1.3120527,0.8893279,1.2693253,1.4129997,1.073344,0.5727813,0.8864338,1.4165033,0.0
