,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
elephant,1.0784595,1.1615032,1.2527051,0.8959874,1.0801861,1.0165807,1.1546835,1.2079867,0.72493255,0.6881308,0.6055111,0.6680005,1.1295043,0.6136592,0.9282309,1.081743,0.6422901,0.639064,1.026928,1.2161412,1.2436574,0.8800133,1.3671021,1.0434666,1.1122113,1.2055151,1.1560943,0.957739,1.2534668,1.0163716,0.76092124,1.1960297,0.91482437,0.9382527,0.9905296,0.9528856,1.0642174,0.80353343,0.76701427,1.183511,1.1316212,0.6417966,1.2364677,1.1203341,1.0873674,1.1067972,0.91163605,1.0736936,0.86854684,1.2328727,0.0,1.0079325,1.1911173,1.1745844,1.0094364,1.2067509,1.108469,1.1137694,1.0644321,1.1749941,1.1655751,0.66758883,1.1529316,1.1051476,1.0821755,1.1707546,1.18963,0.8972543,0.8147565,0.99409425,1.0813973,0.93896043,1.2073667,0.9637413,1.1720493,1.2008849,1.0602436,1.0565952,1.1232488,1.0207657,1.170506,1.191424,1.087231,1.1707678,1.0766385,1.2221954,0.9956692,0.69825065,0.7912843,1.0040816,1.1089774,1.1516931,1.1850239,1.0603495,1.1184282,1.048305,1.1286476,1.0235401,1.1985633,0.9932603,1.3007549,1.1550689,0.9308858,0.64766824,0.97985035,1.1022645,0.9539945,0.8321479,0.93734884,1.03803,1.0196973,1.1384548,0.6971793,1.0856732,0.6947566,1.2242109,0.6267533,1.1838194,1.1445978,1.0799885,1.1943609,0.8321271,1.1321161,1.1915617,0.972972,0.73668945,1.17033,1.2488804,1.146411,0.99089897,1.0493964,1.0727465,0.95956635,0.91752005,1.0038981,1.180647,0.7510491
face,1.0185039,1.2250365,1.1476518,1.039215,0.7307571,1.1499994,1.263169,1.2048547,1.1695008,0.92773765,0.9827581,0.7259696,1.2287749,0.8594351,0.77698,0.7979966,0.8962953,1.1179417,1.1204472,1.3064892,1.2936672,0.9603833,1.1355295,1.1950707,1.3024495,1.2229879,1.3630402,1.1463033,1.1016167,0.84799767,1.0104936,1.0382658,1.1597441,0.7734094,1.1672431,0.77634174,1.1847703,1.037078,0.78562057,0.9273303,1.2805718,0.9625704,1.3169332,1.2181445,0.93870115,1.0076058,0.995907,1.2201653,0.84496063,1.0985937,1.0079325,0.0,0.9692399,1.167396,1.0590225,1.1321397,1.3374732,1.1110221,0.8355353,0.6426716,1.2288522,0.93032956,1.2585498,0.4233507,1.0061879,0.8829238,0.8880551,0.8866353,1.0497136,1.0118836,1.0726944,0.6665695,1.2461153,0.9333558,1.3050826,1.1365242,0.9597389,1.0186085,0.963559,0.7896869,1.2814286,1.0335793,1.4491524,1.0945294,1.0793705,1.1024323,1.01739,0.7918978,0.7470038,0.7467127,0.91153497,1.3026289,1.2678571,1.2542975,1.0307407,1.2834868,0.8680835,1.0446296,1.2370975,0.998818,0.9451956,1.144499,0.89359367,0.9793436,0.8814246,1.1745089,0.57354605,1.0794605,0.46744454,1.0613729,0.7172606,1.2362394,0.79789734,1.0810462,1.0436856,1.2891805,0.9361877,1.2048932,1.2007476,1.02019,1.3341849,0.8539831,1.1235071,1.0226936,0.42916667,0.76890683,1.2474675,1.0388584,1.2290275,1.0395346,1.4465897,1.239934,1.007905,0.9655639,1.2290916,1.1534057,0.8740121
finger,1.2202425,0.64971435,0.6861926,0.8446015,0.7372505,1.0201936,0.85972625,0.7981643,1.3212174,1.3483858,1.1145403,1.2857575,0.64829755,1.2550132,0.9827812,1.0220864,1.3289346,1.2294368,1.1851819,0.9627215,1.0936016,1.3924689,0.52209795,1.0363122,1.2345817,0.75531363,1.104768,1.1173925,0.60947347,1.2747728,1.2127547,1.0877727,1.194879,1.2626369,0.9935094,1.054349,1.001075,0.96762717,1.2616485,0.78309196,0.72826195,1.4050857,0.9491835,0.92790943,1.246503,1.0182259,1.2332634,0.96155244,1.1299826,0.7906128,1.1911173,0.9692399,0.0,0.7775506,1.2412714,0.4214226,0.98827267,1.0846425,1.1767194,0.49117845,0.7245369,1.204057,0.9016732,0.7303879,1.1410258,0.40052736,0.68124175,1.179127,1.264478,1.1020635,1.2337458,0.97147554,0.6483492,1.2742453,0.98171085,0.96330774,1.1863972,0.9108227,1.1165125,0.6412134,0.9633639,0.45701027,0.929567,0.39827478,0.5428513,0.8378553,1.228482,1.3009242,1.1339201,0.9472791,1.0655543,0.6494078,0.65186465,0.83944964,0.5726639,1.0799218,1.1251582,1.2544575,1.0537529,1.1988002,0.50167704,0.99134976,1.312114,1.102139,1.0686905,1.1737124,1.1330101,1.2404841,1.0853087,1.0743301,0.8549048,1.1063414,1.355865,1.221593,1.1782529,0.76243806,1.2593946,0.94747144,0.6808425,1.2441897,1.0485865,1.2495351,0.86970997,0.9645109,1.045226,1.3483046,0.9347075,0.1450454,0.7890131,0.8981583,0.94796807,1.057848,1.3763318,1.2153075,1.2886214,0.41040957,1.3161937
fish,0.9932794,0.8621161,0.48095858,1.1091895,1.232174,0.917706,0.66988343,0.5653608,1.3061674,1.3508208,1.0928849,1.3779182,0.45274365,1.3779773,1.2705133,0.81811786,1.3203008,0.9550563,1.0908793,0.7748896,0.8244369,1.3708904,0.6367419,0.89534134,0.9045187,0.82442355,0.83057153,0.72612303,0.80884624,1.1171234,1.294077,0.85968274,0.9514836,1.3166728,0.59979033,1.202754,0.86818373,1.1267712,1.3072933,0.9941657,0.5130482,1.4644883,0.78773075,0.87014323,1.058127,1.1216469,1.251122,0.9264556,1.3699281,0.580219,1.1745844,1.167396,0.7775506,0.0,1.00693,0.8285581,0.8102951,0.46792823,1.2329067,0.82122505,0.9322937,1.2089479,0.79707015,1.1371776,0.98383206,1.1390513,0.6904379,1.2072171,1.2908056,1.0789723,1.1059269,1.1655287,0.58450234,1.3743236,0.7365315,0.8733932,1.212645,0.9707125,0.99678576,1.1057283,0.7505554,0.66316724,0.71286404,0.83132046,0.83692217,0.5713112,1.2179974,1.1612004,1.3823292,1.1664088,1.0842047,0.5481714,0.65960956,0.7213464,0.82714653,0.84977126,1.1168417,1.0976014,0.7040248,1.1120256,0.8167668,1.0888005,1.3299594,1.2142342,0.92363137,0.932673,1.2424754,1.2410033,1.3219085,1.030468,1.0957441,1.0437607,1.4137571,1.1726251,1.2265954,0.5848717,1.04471,0.815277,0.7805978,1.0815562,0.7404412,1.2788564,0.62972736,0.7949587,1.1922065,1.3916354,0.750744,0.6987393,0.61142683,1.2101297,0.7330779,0.726768,1.2615117,1.1297853,1.1105278,0.6691388,1.3131046
flower,0.9694446,1.1354058,0.9634016,1.14834,1.1806698,0.9302761,0.9812044,0.895983,1.0107833,1.1072427,1.003905,1.1323507,1.0609213,1.1033738,1.1877654,1.0520685,1.0853224,1.0238261,0.9059059,0.85302234,1.0186952,1.0152234,1.158683,0.89639103,0.96410406,0.94556695,0.9330995,0.91373014,1.1530703,0.9495548,1.1164856,0.9663369,1.0099214,1.0487684,0.8456913,1.1047766,1.092559,1.1365387,1.1335099,1.1396904,0.96405435,1.0700119,0.89895415,1.107363,0.9038186,1.0275859,0.94971436,1.1039331,1.0924475,1.0745823,1.0094364,1.0590225,1.2412714,1.00693,0.0,1.2248362,0.9092195,0.76876974,0.9893085,1.1176417,1.1437256,0.9734281,1.0124502,1.0255044,0.91229093,1.1538553,1.0536158,0.9286905,0.9876044,1.0338508,0.8815855,1.2116727,0.9981678,0.9694873,0.8665801,1.0988837,0.9755533,1.1267854,0.9584023,1.0036497,1.0540063,1.0734308,1.0673568,1.1686412,1.1095827,1.0536407,1.040879,0.9771516,1.1169465,1.2028383,1.0875711,0.9722017,0.9574773,1.0032834,1.0692823,1.0578791,0.91929877,0.17756963,0.9400764,0.8189093,1.2187109,1.1422653,1.0169982,1.0035229,0.96417654,0.9394078,1.0115836,1.0489428,1.121642,0.9941414,1.2422159,1.0386589,0.98502654,1.0884912,1.136694,1.0107245,1.0249509,0.8073346,1.2083735,0.9804142,0.8819314,1.0097013,0.9669068,0.91328615,1.0677681,1.120597,0.96722066,1.1747189,0.9635132,1.103173,1.052684,0.94407076,1.0032886,0.2950666,0.8351725,1.1042049,0.82804793
foot,0.9452748,0.4859116,0.95155025,0.9017197,0.7880282,1.0540962,0.9821222,0.8597162,1.1731558,1.3039818,1.0925957,1.2506033,0.87206805,1.1905645,0.98065865,0.986493,1.2136434,1.1474595,1.1150565,1.0111394,1.0378102,1.2454525,0.6809874,1.0296309,1.093651,0.84772193,1.0695373,1.1861039,0.5751004,1.0881037,1.1254417,0.9895825,1.1887596,1.278605,1.0976,1.0109286,0.9973923,0.9055488,1.2006831,0.74423736,0.9531945,1.3143518,1.0305934,0.83235276,1.0415472,0.87584615,1.2462438,0.999867,1.0985053,0.94779277,1.2067509,1.1321397,0.4214226,0.8285581,1.2248362,0.0,0.82902694,0.9964837,1.1543623,0.87487894,0.4046527,1.2148807,0.9111862,0.93875813,1.0294888,0.5386797,0.87027353,1.1646008,1.1109196,1.0034056,1.1149513,0.9590987,0.8497827,1.1696253,1.0933112,0.97878397,1.087106,0.67760193,1.0983126,0.87497723,0.960626,0.90555656,0.84416205,0.703861,0.773723,0.97568226,1.1746833,1.2641672,1.1233807,0.8912023,1.0154455,0.8618916,0.8835822,0.78375065,0.7321892,0.98304164,1.0640134,1.1853279,1.0444896,1.0540894,0.63170195,0.82763076,1.3030605,1.0985599,1.0996171,1.0851803,1.1662358,1.1002065,1.1507436,0.55251646,0.85895264,0.90495485,1.3185103,1.1568272,1.0793449,0.6246917,1.2153721,0.99952763,0.45421708,1.11289,0.9254059,1.2471592,1.0141706,0.93060493,1.1161108,1.2860165,0.9867308,0.35917056,0.91526186,0.9341801,0.87340575,1.0525441,1.1779242,1.1555725,1.1212982,0.73351043,1.3251065
fork,1.0404537,0.77007186,0.87023354,1.2053953,1.3036047,0.89125335,0.73587716,0.7238091,0.8851354,1.3245745,1.1543007,1.5025957,0.7364489,1.3154364,1.3540077,1.1556811,1.4114298,0.9131911,0.81181186,0.6675901,0.624198,1.1478715,0.86850345,0.5695783,0.78878087,0.7823381,0.7141531,0.82160425,0.81198525,1.132882,1.172029,1.014003,0.6684953,1.2782576,0.9097338,1.254865,0.9319635,0.9285538,1.4364089,1.164865,0.6266244,1.2225152,0.65025985,0.61864185,1.0169808,1.0348833,1.108365,0.66529274,1.3368055,0.8869163,1.108469,1.3374732,0.98827267,0.8102951,0.9092195,0.82902694,0.0,0.7447019,1.1740699,1.0161301,0.9048654,1.3065057,0.7382794,1.3130683,1.0663716,1.0885624,0.9157208,1.216896,0.7884737,1.2619464,0.9744643,1.4971993,0.52751565,1.1421174,0.5930763,0.8693902,1.0629538,1.1161724,0.9505524,1.1365262,0.6749173,0.9743789,0.5967641,0.80087256,0.9453489,0.87655425,1.0728064,1.2225295,1.3948637,1.4363987,1.1242161,0.50924045,0.5574236,0.77033055,1.0123966,0.8576192,1.0746258,0.9216978,0.5004748,1.0933877,1.0589097,0.9106193,1.185826,1.2975625,1.1560689,0.9044997,1.2160535,0.73195064,1.4339813,0.8693106,1.4393009,0.486233,1.3205276,1.0301359,1.1390133,0.5872236,1.2219772,0.74115926,0.90260935,1.0221306,0.28272974,1.2237029,0.84896195,0.89043146,1.3998458,1.4390545,0.60929596,0.87769896,0.69321114,0.89340734,0.6327423,0.71541244,0.98392075,1.0114753,0.66509515,0.808931,1.2415218
frog,0.7305883,0.86084914,0.69839287,1.075973,1.3062022,0.883256,0.69473654,0.55089355,1.0964924,1.1977329,1.0917095,1.2991655,0.9392695,1.3043047,1.1003737,0.86402446,1.1480525,0.79615945,0.75983095,0.85359585,0.88590384,1.09097,0.9228925,0.8819604,0.74639034,0.8848101,1.0237117,0.971829,0.82731944,0.97468704,1.3053429,0.795503,0.81038904,1.3666899,0.8628641,1.1782686,0.9313954,1.1412935,1.3121908,1.0572833,0.78761286,1.2421443,0.8884866,0.8971525,0.885087,0.69598913,1.2861307,0.99316573,1.2934506,0.76142454,1.1137694,1.1110221,1.0846425,0.46792823,0.76876974,0.9964837,0.7447019,0.0,0.98366857,0.99929506,0.94582856,1.0596981,0.50357366,1.1781789,0.9440551,1.1175548,0.7802839,1.1746218,1.1087613,1.1509513,0.84367186,1.3125806,0.9840183,1.2900496,0.9555951,1.0645527,1.0935272,0.9274506,1.0206653,1.0484635,0.7548121,1.0183973,0.91648644,1.0000569,1.0282792,0.74341244,1.3375366,1.0616192,1.2696296,1.331032,0.97523063,0.8506392,0.88157606,0.9023767,0.94064134,1.0330155,0.93065566,0.78601795,0.77265084,0.96945846,1.0349712,1.0568863,1.3773088,1.2195194,0.76199955,1.00481,1.0893264,0.9914071,1.2828045,0.86724925,1.319628,0.8922301,1.2666931,1.1710498,1.0314287,0.73002905,1.1457014,0.88450235,1.0812778,1.0509113,0.75949305,1.1250508,0.8286283,0.8400843,1.2477252,1.2201843,0.71293515,1.0071005,0.8319752,1.0414816,0.94863564,0.45803577,0.99939656,0.9690424,1.0967555,0.9567809,1.2866087
glass,0.7176903,1.2539718,1.3076283,0.915637,0.78526115,1.1360252,1.0476273,1.2560713,0.9245951,0.698035,1.1234239,0.81817925,1.5272259,0.9289671,0.70823455,0.8928173,0.8368973,1.0582762,1.0168921,1.1051465,0.9221473,0.718407,1.2648945,1.2007532,0.7278948,1.1984829,1.1089628,1.049585,0.98432136,0.8953478,1.015301,0.91586435,0.9640126,0.79489017,1.1960909,0.956622,1.0095925,0.9711503,0.8698588,0.8646926,1.4576912,0.7812129,1.0928814,0.9576519,0.96469784,0.9480527,0.95662713,1.1895468,0.85464025,1.3212831,1.0644321,0.8355353,1.1767194,1.2329067,0.9893085,1.1543623,1.1740699,0.98366857,0.0,1.2314144,1.0116248,0.88885105,0.8049673,0.89004046,0.95570725,0.7176976,1.3157707,0.72421265,0.9225334,0.91032165,0.59137064,0.89860713,1.4203625,0.7326175,1.3175902,1.1466669,0.8759415,0.65691704,0.9438505,0.9627166,1.1052889,1.3436337,1.3668454,1.2046207,1.3398509,1.3330412,0.864046,0.8289528,0.82887805,0.91432655,0.71064234,1.4923111,1.4073836,1.2202028,0.92800677,1.255793,0.70486504,0.84492147,1.0703268,1.0544927,1.1297063,0.98636776,0.7018861,1.0785363,0.8770158,1.0257117,0.8081899,0.9444877,0.7663038,0.9002298,0.92093724,0.92048293,0.80858433,0.5843833,0.9445379,1.4050677,1.0104222,1.2771978,1.2444528,0.75801194,1.1086665,0.6496259,1.322697,1.0891204,0.789992,0.64721,1.2534688,1.3356446,1.3982213,0.79063725,1.3959383,1.1745712,0.6557651,1.042542,1.0397674,1.429968,0.8160236
glasses,1.2912612,0.7856287,0.5552641,1.0989447,1.1233268,0.96437395,0.84162575,0.72790873,1.3048084,1.4563531,1.0501926,1.3388767,0.57006043,1.3582636,1.1605755,1.0115167,1.3641803,1.2639638,1.1420745,0.78215635,1.0265881,1.3589535,0.54715174,0.9568388,1.2068244,0.8185499,0.9856774,0.92675793,0.95175135,1.1260821,1.2793406,1.0293607,1.0612265,1.1711907,0.8909139,1.0768635,1.016959,1.1833173,1.3148513,1.0784409,0.62911683,1.4173427,0.7831461,0.9089684,1.070282,1.0336957,1.153209,0.9565307,1.2576205,0.6825191,1.1749941,0.6426716,0.49117845,0.82122505,1.1176417,0.87487894,1.0161301,0.99929506,1.2314144,0.0,1.0638038,1.2424138,1.036711,0.57217914,1.1439465,0.9438878,0.3532802,1.1805831,1.2298486,1.1879311,1.212028,1.097387,0.5345216,1.2524964,0.7963902,0.99501616,1.1654395,1.2568705,0.99219733,0.67046416,0.9052067,0.32573092,0.9816484,0.49169183,0.46144605,0.70215046,1.2280889,1.0508386,1.2571043,1.0828526,1.2495903,0.6025849,0.61518365,0.8438983,0.8838408,1.0619174,1.1512467,1.1904058,0.95695686,1.1377144,0.6870477,1.0940913,1.2875626,1.2149608,0.9696026,1.16698,1.0515815,1.2205802,1.0975065,1.078103,0.985671,1.1467465,1.3195293,1.3477821,1.3274446,0.60348797,1.2527274,0.78227913,0.98464155,1.259257,0.96549004,1.2814095,0.7539542,0.80109704,1.0110356,1.3982306,0.71220493,0.37882483,0.63617647,1.1722345,0.9766373,0.9035203,1.3672646,1.1826174,1.1265454,0.2943746,1.2795868
glove,0.84391636,0.46085763,1.0602646,0.92993337,0.8069268,1.0698161,0.9663556,0.9454999,1.0002733,1.2274867,1.1823328,1.0560607,0.97675365,1.0837047,0.74823093,0.9921932,0.94523937,1.1008233,1.0899025,1.0015887,1.0646456,1.109115,0.8905403,1.1230148,0.9028865,0.9853543,0.9583832,1.1215844,0.78915083,1.0754828,0.9671575,0.86033344,1.221,1.2380543,1.154867,0.98015076,1.0354661,0.8491416,1.0084834,0.76620924,1.0598856,1.1634521,1.0174205,0.8930655,1.0131558,0.73145485,1.2509776,1.0767611,0.91477054,1.1324162,1.1655751,1.2288522,0.7245369,0.9322937,1.1437256,0.4046527,0.9048654,0.94582856,1.0116248,1.0638038,0.0,1.2235808,0.8228143,1.083865,0.9884281,0.6453067,0.89432704,1.1169293,1.0824343,0.7685013,1.1059699,0.9076298,1.0495971,1.0736135,1.1611652,1.0402986,1.0201606,0.41608983,0.9604096,0.99692345,0.99748373,1.047325,0.64135337,0.8334459,0.9656762,1.1512935,1.1111789,1.2380213,0.91240007,0.854728,0.94145334,0.97875315,0.99780005,0.7893312,0.86247396,0.7280067,1.0064422,1.0539263,1.1841155,1.1543446,0.73905295,0.6638946,1.2305704,1.12831,1.1092178,1.1155574,1.146922,1.0820515,1.0399934,0.4956156,0.81609464,0.9055059,1.2611076,1.1127982,1.0070887,0.6602766,1.1575367,1.1017394,0.3321311,1.1055868,0.9699704,1.1410897,1.024358,0.83669037,1.070228,1.195443,1.0398014,0.68494797,0.96632975,0.8568438,0.6466044,1.0267961,1.1092706,1.1621296,0.99273497,0.8861851,1.2995911
grass,0.98042834,1.236657,1.2573631,0.8033867,0.8763658,1.0302376,1.1998802,1.2395568,0.8106328,0.4533496,0.8570021,0.6479057,1.2616084,0.6000837,0.87075317,1.0433697,0.6511802,0.55423415,0.9167563,1.3099713,1.2848457,0.6953602,1.366766,1.1879476,1.0765955,1.259387,1.2516723,1.029448,1.0871994,0.9472631,0.79323846,1.2140691,1.0378007,0.8850677,0.9770594,0.8981012,1.0725701,0.9614385,0.69554013,1.0440341,1.2268903,0.57451665,1.3389661,1.2627239,1.0399773,0.99247926,0.91458595,1.1716019,0.84402084,1.2608783,0.66758883,0.93032956,1.204057,1.2089479,0.9734281,1.2148807,1.3065057,1.0596981,0.88885105,1.2424138,1.2235808,0.0,1.0822898,0.9704778,0.99867797,1.0032679,1.2726872,0.76653904,0.85166746,0.97937536,1.0127684,0.84055626,1.3303025,0.8533859,1.3197724,1.1187482,0.9493585,1.0150301,1.0488966,1.0554602,1.2353204,1.2829139,1.3298684,1.244192,1.2153718,1.2564925,0.9855321,0.82033134,0.726184,0.92829025,0.8773073,1.3074728,1.290997,1.2464353,1.0538765,1.2084092,0.96803576,0.9921161,1.2198007,0.8951713,1.2851856,1.1264164,0.8729435,0.66409063,1.0049644,1.061011,0.8033546,0.8297254,0.81285846,1.1049227,0.94044715,1.2320433,0.6691001,0.9165022,0.58286273,1.3786976,0.7028666,1.2600455,1.1789863,1.0706186,1.3673601,0.7162558,1.231357,1.2353164,0.9373899,0.46033812,1.3125052,1.3276637,1.3254815,0.8535212,1.309873,1.0098678,0.84661055,0.85955095,1.1249915,1.3104317,0.74522185
gum,1.1091058,0.783907,0.7349644,0.8015568,1.3119841,0.69498956,0.41824836,0.6823189,0.85688126,1.137037,1.2175221,1.3742955,1.0138654,1.33308,1.0264925,1.1663674,1.225442,0.8703064,0.5753715,0.6026873,0.6477942,0.84581006,0.99268407,0.9355658,0.44627166,0.925109,0.8229312,0.98355865,0.8772782,1.1778016,1.2552208,0.9861824,0.646957,1.438109,0.99254525,1.1914048,0.87515783,1.0160453,1.3528888,1.1078341,0.663937,1.1481023,0.59175014,0.8569473,1.0645565,0.72868,1.3211219,0.91694766,1.2670057,0.8209101,1.1529316,1.2585498,0.9016732,0.79707015,1.0124502,0.9111862,0.7382794,0.50357366,0.8049673,1.036711,0.8228143,1.0822898,0.0,1.2871323,1.1214082,0.8855307,0.7589475,1.2107077,1.0701545,1.1791387,0.7195079,1.437518,0.9880961,1.1653191,0.86731803,1.0414451,0.99005514,0.838091,1.1176271,1.0382334,0.754385,0.8634693,0.8366554,0.93700075,0.97991806,0.83055496,1.3152034,1.2757535,1.283897,1.4467124,0.8929569,0.7883791,0.7621107,0.8843907,0.9564988,1.0488347,0.94542396,0.9519641,0.7106552,1.1308482,1.0734733,0.94348,1.3456345,1.2860339,1.030901,0.9756717,1.0497196,0.95658094,1.3854729,0.8311062,1.4210404,0.77533305,1.296061,0.93713295,0.9303232,0.70323443,1.3907388,0.8525703,1.0639935,1.0169059,0.749745,1.0067767,0.7906943,0.9577298,1.2882599,1.1774457,0.55009615,0.8903882,0.87298906,0.69815874,0.87081707,0.28805095,0.8663416,1.1273723,1.1033217,0.86622345,1.3687744
hair,0.9722012,1.0756422,1.1128101,0.9825543,0.68789226,1.075931,1.213512,1.1861136,1.2370999,1.0236952,1.0523654,0.8462875,1.1005248,0.92414135,0.81640613,0.8693551,0.95957994,1.1681385,1.1792015,1.2839469,1.2840177,1.1024874,0.9572696,1.1672984,1.3094695,1.1492953,1.3412788,1.087634,0.97741306,0.9436871,0.9972659,1.0697103,1.2999337,0.84144855,1.061755,0.8625636,1.1171062,0.94674647,0.86521053,0.8018706,1.2386057,1.0540415,1.3229641,1.1276851,1.0136803,1.0488625,1.0132524,1.176286,0.9093477,1.0886664,1.1051476,0.4233507,0.7303879,1.1371776,1.0255044,0.93875813,1.3130683,1.1781789,0.89004046,0.57217914,1.083865,0.9704778,1.2871323,0.0,1.0574099,0.7411889,0.7347041,0.8941883,1.0843846,0.9087185,1.1395936,0.66076255,1.0813742,0.9641728,1.3003386,1.1303644,1.0177277,0.9296308,1.0268449,0.5862953,1.294446,0.9175348,1.3376037,0.8310176,0.8684893,1.1146996,1.034681,0.95106465,0.8386874,0.7129669,0.950673,1.200265,1.1955452,1.1811724,0.82288027,1.2157887,0.9873635,1.0341187,1.2911756,0.99488664,0.81181157,1.017684,0.9657486,1.0132003,0.97614366,1.1953981,0.8125835,1.1053824,0.6477274,1.0327687,0.67528284,1.2421606,0.9576646,1.074098,1.0827109,1.200346,0.9926717,1.1778419,1.0680723,1.0407543,1.30287,0.9754355,1.2070755,1.0125519,0.6737429,0.8984746,1.2731986,0.8219873,1.2183013,1.0268111,1.3400404,1.361872,1.1221933,0.968916,1.2042413,0.9105342,0.9257
hamburger,0.6591352,1.2262753,1.0816338,1.0040865,0.936505,1.1690946,1.2243488,1.0264261,1.0614111,0.93327886,0.93789434,0.949718,1.2261909,1.0022663,0.98007005,0.684029,0.8909725,1.0527354,1.0494828,1.2037822,0.9259459,1.0168027,0.75756866,1.0800819,1.1727417,1.0008705,1.2917027,1.2283969,0.9092968,0.82714814,1.1854733,0.62015796,1.1181651,1.0677415,1.1234816,1.1830654,1.1096298,1.0351715,1.0271584,0.6856923,1.2003942,0.9949831,1.1922433,1.0101095,0.8519015,0.9786101,1.1792084,1.147193,1.0088869,0.9248695,1.0821755,1.0061879,1.1410258,0.98383206,0.91229093,1.0294888,1.0663716,0.9440551,0.95570725,1.1439465,0.9884281,0.99867797,1.1214082,1.0574099,0.0,1.055062,1.1683577,0.903896,0.96658486,0.9908133,0.9893926,0.98950833,1.1330041,1.0723376,1.2123928,1.0341945,0.98875654,0.8946449,1.0545306,1.0964456,0.94642186,1.1957179,1.1302984,1.1670952,1.1565087,0.9113158,1.0732362,0.92511606,1.0090417,1.0105698,0.8622952,1.2048681,1.2180997,1.0765233,0.9207177,1.0361402,0.67843854,0.97310925,0.8214341,0.8825363,0.95185477,0.94339436,1.0626457,0.8626623,0.8041675,0.8160191,1.0639963,1.0265557,1.0230032,0.99915785,0.9979571,0.8577261,0.9136687,0.94757706,1.0132304,1.1449162,0.9904757,1.0766661,1.0771426,0.5883728,0.960236,0.90274566,1.1578386,1.0665375,1.0547216,0.9379223,1.0567373,1.1988251,1.0325284,1.0953135,1.1586906,1.1521767,0.68771935,0.9531282,1.199383,1.2122469,1.0532168
hand,0.84775245,0.87924296,1.2149374,0.6739856,0.450292,1.2143753,1.1360815,1.1721,1.1361566,0.97093856,1.1139282,0.96690655,1.1834338,0.9981568,0.589916,0.925768,0.97343767,1.1721985,1.0852563,1.2952375,1.2162267,1.0549085,0.9110373,1.2272779,1.1909194,1.03221,1.3056073,1.2273134,0.5663127,1.094208,1.0082769,1.1110771,1.2032399,1.0258764,1.173229,0.9243804,1.021825,0.857371,0.9882637,0.6232666,1.2473693,1.046299,1.2900156,1.0459118,1.1487501,0.84013385,1.0556284,1.1333867,0.82215595,1.2204641,1.1707546,0.8829238,0.40052736,1.1390513,1.1538553,0.5386797,1.0885624,1.1175548,0.7176976,0.9438878,0.6453067,1.0032679,0.8855307,0.7411889,1.055062,0.0,1.1129131,0.8580583,1.0635208,0.82561827,1.092479,0.82465374,1.1602947,0.96832675,1.3826811,1.074692,1.0412012,0.5252465,1.0638487,0.7519779,1.1664367,1.0469126,1.1892939,0.75450164,1.0585425,1.2467949,1.040475,1.1105092,0.77213097,0.7989103,0.80908316,1.1792874,1.1060041,1.1942905,0.64738744,1.2004967,0.85591114,1.0890754,1.2547908,1.1050334,0.7851899,0.85506004,0.9949813,0.9617856,1.0024334,1.157628,0.9603931,1.0477158,0.74753016,0.92877954,0.7555394,1.0017413,1.098277,0.9323583,0.9064209,1.2087228,1.1946781,1.2948467,0.8614166,0.99523175,1.1982967,0.9463682,1.2533183,1.1312898,0.80762166,0.9268774,1.3314918,0.6471176,1.2690787,0.6214138,1.236729,1.245863,0.99244225,1.0594263,1.2539402,0.9970532,1.0500764
