,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.1359128,0.65129507,0.73822415,0.8766296,0.86691093,0.98364717,0.9991483,0.9491428,1.211354,1.3778789,1.3821492,0.72836864,1.3037972,1.2281487,1.0848405,1.3857144,1.274432,1.1790264,0.8106035,1.1824657,1.3313962,0.7530564,1.2509084,1.2396398,1.074109,0.8823201,1.2845901,0.4607514,1.223832,1.2362078,1.123977,1.0752474,1.2924613,1.2836028,1.1176091,1.144314,1.2563226,0.879598,0.6859939,1.4717762,0.910812,1.2900137,1.2394168,1.0240794,1.1701226,1.0357836,1.0357891,0.28134608,0.5194743,1.0616859,0.64564174,1.0383425,0.0,1.2192955,1.0105962,1.1694119,0.5156976,0.76747584,1.121457,1.1965517,0.5161229,0.60563123,1.179754,0.91912514,0.8365649,0.87011886,0.45698386,0.6875421,0.8250226,1.2983063,1.3169333,1.122873,1.0439461,0.84904796,1.2455921,1.049883,1.0982591,0.96177155,1.0868964,1.0611672,1.2500525,0.44551015,1.0832278,0.3502605,0.9795582,0.42227268,0.5586715,0.75638735,1.3385186,1.1291202,1.1728246,1.0002304,1.2225314,0.7013213,0.60115474,0.7148278,1.0461489,1.0997669,0.77857095,1.249078,0.93254715,0.81734383,1.0555398,1.3646626,1.05947,0.5679986,1.3338033,1.1587579,0.9246292,1.0001767,1.0999452,1.1455343,1.1228226,1.1284289,0.9907538,0.9317222,0.8395987,1.3358499,1.3270926,1.1889297,0.6350645,1.1336126,0.7698016,0.83225465,1.1715046,0.84360236,1.1705037,0.92365247,0.7287689,1.1115438,1.1004757,1.1109006,1.3912154,0.88078564,0.13980246,0.47453338,0.7356629,1.0912632,1.0947957,1.3230458,1.2196338,1.1751125,1.2073331,0.3974712,1.3141456
firetruck,0.9773672,1.2279453,1.2075183,1.169528,0.9399674,1.1265955,0.9252269,1.1232989,1.110723,0.7523865,0.7655146,1.140548,0.8600611,0.902144,1.056391,0.83390605,0.9659837,1.1091262,1.2099025,1.0040872,0.9828321,1.2189181,0.85869145,1.0375234,1.1912421,1.1523623,0.92230666,1.1279234,0.6635549,1.0440005,1.1049564,1.0329292,0.7829904,1.0140133,0.8164426,1.105155,0.8371815,1.2029048,1.2312586,0.8413352,1.2189229,0.81771725,1.0082754,1.161324,0.9441911,1.0700397,0.8923166,1.1626849,1.2345994,0.77843136,1.027019,0.8634619,1.2192955,0.0,1.1146631,1.1112823,1.2393442,1.2280672,1.0462922,0.72119904,1.1100378,1.1479502,0.83552706,1.1534864,0.88269544,1.3186401,1.0495931,1.2094082,1.1433125,0.86264265,0.65311027,1.037434,0.77884865,1.2257965,1.0281695,1.2090476,0.9979077,1.0950055,1.0905039,0.9759918,0.9160305,1.10944,1.023186,1.1921328,1.269462,1.2613207,1.1847764,1.110369,0.68547934,0.7843811,0.8787478,0.8145931,0.89631116,1.1992674,1.252282,1.1943473,0.89447343,1.139456,1.2352697,1.0183281,1.1930032,0.89214814,1.183341,1.0350745,1.0988128,1.1187263,0.6611955,0.8759339,1.0297099,1.1253519,0.98498243,0.92013615,1.1014346,0.7967297,1.1105839,1.0101321,1.192311,0.70182157,0.84647834,1.043415,1.2222075,0.7210556,1.1836936,1.1504893,0.91257906,1.2023822,0.92879844,1.1495595,1.2195923,0.82489777,0.7644281,0.96799105,0.7332312,1.1777555,1.2578292,1.1640153,1.1036297,1.2363528,1.1989347,0.9355048,0.97248715,0.7164587,1.0341024,1.2407731,0.8806558
fish,0.91876996,0.8842403,0.4318961,0.9596378,1.3600179,0.5356522,0.9223681,0.40987003,0.8946525,1.3940771,1.3871355,0.69071025,1.4234966,1.3394936,0.7668334,1.3128018,0.9560437,0.8823392,0.4580654,0.95900726,1.2021544,0.706838,1.2323091,0.76402724,0.69836694,0.70682037,0.68529356,0.99360996,1.2280354,1.3285259,0.91980445,0.7052654,1.3072537,0.9321121,1.2168278,1.1039842,1.4357897,1.0868493,0.3878743,1.3681586,0.7071672,1.2075938,1.0094063,1.0489274,1.2604778,1.1455518,1.2880367,0.9589409,0.6385889,1.1672275,0.9580654,1.2381878,1.0105962,1.1146631,0.0,0.84707755,0.95453477,0.7639811,0.6714978,1.2408197,0.8653269,0.8949456,1.0649515,0.5482427,1.272257,0.63274676,1.3184568,0.7075105,0.7300563,1.3102276,1.3393575,0.975223,1.3176727,0.8057325,1.2058122,0.6871862,1.2014878,0.41777116,1.0557472,1.2528746,1.1176049,1.0082386,1.1379745,0.6930128,0.8341656,0.9430772,0.79787475,0.5614455,1.3480773,1.1130826,1.4349294,1.3989693,1.1918273,0.5618028,0.60427797,0.6290158,1.2550224,1.0252674,0.85216177,0.9515353,0.8205024,0.8574873,0.5875505,1.1854143,0.7139776,1.0717859,1.3865229,1.2559333,1.0042937,1.1380135,1.1134452,1.1179857,0.98265713,1.4075623,0.93559444,1.3856177,0.6043453,1.3709,1.210487,1.1146122,0.5182973,1.0777948,0.47142512,1.0253605,1.1359642,0.7571726,1.0614355,0.6116011,0.52628374,1.2552502,1.3934953,1.1649806,1.3964245,0.43525052,0.81361425,1.0971181,1.0526245,0.7076021,0.45380545,1.2288629,0.99851394,1.0419661,0.9282887,0.7022362,1.2599293
flower,0.970459,1.0442047,1.0328016,1.0071466,1.1309619,0.9388724,1.0447853,0.9221631,0.99316996,1.1200837,1.0981741,1.1334436,1.1445541,1.0861306,0.87060004,1.051719,1.0779401,0.88902557,0.9940443,0.92770046,0.96094316,1.0224043,0.9676181,0.9543158,0.81188726,1.00688,0.87926495,1.063596,1.0553569,1.0247127,0.8506891,1.0900682,1.0272086,0.91497356,1.1385287,0.8443149,1.1536542,0.8247544,1.0675378,1.0794399,0.83940184,1.0114753,0.680563,0.9040324,1.0284185,1.0722193,1.1572571,1.1045816,1.036206,1.0540602,1.0570664,1.0327382,1.1694119,1.1112823,0.84707755,0.0,1.0958195,0.9242308,0.79781437,0.9925102,1.1749215,1.0298553,1.0094278,0.9477119,1.0750837,0.9380897,1.1176811,0.9822203,1.0211056,1.0998129,1.1360717,0.9619878,1.2386106,0.94350415,0.8683507,0.8309929,0.92447054,0.95598674,0.8550503,0.8614349,0.94143414,1.2473373,0.8309059,1.1746805,0.7077804,1.1490015,1.1629434,1.051021,1.0872208,0.9458273,1.1195409,1.2243509,0.9989831,1.0345479,1.0700226,0.9482187,1.080878,0.913725,0.9362263,0.5276427,0.9545367,1.0897287,0.8837392,0.9275208,0.9599714,1.1173599,1.1064081,1.0397893,0.8601041,0.86619747,0.89887434,0.9722922,0.9831988,1.1693377,0.9378065,1.1917682,0.92285967,1.0019791,0.9766398,1.0807711,1.0697722,1.0806309,1.0200031,1.0012065,0.89685255,0.9165606,0.91311795,1.0342878,1.0490177,1.0633551,1.1889172,1.1143268,1.0507746,1.0228314,1.1251903,1.2012119,1.097154,0.68717074,0.9466433,0.920708,0.82267773,0.96273774,0.8877802,1.2173922,0.9642537
foot,1.0329268,0.59742326,0.8621897,0.91048026,0.95632124,1.0187974,1.042531,0.982285,0.9508198,1.3691685,1.2835786,0.5123552,1.1388282,1.2108634,1.0000836,1.2078831,1.2021927,1.1633755,0.79947287,1.1257966,1.1856778,0.72461665,1.2300948,1.0100064,1.0134087,0.5403939,1.0052463,0.79517174,1.0322713,0.9179151,1.0350467,1.0904074,1.1937432,1.1629748,1.0424639,1.1032125,1.1535888,0.8633484,0.7592401,1.360708,0.83988094,1.3506712,1.1348966,0.9789829,1.043738,0.9463527,1.0565559,0.74230486,0.73485005,1.0461584,0.8140269,1.3098438,0.5156976,1.2393442,0.95453477,1.0958195,0.0,0.7716813,1.1921718,1.2707341,0.794733,0.4153564,1.2611803,1.0816435,1.0525895,0.87645864,0.7484847,0.77991617,0.8598285,1.2784823,1.24465,1.0602138,0.99663264,0.79378307,1.126142,0.9190916,1.0703962,0.97625375,1.0309478,0.99375874,1.2211218,0.83352256,1.06755,0.7662389,0.6721487,0.62746245,0.7392904,0.9351529,1.1695412,1.1588821,1.1604269,0.934998,1.2779834,0.7594567,0.7247268,0.8009616,1.1269519,0.6287972,0.74941826,1.1710395,0.8738093,1.0016522,0.96634495,1.1552145,0.88331264,0.7424861,1.2327687,1.1815345,1.1070818,0.9481012,1.132709,1.0802186,1.1654236,1.1375602,0.7067476,0.9228616,0.7057607,1.3640833,1.2913609,1.1284722,0.542424,1.0815471,0.80021507,0.5207429,1.2376145,0.8683802,1.2304523,0.8331731,0.80679244,1.0495999,1.0977962,1.1034567,1.342443,0.89191496,0.48816407,0.74480355,0.99598736,0.7598065,1.0418692,1.3268993,1.1035239,1.0314418,1.0310254,0.59583426,1.2099285
fork,0.90974975,0.89231044,0.74048483,0.69781816,1.2575976,0.98247975,1.1986352,0.7575977,0.8029971,1.3231014,1.5219084,0.5143721,1.3530521,1.5108842,0.857087,1.4493952,1.2453843,0.99791473,0.59939617,0.76623833,1.219079,0.5907345,1.2134695,1.014442,0.72961336,0.6522488,0.87065357,0.78908885,1.2514638,1.1326973,0.83700156,0.871809,1.310168,0.9876849,0.9845809,1.0781811,1.5035686,0.9489563,0.46591127,1.3751464,0.6102663,1.2709018,1.1504598,1.1335077,1.086966,0.79857194,1.4464369,0.85243726,0.69574696,1.1991496,0.76394296,1.352062,0.76747584,1.2280672,0.7639811,0.9242308,0.7716813,0.0,0.88867366,1.2060938,0.7747986,0.868928,1.3421237,0.9380575,1.2766703,0.78000236,1.1171138,0.8743844,0.43975735,1.1365879,1.3889506,0.9336086,1.4358516,0.10539758,0.9820784,0.5290402,1.1378267,0.8116429,1.0440654,1.4054455,1.0098295,0.96166825,1.176417,0.7871402,0.5924812,0.6160558,0.70163214,0.911571,1.2899404,1.2850547,1.5556018,1.3880932,1.3045166,0.24892783,0.27598107,0.6538336,1.2949758,0.8261791,0.63374674,1.1153626,0.4686265,0.90272987,0.876438,1.169426,0.67724097,0.8534375,1.329709,1.2920933,1.0338218,1.0712078,1.1117691,1.3175603,0.8163767,1.4894332,0.9313263,1.3607812,0.2997011,1.4427927,0.93052,1.1243182,0.5406079,1.1185722,0.52272755,0.9290317,1.0331343,0.10950732,1.0324169,0.81050855,0.74833477,1.272892,1.4559884,1.3579383,1.4003509,0.59548604,0.77537787,0.73064756,0.80328953,0.7368587,0.8842513,0.9936171,1.1115377,1.0498657,0.8202988,0.6346674,1.2629046
frog,0.5257874,1.1428471,0.9690761,0.7379619,1.1504183,0.85487556,1.0239489,0.8604198,1.1553979,1.2113355,1.1779339,1.0511096,1.2677277,1.0511166,0.5580457,1.0843749,0.7675694,0.8084003,1.0173675,1.0049096,1.0264819,0.91540396,0.99891585,0.8835082,0.46112633,1.0989817,1.0738343,0.9055383,1.0325766,1.2672215,0.775547,0.79778033,1.2059505,0.9986025,1.0254115,0.7968356,1.2070521,0.7705692,0.8856791,1.1786089,1.0142052,0.90391487,0.6804454,0.8499404,1.2561095,1.112501,1.1969603,1.0204728,0.943123,1.1462011,1.0692501,0.8862051,1.121457,1.0462922,0.6714978,0.79781437,1.1921718,0.88867366,0.0,1.02937,1.0395153,1.0096686,0.97869927,0.7357334,1.1355417,0.8310593,1.1523758,0.9094944,0.7682892,1.0419271,1.1579705,1.0496107,1.190774,0.96245664,1.2645673,1.0439868,1.01047,0.95948243,1.0235196,0.90318584,0.9945309,1.0354084,0.957871,1.1423635,0.9279266,1.084177,0.9666158,0.93717784,1.2579035,0.94612,1.2079228,1.2553494,0.8862989,0.93111056,1.0271969,0.80009663,1.1022146,1.0736556,0.88532025,0.845127,0.90132856,0.9924753,0.9125982,0.9647845,0.9619609,1.0321319,1.3118576,1.1194125,0.5292934,1.0926646,1.0407171,1.0646405,0.646225,1.2245102,0.9889047,1.2676353,0.932772,1.213215,1.1526724,0.88631034,0.9283116,1.0018873,0.8534686,1.1597927,0.82394385,0.90957546,0.8071171,1.1523192,1.0604703,1.1665041,1.2163701,1.0500896,1.1638105,0.7854954,1.101314,1.0236853,0.93425965,0.83355725,0.64210945,0.99511147,1.0067841,1.1301544,1.1128856,1.0967877,1.2380991
glass,0.90541315,1.223229,1.4771066,1.2420762,0.70079875,1.3175529,1.0745826,1.404911,1.1537423,0.6268148,0.72536623,1.4151626,0.78858566,0.5805424,0.8933103,0.7385097,0.8690556,0.9845291,1.4215604,0.9889511,0.9347439,1.4889691,0.7601445,1.0427996,1.1793119,1.332105,0.82049835,1.0728695,0.73998934,0.97959673,1.0614679,1.1497309,0.66437876,0.98884284,0.73026615,1.0540541,0.78946805,1.1559129,1.5149982,0.68056846,1.232075,0.74984664,0.8797747,1.0152922,0.85709375,1.1032131,0.8011761,1.1982814,1.4494243,0.82264614,1.0999856,0.77189875,1.1965517,0.72119904,1.2408197,0.9925102,1.2707341,1.2060938,1.02937,0.0,1.2067387,1.0819176,0.82927907,1.0251273,0.7698082,1.3215605,0.711452,1.293559,1.3047292,0.7882202,0.62918043,0.9530375,0.7446292,1.3093094,0.81154275,1.2169839,0.8876071,1.3919315,1.0280755,0.7128235,0.7233765,1.1546404,0.8974527,1.367908,1.2616963,1.3005836,1.4041581,1.3269125,0.6652479,0.7971231,0.61472356,0.8012224,0.6972674,1.4688923,1.4385604,1.4523518,0.8292419,1.2090135,1.3637321,0.83523464,1.3473582,1.056915,1.297094,0.8617777,1.3437785,1.1181456,0.5286422,0.84372985,0.8406154,1.0432651,0.9139695,0.8073684,0.96864635,0.5986039,1.1775147,0.7930093,1.2996682,0.5244394,0.6905187,0.99836886,1.504345,0.87075317,1.494073,1.1638563,0.7969942,1.1319339,0.8564706,1.3287004,1.4497306,0.83853817,0.6662299,0.86354345,0.5992534,1.4100862,1.374259,1.0157282,0.76120305,1.2614244,1.3616652,0.7765744,0.95399666,0.7332851,1.113627,1.4472003,0.5768078
glasses,1.1001213,0.93070745,0.60885525,0.94515675,1.1734251,0.94445187,1.0877414,0.71196026,1.0623623,1.3866305,1.356422,0.6518617,1.317981,1.2970359,0.91912407,1.3647492,1.2382337,1.1014795,0.658894,1.1804882,1.2778689,0.6151222,1.2330571,1.21784,0.894606,0.8254598,1.1210685,0.77988774,1.1467751,1.2354487,1.1480974,0.8173096,1.2171152,1.1985544,1.1569616,1.1779379,1.2436243,1.0492468,0.58587337,1.4030128,0.8647209,1.2259533,1.0209203,1.003364,1.147047,1.0610431,1.1003368,0.37931955,0.58254385,1.0907898,0.7829306,0.80330336,0.5161229,1.1100378,0.8653269,1.1749215,0.794733,0.7747986,1.0395153,1.2067387,0.0,0.9190533,1.1981114,1.0261922,0.6636213,0.8647523,0.97013503,0.41192353,0.8151727,1.2229646,1.237723,1.1068538,1.1642561,0.8341638,1.2534055,0.96266687,1.1662643,0.75635856,1.2024308,1.3345232,1.1959492,0.34485477,1.2339009,0.3563125,1.0187815,0.5114976,0.4343394,0.5847009,1.3328736,1.1479065,1.2760328,1.1112477,1.3276742,0.626408,0.58079994,0.7465091,1.1956463,1.1347396,0.7514045,1.2254685,0.8514647,0.83550435,0.9658417,1.326624,0.95881283,0.62083024,1.3228106,1.1855658,0.90336967,1.0873419,1.2597175,1.1456308,1.1410522,1.1505902,1.0062102,1.1118265,0.697316,1.3133092,1.32229,1.2540604,0.50707656,1.2453288,0.662439,1.0869212,1.2570856,0.87178123,1.1653905,0.80483735,0.5697396,1.1045823,1.0824854,1.2142181,1.4016899,0.6990725,0.3945334,0.5554436,1.0027852,1.0042546,0.94371516,1.3177676,1.1590164,1.102812,1.123799,0.30571377,1.2942635
glove,1.015104,0.6323509,0.9735508,0.9320532,0.91363776,1.0256189,0.93989176,1.038573,1.1223313,1.359073,1.2009385,0.74543524,1.1826553,1.0646374,0.81043196,1.1092783,1.1392643,1.0841004,0.8556261,1.1768534,1.1028051,0.9385201,1.0159166,0.86681217,1.0252552,0.6921339,0.8916775,0.78545004,1.0554458,0.94056535,1.1494426,1.1474245,1.2042654,1.0962031,1.0156982,1.0734576,1.0992151,0.87636507,0.89814854,1.342406,0.8431227,1.2821946,0.97242934,0.8749312,1.197428,1.0076061,1.0272372,0.8409016,0.8954569,1.0520728,0.91979367,1.2589588,0.60563123,1.1479502,0.8949456,1.0298553,0.4153564,0.868928,1.0096686,1.0819176,0.9190533,0.0,1.3173487,0.8449992,1.0366595,0.89767665,0.7205649,0.7082833,1.002067,1.2021952,1.1342312,0.9803666,0.8849165,0.8466487,1.1821417,1.0829086,1.1077986,1.0877861,1.06589,0.67079437,1.0007595,0.8837354,1.1281981,0.91335666,0.56694776,0.8177382,0.8971916,1.0972315,1.0546751,1.0023551,1.0711309,0.85064185,1.1771325,0.8710594,0.8591315,0.85617566,1.0270468,0.64418244,0.9141668,1.1378673,1.0595256,0.92722714,1.0049785,0.9505606,0.7692713,0.89046544,1.1789523,1.3455808,0.96110874,1.045231,1.1440705,0.9459553,1.1298498,1.0778626,0.4762556,0.8325902,0.8266257,1.364421,1.2690175,1.1619927,0.57993495,1.1065352,0.86995345,0.377666,1.1794484,0.87411857,0.91163176,1.1046398,0.90924287,0.86710113,1.0230088,1.0309228,1.3443882,0.8745882,0.61773425,0.7468392,0.7781929,0.55402374,0.9886088,1.3396347,1.2483366,1.020896,0.9786593,0.7282201,1.3101568
grass,1.0272924,0.98102283,1.2198473,1.0447823,0.87119424,0.9755541,0.94577855,1.2028053,1.1016155,0.6648467,0.6173916,1.2689793,0.6277086,0.7294212,1.1914921,0.6888061,0.5954075,0.9667177,1.3530059,1.1579297,0.983124,1.3518983,0.8608881,1.0430351,1.0890667,1.3588945,1.0957842,1.1746436,0.8053601,1.0050865,1.1405032,1.0241427,0.9484021,1.0430043,0.8446903,1.1473362,0.71406925,1.2331227,1.2112743,0.65517247,1.3638526,0.77183187,0.98439884,0.9799737,1.0300502,1.1811606,0.83434165,1.22049,1.234855,0.7214195,1.1359477,0.9111216,1.179754,0.83552706,1.0649515,1.0094278,1.2611803,1.3421237,0.97869927,0.82927907,1.1981114,1.3173487,0.0,1.0261116,0.9309002,1.2730987,0.9633488,1.2201908,1.2429694,0.90515447,0.62943566,1.1439507,0.704206,1.340426,1.1203835,1.2623048,1.1530874,1.1557133,1.1050112,0.9304495,0.9554888,1.1362398,1.0521574,1.2063894,1.3522415,1.2097306,1.1870966,1.1322198,0.9883985,0.7768277,0.6804857,0.963854,0.73114175,1.2591053,1.255719,1.2488284,0.73938966,1.180077,1.3109881,0.9389679,1.3341205,1.0544102,1.240115,1.0048755,1.262372,1.1740556,0.8988197,0.48413253,1.0941191,1.096996,1.0509824,0.75525033,0.91994625,0.78895926,1.0741755,0.9661511,1.3974445,0.67228305,0.9679878,0.7079049,1.3469081,0.66149485,1.2705353,1.04296,1.0875208,1.3501054,1.0496514,1.1786584,1.2603346,1.0950471,0.77662414,0.632089,0.62023324,1.2531109,1.2141048,1.19881,1.0200571,1.3146102,0.9878352,0.9469315,0.802222,1.0293533,1.1724709,1.2593582,0.8052755
gum,1.1064037,0.9243508,0.789528,0.97997713,1.1481134,0.64956295,0.8345338,0.859686,1.0211152,1.2297249,1.2299488,0.9774089,1.2759848,0.9502264,1.0558821,1.1289151,0.82320464,0.5546133,0.7295944,0.85111433,0.86707556,1.0488137,1.0578904,0.61711186,0.9284889,0.9053148,1.0421774,0.87309885,1.4045767,1.2955096,0.9127004,0.7166716,1.3305473,0.8637408,1.1556334,1.0306692,1.2742308,0.9948781,0.7019341,1.1969897,0.79282284,1.0065802,1.1223378,0.97047365,1.297688,0.9992976,1.2376132,0.9784924,0.87437344,1.2716107,1.0485233,1.1065513,0.91912514,1.1534864,0.5482427,0.9477119,1.0816435,0.9380575,0.7357334,1.0251273,1.0261922,0.8449992,1.0261116,0.0,1.192743,0.70651835,0.9532626,0.8939498,0.9036181,1.154161,1.2913833,0.7211617,1.2436705,0.9665708,1.1523637,0.9229024,0.9953082,0.80998814,0.74161637,0.84632134,0.9282726,1.0020261,0.9743728,0.86135185,0.9613298,0.92565954,0.9599416,0.8331766,1.2537044,1.1268106,1.2015574,1.3658018,0.8576446,0.89719415,0.8752274,0.8814872,1.1329527,1.1424781,1.0547712,1.0203806,0.9577514,1.00376,0.7598487,0.91681564,0.88119954,1.0134546,1.3273693,1.2547526,0.8906715,0.9804003,0.9374004,1.0775855,0.7126257,1.277759,0.8642536,1.1948063,0.9830704,1.3027287,1.0473143,0.9723826,0.8195659,1.1232234,0.7901726,0.9809591,0.9363805,0.85762775,0.9154606,0.91992927,0.8793503,1.202698,1.3285654,0.95331603,1.1336011,0.63228893,0.92256397,0.80893266,0.56751585,0.91445607,0.49515414,0.95283675,1.1358366,1.1756427,1.1403625,0.9030279,1.2956288
hair,0.98235977,1.111711,1.2202748,1.2444482,0.72794133,1.1824396,0.93138254,1.2446257,1.2903497,0.87873405,0.80790424,1.1972421,0.8270035,0.76724744,0.9707179,0.8961477,1.075849,1.1100862,1.282461,1.2764363,1.0676419,1.2412502,0.86508346,1.2955272,1.1512207,1.2811748,1.1509389,1.0020512,0.7664794,1.0094168,1.1915042,1.2140057,0.83486366,1.2714823,0.8644049,1.065787,0.72079355,1.0980198,1.3162853,0.9787855,1.333296,0.8836968,0.899167,1.0216417,0.9541719,1.2019871,0.6879779,0.78737676,1.1558092,0.91063255,1.0032446,0.4294262,0.8365649,0.88269544,1.272257,1.0750837,1.0525895,1.2766703,1.1355417,0.7698082,0.6636213,1.0366595,0.9309002,1.192743,0.0,1.1847966,0.6720208,0.73258936,1.2041911,0.9396441,0.7671617,1.141998,0.6941532,1.286257,1.0579875,1.3397341,0.93447506,1.2091899,1.0756596,0.85020876,0.9615603,0.6804113,0.9827905,0.9682744,1.3770629,1.003657,1.0691484,1.0300398,0.9460712,0.8722241,0.68311256,0.65243345,0.91995513,1.2756715,1.2408321,1.2626336,0.9122788,1.2080984,1.2125959,0.9258673,1.3484838,0.9931583,1.2958367,1.0943332,1.3451648,0.90288055,0.823824,0.92644787,0.86450744,1.027763,1.1051638,0.9668801,1.1977332,0.5387788,1.1181114,0.7230272,1.2760755,0.7749689,1.0380363,1.1523478,1.2797971,0.98273474,1.3018466,1.0873835,1.0351677,1.3332508,1.0529314,1.2730672,1.1605451,0.674393,0.55661523,0.8512125,0.8449824,1.3587958,0.87307286,0.8498057,0.9472735,1.3671525,1.3753803,1.1138358,0.9466033,0.88717276,1.1386586,1.0180913,0.8928806
hamburger,1.1134512,0.8409761,0.60030484,0.8554164,1.2479346,0.7434719,1.0738071,0.5900941,0.8276418,1.4662609,1.395085,0.83270377,1.3311682,1.2653378,0.91370475,1.3146441,1.0821998,0.86179066,0.53322154,0.9300796,1.1386728,0.52577186,1.2596856,0.88555866,0.7795278,0.84741515,0.9639345,0.9024402,1.364714,1.2014438,0.792196,0.7930769,1.3843129,0.9243984,1.232722,0.8505811,1.3811438,0.7365149,0.5906995,1.3595228,0.68379796,1.2562509,0.9847472,0.8738119,1.32187,1.1165619,1.1907086,0.8460424,0.6002751,1.2036067,1.0981745,1.1167045,0.87011886,1.3186401,0.63274676,0.9380897,0.87645864,0.78000236,0.8310593,1.3215605,0.8647523,0.89767665,1.2730987,0.70651835,1.1847966,0.0,1.141661,0.69683754,0.71373934,1.2726358,1.393811,0.82940054,1.3748794,0.78910136,1.1576676,0.81468683,0.9496664,0.66623664,0.9922119,1.0841409,1.1447777,0.9405842,0.8175666,0.69610155,0.82268476,0.83420205,0.8068056,0.6829171,1.3630854,1.1993431,1.3350906,1.3625512,1.2163975,0.7296146,0.6790725,0.70252323,1.1870586,1.0415071,0.55298144,1.069781,0.6452321,1.0335152,0.5884255,1.173902,0.82762074,1.014658,1.4497867,1.2272112,0.97715753,0.6729367,1.0268414,1.1330516,0.9596249,1.3383029,0.9447131,1.2359915,0.73875606,1.4124181,1.2671282,1.0886567,0.6335732,1.2740014,0.63714486,0.9805519,1.0291075,0.78251797,1.1315057,0.6980178,0.6070424,1.301025,1.3087374,1.1375519,1.3344615,0.55077016,0.7586342,0.8863661,1.0024651,0.7684492,0.5960419,1.0612826,1.112628,1.1771718,0.984536,0.7204466,1.3416092
hand,1.0315045,0.7299019,1.3206273,1.124985,0.416308,1.2563612,1.0311207,1.4044387,1.318388,0.9345297,0.9516551,1.2987764,0.9260592,0.6583645,1.1006141,0.949165,0.9941433,1.0708289,1.3881576,1.107223,1.1083653,1.265238,0.9062538,1.2235897,1.2022794,1.3253777,1.2887065,0.76567596,1.0380354,1.0315675,1.1330643,1.2731688,0.96962374,1.1531584,0.95553803,0.9994768,0.8785227,0.875086,1.346828,1.0394685,1.2801919,0.9728518,1.10234,0.92236984,1.026629,1.092379,0.74371326,0.81436276,1.1742623,0.980373,1.0270188,0.8152248,0.45698386,1.0495931,1.3184568,1.1176811,0.7484847,1.1171138,1.1523758,0.711452,0.97013503,0.7205649,0.9633488,0.9532626,0.6720208,1.141661,0.0,1.1183518,1.200466,0.9023035,1.0149654,1.0777816,0.7183279,1.1751071,1.0030961,1.3672837,0.857702,1.3778129,1.0356363,0.58570343,0.937995,0.87710786,0.8056062,0.98938,1.2260163,0.81617075,1.1363481,1.1991659,1.0153654,0.9034153,0.66073847,0.7807044,0.7448667,1.2639707,1.100897,1.2664187,0.81180763,1.1764872,1.102992,1.0121783,1.278242,1.1672654,1.3109958,1.0278964,1.3232483,0.914909,0.93613887,0.96811664,0.8986211,0.87112975,0.8601017,0.95465004,0.9605495,0.6733545,1.0206685,0.5879874,1.306294,0.9497948,0.9704315,1.02452,1.2851,1.0061405,1.4118409,0.8373555,0.89774156,1.1052798,1.0373915,1.2693262,1.2854197,0.92821443,0.71657705,0.75950646,0.861836,1.3912177,0.6654111,0.72061604,0.53841746,1.3057547,1.3679359,0.911874,1.0247159,1.0509305,1.2193611,1.0475596,0.99318904
