,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
egg,1.1211827,0.43650568,1.1033716,0.07563496,0.59152144,0.8853706,1.1427277,1.2336726,1.1751878,1.069639,1.1638206,1.0223312,1.1983122,1.0605177,1.0427936,0.9711921,0.97327757,0.90599465,0.9876526,0.94142085,0.98872775,0.9816169,1.187198,1.0696578,1.2458078,1.20975,0.9619339,0.8474726,0.94270146,0.67146236,1.1833477,1.0403546,1.0282649,1.3322966,0.9872519,0.9631028,1.1096939,1.0269004,1.0349145,1.1031932,0.0,1.2730281,1.1547935,1.0200889,1.175152,1.0624633,1.026295,1.0814072,0.65589,1.2401639,1.0990505,1.0599704,0.8843233,1.1535656,1.1135452,1.0739527,0.88990325,1.1631386,1.070565,1.2343725,1.0418323,0.8268592,1.1942072,0.66298825,0.9502345,1.1723403,1.1152165,1.0435106,0.7155834,0.8455349,1.0041958,1.0353259,0.9923302,0.026418269,1.2099706,1.1587782,1.1342795,1.2434027,1.1175436,1.0813402,1.0902132,0.9285995,1.1624156,1.0471568,1.0350139,0.97218573,0.187513,1.0550455,1.037757,1.1278923,0.9770362,1.0456474,1.2478935,0.9962464,1.1061572,0.95260453,1.1933473,1.2114974,1.1101724,1.0291885,0.7311487,1.2402962,0.9785689,0.61226165,1.0697423,1.0832762,0.95832676,1.324135,0.52178276,1.1099968,1.1167567,1.0361161,1.2378608
elephant,0.80886894,1.3145628,0.81091577,1.2607298,1.2398547,1.2709591,1.0254306,0.8510922,0.625186,1.1965215,0.8871086,0.8459979,0.6947011,0.77720416,0.9907884,1.2550325,1.2592893,1.1479266,1.2592349,1.2149396,1.0833774,1.2297101,0.77445203,1.0908444,0.54058564,1.0873544,1.2251921,1.1450043,1.066117,1.1587125,0.66643095,1.1391597,1.2363137,0.65122956,1.2881532,1.132884,1.0235097,1.119341,1.1411977,0.7574369,1.2730281,0.0,0.9387586,1.0774288,0.78899205,1.1348091,1.1880485,1.2121742,1.2187934,0.69222677,1.1097497,1.2066021,1.2689254,0.9569309,1.0012251,1.0830777,1.1034939,0.2701922,1.1401651,0.6868667,1.1838526,1.0864662,0.8815998,1.2021781,1.2139114,0.9403633,1.1001145,0.99678946,1.2225115,1.2570276,1.051974,1.1781757,1.012698,1.2391685,1.1554807,0.5421318,0.78414273,0.5994234,0.9675834,1.1056552,1.0805683,1.1314356,1.0482333,0.8996345,1.10647,1.3910097,1.1507409,1.1139026,1.2356827,0.96496654,1.1172302,0.9780943,0.8017479,1.1254139,0.8516754,1.1024635,1.0862691,0.72800875,1.1620421,1.2357109,1.1935241,0.8352896,0.8448913,1.2606514,1.1638467,1.124471,1.1751096,0.77166337,1.1639528,0.8753793,1.1220957,1.1290098,0.78725123
face,0.5493774,1.2444766,0.781234,1.1433256,1.2098275,1.210583,1.1146271,0.68955755,0.86213523,1.2467159,0.8975811,0.769021,0.90550804,1.0474921,0.977842,1.3889285,1.3190516,1.1122077,0.93807924,1.4624655,0.98641235,1.4313078,0.9550673,0.9161849,0.6072452,1.2392552,1.2119563,0.9694552,1.2308427,1.1942906,0.7988397,0.74314165,1.4184984,0.87955093,1.4501872,0.83110857,0.88984936,1.0980117,1.2192235,0.9509785,1.1547935,0.9387586,0.0,1.0551999,1.0207332,0.80560887,1.1784458,1.3063939,0.9379882,0.9818066,1.0347035,1.0560479,1.287473,0.5382303,0.73963815,0.9258405,1.0079556,0.94434494,1.2310156,0.6806466,1.3086882,1.2472163,0.8274993,0.820947,1.2271585,0.63440436,0.8347532,0.7874702,0.8955921,1.2659175,1.1505309,1.0707197,0.8282373,1.1448804,1.2861242,0.9197774,0.78494453,0.82532597,0.8195405,1.3069437,1.2018425,0.9896441,1.1451886,0.8081529,1.1865635,1.380422,0.94089556,1.1591004,1.2204695,0.8543569,0.8962855,0.92260516,0.6318717,1.1133454,0.7602026,1.2430301,1.169714,0.9264786,1.223691,1.3508086,1.2446696,0.9008867,0.8225616,1.3584824,1.1007583,1.0051451,1.267693,0.9523296,1.1759949,1.140516,1.1588633,1.1750379,0.85530853
finger,1.0530647,0.943722,0.9303888,1.0120766,0.8653269,0.6927644,1.1337202,1.1473727,1.3255429,0.6811886,1.3028768,1.2707685,1.2452039,1.1757543,1.2252321,0.8517611,1.174258,1.1624308,0.860206,0.962997,1.1218122,0.9572966,1.2083316,0.87280965,1.1380117,1.0539405,0.66133106,1.0199397,1.1340053,0.9983911,1.3393255,0.9882302,0.70106506,1.3269012,0.7907443,1.2157623,1.1095932,1.1816427,0.8759711,1.2403412,1.0200889,1.0774288,1.0551999,0.0,1.1562243,0.9308268,0.8993256,0.6907801,1.1023817,1.2486477,0.5786712,0.63475657,0.7959907,1.0409468,0.43299085,0.8595488,1.1821384,1.0622525,0.70748407,1.1241382,0.85060203,1.1803138,1.1379185,0.9719844,0.9440922,0.84364736,1.1808404,0.77284765,0.97661334,0.5786461,1.1214409,0.4340617,0.81311184,1.0511075,0.8293939,1.013186,1.2472055,1.0034031,1.2642928,0.51978713,0.48414302,0.98810655,0.85135704,0.9748434,1.0902286,0.943983,1.0730313,1.2428391,0.98393595,1.1987519,1.0734098,1.2191367,1.1671495,0.9656161,1.0225298,1.0860686,1.0965428,1.2143371,0.5563026,0.8071139,0.9869176,1.2273924,1.2429259,1.0687941,0.29782957,0.30768263,0.83785826,1.1003331,1.1539153,1.2562134,1.129981,0.6690507,1.1808832
firetruck,1.0346625,1.0959061,0.98190266,1.1071866,1.0866407,1.1051075,1.1887068,0.7627866,0.74335474,1.0874279,0.780076,0.81074095,0.9299606,0.6262909,0.9848705,1.1580317,1.1990027,1.0183183,1.1682098,1.0515121,1.1013093,1.1497517,0.1817503,1.1673293,0.7321571,1.2007006,1.1231848,1.0757556,1.1673098,1.0588593,0.83036226,1.2166042,1.1866627,0.7380805,1.15923,1.0821351,1.1720438,1.1112708,1.0287715,1.0329258,1.175152,0.78899205,1.0207332,1.1562243,0.0,1.1266307,1.0628891,1.1674732,1.0793241,0.43264306,1.1136875,1.2951882,1.1096283,0.9505023,1.144986,1.2687433,1.0882403,1.0082655,1.1351087,0.8009321,1.2754731,1.1310323,0.9658237,0.94182587,1.151894,1.0676022,0.8543575,1.052895,1.1178565,1.1858209,1.1682062,1.2196267,1.1123034,1.1480236,1.1007385,1.0621449,0.85778964,0.8448785,0.91673225,1.23156,1.2643359,0.9999154,1.1511879,1.020407,1.1477885,1.1024704,1.0830462,1.0838768,1.1586622,1.0344988,1.059068,0.9976249,0.77170515,1.0864195,0.91400415,1.2270882,1.0220749,0.60498434,1.1093905,1.2996709,1.0821002,0.6370879,0.7869955,1.1355252,1.1674261,1.2209148,1.193275,1.0601436,1.0157019,0.7518828,1.152459,1.125437,0.89933497
fish,0.42875332,1.2047589,0.6473759,1.0985434,1.141683,1.1980246,1.0350729,0.82733107,1.0221139,1.2730002,0.9843021,0.8868801,0.9549955,1.1169143,0.8072105,1.2935585,1.0869356,1.0104895,0.90016776,1.2756078,1.1700735,1.2066132,1.1315676,0.28242326,0.8564256,1.1241204,1.2099354,0.9393077,1.1410785,0.98245734,0.9487677,0.26723504,1.1443956,0.99102193,1.3494412,1.0270436,0.9394729,1.0828675,1.1643803,0.918406,1.0624633,1.1348091,0.80560887,0.9308268,1.1266307,0.0,1.0749993,1.1563714,0.68655854,1.2067468,1.2118275,0.8852663,1.0600554,1.0073014,0.64139336,1.1405436,1.2047149,1.0059323,1.2802595,0.7949344,0.8406637,1.2155099,0.9075564,0.79013604,1.0598503,0.59445643,1.0363418,0.8349376,1.0217764,1.2343593,0.95143586,1.155589,0.8655801,1.0461404,1.2924867,0.91701645,0.9664339,0.9750223,0.7186798,1.063789,0.96672744,0.83232343,0.6931896,0.97893435,1.1491228,1.1699423,0.9979986,1.0520886,1.2069298,1.0698944,1.1317255,0.9056221,0.844513,1.2177899,0.7464563,0.82153475,1.0663601,1.01723,1.1819705,0.9727293,1.235588,1.0537604,0.8206272,1.1855657,1.0844758,0.94152474,0.9226757,0.9091232,1.0739201,1.0522705,1.0006366,1.271165,1.0526055
flower,1.1557916,0.6848508,1.2671131,0.95111907,0.9187615,0.5758594,1.0088425,1.159817,1.3626963,0.6985687,1.1431568,1.0737457,1.3011786,1.1389115,1.1579385,0.79177886,0.8266498,1.0902685,1.0073951,0.7870733,0.8628876,0.8665822,1.0907749,1.0422798,1.1088272,0.99059236,0.8395361,1.0773876,1.0342814,0.9589151,1.3171121,1.144244,0.6551236,1.2288705,0.7400048,0.93277615,0.8630171,1.0095096,0.9734433,1.0926269,1.026295,1.1880485,1.1784458,0.8993256,1.0628891,1.0749993,0.0,0.71342206,0.7854481,1.014067,0.90296483,0.8819027,0.659098,1.1360099,1.1769359,0.9941785,0.95141995,1.162855,0.8299621,1.3620808,0.78212464,0.77275336,1.0297537,1.0555067,0.97554404,1.1126158,0.7694564,1.1337079,1.0592549,0.78143823,0.8279908,0.87777317,1.1645222,1.0290935,0.86054033,1.0510379,1.1910956,1.2213469,1.1573642,0.8151944,0.80874157,0.8036262,1.0387063,1.140914,0.41984677,0.78333116,1.108483,0.916165,0.8458045,1.1815635,0.89727795,0.8883622,1.2075412,0.95315444,1.370394,0.8704237,0.98465604,1.1383528,0.79693377,0.7280161,0.7885983,1.1981401,1.2658138,0.9682858,0.8557749,0.9106771,0.8945908,1.0093495,0.85069036,1.0947019,0.90734684,0.8537168,1.0220879
fork,1.4222357,0.8391697,1.2356813,1.0233238,0.684477,0.5539588,1.0801338,1.3105675,1.432028,0.35338247,1.3452847,1.3406272,1.3308996,1.2346432,1.340577,0.56430995,0.73961,1.1312089,0.8600677,0.7465378,0.87386215,0.733006,1.3008432,1.0467855,1.3039343,0.8900128,0.41307652,1.0432092,0.96631444,1.0864674,1.4765148,1.1581137,0.24789315,1.4198596,0.43388283,0.99563324,1.0566207,1.0409827,0.78788173,1.1914717,1.0814072,1.2121742,1.3063939,0.6907801,1.1674732,1.1563714,0.71342206,0.0,1.1773868,1.1816864,0.47817796,0.71484286,0.6092421,1.1900326,1.1906152,0.841932,0.91704726,1.1828711,0.43373,1.4166552,0.40208864,0.8491992,1.1535008,1.2808902,0.8769133,1.2977839,1.1251022,1.0842277,1.029581,0.43662488,0.7817891,0.50422937,1.0477045,1.1420994,0.64834034,1.0204412,1.3821518,1.3000399,1.393814,0.51658416,0.5082066,1.2405283,0.8750155,1.0742166,0.83692056,0.50400525,1.230633,1.0535254,0.61459124,1.300674,0.9320617,1.0409315,1.3983185,0.8094079,1.3552921,0.6731622,0.8071072,1.3104887,0.3345027,0.3360815,0.74764526,1.309498,1.4127152,0.93982136,0.5408307,0.57472926,0.74408495,1.1479019,1.1283625,1.1918386,0.93334836,0.3773523,1.2036169
frog,0.6465533,0.51095796,1.0034771,0.58638513,1.0072728,0.8442958,1.063242,1.0285689,1.1027324,1.2599362,1.0247512,0.79738903,1.1690211,0.94185764,0.91118896,1.3134754,1.009862,1.0358958,0.94410217,1.1339232,0.94078034,1.2342985,0.9681028,0.7635679,1.0662072,1.2702464,1.2016598,0.8960538,1.0994395,0.8123476,1.0148807,0.7553464,1.2164599,1.1717277,1.3198863,0.87508786,0.78782105,1.1192939,1.2726257,1.0490696,0.65589,1.2187934,0.9379882,1.1023817,1.0793241,0.68655854,0.7854481,1.1773868,0.0,1.0902896,1.2741531,1.0365602,0.8715753,1.0809766,0.91650033,1.1659691,0.9674487,1.1076993,1.2910349,1.142758,1.0273166,1.0303022,1.0160311,0.6408736,1.1809703,0.8416452,0.9889748,1.0261625,0.7090455,1.1842629,0.96021855,1.2544829,0.9823614,0.6196893,1.4427998,1.0755233,0.9674012,1.133104,0.9570765,1.1039238,1.0593246,0.52568364,1.0549762,0.9947185,0.9944028,1.0790637,0.67905974,1.086408,1.0963116,1.0758682,0.81486475,0.916957,1.0725349,1.1108158,1.0416297,0.8930064,1.2693925,1.0153447,1.260527,1.0487714,1.0359901,1.156346,0.78320336,0.9427572,1.262874,1.1653546,0.9641341,1.2239404,0.3652029,1.0982205,1.1434224,1.2990952,1.1541499
glass,1.035628,1.1717805,1.0184393,1.2079363,1.1303351,1.1615016,1.0217831,0.7595445,0.7325512,1.1315811,0.90654194,0.80118215,0.9146793,0.5865017,0.9403605,1.1419,1.0814971,1.0508527,1.2286413,1.0335505,1.0480728,1.1045345,0.3480093,1.241981,0.7393111,1.1067668,1.2237769,1.0434381,1.0221797,1.1607702,0.7924139,1.2742038,1.1847491,0.57734185,1.1567903,1.0940909,1.0582706,0.965661,1.0900933,1.037351,1.2401639,0.69222677,0.9818066,1.2486477,0.43264306,1.2067468,1.014067,1.1816864,1.0902896,0.0,1.1735046,1.2765214,1.0963778,0.8824343,1.198759,1.2005454,1.095907,0.877877,1.1025655,0.84389734,1.2323592,0.99423134,1.0278121,1.1074628,1.1172657,1.1379237,0.6827458,1.0750909,1.1452072,1.2422298,1.1702863,1.2805756,1.117013,1.2131922,1.123472,0.9618293,0.75357544,0.9171308,0.90706706,1.2054776,1.2489157,1.0918108,1.2505826,1.0558729,1.0596256,1.1656983,1.1500499,1.0598615,1.180491,0.85075974,1.067723,0.97130424,0.7831396,1.0933049,0.9687891,1.1491628,1.0050412,0.58741975,1.2543849,1.2028896,1.0740248,0.7192333,0.8125934,1.1435177,1.2614399,1.299,1.0867095,1.0798758,1.0421038,0.6416329,1.0977179,1.1648209,0.7846521
glasses,1.3155272,0.9359285,1.2042643,1.0665327,0.82215405,0.4928794,1.163747,1.231632,1.3652618,0.39796788,1.2282779,1.2826419,1.3084512,1.2628559,1.3578212,0.6252788,1.1199455,1.1441374,0.8846781,0.8985218,0.88436407,0.9378461,1.2278731,1.1299572,1.1540082,1.0519717,0.4658873,1.0699662,1.1597979,1.1373148,1.3405309,1.2095606,0.49989378,1.356059,0.54145926,0.98074687,1.1077156,1.1012613,0.81666875,1.2883503,1.0990505,1.1097497,1.0347035,0.5786712,1.1136875,1.2118275,0.90296483,0.47817796,1.2741531,1.1735046,0.0,0.89103395,0.78660667,0.89263064,1.0462734,0.59304345,0.9324712,1.1103574,0.3579641,1.197798,0.8701299,1.0323858,1.1364341,1.1356623,1.0206316,1.1501615,1.1746509,0.8615507,0.90994084,0.38234162,1.1211296,0.2902469,0.8809871,1.1402404,0.6993103,1.0757657,1.2573638,1.0854689,1.3992779,0.6790652,0.65686154,1.2146816,1.0423591,0.9985171,1.1043489,0.81284696,1.1386758,1.2279074,0.7813063,1.2182617,0.8775436,1.1638812,1.163873,0.93853605,1.2220104,1.1353446,1.078793,1.243924,0.30962354,0.7899015,0.75576144,1.1942987,1.4050231,1.0432639,0.25113946,0.36766446,1.0127231,1.1102184,1.2196474,1.3567842,1.0700798,0.21718383,1.1206474
glove,0.9259465,1.0071187,1.0448292,1.0989056,0.8000356,0.8044554,0.92721874,1.2492979,1.3658968,0.7194581,1.1997725,1.3565786,1.0886637,1.3364179,1.1698503,0.7556039,0.868974,1.0469205,0.74319166,0.8453775,0.9867331,0.77224576,1.3790402,0.91217434,1.1501228,0.7973299,0.8008357,1.0069069,0.9322421,1.0301325,1.3297381,0.85133183,0.7603048,1.237502,0.7304512,0.9803941,0.78480244,0.9718269,0.9850106,0.98548365,1.0599704,1.2066021,1.0560479,0.63475657,1.2951882,0.8852663,0.8819027,0.71484286,1.0365602,1.2765214,0.89103395,0.0,0.77905464,1.1625094,0.74898016,0.7807939,1.0325431,1.1605148,0.8539336,1.1836442,0.7845506,1.0719883,0.9187001,0.90728164,0.85075617,0.8299014,1.0815847,1.1666859,0.99368435,0.75305265,0.46804422,0.6883677,1.058691,1.1217041,0.8041011,1.0046382,1.2526798,1.0300218,1.1262411,0.6493416,0.742869,0.94314575,0.70388913,0.971843,1.0338774,0.6723977,1.2088611,0.9050893,0.78687453,1.0943278,1.012428,1.1145298,1.1888912,0.75092226,1.1011236,0.90030664,0.9854608,1.3718784,0.648009,0.68840116,1.031487,1.1605233,1.3255646,0.95702344,0.7015289,0.68007493,0.7706063,0.8917382,1.2438576,1.1606586,0.97929424,0.78689104,1.2181108
gum,1.2282028,0.6580235,1.2594556,0.8472409,0.67906487,0.6262479,1.0190152,1.345205,1.3162922,0.5172358,1.2304746,1.1917274,1.1844338,1.1122828,1.0627298,0.5921952,0.88218963,0.84216404,1.0421385,0.56312263,1.0726697,0.6650245,1.1698076,1.0643942,1.2693757,1.0538285,0.7099961,0.9219619,1.0056067,0.97436744,1.3094379,1.0796806,0.44889444,1.2965007,0.56385326,1.131439,1.1629632,1.0720628,0.7638686,1.0947227,0.8843233,1.2689254,1.287473,0.7959907,1.1096283,1.0600554,0.659098,0.6092421,0.8715753,1.0963778,0.78660667,0.77905464,0.0,1.325567,1.1641358,1.0232173,1.0704427,1.1913228,0.7069026,1.3655744,0.76236343,0.9449561,1.1375998,0.99828553,0.87687236,1.1407127,1.0193309,1.0662541,1.0328357,0.59347767,0.9615168,0.82033694,1.1367078,0.8970112,0.76815367,1.0435705,1.259748,1.1495523,1.17288,0.7793665,0.82747465,0.87032795,0.8829187,1.1722791,1.0072024,0.72047526,1.0896447,0.9160643,0.7390438,1.3176259,1.0149021,1.0753853,1.2679458,0.8445691,1.3186674,0.91830856,1.0049992,1.2090511,0.5916795,0.8181951,0.8075735,1.2375736,1.2649494,0.81325233,0.6392387,0.7360781,0.76054215,1.0374824,0.8846757,1.0226287,0.89815474,0.7232236,1.3110744
hair,0.8690105,1.2359514,0.8502265,1.1584716,1.2216325,1.0687481,1.0940139,0.70846856,0.9634356,1.166358,0.90100974,0.9363756,0.9708588,1.0595537,1.0685769,1.1869102,1.2264645,1.134505,1.0467517,1.3126729,1.0653096,1.2719359,0.93474776,1.0217079,0.8667671,1.0633521,1.1374443,1.0876878,1.0845425,1.2148035,0.92016464,1.000849,1.3421624,0.90143967,1.2676182,0.9372432,0.8816513,0.9212139,1.1903062,1.0358467,1.1535656,0.9569309,0.5382303,1.0409468,0.9505023,1.0073014,1.1360099,1.1900326,1.0809766,0.8824343,0.89263064,1.1625094,1.325567,0.0,0.8212789,0.644717,1.0485069,1.02745,1.1209395,0.66350496,1.3026801,1.1168692,0.980211,0.85409284,1.0738815,0.7678178,0.80667484,0.7861589,0.9661504,1.2010108,1.2778697,0.8929085,0.9265373,1.1530306,1.1211295,1.1187463,0.8218918,0.7746998,0.94398403,1.2254287,1.1828554,1.0682328,1.1975753,0.9259117,1.060514,1.318439,0.98733425,1.1962985,1.2456422,0.6308025,0.9706813,0.90977174,0.49767,1.1156006,0.7718931,1.2674551,1.1059543,0.8649136,1.1886637,1.3000962,1.1152139,0.69243276,0.9079688,1.3404307,1.0456344,1.0117949,1.1844132,1.0112169,1.1703206,1.0563875,1.0860022,1.0768727,0.75981027
hand,0.7132952,1.2657578,0.49077255,1.1685688,1.2214501,1.1984705,1.0253181,0.8034311,0.99699014,1.2871813,1.0372127,0.970389,0.945783,1.0875075,0.9071139,1.2871435,1.2417073,1.1389679,0.9762651,1.2800024,1.3092266,1.2188549,1.0908281,0.60341656,0.9517154,1.0446877,1.1529995,0.987485,1.1043394,1.0463799,0.9844651,0.7249011,1.258028,0.9744855,1.3196073,1.2830148,0.9865511,1.0479876,1.1266899,1.0128999,1.1135452,1.0012251,0.73963815,0.43299085,1.144986,0.64139336,1.1769359,1.1906152,0.91650033,1.198759,1.0462734,0.74898016,1.1641358,0.8212789,0.0,0.9877416,1.3451381,0.9760327,1.2183923,0.72412425,1.0797986,1.249941,0.9499022,0.7631167,1.0218858,0.4683274,1.04252,0.6621155,1.0000337,1.1665965,1.2248663,0.90507305,0.7030759,1.1122999,1.1949636,1.0443556,0.8938765,0.86482644,0.8022149,0.7425381,0.74092996,0.83637244,0.8793554,0.9654283,1.1646686,1.285461,0.9977074,1.1993448,1.3162117,0.87911475,1.267595,1.0540327,0.7922544,1.1596435,0.61166364,1.1321572,1.0287845,0.9531655,1.1805096,1.0804083,1.2956204,0.9220313,0.8589841,1.2930073,0.8564669,0.7236742,0.79779303,0.9771713,1.1821873,1.0500536,1.0837548,1.1936405,0.94863385
hat,1.0993152,0.9958388,1.1928048,1.0814672,1.0411301,0.8385182,0.7483134,1.1469264,1.2176872,0.7752656,1.0691916,1.2706176,1.01159,1.2326027,1.1743915,0.84665835,0.97821796,1.0574368,0.92945635,0.96608675,0.9314872,0.936742,1.3080299,1.1638418,1.1506761,0.77800083,0.9029415,1.1825731,0.99650335,1.1207917,1.1474638,1.1302257,0.9086458,1.0908388,0.82778436,0.9374686,0.8033525,0.9878026,0.9580632,1.0691993,1.0739527,1.0830777,0.9258405,0.8595488,1.2687433,1.1405436,0.9941785,0.841932,1.1659691,1.2005454,0.59304345,0.7807939,1.0232173,0.644717,0.9877416,0.0,0.9565425,1.1549445,0.8045221,1.0083385,0.97837514,1.0549864,1.00275,0.9131974,0.9725448,0.88078463,1.1674458,0.9324906,1.006066,0.813365,0.94127005,0.6103208,0.92610323,1.0903691,0.7683866,1.1019683,1.0882398,0.9174166,1.171268,0.9176651,0.8809118,1.1596177,0.9069181,1.034181,0.9718564,0.9543524,1.1119282,0.9450224,0.90815383,0.8685155,0.88854986,1.0335832,0.9553875,0.82473594,1.0318631,1.0717026,1.016519,1.14797,0.72478616,0.9148379,0.9810993,1.0581613,1.3035394,1.0169915,0.73757815,0.76884675,1.0155118,0.8079045,1.1307106,1.1195393,0.94173175,0.74052846,1.0225528
horse,1.1852245,0.8290192,1.3173573,0.8830634,0.912341,0.86213326,1.0386667,1.2088778,1.1481594,0.8871863,1.1431642,1.0387138,1.2143083,1.1009963,1.1502165,0.94198376,0.95862246,0.97091067,0.8498958,0.9605061,0.24134946,0.93532574,1.126193,1.1613511,1.0200053,1.0409404,0.9275812,1.1194298,1.0247357,1.0935374,1.1461449,1.1226832,0.882529,1.2521478,0.91118795,0.14874274,0.77254236,1.0078552,1.0967754,1.0897143,0.88990325,1.1034939,1.0079556,1.1821384,1.0882403,1.2047149,0.95141995,0.91704726,0.9674487,1.095907,0.9324712,1.0325431,1.0704427,1.0485069,1.3451381,0.9565425,0.0,1.0843939,0.94145584,1.2727641,0.96007407,0.8665941,1.0498028,1.1949096,1.0869033,1.3091143,1.0552238,1.10736,0.8812759,0.8038926,0.7436676,1.0151018,1.1236705,0.8946832,1.013065,1.094677,1.136565,1.2369242,1.2340875,0.9369459,0.9252842,1.1799133,1.2166015,0.8825929,0.8762243,0.90228456,0.935011,0.8294372,0.7902285,1.0090535,0.4167155,0.94042796,1.2459426,0.7799004,1.2621799,0.91860574,1.1357473,1.2315334,0.9260564,0.87179315,0.77908677,1.1759846,1.2228851,0.8476616,1.055777,0.99450827,1.0305591,1.1732153,0.90074056,1.2955966,0.97861683,0.8468557,1.1345587
jacket,0.74223554,1.2079747,0.7674705,1.169239,1.1728847,1.2107676,0.9680516,0.9516622,0.71709704,1.2184207,0.93832576,0.788594,0.71733606,0.8552203,0.9537152,1.2446016,1.2364578,1.1620728,1.1730781,1.2345066,1.1217582,1.2491059,0.95722914,0.96142554,0.5561538,1.1235462,1.2059817,1.0310242,1.0698873,1.0538759,0.7596731,0.98963857,1.1887385,0.7940054,1.2739036,1.0655639,1.0510077,1.1147368,1.1220354,0.7782875,1.1631386,0.2701922,0.94434494,1.0622525,1.0082655,1.0059323,1.162855,1.1828711,1.1076993,0.877877,1.1103574,1.1605148,1.1913228,1.02745,0.9760327,1.1549445,1.0843939,0.0,1.1194332,0.845724,1.1002237,0.9882224,0.8602401,1.1882145,1.1924653,0.94159424,1.0870944,0.9928005,1.0974829,1.1788456,1.0431972,1.1583071,0.96084344,1.1333734,1.2087177,0.3935324,0.8057216,0.78815836,0.95293146,1.0318978,1.0212528,1.138211,0.99000204,0.8747921,1.1468652,1.320876,1.0762973,1.0798428,1.1671134,1.0903859,1.14135,0.9835291,0.90751123,1.2285146,0.94560814,1.026519,1.174918,0.8494558,1.1741872,1.1867089,1.129849,1.0576025,0.89938873,1.1928569,1.1197486,1.0825474,1.0989939,0.83262694,1.094024,1.0082216,1.0981755,1.1129102,0.83467007
jar,1.4382702,0.904253,1.3238244,1.0667773,0.789664,0.5386479,1.0354817,1.3234415,1.3832481,0.44194973,1.2862616,1.3080742,1.315707,1.189704,1.283588,0.3489126,0.93324417,0.97720885,0.89190286,0.6814153,0.899777,0.6624894,1.2325346,1.1537709,1.3042276,0.8656297,0.5310626,1.1073493,0.97315353,1.1222413,1.3859621,1.2697407,0.3273086,1.3244497,0.31899583,1.0061451,1.0656778,0.90868634,0.77080977,1.2703819,1.070565,1.1401651,1.2310156,0.70748407,1.1351087,1.2802595,0.8299621,0.43373,1.2910349,1.1025655,0.3579641,0.8539336,0.7069026,1.1209395,1.2183923,0.8045221,0.94145584,1.1194332,0.0,1.3682625,0.7187341,0.8857856,1.1363235,1.2956222,0.7821345,1.3742702,1.1651134,1.0637404,0.9990558,0.3311786,1.0084023,0.44586718,1.0774982,1.1131922,0.5854333,1.0896392,1.3143647,1.1819736,1.3555403,0.6396341,0.69624037,1.239985,1.0216922,1.0861826,0.9494179,0.65628064,1.1778873,1.0479308,0.6994164,1.1640188,0.89079714,1.1112381,1.3486723,0.87290996,1.2948523,0.96416026,0.9568586,1.2485819,0.37014604,0.6385519,0.6838478,1.270663,1.4419153,0.9687263,0.36693096,0.5531892,0.9023896,1.1321423,1.1472931,1.2525582,0.948842,0.25420254,1.1682527
jeans,0.6046655,1.3916376,0.56283784,1.2436368,1.2809107,1.3835002,1.1191858,0.5124418,0.6182721,1.3803575,0.70863134,0.86714333,0.6865053,0.94293904,0.96135074,1.3618731,1.2846497,1.203016,1.2571654,1.3940582,1.2982197,1.3143198,0.7866448,0.86931664,0.63480186,1.1091965,1.3785561,1.050113,1.1380835,1.1291676,0.5823452,0.9647761,1.473767,0.59488213,1.4423695,1.2048137,0.9444231,1.0382181,1.1339154,0.86855525,1.2343725,0.6868667,0.6806466,1.1241382,0.8009321,0.7949344,1.3620808,1.4166552,1.142758,0.84389734,1.197798,1.1836442,1.3655744,0.66350496,0.72412425,1.0083385,1.2727641,0.845724,1.3682625,0.0,1.349544,1.2654763,0.94288063,0.81386983,1.1568604,0.5178227,0.8729545,0.8800534,1.2007439,1.3780968,1.2798053,1.2320957,0.9014764,1.2135472,1.1934317,1.0056401,0.679674,0.5399307,0.7876073,1.3025204,1.2851998,1.0087095,0.9738693,1.0097388,1.2895497,1.4711771,1.0574437,1.1682754,1.3747573,0.8017919,1.2604823,0.95553136,0.3769169,1.1014655,0.33669466,1.2600392,0.9803275,0.72242343,1.3501222,1.4084736,1.2895261,0.53894186,0.64761543,1.3543564,1.202922,1.2067481,1.2083611,0.864843,1.2405968,0.818702,1.0175056,1.3192868,0.6878925
