,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
bucket,1.0149013,1.0179353,1.1334419,1.0677179,0.95039386,1.041029,0.64544886,0.8419372,0.91712296,1.159219,0.74115485,1.0046251,1.1974918,1.0057292,0.71911454,0.9287796,0.96473384,0.8314822,0.65975904,1.0386679,0.0,1.1034279,0.96336526,1.1423422,1.1631439,0.96733475,1.088102,0.9150687,1.1510483,0.89400625,0.83166957,1.1538332,0.64632773,0.9024354,0.98059124,1.1829194,1.023159,0.83751965,1.0465575,1.0665658,1.0428731,1.0564879,1.2367456,1.0818579,1.1174268,1.0339017,0.9899205,0.9543753,1.2803438,0.9005039,1.0236273,1.0285599,1.1458901,1.1235538,1.0678178,1.1062295,1.1124582,1.1040676,0.98555803,1.0593814,1.1867434,0.8787487,0.78181636,0.8745893,1.2015563,1.0035572,1.2018223,1.0670955,0.9939664,0.9056972,1.0445793,1.0828875,1.1275156,0.9379223,1.1959746,1.2007312,1.1947497,1.1426586,0.9951383,0.9630413,1.0668993,0.8482303,1.1058773,0.97667146,1.0395527,0.99267954,1.1163329,0.6025816,1.1091186,0.9671286,0.6046067,1.043345,0.91099685,0.9047726,1.0756097,1.0099311,1.2056935,0.8551356,1.0859005,0.8063521,0.882734,1.2647092,0.95648974,0.7962288,1.1307536,0.990668,0.78517073,0.90354025,1.1880867,1.0526099
can,1.1845797,1.0621693,1.3384991,0.78662443,0.78888977,0.9389664,1.0656617,1.2096988,1.3588395,0.52148455,1.3327181,1.3126683,0.6236429,1.402117,1.3050598,0.8890764,0.31506228,0.6674936,1.2278154,0.91185826,1.1034279,0.0,0.98934263,0.8360059,0.93738866,1.0533726,0.623692,1.1851603,1.2501154,1.192101,1.2714653,0.32934612,1.2065476,0.32667732,1.4227707,0.87900805,1.0588462,1.069922,1.302299,0.9742774,0.85868967,1.2462122,0.91152215,0.6600981,0.6975985,0.9668784,1.0573684,1.1450622,0.4011289,1.3708096,0.83681166,1.3204241,1.2946942,0.5728733,0.7280485,1.3455327,1.3667194,0.82080394,1.0526457,0.80746967,0.87004113,0.7594583,1.0729991,1.414429,0.51340556,0.9642775,0.6039208,1.0956689,0.90929973,0.8594603,1.2040782,1.4258332,1.3614924,0.88886136,0.35876894,0.39936996,0.6742457,0.8547045,1.362519,0.9191145,0.55728275,1.2369561,0.6946801,0.9853194,1.342514,1.0683414,1.3773586,1.1303858,1.3067489,1.1094111,1.2431346,0.4526292,1.3223996,0.9662203,0.8397944,1.2440732,0.345585,1.09562,1.416825,1.4062233,0.7833843,0.755478,1.0295696,1.2615424,0.5296444,0.7208697,1.3153709,0.9100401,0.5155609,0.6846644
car,0.9009103,1.0593096,1.0625201,0.96353954,1.1884005,0.8313754,1.0696247,0.8739966,0.88668716,1.0706359,1.0387067,1.1241994,1.0236051,1.0131991,0.85338837,0.8917397,0.9748583,0.9175196,1.0332098,0.9979832,0.96336526,0.98934263,0.0,1.1050227,0.8554412,1.0301828,0.85063463,0.97682667,1.076848,0.9133501,0.8393247,0.8985795,0.93540895,1.0044439,1.0850703,1.2263979,1.0118982,0.89469814,0.95528173,1.150515,0.9209958,1.0433937,1.2281203,0.9903596,0.9677598,1.073046,0.80474234,0.87445545,0.97250634,1.1444143,1.045842,1.067699,1.2664423,1.0350322,0.90572125,0.94853354,1.0982788,1.0367732,1.204699,0.9625648,1.2311168,1.0719777,0.9736434,1.103562,1.0227774,1.1472273,1.0082476,1.1850263,0.9383715,0.9791445,1.0212818,0.9821255,1.1157713,1.0891178,0.853683,0.9661114,0.9255518,1.213954,1.0619426,1.0478657,0.8938667,0.96721375,1.0274711,1.0395745,1.0328301,0.9061305,1.02653,1.0924649,1.0589132,1.2295513,0.9691978,0.94043946,0.89835227,1.1514463,1.0443034,0.9403882,0.8840442,1.0057962,1.0359803,0.99864084,0.8538307,1.2212867,1.1204096,1.0740839,1.2038795,0.7151959,0.84845,0.9642262,1.016807,1.0054934
carrot,1.0156498,0.80095947,1.112769,0.9435573,0.9859436,0.84208393,1.2473507,1.1950307,1.4097786,0.45114,1.1935462,1.0474545,0.8348698,1.3726338,1.1999292,1.0833565,1.0167682,1.0045744,1.2090175,1.0564755,1.1423422,0.8360059,1.1050227,0.0,1.0166873,1.1180125,1.0520065,1.3252403,1.1751682,0.8395166,1.2259444,0.63199043,1.3231173,1.0012712,1.1813109,0.9189276,1.2376635,1.1368046,1.1810935,0.6658855,0.9715369,0.86069953,0.44014633,0.5023305,1.1049027,1.1359109,0.88789356,0.90317386,0.5760797,0.94110495,0.87599397,1.0359852,0.6812394,0.873225,1.0171981,1.2923222,1.13726,1.1075134,1.1128749,1.2189109,0.7873415,0.8477976,1.1492141,0.9957251,0.561622,1.0977712,0.6090605,0.7031219,0.7998667,0.87683326,1.2803944,1.2520518,1.0443943,0.83407086,0.6541338,0.6255564,0.62675095,0.79995537,1.1853671,1.1139451,0.920523,0.8455297,0.8872352,1.1693714,1.2370031,1.0098796,1.2384927,1.1106374,1.0899297,0.92602617,1.2616261,0.6386642,1.2681174,0.8695775,1.0560434,1.0464756,0.8394669,1.0699998,1.21763,1.3924963,1.03392,0.4340737,0.88647103,1.0475636,0.792523,0.9114756,1.2749547,1.2069455,0.680872,1.1344982
cat,1.0743173,1.2732831,0.7382971,1.1070114,1.050501,1.2587764,1.2285945,0.59888023,0.7701279,0.89688456,0.9958946,1.0525887,1.0168885,0.7268219,0.8629952,1.312366,1.203623,1.1909329,1.1787311,1.2500718,1.1631439,0.93738866,0.8554412,1.0166873,0.0,0.8481372,1.1519451,0.9128049,0.86747295,1.010721,0.9069208,1.1238883,0.9464819,1.1439228,0.53607607,1.1997774,0.7290647,1.0521262,0.9811017,1.0336818,1.0778784,1.0742884,1.0458688,0.8509029,1.269231,1.2671605,1.2255378,0.9797009,0.9814594,1.0185684,1.2836848,0.8514322,1.0869281,1.018065,1.013862,0.76053685,0.6677376,1.2134997,0.93475515,0.92953235,0.868222,1.1232501,1.1188533,0.91689867,1.0269433,1.1698937,1.0702626,1.0209394,1.0540963,0.980339,0.62638265,0.77830344,0.7806321,1.1653992,0.96054506,1.0682522,1.0595474,0.7762469,0.9012315,1.1457793,1.1519283,1.0500469,1.1389905,0.7805897,0.78496456,1.2439172,0.80270135,1.2597203,0.8049711,1.1167138,0.8617658,1.13217,0.9150184,0.94824713,1.2306371,1.1753662,0.9822287,1.1132493,0.9254256,0.91665334,1.2095894,1.0394084,1.1925755,1.224005,1.0456201,1.3375955,1.1481261,1.0550613,1.1086012,0.6772081
chair,1.0680039,1.3910184,0.8427392,1.420173,1.2955133,1.3559186,0.87050223,0.7634431,0.691012,1.125223,0.49032754,0.8738582,1.1782999,0.82992494,0.919249,1.0073867,1.009318,1.1318101,0.88305366,1.2083831,0.96733475,1.0533726,1.0301828,1.1180125,0.8481372,0.0,1.241193,0.60236657,0.9531266,0.99633116,0.46495748,1.3356683,0.5189851,1.0052892,0.85727394,1.0484885,0.559741,0.7825301,0.7785668,1.1488159,1.3948319,1.0546675,1.2451617,1.2062064,1.2228051,1.0809385,1.2442877,0.88448834,1.2432921,1.0212368,1.4570009,1.0204164,1.1136098,1.2276597,1.1133896,0.8708387,0.6914743,1.0473248,0.32710433,1.0164207,0.9042063,1.0535481,0.9996733,0.87627196,1.3863028,1.0619177,1.2772738,1.1147233,1.2353592,0.5432405,1.029067,0.8530557,0.66854835,1.005912,1.2077274,1.2500496,1.2702904,0.84420633,0.94114286,1.0754128,1.118047,0.90106344,1.100032,0.44644076,0.9971388,1.1693712,0.859436,1.1146803,0.8568269,0.95858485,0.8106158,1.3351734,0.9408698,0.8656274,1.0902069,1.0116585,1.2314668,0.9630535,0.80452526,0.53402436,1.2664096,1.3106312,1.1313756,1.0195777,1.0769141,1.3987997,1.0161248,0.6336181,1.1817086,0.8070972
clock,0.96200126,0.82588035,1.4049146,0.46717918,0.6674563,0.7711965,1.0199459,1.3235735,1.3256361,0.97343576,1.3561383,1.3646662,0.8617586,1.3597159,1.2187256,0.87283534,0.5216717,0.70963293,1.2206825,0.85624194,1.088102,0.623692,0.85063463,1.0520065,1.1519451,1.241193,0.0,1.1909152,1.2665163,1.2210673,1.3818152,0.5511241,1.2741628,0.5103331,1.3746711,0.7690139,1.1805444,1.127742,1.2637514,1.100166,0.53257275,1.2077017,1.0894104,0.8864221,0.48020852,0.81649494,0.7514297,1.1154325,0.60866606,1.3496008,0.54993963,1.1887155,1.3498925,0.43842578,0.54879856,1.3286176,1.4586736,0.86010855,1.2103108,0.65713054,1.0494311,0.8885089,1.0936544,1.4079533,0.63373685,1.0052062,0.8097577,1.0887351,0.81728876,1.1546595,1.215749,1.395201,1.4644353,1.1287197,0.57325876,0.54647934,0.7137773,1.1907566,1.2332829,0.75776047,0.64323765,1.0572875,0.52699584,1.198043,1.2342783,0.8974289,1.3905883,1.004496,1.4314895,1.1389902,1.2420433,0.51369125,1.1999077,1.3058426,0.7824399,0.9614633,0.5161359,0.99431217,1.3273985,1.3973017,0.48869312,0.983352,1.1580822,1.2485261,0.9099841,0.44842458,1.1811635,0.95034915,0.6556951,0.84400475
closet,0.955234,1.2570702,0.7500652,1.2767305,1.0994377,1.2962462,0.878002,0.6772662,0.5719097,1.3530927,0.55209905,0.89192855,1.271059,0.68749154,0.8580085,1.1766708,1.1896628,1.2703243,0.8843855,1.2520843,0.9150687,1.1851603,0.97682667,1.3252403,0.9128049,0.60236657,1.1909152,0.0,0.82202435,1.0070198,0.63611084,1.422013,0.5151907,1.2105191,0.77994514,1.0957396,0.2698506,0.78982395,0.7340213,1.1920013,1.272534,0.94163376,1.3537221,1.3019197,1.1006505,1.1648344,1.1933056,0.89686686,1.3886433,1.0332974,1.317548,0.8952154,1.1326842,1.3469634,1.1509082,0.7561338,0.735242,1.2024779,0.6203979,0.94941115,1.1197463,1.2158817,1.0702276,0.9110486,1.3678916,1.1783565,1.3783808,1.0291349,1.27955,0.7302164,0.94368106,0.7120201,0.7984553,1.180685,1.3892806,1.4120466,1.3601592,1.0460873,0.80221653,0.93175983,1.2938063,1.0061384,1.2172762,0.35481012,0.85476804,1.174017,0.72428507,1.039628,0.86740696,1.1389313,0.7689838,1.3973118,0.7020491,1.0960048,1.2052014,0.993421,1.2408158,0.9149694,0.6806073,0.54792404,1.2599413,1.4008082,1.0560122,1.0074397,1.3157464,1.2988133,0.8439218,0.7127948,1.4101932,0.7079917
coat,1.0836025,1.1000481,0.40739727,1.2385752,1.1858902,1.1927308,1.2338083,0.92523736,0.7130326,1.1846967,0.8947798,1.0135477,1.1118776,0.6757848,0.8920642,1.3767028,1.3299279,1.4319502,1.0788546,1.2951047,1.1510483,1.2501154,1.076848,1.1751682,0.86747295,0.9531266,1.2665163,0.82202435,0.0,0.96782166,0.8319813,1.3285149,0.9687967,1.3581618,0.6279673,1.0416698,0.8085457,1.1859916,0.76509786,1.0035385,1.2116423,0.7595683,0.9779491,1.2408453,1.2570127,1.2200036,1.2477188,0.98255616,1.2402431,0.7403285,1.282717,0.73061717,0.7535,1.2680535,1.2103772,0.2596693,0.44726288,1.255157,0.84684676,1.172737,1.1642925,1.2970569,1.0395973,0.72512496,1.1171887,1.2415959,1.2634526,0.91972053,1.2486727,1.1370476,0.696494,0.34464276,0.46255922,1.2950461,1.338733,1.3105955,1.3362329,1.1044782,0.74920493,1.1758503,1.4514061,1.0314848,1.1004074,0.910652,0.773517,1.1966883,0.43423676,1.1498077,0.62826014,1.1543276,1.0456746,1.3008446,0.85577434,0.95467865,1.2804148,0.977641,1.2353643,1.0962241,0.32484096,0.72641146,1.290446,1.0164407,1.0270853,1.0609838,1.3588264,1.2976817,0.965635,1.1431477,1.262972,1.1136004
comb,0.82665807,1.0690907,0.87321544,1.1204479,1.2474332,1.0711644,1.0570891,1.0326203,0.9667249,0.97213024,0.900536,0.88948,1.0574738,0.94064796,0.94481367,0.84517413,1.2617717,1.2861965,0.8271332,1.2363514,0.89400625,1.192101,0.9133501,0.8395166,1.010721,0.99633116,1.2210673,1.0070198,0.96782166,0.0,0.8476159,0.975532,0.8929067,1.297527,0.9265314,1.2008858,1.086022,1.0860666,0.97109383,0.9715476,1.1026396,0.8617376,1.020715,0.8319161,1.2833569,1.2254694,0.8950841,0.6517885,1.1820683,0.8422527,0.9709525,0.908506,0.9475474,1.3033434,0.98304474,0.9627616,0.8355708,1.2287371,0.97605073,1.2445561,1.1738837,1.1806953,0.9526383,0.9020659,1.0057,1.1706406,1.1267743,0.99151,1.0595543,0.9357244,1.0687213,0.854209,0.83410656,0.6947901,1.0395536,1.0892192,1.1123139,1.1066262,0.9586229,1.1684312,1.2443557,0.7218882,1.1261923,1.0345451,0.9930368,1.0162367,0.99346405,0.93838906,0.87592673,1.0993658,1.1330208,1.04467,0.91481483,0.916815,1.2478193,0.98450994,1.2228949,0.9578517,0.8534747,0.84155345,1.1408968,1.0460352,0.8383994,0.7253148,1.15228,1.0039829,0.9243034,0.9514302,1.1979961,1.1748459
couch,1.0541255,1.1902434,0.6999649,1.4835372,1.3127369,1.2048236,0.81142527,0.64273995,0.40752316,1.2722679,0.40032518,0.7672017,1.2792684,0.5634935,0.78648525,0.94159263,1.3052305,1.2817371,0.6178664,1.247676,0.83166957,1.2714653,0.8393247,1.2259444,0.9069208,0.46495748,1.3818152,0.63611084,0.8319813,0.8476159,0.0,1.4861027,0.45128262,1.2938206,0.6861829,1.1721214,0.5928989,0.6897589,0.7435653,1.1712375,1.3769,0.9231585,1.3619547,1.2874515,1.3201464,1.2606404,1.1365216,0.9797944,1.451554,0.8726531,1.4887229,0.8761806,1.1001483,1.4107796,1.3003887,0.7125007,0.5982079,1.2318449,0.56021005,1.1823015,1.2381368,1.1840543,0.8263836,0.64625156,1.4951214,1.1424177,1.4629332,1.0688561,1.2770299,0.6855725,0.8886486,0.6231741,0.598302,0.99504536,1.393611,1.4774579,1.3974236,0.79668206,0.7250422,1.091162,1.3431649,0.88464046,1.2476994,0.5362141,0.9095099,1.186778,0.7143539,1.0657817,0.75460196,1.1077389,0.7123438,1.4833643,0.7577093,0.9151884,1.2940269,1.0454377,1.3828694,1.0317618,0.6192275,0.40306997,1.3345808,1.4434614,0.9923735,0.90596366,1.3159783,1.3574975,0.7586195,0.67499983,1.4181652,0.99627644
crayon,1.0590352,0.86399746,1.4166119,0.5666803,0.8773102,0.7133683,1.1528804,1.361574,1.4885349,0.45869267,1.4853405,1.3063354,0.5568178,1.528301,1.366112,0.7577302,0.46593994,0.67759526,1.3119574,0.862053,1.1538332,0.32934612,0.8985795,0.63199043,1.1238883,1.3356683,0.5511241,1.422013,1.3285149,0.975532,1.4861027,0.0,1.4922931,0.5161386,1.5092846,0.86088467,1.4305185,1.2697138,1.408012,0.9180518,0.6188729,1.2719826,0.7251478,0.4480198,0.642249,0.9260848,0.7908683,1.1593246,0.2854929,1.2749132,0.47395307,1.3678012,1.2021595,0.55678445,0.6307251,1.438679,1.4964805,0.8317908,1.3060648,0.8885335,0.9239307,0.7563079,1.1806084,1.4478981,0.25219697,1.0541205,0.39052296,1.1331656,0.7428539,1.1301467,1.2996378,1.5029416,1.46912,0.8598295,0.18694043,0.1912893,0.39052773,1.0226895,1.347969,0.9764018,0.5523745,1.19155,0.6332878,1.4042227,1.3434445,0.764294,1.5077585,1.000167,1.3900454,1.0897001,1.4218851,0.17380017,1.3436534,1.1148088,0.8300773,1.2375627,0.3125528,1.091145,1.5521173,1.5650834,0.6597053,0.57521844,0.85625744,1.0635048,0.6242348,0.32797623,1.2222011,1.0605063,0.39201438,0.9570928
crib,0.96979254,1.3356869,0.8768681,1.4031687,1.2255261,1.3381715,0.45221078,0.6056218,0.556396,1.3759964,0.26943612,0.8752881,1.3383164,0.70153064,0.79285467,0.89578044,1.0751534,1.0954522,0.5441137,1.0959225,0.64632773,1.2065476,0.93540895,1.3231173,0.9464819,0.5189851,1.2741628,0.5151907,0.9687967,0.8929067,0.45128262,1.4922931,0.0,1.0919839,0.7919221,1.1127273,0.52557683,0.5020093,0.79872257,1.3005302,1.379032,1.0259016,1.4563181,1.3896884,1.128111,1.1351197,1.1929421,0.84136707,1.4675136,1.020192,1.4036314,0.92900306,1.1853486,1.390812,1.1578943,0.8838977,0.8954217,1.101711,0.6224397,1.0323468,1.0492398,1.0838993,0.7803451,0.8335129,1.5267878,1.0738026,1.4636089,1.0761952,1.2528,0.6158923,0.96124554,0.8440505,0.92797095,0.972548,1.4328063,1.484245,1.3840137,0.89617455,0.80888367,0.8637462,1.2051215,0.9413403,1.227755,0.4451428,0.9062567,1.1802359,0.8391409,0.86626947,0.9909144,1.0859629,0.63050073,1.4308103,0.842667,0.9824985,1.1648157,1.0261604,1.287837,0.7760369,0.7871237,0.47834843,1.2669214,1.5296854,1.110243,0.89463776,1.1959367,1.3531349,0.76762277,0.62940156,1.4933107,0.8530442
cup,1.1546309,0.99678504,1.434952,0.6550581,0.72002006,0.9547547,0.8134324,1.2499985,1.4131105,0.8223189,1.2660298,1.3320787,0.8019047,1.4754577,1.2139983,0.72414654,0.077476025,0.38750756,1.0783947,0.7505578,0.9024354,0.32667732,1.0044439,1.0012712,1.1439228,1.0052892,0.5103331,1.2105191,1.3581618,1.297527,1.2938206,0.5161386,1.0919839,0.0,1.5341369,0.6772359,1.1500847,1.037757,1.3158469,1.168026,0.73036945,1.3185012,1.0865667,0.89279234,0.526455,0.8224361,0.9444305,1.1888955,0.61106086,1.4532586,0.70898706,1.4560024,1.3796413,0.5120693,0.7185256,1.4516037,1.4882847,0.7514521,1.1013796,0.7892881,0.8074762,0.54483795,0.98119664,1.4300601,0.72614807,0.88877016,0.6507009,1.2042251,0.7477689,0.85818976,1.2754234,1.538341,1.4618645,0.92658806,0.5518641,0.58532196,0.73189056,0.9632523,1.3325281,0.82544553,0.41318578,1.1325254,0.68155587,1.0335505,1.3231814,0.9771562,1.4315882,0.9705727,1.3724145,1.0508568,1.1945922,0.50706965,1.3262239,1.0515633,0.7231581,1.140819,0.4147895,0.93416274,1.4599452,1.3310112,0.48633355,0.95323604,1.1067827,1.2050028,0.61061513,0.6056972,1.2432468,0.87719923,0.6153601,0.8099947
dog,1.0264001,1.1672263,0.5148119,1.3159517,1.1546346,1.2729442,1.125838,0.75920665,0.547686,1.2149248,0.67714894,0.7276927,1.2322164,0.44899458,0.8190636,1.3422809,1.5204152,1.5119307,0.9690319,1.354574,0.98059124,1.4227707,1.0850703,1.1813109,0.53607607,0.85727394,1.3746711,0.77994514,0.6279673,0.9265314,0.6861829,1.5092846,0.7919221,1.5341369,0.0,1.1943705,0.79346186,1.0570129,0.72789586,0.8997582,1.2831607,0.8008825,1.083829,1.2138289,1.3539804,1.3372984,1.2486039,0.977291,1.31035,0.60862917,1.2911875,0.45404547,0.8281982,1.288696,1.3203903,0.53980535,0.43467945,1.3487558,0.77461165,1.1716468,1.0900365,1.3650652,1.0400087,0.5371101,1.3115388,1.2392521,1.3184301,0.94502336,1.3023497,0.9749918,0.5540498,0.49504846,0.5453539,1.2896268,1.4671664,1.4888045,1.3889914,0.91185343,0.64280057,1.1024693,1.5435128,0.8856786,1.220189,0.7964406,0.4952047,1.1793187,0.5435127,0.96893114,0.68669385,1.0869422,0.78218085,1.4278051,0.76171696,0.899569,1.419069,1.0533704,1.3895371,1.0940717,0.5675223,0.5985545,1.3894856,1.1419594,0.96534705,0.9294575,1.3801436,1.460165,0.8574913,1.0436008,1.3469687,1.0897509
doll,1.0419183,0.7674412,1.0640547,0.7963637,0.88343346,0.9810748,0.9432677,1.3213527,1.208567,0.9732629,1.0664498,0.9844732,0.99422115,1.0968064,1.2772865,0.99854994,0.6659048,0.8861552,1.1520387,0.9072187,1.1829194,0.87900805,1.2263979,0.9189276,1.1997774,1.0484885,0.7690139,1.0957396,1.0416698,1.2008858,1.1721214,0.86088467,1.1127273,0.6772359,1.1943705,0.0,1.1138792,1.1531099,1.1044929,1.0760635,0.88011706,1.1208993,0.91090935,1.0136532,0.6062917,1.047609,0.9088306,1.1509862,0.8888112,1.0503742,0.7427037,1.1479608,1.0382657,0.64226127,0.8067696,1.1491002,1.088951,1.0496024,0.99531484,1.0694369,0.84504724,0.84941745,1.1493943,1.021488,0.88072556,1.0650221,0.82931167,0.9858876,0.8710478,1.0540136,1.0948298,1.077695,0.9981369,1.0824436,0.9884979,0.96524334,0.9384201,0.8556689,1.0695544,0.89695096,0.9106589,0.87201726,0.73355937,1.1210271,1.0557905,1.0148895,1.0548967,0.91658145,1.0628133,1.0860984,1.3217732,0.78455067,1.2691683,0.9164244,1.0258235,1.0997676,0.86747324,0.93735796,1.0451342,1.2749662,0.7580867,0.8251966,1.0659914,1.0915351,0.8063835,0.7304283,1.1482054,0.99028546,0.8127785,1.0999304
door,0.96721697,1.3665408,0.6613451,1.3612593,1.072915,1.3442802,0.93698543,0.4808734,0.59157044,1.2756355,0.59129214,0.9639616,1.2315652,0.7305862,0.8313873,1.2424583,1.1737872,1.2695569,0.96511835,1.2244778,1.023159,1.0588462,1.0118982,1.2376635,0.7290647,0.559741,1.1805444,0.2698506,0.8085457,1.086022,0.5928989,1.4305185,0.52557683,1.1500847,0.79346186,1.1138792,0.0,0.695759,0.71764237,1.1583102,1.3607585,0.9686945,1.3125966,1.2797214,1.1925986,1.139647,1.2588048,0.9174125,1.2809712,1.1383036,1.4612896,0.856719,1.1077062,1.3267264,1.1444907,0.73342603,0.76747245,1.1231378,0.5503765,0.8799827,0.96809393,1.1764847,1.0528479,0.90378666,1.3551961,1.071983,1.3922815,0.9558629,1.3206743,0.7387432,0.9837967,0.7044004,0.8076381,1.135361,1.3116314,1.3138988,1.3760563,0.9075125,0.8936095,0.9933542,1.2986274,1.1290011,1.244875,0.15660298,0.92469096,1.2303555,0.74391294,1.2480907,0.8695487,1.0578585,0.69834733,1.4409683,0.70467067,0.95854646,1.1469656,1.0169005,1.2172508,1.0011022,0.67721593,0.6416717,1.3210273,1.3707963,1.1536405,1.0096213,1.1433809,1.4807231,1.0451787,0.7325233,1.4044385,0.5306325
drawer,1.0331026,1.2165394,1.1406753,1.2646543,1.1110058,1.2150867,0.59181577,0.49274755,0.76576996,1.163893,0.6435492,1.0068427,1.0809684,0.9001246,0.73606634,0.74637383,1.0280529,0.85716736,0.5771001,0.8843251,0.83751965,1.069922,0.89469814,1.1368046,1.0521262,0.7825301,1.127742,0.78982395,1.1859916,1.0860666,0.6897589,1.2697138,0.5020093,1.037757,1.0570129,1.1531099,0.695759,0.0,0.922024,1.2585897,1.2800375,1.1075345,1.3345276,1.1942397,1.0797886,0.86030984,1.1224782,0.96874505,1.247032,1.0805209,1.2350966,1.1365188,1.1220102,1.3046837,1.2055297,1.0640888,1.1467295,0.70880914,0.8626909,0.94351935,0.8698494,1.101624,0.72434634,0.98356056,1.4342475,0.7944337,1.2315153,1.1176015,1.1909534,0.60489875,1.0172212,1.0487996,1.1202953,0.82537913,1.1797434,1.2257812,1.2437363,0.8802822,0.96795034,0.96204215,0.9721171,1.0521994,1.282688,0.6077311,1.1251856,0.9788241,1.1068499,0.9805055,1.0199057,0.89317244,0.54521465,1.3144636,0.88062423,0.9653187,0.82942843,0.9471459,1.1380558,0.884601,1.0502971,0.8219249,1.1557643,1.3910205,1.0645969,0.8103361,0.96635765,1.2700608,0.8870119,0.80763173,1.1927742,0.8534324
dress,0.87798107,1.2486706,0.7372819,1.3022728,1.2215643,1.0965348,1.0180262,0.82931393,0.7851825,1.2522315,0.7734082,0.70230377,1.2882509,0.7014704,0.94130594,1.1604587,1.2607195,1.2861031,1.0009886,1.1763337,1.0465575,1.302299,0.95528173,1.1810935,0.9811017,0.7785668,1.2637514,0.7340213,0.76509786,0.97109383,0.7435653,1.408012,0.79872257,1.3158469,0.72789586,1.1044929,0.71764237,0.922024,0.0,1.0968708,1.2489746,0.837819,1.1774528,1.2512772,1.1491841,1.1206676,1.2259077,0.8598666,1.2809651,0.84542334,1.3020027,0.7203046,0.964861,1.2885792,1.1272321,0.5530364,0.66770685,1.1329398,0.8403958,0.9931891,1.0532484,1.224308,1.0351111,0.7422757,1.3256127,1.0873389,1.249731,1.030145,1.2294617,0.9901813,0.9120894,0.61426073,0.65957665,1.1223868,1.3390346,1.3363068,1.2517092,1.0941768,0.80030787,1.0876353,1.2943175,0.9659935,1.1899625,0.7570174,0.8158369,1.1856551,0.5482585,1.1235273,0.653304,0.99963915,0.87285435,1.3721437,0.883733,0.99864703,1.1595311,0.92112696,1.3168352,1.0022308,0.5494477,0.7378448,1.2918127,1.257796,1.131065,1.0084685,1.1349906,1.3271091,0.9373545,0.94943583,1.2457869,1.0242436
ear,1.1074581,0.8218944,0.94864094,1.0135176,0.9097625,0.9356866,1.3198591,1.2344152,1.2261031,0.5841063,1.138076,0.958447,0.8771669,1.1514324,1.1396377,1.2011489,1.1565014,1.2166507,1.2182161,1.1813158,1.0665658,0.9742774,1.150515,0.6658855,1.0336818,1.1488159,1.100166,1.1920013,1.0035385,0.9715476,1.1712375,0.9180518,1.3005302,1.168026,0.8997582,1.0760635,1.1583102,1.2585897,1.0968708,0.0,1.0729282,0.69982445,0.405532,0.8232537,1.1964695,1.1420351,1.0101892,0.95683867,0.64993286,0.8216804,0.98552644,0.7082405,0.6139291,0.7314996,1.1156673,1.0774922,0.91688806,1.1656249,1.0479336,1.0440444,0.9989529,1.0894804,1.1530527,0.9717013,0.6861241,1.0895861,0.7752952,0.57668245,0.99165624,1.0323384,1.0015553,1.0723429,0.92780346,0.9767826,0.96700287,0.86055315,0.9116039,1.0337858,1.1858404,1.1307387,1.1930577,0.93700457,0.87596303,1.145164,1.0858128,1.0413424,1.053122,1.0501417,1.0065995,1.0437125,1.1020938,0.868765,1.1171987,0.85147583,1.1472039,0.94795436,1.0997813,1.1636659,1.0837979,1.2235023,1.077637,0.40203726,0.82961154,1.0460249,0.957501,1.088267,1.1636302,1.1203274,0.6836737,1.1578174
