,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
finger,1.2549999,0.46689194,0.7703941,0.98855644,0.921573,0.83601403,1.0102127,1.16981,1.2952126,1.3069664,0.7529975,1.2574177,1.1222876,1.0030899,1.217459,1.3446612,1.1266677,0.9193497,1.3826724,1.3996763,0.84749734,1.2895434,1.162463,0.88116306,1.2387451,0.59605193,1.1208789,1.193582,1.0606179,0.9519311,1.270803,1.1509076,0.95921546,0.92222506,1.2392973,0.96369946,0.67735916,1.3648198,0.97790897,0.97100383,1.3033855,1.1014056,1.0858027,1.2142723,1.2338105,1.0312115,0.34838402,0.73685807,0.6195588,0.8759755,0.0,1.3276792,1.0807092,1.2095946,0.7418109,0.51902366,1.252413,1.331787,0.5166229,0.6705196,1.1533295,0.79732835,0.8933674,0.7229807,0.39906096,0.7653908,1.3186114,1.0907583,1.1060605,0.9144785,0.9277146,1.310509,0.9392543,0.9107672,1.0516322,1.1113012,1.0634639,0.6327567,1.1042124,0.4707774,1.0115409,0.48690826,0.38869452,0.82165813,1.2206961,1.1079966,1.0866092,1.2018354,1.1007805,0.6257193,0.6593295,0.6691046,0.8940829,1.1254929,1.1842254,1.4158394,1.0995271,1.2193239,1.0731331,1.272364,1.0068883,0.9437558,1.0969487,0.9724913,1.1774249,1.0029438,1.0485212,0.77687085,1.268256,1.0400918,1.297578,1.284446,0.7029678,1.2647882,0.9398475,0.9795908,1.1244699,0.5837243,0.9500866,0.9533171,1.1442662,1.3885602,1.2046558,0.11992884,0.4040748,0.71390164,1.0431002,1.213686,1.3673524,1.1527529,0.91512865,1.2112708,1.1070889,0.51324636,1.2274549
firetruck,0.8956802,1.2805414,1.2910264,0.9022406,1.2019669,1.1888607,1.1925038,0.969594,0.6284347,0.7116845,1.2028885,0.9117093,0.85556054,1.0437477,0.95967567,0.45103002,0.8818911,1.1271241,0.8115254,0.51972634,1.3544234,0.7881794,0.8921257,1.1951774,0.8028555,1.2651975,0.9516525,0.96145844,1.0406915,1.1663821,0.8312009,0.8165038,1.1799831,1.1475499,0.933184,1.1511985,1.2136958,0.6864629,1.0944088,1.0685693,0.9863608,0.9765302,0.8764647,0.85938334,0.94706863,1.0273099,1.2606529,1.2594234,1.2392051,0.93279266,1.3276792,0.0,1.0971788,1.1119584,1.213175,1.2440983,1.0264825,0.64441407,1.3115344,1.2744606,0.85112846,1.1484575,0.94259614,1.2977278,1.1178863,1.2412962,0.7880202,0.9021792,1.074189,1.0851717,1.0868144,0.77098095,1.196385,1.2339288,1.1606799,0.9514644,1.0479234,1.1681393,1.1636304,1.307878,1.2208302,1.2962815,1.2275292,1.2174646,0.96752006,0.8795431,0.96593815,0.87466264,1.0230755,1.2520105,1.2824275,1.2351253,1.2826328,1.0953192,1.0571274,0.69598794,1.1077731,0.9030517,0.98599476,0.8064389,1.0845186,1.0032308,1.1099746,0.8894889,0.91119504,0.9542025,1.0347486,1.2018605,0.9698457,0.98527443,0.85689914,0.7590088,1.2954215,0.7053451,1.0415987,1.1461014,0.9605277,1.1922729,1.1146889,0.9688819,0.6693976,0.5672176,0.9762067,1.3511924,1.3191109,1.1005709,1.205164,0.8515871,0.55739146,0.9380115,1.1499288,0.31791914,0.98438597,1.3009439,0.79303676
fish,0.98480487,1.0982354,0.8087789,1.1103333,1.0065941,0.95030105,0.29522228,0.9061446,1.0974076,1.242394,0.9469503,1.1479604,1.2393011,0.9554843,1.1116256,1.0886652,0.96148884,0.978253,0.9244915,1.0862443,0.66622734,1.0885127,1.0470245,0.94983655,1.0444846,1.0265613,1.2083952,1.1543047,0.8249227,0.9831918,1.0420235,0.9639646,0.85148287,0.5051732,1.2363851,0.607737,0.9523842,1.1183804,0.95629394,0.89624923,0.9214585,1.2843757,1.0980664,1.0379301,1.042247,1.1409521,1.1457225,1.0631274,1.2027097,1.182475,1.0807092,1.0971788,0.0,0.8450237,1.1355269,0.95489323,0.88721114,0.9904151,1.1066462,1.0059943,1.1447787,0.88339025,1.2123463,0.8189304,1.0197777,0.9956349,1.095127,1.1767945,0.9613298,1.2188308,0.8933207,1.1472272,0.9362646,1.1098667,0.71549666,0.8135407,0.99472725,0.9575579,0.8467756,1.0797706,0.9437039,1.0844932,1.2128365,0.93559676,1.1174272,1.2601585,1.2200907,0.9495709,0.9495972,0.9370849,0.971253,0.85561824,1.0928606,0.7690948,0.8438707,0.9650204,0.9564512,1.1160151,0.9882701,1.1239214,1.0707749,0.9251666,0.46819776,1.1821291,0.9266792,1.247586,0.92256415,1.1285913,0.8268226,1.0837184,1.0256041,1.0174791,1.0071751,1.1862336,0.9615802,0.7771034,0.9869482,1.0018089,1.0877377,1.2659427,0.975866,1.1683646,0.80980146,1.1070001,0.932773,0.80725944,0.9376628,0.9221792,1.0737661,0.9041888,1.1814358,1.1100756,0.9998634,1.034749,1.0688233
flower,1.25986,1.1986936,0.6251025,1.3910373,0.71086234,0.76908624,0.8888286,0.655022,1.1941528,1.2916174,0.8598891,1.1696998,1.2917489,0.66933405,1.1648014,1.1638917,0.8912772,0.73526585,0.82893914,1.1231607,0.7730659,1.126352,0.92923117,0.8293668,0.72769773,0.9582031,1.1194491,1.037568,1.1005533,0.7360872,1.0320349,1.1689694,0.8298597,0.70823926,1.2138934,0.8228003,0.8292303,0.9789646,0.7007534,0.816163,0.8197193,1.267632,0.777246,1.041884,1.2234781,1.1791058,1.2263707,0.8897365,1.2259854,1.2285473,1.2095946,1.1119584,0.8450237,0.0,1.1066116,1.1270734,0.6814898,1.0736718,1.0092561,0.78880465,1.0878811,0.7742708,1.2225262,0.9684548,1.2426537,0.7013312,1.2340025,1.3062974,0.8055657,1.3630624,1.1139228,1.1984913,0.674133,0.982323,0.68589,0.8327555,0.9904372,0.9795977,0.85419846,0.9863213,0.69920784,1.0461035,1.2324913,1.0401591,1.1599381,1.2964725,1.364747,0.96351063,1.0403805,0.9126307,0.94988024,0.829,0.84227085,0.8872194,0.31821513,1.0242572,0.9682179,0.9426033,0.9873478,1.233431,0.7579248,0.7551506,0.950228,1.1086543,1.0668274,1.3383002,0.84466213,1.1584357,0.8449139,1.1583978,1.0200367,1.1828214,0.7881038,1.1120442,1.120245,0.8030586,1.0174171,0.76566553,0.81181186,1.3753542,1.0465484,1.2639236,0.7854724,1.0988125,1.0062947,1.1097758,0.72094715,0.73697966,1.160572,0.8887095,1.1015424,1.0011172,0.9340106,1.0387855,1.1730685
foot,1.0909331,0.6764772,0.90813154,0.933977,1.07797,0.9303229,1.0550494,1.1965082,1.1147625,1.1201183,0.87151366,1.0368894,0.9067775,1.1697437,0.9924147,1.2501787,1.0164448,1.1079936,1.177394,1.1669527,1.0289465,1.1983867,1.1600369,1.0495299,1.1379602,0.7376448,0.90141326,1.0234838,1.0603105,1.121277,1.0968512,1.1406068,1.1004115,1.1560493,0.93047184,1.1043221,0.9383209,1.2447616,1.1504729,1.0366478,1.2118573,0.9642353,1.0345669,1.0950676,0.98352295,0.9521772,0.62565434,0.9366563,0.78140813,0.88763845,0.7418109,1.213175,1.1355269,1.1066116,0.0,0.75181365,0.9481256,1.1888328,0.7586446,0.8294035,0.97187394,0.911791,0.89273906,0.98994553,0.8388533,0.9457671,1.1783714,0.83401537,1.0872703,0.8003222,1.0626436,1.1615995,1.1052445,0.76711166,0.98468405,1.2306961,0.7199613,0.9179274,1.0797042,0.9077299,1.0966134,0.6393698,0.65678257,0.87373674,1.0895928,1.0365752,0.8520533,0.9994379,1.0243878,0.9107359,0.96702003,0.9083223,0.97388047,1.070279,1.0601825,1.1587843,1.0367396,1.1192554,1.1424043,1.0692881,1.1152161,0.9010911,1.0607018,1.081054,1.0666981,0.8631272,0.7254812,0.63796055,1.1847665,1.0443715,1.0307056,1.081029,0.7981421,1.1213803,0.97052103,1.096717,0.99665886,0.941031,1.0524167,0.87850326,1.1532508,1.1189411,1.0863107,0.75824976,0.85820335,0.9068876,1.0977881,1.0530841,1.1350572,1.0959411,0.92868,1.072295,1.192937,0.83799434,1.0892725
fork,1.320644,0.548899,0.85090524,1.0365573,1.0115107,0.83090127,0.9330683,1.0990471,1.237973,1.3314424,0.6848978,1.2763755,1.0481768,0.88469684,1.1857551,1.2570673,1.0485805,0.85235584,1.1216398,1.2734644,0.9154904,1.302611,0.9748822,0.8800638,1.0659187,0.7797499,1.1415725,1.0535549,1.1048819,0.8970011,1.2311348,1.1501718,1.0188172,0.97106713,1.1958787,1.0180424,0.665936,1.2741997,0.90165657,0.9553998,1.2532922,1.1624187,1.0178443,1.1908522,1.0631939,1.0328281,0.6567682,0.76664865,0.9090759,1.1021721,0.51902366,1.2440983,0.95489323,1.1270734,0.75181365,0.0,1.2032704,1.2613833,0.6820234,0.6853144,1.0662842,0.809518,1.0826602,0.8271833,0.6233838,0.8074858,1.3288355,1.0950522,0.96696633,0.9143416,0.63505447,1.3623245,0.8892048,0.9090358,0.88942176,1.10508,0.993468,0.68573713,1.1221043,0.6737198,0.8892273,0.6015165,0.75613296,0.987736,1.1017789,1.1613494,1.0336634,1.1072683,1.190202,0.5605116,0.58095485,0.8672066,0.8681739,1.0464585,1.1295421,1.1773567,1.0157906,1.0873173,0.9904281,1.1786208,1.0794514,1.0044782,0.9562365,0.96640086,0.9694777,1.0275578,1.0160887,0.80856264,0.94193023,0.9656138,1.1041114,1.1806967,0.70221984,1.26933,0.9226798,0.63243306,1.141985,0.7683038,1.0214131,1.0676763,1.1622386,1.3194846,1.0910718,0.5447792,0.5840033,0.42668068,0.9392826,1.1082808,1.1964421,1.1746488,0.989743,1.0723995,1.0447134,0.67010486,1.2304285
frog,0.89829874,1.111,0.8057594,1.1369548,0.7973789,0.9599434,0.7671478,1.0784934,0.8746378,1.0642862,1.1281786,1.1703091,1.0119793,1.0564646,1.0816153,0.9635012,0.7960821,1.1246586,0.7800001,0.8186062,0.88545835,0.98529345,1.1059613,1.2547594,0.9414465,1.078191,1.173632,1.2361621,0.9139036,1.0270759,1.1354485,0.9354218,0.86091894,0.85744333,1.2444866,0.8050607,1.0688431,1.0928966,1.1281695,0.9707509,0.8525478,1.0730225,0.69971347,1.1712276,1.133169,1.2151995,1.1292545,1.0924284,1.0630852,1.0803211,1.252413,1.0264825,0.88721114,0.6814898,0.9481256,1.2032704,0.0,1.0183754,1.2155136,0.993766,1.1734662,0.61669207,1.1468801,0.94593364,1.0873492,1.0765023,0.9463718,1.1958125,0.9267675,1.1750033,1.1440607,1.0789924,1.0942328,1.0490202,0.76966584,0.9771295,0.71229297,1.2129073,0.87854505,1.1857038,1.2029226,1.2043501,1.0880455,0.87861955,1.2259929,1.1581088,1.1246824,0.92139304,0.87534726,1.1515977,1.1683117,0.8344891,1.3239927,0.8757519,0.850204,0.7020167,0.87493944,1.0818748,1.0251527,1.3088646,0.9622728,0.7784414,0.8093674,1.0893831,0.617014,1.2305212,0.7128441,1.3528223,0.86671823,1.2570345,1.0294219,0.76243174,1.0285197,1.0125151,1.0115261,0.8880123,0.833526,1.037934,0.93456644,1.2223233,0.7587628,0.952556,0.54089844,1.2605112,1.2121168,0.93534255,1.1827927,0.35191107,0.76217115,1.0892597,1.1227175,1.0907338,1.270852,1.1457443,1.205547
glass,0.7397109,1.1626527,1.3627189,0.8068267,1.2191942,1.2890356,1.0861559,1.1594263,0.62346745,0.735507,1.4310352,0.8532651,0.7316332,1.258977,0.87375724,0.6388619,1.1494246,1.3117907,0.89416414,0.6615306,1.2516505,0.7650419,0.99941033,1.3387281,1.1478579,1.3238173,0.93409026,1.0217538,0.81694496,1.2617996,0.8384304,0.7120632,1.0703226,1.1604972,0.8722391,0.96958786,1.4960059,0.783236,1.2315423,0.89000446,0.8736024,0.79988444,1.0073631,0.8684509,0.7827488,0.97001326,1.2791754,1.2971594,1.1856308,0.8819732,1.331787,0.64441407,0.9904151,1.0736718,1.1888328,1.2613833,1.0183754,0.0,1.4405136,1.317832,0.9393795,1.1583486,0.89055294,1.058739,0.9939281,1.386375,0.68200237,0.8176746,0.96496105,0.9810223,1.0282953,0.75027716,1.312556,1.0063761,1.1069067,0.9118976,0.779513,1.2748026,1.1453406,1.3774004,1.2613573,1.3666002,1.1488934,1.183455,0.77742773,0.78825235,0.8209477,0.8766173,0.9729908,1.4289279,1.4463363,1.2851453,1.3457056,0.94548357,0.9941081,0.7515361,0.9908558,0.98104644,1.173892,0.76738334,1.1184727,1.0818807,1.0024596,0.8063029,0.9394788,0.81933534,1.0452936,1.1846031,0.8776117,1.0221395,0.82100236,0.71636534,1.4116542,0.82504237,0.87448436,1.1688619,0.93882495,1.2473782,1.0231739,0.82443607,0.85566586,0.5498831,1.1578476,1.4359481,1.3938291,1.0434955,1.2610615,1.0980122,0.66299033,0.8572383,0.9846131,0.68732935,1.1249515,1.4865768,0.6811515
glasses,1.4135199,0.7470766,0.57155585,1.3631877,0.67171264,0.7028545,1.1679821,0.8306406,1.461755,1.3912055,0.25864285,1.2266128,1.3254834,0.6264231,1.2778656,1.4051013,1.0413772,0.45043314,1.2401116,1.4354665,0.8721805,1.2537987,1.022949,0.44005942,0.731764,0.5565671,0.9618883,1.0175246,1.3063674,0.41613114,1.2591118,1.356931,0.9975594,1.0340468,1.2187357,1.2707262,0.32136625,1.3040118,0.6456049,0.99011695,1.30808,1.1722133,1.0603758,1.1247491,1.2863948,0.97026676,0.47923744,0.45885164,0.5725503,0.9173574,0.5166229,1.3115344,1.1066462,1.0092561,0.7586446,0.6820234,1.2155136,1.4405136,0.0,0.7085841,1.0094576,0.95421636,0.9016937,1.0784247,1.095002,0.26628435,1.3654642,1.2482735,1.0566701,1.0926671,1.1538384,1.3491892,0.49701512,1.0838664,1.0553411,1.2056103,1.421331,0.66860384,1.0439538,0.26935947,0.7760184,0.54975736,0.6014523,0.9170111,1.2326372,1.3069988,1.262777,1.302351,1.1016033,0.3777964,0.39539587,0.6935557,0.60016155,1.2911172,1.0474336,1.3322002,1.0749407,1.0048381,0.9099525,1.2016599,0.8158209,1.001609,1.1863085,1.0910482,1.2946469,1.1692533,1.0588834,0.7734971,1.3603194,1.037559,1.3590813,1.3330761,0.25375605,1.1756985,1.3640294,0.9404232,1.1562026,0.77634573,0.7677092,1.1905355,1.2275343,1.5067466,1.0609235,0.32709956,0.37363482,1.064337,0.81993794,1.0842253,1.4101453,1.1765941,0.98059785,1.1732292,0.820379,0.24095309,1.2121043
glove,1.2434056,0.6865302,0.7203852,1.1919637,0.754643,0.78797305,0.9470255,0.89668494,1.4193792,1.2865586,0.6610406,1.2182571,1.1621368,0.69531584,0.9605451,1.3646252,1.0749505,0.7657023,1.1706142,1.3989245,0.7672211,1.3261361,1.0129502,0.83378035,0.83104074,0.750337,1.1486199,1.0035068,1.0198545,0.79180986,1.2280899,1.3439102,0.8570613,0.76552904,1.1072222,1.1033564,0.7143587,1.1654005,0.7180917,0.84620136,1.0174903,1.0081474,0.67661166,1.2052144,1.2850811,1.0764551,0.81548345,0.7820271,1.0117167,1.226721,0.6705196,1.2744606,1.0059943,0.78880465,0.8294035,0.6853144,0.993766,1.317832,0.7085841,0.0,1.1468959,0.86858404,1.1799386,0.86057335,0.8321913,0.4641676,1.4817469,1.0478706,0.9312911,0.94108564,0.95948976,1.2687275,0.82430243,0.8038734,0.85113543,0.9915932,0.7790149,0.84349334,1.0176188,0.7231561,0.5407827,0.65449256,0.83835566,1.0087714,1.1640877,1.1414378,1.0811197,1.1893244,1.1690036,0.7778944,0.832706,0.8266187,0.5503546,0.9607539,0.9479602,1.3543401,1.03063,0.7306914,0.9344539,1.3509085,0.8078707,0.84714377,0.92686737,1.0596515,1.2251395,1.1521246,0.72673345,0.78992355,0.9282342,1.1703087,1.1856205,1.2753397,0.6220194,1.3361378,0.86846936,0.7798426,1.1477381,0.78805554,0.8029226,1.1350245,1.3714482,1.5583587,0.89846426,0.61092913,0.75397587,0.9116835,0.5318989,0.92670226,1.4209468,1.1683493,0.91884303,1.2411728,0.9754145,0.61397994,1.3805265
grass,0.9717233,1.0958049,1.1161965,0.89341223,1.098375,1.0593714,1.2451216,1.0232826,0.8659395,0.75187314,0.98027307,0.96074295,0.89027,0.9418181,0.72324985,0.85853744,1.0863637,1.1226306,1.0205936,0.9652848,1.2286514,0.90889406,0.9865668,0.98830837,0.93152124,1.0754762,0.3858217,0.9803989,1.1072905,1.0351326,0.9308001,0.9358491,1.0966055,1.1770512,0.8446225,1.1693515,1.1008136,0.90005195,1.064883,1.1374636,1.1349219,0.7783506,1.1798987,0.951061,0.95156324,0.8502276,1.1071765,1.0647836,1.0642397,0.9879174,1.1533295,0.85112846,1.1447787,1.0878811,0.97187394,1.0662842,1.1734662,0.9393795,1.0094576,1.1468959,0.0,1.2204862,0.96120447,1.2066128,1.0783286,1.029649,0.91089725,0.7645427,1.2149789,0.7924527,1.0449091,0.918594,0.9900875,1.040754,1.1223459,1.1861993,1.0255316,1.0421629,1.1038802,1.090657,1.0491285,1.1807266,1.1647822,1.0326792,1.0048397,0.80257154,0.77195656,0.9789712,1.0591971,1.0709131,1.0880184,1.1222308,0.86799026,1.1964912,1.087507,0.9500371,1.1340492,1.036045,0.97520185,0.79265356,0.8190765,1.1876987,1.124641,1.0200899,1.0938268,0.7999851,1.1681703,0.95616233,1.1782753,0.7068106,0.8527743,0.91414803,1.1247774,0.5102319,1.2157992,1.1581796,1.096612,1.1727831,1.1405877,0.85477203,1.032178,0.796273,1.147886,1.1648328,1.1142638,1.1836321,1.012868,1.1919595,0.8858565,1.0491595,0.9938851,0.7391603,1.0645103,1.1436467,0.7176355
gum,1.4028165,0.8860433,0.5431682,1.3141549,0.62869644,0.61705995,0.85525876,0.89713144,1.1489921,1.3996167,0.8418094,1.3182379,1.2492394,0.8582249,1.3274719,1.1331081,0.6468473,0.72222257,0.7856673,0.98613155,0.70438236,1.3124275,0.9101346,1.002595,0.93365175,0.81185055,1.3766207,1.3360072,1.1114087,0.8043209,1.2904141,1.1876392,0.74995947,0.75278366,1.4560329,0.74759513,0.6573959,1.2831879,0.71752304,1.0237741,0.9263044,1.4335741,0.9510571,1.3326364,1.2440934,1.2273352,0.94437146,0.66861385,0.8955813,1.2162148,0.79732835,1.1484575,0.88339025,0.7742708,0.911791,0.809518,0.61669207,1.1583486,0.95421636,0.86858404,1.2204862,0.0,1.2707627,0.651454,0.8947923,0.850364,1.3067065,1.3285142,0.6695733,1.3119085,0.9869125,1.440639,0.926563,1.0919704,0.65862346,0.8768954,0.8432789,0.9192116,0.85394084,0.66709006,1.0359073,0.95011175,1.0018908,0.70439935,1.3616657,1.3750937,1.3490913,0.8779951,0.9506112,0.7615691,0.8233334,0.54611725,1.222657,0.95901614,0.98747456,0.8276516,0.88849676,1.0980144,0.8804564,1.4888284,0.8791952,0.93437123,0.9769338,1.0728151,0.90129447,1.343246,0.7424268,1.2408583,0.8855693,1.2599702,1.1193799,1.133677,0.7208071,1.1743451,0.90536857,0.6341281,1.0636222,0.647333,1.0360882,1.3639983,0.96720517,1.2132053,0.5584841,0.8416469,0.7425148,0.70151263,1.040702,0.49875396,0.95310366,1.2320621,1.1976826,1.0700812,1.3087728,0.80487764,1.4048946
hair,0.7780927,1.0567598,1.2540363,0.657063,1.2064482,1.221709,1.1374729,1.3172992,0.831025,0.7340958,1.2197742,1.0341398,0.5458636,1.2819636,0.92084146,0.94528466,1.2328835,1.2981939,1.2844799,1.0225914,1.2498763,0.8470715,1.2284261,1.231843,1.1730428,1.1878986,0.77158284,1.1067445,0.9306979,1.1999291,0.93427384,0.8374436,1.1353503,1.2215371,0.896858,1.0804477,1.3237247,1.0269207,1.4001296,1.1653178,1.1385083,0.5965113,0.88055575,0.95373213,1.066247,0.8248611,0.873682,1.2043273,0.8732405,0.2076087,0.8933674,0.94259614,1.2123463,1.2225262,0.89273906,1.0826602,1.1468801,0.89055294,0.9016937,1.1799386,0.96120447,1.2707627,0.0,1.0483303,0.7614709,1.1078773,0.8612425,0.7164509,1.3085494,0.74249274,1.1651045,0.842329,1.2970328,0.9036837,1.1566716,1.1251316,0.9758678,1.1077005,1.1781137,1.1487671,1.3791353,1.010014,0.5994795,1.042379,0.9462941,0.46603334,0.6313077,1.138641,1.0139198,1.282338,1.2782251,1.1886734,1.1815047,1.0814757,1.119396,1.1386251,1.1755867,1.1554801,1.2952893,0.86366427,1.2054045,1.0008894,1.1032566,0.66087824,1.0701962,0.48433018,1.1792535,0.8880672,1.2418187,1.0029947,1.113878,0.96167296,1.2562788,0.9049488,1.1708934,1.3505188,1.0240625,1.0840068,0.9588921,0.5009716,0.9323058,0.8465767,1.3199407,0.9412387,1.0886873,1.0601753,1.3655978,1.2350563,0.97109056,0.83457065,0.79923236,0.9725283,1.1010709,1.1496928,0.82267904
hamburger,0.9756573,0.79540735,0.7515316,0.97436726,0.9519669,0.9845386,0.5014573,1.1460342,1.1440872,1.1630982,1.1965234,1.1777525,0.9995396,1.0844698,1.0090774,1.2588547,1.1006775,1.0512352,1.0882713,1.193397,0.41137946,1.2169603,1.2484318,1.246814,1.266357,0.8465741,1.2211907,1.3472421,0.6054401,1.0872219,1.2173029,1.0325885,0.69908774,0.6702231,1.2582774,0.4645921,1.0680355,1.2519811,1.0903872,0.84363437,0.74554086,1.062242,1.0042703,1.2777982,1.0364301,1.1486272,0.9427869,0.85043144,0.9825795,1.0012987,0.7229807,1.2977278,0.8189304,0.9684548,0.98994553,0.8271833,0.94593364,1.058739,1.0784247,0.86057335,1.2066128,0.651454,1.0483303,0.0,0.72752297,1.031997,1.2679834,1.175924,0.8618055,1.0799514,0.9840159,1.1964867,1.1936238,0.8082142,0.66746354,0.99622333,0.86277217,1.0534006,0.815339,0.88426715,1.033104,1.0277399,0.81754607,0.69798064,1.1313918,1.0417792,1.0889052,1.0250958,0.9048672,1.0472276,1.0377598,0.8067415,1.0802447,0.49707764,1.1040199,1.0921569,0.93375504,1.2053297,1.1501114,1.285584,0.96707284,0.99901354,0.600435,0.9600682,1.1127058,1.0513028,1.0094109,1.09113,0.9165771,1.213603,1.1481723,1.2093796,1.0338408,1.2852535,0.86129606,0.9034267,1.1363773,0.9579216,1.0478241,1.0255734,1.1890937,1.2199142,0.9435381,0.84421337,0.8635844,0.74784297,1.0151538,1.042459,1.1590344,1.0974605,0.933646,1.2121135,1.3447124,1.0465477,1.259631
hand,0.85873526,0.6632145,1.2147661,0.48794556,1.2660751,1.1580395,0.89483863,1.3773825,0.9053745,0.9585357,1.2499577,1.0964339,0.7117162,1.344038,0.99562836,1.0922582,1.088967,1.360711,1.2914135,1.0652277,1.076764,1.1044642,1.2050513,1.3338556,1.3754196,1.0463182,1.0338458,1.2197635,0.7639375,1.3932419,1.1014142,0.8389747,0.9872115,0.9856758,1.0381478,0.8494247,1.2435589,1.1616223,1.379293,1.0222827,1.1307667,0.82288426,0.97164315,1.1144744,1.0191287,1.0365555,0.70391726,1.2466154,0.86547834,0.774137,0.39906096,1.1178863,1.0197777,1.2426537,0.8388533,0.6233838,1.0873492,0.9939281,1.095002,0.8321913,1.0783286,0.8947923,0.7614709,0.72752297,0.0,1.2741971,1.0040222,0.9297532,1.1700432,0.7895779,0.773385,1.0430143,1.3853812,0.8130018,1.02509,1.074794,0.6574404,0.9926635,1.1502686,1.0969261,1.2961434,0.84337187,0.6013368,1.0428649,1.0139865,0.7611605,0.75739294,0.9687587,1.0609324,1.0834345,1.1122961,0.98389924,1.2114592,0.9366075,1.2015655,1.204984,1.0454801,1.2116469,1.125541,1.0787333,1.2789931,0.99234957,0.9291187,0.8184693,0.881526,0.7148261,1.0193241,0.891489,1.0227568,1.1095273,1.0576439,1.0226891,1.2555549,1.0714546,0.763395,1.0784444,1.006133,0.9133102,1.090919,0.7013134,0.9869806,0.9511247,1.2762847,0.6572831,0.91550803,0.6000283,1.2929597,1.1962543,1.0327156,1.0108594,0.8332528,1.1206577,1.3103592,1.0260179,1.0512419
hat,1.4671168,0.92723787,0.4388522,1.5119636,0.4264009,0.5735929,1.1065775,0.57921654,1.5127535,1.4486387,0.27552927,1.3143486,1.4237329,0.40379,1.2702283,1.406993,0.9639212,0.25730026,1.0783012,1.4451025,0.70160884,1.3216496,0.8713939,0.37868345,0.5346914,0.66286665,1.0622689,0.9461628,1.3107201,0.23797071,1.2573059,1.405271,0.7637233,0.83250463,1.281132,1.2284244,0.30908024,1.1796186,0.3822204,0.96363574,1.1348941,1.2415903,0.82080305,1.1298275,1.4283695,1.0300406,0.8222871,0.4014609,0.9593357,1.1515923,0.7653908,1.2412962,0.9956349,0.7013312,0.9457671,0.8074858,1.0765023,1.386375,0.26628435,0.4641676,1.029649,0.850364,1.1078773,1.031997,1.2741971,0.0,1.5032644,1.3040085,0.9111198,1.2438948,1.2476519,1.3989908,0.37551248,1.144056,0.8292124,1.0634619,1.3577225,0.7880403,0.90701467,0.31843472,0.49582237,0.70159566,0.9562356,0.9274024,1.2966034,1.3832511,1.3824247,1.2596571,1.1199903,0.48334718,0.5087247,0.6872795,0.53240883,1.250561,0.87099254,1.2411876,1.0723339,0.84252965,0.85971826,1.3081102,0.58221173,0.91745496,1.0481386,1.1492593,1.3694757,1.3169951,0.92759824,0.8951688,1.1758305,1.1055973,1.3548481,1.3000417,0.2210629,1.2232002,1.3099744,0.8151376,1.2280176,0.732375,0.73272735,1.3338401,1.2384001,1.582783,0.8289344,0.51592714,0.59846807,1.1739217,0.5389198,0.8321953,1.409684,1.1996565,1.1478415,1.1549797,0.711225,0.31630224,1.310518
