,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
boat,0.8991998,1.1361167,1.3429238,0.77016085,1.1754497,1.1235986,0.6812085,0.8399811,0.40502334,0.8891692,0.48219824,1.3597033,0.51543593,0.48464078,1.2758121,0.5188863,0.0,0.7900504,1.4226882,1.0362252,0.79275507,0.815743,1.2573966,1.0416721,1.2835665,1.2208989,1.0849075,1.0444411,0.99547577,0.7919679,1.3965535,0.9371962,0.8915806,0.92091656,0.8669994,0.9501108,0.6679015,1.0536728,1.4237573,0.7115723,1.4044309,1.0529021,0.93652064,0.7561049,1.0828092,0.8998744,1.1314136,1.0783758,1.1395886,0.82867527,1.055243,0.87330157,1.283842,1.3167528,1.3887044,1.1248528,1.4052129,1.1153427,0.76906276,0.985941,1.4645784,1.0730624,0.99055904,0.9347122,1.139454,0.88615996,1.3984985,0.97160834,1.15448,0.73891205,0.7356194,1.2466598,0.6111994,0.9076637,1.1688018,1.3968803,0.6832064,1.2458797,0.65406364,1.2031945,1.0291766,1.0699086,1.1606232,1.4021773,1.1020573,1.4316602,1.3679744,1.1878791,0.9357414,1.1100538,0.6091028,0.66396374,0.68263334,1.4087327,1.368864,0.9300847,1.1452512,1.1678971,0.76355517,1.1072451,0.8813537,1.1778874,1.2500317,0.6946849,1.3381847,1.2752084,0.782948,1.1105669,0.7637019,0.8455609,0.75416493,0.9484831,0.6672366,1.2403345,0.62450683,0.6547895,0.52944934,1.415756,0.6660323,1.3865194,1.018528,1.3569894,1.0863932,1.1555822,0.891931,0.6914945,0.46176016,1.3086804,1.3790164,1.3055692,0.7875453,1.2057129,0.8994748,0.6245245,1.1131078,0.99056613,1.354596,0.8194233
book,0.7003464,1.267838,1.2427355,0.9348525,1.1948267,1.182619,0.9885797,0.74420834,0.8595828,1.0392714,0.63183916,1.1988739,0.8334623,0.60997224,1.033931,0.7961044,0.7900504,0.0,1.1955136,1.1218201,0.36691976,0.81034625,1.2760663,0.91841245,0.97732216,1.2011518,0.9655331,1.0690737,1.2191017,0.9710865,1.2062037,1.002586,1.1176202,1.0142015,0.8652804,1.0215197,0.8460912,0.7921357,1.1806413,0.7762699,1.3097322,0.8456781,0.93518126,0.8271034,0.649361,1.0860802,1.0533065,0.9011582,1.1082276,1.0292623,1.1532773,0.9557401,1.3218629,1.2321738,1.1106384,1.1124345,1.2540275,0.7976271,1.0081538,1.0726554,1.3530014,1.2005963,0.7031105,0.9988368,0.99127966,0.95742065,1.3190982,0.84270006,1.0065037,0.963911,1.0612079,1.1556537,1.027616,0.9439572,0.9707736,1.1957419,0.8386254,0.84984684,0.83890545,1.0406308,0.8813784,1.2211888,1.1397806,1.349412,1.2226567,1.4148291,1.3568755,1.1586213,1.0221848,0.9255755,0.84269994,1.048651,0.25126767,1.2032003,1.2441667,0.9579127,1.2071067,1.2705832,0.7626309,0.95751834,0.86351335,0.94381875,1.1805314,0.9071009,1.1451471,1.2594112,0.99204755,0.83202255,0.85707295,0.7773236,1.048271,1.0523622,1.0927075,1.1221468,0.7962301,0.9372271,0.7579841,1.397321,0.8670546,1.3107862,1.0901638,1.2442704,1.2592028,0.9979852,0.80430067,1.0253481,0.3851186,1.1901141,1.4108484,1.3616815,0.889749,1.2482798,0.69582987,0.2350744,0.9370524,0.9897284,1.2665722,0.97784805
bottle,1.22014,0.9988278,0.46590257,1.3717144,0.5522274,0.5780979,1.2860798,1.0257753,1.4067347,1.2554867,1.4844897,0.28388017,1.4257792,1.5359898,0.72728646,1.5421504,1.4226882,1.1955136,0.0,0.56894594,1.2177039,1.1906407,0.59269404,0.6757211,0.7730557,0.6353966,0.6469076,1.0587566,1.0876691,1.2471788,0.38403934,1.0974061,1.1642852,1.1768155,1.2716405,1.1095812,1.3878574,0.80948627,0.27038264,1.3108312,0.10240042,1.1645656,1.1499772,1.4729975,1.1685946,1.135882,1.052887,1.1661484,0.8622359,1.2342538,1.0756344,1.2352345,0.919682,0.3793857,0.33022237,1.1218437,0.5426352,1.0178707,1.226271,1.1151032,0.33434165,1.0327159,1.054815,1.2246205,0.9150612,1.3838116,0.456959,1.0813919,0.9506171,1.2578719,1.3271718,0.5544805,1.4769118,1.2165375,0.9209489,0.4545188,1.2273834,0.81923604,1.4444491,0.9156087,1.0434151,1.1162167,1.0099107,0.27366227,0.92837065,0.6299894,0.6763702,0.73365307,0.9812055,0.90652823,1.5362426,1.4558189,1.3418572,0.3592111,0.3465023,1.1392417,1.0341454,0.8507801,1.3566481,0.96275383,0.8764281,1.0071155,0.5091456,1.3533478,0.52652967,0.6325382,1.1675011,0.9926855,1.4271755,1.1436727,1.3585777,1.2793713,1.4619429,0.8263353,1.2464547,1.2135571,1.3496133,0.47143257,1.25039,0.5555093,1.1839534,0.46848148,1.0607852,0.9031108,1.0627464,1.3667872,1.4292243,0.47712392,0.7062342,0.59556824,1.3051779,0.7792875,0.84031916,1.355597,1.0154644,0.88942444,0.2612599,1.2124153
bowl,1.2138983,0.919077,0.6361307,1.3616369,0.65315354,0.6188764,1.0324342,0.653125,0.9392753,1.2914774,1.3751085,0.670822,1.2021399,1.3683721,0.9874933,1.3785492,1.0362252,1.1218201,0.56894594,0.0,0.95918214,0.9980307,0.9213376,0.35519016,1.0059121,0.606579,0.7390969,0.90454733,1.2648127,1.05533,0.6080579,1.0809221,1.3057023,1.0387985,1.1499896,0.83379465,1.2854173,0.93637764,0.64208835,1.1786642,0.42562354,1.0970435,0.6684524,1.4563909,1.1306968,1.1736808,0.8978541,1.2186254,0.8063879,1.2537884,1.1302634,1.3397977,1.0865781,0.71199894,0.7227223,1.1231887,0.74349934,0.97841084,1.1565318,0.8159862,0.7938217,0.8760666,0.8391094,1.3558496,0.89683956,1.2954977,0.8165481,1.0434433,0.9638816,1.12708,1.4373579,0.6027851,1.4793491,1.1469454,1.0713239,0.725987,1.0968707,0.9255234,1.2207868,0.9047282,0.98995084,1.1362948,0.9445284,0.7548426,0.90307903,0.90450245,0.98163,0.7562253,0.823511,0.937718,1.4411868,1.4451647,1.2708929,0.6929243,0.76813304,1.1174676,0.9871083,0.88540685,1.2877505,1.0462794,0.3187629,0.98043996,0.59600323,1.1366591,0.52919227,0.8127113,1.1337267,1.0637838,1.3959239,0.94276386,1.4355736,1.0332062,1.3826427,0.8542541,1.2023485,0.7536908,1.1918483,0.63379717,1.1590804,0.7165692,0.9330593,0.6711787,0.9073108,0.81959116,0.8569572,1.445847,1.2483146,0.24328387,0.9813178,0.932964,1.1390858,0.8443765,0.61352336,1.0049973,0.9720124,0.89952046,0.7815209,1.3150043
box,0.98211837,1.2417423,1.3156359,0.96768177,1.2401277,1.1947501,1.0945414,0.491893,0.6134207,1.0950668,0.61726844,1.2388809,0.61033106,0.68955773,1.1647944,0.77467597,0.79275507,0.36691976,1.2177039,0.95918214,0.0,0.833138,1.1400697,0.66604066,1.2014129,0.8703064,0.9351813,1.0420994,1.179988,0.6728562,1.2407647,0.774927,1.0967991,0.95040375,0.9143743,0.96853346,0.67067903,0.9367944,1.3056986,0.58584774,1.2300086,1.0139415,0.83667916,0.93673086,0.7958998,0.84320736,0.8718266,0.91468966,1.1510365,1.0055414,1.1666174,0.9354614,1.3310325,1.3632878,1.2062494,1.0934932,1.313023,1.0875691,1.0208423,0.9606966,1.3811549,1.1393795,0.8132405,0.9724234,1.1333165,1.0157075,1.3088183,0.9156683,1.1586592,0.8797459,1.0105563,0.98269355,1.0121257,1.0198041,0.87305826,1.1778753,0.9024924,0.83548594,0.8244555,1.0370508,0.9554871,1.193606,1.1484575,1.3395233,1.0668392,1.4030192,1.3136144,1.2967807,0.80214787,1.0868384,0.83867466,0.9811386,0.4790874,1.2989142,1.2931501,1.0027325,1.2534935,1.1392018,0.8560548,0.9732362,0.9281988,1.0684606,1.2111211,0.8304936,1.1055518,1.2509704,0.7173474,0.9772742,0.83354056,0.91879255,1.0198039,0.95862484,1.0772045,1.0757643,0.73018116,0.82650346,0.68489635,1.3453777,0.9858516,1.2840171,1.0130934,1.2788725,1.1461463,1.0930798,0.62279904,0.9797403,0.48054004,1.0970324,1.380206,1.321785,0.91421735,1.1062545,0.7638623,0.39509964,0.8852607,0.8196164,1.3007357,0.8998419
bread,0.93362176,1.1476978,0.9258849,0.9748242,0.94796675,1.0111848,0.818902,0.91387874,0.8461282,0.9443117,0.9314079,1.1517789,0.93225145,0.8855186,1.1111983,0.9191098,0.815743,0.81034625,1.1906407,0.9980307,0.833138,0.0,1.2759442,0.97464776,1.0365704,1.0962551,1.0811061,0.8239032,0.9337057,1.0060678,1.0276272,0.90934944,1.0859895,0.9141543,0.90765715,0.788498,1.0269623,0.87197506,1.2507842,0.9600704,1.1770068,0.9403652,0.86430955,0.88597476,0.98810756,0.94698316,1.0957363,1.0288565,0.93258625,0.99983305,1.0511676,1.0016564,1.240953,1.1878853,1.1047618,1.1332474,1.2328389,0.9798145,0.92942303,0.7944859,1.2545054,1.0762591,0.9118145,1.0114878,0.9704671,0.96976036,1.2499726,0.9689126,1.0118805,1.013006,1.0620698,1.0192049,1.0599223,0.8846237,1.0820272,1.0931125,0.7680466,1.0097239,0.9193684,1.0339737,1.1245981,1.0522424,1.006957,1.2456125,1.082439,1.2573686,1.1777761,0.78728175,0.8802112,0.860222,0.9378032,1.077084,0.8351791,1.246844,1.2194759,1.0180881,0.9724742,1.2008619,0.87908787,1.0195513,0.8762297,1.0594274,0.83756167,0.9644191,1.1288525,1.2825942,0.8829222,1.0237912,0.915981,0.94228613,1.0559585,1.051067,0.994313,1.1291597,0.9960889,0.8197515,0.93668014,1.2708918,0.8775332,1.0987737,1.0475125,1.2278963,1.1206614,0.8503789,1.0247974,1.0650172,0.8550923,1.011857,1.28297,1.292959,0.868924,1.1609399,0.92725277,0.7761171,1.0722877,1.1050041,1.2330922,0.91316926
broom,1.3192576,0.9039713,0.97212654,1.1779568,1.0190693,0.9469579,1.2255068,0.9185792,1.1927899,1.2128935,1.2109762,0.79902315,1.0976125,1.321352,0.938108,1.2526602,1.2573966,1.2760663,0.59269404,0.9213376,1.1400697,1.2759442,0.0,0.85326827,1.0023197,0.4894681,0.6787145,0.97142416,0.93402666,0.8074785,0.710095,0.8363056,0.9734814,1.0267993,1.2073628,1.2012935,1.0872192,1.0506527,0.66041577,0.9270097,0.6287072,1.1986225,1.2433995,1.3062016,1.1594518,0.73584753,0.8715244,1.0013287,1.1875039,1.038212,1.0850408,1.2027067,0.890119,0.85102135,0.7026473,0.9726579,0.7836304,1.2112907,1.237141,1.0968443,0.7005683,1.0629646,1.1874375,1.1162496,1.0315558,1.1710259,0.66922456,1.1432383,1.118279,0.7094069,1.0235234,0.85247797,1.1393982,1.0435834,0.6600231,0.60428345,1.1233784,0.94281876,1.2832662,0.784998,1.1470971,1.0338595,1.0404501,0.7413523,0.7074359,0.6532136,0.84880614,1.0443251,0.81951886,1.0781382,1.1915027,1.1355293,1.3374379,0.73429227,0.747614,1.1177518,0.97868437,0.75341773,1.2080187,0.83185995,1.1038095,1.0969709,0.9828647,1.0473614,0.763613,0.87449753,0.7613773,1.1069816,1.0553437,0.9998968,1.1094352,1.0611033,1.1129171,0.5571066,1.0618062,1.0641409,1.0388381,0.7250551,1.3162796,0.8169321,1.0790938,0.7158871,0.9123815,1.1276128,0.90273917,1.1098288,1.2517623,0.9306227,0.81068265,0.8018632,0.9538641,0.6095036,1.0704627,1.1679854,0.84441906,0.40151846,0.73220575,0.8494067
bucket,1.1913539,1.0140438,0.85984963,1.23641,0.7694265,0.6942377,1.0989228,0.48531199,0.8330404,1.3218184,1.1810645,0.93064195,1.0339949,1.2260776,0.95182574,1.2550782,1.0416721,0.91841245,0.6757211,0.35519016,0.66604066,0.97464776,0.85326827,0.0,1.0763596,0.42359865,0.6849954,0.89846265,1.2444413,0.8219484,0.7250009,0.8583219,1.2433953,1.0269426,1.1122433,0.88658834,1.1293858,0.9671567,0.8781274,0.90128636,0.6074245,1.1548252,0.77074414,1.3762772,1.0940534,0.92779994,0.9866465,1.180528,0.8669828,1.1891513,1.296902,1.2235436,1.2399865,1.0208039,0.6701443,1.0515462,0.98644197,1.0253582,1.0802749,0.7848572,1.1252327,0.95136636,0.825907,1.2400736,0.8870511,1.2923138,1.0174391,0.9558004,1.0024614,1.0555216,1.325673,0.5088081,1.4271336,1.1463538,0.7930151,0.66159475,0.9860068,0.58155876,1.1814662,0.79911065,0.9816722,1.2781868,1.0715743,1.0632969,0.7990849,1.1587242,1.1609879,0.94255835,0.75016296,0.93981224,1.2932363,1.3956791,0.97774714,0.99234575,1.1045756,1.1144555,1.0596082,0.92824405,1.2047392,0.8600416,0.6665985,1.0528136,0.7938829,1.0875107,0.66206765,1.1297867,0.8094516,1.015264,1.2513213,1.0021667,1.3177202,1.1149749,1.3891323,0.8532447,1.0503417,0.7656609,0.9407885,1.0168145,1.1511027,0.98745084,0.9251789,0.89990145,1.0212408,0.904343,0.6785701,1.3338637,1.0827373,0.46951228,1.2098957,1.2373188,1.0023633,0.76936615,0.6169012,0.9124804,0.95868236,0.69798476,1.096097,1.0725782
butterfly,0.67411405,1.0788827,0.7017166,1.2818134,0.8116603,0.8486178,1.0723506,1.1426085,1.3467674,1.1187785,1.3458357,0.8674288,1.4221178,1.2609838,0.34074968,1.4002941,1.2835665,0.97732216,0.7730557,1.0059121,1.2014129,1.0365704,1.0023197,1.0763596,0.0,1.124112,0.9492643,1.0199761,1.1672444,1.4015856,0.68004966,1.1825502,1.1129146,1.193982,1.1058421,1.0062099,1.3760302,0.9434237,0.72040224,1.2668533,0.8593936,0.7403319,1.0872238,1.0404232,0.8224799,1.236018,1.0430671,0.9911358,0.84946364,1.2188836,0.979953,1.1455965,0.96535057,0.68289924,0.7012009,1.0559793,0.85705066,0.46856034,1.0921346,1.1294749,0.79560745,1.0741996,1.0008004,1.1237172,0.7048244,1.1991874,0.7728847,0.862305,0.61727023,1.2187909,1.2813231,0.84954125,1.384456,1.1355013,1.0102057,0.7497865,1.0753245,0.9473019,1.232934,1.0450327,0.97079414,0.97232705,0.85684246,0.81699145,1.146803,0.84347975,0.92571956,0.74206746,1.2008858,0.69829655,1.3345779,1.3622367,1.0617592,0.8039532,0.8402395,0.9835941,0.945575,1.1797363,0.98129416,0.9011824,0.9981512,0.6570883,0.75287575,1.231945,0.8218683,0.85159886,1.3310885,0.6079838,1.230412,0.895441,1.2574736,1.2205678,1.3239938,0.9270343,1.2128795,1.2769673,1.3326074,0.8777079,1.1214931,0.9097261,1.1879444,0.85287994,1.0628151,0.7250079,1.1322051,1.2693572,1.2731481,0.82901615,0.89902335,0.9059742,1.2570921,1.0642081,0.8852482,1.1474153,1.0135989,1.1776328,0.86661315,1.2621756
can,1.4122767,0.83576345,0.96517307,1.1269495,1.0264157,0.9228765,1.38856,0.68684936,0.9105813,1.2409866,1.2616227,0.76706076,0.9059463,1.493696,0.95822144,1.3167424,1.2208989,1.2011518,0.6353966,0.606579,0.8703064,1.0962551,0.4894681,0.42359865,1.124112,0.0,0.60601246,0.90061367,0.9489622,0.5329199,0.70978916,0.6901636,1.1254809,0.95225793,1.0920124,1.081704,1.0640277,0.9938158,0.7748126,0.87145305,0.5571823,1.23774,1.0729197,1.4218578,1.2312503,0.5961164,0.64525676,1.1366119,1.1536338,1.1365097,1.1985563,1.2706184,1.0618027,0.984048,0.7053942,0.9593975,0.7960368,1.3048868,1.157009,0.8736198,0.8753209,0.9820433,1.2345133,1.2539451,1.0197369,1.259757,0.80501723,1.1635907,1.0772333,0.9758529,1.1914951,0.60883284,1.2632097,0.991737,0.56238824,0.5778024,1.2483354,0.85379505,1.3551626,0.58925474,1.0774469,1.1948705,1.0536867,0.93632066,0.5420754,0.8065345,0.9977162,1.0680199,0.4557296,1.15511,1.32655,1.2074153,1.2325485,0.7865999,0.88818884,1.1877441,1.0933993,0.58348143,1.2688625,0.90665007,0.9903841,1.079548,0.94385415,0.9877653,0.5451345,0.9438697,0.4745623,1.0692995,1.1653605,1.19104,1.2477169,1.0306771,1.2139604,0.59124464,1.1038681,0.68584603,0.9582283,0.79868054,1.2453657,0.84603536,0.92428297,0.71461487,0.9915946,1.0547575,0.7245302,1.2553594,1.3239534,0.6791168,1.0028032,1.0220267,1.0304714,0.49077046,1.1044813,1.1551523,0.825984,0.46506852,0.94362974,0.8818882
car,1.187158,1.0576113,0.9327331,1.3538227,0.9646256,0.91662645,1.2180706,0.6958099,1.0908498,1.15837,1.1827104,0.75476503,1.0500981,1.3823986,0.9377345,1.2718967,1.0849075,0.9655331,0.6469076,0.7390969,0.9351813,1.0811061,0.6787145,0.6849954,0.9492643,0.60601246,0.0,1.0338024,0.9824912,0.80791724,0.72235584,0.95608354,1.1026365,0.91225386,1.1162441,1.20006,1.1060412,1.0112767,0.7261517,0.89707667,0.7464414,1.0751241,1.1841005,1.2779057,1.1049507,0.92348766,0.88726866,1.0745008,1.1566832,1.1643043,1.2355926,1.2726333,1.2152963,0.7624254,0.51800615,1.2236956,0.73875797,0.9590993,1.0882068,1.0037266,0.84076583,1.1795256,1.0684416,1.2229592,0.90435904,1.3284439,0.8496469,0.98764074,0.8929636,0.9177645,1.2499017,0.7684304,1.2608995,1.1030508,0.63238543,0.67677766,1.2084249,0.73539436,1.4181713,0.66412276,0.87377834,1.2005404,1.1513984,0.96065813,0.8597538,0.98864025,1.1732324,0.9984612,0.7478255,0.9627852,1.2708237,1.2960308,1.1899033,0.6950128,0.85874224,1.1123008,1.0437143,0.73934406,1.204865,0.7752619,0.7933934,0.99431777,0.9080439,1.000074,0.49398994,0.81982064,0.8559601,0.95866644,1.2178999,1.0261209,1.2963221,1.278425,1.3140534,0.74575233,1.1015104,0.7529013,1.0342611,0.9139768,1.0871296,0.9183678,1.2634126,0.6003106,1.0868424,0.9818458,0.8010665,1.2599807,1.1648442,0.831113,1.1751091,1.0637288,1.0795897,0.74034154,0.9527624,0.8379389,0.7014247,0.69209415,0.8768052,0.7787797
carrot,0.9580412,0.8816892,0.9186028,0.888634,0.9537767,0.96044177,0.7229847,1.0406612,1.0715787,1.0895007,1.2808974,1.0679649,1.0990137,1.013177,1.1477726,1.1268852,1.0444411,1.0690737,1.0587566,0.90454733,1.0420994,0.8239032,0.97142416,0.89846265,1.0199761,0.90061367,1.0338024,0.0,0.9374317,1.064264,1.1055692,1.1132077,1.149519,0.96811706,0.95050645,0.7404468,1.2249193,0.7417362,0.8754544,1.1317942,0.9932041,1.0913998,0.98736954,1.118332,1.1051427,1.0613953,0.9018987,1.0321082,0.9984304,1.0532925,1.0386262,1.185257,0.82369775,0.97274137,1.1465932,0.9514463,0.92367256,0.9969692,1.0131279,0.907359,1.0505266,0.88985294,0.76765865,1.1628585,0.8647778,0.8199987,1.1346467,1.0465002,0.9885256,0.9079834,1.2183155,0.97835267,1.1583357,0.7314586,1.0053153,1.0511073,0.86616004,1.0060272,1.0194157,0.79220474,1.1534114,0.96216965,0.87933743,1.0600595,0.8395638,0.8864024,0.9504606,0.6419927,1.0748079,0.728247,0.9958519,1.1848953,1.092957,0.9479239,0.99444455,1.0660663,0.7723045,1.0272284,1.0703573,1.1698141,0.9401714,1.0349017,0.9670366,1.1150193,1.0785409,1.1201724,0.9696476,1.0542319,1.0884016,0.794654,1.164598,0.91107666,0.94599074,0.80035543,1.1739635,0.9461788,1.0326031,0.9451361,1.1197389,1.0015578,0.8727249,1.0295914,0.93843687,0.9107299,1.1519762,1.2143995,1.156744,0.93958724,0.9123964,1.0202922,0.5889258,0.96148336,0.89009595,1.0175942,0.99289894,0.99161947,1.0936013,1.1222086
cat,1.090219,1.0387415,1.1663544,0.9421238,1.2420268,1.1760352,1.0854783,1.2179503,0.8978958,0.442532,0.87610346,0.80566967,0.8718284,1.0037845,1.1097071,0.7884209,0.99547577,1.2191017,1.0876691,1.2648127,1.179988,0.9337057,0.93402666,1.2444413,1.1672444,0.9489622,0.9824912,0.9374317,0.0,0.88764286,1.0300394,1.0162957,0.75922036,0.9683428,0.83712673,1.1163557,0.9033639,1.2231314,1.0189444,1.000124,0.99972904,1.2244875,1.1468254,0.7205683,1.2357395,0.74512994,1.0090995,1.0220429,1.2537227,0.56606895,1.0256752,0.99345726,1.0563158,1.0118853,1.0489073,1.1198097,0.845415,1.2273875,0.72540414,0.9435802,0.9057196,1.1143976,1.3494705,0.9841916,1.2183663,0.9978996,0.9972276,1.0900961,0.92899346,0.86774796,0.6541141,1.1840489,0.6538789,0.8703238,1.0373586,1.0047452,1.0958887,1.1777349,1.104784,0.91468155,1.1691029,1.0535215,1.1882133,0.9564469,0.92370045,0.8022181,0.99501324,1.0562776,0.9865103,1.1751273,0.83503187,0.6750306,1.0877081,0.9026628,0.824183,1.1006323,1.0829098,0.7788487,1.0393733,1.0536492,1.286922,1.1084423,1.2421935,0.9795489,1.1146946,0.9834432,0.79928166,1.0685773,0.98630416,1.1168271,0.78197956,1.1336184,0.7345554,1.0436803,1.0639307,0.9083824,1.0240251,1.0096911,0.88072765,0.8181048,1.1204593,0.8829745,1.1194932,1.1419668,1.2832847,0.7831279,1.0111401,1.2461381,1.024993,0.9167963,0.8313879,0.9544299,1.4503908,1.1772876,0.94868493,0.9500065,0.91784966,0.62191504
chair,1.2764282,1.0546058,1.50792,0.76834965,1.4488976,1.3106194,1.2279272,0.5569519,0.46182752,1.0336834,0.5380508,1.2268686,0.26970577,0.9838794,1.1966858,0.63631856,0.7919679,0.9710865,1.2471788,1.05533,0.6728562,1.0060678,0.8074785,0.8219484,1.4015856,0.5329199,0.80791724,1.064264,0.88764286,0.0,1.2287575,0.5434699,0.94681764,0.6931213,0.8449499,1.1498823,0.3566556,1.1546102,1.3653364,0.35859406,1.2172136,1.1256996,1.0730276,0.94266796,1.142956,0.3984549,0.7588028,0.9842177,1.3940245,0.8853345,1.2828043,0.9987304,1.2689338,1.4521654,1.1412027,1.0350164,1.1401572,1.4426179,0.92949665,0.9255145,1.3556957,1.0530941,1.3515244,1.0046781,1.2960906,1.0018622,1.2603587,1.0949322,1.2533712,0.70086765,0.79143834,1.1682367,0.7543862,0.8551815,0.49163646,1.0162364,1.0752407,1.0202663,1.0035396,0.74747616,1.0897888,1.2550015,1.2344805,1.4109235,0.6211884,1.246319,1.3717086,1.4654775,0.5506424,1.3000702,0.78366905,0.7495929,0.8770669,1.2476447,1.2919585,1.090103,1.2438595,0.5375466,0.93657875,0.8953439,1.1678976,1.197978,1.4090159,0.6696031,1.0643387,1.2144929,0.30296952,1.153685,0.61001945,1.0665395,0.8430738,0.8883139,0.853485,0.7484832,0.61467063,0.45014036,0.4396479,1.2879921,1.021832,1.2708913,0.9546389,1.0613372,1.0695336,1.3205984,0.54152745,0.8102029,0.76605546,1.302933,1.3523259,1.3204114,0.82807934,0.6786527,1.2450536,0.8294278,0.89887005,0.46558565,1.3358742,0.53575355
clock,1.1618379,0.99328846,0.4997226,1.4356841,0.57273686,0.5660703,1.2367157,0.9392575,1.3506906,1.1914699,1.4690428,0.53670645,1.4578991,1.5161349,0.61356354,1.5431261,1.3965535,1.2062037,0.38403934,0.6080579,1.2407647,1.0276272,0.710095,0.7250009,0.68004966,0.70978916,0.72235584,1.1055692,1.0300394,1.2287575,0.0,1.0183475,1.1566168,1.1693361,1.1745968,0.9182758,1.4554105,1.1007653,0.4770409,1.2506484,0.3833629,1.0391839,0.9291166,1.4114552,1.1138448,1.0726389,0.9443745,1.181409,0.7754648,1.1751368,1.0336119,1.2751011,1.0694815,0.6127708,0.41826725,1.1835102,0.66420263,0.9037058,1.1480039,0.96154755,0.56180334,1.109998,1.0771183,1.2602746,0.88437456,1.4211564,0.57478076,0.99004006,0.78152347,1.1038635,1.3329415,0.6588177,1.5075463,1.1266639,0.8407696,0.26282907,1.1741904,0.87027663,1.457862,0.89728963,1.0310451,1.1042392,0.89008254,0.58873,0.96777093,0.67294973,0.79041004,0.7287358,0.9442791,0.89458144,1.5618274,1.4709525,1.2939345,0.5555266,0.6222879,1.1977806,1.071475,0.9575682,1.3571987,0.8687359,0.6968177,0.88296115,0.57076097,1.2022061,0.5511314,0.8097315,1.1980778,0.9617163,1.3661093,0.9416556,1.3964946,1.2592293,1.5051687,0.8706323,1.2522662,1.0865681,1.3599404,0.6435878,1.1783528,0.55127424,1.1477542,0.6009146,1.055625,0.81874746,1.0388353,1.4182041,1.447329,0.43733937,0.8833848,0.8666737,1.2086517,0.81652176,0.8696445,1.2830333,1.043059,0.84296334,0.6482166,1.1600165
closet,1.1607263,1.1895132,1.183995,1.0105907,1.1382761,1.131987,1.186741,0.72620666,0.72681344,1.1091024,0.71897316,1.1593127,0.650445,1.0733273,1.031139,0.93435824,0.9371962,1.002586,1.0974061,1.0809221,0.774927,0.90934944,0.8363056,0.8583219,1.1825502,0.6901636,0.95608354,1.1132077,1.0162957,0.5434699,1.0183475,0.0,1.1081483,0.8732095,1.0388467,0.935997,0.6488901,1.1200087,1.2904007,0.49790168,1.0974795,1.0702348,0.93554085,1.0540961,1.0051886,0.15471697,0.82553214,1.0173966,1.1476358,1.0387344,1.1377847,0.9359916,1.1864688,1.2875861,0.9918031,1.1219381,1.2123927,1.2085226,1.0675052,0.8755162,1.2199565,1.2388747,1.1485507,0.93369484,1.0410492,1.085256,1.1627939,0.98816526,1.0887779,0.9215704,1.012963,1.002266,1.0774628,1.1483661,0.68887913,0.8755133,1.0529141,0.9725239,1.0836705,0.85534734,1.0319308,1.1107583,1.0475504,1.2081707,0.94823164,1.2745572,1.1224501,1.2730732,0.46509856,1.006355,1.0808387,1.0414841,0.9515143,1.2570122,1.2169416,1.001152,1.198789,0.93273485,1.0092391,0.854967,1.1436484,1.0849595,1.0332656,0.9982363,1.0145805,1.2042735,0.42986274,1.0892172,0.82558894,1.1453303,1.0093658,1.0967916,1.1008239,0.90835285,0.68594146,0.7470863,0.7614271,1.2759656,1.090204,1.1869277,1.1553222,1.1287113,1.1541066,1.1635146,0.6930975,1.0433594,0.8852693,1.1511141,1.2210197,1.2518805,1.0844882,0.9449249,1.0684206,0.9608147,0.9375493,0.6552626,1.2205172,0.603624
