,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
fish,1.2013744,0.81172,0.6596085,1.3288904,0.7568693,0.78052163,0.63975036,1.2953182,1.3186975,1.3292685,0.4672205,1.2747874,1.2878008,0.8682348,1.2604407,1.1383443,1.2583381,0.6619737,0.9495539,1.4140484,0.585249,1.0517693,1.1302323,0.8339207,0.9825956,0.915721,0.81333816,0.8768424,1.3434525,0.7318818,1.3461958,1.2748631,0.9657575,1.0704122,1.2502408,1.1399977,0.42043686,1.4727767,0.69336486,0.82711756,1.2030301,1.2186084,1.2120088,1.183972,1.1259073,0.8090759,0.9266622,0.9554967,1.1219801,0.67799157,0.9825551,0.0,0.81860465,0.97743833,0.64267045,1.0364825,1.2135111,0.34869385,1.2295812,0.92987424,1.0959102,0.89582884,1.1165606,0.6740793,1.0794079,1.190786,1.1399844,1.151288,1.1217834,1.0942657,1.261897,0.7922261,0.9248222,1.1424241,1.2362913,1.3249937,0.92350894,0.839471,1.1829281,0.43262553,0.8244871,0.7025802,0.6922426,0.753824,1.2947739,1.130322,1.1973901,1.0694323,1.242753,0.5497217,0.52414113,0.88841164,1.0041412,1.0166943,0.56224656,1.1107312,0.50704765,0.9601781,1.0643775,1.3034246,0.9444086,1.3055375,1.080612,1.1764097,1.2538846,1.1566899,1.1446222,1.1504265,1.1703256,1.2358898,1.2063031,1.3980254,0.55394673,0.9683612,1.1568516,0.7987263,0.91391754,0.71049166,0.6027942,1.3068609,1.0964843,1.2836071,1.4171549,1.033599,0.52384394,0.55014867,1.2127755,0.81423485,1.2295783,1.3634208,1.0235257,0.9376084,1.1830564,0.41121602,1.0743616,1.1746953
flower,1.2401986,0.98190075,0.54096305,1.3978465,0.56497306,0.5495541,0.5802175,0.8278419,1.3981636,1.3289753,1.0532038,1.4320159,1.4673549,0.70026356,1.3898687,1.0943873,0.96716803,0.31911302,0.76293266,1.1448183,0.5743569,0.45429373,0.7955311,0.59659904,0.71976453,0.77955306,1.279768,1.1546606,1.116959,0.53542686,1.1589867,1.1217873,1.1740838,0.97927755,1.3154036,1.0929438,0.5946096,1.1979275,0.494653,0.820064,1.081454,1.0235709,0.9604049,1.1578897,1.2652354,1.0642469,1.079939,1.0758389,1.1988591,1.1513089,1.1675926,0.81860465,0.0,0.9351276,0.752195,0.9017602,1.1603377,0.7234627,1.1014642,1.0600191,1.1706429,0.81294954,1.3600035,0.6491238,1.0183977,1.2429389,1.308579,0.7455287,1.4980664,1.2845013,1.0110023,0.33943236,0.97888017,1.3475664,1.0062509,1.4491166,0.8933954,1.1252241,0.9744073,0.64215946,0.7848929,1.0912693,1.0667707,1.1370636,1.3482289,0.957988,1.4434175,1.4284822,1.1579919,0.59988624,0.7078683,0.6569282,1.0954994,1.0484216,0.67644197,0.4894576,0.6918523,0.85845023,1.0722091,1.3728361,0.6755392,1.1603168,0.93504137,1.311829,1.2354962,1.301642,1.3144965,1.4733273,0.9646573,1.2187132,1.2767605,1.3764415,0.7080367,0.7652357,1.2812786,0.7481624,0.75418174,0.78002596,0.8678801,1.0203907,1.2785275,1.1897036,1.3225496,0.78326094,0.993638,0.9330212,1.4467833,0.7499718,0.8141004,1.2662778,1.0577403,1.1286585,0.72046924,0.5912022,0.88438845,1.1740668
foot,1.204356,0.4428218,1.08969,0.8126309,0.95677555,0.975124,1.0892596,1.0669242,1.2049183,1.2781174,0.9205939,1.1651857,1.1108835,0.96893674,1.0772092,0.99090725,1.1581621,0.97288215,0.97479,1.1711227,0.99623597,0.91724527,1.0360725,0.98165816,0.92390144,1.1016313,1.0461364,1.0347798,1.0929524,0.9685948,1.2341385,1.1930848,0.98704404,0.9902243,1.2237482,0.9474905,0.9522725,1.2390691,0.9878409,0.7767407,1.118036,1.0635142,1.0738122,1.0246454,1.0266508,0.7273574,1.0606291,1.0672872,1.1513191,0.6655879,1.1447209,0.97743833,0.9351276,0.0,0.8185638,1.1574433,1.2289354,0.9792749,0.6754619,1.1451023,1.0723215,1.1613455,0.8194715,0.85281163,0.9862941,0.8854547,1.0174127,0.9719049,0.8953707,1.10606,1.13795,0.93088543,0.7685672,1.060611,0.98103714,0.84448755,1.1919805,0.9074682,1.0720396,1.0041264,0.7960664,0.7664319,0.87536764,1.0854855,1.149153,1.1673584,0.8921338,0.8246875,1.2204767,0.92343473,0.9599461,0.81211495,1.1027404,0.88865536,0.77439034,1.0379767,1.0379643,0.8879899,0.9144081,1.0765004,0.88771963,1.164393,1.0857037,1.0587337,1.1239126,0.9628639,0.806833,0.80392826,0.9716537,1.2828244,1.145418,1.279701,0.8146103,0.944838,0.51748765,0.98407876,0.9640364,1.0257661,0.9356373,1.1553428,0.9911393,1.1338482,1.3058348,0.916706,0.708985,0.9236739,1.1757798,0.82750046,1.096062,1.2380157,1.1715665,1.1162506,1.0290878,0.92054087,1.0974939,1.1029764
fork,1.2962599,0.795869,0.9591679,1.3910139,0.9223396,0.8722437,0.7563108,0.9224576,1.2329433,1.4884555,0.70948064,1.2093711,1.4135871,0.65655875,1.3244357,0.95203024,1.1250956,0.7357766,0.88752633,1.2290359,0.8451909,0.8206618,0.9022289,0.73190624,0.65852445,0.8172985,1.0377097,0.9021293,1.1163894,0.5681377,1.3414989,1.3207828,0.62580836,1.1582654,1.4457594,0.8768457,0.48958993,1.3186252,0.74820346,0.8573158,1.2453687,1.229222,1.0643346,0.93439996,1.3581592,0.8396696,1.1851506,0.8628093,1.3448538,0.9021565,1.0855935,0.64267045,0.752195,0.8185638,0.0,1.056703,1.2701082,0.60684884,1.0842103,0.96797794,1.2662997,1.0218389,1.2026708,0.75939345,1.0893689,0.88215625,1.2341835,0.9901946,1.322425,0.76779604,1.0855855,0.5091279,0.7666268,1.28988,0.9274523,1.3564427,1.1721976,0.9321425,1.1390576,0.852433,0.6224857,0.7272968,0.8994968,1.0549861,1.1826274,1.1546164,1.3882396,1.3027443,1.1963065,0.3080911,0.48475784,0.69965005,1.0083722,1.0908798,0.56164014,0.8780401,0.62514186,0.9519832,0.9711254,1.2598526,0.67970586,1.161665,1.0560099,1.2516063,0.9380409,1.3522775,1.1332444,1.3707017,0.8641806,1.3554816,0.9979477,1.3550286,0.64663106,0.63107646,1.0906365,0.94354296,0.56586075,0.5805127,0.83205354,1.1979146,1.2909328,1.2497803,1.4642513,0.90035623,0.8700707,0.7790845,1.045802,0.58344424,1.1448562,1.2940866,0.914845,1.1079206,0.8992695,0.6809969,1.0139856,1.2153583
frog,0.4999441,1.1442271,0.87875956,1.208853,0.8200818,0.8711469,0.7427876,0.9224827,1.2310889,1.1755327,1.1679525,1.4174271,0.88858694,0.5721456,1.1193043,1.0000614,0.65906,1.0291287,1.0188339,0.95398337,1.02067,1.0365515,1.1104636,0.60473084,1.3312253,0.9938137,0.9446382,1.2202654,1.3313221,0.9989931,1.3024542,1.2162763,1.1778054,0.7649213,1.2164938,1.0343288,0.92416966,1.17285,1.0623035,0.81026477,0.4900242,0.50427806,1.3085458,1.2479334,1.1744169,1.2151604,0.8282828,1.121964,1.0709342,1.1618594,1.0429583,1.0364825,0.9017602,1.1574433,1.056703,0.0,1.14078,0.9822856,0.8080474,0.5990417,1.1273761,0.61711735,1.1149166,0.8731588,0.5750794,1.1549762,1.2412499,0.99811065,1.2629617,1.2443181,1.2567163,1.0392393,1.0471532,0.8791382,1.2946275,0.9556842,1.059083,1.1067411,0.7371229,1.0800439,1.123857,1.162637,1.1309507,0.8778203,1.2555001,0.70178187,1.2672492,1.2691503,0.85524,0.94387215,0.9530896,0.97557014,0.8905756,0.68367636,1.1727076,0.9127863,0.9665134,0.60735136,0.96698743,0.98510545,0.9550504,1.4114294,0.2923146,1.2569609,0.7933873,1.2994428,0.9674684,1.2742362,0.904343,1.2388928,1.1977754,1.0703791,0.9056744,0.8542014,1.1099391,0.9008987,0.9169198,1.055234,1.0249503,0.8862927,1.3035223,1.1851875,1.0865028,0.8652296,1.146112,1.1303765,1.0594385,1.1669633,0.50561404,0.924066,0.9617846,0.82531106,1.1537821,1.0318639,1.2618706,0.79537284
glass,0.8563809,1.2682419,1.1578753,0.7565236,1.1522828,1.2167078,1.2773669,0.9753022,0.6854273,0.7115852,1.2389967,0.8168193,0.6647738,1.3471639,0.7681536,0.89353144,0.96028924,1.2552705,0.9634316,0.7966866,1.2644708,1.2255853,0.81378955,1.2997878,1.150296,0.9168845,0.93790156,0.91770387,0.87293357,1.3310808,0.7389625,0.6522566,0.91800696,1.0521561,0.80256355,0.9561118,1.4664102,0.67309064,1.2106549,1.3693869,1.0426863,1.0650147,0.97462416,1.0542233,0.81154144,0.99286085,0.77862465,1.0329716,0.78073716,1.1218991,0.8636658,1.2135111,1.1603377,1.2289354,1.2701082,1.14078,0.0,1.4001733,1.1082805,0.85206765,0.78946996,1.1666754,0.7671701,1.4608157,1.1794114,0.9057518,0.82466775,0.58238614,0.8467246,0.77328694,0.9115452,1.2418764,1.1901393,0.7832953,0.96222657,0.71747565,0.9003532,1.0355647,0.9411015,1.2999799,1.3883042,1.2358382,1.0696596,1.0039594,0.77052844,0.9634239,0.76090133,0.85347855,0.85282373,1.4293567,1.4773133,1.331948,0.79595244,1.2018089,1.4001274,1.0010619,1.1015539,1.3090954,1.0566287,0.77535975,1.1504135,0.7842809,1.1640584,0.8125535,0.8565737,0.7933405,0.90548736,0.85936916,0.8873286,0.70269835,0.75478184,0.5982109,1.4021478,1.2018304,1.0779138,0.9817709,1.1041217,1.3094449,1.1302118,0.76263857,0.8083232,0.8061255,0.61195874,1.1418906,1.2370999,1.2524467,0.628216,1.3997753,0.97807986,0.51711154,0.8982784,1.1483628,1.0198795,1.3805944,0.819052,0.9272657
glasses,1.3779379,0.6992161,0.575227,1.3959299,0.7316437,0.72760224,0.58710223,1.2338154,1.4488945,1.4315847,0.5614598,1.4128766,1.3803139,0.73699886,1.4390962,1.2579722,1.2088603,0.48924184,0.9099721,1.4060924,0.4340315,0.8982984,1.1736887,0.7277682,0.9826575,1.0120478,0.9820873,0.9470095,1.4245975,0.5729699,1.4016848,1.3875538,1.0698491,1.1191497,1.3943068,1.0705496,0.29352152,1.5050006,0.56911546,0.7128944,1.2028785,1.160193,1.2101595,1.1424646,1.2333561,0.75501764,1.0774834,0.91477835,1.0109991,0.71367157,1.0831819,0.34869385,0.7234627,0.9792749,0.60684884,0.9822856,1.4001733,0.0,1.2421665,0.99532974,0.94300205,0.76187944,1.1769297,0.36162406,1.0450826,1.0059289,1.26629,1.2308222,1.2821395,1.1213689,1.2638788,0.65898275,0.95774335,1.2787026,1.177113,1.4784698,1.0423969,0.6887572,1.1662414,0.30233192,0.8197443,0.5458597,0.46721578,0.85800874,1.3947117,1.1102886,1.3215958,1.2224592,1.2692422,0.38014925,0.3515454,0.78957987,1.13889,1.0187751,0.65448296,1.0368677,0.60143,0.89423394,1.1128272,1.3871781,0.90943754,1.3922763,1.0311793,1.2116295,1.1847287,1.1892381,1.1604234,1.2891395,1.2015709,1.3171415,1.3816831,1.4665494,0.460343,0.89535725,1.2074399,0.91810954,0.9080736,0.5489585,0.7393984,1.33428,1.1107641,1.3473376,1.480834,0.9221141,0.44551826,0.4687943,1.3227417,0.78936243,1.165231,1.4489112,1.070445,0.965271,1.1194888,0.24933356,1.1825008,1.2449892
glove,0.8050586,0.91105497,1.13888,0.7866839,1.0581771,1.0435697,1.1014864,0.92404145,1.0495855,1.0865422,1.1556852,1.1051372,0.9046829,0.8487046,0.8664404,0.92944634,1.0058018,1.1332425,1.0002542,1.019777,1.063001,1.1340322,0.99039644,1.0762212,1.1090863,1.1724374,1.0618052,1.0467201,1.0690641,1.1525087,1.1526803,0.9869425,1.0737385,0.9055172,1.0339181,0.9910619,1.242301,1.1052228,1.1450518,0.9893385,0.5757578,0.8079592,1.160428,1.0938083,1.0948519,0.9452292,0.9423365,1.0501466,1.0838894,0.92049176,1.0394498,1.2295812,1.1014642,0.6754619,1.0842103,0.8080474,1.1082805,1.2421665,0.0,1.0193938,1.0847222,1.1156839,0.79699993,1.0175956,0.9001383,0.9992495,0.966674,1.0440147,0.91623944,1.1115545,1.2639219,1.171231,0.6033965,0.81664115,0.9038145,0.41230953,1.1195321,1.124198,0.92853373,1.181463,0.9088206,1.0932586,1.0680578,1.0157465,1.1004777,0.86065716,0.9169636,0.9590906,1.0241808,1.1602256,1.2280931,0.8788709,1.0906628,0.80338717,0.9401612,1.0780149,1.12726,0.90239906,0.8140829,0.917063,0.7926563,1.1763282,0.9554818,1.0258564,0.9318458,1.0680814,0.7655913,0.86152786,0.7865007,1.1503017,0.9348814,0.97662187,0.9555912,0.8555112,0.52472496,1.0834529,0.9591086,1.259891,1.1639001,1.0391253,1.1088625,1.0799575,0.9724572,0.9089086,0.9871845,1.2546948,0.9820531,0.91684467,0.832422,1.0108598,1.1121529,1.1238066,1.0816343,1.1335067,1.2574254,0.94992065
gum,0.93613595,1.0859668,0.8670384,1.1260303,0.82687455,0.86526597,0.8558184,0.85915685,1.1622669,1.2513378,1.0877815,1.2774277,0.8266492,1.0512879,1.1828501,0.8079555,0.6108089,0.97689927,0.8766908,0.75079644,1.008947,1.2225724,0.88576543,1.0439161,1.1972351,0.86897033,0.70745164,1.3259826,1.2599607,1.0559394,1.2257988,1.0497868,0.9905246,0.7028429,1.2354838,0.8921459,0.7705349,1.0972846,0.9415768,1.0933225,1.0666609,0.8751522,1.254343,1.148828,1.2033126,1.0540732,0.67643094,1.2146475,1.1023235,0.8739703,0.93023336,0.92987424,1.0600191,1.1451023,0.96797794,0.5990417,0.85206765,0.99532974,1.0193938,0.0,1.1359208,0.8264339,0.8984257,1.0368285,1.040249,0.98879844,1.2274938,0.807371,1.2127697,1.0592164,1.2280763,1.1596022,0.95963544,0.8330846,1.2156919,0.9173378,1.039125,0.80899286,0.95498747,0.9777461,1.1115731,1.0390598,0.9657025,0.7148844,1.1791644,1.0197462,1.1778388,1.2268507,0.85233706,0.90597904,0.89201456,1.1913065,0.6339679,1.0631118,1.2672403,1.112887,0.83445185,1.0721792,1.0065509,0.96818036,1.0093162,1.366209,0.89998066,1.2613025,0.8267182,1.3141116,0.757279,1.2160436,0.71766764,1.2614175,1.1413563,0.9969884,0.8659227,0.9731629,0.9182201,0.893485,0.8677267,1.1861215,0.9904272,0.7476506,1.3212208,1.2556986,1.0000137,0.74523556,0.96473104,0.88015234,0.61102337,1.1587087,0.46131462,0.72119164,1.1904914,0.9461679,1.1626096,0.9570439,1.3184917,0.9563552
hair,1.0421295,0.9404393,1.1147602,0.769842,1.1698941,1.1947753,1.2022681,1.2800704,1.0228425,0.8121028,1.0261306,0.93946517,0.8155897,1.1860648,0.94073147,1.1946247,1.0908586,1.1833227,1.2762314,1.0946275,1.0462704,1.1813974,1.3051713,1.1704711,1.2897382,1.0848337,1.0568235,0.93704134,1.102801,1.2296236,0.9174553,0.9611925,1.0851537,1.1640339,0.82472575,1.1194034,1.2691599,0.9522925,1.242973,1.122619,1.005883,0.8483472,1.01305,1.074229,0.7417333,0.75009215,1.0197157,1.0656115,0.07910007,0.82958186,0.8677142,1.0959102,1.1706429,1.0723215,1.2662997,1.1273761,0.78946996,0.94300205,1.0847222,1.1359208,0.0,0.8882756,0.73840433,0.8967321,1.0746783,1.043685,0.9241896,1.1825155,0.8183749,0.99731106,0.9683089,1.2533156,1.1991031,0.93005025,1.0887979,0.89138705,0.9490604,0.72192276,0.8191387,0.9989455,1.3365556,0.91813326,0.6237333,1.0454332,0.91909903,0.9408225,0.72851676,0.81796956,0.96703523,1.2577679,1.2190315,1.1820827,1.1360953,0.97712827,1.2166545,1.1044455,1.2844733,1.1673331,1.1196325,1.0275167,1.221564,0.9455975,1.0677794,0.7130173,1.1386979,0.5994431,1.0126449,0.78346443,1.1484388,0.8220689,1.1112142,0.95557696,1.149092,1.2532582,1.0073748,1.1596282,1.3205242,1.1892912,1.0705051,1.0745739,0.5795115,0.93939626,0.9043764,1.243896,0.7955606,0.9061686,0.969624,1.3213768,1.2238158,1.0559896,1.1202648,1.0705081,1.1624632,1.0723622,0.95178753,0.9838787
hamburger,1.0494379,1.0651374,0.7212723,1.2910794,0.72773945,0.64568186,0.7628285,1.0691365,1.2877016,1.2034013,1.0193387,1.3663971,1.1529474,0.7296175,1.2418958,1.1550939,0.9712652,0.71799225,0.9905305,1.128177,0.7889188,0.88894844,1.0565618,0.6476985,1.0373912,0.97680676,1.0651436,1.1287313,1.2435334,0.7801415,1.204005,1.1837083,1.2286382,0.958873,1.1896079,1.143268,0.71180016,1.1713345,0.8037539,0.808722,0.97225845,0.82756466,1.1618534,1.1913726,1.135472,1.0944852,0.96775323,1.0939308,0.87815183,1.1256037,0.96433264,0.89582884,0.81294954,1.1613455,1.0218389,0.61711735,1.1666754,0.76187944,1.1156839,0.8264339,0.8882756,0.0,1.2605845,0.6122457,0.98481005,1.1939272,1.2428902,1.0720325,1.2549534,1.322867,1.1366739,0.87463194,1.0376279,1.1714096,1.1080835,1.2328632,0.9823525,1.0136335,0.87503153,0.7232294,1.0132234,1.028122,0.8941011,0.8757646,1.2540271,0.6801771,1.2386153,1.273667,1.1155733,0.79116654,0.7815279,0.8734491,1.0965686,0.8644576,0.99722946,0.960032,0.9362569,0.8976401,1.056575,1.2618487,1.0177531,1.2291417,0.65719086,1.2049487,1.1075927,1.1802261,1.0901439,1.2711349,1.0944066,1.1654037,1.3319674,1.2020817,0.7542086,1.0044262,1.2014707,0.9908026,0.98064935,0.8913809,0.894954,1.0119338,1.1533742,1.1442126,1.2165669,0.8587954,0.9158412,0.96534127,1.2116716,0.9857446,0.7462042,1.1542215,1.1118611,0.9899511,1.0147852,0.6651801,1.1258774,1.0415685
hand,0.80479026,0.8482738,1.2762141,0.38030708,1.3072668,1.3741237,1.2518967,1.2682751,0.9461629,0.929247,0.96326554,0.86945885,0.56991065,1.2730274,0.85678947,0.9970525,0.9724493,1.4167526,1.2253431,1.0414749,1.2297697,1.3657165,1.2570302,1.2819247,1.3422244,1.1871095,0.687015,0.9919095,1.1192099,1.3930657,1.072337,0.8928668,0.8682754,1.0830222,0.9455252,0.93050444,1.3396024,0.9962658,1.3875962,1.1711335,1.0332499,0.98874414,1.1259526,0.9844126,0.8434739,0.6650588,0.91154724,1.0604823,0.7717906,0.3561113,0.8448029,1.1165606,1.3600035,0.8194715,1.2026708,1.1149166,0.7671701,1.1769297,0.79699993,0.8984257,0.73840433,1.2605845,0.0,1.2599189,1.0853107,0.86847204,0.8824307,1.1077064,0.63425684,0.7659765,1.1294638,1.40832,1.0258456,0.6416836,1.1564406,0.48915637,1.1263978,0.74066556,0.9733373,1.2267759,1.3206224,0.81142795,0.7620935,0.8984279,0.8581837,1.1425264,0.6172367,0.6077549,0.84367406,1.2894654,1.2897674,1.3051739,0.99035066,1.0980407,1.3189727,1.2330351,1.2497191,1.1951439,1.0727187,0.81264573,1.2574254,0.99656355,1.1106758,0.755369,0.93974566,0.7255633,0.83155596,0.5540168,0.85630476,0.92864513,0.9528779,0.8961464,1.1708575,1.2323672,0.6037445,1.0915624,1.1791316,1.3800898,1.1233245,1.0517426,0.7152457,0.9228075,0.8553926,1.2133932,0.66950077,0.9698502,0.54013634,1.3628244,1.2028608,0.8535731,1.0379591,1.0433471,1.31406,1.217145,1.1007041,0.92778736
hat,1.3649037,0.50741315,0.63920486,1.4289556,0.5999241,0.49546468,0.6050488,1.0877445,1.4749511,1.4819814,0.7929649,1.5006194,1.398588,0.70578206,1.4836092,1.1798803,1.1874979,0.42420346,0.81556547,1.328378,0.49852777,0.7615633,1.010864,0.65989494,0.84494495,0.9844752,1.0807803,1.0843786,1.3812133,0.5477963,1.4132085,1.381508,1.1972349,1.0387446,1.4292649,1.1651757,0.42207766,1.4845455,0.56659573,0.5936913,1.110854,0.99076647,1.1842821,1.1958412,1.2174045,0.8214972,1.0053884,1.0513564,1.0118287,0.82889247,1.1496162,0.6740793,0.6491238,0.85281163,0.75939345,0.8731588,1.4608157,0.36162406,1.0175956,1.0368285,0.8967321,0.6122457,1.2599189,0.0,1.010642,1.1427178,1.2435396,1.1357299,1.2820187,1.2515309,1.2991223,0.67692035,0.88812554,1.2290854,1.1444037,1.3557677,1.1029596,0.9343193,0.9877708,0.3520441,0.8175999,0.67192686,0.6880369,0.89600784,1.4266518,1.0471877,1.3622036,1.2609282,1.3845205,0.5157203,0.5382779,0.5432168,1.2263701,0.9149109,0.6998632,1.0036179,0.7268037,0.8221544,1.0370382,1.2707598,0.781598,1.4179012,0.93170506,1.2545114,1.2669578,1.2088462,1.0906494,1.2688804,1.2275068,1.3762882,1.4138577,1.5176221,0.36380398,0.80951667,1.0887535,1.0106013,0.82877094,0.73624516,0.76950777,1.2703676,1.1186683,1.3517566,1.5383658,0.7512424,0.5246691,0.7229482,1.4632671,0.76495636,0.9292383,1.4497664,1.2076126,0.96111435,0.9902864,0.25998843,1.2381623,1.2463143
horse,0.6513878,0.9903017,1.0598813,1.1014496,1.0545017,1.0533018,1.1056321,1.1065264,1.1545241,1.1113664,1.0524113,1.172706,1.0013905,0.680267,1.0844086,1.0128673,0.9050655,1.0936942,1.1187739,1.0166763,1.058034,1.0124016,1.1396095,0.75008285,1.1448549,1.0189967,0.9451387,1.0898389,1.1256423,1.0727226,1.1200292,1.1031997,1.101108,0.9489871,1.100317,0.9842974,1.0718396,1.1268559,1.0829954,0.53670204,0.3710636,0.6891271,1.058626,0.998991,1.0509886,1.0691985,1.0199759,1.1014223,1.0685302,1.0853084,0.9462332,1.0794079,1.0183977,0.9862941,1.0893689,0.5750794,1.1794114,1.0450826,0.9001383,1.040249,1.0746783,0.98481005,1.0853107,1.010642,0.0,1.046125,1.1533709,1.0685444,1.141967,1.171505,1.0986611,1.0633769,1.1291533,1.1248991,1.0718423,1.0405632,1.1245499,1.017592,0.85083455,1.1012,1.0529237,1.0184311,1.0766261,1.0701159,1.1276145,0.9547018,1.1369607,1.1185282,0.91524315,1.0727451,1.0331513,0.9607599,1.0979033,0.34948128,1.0648583,0.9742104,1.122791,0.10621333,1.0851262,0.98551244,1.042877,1.1591703,0.3775159,1.122605,0.956106,1.145372,1.0780743,1.1120167,0.9740057,1.1152544,1.1349505,1.1638533,1.0717474,1.0151178,1.0748928,1.0217543,1.0609277,1.0584297,0.9490016,1.0335196,1.173619,1.0966616,1.1181831,1.0369251,1.0916594,1.0170162,1.1584045,1.0926803,0.9688093,1.1117889,0.91972536,0.8067403,1.1088384,1.1004974,1.1001543,0.5617546
hose,1.053189,0.9843049,1.1728636,0.8355274,1.1477962,0.98354614,1.2057359,1.0558093,0.93947446,1.0213531,1.1395633,0.9131164,0.9047265,1.0414264,0.93666494,0.8093011,1.0040416,1.2135586,1.069554,1.0130749,1.2061317,1.0607426,1.0431942,1.1428883,1.0708629,1.1469371,0.9418332,0.9042517,0.934881,1.0368499,1.0776235,1.0998807,0.831504,0.9610674,1.1184788,0.7588134,1.0475727,0.9547418,1.1848114,1.0522426,1.0717653,1.0951476,0.9860996,0.9037821,1.0427285,0.87771153,1.1008441,0.8642784,1.0812428,0.9866356,1.0744134,1.190786,1.2429389,0.8854547,0.88215625,1.1549762,0.9057518,1.0059289,0.9992495,0.98879844,1.043685,1.1939272,0.86847204,1.1427178,1.046125,0.0,0.95984966,1.0285468,0.8965916,0.7036488,0.96169215,1.0554278,1.0135454,0.93823767,0.9854471,0.8662715,1.2102927,0.92283404,1.0683246,1.2210019,1.0267701,0.74029803,0.94174415,1.0625236,1.0004189,1.1525333,0.90543646,0.9883199,1.0585152,0.90553725,0.98446167,1.0964456,0.9745615,1.0838051,1.2735553,1.0319129,1.1849089,1.0674273,0.9929347,0.9086612,1.1940295,0.9679619,1.1528176,0.9404767,0.40578222,0.9629356,0.8409742,0.9331714,0.8649477,1.016116,0.9162898,0.78984255,1.1334478,1.0593914,0.84070754,1.176321,0.8588558,0.7120319,1.0927448,1.024835,0.9789266,0.81905437,0.9933173,0.9899299,1.0982141,1.0771642,0.6540442,1.0159382,1.0587687,0.9562928,0.91774035,1.1841472,0.91257864,1.190205,1.0787717,1.0159086
jacket,0.87868375,1.0281106,1.3738749,0.7423014,1.4121232,1.3641026,1.2742227,1.0940955,0.7078829,0.5976284,0.97860444,0.6261349,0.6150822,1.350941,0.46395975,1.0537138,1.0942959,1.3676088,1.3348192,0.96482784,1.3803686,1.201722,1.1501532,1.3453184,1.0199884,1.0573084,1.1129512,0.7443482,0.80478823,1.339004,0.8303666,0.87164116,0.9424693,1.1458113,0.66277033,1.0290779,1.3947619,0.8503274,1.4063631,1.2269777,0.99369186,1.04481,0.9503757,0.9781517,0.34918094,1.026631,1.1695253,0.93292046,0.91453195,1.049996,0.97003555,1.1399844,1.308579,1.0174127,1.2341835,1.2412499,0.82466775,1.26629,0.966674,1.2274938,0.9241896,1.2428902,0.8824307,1.2435396,1.1533709,0.95984966,0.0,1.1849157,0.32110167,0.8190477,0.9619642,1.36241,1.2013918,0.8318428,1.0154338,0.66627604,0.8507862,1.1483756,1.0615938,1.2939185,0.8459704,0.94528556,1.1836063,1.1568371,0.73633075,0.9982762,0.39624858,0.3466419,0.8516531,1.362364,1.3200715,0.9978926,1.0357571,1.1327825,1.0309563,1.1394705,1.3651818,1.2291859,0.8553746,0.50526285,1.1945317,0.7628615,1.2445607,0.5700581,0.9914414,0.37106133,0.7338502,0.41258878,1.1854414,0.65993696,0.88529813,0.79118776,1.3134621,1.2955315,0.7434255,1.318881,1.286042,1.0811689,1.1876719,1.0266129,0.350155,0.8012004,0.7703615,1.34625,1.1526725,1.1813974,0.8933722,0.86925244,1.3194337,0.9307424,0.92325646,0.844453,0.97499454,1.3069043,0.9458762,0.8895171
