,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.3029275,0.42999208,0.7450432,0.98666954,0.78692865,0.98804855,0.8808107,1.2622517,1.378695,1.3802687,0.8125881,1.3637335,1.1989015,1.3018346,1.3361652,1.3015347,1.2546358,1.0681146,0.9679998,1.2715635,0.5701702,0.9093485,1.131554,1.3006573,1.1833508,1.1487871,0.94857365,1.1626359,1.3801221,1.0481025,1.3008711,1.1310098,1.1722806,0.79277223,1.1008294,1.3175247,0.65968883,0.7250506,1.4696295,1.0997936,1.1270547,1.3298454,1.1547257,1.2943168,0.91404736,1.0677905,0.92036647,0.42751354,0.75920427,1.1074209,0.4106897,0.9843706,0.0,1.023476,0.86349136,1.0867394,1.0689001,0.81679344,1.196244,1.2546216,0.36510658,0.925513,1.0044549,0.88332766,0.84141695,0.37039077,0.5857794,1.1214814,0.96355015,1.1933117,1.249264,1.1004198,0.7415433,1.3064529,1.0927273,0.7991863,0.937004,1.0560805,1.229094,0.5427275,0.8795754,0.61620045,1.0496572,0.33824873,0.42756826,0.8270105,1.2753236,1.082701,1.1675582,1.1439215,1.2323755,1.2076824,0.8314575,0.7388586,1.016695,0.8476511,0.9552604,0.8082694,1.2184565,0.9778525,1.142696,1.0177746,0.98731744,0.9627935,0.7668827,1.3308522,1.0974884,1.2569095,1.0235754,1.1445086,1.035507,1.121696,0.6853118,1.1825768,1.1492443,1.2634112,1.4205495,0.72590005,1.1301448,0.7110816,0.99838376,1.0200764,0.8625896,1.1175566,0.64400816,1.2861236,1.0610349,1.4771689,0.973097,0.12992156,0.41550058,0.9338807,1.12117,1.2610592,1.3010798,1.2170093,1.2397789,1.111121,0.7238797,1.3987719
firetruck,0.9215595,1.0543231,1.0126901,1.235985,1.0432419,1.124311,0.89772534,0.96009195,1.1141932,1.1401513,1.0985081,1.1453949,1.18892,1.0153776,1.1346357,0.8250611,0.9481405,1.0207223,0.9979867,0.97052073,0.89744693,0.9846323,0.94806296,0.9506318,0.9211757,0.70941806,0.95236194,1.1380091,1.0746958,0.9472542,0.9982344,1.1136153,1.0469831,1.004118,1.0248966,1.1056682,0.9536826,0.94532865,0.9964719,1.0976676,0.9171131,0.94791216,0.93380976,1.0372431,1.0015622,1.0891185,0.94519967,0.8776454,1.0666932,1.0642722,1.1000544,1.1446002,1.023476,0.0,0.992732,1.0591562,1.03379,0.9791787,0.834777,1.1345747,1.0615493,1.0356181,0.9542257,1.120688,0.9489288,1.1264566,1.0526756,0.8913658,0.85229504,1.1020992,1.020743,1.1746584,1.0854427,0.9824773,1.0253285,0.92814183,1.0819546,1.1104386,0.94060445,1.1019866,0.91389555,1.071046,0.95917344,1.1211823,1.115275,1.0097017,0.9828387,1.0244694,1.179302,1.1925153,1.1102229,1.03363,1.015949,1.0322651,0.88891006,0.99762994,0.96311116,0.9543849,0.9053769,0.981854,0.8647962,0.9326908,1.0601387,0.8185016,0.98956037,1.030695,1.021123,0.8696339,1.0842867,0.96356523,1.1435438,1.0496348,1.084764,1.0780215,1.1092216,0.99323267,1.0004438,1.0295234,1.0297765,0.999222,1.1682782,1.0294818,1.1289964,1.0586258,1.0320029,0.9674428,1.1485242,1.0645946,0.9680905,1.0741436,1.0302335,1.1417854,0.96521,0.7511644,1.0120409,0.81126916,0.7188374,0.91922235,1.0460407,1.0092937
fish,0.8067243,0.855699,0.6379587,1.259579,0.68874836,0.6102771,1.0529883,1.2168074,1.2662606,1.3463191,0.61460626,1.3292642,1.2949543,0.7783589,1.2697684,1.0477576,1.1090875,0.73435986,0.7624018,1.2529161,0.81165665,1.0084343,0.9590931,0.96594375,1.1649681,0.9467003,0.8356832,0.826755,1.3640761,0.8436519,1.2422129,1.2425709,1.1059206,1.1075902,0.9430561,1.2889642,0.9529749,0.4947672,1.4059045,0.69849443,0.8532913,0.95218796,1.1650624,1.2905682,1.0266552,1.1852202,0.5047937,0.96993023,0.88197416,1.190125,0.8898349,1.2291489,0.86349136,0.992732,0.0,0.72034824,1.1427008,0.8293825,0.8531984,1.3390568,0.7185665,0.9494565,1.0294033,1.2302561,1.2203063,1.1610548,1.0199785,0.83466667,0.97690946,1.2762668,1.253398,1.2577174,0.8751042,1.2303354,0.81000215,1.1039642,0.96744686,1.1394227,1.0890195,1.0525975,0.68154556,0.6369535,0.86399335,0.75717723,1.0050144,0.8324841,1.1811701,1.0535381,1.3386807,1.3292519,1.1985524,1.0749242,0.54355055,0.6088879,1.0389663,0.7825203,0.69052064,0.7498546,0.9738441,0.68762827,0.8720722,0.90715253,1.1411349,0.73666525,0.92121804,1.3210464,1.130331,0.9565702,1.161536,0.92871475,1.2761456,1.2778882,1.1382065,1.1501104,1.0310903,0.93059444,1.3271136,0.561398,0.8799369,1.0244192,1.153643,0.73405206,0.84826577,0.9610667,0.89016545,1.4017372,1.3029664,1.381774,0.7735491,0.7783445,0.7179868,1.1135988,0.9196191,1.1656336,1.1267493,0.97083724,1.1292304,1.0619379,0.5532297,1.062219
flower,1.1698734,1.0401729,0.47701108,1.3652934,0.3798265,0.74843067,0.9576657,1.1707668,1.3457661,1.3070358,0.7723323,1.3559566,1.3909872,1.1427273,1.3458806,0.83615613,1.0889783,0.20429152,0.53788525,1.1460674,0.76769865,0.78327644,0.5667752,1.0919038,0.8388513,0.65867203,1.0970848,1.074405,1.1719973,0.55666494,0.92430234,1.0336239,1.2843103,1.202854,0.92844933,1.2874773,1.0909702,0.3119732,1.1941423,0.2022872,0.94618267,1.139874,1.0443732,1.023032,1.1257291,1.3028935,0.59543777,1.1393871,1.016881,1.3279936,1.1383033,1.161072,1.0867394,1.0591562,0.72034824,0.0,0.98328483,0.9091273,1.0715027,1.2169663,0.7223506,1.2626667,1.2041763,1.1671711,1.2849138,1.4055039,0.7433491,0.93764913,1.1001812,1.1702781,1.1699775,1.4442766,1.1135682,1.0047721,0.41337729,1.1346014,1.1079551,1.4968059,1.1013975,1.1461487,0.9326357,0.32628167,0.80747557,0.77643645,1.1450682,0.72959846,1.1108934,1.0652398,1.3982307,1.415349,1.2881033,1.1076936,0.30749238,0.32594746,1.1409726,1.0005642,0.80420375,0.3067627,0.8306794,0.83431804,0.955473,1.0127145,1.2318193,0.7119537,1.0288488,1.1593142,1.3117497,1.1196079,1.2534192,0.9943997,1.2755456,1.2290267,1.3527106,1.0764649,1.0315497,0.95526445,1.2088312,0.31669712,1.0559077,1.2253746,1.1639717,0.6143773,0.9143851,1.1799269,0.98063403,1.3086017,1.2854944,1.3083879,0.6265514,0.82188916,1.0003089,1.2573779,0.8545887,0.82822526,1.1040145,0.9688453,0.9898661,0.62936646,0.27684766,1.0344018
foot,1.1530652,1.1450156,1.1072798,0.9859284,1.0806884,1.0749278,1.0706704,1.0327466,1.0979939,1.0453315,1.1283271,1.0308105,1.0337254,1.0948055,0.8819738,0.99397254,1.0683062,0.9297676,1.0315945,0.87510455,1.0996342,0.91270196,0.9138013,1.0346564,0.8245573,0.89708847,1.0961926,1.0803838,0.8343614,0.9607847,0.80094844,0.94245523,1.0734932,0.91084015,1.1699138,0.99105144,1.089751,1.1049913,0.9185522,0.9815627,1.0045737,1.0331457,0.9865824,0.8280618,1.1427996,1.1276875,0.95477134,0.8989847,1.2262679,0.9588374,1.1718336,1.1017805,1.0689001,1.03379,1.1427008,0.98328483,0.0,0.8539537,1.1469924,0.9985167,1.1822268,0.80835545,1.0650401,1.0803723,1.0979207,0.93254936,1.0285795,1.0798173,0.9949077,1.0301359,0.9453422,0.92678326,0.9030909,0.9552046,0.86540294,0.6724226,1.0677186,0.93799603,1.0896242,1.0042267,1.1163929,1.1013558,0.7879836,1.0995861,1.0593902,1.201956,0.9313528,1.0571826,0.9540119,0.9724186,1.0814867,1.0632417,1.0615278,1.0354497,1.0297003,1.1205802,0.9201213,0.9906593,0.79780316,1.1870512,1.0632524,0.96099365,0.8299146,0.9869534,1.0048606,0.8700577,0.97207475,1.0910792,0.9011688,1.0972961,1.124492,0.5049648,0.9957299,0.9973906,1.0888641,0.98465914,0.9603292,1.0231702,1.1484388,1.2149193,0.4050426,0.98256725,0.82712597,0.950277,1.0897385,0.8106707,1.1117136,1.0469748,1.0330734,1.067528,1.1352396,0.9916798,0.76895493,0.9707933,1.1360922,0.9775591,0.9526685,0.756084,1.1002269,1.0025132
fork,1.1676724,1.0235333,0.98477286,1.2482855,0.96433455,0.9113682,0.99027765,1.0691987,1.1929601,1.3814139,0.9811877,1.239799,1.3826144,1.2604315,1.2781069,1.0966285,1.1402813,0.81548667,0.73825514,1.0017487,0.86238426,0.5353911,0.7565397,1.0059167,0.6757396,0.8809835,1.1277698,1.0969862,1.0682958,0.5621153,0.95525205,1.1477228,1.0323662,0.38178015,1.147321,1.3241109,0.9340478,0.6704445,1.1034428,0.84569746,0.9589542,1.1865697,1.1189773,0.9329731,0.81815374,1.2798963,0.8498988,0.93934083,1.0372797,1.2719579,0.87377393,1.2605317,0.81679344,0.9791787,0.8293825,0.9091273,0.8539537,0.0,1.1655154,1.2222707,0.8417369,0.9413077,1.0083296,1.2218835,1.2148819,1.0523591,0.9838642,1.0576534,0.80619895,1.3089553,1.0439068,1.3885502,0.3076192,0.7131832,0.47379994,0.9788336,1.0279506,1.2574216,1.2153366,0.9546645,0.96807384,0.86624634,0.582175,0.7269429,0.93754846,0.98148906,0.9510414,1.1105523,1.4421117,1.393629,1.2738869,1.3059163,0.58859575,0.5025907,0.9917027,1.057723,0.8453471,0.86530155,0.8319255,0.83803,1.0557797,1.0535269,0.9533706,0.73407406,0.9259063,0.9618909,1.1354901,1.1190351,0.98605186,1.0050644,1.3226702,1.147029,1.1438899,0.85531497,0.9467971,0.6772512,1.2782484,0.82338333,0.9519377,0.9594231,0.90309757,0.99147344,0.4355507,0.8050169,1.0427954,1.1000054,1.3545847,1.2694049,0.8299898,0.8111098,0.9656704,0.7694539,0.65567535,1.0847695,1.0584116,0.98663586,1.118222,0.48321712,0.8221586,1.071906
frog,0.2053175,1.1451366,0.9807901,1.2795885,1.0363673,1.1486816,0.70305604,1.024131,1.2423061,1.2511743,1.106014,1.2836998,1.1165172,0.6514944,1.2126138,0.8689494,0.74674565,1.059845,1.0701159,1.0454127,0.8435352,1.2354543,1.2214937,0.36648118,1.3466172,0.89011836,0.9690712,1.0291325,1.3701516,1.0541849,1.1812745,1.1746861,1.0125983,1.2016636,0.64194316,1.240558,0.8898342,1.021316,1.1477647,1.1777151,0.70188034,0.30631137,0.56777817,1.2833667,1.1784414,1.1844537,1.0486177,0.92666733,0.9689989,0.87892824,1.1514949,1.0557035,1.196244,0.834777,0.8531984,1.0715027,1.1469924,1.1655154,0.0,1.1960691,1.1183074,0.90344965,0.81355965,1.09704,0.757799,1.1389819,1.1101513,0.50765854,1.0384781,1.214787,1.0203056,1.1539342,1.1669562,1.2353082,1.1006331,1.1228415,1.0551937,0.87993723,0.82012415,1.1525439,0.760644,1.1929471,1.1273892,1.2371498,1.1276959,0.83026266,1.2799911,0.87941957,1.1688894,1.1089185,0.82065964,0.7457054,1.124839,1.1365806,0.76771915,0.9350337,1.1822999,1.1546305,0.8806288,0.7355774,0.46018612,0.6714172,1.11955,1.0983145,1.0245721,1.3737428,0.9106582,0.295349,1.1207538,0.6430302,1.2286468,0.94115216,1.2353463,1.2532655,1.2420552,1.1982309,1.0597076,1.064197,1.0756516,1.0383788,1.2261832,1.0493109,1.2228771,1.0446434,1.0445178,1.1755813,1.2258413,1.1321336,0.84803295,1.2329258,1.1235056,1.0435779,1.1756732,0.6813172,0.8588079,1.0045438,0.8305725,1.1982011,1.0969542,1.2126304
glass,1.1087333,1.1858443,1.2589095,0.67364985,1.2505975,1.1013936,1.0712379,0.5682206,0.5542267,0.52274835,1.3096843,0.6559958,0.66629195,0.9071741,0.7203275,0.94513154,0.8624935,1.2455274,1.2406512,0.8015863,1.3585514,1.2749939,1.1121122,1.0298667,1.0258664,1.2031105,0.9845463,1.0395226,0.783968,1.2924044,0.8305764,0.95951366,0.8361658,0.99547535,1.1456867,0.709772,1.1420255,1.4628531,0.51958233,1.1573894,1.1171395,1.0356729,1.1025788,0.7823081,1.0746354,0.75982153,1.3659837,1.1239009,1.0143925,0.8599802,1.1309932,0.74648225,1.2546216,1.1345747,1.3390568,1.2169663,0.9985167,1.2222707,1.1960691,0.0,1.3833328,1.0779438,0.7771399,0.85586256,0.85553706,0.88232046,1.3284037,1.1334813,1.0966625,0.83470136,0.71671337,0.7478571,1.1554557,0.80181235,1.1865488,0.9394234,1.0352547,0.8106185,0.8249727,0.97792584,1.1636591,1.3194106,1.3379807,1.3827095,1.1439993,1.2895405,0.83488655,0.88778764,0.636415,0.72655064,0.6802296,0.8779479,1.3707869,1.3656378,1.0795544,1.0877055,1.3272364,1.2322373,0.97288895,1.2771696,1.1454873,1.0975453,1.0099318,1.2550203,1.0940033,0.7058389,0.9578986,0.9890156,0.9828913,1.0209217,0.79539937,0.80032516,0.98159987,0.74582267,0.9905625,0.9544071,0.5330424,1.4675714,1.038756,0.9873694,1.0169923,1.1449351,1.0733781,0.78692424,1.1827093,0.7898854,0.7922462,0.5229,1.3290119,1.3445113,1.1635926,0.7883445,1.2793645,0.9794909,0.7667618,0.9698182,0.983661,1.2237113,1.4103255,0.5928424
glasses,1.2215396,0.31419265,0.60562766,1.2116357,0.59222996,0.92002636,1.0095446,1.3449208,1.4633651,1.4374641,0.6313126,1.4243703,1.3062787,1.2347893,1.4326298,1.2762779,1.3036119,0.7645986,0.77429295,1.3287957,0.5113087,0.82226396,0.9801137,1.2406803,1.1269274,1.0194424,1.0148323,1.0205374,1.3858871,0.80450696,1.2798305,1.107233,1.2875564,0.92477286,0.9649093,1.3709419,0.68670285,0.45511645,1.5003985,0.7947796,1.078543,1.27527,1.121187,1.2679588,0.9217504,1.1842469,0.73141015,0.7584799,0.87758625,1.2112154,0.33566797,0.96976316,0.36510658,1.0615493,0.7185665,0.7223506,1.1822268,0.8417369,1.1183074,1.3833328,0.0,1.0883887,1.2187165,0.8675372,1.166383,0.87941486,0.33501494,1.093987,0.9804716,1.2235146,1.3055644,1.2755771,0.8637363,1.2440542,0.8547509,1.1093979,0.9827922,1.3013253,1.2620568,0.69916195,0.76001847,0.3629722,0.9494118,0.24126196,0.41661,0.6955705,1.2997375,1.0643725,1.3540117,1.3150842,1.3423147,1.2302616,0.5499271,0.50783604,1.1418743,0.89661044,0.87691367,0.5062892,1.16676,0.9027925,1.1070222,1.0648456,0.9831035,0.867018,0.83875,1.3215067,1.1697689,1.2209731,0.99051595,1.0530267,1.138141,1.3108813,0.914244,1.1343303,1.0726299,1.2180696,1.4320658,0.39009404,1.0695124,0.8995178,1.2166625,0.85339856,0.8808539,1.1575078,0.760684,1.3475978,1.162501,1.572542,0.7595476,0.226053,0.4447214,1.1604557,1.0087056,1.2519583,1.3609357,1.1558003,1.2687594,0.92411673,0.39222026,1.3295145
glove,0.89171106,0.95676935,1.1318922,0.97280043,1.1192869,1.0522908,0.8714355,0.89622915,1.0438241,1.0307044,0.9583996,1.0550838,0.86610794,0.9910472,0.75390923,1.0335792,1.1450236,1.1540933,0.9780653,1.0813816,0.91647756,1.0785171,1.0458746,1.0266461,1.1021923,1.0081187,0.7985746,0.9927328,0.9964437,1.1098312,1.1887617,1.0548223,0.9144387,0.8964384,1.1339688,0.99396753,0.8363148,1.1305745,1.133539,1.2014879,1.1003417,0.9084676,1.0266243,1.2307442,1.0934577,0.8918046,0.99632704,0.81981313,0.93055886,0.843,1.0652909,1.1550523,0.925513,1.0356181,0.9494565,1.2626667,0.80835545,0.9413077,0.90344965,1.0779438,1.0883887,0.0,0.78362787,1.1379688,0.8151231,0.87174106,1.0135618,1.0258619,1.1085768,1.0417469,0.9815,0.7706393,0.88547516,1.2026601,1.1487131,0.94316167,0.985191,0.31007206,0.97768235,1.1161633,0.929874,1.1499714,0.77296084,1.067323,1.085848,1.0669844,1.077522,0.82426536,0.8199353,0.87107563,1.058422,1.1057975,1.2229567,1.2232413,0.8839435,0.93512505,0.7142963,1.2399946,1.0373862,0.94242835,0.9866148,1.0005133,0.648656,0.9689811,1.0032,1.171653,0.7831201,1.0689802,0.8898895,0.9535887,1.0200726,0.7621258,0.7698778,1.0945992,1.1398102,1.0481681,1.079031,1.0442544,1.1505216,0.9707655,0.71159184,1.1772134,0.90057,0.8705108,0.8694408,0.84026015,1.0175717,1.1525729,0.9267056,0.981508,0.96503633,0.96715945,0.79044825,1.0638838,1.1580304,1.1514078,1.1204786,1.0790747,1.0967762,1.1763439
gum,0.9937468,1.1189178,1.0241463,1.0545713,1.0655344,1.0557585,0.55048674,0.31771123,0.9851293,1.0892264,1.1320257,0.9938631,0.95635504,1.023101,1.045687,0.7543014,0.7939675,1.047518,0.97957665,0.8646637,1.0265056,1.2422123,0.9789372,0.91286445,1.1992043,1.0406822,0.7066245,1.2715572,1.1758713,1.2041837,1.1289039,1.2633548,0.92334914,0.8501091,1.0684975,1.1023252,0.7231575,1.0343248,0.9226434,1.062729,1.1480561,1.0589933,0.95495486,1.1700537,1.0357095,1.0680901,1.2542379,0.90980285,0.83970857,0.95678115,1.0815594,1.1017795,1.0044549,0.9542257,1.0294033,1.2041763,1.0650401,1.0083296,0.81355965,0.7771399,1.2187165,0.78362787,0.0,1.1294594,0.6363572,0.78204113,1.2452608,1.0830216,1.0119776,1.1579452,0.8652151,0.96287405,0.94732875,1.0398983,1.2518266,0.9620555,0.8344967,0.5350635,0.9252585,0.97459996,0.91553885,1.1718252,1.0997093,1.2329829,1.0604463,1.0828322,1.1304204,0.9605967,0.9588565,0.9640589,0.8592631,0.9890483,1.1928623,1.1349436,0.93243974,0.80040103,1.2747838,1.168822,1.1107973,0.8458317,1.0606729,0.92463773,1.0128525,1.1600621,1.0233741,1.2355816,1.0355932,0.9224479,1.0599512,0.5706978,1.1541269,0.746749,1.0226434,1.0263792,1.199404,1.0787657,0.8266287,1.173682,1.1869102,0.77164745,0.95636356,1.0892206,1.1229995,0.98221475,1.0016869,1.0467018,1.144199,0.9002511,0.98068506,1.1347005,0.93066406,0.45371854,1.1631829,0.46802008,0.66642594,1.0957897,0.91089886,1.2398612,1.1626866,1.1711063
hair,1.0914934,0.76172686,1.12872,0.759717,1.1386175,1.1886463,1.1239723,1.048972,0.97410214,0.8350264,1.1200557,0.96956074,0.823632,0.9708184,0.97301424,1.1503854,1.0397506,1.1952821,1.2759358,1.0414438,1.064613,1.2333477,1.2656595,1.098316,1.1907125,1.1709703,1.0567701,1.0274467,1.0268886,1.2548485,0.9910149,0.83578587,1.0877877,1.0766053,1.0316628,0.8233648,0.89252007,1.2725221,0.9891787,1.2093728,1.0866836,1.0041366,0.8692145,0.97615635,1.0887203,0.810782,1.1958929,0.90202117,0.98113376,0.98433137,0.8355909,0.08517271,0.88332766,1.120688,1.2302561,1.1671711,1.0803723,1.2218835,1.09704,0.85586256,0.8675372,1.1379688,1.1294594,0.0,0.9896336,0.7757953,0.5256194,1.0802187,1.1522747,0.80352944,0.95269406,0.9071102,1.2221887,1.1089017,1.231172,0.99500954,1.0867198,0.9787897,1.0376624,0.70162874,1.0861429,1.0535477,1.3484573,0.95087695,0.6211176,1.1169608,1.0835694,0.88572717,0.8230223,0.8617723,0.8995444,0.8975804,1.2032636,1.1915684,1.0209057,1.1490889,1.1787248,1.106039,1.0844082,1.2905238,1.1005216,1.0878717,1.081658,1.184336,1.0359955,0.94203424,0.9825139,1.037775,0.93367785,1.1767386,0.6718254,1.0155622,0.9818092,0.9720602,1.0736694,1.1890742,0.9770413,1.1964297,1.0648556,0.9413524,1.1601081,1.1138581,1.1028857,0.991817,1.0211271,0.95124,0.66654736,0.9476314,1.1758014,0.8606658,0.9399261,1.0413857,1.2957833,1.131417,1.0726547,1.1015654,1.0386758,1.2616577,1.1653092,0.9921567
hamburger,0.7999129,1.0749284,1.1009152,0.8163249,1.1384399,1.2872026,0.71779376,0.78574073,0.9413821,0.91283727,1.2238581,0.9803795,0.783761,0.9398109,0.87572557,0.98439956,0.89953023,1.2614448,1.2517004,1.0590378,0.9971342,1.2992761,1.2684697,0.9320022,1.2943081,1.1218436,0.84033716,1.1003438,1.1579115,1.3124769,1.2064831,1.0499563,0.93237126,0.95528805,1.0302268,1.0130491,0.88543665,1.2472652,1.0021824,1.305402,1.04157,0.8450952,0.89433634,1.2590781,1.1829282,0.91059536,1.2995287,0.7135102,0.98919153,0.7418125,1.056566,0.98046094,0.84141695,0.9489288,1.2203063,1.2849138,1.0979207,1.2148819,0.757799,0.85553706,1.166383,0.8151231,0.6363572,0.9896336,0.0,0.61658007,1.1624464,1.0371927,1.101556,0.8716282,0.9365606,0.8077653,1.125307,1.1800427,1.348296,0.95225465,0.9370095,0.59052485,0.90450996,0.95733464,1.1200163,1.2187539,1.2674605,1.1933515,1.0079424,1.1430038,1.2190244,0.8163628,0.69496727,0.75570893,0.81907666,0.8296647,1.2951769,1.2422264,0.75546455,0.9334366,1.3044976,1.2351223,1.0930935,1.0962349,0.995164,1.0123451,0.98552436,1.266246,1.0634295,1.185188,0.6842551,0.9093563,1.011758,0.8421528,0.8279517,0.7009903,0.8574288,1.1159,1.0764023,1.2525303,0.87104553,1.2674665,1.0813324,0.9454065,1.0506387,1.2342836,1.1712415,1.1353562,0.92007273,1.0285926,0.81995535,0.885631,1.1675467,1.0639348,0.926384,0.7626299,1.2696351,0.8328656,0.93074805,1.0987842,1.0282327,1.3048538,1.2618695,1.1825982
hand,1.161731,0.81501776,1.2172533,0.5359074,1.2685674,1.257196,0.80457014,0.9958715,1.0177824,1.0196238,1.1298639,0.9590654,0.77295804,1.0887369,0.96915907,1.2710302,1.0302179,1.4023414,1.304402,1.0522863,0.9808275,1.267918,1.3368733,1.1329064,1.2739015,1.348322,0.83448833,1.1003224,1.1463784,1.4182932,1.1978436,1.0741464,1.0042855,0.7844726,1.2174667,1.0224265,0.7379793,1.2961614,1.0988715,1.3768928,1.1843547,1.1886141,1.0320483,1.1312389,1.037203,0.80697984,1.269244,0.3805709,0.93119913,0.86367637,0.7421537,0.823547,0.37039077,1.1264566,1.1610548,1.4055039,0.93254936,1.0523591,1.1389819,0.88232046,0.87941486,0.87174106,0.78204113,0.7757953,0.61658007,0.0,0.9869361,1.176654,1.0360031,1.0212914,0.98186505,0.6961355,0.822727,1.2154481,1.4046738,0.6439173,0.8453008,0.6469647,1.0109378,0.6600181,0.9623933,1.1651988,1.3397603,0.83453876,0.5670702,1.2137682,1.0993403,0.97007227,0.7303673,0.76621294,0.8582283,1.0365677,1.2538447,1.1672863,0.99492526,0.8700526,1.2338973,1.2138267,1.1971667,1.1745697,1.1915543,1.0045602,0.90566987,1.2955656,0.84381986,1.049957,0.89976233,1.102933,0.8171003,1.0453484,0.8366972,0.80419254,0.5673044,1.0628601,1.0941507,1.1845839,1.0902637,1.2699845,1.1300638,0.7839035,0.8233227,1.2453221,0.87619996,0.9230509,0.9558266,1.0034587,0.8523061,1.0229621,1.3520997,0.65116453,0.690776,0.5991745,1.3440535,1.1876055,0.98046476,1.1593196,1.1254836,1.3650458,1.2833114,1.1805702
hat,1.2667146,0.41160846,0.65984166,1.2278196,0.59104127,0.93795854,1.0698204,1.2559204,1.4565405,1.3648126,0.7501241,1.4243686,1.2373929,1.2904247,1.385575,1.129695,1.2170268,0.6995085,0.7216283,1.2227032,0.60609484,0.80247676,0.8687074,1.2254608,1.0095801,0.850767,1.0974886,1.1030087,1.2303866,0.74986184,1.1104708,0.93736625,1.2099539,1.0618831,0.8939477,1.2815534,0.79397655,0.6292223,1.3956884,0.79422235,1.0780401,1.1786847,0.899945,1.1458642,0.9946768,1.1565003,0.7653373,0.8233377,0.94646114,1.1911423,0.6334177,0.6845725,0.5857794,1.0526756,1.0199785,0.7433491,1.0285795,0.9838642,1.1101513,1.3284037,0.33501494,1.0135618,1.2452608,0.5256194,1.1624464,0.9869361,0.0,1.0753009,1.1256428,1.1107825,1.2281541,1.2737234,1.0462364,1.235587,0.84743106,1.1365038,1.0817497,1.2324567,1.2115436,0.8074811,0.9530739,0.47189975,0.9325209,0.48372477,0.5809507,0.6582756,1.2212318,1.038726,1.2985781,1.2484956,1.3293134,1.157372,0.75471216,0.7211211,1.0647185,1.0512984,0.8626276,0.61725485,1.0910578,0.9286567,1.0756974,1.0565501,0.9298469,0.8162872,0.84720606,1.259281,1.155567,1.2648897,1.022872,1.1392465,1.0716667,1.1486081,1.0497699,1.1673857,1.1695938,1.2343841,1.3594246,0.4711218,1.1754702,0.9912679,1.1611722,0.8460983,0.9881299,1.2647914,0.76519233,1.1605045,1.0666554,1.4772516,0.6846261,0.3964013,0.73542196,1.2790878,0.9842387,1.0662898,1.3526807,1.160674,1.1025455,0.83513325,0.4965316,1.31749
horse,0.5806871,1.1451089,0.92563915,1.2528992,0.9421718,0.9849423,1.0743656,1.1171317,1.2047933,1.2030727,1.1145495,1.2566428,1.1874373,0.7790855,1.2124438,0.8708563,0.9377028,0.9712616,0.9709171,1.0309365,0.9472233,1.1040404,1.0708622,0.55256605,1.0855016,0.8170255,1.1063911,1.0454783,1.1733371,0.9921727,0.98665494,0.98078483,1.0170428,1.1876426,0.86184347,1.1651695,0.97220564,1.0155237,1.1114442,1.0582472,0.47396427,0.48875773,0.76160157,1.0931683,1.1840875,1.0895364,0.88196963,0.97272956,1.0029256,1.1252509,1.1647533,1.067366,1.1214814,0.8913658,0.83466667,0.93764913,1.0798173,1.0576534,0.50765854,1.1334813,1.093987,1.0258619,1.0830216,1.0802187,1.0371927,1.176654,1.0753009,0.0,1.072219,1.0957731,1.0531894,1.2134726,1.1875912,1.112471,0.96824276,1.058409,1.2308362,1.147687,0.8516039,1.0833681,0.91566044,1.0658298,1.0506415,1.1602784,1.1036961,0.90328294,1.0632339,1.0967705,1.2142583,1.168024,1.0031648,0.88468236,1.0616565,1.0906335,0.8748944,1.0673347,1.0312998,1.0389507,0.8732735,0.97555774,0.02490598,0.8171768,1.0902908,0.87220144,0.94070536,1.2182733,1.0816994,0.47874522,1.1011581,0.9633007,1.1534078,1.0770946,1.2079368,1.1949241,1.213284,1.1345752,1.1433002,1.0322369,1.0680268,1.0884308,1.2465453,0.9987434,1.0684736,1.0442791,1.0036898,1.0395138,1.1530495,1.1386667,0.8862886,1.1102499,1.1384772,1.2383895,1.08834,0.9171382,1.0722675,0.9864716,0.9433966,1.0317737,1.0190532,1.0689379
