,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
horse,0.8232365,1.0239632,0.89092207,1.2194345,1.0049057,0.99001443,0.99369854,1.096322,1.2020972,1.2106605,1.0817745,1.2316352,1.2280719,0.5596432,1.1940666,0.94143486,0.9033743,1.0459231,1.0273442,1.03038,0.7989459,1.0222728,1.0997074,0.6819279,1.1099427,0.8704083,1.0316787,1.1159954,1.0009958,1.0607334,1.101232,1.1606244,0.9815916,1.1561856,0.97911066,1.0614802,1.1365144,1.0565641,0.9265979,0.38737363,0.56916744,1.0351729,1.0744295,0.92455906,1.1762981,1.0689529,1.1374702,1.1149055,0.8663011,0.75179356,0.9543515,1.0735041,1.0493587,0.45952368,1.1915681,0.99537915,0.9705146,1.049733,1.1136198,1.1206429,1.0402267,0.0,1.1053321,1.203617,0.9614475,1.2443234,1.0964651,0.99256766,0.9901153,1.046998,0.8713097,0.8776958,1.0909454,0.6728636,1.112717,1.0177443,1.0532305,1.0388132,0.8722504,1.0386219,0.711982,1.2482446,1.1835241,1.0131195,1.0873545,1.098696,0.8394283,1.0612829,0.64025736,1.0222517,0.9501827,1.0147306,0.19366908,0.9088219,1.0915146,0.92908245,1.156744,0.505788,1.1593874,1.0022129,1.2093031,0.90580004,1.1975253,0.99901813,1.0710264,1.1434041,1.0268116,1.1169442,1.07676,1.0728439,0.9435415,0.94373345,1.1310284,0.8680816,1.2060385,1.0871649,1.14575,1.009032,1.0887506,1.040014,1.1139566,1.0130295,0.7467369,1.1150229,0.75817645,1.1005423,1.13265,1.1599903
hose,0.7945851,1.2808459,1.150615,1.0189568,1.2757982,1.1399212,1.0104351,0.86322695,0.66544026,0.6363886,1.1085058,0.61657315,0.8743098,1.019751,0.8291427,1.0327177,0.80614984,1.2362366,1.1351882,0.8414187,1.1561787,0.79572725,1.002512,1.259407,0.9410658,1.0898682,0.98458695,0.60853493,1.1200248,0.8195678,0.9027652,0.8445848,0.84569734,0.6875377,1.1234409,1.271186,0.6598462,1.2167462,0.982201,1.0991291,1.0271049,0.79597104,0.74826497,1.2553235,0.9496469,1.1849616,1.0075092,1.3740177,0.890701,1.3278298,1.235948,1.1432565,1.0199001,1.1376008,0.8440217,1.3523656,1.2252263,1.29453,1.0547282,1.1327101,1.39165,1.1053321,0.0,0.99254596,0.8827971,0.8903355,0.91745514,0.9644374,0.96596813,0.9418477,0.99159384,1.2054127,1.0512648,1.259598,1.3796582,1.1567042,1.3243012,1.2010839,1.2868459,0.73565173,1.0460495,0.871809,0.96082413,0.7646531,1.143717,1.156079,1.0386981,0.87269366,1.13572,1.2080548,0.9195601,1.0401582,1.1498339,1.3438501,0.8953168,1.138255,0.75184995,1.2377741,0.9476286,0.50209236,0.9840832,1.0873498,1.1357536,1.1469405,0.73753846,0.73599845,1.3821187,1.0027599,1.0913154,1.0427192,1.0374607,1.1113619,0.7103629,1.0085565,0.9558923,0.5707634,0.5554129,1.1358925,1.4162467,1.0930899,0.63872975,1.0198232,0.89113617,0.77189434,1.003899,0.681637,1.3794495,0.8041262
jacket,0.7071938,0.9735756,1.1935985,0.552941,1.3410183,1.3705308,1.1069059,1.26558,0.7209865,0.5308273,1.1438615,0.6172628,0.5961534,1.1255145,0.4460081,1.3184681,1.0581858,1.3679265,1.3792168,1.1256074,1.1158869,1.2156463,1.3435103,1.2565762,1.2234492,1.2791476,0.7289307,0.9307508,1.3992758,0.7907772,0.94526136,0.8621186,1.1409295,0.66752744,0.8223649,1.3928661,0.80881906,1.437006,1.0930688,1.0367793,1.0909467,0.99563515,1.0154903,1.252498,0.4897945,1.0362468,0.674152,1.0362716,1.0498765,1.3610473,1.3322506,0.99471533,0.9848569,1.2593629,0.7737156,1.3378451,0.88147545,1.3819127,0.72515464,0.8792896,1.1919353,1.203617,0.99254596,0.0,1.2522984,0.26475537,1.2517358,1.2818763,1.3864906,0.9552237,0.95401806,1.1874833,1.0035751,1.276376,1.1756675,1.264596,1.2200422,1.0566974,1.3420789,1.0806644,1.179565,0.32144016,0.24350125,0.8311001,1.2728561,1.2950972,1.218793,1.0993701,1.0072331,1.1950904,1.2112358,1.321846,1.1680276,1.1784109,0.6767862,1.3477967,0.90496516,1.1533482,0.6724071,1.0415416,0.16001433,1.1455239,0.29350293,1.1735152,1.1314493,0.74104625,1.3422008,0.672884,1.0597287,0.8223936,1.0186216,1.3915575,1.0893316,1.0409703,0.12636018,1.0426735,0.6662284,1.3200463,1.1124268,0.9658715,0.85426235,1.132959,1.3889253,0.92535514,1.0644542,1.1678662,1.2642878,0.8369651
jar,1.0995823,1.1496909,0.96671706,1.2966115,0.8803036,0.84708744,1.0409994,0.8575781,0.9156214,1.1210446,1.030104,1.0803139,1.0390967,1.1199386,1.1569226,0.9327872,0.8913715,0.9555245,0.62998474,0.71728504,1.053691,0.8933274,0.60993314,1.0935966,0.7508267,0.9889521,1.2251409,0.9902553,0.78904843,0.959423,0.86061513,1.15393,0.63336,1.0744493,1.1573851,1.1546309,0.98290944,0.63191336,0.34427202,1.0549885,0.9597204,0.9334198,0.9972793,0.89918905,1.1632421,1.1449388,1.1716378,1.3064508,0.9265602,1.1359363,0.9670837,0.9075794,1.256694,1.0552692,0.9378065,1.2061201,1.1201818,0.8032103,1.2087901,1.1999831,1.224046,0.9614475,0.8827971,1.2522984,0.0,1.249335,1.037375,0.96771973,0.8013813,0.9854858,0.9703487,0.9648776,1.0998689,1.0534142,1.1823286,0.91457695,1.2055992,1.1317868,0.9228225,0.91331613,0.84284496,1.1704937,1.3143872,0.9872999,1.1624546,1.224762,0.89255047,1.030106,1.074605,1.1178346,0.89929175,0.43416238,0.9909382,1.103712,1.0230702,1.0022861,1.0125233,1.2104075,1.1782002,0.82589966,1.2759056,0.75475353,1.469634,1.1125671,0.76204455,1.0532978,1.1361204,1.2136238,1.2424102,0.9816434,0.96217597,0.99980056,1.0126721,0.92285085,1.2523842,0.8790383,0.9409953,0.5152352,1.2797235,1.2581657,0.99184537,0.8550084,0.63430285,0.78523755,1.0081497,0.9093546,1.2009964,1.0507548
jeans,0.5098881,0.961098,1.2257903,0.3358041,1.4919426,1.5262146,1.0314461,1.2357228,0.54588103,0.3882379,1.1862518,0.44793284,0.42236006,1.1599317,0.20224136,1.322433,0.9616832,1.5127015,1.3932796,1.0634085,1.0939924,1.238848,1.3054632,1.4047067,1.2489051,1.3848995,0.76040983,0.87296283,1.5691417,0.8231918,0.89884317,0.77191055,1.1588967,0.58324766,0.8406544,1.5072837,0.7510606,1.5342655,1.0408578,1.1078382,1.0462867,1.0081825,0.99517983,1.3549902,0.5086328,1.0028354,0.7696472,1.0231214,0.976823,1.4792559,1.5133674,0.9189845,1.0804396,1.2809042,0.75268257,1.4682331,0.7156477,1.3426985,0.80754375,0.65995383,1.36501,1.2443234,0.8903355,0.26475537,1.249335,0.0,1.2406776,1.3296024,1.5283432,0.83724594,0.6849148,1.3117747,0.9504736,1.349822,1.3529246,1.178088,1.3361857,1.0614378,1.4640654,1.065577,1.2107853,0.09869099,0.12604922,0.7008219,1.3749034,1.3658624,1.2729962,0.9790642,0.97030574,1.1975036,1.2563546,1.2791438,1.2780367,1.3133743,0.6608527,1.417181,0.90757334,1.2493619,0.6006996,0.90617645,0.3132522,1.0832602,0.39641738,1.0781567,1.075355,0.7063267,1.4519228,0.74407464,1.1327119,0.7168697,1.0096177,1.5024405,1.0647918,1.1090314,0.30411386,0.91938806,0.5419768,1.3745034,1.1653965,0.91212463,0.6550664,1.0224392,1.4002774,0.8166422,1.1035423,1.2379123,1.3988824,0.87724924
knife,1.2640526,0.87183636,1.1023067,1.1572516,0.92391706,0.8856124,1.0999722,0.74523884,1.1322982,1.3286419,0.7794266,1.1778157,1.2811105,0.94533145,1.2923431,0.74800223,0.98763674,0.77056265,0.9172334,0.98015606,1.0048827,0.74052125,0.93243575,0.9041445,0.821911,0.89587235,0.9181615,1.1362854,0.77537096,1.1665224,1.1755502,0.9906138,1.1057945,1.2447466,0.94283146,0.5667809,1.276514,0.8612044,1.1182034,1.1519,1.2377692,1.0683198,0.8278632,1.0800055,1.0117292,1.0148517,1.2416965,0.91790724,1.0463212,0.76517725,0.81938213,1.020635,0.8151993,1.0155752,1.1663642,0.6740742,1.0555061,0.8424132,1.2198975,1.058078,0.874616,1.0964651,0.91745514,1.2517358,1.037375,1.2406776,0.0,0.8714923,0.7446823,1.1320552,1.1621408,0.9239524,0.9615501,0.9805731,0.8279349,0.89609945,0.72275347,0.97844106,1.0248467,0.81688786,1.0541261,1.2756763,1.2154288,1.0656126,0.42358136,0.48154402,0.8895022,0.864071,1.1832435,0.8087496,0.9766624,0.9759748,1.1172236,1.0571523,0.9719681,0.8224189,1.0248638,1.0418389,1.2476946,1.02859,1.2552187,0.942204,1.1538378,0.9133515,0.87168133,1.247537,0.6804213,1.035349,0.84963787,1.0924256,1.0490092,0.5432292,0.8748876,0.8685639,1.3112643,1.1301606,1.2395955,1.0187297,0.91652286,0.94138616,0.8745733,1.0172836,1.1803406,1.2150557,1.0892175,0.8837912,0.72805333,1.1049026
ladder,1.3416195,0.8075539,1.2307119,1.3227425,0.99794406,0.78496563,1.2149485,0.6274067,1.1409132,1.1158087,0.8824463,1.0681947,1.3965098,0.8647691,1.3001348,0.7430891,1.0996977,0.7111762,0.87833846,0.89968956,1.0755453,0.5205855,0.7979943,0.8716603,0.5625117,0.58745193,1.0875422,0.50183964,0.6447897,0.8454068,1.1161512,1.1640288,1.1428581,1.0302316,1.0511851,0.7859162,0.86956656,0.83700776,1.1092932,0.90832627,1.0875463,0.68486047,0.8722882,1.1433322,1.1550407,1.1720669,1.3046975,1.1149613,0.9891407,0.88389075,0.66628003,0.9246349,0.92232096,1.1144731,1.2330239,0.85400003,1.1920817,1.1403344,1.2659369,1.2832011,0.8496191,0.99256766,0.9644374,1.2818763,0.96771973,1.3296024,0.8714923,0.0,0.5847303,1.370361,1.3525667,0.69241595,1.1862472,1.0047699,1.0309192,0.64710754,0.8098583,1.1684971,1.0175656,0.7684439,1.0382164,1.3701671,1.2750233,1.2260578,0.8499118,0.7917675,0.7656921,1.1027967,1.0129095,0.6708182,0.7253497,1.0621715,0.8338233,0.9527411,0.99083453,0.6041588,0.6701177,0.98199356,1.2057862,1.1799885,1.2977529,0.8763426,1.1295983,1.02864,0.984917,1.1215942,0.8145352,1.0274984,0.9497789,1.0497309,0.92672473,0.7894405,0.96716475,0.74458706,1.2977172,0.91517925,1.2216679,1.0232402,1.0611806,1.322206,1.3504183,0.729405,0.9803204,1.2714131,0.87081,0.43986958,0.89636767,0.89720255
lamp,1.4769258,0.8034768,0.99515325,1.4800143,0.61031777,0.5909575,1.1832466,0.8557985,1.2859015,1.3501441,0.8434039,1.3936638,1.4808781,0.9097068,1.4780283,0.7794302,1.1781583,0.4843588,0.7951079,1.083725,1.0892934,0.5158871,0.83293986,0.6820185,0.6092005,0.82180357,1.0070893,0.93617064,0.29390216,0.9791603,1.2096065,1.1929226,1.0213069,1.231219,1.176475,0.6366795,1.1263142,0.63342834,1.0313935,0.9584962,1.1649731,0.7868086,0.99790007,0.9575178,1.1299827,1.1269995,1.2841842,1.1017678,1.1930704,0.75764394,0.309341,0.98451424,0.8681887,1.0012854,1.2420608,0.7000934,1.3548715,0.85969555,1.2648734,1.3363888,0.80963266,0.9901153,0.96596813,1.3864906,0.8013813,1.5283432,0.7446823,0.5847303,0.0,1.224479,1.4079146,0.66237026,1.1490216,0.9180396,0.76532584,0.67746747,0.690223,1.0962491,0.825191,0.83253425,0.87634754,1.4637871,1.4841024,1.3138931,0.6035074,0.6885165,0.71300304,1.1277757,1.1669098,0.6090687,0.56121683,0.8956723,0.86280113,0.9205421,1.0932547,0.77540445,0.82171035,1.0228628,1.3618947,1.0824453,1.3517401,0.92313683,1.4010878,0.9618569,0.86336344,1.2806885,0.7330893,1.0571944,0.99859214,1.2938125,1.0089407,0.45414102,0.8732155,0.8926963,1.3918421,0.97238445,1.3696455,0.85717374,0.98010707,1.2778844,1.3359584,0.79067075,0.92050874,1.3124411,1.1203976,0.59000295,0.7612661,0.845824
melon,0.7124736,1.1541903,0.5261905,0.8597195,0.9577148,1.074957,0.6193867,1.2111945,0.74022764,0.88160473,1.0553267,0.84323305,0.61524725,1.1934723,0.7645174,1.0691869,0.8728634,1.2088021,1.1497432,1.0344996,0.84321827,1.2349283,1.0355359,1.1480635,1.2125521,1.2466905,0.9646159,1.1809742,1.2403511,1.0555867,1.0333498,0.94010144,0.8644148,0.98055625,1.0357457,1.2878287,0.97186404,1.1969188,0.99166733,1.0890223,0.98003346,1.106598,1.0941701,0.78338915,0.9852009,1.0630231,0.8448018,1.1187828,0.9339368,1.1368341,1.2018714,1.1206949,1.0965143,0.9698952,0.8354487,1.3397348,0.8785366,0.8888946,0.94381094,0.87065434,1.2280701,1.046998,0.9418477,0.9552237,0.9854858,0.83724594,1.1320552,1.370361,1.224479,0.0,0.6098003,1.1800358,0.94666123,0.96224916,1.1841353,1.0355061,1.2944844,1.1041688,0.9745749,1.0097312,1.1159495,0.8503308,0.88839537,0.7482668,1.2484039,1.3389969,1.1738657,0.73640054,1.0715638,1.2594733,1.0633465,0.990409,1.1408759,1.0642065,0.9161812,1.3673077,1.0830702,1.1501223,0.83366334,0.71754456,0.9065721,1.1689885,1.0434848,1.1129799,0.9308453,0.7742221,1.3531623,1.028399,1.0288706,1.0508394,1.192399,1.1762602,0.87183464,1.094196,0.92501724,0.8839183,0.81942976,1.0904739,1.181577,0.86645544,0.55245125,0.9802439,0.95561045,0.780437,1.0698565,1.3594806,1.3171676,1.0298278
mitten,0.37743783,1.1166842,0.9152874,0.6169529,1.3373268,1.338135,0.6861913,1.1529528,0.8124325,0.8917179,1.2215927,0.87769234,0.54128927,1.0360069,0.6685319,1.2275444,0.88873184,1.458955,1.1876165,0.99053717,0.8362385,1.2427676,1.1057789,1.2304933,1.243778,1.2988942,1.0616481,1.0742642,1.4945886,1.1202624,0.98109055,0.8770951,0.9186729,0.9711824,0.7837136,1.4464579,0.9845966,1.3085492,0.9231111,0.7924937,0.5976516,1.1509187,1.1755172,1.1110598,1.0595286,1.0473241,0.9585377,0.95075196,0.8767435,1.2608416,1.4294994,0.77656496,1.2657951,0.7148377,0.8808909,1.3690008,0.30994427,0.8533098,0.9654252,0.5433587,1.3104527,0.8713097,0.99159384,0.95401806,0.9703487,0.6849148,1.1621408,1.3525667,1.4079146,0.6098003,0.0,1.2426943,0.95727795,1.0093919,1.3490226,1.0244514,1.3296902,1.0057278,1.2439561,1.1538877,0.8850984,0.7270349,0.8268161,0.79482555,1.415087,1.4462681,1.0323299,0.9018515,0.8751805,1.239183,1.1677495,0.9974992,0.97846586,1.2110779,0.86903405,1.2620184,1.1578348,1.0030257,0.78760266,0.6679058,0.92489266,0.75589055,1.0101708,1.0229138,0.92733055,0.9370075,1.3223046,1.1106889,1.2150455,0.5697237,1.0083237,1.3128805,0.9916223,0.9193332,0.9325778,0.944392,0.79624224,1.0633146,1.0719349,0.7723609,0.53450507,0.9663117,0.82080317,0.7294515,1.0163306,1.3086314,1.4091129,1.1618972
motorcycle,1.2768183,0.8155565,0.99968296,1.3096867,0.6547808,0.60070145,1.1254017,0.85825336,1.3395486,1.3094838,0.84199613,1.3745635,1.2797494,0.855936,1.3206153,0.49704057,1.0429709,0.552239,0.8424126,1.0522583,1.0686637,0.9389576,0.8593781,0.6463178,0.93617094,0.5700683,1.1076996,1.0672754,0.6216397,1.1066216,1.2876129,1.1643164,1.0221614,1.2749786,1.1486187,0.7159077,1.2071097,0.77718115,1.0590848,0.778699,0.9301881,1.0913854,1.1671832,0.88067985,1.0762519,1.1897386,1.2151662,1.0824021,1.0609514,0.7604858,0.4429003,0.9570393,1.0819417,0.88666224,1.1507866,0.76253843,1.1642084,0.88116336,1.1875206,1.2641523,0.67157876,0.8776958,1.2054127,1.1874833,0.9648776,1.3117747,0.9239524,0.69241595,0.66237026,1.1800358,1.2426943,0.0,1.125659,0.9816326,0.79042184,0.82759094,0.8551376,1.1492614,0.7865497,1.0615836,0.9119148,1.2870419,1.2707262,1.2183623,0.8137098,0.8878825,0.68420804,1.2117648,1.030127,0.7770996,0.7445488,1.0181767,0.716711,0.8495815,0.98201436,0.68214357,1.0935299,0.90018225,1.2126021,1.0988226,1.252271,0.83672523,1.1772237,1.1358123,1.0888106,1.1982021,0.7031609,1.1380012,1.047948,1.0815518,1.0240681,0.7651986,0.96632713,0.8420677,1.2314196,1.0396367,1.3187157,0.9522746,1.006023,1.2602322,1.327759,0.8675716,0.7578946,1.2638779,0.9422178,0.80149037,0.7317422,1.0531827
mouth,1.0429412,0.968681,0.8705384,0.8419085,1.0727367,1.1055355,1.0438397,1.146152,1.1051667,1.0746244,1.1145563,1.110385,0.9486859,1.2029887,1.0423748,1.1296678,1.0688734,1.1597174,1.0759511,1.1433712,1.0265696,1.1179906,1.1842952,0.97432905,1.1681817,1.2230852,1.0001278,1.2491932,1.1779556,1.1207778,1.0891544,0.8219204,0.99278986,1.1172554,0.93655777,0.99096125,1.0913779,1.0848911,1.025707,1.1944666,1.0589317,1.1531074,1.1042167,0.99496174,1.0874814,0.6142062,0.7455139,0.5819826,1.1107024,1.0820866,1.165652,0.9052889,1.0907433,1.1064306,1.0719899,0.8139563,0.9727684,0.933941,0.741251,0.65656966,0.9752793,1.0909454,1.0512648,1.0035751,1.0998689,0.9504736,0.9615501,1.1862472,1.1490216,0.94666123,0.95727795,1.125659,0.0,1.0452869,0.85036415,1.218385,0.82468605,0.6025071,0.9765719,1.1350577,1.1606736,0.9313309,0.9468379,1.0294574,1.0583102,1.0228708,1.1892978,0.96400315,1.0211041,1.1943102,1.1142968,1.1474671,1.1271752,0.8666043,1.1609516,1.1927415,1.1360364,0.9120304,0.8619629,1.0563357,0.8325495,1.0436863,0.9877142,0.6814289,1.1091282,1.0764687,0.9929484,1.0530623,1.0244321,0.99531096,1.1228006,1.1158843,1.0448723,1.1927333,0.95770454,1.0205055,1.1085869,0.96396005,0.63136816,0.60984915,0.9250945,1.2252941,1.2286727,1.0610918,1.1549904,1.2299488,0.8496573,1.121761
muffin,1.0992129,0.9151354,0.6929758,1.1894999,0.7515578,0.80733025,0.8157726,1.1054986,1.370925,1.3897538,0.9426954,1.3685707,1.308876,0.71977055,1.3273889,0.90470636,1.0928115,0.91455996,0.93937355,1.137789,0.42731953,1.0062466,1.0686531,0.67952687,1.1537876,0.8965231,1.10429,1.2919251,0.84856224,1.195077,1.0474416,1.1882555,0.94568336,1.3152469,0.9610855,0.77424645,1.2845082,0.8788002,1.082747,0.9113694,0.90371734,1.1570934,1.1080141,0.61447436,1.1848786,1.0068239,1.157579,0.86609924,1.0323193,0.5223153,0.84988743,1.0497531,0.91307116,0.6288657,1.2010772,0.74139833,0.945817,0.8029432,1.1079631,1.0407919,0.8029318,0.6728636,1.259598,1.276376,1.0534142,1.349822,0.9805731,1.0047699,0.9180396,0.96224916,1.0093919,0.9816326,1.0452869,0.0,0.83390737,0.9298047,0.7648069,0.9931006,0.6304159,1.1775656,0.852791,1.3674293,1.2701563,1.1746112,0.91900325,0.8435449,0.9421493,0.88999647,0.8040442,0.94239956,0.9897275,0.9629414,0.7760875,0.6429671,1.2192775,0.8485446,1.2829041,0.66650397,1.2306843,1.1465743,1.2699127,0.9939402,1.1418145,0.9438,1.1472294,1.2027,0.7556705,1.1156038,0.8165757,1.1253073,0.97413445,0.7323187,1.0208669,0.94623625,1.2760583,1.2351203,1.3488069,0.87700576,0.80337703,0.96502596,1.175504,1.0340571,0.8814211,1.2263862,0.88690007,1.2363143,0.8673111,1.2388893
nail,1.4382282,0.7312283,0.81402916,1.2265,0.28216052,0.47640324,0.99788094,1.0830795,1.4924858,1.4554551,0.7678342,1.4699204,1.3597865,1.0375552,1.391408,0.92465293,1.338465,0.33823657,0.7895029,1.2930167,0.9834089,1.0823038,0.98658836,0.7668177,1.0405041,0.94414973,0.9598146,1.4119668,0.55868375,1.2318165,1.1420281,1.2252024,1.1023024,1.3845397,0.9344438,0.26032984,1.4396676,0.5066856,1.1865047,0.9643803,1.2120545,1.2524346,1.2766328,0.57485324,1.0942527,0.79327124,1.1095273,0.49421763,1.3045204,0.5813495,0.5427651,1.0637934,0.5866256,1.0348511,1.2350159,0.2942723,1.2094891,0.5988708,1.0438477,1.0835168,0.29567122,1.112717,1.3796582,1.1756675,1.1823286,1.3529246,0.8279349,1.0309192,0.76532584,1.1841353,1.3490226,0.79042184,0.85036415,0.83390737,0.0,0.96153504,0.4059143,0.75184727,0.54960763,1.3113062,1.0952387,1.3382821,1.2473263,1.4477746,0.42470896,0.4256963,0.866821,1.179634,1.0446501,0.81317925,1.1059986,1.0281887,0.90840393,0.55500364,1.2530375,0.8229567,1.2980328,0.9323676,1.2461768,1.3728418,1.162504,1.1424239,1.0436922,0.8247429,1.3421252,1.2288684,0.2300899,1.0593454,0.8794672,1.2328544,1.1186483,0.64987695,0.9263652,1.1356833,1.2314942,1.2638215,1.5354745,0.7869102,0.3186363,0.78377813,1.3178352,1.141282,0.98036003,1.3226374,1.2032123,1.0393914,0.16515088,1.1965337
napkin,1.3380007,0.67036635,1.135388,1.2565217,0.9434632,0.8172827,1.0486228,0.7897022,0.99165887,1.2481658,0.8031622,1.1658659,1.0667758,0.9587303,1.013634,0.8614571,1.1658934,0.77645606,0.8682784,0.9160763,0.79544777,0.68211854,0.70170945,0.97048384,0.57390225,0.79620194,1.0681486,0.7493439,0.78743106,0.9950191,1.1555123,1.253059,1.0602068,1.0878347,0.99059933,0.8117478,1.2060218,0.78563267,1.1012219,0.9867927,1.137008,0.8002727,0.90033835,1.0390936,1.1295711,1.1617746,1.4280521,1.095759,1.0634189,0.8271401,0.77510524,0.850395,0.9844059,1.1364326,1.2498837,0.92386264,0.8271229,0.746024,1.3866383,1.2539628,0.90900964,1.0177443,1.1567042,1.264596,0.91457695,1.178088,0.89609945,0.64710754,0.67746747,1.0355061,1.0244514,0.82759094,1.218385,0.9298047,0.96153504,0.0,0.77827513,1.1480073,0.9357425,0.8213018,0.9728979,1.2307374,1.1633139,1.2321016,0.8534776,0.8209866,0.7125902,1.0580672,0.90246916,0.39468914,0.9173916,0.99758214,0.92949,0.92592263,0.86814004,0.72294307,0.8665273,1.1201869,1.1567718,1.2549884,1.2783694,0.85294616,1.1058754,0.9664218,0.8404201,1.3347678,0.79977775,1.0334233,0.9754151,0.9027405,0.9338785,0.8455002,0.92241865,0.67574984,1.3037658,1.113426,1.3507917,0.97986716,0.9639381,1.2157217,1.2827634,0.10074562,1.0299513,1.2879088,1.0457025,0.65868366,0.95420015,1.0643067
necklace,1.563704,0.425534,0.99771523,1.1373458,0.653746,0.6433913,1.0542054,1.1378056,1.5518286,1.5779915,0.64558476,1.5356829,1.3810531,0.98649466,1.4397293,0.90274215,1.3689741,0.5687279,0.90860164,1.3178755,0.8687674,0.8955936,1.0631394,0.7033998,0.9236279,0.92549974,0.9226929,1.3066121,0.5827021,1.3311129,1.0784447,1.2078621,1.2126007,1.4430013,0.79966676,0.27377677,1.5313641,0.69723153,1.1948737,1.1240025,1.1863128,1.2083149,1.1479286,0.7989831,1.0877612,0.74472356,1.2202786,0.49196684,1.2756795,0.4533893,0.6832827,0.9191588,0.66431504,1.0072381,1.3881615,0.23263812,1.0902603,0.7852274,1.1032254,1.0257375,0.40514684,1.0532305,1.3243012,1.2200422,1.2055992,1.3361857,0.72275347,0.8098583,0.690223,1.2944844,1.3296902,0.8551376,0.82468605,0.7648069,0.4059143,0.77827513,0.0,0.7509122,0.6660209,1.2436026,1.1519688,1.3970002,1.1793662,1.4770223,0.48215014,0.35315323,0.83408916,1.1066463,0.9790839,0.6790572,1.0612892,1.043107,0.93912643,0.59202635,1.1245575,0.7919836,1.2170956,0.7780282,1.1679146,1.4626342,1.1345037,1.0779923,0.90297425,0.65366304,1.302743,1.3641392,0.33183348,1.0101281,0.59456325,1.1332681,1.0463184,0.5181125,0.97417873,0.9523847,1.2698324,1.2776632,1.689171,0.9023955,0.36603045,0.93387914,1.403541,1.0500858,1.195713,1.4855454,1.1080602,1.0052937,0.32588232,1.219059
nose,1.1521264,0.9666614,0.9296236,0.8754535,1.0544971,1.148172,1.1056073,1.1662794,1.2241038,1.182081,1.17134,1.2173102,1.0494866,1.0699271,1.1450504,1.2339585,1.177571,1.1295947,1.1107779,1.1528071,1.0105274,1.0650421,1.2772938,1.0082848,1.1430535,1.1450665,0.9743614,1.2685066,1.0596677,1.0816147,1.042034,0.9067904,1.0977225,1.140256,0.7515172,0.9740516,1.1306214,1.0816706,1.0299606,1.0742275,0.9616668,1.0894122,1.1269354,0.98931926,1.0863034,0.32055748,0.72069,0.50446916,1.1457763,1.0389932,1.1331191,0.8942467,1.0778936,1.0391821,1.1284987,0.6365407,0.93206316,0.94410336,0.63579166,0.68854666,0.79765725,1.0388132,1.2010839,1.0566974,1.1317868,1.0614378,0.97844106,1.1684971,1.0962491,1.1041688,1.0057278,1.1492614,0.6025071,0.9931006,0.75184727,1.1480073,0.7509122,0.0,0.94206756,1.0852934,1.1170973,1.063939,1.0004964,1.1808316,1.0281161,0.99583775,1.0924366,1.0639803,0.9746537,1.0815775,1.0986265,1.1292574,1.0153278,0.79589283,1.1214741,1.0715448,1.1275319,0.89873374,0.8810061,1.2630873,0.96116626,1.0348221,0.9887465,0.45407128,1.1396099,1.1297989,0.89401305,0.9938009,1.0676649,1.0341145,1.0752425,1.0675787,1.0572827,1.0907731,1.058565,1.0984297,1.2178675,0.93737316,0.533403,0.7905241,1.0928925,1.19046,1.1936,1.1527985,1.1414677,1.1310515,0.73911524,1.088228
