,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
eye,1.3289627,0.96264863,0.44195843,1.4226134,0.758927,0.95547384,1.0426489,1.3126712,1.4641922,1.0237868,1.4815724,0.51083976,1.3844962,1.3916913,1.0738565,1.435655,0.9694759,1.0478997,0.5021912,0.75946224,1.3484651,1.0007515,0.9503642,0.74032027,0.80422366,0.82868296,0.8387027,0.85192865,1.1038641,1.2689517,0.4818617,1.1647818,1.3949754,1.2533116,1.1763403,0.931458,1.3637034,0.94305575,0.4032418,1.4368837,0.43375266,1.0589503,1.101463,1.1415471,1.2541151,1.2599475,0.7916175,0.45790803,1.3964931,0.0,1.1768581,0.81381124,0.5189495,0.5685245,1.1544373,0.64435196,1.0101453,1.3472569,0.40881884,1.1004381,1.0513436,0.8062364,1.1488312,1.2640378,0.67405283,0.9824654,1.24649,1.3587674,0.7638082,1.4128543,1.3544755,1.310555,0.64530015,0.8089475,0.99987316,1.301424,1.1518482,0.8804764,1.0264606,0.36815178,0.8692014,0.64414155,0.7904489,0.49115753,1.0362428,1.1679118,1.4666382,1.3447684,1.2284422,0.98213995,0.4895754,0.46382642,0.73880386,0.9349934,0.69115937,1.2084546,0.8844692,0.44875062,0.8351317,0.6406708,1.2938138,0.7640444,1.2712357,1.151282,1.3487179,1.3011708,1.3702345,1.0222878,1.3075583,1.2699764,1.1178713,1.4073508,0.32181072,1.0961894,0.85100555,1.1082665,1.0038892,0.78973925,1.1629833,0.8110689,1.2471282,1.3792164,1.4551251,0.56117624,0.66963506,0.44960743,1.3569247,0.9017558,0.89115465,1.3159192,1.117501,0.90318686,1.1967674,1.3594477,0.3768978,1.1654437,1.2572384
face,0.814936,1.182944,1.1633296,0.82634777,1.1116897,1.0967122,1.0625548,1.0574661,0.96470886,0.88870835,0.78872406,1.2565054,1.0059025,0.86829007,0.9981921,0.8553495,1.1181407,1.0190811,1.17817,1.2914855,1.0169069,1.1112285,1.25301,1.322669,1.1740875,1.3360152,1.1430881,1.0819756,0.85888886,1.1760042,1.2403473,0.9721777,0.62330407,0.9830432,1.0844079,1.0864966,0.86141384,1.0639002,1.2720162,0.89999646,1.2643497,0.8715298,0.86047256,1.0282161,1.0753978,0.88749385,1.0433483,1.1932911,0.87275934,1.1768581,0.0,0.9836433,1.203939,1.1473176,1.1449151,1.2100031,1.0007621,0.81462467,1.0759748,1.2192693,1.0341094,1.102987,0.12443191,0.80616355,0.899719,1.0599617,0.9184938,0.52913165,1.1475147,0.8555656,0.94526976,0.9924756,1.2276316,1.2789946,0.9973651,1.0828553,0.88056874,0.8447404,1.0732998,1.1130314,1.3206873,1.0063698,0.7168884,1.1335213,1.1540345,0.8390083,0.8404935,0.87678766,0.95791686,1.0757619,1.2395986,1.1823467,1.231686,1.0607389,1.2358193,0.7164296,1.1792305,1.2958434,1.0623734,1.1465969,0.97892326,1.1074042,1.023922,0.9844574,0.70841694,0.89016557,0.47466648,1.167288,0.80584335,0.89936227,1.2386775,0.90584993,1.2450976,0.9655518,1.1486709,1.2450005,1.0039977,1.2032877,1.1288035,1.0233763,1.0161532,0.50163597,0.83931637,1.2301943,1.0787516,1.2870479,1.0332484,1.3380265,1.0899292,0.9660554,0.8952374,1.0070434,1.0922134,1.026585,1.179993,0.8942402,0.92262834
finger,1.291663,1.052024,0.7202629,1.1995682,0.9975039,1.0569535,0.9019823,1.3506144,1.4429665,1.0713972,1.4319088,0.74182177,1.2620895,1.0266339,1.3288813,1.3214995,1.1876694,1.1681664,0.95504886,1.0005138,1.3082013,0.8057085,1.032497,0.9832167,1.1010776,0.9738865,1.0287124,0.73756164,1.2987701,1.2508287,0.84874636,1.1857746,1.1697843,1.3142672,0.87627965,0.9344208,1.2630718,0.87187564,0.6290699,1.438116,0.87481797,1.274158,1.1496105,1.1647586,1.1036053,1.0663469,0.43410087,0.7165153,1.1900086,0.81381124,0.9836433,0.0,0.8405286,1.0369498,0.759343,0.6246396,1.2323714,1.3748617,0.5623177,0.79273236,1.1010009,0.9117805,0.8460105,0.368603,0.7879505,1.1548944,1.1964692,1.1822389,1.0069758,1.1318988,1.0366299,1.2879801,0.9144649,0.7412056,0.93940324,0.7890644,1.3277874,0.50910354,1.0903155,0.6029335,0.91308063,0.32140386,0.40307498,0.78256774,1.1902858,1.1759896,1.1622398,1.0620193,1.1951425,1.0436124,0.8013041,0.69901615,0.5831029,0.67228603,0.7855943,1.0052373,1.0232089,0.9171234,1.0926952,0.82009137,1.2833192,1.0059288,1.2776263,1.1623931,1.1359053,1.28524,1.1098714,0.7714844,1.2982568,1.3317007,1.2218426,1.3794651,0.60395104,1.1233122,1.0766602,0.81155574,0.9441165,0.61167973,1.1994019,0.52974826,1.2937057,1.1645244,1.4804726,1.007154,0.14771128,0.5816679,0.9950193,0.99677414,1.1731751,1.3222089,1.2097123,1.1221485,1.1390786,1.2788948,0.5873641,1.2762103,1.0954642
fish,1.2011011,1.0135494,0.44259024,1.3683443,0.85295194,1.0435239,0.8597684,1.3087188,1.4259439,1.1028266,1.4831622,0.54590905,1.3988063,1.1774727,0.9678991,1.3113244,0.92437416,0.93905514,0.61112046,0.8301953,1.3395655,1.0018771,1.0571516,0.77615047,0.5361229,0.97188824,0.8218557,0.8717351,1.1637329,1.2870798,0.53404593,1.3507823,1.348152,1.2303838,1.1646641,1.0027039,1.3471966,0.85087705,0.38798028,1.490871,0.5790498,1.0780145,1.084147,1.3579099,1.2950392,1.20756,0.75832075,0.5156213,1.2581646,0.5189495,1.203939,0.8405286,0.0,0.61536914,1.1092998,0.5245182,0.7130461,1.3578384,0.5652443,1.0625812,1.0831834,0.6889678,1.1886033,1.1737453,0.7883802,0.8276459,1.2964195,1.2726805,0.9140883,1.2877138,1.2199858,1.3185405,0.6446839,0.69275665,0.92706823,1.134162,1.0710101,0.9101315,1.0915794,0.49738473,0.7536339,0.68975633,0.9243418,0.46029723,1.1780255,1.205525,1.3886033,1.2683132,1.0977951,1.049773,0.49171543,0.5119941,0.6075805,0.9680209,0.66137993,1.1534088,0.8845823,0.46755064,0.87024593,0.7495485,1.3265806,0.88495886,1.4005375,1.0796688,1.2764559,1.200676,1.3166413,1.0606227,1.2742405,1.3261148,1.1105434,1.3655193,0.42459357,1.1127781,0.9102387,1.1298993,0.93158585,0.6388514,1.1763752,0.8399899,1.3058674,1.2872778,1.4560263,0.66343135,0.66819745,0.53086686,1.2282714,0.7938975,0.8935637,1.2994388,1.0532093,0.95353836,1.1426319,1.3803384,0.49919266,1.1983008,1.2067763
flower,1.3754997,0.90790117,0.4017464,1.3383379,0.79954207,1.0233554,0.8788727,1.196456,1.3951261,1.0986313,1.4126006,0.65490735,1.2883371,1.4700148,0.95223796,1.4349949,0.9530403,0.9311651,0.2109685,0.8251983,1.2494822,1.0446324,0.8341602,0.7489698,0.6783203,0.7434982,0.80322176,0.83332956,1.1738809,1.1792421,0.46848404,0.9732637,1.36622,1.1965935,1.2421685,1.0391641,1.3182535,0.92820776,0.44591618,1.2826715,0.33026445,1.1460028,1.0097451,0.98037404,1.2941242,1.3556601,1.0015552,0.6003859,1.3141181,0.5685245,1.1473176,1.0369498,0.61536914,0.0,1.2201128,0.8018542,1.0169855,1.18822,0.47755986,1.2635523,1.0429853,0.88181996,1.1979477,1.4076937,0.65671253,0.9040166,1.1810716,1.2968515,0.5755582,1.4915776,1.3567668,1.177866,0.33779967,1.0389069,1.0342573,1.4793432,1.0339841,1.1309623,1.1067818,0.39929014,0.7498928,0.9220817,1.0779969,0.5230947,1.005357,1.2702806,1.4883928,1.4192717,1.223821,0.98982984,0.46446693,0.3896408,0.9421829,0.9936497,0.7926879,1.2015522,0.702076,0.5088471,0.9094881,0.62548995,1.3894104,0.60775614,1.1145972,1.2068902,1.3829186,1.2050169,1.3278363,1.2345921,1.2728161,1.1717887,1.043186,1.2923038,0.45081842,1.1110574,0.5530553,1.2239772,1.126974,0.94825333,1.172806,0.9409194,1.226652,1.3471392,1.3458565,0.5982966,1.0018262,0.5638615,1.385117,0.7591674,0.7840008,1.1192731,0.8935308,0.84996766,1.1873937,1.228728,0.3908292,0.9882629,1.2273456
foot,0.92352414,0.74890804,1.1977286,1.0048095,1.0421381,0.94339585,0.8920955,1.0566063,1.0750945,0.9556496,1.1155894,1.0972191,0.9838945,0.9165196,1.036919,0.92841923,1.2344135,1.1714013,1.1271763,1.1284902,1.0740716,0.86054623,0.87040216,1.0535077,1.0323614,0.9640832,1.2355994,0.8063003,1.0342929,0.96724653,1.0524328,0.9426234,0.98733,1.1279368,0.81589365,0.9089739,1.0007391,0.94063604,1.1381205,1.1038762,1.1370422,0.98932064,1.0283518,0.9099934,1.0183904,0.9967371,1.0160956,1.076919,0.96473974,1.1544373,1.1449151,0.759343,1.1092998,1.2201128,0.0,1.1196274,1.0700773,1.1804194,1.1536611,0.43981504,1.0522236,1.0524389,1.0684295,0.7527065,1.072103,1.0118487,0.9747826,1.0704693,1.0064477,0.87285596,0.96709824,1.044313,1.0293448,0.88984036,1.0741214,0.38583428,1.2138519,0.99918586,0.93069756,1.1814334,0.8015023,1.0021685,0.9260448,1.2129432,1.1143677,1.0352011,0.9014453,0.8001164,1.0261233,0.97730947,1.1623025,1.2160777,0.9491645,0.7860296,0.9753787,1.0591657,1.025344,1.1907058,1.0448964,1.1587985,1.0085208,1.0866494,1.0210899,0.7640933,0.9753078,1.1221178,1.0915154,0.32843465,1.0671846,1.1504596,1.004312,1.1746897,1.0457851,1.1126623,1.0830165,0.23386037,0.9883,1.0623759,0.8628734,0.9354615,0.96447784,1.0688574,1.1522516,1.0980855,0.74359626,1.0760614,0.8393569,0.7504682,1.1822165,1.0933783,1.0800065,1.1461433,1.0382121,0.8882927,1.1496269,1.141965,1.0005628
fork,1.4143095,1.0723191,0.6215484,1.3250301,1.1126367,1.2269503,0.92831016,1.2922919,1.3795004,1.1841437,1.4952296,0.4014486,1.1487958,1.1997272,1.3271341,1.4216101,1.0649617,1.0870193,0.8174694,0.80620706,1.2764857,0.9108081,0.7625632,0.86240405,0.7929215,0.7544529,0.7461497,0.9695247,1.1706542,1.2073057,0.55188596,1.3159647,1.3971636,1.2778819,0.84706765,1.0157969,1.2743124,0.72761786,0.31672478,1.416205,0.6826398,1.3081918,1.1919209,1.1782895,0.985926,1.1249956,0.60028404,0.56462175,1.2369049,0.64435196,1.2100031,0.6246396,0.5245182,0.8018542,1.1196274,0.0,1.1714467,1.4952948,0.36685252,1.0095987,0.919811,0.91136765,1.1036448,1.0629482,0.87176,1.1007693,1.2624658,1.3813343,0.8879174,1.3033782,0.89423436,1.200071,0.6047416,0.5332867,0.8430872,1.2256584,1.1716862,0.698256,0.99721795,0.6215025,0.5615721,0.38924086,0.7309089,0.6398421,0.9957702,1.3427111,1.343503,1.2084507,1.2116712,1.1953981,0.37033486,0.38253742,0.58387566,1.0083944,0.55540514,1.1293145,0.8075569,0.56484735,1.0948526,0.8200159,1.3394691,0.8574784,1.1877419,1.209849,1.2809657,1.2030036,1.3022379,0.9462066,1.3876467,1.1196527,0.95453966,1.4171127,0.36168122,1.0621359,1.06737,1.0804979,1.0675179,0.3724761,1.3046525,0.80381274,1.2961398,1.3919017,1.5397972,0.83972234,0.54531395,0.30186307,1.0444127,0.67902756,1.1807593,1.3601104,1.1996168,0.81818736,1.0785106,1.2642903,0.40970194,1.1656456,1.2032286
frog,0.52614343,0.95778567,0.94525653,1.0299635,0.9233804,0.96442294,0.7611147,0.83591884,1.0998105,1.0505805,1.0059593,1.2199908,1.1440091,0.97658074,0.59235734,0.84916437,0.88230264,0.7106884,1.1039519,1.0049613,0.9619828,1.0015588,1.2616118,1.0381218,0.62143034,1.3397617,0.98003805,0.9993972,0.8255201,1.1177499,1.1387268,1.1539519,1.0773298,1.1180943,1.2105983,0.8688191,1.1358676,0.9039749,1.1571912,0.94907963,1.1352925,0.4574377,0.5432215,1.2912711,1.2358936,1.1281557,1.1729965,1.1227949,1.0674322,1.0101453,1.0007621,1.2323714,0.7130461,1.0169855,1.0700773,1.1714467,0.0,0.85334134,1.2671844,0.93234456,1.0870311,0.66635776,1.0646424,1.0526347,0.9342175,0.5574047,1.050653,1.0416104,1.2133298,1.104512,1.2064631,1.0923337,1.1427124,1.0566727,0.803904,0.82946587,0.7802199,1.1580147,0.9578168,1.1614481,1.1181015,1.3020002,1.1927413,1.0434132,1.2351301,0.5822874,1.020598,1.255894,0.87710804,0.8161601,1.1954982,1.1959472,1.0159729,0.7884165,1.1714078,1.0445504,0.97432137,1.0666658,0.5231027,1.0275847,0.9571724,1.0102226,1.3159246,0.7142273,1.1056904,0.9082197,1.1611168,1.0090452,1.0656945,1.1870626,1.1405139,0.8543098,1.1762228,1.1022093,1.0965499,1.0921928,0.9219539,1.0606622,0.88791054,1.168081,0.9974315,1.074724,0.9061801,0.8941891,1.239145,1.2280451,1.0212727,1.0354993,0.5124596,0.77867055,0.9714057,0.9134049,1.0693005,1.1434935,1.1846018,1.1860182,1.0470103
glass,0.6564071,1.1818875,1.3165989,0.7347979,0.9496241,0.87011683,1.0269685,0.5772569,0.59321594,0.99142265,0.5234212,1.423061,0.7967485,0.863906,0.7455903,0.6623791,1.0549136,0.8241707,1.254623,1.1105119,0.6871528,1.0711597,1.1932232,1.1233901,1.2304795,1.2839828,1.0827274,1.1680391,0.7575799,1.0167377,1.3910967,0.8657929,0.68549925,0.7748059,1.0257349,1.0363543,0.860821,1.052143,1.499145,0.5140268,1.3304461,0.80851305,0.9133437,0.96158093,0.9688382,0.8890862,1.3609993,1.3005245,0.74457896,1.3472569,0.81462467,1.3748617,1.3578384,1.18822,1.1804194,1.4952948,0.85334134,0.0,1.5215032,1.2523707,1.0241971,0.8914414,0.9277788,0.9378285,1.3324478,1.0381747,0.7852181,0.76571953,1.189233,0.81059766,0.76464695,0.82417446,1.2502873,1.2834464,0.96923065,1.0017172,0.6903146,1.1566917,1.0498954,1.3785354,1.4444,1.494748,1.1975335,1.3120904,0.9041426,0.69070375,0.7244729,0.93299276,0.72342324,0.902565,1.4124529,1.3985786,1.349359,1.0876111,1.4678757,0.89730257,1.1731149,1.3122118,1.0422311,1.189989,0.711493,1.2273936,0.8377167,0.9349427,0.85089004,0.64872605,0.7673963,1.2008927,0.5546081,0.66145825,0.93844265,0.53905493,1.5628841,0.8619225,1.0789933,1.2445831,0.8891039,1.2679472,0.68071574,1.2814661,0.93235946,0.76045,0.39517426,1.237304,1.4967804,1.4771789,0.7170285,1.3903372,0.85782087,0.51342416,0.79611635,0.89486164,0.9572157,0.8045713,1.498221,0.6574811,0.8061706
glasses,1.5063498,1.0291617,0.45037103,1.3794367,0.9250926,1.1219481,1.065416,1.4229085,1.4993808,1.1145825,1.5668004,0.33392125,1.3573675,1.3026248,1.2723202,1.5170122,1.0315627,1.1033015,0.4615661,0.83084273,1.427827,1.0489749,0.8390144,0.86378306,0.84266305,0.7014295,0.930491,0.892092,1.2887305,1.2930276,0.39709038,1.2081776,1.3874193,1.3383329,0.9830002,1.0234467,1.353349,0.9188808,0.2069236,1.5494305,0.43299854,1.378737,1.188873,1.1411021,1.2123425,1.2437773,0.5962861,0.4802609,1.3205621,0.40881884,1.0759748,0.5623177,0.5652443,0.47755986,1.1536611,0.36685252,1.2671844,1.5215032,0.0,1.1325505,0.96351033,0.99093825,0.95625275,1.1324697,0.49454385,1.1003772,1.223523,1.3018979,0.69459593,1.3645153,1.1525655,1.3532062,0.5164568,0.85468304,1.0192676,1.3690718,1.2612128,0.68550843,1.0855138,0.27159315,0.6669176,0.28873837,0.58375335,0.46526945,1.0691895,1.3353226,1.468113,1.2472491,1.298347,1.141598,0.26378202,0.21610951,0.7486534,1.0091714,0.5958443,1.1762547,0.8802887,0.4424935,1.0984801,0.63059974,1.3625262,0.68812793,1.2281694,1.3013482,1.2799251,1.2418326,1.2786677,1.0155033,1.4018161,1.2290976,1.0748866,1.4819198,0.17533684,1.0967398,0.90479267,1.1150173,1.1511569,0.671031,1.3059692,0.7196224,1.3649694,1.3283068,1.6109021,0.6972317,0.48540503,0.26550126,1.281109,0.7762916,1.0788051,1.4575133,1.1203078,0.99879205,1.1556454,1.2891827,0.12976688,1.2060764,1.2418644
glove,0.85024333,0.56266934,1.1697953,0.9462629,1.0628871,1.0232096,0.94933885,1.0264149,1.1040833,1.0483023,1.0658563,0.96891475,1.0105555,0.73570263,1.0226381,0.7622329,1.0597588,1.0329275,1.173476,0.9653867,0.95046884,0.8959439,1.0648093,0.9276775,1.0016614,0.9591765,1.0914686,0.9687364,1.0416304,0.7926879,1.143787,1.0709492,1.0823333,1.0758809,0.9058929,1.0095371,0.9124174,0.9595228,1.1209813,1.1424358,1.0937022,0.89135367,0.97614574,1.0906476,0.9225961,0.8934977,0.91353256,1.1258948,0.9809015,1.1004381,1.2192693,0.79273236,1.0625812,1.2635523,0.43981504,1.0095987,0.93234456,1.2523707,1.1325505,0.0,1.1254654,0.9518471,1.14887,0.72034866,0.9371087,1.0421425,1.0849284,1.1172143,1.1186733,0.7456217,1.0646726,1.0822405,1.1919937,0.90277153,0.95169586,0.2777123,1.1880523,1.0740614,0.95027584,1.2271028,0.7831553,0.9609013,1.0571941,1.2129782,1.0131001,0.98000115,0.7342987,0.8456029,0.9457211,1.0527688,1.1942546,1.2309633,0.89846647,0.78293633,0.7341765,1.0253527,1.0332065,1.1259418,0.9854238,1.0809913,0.8292662,0.96892715,1.1189548,0.6672553,0.9766598,1.197207,1.1408503,0.32398045,1.0715222,1.3097435,1.0314718,1.2081101,0.98880285,1.2067305,1.0761011,0.15304333,1.0055887,1.0201223,0.89619374,0.9632907,0.8052554,1.1066189,1.1666133,1.0855768,0.74594367,1.0861918,0.91326153,0.71754766,1.1208993,1.135334,1.2528641,1.2017442,0.85687673,1.0019214,1.034137,1.3028858,1.0256066
grass,1.0263785,1.0764107,1.1304826,0.8004853,1.1702669,1.1857123,1.1731414,1.0635972,0.8629878,0.9993682,0.9085746,0.963237,0.98992693,0.94970495,1.033236,0.9085438,1.0475972,1.1084088,1.1350236,1.1340858,1.1078999,0.9394915,0.8723571,1.2068057,1.0505583,0.98393077,1.1106972,1.182643,0.7442665,1.0916482,0.97050864,1.0277103,0.9915051,1.0907427,0.9446456,1.026756,0.9947129,0.9759038,1.0684452,0.98012364,1.1411791,1.1093804,1.0726979,0.8999694,0.998753,0.8573539,1.0766754,1.0279568,0.791707,1.0513436,1.0341094,1.1010009,1.0831834,1.0429853,1.0522236,0.919811,1.0870311,1.0241971,0.96351033,1.1254654,0.0,1.2275339,1.0571723,1.0729451,1.1241901,1.0314841,1.0418327,0.9246966,1.0838579,0.938809,0.9162146,1.0136106,0.95489156,1.0610011,1.1229074,1.1060836,1.0685109,1.0594783,0.81747556,1.0794433,0.8956981,1.0080408,1.031547,1.0858599,1.0276245,0.91596997,0.8896695,0.90352404,1.0725684,1.2010758,0.936933,0.9966713,1.0650843,1.0448471,0.9965918,1.0188204,0.9943673,1.0289317,1.0893797,1.029747,1.1211238,1.1917801,0.7902721,1.190038,0.8461516,0.9726035,0.86255676,1.0993801,1.0832138,0.7135897,0.9096346,0.9285495,1.0712465,0.6181131,1.0688457,1.0850427,0.9087877,1.0245583,1.0802637,1.0736287,1.143578,0.9570839,0.9896666,1.0955782,1.1426506,0.9883143,0.92076737,0.906307,1.1686301,1.155324,0.9513745,0.9232807,1.0398031,1.042597,1.0446161,0.75094557,0.8843289
gum,1.1498834,0.943302,0.64453423,1.4029436,0.6560993,0.7917194,0.8111632,0.72974616,1.3427664,1.1995229,1.3344489,0.90352845,1.0806651,1.2007645,0.83051383,1.2516539,0.9183778,0.55632114,0.75535655,0.6646339,0.74803334,1.0274153,1.1375953,0.5985032,0.94854,1.0273671,0.72054267,0.82556856,1.2470678,1.138535,0.8314848,1.1113908,1.274206,1.1866813,1.0194136,0.6785226,1.3288502,0.7381648,0.75101376,1.0596678,0.7111569,1.0360897,0.92134327,1.2061967,1.179911,1.3313606,0.9092843,0.6266735,1.3249438,0.8062364,1.102987,0.9117805,0.6889678,0.88181996,1.0524389,0.91136765,0.66635776,0.8914414,0.99093825,0.9518471,1.2275339,0.0,1.1425321,0.99400514,0.87616557,0.8904753,1.1725922,1.2897072,0.9510302,1.3624182,1.1106936,1.1521847,0.9421196,0.81282985,0.71113443,0.9539664,0.9010347,0.9511638,1.1846739,0.73539746,0.97440016,0.9730606,0.98640287,0.6821608,1.0531309,0.9937875,1.2620964,1.4159629,0.774937,0.78927004,0.94025207,0.88552654,0.8614094,0.9757906,1.1246545,1.1614728,1.0184946,0.6817007,0.88625467,0.8819333,1.064385,0.8246323,1.3541751,1.1420196,1.3109398,1.132542,1.2836982,0.97400165,1.2298317,1.3567526,1.1032317,1.1534855,0.8217631,1.21298,1.0188495,0.9946044,0.9554184,0.84484226,0.9586111,0.9429444,1.0964009,1.2965953,1.1433632,0.6526717,0.8919921,0.7931232,0.90629464,0.96478134,0.48548055,0.7329518,1.1550622,0.6084741,1.2011594,1.2714119,0.8715435,1.249432,1.2248218
hair,0.85719573,1.2221926,1.1572828,0.86793745,1.0957351,1.068608,1.0553141,1.1390438,1.024848,0.8746617,0.8457692,1.2001553,1.0388688,0.85012114,1.0740432,0.8968755,1.1930022,1.0670053,1.2136164,1.3013344,1.0695424,1.0621583,1.2793894,1.3309087,1.1937573,1.3263152,1.1563983,1.1038743,0.8758404,1.2049783,1.203161,0.9897704,0.6799497,1.0014651,1.0257322,1.0627497,0.86993223,1.0073326,1.2309594,0.9745004,1.2813549,0.88472974,0.84275013,1.0333114,1.0375025,0.8098824,0.92915505,1.166804,0.9464985,1.1488312,0.12443191,0.8460105,1.1886033,1.1979477,1.0684295,1.1036448,1.0646424,0.9277788,0.95625275,1.14887,1.0571723,1.1425321,0.0,0.72032446,0.7732254,1.1133686,0.9345665,0.5939177,1.1696315,0.8412504,0.9422769,1.0160729,1.2451739,1.232997,0.9607606,1.0034883,0.99312574,0.7332835,1.025684,1.0724884,1.3086843,0.84581447,0.5441021,1.0996256,1.1907126,0.88419473,0.8581129,0.8206158,1.0045981,1.0888002,1.2429188,1.1740824,1.1191397,1.0248424,1.1686928,0.68879414,1.1761216,1.2940121,1.0870757,1.0695174,0.9738919,1.0952555,1.0646523,1.001424,0.7318489,0.98615974,0.55299234,1.1032495,0.8679878,0.9808483,1.2919202,0.9534881,1.1656057,0.9977003,1.2008535,1.1866177,0.95758206,1.1740975,1.2027647,1.0084269,1.0358696,0.5521503,0.92028666,1.2643948,0.9085321,1.2396768,1.0449181,1.3432796,1.137967,1.0662096,0.94155,1.0833085,1.070693,1.0394415,1.1086471,0.9512532,0.97008383
hand,0.7709427,1.1590681,1.2242117,0.76012874,1.1293095,1.0714415,0.9151811,1.069389,0.974176,1.0274539,0.96918494,1.173531,0.9542202,0.61945295,1.0820719,0.83474207,1.236335,1.0391431,1.4050038,1.2124166,0.99320763,0.78061914,1.3309188,1.2383994,1.2350156,1.3284483,1.214013,0.900343,0.9877458,1.1530415,1.3875691,1.1233125,0.77974224,1.1018504,0.8338768,1.0262848,0.99750435,0.92611,1.2382156,1.039877,1.3760862,0.97957486,0.9993629,1.1478896,0.9357686,0.7236235,0.7514483,1.2048637,0.87495035,1.2640378,0.80616355,0.368603,1.1737453,1.4076937,0.7527065,1.0629482,1.0526347,0.9378285,1.1324697,0.72034866,1.0729451,0.99400514,0.72032446,0.0,1.0900409,1.190005,0.93286735,0.87624836,1.3529024,0.68321276,0.73327273,1.1361144,1.3794415,1.0216808,0.87335366,0.46015763,1.1437021,0.732643,0.98587215,1.1833292,1.2908304,0.8215399,0.569857,1.2431631,1.1250776,0.84637356,0.63280654,0.78047013,0.90016717,1.0334592,1.2481151,1.1867878,0.87942785,0.80045754,1.1484731,0.70675194,1.2513874,1.3413967,1.1778073,0.9978919,0.8466279,1.2471626,1.117143,0.8138101,0.8128054,0.96842355,0.7852632,0.794625,0.9557012,1.0997885,1.132156,1.0149871,1.2228019,0.9983951,1.3126872,0.84899336,0.8597021,0.9002251,1.0515978,0.8963169,1.1078697,0.8063642,0.9199744,1.3600277,0.6351187,1.2021441,0.61066616,1.3169391,1.2372109,1.0079031,1.105435,1.1820961,0.9618827,1.063171,1.1755841,1.1478283,0.89108413
hat,1.3643403,0.7676425,0.6214211,1.341962,0.75993276,0.94523335,0.98924375,1.1692699,1.5015341,1.0789356,1.4267863,0.7801902,1.293626,1.2990206,1.082094,1.4286662,0.8429644,1.0318985,0.5984327,0.89552563,1.1935878,1.0593579,0.9861921,0.8311883,0.69835824,0.8708636,0.8391851,0.80616957,1.310405,1.0756704,0.6619425,1.040763,1.3278251,1.2777736,1.1112744,0.8696466,1.3266068,1.0479649,0.6722193,1.3151007,0.6138697,1.1287719,0.81952894,1.0890114,1.2755215,1.3113515,0.79180455,0.75136864,1.4137411,0.67405283,0.899719,0.7879505,0.7883802,0.65671253,1.072103,0.87176,0.9342175,1.3324478,0.49454385,0.9371087,1.1241901,0.87616557,0.7732254,1.0900409,0.0,0.87652874,1.1402453,1.2015119,0.79310596,1.3500978,1.3585858,1.184166,0.7694034,1.103818,0.99758315,1.12408,1.0241334,0.9140995,1.0664603,0.57186687,0.937035,0.6583777,0.73923886,0.56807375,1.1247442,1.169695,1.3981884,1.2968366,1.2760897,0.93842417,0.82707083,0.7188086,0.86859596,0.82711357,0.9180323,1.1258417,0.8693228,0.77600485,0.9145375,0.5349032,1.0404217,0.67135274,1.2383751,1.0952308,1.2077564,1.1375104,1.2533742,0.8804513,1.3060219,1.362499,1.2131531,1.2175651,0.5693965,1.3075655,0.8264372,0.9668459,1.1855521,1.0744421,1.068292,0.80531275,1.0480556,1.2230617,1.4431754,0.629098,0.715093,0.741861,1.3223903,0.96357363,0.6820534,1.2333677,1.0608642,1.008771,1.1510557,1.0707526,0.52623045,1.244139,1.2985718
