,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bench,0.994281,1.416237,0.630449,1.5347929,1.3870187,0.96396065,0.8212902,0.28592193,0.3286193,1.336913,0.0,0.780912,1.3260598,0.3935014,0.9559407,0.84489036,1.4114738,1.1548666,0.6790148,0.75785017,1.3012058,1.1959419,1.3026856,1.123672,1.213621,1.286921,0.9007009,0.58854324,1.4527397,0.7687913,0.9356726,0.4581526,0.5466527,1.1229856,0.3459218,1.0524188,1.418548,0.29514593,1.3453172,1.3103325,1.2267474,0.64934516,0.7110854,0.8522072,1.2278198,1.3804297,0.867074,1.2477331,1.0231652,1.3493968,1.432794,1.4339664,1.2464528,1.1288387,1.2636545,0.7207142,1.5397948,0.93768954,1.0068628,1.0871053,1.0360881,0.9850098,0.9388277,1.5399702,1.3096466,0.53632486,0.64086306,0.48446524,0.59784234,0.7538346,1.3829458,0.6705748,0.68504906,1.1903112,0.6965064,1.1431065,0.7464738,1.0915718,0.71424294,1.531378,1.2936848,1.4897361,1.1872661,1.3559835,0.6572954,1.0309132,0.47507745,0.60746026,0.62791735,1.3271531,1.19341,1.3077312,0.8968471,1.2557908,1.121537,0.9111675,1.1187006,1.4101347,1.3330646,0.93122864,0.6637406,1.2355826,0.61559635,0.7296111,1.2221777,0.8780678,0.63874143,0.6920822,0.9831971,0.7032571,0.8699333,0.59569764,0.6608845,1.4307053,0.88441193,1.3465667,0.8406783,1.0951979,1.0300475,0.9156224,1.3659106,0.765102,0.7425487,0.34303737,1.2092735,1.4494281,1.345275,0.5975553,1.0686857,1.1584722,0.67342687,0.9894398,1.1663886,1.2787808,0.666251,1.4764986,0.94734186
bib,0.70280945,1.3096607,0.61191,1.3088195,1.3084059,0.8168934,1.0902541,0.7224282,0.6843813,1.3814558,0.780912,0.0,1.0855966,0.5078142,1.1358808,0.797405,1.3128442,1.2501009,1.0309398,0.5641309,1.383423,1.315423,1.1760759,1.4867857,1.2604146,1.1278542,0.9000012,1.2547078,1.3935225,1.2435286,0.7095825,1.0339646,0.94552207,1.1281615,0.83557737,1.008448,1.4412711,0.8764947,1.3497425,1.0053966,0.83606946,1.222702,1.2027843,0.71943253,1.1048751,1.1304643,0.8781017,1.1361973,0.79841876,1.096661,1.223933,1.3461056,1.0332938,1.4140654,0.99675465,0.9171944,1.3071065,0.7294307,1.0120077,0.93126667,0.84449023,0.6783504,0.6853032,1.1504563,1.174151,0.8459753,0.5756254,0.47469938,0.99557537,1.3193263,1.5016353,0.5531713,0.51825786,1.0994544,0.4474157,1.3295097,0.8097773,0.9299991,0.6191565,1.2472332,1.4045371,1.1848865,0.9030223,1.2559705,1.1914353,0.53901225,0.39787436,0.57205623,0.5497967,1.4547341,1.366523,1.1720133,0.86886674,1.2253617,1.2548383,0.89192694,1.2007446,1.3778341,1.1688858,0.76949847,0.8012787,1.4346145,1.2012663,0.610655,1.1082531,0.70279264,0.8934866,0.49582613,0.8777466,0.67847097,1.1229061,1.0785325,0.71561384,1.3576322,1.0123212,1.3232698,0.8295923,1.0937138,1.0883126,1.0550374,1.2208695,0.8947494,0.5624022,0.7428237,1.1977204,1.1580946,1.159658,0.74636036,1.3126922,1.0345954,1.100689,1.2597725,1.1307425,1.2460905,1.1854492,1.2831242,1.1862254
bird,0.30229068,0.79164165,1.2235109,0.9083309,1.0547408,0.962561,1.087478,1.2512839,1.247488,1.1498178,1.3260598,1.0855966,0.0,1.2548089,1.0199109,0.9103539,0.9465521,0.9942847,1.0158015,1.0276434,1.0671599,1.0720776,0.50397867,1.0844014,0.8755497,1.0604548,1.1961582,1.2327863,0.900697,1.0392158,1.1864461,1.0745363,1.2499019,0.92326105,1.226695,0.9038253,1.0628507,1.1534292,0.9786375,0.49001372,0.6501439,1.1160436,1.1676769,1.1151608,0.47327417,0.8086294,0.9959789,1.1383213,1.019915,1.1585128,0.8076582,0.85890865,1.1562726,1.1202034,0.5302129,1.1604376,1.0880561,1.1170741,1.0672301,0.94082683,1.0380322,1.0084726,1.1904267,0.96111685,0.60359937,1.1168779,1.2633073,1.3323658,1.178108,1.1112341,0.9149339,1.294906,1.1447378,0.9674575,1.2184265,0.9095096,1.1757914,1.0534427,1.1672995,1.0626653,1.0478302,1.0887192,1.1111964,0.72388476,1.1012737,0.50184375,1.2654018,1.3311777,1.0602762,1.1366491,1.1476482,0.81158316,1.1320953,0.7258552,1.1473055,0.95104694,0.8097719,0.98579603,0.6325457,1.0571642,1.2174222,0.9299559,1.1624253,1.1053575,0.18033814,1.1848303,1.0890617,1.2591096,1.0344323,1.346288,1.1858267,1.2786756,1.090225,1.135802,1.143443,1.0647314,1.131473,1.0795761,1.0529726,0.8253348,0.7996335,1.0000879,1.222454,1.1541688,0.9115633,1.1278927,0.8670956,1.1282256,1.0717572,0.74628866,1.0591172,0.99509776,0.8391496,0.84746826,1.1130763,1.1683631,1.0611618
blanket,0.86780334,1.4193276,0.6105492,1.4529924,1.295768,0.93200195,1.014219,0.44754136,0.34739643,1.314199,0.3935014,0.5078142,1.2548089,0.0,1.0104464,1.0317645,1.4123715,1.2431052,1.0692209,0.6349726,1.3154794,1.3214179,1.2168583,1.3688598,1.2800546,1.3003845,0.6800732,0.93647736,1.4116313,1.0417593,0.73054004,0.75045544,0.697683,1.1894389,0.49053013,1.1337757,1.4828612,0.6396003,1.3882804,1.184104,1.2183621,0.97102726,1.0692706,0.8376423,1.2220559,1.3226599,0.7878001,1.2019868,0.94243634,1.2758938,1.2761183,1.4135926,1.1875731,1.2000794,1.1946329,0.67530435,1.449429,0.72537774,0.8361283,1.2003388,0.9965073,0.89768404,0.9355939,1.4217938,1.2248838,0.7171376,0.3753813,0.25107288,0.84680015,1.0827107,1.3936846,0.58798474,0.48144054,1.1284989,0.5290692,1.237929,0.7372645,1.0776275,0.60132974,1.4131799,1.181963,1.3715644,1.1183288,1.3644834,0.97270244,0.8239684,0.23353398,0.4635561,0.6835079,1.3579469,1.3021462,1.273006,0.8962333,1.2853428,0.9180118,1.0144386,1.1584312,1.4112599,1.2161505,0.67858684,0.6542321,1.3013234,0.9127275,0.61487544,1.1690061,0.85508394,0.86346734,0.5272111,0.94687104,0.61608636,0.93555677,0.7480843,0.6599121,1.3939133,0.76049817,1.3402005,0.78309727,1.0470706,1.1482625,1.0928074,1.3471811,1.0110798,0.5940838,0.59201163,1.3050199,1.3448813,1.3260678,0.83799994,0.9357226,1.3159914,0.91422045,1.0155815,1.26093,1.2944508,0.95015925,1.3925191,0.9880394
boat,0.9871206,1.0539546,1.0050437,1.0093473,0.97897685,0.9146689,0.73040986,1.0150731,1.0598203,0.9197806,0.9559407,1.1358808,1.0199109,1.0104464,0.0,0.8848203,0.8595995,0.7724692,0.956577,1.0914665,0.9274633,0.7710074,0.9495483,0.87063414,0.65429467,1.0467119,1.1268665,0.790818,0.87318724,0.96008563,1.1188387,0.9942082,0.9985167,1.1033164,1.0967635,1.0446342,0.8230492,0.9959842,0.9679699,1.0890088,1.0313528,0.9855577,1.1523898,1.0978819,1.0734235,1.1515251,1.0375688,1.1888444,1.1314865,1.121076,0.97331417,0.87597346,1.164257,0.80867124,0.9530474,1.0585015,0.99741465,0.962778,1.2086321,0.8526074,1.0922931,1.1058843,1.0593859,0.96780246,0.9863868,0.79020584,1.0659924,1.0934453,0.8758387,0.84922147,0.95231164,1.1085817,1.1964712,0.94206864,1.0268036,0.7468032,0.9569429,1.1118263,1.1722374,1.0978346,0.78575695,1.0444211,1.1491876,1.0748076,0.9653069,1.2207613,1.0857872,1.1670061,1.0296842,0.88155687,0.92145765,1.1534302,0.9330482,1.0125635,0.91229945,1.0693829,0.85911405,0.83634835,0.990535,1.0924958,0.9402312,0.6912323,0.9352081,1.1205676,0.9684715,1.0519363,0.92081505,1.1510044,0.9850296,1.0696325,1.1565273,0.9184864,0.7549939,0.9240692,1.1352466,0.9599878,0.99874353,1.0052229,0.9066028,0.99395293,1.0044096,1.0241493,1.2205269,0.99689543,1.1217707,1.1808789,1.1388347,0.9177104,0.724262,0.88615274,0.7942648,0.88177556,0.9347557,0.7201868,0.8911194,0.98760796,0.8864365
book,0.79871,1.0194261,1.0711007,1.0885308,1.1686218,0.98235375,0.8270687,0.918025,0.8450135,1.1789397,0.84489036,0.797405,0.9103539,1.0317645,0.8848203,0.0,0.9844985,0.9606819,0.58494043,0.9125303,1.1239053,1.028509,0.841867,1.0002959,0.8360996,1.0109551,1.2063295,0.9704131,1.1035111,1.029365,1.1997428,0.94770604,1.0379275,1.0130213,1.0060893,1.0542835,1.0342203,0.7422538,0.99519104,0.8575822,0.63353306,1.0408822,0.9805873,1.0282527,0.930836,1.1277541,0.9369514,1.213776,0.95834786,1.2126095,1.094528,0.9470892,1.2611318,1.0296627,0.89164805,1.1009079,1.1438214,1.1109462,1.1881634,0.7771559,1.0042778,0.9484413,1.025192,1.083946,0.84383833,0.8593304,1.0008087,1.130741,0.9740231,0.97792006,1.1382565,1.1396931,1.0433679,1.0398803,1.0818549,0.9897259,1.045789,1.058501,1.1366296,1.1898224,1.1391389,1.2398492,1.1748916,1.0054175,0.9618745,0.94904953,0.9285288,1.1838349,0.34666198,1.0490012,1.0643408,1.1924541,1.0241374,0.98380214,1.2591574,0.7486426,0.9999551,1.0101497,0.93224025,1.1785474,1.056722,0.9353781,1.0516508,0.9869833,0.85839856,1.0735437,0.84102166,1.1057074,0.9795215,1.1898189,1.068211,1.0351247,0.79654396,1.143971,1.1010022,1.0341325,1.0718416,1.1573932,1.050744,0.9680325,0.95575494,0.7118608,1.0912066,0.7226757,0.9956032,1.2784262,1.1680812,0.8376432,1.1275301,0.6021423,0.7465495,1.0146859,0.91336626,0.9588121,1.0447034,1.1805015,0.9876868
bottle,1.2371955,0.8018956,1.3993852,0.41214883,0.5609342,1.1363758,0.80922186,1.3906226,1.3649217,0.637302,1.4114738,1.3128442,0.9465521,1.4123715,0.8595995,0.9844985,0.0,0.595486,0.9843839,1.3431376,0.52215505,0.34775245,0.9002217,0.46498716,0.7308161,0.64514256,1.1907767,0.90680534,0.48135126,0.96313936,1.2413789,1.1265523,1.2313623,0.99659926,1.2608216,1.0966952,0.4327047,1.2880775,0.19442499,1.0457977,0.9193675,1.0563792,1.1292495,1.2516946,0.9572229,0.8685292,1.2034744,1.0224975,1.2118012,1.0010242,0.6350221,0.23614562,1.0693414,0.7420344,1.0256257,1.0278599,0.47005558,1.2110205,1.1136329,0.7961111,1.2001554,1.1475301,1.3397475,0.6158001,0.95200866,1.1983294,1.3158102,1.4762809,1.2703307,0.9304629,0.48129672,1.339838,1.3915532,0.91627586,1.3947577,0.72225773,1.2423904,1.1456331,1.3782287,0.45523512,0.45706576,0.6879564,1.1851392,0.80666053,1.0140905,1.2940487,1.437303,1.4397953,1.2902524,0.46455145,0.8243352,0.94774544,1.1444317,1.0207186,0.726517,1.1889158,0.9025083,0.4610181,0.9137278,1.3171017,1.293937,0.5612871,1.0139961,1.3384867,0.9560932,1.2845092,1.2189426,1.3767982,1.1691263,1.3545172,1.0222137,1.0393825,1.1655225,0.5003056,1.1237452,0.43819654,1.2026141,0.99508524,1.025538,0.90955496,0.85601616,1.0729346,1.3353865,1.2511126,0.75112045,0.87022537,0.9306463,1.2154815,0.60908014,0.67498326,1.0983479,1.0589063,0.85660887,0.5613239,1.021054,0.44856262,0.94549704
bowl,1.1945925,0.7508254,1.3578007,0.72788626,0.7743138,1.0003421,0.32363987,0.9290048,1.2375946,0.84822595,1.1548666,1.2501009,0.9942847,1.2431052,0.7724692,0.9606819,0.595486,0.0,0.8588909,1.1435428,0.8759266,0.2767638,0.91537446,0.6305266,0.7028476,0.94836867,1.2930777,0.801623,0.59737563,0.91018647,1.3566351,0.8470864,1.1861701,0.86423576,1.1686805,1.0151645,0.75709254,1.093871,0.5204801,1.028077,0.96544,1.026767,1.0594327,1.3211049,0.9339744,0.8205383,1.2025566,1.0506504,1.3354006,1.1308115,0.8750258,0.7347677,1.304909,0.80017495,0.9389977,0.9296861,0.8741649,1.0425279,1.2211928,0.743938,1.3086197,1.0113641,1.1937149,0.90754193,0.98794156,0.9908289,1.314297,1.374629,1.0968533,0.8993821,0.72073865,1.2879231,1.3498006,0.8725232,1.1666328,0.72754264,1.0891497,1.1611736,1.3773848,0.9340335,0.75823367,1.0015259,1.2327173,0.7542818,0.8644688,1.2695417,1.3455399,1.3738605,1.1905264,0.82828295,0.9282391,0.9652496,1.0919591,0.87998223,0.8511686,1.1189387,0.9285062,0.40489304,0.9466146,1.168276,0.9945274,0.5634283,1.0165352,1.2293332,1.0090626,1.3282406,1.0220786,1.4236515,1.0185363,1.2571105,1.1097276,0.6255413,1.0172727,0.7476711,1.1959386,0.85444546,1.055073,0.79430765,0.6680071,0.76741767,0.8980913,0.9477614,1.4102786,1.0247275,0.4351679,1.1171178,1.0160875,1.0555664,0.79139674,0.6771505,0.6236191,0.9812057,0.8439622,0.7397506,0.94852304,0.827335,0.93934995
box,1.0613878,1.094659,1.0832429,1.2096022,1.2186798,1.1137677,0.56281966,0.80161905,0.92107236,1.1203265,0.6790148,1.0309398,1.0158015,1.0692209,0.956577,0.58494043,0.9843839,0.8588909,0.0,1.034192,1.0256709,0.7269014,1.0370064,0.59701943,0.92330706,1.1810265,1.2831695,0.5691049,1.0463198,0.73819625,1.2007033,0.80580044,1.0340054,0.976971,0.77260053,0.9851859,1.1119204,0.6454105,0.98414373,1.0207956,0.892598,0.69076586,0.6455398,1.0970534,1.0186409,1.1488945,1.1311954,1.178674,1.0820729,1.2036719,1.229297,1.0814781,1.1356078,1.007387,1.1020653,0.93739563,1.2316756,0.98896337,1.227726,0.9169065,1.0715009,0.9519854,1.0929606,1.1467344,0.9937295,0.9752886,1.0843506,1.113734,0.9564168,0.65921676,1.00736,1.0989728,1.0375894,1.1493549,1.0827296,0.87833476,0.9837121,1.0784167,1.1193063,1.2620807,0.9858798,1.1996233,1.1994487,1.0197294,0.5751101,1.1225173,1.0656308,1.0938556,0.7181399,1.1518435,1.088489,0.9875394,0.9839587,1.0097219,1.0536668,0.97206753,0.9443712,1.0644265,1.0578142,1.1905732,0.8854412,0.7123963,0.73254395,1.0609488,0.9615609,1.0402977,0.96294504,1.1044923,0.90938,1.0789522,0.97077274,0.8973045,1.0120231,1.1280553,1.1891927,1.1282101,0.9055968,1.0383824,1.0276617,0.8561372,0.9944727,0.60994375,1.1165942,0.7890887,0.90137243,1.2340113,1.1453433,0.864724,0.9406004,0.8431008,0.6982968,1.0290763,0.8551086,0.90356183,0.8630458,1.1926806,0.9823898
bread,0.5803649,1.238865,0.59199893,1.2491035,1.3879422,0.89332545,1.0362251,0.6590926,0.6818976,1.430074,0.75785017,0.5641309,1.0276434,0.6349726,1.0914665,0.9125303,1.3431376,1.1435428,1.034192,0.0,1.4584014,1.3909688,1.0937116,1.404322,1.3126763,1.1095347,1.0450362,1.2797228,1.3722714,1.0924956,0.938202,0.90277,0.8334035,0.9867265,0.8058878,0.86243194,1.407824,0.8165512,1.3171945,0.96462125,1.0975653,1.1072562,1.0441613,0.9197249,1.0319471,1.1176019,0.7827064,1.214851,0.94840395,1.0942521,1.260297,1.2541801,1.2001805,1.2701776,1.0992188,0.9353336,1.3882741,0.8476373,1.1157501,1.0388482,0.97478044,0.7580316,0.77648413,1.3799654,1.0583106,0.8425559,0.84280515,0.7543656,0.76422393,1.1961398,1.3218815,0.7303422,0.35459566,1.170725,0.6780293,1.0989212,0.9985473,0.9546652,0.5280383,1.2479247,1.3917434,1.3960932,1.0427775,1.0993301,1.101105,0.39703393,0.6419648,0.87797034,0.64114714,1.367186,1.2508448,1.1367803,0.98172593,1.1203352,1.2692487,0.9926148,1.1219151,1.3767655,1.0391126,0.6192968,0.8483595,1.2113154,1.1646127,0.2315281,1.0301137,0.9652051,0.8039508,0.8665453,1.0231425,0.9966521,0.89513934,0.94934374,0.952335,1.3855611,1.0617911,1.2056148,0.94176805,1.0630788,1.092943,0.82703584,1.2125107,1.0938159,0.89437246,0.7067687,1.0707098,1.1692526,1.2124552,0.7684634,1.3024504,1.14536,0.95008713,1.1306758,1.2135819,1.2626357,0.92912894,1.3282415,1.1465255
broom,1.4067278,0.891879,1.259067,0.651947,0.5719,1.2154286,0.97309256,1.4020187,1.3624759,0.34165168,1.3012058,1.383423,1.0671599,1.3154794,0.9274633,1.1239053,0.52215505,0.8759266,1.0256709,1.4584014,0.0,0.49380463,1.0554363,0.37158006,0.83960384,0.68265986,0.98513544,0.6852109,0.5499672,0.929754,1.000821,1.2733855,1.2374959,1.011438,1.2473968,0.95431274,0.38364708,1.2260685,0.5479601,1.16061,1.0649188,0.91109824,0.93345636,1.2454977,1.0451707,0.96416867,1.2097784,0.7612891,1.2685261,0.69101244,0.708514,0.5585729,0.8205026,0.49669564,1.1345358,1.1113521,0.45102906,1.1448033,0.9746379,1.0888216,1.1941434,1.2197247,1.1867104,0.6074263,1.06656,1.3826213,1.2168238,1.2700416,1.1884418,0.769326,0.5210384,1.2441056,1.440481,0.8347275,1.4250138,0.82242775,1.194837,1.1396697,1.3656747,0.5840628,0.28354716,0.37844527,1.1156518,0.91659564,0.9947147,1.4188727,1.3409239,1.1272595,1.3691123,0.42722565,0.5735916,0.8153944,1.0667652,1.0030466,0.5153102,1.0578595,0.92939323,0.5324591,1.0492672,1.2823958,1.274533,0.65175104,0.8501067,1.4549049,1.0675662,1.1254077,1.432745,1.2148662,1.0916423,0.94657046,1.1130731,1.1654704,1.2804677,0.43871182,0.98157126,0.61086255,0.9821838,0.9428803,0.9223974,1.2489225,0.91574144,1.0994309,1.2171316,1.4635344,0.9750761,0.64273214,0.7348195,1.3136877,0.3923322,1.0271578,1.1442862,0.96826214,0.96931446,0.69613945,1.1588434,0.45324922,0.95265764
bucket,1.3763772,0.8386228,1.3897338,0.6833499,0.60208523,1.0621351,0.4288262,1.1469479,1.3806846,0.59269375,1.1959419,1.315423,1.0720776,1.3214179,0.7710074,1.028509,0.34775245,0.2767638,0.7269014,1.3909688,0.49380463,0.0,1.0167574,0.23586148,0.66334325,0.84864295,1.2692807,0.5486611,0.5053399,0.91143185,1.2606955,1.0283312,1.2361119,1.0030963,1.1850766,1.0050718,0.5145869,1.1503634,0.39268494,1.1499219,1.0239551,0.94986904,0.9746492,1.3275237,1.0275921,0.8650452,1.2978168,0.99590087,1.3947375,0.9985207,0.7334295,0.60419416,1.1071066,0.6075375,1.0321555,0.99499345,0.6736398,1.0577513,1.1798106,0.77187926,1.3552544,1.1174219,1.2645135,0.7518749,1.062494,1.1892306,1.3244697,1.3779705,1.1916311,0.7306137,0.58433604,1.263231,1.44972,0.8238896,1.254592,0.74059683,1.0989683,1.1876122,1.4277884,0.7655015,0.3715608,0.74412644,1.2712793,0.82979196,0.7992127,1.4182656,1.4406906,1.3434255,1.3113647,0.6060961,0.77898556,0.8719234,0.9853191,0.9678908,0.5656355,1.1472243,0.9190806,0.33430767,1.0105032,1.259125,1.1382982,0.43009186,0.8217372,1.3980634,1.0931966,1.2927598,1.2662221,1.402885,1.0708461,1.1902698,1.1009058,0.7779862,1.1570399,0.55534583,1.1662623,0.709259,1.0076288,0.87483877,0.7922701,0.96534485,0.90229946,0.8888185,1.4029183,1.2167914,0.6250149,0.9485855,0.8718537,1.1507608,0.44489205,0.7581253,0.793627,1.024353,0.80607843,0.5362041,1.0377226,0.6146153,0.93597806
butterfly,0.65710986,0.7627641,1.2578179,0.904553,0.9861048,1.0940511,1.0333065,1.23403,1.2149761,1.0176471,1.3026856,1.1760759,0.50397867,1.2168583,0.9495483,0.841867,0.9002217,0.91537446,1.0370064,1.0937116,1.0554363,1.0167574,0.0,1.0330611,0.7307884,1.0806723,1.0988555,1.147826,0.7250831,1.1155031,1.2095551,1.105382,1.1538919,0.9992616,1.2465088,0.9401385,0.9035058,1.1297827,0.9121312,0.5047779,0.7552483,1.1922884,1.1723295,1.2004402,0.69633543,0.84447134,0.8159543,1.0790498,1.130595,1.13296,0.8213229,0.76657814,1.2277937,0.9089765,0.7227954,1.1320446,0.99364996,1.0936623,1.0559715,0.9495702,1.1556966,1.0838622,1.217135,0.9652276,0.4139359,1.1162838,1.1772494,1.3345869,1.1464733,0.9843623,0.7401718,1.3922285,1.2757246,0.9917453,1.2961547,0.837177,1.1392987,1.1158752,1.2865201,1.0405899,0.92552793,1.0247105,1.1942592,0.79267675,1.0734694,0.8886646,1.2710545,1.3693271,0.969575,0.9443119,0.9623985,0.93262726,1.185748,0.59129167,1.0937634,1.049009,0.71496165,0.9264161,0.5072731,1.113078,1.1948948,0.89469755,1.1347,1.2012312,0.51903176,1.2542813,1.0321697,1.2739775,1.0073477,1.3334447,1.0800335,1.1644585,1.0729878,1.0421797,1.0420159,0.98156977,1.1360064,1.0093231,0.9336674,0.8985055,0.72108644,1.0286838,1.2357234,1.1585013,0.9020568,1.146694,0.97460043,1.1605572,0.9735736,0.8286971,1.0648832,0.96707803,0.85358536,0.8459268,1.0819147,1.0560015,0.8669237
can,1.4155974,0.9286911,1.2937789,0.79756975,0.71326464,1.2898672,0.6542689,1.1791463,1.2923508,0.56017673,1.123672,1.4867857,1.0844014,1.3688598,0.87063414,1.0002959,0.46498716,0.6305266,0.59701943,1.404322,0.37158006,0.23586148,1.0330611,0.0,0.73533344,0.95478827,1.1511174,0.4236611,0.47912538,0.6943967,1.1802944,0.9779816,1.1643906,1.0643461,1.0635825,0.96958494,0.55625665,1.0121694,0.48851728,1.1653798,1.0834895,0.67811,0.733795,1.3405937,1.0673853,1.0272522,1.2680659,0.9419602,1.3009421,0.9471555,0.8780931,0.56386936,1.0221826,0.54237187,1.2378913,1.0173863,0.6768807,1.2112182,1.0990548,1.0893369,1.2483493,1.2134162,1.2929909,0.78766525,1.0377235,1.2853022,1.2966993,1.4040083,1.1186634,0.553986,0.44112742,1.2985611,1.4507648,1.00262,1.4837873,0.6444012,1.200993,1.1797417,1.4194132,0.7825262,0.28756094,0.71168125,1.2257338,0.9107855,0.536548,1.4564722,1.435682,1.30565,1.2664108,0.55224043,0.70443606,0.88651794,1.1236461,1.0037959,0.49969178,1.151623,0.8429399,0.5426514,1.0299481,1.3571188,1.2187481,0.34114623,0.49192297,1.3699508,1.0661675,1.2404096,1.3818158,1.3396988,1.2140057,1.1810488,0.99365735,0.782009,1.3113271,0.65655816,1.0412401,0.69611776,1.0681792,0.88948005,0.94766575,1.007051,0.9063717,0.8868,1.3383268,1.2009591,0.8201926,0.9102273,0.94093555,1.2324753,0.38247854,0.97834086,0.83875793,0.935341,0.83236855,0.5871502,0.9148461,0.6710804,0.81834555
car,1.1014326,0.8287035,1.3572736,0.8350554,0.8454336,0.94604653,0.77594286,1.274797,1.2467027,0.82197464,1.213621,1.2604146,0.8755497,1.2800546,0.65429467,0.8360996,0.7308161,0.7028476,0.92330706,1.3126763,0.83960384,0.66334325,0.7307884,0.73533344,0.0,0.9292717,1.1644311,0.8089783,0.640876,0.9659738,1.2444016,1.1291367,1.2113395,1.0049635,1.2115862,0.9649067,0.71187943,1.070127,0.79259264,0.8772056,0.71048486,1.016693,1.1018099,1.2435405,0.941764,0.8984242,1.077429,1.0208279,1.1521988,1.0824959,0.88597304,0.68973124,1.1463921,0.778484,0.77716327,1.0791744,0.7958449,1.1137972,1.1663904,0.84305465,1.1473607,1.1209369,1.1997422,0.7611848,0.82917285,0.97517467,1.245945,1.3312714,1.1966201,0.8563295,0.75369954,1.3456721,1.4331839,0.8657144,1.3039575,0.8186797,0.9147541,1.1709979,1.4477444,0.9227115,0.70760226,0.8894705,1.1358862,0.89794487,0.94062036,1.2819802,1.3057163,1.326347,1.1890267,0.77515805,0.91067874,0.98888874,1.0211573,0.81914073,0.8348129,1.063835,0.77003235,0.64330626,0.8329314,1.2725999,1.1156715,0.58445144,0.9625993,1.3957229,0.8820006,1.1632104,1.1393288,1.3024193,1.0129402,1.2104526,1.2452111,0.99732953,0.9611797,0.82815605,1.1035342,0.80783314,1.1774377,1.0357343,0.95605755,1.0036492,0.8527096,0.7647019,1.3001387,1.1494838,0.89767075,1.0740626,0.89398974,1.1382135,0.76269346,0.5343725,0.7909907,0.9514822,0.57361925,0.5194417,1.064534,0.84984,0.82360697
carrot,1.2092214,0.81352973,1.226499,0.5852322,0.67673945,0.855429,1.1440315,1.3436973,1.3568859,0.6674968,1.286921,1.1278542,1.0604548,1.3003845,1.0467119,1.0109551,0.64514256,0.94836867,1.1810265,1.1095347,0.68265986,0.84864295,1.0806723,0.95478827,0.9292717,0.0,1.1236169,1.2194741,0.9591338,1.1594496,1.1653504,1.29901,1.1941946,0.7782076,1.3416715,0.884757,0.47139406,1.3293016,0.66827214,1.0665865,0.93400794,1.216264,1.1234916,1.0957197,0.9681622,0.68567073,1.0917594,0.850608,1.131346,0.6954103,0.6721985,0.67829084,0.8153109,0.8498721,0.95319724,1.1561053,0.4743507,1.0484927,1.0744017,0.6926386,1.1219102,0.98370683,0.9322995,0.6590626,1.058322,1.1851686,1.2207048,1.2362672,1.1109707,1.2313517,0.9485564,1.1110419,1.1873479,0.8421111,1.0022331,1.1021172,1.154952,0.98504776,1.0709474,0.40273,0.7929517,0.59763193,0.8964217,0.7108761,1.3147898,1.1218386,1.2793069,1.1809075,1.1826817,0.57644373,0.74075747,0.9198705,0.9384905,1.0683136,0.9549686,0.88639027,1.1777277,0.6448855,0.9708479,1.086535,1.2572824,1.0562525,1.3043613,1.1689757,1.1117457,1.1238464,1.0749049,1.2405423,1.0393153,1.053679,1.1085967,1.2970886,1.1394316,0.5395654,1.1419395,0.48387432,1.1078789,1.1194758,0.8626864,1.1662503,0.9558019,1.21328,1.2467184,1.3635654,0.9143112,0.5707482,0.70382524,1.0390437,0.88986814,0.8031837,1.1850986,1.1033617,1.1125784,0.8714707,1.2591693,0.50201833,1.2070802
