,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.0230789,0.93727607,1.0421882,0.97806156,1.1116788,1.1577332,0.78697145,1.2694962,1.1000564,1.1403637,0.0,1.2009314,0.9502281,0.89179844,1.0489817,1.1414397,1.1296316,1.1691241,1.1204454,1.1805062,0.9954156,1.0744603,1.247537,0.9438819,1.2325631,1.288895,0.72243315,1.04492,1.3071603,1.0594957,1.1678567,1.1259199,0.91190255,0.88926065,1.073938,0.83826584,1.0481493,1.2396007,1.1889204,1.0182021,1.1360651,1.0538505,1.0455924,1.1831385,0.9832641,0.76357234,0.87324405,1.0750232,0.6284651,0.80541027,0.77626383,1.0356796,1.0048465,1.2039361,0.99966854,0.89502424,0.896762,0.9682314,1.0871247,0.8250152,0.92842877,0.90166926,0.8049406,0.9955584,0.81413436,1.0944558,0.9814784,1.004825,0.89033246,1.0432352,1.1185384,0.92620504,1.0517409,1.2252741,1.1861777,0.9226121,1.0392717,0.9164248,1.2802393,0.83196723,1.203419,0.77275944,0.9129684,0.96122307,1.1846411,0.74640554,0.70182383,0.8041301,1.2612785,0.8712975,0.9145108,0.9647428,1.0801898,1.0461975,1.0520059,0.78789353,1.055793,0.99962527,1.1930774,1.0256289,1.0717379,1.0035522,1.1759326,1.2151386,0.8406831,1.2522855,0.85398245,1.0521805,0.99931884,0.89134234,0.92826444,1.0847316,0.9102468,1.1675547,1.0735137,1.1927376,0.93092173,1.0952322,1.1105254,1.009971,0.9620012,0.7781893,0.9581778,1.1937464,0.92198586,1.150615,1.0450935,0.82293475,0.80455494,0.92570055,1.2082415,1.139998,1.1675084,1.0929143,1.0008813,1.2357534,1.0400337,1.1706855
bench,0.8641232,1.2185138,1.3089443,0.73799425,1.3524041,1.2225013,0.98383677,0.65214425,0.58699965,0.369478,1.2009314,0.0,0.8733443,1.2396884,0.47659045,0.70612556,0.90098834,1.3082739,0.95140654,0.6950544,1.2300699,0.968088,1.0369879,1.3324054,0.8236893,0.95161295,1.1307476,0.93887705,0.45116544,1.3887548,0.46107852,0.5173099,0.7026284,1.1013137,0.3494171,0.932549,1.2922106,0.444404,1.2565153,1.1799074,0.94091,0.9784917,1.266624,0.57440853,0.8504941,1.2862351,1.4701482,0.8914678,1.2896494,0.9839148,1.3205061,1.0751487,1.4310627,1.2581382,0.94307464,1.1329914,1.459353,1.1958272,0.78124106,1.4175187,1.1391233,1.2792897,0.9975296,1.0442302,0.9944453,1.3712445,1.1165724,1.1836962,0.6624474,0.7685544,0.9929499,0.59712964,0.7670736,0.62688935,1.1871554,0.6817641,0.9116387,1.0435793,0.9998727,0.8637172,1.2020397,1.1826632,1.1306719,1.4349114,0.6423713,1.427599,1.3271861,1.4230427,0.7568256,1.2825017,0.6952605,0.7796626,0.6893368,1.1764898,1.1769722,1.1917166,0.8550552,0.82060933,1.074589,1.199543,1.2329828,1.3544964,0.7337607,0.9943432,1.4066145,0.45031214,1.2672273,0.9898856,0.7696525,0.88367933,0.92024,1.2803769,0.7250562,0.48572654,0.6893877,0.41484785,1.1938238,0.8427371,1.1771613,0.94206524,1.0884397,1.2078848,1.3957136,0.64594644,0.86445636,0.4598199,1.2013079,1.42667,1.3339292,0.68786454,0.6681611,1.2623167,0.66793716,1.0017058,1.1190566,0.8781726,1.3389366,0.5701457
bib,0.315812,1.1213244,1.2487265,0.7019074,1.1918924,1.2350254,0.6056924,0.71416,0.56982917,0.5714249,0.9502281,0.8733443,0.0,1.1717789,0.36112916,0.75255674,0.7083914,1.5033865,0.6912858,0.7319623,1.1011431,1.3183734,1.1763091,1.1465728,1.5339153,1.4021832,0.99984056,0.9754581,1.101496,1.3649536,0.80362034,1.0634496,0.9147637,0.7559351,0.8784442,0.84385246,1.5265725,0.73604494,1.4857633,1.1976317,0.72660875,0.7465404,0.9130976,1.1323984,1.3209351,1.0244671,1.1641306,0.9413508,1.169668,0.8866292,1.1906374,1.0365107,1.4205979,1.436102,0.97096163,1.3619074,0.8578671,0.7816072,0.6991805,1.4427592,1.090836,0.7756182,0.88217366,0.91342455,0.62589663,1.4168863,0.97895265,1.0273224,0.70310414,0.6584734,0.8496386,0.6342782,1.0562798,1.2304205,1.4917568,0.91047704,1.0094839,0.92847925,1.2190484,0.40096617,1.3221817,1.0202978,0.74043375,1.3408785,1.0854961,1.2336946,1.0047044,1.2448654,1.3478664,1.1454732,0.48434108,0.83998877,0.4348849,1.4533724,1.432333,1.1657373,1.2784812,0.67124665,1.3137596,0.8063681,1.0970318,1.2590818,0.95709133,1.2703724,1.3751314,1.0161953,1.0638134,0.87367475,0.76820654,0.6714438,0.81191874,1.3993561,0.8354215,0.7989316,0.9672524,0.5828575,1.3615495,0.76491725,1.3865345,0.9527644,1.4152672,1.0698197,1.2337606,1.0132574,0.71238816,0.49922478,1.2079589,1.2586708,1.2866468,0.5820098,1.0654638,0.86727834,0.5775868,0.87112814,1.1212991,1.4570887,1.4470322,0.9082612
bird,0.98172605,1.1253775,0.90697855,1.2417458,0.89872813,0.902378,1.1151379,1.1394694,1.1430581,1.2720969,0.89179844,1.2396884,1.1717789,0.0,1.3269819,1.0697998,0.9966058,0.9075584,1.1244298,1.1316859,0.9189571,1.0242453,1.1166513,0.2920993,1.0823231,0.9626076,1.102968,1.0236111,1.1901958,0.7975662,1.2209215,1.1748073,1.095873,1.0502493,1.2613807,1.0630728,0.8422198,1.1747432,0.9264602,0.7718247,1.0394773,0.87644386,0.86829966,1.1822809,1.0859809,1.0126274,0.9526135,1.1116151,0.985097,1.0704365,1.095249,1.033178,0.7184443,0.84395003,1.1340466,0.8085038,0.56426823,0.75241363,1.1238794,0.8117452,1.1500416,0.96732974,1.0906707,1.0117482,1.2163007,0.87718517,0.88027596,0.7057481,1.1716418,1.2080104,1.100884,1.2623016,0.9501163,0.9985142,0.8139231,1.1082313,0.98671746,1.0351462,1.0278871,1.1990919,0.8237959,1.0279526,1.0648993,0.9905583,1.0741372,0.9691205,0.98879987,0.9335201,1.059306,0.7458296,1.2744926,1.3078411,1.051926,0.87151814,0.8783867,0.99468803,1.1242081,1.1251011,0.80281293,0.96965617,0.7033409,0.84328806,1.0701789,1.0250641,0.92757833,1.1823151,0.6019528,1.037352,0.7449133,1.2074324,1.068814,0.84408414,0.88115776,1.18433,1.044025,1.1884344,0.9525496,1.0505391,0.877645,1.1577448,0.8514115,0.99776995,0.84595835,1.0782351,1.2240044,1.2446684,0.8616331,1.0666307,0.96035403,1.1432775,1.1534476,0.9059595,1.1859967,1.0136784,1.0469778,1.0006446,0.8866623,1.1554471
blanket,0.46978045,1.1164181,1.3992333,0.53331405,1.3350528,1.2720258,0.81082845,0.7781234,0.5519576,0.257051,1.0489817,0.47659045,0.36112916,1.3269819,0.0,0.7336866,0.9338298,1.4884315,0.86519295,0.85337347,1.2093443,1.1554327,1.2268624,1.3425425,1.2849236,1.279112,1.0779138,0.7598795,0.79402906,1.4844832,0.5450747,0.856596,0.7951306,0.9960547,0.4824642,0.95566076,1.5114545,0.5868822,1.4553609,1.2460916,0.870982,0.76344883,1.1379101,0.9002273,1.1952499,1.1520746,1.3329382,0.7008689,1.2236633,0.88198,1.3167412,1.0484335,1.4762964,1.4099774,0.86936116,1.2833881,1.2249987,0.99898493,0.7268894,1.4753904,0.9734231,1.1967711,0.892116,0.98438656,0.82257515,1.4631407,1.0540617,1.134243,0.7264029,0.4678849,0.9926493,0.32158524,1.0835481,1.0509372,1.4407699,0.62355155,0.96820205,0.99420273,1.2018099,0.4968623,1.2943077,1.0992188,0.94754815,1.4194636,0.8386564,1.3881284,1.1980785,1.3508897,1.205869,1.3072603,0.23604482,0.5858838,0.5886986,1.3731258,1.3824539,1.1746391,0.8284412,0.67063075,1.2815397,1.1085545,1.2165034,1.4005328,0.76276267,1.238625,1.4135672,0.77651346,1.2454877,0.8912191,0.89953375,0.60374814,0.81758773,1.3793296,0.72686327,0.5779175,0.7737131,0.51884127,1.3316904,0.6245859,1.4119625,0.85308856,1.2657881,1.2036713,1.3701859,0.89730716,0.6346245,0.4862135,1.3470559,1.3739237,1.3287256,0.65445435,0.7066175,1.1962146,0.7406832,0.9118603,1.1511078,1.2458171,1.4512358,0.6831932
boat,0.7475146,1.2751956,1.059797,0.91764313,1.1754248,1.1200465,0.9100096,0.59786433,0.7043321,0.6703768,1.1414397,0.70612556,0.75255674,1.0697998,0.7336866,0.0,0.66716,1.1404773,0.69940394,0.5911303,1.2407478,1.0878303,0.81891716,1.1150181,1.0442976,0.808832,1.1583104,1.157612,0.82404715,1.2005775,0.7191217,0.90616244,1.050226,1.0784185,0.8802269,0.9482461,1.0967962,0.5842221,1.1579974,1.178312,0.667451,1.0776713,1.0116584,1.0324682,1.0290859,1.1960926,1.2715191,1.1279249,1.2662143,1.0563047,1.3361816,0.92870086,1.1035372,1.1507857,1.0603487,1.1637965,1.0662408,0.9726931,0.66003776,1.2745963,1.1834135,0.971009,1.110349,1.0802912,0.9964685,1.2428213,0.969572,1.1192102,0.73906446,0.9831278,0.8043027,0.83757263,0.9248259,0.88355744,1.1625679,0.88805723,1.0244575,0.9211017,1.0784912,0.8814548,1.1712313,1.1344767,1.1606301,1.2909486,0.93833506,1.3104631,1.2344646,1.3028274,0.97512305,1.0278728,0.83029366,1.095123,0.69554096,1.1306796,1.1153091,1.1956663,1.1483089,0.89502406,1.0740886,0.8820437,1.1223887,1.1962736,0.88550985,0.98180234,1.3292527,0.8049815,1.1490729,1.060348,0.7277039,1.0613233,1.0014076,1.2407624,0.9166473,0.79453254,0.7940054,0.5414866,1.2015121,0.8771498,1.0730609,1.0616332,1.0986049,1.2786769,1.2067001,0.6840857,1.0573478,0.64891595,1.0794011,1.3679645,1.2706342,0.7010952,0.9716894,0.84165597,0.5824621,0.66811645,1.0237637,1.006785,1.2157079,0.88652456
book,0.6225796,1.226764,1.019092,1.0323926,1.1078476,1.1066047,1.0006309,0.6298254,0.93050176,0.77389103,1.1296316,0.90098834,0.7083914,0.9966058,0.9338298,0.66716,0.0,1.1463598,0.85875714,0.31478536,1.2496649,1.1768876,0.9737329,0.91444504,1.1898861,0.909719,1.2004147,1.1227303,1.0200475,1.1456237,0.9009053,1.0710671,1.0746256,1.0054119,0.95274884,0.871573,1.0525081,0.65745497,1.1836991,1.0891626,0.83371526,0.8714675,0.61158514,1.0564076,0.91204095,1.1114163,1.2720056,1.1916217,1.2196133,1.006502,1.2727202,0.83187705,1.0668823,1.0863295,1.1214736,1.1349102,0.7653333,0.7543365,0.8360039,1.2526299,1.3149555,0.8622352,1.0676587,1.0654666,0.9945263,1.2001876,0.8427023,0.9041082,0.94629437,1.0739586,0.86588216,1.0790969,0.893307,0.97895205,1.1519682,1.1083397,1.0959127,1.0029062,1.0388182,1.0405252,1.0036957,1.0906533,1.0858543,1.2711964,1.1613252,1.2872667,1.2418851,1.2766235,0.9186163,1.107549,1.0759517,1.1675539,0.26481092,1.0968411,1.0913773,1.0529495,1.309231,0.90699977,1.1011955,0.8345176,0.89430934,1.1843762,1.0622734,0.85548913,1.2919676,0.9512117,0.83921313,1.0004927,0.70042616,1.0925183,0.9544799,1.1738075,0.9496207,0.88653785,1.1137998,0.77802277,1.2263472,0.89302796,1.0838405,1.1010137,1.1740477,1.2081969,1.0922554,0.90040994,1.0820599,0.62801886,1.0540537,1.3272997,1.2529157,0.8628955,1.1747835,0.66486657,0.5421849,0.7806581,0.79098016,1.0999253,1.1591728,0.9516439
bottle,1.5028834,0.88133705,0.78657156,1.373148,0.59467804,0.68895227,1.4456916,1.1579716,1.3582326,1.4332931,1.1691241,1.3082739,1.5033865,0.9075584,1.4884315,1.1404773,1.1463598,0.0,1.0880283,1.2093858,0.8334093,0.66385514,0.6400887,0.80228865,0.52373475,0.7623299,1.1265718,0.9722483,0.9726743,0.28365934,1.3183959,1.1883724,1.2159238,1.2313575,1.3176023,1.2958287,0.23571956,1.340747,0.0812515,0.96331114,1.2823579,1.3455145,0.99793744,1.0878046,0.8042939,1.0810905,0.7085656,1.0180926,0.85606706,1.212861,0.89641964,1.0483531,0.32260537,0.2214477,1.2040633,0.6018542,1.0335672,1.1533582,1.4029899,0.31530768,0.96014357,1.1943502,1.2296911,1.173952,1.4067866,0.3009646,1.1013429,1.1504925,1.3890195,1.2839203,1.1471186,1.4676344,0.9179844,0.97852236,0.28883684,1.3361639,1.1399918,1.1304226,0.73349273,1.5434248,0.71222943,1.1202317,1.1671573,0.33641404,0.8317079,0.702369,0.9967111,0.6251665,0.70535934,1.0334606,1.4608822,1.366122,1.395454,0.25775886,0.2799605,1.0650628,0.73720056,1.3721418,0.62110686,0.88684106,1.0144662,0.67344934,1.0366641,0.76528347,0.53211534,1.1384737,1.130365,1.1224802,1.1880887,1.3414527,1.3187134,0.51560783,1.4246578,1.2566713,1.0435685,1.3963966,0.65194005,1.225854,0.5372157,1.1935115,0.5843375,1.0910543,0.759114,1.1453452,1.3292859,1.4617767,0.67317414,0.696594,0.59160733,1.3950925,0.7989534,0.90998125,1.2476772,1.1438425,1.0249703,0.513928,0.17944324,1.219824
bowl,0.7830749,1.2315005,0.8003392,1.1150191,0.6874992,0.68112457,0.71321964,0.43470162,0.30475718,0.85425365,1.1204454,0.95140654,0.6912858,1.1244298,0.86519295,0.69940394,0.85875714,1.0880283,0.0,0.6728067,1.0013334,1.2244163,0.51712614,1.1346685,1.2326424,1.1182545,1.2382714,1.173311,0.94841886,1.0270159,0.88422805,0.8745557,0.90624195,0.6404093,1.0206723,0.95732564,1.1949214,0.7736794,0.9293244,1.2075987,0.43021655,1.1444691,1.0491698,1.1519525,1.1196008,1.1722568,1.0369867,1.2219043,1.2370554,1.1385825,1.3447722,1.0041753,1.1373111,1.0469439,1.1043916,1.2274817,0.93684494,1.0688201,0.69222575,1.3125182,1.2920954,0.6996722,1.2277542,0.9227997,1.0344738,1.206964,0.9829095,1.1567284,0.8549609,1.1609936,0.4835958,1.1297777,1.1491091,1.1522498,1.0627736,1.138364,0.9307899,0.7838963,0.928815,0.9020263,1.1648834,1.1337854,0.7935424,1.2155774,1.0928252,1.3435405,1.2522554,0.97666013,1.057472,1.150358,1.0954976,1.2215858,0.79383427,1.1745833,1.1665865,1.0032853,1.3586429,0.88319546,1.1554837,0.32587194,1.1309319,0.8316984,0.8216425,0.85467726,1.2909471,1.02448,1.1852927,1.0719731,0.9721672,1.1923887,0.89288145,1.2371597,1.0513351,0.89549595,0.7350876,0.6427205,1.091749,0.9747737,0.90975565,1.1110971,1.1654843,0.94049567,1.0618474,0.9271474,1.1901644,0.5792509,0.6671803,1.3427806,1.2382644,0.8269006,1.155799,0.52255493,0.41243058,0.8908167,1.0673378,1.1611803,1.0959321,1.0669866
box,0.7451545,1.2785093,1.0392069,1.0059745,1.1991405,1.168996,1.0112777,0.24997318,0.67726266,0.6946198,1.1805062,0.6950544,0.7319623,1.1316859,0.85337347,0.5911303,0.31478536,1.2093858,0.6728067,0.0,1.3093562,1.1423558,0.7144125,1.0761999,1.0351064,0.8450426,1.2319359,1.1691134,0.72881556,1.2411613,0.74145794,0.78596395,1.0010177,0.992067,0.7731601,0.8480911,1.1841152,0.47308308,1.199759,1.1717005,0.7628491,1.0203334,0.78653395,0.93704766,0.9046276,1.1808413,1.3353102,1.221502,1.3113368,1.0288508,1.3712776,0.850729,1.2548069,1.1827334,1.0441138,1.2323365,1.013189,0.89368224,0.76665044,1.3809824,1.3122879,0.89727724,1.1046146,1.0870678,1.0088098,1.2757617,0.8852731,1.0206753,0.7957405,1.0624932,0.6910758,1.009766,0.91352177,0.8433425,1.2303066,1.0442337,1.1043881,0.9855945,0.96155345,1.0158083,1.0562421,1.1212523,1.1135262,1.3790232,1.0374991,1.4008946,1.2731695,1.406015,0.8105022,1.1507009,1.0046773,1.1179432,0.4836616,1.2190168,1.2204036,1.1066731,1.2687593,0.96934766,1.0788021,0.91508436,1.0155065,1.2679558,0.8100024,0.8088558,1.3791726,0.7540947,0.98631734,0.9984518,0.74731904,1.112258,0.88576245,1.2441658,0.9123337,0.774917,1.0172954,0.52514696,1.181918,0.9394757,1.0561202,1.0318788,1.2744188,1.2056617,1.0981426,0.6880325,1.0993731,0.5225167,1.0194176,1.4271622,1.3338659,0.76031554,1.0473173,0.6866735,0.40692937,0.8150307,0.8034061,0.95211434,1.261553,0.9238766
bread,1.1863385,0.79113954,0.86470646,1.1458668,0.71340793,0.8442254,0.88901746,1.1605601,1.0682722,1.3351381,0.9954156,1.2300699,1.1011431,0.9189571,1.2093443,1.2407478,1.2496649,0.8334093,1.0013334,1.3093562,0.0,0.9104929,0.97458684,0.92894727,1.0203837,0.9841881,0.94695187,1.1229038,1.0823412,0.8186437,1.3437588,1.0285769,0.94311243,0.88226324,1.2765055,0.96966374,0.9142533,1.3347852,0.84610575,0.7216546,1.0723634,1.0854903,0.96937186,1.1667298,1.0524065,1.0543879,0.67292273,1.0316552,1.0291734,1.136391,0.8294115,1.182856,0.86949724,0.79228866,1.0174576,0.9413892,0.9104998,1.1774211,1.2017982,0.8469111,0.89543617,0.9062935,1.115489,0.33897483,1.0029101,0.74402446,1.1283121,1.006889,1.1943885,1.2171321,0.967817,1.2301118,1.0776521,1.1246591,0.87506473,1.1796832,0.5850508,0.86702836,0.9012322,1.0480523,0.91026765,1.0353414,0.4159065,0.8162476,0.92772406,0.80652416,0.9665566,0.5825472,1.0556397,0.8690596,1.1880789,1.1858698,1.2344068,0.9537073,0.9443748,0.89737314,0.92306155,0.6812526,0.9821212,0.9195131,0.9009054,0.50610644,1.0402772,0.9320497,0.84729844,1.2310373,1.0240848,1.0991787,1.2434409,1.2003515,1.0220188,0.8464861,1.2415148,1.3044838,1.0657322,1.202205,0.8016567,1.2172254,0.5839957,1.0096397,1.0248625,0.9135225,0.91145396,1.1227487,1.1947472,1.3035808,0.7943407,0.82514274,0.92704463,1.1966275,0.9832576,0.97092634,1.2194465,1.220046,1.1887931,1.1248088,0.8396334,1.2461907
broom,1.3546003,0.80664146,1.0308778,1.1087843,1.0415436,1.0539014,1.3395472,1.107286,1.17749,1.1578052,1.0744603,0.968088,1.3183734,1.0242453,1.1554327,1.0878303,1.1768876,0.66385514,1.2244163,1.1423558,0.9104929,0.0,0.77820444,1.0102444,0.41603518,0.7543744,1.0689571,0.7461069,0.64731216,0.6761009,1.1100278,1.0346279,1.1552393,1.2787236,1.083834,1.2350869,0.7152122,1.0521867,0.6679836,0.8437377,1.359232,1.2026746,1.0226061,0.75846654,0.765487,1.0382577,1.0257926,0.810308,0.93371403,1.2075083,0.9486601,0.9155403,0.86055166,0.65208834,0.98078156,0.739398,1.2130038,1.1436011,1.3209375,0.6882567,0.9448956,1.3167486,1.1551151,1.1319971,1.2350504,0.62491995,1.1145087,1.1284063,1.2160422,1.1227132,1.2543726,1.1487465,0.8900958,0.7349035,0.6322988,1.1564655,1.1303885,1.180893,0.7867771,1.3176053,0.84686875,1.1288809,1.1002685,0.84022653,0.6287899,0.81592405,0.96846235,1.0106435,0.70240766,1.0031738,1.2164725,1.0221856,1.2683835,0.7378305,0.7807758,0.9971489,0.61069536,1.2341291,0.736952,1.1009351,1.0778697,0.98494005,0.9520715,0.8874892,0.7841319,0.83597034,1.0125244,1.0072414,1.1394075,1.1557097,1.2002653,0.7376082,1.1546507,1.0958279,0.9341887,1.2350917,0.8104856,1.1829227,0.7401323,1.0209044,0.7500717,1.1524262,1.0188595,1.0078528,1.1558737,1.3245008,0.9452421,0.88811004,0.8538271,1.1249682,0.63076615,1.1885682,1.2283226,1.1608303,0.9485773,0.48960948,0.69997025,0.90926254
bucket,1.2730162,0.89301646,0.7384212,1.3108664,0.8046199,0.77741706,1.1377094,0.6262032,0.8207932,1.2550238,1.247537,1.0369879,1.1763091,1.1166513,1.2268624,0.81891716,0.9737329,0.6400887,0.51712614,0.7144125,0.97458684,0.77820444,0.0,1.0901864,0.5379016,0.71729404,1.179353,1.1542921,0.61184144,0.69302946,1.1571723,0.89356136,1.0495219,0.94947964,1.1456949,1.0738071,0.75456804,1.0396963,0.49379504,1.0419749,0.8657055,1.3142846,0.9420042,1.0404813,0.72155005,1.1171417,0.96124315,1.1774405,1.1985093,1.3536471,1.1188389,1.0099069,0.8447379,0.7562252,1.03809,0.9091654,1.0332077,1.1946638,1.0021764,0.93896013,0.96141005,0.84861994,1.4029307,1.1186475,1.2428795,0.6983297,1.0520959,1.2165196,1.0637461,1.3287311,0.59678966,1.3137982,0.9918937,0.9572786,0.70964575,1.2496743,1.1934102,0.8995721,0.6124638,1.2566199,0.90896136,1.2164954,1.0133588,0.95372045,0.6781611,0.9803489,1.1944113,0.9658484,0.6050866,1.0096521,1.3310118,1.197048,1.1613508,0.8673415,0.9096274,0.9206289,0.85265595,1.2912014,0.92678,0.5591089,1.08682,0.8770267,0.71078366,0.6484019,0.99667907,0.90395486,1.1777292,1.0829424,1.1550071,1.3958328,0.98282534,0.80797136,1.253467,1.2060381,0.7113697,0.97502434,0.71097827,1.2282951,0.56987333,1.0135138,0.89690924,0.979218,0.89753723,0.8706014,1.3839349,1.0825132,0.47428966,1.0721632,1.0497496,1.0965405,0.75489885,0.57661915,0.72909427,1.0544124,0.9480539,0.6429623,0.7178807,1.220212
butterfly,0.9841012,1.0679946,0.88170636,1.253686,0.8208965,0.8747885,1.2442923,1.1156065,1.2369058,1.305059,0.9438819,1.3324054,1.1465728,0.2920993,1.3425425,1.1150181,0.91444504,0.80228865,1.1346685,1.0761999,0.92894727,1.0102444,1.0901864,0.0,1.0512747,0.9523696,1.2071389,1.0557467,1.1803901,0.697609,1.243935,1.2194159,1.1354574,1.0720628,1.2954333,1.1377373,0.7947333,1.1974822,0.85073435,0.76990914,1.0354848,0.8799583,0.820096,1.1959071,1.088673,1.0371183,0.978726,1.1266094,1.0760163,1.122302,1.0782528,0.9723702,0.68849885,0.69533175,1.1369982,0.8193417,0.5288983,0.6861417,1.1803133,0.79191005,1.2104809,1.0118138,1.1761101,1.0362654,1.2333536,0.8410777,0.8138408,0.6802595,1.2735107,1.2184105,1.0803092,1.3703669,1.0056107,0.9788875,0.7091521,1.2155641,0.9772094,1.135946,0.9977607,1.295537,0.70020694,1.0345141,1.03314,0.95891726,1.0774472,0.9261461,1.0490535,0.95048296,0.96108836,0.7799437,1.3257608,1.3785543,1.0374613,0.8204036,0.8286889,1.0699675,1.1305352,1.1528578,0.70257056,0.971835,0.6230439,0.8368466,1.0632513,0.92046493,0.9338914,1.1751626,0.5263324,0.9659226,0.7970724,1.2117783,1.0880069,0.87045753,1.0211972,1.2123709,1.1341125,1.2621571,0.93827426,1.173562,0.8821767,1.144494,0.8889304,1.016991,0.82716614,1.0995445,1.2214617,1.2772808,0.85676146,1.0592768,1.0019237,1.2572849,1.099799,0.8514182,1.2094924,0.9276914,0.96302545,0.94986546,0.8059295,1.1788484
can,1.5611026,0.9004606,0.97760737,1.1610951,1.0436343,1.0022045,1.4582567,1.0221474,1.2056639,1.2583716,1.2325631,0.8236893,1.5339153,1.0823231,1.2849236,1.0442976,1.1898861,0.52373475,1.2326424,1.0351064,1.0203837,0.41603518,0.5379016,1.0512747,0.0,0.5489812,1.090265,0.83821946,0.49449497,0.62313896,1.0537087,0.8067908,1.0590985,1.33234,1.0081472,1.2071396,0.578863,1.0592101,0.47255474,0.8880413,1.34778,1.3334521,1.1103367,0.5557504,0.60704005,1.1120088,1.1378131,0.8753433,1.0521014,1.2778051,0.9797254,0.9439614,0.8356817,0.5947263,0.9932909,0.6197085,1.3706746,1.2538602,1.2269883,0.7231205,0.9550069,1.3458393,1.2541823,1.1555967,1.3125936,0.6317991,1.1718209,1.205281,1.2119181,1.2152159,1.1287192,1.2270797,0.6863102,0.5658578,0.44253957,1.1375539,1.1369237,1.1587174,0.6409047,1.457202,0.8124611,1.1683844,1.2712774,0.8613467,0.4293878,0.8670397,1.0654202,1.0503821,0.33112884,1.0047929,1.3136928,1.0327145,1.3489265,0.5899895,0.63898855,1.0444202,0.5084684,1.268276,0.64435637,1.1432043,1.1393104,0.9619368,0.78763306,0.71406984,0.8404771,0.50724137,1.149467,0.9802146,1.1571882,1.3065394,1.2447652,0.6393546,1.1750151,1.1079638,0.8276481,1.1626786,0.8015135,1.2663748,0.60628736,1.0302556,0.6097747,1.1373346,1.0319158,0.77508146,1.2956591,1.3717854,0.8460546,0.94593585,0.89653134,1.2106786,0.45625,1.2068522,1.183662,1.1769572,0.91101694,0.28636205,0.6392188,0.86241287
car,1.3148041,1.044026,0.95167494,1.2502244,1.0356983,1.0210372,1.3267443,0.894807,1.133122,1.1285664,1.288895,0.95161295,1.4021832,0.9626076,1.279112,0.808832,0.909719,0.7623299,1.1182545,0.8450426,0.9841881,0.7543744,0.71729404,0.9523696,0.5489812,0.0,1.204653,1.1350154,0.5618504,0.8738697,1.0161376,0.8941135,1.1946987,1.260608,0.9836541,1.0562762,0.8218636,0.88540184,0.80084527,0.84658504,1.1222332,1.1217101,0.8336973,0.8053568,0.7668307,1.21255,1.1131965,1.0988026,1.23194,1.2100981,1.176578,0.7267026,0.8621079,0.6866996,1.1110027,0.8866564,1.044539,1.103488,1.0402457,0.9531671,1.0876268,1.1705186,1.2272872,1.0375246,1.31143,0.7892984,0.8486679,0.93935794,1.1590548,1.3014307,1.0532178,1.2684914,0.9228556,0.52545017,0.7341964,1.1802237,1.0543641,1.1654547,0.791149,1.4026004,0.5722524,1.2123784,1.1662097,1.0763667,0.7893912,1.0942672,1.2101873,1.1586578,0.60934293,0.84359795,1.2937243,1.1401597,1.1701944,0.8573338,0.8951736,1.0141084,0.7628379,1.1660376,0.7212177,1.0661883,0.8725994,0.9953814,0.75611544,0.66417825,1.0042903,0.81665975,0.9077969,1.0728897,1.0342224,1.3575001,1.1882395,0.73382574,1.0403892,1.1008663,0.85791826,1.0896832,0.93803465,0.99077594,0.7374654,1.1426289,0.7363281,1.1648774,0.9931895,0.652238,1.3296372,1.22802,0.9491892,1.1621652,1.11639,1.1532153,0.8176584,0.93528074,0.94897634,0.97113794,0.5471379,0.6545598,0.8668946,0.8332243
