,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
face,1.0337497,1.1789399,1.1939297,1.132403,0.72551197,1.1515245,1.1430404,1.115199,1.1393538,0.76918066,0.91763055,0.7377235,1.1059921,0.97790676,0.92362523,1.0351443,0.89521945,0.80180645,1.0565966,1.2150669,1.2541851,1.0594966,1.0018593,0.89357394,1.2888064,1.1933997,1.285418,1.1634262,1.2233582,0.95235527,1.2283119,1.1618352,0.90170574,1.0395973,1.1735896,0.854734,0.71407723,0.95800114,1.3184465,0.9766045,1.2250814,0.934597,0.9479743,0.9004438,1.02965,0.99693507,0.95181406,1.2008063,1.0480821,0.85989845,0.0,0.96254146,1.2375036,1.2137703,1.0694108,1.1904343,1.0778384,1.0588962,0.83348054,1.0356034,1.1740568,1.1701822,0.07833588,0.8116543,0.9800762,1.0151697,1.1060648,0.62127435,1.0554713,0.8997372,1.1850252,0.9251194,1.2462282,0.9559751,1.1885507,1.0677638,0.95282775,0.811623,0.91905844,1.0747057,1.3052704,1.1537055,0.6175471,1.0968957,1.0716786,0.97539586,0.8828417,0.88825494,0.8935876,0.8788552,1.2558792,1.2379787,1.1586442,1.1440339,1.1734356,1.025064,1.2178829,1.2579954,1.0443759,1.1311518,1.2795017,1.1412808,1.0727167,1.0095724,1.2081931,0.37467045,1.2417508,0.51761186,1.1010182,0.8227834,1.0798107,1.177053,0.93364215,1.2220381,1.0493411,1.1741438,1.1740726,1.1553499,1.2177062,1.0609621,0.91266227,1.0443461,0.42638767,0.82954925,1.2583358,1.0600983,0.99842405,1.2224723,1.3012203,1.131911,1.0705097,1.1515796,1.0920091,0.85544896,1.0281761
finger,1.2919136,0.856645,0.8141124,0.78251004,1.0496148,0.97695434,1.080695,0.860486,1.3595467,1.4263997,1.1527593,1.4328973,0.69622076,1.2862918,1.2476132,1.1482974,1.386201,1.3160875,1.2757354,0.7489205,0.7670941,1.3332741,0.9777228,1.2415404,0.8747487,1.1688406,0.7998922,1.0409837,0.602633,1.097589,1.197104,0.7559004,1.4257833,1.3008168,1.1186521,1.1659442,1.3344443,0.9192132,0.5430286,1.3762183,0.8668905,1.3016939,1.165874,1.2545257,1.0110166,1.2773886,0.43190575,0.58222044,1.1779099,0.3508531,0.96254146,0.0,0.74007475,1.013142,0.66778946,0.7759366,1.2496697,1.1248267,1.0597526,0.42501265,0.73496866,0.8747423,1.0030243,0.5091185,0.6341546,1.2685115,1.1809775,1.2002712,0.5932013,1.07586,0.8405049,1.3677744,0.9147942,1.1073915,1.0752803,1.0104375,1.2281278,0.506783,1.1563509,0.5291339,0.9906879,0.50236416,0.42895305,0.80353934,1.199791,1.2628857,1.2907324,1.0188562,1.3337998,1.1122657,0.6346295,0.59635997,1.0895396,0.897806,0.7376416,0.9060315,0.9729395,0.9901782,1.1316304,0.8234918,1.2736492,1.0524633,1.2129964,1.0851831,1.0813671,1.1982613,1.0863113,0.9862964,1.1548426,1.0572933,1.1011527,1.2313075,1.3876355,0.4589455,1.3105847,0.8801259,0.6394173,0.7954241,0.8189504,0.66428745,0.81657404,1.4500637,1.1016881,1.4990835,0.74546283,0.1967138,0.28688473,1.0155348,1.0666616,1.2490753,1.4340026,1.0372089,0.60784537,1.322217,1.1190227
fish,0.9191227,1.1123797,0.5623189,0.9320812,1.3368865,0.84974563,0.97481585,0.78525513,1.3806429,1.4909084,0.98877734,1.4049381,0.67930675,1.4013472,1.2523814,0.65780205,1.3217233,1.2016109,1.0302635,0.6479877,0.5894233,1.2270544,1.1155915,1.36191,0.8313834,0.74288464,0.9506665,0.9502294,0.6745941,1.0918891,1.222233,0.7728898,1.4044325,1.2312534,1.212344,0.9008788,1.3555799,0.80911136,0.476461,1.3928818,0.7289352,1.0348614,0.9680773,1.4423146,1.0186332,1.3057158,0.87902784,0.49623704,1.0790515,0.8723192,1.2375036,0.74007475,0.0,0.8125853,1.1067784,0.71944845,0.7501496,0.92283267,1.1120621,0.6078936,0.89641535,0.7287537,1.2841017,1.1651759,0.69212914,1.1063242,1.1613175,1.3167778,0.82377297,1.2435236,0.9475114,1.4520955,0.860616,1.121466,0.95779616,1.0399339,1.1700909,0.98520464,0.9922158,0.6171382,1.1622379,0.6097545,0.9579924,0.9360084,1.3422284,1.2207242,1.3441821,1.2544765,1.1816453,1.0522585,0.5268841,0.51201874,0.6424748,1.0387663,0.9990109,1.0202576,0.84616333,0.6024179,0.8009906,0.88943636,1.118027,0.89343065,1.2790376,1.0971053,0.7625707,1.2621686,1.0195061,1.3829365,1.146385,1.2469223,1.051523,1.0033305,1.2577555,0.5394331,1.1686746,0.6852504,1.0502547,0.67787063,0.72771716,0.9838384,0.6944251,1.3247402,1.3779724,1.4548082,0.52328753,0.6058143,0.5957766,1.0204297,1.1820626,0.93269986,1.1144327,0.9623481,0.5895139,1.3473437,1.0625353
flower,1.328117,0.81447875,0.59002614,0.968271,1.3886526,0.75717187,0.69722205,1.1960081,1.1672235,1.3254354,1.1241965,1.3696117,0.80680335,1.2714412,1.4664645,1.1026129,1.4009508,1.1681628,1.0182592,0.32222557,0.39776385,1.0386518,1.2844166,1.1992551,0.4372968,0.86564773,0.47921336,0.5919452,1.0515947,1.0858214,0.8178421,0.48254246,1.1722361,1.0826528,0.9234503,1.2122937,1.3387482,1.1713849,0.56310856,1.0470574,0.2645936,1.3192567,1.050318,1.0547881,1.0433059,1.1504128,0.8378278,0.7370351,0.96111614,1.1311728,1.2137703,1.013142,0.8125853,0.0,1.1538296,0.73329306,1.1582265,1.1332836,1.093486,0.67293644,1.0168992,1.1518816,1.2190958,1.347338,0.58721495,1.1080037,1.3393376,1.331693,0.8846511,1.3400581,1.0588247,1.0601157,0.2934729,1.1929905,1.2391539,1.319337,1.1752461,1.0915376,1.1807421,0.6549512,0.9312564,0.58078,1.2291489,1.0787158,1.0026445,1.0845051,1.374023,1.399978,1.2471919,1.1323366,0.6143174,0.69182396,0.8109827,1.1878877,0.91115046,1.1699489,0.30775076,0.5837872,0.98545825,0.6462736,0.7596378,0.5970649,0.65060645,0.8913854,0.82720685,1.2176142,1.1921283,1.3662527,1.2022257,1.3648314,1.2157967,0.86047626,1.1968158,0.6538249,1.1211742,0.6890632,0.9823676,0.6169158,0.90553343,0.81391144,1.137379,1.0251765,1.3443699,1.3849788,0.48175043,0.7367655,0.96261835,1.1762558,0.90124094,1.0214715,1.0902698,0.48527217,0.6014535,1.0500872,1.0754206
foot,0.99900526,0.34643972,1.1373049,0.8558231,0.72734207,1.0274255,1.0765724,0.9237117,1.0345012,1.0568514,1.1187625,1.0796754,1.1067548,1.0097902,0.8984952,1.1087258,0.923658,1.2507949,1.1622543,1.16068,1.1863307,1.1945182,0.9213674,1.0717579,1.0679598,1.0993315,1.0007179,1.2126673,0.8566954,1.0643382,0.9917431,1.1879311,1.1379588,1.0146717,1.0809205,1.1447464,1.0161829,0.9644844,1.0930847,1.144721,1.2063437,1.041795,0.95339733,1.120432,1.0692626,0.979241,0.881364,0.94047344,1.128892,0.8531705,1.0694108,0.66778946,1.1067784,1.1538296,0.0,1.1790938,1.1873696,0.9903365,1.0184546,1.0415154,0.5573025,1.0041668,1.037431,0.6376021,1.0240676,1.1944857,1.0191609,0.974932,0.88219535,0.84173226,1.0658156,1.1054736,1.1412088,0.84864116,0.9341713,0.7432989,0.99195296,0.78114027,1.0929053,1.1079662,0.7177045,1.0543787,0.7453597,0.8610751,0.99941117,1.092767,0.96382654,0.7444657,1.1330976,1.0991645,1.1579353,1.1206152,1.0396944,0.86194956,0.6372436,0.8109689,1.1272787,1.1920624,1.041336,0.9200552,1.0271114,1.179514,1.1676202,1.1293707,1.074571,1.1639861,0.9944012,0.8401164,0.6777534,0.8545139,0.90870786,1.1067833,1.100733,0.893644,1.0906556,1.1028335,0.28574055,1.1497532,0.90822494,0.82838094,1.1047661,1.0134095,0.9672458,1.1195263,1.1521709,0.8270189,0.96301764,0.9263952,0.7537093,1.0989561,1.1164649,1.2077487,1.1151592,1.1526763,0.99468064
fork,1.3503408,1.0023898,0.6718255,1.0219839,1.2639318,1.0031935,1.0401427,1.0568761,1.246572,1.1907754,1.2122335,1.3408841,0.5734345,1.048196,1.462099,1.1655324,1.3306292,1.0954326,1.1017349,0.49453294,0.38279605,1.0958066,1.1559016,1.0566843,0.66435426,0.9632924,0.58718324,0.70121557,0.9375319,0.9514358,0.967772,0.5699537,1.1794904,1.1945426,0.79576385,1.1945467,1.2752633,0.90560114,0.370543,1.1761913,0.45681065,1.2119976,1.3066155,1.0244722,0.7423365,1.2224327,0.71950644,0.81685793,1.0861347,0.8194579,1.1904343,0.7759366,0.71944845,0.73329306,1.1790938,0.0,1.2187549,1.1756158,1.1703246,0.50252014,1.1153018,1.0897164,1.2142292,1.2562551,0.8073503,1.1343063,1.2246878,1.2783524,0.85133326,1.1588842,0.5301974,1.1628492,0.45915443,1.2779462,1.31787,1.3884454,1.221152,0.99459255,1.2228212,0.38693625,0.81581616,0.3875308,1.0308882,1.0839429,1.0472229,1.1351207,1.372304,1.2159019,1.310502,1.1579455,0.18874961,0.18120241,1.0626993,1.146761,0.7856686,1.0695214,0.730451,0.7235666,1.1134635,1.0083593,0.9628552,0.79355025,0.8256924,0.9361349,1.0667629,1.2540748,1.1315466,1.2960653,1.3153087,1.3014984,1.2007174,0.7692056,1.2228979,0.56111526,1.095998,0.66070116,0.9442043,0.47325587,0.70196444,0.89233965,0.9157534,1.2562103,1.3028836,1.3441175,0.44590133,0.5507964,0.61017025,1.0548462,0.8246596,1.2817919,1.265269,0.6496319,0.5491697,1.0837821,1.269834
frog,0.65444875,1.1699764,0.90699816,0.94670403,1.2048992,0.74762535,0.84823024,0.70256525,0.9112421,1.0553999,0.71611017,1.1020585,1.213419,1.2910295,0.7460836,0.7222661,1.1136955,1.0146654,0.78235024,1.1858969,1.1314881,0.8159497,1.020051,1.2490176,1.2301848,0.63281685,1.390734,1.0709702,0.8850799,1.2998245,1.2805684,1.1432654,1.1598132,0.98983306,1.2102805,0.4082377,1.1578681,0.7816605,1.0979193,1.0637969,1.2231628,0.8930199,0.5550176,1.2811245,1.147191,1.0481532,1.28041,0.99678075,1.1491727,1.2195735,1.0778384,1.2496697,0.7501496,1.1582265,1.1873696,1.2187549,0.0,0.80119765,0.7357406,1.2376586,1.0481932,0.3352986,1.1401716,1.0954018,1.0945249,1.0101161,0.7539321,1.238282,1.0649928,1.2887031,1.2036312,1.2665458,1.2309269,0.86243904,0.6322719,0.81073457,0.78635174,1.1655688,0.56716967,1.2610142,1.3511732,1.2670445,1.1350151,0.8161386,1.2363633,1.0791677,1.124004,1.2651916,0.7491256,0.66573054,1.1975867,1.2133633,0.88602895,0.85908866,1.4407574,0.9946497,1.1405795,0.66423607,0.8652942,0.89513874,0.94536126,1.0889335,1.3032151,1.2068145,0.7319468,1.0520017,0.81797016,1.3289646,0.7408812,1.1105328,0.94083136,1.0942167,1.0021226,1.1426543,0.9519723,0.78407013,1.2273475,1.215831,0.7927237,1.078038,0.7230134,0.9735349,1.2455167,0.94763255,0.9876881,1.2374197,1.0991615,0.83836615,1.3236789,0.25931412,0.51997125,1.322961,1.15342,1.2493972,0.9952644
giraffe,0.66739136,1.0467039,1.1860065,1.0955808,1.014004,1.1418543,1.1287283,0.9672166,0.9212726,1.0694473,0.7438142,1.0126362,1.1033449,1.1180695,0.7942958,0.8280313,0.90939355,1.0081058,0.881181,1.1372056,1.2297275,0.95359814,1.0534202,1.0241144,1.2106999,0.7925973,1.1321671,1.1960359,0.87695575,0.99776596,1.131923,1.1197433,1.0826367,1.1249527,1.1693256,0.98029643,1.0853702,1.1004881,1.0830724,1.0660672,1.2035285,0.8359446,0.84108835,1.0970385,1.2146976,0.90306544,0.99272305,1.1423451,0.9181106,1.138749,1.0588962,1.1248267,0.92283267,1.1332836,0.9903365,1.1756158,0.80119765,0.0,1.0723152,1.1064098,1.1813128,1.0372534,1.0907834,1.0747447,1.1226904,0.82483673,0.8530481,1.0296395,1.1591209,1.1030399,1.0596849,1.03699,1.112138,0.95779634,0.908319,1.0834067,1.1041934,1.091477,1.0516361,1.1558859,1.0848918,1.0954645,1.0499316,1.0937341,1.084877,0.94034404,0.9473917,1.014622,0.8192177,0.9525624,1.1127193,1.0866851,0.70879555,0.9331353,1.1341742,1.0047877,1.0230123,1.14797,0.7199358,1.1298252,1.0222696,1.1318679,1.1680874,1.0097542,0.8406731,0.8743145,0.8281789,1.0157555,0.8995413,0.96209884,0.9300752,1.2584629,0.99369824,1.1370617,0.9983721,1.130588,1.0080696,1.0098381,1.1369903,1.07828,1.0823019,1.0412169,1.0338739,1.0526681,1.1930614,1.2043602,1.1687306,0.98410034,1.024974,0.90968597,0.97426957,1.1508245,1.1172466,1.0781081,0.54941815
glass,1.0569055,1.0395752,0.95932966,0.98983294,1.1402193,0.88994837,0.97623074,0.8675875,1.0379139,0.97315437,1.0106161,1.1008183,1.2222159,1.1943682,1.0183119,1.0537198,1.1712903,1.0112474,1.1458471,1.047553,1.0256718,1.0306333,1.0643802,1.0459735,1.1254435,1.0464929,1.0793692,0.90563804,0.8555993,1.0155549,1.1954799,1.0292366,1.0238955,1.029901,1.0547347,0.7071757,1.1211288,0.81526077,1.0818064,1.0214471,1.0674702,1.1310555,0.98014283,1.0534215,1.0868181,1.0743699,0.98362166,0.89316195,0.9039867,0.9000691,0.83348054,1.0597526,1.1120621,1.093486,1.0184546,1.1703246,0.7357406,1.0723152,0.0,1.0083579,1.0237702,0.72359663,0.9112285,1.0316439,0.9756249,1.0163296,0.82658124,1.0853652,0.8431158,1.1099864,1.0365937,0.99950683,1.1147337,1.1514281,0.86174184,0.9944536,0.8148066,0.8650638,0.8456356,1.067564,1.2073339,1.1414243,0.7939209,0.6834253,0.9620026,1.1271478,1.0988328,1.0988325,1.0652362,0.8421203,1.1599264,1.1779159,1.092857,0.83283365,1.3016429,1.073909,1.0461797,0.88155496,1.082326,0.8902638,1.2085984,1.1398661,1.1152405,0.9472992,1.0532899,0.9947617,1.0206226,0.9980598,0.92960596,1.1293865,1.0678021,1.121635,1.0550879,1.1072963,1.0576185,0.84477127,1.146652,1.1462824,0.6730848,0.89375377,0.7116395,1.0363712,1.0156771,1.0183561,1.0056481,1.0362531,0.8632769,0.9214176,1.2115664,0.82813257,0.8723875,1.1615298,0.9819205,1.0359885,1.0901979
glasses,1.4156457,0.98622584,0.54362714,0.99638796,1.382973,0.9028036,1.0097759,1.016333,1.4246596,1.509764,1.1928121,1.5329556,0.65391165,1.4250872,1.4467757,1.1641355,1.5277717,1.2684402,1.2175413,0.34738433,0.36438334,1.2875434,1.1802511,1.3009682,0.67388207,1.0104954,0.6185081,0.84124154,0.75861865,1.0696524,1.1386123,0.33654082,1.4268577,1.3727977,1.0900573,1.147232,1.4471259,1.0571808,0.28558654,1.3925009,0.42634583,1.3640282,1.2135816,1.2626946,1.122058,1.2640595,0.41590524,0.5593164,1.0623939,0.41586876,1.0356034,0.42501265,0.6078936,0.67293644,1.0415154,0.50252014,1.2376586,1.1064098,1.0083579,0.0,1.0019729,1.0255375,1.0683774,1.1098409,0.33122188,1.2010506,1.2917428,1.3325754,0.5015941,1.3093853,0.77917325,1.3481518,0.58058363,1.2459565,1.2528661,1.4071388,1.3171246,0.68711555,1.1767049,0.23963988,1.0808349,0.28893548,0.5960665,0.9835284,1.2375268,1.2230893,1.4384702,1.2539142,1.3950598,1.0693402,0.2799031,0.30439782,0.9718671,1.1282573,0.8892689,1.111187,0.63624656,0.6999554,1.0983074,0.84300345,1.1154677,0.88159156,1.0193712,1.0541178,1.0481648,1.2204477,1.1781538,1.2157056,1.3206067,1.2811263,1.290758,1.1484354,1.3688896,0.28902042,1.307442,0.59621596,0.89362955,0.5893983,0.8344718,0.7907895,0.8494029,1.3925791,1.2742996,1.5888962,0.37751335,0.2597977,0.3348695,1.1867356,1.1060834,1.2409313,1.3920624,0.66370285,0.15615082,1.3275845,1.1876588
glove,1.0945407,0.71543837,0.94730026,0.8078028,0.9181912,0.89365494,0.94175196,0.92456144,1.0307195,1.2584023,1.1337962,1.2230511,1.0258341,1.0868185,1.0485682,0.92389107,0.9395878,1.3328246,1.3104805,1.0421803,0.994549,1.2743278,0.8729656,1.1236694,0.7578949,1.0739508,0.8765284,0.972483,0.8384719,1.0210283,0.81011695,1.05009,1.265809,1.0090883,1.0662835,1.1147171,1.0533906,0.91850686,1.0214323,1.2702305,1.0313368,0.9711352,0.8453686,1.1906081,0.8858496,1.0420054,0.9718971,0.73879874,1.1164187,0.9408218,1.1740568,0.73496866,0.89641535,1.0168992,0.5573025,1.1153018,1.0481932,1.1813128,1.0237702,1.0019729,0.0,0.9134504,1.1451384,0.7321923,0.8090197,1.1188792,1.0739743,0.97295165,0.8515205,0.7231202,1.0776936,1.2601862,1.1131643,0.8136699,0.9141687,0.3278851,0.9457288,1.0429565,1.0719048,1.0754112,0.5893414,1.0480224,0.8751402,0.7962816,1.0086905,0.99352396,0.9136975,0.73858744,1.3201274,1.1902115,1.1200378,1.118416,0.96993655,0.8865539,0.44573927,0.9811961,1.0711613,0.99910897,1.1013426,0.8031101,0.9069544,0.9179075,1.0979882,1.1783487,0.9656717,1.2282984,1.0500898,0.9597151,0.82339895,0.82583636,0.8512267,0.9538122,1.2256072,0.7788862,1.1433611,1.0295238,0.43040884,1.1428244,0.80130553,0.8589107,1.0372006,1.0079076,1.0228113,1.2167594,0.9257624,0.7244292,0.93165433,0.9478813,0.6527194,1.0020326,1.200536,1.0927088,1.0336527,1.2962081,1.084564
gum,0.996326,1.0955749,0.6813006,0.7129151,1.3076402,0.61715233,0.7979245,0.55717003,0.87891525,1.2305274,0.99054545,1.3471603,1.0307084,1.3391782,0.9452707,0.9265143,1.2930237,1.1829143,0.90221137,1.0463281,0.963785,0.900639,0.9967762,1.3316796,1.0053388,0.809599,1.2022399,0.9677117,0.5972287,1.4031242,1.3118227,1.0651017,1.290508,0.988991,1.1198118,0.5893048,1.3293054,0.7647438,0.8102064,1.2277201,1.100321,1.2054238,0.86740965,1.3286765,1.0066931,1.1291487,1.0486741,0.8047804,1.3249527,0.91180694,1.1701822,0.8747423,0.7287537,1.1518816,1.0041668,1.0897164,0.3352986,1.0372534,0.72359663,1.0255375,0.9134504,0.0,1.2288733,0.9385997,1.059073,1.2434839,0.83756363,1.375943,0.81497276,1.3266907,1.0755376,1.3617253,1.183371,1.0478264,0.44082725,0.8313016,0.8211967,0.87631714,0.6669365,1.0819759,1.2057831,1.0541852,0.95360017,0.5598558,1.2482467,1.1380527,1.2700222,1.2892374,1.0135309,0.76966655,1.010671,1.0143132,1.0469395,0.6263384,1.3082426,0.93129694,1.197386,0.6168652,1.0548587,0.80781937,0.91772836,1.0619514,1.3276978,1.2911489,0.8643955,1.1853831,0.90038836,1.3769081,0.67298347,1.1560682,0.84766793,1.0857257,1.1868795,0.90529627,1.09965,0.7515893,1.0256264,1.0980529,0.62151194,0.82065964,0.5826766,1.1152644,1.3417759,1.1283146,0.79112196,0.9089481,0.7242794,0.7714674,1.2271533,0.4259954,0.6312778,1.3663368,1.01491,1.3748085,1.0432103
hair,1.0108297,1.1742275,1.2554395,1.1236737,0.6612538,1.1945004,1.1636509,1.1480964,1.0988517,0.7110389,0.9483239,0.6985746,1.1429986,0.9451681,0.86670625,1.0347792,0.85987663,0.8050043,1.0447222,1.2437773,1.3121902,1.0715,0.9529124,0.8268684,1.3007762,1.19064,1.2873368,1.1541449,1.2488126,0.95111,1.1589508,1.1808152,0.8621673,1.0241396,1.1573193,0.94725513,0.67975813,1.015509,1.3620641,0.9136305,1.2538718,0.89992297,0.9853375,0.8483712,0.99774635,0.9277295,0.9703554,1.2310644,1.038962,0.91308606,0.07833588,1.0030243,1.2841017,1.2190958,1.037431,1.2142292,1.1401716,1.0907834,0.9112285,1.0683774,1.1451384,1.2288733,0.0,0.78134394,0.98060584,0.95284295,1.1052141,0.5299097,1.078573,0.84513706,1.1635821,0.85865337,1.2727213,0.9073563,1.1545093,1.023574,0.9218794,0.8476184,0.9728431,1.1119359,1.2631061,1.2031441,0.68071395,1.1320131,1.0184549,0.9000113,0.79333425,0.8353128,0.8746363,0.931322,1.2889338,1.2711183,1.1657195,1.1166216,1.1601607,1.0219738,1.1934371,1.3210485,1.0713611,1.1559894,1.2462196,1.1657423,1.0522177,1.0404243,1.2017759,0.29124367,1.2329948,0.44972932,1.0440792,0.8235333,1.0324674,1.1527181,0.8988844,1.269341,1.0295595,1.2323143,1.1469119,1.2059238,1.2805042,1.1032962,1.0096937,0.98666084,0.33476746,0.7814401,1.3379697,1.11264,1.0535284,1.1978265,1.2559925,1.1778831,1.0780345,1.1116503,1.1417668,0.79982746,1.0272415
hand,0.8053145,0.9577631,1.2690886,0.82672715,0.49605155,1.1954879,1.2306075,0.8346375,0.95593125,0.86381036,0.98900515,0.9244165,1.2259941,0.86790955,0.7271122,1.1017087,0.8219775,1.1009092,1.0955468,1.3722479,1.3320417,1.1823447,0.6022831,0.92700225,1.3279659,1.2381957,1.2895107,1.1900305,0.8030386,0.98434895,1.1753502,1.3365512,1.0222732,0.9448006,1.0253345,1.1108705,0.9333147,0.87979907,1.2540472,1.066277,1.3931332,0.9750034,1.0513242,1.0261964,1.060592,0.9854906,0.95322,1.1072305,1.060814,0.8215039,0.8116543,0.5091185,1.1651759,1.347338,0.6376021,1.2562551,1.0954018,1.0747447,1.0316439,1.1098409,0.7321923,0.9385997,0.78134394,0.0,1.1880765,1.035783,0.86588657,0.870038,1.0357363,0.71659404,0.95051974,1.0143019,1.3599436,0.8764886,0.8532636,0.57149184,0.9131893,0.75781524,1.0979477,1.1954627,0.98870754,1.2402443,0.65509313,0.83061296,0.9713947,1.029002,0.803404,0.7364652,0.9684306,1.1365167,1.2534426,1.207494,1.2282598,0.73275363,0.89115286,0.7171345,1.3313763,1.3057375,1.1356122,1.0385553,1.2184362,1.2760866,1.2784964,1.0769746,1.1191398,0.9254572,0.8449438,0.64533937,0.85006154,0.7318257,0.71117556,1.04898,1.0332798,1.1534948,1.0381472,1.2668278,0.8180088,1.2929931,1.0071368,0.8990571,1.0223188,1.1333324,0.71246123,0.8872538,1.3436207,0.9046877,0.8728672,0.6814861,1.048327,1.1564099,1.0761387,1.3382771,1.2270927,0.97220415,0.97935396
hat,1.4013003,0.88504755,0.5740038,0.9898055,1.39911,0.72182465,0.78692985,1.1113073,1.3225695,1.4718884,1.1458926,1.4640816,0.7793221,1.4581362,1.435594,1.0644712,1.5034976,1.3014423,1.1751372,0.40264088,0.45985937,1.1836834,1.2222815,1.3105361,0.58087087,0.90788054,0.6102472,0.83171225,0.9281219,1.1599972,0.8480595,0.36644113,1.3361948,1.2687709,1.198255,1.0794208,1.3674023,1.1609693,0.51172185,1.2701917,0.44865692,1.2591683,0.89219964,1.1969864,1.0670758,1.2415044,0.62080777,0.45948458,1.1323541,0.7346769,0.9800762,0.6341546,0.69212914,0.58721495,1.0240676,0.8073503,1.0945249,1.1226904,0.9756249,0.33122188,0.8090197,1.059073,0.98060584,1.1880765,0.0,1.2398709,1.3014107,1.2336028,0.5976754,1.2456098,1.1053381,1.308532,0.65413123,1.0793027,1.231652,1.2293708,1.233676,0.9281792,1.0702267,0.48032725,1.0851511,0.47646666,0.8015032,0.88650113,1.1936877,1.2085898,1.3636556,1.2103057,1.3584691,1.0125353,0.61642677,0.65086794,0.87324727,1.2322885,0.86565673,1.1685677,0.54989374,0.6192495,0.98908925,0.61199033,0.9070258,0.7117782,0.898017,1.1700532,0.93135405,1.1882718,1.1937581,1.216871,1.137548,1.2317965,1.3747569,1.1373721,1.2896935,0.34267092,1.339155,0.6675235,0.8465898,0.7315874,0.9649342,0.8872306,0.94495994,1.120354,1.2436602,1.5188029,0.44106966,0.39249766,0.6894362,1.3521166,1.0765585,0.9708254,1.2836362,0.63321084,0.31104887,1.3801277,1.1945435
horse,0.5016936,1.1619945,1.3386682,1.1995053,0.89952695,1.3091366,1.2362642,1.1931343,1.0577762,0.89573383,0.73484707,0.85560375,1.1415105,0.94474554,0.79919374,0.76497334,0.78950286,0.85629433,0.96495694,1.2513506,1.2549355,0.98969144,0.94117624,0.97585225,1.2267301,0.96413225,1.1349593,1.031434,1.1811804,0.61254966,1.049543,1.1308521,0.9726023,1.0818682,0.88547546,1.0072923,0.92029583,1.0134554,1.3155329,0.96967953,1.1981668,0.34043407,1.0592129,0.9703363,1.1727312,0.78209907,1.132742,1.254954,0.44320583,1.1267015,1.0151697,1.2685115,1.1063242,1.1080037,1.1944857,1.1343063,1.0101161,0.82483673,1.0163296,1.2010506,1.1188792,1.2434839,0.95284295,1.035783,1.2398709,0.0,0.96335375,0.75827754,1.2395098,0.8165637,0.9742782,0.9011947,1.0891043,1.0270361,1.0430433,0.9587592,1.076781,1.0451077,1.0145414,1.2201748,1.0403802,1.214757,1.1047884,1.2376285,0.8763464,0.74537396,0.73263365,0.7943082,0.76400316,0.95677745,1.1691577,1.1968493,0.86105216,1.0527247,1.0844215,1.0631624,1.054284,1.2762839,0.7897007,1.2550848,1.0882099,0.99627215,1.0497013,0.78336674,0.89899224,0.7791499,0.9642897,0.82811177,1.1182449,0.8759333,1.0042216,1.0513281,0.9618317,1.3287954,0.815979,1.3204956,1.1435273,1.1430066,1.1806185,1.1069803,1.1738626,1.0187668,0.8393094,0.9259706,1.2893746,1.3364726,1.1939831,0.98917985,1.0530462,1.2507968,1.0780411,1.1264474,1.2442964,0.82038444,0.7536341
