,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
pants,0.8580691,0.89741623,1.4314005,0.62992644,1.2939806,1.4581957,1.1369414,1.2113891,0.6373186,0.38043952,1.4493003,0.7234051,0.6616855,0.50133157,1.3576369,1.2389127,1.4693683,1.4475619,0.96625817,1.1806036,1.1643335,1.3193905,1.2974948,1.0323403,0.9043518,0.8650257,0.9881373,1.454421,0.7833681,0.70169085,0.9597248,0.4175737,1.5113833,0.70108783,1.539901,0.9062778,1.1130712,0.8286959,1.1388489,0.8863816,1.4292803,1.1582553,1.2400771,1.4636517,1.1971976,1.3295758,0.95972973,0.74957037,1.2162405,0.9955005,0.91976994,1.0633864,0.7940992,0.7508338,1.419971,0.6830628,0.54783744,0.2967472,1.1992248,1.1737539,1.5006546,0.8443404,0.79090524,1.3949797,1.2796533,1.166974,1.3920634,1.2997932,0.96943235,0.59948903,0.0,0.7532773,1.3895402,1.2935119,1.1359628,0.6879398,1.4014677,1.4832659,1.1961443,1.3138354,0.6133968,1.1553378,1.0950981,0.68952966,1.0362189,0.49049556,1.1497356,0.4119118,1.3636391,0.86676276,0.66402316,1.5373881,0.8823935,1.3138132,1.1326661,1.3788109,0.98315394,1.2573426,0.6890049,0.60835767,0.6345962,1.5032086,1.2423048,0.877105,1.1582658,1.2614133,0.9136056,0.9853943,0.9559398,1.4031055,0.80390126
paper,0.9813586,1.0077451,1.2640101,0.75859123,0.9562199,1.1346626,1.2258024,1.0349733,0.7879243,0.8048136,1.4147367,0.8602998,0.7153026,0.68875015,1.2591504,0.43731028,1.261062,1.1558899,0.62717116,1.2243476,1.1470296,1.2135772,1.2774876,1.0120928,1.1411031,0.8928744,1.0793477,1.2435431,0.84413314,1.1019466,0.8915917,0.87087506,1.2898146,0.6967379,1.2114291,0.848964,1.0606138,1.0637673,1.0516127,0.98578715,1.2460883,1.1967278,1.1447724,1.2196615,1.2506735,0.95609546,0.80069315,0.86477566,1.2675072,1.1665238,0.90308267,0.82035875,0.96395063,0.87488604,1.2845461,0.80543613,0.93648416,0.91829026,1.214076,1.0695176,1.2394758,0.8984163,1.0248699,1.2945453,1.2973473,1.2283881,1.1577057,1.0171233,1.0223998,0.80263585,0.7532773,0.0,1.2605107,1.1396625,1.2119505,0.7154452,1.2012467,1.1641916,1.1214024,1.1910608,0.8559879,1.0666027,1.1206692,0.81555796,0.7867334,0.7412828,0.9767522,1.072071,1.3285735,0.8555516,0.7249273,1.3633341,1.0260394,1.2238009,1.1558602,1.3147042,1.0100265,1.0588104,0.759157,0.93665206,0.3942765,1.2276951,1.2912378,0.8049787,0.9712751,0.7912135,0.7452042,1.1319689,1.0717613,1.3387372,0.9579773
pen,1.2682185,1.1587509,0.50244164,1.3203695,0.91703665,0.532929,0.78432685,1.0056473,1.4661148,1.4874209,0.3998357,1.421514,1.4951775,1.4913397,0.38338745,0.7129149,0.3190359,0.45055717,1.2639048,0.84825903,0.9645186,0.56876606,0.7858355,1.1491904,0.92543125,1.3897445,1.0738072,0.5813252,1.3118305,1.1534817,0.94698936,1.426801,0.10840702,1.4750922,0.37229532,1.3274091,1.2259202,1.3021085,1.1182629,1.1108212,0.6393753,0.6973521,0.6876501,0.5585359,0.6555347,0.66333985,1.2072966,1.1989375,0.68742,1.0153923,1.183611,1.0046712,1.241391,1.2043263,0.4006468,1.265868,1.2792516,1.4206066,0.7245867,1.0267973,0.43250197,1.2077897,1.2616402,0.3974101,0.6482852,0.660494,0.75530565,0.7428553,1.2889972,1.4952576,1.3895402,1.2605107,0.0,0.39260823,0.8198781,1.2799218,0.5838714,0.59411466,0.98547894,0.81980544,1.4310057,1.0749166,1.0723854,1.3301444,0.91144747,1.4432266,1.0441651,1.2720969,0.5327009,1.3064249,1.404681,0.40005577,1.1054102,0.84877694,0.89302063,0.45059943,0.9482777,0.6963515,1.4078217,1.3595831,1.5277214,0.42705315,0.59960675,0.886107,0.9585524,0.99968266,1.385608,0.9146004,1.1577132,0.3724311,1.3690939
pencil,1.178908,1.0269207,0.6642168,1.1376389,0.8517202,0.6702064,0.8633791,0.9975191,1.3567362,1.4461777,0.623978,1.3844792,1.3369219,1.4653329,0.7212573,0.8066433,0.5936715,0.7336489,1.1675563,0.70779,1.0522009,0.792552,0.94095945,1.3039645,0.81283975,1.193363,1.1435826,0.670359,1.3604013,1.151021,0.8958702,1.3860414,0.23721826,1.4438753,0.66749126,1.1582243,0.9886594,1.2734284,1.1089951,1.1506113,0.6295136,0.5989145,0.8808096,0.69171107,0.8449081,0.7799659,1.2074552,1.0976803,0.7909064,0.9779814,1.1330326,0.88102305,1.1810541,0.89784807,0.75963616,1.2043735,1.2355201,1.2804569,0.60031235,0.9804735,0.6404854,0.9859084,1.0945829,0.6385685,0.79576486,0.71387035,0.74186724,0.81437683,1.2575642,1.2944326,1.2935119,1.1396625,0.39260823,0.0,0.95656645,1.2189811,0.70390415,0.8730717,0.9660199,0.90438795,1.338376,1.200633,1.1487503,1.2422022,0.8167316,1.3369877,1.0667298,1.2210345,0.6449522,1.2723846,1.3025334,0.66060174,1.2262838,0.85543823,0.8291311,0.6727955,0.7312889,0.8211347,1.3615353,1.3216212,1.3906509,0.70887905,0.6106177,0.68757015,0.9529202,0.9561079,1.1707872,1.0780264,1.1629522,0.57644284,1.3277107
pillow,0.9087567,1.0791371,0.8867315,1.2631435,1.0159608,0.8242802,0.87199324,0.8545799,1.3052967,1.0456829,0.7384641,1.1196122,1.0525709,0.8696941,0.70760274,0.94216895,0.8551527,0.9209306,1.1924878,0.79213417,0.8060446,0.76253915,0.79758066,0.9671706,0.92019325,1.2029616,0.6997512,0.8143431,1.1803993,0.9845247,1.2391295,1.0115905,0.8114789,1.1946877,0.85334754,1.2101104,0.9930746,1.0488715,0.921525,1.0849162,0.8904453,1.0177892,0.6864342,0.7587439,0.6953239,0.87875986,1.2145305,1.235678,0.9495906,0.6672648,1.1372387,0.95861065,1.1677024,1.2429181,0.80480015,1.14332,1.1357938,1.114163,1.0133168,0.92608446,0.73934495,1.0423422,0.93231606,0.9937265,0.5077786,1.026286,0.9471083,0.96813524,0.99171835,1.0692014,1.1359628,1.2119505,0.8198781,0.95656645,0.0,1.205857,0.72227544,0.71759605,0.7956475,0.87052214,1.0655899,0.9798694,0.81569576,1.0831002,1.2305163,1.2500464,1.0931048,0.9404001,0.82303864,1.1285166,1.2566255,0.82530105,1.0753672,0.88795996,0.6803046,0.8981482,1.0785362,1.0031972,1.1694429,1.1535614,1.3147898,0.8559235,0.9655987,1.2200001,0.7296928,1.0909418,1.2677349,0.8712274,1.0636636,0.9166952,1.1101327
pizza,0.94406396,0.9161652,1.2617868,0.7930722,1.1839339,1.2848649,1.0824901,1.1315625,0.80186296,0.6243113,1.2662497,0.899368,0.8277563,0.76277673,1.2576021,0.91985255,1.2253256,1.1811315,0.933996,1.165986,1.1974244,1.2108504,1.2502273,0.9805872,1.0582159,0.8680434,1.0881835,1.2764022,0.7964705,0.92655677,0.8991552,0.6579294,1.3122841,0.7891743,1.2729493,0.8886325,1.1284108,0.91075677,1.102757,0.9868014,1.2471306,1.1445591,1.0988135,1.2245963,1.1707282,1.2343898,0.8434673,0.82074636,1.103723,1.1873124,1.0004355,1.0814561,0.8444919,0.963262,1.1996567,0.9101771,0.8508203,0.84237665,1.1512516,1.0844303,1.269396,0.99542385,1.0242139,1.1556277,1.352805,1.1390232,1.2495852,1.1399531,0.9141594,0.84177756,0.6879398,0.7154452,1.2799218,1.2189811,1.205857,0.0,1.2109284,1.2534269,1.1391125,1.1348242,0.8215266,1.071751,1.0636643,0.7950412,1.0282189,0.72147167,1.0499104,0.8306633,1.1937878,0.9178598,0.7607287,1.2598356,0.92402416,1.2276652,1.2601453,1.2353041,1.1198183,1.1477365,0.7881973,0.7378838,0.6766879,1.298121,1.1866746,1.0421623,1.1830168,1.1260352,0.94947433,1.0317707,1.0057026,1.1947271,0.7672286
plant,1.125243,1.1890459,0.6942318,1.2781289,0.82990754,0.61177033,1.0295734,0.8326657,1.4039541,1.4015033,0.68605185,1.2817906,1.3094177,1.3340746,0.7235887,0.75341046,0.6051816,0.8370347,1.1023427,1.0455488,0.8275473,0.68112355,0.7797165,0.9681318,1.1012056,1.2201978,0.98942477,0.6851784,1.143379,1.1184037,1.0437179,1.3486552,0.55495363,1.2713913,0.5940795,1.1566896,0.9559562,1.0998256,1.033417,1.0457891,0.7981591,0.87732005,0.85756516,0.23958457,0.8587785,0.66407734,1.1082304,1.088751,0.9138905,0.9813031,1.1344991,1.0319594,1.1703246,1.1990737,0.67510766,1.2814062,1.1628344,1.3635695,0.79022527,0.8504217,0.59341353,1.2135051,1.1662126,0.78403974,0.708545,0.9636466,0.7500535,0.8844125,1.0657995,1.2968302,1.4014677,1.2012467,0.5838714,0.70390415,0.72227544,1.2109284,0.0,0.79863083,0.847475,0.8970906,1.2679486,0.900567,0.83201826,1.2963698,0.95003635,1.3413593,1.0357547,1.2996037,0.64725304,1.2706221,1.3483057,0.6666285,1.1083827,0.906544,0.96162516,0.67264754,1.0296334,0.65460414,1.2577221,1.2157559,1.3418536,0.74724483,0.8393477,1.0425287,0.9197584,0.9025145,1.2548923,1.0028169,1.0034662,0.74212897,1.0824034
plate,1.2320243,1.0556998,0.57223874,1.3015571,0.7235802,0.50603753,0.57471085,0.9273011,1.3630717,1.4220531,0.59947306,1.2289174,1.3139741,1.3243402,0.48147458,0.8143482,0.6982411,0.5150924,1.0797249,0.73737824,0.8575486,0.6304301,0.90900785,0.94403434,1.0277675,1.3101814,1.008505,0.5217869,1.2711014,1.2609572,1.1021894,1.3770337,0.5755145,1.3123932,0.5568603,1.2145,1.1077839,1.2892363,1.0412505,1.1002792,0.56627107,0.912987,0.599486,0.7566265,0.6344631,0.6390587,1.1891003,1.2487991,0.82208055,1.0656614,1.1875497,0.8415752,1.2152919,1.2901863,0.58919317,1.1972101,1.2792634,1.4105124,0.9842297,1.0789577,0.5393172,1.15646,1.2436755,0.7127156,0.6745796,0.85948604,0.69045043,0.5846527,1.2139392,1.4124582,1.4832659,1.1641916,0.59411466,0.8730717,0.71759605,1.2534269,0.79863083,0.0,0.94428533,0.6158621,1.3013222,0.98282695,1.0634243,1.2634475,0.9724713,1.4090517,0.73678666,1.322859,0.79648346,1.1049542,1.340107,0.5732769,1.0789924,0.566038,0.9095426,0.79524016,1.1325773,0.7431453,1.2220901,1.293071,1.3241622,0.33394337,0.8467477,1.1477773,0.91986865,0.83214104,1.1347283,0.8253292,1.1962004,0.77988994,1.3433946
pony,0.36884975,1.1343714,0.9922391,1.027684,0.8400267,0.9143527,1.007972,0.88851553,1.1769525,1.1605462,0.931118,1.0354022,1.1298332,1.0625459,0.9837481,0.98331916,0.97545135,1.0222304,1.10041,0.7910707,0.99719745,0.90575457,0.9716425,1.0304629,1.1425049,0.77153313,1.004525,0.9530413,1.0858248,1.1603587,0.97746533,1.1243192,0.9249492,1.1308062,0.9564818,0.74895936,0.64499635,1.108019,1.0177015,1.0270457,0.93801284,1.098036,1.0533386,0.9152511,1.0971552,0.77809906,1.1104919,1.0876158,1.0148313,0.8565887,1.1639572,0.9213837,1.142881,1.1509463,0.9707908,1.1047062,1.1788087,1.172603,0.938885,0.823137,0.9701644,1.1130083,0.91933465,1.0530369,0.88896006,1.083537,0.8174772,0.9390727,1.0780363,1.1293409,1.1961443,1.1214024,0.98547894,0.9660199,0.7956475,1.1391125,0.847475,0.94428533,0.0,0.7980093,1.0629793,0.9760605,0.98941576,1.1334223,0.9781387,1.2205771,0.9233533,1.2172804,0.91706586,1.1160655,1.0752835,0.8806468,1.0392408,0.93081486,0.9526626,0.9223045,0.95275694,0.9743848,1.128706,1.067268,1.0847257,0.95261025,1.0538763,1.0340884,0.887794,0.86447084,1.0679337,1.1059594,0.9932561,1.0068607,1.1312748
pumpkin,1.0273519,1.0240169,0.6892109,1.1534667,0.7795102,0.72297263,0.73014456,1.0192543,1.3450742,1.1919428,0.7537594,1.2597367,1.1255447,1.15463,0.7753072,0.94335085,0.7953129,0.71148443,1.1531734,0.7831893,1.0332283,0.8556266,1.1564486,1.0983527,0.9863266,1.0880402,1.2415181,0.7421281,1.1788179,1.2125882,1.1491375,1.133632,0.7238292,1.2841468,0.7409558,1.057212,1.001382,1.2844537,1.2000732,1.0752378,0.6914716,0.9108107,0.82326263,0.78272194,0.85946584,0.6182951,1.1712713,1.1549717,0.68687063,0.97325194,1.1220907,0.86035496,0.935426,1.1945599,0.6342521,1.2323238,1.260033,1.3039532,1.0368122,1.1441318,0.894342,1.0781262,1.0282468,0.7198665,1.0098951,0.8072548,0.8367291,0.7417343,1.2173213,1.2846291,1.3138354,1.1910608,0.81980544,0.90438795,0.87052214,1.1348242,0.8970906,0.6158621,0.7980093,0.0,1.1578348,1.0889202,1.2000173,1.1252273,1.0239744,1.2615166,0.9267874,1.1636865,0.7730684,1.2489493,1.2595019,0.7384434,1.1459389,0.6011175,0.98085254,0.7334715,1.1208414,0.6727046,1.1891159,1.1104887,1.267732,0.6150432,0.7848046,1.1897347,1.1306511,0.8685676,1.0792819,0.9298738,1.271061,0.7622551,1.294997
purse,0.8837267,0.92033046,1.3376474,0.86094356,1.026642,1.3636276,1.0718892,0.87119526,0.684294,0.67419314,1.4893218,0.72577703,0.5222092,0.51305306,1.3813818,1.1765026,1.4762012,1.3374496,0.7046942,1.0155339,0.8568509,1.383818,1.1761603,0.9146528,0.95302826,0.804428,0.8848884,1.4475229,0.6347085,0.8724209,0.9490917,0.7403748,1.4818058,0.59003997,1.4422503,0.8318893,0.94633615,0.8375587,0.9071537,0.88673306,1.3992518,1.3413984,1.2885395,1.3218048,1.3145045,1.2499695,0.9913505,1.0090972,1.2991035,0.931806,0.9452138,0.9456282,0.8767248,0.913215,1.400449,0.84943503,0.7004841,0.7018132,1.1898249,0.96310776,1.4901257,0.7589785,0.74831396,1.4444257,1.2300041,1.2652588,1.2046783,1.0769678,0.75186414,0.69267404,0.6133968,0.8559879,1.4310057,1.338376,1.0655899,0.8215266,1.2679486,1.3013222,1.0629793,1.1578348,0.0,0.93389285,1.0038342,0.7046281,1.008861,0.6675003,0.9765696,0.80678695,1.354589,0.8210199,0.80695117,1.5031593,0.9988372,1.1018932,1.1590068,1.440917,1.1029589,1.2273647,0.51159185,0.79645187,0.72895217,1.3367312,1.3982482,0.93839484,0.9531887,0.9749284,0.7409898,1.1117631,0.8666111,1.4352602,0.89590454
radio,0.9944819,1.1573464,1.1155753,0.9442971,0.9173198,1.0273143,1.1145468,0.8915027,0.9336723,1.1231078,1.0978346,0.8474314,1.0339968,1.0684146,1.1834257,0.8999841,1.0350213,0.97730315,0.6891758,1.1437252,0.73866737,1.0061985,0.5974142,0.58881193,1.2906816,1.009904,0.7701169,0.96172154,0.9681812,1.0642991,1.1163292,1.1264153,1.1114349,0.67943746,0.91479886,0.94109994,0.922458,0.78049546,0.5856949,1.0742699,1.1399653,1.2177808,1.0923193,0.9685482,1.1095806,0.9709672,0.95873106,1.0256059,1.1635278,0.97448677,1.1131543,1.0361413,1.1943125,1.1617206,1.1309494,0.9995331,1.1657077,1.1739979,0.9304752,0.7244246,0.9101293,1.0288259,1.0107253,1.1918386,1.0696809,1.2458915,0.8339625,1.0184647,0.6500032,1.0656238,1.1553378,1.0666027,1.0749166,1.200633,0.9798694,1.071751,0.900567,0.98282695,0.9760605,1.0889202,0.93389285,0.0,0.55891573,1.091477,0.8522093,1.1337589,0.74242294,1.1104391,0.96136373,0.9151802,0.9162111,0.878037,0.99913746,0.9505944,1.1096069,1.0848361,1.1092815,1.063926,0.96373856,1.1585115,0.89839983,0.92492855,1.2351134,0.98701406,0.9772807,0.6581828,0.9363179,1.0639615,0.5456621,1.1275543,0.8979888
refrigerator,0.98804057,1.1216668,1.1269069,1.1032356,1.2066575,1.0577135,1.0416018,1.0115916,0.7664493,1.065559,1.0175685,0.65615964,1.205165,1.1059859,1.1036934,1.032538,1.0542737,1.0495543,0.82752377,1.0009348,0.4369235,1.0252568,0.3253075,0.74318993,1.0440524,1.1646798,0.42030776,1.0209543,0.95179224,0.73708063,0.98291457,1.0592709,1.0812085,0.8575572,1.0024209,1.1918114,1.103063,0.28165954,0.32354885,1.1201388,1.2170455,1.1559166,0.9942429,0.93676156,0.9235079,1.1509366,1.0264461,1.0220922,1.1200883,1.0635855,1.1106321,1.2366775,1.129634,1.1289102,1.1477256,0.94605374,1.0982544,1.11304,0.7847686,0.47084498,0.82019114,1.229934,1.1427064,1.2308403,0.7929573,1.2365258,1.0491652,1.1695172,0.337021,1.1040375,1.0950981,1.1206692,1.0723854,1.1487503,0.81569576,1.0636643,0.83201826,1.0634243,0.98941576,1.2000173,1.0038342,0.55891573,0.0,1.226548,1.1573519,1.1879915,1.1109447,0.9789919,0.8853148,0.69725233,0.9595853,1.0397085,0.85700786,1.0591635,1.0444119,1.123303,1.0704376,1.1323586,1.0174105,1.07283,0.9340695,1.1159297,1.2012895,1.1626848,0.9529412,1.1670754,0.961137,0.8479191,0.54046357,1.1351472,0.51504153
scarf,0.91562086,0.9034863,1.3040426,0.851154,1.1509004,1.3100474,1.1335627,0.9630675,0.7612514,0.62259924,1.3315115,0.9988658,0.67121744,0.69961846,1.2619977,1.1692313,1.2527477,1.2113785,0.9625888,1.0977821,1.1497579,1.2513409,1.2428728,1.0878755,1.0862813,0.7510412,1.0893036,1.2845085,0.7663809,1.031579,0.9809418,0.64761716,1.3856801,0.7396264,1.2582777,0.78353333,0.96318173,1.0477239,1.1556004,1.0455741,1.1697555,1.1433924,1.1442075,1.2707752,1.2016549,1.2513726,0.9033608,0.9612718,1.1027215,0.9686814,0.856797,1.0538038,0.79807484,0.9371229,1.1779009,0.88592356,0.82777816,0.7753774,1.2025894,1.110844,1.2951933,0.76444554,0.8975445,1.202088,1.1591262,1.1434052,1.1908741,1.1564431,1.0352368,0.73282444,0.68952966,0.81555796,1.3301444,1.2422022,1.0831002,0.7950412,1.2963698,1.2634475,1.1334223,1.1252273,0.7046281,1.091477,1.226548,0.0,1.065262,0.67676055,1.0294149,0.8132888,1.2801807,0.960004,0.7998967,1.3173752,1.0243491,1.2203736,1.0290494,1.2418461,1.07633,1.2037461,0.8177999,0.74841356,0.8244608,1.2835063,1.1772809,0.9954908,0.88930583,1.1192997,0.9310254,1.0982723,1.045109,1.2632517,0.96217513
scissors,1.0574597,1.1367598,1.1440582,0.81442255,0.74755746,1.015627,1.1724621,0.9314196,1.0222073,1.1829495,1.1966219,1.0277246,0.89352715,1.0533159,1.0944766,0.683851,1.1456095,1.1196716,0.823177,1.0473137,1.1416382,1.0916942,1.1994619,1.0266142,1.0640879,0.9606163,1.1917078,1.1014389,1.0309801,1.210197,0.78486955,1.1883917,0.92279965,0.8981079,1.1232241,0.91386795,0.83192205,1.1878767,1.0875726,0.9995586,1.1437558,1.0655063,1.2043977,1.0286431,1.3101895,0.55305135,1.0473099,0.93439245,1.1498752,0.94527817,1.0567958,0.49857062,1.1120487,0.8135078,1.1749138,0.83782524,1.0793493,1.0366427,0.89665115,0.9714895,1.192446,0.83546865,0.8922652,1.2077359,1.185999,1.1030599,0.9121214,0.87318504,1.1502529,0.97737765,1.0362189,0.7867334,0.91144747,0.8167316,1.2305163,1.0282189,0.95003635,0.9724713,0.9781387,1.0239744,1.008861,0.8522093,1.1573519,1.065262,0.0,0.98737645,0.70919615,1.2265495,1.0079488,1.0961392,0.8831975,1.0871122,1.1325394,0.96636665,1.0133163,1.0984215,0.9036127,1.0244704,0.8288013,1.1770753,0.8004743,1.0334405,1.1610044,0.2372284,1.0654875,0.53426754,0.9109218,1.231595,0.79290825,1.1463227,1.1748984
shirt,0.9176862,0.8035606,1.3919897,0.77846444,1.170026,1.4313313,1.114754,1.1585163,0.6395653,0.49107307,1.4613789,0.78689903,0.49067158,0.4941967,1.3548546,1.2315096,1.4499722,1.4087613,0.95130724,1.2092736,1.2544231,1.3637437,1.3760836,0.99277955,0.97929573,0.8488341,1.0542405,1.4685425,0.6803421,0.72273934,0.8639542,0.5535489,1.5292453,0.72738457,1.5003848,0.88907135,1.1206328,0.91032046,1.1628689,0.7869876,1.3588109,1.2205039,1.1875474,1.4408879,1.2736859,1.3008895,0.685388,0.84475857,1.2223437,1.0775207,0.71078163,0.9807597,0.7368839,0.80999756,1.3716359,0.7896912,0.5136206,0.538974,1.248991,1.2084767,1.5160877,0.88000786,0.86435694,1.3430724,1.3273087,1.0950532,1.3985283,1.2704008,0.9750481,0.4519118,0.49049556,0.7412828,1.4432266,1.3369877,1.2500464,0.72147167,1.3413593,1.4090517,1.2205771,1.2615166,0.6675003,1.1337589,1.1879915,0.67676055,0.98737645,0.0,1.1270672,0.683873,1.4283588,0.8669557,0.6947875,1.527718,0.9471787,1.2419189,1.1384133,1.4112152,1.1318437,1.2723522,0.7047038,0.59327316,0.6596793,1.4139959,1.2763126,0.8976872,1.0376204,1.169657,0.8497265,1.0688385,1.0567183,1.38156,0.7754648
shoe,1.1343266,1.1018441,1.0164708,1.0522329,0.6127454,0.8578191,1.0204854,0.9010818,0.9413972,1.1700146,1.0479698,1.0279901,1.0960307,1.1427066,0.9613983,0.84653115,1.01106,0.9057068,0.8659954,0.9960101,0.87260264,0.9479141,1.0924692,0.6987677,1.2964891,1.049027,1.0932003,0.8386653,1.0050586,1.2877147,0.9750833,1.2276908,0.99429023,0.9717666,0.8771093,1.0094507,0.993654,1.2381055,1.0051699,1.084129,0.9267656,1.0705382,1.0371016,1.0314656,1.1149051,0.8263111,1.000429,0.95206785,1.1891398,0.94684905,1.0793656,0.80116713,1.2230294,1.0707971,1.0300082,1.0902305,1.1365647,1.1201795,0.8979795,1.0889087,0.96023524,0.92866135,1.025534,1.056485,1.1113837,1.1996534,0.6489079,1.0006001,1.1303886,1.1074864,1.1497356,0.9767522,1.0441651,1.0667298,1.0931048,1.0499104,1.0357547,0.73678666,0.9233533,0.9267874,0.9765696,0.74242294,1.1109447,1.0294149,0.70919615,1.1270672,0.0,1.2347478,0.97391903,0.92153275,0.94264865,0.7084669,0.99790525,0.71295494,0.98272985,1.0678914,1.0648313,0.96613616,0.9292699,1.0938175,1.046374,0.73391247,1.1143984,0.8191102,0.9867417,0.56960696,1.0154501,0.9862975,0.8923911,1.137592,1.1231053
shorts,0.8472331,0.8206886,1.2219058,0.9343565,1.2696216,1.2941458,1.0173904,1.1920269,0.80132675,0.5510938,1.2370098,0.81121695,0.76888835,0.69899833,1.2067145,1.3538226,1.289052,1.2791958,1.1263837,1.1005186,1.0967524,1.2113816,1.1188189,1.0621295,0.77522856,0.95279425,0.92159003,1.2956462,0.9100717,0.66435564,1.1241355,0.55288774,1.3375537,0.93620116,1.3550339,0.99486226,1.0295703,0.80038583,1.0205044,0.93517625,1.1981568,0.9901436,1.070148,1.2739775,1.0197104,1.3265854,1.0064663,0.9996321,0.9698772,1.0080259,0.9197262,1.1453143,0.73248446,0.82735723,1.184754,0.85554147,0.76767933,0.5180409,1.1575061,1.1690551,1.3004441,0.99137545,0.8869003,1.1483437,1.1323818,0.9837445,1.3116031,1.2346199,0.839077,0.67882013,0.4119118,1.072071,1.2720969,1.2210345,0.9404001,0.8306633,1.2996037,1.322859,1.2172804,1.1636865,0.80678695,1.1104391,0.9789919,0.8132888,1.2265495,0.683873,1.2347478,0.0,1.205641,0.9465011,0.88574725,1.332602,1.0070724,1.1785854,1.0117836,1.1971092,1.0090902,1.1984651,0.8377609,0.6771893,0.89949,1.3226974,0.9949313,1.0819657,1.1213704,1.3065335,0.9681402,0.92528033,1.0181441,1.1464298,0.77137226
shovel,1.2550616,1.1979957,0.73283696,1.2377517,1.0384287,0.7611596,0.98116016,0.8222743,1.4216361,1.4671228,0.4868511,1.4088595,1.3717399,1.4985462,0.72970986,0.8914512,0.46659458,0.7352686,1.3106306,0.88971317,0.8580485,0.67064035,0.77498454,1.0781066,1.0262204,1.2773979,0.92876357,0.5337736,1.1337734,1.0277939,1.08839,1.3886975,0.47278184,1.3600898,0.4908151,1.284196,1.0514615,1.1228864,1.0881647,1.1124822,0.73413604,0.6637515,0.94539,0.4442609,0.6749836,0.8643032,1.1925352,1.1246812,0.7389526,0.91564745,1.1667594,1.1955603,1.1639855,1.1625894,0.5257153,1.361869,1.2757771,1.3291198,0.61783504,0.84386075,0.55979484,1.2191911,1.2191443,0.58879995,0.6206425,0.75041604,0.6055808,0.8759059,1.0667713,1.328243,1.3636391,1.3285735,0.5327009,0.6449522,0.82303864,1.1937878,0.64725304,0.79648346,0.91706586,0.7730684,1.354589,0.96136373,0.8853148,1.2801807,1.0079488,1.4283588,0.97391903,1.205641,0.0,1.3628097,1.4106134,0.45024103,1.0992732,0.7630992,0.8278425,0.4087898,0.941311,0.79600513,1.3751856,1.1784252,1.4616576,0.7565887,0.6126236,1.1025045,0.97435004,1.0306886,1.3878782,0.92427325,0.9310828,0.45959967,1.2189598
sink,0.9676325,0.97753376,1.2796535,0.87892824,1.1275777,1.1581813,1.0213503,1.2247235,0.25059378,0.7787049,1.2416915,0.386221,0.9625718,0.7173399,1.1541438,1.1685438,1.3344474,0.9957986,0.76212084,1.0550282,0.7590898,1.2297308,0.72475964,0.77287006,1.1270322,0.91502047,0.84283257,1.1941644,0.8763713,0.81821567,0.8970436,0.90911627,1.3473593,0.7139656,1.2745128,0.9491091,1.2440814,0.5437144,0.49122572,1.0746572,1.1978819,1.3307054,1.0860407,1.3958786,1.1402186,1.3199695,0.9006646,0.8765111,1.261558,1.1653969,0.9917021,1.1298261,1.0057718,1.0412182,1.3938351,0.69301903,0.87446654,0.8798392,1.0653703,0.88550436,1.0746161,0.918363,0.9952596,1.2830939,1.1878796,1.2767498,1.1738753,1.2054626,0.7021027,0.8894611,0.86676276,0.8555516,1.3064249,1.2723846,1.1285166,0.9178598,1.2706221,1.1049542,1.1160655,1.2489493,0.8210199,0.9151802,0.69725233,0.960004,1.0961392,0.8669557,0.92153275,0.9465011,1.3628097,0.0,0.55546665,1.2942233,0.74320954,1.1472216,1.201766,1.4024438,1.1160057,1.2735339,0.77701783,0.90960824,0.5933456,1.2131337,1.3745006,1.0210915,1.1325974,1.1907572,0.59039605,1.0188419,0.75803494,1.3348265,0.6013098
