,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
bed,1.3084645,1.0747123,1.3638535,0.8331877,0.46547735,1.1739306,1.2756832,1.4031157,1.2512687,0.39065403,0.0,1.2782779,0.42562628,0.38204753,1.1208326,0.10922825,0.882219,1.4594848,1.3331908,0.5590677,1.2535925,1.2079186,1.1509857,1.0396727,1.1094438,1.0486462,1.2089149,0.76055783,0.81877565,1.5208257,0.53305924,0.9439291,1.1566207,1.2723591,0.09073138,1.0199422,1.5085094,0.49837637,1.4394085,1.1719413,0.95564574,1.2332735,1.1201243,0.6600034,0.9388879,0.49097168,1.298323,1.4144453,0.8084974,1.2750047,1.0351826,1.3063443,1.474467,1.436074,1.2563007,1.5071144,1.3348686,0.79511946,0.8683373,0.7904284,1.3252265,1.1047722,0.9062552,1.2050283,0.85396427,0.9008159,0.7537356,1.3263603,1.0655127,0.5128838,0.48168045,1.0433881,0.39059484,1.463046,0.7798823,1.3981181,1.0008966,1.0242096,1.0583493,0.70486915,0.7725041,0.82509315,1.0042316,1.3815949,0.90767616,1.2814409,1.4605651,0.99826103,1.1730678,0.27680898,0.6027286,0.6096947,1.060417,1.4139125,1.3432299,1.3341647,1.1713796,0.56422323,0.9214135,1.4596436,1.3303647,1.1971126,1.1375766,1.2132484,0.7983509,1.1553168,1.2551042,0.9177218,1.111257,0.9118294,1.1199353,0.87053496,1.2701422,0.36337042,0.9391792,0.6669339,1.2581298,0.6193514,0.7546427,0.47414386,1.4244001,1.366446,0.94236887,1.1871839,1.4979227,1.2171078,1.2371352,1.2895181,0.8752252,0.7836066,0.40419507,1.447676,1.368028,0.999529,1.1007233,1.035593,1.1342593,0.7000562,0.9900613,1.3201506,0.63964826,0.935669
belt,0.77611697,0.923681,0.86724615,1.1883702,1.3249937,1.1667721,0.9156052,0.8462848,0.73602164,1.201947,1.2782779,0.0,1.0190895,1.3758569,1.1470468,1.252209,1.1434932,0.47734874,0.98287773,1.3301061,1.059846,0.7428445,0.9009467,1.1952664,0.8796898,0.84859896,0.96843004,0.8610536,0.8353246,0.4007219,1.0593772,0.9934682,0.82888967,1.0985043,1.2191877,1.2518536,0.28847027,1.2463886,0.6255089,1.1821249,1.2423224,1.0945528,1.0620635,1.0781081,0.92113316,1.189137,0.9611163,0.68556565,0.98754036,0.72780156,1.0075788,0.72401315,0.48081017,0.5514511,0.5489794,0.58596855,0.98508096,1.1604083,1.1878074,1.3711189,0.6023662,0.8133856,0.7360176,1.1113611,1.0214161,1.2025552,1.3119748,0.29775012,1.2287699,1.3403778,0.9188171,1.1723814,1.1669213,0.43999374,1.1449206,0.4077494,1.3550856,1.264441,1.1289226,1.3840117,1.164268,1.2051915,1.2397883,0.30878425,0.80413646,0.6652391,0.9176277,0.83784384,1.0518193,1.2847419,1.0863371,1.2992051,1.1530005,0.46660197,0.49618727,0.78536475,1.1311677,1.0537494,1.3041207,0.45021164,0.8800668,1.1725408,0.8974365,1.2705956,1.2082624,0.82680094,0.97843754,1.068136,1.0981836,0.99740404,1.2278364,1.1866843,0.99538213,1.2532156,1.2666998,0.954391,1.259906,1.2214165,1.2532823,1.0378876,0.23624349,0.42121267,1.0050836,1.1676009,0.74829865,0.78280354,1.0212218,0.9719945,0.9689768,1.0138803,1.3239627,0.78925866,0.5560162,0.9160205,1.0107876,0.857486,1.0617206,1.384626,1.0436118,0.14894092,1.0639454,1.2090153
bench,1.2943437,1.0350555,1.4390888,1.0026853,0.7369337,1.2755417,1.2034514,1.364626,1.0437318,0.41888404,0.42562628,1.0190895,0.0,0.79009396,1.1533258,0.4796219,1.0531688,1.3021555,1.143894,0.8386691,1.3160223,1.0073866,0.84848356,1.1283392,0.8147329,1.0016605,1.2233562,0.58686185,0.39565098,1.2621439,0.48343718,0.9600275,1.161584,1.225947,0.442595,1.147756,1.3190289,0.61727756,1.2212672,1.2488067,0.94908667,1.3152639,1.2939796,0.34815753,0.66809386,0.659782,1.2253565,1.3620331,0.8180139,1.2207327,1.1325505,1.2047172,1.3306369,1.2930046,1.1441004,1.132444,1.4354163,0.85691243,1.0634414,0.8735485,1.2088531,1.1054097,0.7484493,1.27735,0.9785483,0.9287471,0.88143694,1.2037631,1.1684669,0.5785322,0.55312407,0.96001166,0.5661721,1.078769,0.59975165,1.0528969,1.0892525,1.0541074,1.0989501,0.90076375,0.86144716,0.8380392,0.9788681,1.2716155,0.7281096,1.187618,1.4713737,0.719699,1.1902483,0.62714577,0.6045135,0.95025474,1.1410563,1.147009,1.1724291,1.1818745,1.2472253,0.6165009,1.010996,1.3151112,1.2071081,1.2546415,1.175461,1.2934091,0.7993907,1.0405221,1.1542034,0.53915524,1.1337582,1.0173393,1.1138197,0.88968134,1.2898576,0.54382885,1.0895901,0.5978947,1.1504537,0.7652543,0.7454672,0.5823512,1.2560847,1.1870047,0.8250414,1.156401,1.1914368,0.8564162,1.278703,1.2502316,1.0021721,0.804536,0.58518076,1.3878235,1.309831,1.1306934,1.1143992,0.95850044,1.3103428,0.8941836,0.7676498,1.0958604,0.55459714,1.0691509
bib,1.3611414,1.011324,1.3284783,0.71666265,0.54794616,1.0049665,1.1915258,1.2356277,1.2796565,0.5890841,0.38204753,1.3758569,0.79009396,0.0,1.0254495,0.28472173,0.83757526,1.4553425,1.2239429,0.5690254,1.0522482,1.3402904,1.1678286,0.9170085,1.1750059,1.2055595,1.1747961,0.8845737,0.98654556,1.4912242,0.72379345,0.9771387,1.0473611,1.1369922,0.5140088,0.81472623,1.5383343,0.6973933,1.3762522,1.2260704,0.86249125,1.2647829,1.022531,0.92667603,1.0989721,0.6007349,1.2017016,1.3049572,0.8515117,1.3042834,1.0898496,1.1657748,1.4572327,1.4337828,1.2064122,1.496783,1.2246697,0.88733566,0.8870403,0.73188525,1.3193463,1.0421735,1.0620601,0.92616606,1.0296062,0.74178064,0.6115002,1.3618948,1.0963145,0.76642615,0.6878088,0.99444896,0.5675035,1.5122119,0.9783453,1.4899067,0.8016273,0.8417773,0.96408606,0.53799546,0.9900599,0.87653893,0.85665554,1.4308547,0.80856276,1.1393912,1.3048887,1.2556175,1.1788964,0.26329118,0.7562331,0.63306177,0.8060037,1.4249971,1.3923645,1.1581486,1.2185515,0.6575459,0.76807886,1.4704492,1.2277498,1.2465178,0.9449424,0.93395454,0.6333482,1.2254401,0.9950842,1.0331125,0.9859547,0.91338915,0.98997945,0.77193946,1.2305074,0.45397383,0.9023582,0.7271156,1.1158426,0.8036697,0.7222168,0.80886436,1.4648194,1.3739824,0.86718464,1.0017105,1.4468637,1.1207106,1.2367194,1.1293862,0.98162675,0.9314042,0.53145415,1.3033961,1.3307765,1.0397109,0.9941278,0.9016175,1.1034235,0.54822814,1.1312692,1.3752763,0.8773653,1.0205945
bird,0.8154268,1.2328575,1.1564288,1.1261146,1.1427424,0.90408146,0.87986636,0.96841943,0.91505337,1.0819694,1.1208326,1.1470468,1.1533258,1.0254495,0.0,1.0822313,0.7806618,1.0041775,0.8728585,0.8724799,1.2129711,1.137588,1.0015745,0.44970912,1.0306637,0.9455055,1.2013197,1.0398992,1.2498752,1.0297794,1.132215,0.88344264,1.1417916,1.0211014,1.1882092,1.134128,1.1439161,0.9109076,1.0499414,0.69730127,0.94058585,0.7760515,0.9742493,1.1176754,0.994447,1.1248381,1.0106025,1.2297413,1.0742106,1.0254734,1.0360824,1.3667066,0.6533209,0.87068725,1.3367558,1.0585139,0.44513243,0.99377143,0.89918643,1.0373662,1.2120907,1.0897758,1.0427634,1.012532,1.1586461,1.1042573,1.1912544,1.1787101,0.7655531,1.0921353,1.1425487,0.9488068,1.2073071,1.1064748,0.9232833,1.0572838,0.96258575,1.0731637,0.87516093,0.9642463,1.1223502,1.0861411,1.0549393,1.2200863,1.0849769,1.0257368,1.0781809,1.0820212,0.7979299,1.1076189,1.1961898,0.89017946,0.90791583,1.1477616,1.1176686,1.2080972,0.7647793,1.0689856,1.0286114,1.0182596,0.8759893,0.7313447,1.1335814,0.959662,1.084997,1.0877401,0.99783444,0.96933085,0.06321406,0.9479881,0.8937455,1.0513761,0.88866365,1.1636295,0.9461701,1.3020816,0.8595947,1.0861496,0.968434,1.1035653,1.2213465,1.0160341,1.2145768,0.88477695,0.9317856,1.1452918,0.8844927,1.0565877,0.9993947,1.020544,1.0126398,0.98270434,1.3334566,1.115732,1.0512387,1.0127019,0.8829324,0.90455866,1.0778769,1.1990595,1.069848,0.8474943
blanket,1.298262,0.96343285,1.3651292,0.88927007,0.5430931,1.1705393,1.1989014,1.399186,1.1940995,0.39508855,0.10922825,1.252209,0.4796219,0.28472173,1.0822313,0.0,0.9923328,1.4292598,1.2768071,0.6907325,1.2326924,1.1705091,1.0764786,1.0461515,1.0497643,1.077308,1.251374,0.7060379,0.85004425,1.452303,0.5914514,0.93601525,1.1084815,1.2363375,0.28719532,1.0490534,1.4857388,0.57654357,1.3903244,1.2120098,0.99046093,1.2828817,1.1686497,0.72834146,0.95546186,0.4778266,1.2157805,1.3957613,0.6922568,1.2640722,1.1052152,1.2488425,1.4250336,1.397808,1.2570618,1.4416342,1.3338051,0.8725138,0.95045906,0.8087301,1.3159503,1.0156951,0.8800238,1.2357552,0.98632216,0.88048595,0.77666086,1.3000548,1.1051867,0.6175809,0.4232782,1.0577476,0.38172317,1.3988732,0.87025934,1.3641111,0.9998388,1.0045018,1.0588411,0.71281314,0.84586334,0.87702024,0.97540927,1.3588078,0.70131725,1.2424369,1.4283525,1.0270039,1.1936059,0.1957612,0.61780155,0.7281322,0.97716767,1.3514374,1.2820119,1.3148344,1.1904798,0.48377156,0.8882922,1.4421543,1.302379,1.2256817,1.1099904,1.1779679,0.76688164,1.2270468,1.232164,0.96655476,1.0600058,0.9061765,1.1128753,0.7908255,1.2974052,0.34554303,0.93833977,0.6651964,1.2618332,0.69867486,0.726349,0.5535177,1.3962047,1.3288903,0.8632567,1.1706804,1.4364424,1.1387341,1.1938965,1.260134,0.92344177,0.76097023,0.5615092,1.4208744,1.3369899,1.0534778,1.141872,0.81596303,1.2480735,0.7554392,1.0169245,1.3176762,0.68090904,0.9906954
book,0.8543771,1.2818732,1.1415747,0.9921909,0.8952609,0.9176471,1.0468589,1.0860001,0.7956004,1.0743957,0.882219,1.1434932,1.0531688,0.83757526,0.7806618,0.9923328,0.0,1.0076265,0.9978923,0.288994,1.2435476,1.1443132,1.0452275,0.81725407,1.0172484,0.7742337,1.1343653,1.1867691,1.1454649,1.054026,1.113351,1.0142186,1.0503004,1.0777054,0.94412893,1.0852898,1.0644807,0.620341,1.08179,0.86248696,0.90075064,0.8623714,0.85504997,1.1209309,0.7355412,1.1149825,1.2005587,1.2804742,1.0928977,1.068521,0.88300335,1.3048134,0.99461603,0.9650181,1.2666018,1.1404941,0.6808332,0.881195,0.6981199,1.0478301,1.2120535,1.2929852,1.2137876,0.7087964,1.0581378,1.0862728,1.0536568,1.1106708,0.84176975,1.0911325,1.1152177,1.0627965,1.119523,1.0219564,0.88486445,1.1694387,1.0707276,1.0944326,0.8306911,1.0676297,1.1054726,1.0629455,1.1669577,1.1625451,1.1526204,1.0998683,1.0899101,0.8490778,0.95909804,1.0832378,1.25458,0.35570294,0.9193034,1.0870601,1.0661069,1.2216316,0.8555108,1.085814,1.0731795,1.0986421,0.93020576,0.9176576,1.2713107,1.0537829,0.94777083,0.86043245,1.1136402,0.9730637,0.7725899,0.7407187,0.9733243,1.1304865,0.82723475,1.1195157,0.982708,1.2958368,1.0655285,1.0881685,1.0386201,0.9991092,1.1456263,1.0959992,1.1930935,0.99894285,1.078553,1.2175174,1.0445912,1.0807626,0.9197138,0.9578431,0.64821637,0.8999505,1.2747939,1.0394877,0.9200144,1.0818796,0.65156126,0.72891915,1.0726036,1.1745504,0.98335975,0.82992196
bottle,0.81615394,1.0715036,0.79838634,1.2273531,1.3972933,0.9081216,0.6983217,0.58835214,0.5369452,1.4246025,1.4594848,0.47734874,1.3021555,1.4553425,1.0041775,1.4292598,1.0076265,0.0,0.66869265,1.243239,1.0927697,0.7611272,0.7975348,1.1699672,0.8486531,0.8555633,1.0482601,1.2174406,1.0985594,0.3692888,1.2442157,1.061741,0.75624555,0.9279401,1.45028,1.2525986,0.37963176,1.2131056,0.26354468,0.9783003,1.1757736,0.9925073,0.9890035,1.2740376,1.0333937,1.3067915,0.944979,0.7282802,1.1504014,0.68728244,1.0136099,0.9797843,0.54473335,0.44161904,0.89221686,0.63967955,0.8901386,1.0967324,1.2221782,1.128024,0.8136113,0.82610667,1.0927274,0.9086443,1.1328822,1.2352649,1.396161,0.39578915,1.1174378,1.3732995,1.2570465,0.9182052,1.4431757,0.52142483,1.1368334,0.57958996,1.268348,0.98786175,0.84039676,1.3751425,1.1442815,1.2032442,1.1934226,0.42173672,0.9353526,0.95957017,0.7772265,0.9158828,1.018775,1.4374037,1.3946891,1.2992069,1.0287008,0.5514303,0.54050875,0.96226406,0.957259,1.1366723,1.2898424,0.51727295,0.67005473,0.9639379,1.0058534,0.86009896,1.2284408,0.88106185,1.0649021,1.10926,1.0107255,0.99596107,0.9969202,1.3450189,0.73216724,1.4662542,1.2055079,1.3492606,0.77459794,1.21777,1.1862837,1.1597137,0.39383423,0.39834696,1.235005,0.94931716,0.5824019,1.0383075,0.8062204,0.93769884,0.97710574,1.1161505,1.3446687,0.55566394,0.7632561,1.0528185,0.8420441,0.7847159,0.7621294,1.2691653,0.91229856,0.49616182,1.2179775,1.1435038
bowl,1.0118786,1.1091044,0.9709945,1.1651967,1.2017119,0.9800297,0.83808815,0.69382465,0.61537886,1.2159388,1.3331908,0.98287773,1.143894,1.2239429,0.8728585,1.2768071,0.9978923,0.66869265,0.0,1.0896838,1.1209483,0.97962487,0.7869878,1.0321257,0.8332554,0.984606,1.1417357,1.2535707,1.1647856,0.8261349,1.2104514,1.0748802,1.0634248,0.6413643,1.3728442,1.1966537,0.9420702,1.0156206,0.43011236,1.019512,0.53115845,1.0405543,1.0777282,1.2094772,0.85774267,1.304254,0.82755136,0.9075706,1.1772285,0.9912235,1.0777683,1.1919913,0.8353832,0.85315967,1.2096076,0.5988761,0.9446755,1.0143974,1.2708294,0.8621671,1.1006135,0.96321595,1.1854634,0.9688974,1.2204763,1.0245831,1.2580128,1.0120225,1.148853,1.2105639,1.349947,0.7541524,1.3584428,0.7303115,1.0618029,0.86197394,0.8645743,0.8913652,1.05814,1.156044,1.0581384,1.1324434,0.9395811,1.0270811,1.0355271,1.1942914,0.7765358,0.95251983,1.0540965,1.2823007,1.3699627,1.1518769,0.9059677,0.8414916,0.81941164,0.8603714,0.9967708,1.0571848,1.0015937,0.9521971,0.17749429,0.9985045,1.0531048,0.8604115,1.1381845,0.8796534,0.76766515,1.0209821,0.942077,1.0821196,0.38033825,1.1630552,0.8658871,1.3451205,0.8943764,1.3721288,0.568975,1.1658775,0.728158,1.1634963,0.99500215,0.9300893,1.2790209,0.25122333,0.25083852,1.1640635,0.9175202,0.99804157,1.1067247,1.0636336,0.9263194,0.62189066,1.1428224,1.2198011,1.0802306,0.93741167,0.92873514,0.6395457,0.96168435,1.0458541,1.1148326,1.2034931
box,1.171356,1.3107573,1.3200519,0.8032144,0.7086977,0.93157184,1.1223805,1.2726042,0.970764,0.76254696,0.5590677,1.3301061,0.8386691,0.5690254,0.8724799,0.6907325,0.288994,1.243239,1.0896838,0.0,1.3039551,1.2282871,0.8523922,0.89887255,0.8194003,0.86570233,1.2719514,1.0823612,1.0800784,1.3820481,0.84160024,0.99814695,1.1500269,1.0773089,0.6712721,1.0405228,1.4288174,0.28561783,1.2406553,0.99298847,0.7651291,1.064113,0.98420155,0.8626931,0.58974826,0.904014,1.3068755,1.4456701,1.0369023,1.2068372,0.96572864,1.4137974,1.3410852,1.2979109,1.4285653,1.4381459,1.020721,0.7944906,0.7127749,0.8408319,1.4244753,1.3975565,1.1965097,0.7719804,1.0382842,0.95607024,0.91278255,1.3588161,0.9174779,0.79742175,0.91812396,0.86232984,0.8433284,1.3296614,0.68484426,1.3527194,0.9605433,0.99263155,0.8099814,0.8698058,1.0282298,0.9583641,0.9792719,1.4107566,1.1602972,1.2803904,1.2717695,0.82902277,1.092194,0.8251998,1.0424522,0.31291258,0.8952398,1.4288623,1.3762531,1.378022,1.009726,0.9863127,1.0049351,1.4163787,1.0791396,1.0478504,1.2728438,1.0095482,0.75871027,0.90765244,1.194381,0.8486232,0.89540833,0.7301268,0.92346066,1.0755037,1.0098597,0.8781543,0.965185,1.1482949,1.0681294,0.87874985,0.76157844,0.79935086,1.4478557,1.3313057,1.1746509,0.9670208,1.3212814,1.2332591,1.1186373,1.1556265,0.87362605,0.9710191,0.42439437,1.1177849,1.4758363,1.1737647,0.95923513,1.1352046,0.72238034,0.4775921,0.9397952,1.4114083,0.77712834,0.815811
bread,1.0973176,0.58880746,0.28734505,0.814073,0.99551713,1.0174458,1.1339109,0.7367948,1.1452101,1.2505198,1.2535925,1.059846,1.3160223,1.0522482,1.2129711,1.2326924,1.2435476,1.0927697,1.1209483,1.3039551,0.0,1.1436965,1.2581055,1.0935155,1.258459,1.2471385,0.4433201,1.1037791,1.1349163,1.0094119,1.2557498,1.0860261,0.70738935,0.8669921,1.146298,0.6461782,0.81209445,1.4317551,1.0256101,1.1685133,1.0762663,1.054265,0.8731033,1.2461884,1.3369802,1.1195556,0.7579777,0.37660766,1.0590725,1.0232477,0.97298735,0.3623535,0.9837689,1.0222155,0.5079278,0.9700083,1.115887,1.0943409,1.0981405,1.0278102,0.60001755,0.81439763,1.0023214,0.85600376,0.8534932,0.83556455,0.73869365,0.84539145,1.1686788,1.1920749,1.2145721,1.0812045,1.0889484,1.0561788,1.3002816,1.0589552,0.6539198,0.8801888,1.0451442,0.9534877,1.0887557,1.116893,0.89198864,0.72062016,1.1016244,0.74689245,0.46746963,1.2583606,0.9995859,1.0907779,0.9995094,1.2049096,0.87730193,0.90609545,0.93879455,0.6021967,1.1679245,1.11948,0.7891428,0.9020774,1.0440235,1.1637472,0.5872659,0.7973982,1.1240506,1.1268935,0.80830115,1.1858037,1.1670787,1.1436642,1.065431,0.83614594,1.1322293,1.0638783,1.045253,0.86587477,1.0022599,1.0518577,1.1256392,1.2529082,0.7844721,1.0605135,0.76148736,1.0029694,1.0450685,0.8826721,1.1217437,0.77187574,1.1862597,1.208308,1.2260629,0.9959044,0.4266801,0.74310344,0.92435896,1.1417372,1.1913718,1.2002274,1.3605081,0.88510376,1.2664937,1.1828325
broom,0.81945735,0.8202719,1.0343766,1.1595527,1.1867759,0.99514955,0.7880094,1.0412769,0.8862413,1.066227,1.2079186,0.7428445,1.0073866,1.3402904,1.137588,1.1705091,1.1443132,0.7611272,0.97962487,1.2282871,1.1436965,0.0,0.69157887,1.1317012,0.680254,0.9903941,1.1107681,1.0037696,0.81511116,0.654916,1.035016,1.0731921,0.8719952,1.0954461,1.2368038,1.1952441,0.6282354,1.0844452,0.8208297,1.0286382,1.2222922,1.0422262,1.1221546,0.94158596,0.8204379,0.9909794,0.9353198,0.937536,1.0720185,0.7645323,1.0888218,0.884446,0.8018073,0.8255319,0.87873584,0.52145994,1.054856,1.1549345,1.2073274,1.1093128,0.8929975,0.99023545,1.0224435,1.1519711,1.1231977,1.2544115,1.2498981,0.9399747,1.1217062,0.873849,0.9670051,1.0510565,1.0524056,0.4205532,0.95085853,0.5241408,1.3071055,1.1672513,1.0303631,1.2968674,0.60868806,1.2017144,1.2231461,0.8373867,0.79093724,0.97916174,0.97859395,0.78306866,1.0222106,1.1851457,0.98986363,1.2612686,1.1850114,0.57628816,0.573156,0.95762193,1.0746337,0.9669837,1.2462417,0.7680359,1.0524794,1.0268538,1.125674,1.1445838,1.1250018,0.9534516,1.0912695,0.91781193,1.114851,1.1471903,1.1434019,1.1440572,0.7120967,1.2288312,1.1911453,1.0428637,0.97802204,1.0741009,1.1133906,0.9933894,0.7593049,0.74772346,0.96021503,1.1192383,0.6789611,0.802461,0.49301004,1.0647469,0.99304956,1.0547081,1.2848623,0.91181266,0.814329,1.1100246,0.9423827,0.73415387,1.0459325,1.3476601,0.5564765,0.77092636,0.9932256,1.1082171
bucket,1.1290472,0.9448799,1.1954774,1.1229372,1.1986907,1.0111462,0.85886997,1.1763539,0.6639899,0.91625553,1.1509857,0.9009467,0.84848356,1.1678286,1.0015745,1.0764786,1.0452275,0.7975348,0.7869878,0.8523922,1.2581055,0.69157887,0.0,1.1255395,0.034198523,0.8982157,1.2625021,1.0317647,0.72380966,0.7737894,0.8606515,1.017465,1.0974325,0.9680426,1.2083751,1.2313936,1.0370971,0.66315216,0.7627841,1.0010892,1.0425508,1.0839509,1.1049263,0.73089004,0.46242774,1.043254,0.94627315,1.1586403,1.1606408,1.0553216,1.0779276,1.1048576,0.9967219,0.98672295,1.1532496,0.9063844,1.1477447,1.0474389,1.1530607,0.9826043,1.1166679,1.018117,1.1122898,1.0588508,1.1593212,1.1884506,1.2141801,1.0745665,1.0878364,0.9895396,1.0143523,0.67927414,1.1164019,0.8575337,0.78054,0.74683815,1.1434042,1.0800562,0.7872555,1.1683544,0.99011874,1.1020284,1.0025913,1.0784452,0.75849575,1.141583,1.0858603,0.63744056,1.0917419,1.134443,1.0795485,1.161874,1.02669,1.0329471,1.0320951,1.1283996,1.0661131,0.8569713,1.213263,1.050689,0.9862642,1.0017214,1.2184907,1.0508982,0.8870349,0.83157885,1.044972,0.46942312,1.0247545,1.0591999,0.91491705,1.160593,1.0221438,1.1912706,1.051159,1.0813801,0.96948165,0.98374665,0.8195813,1.0540841,1.0362239,0.8799678,1.0108336,0.93787706,0.87306654,0.8569442,0.8653924,1.0194321,0.9778205,1.1008661,1.1479845,0.8866359,1.092592,1.2977587,1.0999485,0.69931644,1.056743,1.093562,0.5647441,0.9893453,0.86770093,1.0752872
butterfly,0.91963077,1.2715628,1.1880013,0.9790864,1.082204,0.9598843,1.0497856,0.9625511,1.0719327,1.0607524,1.0396727,1.1952664,1.1283392,0.9170085,0.44970912,1.0461515,0.81725407,1.1699672,1.0321257,0.89887255,1.0935155,1.1317012,1.1255395,0.0,1.1356151,1.016848,1.037998,1.0320613,1.1898812,1.0612943,1.0692512,0.91564435,1.1298233,0.98767674,1.0646245,0.8382495,1.1313981,1.001474,1.1386268,0.8871876,0.9440517,0.83835113,0.87419164,1.0821716,1.0742075,1.0985806,0.9823838,1.1357782,1.0491892,1.0329758,0.93272007,1.264165,0.80849195,0.92265815,1.1966622,1.0841681,0.5616358,1.061504,0.94460315,0.9865768,1.1357802,1.1113318,1.0645022,0.93089765,1.0199744,1.03327,1.0906589,1.1284616,0.8993548,0.99799037,1.0875053,1.0231279,1.1458521,1.1166009,0.9859864,1.0946265,0.98372525,0.9959103,0.9818657,0.8149658,1.0974119,1.0253981,0.9383404,1.1878223,1.1004984,0.986832,1.0744011,1.1374905,0.6246033,1.0540272,1.087498,0.9318418,0.86260426,1.1252598,1.1461835,1.0296679,0.9581109,0.99172306,1.0483277,0.9437273,0.99466324,0.91898024,1.0306537,0.9145835,0.92869556,1.0257953,1.0192204,0.9184585,0.4732331,0.98631716,0.92667663,0.93812734,0.868556,1.094611,0.9063146,1.1002698,0.96873593,1.0835948,0.97812074,1.1964906,1.1980683,1.0538113,1.0902716,0.9083859,1.0366837,1.049814,0.9991708,0.99637544,1.0807236,1.0053276,0.9856583,1.0282292,1.2743678,0.929955,1.0485605,1.1171856,0.9043353,0.89389,1.0838438,1.139639,1.073379,0.9816327
can,1.1351373,0.9357256,1.2002959,1.1608177,1.1592426,1.0238494,0.89028215,1.2268381,0.683673,0.914425,1.1094438,0.8796898,0.8147329,1.1750059,1.0306637,1.0497643,1.0172484,0.8486531,0.8332554,0.8194003,1.258459,0.680254,0.034198523,1.1356151,0.0,0.8707175,1.2698362,1.0257634,0.6923449,0.82145405,0.8594256,1.0224687,1.099352,0.97115475,1.1637644,1.2380807,1.0374031,0.6352251,0.8005535,0.98358065,1.0416645,1.0865985,1.1245282,0.7170948,0.405823,1.0312917,0.9451558,1.1872491,1.1437312,1.064135,1.0788739,1.0964326,1.0393989,0.99879974,1.1344683,0.9238725,1.171494,1.0446376,1.1400932,1.0197984,1.1100408,1.0368024,1.1240553,1.1005707,1.1385257,1.1957195,1.199536,1.0649961,1.0642544,0.960746,0.9729729,0.74663407,1.0699039,0.8454561,0.75480247,0.7642288,1.1353277,1.087051,0.84654504,1.1671338,0.97691727,1.1220378,1.0132624,1.0664659,0.7559675,1.120625,1.118075,0.5748404,1.1091669,1.1298212,1.064389,1.1146929,1.0097425,1.0312142,1.029944,1.1444381,1.0647916,0.864963,1.2138758,1.037753,1.0123913,0.9888224,1.2358443,1.0744903,0.8707842,0.8093935,1.0736134,0.4532643,1.0502485,1.0475348,0.93697155,1.1651703,1.0528542,1.1701884,1.0379628,1.0660032,1.0150173,0.9849445,0.85655785,1.0717996,1.0216788,0.8988538,0.9882107,0.9663304,0.9130056,0.8443429,0.86538893,1.0112417,0.96991855,1.0907001,1.109189,0.9565733,1.0750864,1.3102535,1.1390584,0.6883354,1.0620177,1.0994097,0.5731889,0.969728,0.85427547,1.0422438
car,0.79197216,1.2183757,1.0447481,1.1376475,1.1660844,0.8912343,0.9753179,0.9666463,0.7369325,1.040736,1.0486462,0.84859896,1.0016605,1.2055595,0.9455055,1.077308,0.7742337,0.8555633,0.984606,0.86570233,1.2471385,0.9903941,0.8982157,1.016848,0.8707175,0.0,1.1527332,1.0858451,0.9605578,0.80245316,1.0532235,0.9481449,1.1276686,1.0974207,1.1045363,1.2771411,0.87470037,0.8359622,0.9070546,0.93994856,1.0733533,0.90557885,0.932404,0.9740752,0.7058497,1.1722126,1.1517495,1.1842418,0.9848851,0.8053314,0.9235625,1.2395339,0.8618186,0.80332357,1.1638577,0.8731277,0.8092538,1.0417181,1.0100205,1.1766987,1.0411787,1.04174,1.0021511,0.99455535,1.0943496,1.2417232,1.2260817,0.88299704,0.94630283,1.0495377,1.0180409,1.0733509,1.0878165,0.8232944,0.87216645,0.9106482,1.2221749,1.1652967,0.9174999,1.1927336,1.1246816,0.60448956,1.1941457,0.97505605,1.0117414,1.0847659,1.0856428,0.5477028,1.0105283,1.2254877,1.197354,0.9909943,1.0219525,0.89757127,0.92154014,1.2359957,0.9175652,1.105342,1.2344682,0.9207342,0.94844145,0.94287115,1.285648,1.0627645,0.97298515,0.54690766,1.1575341,1.0435449,0.94169956,0.82848203,1.0887733,1.0853945,0.75778997,1.1639893,0.9984006,1.2334493,1.0800165,1.0660707,0.9311305,0.93983,0.8946668,0.895029,1.152795,1.1122174,0.898184,1.104673,0.92913216,1.0517082,0.5927115,1.0242673,1.0794463,0.70359564,1.1637491,1.1031193,1.0433649,0.9659447,0.6177292,1.0336487,0.7967451,0.94156533,0.94101095,0.9660255
