,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
motorcycle,0.64597034,1.3298959,1.1339328,1.2404841,1.3330829,1.2461047,0.91974187,0.63965505,1.222408,0.7259265,0.85147893,0.9162936,0.8871596,1.2719831,1.2802333,1.3154303,1.0379798,1.245993,1.0759283,1.3791978,1.0945873,1.3506382,1.0073996,0.7135763,0.89087373,1.232469,0.64834106,0.7286128,1.0987425,0.6281689,1.3056935,0.69718933,1.3833861,1.1499565,0.8016635,0.93860817,0.86552954,0.83644587,0.97524786,1.3048812,1.218188,0.7588464,1.0620561,0.6413026,1.210381,1.1742772,1.2827084,0.8856569,1.0346605,1.08809,1.0586618,1.1478484,0.7495966,0.8650012,0.971071,1.2188421,1.1459273,1.0369735,0.70987785,1.108668,0.5856833,1.3335499,1.2998064,0.8121483,0.8914095,0.92193294,1.1066456,0.0,1.0494225,0.84749854,1.2568445,1.3539443,1.2663677,1.2878315,1.2945459,0.8652852,0.81452537,0.8772096,0.58812857,0.9481319,1.283437,1.2166226,1.143734,1.3771877,1.0350835,1.2870017,1.2226089,1.2101724,1.1513103,0.89853394,0.7040875,0.8430222,0.582304,0.8767035,0.6626381,1.2749501,0.92534393,1.2241701,0.85359854,1.2693409,0.8302326,1.2939868,1.1362146,1.2891028,1.3209791,1.0723042,0.24311328,0.7544768,0.7718103,1.3247192,1.215418,1.2246696,0.86484575,1.3960402,0.83391535,0.76543635,0.92598385,0.72269213,1.1592472,0.8514427
mouth,1.065525,0.90456396,1.1335517,1.0746748,1.0190759,1.1738178,1.0947558,1.1044198,1.0984075,1.1067483,0.71567804,1.1201135,0.98571324,1.1866094,1.1268181,1.1092865,1.1465712,1.0515288,1.0635163,1.0981362,0.94721705,1.0796726,1.1281577,1.0588931,1.166178,1.0681503,1.0885675,1.1131028,1.005982,1.0629628,1.024969,1.0872052,1.1516359,1.1580343,1.056018,1.1113236,1.1007538,1.021983,1.0053836,1.058328,0.9072207,0.7811023,0.6405102,1.0517939,1.0595021,1.057824,1.1289312,1.1077155,1.1163037,0.76538664,1.0424722,0.9489026,0.7557857,1.0249112,0.78296953,0.93361735,1.07196,0.8978956,0.86437833,1.1049502,0.97541016,1.127404,1.1850245,1.0440776,1.1073408,1.0473939,1.0011663,1.0494225,0.0,1.084131,0.92859244,1.1851662,0.6498622,0.99936044,0.845864,1.1005147,0.9971804,0.89380056,0.95289034,1.0078317,0.99403054,1.0105344,1.0701885,1.1826655,1.0988775,1.1040065,0.9463804,1.1390369,1.1285657,1.1205189,1.0225887,1.1414268,0.9780169,1.0195286,0.8161926,1.0081125,0.79795027,1.2011468,1.0831386,1.127762,1.0137587,0.96459746,1.0021181,1.0490382,1.1638108,1.0220393,1.0126004,0.9331246,1.0915205,1.1456361,0.73621833,0.325724,0.8461115,1.1157727,1.0333455,1.0739201,0.98780805,1.1636037,0.9880101,1.1292294
muffin,0.39049578,1.2539163,1.0195305,1.1096762,1.1885798,1.240114,0.9760737,0.80459917,1.398785,0.93187714,0.7610863,0.8604542,0.9534472,1.2108215,1.4014175,1.2570344,0.977993,1.006162,1.1307244,1.3427768,1.0542116,1.4140967,1.331048,0.5865108,1.0281274,1.2272346,1.0093429,0.83223635,1.0617658,0.80546,1.4020717,0.81413734,1.372697,1.1479758,0.54837537,0.43883353,1.1056778,0.8751693,1.0033416,1.2568091,1.1707265,0.9246332,1.0685562,1.055596,1.2511785,1.1340778,1.2303066,0.4144175,1.0519204,1.1824815,0.85963005,0.93296564,0.81986153,0.5737831,0.7277314,1.2230544,0.9584778,0.8690541,0.85797966,0.98484623,0.8362708,1.3506391,1.3912187,0.7195263,0.9891156,0.4835968,1.0874504,0.84749854,1.084131,0.0,1.2877002,1.1918299,1.1493247,1.1426785,1.1438901,1.0920091,0.5889057,0.7390368,0.81551373,0.81553465,1.2501936,1.1536062,1.2434413,1.2607145,1.1099467,1.2314224,1.1148092,1.2035387,1.286751,1.1634675,0.7352384,0.8281342,0.75835186,0.89494646,0.8288264,1.2171956,1.0305911,1.0350317,0.9846204,1.4457533,0.90731865,1.2807212,0.9179074,1.0768362,1.2624784,0.85176486,0.88921213,0.7958299,0.88636076,1.280921,1.004907,1.101159,0.8010513,1.3072922,0.9304699,0.66433185,0.9900861,1.1463293,1.3075819,1.1334724
nail,1.4381254,0.39041603,0.8673679,0.66510224,0.6993048,0.85186076,1.144763,1.3665129,0.3347404,1.2243698,1.255786,1.4196131,1.1843078,0.9501972,0.31770146,0.9270059,1.2815171,0.64805245,1.2120689,0.66649,1.0504924,0.58529866,0.5902375,1.2588756,1.1623703,0.6833685,1.2311884,1.4517374,1.0941695,1.3539958,0.2047615,1.4247403,0.5776545,1.0994803,1.2580373,1.3316963,1.2673671,1.2558126,1.0876379,0.33881688,0.752626,1.0602902,0.50589216,1.1902285,0.67057633,0.9674615,1.0831904,1.3082962,1.1040089,0.412143,1.0449717,0.78288215,1.0369864,1.239361,1.1999527,0.30077934,1.0035372,1.3045918,1.2602406,1.2378759,1.3521423,0.8188343,0.5821267,1.262496,1.1214976,1.3049028,1.1403879,1.2568445,0.92859244,1.2877002,0.0,0.97973454,0.49086404,0.578804,0.5262846,1.1927452,1.2432659,1.3305488,1.3381143,1.3034945,0.50415236,0.7425074,0.53000355,0.71394783,1.0832862,0.9831674,0.55262834,0.919438,0.7324071,1.2542188,1.2964745,1.2499685,1.2819333,1.1857251,1.303064,0.57612115,1.2061166,0.9373438,1.1653028,0.45248103,1.2793367,0.38402486,1.1687211,1.0024225,0.96225405,1.0394863,1.2177937,1.3482556,1.4377908,0.5457116,0.61335784,0.7417871,1.2613983,0.7332127,1.1023374,1.4240568,1.1899053,1.1712198,0.18493652,1.138889
napkin,1.255542,0.9311702,0.7729119,0.9022825,0.75970495,0.70533836,1.0399332,1.211855,0.88160044,1.0374999,1.2952545,0.89155686,1.0319476,0.4880185,0.8029888,0.61810577,0.6723965,0.73492485,0.8821089,0.6436169,1.0610669,0.664372,0.79434884,1.355443,0.90658575,0.8521232,1.3028195,1.1113904,0.8114761,1.2821733,0.83007693,1.1855297,0.62109655,0.72322905,1.2824707,1.014168,1.0715119,1.0835017,1.1887846,0.70928735,0.9603842,1.3643303,1.188126,1.2581348,0.8171997,0.93158144,0.6579966,1.1608313,0.923366,1.1179371,0.80237114,0.86398673,1.4253685,1.1127871,1.2307742,0.9589038,0.8686712,1.1758211,1.4232719,0.7590663,1.2933375,0.65303206,0.6980687,1.1318156,0.8780987,0.94743633,0.92719346,1.3539443,1.1851662,1.1918299,0.97973454,0.0,1.0130162,0.8463872,0.9315049,1.0599068,1.2668066,1.184068,1.3397424,0.86860615,0.9081299,0.90191853,0.9490911,0.5079518,0.9653995,0.59365326,0.955775,0.7047209,0.8259536,0.9121583,1.0864155,1.1303221,1.2561306,1.1872202,1.3376677,0.7807898,1.0736915,0.8109055,1.0843663,0.7514763,1.1073164,0.82050663,0.7001874,0.8799206,0.62713253,1.0427853,1.3635473,1.3357534,1.0228156,0.6752906,0.99350476,1.0577929,1.2236464,0.23483229,1.083093,1.081517,1.1117535,1.0555905,1.0295967,1.1431088
necklace,1.4440731,0.63191384,1.0271837,0.8158095,0.7872369,0.9557002,1.2257464,1.4654739,0.6593166,1.1229283,0.9279149,1.4282172,1.259161,1.1377784,0.6665875,1.0844584,1.2459009,0.96339333,1.081635,0.74365973,0.7390545,0.6772293,0.8639494,1.260736,1.0948906,0.8304993,1.2476939,1.3705727,1.1670839,1.3993956,0.5116757,1.413424,0.80436313,1.2363632,1.2697623,1.2818401,1.1066817,1.0934551,0.9550682,0.6738317,0.52496684,1.0839523,0.37388206,1.2843324,0.7458924,1.0367315,1.0878862,1.3107911,1.1506388,0.38432544,0.82649034,0.73798484,0.92303956,1.3338038,0.8726021,0.42412364,1.0239179,0.9543998,1.1389425,1.2918257,1.1649761,0.8798228,0.7202227,1.344784,1.1483309,1.1311319,1.0410801,1.2663677,0.6498622,1.1493247,0.49086404,1.0130162,0.0,0.75828993,0.52281815,1.213507,1.2082431,1.0415336,1.1537426,1.281937,0.57045096,0.84257686,0.6917807,0.8748535,1.0588886,1.1208661,0.56457555,0.92705643,0.8796171,1.2167307,1.322577,1.2056192,1.0330927,1.2698362,1.0267345,0.54177046,1.0152651,0.87812793,1.1297625,0.7268189,1.308009,0.40481234,0.9155308,1.0649424,0.97018856,0.92307174,1.2105902,1.1606021,1.426879,0.8378892,0.35103846,0.45570445,1.089401,0.9073802,1.2510432,1.4264346,1.1935287,1.1329616,0.49782765,1.2323167
nose,1.266176,0.728347,0.71163774,0.74546134,0.8083319,0.83868575,1.1314474,1.3281834,0.6221224,1.1505951,1.2998366,1.2117417,1.231604,0.9288172,0.6317431,0.9092763,1.1520998,0.8513185,1.1070402,0.71314436,1.0045192,0.6033205,0.8185576,1.0902945,1.182633,0.6301466,1.2898178,1.3799876,0.8532528,1.3198953,0.6249684,1.2839017,0.73303944,0.98762864,1.0305606,1.0409449,1.206292,1.1100857,1.0229331,0.67128986,0.65349567,1.1466388,0.86286664,1.2788894,0.6912912,0.93125683,0.95249265,1.1130879,1.0528742,0.8062665,0.96395737,0.8909872,1.1107415,1.1768049,1.2233913,0.5427779,0.76389146,1.1777141,1.3376245,1.1480303,1.3895878,0.79871964,0.6752598,1.2656951,1.0868679,1.1497583,1.0016308,1.2878315,0.99936044,1.1426785,0.578804,0.8463872,0.75828993,0.0,0.79250896,1.1208465,1.1519722,1.308337,1.3240938,1.2366339,0.7207186,0.78397393,0.7739786,0.77311933,0.9730955,0.8992353,0.82097983,0.80518264,0.76325685,1.0922832,1.2159072,1.1364418,1.3147694,1.2862875,1.392317,0.5605233,1.1451783,0.92429477,1.0882835,0.6540708,1.2323705,0.56212693,0.9805273,0.9362023,0.90055126,1.1064749,1.2780405,1.4015641,1.334976,0.5856051,0.80934215,0.8893997,1.2504652,0.7347709,1.0723839,1.2340217,1.1227839,1.0253996,0.6447837,1.1449353
orange,1.4069959,0.37798762,0.76580805,0.56779605,0.5905182,0.8581116,1.2154275,1.4660866,0.89033806,1.0822079,1.1486423,1.409761,1.2087147,1.1050338,0.8020894,0.94940084,1.2080709,0.65980387,1.2004809,0.7480719,0.734591,0.8215368,0.832294,1.254292,0.99425435,0.79900897,1.2901789,1.3431602,1.1847559,1.3680484,0.61834395,1.4598317,0.752621,1.0791626,1.2864056,1.1847752,1.281991,1.2226689,1.0395064,0.57922256,0.58215046,1.1136558,0.48793828,1.2819898,0.82517266,1.0138332,1.06514,1.2076381,1.0522717,0.6270108,0.7742133,0.7960204,0.98412585,1.2521424,0.9348438,0.6120173,0.94914705,1.2092786,1.2747687,1.0739948,1.1745989,0.94481516,0.8365345,1.1241341,1.0988073,1.0141863,1.0185264,1.2945459,0.845864,1.1438901,0.5262846,0.9315049,0.52281815,0.79250896,0.0,1.221386,1.2407207,1.1878785,1.1875072,1.3259909,0.7183923,0.9653709,0.72698236,0.7357373,1.0818911,0.9717308,0.16310465,0.89934194,0.95300084,1.2908957,1.1183292,1.1339247,1.1382141,1.2686919,1.2220474,0.5639347,1.0455955,0.78825307,1.2249134,0.87363565,1.2638977,0.4923911,0.84648377,1.014206,0.93160653,0.62969756,1.1825193,1.2918385,1.3982285,0.66351247,0.35433507,0.6064154,1.1974913,0.8491001,1.1646086,1.3288577,1.2228239,1.2264009,0.72934544,1.2719147
oven,1.0692135,1.2058275,1.1755487,1.1825647,1.1042206,0.8773034,1.0384394,0.9520013,1.0695881,0.79970217,1.0874264,1.1406667,1.0227674,0.85913455,1.0358617,0.9911528,0.699653,1.1353691,0.85043067,0.9348877,1.1367646,0.9070646,1.0308774,1.1062047,0.9058951,1.0249094,0.7292242,0.8652574,1.1166724,0.76635647,1.1754531,0.9519409,1.0123129,0.9509038,1.0474417,1.0598826,0.5914259,0.76315594,1.0647072,1.1498389,1.1963739,0.84065044,1.1313076,0.81695396,1.0308031,0.95080066,0.9586445,1.1030477,0.9731322,1.0780959,1.0664274,1.1701394,0.8944345,1.0409416,1.0725415,1.090413,1.0149434,1.0537375,0.87250996,0.83766985,0.94474953,0.959066,0.9691673,1.0575224,0.85208166,1.1725883,1.0400496,0.8652852,1.1005147,1.0920091,1.1927452,1.0599068,1.213507,1.1208465,1.221386,0.0,1.0698721,1.1005542,0.92082524,1.0132416,1.1573434,1.0534282,1.1480539,1.1011214,0.84335107,0.9973898,1.1679583,1.0001999,0.76440257,0.3490088,1.024414,1.0784298,1.0157198,0.993483,0.8666367,1.1374032,0.96668565,1.0582614,0.8725498,0.99388796,1.1194421,1.1739728,1.0753891,1.0127646,1.0041416,1.1228062,0.8725865,0.8462428,0.93828756,1.10321,1.1738203,1.241949,1.0592364,1.2007265,1.113461,0.9354078,0.93703866,0.6469557,1.1664633,0.6707382
owl,0.5449699,1.2658288,1.0421761,1.1654091,1.2159791,1.2083703,0.92712915,0.7212646,1.2419996,1.0264981,0.64671695,0.72900975,0.9717402,1.2585208,1.3281652,1.2412846,1.0982053,1.0316194,1.093293,1.372643,1.106966,1.4024549,1.3045805,0.37926692,1.1341845,1.2666639,0.8721132,0.82627213,1.0248725,0.7707126,1.3181025,0.78392553,1.3813679,1.1590147,0.43480134,0.8109163,1.1129009,0.9824663,0.92356914,1.2417259,1.1641754,0.82266325,1.0871849,0.8560453,1.1291025,1.078067,1.1915759,0.5627688,1.0891303,1.1604146,0.9217471,1.0932865,0.8876158,0.69881886,0.8634421,1.2619889,1.0364131,0.85604036,0.74837655,1.1546085,0.7496088,1.2728679,1.423048,0.76197433,0.89801246,0.69389987,1.0822716,0.81452537,0.9971804,0.5889057,1.2432659,1.2668066,1.2082431,1.1519722,1.2407207,1.0698721,0.0,0.7140749,0.8049911,0.7978815,1.2309403,1.1700323,1.10452,1.2195737,1.0932578,1.2345085,1.2068801,1.2101502,1.304882,1.1951214,0.8615805,0.7006086,0.72715396,0.84825623,0.72032285,1.2878908,0.9839402,1.1550303,1.046161,1.3584561,0.94317347,1.2815219,1.0109804,1.1467408,1.2443272,1.0200176,0.9261827,0.70858,0.8327159,1.2680507,1.1590346,1.1002414,0.8994669,1.2765076,1.0232648,0.79059607,0.94366264,1.2021766,1.2099056,1.1189708
pajamas,0.6039113,1.2528992,1.1009657,1.226464,1.3531818,1.4904344,0.8446896,0.60034156,1.346776,0.9068426,0.35248637,0.6323314,0.8774098,1.1941909,1.4831399,1.4280403,1.0730417,1.3181581,1.0939659,1.4166248,0.9540239,1.4067217,1.4281209,0.6360302,1.1174221,1.3444085,0.7596668,0.78832495,1.0221064,0.7023955,1.3977035,0.71773803,1.5422255,1.221682,0.76204515,0.816486,0.98150146,0.9430189,0.6979702,1.390892,1.1871159,0.9402321,0.925822,0.8970932,1.2630888,1.2750155,1.3185507,0.74720585,1.244035,1.233077,0.62340635,0.9845571,0.8277961,0.719493,0.47522533,1.3239081,1.0876789,0.7819159,0.63060176,1.2034645,0.4960271,1.4186378,1.475949,0.9501299,1.0408493,0.55250543,1.1060622,0.8772096,0.89380056,0.7390368,1.3305488,1.184068,1.0415336,1.308337,1.1878785,1.1005542,0.7140749,0.0,0.5117599,0.6220826,1.290907,1.2189437,1.2702314,1.2568245,1.2572517,1.4072816,1.194575,1.1518482,1.3602575,1.1407114,0.8621608,0.7234111,0.5860502,0.77947515,0.43408328,1.2001978,0.71122605,1.2827601,0.9137952,1.4616884,0.9100907,1.3188003,0.6524775,1.227615,1.4031751,0.7933505,0.80361384,0.5066873,0.7797655,1.4557915,0.87184227,0.9060481,0.67784613,1.2602865,1.0095625,0.77446467,1.0428923,1.2503823,1.3212345,1.0169145
pants,0.7060235,1.4160916,1.1803906,1.2823824,1.3117347,1.337889,0.83834016,0.62220883,1.307592,0.6187763,0.4774971,0.80720997,0.9237417,1.3331306,1.4041445,1.4379716,1.0790874,1.3313856,1.1038914,1.3600266,0.9776335,1.288781,1.269885,0.7154274,0.93243814,1.3329917,0.6431343,0.7452261,1.1511767,0.58607614,1.3827531,0.79339504,1.5402181,1.2269228,0.8220787,1.0176343,0.8065033,0.90978634,0.5006716,1.4256233,1.281164,0.8691902,0.98577666,0.6843112,1.2144085,1.2978055,1.4457555,0.96292734,1.2442216,1.127289,0.80027246,1.1795022,0.75227326,0.8860738,0.84816533,1.2630895,0.99606615,0.84791774,0.51636535,1.1399992,0.13736218,1.4918464,1.4459012,0.8450904,1.0128472,0.70011675,1.0891818,0.58812857,0.95289034,0.81551373,1.3381143,1.3397424,1.1537426,1.3240938,1.1875072,0.92082524,0.8049911,0.5117599,0.0,0.87310505,1.3779532,1.3212115,1.1958203,1.3463196,1.1412417,1.4500258,1.0768778,1.1278732,1.2861919,0.9664471,0.87642884,0.7426816,0.57683563,0.8949791,0.39763987,1.1884955,0.5144335,1.1901312,0.9799803,1.4431211,0.9376575,1.2732546,0.82295024,1.2626575,1.4860396,0.91813755,0.615106,0.41399217,0.85499483,1.4525384,0.9903655,1.1162567,0.883649,1.4006841,1.0290041,0.8731557,0.9528751,1.0559766,1.2926536,0.91785944
paper,0.6611408,1.2675505,1.0275624,1.253398,1.3234638,1.2598203,0.88771164,0.6265973,1.2675515,0.996365,0.64967746,0.47874027,0.85650194,0.7637291,1.321799,1.1803052,0.82498896,1.1104267,1.0957501,1.3067613,1.064027,1.319268,1.2766222,0.8989936,1.089408,1.2218864,0.89439434,0.754637,0.70015025,0.7652779,1.3362412,0.63339937,1.308969,1.1269808,0.8804543,0.90515757,1.0359883,0.9258704,1.0601193,1.2674505,1.3125958,0.8801771,1.1638942,0.92377776,1.1844448,1.1780176,1.0332617,0.73790956,1.031671,1.2578304,1.0210023,0.83327025,0.93350816,0.67887187,0.82001674,1.3830357,1.0478715,0.85326195,0.7946325,0.8702778,0.8712897,1.2050744,1.3547361,0.89535093,0.98011386,0.81688356,1.0641246,0.9481319,1.0078317,0.81553465,1.3034945,0.86860615,1.281937,1.2366339,1.3259909,1.0132416,0.7978815,0.6220826,0.87310505,0.0,1.3486264,1.1386223,1.2296124,1.2233225,1.1792235,1.1397959,1.3194691,1.1949497,1.2529317,1.0552177,0.83215374,0.8304232,0.8821926,0.7756189,0.7672053,1.4072647,0.9440153,1.2623156,0.9081229,1.3048749,0.88726044,1.4285412,0.99150705,1.0538096,1.1806316,0.9403639,0.96715224,0.75481915,0.6236628,1.2411106,1.2218368,1.0169419,0.66497487,0.9447304,0.97418994,0.59861463,0.92276454,1.2777014,1.2930993,0.9793785
pen,1.4579744,0.5938355,0.95674694,0.82876337,0.51799667,0.74651575,1.2740352,1.467926,0.6019803,1.3337963,1.3053168,1.4286184,1.2711422,0.8518778,0.46875548,0.83743864,1.1635659,0.8007685,1.0473727,0.60790074,0.8855687,0.6518515,0.62853223,1.2694628,1.0070292,0.6262175,1.3566648,1.4609653,1.1213284,1.4266137,0.32957673,1.4377086,0.5023041,1.1190677,1.2290326,1.2071261,1.2547741,1.2096058,0.9816407,0.5476507,0.6349539,1.1859355,0.7480308,1.1689686,0.83566415,0.87161076,0.73354805,1.2005357,0.9110455,0.5544202,0.84634626,0.6651064,1.1928515,1.3419816,0.9853981,0.47663456,0.99346256,1.1696393,1.3495212,1.2401068,1.3617752,0.5396367,0.58804727,1.2812853,1.1081216,1.2611004,1.0114673,1.283437,0.99403054,1.2501936,0.50415236,0.9081299,0.57045096,0.7207186,0.7183923,1.1573434,1.2309403,1.290907,1.3779532,1.3486264,0.0,0.3984176,0.7352259,0.6979504,0.95865,0.88727665,0.60785073,0.7282747,0.66117275,1.2230504,1.3775814,1.243914,1.2823768,1.192464,1.3439257,0.5459924,1.1714009,0.5425174,1.1857784,0.58181655,1.30423,0.44946504,1.0575582,0.9436736,0.62236756,1.0590284,1.2290672,1.352486,1.4222277,0.5765577,0.69709474,0.71540236,1.0573246,0.68871856,1.1212678,1.4295231,1.2247714,0.93090624,0.49266434,1.2249011
pencil,1.3395354,0.8504346,0.94662833,0.9596596,0.78265077,0.8893996,1.1739801,1.3226142,0.7578732,1.1690398,1.2976611,1.2518069,1.175089,0.7575486,0.73023814,0.83655083,1.0161815,0.9417658,0.82148993,0.7721714,1.0011743,0.669688,0.8124449,1.2438167,1.0487176,0.7157457,1.2370805,1.2272862,0.99249697,1.335568,0.5393754,1.2654871,0.7762873,0.9787208,1.1873758,1.0866668,1.1075659,1.0205185,1.1408653,0.84561884,0.9481358,1.1381534,1.0272188,1.1321049,0.81933165,1.009221,0.64749885,1.1646407,0.93845767,0.8795689,0.9984917,0.6727042,1.2000841,1.2260687,1.006783,0.8476716,1.0054449,0.9776584,1.244878,1.012929,1.2796748,0.53961545,0.74399424,1.1001337,1.1316897,1.2199426,0.7744241,1.2166226,1.0105344,1.1536062,0.7425074,0.90191853,0.84257686,0.78397393,0.9653709,1.0534282,1.1700323,1.2189437,1.3212115,1.1386223,0.3984176,0.0,0.8574378,0.83940077,1.0796309,0.825975,0.90875244,0.9000673,0.7601274,1.0487064,1.1794708,1.1994915,1.2510406,1.0569936,1.282459,0.771668,1.1092749,0.7132746,1.1339451,0.70528823,1.0948895,0.733671,1.007241,0.9010581,0.6188876,1.1610143,1.2319376,1.2786546,1.2355354,0.740289,0.91736877,0.77687067,0.7362571,0.7800839,1.020297,1.206547,1.1593161,0.88651395,0.7735771,1.1250226
pickle,1.2959864,0.7010758,0.862278,0.8515236,0.63162327,0.72713786,0.96097,1.2382166,0.4548447,1.0518049,1.2611544,1.2368268,1.1834313,1.0046272,0.5553997,0.88240075,1.2460865,0.65452415,1.0761757,0.79301476,0.99702334,0.6611781,0.67676705,1.1932214,1.0223392,0.77046907,1.0640786,1.2689945,1.1466495,1.2306707,0.44592583,1.2289042,0.74046016,1.1015297,1.2072436,1.3145213,1.1620729,1.1709417,1.0882196,0.5466474,0.8631669,1.0998787,0.80594945,1.168071,0.5318054,0.9357945,0.99053264,1.220885,1.139137,0.6742685,1.085305,0.9567237,1.1035861,1.2367109,1.2522111,0.6062305,1.0385896,1.157089,1.2139968,1.2324955,1.1976308,0.77551645,0.6419828,1.0519943,1.0498915,1.2308359,1.0513829,1.143734,1.0701885,1.2434413,0.53000355,0.9490911,0.6917807,0.7739786,0.72698236,1.1480539,1.10452,1.2702314,1.1958203,1.2296124,0.7352259,0.8574378,0.0,0.63595814,1.0245608,0.90347713,0.69922936,0.9330371,0.8104404,1.2186129,1.3269534,1.0368615,1.2114314,1.1357621,1.2498329,0.67429614,1.186976,0.99184906,1.1238892,0.5255969,1.1590055,0.4922005,1.1332334,0.9998938,0.834227,1.1172955,1.1279469,1.2805136,1.2279785,0.5954733,0.855464,1.0006378,1.2554241,0.74750435,1.1076378,1.3174018,1.119943,1.1373328,0.48036122,1.07787
pillow,1.3764167,0.7245308,0.7782657,0.7963464,0.45600712,0.544981,1.0197986,1.1176596,0.6256447,0.9074969,1.4091376,0.96993566,1.0714494,0.647963,0.5883958,0.7389652,1.0464768,0.57011324,0.9805556,0.5895811,0.984328,0.5970257,0.6223192,1.2586267,0.9300491,0.8032274,1.3157873,1.2733773,1.0508407,1.1597462,0.5273926,1.2694516,0.5484855,0.77684206,1.2742723,1.1301655,1.1930578,1.1868806,1.148257,0.58693224,0.8188239,1.3738871,1.0015999,1.3172898,0.6384957,0.8323798,0.80419874,1.1474652,1.0531968,0.9060018,0.7950361,0.97139066,1.3886163,1.0679487,1.3192747,0.703921,1.0164137,1.20039,1.4894264,1.1083618,1.3218663,0.62003505,0.6608448,1.1381809,1.0340964,1.1700499,1.0104914,1.3771877,1.1826655,1.2607145,0.71394783,0.5079518,0.8748535,0.77311933,0.7357373,1.1011214,1.2195737,1.2568245,1.3463196,1.2233225,0.6979504,0.83940077,0.63595814,0.0,0.9513941,0.7705194,0.7143501,0.58171827,0.6369624,1.1105423,1.231647,1.0744219,1.312285,1.2029665,1.4843308,0.60169375,1.0488306,0.76573277,1.174239,0.47077572,1.0739431,0.56239796,0.81125855,0.97004753,0.7113608,1.062185,1.3377669,1.433296,1.3381805,0.5962647,0.89652663,1.0746958,1.3509526,0.4471727,1.0712101,1.3649681,1.2019284,1.0162222,0.6976954,1.1957166
plant,1.1576592,1.0448128,1.1442478,1.047802,1.0209711,0.66595614,1.1160443,1.2128282,0.9455708,0.9888865,1.3225992,1.2073314,1.1327884,0.95457035,0.8005166,0.9588234,0.95307815,1.1829379,0.7362217,0.71688515,0.9519207,0.7662808,0.8158373,1.1029831,0.9490565,0.92860925,1.0135063,0.9775955,1.0627496,1.0908179,0.9941672,1.2124809,0.76406175,0.9248774,1.051628,1.0080861,0.5961605,1.0513469,1.0729554,1.0361372,0.92238724,1.1210628,1.2034594,1.0811418,0.83464384,0.24891359,0.9773445,1.0888855,0.88319814,1.0822952,1.0716044,1.1698344,1.1142132,1.2616396,1.1717651,0.9307689,0.8643607,1.032814,1.1620303,0.9483679,1.164128,0.92858684,0.6997993,1.1457998,1.0074013,1.1470382,0.9292736,1.0350835,1.0988775,1.1099467,1.0832862,0.9653995,1.0588886,0.9730955,1.0818911,0.84335107,1.0932578,1.2572517,1.1412417,1.1792235,0.95865,1.0796309,1.0245608,0.9513941,0.0,1.0023562,1.0626997,0.8535626,0.7851622,0.74735403,1.0344708,1.1703604,1.0789728,1.2069153,1.1471789,0.9742208,1.0700517,0.85803586,0.91002566,0.8210107,1.0279218,0.99428874,1.0841751,0.9742738,0.94591296,1.0541431,1.027508,1.0924975,1.1112359,1.0015799,1.1724743,1.1918447,1.2758331,1.035768,1.1117312,1.1357808,0.41164947,0.62018967,1.008145,0.6682359
plate,1.2546821,0.8237637,0.79515374,0.7145907,0.7240925,0.6983841,1.1792661,1.2742045,0.9265678,1.2845132,1.4264858,1.0940398,1.0242528,0.7170156,0.8448625,0.054082274,0.87705773,0.64234257,0.9248005,0.8153364,1.122309,0.8852113,0.863001,1.3158307,0.9839407,0.72799087,1.2733431,1.0606079,0.828709,1.294827,0.93278635,1.1844912,0.5236365,0.5597191,1.2441535,1.0391142,1.1588345,1.089911,1.233579,0.6552028,1.0049931,1.1962576,1.2563463,1.1168107,0.98513824,0.8403917,0.37486506,1.1762049,0.72617626,1.1256118,1.2410939,1.0410225,1.3389988,1.149827,1.2259167,1.0446159,1.0036432,1.1506256,1.3506298,0.6695857,1.4657838,0.46100092,0.7073841,0.9607465,0.9414871,1.2214658,0.90016,1.2870017,1.1040065,1.2314224,0.9831674,0.59365326,1.1208661,0.8992353,0.9717308,0.9973898,1.2345085,1.4072816,1.4500258,1.1397959,0.88727665,0.825975,0.90347713,0.7705194,1.0023562,0.0,1.0296962,0.933896,0.8477815,0.9493139,1.0882039,1.2089928,1.3707402,1.0626764,1.4015682,0.9992264,1.1869149,0.8758899,1.0650512,0.72299397,1.066159,0.96335375,1.1187913,0.4190606,0.2677691,1.1282966,1.3380133,1.3580831,0.79858613,0.51689583,1.233629,1.0739262,1.2492738,0.5937693,1.0073924,1.0570158,1.0617461,1.0182467,1.0206138,1.1559602
