,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
dress,0.80290556,1.1195483,1.3579224,1.045254,0.6623733,1.3189218,1.3864129,1.2844113,1.2515591,0.59470546,0.5454079,1.2775879,0.513615,0.4238003,1.1492269,0.60146636,0.9047534,1.1787574,1.2991722,1.235758,0.92773426,1.2672648,1.0748354,1.2038579,1.0411257,1.2301166,1.1377916,1.3134758,0.7160175,0.8843058,1.0377632,1.359136,1.2208205,0.54407376,1.1572659,1.0287406,1.2393887,0.52427197,1.0514636,1.4115589,0.7755439,1.4438593,1.2464403,0.8599187,1.184993,1.1804636,0.6349622,1.0190854,0.0,1.0997407,1.4002497,1.0263836,1.2535305,1.0365037,1.2474045,1.3303378,1.373554,1.0926864,0.88941824,1.3775976,0.96374935,0.94504714,0.9020641,1.0802548,1.032997,1.2471266,0.8815299,1.0416684,0.8707564,1.2636216,1.1901776,0.7854669,0.49968427,0.9586808,0.43504715,0.9918266,1.0286819,1.41325,0.79444623,1.1881971,0.86033595,1.021197,1.0712367,0.90542436,1.2903905,1.098275,1.1195793,1.3552878,1.3425627,0.6206573,0.7682692,0.14032936,0.42779464,0.7872103,1.3336666,1.3532733,1.2452309,1.2983279,0.86435676,0.8267804,1.330235,1.1653358,1.2651105,1.103667,0.93803656,1.3396606,1.3081169,0.73184097,1.1653605,0.8379456,0.79211235,1.2301292,0.28807002,1.0840565,0.41820717,1.0861958,0.93793267,0.8603952,0.7389084,1.3756125,0.8394568,1.3891668,1.003672,0.8667071,1.2649508,1.2098218,1.2353307,0.79038244,0.37058556,0.60137916,1.4614164,1.2264805,1.0817862,1.0870351,0.96839374,1.3883507,0.94588625,0.7612932,0.89868706,1.187357,1.2411985,0.6777296,1.0498924
ear,1.1823721,0.78068143,0.8245493,0.9888748,1.1002686,1.0485973,0.96168417,0.91831607,1.2449411,1.3153348,1.2730407,0.6941387,1.2123799,1.0291042,0.9950608,1.3162142,1.180382,1.1749547,0.930761,1.1770853,1.2821901,0.92767525,1.0190389,1.181196,1.0871557,1.1145586,0.9628479,0.58071816,1.120818,1.1805408,1.0607399,1.0040491,1.0638473,0.98843694,0.93189454,1.0488735,1.0914732,1.1791433,1.1320258,0.7432003,1.3564596,0.931867,1.0147344,1.1855959,1.201486,0.92600095,1.1927307,1.1485894,1.0997407,0.0,0.7776281,1.0996938,0.61607337,0.86888516,0.5349282,0.84643877,0.9994793,0.80259585,0.972128,0.93373686,1.1024039,0.90400606,1.1436331,0.37559092,0.9180989,0.90105635,0.62662303,1.0907722,0.8589338,0.6554026,1.0802175,1.2211072,1.1403128,1.10482,1.1591814,0.8653103,1.1422453,0.97749734,1.1573473,1.1837376,1.1743493,1.0662256,0.4941228,1.0457315,0.4900242,1.0954623,0.61580336,0.71085405,0.84691834,1.2097427,1.038333,1.1659653,0.961592,1.2422218,0.83377564,0.87231636,0.7315009,1.0378926,1.1987258,1.1201973,1.0169929,1.0735396,1.0604012,0.89524245,1.1957775,0.7651995,0.661658,1.2752157,1.0111866,1.1931627,0.8876404,1.0471222,1.1366031,0.94286036,1.0017526,1.1022679,1.1337404,1.2914119,1.2360219,0.81128585,1.2083786,0.798668,1.0497559,1.1580286,0.8905851,0.7537484,0.5632361,1.1875081,1.1212325,1.2948275,0.9901374,0.48936248,0.7211181,1.0207058,1.0944651,1.1344281,1.2813324,1.0559886,1.0436919,1.1519554,0.4573995,1.2420521,1.0532814
egg,1.365672,0.7427578,0.3723874,0.9538178,1.3748968,0.40919483,0.2734517,0.7000028,1.0021656,1.3745108,1.4089727,0.584051,1.3825848,1.2892392,0.985261,1.4628551,1.3506228,1.1910362,0.58744496,0.8193933,1.4314392,0.60531944,1.0906011,0.86097,1.0681468,0.9115698,0.8241818,0.40363908,1.228773,1.1653345,1.0325404,0.50854844,0.87888086,1.2406714,0.8082063,1.2249542,0.7819329,1.3748537,0.91759145,0.49467766,1.4721668,0.46885574,0.9491107,1.1228501,1.1199975,1.0787057,1.375004,1.1707652,1.4002497,0.7776281,0.0,1.1431417,0.5071037,1.1396813,0.56687135,0.6342176,0.67517036,0.74476326,0.99914473,0.8195494,1.1819844,1.2162564,1.1885271,0.8422905,0.854998,0.78553617,1.082943,0.944956,1.2006086,0.56050575,1.0929185,1.2921886,1.3145161,1.1573873,1.41382,1.0426164,1.1868862,0.5187302,1.204458,0.7143953,1.1627853,1.1172892,0.89732504,0.8712652,0.39090478,0.82170534,0.7661082,0.49625897,0.28192472,1.35549,1.0479134,1.4467479,1.245124,1.4179056,0.6980791,0.7539351,0.6603819,0.97056395,1.1519818,1.0798483,0.7781569,0.85750127,1.0418397,0.7885296,1.1964743,0.6084043,0.43627125,1.3463151,1.0276344,1.189309,1.140005,1.1096289,1.3808873,0.9705788,1.3373476,0.93100464,1.1819711,1.2369874,1.3146892,0.5387641,1.1263177,0.42793405,0.9596525,1.0773509,0.7595594,0.71353185,0.49732685,1.3342495,1.3189356,1.495229,0.47344875,0.620013,0.79670775,1.1137098,0.949857,0.8926175,1.2918532,1.1511573,1.2408586,1.1248943,0.51701367,1.3889822,1.1904991
elephant,0.68163955,1.0935484,1.1128236,1.1415156,1.0721738,1.0740902,1.0961589,1.0843952,1.036756,1.0734409,1.0412078,1.1797612,1.0628083,1.1138754,0.9257862,0.9692533,0.97054756,0.9947432,1.1509931,1.1369913,0.9694387,1.067691,0.99034464,1.1337336,0.9251605,1.1148939,1.0892023,1.168992,0.88622713,1.0811323,1.0916135,1.0988215,1.0705777,1.0248419,1.1474115,0.9663995,1.01788,1.0193039,1.0314025,1.2054908,0.9674357,1.1807783,0.69786006,1.0409513,0.7086003,0.8045234,1.0911447,1.0752091,1.0263836,1.0996938,1.1431417,0.0,1.0672717,0.90321773,1.2061601,1.0562057,1.0657525,1.1355472,1.0953592,0.9511648,0.89893126,0.6996731,1.1078594,1.135056,1.1356843,1.0948353,1.0849915,0.9992894,1.0676763,1.1551918,0.5985128,0.9264072,1.0435412,0.9529118,0.9982767,1.1890606,1.01666,1.1854017,1.0134797,1.0356088,0.9277235,0.8678218,1.0281166,1.0898697,1.1794024,1.1145597,1.1904023,1.109865,1.1377879,1.0082923,0.99213934,1.0450109,1.0472004,0.8505872,1.1525886,1.1383538,1.0644599,0.68358964,1.0483527,1.1042441,1.056477,1.1042762,0.4853617,1.059181,0.983455,1.1108723,1.1668043,1.0665549,0.77967036,0.9560349,1.0736299,0.9750499,1.040264,1.0443571,0.8978067,1.0186831,0.9706605,1.1023285,0.962962,1.1573563,1.0114006,1.1569257,1.1583195,1.1091093,1.0927849,1.0220059,1.1394426,1.0100636,1.0381904,1.0050964,1.1269286,1.1517406,1.121142,1.0877149,1.0606109,0.9417244,0.9893764,1.0629607,1.028554,0.99221873,1.1600058,1.0439397,0.5590994
eye,1.126384,0.6593957,0.7651811,1.2023677,1.3849065,0.71880835,0.5354126,0.9838649,1.083952,1.3370357,1.328993,0.5578413,1.2967471,1.2375122,0.85917336,1.3162436,1.2909074,1.1961871,0.7558702,0.9966381,1.4027553,0.9742603,1.0292144,1.0001941,0.8040849,0.89477396,0.78829575,0.5952549,1.004682,1.0388756,1.2628224,0.71616733,0.8492668,1.1579155,0.77151877,1.0234746,0.8009355,1.2895372,1.2380049,0.6196104,1.4204481,0.6819931,0.9719708,1.2435826,1.0966445,1.039124,1.2043222,1.1002011,1.2535305,0.61607337,0.5071037,1.0672717,0.0,1.0629481,0.6290071,0.5538256,0.8641465,0.78479177,1.020332,0.6972949,1.0683619,1.0840579,1.1715068,0.75755334,0.7812389,0.97420067,0.97580963,1.2661623,1.157877,0.62052727,1.0242012,1.1966829,1.24911,1.183659,1.3147125,0.86819565,1.0591836,0.62607896,1.2803555,1.1295474,1.102205,1.0615158,0.8571894,1.0430655,0.51077294,0.8727224,0.6830662,0.26229942,0.72294074,1.2370808,0.84963787,1.3332545,1.077343,1.3267674,0.72470653,0.8002145,0.8226101,0.95781785,1.1112373,1.204881,0.86568695,1.079476,0.97738135,0.9867822,1.1000804,0.54450625,0.44140518,1.2376544,1.0122851,1.2978281,1.0614543,1.0149719,1.3332818,0.7433759,1.2451844,0.990477,1.186996,1.1606153,1.3545208,0.51507676,1.0430237,0.5907408,0.8825815,1.1907461,0.83928084,0.7402769,0.60914147,1.2673064,1.2692459,1.3902676,0.6756786,0.6217341,0.8425089,1.2405214,0.92618304,1.0394504,1.3626311,1.100729,1.2222098,1.0049554,0.49317008,1.2905407,1.0987201
face,0.975294,1.1474509,1.0866561,1.0430964,1.0465592,0.99637824,1.1223183,1.1597507,1.1057028,1.087323,0.8407353,1.1070994,1.0501628,1.0098445,0.83313584,0.8596834,0.83675796,0.70204926,1.1731374,1.1499442,0.7891958,1.1311522,1.0830139,1.2097557,1.0139403,1.1986238,1.1207459,1.1058863,1.0181724,1.1326878,1.0759847,1.1322135,1.1878357,0.90962875,1.041404,1.0430855,1.0910653,0.849036,1.1051894,1.1792972,0.9481133,1.2193857,0.96570534,0.99226534,0.9347095,0.23943186,1.1132319,1.1662804,1.0365037,0.86888516,1.1396813,0.90321773,1.0629481,0.0,1.0996418,1.0510674,1.1164103,1.232883,1.178869,0.9417229,0.9484458,0.88163733,1.0422412,0.74315345,1.1883602,1.0552635,0.5139942,1.0012363,0.96914774,0.9466636,0.8744193,1.0726894,0.9322789,0.85457474,0.9452848,1.193413,1.1049896,1.1683614,1.0587113,1.0893928,1.0714867,0.95229006,0.944957,1.057129,1.0716877,1.276459,1.1301198,1.1231614,1.0901973,1.093346,0.99042726,0.95973617,1.1133093,0.71627045,1.2076254,1.19699,1.0683193,0.90017456,1.0674219,1.0236338,1.1154344,1.0576006,0.8970529,0.93525505,1.0908173,1.1069261,1.1064607,1.1241243,0.94720227,1.0510138,1.1366467,1.0831516,0.90875924,1.1481442,1.0314674,1.3309182,1.0158063,1.2072933,0.8575691,1.2039486,1.1130098,1.1639144,1.2147596,1.0012515,1.2080522,0.8602595,1.0607009,0.8810498,0.8929867,0.84700865,1.1352675,1.083409,1.1848247,1.1060373,1.1994202,0.79768384,0.836359,1.0263737,0.9293278,1.1247281,1.1309395,1.0063602,0.8269212
finger,1.3145033,0.5080756,0.7481214,1.0884562,1.006501,0.9725772,0.6764667,0.9036236,1.1590499,1.3254871,1.3740406,0.4986943,1.3358617,1.140488,1.0176579,1.4351141,1.3422589,1.242429,0.7287131,1.1397352,1.4620407,0.84221923,1.0738152,0.9038621,1.0597169,0.81816274,0.8251374,0.27759647,1.1737561,1.0153615,1.2387108,0.8020778,0.8428675,1.1864449,0.52634585,0.9499086,1.0024651,1.3079457,1.1739459,0.47072595,1.4961178,0.6874786,1.0939933,1.2001376,1.131382,1.045425,1.2613478,1.1416732,1.2474045,0.5349282,0.56687135,1.2061601,0.6290071,1.0996418,0.0,0.68636763,0.8358134,0.41453165,0.9693442,0.9633859,1.2157466,1.0499367,1.1966801,0.59107524,0.63408035,0.8087941,0.9070052,1.1855222,0.6552259,0.6129327,1.1386505,1.3498443,1.1817249,1.2344484,1.1608001,0.6574851,1.0972961,0.6004709,1.2730942,1.141024,1.154892,1.0367173,0.6404012,1.0688887,0.3784836,0.8540629,0.46684444,0.59465265,0.69509304,1.3762561,1.1308593,1.2212617,0.97133493,1.4659685,0.53709465,0.6004446,0.6465549,1.0492457,1.1065873,1.2614313,0.8666369,1.1801317,1.1344587,0.66555536,1.2417881,0.64861405,0.5838591,1.2881107,1.1554408,1.1683943,0.87589294,1.0478934,1.2079484,0.9135225,1.1029159,0.8554114,1.2091618,1.2491505,1.302257,0.6110664,1.191692,0.5688427,0.71587694,1.2858849,0.74189377,0.8568685,0.48794746,1.3385189,1.2349343,1.4414005,0.82233304,0.17800033,0.49220133,0.8664676,0.9558078,1.1402794,1.483452,1.0741657,1.2030299,1.0566195,0.34593326,1.344575,1.1658418
fish,1.0557513,0.95919716,0.8619689,1.1808841,1.4734578,0.8606592,0.65011084,0.87374353,0.96265876,1.2613449,1.3819833,0.28330326,1.3243805,1.3633645,0.7234719,1.3605413,1.2031336,1.0260845,0.5795593,0.85159135,1.3542197,0.9714481,1.0062456,0.8609978,0.7594698,0.7280039,0.5620837,0.5783266,1.1796665,0.9932416,1.1589973,0.5901172,0.755413,1.1787829,0.611079,1.024453,0.9723446,1.3337835,1.1427182,0.3742305,1.4389839,0.56137145,0.96311903,1.2660065,1.1938684,0.991387,1.2062544,1.14284,1.3303378,0.84643877,0.6342176,1.0562057,0.5538256,1.0510674,0.68636763,0.0,0.6215879,0.7079377,0.8499413,0.3621552,1.061142,1.0251482,1.091265,0.85772765,0.7614566,0.88705325,1.1132014,1.268404,1.3744185,0.60518396,1.0776684,1.3103828,1.3475136,1.2071478,1.4342656,0.7912486,0.95908606,0.46066093,1.3537674,1.1386911,1.2029477,1.0677415,1.0509316,1.2239532,0.59687823,0.65784276,0.7512541,0.52549875,0.7341132,1.3180333,0.8672885,1.463977,1.1015271,1.405406,0.4722017,0.5300642,0.9389191,0.9807295,0.9141605,1.2550597,0.66485184,0.84278715,1.0039543,1.1058111,1.1838142,0.3508209,0.55121595,1.2136986,1.0465811,1.3770437,1.0237089,0.9555637,1.4431374,0.8402442,1.2627679,0.928626,1.166744,1.0376308,1.4437385,0.43257684,0.92005056,0.40658832,0.8027529,1.242107,0.62132514,0.8176457,0.52486455,1.3750784,1.3811193,1.4653707,0.6352365,0.72099197,0.8590399,1.12153,0.7834584,1.0177399,1.3418972,1.0407087,1.0593525,0.95208746,0.5516541,1.3110219,1.1400766
flower,1.24825,1.0258298,0.70675445,1.1046953,1.3728642,0.7505473,0.6416084,0.90817153,0.6791305,1.3534763,1.348898,0.60513127,1.3938289,1.4173746,0.9074959,1.2895741,1.1835952,0.86783016,0.4350757,0.93062145,1.2641975,0.9569578,0.9898539,0.80133355,0.88538456,0.7841321,0.7721808,0.61180854,1.2718161,1.0478479,1.0577374,0.44640732,0.70635355,1.2080753,0.94072014,1.126323,0.8431366,1.3988388,1.1152819,0.44543767,1.3037968,0.53096485,0.8205094,1.2177883,1.0223813,0.96569055,1.2757964,1.156452,1.373554,0.9994793,0.67517036,1.0657525,0.8641465,1.1164103,0.8358134,0.6215879,0.0,1.0021534,0.9038522,0.63732743,1.0121579,1.0732248,1.0297157,0.97175974,1.0301622,1.0188255,1.120985,1.078815,1.325508,0.5862165,1.0348967,1.1789799,1.2761009,1.1254295,1.4589975,1.0615019,0.93348795,0.49082643,1.2982771,0.99606335,1.2699106,1.0473769,1.0554746,1.2779541,0.60169613,0.78812975,0.7559044,0.6100471,0.7680435,1.3861552,1.0892129,1.4517595,1.3554924,1.2779658,0.55800915,0.6511098,1.0654563,0.88712525,0.9838926,1.1835964,0.056531787,0.8722652,0.93145007,1.1550429,1.0902865,0.64115775,0.56209064,1.2276001,0.89827836,1.1560798,1.1002104,0.86248446,1.4513812,1.0201759,1.4074554,1.0597837,1.099813,1.231196,1.3066573,0.6727828,1.1244953,0.51703006,1.0077758,1.2525777,0.6788136,0.9966871,0.5852343,1.1822896,1.3288168,1.3883648,0.6474837,0.8651189,0.9897905,1.025696,0.9096097,0.7932849,1.2168019,1.002839,0.9604366,0.8287225,0.7014634,1.2218239,1.0579001
foot,1.1028321,0.46292108,1.0344956,1.1448267,0.9718392,1.1094735,0.8440074,0.9284332,1.0671625,1.1737907,1.2901063,0.65686584,1.1668942,1.06583,0.98694545,1.3016663,1.2546455,1.278436,0.8655708,1.0455168,1.3784668,0.917655,1.01551,0.7698871,0.9577819,0.7120807,0.7435553,0.5992956,1.0102582,0.7844175,1.1599454,0.91426086,0.726845,1.092517,0.71966493,0.8825581,0.96690375,1.2014769,1.1153603,0.6835825,1.351981,0.77378094,1.0404714,1.2306536,0.9775834,1.1905282,1.083183,0.9865912,1.0926864,0.80259585,0.74476326,1.1355472,0.78479177,1.232883,0.41453165,0.7079377,1.0021534,0.0,0.9720587,1.0226088,1.1684792,1.0568956,1.146044,0.87570673,0.5003053,0.8999941,1.0781399,1.2316078,0.8339653,0.8959604,1.1633191,1.2678019,1.2331867,1.2297087,1.1270273,0.6205741,0.9641209,0.7039243,1.1313657,1.1612966,1.0206051,0.98379517,0.826715,1.0288066,0.7795404,0.5678649,0.60517424,0.81935,0.9130486,1.1831418,0.90413237,1.1427476,0.81028193,1.4581578,0.5865886,0.6225074,0.7918219,1.112461,0.8829349,1.272489,0.99757046,1.1769223,1.1163659,0.7390449,1.0982565,0.73572713,0.8578224,1.0681018,1.1506071,1.1851485,0.6335871,1.0249238,1.1796604,0.8168678,0.9217193,0.6947711,1.1544291,1.0699023,1.2764632,0.6051781,1.0840734,0.7826759,0.33998764,1.2361348,0.82239664,0.8362427,0.7326695,1.2399849,1.2106624,1.3594389,0.9224489,0.37557793,0.5849122,0.8560221,0.60652584,1.2275623,1.4401759,1.0891055,1.1875604,0.9302808,0.60441506,1.2068479,1.1492893
fork,1.0714166,1.0349089,1.0461593,0.9043846,1.0115763,0.98638105,0.9935194,0.83516586,0.91474247,0.95752907,1.1598843,0.87408954,1.0702143,0.96899223,0.9173118,1.131329,1.1726639,1.0790074,0.9499192,0.7635735,1.2001756,0.9849163,0.94584167,1.0033418,0.9794252,1.018065,0.8762958,0.9923213,1.1021804,1.1033572,1.0076749,0.8667016,0.9892258,1.0243728,1.0376751,0.8403986,1.0640128,1.1739933,0.9812922,0.77852786,1.1607804,0.91074353,1.0592599,0.9743965,1.2093621,1.1671163,1.0666444,1.0088303,0.88941824,0.972128,0.99914473,1.0953592,1.020332,1.178869,0.9693442,0.8499413,0.9038522,0.9720587,0.0,0.81699944,1.1176178,1.0291898,1.0321375,0.9740956,0.9311359,0.8435614,1.1507537,0.99908096,0.976703,0.9916792,1.1141391,1.0301117,1.0208639,1.070274,1.0120089,0.52330595,1.0024618,0.89434266,0.9697819,0.9676187,1.1581843,1.0502458,1.0290663,1.0130721,0.96947885,0.9257856,0.8015331,1.0204059,1.0734806,1.0672523,1.000263,0.96001,1.0257123,1.1321807,0.65739274,0.6991001,0.9784353,1.1185377,1.0321788,0.97535986,0.8648546,0.7341148,1.1304522,1.2343869,1.0667461,0.9632118,0.9947869,1.0566652,1.1046714,0.9474009,0.8517731,0.6733484,1.0503671,0.91493046,1.0599148,0.78966224,1.0972129,0.77008593,1.1855667,0.8558606,0.989838,1.0313183,0.9168431,0.8901062,0.21406084,1.0144842,1.031604,1.1359556,1.0631505,1.1375246,0.88508004,1.0481107,0.74202025,0.5176778,1.0326893,1.136539,1.0061735,0.95476055,1.0432007,0.8424289,0.79656863,1.1483116,1.0904019
frog,0.8149228,0.97232056,0.90824497,1.0241677,1.4470589,0.7828212,0.8143585,0.79770136,0.79149085,1.3136091,1.372843,0.59420824,1.3859874,1.3444359,0.58042693,1.2549715,1.1153646,0.81846976,0.8256546,0.91361415,1.1824359,0.9350511,0.9416333,1.0192074,0.6006787,0.9937199,0.8214052,0.80234677,1.2084347,1.1430769,1.0379673,0.6408897,0.8976039,1.1744623,0.91657865,1.0460572,0.84043956,1.3825686,1.0391365,0.61476374,1.3643211,0.7764396,0.7603755,1.2758851,0.93227375,0.7051849,1.350054,1.1471807,1.3775976,0.93373686,0.8195494,0.9511648,0.6972949,0.9417229,0.9633859,0.3621552,0.63732743,1.0226088,0.81699944,0.0,1.1189424,0.80304945,1.1946033,0.9682185,0.90830195,0.7935736,1.1538492,1.1466508,1.36326,0.7194766,0.78503454,1.1815071,1.3621125,1.0201757,1.4536076,0.9230634,0.9894055,0.71087015,1.3006091,1.0840098,1.1007625,1.0179937,1.1245464,1.2474129,0.8422902,0.83915436,0.79480815,0.73656017,0.88611007,1.3842938,0.87764853,1.4858222,1.2817254,1.1676381,0.71872085,0.7187319,0.8865777,0.6572931,0.9550284,1.1324735,0.63472164,0.78102124,0.6890563,1.183867,1.0493085,0.5967039,0.7266342,1.366226,0.73573434,1.2709811,1.092686,0.60322446,1.5038784,0.81557095,1.3784108,0.974337,1.2091448,1.1714684,1.400598,0.52082276,0.93030834,0.69118947,1.0696497,1.2365357,0.6120714,0.83045745,0.80834943,1.2330434,1.4025109,1.3919511,0.6034571,0.9425379,0.9901851,1.0830661,0.9436179,0.69834477,1.1592107,1.0739672,1.0415585,0.8818284,0.73801976,1.3791099,0.9756099
game,1.0372627,1.1713629,1.0996624,1.1249478,0.9670966,1.0673666,1.1127396,1.1300249,1.0393249,0.91477215,0.77957577,1.1286597,0.87939477,1.0251527,1.082106,0.8201436,0.9435057,0.8449455,1.0381672,1.0489633,0.80595624,1.139363,1.0339676,1.0980105,1.0352795,1.057651,1.1016418,1.2190154,1.044439,1.0305498,1.0303323,1.0850962,0.982002,1.0021117,1.0019927,1.0600859,1.0883386,0.7975891,1.0363975,1.1294261,0.8284632,1.1395637,1.0181134,0.93072504,1.0467154,0.9752796,0.90394175,0.99926984,0.96374935,1.1024039,1.1819844,0.89893126,1.0683619,0.9484458,1.2157466,1.061142,1.0121579,1.1684792,1.1176178,1.1189424,0.0,1.00762,0.9759149,1.1192898,1.2597916,1.1370655,0.9968074,0.9786104,1.0688001,1.1018417,1.0288453,0.90104735,0.85523105,0.91177016,0.9353887,1.1347921,1.0214083,1.0787245,0.9620839,1.0418997,1.1075845,1.0250092,1.0455981,1.0793831,1.130393,1.1439358,1.2061819,0.9835244,1.1505829,0.87681746,1.0524975,0.9248019,1.0996579,0.7859721,1.1835089,1.153862,1.1698962,1.0697479,1.0319742,0.9874881,1.0107111,0.9732153,1.0534533,1.1060584,1.0381333,1.0646203,1.0887086,0.9055758,1.0785408,0.96631145,1.1647184,1.1119276,0.8815129,1.101796,0.98555857,1.1596615,0.87175876,0.9305337,0.78180003,1.2103591,1.0122387,1.1196185,1.1603827,0.9239582,1.1846389,1.1636438,1.0969938,0.88799906,0.8861233,0.76976395,1.1887791,1.195732,1.1841475,1.1325408,1.0818541,0.9940098,0.82300055,0.9750994,0.9948148,1.0347446,1.214623,0.8145629,0.9651126
giraffe,0.67393684,1.0356288,1.1981369,1.0482385,0.9901381,1.1360192,1.1866612,1.0918568,1.0384161,1.0991876,1.0118015,1.0328927,1.0670108,0.9416334,0.8487258,0.96094334,0.9410759,0.92274255,1.1154778,1.2614294,0.934091,1.1782404,1.0371625,1.1133537,0.9420469,1.094367,1.1789999,1.043152,1.0189017,1.0290092,1.096972,1.1439457,1.0845942,0.94797546,0.9915412,0.84782654,1.0167406,0.9711299,1.1526079,1.0675964,1.0130122,1.2246803,0.83453417,1.066013,0.9563629,0.8197312,1.0819883,1.052801,0.94504714,0.90400606,1.2162564,0.6996731,1.0840579,0.88163733,1.0499367,1.0251482,1.0732248,1.0568956,1.0291898,0.80304945,1.00762,0.0,1.1982775,0.92530334,1.1072598,1.0389335,0.98990107,1.1401157,1.0771726,1.0476617,0.6702497,0.9957176,1.0583012,0.93380535,1.0240403,1.0485893,1.0293407,1.1292782,1.1337658,1.1882534,0.98496836,0.996212,0.986871,1.101064,1.0650011,1.1597979,0.9333444,1.091914,1.2029687,1.1535319,0.8909755,0.98946077,0.99349076,0.8578389,1.0896049,1.0583371,1.0071713,0.789359,0.920639,1.1486516,1.0372068,1.1418225,0.6838226,1.0076905,1.0490894,1.0928148,1.0950028,1.1356051,0.83719456,1.0587633,0.8308601,0.9080199,1.0416325,0.9048786,0.9937409,1.1457106,1.1706293,1.1892526,0.9962717,1.0718434,1.0341268,1.1517428,1.0874043,1.1407567,1.0467733,1.1757681,1.0428628,0.986605,1.0421995,1.0033612,1.1652843,1.0288004,0.98257065,1.0111887,1.117549,0.98477143,1.0344616,1.0494933,1.07067,0.99673176,1.0199594,1.1216756,0.49941182
glass,1.1192632,1.2806916,1.2238141,0.9205233,0.8771927,1.1630585,1.1360179,1.1611346,1.0191733,0.6671136,0.8680243,1.1055355,0.87083477,0.96558535,1.0960325,0.9491871,0.85761654,1.0178674,1.0586224,1.002937,0.8030371,1.1696088,0.97689074,0.8176072,1.1655909,0.87083125,0.7161614,1.1539814,0.7748287,0.88215184,1.0465121,1.0351391,0.9574367,0.84750736,1.0564873,1.1305869,1.188185,0.922464,1.0940427,1.1715449,0.6738975,1.0994533,1.1310632,0.9096921,1.1307124,1.1513665,0.5170913,0.7754702,0.9020641,1.1436331,1.1885271,1.1078594,1.1715068,1.0422412,1.1966801,1.091265,1.0297157,1.146044,1.0321375,1.1946033,0.9759149,1.1982775,0.0,1.1117771,1.2020501,1.1385936,0.9769161,1.1034884,1.0335283,1.2230349,1.1780071,1.01331,0.92163956,1.0705515,0.95333105,1.034942,0.7621392,1.0415579,0.88503385,1.0876528,1.2231593,1.0739084,1.0891571,0.99823064,1.1866227,1.125008,1.1634655,1.1847363,1.2019048,0.6203437,1.0665481,0.87802655,0.89529014,0.93381524,1.0650432,1.0688869,1.1746539,1.1831149,1.1127857,0.89065826,0.99114805,1.0702468,1.1799663,1.1294727,1.0738163,1.0581369,1.1118335,0.56784713,1.1224703,0.89126587,1.0057696,1.0819389,0.8828966,1.1705667,0.8923862,0.98234415,0.4737888,0.7891383,0.90678054,1.1980928,0.87234116,1.1570587,1.1051029,0.95866406,1.0713336,0.97024995,1.1519902,0.8419435,0.9151038,0.7969446,1.1495861,1.2492744,1.105536,1.068304,1.118347,1.1810861,0.88903785,0.7339393,0.5278257,0.93640935,1.101137,0.3971573,1.1467794
