,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
hat,0.9903745,0.97251064,0.9735168,1.129214,1.1421952,0.9544056,0.99404675,0.92900646,1.1613299,1.2926483,1.1442767,0.8241686,1.261248,1.2990427,1.2021158,1.069251,0.68329483,1.1351793,1.1419958,0.89276695,1.0900873,0.8750117,0.98667943,0.9605363,0.92778945,1.0901581,1.143041,0.6463744,1.0784559,1.1651615,0.7936183,1.055654,1.2145629,0.72373044,1.239891,0.72714484,0.92738146,1.0648355,0.9818964,1.1112474,1.0319268,0.8711108,0.9468379,0.83410007,0.8545422,0.78107804,0.8796146,0.63520664,1.1222644,0.8322139,1.179049,0.4686215,1.1650391,0.95197624,0.7447697,1.187512,1.1871371,0.0,1.0943422,1.2337586,1.1498929,1.2025292,1.029019,0.8047798,1.0941235,1.1048636,0.76844335,0.96028185,0.522035,0.8555777,0.66136575,0.71241856,0.9793439,1.1846215,1.1288402,1.2573382,1.0406761,1.1346202,0.8826622,0.86091024,0.89490354,0.9516281,0.9446484,0.9337065,1.3022692,1.0791878,0.8619983,1.0493177,0.8473526,1.1780891,0.922629,1.1952789,1.2693444,1.0959303,0.9018633,1.2301158,1.1764573,1.268698,0.69009626,1.1422671,0.79211414,1.2486894,1.1491061,1.1208582,0.9169473,0.94938713,1.1976066,1.1544603,1.3151494,0.6678177,0.65832144,0.95593745,1.2641058,0.89533025,0.8418186,1.2901107,0.83215714,1.2639823,0.6910739,1.1277726
hose,1.133638,0.9726657,1.0669,0.99060553,1.0411049,1.0378461,0.98403245,1.1236689,1.009052,1.0058346,1.1515733,1.066895,0.89413816,1.1534026,1.1551056,1.1590798,1.0409373,0.9927543,1.1360393,1.1457769,0.9022255,1.0656406,0.81602293,0.8060361,1.061485,1.001128,0.8209053,1.1358745,0.7197711,0.9171425,1.0787791,1.139495,0.9608158,1.0510329,0.96829623,1.0873885,1.041698,1.0142288,1.0305281,0.7780763,1.0437416,0.8215963,1.0885824,1.1077167,1.0624261,1.1217617,0.9515734,1.0865206,0.8409921,1.1578509,0.5018934,1.0925808,0.70109415,1.1529304,1.0785699,1.1860117,0.9826471,1.0943422,0.0,1.0326356,0.943105,0.6586309,0.84810853,0.9975936,1.0166299,0.8076692,1.0947485,1.1115261,1.1951109,0.9400921,1.0458447,1.0813086,1.1033169,0.9871647,1.1953098,1.0454971,0.89091045,1.188187,1.1486546,0.8760932,0.9264958,1.1144022,0.9063855,0.9052059,1.030481,0.9973825,1.1921062,0.73498774,0.9263351,0.7351264,1.0435439,1.1724159,0.8593762,1.035073,1.0759163,0.9578976,0.8598747,0.92503244,1.0465885,1.1288688,1.1701602,0.7554659,0.7874642,0.84384775,1.0096574,1.0169564,0.7453234,1.0240303,1.1172929,1.1485046,1.089769,1.0010035,0.9020068,0.9272146,1.0950521,1.065992,0.7902971,0.6787163,1.1159437,0.9954389
jacket,0.82125115,1.2702138,1.364638,0.8939109,0.5235462,1.1836231,1.1454433,1.2016848,0.9434556,0.5735911,0.43632734,1.3043715,0.66605425,0.39805174,0.4444313,0.66890013,1.3814483,1.198869,0.5937013,1.4109395,1.0978703,1.1667135,1.2282956,1.0920136,1.38092,0.8519308,0.74055123,1.3008499,1.0904237,0.9354239,1.3105836,0.47783858,0.96516967,1.4764402,0.64649975,1.3050562,1.071264,0.7415483,0.9087093,0.99679714,1.1446878,1.3669816,1.2849362,0.8342359,1.3055288,1.3434899,1.2178912,1.3293346,1.3639876,1.1213382,0.93364346,1.2456472,0.90896773,1.2394348,0.8030385,0.7463523,0.87112755,1.2337586,1.0326356,0.0,0.44871414,1.2601224,1.2590947,1.3751855,1.0130445,0.7570832,1.2500142,1.3703274,1.3196325,1.107541,1.0820347,1.1278335,1.3186942,0.69799715,0.7235536,0.4352076,0.5783133,0.5201186,1.3724666,1.495795,1.467141,1.2988938,1.0709106,1.2246156,0.9062286,1.175954,1.155785,0.98077834,1.1363169,0.9014065,1.0772414,0.75534534,0.88663036,0.50382745,1.0804147,1.0150218,1.0894779,0.55788636,1.3901497,0.73850393,1.2585188,0.79623115,1.341831,0.93044215,1.2395077,1.4177452,1.0147572,0.356422,0.45093048,1.432875,1.3917854,1.3260329,0.8181411,1.0495557,1.1455246,0.6533324,1.2313441,0.94651955,1.3825655,0.6996985
jeans,0.76861143,1.2273284,1.4435098,0.9419393,0.4911403,1.3351773,1.2481301,1.1608299,1.0369041,0.6011114,0.32128358,1.1725515,0.39510173,0.5477811,0.43645227,0.9974655,1.4160378,1.3100877,0.79516953,1.4452586,1.1723683,1.1997168,1.1083244,1.175397,1.2196308,0.88400024,0.49594682,1.352706,1.0020083,0.9730449,1.1527779,0.31730747,1.0902586,1.4549583,0.7516527,1.3775969,1.0966755,0.6742918,1.0999109,0.74274915,0.98682326,1.3096619,1.3807681,0.74501425,1.0321814,1.2358477,1.3983188,1.1595759,1.3265842,1.1983495,0.97819287,1.1276354,0.7462442,1.4036033,0.6908692,0.87070537,0.80004203,1.1498929,0.943105,0.44871414,0.0,1.2309675,1.1088903,1.3451684,1.0923918,0.7461603,1.1646717,1.3849819,1.3260307,1.0847416,0.9033172,1.0172546,1.4904469,0.7047687,0.7747545,0.42147386,0.131513,0.83397484,1.3224742,1.4172261,1.4403884,1.2133393,0.8547766,1.326494,1.1029022,1.2263033,0.8966167,1.0263036,1.2017597,0.8315203,1.1268935,0.8739392,1.0161432,0.45710254,0.8552151,1.1584429,0.84889513,0.59186524,1.2857704,0.8786317,1.1492246,0.6309924,1.3686798,1.1375482,1.1343024,1.4341044,1.1329733,0.5006952,0.55671406,1.5777721,1.1949954,1.2728329,0.980827,1.0787276,1.4386287,0.86628664,0.9382073,0.8058243,1.2686919,0.8292727
knife,1.3050208,0.96719885,0.98272157,1.0260578,1.1071501,1.1673903,1.1664194,0.9521089,0.951977,1.0920897,1.3723898,0.98088235,0.9528045,1.2323208,1.2929287,1.1093782,0.9881095,0.7306761,1.1677246,0.97941446,0.8916934,0.9992258,0.8418057,0.93846965,0.9507087,1.1643311,1.08897,1.0596318,0.8142246,0.81824607,0.9334242,1.3777583,0.6855965,0.771401,1.1623302,1.0161401,1.1217265,1.2729028,1.154312,0.93301666,0.91689795,0.85699856,0.9687778,1.2596332,0.92800844,1.099945,0.9771422,1.0262198,0.36521006,1.1420735,0.7822757,1.1379173,0.9504919,0.9614962,1.2602758,1.0091176,0.9344028,1.2025292,0.6586309,1.2601224,1.2309675,0.0,0.7081332,0.87311125,1.0840386,1.038284,1.0625547,0.959326,1.1240958,0.9255013,1.0324585,1.162151,0.9611215,0.9504208,1.1824994,1.2389367,1.1652719,1.1845863,0.9645432,0.5374859,0.545644,0.97408414,1.0872185,0.90794873,0.7801724,1.004403,1.162458,0.8832091,1.0087793,0.8506623,1.1028308,0.99002117,0.8080752,1.236072,1.0365951,0.48764956,0.7140509,1.1342672,0.9484813,1.1708899,1.0108871,0.9348486,0.31628513,0.90998006,0.8975475,0.87653476,0.63963634,1.23422,1.1184139,1.0107292,1.041517,0.806877,0.8934988,0.96646535,1.1622111,0.9397451,0.94201607,0.7098803,0.95530283,1.1417062
ladder,1.1456366,0.9086338,1.1487882,1.0981182,1.1995952,1.0913682,1.0545626,1.0379188,0.8747593,1.1511807,1.2355479,0.7442369,0.81342125,1.2507489,1.2494632,1.1256275,0.8097364,0.96428937,1.0337906,1.1096693,0.85503834,0.89827865,0.61165106,0.89371675,1.076747,1.0840745,0.735258,0.93725216,0.66921896,1.1302392,0.80191267,1.2286851,1.0679864,0.74751973,0.98179716,0.88343674,1.0744603,1.1376188,1.1257538,0.5290275,0.5695822,0.8860072,1.2176465,1.2229159,0.95472103,0.9701762,0.90549934,0.938393,0.76816785,1.1228508,1.0478566,0.9844838,1.001717,0.9950247,1.2131274,1.2306535,1.1627485,1.029019,0.84810853,1.2590947,1.1088903,0.7081332,0.0,0.701311,1.2206726,1.0514141,0.97902775,1.108775,1.0453128,0.8242432,0.9520608,1.1334049,1.0877438,1.0326345,1.0820056,1.2262535,1.0471786,1.2394186,1.0207962,0.62963116,0.5904641,1.1332482,0.88780093,0.8212867,1.2358247,1.1490047,1.0111097,0.78252137,0.9550265,0.74776936,1.0625155,1.2137523,0.966346,1.2109077,0.8542563,1.023122,0.74788105,1.1454661,0.8409049,1.0715919,0.87733936,1.0208913,0.8846635,0.94650614,0.7260649,1.0556034,0.78951734,1.2413981,1.1757132,1.0180975,0.957692,0.7318997,0.95821875,0.8504247,1.0768725,1.2267295,0.6358969,0.504916,0.7458618,1.0528343
lamp,1.2549667,0.86287665,0.97603923,1.3228858,1.4309187,0.87495,0.8220483,0.9432286,1.146263,1.1479508,1.3950393,0.2564205,1.1376908,1.4919441,1.3722007,1.2542226,0.30774248,0.9478101,1.3017641,0.92442024,0.9058105,0.87193733,0.5359701,0.63039136,1.0266943,0.92882025,0.9608389,0.54229796,0.6258271,1.0728016,0.6606761,1.4081384,1.2674832,0.3644529,1.2859354,0.3166175,1.057068,1.3449514,1.234367,0.7585492,0.84412813,0.64693874,1.024253,1.2212774,0.77906317,0.53531724,0.6765355,0.75439465,0.88139397,1.0418205,0.99317473,0.79407084,1.3338416,0.8721546,1.2477354,1.2356672,1.3435795,0.8047798,0.9975936,1.3751855,1.3451684,0.87311125,0.701311,0.0,1.2363005,1.3067786,0.9452462,1.0271044,0.5225257,0.5914434,0.94126755,1.0758862,0.8960002,1.1646354,1.3344654,1.4766821,1.2670362,1.317629,0.8771181,0.391416,0.41705233,1.049813,0.930652,0.7144574,1.248174,1.2283713,1.0066794,0.9167227,0.8088841,0.9681496,1.0232785,1.2377603,1.233998,1.332459,0.9850503,1.2825501,1.0026183,1.28976,0.36713243,1.052356,0.69043756,1.1655656,0.985645,1.0076828,0.62187475,0.8968354,1.1386371,1.408633,1.3652008,0.5342568,0.6447264,0.72412175,1.2222662,0.7212028,0.8625324,1.485771,0.7141201,0.898779,0.22961402,1.1071042
melon,1.000602,1.0595053,0.5828444,0.82728994,0.9848612,0.74913704,0.8864425,0.8676519,1.0640781,1.0669322,1.0404209,1.2504606,1.184445,0.97043234,1.0298901,1.0042242,1.1651993,0.8872891,1.0024563,0.7023616,1.0214931,1.1240859,1.2145854,1.13811,0.88535625,1.161992,1.2527032,1.0705421,1.2298946,0.89105797,1.1751742,1.0390849,0.8383124,1.2098157,1.0258442,1.1592071,0.9918243,1.0561304,1.0072037,1.2228081,1.1248949,1.1410209,0.6766439,0.9962841,1.126975,1.097782,1.1145365,1.1711237,0.9368001,1.0351179,0.9711229,1.139105,0.97825694,0.9443215,0.9997214,0.99204427,0.977129,1.0941235,1.0166299,1.0130445,1.0923918,1.0840386,1.2206726,1.2363005,0.0,0.893724,1.0458138,0.71739507,1.1378115,1.2290864,1.1729567,1.0468845,0.6471479,1.0758407,0.96852505,1.0496848,1.0788212,0.9068216,0.8676745,1.2422745,1.237443,0.49928564,1.1103191,1.1323402,0.7347901,0.7054263,0.98967415,1.0589358,0.9650398,1.0785944,1.0219383,0.99076307,0.9448911,0.99440795,1.103593,0.84431005,1.0870703,1.0496851,1.1879529,1.0702354,1.1499889,1.0287119,0.875137,1.0348611,1.1269962,0.8186345,0.91028446,0.9942455,0.99787444,0.9509832,1.1451927,1.1712811,0.96920484,1.191033,0.9147115,0.8522868,1.242264,1.1575278,1.2760003,0.9835398
mitten,0.98592365,1.0137748,1.2005098,0.5995203,0.6842625,1.0418222,0.95165735,1.2045418,0.9527081,0.8883941,0.8055753,1.1481098,0.73421216,0.6910881,0.76871437,1.0358688,1.3225286,1.0494367,0.952224,1.1897693,0.90884006,1.2598474,1.0526139,1.2288505,0.9755746,1.035473,0.6871267,1.3508484,0.9821675,0.8113032,1.0934249,0.81817734,1.0054053,1.3686614,0.90389967,1.365948,1.1454376,0.81110775,1.0156169,0.90364563,0.9440306,1.1862543,1.1425838,0.99699754,0.9597808,1.262646,1.2175767,1.1729031,1.1963314,1.2149928,0.88127726,1.082993,0.30126852,1.1161951,0.9445866,1.11566,0.559896,1.1048636,0.8076692,0.7570832,0.7461603,1.038284,1.0514141,1.3067786,0.893724,0.0,1.0563328,1.1619903,1.3001833,0.92696226,0.8945583,0.9470341,1.2648978,1.0031837,0.8654791,0.42735255,0.78667635,0.9828436,1.2166352,1.2945869,1.3007852,1.0821967,0.75340354,1.2106351,1.0492519,0.9590299,1.116118,0.729784,1.1117406,0.82438976,1.1360132,1.1113906,0.9428986,0.80384904,0.6710208,1.0415845,0.8819294,0.9518751,1.1956086,1.0672917,1.1988955,0.43485898,1.1535009,1.0719703,1.137709,1.0885552,0.915014,0.7097374,0.85893166,1.3291571,1.0971847,1.0627581,0.9394867,0.90121555,1.2607813,0.87487507,1.0435892,0.8004241,1.3362958,1.0310322
mouth,1.0574542,0.9363859,0.85892415,1.1644676,1.2170302,1.0024107,0.9843761,0.751538,1.1100795,1.2364817,1.2808237,0.85709393,1.191083,1.2260476,1.2993785,1.1390045,0.8794281,1.151299,1.2224686,0.9115349,1.0788989,0.75400835,1.1379161,1.1167881,0.6340091,1.1705322,1.30481,0.8264924,1.1122026,0.96847695,0.78733325,1.248465,1.2180293,0.70590377,1.3258052,0.9399231,0.80893207,1.2110206,1.0274261,1.1817131,1.015181,0.7489628,0.7569989,1.0399874,0.69662064,0.77209854,1.0067002,0.5959805,0.7510451,0.8051429,1.1575243,0.5809379,0.9792835,1.0488931,0.9935607,1.175423,1.010905,0.76844335,1.0947485,1.2500142,1.1646717,1.0625547,0.97902775,0.9452462,1.0458138,1.0563328,0.0,0.8898524,0.60410094,1.014495,0.4712665,0.6676426,0.98203796,1.1192379,1.257686,1.1624779,1.0704892,1.1875421,0.77202934,0.8125485,0.9197099,0.72367615,1.1383159,0.9942051,1.1562755,1.1116683,0.82151115,1.114176,0.97805667,1.3290608,0.81143355,1.1899943,1.1343722,1.193259,0.8244896,1.194056,1.1718655,1.2635859,0.7679266,1.056532,0.81415606,1.0692647,0.8363597,1.1401192,0.9080653,0.7208623,1.2399114,1.2315096,1.3233635,0.83490187,0.63297415,0.8234545,1.1825426,1.0434418,1.0949671,1.2792681,0.97448057,1.2927343,0.77401197,1.2258178
muffin,1.1674749,0.9056331,0.21720028,1.0007122,1.3170729,0.74370265,0.77613235,0.88425684,1.1096789,1.3317485,1.4020374,1.0610785,1.4367945,1.3414326,1.3668172,1.1410834,0.98671377,0.7020054,1.2737572,0.06762755,1.0490115,1.1190132,1.1050442,1.1246133,0.5571209,1.1753554,1.4075115,0.9088593,1.1804324,0.93509805,0.96923083,1.348238,0.7104914,0.96384877,1.2841417,0.9904943,1.0512689,1.1806314,1.0335819,1.270524,1.1597501,0.8165351,0.30257738,1.1277725,1.0126783,0.81482923,0.8755822,0.99466133,0.8393284,1.0115935,1.0916998,1.0576577,1.0682067,0.81810004,1.1397768,1.0684915,1.1483637,0.96028185,1.1115261,1.3703274,1.3849819,0.959326,1.108775,1.0271044,0.71739507,1.1619903,0.8898524,0.0,0.9764608,1.0725546,1.0888911,1.0023848,0.29426342,1.2223982,1.0556685,1.3174872,1.2949003,1.1355519,0.14564699,1.0014352,1.016064,0.6731124,1.1323361,0.9004678,0.63654524,0.27827245,0.88963604,1.1067681,1.0444701,1.1970936,1.063884,1.0630051,1.1164558,1.2397228,1.1031007,0.86506367,1.0912945,1.3726826,1.004821,1.1074097,1.0174204,1.1828759,0.7489268,1.0661744,1.020271,0.29965675,1.0851252,1.3445033,1.2478974,0.7737256,0.9206957,0.93567455,1.1635666,1.0390645,0.9001163,1.0620254,1.0564355,1.3695425,1.0355865,1.1557837
nail,1.1113508,0.86141175,0.8461126,1.2716707,1.359494,0.89839506,0.90085775,0.8617528,1.3242593,1.295844,1.3139373,0.481992,1.3610169,1.4020314,1.3489652,1.2341148,0.2908845,1.0764692,1.3651366,0.823321,1.1255051,0.82862055,0.97403437,0.8436078,0.72770846,0.99688214,1.3125792,0.5996772,1.0550622,1.1303368,0.6954885,1.2963766,1.280247,0.3393736,1.3980359,0.28991902,0.9698056,1.2018695,1.1276431,1.2068912,1.1676003,0.58696806,0.7809609,1.0106299,0.6039115,0.72726965,0.77116674,0.3277055,0.9880704,0.90625554,1.2767439,0.39768112,1.2086432,0.8945504,1.00973,1.1678998,1.1831278,0.522035,1.1951109,1.3196325,1.3260307,1.1240958,1.0453128,0.5225257,1.1378115,1.3001833,0.60410094,0.9764608,0.0,0.7887173,0.5684119,0.6040833,0.85240483,1.2386467,1.2551168,1.3911443,1.2410741,1.2808738,0.8673047,0.53790754,0.7034319,0.8454398,1.0736321,0.8755826,1.2909167,1.2032957,0.78032136,1.0962896,0.9076914,1.3644073,0.9834603,1.1807511,1.240837,1.2516618,0.8784147,1.2681394,1.3159094,1.3368487,0.3777507,1.0723668,0.67613614,1.2664037,1.0234861,1.1134132,0.94571006,0.8090893,1.3182377,1.2786857,1.4591869,0.47029603,0.33458585,0.77603704,1.2595507,0.8771664,0.76992965,1.4292709,0.9956576,1.314114,0.32343507,1.2190545
napkin,1.1342802,0.84001714,1.0780929,1.1510316,1.2273228,1.034375,1.0305653,0.9971947,1.0849284,1.0297511,1.2222482,0.5025943,1.050263,1.2635751,1.0536661,1.195495,0.6167579,1.0483583,1.2203134,0.9929528,0.92530906,0.891768,0.6079637,0.7615341,1.0567695,0.9283206,0.68529564,0.8264554,0.70476454,1.0468509,0.78809726,1.2419376,1.2353873,0.6594036,1.1750715,0.6473162,1.1176428,1.1338674,1.2073821,0.85241395,0.94360113,0.7309878,1.1671678,1.2794853,0.8130796,0.8839028,0.88598967,0.8468631,1.0679587,1.1332146,0.9892113,0.9412458,0.9356725,0.7554225,1.30459,1.1005294,1.1693482,0.8555777,0.9400921,1.107541,1.0847416,0.9255013,0.8242432,0.5914434,1.2290864,0.92696226,1.014495,1.0725546,0.7887173,0.0,0.88254154,1.0938711,0.9921746,1.1649475,1.2224447,1.1243187,1.0210927,1.2521493,1.0261799,0.61180663,0.64900976,1.1417431,0.55804384,0.89357233,1.3230577,1.1684922,1.0332882,0.60737914,0.9647208,0.9110807,1.0722167,1.0952911,1.2579496,1.1318438,1.0188178,1.1941516,1.0049094,1.1720937,0.5325862,1.18076,0.7426263,0.86465186,1.1576928,0.9865868,0.8456813,0.9682943,0.990675,1.2528346,1.3027816,0.7502943,0.77711284,0.82971144,1.1788661,0.03700143,0.98428434,1.4001114,0.7708839,0.8905408,0.62447846,1.164127
necklace,1.1142412,0.85852885,1.0064363,1.1731412,1.0538238,1.167112,1.0517054,0.9027346,1.1818354,1.1974463,1.1482221,0.77885765,1.0742147,1.1476157,1.1457632,1.2720824,0.86476743,1.2023478,1.2776455,1.0767077,1.0744555,1.0105121,1.0314584,1.2223359,0.67459434,1.1543075,1.074959,0.9094573,1.0729111,0.92033297,0.78722656,1.0966516,1.2178488,0.76107633,1.3229465,0.9276055,1.0159923,1.1072471,1.1484804,1.0776157,1.0719757,0.8087778,0.84134656,0.95476943,0.5107294,0.89750457,1.1169082,0.45792735,0.9194571,1.0717117,1.1697841,0.26680303,0.8060936,1.203557,0.8595964,1.2186018,0.779087,0.66136575,1.0458447,1.0820347,0.9033172,1.0324585,0.9520608,0.94126755,1.1729567,0.8945583,0.4712665,1.0888911,0.5684119,0.88254154,0.0,0.4140696,1.1223067,1.1141946,1.1155926,0.9827582,0.8099929,1.2354342,1.0076145,0.8031808,0.93042076,0.87722003,1.0581708,1.1070877,1.2349094,1.2418327,0.7620015,0.98284984,1.0843129,1.2454002,0.998372,1.2241802,1.1939859,1.0067753,0.6436453,1.2293415,1.1004298,1.2492695,0.75957906,1.1446586,0.8394506,0.95055777,0.984578,1.2053224,0.9318627,0.8799889,1.2913667,1.1053233,1.2814975,1.0358533,0.38610792,0.82770014,1.1390617,0.927376,1.287034,1.2668998,0.9058775,1.1383326,0.69088674,1.2178054
nose,1.0495394,0.75904953,0.89853764,1.069947,1.0535691,1.0415963,0.957975,1.0260478,1.2101713,1.1494435,1.0629678,0.95901453,1.1047978,1.0805529,1.0644565,1.2196028,0.999866,1.1929175,1.2235887,0.9912893,1.1084485,1.1336375,1.1220709,1.2611871,0.65362614,1.0617869,1.179245,1.0460272,1.0813478,0.9877381,0.99399084,1.0315982,1.1545486,0.9998667,1.1948824,1.0133959,0.99489063,0.9719443,0.9043427,1.1742663,1.1341628,0.88024384,0.7260416,0.7386379,0.64161867,1.0241961,1.1859314,0.55884653,1.1117308,1.0124203,1.129904,0.42736435,0.9135014,1.1705028,0.67698133,1.1009778,0.720911,0.71241856,1.0813086,1.1278335,1.0172546,1.162151,1.1334049,1.0758862,1.0468845,0.9470341,0.6676426,1.0023848,0.6040833,1.0938711,0.4140696,0.0,1.0704554,1.0980768,1.0526278,0.93716043,0.9896512,1.1384876,0.96808463,1.0134337,1.1410345,0.79347134,1.1193684,1.1784242,1.12446,1.0392171,0.7624461,1.117713,1.0601981,1.2456262,0.9981863,1.105756,1.1653583,1.0521088,0.63447917,1.2358364,1.1955378,1.1713519,0.935243,1.0657636,1.0245491,1.1019311,1.0951563,1.139348,1.1202807,0.8298231,1.2354428,0.97317684,1.1905613,1.0508099,0.43790388,1.000289,1.0879287,1.1147336,1.1262228,1.1172123,1.0344465,1.2117598,0.89436924,1.1204692
orange,1.1553719,0.8167856,0.12804055,1.1987932,1.4076709,0.56426185,0.7247315,0.7103983,1.122508,1.3443643,1.4464626,0.99745995,1.5319523,1.3830258,1.3918312,1.0152414,0.81467044,0.73507434,1.1799217,0.24132937,0.9731726,0.91536707,1.093768,1.0051478,0.671706,1.1569278,1.3963768,0.7504357,1.1117373,1.0702854,1.0161774,1.396666,0.8756887,0.8109087,1.2417041,0.85295606,0.9092951,1.2474263,0.9287293,1.2583971,1.1976764,0.7692619,0.37622356,1.1913145,1.0122492,0.92655265,0.74305236,0.99238026,0.8556866,0.8706043,1.064086,1.0151465,1.2521405,0.6797581,1.2447262,1.1347582,1.2131271,0.9793439,1.1033169,1.3186942,1.4904469,0.9611215,1.0877438,0.8960002,0.6471479,1.2648978,0.98203796,0.29426342,0.85240483,0.9921746,1.1223067,1.0704554,0.0,1.2517426,1.0841746,1.4475558,1.4131143,1.0143876,0.4871599,0.90674466,0.9156567,0.6994851,1.1698472,0.7842775,0.66570973,0.4736101,1.0442444,0.99252796,0.92231196,1.2295192,0.88874,1.1351411,1.1345583,1.3232303,1.2156343,0.9089892,1.253757,1.3442482,0.899513,1.1265304,1.0465608,1.2981235,0.75991046,0.9676274,1.037966,0.34217125,0.9804097,1.356074,1.2315834,0.6153217,0.9004852,1.0625266,1.1645925,0.96359235,0.6635555,1.1097364,1.0934033,1.3148562,0.9497847,1.168147
oven,0.90995675,1.2116684,1.2481953,0.9668293,0.7437504,1.1367241,1.0940647,1.1225203,1.0440525,0.7230725,0.7571031,1.1789265,0.42597067,0.7671417,0.7746747,0.85297227,1.2320321,1.1267513,0.70889187,1.2841218,1.0781884,1.1161958,1.0482498,0.8801635,1.2885145,0.8002766,0.84922993,1.1988378,0.9935046,1.0126711,1.1516814,0.78891903,0.9295358,1.2363281,0.78618085,1.1669866,1.076926,0.92088026,1.0533949,0.84985095,0.94952685,1.254659,1.272727,0.90288126,1.1934817,1.210619,1.0726374,1.201473,1.1228681,1.1113081,0.8974341,1.1690902,1.0076052,1.2577513,0.8720812,0.9142674,0.87687653,1.1846215,0.9871647,0.69799715,0.7047687,0.9504208,1.0326345,1.1646354,1.0758407,1.0031837,1.1192379,1.2223982,1.2386467,1.1649475,1.1141946,1.0980768,1.2517426,0.0,0.8760533,0.8413421,0.7919314,0.790949,1.2106826,1.2039177,1.1354764,1.1937529,1.074217,1.1114321,0.96091366,1.155316,1.1191788,1.0120568,0.9467556,0.8454064,1.0862732,0.92220813,0.67664087,0.79396427,0.9712649,0.9704206,0.8468565,0.69011885,1.1964564,0.823955,1.1555431,0.959181,1.1639928,1.0207849,1.0905619,1.269166,0.9675969,0.7857635,0.7274587,1.276092,1.2516677,1.1929691,0.75671774,1.148463,1.1585088,0.8259607,1.0808499,0.8114413,1.1156976,0.8404739
owl,0.69484127,1.1708703,1.0703084,0.89193285,0.7166021,0.91510123,0.93869746,1.1593616,0.946713,0.8074881,0.73652315,1.3013084,0.87233233,0.6644821,0.61435896,0.94514316,1.2966049,0.96263856,0.83393383,1.0483344,1.0037019,1.1371787,1.1877012,1.2008402,1.1559498,0.71005243,0.9067338,1.1848369,1.1726809,1.0018152,1.1842929,0.7434966,0.89172846,1.40241,0.72749746,1.3087618,1.067911,0.5307897,0.9050466,1.0615346,1.0708355,1.3364054,1.0754039,0.9529455,1.2474635,1.2960757,1.112339,1.230099,1.2121661,1.0646611,1.0721065,1.2031988,0.90427697,1.1899353,0.92923313,0.8264336,0.91326684,1.1288402,1.1953098,0.7235536,0.7747545,1.1824994,1.0820056,1.3344654,0.96852505,0.8654791,1.257686,1.0556685,1.2551168,1.2224447,1.1155926,1.0526278,1.0841746,0.8760533,0.0,0.67989385,0.8873957,0.8690423,1.099129,1.3552788,1.2658128,1.1721511,0.955762,1.1093775,0.86759764,0.91777754,0.9864053,1.0572356,1.114619,1.038893,1.04444,0.8156762,0.9295793,0.81306434,0.90265507,0.9172857,0.9569253,0.80610013,1.3564745,1.0440203,1.1951079,0.9106275,1.1875894,0.95427525,1.1298825,1.1729076,1.0928912,0.777931,0.76231533,1.2406113,1.2773597,1.2686872,0.8732227,1.1593859,1.0879401,0.73418915,1.0570894,1.000898,1.3011885,0.8981285
pajamas,0.85360795,1.1397041,1.3680534,0.66357815,0.43418282,1.1492424,1.0431023,1.2745543,0.9324863,0.5415652,0.41765743,1.2928948,0.5906788,0.28333938,0.38844174,0.90082246,1.4960123,1.1751438,0.789935,1.3917797,0.9961299,1.2545252,1.2562162,1.2636515,1.1788391,0.92290205,0.67524576,1.4067785,1.1212163,0.85347277,1.2336789,0.505779,0.987689,1.54894,0.6812659,1.4615154,1.1368955,0.6814538,0.88503337,1.0162433,1.0766318,1.3554876,1.2230737,0.86311585,1.061946,1.3320343,1.3668277,1.234694,1.3067985,1.1496959,0.98202926,1.2252864,0.52432853,1.1662948,0.815957,0.85220945,0.52445215,1.2573382,1.0454971,0.4352076,0.42147386,1.2389367,1.2262535,1.4766821,1.0496848,0.42735255,1.1624779,1.3174872,1.3911443,1.1243187,0.9827582,0.93716043,1.4475558,0.8413421,0.67989385,0.0,0.58338803,0.77939606,1.3384993,1.4692154,1.4835752,1.201613,0.8813181,1.3783079,0.9745872,1.0885999,1.0585427,1.0156584,1.3417872,0.9319725,1.1551398,0.8518968,0.90753096,0.5624766,0.8497555,1.029912,0.90699595,0.6403826,1.4285171,0.9052609,1.2409736,0.5590767,1.279829,1.0850942,1.234448,1.285476,1.0492485,0.35118812,0.56043077,1.5122596,1.2532704,1.159111,0.84509873,1.0658698,1.260656,0.64112115,1.1293042,0.9026647,1.4344817,0.8524697
