,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,1.0445219,1.1462271,1.5111749,1.2867109,0.5362296,1.2004104,1.1938249,1.3872722,1.1771356,0.314098,0.0,1.3147094,0.45938218,0.43950754,1.263838,0.15444422,0.42876935,0.99628997,1.4875292,1.4656075,0.77004653,1.3749228,1.4007757,1.174933,1.3044156,0.9569837,0.8712478,0.84972465,0.90882045,1.082798,1.392372,0.6863538,0.61353344,1.2567155,0.86884755,1.1883208,0.07954407,0.778705,1.4946263,0.43893385,1.3801314,0.8907025,0.7598306,1.0023482,0.87604153,0.8183094,0.6425437,1.3979685,0.5514085,1.2607306,0.82123667,1.2859169,1.3140446,1.4126339,1.1601166,1.2888851,1.2696414,0.9921033,1.2472663,1.2690891,0.9468903,1.2857871,0.8944312,1.1583493,0.92860985,1.2811067,1.0548723,0.46254468,1.3126956,0.3844478,1.2501475,0.68502635,1.4534428,1.1714301,1.0698855,0.7523701,0.9499312,1.0729927,1.2452171,1.3253962,1.1290752,1.2103848,1.3082657,1.3001184,0.60062426,0.92819333,0.43319535,0.60841775,0.6741318,0.70799804,1.4258387,1.3715491,1.3489008,0.74193,1.3685225,1.2241464,1.2878432,1.4814972,0.8382817,1.3377633,0.70987535,0.6807641,1.2394493,0.67546695,1.2952875,0.39043677,1.2145029,0.8199117,1.3815153,0.6885998,0.74280614,0.3445784,1.565115,1.3561908,1.1171108,1.0405893,1.4574252,1.0726012,1.3079464,0.52567756,0.4033541,0.3409984,1.4841852,1.2820472,1.3890107,1.1195444,1.16927,1.2839503,0.6587329,0.8123723,1.2456422,0.93139815,1.1290044,1.4661258,0.7325698
belt,1.0443352,0.87765574,0.52452135,1.1374878,1.3002702,1.126682,1.0807709,0.65112644,0.70761144,1.3307524,1.3147094,0.0,1.1113423,1.4618766,0.99881786,1.3293324,1.2430604,1.052908,0.35019994,0.2911861,1.2407243,0.993216,0.7513749,1.0395353,0.5508814,1.0768474,1.2522036,0.89087415,0.6195672,1.3071506,0.7011338,1.205057,1.1684937,0.97998434,1.2121744,1.2215086,1.2963605,1.3384514,0.22089344,1.3032669,0.72720176,1.4241233,1.2911783,1.2073385,0.9625361,1.149869,1.2578619,0.90231466,1.1319996,0.668554,1.187011,0.5854631,0.5311575,0.5991302,0.8356106,0.6216851,0.96743345,1.1819625,0.69059414,0.80841434,1.0419196,1.2380302,1.1200595,1.2161818,1.2471908,0.46174264,1.0940533,1.2312747,1.0048914,1.1965345,0.38558257,1.1621625,0.21534562,1.1340146,1.1363845,1.4005121,1.1746264,1.0684012,1.2604176,0.24594581,0.664931,0.85895824,0.7507607,1.0774417,1.2024384,1.0856807,1.3021219,1.1726654,1.3164456,1.2647756,0.31519365,0.3369009,0.96860975,0.88259244,0.7336347,0.89772373,0.97777677,0.5728873,1.1686773,0.56980205,1.0391575,1.1944005,1.0873708,1.1889019,1.1516132,1.2891198,1.0560703,0.97797316,0.6725563,1.0761211,0.9387931,1.3045638,0.33899748,0.31600344,0.7917172,1.1871985,0.7598041,1.3090836,0.86289,1.3734466,1.2705618,1.390404,0.5860777,0.611789,0.7245219,1.21879,0.65241694,0.9901762,1.3304186,1.1692463,0.78328824,1.1451085,0.92660856,0.31284642,1.0886185
bench,1.1641343,1.2089975,1.4111784,1.3761537,0.69359505,1.2949066,1.2705169,1.2463725,1.0348495,0.5959765,0.45938218,1.1113423,0.0,0.8639055,1.253396,0.6554654,0.6779233,1.0850773,1.3463321,1.2271018,0.7541567,1.3076075,1.1916115,1.2287291,1.1053034,1.0056369,0.79668885,0.8047323,0.5937663,1.114181,1.3386501,0.6427579,0.78299767,1.1021925,0.6673298,1.2333144,0.44178623,1.142861,1.2615438,0.54667944,1.3181751,0.9039483,0.9076422,1.1299909,0.5029947,0.4158597,0.8644285,1.4461985,0.726207,0.98948735,1.0170963,1.1749706,1.0800787,1.3618759,1.20942,1.0090306,1.2932715,0.97559136,1.1153655,1.141304,1.0925144,1.2759933,0.9050076,1.1759896,0.9499047,1.1638373,1.1339414,0.889879,1.2112995,0.54459554,0.9464136,0.48020905,1.1999288,1.191638,0.98768455,0.93177974,0.8464986,1.0762001,1.2936622,1.2209158,1.0981677,1.1541735,1.1769134,1.3239169,0.3732729,1.1052537,0.7998859,0.7391629,0.95076835,0.92993987,1.178707,1.1784945,1.2704425,0.862624,1.1699051,1.036828,1.2498785,1.4004862,0.74291694,1.0245247,0.3987506,0.7416613,1.0803263,0.97744924,1.2895871,0.71120334,1.2039893,0.6877959,1.040317,0.4921584,0.43838406,0.69063604,1.3554844,1.3103459,1.0241115,1.087362,1.3604956,1.0394126,1.2536254,0.5941854,0.6975453,0.5289834,1.3899289,1.1911676,1.216672,1.114056,1.1267276,1.2414995,0.9107127,0.77858466,1.1006407,0.9229139,0.87953854,1.253773,0.7278064
bib,0.910878,1.1179793,1.4915206,1.0917237,0.6695801,0.91627634,0.9694926,1.3632689,1.1877551,0.5737116,0.43950754,1.4618766,0.8639055,0.0,1.172756,0.36472535,0.7078515,0.73278093,1.4644848,1.5929425,0.6075876,1.3155596,1.3142624,1.0187136,1.4160622,0.9787586,0.91468054,1.0567659,1.1876111,0.94600934,1.3553271,0.7895799,0.7003325,1.1959219,1.0054921,0.99141276,0.49207443,0.5612905,1.5193378,0.5894142,1.2835754,0.7657819,0.7852229,0.79940176,1.1364045,1.0371039,0.6181495,1.2957386,0.8269018,1.3082155,0.8307295,1.298625,1.3466995,1.3200248,1.1741625,1.3334694,1.0893536,0.93608207,1.2552917,1.1033716,1.0317684,0.86701584,0.99730635,1.104847,0.7449754,1.3276066,0.94541943,0.44172013,1.1822038,0.6384823,1.4651132,0.8934333,1.5611415,0.9742245,0.9565681,0.5156528,1.0351578,1.0139797,1.0219845,1.4419837,1.2178651,1.0073742,1.3419359,1.1541452,0.9224253,0.9209156,0.3657254,0.81262237,0.4718814,0.53814137,1.499295,1.4373232,1.275589,0.92469734,1.3440154,1.1515114,1.2287425,1.4887471,0.791591,1.403977,1.0548085,0.8261585,1.1110632,0.53549826,1.0600418,0.54930246,1.1130531,0.97317547,1.4310119,0.9902753,0.9987796,0.50969195,1.5558797,1.3574817,1.19102,0.9254977,1.367614,0.94221836,1.205106,0.671057,0.45692658,0.44357407,1.4439635,1.3479291,1.3177425,0.81871283,1.2191696,0.97233623,0.31263465,0.9598906,1.2887206,0.9572844,1.2196453,1.4898794,0.91072166
bird,0.6768267,0.9019031,0.8386376,0.92359424,1.2630283,0.88348854,0.9388854,0.8147223,0.9449952,1.2424073,1.263838,0.99881786,1.253396,1.172756,0.0,1.2723509,1.0893321,0.8906967,0.8859253,0.78928083,1.0920033,0.8834388,0.9193609,0.5290719,1.0266002,0.900215,1.1768258,1.0695591,1.1775637,0.9345627,0.7050959,1.2546535,1.1586468,0.8826202,1.0027951,0.8070431,1.2598593,1.1522337,0.8521082,1.1916246,0.8139353,1.1194439,1.0209196,0.96494883,1.1271483,1.158284,1.1665341,0.7563676,1.1759082,1.000394,1.0104722,1.0860173,0.83670044,0.74919236,1.0524275,0.9314309,0.48903072,1.0006074,0.97724015,1.0148575,0.8923564,0.9453844,1.0945957,1.0168242,1.2489898,0.9789716,0.82761824,1.1981553,0.8625958,1.3400683,0.944558,1.1235266,0.8620147,0.96669173,1.1505977,1.0933306,1.1664028,1.0628669,0.89182365,0.97116894,0.97552955,1.0769742,0.8778851,0.97045916,1.1832494,0.9866707,1.2038699,1.208698,1.079591,1.1584858,0.8342891,0.8681135,0.9208144,1.0182883,0.89943254,0.86665416,0.7694928,0.85195166,1.130592,0.9106504,1.2034819,1.1426166,0.6039136,1.1556418,0.82706195,1.266759,0.8039397,1.2321314,0.8597201,1.1898029,1.1811595,1.237248,0.80390793,0.8623378,1.1040233,0.98826885,0.7298223,1.0035915,0.88658035,1.24753,1.2527481,1.2481557,0.7274553,1.0511979,0.99278665,1.1182464,1.0322183,0.8307075,1.0668164,1.1605088,0.8988188,1.1635213,0.9818304,0.94505584,1.1478
blanket,0.93421555,1.1546683,1.5151618,1.1820323,0.6536722,1.1524613,1.1606199,1.3944168,1.0917538,0.43174833,0.15444422,1.3293324,0.6554654,0.36472535,1.2723509,0.0,0.6264931,1.0375695,1.486487,1.5070438,0.8434582,1.326989,1.3579624,1.1277082,1.2820289,0.9856266,0.9421264,0.80895776,0.96454066,1.0258932,1.3907354,0.7630569,0.61395115,1.2262759,0.9318675,1.0867586,0.31754297,0.5212631,1.5141665,0.52551186,1.3312182,0.9240208,0.692966,0.86281216,1.001743,0.9079397,0.60618657,1.3702497,0.5653461,1.325735,0.94042057,1.3431492,1.303906,1.3782923,1.044212,1.2600179,1.2432586,1.0304528,1.3272845,1.1005839,0.849418,1.2533963,1.044255,1.1391003,0.9738981,1.3016362,1.0430127,0.3878404,1.2716302,0.4195761,1.316885,0.81875265,1.4724252,1.1203295,1.0611901,0.52086157,0.9652734,1.0654494,1.1178768,1.3918176,0.969745,1.1512026,1.3015585,1.2802434,0.7910273,0.72027564,0.25877583,0.613825,0.7435143,0.5366384,1.4166433,1.3683448,1.2630925,0.64267886,1.3572738,1.1951573,1.2631376,1.4699512,0.8111335,1.3448594,0.8743229,0.67074883,1.1759686,0.45723224,1.2811265,0.47120416,1.18472,0.83916694,1.4460986,0.83567387,0.8685985,0.45999515,1.5603611,1.356634,1.0335975,0.9987855,1.4664357,1.050671,1.3674023,0.6827536,0.41305006,0.51640517,1.5025578,1.3678051,1.3757957,1.043629,0.9756286,1.246015,0.71228814,0.8651775,1.269346,0.91489184,1.1619859,1.4642596,0.8038337
boat,1.1346105,1.0988879,1.2852306,1.2165625,0.7483496,1.159448,1.1834626,1.1865011,1.2072473,0.6005076,0.42876935,1.2430604,0.6779233,0.7078515,1.0893321,0.6264931,0.0,1.006529,1.3605986,1.2301747,0.893478,1.1128145,1.3914943,1.0997523,1.3573296,0.997051,0.91570336,0.90276515,1.12648,0.85965264,1.2531035,0.8746929,0.74505097,0.99843514,0.7993263,1.0145665,0.43751717,0.9290592,1.3558998,0.7350013,1.2836725,0.72204745,0.7614105,0.97606105,0.9987756,0.9769187,0.804397,1.1861666,0.75904286,1.1360914,0.8324426,1.2127445,1.1648029,1.2720789,1.1818289,1.2114304,1.1889744,0.98029,1.1815672,1.3079611,0.96511215,1.170712,0.88461864,0.9980939,0.9321205,1.2715069,1.0740224,0.7265796,1.2270777,0.7065078,1.1579504,0.85165787,1.3455688,1.0106794,1.1285661,0.97020626,1.0457875,1.0363778,1.0474155,1.1939275,1.2658981,1.2202986,1.1825616,1.1508305,0.7326089,1.0157194,0.78100586,0.7826766,0.75209373,0.8414725,1.2989918,1.2684237,1.1029382,1.155457,1.0550593,1.1981199,0.9791713,1.26549,1.0664783,1.2486445,0.8685769,0.8615546,1.0704291,0.8600042,1.1177645,0.63948065,1.1180954,0.9438808,1.2551928,0.80332327,0.8402524,0.56823045,1.3115363,1.2521417,1.228905,0.89972365,1.2312667,1.065947,1.1791328,0.71169245,0.6738749,0.4563055,1.2079011,1.1498243,1.2985215,1.1299701,1.3153645,1.1945888,0.68905365,0.94941914,1.1671139,1.0057713,1.1744467,1.3372312,0.8342496
book,0.75121254,1.1100953,1.2334063,1.0276287,1.1603281,0.90189326,0.95301163,1.0555028,0.7386445,0.95113206,0.99628997,1.052908,1.0850773,0.73278093,0.8906967,1.0375695,1.006529,0.0,0.9422292,1.0583781,0.3493119,1.1870338,0.8235673,0.7695018,0.929391,0.7121565,1.133048,1.28546,1.0717721,1.0596192,0.88086766,1.1057799,1.0681832,1.0507175,1.1741451,1.0477834,1.0028026,1.055173,0.95000005,0.67494166,0.8411654,1.0077094,1.0999773,0.75478786,1.1494939,1.075509,1.0629755,1.0441208,1.2478794,1.0740939,0.8568627,1.2251378,0.9693737,0.8963448,1.0533872,0.9917189,0.70006585,1.1146172,1.1426877,1.2956496,1.09703,0.71694094,1.0847245,1.1041656,1.0820109,1.0885442,0.70860225,0.9488635,0.87601984,1.2210815,1.06353,1.0517308,1.0084877,1.0980037,0.8769485,1.1505506,1.1398314,1.096884,1.1595304,1.1150559,1.0536168,1.1139255,1.1202224,1.0657262,1.0173852,1.2059734,0.98309785,1.2643917,0.2906958,1.0245334,0.9128534,0.906284,1.1819849,1.014618,1.202207,0.98912513,0.8248234,1.2366214,0.9892634,0.8405687,1.1056113,1.1291296,0.98527485,0.9707191,0.76332176,1.1276857,0.86415994,1.2466388,1.1281296,1.2071817,0.98211235,0.8819012,1.0400153,0.86865354,1.1062672,1.0670538,0.83798116,1.0215946,0.9026262,1.1114806,1.0439241,0.73763925,0.9447427,1.2313277,1.2026008,0.9438564,1.0422364,0.56500137,0.45398057,1.171521,0.9194311,0.96313006,0.9827684,1.1628351,0.96928877
bottle,1.0214636,0.9269019,0.45377356,0.92553234,1.3844724,0.91634357,0.89345133,0.6033022,0.61631256,1.3978202,1.4875292,0.35019994,1.3463321,1.4644848,0.8859253,1.486487,1.3605986,0.9422292,0.0,0.32798642,1.2436066,0.9776712,0.47022867,1.0125109,0.4944421,1.0143013,1.2570788,1.1617761,0.87916756,1.2385937,0.48867738,1.2030858,1.318121,0.93611085,1.2211301,1.1515943,1.4562316,1.324662,0.27977216,1.3194393,0.3893721,1.28803,1.3094181,1.1068648,1.1109009,1.3214722,1.2806989,0.7361306,1.3507165,0.8497925,1.1534634,0.80764484,0.741424,0.43246174,0.95104223,0.8854906,0.8758904,0.9530844,0.81776726,0.91680425,1.0732529,0.9400814,1.1889164,1.1285062,1.3400593,0.5074711,1.0764596,1.3340874,0.61294746,1.42409,0.5949877,1.2752984,0.30059683,1.0550486,0.9821952,1.3504076,1.0505061,1.0999813,1.1676006,0.3359102,0.7109068,0.9689771,0.78360486,0.91131866,1.272287,1.1359919,1.3768536,1.3128833,1.2823665,1.3058611,0.40645278,0.4090811,0.89763325,1.0365577,0.9116005,0.90037763,0.79476774,0.4766264,1.0799057,0.586252,1.1168156,1.3023965,1.0433594,1.225244,0.9344323,1.4486971,0.90642357,1.2354395,0.6027934,1.1857585,1.169095,1.3195394,0.34567785,0.23400104,0.97455335,1.1760498,0.64342463,0.89473873,0.8227644,1.3934562,1.4481095,1.406647,0.38239384,0.76954865,0.8216332,1.0065297,0.68267345,0.67704374,1.2916417,1.266629,0.808163,1.0817919,0.73406434,0.4182644,1.2011216
bowl,1.0193907,0.8764273,0.3254469,1.0027422,1.4137311,1.0672776,1.0394671,0.4642613,0.65929145,1.3842468,1.4656075,0.2911861,1.2271018,1.5929425,0.78928083,1.5070438,1.2301747,1.0583781,0.32798642,0.0,1.2715819,0.6949403,0.6120206,1.0241699,0.641016,1.0710162,1.200384,1.0733916,0.91057056,1.1339748,0.5789844,1.3427954,1.3416791,0.7566648,1.2041788,1.0943527,1.4545506,1.4135779,0.24088955,1.3674173,0.5120939,1.2876334,1.3165798,1.1717317,1.2032602,1.1519904,1.414947,0.6473777,1.2558644,0.745402,1.1859194,0.6546316,0.46815145,0.5718488,0.90271425,0.6751572,0.8297864,1.0993936,0.7342763,0.8002648,0.9965255,1.0139724,1.1756086,1.026774,1.3255055,0.45356703,1.1528784,1.4632977,0.77751315,1.4783838,0.36545587,1.2972225,0.32480758,1.0386591,1.137018,1.4106375,1.2011715,1.0726144,1.0727203,0.2722898,0.647923,1.002284,0.7407489,0.8496011,1.2085284,1.1486219,1.4887947,1.3421552,1.3997145,1.3990897,0.2762965,0.32511765,0.6829567,0.9353242,0.62418246,0.9607436,0.5624894,0.36844307,1.214573,0.54104346,1.1596107,1.2637925,1.0772582,1.3328413,1.0155487,1.5003023,0.9623591,1.1746745,0.5679592,1.1883557,0.9625401,1.3675933,0.2130478,0.42202199,0.86347777,1.0688714,0.55560184,1.1016225,0.7988055,1.4353521,1.520407,1.4632108,0.2769757,0.6082559,0.623953,1.1972601,0.74937356,0.8522098,1.3195395,1.2727205,0.73939073,1.2064531,0.99905753,0.3525281,1.2926359
box,0.93687725,1.2418513,1.4736416,1.1650647,0.9856606,1.0106288,1.0521513,1.2183386,0.7642696,0.6671046,0.77004653,1.2407243,0.7541567,0.6075876,1.0920033,0.8434582,0.893478,0.3493119,1.2436066,1.2715819,0.0,1.2444726,0.87970537,0.932709,0.8397118,0.8013189,1.0618088,1.1517458,0.90737873,0.9603418,1.1764516,0.8291557,0.93001795,1.0249144,1.0166163,1.0349282,0.8079301,1.0263528,1.300931,0.33648562,0.9939105,0.850742,1.0229193,0.9019155,0.8733041,0.65730214,0.978873,1.1618209,1.0898116,1.1318974,0.90083855,1.3957548,1.1356729,1.2670618,1.1060265,1.035761,0.9700393,1.1514435,1.2982736,1.3801907,1.1127197,0.8011179,1.0827645,1.025935,1.044467,1.3443825,0.8629073,0.86161906,0.9122869,0.97699475,1.1920372,0.7300994,1.2114503,1.0751444,0.7474589,0.9993267,0.92242914,1.1304749,1.1310308,1.3902855,1.1231902,1.1888022,1.249842,1.0527911,0.65935004,1.1597674,0.8701072,1.1150376,0.39634705,0.96800447,1.2526214,1.2429543,1.1711912,1.0309378,1.2546446,1.0833881,0.891415,1.4557805,0.7962648,0.8785669,0.77472395,0.99673164,1.0349916,0.96534747,0.8475238,0.9546181,1.0243229,1.163212,1.21114,0.9554184,0.6943303,0.6781255,1.3558478,1.1642728,1.1131932,0.97233,1.0370703,0.9067023,1.0607964,0.87262034,0.8842926,0.556859,1.1898313,1.4370955,1.381278,0.97605443,1.1093413,0.76601523,0.33299112,1.0106357,1.1134495,0.7479831,0.92797893,1.4607538,0.7818645
bread,1.0160103,0.8794751,0.5594467,0.7517344,1.1436585,0.951525,0.9939909,0.57010126,1.1648468,1.385391,1.3749228,0.993216,1.3076075,1.3155596,0.8834388,1.326989,1.1128145,1.1870338,0.9776712,0.6949403,1.2444726,0.0,1.0526761,1.0529134,1.1283388,1.1275387,0.93485427,1.1971974,1.2866707,0.59072906,0.9386403,1.2569821,1.1795288,0.70863163,1.1748495,0.6656058,1.3166647,0.90518314,0.88227314,1.4182131,0.94188976,0.81873125,1.0549488,0.9803083,1.3258641,1.2060313,1.2675822,0.5534074,1.2779784,0.9136065,1.0741637,0.7649968,0.80751073,0.9791996,0.87437737,0.95665616,0.87671465,1.0541353,0.87615395,0.7667378,1.0894364,0.83546853,1.0643647,0.2676617,1.0131683,0.85508037,1.083076,1.3047727,0.9508538,1.4100797,1.01701,1.3435218,1.0046878,0.6313393,1.1548176,0.9571772,1.1649156,0.93966734,0.35855043,0.8773638,0.87916934,0.9105717,0.84778565,0.30938542,1.2797827,1.2063171,1.3231509,1.2568583,1.2266268,1.1054136,0.9293996,0.9662084,0.2597788,1.0240637,0.5106045,1.1124622,0.668344,0.50983465,1.2279136,1.0071132,1.2698036,1.2176183,1.0371639,1.1090457,0.93249154,1.3551102,1.0020068,1.1431985,0.88666683,1.2025957,1.2669488,1.3743066,0.7419647,0.95989496,0.9468787,0.78359604,0.8416939,0.9893188,0.82496464,1.2663116,1.3452021,1.3030288,0.65098006,0.75976735,0.69937044,1.0501549,0.98408747,0.97059274,1.2373049,1.2050717,0.91949266,1.2338057,1.2871884,0.8219323,1.3371457
bucket,1.0618948,0.92109305,0.7577822,0.85149235,1.3478117,0.865497,0.839054,0.97868663,0.60856324,1.2198662,1.4007757,0.7513749,1.1916115,1.3142624,0.9193609,1.3579624,1.3914943,0.8235673,0.47022867,0.6120206,0.87970537,1.0526761,0.0,1.0108358,0.34073168,0.93164414,1.2322303,1.2732605,0.74916327,1.1768472,0.6609615,1.1795589,1.3128657,0.93723154,1.2448151,1.031509,1.3905644,1.3163135,0.72983456,0.99501914,0.19579399,1.1566234,1.3311441,0.996643,0.97538495,1.0378096,1.1704432,0.7403153,1.3269111,0.8897742,1.1930158,1.0325923,0.8744961,0.69492364,0.87135136,0.8613518,0.95989394,0.9770871,1.054175,1.0072057,1.1416984,0.7323978,1.2069321,1.1201767,1.2517595,0.87586313,1.0501791,1.3135452,0.4000075,1.3760111,0.8742721,1.0386108,0.61668724,1.196137,0.7925308,1.1901214,0.8227633,1.0835007,1.0586988,0.8795194,0.74635184,1.0009029,0.88409793,0.85525775,1.0163825,1.1925796,1.2046956,1.2461346,1.1466414,1.3146688,0.782778,0.8022616,0.97032046,0.8705216,1.0624578,0.7945445,0.71546286,0.74661887,0.7821673,0.5920845,0.99093074,1.2728801,0.97941864,1.2321655,0.8705523,1.3768864,0.8603748,1.1368706,0.6513454,1.1622972,0.9759571,1.1931247,0.7030135,0.6989176,0.9076227,1.1324289,0.7589165,0.71605664,0.8636979,1.2458236,1.426905,1.2690744,0.5868218,1.012796,1.0119644,0.886809,0.68221337,0.6336839,1.1051209,1.1841755,0.8831745,0.8954651,0.6141614,0.86969596,1.095398
butterfly,0.6962629,0.9510685,1.0381466,0.99251163,1.1921332,0.90857995,0.9459673,0.9363849,0.94510275,1.1883193,1.174933,1.0395353,1.2287291,1.0187136,0.5290719,1.1277082,1.0997523,0.7695018,1.0125109,1.0241699,0.932709,1.0529134,1.0108358,0.0,0.99828225,0.79895735,1.1744975,1.0459125,1.0648679,1.0367016,0.83366865,1.166805,1.0938607,1.00833,1.0811981,0.8215872,1.1812658,1.077086,0.93713534,1.1196492,0.9650101,1.1044707,1.0351323,0.7573617,1.096155,1.1513865,1.0980451,0.9321573,1.1488066,0.9683767,0.94424194,1.129756,0.9035903,0.8832247,0.97269976,0.950828,0.49381143,1.1151984,1.0215224,1.049138,0.9620184,1.0378019,1.0911828,1.0222284,1.1123438,1.006375,0.55983484,1.0269927,0.99918395,1.1802789,1.013397,1.118808,0.8950925,1.0126927,1.1043484,1.0555762,1.0944084,1.1758314,0.9925291,1.0816964,0.9925369,1.038193,0.89923286,1.0940222,1.1776766,0.9795524,1.0518813,1.0971353,0.8904562,1.1153024,0.9112108,0.9280702,1.0853128,0.9735704,1.0768995,0.9441468,1.0003052,1.0560304,1.0573473,0.9531693,1.1748873,1.0689602,0.605813,1.0911592,0.87773436,1.1402956,0.8393386,1.1243128,0.9329635,1.231932,1.1259956,1.1855174,0.963067,0.94078547,1.0571425,1.0250992,0.81892973,1.0518862,0.8756443,1.1845458,1.0588907,1.1705992,0.94822395,1.1130886,1.1289977,1.0860037,0.95441425,0.8232573,0.95705837,1.0770849,0.8703595,1.0685937,1.0194678,1.0362327,1.0438573
can,1.1307908,1.020599,0.83163726,1.0187213,1.2654036,1.0532391,0.9522062,1.0148541,0.5824238,1.0804034,1.3044156,0.5508814,1.1053034,1.4160622,1.0266002,1.2820289,1.3573296,0.929391,0.4944421,0.641016,0.8397118,1.1283388,0.34073168,0.99828225,0.0,0.9931509,1.3066015,1.0365477,0.4873575,1.2169292,0.76039207,1.0623628,1.2525443,0.93842024,1.1879966,1.1376008,1.3197438,1.3366499,0.6581074,0.91589034,0.54937786,1.2461166,1.2965357,1.129039,0.7150841,0.77099645,1.249735,0.8812251,1.217196,0.84956753,1.220173,0.9771601,0.8694308,0.7603291,0.77572083,0.73931277,1.0914218,1.0845934,0.9899997,1.0700417,1.0862768,1.1176813,1.2096912,1.1252925,1.2878673,0.870771,1.065144,1.2539232,0.7261658,1.2129515,0.688299,0.87089163,0.40196705,1.2389264,0.8401674,1.3489163,0.79711956,1.1612861,1.204121,0.77398926,0.5896349,1.0218828,0.91085714,1.0000262,0.89169854,1.1126397,1.2714884,1.2060372,1.1894543,1.3211951,0.67538625,0.6839654,1.0179613,0.8280479,1.0227689,0.8328974,0.7958847,0.80461013,0.8868402,0.490502,0.7951408,1.220423,0.97556955,1.226843,0.9737386,1.3119447,0.96513474,1.0672262,0.6967421,0.9894577,0.7891738,1.1733997,0.7117598,0.58998406,0.72669315,1.1260698,0.78558564,0.9251473,0.96656674,1.2654936,1.3275645,1.3392467,0.77751464,0.9818211,1.0319808,1.0540652,0.49248642,0.94221425,1.2040403,1.0922222,0.9381432,0.7906762,0.5377251,0.7821517,0.9477148
car,0.8431048,1.094138,1.1270453,1.1076387,1.1811292,0.8257734,0.89824206,1.0732825,0.8982359,0.89913964,0.9569837,1.0768474,1.0056369,0.9787586,0.900215,0.9856266,0.997051,0.7121565,1.0143013,1.0710162,0.8013189,1.1275387,0.93164414,0.79895735,0.9931509,0.0,1.1273711,1.0446827,0.92445743,1.0933532,0.91063666,1.0303453,1.1133854,1.0862693,1.0210273,1.0965871,1.0274441,1.0858144,1.042663,0.7343808,0.97401565,1.1275126,0.94810385,0.8079771,1.0772897,1.0188135,1.0652827,1.0527831,1.0477496,1.1008072,0.8926592,1.2375348,1.0337906,0.9239228,1.1721123,1.1147087,0.76384544,1.1162012,1.1283185,1.1709359,0.99868697,1.0278591,1.0489017,1.0846496,1.2092942,0.9760224,0.7287937,1.0183656,0.95774007,1.0749209,1.1304784,0.95290744,1.0486314,1.0441784,0.95167536,1.1091791,0.866307,1.1170447,1.1600986,1.1200802,1.0785381,1.1786797,1.0587971,1.0765089,0.92484325,0.98885846,1.0426152,1.1641002,0.8483825,1.0433886,0.9842564,0.96229684,1.161483,1.0401186,1.2961724,0.9695302,0.9984228,1.1211593,0.809293,0.84042776,1.0729796,0.96396756,1.0453943,1.0431199,0.9357654,1.1012882,0.7979499,1.2110893,1.070347,1.0855701,0.9809412,0.860616,1.1291096,1.0065879,1.2620988,1.1453665,0.9156865,0.89879614,0.9096573,0.7507598,1.058877,0.9860991,0.95597523,1.2526288,1.2326539,1.0635967,1.1411974,0.59301645,0.849542,0.9965481,0.5562413,0.8062371,0.8481363,1.1701045,0.89240456
