,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
firetruck,0.8803374,1.0481956,1.224246,0.8292251,1.0640621,1.2292528,1.2256523,1.0635512,0.8204042,0.77586436,1.2217364,0.87053865,0.8148949,1.1338149,0.88657874,0.8839052,1.0532163,1.1410224,1.1027819,0.7039945,1.3011311,1.1085522,0.9728775,1.1383113,0.9774425,0.9873461,1.1778907,1.0333445,0.8049438,1.0483383,0.90436095,0.754949,0.8108959,1.0211444,1.1171064,0.8562168,0.8773906,1.3109603,0.83520913,0.94710886,0.976196,1.0171113,1.0769048,0.7543106,0.9257321,0.84725726,1.2957528,0.966031,1.1467383,0.0,1.2855638,1.1707845,1.110997,1.2720191,1.2124093,0.9051794,1.2063496,0.97552687,1.1500609,0.937358,1.1695495,0.9968834,1.220755,0.85283667,0.96379405,0.9181447,0.74415743,0.88771373,1.2403574,0.9015021,0.95484483,1.1359613,0.87669706,0.8769563,0.881484,0.8286052,1.1138077,1.2567155,1.1949203,1.167184,1.2738742,1.2560973,0.84617394,1.1030135,0.9147311,0.90237045,0.7792229,1.2779145,1.2368202,1.1688671,1.0304626,1.0730481,1.083076,0.9706907,1.2434869,1.1453415,0.92017746,1.0805069,1.274108,0.67320937,0.9812458,1.1269039,0.86974275,1.1741956,0.8686412,0.9441135,1.0611249,1.0601699,0.7630352,0.9903986,0.8503099,1.3086953,1.0017439,1.1523516,0.9531654,0.98831165,1.2911446,0.9151083,0.9732238,1.1747205,1.0311522,0.9750824,0.9858363,0.8159185,1.1948628,1.2786779,1.2045648,0.9854351,1.1549046,1.0135834,0.88486,0.95814973,0.85309076,1.0274762,1.2591594,0.83930683,0.89911556
fish,1.0781947,1.1814367,0.6355853,1.4178418,0.8285965,0.57989234,0.52986014,0.7852246,1.406311,1.4098668,0.63435364,1.159441,1.3897226,0.64360166,1.2951009,1.0892828,0.6685568,0.6938577,0.73533475,1.2711225,0.6615959,0.8601311,0.70571804,0.75240993,0.7991555,0.67845505,0.9286892,0.9851155,1.3507541,0.9772873,1.1172802,1.280422,1.2699504,0.94291306,1.0233288,1.4227018,1.1992784,0.56705713,1.1497447,0.9008832,1.0015053,0.98149383,0.9003718,1.2830858,1.0407101,1.3932595,0.6706048,1.2621869,0.93726707,1.2855638,0.0,0.5744189,0.9636209,0.61207837,0.2500323,1.1458676,0.9047655,1.0016932,0.6844766,1.3379185,0.8828913,1.1440024,0.67358565,1.2392938,1.0820234,1.162618,1.2640282,1.3670992,0.63488424,1.2259266,0.9548469,0.675025,1.1770341,1.2780092,0.97474456,1.2095466,0.95290035,0.79421467,0.54905087,0.9741055,0.78800774,0.6017407,1.0305192,0.88672304,1.4264106,1.3683014,1.2491586,0.6077415,0.7013253,0.7979849,0.7902244,0.8908472,0.9074543,0.9829841,0.4479692,0.7871645,1.0562843,0.79192907,0.88016754,1.2919874,0.8589818,1.0498252,1.3110323,0.64483863,1.3910129,1.0085346,1.1136414,0.85758966,1.4057795,0.98434603,1.0870374,0.63552517,0.99751776,0.61968577,1.0765115,1.0200189,0.62181455,1.0738262,0.9327229,0.7896532,1.1666108,1.4337924,0.9012659,1.4234473,0.63162285,0.80273557,0.57161,0.9420084,0.62804025,0.7188666,0.8938722,1.115939,1.26457,0.9622283,0.7442476,1.3585521,1.1588972
flower,1.2115442,1.2552595,0.38069075,1.4093918,0.67279094,0.546294,0.81463236,0.7936455,1.4568951,1.3543475,0.638515,1.3420168,1.3704851,0.7311003,1.3981985,1.2087657,0.80176115,0.47200203,0.8071987,1.2082739,0.68005687,0.901198,0.75258726,0.6886709,0.86822474,0.7403958,1.0403419,0.98351747,1.3714979,1.1800308,0.99718434,1.2225223,1.3246945,1.1756824,0.84501064,1.3558383,1.1394913,0.57801956,1.316757,0.7948569,1.0666194,0.9315096,0.7496083,1.2146525,1.1634088,1.2564893,0.56452596,1.1272523,1.0761833,1.1707845,0.5744189,0.0,1.1164085,0.7252193,0.6093312,1.2060401,0.7688405,1.2705561,0.705541,1.2007906,0.7353489,1.3274035,0.45572358,1.1750741,1.141707,1.2290515,1.2252691,1.427016,0.86990577,1.2056761,0.8847744,0.63793397,1.1042887,1.391487,1.1220497,1.1993443,0.83130085,0.54652447,0.86707604,1.067516,0.5765971,0.554474,1.0697778,0.657575,1.4002632,1.4303784,1.1435585,0.57615066,0.7377504,1.0454164,1.0579679,1.0452074,0.95749557,1.0302398,0.7397047,0.6926308,1.0499871,0.69518876,0.77218527,1.2066573,0.9861768,1.1063488,1.1419044,0.76068485,1.4267514,1.089709,1.1704211,0.9880675,1.24161,0.9769163,1.2259471,0.58023334,1.2639903,0.6476383,1.1302091,1.0266615,0.78355336,1.1020916,1.0584567,0.5733039,0.9216269,1.3363461,0.95978975,1.3743031,0.7446559,0.65221727,0.74728024,1.1425692,0.6424724,0.21289152,1.2132254,1.1447299,1.308075,0.92802143,0.56745183,1.2879523,1.215633
foot,1.189136,0.90282005,0.8713684,0.961408,0.99418336,1.134756,0.8676233,1.0671847,1.1246538,1.1176379,0.7186923,1.076692,0.8820288,1.125426,0.9981356,1.3397753,0.8752469,1.085933,1.182996,1.1906526,0.62084067,1.2188904,1.2477337,1.2143167,0.88983464,1.0329404,0.8498142,0.9259358,1.2040933,0.5509572,1.270677,1.2138882,1.2014718,0.8802028,0.9473975,0.97318316,0.7634878,0.5925199,1.0871598,1.2436274,1.1611674,1.11115,1.1386565,1.256437,0.88155556,1.1623063,0.6542379,0.9340527,0.2504896,1.110997,0.9636209,1.1164085,0.0,0.6069917,0.9902589,0.8733326,0.51299703,1.0817364,0.95955896,0.89416766,0.93917626,0.6651865,0.94919384,1.1669565,1.2786845,1.2152928,1.2785325,1.0607038,0.69662255,1.1866475,1.2670525,1.0553031,1.1663902,1.0479246,1.1762602,1.3395612,1.0796423,0.67517716,0.9271568,0.58156943,0.66859585,0.7072078,1.104949,1.0670583,1.0937716,0.78289783,1.1546005,0.7380003,0.8097391,0.4577719,0.8686354,0.7678267,1.1550782,1.2349813,0.8840582,0.93021107,1.3179286,1.1071998,0.6892592,1.1939808,0.93810725,0.49985886,1.0061805,1.1622604,1.0299711,1.2849033,0.63513863,1.1353965,1.2149391,1.0060402,1.2999262,0.6605315,1.0786905,0.85172707,1.0289618,1.1081818,0.5428464,1.1858219,0.6426877,0.9190209,1.0704716,1.0742555,1.1833265,1.1016144,1.1017345,0.5056826,0.9314643,1.1199214,0.86939776,1.3174996,1.1214836,1.263535,1.2538387,1.2373035,0.6347653,1.1970555,1.1079532
fork,1.4273832,1.1237698,0.5042331,1.4035339,0.93982077,0.80871797,0.7411519,0.74882317,1.2735842,1.448689,0.1648174,1.1734564,1.3959138,0.92210704,1.2982241,1.3314965,0.54772854,0.6264679,0.7391207,1.2829294,0.5571915,0.92618036,0.91977125,0.95476127,0.5618664,0.59710705,0.96738344,1.0424848,1.1966797,0.88355535,1.1237226,1.2198079,1.2660335,0.92897874,1.0781144,1.3129344,1.0949744,0.21406364,1.1997087,0.9358257,1.07758,1.2078204,1.0887462,1.1713036,0.9880787,1.4460158,0.44988048,1.2663361,0.6350942,1.2720191,0.61207837,0.7252193,0.6069917,0.0,0.78428996,1.2470556,0.6033271,1.2925069,0.8564769,1.3379028,0.8176239,1.108811,0.63311887,1.3221879,1.2396326,1.2620256,1.4259355,1.3725069,0.22425067,1.1447977,0.9531007,0.910718,1.1942914,1.4107269,1.1614575,1.3600188,0.8880415,0.49345803,0.5949741,0.66847956,0.5775076,0.44923055,0.89584607,0.94047046,1.3873514,1.2240028,1.3104613,0.23117954,0.43406928,0.70069504,0.9630168,0.7500428,1.1445348,1.1383942,0.38166368,0.8571359,1.1683643,0.69148934,0.6666894,1.2552794,1.2198237,0.91264194,1.3015869,0.84946066,1.4242368,1.2569292,0.8452071,0.9250803,1.4108243,0.7471105,1.3401179,0.34041464,1.0877955,0.55171436,1.1192356,1.0496417,0.09656614,1.0482322,0.78889203,0.564578,0.99327475,1.3819773,0.9090323,1.3904976,0.741629,0.5099373,0.40844452,1.1606488,0.4408008,1.0577803,1.1701465,1.1982627,1.3301308,0.9611809,0.3804295,1.331545,1.1685237
frog,0.8624994,1.1531262,0.8656775,1.2836828,1.035672,0.88098574,0.59868455,0.6668516,1.3584611,1.2655121,0.8470384,1.0359793,1.23061,0.5109992,1.1846316,1.1716821,0.7323641,0.8766909,0.9113887,1.1504749,0.7431392,0.9184611,0.88895255,0.44683123,0.9294931,0.7750678,1.0797708,0.8662332,1.3141828,0.92605615,1.1036936,1.2148213,1.2768245,0.85069263,0.9316886,1.3304253,1.0797608,0.7722218,1.0236894,0.990938,1.043345,0.8539032,0.6975765,1.2358246,0.96133053,1.2190294,0.849901,1.1805257,1.0449823,1.2124093,0.2500323,0.6093312,0.9902589,0.78428996,0.0,1.128229,1.0046577,1.0088603,0.7548652,1.2461157,0.96484774,1.1666552,0.7811566,1.1706102,1.102748,1.0575954,1.2283134,1.3148835,0.81778467,1.1609352,1.0547897,0.70841086,1.122719,1.2385583,0.90616816,1.156624,1.051597,1.0156796,0.77163345,1.0632622,0.8981157,0.8673078,1.0298585,0.83827245,1.328777,1.2684454,1.0375258,0.83645564,0.89888126,0.7921181,0.65868455,0.9636624,0.9087669,0.9464811,0.677752,0.7818429,0.99870807,0.8364192,1.0109134,1.1516724,0.59417504,1.0275652,1.2587485,0.59953547,1.3007339,1.0017066,1.1302397,0.9229684,1.2819277,1.0797359,1.1753806,0.79206425,1.0884562,0.72350025,1.0703509,1.0282409,0.7757908,1.0933962,0.92348516,1.0168025,1.1961422,1.3314061,0.9542726,1.2984703,0.8008111,0.95960164,0.74179876,0.9539597,0.83031094,0.65928286,0.8263089,1.0913063,1.2631769,0.97334516,0.9400874,1.307878,1.094566
glass,0.8011614,0.9709628,1.1062887,0.84404534,1.0069611,1.0751784,0.97196984,1.0374999,0.9957729,1.0062203,1.2135315,0.92842114,0.81807166,1.1498529,0.968848,1.125821,1.045589,1.1022922,1.0550579,0.84753567,1.0393512,1.0989434,0.9962119,1.1561658,1.1121091,1.0730247,0.9253022,1.0588541,0.97278845,0.86316144,1.1072071,1.0406586,0.861516,1.0518262,1.010175,0.88697714,0.75942445,1.2153037,0.94961524,0.97416705,0.9428097,1.0176685,1.0733852,1.0670542,0.88109016,0.9561505,1.1464763,0.84325707,0.958944,0.9051794,1.1458676,1.2060401,0.8733326,1.2470556,1.128229,0.0,1.0092282,0.88137376,0.9570024,0.78642064,1.0670496,0.8158515,1.1760783,0.86574143,1.0004733,0.9659393,0.7890327,0.91604364,1.1406215,1.0358266,1.1295499,1.0371192,0.9365964,0.86143154,1.0182455,0.8452057,0.9661043,1.0976337,1.0325037,1.0114273,1.1047055,1.171854,1.0990762,1.1244999,1.0180533,0.92891514,0.8838145,1.2249343,1.1372769,0.9306343,0.9318786,1.0142865,0.99610674,1.0208681,1.1300665,1.0365044,0.82012725,1.1459877,1.0914075,0.9424403,0.84248966,0.9429583,0.76133084,1.1604403,0.9006864,0.9643679,1.0846051,1.0735976,1.0275702,1.0522553,1.0868618,1.1803819,0.97710097,1.0649049,1.0236638,0.9907122,1.1945624,1.0315814,0.93242973,1.1457508,0.982981,0.99573505,1.153539,0.80865365,1.1969821,1.1042868,1.1623724,0.9706204,1.1497757,1.1823282,0.8213466,1.1118264,0.92401206,1.1016662,1.1986495,1.0103431,1.0773128
glasses,1.368792,1.1312246,0.5252212,1.2423204,0.8968518,0.8932643,0.9961425,0.9959289,1.3159287,1.3204485,0.62745476,1.2744616,1.0705247,1.0351685,1.2783148,1.2526562,0.9621899,0.82852226,1.0496258,1.3105696,0.6391433,1.0997028,1.1458257,1.097915,0.9725976,0.9007915,0.8817628,0.97231394,1.3459322,0.92423654,1.1400836,1.2224283,1.2805338,0.99288744,0.90388775,1.2525834,0.8343396,0.4361313,1.2679183,1.0791693,1.190991,1.1229076,1.0734164,1.2346101,1.0831152,1.3044972,0.57178056,0.8734296,0.4782797,1.2063496,0.9047655,0.7688405,0.51299703,0.6033271,1.0046577,1.0092282,0.0,1.1827798,0.7570923,0.8768098,0.81102556,0.9193056,0.49974883,1.1114851,1.2267444,1.2077525,1.301554,1.15826,0.7190507,1.2266397,1.1357588,0.9331065,1.2082074,1.2178146,1.2004322,1.2198848,0.79797965,0.37595505,0.9828552,0.5492104,0.5498673,0.5042897,1.185311,0.88668287,1.1978911,1.0691866,1.2789458,0.5603844,0.7131186,0.82267743,1.0658226,1.0246961,1.104695,1.2192948,0.8453636,0.78984594,1.271458,0.95869946,0.51314414,1.3131168,1.1918049,0.5710392,1.034999,0.99415517,1.1608961,1.1759249,0.86488605,1.1837865,1.262752,1.133209,1.2600784,0.44990116,1.1248488,0.88984954,1.0792272,1.0836971,0.5282695,1.1923933,0.7893098,0.5984844,0.94031525,1.1680503,1.0950744,1.3375156,1.0248147,0.3370502,0.8694394,1.18258,0.7824208,1.0220337,1.3415167,1.2131026,1.2725697,1.0846822,0.32271016,1.2679013,1.0787754
glove,0.7392907,0.61278665,1.313332,0.8379905,1.0550491,1.150945,0.90831435,1.0654432,0.9364225,0.9506802,1.2709216,0.97576135,0.7944077,0.9348651,0.8123946,1.0464685,1.1685107,1.1691227,1.1158391,0.9812011,1.0634215,1.0686942,0.97966886,1.1079577,1.1336116,1.2455338,0.88810885,1.1528404,1.0309386,0.77093196,1.1143576,1.0686071,0.9609935,0.8050809,1.1132303,0.96533346,1.024685,1.2531514,0.96645904,0.9455456,1.0215197,1.0354294,0.8485292,1.139207,1.0117228,0.95364684,1.2168016,1.047651,0.943221,0.97552687,1.0016932,1.2705561,1.0817364,1.2925069,1.0088603,0.88137376,1.1827798,0.0,0.9416491,1.0371857,0.9960166,0.5961435,1.1488719,0.9162893,0.9431735,0.82664627,0.7327776,0.79094064,1.0971206,1.1497205,1.0510211,1.0676993,0.88451946,0.18306708,0.9624727,0.68611705,1.0904179,1.3256054,0.82766014,0.93140626,1.3235871,1.2527211,1.0469158,1.1102909,0.95097136,0.84663624,0.88846403,1.2329609,1.071428,0.87056226,0.87720466,0.890074,0.8132969,1.0627764,1.197583,1.069716,0.75265175,1.0714569,1.3455386,1.0870398,0.9822775,1.0365492,1.077898,0.92583656,0.896604,0.44087648,0.9603594,0.9924843,1.0793979,1.1657602,0.9866094,0.9758597,1.0823205,1.1445471,0.6918028,1.0090393,1.237982,1.0468596,1.023193,1.2904997,1.1641428,0.9958267,1.1200473,0.97462225,1.0663484,1.0668727,1.1792386,0.8039745,1.0955502,1.0703799,0.88888586,1.1134166,1.0449347,1.0860065,1.160126,1.1560744,1.122359
gum,1.0991977,1.0071181,0.73521644,1.2422068,0.7947764,0.6714058,0.85669595,0.7856462,1.3639607,1.3278086,0.86361885,1.3158171,1.2607536,0.7964462,1.2900708,1.1561233,0.64455634,0.6627493,0.80387163,1.0701383,0.79478014,0.9793191,0.74795914,0.93061125,0.9476155,0.89551514,0.9742167,1.1924926,1.3294208,0.9864096,1.1810386,1.2842741,1.1890185,1.0651003,1.0089366,1.3662566,1.1293652,0.6382545,1.2895148,0.77674484,1.060062,1.0652015,0.8598696,1.2567172,1.0077986,1.2002995,0.7258615,1.120114,0.8244087,1.1500609,0.6844766,0.705541,0.95955896,0.8564769,0.7548652,0.9570024,0.7570923,0.9416491,0.0,1.1692021,0.6381287,0.9794942,0.6990762,1.1266409,1.1369185,1.0040343,1.1596483,1.2681062,0.8284645,1.1867024,1.1020007,0.8286277,1.0228002,1.0911777,1.1392246,1.0734786,0.9238558,0.707317,0.8618513,0.8200943,0.8719634,0.72835094,1.1045163,0.66185784,1.2955489,1.3313673,1.0968976,0.7159005,0.71238273,1.0387096,1.0131679,1.1004411,0.7553731,0.99950594,0.71563226,0.89447707,0.8680947,0.77286464,0.94435704,1.1628426,1.0901203,0.9699653,1.1748804,0.56445277,1.3270348,0.79794407,1.207292,1.0406575,1.2957964,1.0051327,1.1419085,0.5868056,1.250772,0.73953617,0.8457566,0.9444949,0.8414987,1.2306288,1.0449415,0.8304998,1.0256823,1.2627728,1.1543187,1.2466534,0.77191746,0.58072025,0.9157914,0.9207216,0.80959225,0.74387884,0.9335983,1.2095085,1.2728114,1.0574015,0.6505646,1.3112906,1.2608039
hair,0.8335444,1.0944881,1.2028016,0.6798183,1.0344433,1.2915597,1.2954979,1.3074768,0.8652247,0.6999093,1.2918924,0.99588835,0.6572269,1.1441436,0.8279525,0.94060105,1.3136909,1.3435447,1.347475,0.91071177,1.207076,1.1965995,1.3180089,1.1230029,1.3586483,1.1916894,0.95924747,0.8546959,0.9884109,1.083984,1.0187573,0.8325162,0.92966187,1.1608328,0.9112166,0.6915216,0.85238975,1.3250458,0.9739239,1.2442241,1.1196916,0.92905116,1.0001794,0.91371584,1.0243645,0.67316127,1.2311426,0.095026016,0.94649494,0.937358,1.3379185,1.2007906,0.89416766,1.3379028,1.2461157,0.78642064,0.8768098,1.0371857,1.1692021,0.0,1.1990817,0.83444035,0.99689305,0.6742118,0.9703577,1.006635,0.9601471,0.75499994,1.3490385,1.0134056,1.2283785,1.0710164,0.9440848,0.82434094,1.0807104,0.99676275,1.121911,1.079415,1.4030797,1.0645427,1.1386198,1.1750944,1.2401506,1.1535109,0.72276473,0.76720446,0.9043662,1.3475628,1.2780833,1.0968093,1.0848165,1.1289351,1.1590779,1.0833582,1.4170063,1.0238793,1.2035203,1.2717946,1.0212424,0.9534792,0.83370525,0.8907174,0.2888958,1.300108,0.6027183,1.0410376,1.0258622,1.2138125,0.70140684,1.2655739,0.93375427,1.2911018,0.9788392,1.3427548,1.0834984,1.0744479,1.3242955,1.0973871,1.156225,1.1849618,1.0004325,0.606462,1.1415925,0.7786622,1.3219094,1.0440876,1.2903874,1.0429553,1.3694686,1.10598,1.0894464,0.9247719,0.9030051,1.1582851,1.2099197,0.77277195,0.9315722
hamburger,1.2849826,1.0233318,0.74579763,1.1189107,0.7293651,0.6155458,0.9811278,0.8751027,1.2456758,1.3079064,0.8247072,1.333145,1.1745756,0.85788625,1.268254,1.238283,0.89003646,0.73506886,0.8622862,1.2904704,0.7204517,0.99298483,0.8914122,0.9640058,0.9426056,0.8763755,0.915329,1.0803738,1.3071074,1.0031737,1.0579057,1.1712563,1.2068279,1.0520343,0.9497094,1.2803097,1.0825688,0.6632488,1.3353539,0.89401114,1.149443,1.1019104,0.93598104,1.138859,1.0890596,1.2222732,0.56742865,1.1493218,0.7556548,1.1695495,0.8828913,0.7353489,0.93917626,0.8176239,0.96484774,1.0670496,0.81102556,0.9960166,0.6381287,1.1990817,0.0,0.75325984,0.7220761,1.1776962,1.1520977,1.1725327,1.0543867,1.2121168,0.7845683,1.2039702,0.98503804,0.7779801,1.1104165,1.1817904,1.1718324,1.1158489,0.9700527,0.6917035,0.90950435,0.80721295,0.7770965,0.6845614,1.0866835,0.7113424,1.220535,1.2256701,1.1568785,0.6551538,0.67023087,0.99237376,1.0768815,1.0313787,0.6849257,1.1349647,0.75554574,0.8027889,1.0126318,0.8237608,0.8483367,1.2051289,1.1901805,0.9275571,1.1936992,0.6893358,1.2632757,1.0079986,1.0214741,1.0350404,1.2754898,1.0812044,1.2200772,0.6283752,1.1352869,0.855012,0.88602746,1.0564307,0.7694245,1.1490625,0.98123384,0.7880342,1.0285695,1.1511432,1.1151291,1.2576101,0.7355579,0.6027125,0.89781535,0.9930137,0.8278488,0.8537151,1.1940273,1.2239408,1.2963336,1.0404639,0.608207,1.2434411,1.1803795
hand,1.0151207,0.7113559,1.2066095,0.5453658,0.9882156,1.202102,0.9413724,1.2530898,0.8293769,0.97038645,1.2288666,1.0962992,0.662089,1.2299894,0.8466977,1.1778785,1.2161031,1.3532948,1.1475506,1.1123762,0.95194376,1.239903,1.3233023,1.2986301,1.3091043,1.3207965,0.6024694,1.0531973,1.0668248,0.547495,1.1880614,1.019256,1.0295093,0.8922696,1.09402,0.8763026,0.9545305,1.059421,1.0827061,1.1597524,1.0421262,1.1084754,0.9460947,1.1111774,0.9024345,0.9125731,0.9916391,0.87759453,0.35390854,0.9968834,1.1440024,1.3274035,0.6651865,1.108811,1.1666552,0.8158515,0.9193056,0.5961435,0.9794942,0.83444035,0.75325984,0.0,1.2538189,0.8917329,1.1341257,1.0537864,0.764319,0.8341339,0.8744343,1.1271437,1.2076114,1.1307604,1.1164092,0.6331476,1.0354518,1.0774732,1.0843242,1.0097021,0.92432094,0.64012116,1.1462697,1.0328966,1.2443454,1.232558,0.925424,0.82137895,0.90267956,1.1256914,0.8777592,0.6926251,0.97440046,0.8582114,0.71487653,1.2578918,1.096215,0.9101061,1.1642518,1.3436627,1.036791,1.1374397,0.99000496,0.6664988,0.9380262,1.0677865,0.88989896,1.0554668,0.87002504,1.1389401,1.0997117,1.1918433,1.0648636,1.031995,1.0412748,1.2808783,0.8121875,0.9756587,0.96575564,1.2010336,0.89060867,1.101159,1.1453846,0.91574085,1.2911379,0.87707645,1.191774,0.7685648,1.2687824,0.704828,1.2990918,1.2620885,0.98822236,1.1740911,1.0756067,1.2753077,1.0148699,1.0528785,1.0676247
hat,1.3363318,1.2561326,0.34719908,1.4427996,0.7517927,0.5996322,0.971099,0.8677715,1.5296173,1.3894572,0.5131243,1.3325939,1.3032109,0.64302504,1.3736894,1.2390156,0.8067631,0.4580568,0.8854052,1.3016752,0.65887296,1.0200083,0.7670974,0.71214986,0.7947229,0.69480157,0.96804464,1.0225672,1.3055099,1.1950729,1.0606073,1.1873636,1.2980118,1.07637,0.96374786,1.3384066,1.1189687,0.4961173,1.3109541,0.8085619,1.1387391,1.0449389,0.74481004,1.2000806,1.2637763,1.3376012,0.52308536,0.93751574,0.9200839,1.220755,0.67358565,0.45572358,0.94919384,0.63311887,0.7811566,1.1760783,0.49974883,1.1488719,0.6990762,0.99689305,0.7220761,1.2538189,0.0,1.1278104,1.2588685,1.1530948,1.3508571,1.3196753,0.8072469,1.2769868,0.9724739,0.6622583,1.1139169,1.2713104,1.2424378,1.1642797,0.8234918,0.45699024,0.8451094,0.88668853,0.5513098,0.3940786,1.03003,0.78637636,1.3065686,1.277004,1.2601404,0.5378385,0.76923484,1.0603044,1.080854,1.0116861,1.0573888,1.0668945,0.75862527,0.7080022,0.9947966,0.71152776,0.6875851,1.2789567,1.0911314,1.0417455,1.1047184,0.81390625,1.3063246,1.0655721,0.96521467,1.096404,1.2764225,1.0258462,1.2635761,0.420851,1.2408984,0.70517296,1.1159316,1.1879671,0.677536,1.1182387,1.025112,0.53403777,0.85152316,1.2246896,0.93881774,1.4732184,0.74222535,0.49340832,0.8209164,1.3184161,0.5256243,0.68732905,1.3622288,1.2173274,1.3049885,1.0021913,0.35428095,1.307184,1.2172432
horse,0.8071351,0.98620915,1.2317919,0.76036155,1.1172119,1.221499,1.2642872,1.2406697,0.8143786,0.805223,1.2678486,1.0160857,0.80277693,1.0357575,0.8928027,0.7796382,1.2562371,1.268187,1.1932237,0.8778744,1.3544775,1.0706362,1.2281587,0.9435607,1.3420091,1.2108178,1.0085461,0.88864493,0.9581064,1.1606654,0.8870233,0.9174815,0.85157037,1.0898436,1.0590329,0.86172426,1.0334136,1.3186316,1.00176,1.1141813,1.059185,0.8565859,0.76692116,0.9425636,1.0059834,0.7394372,1.3238571,0.72312057,1.1177514,0.85283667,1.2392938,1.1750741,1.1669565,1.3221879,1.1706102,0.86574143,1.1114851,0.9162893,1.1266409,0.6742118,1.1776962,0.8917329,1.1278104,0.0,0.7655194,1.0188088,0.7779995,0.7694128,1.2121638,1.007386,0.9680042,1.1398165,0.93250567,0.84306437,0.99433386,0.7967426,1.0666361,1.2002153,1.2672061,1.1027982,1.2162472,1.269974,1.1398509,1.106883,0.7984287,0.9254008,0.82895714,1.2786694,1.1183053,1.2450583,1.0324116,1.1455272,1.0556833,1.0190117,1.3254333,1.0436021,1.0423878,1.1601709,1.1603407,0.96686584,0.95833534,0.9962869,0.74929106,1.0527498,0.79362667,0.9037496,1.1881503,1.0927801,0.75546676,1.1449805,0.7807842,1.2767951,0.99164385,1.3325461,0.98971564,0.9604971,1.3215342,0.9282578,1.1997128,1.2115473,1.0507766,0.80670726,1.0292466,0.8756199,1.2240907,1.1620048,1.1516302,0.79672444,1.3646895,0.9888809,1.0301039,0.85411525,0.842026,1.044785,1.2303476,0.7970009,0.9523867
hose,0.8363636,1.1066792,1.235798,0.9931068,1.1318123,1.0827727,1.1265526,1.1103684,0.8526481,0.860862,1.2352929,0.85745156,1.0323478,1.0928582,0.96512014,0.4658327,1.1691433,1.1931759,1.1014477,0.85762155,1.4010934,0.5954699,1.0144224,0.97911876,1.2208312,1.1772747,1.1302719,1.0038986,0.9246766,1.1842461,0.8671112,0.9348251,0.8672658,1.0954505,1.0790306,0.9403353,1.1094007,1.2032973,0.91910917,1.0479878,0.99961436,0.91144395,1.0336863,0.91853976,1.0010455,0.91576976,1.3633537,0.9814699,1.279114,0.96379405,1.0820234,1.141707,1.2786845,1.2396326,1.102748,1.0004733,1.2267444,0.9431735,1.1369185,0.9703577,1.1520977,1.1341257,1.2588685,0.7655194,0.0,0.8798441,0.7912951,0.79654914,1.1968117,0.839949,0.8446891,1.116892,0.9199939,0.9219049,0.73936594,0.8689125,1.0748042,1.3017192,1.2276376,1.1357604,1.2411476,1.3200567,1.0998932,1.222594,0.952597,1.0197238,0.863806,1.2012343,1.1082251,1.2449698,1.0958027,1.2159735,1.0921625,0.81485516,1.2201926,1.1738901,1.0143635,1.0309938,1.257716,0.98103166,1.0035799,1.1805751,0.954072,0.92999774,0.9008785,0.8468786,1.2599479,0.4818992,0.8164726,1.124575,0.4776379,1.3023816,0.9575496,1.2376494,0.9458657,0.9687574,1.2529929,0.61452675,1.0510769,1.2289429,1.0548537,0.94207704,0.7516949,0.90816647,1.1167533,1.3428359,1.0527308,0.6870362,1.220648,0.9318374,0.90669626,0.72808766,0.7435392,0.6669296,1.2812617,0.8220161,0.93134415
