,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
knife,1.2633903,0.7319216,0.798312,1.1487138,0.8684911,0.8753332,0.8611099,0.60234433,1.1896396,1.2794106,0.5636239,1.2957473,1.2983224,1.1111091,1.2380887,0.39899343,0.6933125,1.008976,1.1302214,0.8454777,0.6707193,0.87987447,0.6897819,0.8801218,0.8169834,1.1798115,0.97637165,1.0259426,1.009265,1.2981858,1.2745919,0.9965814,1.4051986,0.8450684,0.5299007,1.2473944,0.95522064,1.103724,1.2004579,1.1316173,1.1651107,0.89387554,1.175489,0.9645278,1.2503014,0.9700829,0.8557638,0.80558044,0.8665781,0.35519612,0.8253324,1.2394161,0.9239167,1.0669771,1.0414715,1.3041646,0.9755022,1.2009187,0.6641952,1.1815476,0.95415384,1.2023792,1.1217846,1.3431067,0.0,0.69562536,0.689278,0.8528227,1.2500347,1.3028082,0.8669626,1.2065879,0.85785955,0.9086973,0.81276345,1.0999099,0.806454,0.90249187,1.2815855,1.299053,1.1787256,0.25147575,0.5015899,0.72728145,0.905736,0.80494773,0.6776514,0.76880586,0.94544744,0.7494478,1.1918945,1.1847918,1.2168207,0.54749507,1.3694621,0.5799446,1.0684196,0.6200125,1.2684855,0.6763835,1.2508732,0.5714101,1.1766009,0.8786863,1.0007564,1.2361442,0.58798945,0.8737862,0.8502791,1.2350653,1.3381264,1.4008799,0.7279596,0.9012232,1.2368934,0.7034817,0.60546744,0.94691515,1.3377359,1.0522636,0.97603506,0.52642834,0.66476053,1.2365707
ladder,1.1847196,0.851749,0.998046,1.144273,1.0798326,1.0573015,0.9452299,0.6837455,1.0342386,1.2527323,0.68294954,1.0317631,1.3798053,1.1678753,0.9354146,0.7522414,0.67072946,1.2545171,1.0734857,1.0924568,0.28638488,0.92657906,0.46751046,0.84648836,0.92016196,1.040017,0.71664435,1.1523683,0.96884996,0.9794396,1.3625607,1.1183498,1.210339,1.0110626,0.7314954,1.1667285,0.96579546,1.161842,1.163218,1.1144431,0.5658114,0.85189515,1.0081077,1.2610719,1.17838,1.1326425,0.8153748,0.64025617,0.9110836,0.7611259,0.92415303,1.1804835,1.0521016,1.1764413,1.2633679,1.1493167,1.224853,1.3996482,0.8354631,1.058632,0.953844,0.98312354,1.0965685,1.3023868,0.69562536,0.0,0.5447136,0.63249743,1.2191677,1.4710088,0.78347087,1.3248016,1.0660712,1.1214883,0.85002744,1.2217102,0.97978836,0.6426002,1.3520023,1.217547,1.2795868,0.64896846,0.71932805,0.76156926,0.8500978,0.7501359,1.0044289,0.81300986,0.9145841,0.58602136,0.7166826,1.3369684,1.1067297,0.8867705,1.2111894,0.8401047,0.97490275,0.62788576,1.0259848,0.4605533,1.0231214,0.7660712,0.92471194,0.7586334,1.1424344,1.3509481,1.1025133,1.0169531,0.95081043,1.1191844,1.3240713,1.2852309,0.9741228,1.0647141,1.3821025,0.879508,0.5578773,1.144157,1.3920395,0.9783569,1.024037,0.34085405,0.8345664,0.92094684
lamp,1.2754118,0.69284827,0.8838812,1.2360176,0.7906281,0.8238894,0.998042,0.5312644,1.1724036,1.3456664,0.6547475,1.2131937,1.331373,1.0717834,1.0043395,0.72419643,0.69570607,1.030923,1.1241106,0.93779826,0.62900484,0.8249457,0.66078335,0.8584114,0.8586742,1.0004802,0.8263355,0.9697135,0.3617605,1.1684433,1.255661,0.9481766,1.3326573,0.80794054,0.679119,1.2663192,0.9288922,1.0824561,1.2590684,1.0731499,0.937381,0.92940074,1.209336,1.0932368,1.2714547,1.1857224,0.7371294,0.56297433,0.98633736,0.73979974,0.71690875,1.3628128,1.01479,1.1866288,1.1544243,1.2881093,1.1407194,1.4469461,0.6748512,1.191752,0.77038556,1.0181603,1.0520461,1.4018466,0.689278,0.5447136,0.0,0.62958956,1.2245396,1.3391702,0.71648735,1.1257011,0.8963169,0.9932886,0.85552955,1.2485324,0.85646045,0.9860954,1.3755872,1.3792312,1.3082899,0.6396287,0.75679755,0.75942886,0.801498,0.61465794,0.7320624,0.69119203,0.8810487,0.67388123,1.1417733,1.2422857,1.1952995,0.6717689,1.3914621,0.70061696,1.1400539,0.6340686,1.1539288,0.6774965,1.2542902,0.5665682,0.9895434,0.7781079,1.1189203,1.26709,0.93987405,0.89407384,0.8368495,1.2854801,1.381335,1.3904531,0.71317315,1.0637442,1.3835934,0.9651435,0.5891826,1.0455195,1.341505,0.8726155,1.0336386,0.58635676,0.70254344,1.0619651
melon,1.2665582,0.7497198,0.68836826,1.3367743,0.72778255,0.80693233,0.9555881,0.7830131,1.1375327,1.3597189,0.6320394,1.2534959,1.3451383,1.1312147,1.1005657,0.8762907,0.6360774,0.9444874,1.1994116,0.8297589,0.67965555,0.84970057,0.5737367,0.9469928,0.68962705,1.1050652,1.0481856,1.0652626,0.83314145,1.2386112,1.2550395,0.809247,1.3101692,0.7401243,0.6571057,1.3301746,0.7627128,1.1345131,1.2597554,1.1254976,1.021694,1.0523276,1.1409521,0.8992251,1.2237821,0.96582896,0.7048466,0.8435429,0.84707236,0.877665,0.8865812,1.1308148,0.89043367,1.137452,0.99529856,1.2078316,1.0629435,1.3095202,0.6777383,1.1748854,0.98937833,0.99679714,1.029751,1.3202817,0.8528227,0.63249743,0.62958956,0.0,1.1153951,1.2783685,0.6900008,1.2117047,0.7977291,1.0099357,0.8356347,1.1948881,0.74019134,1.0625436,1.3203433,1.3131614,1.311973,0.7882426,0.7090803,0.66674525,0.78827536,0.7108271,0.7644175,0.66937494,1.0017964,0.6874308,1.1222588,1.1681587,1.1348815,1.0176142,1.2984992,0.80279267,1.0568959,0.7387885,1.1535307,0.74195075,1.2322748,0.65003645,1.1231636,0.55502844,1.0904901,1.1888578,0.9590539,0.9816693,0.695612,1.1848168,1.239784,1.2463204,0.7708043,0.9007721,1.2237575,1.1144689,0.5789222,1.0880066,1.2646874,1.0998025,1.1058147,0.679034,0.68398845,1.1398107
milk,0.8133347,1.2097238,1.2999471,0.8904812,1.0983393,0.8955811,1.050221,1.0579579,0.7982429,0.73363423,1.3416198,0.8161904,0.7428495,0.9596938,0.88197535,0.9415406,0.93284804,0.7897905,0.5385195,1.2954168,1.1834325,0.72817564,1.1363527,1.0822929,1.3233541,1.0934725,0.9292226,0.8837616,1.0694104,0.9071902,0.73747647,1.0337317,0.84127635,1.1201456,1.3543384,0.6851008,0.74156356,0.83199,0.879796,0.90054816,1.037628,0.90219927,0.9665824,1.1900047,1.0642059,1.2407622,1.2708676,1.109942,1.290711,1.1695411,1.189166,0.94154745,1.2937596,0.98926455,0.86171716,1.0215086,1.1222252,0.8950219,1.3711649,0.9989306,1.121911,0.8946122,0.50907964,0.90800035,1.2500347,1.2191677,1.2245396,1.1153951,0.0,0.67362434,1.2234356,0.86491454,1.3607239,0.83056796,1.1808467,1.1310751,1.3177965,0.93341804,0.87428313,0.9444233,0.757307,1.3120334,1.3362224,1.2627032,1.1703079,1.0265039,1.1358469,1.359396,0.8602791,0.9744825,0.8276918,0.71385,1.0022619,1.1200695,0.8898452,1.1039946,1.1172091,1.2659229,0.9305829,0.934794,0.9230439,1.3396702,1.0459355,1.1213139,0.8453138,0.71344846,1.1444105,0.9431964,1.2136698,0.9401498,0.8647797,0.66754514,0.99350363,1.3298097,0.80168545,0.83335453,1.1856172,0.915322,0.6602507,1.0058749,0.98172456,1.2393557,1.3631376,0.9882998
mitten,0.58682114,1.2848384,1.3602543,0.8076379,1.0035355,0.7525353,0.9826384,1.2641375,0.7323542,0.7614482,1.526061,0.8759566,0.507001,0.9012595,0.9008146,1.1596057,1.3069663,0.65250957,0.872798,1.3027335,1.3889067,0.9283462,1.4910452,1.1572608,1.3809817,1.0252504,1.0565975,1.0385158,1.0797873,0.86431414,0.40646732,1.0647955,0.74108464,1.2240192,1.5528736,0.7411096,0.8612288,0.81939137,0.75757736,0.8345523,1.216465,1.0228249,0.9596876,1.0057884,0.9813264,1.128696,1.4085974,1.2684143,1.2657921,1.0811138,1.2765819,0.88413835,1.307416,0.5545051,0.9021313,0.93819076,1.028687,0.48990417,1.3981737,0.937186,0.9561487,0.9807341,0.8328527,0.77428174,1.3028082,1.4710088,1.3391702,1.2783685,0.67362434,0.0,1.3725736,0.5991549,1.344571,0.6893697,1.311845,0.87756807,1.3337995,1.1493921,0.6689282,0.8031146,0.62032557,1.4408523,1.4624904,1.4452207,1.1804041,1.1403346,1.0314885,1.4355559,0.9468931,1.332789,1.0122771,0.4590022,0.98257816,1.069124,0.8366916,1.1140282,1.1142968,1.3396385,0.9723978,1.1896051,0.8922249,1.4110544,0.9751316,1.306369,0.7120875,0.39020836,0.8549702,0.8736246,1.3520042,0.9454366,0.7575743,0.52271044,1.0207031,1.2155726,0.48937058,0.8830398,1.3737187,0.87273574,0.45701724,1.0771927,1.0447965,1.477243,1.4888597,0.94491285
mouth,1.398746,0.71843666,0.5450974,1.2935203,0.6862397,1.0615215,1.013231,0.76269364,1.2542593,1.3514398,0.4994629,1.2545415,1.3164694,1.1167798,1.2281849,0.9518724,0.6186679,1.0533925,1.1698638,0.68383515,0.8519062,0.91942793,0.5474996,1.0043709,0.4398017,1.027297,1.0866165,1.048485,0.88213474,1.1807352,1.2764504,0.9789033,1.2600493,0.90285856,0.40000403,1.3367836,0.8400032,1.1291308,1.3103994,1.050096,1.0501218,1.1239419,1.1552,0.855497,1.0999186,0.77294874,0.52537954,0.8882461,0.78290546,0.8755791,0.7449794,1.1325164,0.72084737,1.0915513,0.9293559,1.1814017,0.9685179,1.2636886,0.49336338,1.2331177,0.95819813,1.1500655,1.1597416,1.3420235,0.8669626,0.78347087,0.71648735,0.6900008,1.2234356,1.3725736,0.0,1.1637427,0.57292414,1.0391042,0.7102359,1.0405542,0.67868024,1.1443791,1.3645844,1.3285755,1.3228623,0.6902128,0.53289485,0.6616621,0.68170166,0.9031694,0.74603677,0.4368254,1.1606398,0.83487236,1.2441257,1.2310517,1.1057665,1.0440416,1.2783155,0.9623038,1.040918,0.7182008,1.1924744,0.9708781,1.2057825,0.61964214,1.0816075,0.60361135,1.2479129,1.2548926,0.94077873,1.0678749,0.6249188,1.1977848,1.2484796,1.357816,0.86316544,0.7176249,1.2490019,1.094222,0.6742109,1.0321922,1.3655047,1.013481,1.1392021,0.7606131,0.51301587,1.172548
muffin,0.8621207,1.0883446,1.0724015,0.87710005,1.0183836,0.9454792,0.9418052,1.1838634,0.9983898,0.9326529,1.2397363,1.0403134,0.79476506,0.85053885,1.0730958,1.203599,1.2460324,0.76027393,0.9058957,0.83328927,1.3166903,1.0552831,1.1903615,1.1400753,0.9992864,0.96148336,0.99057317,0.6740332,0.926723,1.0323077,0.69846165,0.7873731,1.0007126,1.0194446,1.2566012,0.94923526,0.93617934,0.8071617,0.91975516,0.95939785,1.1873963,1.004572,1.0338105,0.8002132,1.132901,1.0636604,1.2096288,1.1055816,1.1314578,1.070971,1.1306956,0.93188393,1.1113207,0.72933084,0.9797627,1.0876154,0.7004968,0.7752377,1.2204872,1.0763592,1.0568342,0.9860478,0.7888456,0.8371682,1.2065879,1.3248016,1.1257011,1.2117047,0.86491454,0.5991549,1.1637427,0.0,1.1157794,0.678807,1.0175707,0.966352,0.98461676,1.0564647,0.87427676,0.815408,0.70685315,1.2109679,1.2115871,1.1094065,1.0391707,1.1856724,0.9255673,1.1439137,0.96268857,1.1653335,1.1273493,0.7263124,1.0797328,1.013709,0.9848457,1.143461,1.0434611,1.1098005,1.1281005,1.182287,1.1641151,1.1856948,1.0541484,1.2306349,1.0288931,0.7221806,0.8267668,0.9366398,1.0703032,1.0772517,1.0189185,0.8304239,1.0776097,1.0773005,0.75967854,1.0381213,1.1608251,1.0814928,0.77949077,1.0684348,1.0039805,1.284214,1.1685765,1.1081635
nail,1.4231441,0.5128312,0.35680652,1.2039871,0.60034025,1.1102152,1.0185877,1.0367225,1.3453299,1.4321363,0.42927396,1.4354255,1.3090963,1.192119,1.2538699,1.1458426,0.7019542,1.1445744,1.4431432,0.4079988,1.0483184,1.1660033,0.7906309,1.0527872,0.40566528,0.9789326,1.3414571,1.0993346,0.9927602,1.3870267,1.2697613,0.88849956,1.350784,0.6762947,0.32467544,1.4861853,0.9243375,1.2651881,1.2729667,1.20192,1.3093505,1.1844465,1.1737098,0.37897694,0.9560703,0.42229813,0.49572498,1.0499593,0.5585189,0.82496655,0.799562,0.86860806,0.4127096,0.97749156,0.75054955,1.1327153,0.7304758,1.0518113,0.4314927,1.107718,1.0054346,1.3115522,1.2159984,1.2617024,0.85785955,1.0660712,0.8963169,0.7977291,1.3607239,1.344571,0.57292414,1.1157794,0.0,1.1270256,0.680977,0.6042282,0.3974378,1.3660493,1.3553829,1.2791585,1.310947,0.6118405,0.34327424,0.5433598,0.7454641,1.1356921,0.8607062,0.4237194,1.406216,1.0123721,1.4261599,1.1355878,1.136596,1.056001,1.286506,1.0006593,1.0638634,0.70369565,1.1830962,1.1553189,1.2585602,0.45097828,1.1165097,0.5854157,1.1341014,1.2207686,0.68062514,1.1720357,0.5093588,1.2094524,1.2458371,1.4060212,0.8722271,0.31217396,0.9891798,1.1020265,0.82440716,1.1514482,1.4156511,1.1604404,1.1735992,1.0080833,0.24636543,1.298834
napkin,0.7262883,1.0331388,1.1086532,1.0835805,0.9375905,0.91953576,0.8517674,0.9651711,0.9552611,0.9458233,1.0076737,1.0083346,0.8032371,0.53551555,1.2475933,0.75795496,1.0241698,0.83248883,0.92410636,0.9523977,1.0250324,0.9246987,0.963254,1.0451509,1.0055366,1.061799,0.921373,0.7246607,1.0413687,1.1476725,0.8554006,0.89663327,1.0306994,0.94182056,1.0411891,1.0228821,0.8865734,0.98034024,0.85072166,1.0475674,1.192456,0.90944314,1.173646,0.9905546,1.2577977,1.0543311,0.9927588,0.9992895,1.0038018,0.89588016,0.92018867,1.0040379,1.105031,0.56752473,1.0725298,1.2985313,0.976576,0.9518866,1.0445557,1.1306359,1.1029752,0.9919907,0.9062321,0.9907302,0.9086973,1.1214883,0.9932886,1.0099357,0.83056796,0.6893697,1.0391042,0.678807,1.1270256,0.0,0.9112767,1.04915,1.0859315,0.8760847,1.0383466,1.072684,0.655315,1.0057163,1.0066609,0.9673964,0.62369627,0.8601306,0.80660087,1.0757796,0.7944149,0.98396236,1.2183902,0.88452554,1.232439,0.9747462,1.1566231,0.85785496,1.0024859,0.96884125,1.1878773,0.9228225,1.3055149,0.9555081,1.1621479,1.0924244,0.8260405,0.8591095,0.8040668,0.9543199,1.0756581,1.2490714,1.1642534,0.98911566,1.0081809,1.012071,0.874855,0.95038414,0.5538591,1.1199563,0.99885094,1.1195558,1.034191,1.0064586,1.0421556,1.222681
necklace,1.251233,0.77875066,0.81587964,1.047268,1.0161027,1.1259167,1.0147262,0.9893585,1.2407602,1.3188823,0.6565669,1.2534189,1.1119163,0.93730545,1.2230225,1.105303,0.8509252,1.2558751,1.3180648,0.71406066,0.80903834,1.1252486,0.6086289,1.101186,0.7206619,0.8981087,1.0313191,1.0372915,1.0236462,1.3807119,1.329359,0.9493093,1.3286163,0.7757907,0.59286225,1.392004,0.97182083,1.2578952,1.1016772,1.192043,1.0397296,1.0909746,0.9636102,0.90168965,1.108684,0.5950128,0.7218243,0.98195076,0.5759575,0.8097898,0.94275147,0.8042548,0.6294391,0.7971668,1.0241246,1.0666178,0.9410196,1.0083075,0.74415165,1.1514511,0.9351609,0.9441577,1.050303,0.96894807,0.81276345,0.85002744,0.85552955,0.8356347,1.1808467,1.311845,0.7102359,1.0175707,0.680977,0.9112767,0.0,0.75092864,0.8802091,1.0119411,1.1244413,0.9733216,1.2688597,0.605657,0.514012,0.7765063,0.6349495,1.1394814,0.9517654,0.9410478,0.9545462,1.0115098,1.258918,1.242697,1.162617,0.89016527,0.9460328,0.9312539,0.683577,0.8309752,1.2008041,1.0075941,1.3204465,0.6765524,1.1529527,0.7648921,0.9649792,1.336867,0.85309684,1.0004921,0.87760043,1.245855,1.1500857,1.353222,1.1803243,0.5753279,1.0349636,0.9989641,0.58680713,1.3378129,1.4141345,1.0975527,1.076002,0.6747218,0.54371816,1.1929249
nose,1.0792258,0.8847011,0.95235276,0.89651555,0.97895527,1.0048735,1.0005236,1.3561769,1.1493897,1.1367519,1.0714321,1.1279174,0.87200874,1.1114767,1.0413235,1.2659638,1.2395148,1.137563,1.2327465,0.8349326,1.1221592,1.2778205,1.2570297,1.0340092,0.995546,1.0099416,1.1963385,1.1198184,1.1468651,1.16117,0.95676833,1.0570564,1.0336086,0.87121356,1.0297743,1.1598324,1.1597028,1.1014823,1.0084251,1.0161055,1.1640702,1.0381267,0.92127144,0.67902076,0.61253655,0.51744866,1.1043146,1.1786414,0.73495996,1.0151615,1.1818316,0.72772336,0.53494394,0.88935924,0.9493893,0.7598232,0.8372343,0.5952855,0.9960288,0.9194585,0.99307275,1.167958,1.1283154,0.9893962,1.0999099,1.2217102,1.2485324,1.1948881,1.1310751,0.87756807,1.0405542,0.966352,0.6042282,1.04915,0.75092864,0.0,0.96182835,1.2677066,1.0489511,0.98776394,1.010765,1.0291151,0.8591798,1.108042,1.0509437,1.2665648,1.1521282,1.111427,1.2061076,1.2531232,1.1713412,0.8834729,0.9092201,1.1292346,0.9886088,1.0986063,1.0043631,1.1691978,1.0631995,1.2780211,1.0141991,0.9640941,1.039715,1.0873946,0.8714421,0.94096845,0.80824095,1.1317023,1.0483454,1.0181544,1.003937,1.0617328,1.260591,0.4380533,0.5521561,1.0210202,1.2271427,1.1599021,1.0747304,1.0119828,0.999163,1.2820174,0.87916595,1.049732
orange,1.4736811,0.5244726,0.19407314,1.3124295,0.5584331,0.90790504,0.8276243,0.8481293,1.4230454,1.473153,0.52963877,1.481808,1.423445,1.2049537,1.356388,1.0039505,0.6748713,0.9638241,1.3024627,0.23219275,1.0644286,0.9715003,0.7344503,1.0611252,0.18653727,1.1813805,1.3041663,0.95846975,1.0052572,1.3525178,1.2590396,0.7200344,1.434679,0.5816137,0.4644671,1.5065771,0.7990277,1.1829394,1.353243,1.155425,1.3263866,1.2573698,1.2368544,0.19815683,1.1229737,0.63233507,0.6542909,0.8931999,0.6528214,0.87872744,0.68199366,0.98907423,0.6821488,1.0069282,0.7199247,1.2644053,0.49143338,1.1795198,0.3728323,1.2238003,0.9242928,1.2553792,1.0592628,1.3583364,0.806454,0.97978836,0.85646045,0.74019134,1.3177965,1.3337995,0.67868024,0.98461676,0.3974378,1.0859315,0.8802091,0.96182835,0.0,1.2993749,1.4153378,1.321739,1.1344249,0.6278305,0.5128639,0.5858613,0.7320192,0.93505317,0.6771084,0.35667634,1.3018086,0.86369824,1.4442712,1.1030097,1.1906224,1.0072544,1.4409916,0.86915445,1.0704345,0.63375294,1.2831717,1.0232222,1.2870615,0.50954944,1.2204387,0.67576283,1.2111615,1.167217,0.6580163,1.0880603,0.36163503,1.1806521,1.3200353,1.4949316,0.6262291,0.5368438,1.19607,1.1022116,0.76896894,0.895709,1.3886709,1.1446916,1.1778779,0.85771245,0.39273965,1.3850859
oven,0.7852442,1.140508,1.3254176,0.97888404,1.2177136,1.1826715,1.0779047,0.85717756,0.75390583,0.86721396,1.0317883,0.5910431,1.0033054,0.8438026,0.89171374,0.86672413,0.9760805,1.1434562,0.8422015,1.2844752,0.6880937,0.9285443,0.6161823,0.96953285,1.2674072,0.95318556,0.56673455,0.9685627,1.0877819,0.7053401,1.1383107,1.1565508,0.82572085,1.2214462,1.1621554,0.82952636,1.0275182,0.8920517,0.9207183,1.0858296,0.4624809,0.45805788,0.9059707,1.441515,1.2020419,1.2689011,1.0808259,0.9567522,1.0920358,1.0700328,1.1713438,1.0604094,1.2006887,1.0176946,1.3188188,1.1210217,1.1675016,1.2415242,1.197133,0.9947769,1.1192703,0.7766005,0.99513215,0.82560873,0.90249187,0.6426002,0.9860954,1.0625436,0.93341804,1.1493921,1.1443791,1.0564647,1.3660493,0.8760847,1.0119411,1.2677066,1.2993749,0.0,0.9321408,0.7888553,1.0237784,1.0319419,1.1238241,1.0747092,0.9993193,0.91998655,1.0632391,1.1951114,0.7446659,0.80860907,0.34018552,1.271578,1.1039448,1.0897245,0.91405874,0.93559575,0.72467875,0.9480565,0.78920156,0.56166524,0.9823083,1.0980271,1.0059615,1.1424296,1.0271622,1.2251606,1.2830997,0.9938772,1.2222435,1.0437243,1.0539188,0.96476054,1.1188551,1.2748994,1.2363873,1.0230343,0.7696522,1.1877811,1.0402412,1.0312862,0.97424847,0.6148073,1.1746736,0.85522294
pajamas,0.5505364,1.3988206,1.431155,0.5889743,1.3489851,1.144888,1.2839947,1.2510839,0.6820781,0.40603262,1.3586798,0.6160096,0.382114,0.51736146,0.8046024,1.2273402,1.4579442,1.1506727,0.8813642,1.4115814,1.29895,1.2769144,1.4232686,1.1275043,1.4470494,0.79201806,0.9447397,1.0753748,1.0578858,0.76653993,0.8241119,1.1691877,0.48934335,1.3333414,1.4357288,0.55871034,1.32386,0.9503771,0.5372321,0.7320512,0.9634625,1.0573089,0.8263241,1.3174744,0.8634168,1.1281201,1.374559,1.3461053,1.235171,1.2547315,1.3400339,0.9098349,1.2258936,0.889115,1.1216496,0.6960896,1.2238814,0.6928035,1.4821745,0.6841761,1.1593914,0.7246669,1.1261301,0.18452978,1.2815855,1.3520023,1.3755872,1.3203433,0.87428313,0.6689282,1.3645844,0.87427676,1.3553829,1.0383466,1.1244413,1.0489511,1.4153378,0.9321408,0.0,0.26436925,0.74381965,1.3679955,1.4019539,1.3654308,1.1231322,1.1760318,1.3156277,1.4758273,0.85990584,1.2797804,0.85896194,0.9866027,0.81959784,1.1414843,0.4035566,1.2740213,0.7695384,1.4707057,0.8073629,1.2690932,0.787261,1.5011531,0.8860469,1.3624735,0.8010551,0.9585197,1.3201255,1.072089,1.3577988,0.8194217,0.3646816,0.57883984,1.3754652,1.2977893,0.864939,1.1035072,1.3742337,1.0871807,0.609913,0.9474566,0.98982507,1.3459212,1.4591831,0.74752676
pants,0.6499984,1.3442302,1.3895361,0.6245349,1.3804979,1.1941167,1.2245939,1.3208486,0.697835,0.55624586,1.301921,0.57871425,0.6319953,0.582842,0.8321733,1.3109114,1.3980414,1.2198762,0.97928697,1.271525,1.1751648,1.3355151,1.2159625,1.1251181,1.3503821,0.7578777,0.86405396,1.0604299,1.1329417,0.77882624,0.86138433,1.1120099,0.59801614,1.2845657,1.3871869,0.72879434,1.2781768,0.96439105,0.58188283,1.0090961,0.82138026,1.0428307,0.658812,1.210873,0.8767316,1.0389267,1.2912172,1.3286744,1.1059654,1.2615745,1.4083529,0.7406737,1.1126308,0.8307683,1.2216028,0.6888195,1.0605316,0.78326184,1.4506551,0.71559215,1.194883,0.7397818,1.1162547,0.12302166,1.299053,1.217547,1.3792312,1.3131614,0.9444233,0.8031146,1.3285755,0.815408,1.2791585,1.072684,0.9733216,0.98776394,1.321739,0.7888553,0.26436925,0.0,0.78970736,1.3326178,1.3151302,1.2611651,1.0390718,1.3028398,1.2820365,1.4196877,0.9046756,1.2506682,0.8080095,1.0568007,0.8484614,1.2180023,0.361367,1.2760811,0.57996017,1.3654034,0.8451899,1.1670796,0.88508916,1.4334538,0.8823601,1.2966456,0.9128956,1.0430878,1.2950197,1.1573741,1.3466401,0.8892704,0.5788852,0.6734447,1.4412262,1.1631829,0.8654312,1.118465,1.2827306,1.288711,0.79478353,1.0438635,0.996778,1.1765325,1.3467984,0.7940217
paper,0.63899297,1.3441906,1.2294362,0.77318454,1.2207274,1.034107,0.9436049,1.2065036,0.7437973,0.60472625,1.3583105,0.8064428,0.63309467,0.80958986,0.91027385,0.9458685,1.3601456,0.8463625,0.6887925,1.1249912,1.1942055,1.0538465,1.4033659,1.142069,1.2153145,1.0552934,1.0377053,0.88430244,1.1035612,0.8425085,0.5911783,0.92191976,0.8350655,1.0582545,1.4193332,0.68146455,1.1643434,0.7754892,0.6990633,1.0150186,1.116464,0.93259984,0.9407242,1.024838,0.97565496,1.1751596,1.3249863,1.1408048,1.3537832,1.0331885,1.2046725,0.9470066,1.2505406,0.95791715,0.8152555,0.92753804,0.8985308,0.69165075,1.4277196,0.97055674,1.0631686,1.0755574,0.92774886,0.7828512,1.1787256,1.2795868,1.3082899,1.311973,0.757307,0.62032557,1.3228623,0.70685315,1.310947,0.655315,1.2688597,1.010765,1.1344249,1.0237784,0.74381965,0.78970736,0.0,1.3343307,1.320399,1.2419364,1.2261558,1.0839481,1.1458647,1.2861079,0.9906475,1.1684594,0.892957,0.734359,0.9273453,1.0983218,0.84752166,1.2701476,1.1560901,1.3227844,0.9923209,1.1226032,0.94877267,1.4805417,0.92092216,1.3337327,0.91286623,0.67461896,1.0396464,1.0643519,1.201978,1.0055542,0.85421634,0.52931154,1.162265,1.2751544,0.6588825,0.82803416,1.2602324,0.973863,0.6146552,0.91973984,0.9790592,1.3960649,1.4328165,0.9354657
pen,1.4154303,0.6436517,0.60281575,1.2221268,0.83204603,1.0639989,0.89169174,0.68498194,1.3213375,1.4022181,0.413283,1.3851595,1.4150141,1.1069788,1.3125298,0.7043915,0.6299031,1.075747,1.261383,0.61870235,0.7176598,1.0098754,0.59168786,0.96673566,0.54967827,1.1470475,1.0504239,0.964936,0.9706998,1.362479,1.3752731,0.96715456,1.4832244,0.7897851,0.21775204,1.3805239,0.92722064,1.2204807,1.3154161,1.1387879,1.1831024,1.0043932,1.2412204,0.798543,1.2536154,0.71144223,0.6245128,0.8244666,0.66246146,0.2838385,0.6488403,1.0932657,0.7085599,0.98906976,0.9814473,1.3369557,0.9041337,1.2156401,0.5290235,1.2272483,0.9360331,1.2408236,1.1603495,1.3525337,0.25147575,0.64896846,0.6396287,0.7882426,1.3120334,1.4408523,0.6902128,1.2109679,0.6118405,1.0057163,0.605657,1.0291151,0.6278305,1.0319419,1.3679955,1.3326178,1.3343307,0.0,0.19147003,0.5527607,0.7654314,0.9381937,0.66111165,0.6087595,1.0894687,0.8050488,1.3147106,1.2499946,1.2837398,0.50953245,1.4087602,0.67934656,1.0866747,0.5117515,1.3087609,0.798251,1.3731676,0.40418035,1.2066821,0.7434248,1.079844,1.3061419,0.42877066,0.97524285,0.6936425,1.267592,1.3651723,1.5103745,0.78640723,0.66433907,1.2411226,0.66622233,0.58652055,1.0223479,1.4234595,1.1296903,1.056003,0.5383046,0.410339,1.3402414
