,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
meat,0.8486013,1.3288085,1.2991912,0.7622547,1.3019502,1.3504325,0.97903794,1.204107,0.9889539,0.9842906,0.9037645,1.3620396,0.9549107,0.7453145,1.2808156,0.96551496,0.85232496,0.951516,1.3818228,1.2345375,0.9801153,0.29120493,1.2863545,1.3739576,1.3846843,1.2597286,1.118436,1.1763322,1.1789621,1.2800261,0.8760332,0.4846542,0.9562162,0.2935112,1.3713723,0.95300347,1.344434,0.7294506,1.0624064,0.9642586,0.8588146,1.0060434,1.1797292,1.096091,1.2901843,1.2249916,1.0093368,1.1443003,1.1372027,0.91248155,1.2944885,1.2456954,0.8945931,1.1942436,0.93521,0.55794114,0.77081734,1.3759358,1.2765598,0.8680865,1.0766692,1.0668851,1.1570913,1.3462379,0.0,0.76602936,1.245106,1.1890604,0.26103115,1.2807851,1.061365,1.3392317,1.1298115,1.077862,0.5449711,0.8885846,0.9235635,0.7739123,1.1517105,1.1191748,1.3005067,0.9616594,1.0248426,1.3730123,0.15903544,1.0508274,1.3350893,1.2532299,0.9561076,1.2453911,0.9877693,0.5166787,1.206362,0.43743455,0.89602494,0.9689887,0.9854042,1.0118744,1.0717845,1.0638771,1.0240428,1.1883681,0.9487211,1.3678457,1.1626534,1.0793939,1.1861801,1.0332156,1.1701493,1.1345332,1.2221522,0.99765867,1.0010207,0.92356586,1.2610855,1.147085,1.078927,0.9203167,1.3056439,1.1734626,0.6688,0.93226117,1.218925,1.1878328,1.2445109,1.3745813,1.0689088
mitten,0.84756714,0.98539,1.3419363,0.65864694,1.353409,1.2522388,0.6660925,1.2397559,0.89253676,0.7800559,0.8457563,1.4868047,0.7336834,0.710943,1.4089596,0.64461064,0.7161176,1.0117377,1.3838263,1.4021771,0.8494849,0.8922534,1.1632044,1.3268013,1.3578115,1.2806728,0.956148,1.1714265,1.0440171,1.4488108,0.7515022,1.0383364,0.82561547,0.9000034,1.422092,0.9081318,1.2612407,0.74821126,0.9810576,0.9183427,0.85717636,0.84829104,1.2469993,1.0202034,1.4734807,1.3624866,0.8596696,1.1624688,1.2735606,0.64659125,1.4396913,0.6162164,0.8295812,1.021188,0.877549,0.81796795,0.6086196,1.3510723,1.0193653,0.59744275,0.798159,1.1512971,1.1709358,1.5547912,0.76602936,0.0,1.1882628,1.1085879,0.87990624,1.2827933,0.66103697,1.4145525,1.1575092,1.2057512,0.81995904,0.5685679,0.64717865,0.8396119,1.103907,1.082321,1.2950422,1.0088525,1.0671409,1.2082429,0.7924265,1.1091659,1.4457616,1.2875346,0.67522895,1.3365257,0.9412312,1.0111129,1.2764452,0.8318932,0.64913386,0.7335068,0.7564931,0.575779,0.8246479,0.9584946,1.0144731,1.2308621,0.77666163,1.1408648,1.1230847,0.53655994,0.9531556,0.89871854,1.0915526,1.0933667,1.2040344,0.80272514,0.8902813,0.8833232,1.1934118,1.0118775,1.1363336,0.7038488,0.8603791,1.1094383,0.9462175,0.96726495,1.1508038,1.2593893,1.1405039,1.3176897,1.0843315
mop,1.2335813,0.8490708,0.9917693,1.168019,0.9773328,0.9035057,1.1116194,0.8724143,1.1070836,1.1048776,1.1777867,0.7991737,1.0672866,1.2804489,0.8856158,1.0932966,1.2245725,1.0285699,0.79277027,0.9459024,1.0604866,1.2557082,0.100895226,0.7622615,0.6566782,0.9573772,0.98377293,0.9555926,0.8414427,0.79677683,1.1109523,1.164151,1.1306438,1.2295269,0.6383782,1.1041595,0.8572318,1.2382619,1.0245379,1.0074723,1.0887184,1.0366652,1.0451387,1.0655824,0.90189415,0.8331351,1.0987786,0.82739973,1.017329,1.1579787,0.93751144,0.97573113,1.2219443,1.1258614,1.1975157,1.2207737,1.2954528,0.955015,0.52718043,1.1385742,1.0367898,0.75933635,0.6548879,0.709942,1.245106,1.1882628,0.0,1.0264311,1.2579389,0.9983572,0.99902844,0.8450006,0.9924188,0.9267155,1.2622015,1.2239805,1.1529351,1.2407321,0.73551285,0.72161466,0.85896385,1.0139654,0.987012,0.89235276,1.272018,1.0481141,0.87664175,0.93771195,1.0537792,0.62561345,1.0267112,1.1400068,0.88496184,1.2022972,1.2260232,0.96700436,1.1267167,1.0319588,1.0222352,0.7589759,1.0302222,0.95110846,1.0983746,0.84246844,0.9492037,1.0148244,0.78594536,0.76207954,0.72659755,1.0344906,0.94172585,1.1531212,0.85939586,1.0302498,0.975635,0.9982914,1.0030357,1.021266,0.8961617,1.0358626,1.0680238,1.0411016,0.85312593,0.9779259,0.5491979,0.85102236,0.9867463
motorcycle,1.150307,1.1555439,1.1182595,1.1654918,1.0264019,1.0299895,0.9594756,0.65347874,1.0409544,1.1270382,0.92711765,1.07404,0.8901951,1.0568095,0.94418526,1.0661237,0.7108811,0.960964,0.9241861,1.0710373,0.9086195,1.2036104,1.0690039,0.70762295,0.8441753,0.57574195,1.0778639,1.1109618,0.7129615,0.9814326,1.0272765,1.0778704,0.9117584,1.1689066,1.0489978,0.8377841,0.8419431,1.1452852,0.9275003,1.0077298,0.96616274,1.0184073,1.1376941,1.2880822,1.0974817,0.81717926,1.2320797,1.2372105,1.066757,0.9443609,1.1255195,1.0044205,0.9101608,1.1677647,1.0712693,1.2935894,1.2043664,1.0068792,0.9426961,0.91417164,1.0992546,1.1116961,0.80960345,0.8704635,1.1890604,1.1085879,1.0264311,0.0,1.1802154,1.150712,1.1349541,1.1645412,1.051547,0.97647387,1.0753987,1.1123537,1.16327,1.0242016,0.9361394,1.0324433,1.05812,1.1502597,0.97041136,1.0390904,1.2092358,0.78553855,1.1250877,1.004864,0.7520137,0.91539127,0.9584548,1.0865873,0.85373855,1.2224785,1.0447888,0.6746937,1.0900911,0.89120734,1.1271591,0.81091917,1.0783976,1.0969522,0.83214915,1.06153,1.119523,1.2540112,1.0047795,0.751651,1.1531873,1.0276941,0.114715695,0.96510166,0.76602757,0.82503885,0.8332074,1.1455402,1.2527691,1.101876,1.1158395,0.36753488,1.0730622,0.89998055,0.2987547,0.6849129,0.45276892,1.0918882,0.9838166
muffin,0.88046896,1.18888,1.1014194,1.0494776,1.1021516,1.1329337,1.1156957,1.1544728,1.1954209,1.1117296,1.209479,1.2619497,1.1998769,0.9818016,1.0820966,1.2093697,1.0008234,1.0878507,1.2411588,1.0746899,1.143203,0.018693388,1.2962412,1.2624669,1.3276601,1.268879,1.0216643,1.1686329,1.3271321,1.1655291,1.0453154,0.28491527,1.1681225,0.05483991,1.2273958,1.1777927,1.2258399,0.6487305,0.9882145,1.1338192,1.0607016,1.1088705,1.0205213,1.0718993,1.0905454,1.0289689,0.9491786,1.1630039,0.85270226,0.99194515,1.2212621,1.1601677,0.9910772,1.0495491,1.1184208,0.5806445,0.84764004,1.2772005,1.3323199,1.1051874,1.1589264,1.0927894,1.2066616,1.2285107,0.26103115,0.87990624,1.2579389,1.1802154,0.0,1.1738943,1.1041524,1.213372,0.9756213,1.1580975,0.2965324,1.0392889,1.0111849,0.98172826,1.084636,1.0558693,1.2108656,0.89366037,0.9396213,1.3107166,0.10953474,1.0298709,1.1260543,1.09738,1.1984311,1.1702096,1.1389818,0.3357011,1.1765788,0.49334955,0.9691706,1.0893825,1.1024957,1.0740529,1.1413285,1.0862064,1.0784241,1.327708,1.1135436,1.2408469,1.2439674,1.0619526,1.1404167,1.08616,1.1096606,0.98917466,1.1904131,1.0535767,1.1011964,1.1530347,1.1152405,1.0705061,1.1354636,0.96880925,1.2502606,1.1294066,0.67256343,1.0312393,1.1787558,1.0409448,1.3047982,1.2914218,1.1351318
nail,0.94155586,0.6241616,0.263327,1.2586305,0.28232372,0.36836958,1.1798227,1.0494683,1.2557337,1.1095723,1.3701997,0.49228585,1.3805516,1.2931417,0.79078174,1.313557,1.2995641,1.1794571,0.3550321,0.6136633,1.3642411,1.1496476,1.0196016,0.7568369,0.99106836,0.8756598,0.7223441,0.8726518,1.2668402,0.4936183,1.1917412,1.1034307,1.2695312,1.2258224,0.43918794,1.3978021,0.7231949,1.2266704,1.0479136,1.3143594,1.3698748,1.1952895,0.4481814,0.56215286,0.48344457,1.0261905,0.7998658,0.74470264,0.94025797,1.2250186,0.3055575,0.8904162,1.2546564,0.434928,1.0267808,1.0931457,1.093461,0.3179916,1.1416034,1.2797041,1.0562413,0.9229981,1.2226716,0.6411921,1.2807851,1.2827933,0.9983572,1.150712,1.1738943,0.0,1.1430382,0.45481056,0.5816542,1.1517127,1.1597648,1.2657086,1.1286366,1.2973193,0.92297584,0.9839694,0.67620903,1.0707289,1.0239742,0.79866123,1.2539697,1.255933,0.47811735,0.40361977,1.3471463,0.80690193,1.2936937,1.1154002,0.9566126,1.0270001,1.1602087,1.2197211,1.2416884,1.2203978,1.1209146,1.1106887,1.2160861,0.89399433,1.2863991,0.56953746,0.945233,1.0799303,1.1092876,1.3297274,0.694687,0.9291726,1.0382242,1.2160182,1.3015679,1.3937049,0.6399249,0.6667324,0.652912,1.0883017,0.9363806,0.9872992,1.2611234,1.293827,1.1687286,1.0216306,1.2718171,0.32504392,1.2487355
napkin,1.0624008,1.0939633,1.2959719,0.856509,1.2565421,1.1684451,0.9002441,0.98206717,0.8945944,1.0750389,0.72538286,1.1260672,0.68196064,0.8322122,1.2163544,0.56325865,0.97836435,0.8591098,1.173415,0.8672756,0.5954055,1.1389248,0.98825526,0.9195779,1.0246525,1.1405549,0.9910283,1.1429378,0.9328829,1.2284756,0.8614078,1.0123653,0.6953959,1.1150359,1.1931444,0.82815826,0.96041745,1.0274653,0.9074537,0.8876844,0.6733635,0.9629434,1.1184877,1.1995006,1.2556576,1.1371325,1.1398026,1.1659127,1.1744968,0.7827187,1.2229788,0.81021404,1.1416717,1.0678612,1.0602674,1.0199265,0.9935353,1.1562524,0.9446748,0.82076514,0.75407696,1.0597435,1.1156265,1.2125975,1.061365,0.66103697,0.99902844,1.1349541,1.1041524,1.1430382,0.0,1.1811576,0.9906186,0.93159485,1.0785828,0.78262377,0.6810172,0.8490915,1.1739042,1.099232,1.1586504,0.92406815,1.0248568,0.67426544,1.0973122,1.1366282,1.111581,1.2401739,0.64827627,1.0619323,0.85509706,0.9823968,1.074066,1.1020184,0.8476858,0.9930642,0.8702669,0.9791681,0.8611139,1.0671821,0.9665924,0.95330477,0.87877405,1.1317321,1.0542753,0.7664148,0.93577695,0.9234538,1.1450162,0.9783846,1.1617417,0.929597,1.08475,0.85174346,1.0865283,1.2184863,1.0447488,0.9743025,0.42069936,1.0952456,0.85895723,1.0180417,1.1702582,1.130875,1.0942339,1.2271161,0.9803624
necklace,1.0406439,0.61526656,0.46244007,1.2835768,0.5537982,0.5769353,1.1122802,1.089232,1.1281927,1.040029,1.4217136,0.40248787,1.3883197,1.3456663,0.65569913,1.2899952,1.3383576,1.2627743,0.4831941,0.5735047,1.3873339,1.1688136,0.80542976,0.7021903,0.7689752,0.7928307,0.9519094,0.7433474,1.06882,0.4940201,1.2886494,1.1397117,1.364465,1.2312269,0.5130757,1.4598548,0.68332154,1.1190864,0.97581804,1.2998271,1.3292168,1.1078122,0.5483414,0.6491063,0.4632722,0.925608,0.8374637,0.5832958,0.7512531,1.3387983,0.33895838,0.80955684,1.3604188,0.7805968,1.1040596,1.1974217,1.1985404,0.39435887,0.8808272,1.3909837,0.8865953,0.87184507,1.0226662,0.4856903,1.3392317,1.4145525,0.8450006,1.1645412,1.213372,0.45481056,1.1811576,0.0,0.7170024,0.93983775,1.1623974,1.2784952,1.0839661,1.3983613,0.9630018,1.0073632,0.5828232,1.1026318,1.0670732,0.6198149,1.3266373,1.2280756,0.47631472,0.5066747,1.3806784,0.70725334,1.2715058,1.1157907,0.8287287,1.1185759,1.2253513,1.3938622,1.2261602,1.1481395,1.0028213,1.1485398,1.1763235,0.69313514,1.3659098,0.42718697,0.86766917,0.9519046,0.8835343,1.3141996,0.7897929,0.9752311,1.0886728,1.2454939,1.3433878,1.3740869,0.7664997,0.74598086,0.6906762,1.3104398,0.8010071,1.1332414,1.2333387,1.3563871,1.0110463,0.9249543,1.1038916,0.3138768,1.160001
orange,1.0571387,0.8115884,0.49903548,1.2917898,0.5974949,0.5610952,1.0512612,0.9133563,1.1909907,1.2289618,1.372346,0.8461814,1.329104,1.1687407,0.80704004,1.350018,1.1757897,1.044755,0.6697257,0.6076298,1.204009,0.9446648,1.0304404,0.80689096,1.0694095,1.0071669,0.49328786,1.0635996,1.3060752,0.77271736,1.1780522,0.82643604,1.2970792,1.019051,0.67445904,1.3341326,0.83080906,1.2496597,1.0378728,1.3106148,1.2320465,1.2006513,0.20962656,0.8865356,0.8018485,0.9807725,0.9703439,0.9732509,0.8598993,1.1331612,0.81546915,0.89177495,1.284339,0.7063868,1.2119772,1.0379355,1.14799,0.7962564,1.1689695,1.3016849,1.2202487,0.95819896,1.1525401,0.78992367,1.1298115,1.1575092,0.9924188,1.051547,0.9756213,0.5816542,0.9906186,0.7170024,0.0,1.0886626,1.0793595,1.2976854,1.1764013,1.2037454,0.9944088,0.91030514,0.9409669,0.84551656,0.9054173,0.8693621,1.0898649,1.1850284,0.57636124,0.58540714,1.2394364,0.76148576,1.2928224,0.8540609,0.89320886,1.1119255,1.1538597,1.0218606,1.3014545,1.0274221,1.1965266,0.9715565,1.1587616,1.0632968,1.2367319,0.708104,1.1553307,0.9182044,0.87296796,1.1907203,0.756314,0.6488575,0.9682461,1.2700348,1.2604754,1.366396,0.5889778,0.83886373,0.9636845,1.091662,0.8573121,0.8829392,0.8726775,1.2166106,1.0583879,0.85554755,1.1941837,0.7526303,1.2220078
oven,1.1313872,1.1445063,1.1992817,0.9663763,1.2283792,1.185082,1.2014493,0.9203006,0.7352671,1.1102929,0.89672196,0.89794993,0.7228402,1.0988449,0.99817574,1.0800192,1.106055,0.873303,1.0200038,0.7549091,0.6969915,1.1766638,0.9684429,0.82694507,0.5004014,0.81048834,1.2275357,0.9815487,0.70707464,0.9585565,1.0724231,1.0232759,0.8397896,1.1331804,1.1143618,0.91205895,0.7920269,1.049557,1.0302058,0.7300882,0.47355968,1.10231,1.0873771,1.0641866,1.1189808,0.9338069,1.1572623,0.9338922,1.0803833,0.8804289,0.96035564,1.0663928,1.2513801,1.1721497,1.0759138,1.0981853,1.1413499,1.0062089,1.023505,1.0692117,0.9766625,0.918833,0.8903958,0.6724728,1.077862,1.2057512,0.9267155,0.97647387,1.1580975,1.1517127,0.93159485,0.93983775,1.0886626,0.0,1.1381336,1.2414587,1.0455745,1.0074363,1.129928,1.1325718,1.0083014,1.0733931,1.0271616,0.87108064,1.157747,1.0236559,0.95207936,1.1566445,0.9192309,0.6752942,0.48848295,1.0190842,0.8588214,1.1092895,1.1006138,1.1206342,1.1248077,1.0682589,0.9750154,1.0758538,0.89451337,0.49906868,1.1987208,0.9846615,1.0049874,1.1402122,0.91531354,0.9916969,1.1089677,1.0668758,1.0467039,1.1116648,1.2467384,0.83612305,1.015026,1.1465487,0.92877364,1.2033,0.96421224,1.1413498,0.8786623,1.0719908,0.9265577,0.8412172,0.8414929,1.0122844,0.74453974
owl,0.94862586,1.1288149,1.1279112,0.99486464,1.0736504,1.0588881,0.9914204,1.1315957,1.1632345,1.034008,1.138504,1.2981795,1.142503,0.96599686,1.1214955,1.1238528,0.8628276,1.0535522,1.2443676,1.0792639,1.0552517,0.28878844,1.2461153,1.1704876,1.2829193,1.2174423,1.0027299,1.1965868,1.2716517,1.2067432,0.9576383,0.63013554,1.098531,0.33771628,1.2423317,1.1075288,1.1670569,0.63866854,0.9542563,1.1092393,1.0081724,1.1091313,1.122874,1.066359,1.1082722,1.0569146,0.87673104,1.1445438,0.8609799,1.0014592,1.2233591,1.0257999,0.88500017,1.0409904,1.1328491,0.79021627,0.80149704,1.2628176,1.2143674,1.0395788,1.047869,1.1442235,1.1700354,1.2846735,0.5449711,0.81995904,1.2622015,1.0753987,0.2965324,1.1597648,1.0785828,1.1623974,1.0793595,1.1381336,0.0,0.90740913,0.97546023,0.97135437,1.0134871,1.0398924,1.0800046,0.9910991,0.8650993,1.2739742,0.4053495,1.0879496,1.1885649,1.1081212,1.0258847,1.2363763,1.0990152,0.66695803,1.1254761,0.72172,0.9161376,0.98863965,1.0712454,1.0099236,1.0812482,1.0836565,1.1072533,1.2772813,1.0454537,1.2197815,1.2403004,0.9371894,1.1023761,1.0711229,1.06496,1.0195125,1.1124105,1.0148729,1.0288836,1.1382637,1.0910503,1.0354346,1.0406424,0.8681186,1.2511563,0.97124374,0.73706067,1.0378686,1.0606521,1.0982898,1.2516854,1.2758254,1.1267917
pajamas,0.9105421,0.99904364,1.3429734,0.52007484,1.3779812,1.3151331,0.7399428,1.2568625,0.8954419,0.6711682,0.7318239,1.3671616,0.7877086,0.5071956,1.3775029,0.4672944,0.62458557,1.0265758,1.4125274,1.4529371,0.88517237,1.0496175,1.1451353,1.3516597,1.3448269,1.3078572,1.0247698,1.1209283,0.9918959,1.4716244,0.80467355,1.2465233,0.7279967,1.0522536,1.4125363,0.8416914,1.3382018,0.7364152,0.8536626,0.81261736,0.9029033,0.5579228,1.2662269,1.0021468,1.3836343,1.2673278,0.9239109,1.1201079,1.2270362,0.8662587,1.3760672,0.9699139,0.6622913,1.1709927,0.73740923,0.9581011,0.5919362,1.2956992,0.939584,0.42485487,0.45805913,1.2423371,1.1663613,1.5748141,0.8885846,0.5685679,1.2239805,1.1123537,1.0392889,1.2657086,0.78262377,1.2784952,1.2976854,1.2414587,0.90740913,0.0,0.52224517,0.8050546,1.1260233,1.0731114,1.1153432,1.0813025,1.1479658,1.120017,0.9254303,1.0041642,1.5395119,1.3131753,0.6977881,1.4689043,0.89120525,1.227681,1.1901525,0.94469464,0.568102,0.8962498,0.31722856,0.8743044,0.5360551,1.1112794,0.99361056,1.1886919,0.702584,1.3247042,0.9760905,0.7348951,1.2438583,0.9953484,0.98166513,1.1508938,1.1566093,0.49370152,0.80518895,0.8539368,1.4160054,1.1092385,0.95376146,0.6888077,0.9908648,1.1044916,1.153165,0.8914522,1.1200935,1.3006802,1.1498716,1.2587745,1.030937
pants,0.9666513,0.9779153,1.1710092,0.69277894,1.199894,1.1944535,0.9525966,1.2764589,0.8657696,0.8202033,0.8618365,1.1311555,0.7687364,0.7485812,1.264678,0.62359184,0.94508886,1.0986822,1.2681458,1.1746628,0.92443985,1.0299644,1.1170152,1.2496504,1.1160258,1.2224853,1.124865,1.0459477,0.93835896,1.255358,0.9566974,1.1168007,0.7455369,1.0296516,1.3124707,0.97601277,1.2502275,0.74957585,0.970493,0.882891,0.9108225,0.72091997,1.0782897,0.9813906,1.228286,1.2289056,0.8613315,1.1225773,1.1972387,0.8928197,1.2290194,0.94091,1.0111303,1.0961001,0.91254574,0.9117096,0.8482251,1.1705422,0.9753593,0.5965173,0.59599346,1.1297778,1.1615742,1.3070989,0.9235635,0.64717865,1.1529351,1.16327,1.0111849,1.1286366,0.6810172,1.0839661,1.1764013,1.0455745,0.97546023,0.52224517,0.0,0.9665243,1.1820371,1.1498227,1.1121571,1.024004,1.0828297,0.9032251,0.9962621,1.1211597,1.2979493,1.1536815,0.89482296,1.2844086,0.787013,1.0941863,1.1669234,0.96410173,0.65935963,1.132599,0.5630734,0.9923348,0.36644506,1.1137722,0.99996793,1.0570996,0.9512208,1.1892539,0.90947586,0.7770453,1.1224355,1.0445886,1.0770547,1.1152577,1.2064377,0.7588847,1.0358566,0.92683554,1.2825103,1.0825326,0.93736774,1.011773,0.8514124,1.2858043,0.99186516,0.99595445,1.1267228,1.1919968,1.1921602,1.1604325,1.0184302
paper,0.89809,1.350628,1.2492445,0.7233234,1.266039,1.2617786,0.8737036,1.0619743,0.8378645,1.0049043,0.52830297,1.3385084,0.82328546,0.33464682,1.2761022,0.73757184,0.84609234,0.28660822,1.4156485,1.165966,0.49801224,1.0296744,1.2942098,1.1776735,1.2623456,1.1508151,1.0926712,1.0892413,1.0924805,1.2288277,0.8178978,1.010927,0.84340525,0.9925357,1.354932,0.6332368,1.1465169,1.0003684,0.97568995,0.7919672,0.6588149,0.9591907,1.1748786,1.1490872,1.3240364,1.1785921,1.1629357,1.2183528,1.139725,0.7950683,1.3209486,1.3069046,0.7874584,1.0111126,0.78591347,0.6738947,0.8002576,1.395048,1.1980245,0.7390505,1.0573051,1.0397215,1.1081424,1.3714155,0.7739123,0.8396119,1.2407321,1.0242016,0.98172826,1.2973193,0.8490915,1.3983613,1.2037454,1.0074363,0.97135437,0.8050546,0.9665243,0.0,1.167425,1.0946839,1.284775,0.8529326,0.9483859,1.3025551,0.86761534,0.89659,1.2181168,1.3448544,0.665223,1.2778924,0.79425555,1.0038182,1.1258094,0.9634608,0.8923914,0.79684913,0.876265,1.0924516,1.1111047,1.095261,0.92099863,0.9841199,0.76213735,1.4519241,1.0014884,1.1435963,1.2137396,0.98646927,1.2512804,0.9274921,1.1330309,0.8824266,0.87584096,0.7173308,1.1544178,1.2077807,0.993306,0.852346,1.1439431,0.9087667,0.8547938,0.8128828,1.0985603,1.1347814,1.1568644,1.4179044,0.9259781
pen,1.1996441,0.8974207,0.87896264,1.1110741,0.82883835,0.8183826,0.9175772,0.8546674,1.1991669,1.034255,1.2773316,0.89879555,1.22206,1.2714915,0.87310946,1.226224,0.88352436,1.009183,0.721267,1.0237015,1.238288,1.0742759,0.69360083,0.962026,1.0398881,0.89825594,0.82015026,1.1754501,1.0749004,0.8754934,1.0930312,1.105749,1.2644979,1.0832355,0.4910283,1.2188956,0.9279237,1.272857,1.1075602,1.2016565,1.2664342,1.2761629,0.9707474,0.94805604,0.8465632,0.96993303,0.9737863,0.7043321,0.96877855,1.1021541,0.9086679,0.8781621,1.047975,0.87511003,1.2061875,1.1594098,0.98914385,0.95730007,0.93017685,1.1534898,1.0964949,0.5918914,0.83452415,0.811028,1.1517105,1.103907,0.73551285,0.9361394,1.084636,0.92297584,1.1739042,0.9630018,0.9944088,1.129928,1.0134871,1.1260233,1.1820371,1.167425,0.0,0.15681201,1.0115837,1.0844617,1.0140945,1.003716,1.1114812,1.1057788,0.8633255,0.856272,1.1355587,0.7782416,1.2839823,1.0923216,1.0106499,1.1021378,1.1329778,0.5581048,1.2557124,0.98638463,1.1417565,0.50956076,1.0960752,1.0311832,1.0769985,0.8208405,1.1293249,0.94492835,0.76908493,0.84553176,0.67012656,1.0998688,0.83622473,1.2572892,0.88954574,1.1516962,0.7708841,0.91730905,1.0778121,0.50738066,1.0227184,0.83204085,1.1747468,1.1253645,0.9354637,0.8740537,0.72874194,0.8459282,1.139446
pencil,1.1722615,0.9508559,0.9022636,1.0863423,0.86755884,0.8415757,0.86138576,0.8658991,1.1877743,1.0027097,1.2727497,0.93018323,1.2609515,1.1794418,0.8373848,1.2130858,0.9398089,0.89367265,0.7907796,1.0510992,1.1868612,1.0369791,0.7250202,1.0207357,1.0784693,0.9948587,0.71430194,1.1224103,1.1368972,0.87784255,1.0925325,1.056279,1.2888566,1.0509582,0.48309815,1.2526455,0.9942186,1.2777321,1.1238878,1.1851096,1.2697711,1.269602,0.9503192,0.96871424,0.8535806,0.9496675,0.96372694,0.66374266,0.90327,1.1025028,0.9726062,0.94061464,1.0640532,0.8190256,1.2292495,1.1220413,0.9376511,1.0458212,0.9842457,1.173401,1.1430367,0.57532495,0.9176673,0.8773072,1.1191748,1.082321,0.72161466,1.0324433,1.0558693,0.9839694,1.099232,1.0073632,0.91030514,1.1325718,1.0398924,1.0731114,1.1498227,1.0946839,0.15681201,0.0,1.0638522,0.98406565,0.97897595,1.0243573,1.0844074,1.1238754,0.8462361,0.885912,1.1257956,0.80412745,1.2966952,1.0385373,1.0080588,1.1264235,1.1364783,0.548907,1.2468586,0.97331154,1.1487179,0.58884156,1.1086584,1.0474652,1.0995402,0.8745877,1.1289871,0.9162476,0.7920346,0.883868,0.6671523,0.9887689,0.915004,1.3046383,0.9441016,1.1469101,0.78371453,0.9111067,1.1456696,0.48878896,1.0112681,0.8443907,1.0856129,1.1349648,1.0159526,0.85670197,0.851128,0.8955083,1.1340821
penguin,1.0862406,0.61175275,0.7267736,1.2366259,0.7385721,0.6946196,1.1384866,1.0734367,1.2516098,1.0076509,1.346904,0.6059047,1.2493433,1.2729481,0.845363,1.1810677,1.1520929,1.2246721,0.68051624,0.8786009,1.2132498,1.1939166,0.8194915,0.8563845,0.67537796,0.8608586,1.0486113,0.8460815,0.97937554,0.77044535,1.1739979,1.1794189,1.1550401,1.2250465,0.73951083,1.269867,0.82978976,0.89143455,0.973562,1.1946445,1.2428625,0.96125275,0.8494859,0.74612105,0.69808054,0.9918821,0.87006503,0.71948457,0.92443305,1.2761493,0.6123469,0.8512645,1.1603606,0.9338082,0.787452,1.2010558,1.1356508,0.45611513,0.82027054,1.1793103,0.9038931,1.0039853,1.0121039,0.7902862,1.3005067,1.2950422,0.85896385,1.05812,1.2108656,0.67620903,1.1586504,0.5828232,0.9409669,1.0083014,1.0800046,1.1153432,1.1121571,1.284775,1.0115837,1.0638522,0.0,1.120172,1.070574,0.75130284,1.272642,1.1166359,0.77943075,0.719823,1.2152262,0.8941929,1.1215595,1.1540098,0.8332329,1.1478766,1.094194,1.299608,1.0179021,1.0595804,0.8445598,1.1348119,1.103021,0.97197515,1.2307792,0.70463055,0.8957297,0.9437561,0.93298036,1.1893305,0.8288259,1.0349215,1.010958,0.93839943,1.1233883,1.202663,0.94651353,0.77791166,0.73523617,1.1679646,0.94646674,1.0753185,1.297672,1.2041758,0.93185824,1.0210233,1.0256462,0.58377993,1.0328404
pickle,0.9343211,1.0340347,0.88222736,1.0233539,1.0478542,0.980123,0.959364,1.0807595,1.1105466,1.1151689,1.0993018,1.0753384,1.1305802,0.76550627,0.78156155,1.0652405,1.0704643,0.8471086,1.1319709,0.9590018,0.95187104,0.8901198,1.0528804,1.0261433,1.087278,1.1034014,0.60314035,1.0572424,1.179489,1.1206772,1.0718433,0.9303653,1.0911652,0.86716497,0.921463,1.0852736,0.96047574,1.037877,1.0309434,1.0846511,1.0287237,1.130599,0.8744549,1.03689,0.92211926,0.8233279,0.9440107,1.0744996,0.69489485,1.0495415,1.1305034,1.1004947,1.1386257,0.9040958,1.1467739,0.74827456,0.9836669,1.2261502,1.1789308,1.1305827,1.0961194,1.0000662,1.1588138,1.1770762,0.9616594,1.0088525,1.0139654,1.1502597,0.89366037,1.0707289,0.92406815,1.1026318,0.84551656,1.0733931,0.9910991,1.0813025,1.024004,0.8529326,1.0844617,0.98406565,1.120172,0.0,0.8585898,1.0333229,0.9076803,0.86796564,0.9110669,1.1046847,1.0237746,1.1407608,1.0156751,0.9213308,0.8758269,1.02239,1.0342201,1.0652411,1.1061856,1.0986704,1.1260295,1.1778142,1.0652232,1.1082041,1.0957149,1.1404215,0.9607444,1.0067896,0.9641936,1.1072884,1.0607958,0.32781827,1.1877803,1.1218528,1.1598294,1.126015,1.0099772,1.048321,0.93768334,1.025069,1.0036107,1.0468472,0.8749044,1.0287448,1.1241307,1.1483179,1.1992795,1.1700088,1.0469966
