,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,couch,crayon,crib,cup,deer,dog,doll,door,drawer,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pony,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
eye,0.9349341,0.61548424,1.1505194,0.99476963,0.9624026,1.1089629,0.8097216,1.0232404,1.1332271,1.1177416,0.9040292,1.1831955,1.032814,0.89648503,0.94301945,0.89929914,1.0547259,1.0752394,1.1950457,1.2382338,1.0870639,0.8404012,1.0423123,1.1081176,0.7659503,1.0523942,1.0123034,1.0928341,1.0050653,1.0771629,1.1757861,0.9982233,1.0939083,0.98894626,0.99485743,0.99927336,1.0076882,0.9959345,0.8429141,1.0792997,0.0,0.89191955,0.69731593,0.9967389,1.1802573,0.90914404,1.0909276,1.0650903,0.8843152,1.0025244,1.1078634,1.1117675,0.9370688,0.8319298,0.89797246,0.985814,0.9746982,1.1791474,1.1182743,0.81868804,1.1288571,0.85134935,1.0512096,1.0594748,0.8937428,1.02293,0.99224746,1.0344738,1.1543097,1.0052342,1.107539,1.1183884,1.1273272,0.84795624,0.8757074,1.1261284,0.9341014,0.9703576,0.9876433,1.2251495,0.97101647,1.0949365,0.8440757,1.1709782,0.9693136,0.98218083,1.0742542,1.0810331,0.87170905,1.0920765,1.1455687,1.1365205,0.85754645,1.0854307,1.0521033,1.1014832,1.0790194,1.1625466,1.2450236,0.8987383,0.76388574,0.6443188,1.0320588,0.93866855,1.118476,1.2270939,1.1419525,0.8970654,0.9474536,0.7424422,0.9748904
face,1.0506243,1.0831443,1.1397164,0.9294827,1.143362,1.0909681,0.9729625,1.2296598,0.88781744,0.84566617,1.1398275,0.89870954,0.6879104,1.0707557,1.0437847,1.0853539,1.0316266,1.1406524,1.107139,0.95253664,1.0852188,1.1643507,1.1995437,1.2267038,1.1091434,1.2052891,0.8369576,1.0321038,1.1069325,0.8749253,0.8015161,1.2638757,1.0284816,1.2090142,1.1321442,0.95702124,1.0713116,0.99454814,1.1703894,1.0174378,0.89191955,0.0,0.91078734,1.0894876,1.1218448,1.1736181,1.108386,1.1800253,1.1138034,1.0065506,0.81795144,1.0718365,0.38861734,0.8282062,1.125322,1.1383649,0.98885727,0.7463143,0.76248974,1.1655529,1.161581,1.1384785,0.9254104,1.0374829,1.0525258,1.2666833,1.197462,1.098135,0.9779471,0.9597101,0.60238016,0.8105311,0.939722,1.1469469,1.16346,1.0396869,1.1419609,1.1862276,1.168043,0.90045404,1.1109443,1.0888727,1.1363165,0.8744575,0.9895295,1.0573334,1.219754,0.56307626,1.1651748,1.0975269,1.0836785,1.0089836,1.2035575,1.1019855,1.1624985,1.124193,1.0586102,0.6436121,0.8602512,1.1785727,0.8185565,1.0442344,1.0675927,1.2308404,1.2083762,0.9083966,0.84736466,0.9860768,1.1829414,1.1478603,0.86690843
finger,1.0057907,0.55589974,0.9571534,0.7121136,1.0663037,0.98771197,0.7678312,1.0830275,1.2404097,1.3209982,0.6105834,1.1905609,0.9426804,1.0543405,1.1561704,1.1932443,1.1616311,1.0633903,1.2462759,1.3066403,0.78815615,1.0087552,1.0139543,1.0126591,0.9759002,0.67370653,1.0929551,1.1914028,1.156604,1.2258651,1.2139997,0.7167704,1.315257,0.9826303,0.77100927,1.2867556,1.1794937,0.98669213,0.99956715,1.1144146,0.69731593,0.91078734,0.0,0.6932075,1.3018243,1.2210451,1.079841,1.0140624,0.80840033,0.96150243,1.2017597,1.0868634,0.84923697,0.33482987,0.7842835,1.0982819,0.9311571,1.037272,1.015433,0.93466806,0.85085547,1.0602465,0.8724937,1.138367,0.5135422,0.8427286,1.2514744,0.8754623,1.2140849,1.0177165,0.99499935,0.9390341,1.1410638,0.84147525,0.8664862,0.7662276,1.1265967,1.1588731,1.2207798,1.2256726,1.1494635,1.1050967,1.0625693,1.2590013,0.9764448,0.94472504,1.0672455,0.88094294,0.9268857,1.1125194,1.1996984,1.1423042,0.7193778,0.94696224,1.0973446,0.8424536,1.2723875,1.035332,1.2524054,1.117884,0.22672367,0.81574696,0.7573575,0.71652496,1.1991464,1.2576222,1.2087018,1.0949401,1.0330297,0.5325812,1.1068802
fish,0.49614555,0.70597756,0.46948665,1.2923405,0.68164295,0.5408361,0.6792718,0.8540546,1.4924474,1.5146652,0.93887347,1.3825212,1.2465069,0.8338964,1.0320946,1.2376676,1.0134946,0.81195545,1.0449452,1.3965023,0.46991265,1.1205082,0.90649873,0.6030223,0.9312566,0.376068,1.215566,1.4442627,0.9077845,1.4110526,1.3710604,0.51742715,1.4755199,0.6546066,0.68212664,1.0819455,1.1117066,1.2305188,1.0984025,1.0192102,0.9967389,1.0894876,0.6932075,0.0,0.9202318,0.8437579,0.8045734,0.9046949,0.48584467,1.1847913,1.2954543,1.1598592,1.1839565,1.0329177,0.6317652,0.76140046,1.1025681,1.2436118,1.3704343,1.0194713,0.72929716,0.8046978,1.2495228,1.2705348,0.4402269,0.8928537,0.9341942,0.5036546,1.3076484,1.1434028,1.3231921,1.3197379,1.3861568,0.71418595,0.78124106,0.69762826,0.8630785,1.066902,0.87714183,1.324694,0.9140801,1.2582681,0.70163584,1.4389096,1.1040732,0.4606831,0.9621199,1.286331,0.9681918,0.6700913,1.3368753,1.4388483,0.5522536,0.8450055,0.7072905,0.9145329,1.3736541,1.2775679,1.4362712,0.99140894,0.5291842,0.87121505,1.073264,0.756317,0.93415165,1.393968,1.2032461,1.1588597,1.1732849,0.6393366,1.2747173
flower,0.85876644,1.1745801,0.6466781,1.3044708,0.7751473,0.76554346,1.103252,0.8128896,1.1583104,1.2521417,1.2258407,1.3205793,1.2265431,1.0520549,0.9808118,0.9784655,0.7508437,0.85640436,0.45255876,0.70031166,1.1038977,1.086053,1.0023375,0.777161,1.0050057,0.8761194,1.2483778,1.2737262,0.6671601,1.035687,1.2438979,0.88982666,1.028011,0.7257379,1.094742,1.0099393,1.0511893,1.2545799,1.1443996,0.8786428,1.1802573,1.1218448,1.3018243,0.9202318,0.0,0.7215438,0.6682248,0.9140074,0.93362916,1.113465,1.0855923,0.67442316,1.1873485,1.254725,1.0897394,1.0195082,1.2150117,1.2203686,1.2778294,1.2386401,1.004305,0.89511293,1.2709264,1.0596653,1.0135524,1.0519954,0.675379,0.8301868,1.2466713,1.050607,1.211623,1.3492236,1.0499958,0.91723,0.984565,0.9864278,1.0042957,1.0198852,0.50700957,0.6319617,1.0547186,1.1276872,0.8250463,1.089623,1.1273282,0.97339845,0.7061578,1.30253,1.127565,0.6580108,0.9006472,1.0682416,1.1257722,0.90312076,0.8822025,1.0009608,1.0576218,1.2130542,0.86285,0.75626844,1.2480972,0.9665783,1.1128693,1.0460466,0.63241786,0.7847048,0.88644826,0.9140221,1.1526355,1.098141,1.1349845
fork,0.8546461,1.0074316,0.8959478,1.3017514,0.69951427,0.95586705,0.92339665,0.7805796,1.2982854,1.2186757,1.0795716,1.2954518,1.2026964,0.7823088,0.7933149,0.7885608,0.9767212,0.88394344,1.089866,1.2082733,1.0774182,0.82632625,0.9470106,0.9250496,0.8363533,1.0267959,1.2047791,1.1755803,0.6557058,1.164481,1.2499065,0.94098884,1.1502721,0.83047134,0.976817,0.8901076,0.96162224,1.0699788,0.9532447,1.1347779,0.90914404,1.1736181,1.2210451,0.8437579,0.7215438,0.0,0.9158448,0.82470894,0.86738884,1.1343532,1.0802114,1.0713191,1.2726213,1.2958353,0.9913741,0.83899856,1.1775441,1.196382,1.3169305,0.956631,0.9669141,0.74052477,1.2345685,1.0158341,1.0623106,0.94397426,0.70867467,0.9482842,1.1030324,1.063712,1.2718219,1.3499215,1.2559516,0.8676241,0.8532594,1.1186785,0.8381055,0.82944834,0.3883536,1.2160158,0.9164853,1.103965,0.7369213,1.1739626,1.071697,0.79513824,0.85202146,1.3347546,0.9546677,0.8266978,1.249081,1.2511697,0.9359775,1.0617337,0.91037226,1.0424297,0.9125406,1.2766919,1.277713,0.8378706,1.1101865,0.8809585,1.2241666,0.906748,0.9122037,1.2357091,0.86701745,0.8102346,0.91819274,0.9212942,1.1304715
frog,0.8911902,1.2316567,1.0767144,1.1710267,0.8715656,1.2100906,0.81613964,1.156636,1.1248741,1.2225412,1.0618737,1.3302234,1.0480211,0.72890025,0.88405913,0.93925834,0.8842879,1.1208473,0.75953245,0.71977115,1.0432392,1.0331725,1.1573684,1.1937011,1.078885,0.88215756,1.0978893,1.3191162,0.9822917,1.1134228,1.2744992,0.9583197,0.9937535,1.0481535,0.8421184,0.8653212,0.72380596,1.3736374,1.1784664,0.6730048,1.0909276,1.108386,1.079841,0.8045734,0.6682248,0.9158448,0.0,1.183268,1.1485317,0.74988186,1.1213496,0.40759826,1.1657487,0.82488614,1.1408341,0.73334885,1.0518371,1.1521802,1.258959,1.1626112,1.0995604,1.2066823,1.030967,1.112277,1.1769813,1.2790672,0.86597455,0.80072415,1.3805839,1.1421661,1.2218134,1.2423291,0.8972362,1.1548615,1.1011842,0.77102983,0.7430006,1.058924,0.85898304,0.70746124,0.6919688,1.0846984,1.0856459,1.1639419,1.2429985,0.614786,0.44510257,1.2357988,0.9434486,1.1435106,0.9807467,1.0920292,1.1788461,0.87454987,0.65311104,0.9968297,1.1177964,1.0814282,0.8532052,0.8449434,1.0280373,0.8289776,0.85541034,1.3113877,0.28073812,0.7540498,1.1169877,1.091528,1.2757276,1.1869962,1.1806835
glass,0.9754569,0.9061109,0.8010234,1.2014627,0.8662554,0.7823584,0.9895106,0.6686628,1.2273498,1.1537253,0.9844451,1.0865744,1.2747469,0.96698,1.0955877,1.0590417,1.0798038,0.7444082,0.99549645,1.3006244,0.90381294,0.920754,0.6626641,0.621952,0.8108112,0.8571912,1.2674232,0.8532989,0.7388526,1.1917908,1.1125501,0.8151103,1.116096,0.54604113,0.9984288,1.1049135,1.2351711,0.9062071,0.92688394,1.1007645,1.0650903,1.1800253,1.0140624,0.9046949,0.9140074,0.82470894,1.183268,0.0,0.6674107,1.2457843,1.0940015,1.2344588,1.2652805,1.3053818,0.74203026,0.9794371,1.1370878,1.2026768,1.1627169,0.9779664,0.7233603,0.6528609,1.2431586,1.0580143,0.804501,0.7478948,0.74859333,0.92956805,1.0113789,1.15413,1.2225654,1.213548,1.322888,0.76866436,0.799733,1.0614388,1.0563799,0.84595144,0.8016647,1.3108116,1.1227516,1.0408657,0.69735575,1.1419977,1.0916328,0.97390246,0.9896709,1.2729993,0.9045416,0.75762135,1.0979078,1.1178734,0.7388792,1.0301776,0.8266277,0.9811718,0.9635606,1.262783,1.3354315,0.80397516,0.9268622,0.86979043,1.101245,0.67221415,1.014894,1.2983265,1.0973713,0.832786,0.7731179,0.6993985,1.0008469
glasses,0.7567872,0.68609667,0.54543316,1.1563454,0.780116,0.49750334,1.0324929,0.6357691,1.4218342,1.3536677,0.9029279,1.2034128,1.3470036,1.0104977,1.1019131,1.204298,1.0879961,0.7673278,1.0958558,1.4743956,0.6182731,1.0929632,0.77336395,0.49317837,0.65177494,0.54164284,1.240741,1.1790686,0.82759273,1.3513906,1.2240547,0.61387795,1.3475302,0.5922259,0.80845594,1.0672994,1.1771829,1.045254,1.0447943,1.1993334,0.8843152,1.1138034,0.80840033,0.48584467,0.93362916,0.86738884,1.1485317,0.6674107,0.0,1.2877908,1.1950355,1.3648927,1.0481195,1.1864651,0.46334672,0.8432505,1.1282831,1.2109977,1.2963696,0.84557265,0.758827,0.68141246,1.275391,1.0840807,0.5509823,0.7650688,0.90510947,0.760808,1.0851392,1.1300149,1.2920439,1.2460998,1.4710509,0.7420955,0.80493224,0.8618454,0.9762242,0.974145,0.77692235,1.4283074,1.0381843,1.160927,0.588307,1.332804,1.0245185,0.88928866,1.072206,1.2574384,0.882977,0.58322763,1.2840669,1.3644159,0.47868806,0.9848154,0.7939986,0.9261774,1.1275972,1.286034,1.4751544,1.0484546,0.75809455,0.9121947,1.1711485,0.63614976,1.1872323,1.4531051,1.1725596,0.97021306,0.80553925,0.50324583,1.1008958
glove,1.3095376,1.0041205,1.306486,0.7011802,0.9718125,1.344368,0.9389101,1.2077785,0.9530076,0.89453405,1.0020334,1.0278009,0.78092307,0.9992322,0.93852115,0.82408464,1.0237398,0.98070973,0.9661461,0.74625576,1.2320948,1.0971925,0.9473988,1.251298,1.1368097,1.2385497,1.062879,0.99622077,1.1900561,0.9129024,1.022542,1.1731367,0.7363056,1.2135615,1.144289,1.0382267,0.6954887,1.1824889,1.1526666,0.85323536,1.0025244,1.0065506,0.96150243,1.1847913,1.113465,1.1343532,0.74988186,1.2457843,1.2877908,0.0,1.1404988,0.5612966,0.9365525,0.60620034,1.1159756,1.0840623,1.0088258,0.9293738,0.83428484,1.1560487,1.2467694,1.4052712,0.31156576,0.9645098,1.1907444,0.9348424,1.0129784,1.2212936,1.0126958,1.1888345,0.9073839,0.84855646,0.688702,1.3524307,1.3038826,1.0465778,1.099141,0.95860875,1.1716807,0.80627227,0.9710502,0.7573296,1.1934761,0.95557725,1.2013755,1.0903605,0.8442085,0.90822935,0.4415605,1.2868017,0.9828418,0.9010947,0.93421435,1.1078492,1.1054312,0.911239,0.8498913,0.85204995,0.8121671,1.0167745,0.9957461,0.88983107,0.8196993,1.125806,0.6590725,0.7499146,1.1198945,1.0477204,0.97527945,1.0958161,1.0911393
grass,1.1070865,1.2002629,1.2160002,0.9856474,1.1486775,1.1232882,1.1724604,1.2223573,0.717618,0.59316564,1.1432197,0.6312227,0.7580602,1.0114822,1.036828,1.0558441,0.9815849,1.2146616,1.144114,0.8959492,1.2372195,1.0121956,1.2953215,1.2917091,1.0477949,1.3383462,0.59508294,0.8401222,1.0953343,0.86831653,0.6450921,1.3575177,0.82009196,1.3193192,1.0714933,0.6548499,0.9512543,0.88431334,1.2065834,1.0808601,1.1078634,0.81795144,1.2017597,1.2954543,1.0855923,1.0802114,1.1213496,1.0940015,1.1950355,1.1404988,0.0,1.1026428,0.8296062,1.0806878,1.3283088,1.0125041,0.95238,0.74466175,0.7849615,0.9287545,1.2238004,1.1708539,0.99472743,0.83211,1.2128224,1.2986517,1.198435,1.3053272,0.85364336,0.8118449,0.72412986,0.8651882,0.8950032,1.2221518,1.2163856,1.2119024,0.96991295,1.0811937,1.0250404,0.88401574,0.9392947,1.0365034,1.2428192,0.8018052,0.84922546,1.1100816,1.245955,0.75248945,1.2885103,1.1053028,0.9977649,0.89707553,1.3615243,1.1536285,1.1309712,1.1209568,0.9560988,0.76370716,0.7332959,1.1899672,1.2300332,1.178722,1.1933404,1.3223922,1.2478064,0.87467283,0.4629147,0.85466385,1.1671662,1.3421804,0.7333726
gum,1.1163366,1.2549179,1.1598719,0.97104025,0.86652017,1.2253784,0.9862615,1.251573,0.9451789,1.0585384,1.1157696,1.2206833,0.91614836,1.064331,0.95705885,0.8858584,0.8292698,1.0460604,0.5358745,0.400473,1.2545412,1.0703248,1.1392909,1.2329156,1.2953334,1.0691581,1.1418586,1.2570199,0.9997341,0.88549244,1.1548846,0.9881487,0.8059721,1.0626599,1.2207797,1.105973,0.8150818,1.3425143,1.2091038,0.57053655,1.1117675,1.0718365,1.0868634,1.1598592,0.67442316,1.0713191,0.40759826,1.2344588,1.3648927,0.5612966,1.1026428,0.0,1.1078111,0.70008236,1.2927231,1.0827912,1.0693945,1.1008276,1.1102791,1.2342409,1.2629392,1.234371,0.8385519,1.0153499,1.1610734,1.132709,0.8321781,0.95480186,1.2161968,1.1466662,1.0861,1.1333345,0.605741,1.1854302,1.1611209,0.90109444,1.0431639,1.1636865,1.0995448,0.4263124,0.93996847,0.8428097,1.1831027,0.96172476,1.2165691,1.0940616,0.4117688,1.1299686,1.0020431,1.1717412,0.7923644,0.78417575,1.3008018,0.80791754,1.0377064,0.94928885,1.0430363,1.0013885,0.5722331,0.64790547,1.1279905,0.7361479,0.66187716,1.3196594,0.28342593,0.42615163,1.1111838,1.0916734,1.1921116,1.2182305,1.1668339
hair,1.1322882,0.9576557,1.226479,0.7318052,1.1405526,1.1262838,1.0187347,1.2719479,0.79498565,0.75720847,1.0123132,0.77404,0.6588094,1.1673553,1.1440691,1.1649747,1.0893831,1.1530702,1.2342075,0.99416965,1.1110117,1.1550027,1.2131337,1.2444165,1.0524955,1.2087178,0.710167,0.8955132,1.1687555,0.8240869,0.72932136,1.282165,0.93404925,1.3656907,1.1567558,1.0126162,1.0438551,0.9213517,1.1612271,1.0572537,0.9370688,0.38861734,0.84923697,1.1839565,1.1873485,1.2726213,1.1657487,1.2652805,1.0481195,0.9365525,0.8296062,1.1078111,0.0,0.73901224,1.0685732,1.1716855,0.937196,0.6399388,0.68052363,1.0846766,1.2205772,1.254462,0.7608678,0.9362791,1.043794,1.2170306,1.2769048,1.1959281,0.91661334,0.95544237,0.50274956,0.6201525,0.87176764,1.2206925,1.2407106,1.0131371,1.1698709,1.16958,1.1724975,0.9155186,1.1214458,1.0313852,1.2716727,0.8314186,0.9847305,1.1619565,1.3099068,0.3800819,1.1175005,1.1730705,1.090303,0.94220686,1.1877687,1.1831876,1.2850094,1.0885446,1.0328693,0.53073955,0.8658687,1.3545246,0.8509114,1.1363958,1.0065776,1.2050009,1.3230002,0.94981486,0.88285494,1.0458319,1.0393724,1.1332659,0.80181944
hand,1.2163693,0.9045113,1.2818623,0.4696079,1.1918777,1.3210541,0.83168083,1.3236027,0.9319694,1.034919,0.803213,1.0273103,0.6653202,1.113217,1.0514166,1.1259359,1.0640702,1.2544281,1.1611061,0.890232,1.0989325,1.0511526,1.2018003,1.3393925,1.1512552,1.0316931,0.9684871,1.0430002,1.2620889,0.9136579,1.0387131,1.1129429,0.96524936,1.3434732,1.0114485,1.1742359,0.8766506,1.0088383,1.097524,0.87396175,0.8319298,0.8282062,0.33482987,1.0329177,1.254725,1.2958353,0.82488614,1.3053818,1.1864651,0.60620034,1.0806878,0.70008236,0.73901224,0.0,1.1026014,1.122631,0.8802733,0.8238633,0.8267982,1.0875045,1.123687,1.3826317,0.57104194,1.0424366,0.99138325,1.1422684,1.2740409,1.0903025,1.1216016,1.0933595,0.77636397,0.7200692,0.77708864,1.2087175,1.198307,0.86763626,1.1265712,1.1391671,1.3165891,0.88272005,1.0513507,0.913554,1.3071294,0.98443466,1.1148639,1.0572875,0.98416513,0.6513583,0.953529,1.3436203,0.9948349,1.0037198,1.0975113,1.0837859,1.1892759,0.9324267,1.0598328,0.73725086,0.841058,1.1854768,0.545315,0.9035386,0.6778141,1.1338568,1.0084865,0.86127615,1.1201026,1.1150362,1.0415454,0.9138434,0.952537
hat,0.9104995,0.70326793,0.6586032,1.0904742,0.7131895,0.6510799,0.92535335,0.7143228,1.3574996,1.2275828,0.8703093,1.1394471,1.1355046,0.9632804,1.0261067,1.187532,1.1183579,0.81626403,1.0687276,1.3990443,0.5936042,1.1438767,0.6955573,0.56230086,0.8759653,0.6841017,1.2197151,1.0916669,0.8735407,1.2962694,1.1814758,0.776379,1.2628173,0.54600704,0.9269632,1.1609433,1.1803273,1.1022726,0.97624236,1.032355,0.89797246,1.125322,0.7842835,0.6317652,1.0897394,0.9913741,1.1408341,0.74203026,0.46334672,1.1159756,1.3283088,1.2927231,1.0685732,1.1026014,0.0,1.0263389,1.116881,1.1594478,1.2529775,0.89058536,0.80245996,0.7242073,1.0304664,1.0717804,0.5630164,0.7740721,0.8528775,0.70598006,1.0984849,1.1037912,1.2479992,1.1830842,1.3298995,0.8946378,0.8994849,0.9331342,1.090163,0.91673833,0.9133482,1.3794248,1.1163404,1.0599812,0.6900315,1.2975276,0.9572863,0.9361228,1.0927739,1.193208,0.75000775,0.7425598,1.1741079,1.1311952,0.40746117,1.0069225,0.82960063,0.89314306,1.0210899,1.2345458,1.4269025,0.88050115,0.6824233,1.010933,1.1778142,0.68791914,1.0825853,1.3856778,1.3064862,1.0177662,0.8317996,0.5670647,1.2042109
horse,0.86077845,1.0658904,0.89405173,1.1892333,1.012559,0.9767423,0.8897518,0.89208156,1.2436223,1.1585252,1.0787917,1.2145084,1.1427852,0.4109559,0.9432528,0.9429436,1.0201298,1.0086622,1.1410811,1.2245567,0.91655153,0.96593696,0.99949306,0.97957706,0.88782096,0.80464864,1.0303755,1.1181287,0.9485396,1.14504,1.2030916,1.0355253,1.0690905,0.9966768,0.73495674,0.7287119,0.8349147,1.1099759,1.0374374,0.9298254,0.985814,1.1383649,1.0982819,0.76140046,1.0195082,0.83899856,0.73334885,0.9794371,0.8432505,1.0840623,1.0125041,1.0827912,1.1716855,1.122631,1.0263389,0.0,1.1614591,1.1928139,1.2056526,1.0119561,1.0261114,1.0302811,1.2280012,1.096828,1.0106554,1.0921261,0.96379226,0.8375505,1.1210668,1.1641155,1.2356002,1.1947019,1.2333623,1.0726799,1.0900328,0.92790246,0.17412281,0.8817496,0.85817343,1.2365551,0.10560882,1.0968423,0.8772361,1.1823937,1.2016854,0.53652936,0.96591,1.2456883,1.09446,0.94254386,1.2941467,1.2657726,1.0526819,1.0300577,0.77726626,1.0628881,0.99717814,1.184899,1.2723272,0.99948275,0.9728761,1.0208913,1.2049141,1.0416309,0.9446774,1.2382265,1.1109846,0.9521312,1.0874847,1.0235125,1.1324437
hose,0.9951223,0.9660507,1.2127585,0.8055601,1.0973123,1.1912678,1.0722047,1.1485249,0.74503547,0.9294331,0.9612583,0.82101935,0.9559428,1.1466187,1.0828403,1.0739418,0.96050334,1.2296357,1.1821191,1.0048846,0.91347384,0.8878654,1.1260887,1.2016712,0.9747689,1.1222945,0.8198354,0.98214203,1.1210788,0.99118644,0.90555966,0.95945907,1.0636979,1.2602303,0.95268184,1.0118604,0.97628194,0.91379434,0.79826,1.0436269,0.9746982,0.98885727,0.9311571,1.1025681,1.2150117,1.1775441,1.0518371,1.1370878,1.1282831,1.0088258,0.95238,1.0693945,0.937196,0.8802733,1.116881,1.1614591,0.0,0.9681658,0.884466,0.6841501,0.94429994,1.0218185,0.8960812,0.98248965,1.1622305,0.9804171,1.1812587,1.1296927,0.99044156,0.96479553,0.9357359,0.8389004,0.8051864,0.84863496,0.7204195,0.9489396,1.043652,1.1068239,1.1558774,0.9789476,1.1059091,0.93670666,1.2274296,1.0084779,0.9690057,1.0915766,1.1524838,0.9067956,1.0365065,1.2557676,0.7916275,0.90441006,1.069308,1.0817115,1.1084118,0.9585665,1.1228317,0.9628776,0.8850591,1.138169,1.0872406,1.0023988,0.7025393,1.0192125,1.2066039,0.9416587,1.0135689,1.2048318,1.0047797,1.1778486,0.9416853
jacket,1.233316,1.2208096,1.2474215,0.70461136,1.2094026,1.2483577,1.1608331,1.3339453,0.7355384,0.5989837,1.0301884,0.59840906,0.6330097,1.1523044,1.013222,1.0817764,1.0568957,1.2944585,1.207553,0.83774996,1.1281078,1.226739,1.2823374,1.2697275,1.179079,1.2559357,0.74071085,0.76742625,1.1931516,0.84146845,0.55287164,1.3280015,0.8177025,1.4541531,1.1369555,0.9335427,0.9740244,0.92060834,1.1915463,1.1152427,1.1791474,0.7463143,1.037272,1.2436118,1.2203686,1.196382,1.1521802,1.2026768,1.2109977,0.9293738,0.74466175,1.1008276,0.6399388,0.8238633,1.1594478,1.1928139,0.9681658,0.0,0.5442099,1.1435785,1.2050626,1.3517628,0.7077447,0.86139596,1.2487854,1.2645957,1.2744224,1.298387,0.8582196,0.88725203,0.46889716,0.4515171,0.83114,1.3122205,1.2345638,1.037331,1.158082,1.07413,1.231551,0.8084961,1.1346172,0.9892239,1.3053472,0.78810203,0.9117484,1.1559118,1.2527683,0.36879182,1.0854285,1.2866548,1.0142118,0.8339884,1.2082299,1.2883029,1.2550124,1.1054482,0.864365,0.2681917,0.6654554,1.344631,1.1048759,1.2169493,0.96090174,1.2942011,1.2507908,0.81970465,0.7956019,1.0789517,1.0883771,1.2574176,0.8683874
jeans,1.2859911,1.1112568,1.3490236,0.7354798,1.3160596,1.2943299,1.1113038,1.3123734,0.6470643,0.60450715,0.89204645,0.61396974,0.6316138,1.248742,1.0689294,1.0052836,1.0919554,1.2309828,1.2370193,0.9223582,1.2096332,1.1101178,1.210682,1.2929469,1.2125561,1.3027649,0.7277589,0.6628256,1.2852455,0.7616707,0.6254943,1.3407736,0.74424326,1.4748719,1.1119992,1.0368469,0.9637064,0.7510551,1.0619714,1.054869,1.1182743,0.76248974,1.015433,1.3704343,1.2778294,1.3169305,1.258959,1.1627169,1.2963696,0.83428484,0.7849615,1.1102791,0.68052363,0.8267982,1.2529775,1.2056526,0.884466,0.5442099,0.0,1.0534855,1.1202402,1.3250151,0.5829283,0.89627016,1.2790599,1.0827037,1.3247539,1.3197985,0.7094508,0.9165902,0.35662997,0.2422626,0.83009416,1.2974867,1.218344,1.0423864,1.2253362,1.0427104,1.2901188,0.90377,1.1500547,0.9069511,1.3498187,0.6894131,0.92734456,1.2352474,1.2934073,0.46023762,0.9894487,1.2739154,0.97719723,0.80546206,1.2230428,1.170152,1.2491233,1.077556,0.8661244,0.54924166,0.7694796,1.3522836,1.0735021,1.1942858,0.94971853,1.1544391,1.3181981,0.8921508,0.77740026,1.0867354,0.9705359,1.2519176,0.76910114
knife,0.82640094,0.79968905,1.1083076,0.94894224,1.0684979,1.0306019,1.0385532,0.9431583,1.0089408,1.031239,0.73912644,0.7528914,1.177515,1.1221824,1.1764808,1.0125926,1.0568643,1.0807402,1.3354132,1.3342876,0.93101954,0.7395619,1.0404979,1.0419947,0.7187675,1.0363125,0.8554415,0.9043004,1.0373533,1.1345526,0.9818717,0.84857255,1.159323,1.116688,0.78012896,1.017499,1.03313,0.73763955,0.76336503,1.156718,0.81868804,1.1655529,0.93466806,1.0194713,1.2386401,0.956631,1.1626112,0.9779664,0.84557265,1.1560487,0.9287545,1.2342409,1.0846766,1.0875045,0.89058536,1.0119561,0.6841501,1.1435785,1.0534855,0.0,0.93042535,0.7650259,1.0324023,0.86396706,1.0262208,0.7970545,1.0428557,1.0818561,0.89624614,0.84033227,1.1666943,1.0277839,1.1824652,0.73246646,0.6515319,1.0535762,0.9475826,0.985783,1.0296888,1.3341906,1.0242953,0.9713584,1.0224,1.1185095,0.72512543,1.075582,1.1277168,1.1722506,0.9230354,1.1349568,1.0796854,1.0709832,0.81116956,0.94678605,1.0252211,0.9335461,1.1233051,1.2403629,1.2681754,1.1039182,0.9820045,0.984971,1.0269221,0.792845,1.2270671,1.3067493,1.0661626,1.073285,0.71583784,0.92915946,0.8930243
