,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bed,0.4949544,1.2760382,1.459764,1.2599422,0.7310474,1.353728,1.1490407,1.459313,0.8856158,0.6159329,0.0,1.4795127,0.21051455,0.53697115,1.1710094,0.33975506,0.907491,0.7276091,1.4289982,1.249527,0.53240204,1.22738,1.1071109,1.0898491,0.95645165,1.0964348,1.1703418,1.4162095,0.43868065,0.48403627,0.8897603,1.4001467,0.6081549,1.240068,0.68071395,0.122842014,0.9697956,1.5330768,0.4422102,1.4531554,1.0860258,0.9368388,0.5645814,0.96534634,0.8192017,0.99585295,0.8511548,1.2936478,1.5248629,0.95022756,0.84620494,1.2700913,0.6656627,1.089481,1.1280499,1.2173305,1.5914785,1.1411446,0.7891198,1.4661188,0.93861353,1.2598573,0.7476673,1.2352,0.9274983,1.3025403,1.0656751,1.2932681,0.43802875,1.0699176,0.4829631,1.4105008,0.42821813,1.3846173,1.1306347,1.2297072,0.9311282,0.7226705,0.5849917,1.3805442,1.2014029,1.3884532,1.24894,1.32905,1.3197312,1.4571886,0.5120654,0.6975544,0.48899996,0.5505564,0.5960865,1.4707642,1.4484913,1.4321723,1.471064,0.9554634,1.1948353,1.2086408,1.2195457,1.1326789,1.184391,1.4291928,1.057001,0.91322404,1.294132,0.54271173,1.115506,0.63841444,1.2397984,0.8912617,1.351902,0.5079924,0.74366426,0.7494665,1.575422,0.3877372,0.9660753,0.5043992,1.3119422,1.4234891,0.75492954,0.84307694,1.6343781,1.3452144,0.6461116,0.46939552,0.30266988,1.4777473,1.3774277,1.3814247,1.4041365,1.2001145,1.1996205,0.6370234,0.84947044,1.2514985,1.483696,0.64661723
belt,1.3666749,0.36948466,0.83273864,1.2001094,1.2551051,0.68625486,1.1503651,0.93279636,0.9387448,1.217629,1.4795127,0.0,1.4626068,1.441824,0.90750694,1.368902,1.1609741,1.2187895,0.5483136,0.8955989,1.3917601,1.1312693,0.92391175,1.0522741,1.1777124,0.9869684,0.7973285,0.7172955,1.2910227,1.0735438,1.3239629,0.7333224,1.3132453,0.6897427,1.2775342,1.4338188,1.3371558,0.28421754,1.3183877,0.40174532,0.9688431,1.1836545,1.3602116,1.1536133,1.0269588,0.95344156,1.1419296,0.8271735,0.7266941,0.9714409,1.2536384,0.90853953,1.2596722,0.95942813,0.9269687,0.9162754,0.32298326,1.0514495,1.4238634,0.26552004,1.1246368,0.9781827,1.2972806,0.93128055,1.3145881,0.72997415,1.0814394,0.408939,1.3942411,1.2531195,1.2545766,0.6404865,1.494515,0.50612015,1.0827445,1.1456325,1.2460803,1.4716471,1.313559,0.571796,1.1783754,0.3923837,0.7262359,0.7472817,0.42189652,0.50340647,1.40259,1.1877483,1.4409547,1.2735888,1.3933246,0.74590945,0.43050444,0.49605066,0.8952379,0.9839853,0.5451783,1.0686382,0.71930534,1.1503738,0.9105923,0.758822,0.9037505,0.7772726,0.46099222,1.4300718,1.036549,1.3095529,0.68721735,1.2919445,0.76932603,1.3607408,1.2875047,1.2234674,0.38901854,1.4211403,0.86344534,1.2707644,0.5997906,0.45553464,1.3067929,1.3409024,0.4439205,0.371737,1.1132804,1.4281838,1.5469213,0.58868694,0.6840327,0.5164687,0.53559434,0.6895149,0.9019294,1.4447362,1.2134361,0.6507161,0.3388313,1.2101849
bench,0.5940778,1.3404686,1.4550425,1.1746362,0.74558276,1.3519006,1.0428181,1.3425996,0.9034507,0.70170844,0.21051455,1.4626068,0.0,0.67625976,1.2832305,0.39624292,0.73514915,0.84994256,1.4316977,1.3009816,0.6586945,1.1715438,1.069178,1.0346916,1.0102843,0.9827018,1.1013342,1.3076514,0.5251905,0.33955973,0.89914274,1.3894427,0.5484923,1.2055528,0.6537052,0.15297186,0.9659717,1.4866906,0.5920279,1.4809339,1.0308467,0.9666857,0.6268728,1.028098,0.78380215,0.8205764,0.92551106,1.1994655,1.5211375,1.0838463,0.9008008,1.1358755,0.66259265,1.0250132,1.1463182,1.0236365,1.6038288,1.2471178,0.8753134,1.4301934,0.8461268,1.1753192,0.79318666,1.3068498,0.84857225,1.3466498,1.1330768,1.2999876,0.51596063,1.016356,0.41165996,1.2676789,0.3722657,1.4015942,1.0534512,1.2172943,0.98089176,0.6401921,0.6435952,1.26208,1.1123235,1.3932409,1.2055671,1.1725453,1.3312595,1.4964542,0.52741134,0.8105502,0.5294962,0.44595325,0.7131209,1.4370197,1.424615,1.3935748,1.4351207,0.97434217,1.108639,1.22833,1.2423733,1.1935259,1.2150679,1.3506126,1.097473,0.90887237,1.3340377,0.6257993,1.1509852,0.78241396,1.2644193,0.88836086,1.3169876,0.58130145,0.58816195,0.7706554,1.4859424,0.47859502,0.88957155,0.39561248,1.121284,1.4866921,0.55848193,0.9417966,1.5811863,1.4108863,0.6629708,0.58051145,0.4906959,1.4747039,1.2815013,1.3142874,1.3872213,1.1846361,1.2561454,0.69961506,0.7507242,1.1794306,1.4332371,0.78152955
bib,0.71820235,1.2770156,1.2713753,0.9377988,0.7644579,1.2601454,1.06051,1.3057338,1.0627086,0.79512334,0.53697115,1.441824,0.67625976,0.0,1.1648273,0.5769448,0.9544347,0.75446206,1.2351601,1.0562915,0.6387774,0.89720905,1.1633477,0.98299503,0.9271121,1.0800085,1.2354829,1.3932786,0.677389,1.0009835,0.59951574,1.3444958,0.82258624,1.3138479,0.7942903,0.63488585,0.6709732,1.4700834,0.831459,1.3523877,1.1720691,0.8618532,0.6845723,0.99959046,1.0372031,1.2282591,0.76651216,1.2404579,1.3526273,1.0619823,0.82299054,1.286475,0.8376484,1.1153753,1.0121787,1.231906,1.4610276,1.1425073,0.6906048,1.4368396,0.9509302,1.0913467,0.7565105,1.0940392,0.85134405,1.2174346,1.0623257,1.2993157,0.6041171,0.84693706,0.71095794,1.361001,0.7000876,1.3912265,1.0085298,1.0072441,0.515971,0.6339798,0.73621404,1.3228583,1.0217828,1.3750176,1.2220674,1.250407,1.3330891,1.3585492,0.71724623,0.7627127,0.5386593,0.76493603,0.59944654,1.3136231,1.3350527,1.3226283,1.2727466,0.96978706,1.3471873,0.88853395,1.2225565,0.9021947,1.192599,1.3453579,1.0113508,1.1227489,1.3101244,0.67397714,1.1626343,0.70173824,1.2258263,0.7857156,1.2425447,0.63939744,0.8651254,0.82915664,1.4811301,0.68217874,1.1997349,0.79651165,1.3966413,1.3274237,0.83010674,0.6668576,1.5181406,1.3217221,0.897246,0.5969547,0.4229468,1.3779316,1.3642092,1.3663208,1.2653216,1.1815631,1.14287,0.68730384,0.8916884,1.3227797,1.468151,0.7856319
bird,0.789664,0.9506049,0.8478817,1.0823255,1.1330777,0.88632923,0.93867606,0.85979384,0.91803735,1.2307172,1.1710094,0.90750694,1.2832305,1.1648273,0.0,1.2245061,0.9898691,0.84014195,0.93888485,0.957253,0.96310693,1.0157944,0.8917656,1.0300326,0.7227981,1.0541384,0.96269226,1.040763,1.0772591,1.2282888,1.0568824,0.796003,1.1833501,1.0056924,1.2741423,1.236539,1.0445465,0.9516037,0.9903464,0.9102787,0.9432532,1.0684416,0.95156074,0.8314141,1.1739793,1.1510483,1.0027268,1.1842482,0.8819903,0.773737,1.140327,1.2186217,1.2204026,0.87013507,0.9040651,1.1595383,0.83820605,0.4362681,1.1251725,1.0249197,1.1160283,0.985153,1.1641932,0.90126556,1.2515488,0.86435235,0.41313636,0.9106252,1.239469,0.9922214,1.2415437,1.0035944,1.1787208,0.9093699,1.0172873,0.9203306,1.0230186,1.1509246,1.0574261,1.0455377,1.0348154,1.0504006,0.8766285,1.083065,1.0367333,0.9042473,1.2435921,1.1398059,1.2513806,1.2607155,1.0208007,0.9606502,0.93169063,0.94827735,0.882708,1.0275425,0.9831693,0.8945492,0.7038865,0.94322824,0.4632945,1.0077962,1.0750581,0.8468514,0.7859458,1.1256547,0.21482956,1.0812583,0.8827089,0.9891405,0.77407366,1.2313011,1.0651053,1.2254103,0.8931923,1.2081509,1.1008078,1.1720573,1.0706484,0.96779513,1.2363129,1.093439,0.8262915,0.93707883,1.041212,1.2043785,1.0913823,0.6797468,1.1443379,1.0068264,0.9238521,0.9446354,0.61295336,1.0567147,1.1098558,1.0260086,1.0057238,1.1294111
blanket,0.5450438,1.2977597,1.384128,1.1058638,0.74270755,1.3247403,1.1967616,1.3642633,0.9208115,0.8255465,0.33975506,1.368902,0.39624292,0.5769448,1.2245061,0.0,0.94534016,0.88686556,1.4483986,1.2539468,0.80286014,1.0221355,1.1740481,1.088768,0.9541993,1.0321125,1.1413244,1.366013,0.4930852,0.6441936,0.8235843,1.4005609,0.7639259,1.1769824,0.70438373,0.32940328,0.8578422,1.5426872,0.75374615,1.4698006,1.062177,0.97856414,0.5249809,0.90276504,0.9447895,1.0393474,0.73315203,1.2421566,1.4519722,0.9614074,0.8930097,1.2210221,0.8734604,0.9102066,1.0047455,1.1399431,1.5209521,1.1213509,0.89714015,1.4195228,0.7037549,1.2371547,0.82438505,1.2415583,0.8205384,1.2834903,1.0149802,1.2825313,0.53978205,1.0900711,0.5012834,1.4208083,0.66462034,1.3742671,0.93222725,1.1379638,0.99578494,0.69045603,0.74977136,1.2606206,1.042104,1.4074845,0.9952147,1.2054757,1.332008,1.4339287,0.64038336,0.73232305,0.43882436,0.595774,0.7234044,1.2253661,1.4519191,1.4397919,1.3644903,0.91788113,0.92008984,1.0281549,1.197566,1.072575,1.0766648,1.2844994,1.016741,0.7366821,1.3410258,0.7827191,1.1132499,0.58169204,1.2541296,0.8337018,1.4156144,0.56270325,0.5655978,0.7171186,1.5240313,0.65711045,1.0481416,0.6255503,1.1768631,1.4297804,0.6518637,0.8937191,1.5642654,1.3875425,0.809251,0.5546766,0.6177069,1.4878628,1.283072,1.3441033,1.4071612,0.8606006,1.2446988,0.8166139,0.79473746,1.2697883,1.4925249,0.81735265
boat,0.86535925,1.0402048,0.92536616,0.9350915,0.85525024,1.1712375,0.8531187,0.7637171,0.926464,1.1127826,0.907491,1.1609741,0.73514915,0.9544347,0.9898691,0.94534016,0.0,0.91943306,1.207978,1.0410697,0.8709629,1.0383433,0.9093032,1.103103,0.89045906,1.0230587,0.7894371,0.9640754,0.9709685,0.9079476,0.98277986,1.1090723,0.8984302,1.1024473,0.8713657,0.9240141,1.0246314,1.0311062,0.92730105,1.2430924,1.1340547,0.9902687,1.0049025,1.017814,1.1585063,0.81005055,0.98422945,1.036346,1.0215278,1.1343611,1.0781085,1.0502806,1.0752101,0.7041829,0.91076374,0.97949713,1.116574,0.86035335,0.9572225,1.1169877,1.0483459,0.8974424,1.1113881,1.0959828,1.0159209,1.2046138,1.0284446,1.2452307,0.959149,0.96819144,0.8288341,0.95605755,0.9010563,1.2282256,1.0971051,0.89622957,1.0901301,0.92108554,0.7870012,1.064994,0.9644493,1.0874699,1.1444117,1.1085609,1.1376221,1.0547259,1.0513347,1.038152,0.9648428,0.85998344,0.9490573,1.1135935,1.0712538,1.047138,0.9152481,0.9059464,1.0725462,1.0548717,1.1208882,1.0195628,1.0714643,1.085588,1.0695862,1.1109891,1.1037387,1.0614583,1.0230011,0.937049,1.25289,0.9316551,0.8805446,0.9766008,0.9041386,1.0545517,1.0888197,1.0537294,1.0000267,0.824231,0.93435526,1.2390169,0.8883983,0.98915863,1.0604596,1.1628512,0.8866148,1.0006162,0.92428994,1.0101641,1.1061707,1.0147321,1.0762782,1.202378,0.9432616,0.79872686,0.63475573,1.1780326,1.1616328,1.1222464
book,0.49674177,1.1356027,1.233011,1.1262298,0.72395396,1.1846687,1.0116619,1.209293,0.76667404,0.94334674,0.7276091,1.2187895,0.84994256,0.75446206,0.84014195,0.88686556,0.91943306,0.0,1.1015099,0.9602236,0.26116455,1.1136222,0.91509646,1.0412282,0.7411677,1.1256729,0.9352919,1.2158954,1.0574048,0.9625333,0.86686397,1.087305,0.9771676,1.0965066,0.91513205,0.85623574,0.91848594,1.1447434,0.68426275,1.1598601,1.2171135,0.83863497,0.9764765,1.0071123,1.078647,0.8725679,0.7996642,1.2059927,1.3175645,1.0167038,1.030387,1.2205316,1.0546142,0.96424043,1.0872519,1.1987517,1.146457,0.7982429,0.9343168,1.2598565,1.0664353,0.83115035,1.075155,1.1353221,0.9380305,1.12965,0.8138315,1.1620481,0.92030376,0.9213197,0.92328703,0.92545193,0.922734,1.1304593,1.1307114,1.0568777,0.8353465,0.81961894,0.8867041,1.1814477,1.2156413,1.2713649,1.0598235,1.1408627,1.2947408,1.241457,0.9222026,1.0207475,0.8916354,1.0177531,0.13768166,1.2503059,1.1460088,1.1205295,1.2561933,1.0479549,1.1152583,0.88025725,1.0350592,0.84860605,0.9984224,1.380638,1.0176597,1.0526788,1.0042654,0.7693575,0.9730811,1.005804,1.1392797,1.0117913,0.8597532,0.91845715,1.0657398,1.0855701,1.2730298,0.9706493,0.9248723,0.8124833,1.3466705,1.1176951,0.98553795,0.8735279,1.2072933,1.1446313,0.9403667,0.88702667,0.5101167,1.1313846,1.3097845,1.1862131,1.1470875,1.0888053,0.91050833,0.5630437,1.0064789,1.2264555,1.2509186,0.8370635
bottle,1.4258299,0.5480499,0.85210073,1.0960841,1.3470643,0.7682779,0.8976128,1.0145599,0.849597,1.1276206,1.4289982,0.5483136,1.4316977,1.2351601,0.93888485,1.4483986,1.207978,1.1015099,0.0,0.67483926,1.1363515,1.0866841,0.9363664,0.4917109,1.2666525,0.64148223,0.7977512,0.91865456,1.3589339,1.0816476,1.2004898,0.78272235,1.3093922,0.8249144,1.276011,1.434716,1.1847618,0.45258856,1.067748,0.1613692,1.0552999,1.0579789,1.2813188,1.120823,1.0030459,1.0105091,1.1993072,0.9945023,0.71902025,1.0724087,1.249048,1.0783961,1.1807878,1.2671475,0.9426118,1.0967213,0.5393489,1.1537752,0.98162675,0.6876476,1.1132731,0.82477915,1.2159554,0.8838544,1.3576187,0.7862084,1.0759747,0.6407994,1.3906289,0.64114416,1.3691536,0.68471277,1.2254502,0.43860173,1.0522487,1.0829575,0.74784046,1.0492914,1.2494454,0.8017277,1.1496445,0.533246,0.7850748,0.9663067,0.63507473,0.4744557,1.1903242,1.244308,1.459484,1.3551118,1.2397221,0.9485348,0.65213174,0.7070649,0.8989268,1.1601909,0.8098042,1.0269793,0.71114117,0.98413604,1.0178987,0.9473465,1.0610175,1.0015008,0.48041457,1.1055814,1.063172,1.2537942,0.76790327,1.1503458,0.8958839,1.4094759,1.3387064,1.263165,0.53861433,1.2558763,0.8577633,1.346925,0.8560885,0.3426029,1.2917941,1.1396253,0.5429385,0.41091728,1.0641477,1.412041,1.2872789,0.6639177,0.94424206,0.60331047,0.7224414,0.71443564,0.7344587,1.2003844,1.1388128,0.7070717,0.6040199,1.1337366
bowl,1.1966882,0.7867053,0.79710555,0.86448205,1.2261277,0.9658295,0.7616005,0.9637025,0.9160279,0.95440423,1.249527,0.8955989,1.3009816,1.0562915,0.957253,1.2539468,1.0410697,0.9602236,0.67483926,0.0,0.90269804,0.6792083,0.9036,0.7227598,1.0311215,0.8531593,0.942284,1.1241455,1.3091989,1.2580326,0.8149793,0.8939692,1.3021209,0.8416566,1.2671721,1.2962962,0.7059978,0.8513628,1.1061336,0.6594787,1.2656513,0.8040736,1.2187881,1.2551715,1.162969,0.9980458,1.0956774,1.1766396,0.6361149,1.111975,1.215543,1.2048314,1.0822495,1.226607,0.9536356,1.3083545,0.7057836,1.0771942,0.7802614,1.0074955,1.3184897,1.0654721,1.2296124,0.9660651,1.2220485,1.0317264,1.1078407,0.876557,1.3380451,0.6874885,1.4395642,0.82284343,1.2018394,0.68393505,1.1461198,0.81004465,0.6739752,1.2173324,1.2330265,0.96292764,0.93758255,0.89012104,1.0485252,1.1716036,0.9187829,0.7223328,0.9691199,1.2214758,1.358063,1.4090157,1.0036168,1.011059,0.89730227,0.9106939,0.78229463,1.1316764,1.0954797,0.50962687,0.8732015,0.23918945,1.1693578,1.0225297,1.0431386,1.1877899,0.79539883,0.9496665,1.2208134,1.0723554,0.85243607,1.2102424,0.9735449,1.3016407,1.3355377,1.2966737,0.84622324,1.1697938,0.7151886,1.205492,1.1948175,0.7779669,1.340889,0.3696013,0.5972721,0.791222,1.3051094,1.2101622,0.87710655,0.6742622,1.2270631,0.93962276,0.9038557,1.0192487,1.0379373,0.57921016,1.0561335,1.0963682,0.9938095,1.0262285
box,0.5738024,1.1997713,1.3131416,1.157702,0.814544,1.1967586,0.95231557,1.3364363,0.644963,0.7904294,0.53240204,1.3917601,0.6586945,0.6387774,0.96310693,0.80286014,0.8709629,0.26116455,1.1363515,0.90269804,0.0,1.0568712,0.9287716,0.80202466,0.83235526,0.9193208,1.1240686,1.3891728,0.9721663,0.78875387,0.7293422,1.1657162,0.8335655,1.1418777,0.9637016,0.68494904,0.7947548,1.3347538,0.4254111,1.2456414,1.2536142,0.62499636,0.87643266,0.9838973,0.9209892,0.81195503,0.8014717,1.2973318,1.3829176,1.0581753,1.0066586,1.3332381,0.90918756,1.1825166,1.1125572,1.2917567,1.3763673,0.96002936,0.76397836,1.419553,1.0769548,1.0298454,1.0556017,1.1814636,0.96699,1.2588518,0.8715146,1.2169789,0.81907016,0.7127211,0.9147986,1.1444254,0.6926705,1.1945169,1.1264249,1.0536563,0.6629082,0.75776446,0.810431,1.3011435,1.2429285,1.3900046,1.1454141,1.3023515,1.3508521,1.3711782,0.66567135,1.0132078,0.84719366,0.9652535,0.2848376,1.397311,1.2851484,1.2402463,1.3275826,1.0490878,1.2424737,0.88163924,1.0583965,0.8728224,1.0788028,1.4808118,1.0901147,1.00884,1.0131005,0.56726396,1.0762491,0.92702657,1.1933079,0.96857023,1.026327,0.9061987,1.0340497,1.077458,1.4251988,0.7114906,0.8624809,0.75472707,1.4755938,1.2457974,0.96676594,0.7678216,1.4120023,1.237491,0.80885774,0.8168921,0.3493712,1.1922323,1.4590237,1.3567905,1.2450981,1.1455752,0.8956421,0.44131225,0.99756366,1.2025585,1.3868359,0.80721396
bread,1.0634704,1.1037939,0.7353933,0.62086487,1.1641285,0.9645784,0.94223696,0.82800746,0.95972705,1.1637391,1.22738,1.1312693,1.1715438,0.89720905,1.0157944,1.0221355,1.0383433,1.1136222,1.0866841,0.6792083,1.0568712,0.0,1.0267231,0.94852686,0.9805569,0.9172623,1.1454306,1.0333459,1.1698143,1.270918,0.29082286,0.77564085,1.1817415,1.0141788,1.1697562,1.2039056,0.20413995,1.1728816,1.1727548,1.0574391,1.071148,1.0394081,1.0509437,1.065616,1.1480545,1.0818098,1.1035094,1.0798513,0.65791494,1.1063255,1.0513737,1.0558748,1.1147335,0.9718379,1.073333,1.1156367,0.97082704,0.97457945,0.9052825,1.1580151,1.1174904,1.0639172,1.1368545,0.81536293,1.0425664,1.0426468,1.0492065,1.1307445,1.2394097,0.8155416,1.3039459,1.0096102,1.1230792,1.0353202,0.8774167,0.67637676,0.8683378,1.011172,1.2078936,1.1024837,0.5784453,1.1061869,0.97385824,1.0452336,1.1091993,0.92141825,1.0204293,0.97934836,1.2265234,1.2291715,1.0658524,0.84240615,1.1410342,1.1423475,0.6813334,1.1398681,1.044915,0.27560174,1.0780156,0.57045865,1.0852027,0.6536113,1.005525,1.1066431,1.1015962,1.0106324,1.0842849,0.9003101,0.93073547,1.0065447,1.060107,1.2429309,1.0492895,1.1715168,1.0662204,1.1591772,1.056094,1.1719623,1.0859467,1.0679044,1.0934795,0.7184533,0.8678847,1.1048279,1.2911127,1.1808561,1.0065454,0.88014543,1.0650963,1.1483644,1.1133081,0.981802,1.1248362,0.73131466,1.0666549,1.118961,1.1442554,1.1513541
broom,1.0753171,1.0217531,0.8843968,1.0779963,1.0556507,0.9177372,0.9509029,0.8918501,0.8912011,1.0892367,1.1071109,0.92391175,1.069178,1.1633477,0.8917656,1.1740481,0.9093032,0.91509646,0.9363664,0.9036,0.9287716,1.0267231,0.0,0.8713385,0.93059266,0.9663929,1.0415593,1.0179057,1.2141237,1.083963,1.0545597,0.8962785,1.1065751,0.9509149,1.2074461,1.1411216,1.0686555,0.7931224,0.9816474,0.87871575,1.0653304,0.7999151,1.1354239,0.91968036,1.0481478,0.84314024,1.1304803,1.0896641,0.88440377,1.0602121,1.149031,1.0539916,1.1029042,0.95776176,1.0492201,1.1083413,0.7473412,0.84812605,1.0943509,1.0609132,1.1196282,0.98913574,1.2369652,1.0176125,1.0846865,1.0133765,1.0272006,0.7985402,1.1397433,0.9249277,1.1512247,0.7180892,1.0542239,0.88747615,1.199204,0.92051935,0.9152738,1.2040462,1.0953662,1.1134611,1.1517067,1.1087658,0.7814778,0.9859161,1.1302055,0.9950309,1.1207811,1.1957842,1.2449214,1.1515152,0.9695452,1.0662156,0.5639305,0.514059,0.88324696,1.1346998,1.0301679,0.9244956,0.8530729,0.89730406,1.0332544,0.98127806,1.1399726,0.98290783,0.8146665,1.1398801,0.96975476,1.1062706,0.9370577,1.0700661,0.69525474,1.1745329,1.1730814,1.1603584,0.8092168,1.1911159,0.9607297,1.0418456,1.1043355,1.021875,1.1437457,1.0115447,0.7271328,1.0596749,0.9347911,1.144048,0.98694414,0.7380687,1.0664597,0.99197835,0.5502348,0.8715774,0.75229436,0.8543422,1.140899,0.70666283,0.945022,1.1743172
bucket,1.1965207,1.0739756,1.076537,1.0165352,1.1757828,1.0117157,0.82651335,1.103251,0.7372992,0.9254579,1.0898491,1.0522741,1.0346916,0.98299503,1.0300326,1.088768,1.103103,1.0412282,0.4917109,0.7227598,0.80202466,0.94852686,0.8713385,0.0,1.1054642,0.17396778,1.0333637,1.2464358,1.1843026,0.85385776,0.9435706,0.8941127,1.0326802,1.0248528,1.2081035,1.1079655,0.93025637,1.0760691,0.7314055,0.6180033,1.1179836,0.85068345,1.0612704,1.0471418,0.8373679,0.9482964,1.1128412,1.1996082,0.9976306,1.1559726,1.1674798,1.225429,0.9906392,1.2482508,1.067775,1.2128232,1.028167,1.1472254,0.73800844,1.2085837,0.92872435,1.023722,1.1680442,1.0487852,1.1645854,1.0340768,1.0345024,0.83403313,1.1000056,0.31087875,1.137751,0.92143244,0.84324193,0.7646719,0.9032108,1.0420568,0.41026032,0.86075544,1.0588131,1.062302,1.0701993,1.1683527,0.80044854,1.090514,1.1503992,1.103573,0.7736107,1.1509508,1.1642932,1.1227751,1.0326214,1.1627265,1.0387826,1.0425001,1.0389262,1.15354,0.9630341,0.9656158,0.8718085,0.90131515,1.0689458,1.1286018,1.1625206,0.95243406,0.83223814,0.7747841,1.0886229,0.9502616,0.94068176,1.0362347,1.0612125,1.1888752,1.0503227,1.1767898,0.9856229,0.95272803,0.7720794,1.1128289,1.1480073,0.91018116,0.9823372,0.94766045,0.9257068,1.0737623,0.8925988,1.1360973,0.97078973,0.8385447,1.2339985,1.0394113,1.0030233,0.77297103,0.85380566,0.9176847,0.9882969,0.8526805,1.1345236,1.010477
butterfly,0.6051121,1.1520509,0.9907569,0.9746887,0.85621184,1.0502334,0.97268486,0.97305936,1.0793993,0.94882417,0.95645165,1.1777124,1.0102843,0.9271121,0.7227981,0.9541993,0.89045906,0.7411677,1.2666525,1.0311215,0.83235526,0.9805569,0.93059266,1.1054642,0.0,1.1132061,1.0908701,1.1789116,0.92368853,1.181972,0.92495847,0.8499943,0.9141345,1.0628084,1.0136964,0.9929769,0.9126454,1.226506,1.0415771,1.2463602,1.0478553,1.0260409,0.90162414,0.83587265,1.0535307,1.1218866,0.97120523,1.1855168,1.0528932,0.8864877,0.8678093,1.1726716,1.075513,0.6164985,1.0283965,1.1400025,1.1254007,0.29956126,0.98300815,1.1833985,1.1538332,1.1313965,0.9976388,0.9422431,0.99410355,1.1152444,0.6574006,1.0804498,1.0026568,1.0276082,1.058161,1.152949,1.075865,1.1387492,0.9916226,0.8994293,0.986059,0.99034095,0.9535747,1.1481978,1.0320414,1.2204747,1.0885726,1.1468225,1.1375052,1.1984279,1.0759468,0.8071966,0.9611481,1.0746588,0.7654688,1.1483605,1.1347497,1.1278467,1.0061162,0.91414917,1.210829,0.8964812,1.0287716,0.88586,0.78537226,1.135385,1.0742178,1.0548848,1.1077819,1.019659,0.7682029,0.94954365,1.0573732,1.1604134,0.87829435,0.9616675,0.96250206,1.0413517,1.2776508,1.028657,1.0293957,0.9539135,1.1973519,1.1697423,1.0559138,0.885644,1.1193584,1.1971171,1.0581851,0.98306674,0.90167433,0.972449,1.1958642,1.1647797,1.0977936,1.1785513,0.91096586,0.87640446,0.967229,1.254652,1.2414786,0.99421716
can,1.2214433,0.9884529,1.1076245,0.98106515,1.2151276,1.0193192,0.94608617,1.1030537,0.74490356,0.9929121,1.0964348,0.9869684,0.9827018,1.0800085,1.0541384,1.0321125,1.0230587,1.1256729,0.64148223,0.8531593,0.9193208,0.9172623,0.9663929,0.17396778,1.1132061,0.0,1.0130965,1.1450518,1.186935,0.7539602,0.9870248,0.8081227,0.96344423,0.9740834,1.1762823,1.0721172,0.94398123,1.0723999,0.7870964,0.7536343,1.0002042,0.9353295,1.1060987,1.0494028,0.79438555,0.83807135,1.1663059,1.0674378,1.014719,1.1854056,1.163179,1.1159419,1.0279404,1.0608356,1.0490391,1.0790854,1.0436697,1.1427493,0.8815337,1.1096957,0.9420086,1.0168476,1.1648889,1.0855488,1.1810074,1.0264016,1.00731,0.8409522,1.1043181,0.41137916,1.088419,0.9475042,0.8486349,0.8039959,0.7820758,1.1264317,0.7495637,0.8572447,1.098191,0.9269995,0.9792286,1.0680974,0.7852814,0.95345354,1.0158569,1.1186692,0.8363691,1.1523823,1.1946642,1.03145,1.1719078,1.1266904,1.0695286,1.076446,1.0649446,1.0869502,0.7888459,0.9839053,0.9556296,0.98936355,1.0261626,1.0334983,1.1400905,0.90153396,0.8800069,0.90240157,1.0142696,0.92844087,0.91323864,1.0099086,1.132031,1.2099733,0.92822194,1.1773491,0.95212495,0.96818095,0.7828909,1.1621447,0.9226457,0.94795465,0.9889464,1.0759504,0.92695135,1.0299962,0.9070615,1.172337,1.1378583,0.84928995,1.1018964,0.99714935,1.0582161,0.7756814,0.97198945,0.9888696,0.9568864,0.7878303,1.0829512,1.0664103
